"","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.minimo_para_valorizar","atletas.slug","atletas.apelido","atletas.apelido_abreviado","atletas.nome","atletas.foto","atletas.clube.id.full.name","A","DS","FC","FD","FF","FS","FT","G","I","PI","PP","CA","DE","GS","PC","SG","GC","CV","PS","DP"
"65",99430,10,263,"gol","6",0,2.06,0,0.5,2,NA,"diego-loureiro","Diego Loureiro","D. Loureiro","Diego Terra Loureiro","https://s.glbimg.com/es/sde/f/2022/02/21/8d8bf0e2d048df5b25e486bdf7c64eec_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA,NA,NA,NA,NA,NA
"66",85931,10,280,"mei","2",0.2,5.91,-0.88,2.86,5,NA,"hyoran","Hyoran","Hyoran","Hyoran Kaue Dalmoro","https://s.glbimg.com/es/sde/f/2022/05/05/d656de14270c212a9409e2e8138e3b20_FORMATO.png","Bragantino",1,5,4,2,5,3,NA,NA,NA,24,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"67",90768,10,262,"zag","5",0,7,0,0,0,NA,"fabricio-bruno","Fabrício Bruno","F. Bruno","Fabrício Bruno Soares de Faria","https://s.glbimg.com/es/sde/f/2022/04/25/06fca89445e5f7bb29a42734c5fbb2e0_FORMATO.png","Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",72294,10,282,"gol","7",-1,10.59,-1.73,3.17,9,NA,"everson","Everson","Everson","Everson Felipe Marques Pires","https://s.glbimg.com/es/sde/f/2021/05/02/2eff4cdfd58d4f859979ef83bbe1ad06_FORMATO.png","Atlético-MG",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,21,12,NA,4,NA,NA,NA,NA
"69",38398,10,264,"mei","6",0,6.56,0,2.48,8,NA,"renato-augusto","Renato Augusto","R. Augusto","Renato Soares de Oliveira Augusto","https://s.glbimg.com/es/sde/f/2022/04/27/df30c3d9066a2e16c6625e3aa0a64436_FORMATO.png","Corinthians",NA,9,6,2,2,8,NA,1,1,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",69705,10,276,"mei","5",0,7.17,0,3.22,4,NA,"nikao","Nikão","Nikão","Maycon Vinícius Ferreira da Cruz","https://s.glbimg.com/es/sde/f/2022/03/01/6a7ca5b138f4ff481ca19603933a7507_FORMATO.png","São Paulo",NA,1,1,2,1,6,NA,1,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",86143,10,373,"zag","6",0,2.69,0,1.43,7,NA,"wanderson","Wanderson","Wanderson","Wanderson Santos Pereira","https://s.glbimg.com/es/sde/f/2022/03/03/e4318c57015f1d5169d4e83fc7af4813_FORMATO.png","Atlético-GO",NA,5,7,NA,2,3,NA,NA,NA,20,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"72",97133,10,373,"lat","6",0,7.58,0,2.27,4,NA,"dudu","Dudu","Dudu","Luís Eduardo Marques dos Santos","https://s.glbimg.com/es/sde/f/2022/03/03/b0bce50f61a2478463da6058f9be7677_FORMATO.png","Atlético-GO",1,7,6,NA,1,2,NA,NA,1,32,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"73",80370,10,373,"mei","7",0.8,4.47,-0.74,2.32,7,NA,"edson","Edson ","Edson ","Edson Felipe da Cruz","https://s.glbimg.com/es/sde/f/2022/03/03/3c782944d7dbd6686b97db6c607caa2e_FORMATO.png","Atlético-GO",NA,16,7,1,NA,8,NA,NA,NA,31,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"74",105608,10,327,"mei","6",0,1.8,0,1.3,1,NA,"flavio","Flávio","Flávio","Luiz Flávio Silvério Silva","https://s.glbimg.com/es/sde/f/2022/02/24/6731a6bf57665f93f078e83ce29b0d02_FORMATO.png","América-MG",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",99440,10,373,"mei","6",10.2,8.33,1.09,4.32,9,NA,"baralhas","Baralhas","Baralhas","Gabriel Baralhas dos Santos","https://s.glbimg.com/es/sde/f/2022/03/03/23016221adbd611a74993ecdc84843f5_FORMATO.png","Atlético-GO",NA,24,13,3,5,4,1,1,NA,26,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"76",86629,10,373,"lat","6",-0.1,3.37,-0.1,1.68,6,NA,"arthur-henrique","Arthur Henrique","A. Henrique","Arthur Henrique Peixoto Santos","https://s.glbimg.com/es/sde/f/2022/03/03/ac8a8dbf454accfda9793bed640e7799_FORMATO.png","Atlético-GO",NA,5,2,NA,NA,1,NA,NA,NA,8,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"77",90302,10,293,"ata","7",1,2.77,-0.76,1.38,6,NA,"pedro-rocha","Pedro Rocha","P. Rocha","Pedro Rocha Neves","https://s.glbimg.com/es/sde/f/2022/02/21/bca4738ad3069733d0bb2f1c649401a9_FORMATO.png","Athlético-PR",1,2,1,NA,1,4,NA,NA,2,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",101319,10,282,"lat","6",0,8.32,0,4.4,5,NA,"guga","Guga","Guga","Cláudio Rodrigues Gomes","https://s.glbimg.com/es/sde/f/2021/05/02/55272cc689e229f13d6488aa7b33406f_FORMATO.png","Atlético-MG",NA,8,3,NA,4,8,NA,NA,NA,39,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
"79",104095,10,327,"lat","6",0,1,0,0,0,NA,"vitor-hugo","Vitor Hugo","V. Hugo","Vitor Hugo de Andrade Oliveira","https://s.glbimg.com/es/sde/f/2021/06/04/e9cf2ae071e26c5218c971210de0a112_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",101594,10,293,"mei","7",3.6,6.9,0.49,3.6,7,NA,"hugo-moura","Hugo Moura","H. Moura","Hugo Moura Arruda da Silva","https://s.glbimg.com/es/sde/f/2022/02/21/267f14bd41575e2b58bcb3d6ba014a46_FORMATO.png","Athlético-PR",NA,24,15,1,3,12,NA,NA,NA,37,NA,4,NA,NA,1,NA,NA,NA,NA,NA
"81",82766,10,373,"mei","6",7.3,10.11,0.8,3.7,10,NA,"wellington-rato","Wellington Rato","W. Rato","Wellington Soares da Silva","https://s.glbimg.com/es/sde/f/2022/03/03/f1c021275405991e817f4277af535a6a_FORMATO.png","Atlético-GO",NA,7,3,6,10,9,NA,2,2,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",80196,10,356,"mei","7",15.4,11.81,2.47,5.58,8,NA,"yago-pikachu","Yago Pikachu","Y. Pikachu","Glaybson Yago Souza Lisboa","https://s.glbimg.com/es/sde/f/2022/02/25/7edada6b72e8fcbde3456ae981abd02f_FORMATO.png","Fortaleza",NA,11,5,1,8,21,1,3,1,70,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"83",100763,10,276,"mei","5",0,7.41,0,-0.2,1,NA,"gabriel-sara","Gabriel Sara","G. Sara","Gabriel Davi Gomes Sara","https://s.glbimg.com/es/sde/f/2022/03/01/b98717b5d5b0fef1f3992ca77376aa46_FORMATO.png","São Paulo",NA,NA,2,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",77544,10,373,"mei","7",1.6,5.31,0.09,3.14,9,NA,"jorginho","Jorginho","Jorginho","Jorge de Moura Xavier","https://s.glbimg.com/es/sde/f/2022/03/03/5e1a8b5625036eb3729fbae6272ea055_FORMATO.png","Atlético-GO",NA,10,5,2,8,14,NA,2,3,88,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
"85",70986,10,293,"mei","6",9.2,5.44,1.7,2.7,6,NA,"leo-cittadini","Léo Cittadini","L. Cittadini","Leonardo Cittadini","https://s.glbimg.com/es/sde/f/2021/05/02/a520539e5df2a4364ad4c1b0050888cc_FORMATO.png","Athlético-PR",1,7,6,1,3,4,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",86227,10,314,"ata","6",2.7,11.22,0.02,4.57,9,NA,"morato","Morato","Morato","Andrew Erik Feitosa","https://s.glbimg.com/es/sde/f/2022/02/24/ee2dbbc844a7911e1c875b38e698c974_FORMATO.png","Avaí",1,10,15,4,6,18,NA,2,2,28,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"87",50879,10,293,"mei","6",0,4.03,0,0.58,4,NA,"marlos","Marlos","Marlos","Marlos Romero Bonfim","https://s.glbimg.com/es/sde/f/2022/02/21/5a0a36ab5f18930dc3a619724138d367_FORMATO.png","Athlético-PR",NA,1,NA,1,NA,2,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",78478,10,262,"mei","7",-0.5,6.24,-0.42,3.35,9,NA,"willian-arao","Willian Arão","W. Arão","Willian Souza Arão da Silva","https://s.glbimg.com/es/sde/f/2022/04/25/de6583b845572b4fd501530503901c3a_FORMATO.png","Flamengo",NA,10,8,2,2,5,1,2,NA,40,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"89",102253,10,293,"zag","6",0,3.96,0,3.3,2,NA,"lucas-halter","Lucas Halter","L. Halter","Lucas Halter","https://s.glbimg.com/es/sde/f/2022/03/03/b7106014ff9611b60a9e3aa15014aba1_FORMATO.png","Athlético-PR",NA,2,3,NA,1,1,NA,NA,NA,2,NA,1,NA,NA,NA,1,NA,NA,NA,NA
"90",87552,10,293,"mei","6",8,4.49,0.91,3.63,3,NA,"vitor-bueno","Vitor Bueno","V. Bueno","Vitor Frezarin Bueno","https://s.glbimg.com/es/sde/f/2022/02/21/2a32e3c3943071802ba1b4023aaab2a0_FORMATO.png","Athlético-PR",NA,NA,2,NA,2,7,NA,1,NA,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"91",106107,10,373,"ata","7",0.3,4.17,-0.35,2.78,8,NA,"airton","Airton","Airton","Airton Moisés Santos Sousa","https://s.glbimg.com/es/sde/f/2022/03/03/8bedf67e65f96c1ee15936a016347f09_FORMATO.png","Atlético-GO",NA,9,8,2,5,5,NA,1,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",89898,10,264,"ata","6",0,14.36,0,4.68,8,NA,"roger-guedes","Róger Guedes","R. Guedes","Róger Krug Guedes","https://s.glbimg.com/es/sde/f/2022/04/27/3af9c1a520b0f11a9c40163e925db245_FORMATO.png","Corinthians",1,NA,3,4,3,13,NA,3,NA,34,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"93",100079,10,282,"mei","5",0,14.08,0,5.58,5,NA,"zaracho","Zaracho","Zaracho","Federico Matías Javier Zaracho","https://s.glbimg.com/es/sde/f/2021/04/23/ccb1d73771f04699045f78f794f4481d_FORMATO.png","Atlético-MG",1,9,7,2,4,6,NA,1,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",97520,10,373,"mei","6",-0.4,3.17,-0.08,0.79,10,NA,"shaylon","Shaylon","Shaylon","Shaylon Kallyson Cardoso","https://s.glbimg.com/es/sde/f/2022/03/03/613cc4607b07db0edb4d019f37550ecc_FORMATO.png","Atlético-GO",NA,5,5,1,8,2,NA,NA,1,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",68833,10,277,"mei","6",1.2,4.39,-0.49,0.98,9,NA,"ricardo-goulart","Ricardo Goulart","R. Goulart","Ricardo Goulart Pereira","https://s.glbimg.com/es/sde/f/2022/03/03/38ae8bd547bcc5a21f9bb3eaaa1d60c2_FORMATO.png","Santos",NA,5,5,1,3,7,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",102301,10,293,"mei","6",0,2,0,0,0,NA,"bruno-leite","Bruno Leite","B. Leite","Bruno da Silva Costa Leite","https://s.glbimg.com/es/sde/f/2021/05/02/ec03227352d407507044b7dc5b7ab340_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",95799,10,280,"ata","7",3.7,6.21,0.22,3.62,5,NA,"artur","Artur","Artur","Artur Victor Guimarães","https://s.glbimg.com/es/sde/f/2022/05/05/5c98a0d6cc76edfef83280072bbd3832_FORMATO.png","Bragantino",NA,5,1,NA,5,9,NA,1,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",97341,10,276,"tec","7",2.64,11.43,-0.27,4.16,10,NA,"rogerio-ceni","Rogério Ceni","R. Ceni","Rogério Ceni","https://s.glbimg.com/es/sde/f/2022/03/01/e6fac1f227854170a80b2cf3234bfa1d_FORMATO.png","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",91688,10,314,"mei","7",-0.8,4.22,-0.79,2.29,10,NA,"eduardo","Eduardo","Eduardo","Eduardo Jacinto de Biasi","https://s.glbimg.com/es/sde/f/2022/02/23/858c6708a8a4e0b1858d4429bdf68d77_FORMATO.png","Avaí",1,10,16,4,6,14,NA,NA,NA,39,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"100",100002,10,373,"mei","6",0,1.65,0,0.1,3,NA,"rickson","Rickson","Rickson","Rickson Barbosa Sá da Conceição","https://s.glbimg.com/es/sde/f/2022/03/03/f82aadebc694039fa82daf954411c4cb_FORMATO.png","Atlético-GO",NA,1,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"101",104754,10,356,"tec","7",4.13,6.99,0.12,2.81,9,NA,"juan-vojvoda","Juan Vojvoda","J. Vojvoda","Juan Pablo Vojvoda Rizzo","https://s.glbimg.com/es/sde/f/2021/05/04/b1ac9362e20bba2d6dc699906e1420cc_FORMATO.png","Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",69299,10,282,"zag","6",0,6.05,0,3.8,1,NA,"godin","Godín","Godín","Diego Roberto Godín Leal","https://s.glbimg.com/es/sde/f/2022/02/25/a45f50f93003bc1521e45df9041a0c2a_FORMATO.png","Atlético-MG",NA,3,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",101798,10,282,"mei","6",0,3.66,0,0,1,NA,"guilherme-castilho","Guilherme Castilho","G. Castilho","Guilherme Castilho Carvalho","https://s.glbimg.com/es/sde/f/2022/02/27/bb2d508413cce29c6fa181a7ee4fcd5c_FORMATO.png","Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",86485,10,282,"ata","6",0.8,6.48,-0.84,1.8,4,NA,"keno","Keno","Keno","Marcos da Silva França","https://s.glbimg.com/es/sde/f/2021/05/02/cc190959ce99d1236ff0a230132fb245_FORMATO.png","Atlético-MG",NA,4,1,NA,4,5,NA,NA,2,18,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"105",89840,10,276,"ata","7",11.8,27.36,1.84,9.87,10,NA,"calleri","Calleri","Calleri","Jonathan Calleri","https://s.glbimg.com/es/sde/f/2022/03/01/3abaa943f1546750dd057d6cb3559ce5_FORMATO.png","São Paulo",1,6,16,11,11,15,NA,9,10,51,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",68928,10,282,"gol","6",0,5,0,0,0,NA,"rafael","Rafael","Rafael","Rafael Pires Monteiro","https://s.glbimg.com/es/sde/f/2021/05/02/7acdbbf5d8b2e088001e85a8071c3249_FORMATO.png","Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",62114,10,285,"mei","2",1.2,4.18,0.14,1.3,5,NA,"taison","Taison","Taison","Taison Barcellos Freda","https://s.glbimg.com/es/sde/f/2021/05/14/e379ea8aa45369444909326de75a3863_FORMATO.png","Internacional",NA,5,4,1,1,6,NA,NA,NA,13,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"108",90917,10,280,"ata","5",0,5.71,0,2.53,3,NA,"carlos-eduardo","Carlos Eduardo","C. Eduardo","Carlos Eduardo Ferreira de Souza","https://s.glbimg.com/es/sde/f/2022/05/05/c4c02d0045ff435fdce407dd07835bb9_FORMATO.png","Bragantino",NA,5,4,NA,3,4,NA,NA,1,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"109",71162,10,354,"mei","7",-0.4,3.54,-0.41,1.4,7,NA,"vina","Vina","Vina","Vinícius Goes Barbosa de Souza","https://s.glbimg.com/es/sde/f/2022/02/22/7c8dc91a507c2956dc61efbd45bda613_FORMATO.png","Ceará",NA,3,3,4,4,8,1,NA,2,47,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"110",89696,10,314,"ata","6",1.3,2.9,-0.05,1.1,6,NA,"romulo","Rômulo ","Rômulo ","Rômulo dos Santos de Souza","https://s.glbimg.com/es/sde/f/2022/02/24/474334d9aac64c11c2e9ba0bfa9b0931_FORMATO.png","Avaí",NA,2,2,2,2,4,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",53148,10,280,"ata","7",2.2,7.96,-0.34,3.87,8,NA,"ytalo","Ytalo","Ytalo","Ytalo José Oliveira dos Santos","https://s.glbimg.com/es/sde/f/2022/05/05/c2e17a280e19cf13328cce44f755ed84_FORMATO.png","Bragantino",NA,7,NA,1,2,4,1,2,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",102878,10,293,"mei","7",12.5,10.53,2.24,4.83,9,NA,"terans","Terans","Terans","Miguel David Terans Pérez  ","https://s.glbimg.com/es/sde/f/2021/06/22/9afbb795a2e1b8ea2d0c84725bf26e2b_FORMATO.png","Athlético-PR",1,5,7,2,6,5,1,4,1,61,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",103706,10,282,"mei","6",0,1,0,0,0,NA,"neto","Neto","Neto","Antônio Fialho de Carvalho Neto","https://s.glbimg.com/es/sde/f/2021/05/02/cfe664f3690d1a51a29254653d64a4fd_FORMATO.png","Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",68920,10,275,"ata","7",7.1,12.4,1.01,5.24,9,NA,"dudu","Dudu","Dudu","Eduardo Pereira Rodrigues","https://s.glbimg.com/es/sde/f/2022/02/21/f77c90a60a3c8354d3235d1b61be9208_FORMATO.png","Palmeiras",1,7,3,4,5,14,3,2,2,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",91607,10,275,"ata","7",17.3,13.14,2.85,6.66,9,NA,"rony","Rony","Rony","Ronielson da Silva Barbosa","https://s.glbimg.com/es/sde/f/2022/02/21/a09a417ce482ea35a6c54e89437850d4_FORMATO.png","Palmeiras",NA,5,12,5,12,11,NA,5,8,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",109497,10,277,"ata","3",0,14.59,0,7.26,9,NA,"marcos-leonardo","Marcos Leonardo","M. Leonardo","Marcos Leonardo Santos Almeida","https://s.glbimg.com/es/sde/f/2022/03/03/70c0680cfe4346861b4db5ebeba1fdbd_FORMATO.png","Santos",NA,5,17,7,13,23,NA,5,6,23,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"117",68952,10,262,"ata","6",2.2,6.33,-0.98,4.6,3,NA,"marinho","Marinho","Marinho","Mário Sérgio Santos Costa","https://s.glbimg.com/es/sde/f/2022/04/25/b4786e494c8f4852f2ae91d6e0c57b2e_FORMATO.png","Flamengo",1,5,2,1,2,6,NA,NA,NA,14,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"118",96684,10,276,"ata","6",0,2.8,0,-0.08,6,NA,"rigoni","Rigoni","Rigoni","Emiliano Ariel Rigoni","https://s.glbimg.com/es/sde/f/2022/03/01/f8d5029ee4e43d0050ec116c23af5c56_FORMATO.png","São Paulo",NA,1,3,NA,NA,1,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",52253,10,282,"zag","6",0,3.89,-0.52,0.87,3,NA,"rever","Réver","Réver","Réver Humberto Alves Araújo","https://s.glbimg.com/es/sde/f/2021/05/02/ce66257bddbcdd7f769730be5ed1b018_FORMATO.png","Atlético-MG",NA,4,3,NA,1,1,NA,NA,NA,16,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"120",109282,10,266,"ata","7",21.2,11.6,4.17,6.46,10,NA,"luiz-henrique","Luiz Henrique","L. Henrique","Luiz Henrique André Rosa da Silva","https://s.glbimg.com/es/sde/f/2021/08/19/131f19bc697057f38a3c8ec99c785a97_FORMATO.png","Fluminense",3,22,13,2,9,14,NA,2,1,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",82792,10,280,"tec","7",5.97,10.7,0.63,4.22,9,NA,"mauricio-barbieri","Maurício Barbieri","M. Barbieri","Maurício Nogueira Barbieri","https://s.glbimg.com/es/sde/f/2021/04/27/1cc4a56a4aefc5902e503c4834666651_FORMATO.png","Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",94067,10,293,"mei","7",-0.2,3.88,-0.58,2.37,6,NA,"matheus-fernandes","Matheus Fernandes","M. Fernandes","Matheus Fernandes Siqueira","https://s.glbimg.com/es/sde/f/2022/02/21/fff1205202cd53cd50d841891d140360_FORMATO.png","Athlético-PR",NA,11,6,3,NA,1,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",86686,10,263,"mei","2",-0.2,4.11,-0.24,1.33,6,NA,"tche-tche","Tchê Tchê","T. Tchê","Danilo das Neves Pinheiro","https://s.glbimg.com/es/sde/f/2022/04/14/0837ace715e5ba9dc6b7efa8744ddb15_FORMATO.png","Botafogo",NA,5,6,1,2,7,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",90031,10,354,"ata","7",19.9,15.58,1.98,8.05,9,NA,"mendoza","Mendoza","Mendoza","John Stiven Mendoza Valencia","https://s.glbimg.com/es/sde/f/2022/02/22/348289b85a309419d827269486e667c9_FORMATO.png","Ceará",NA,5,8,10,8,22,NA,6,4,51,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"125",42116,10,266,"ata","6",0,3.55,-0.26,0.86,9,NA,"willian","Willian","Willian","Willian Gomes de Siqueira","https://s.glbimg.com/es/sde/f/2022/04/20/49ddf4ceba0c02ddb6fc62fb80ffa3dd_FORMATO.png","Fluminense",1,4,4,1,NA,1,NA,NA,2,13,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"126",90309,10,285,"ata","2",0.3,4.73,-0.46,1.13,8,NA,"david","David","David","David Correa da Fonseca","https://s.glbimg.com/es/sde/f/2022/02/22/2bd5fca2e1d0dc67b0755602e00a7e66_FORMATO.png","Internacional",NA,4,11,2,3,8,1,NA,1,32,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"127",38877,10,282,"lat","7",1.2,7.54,-1.15,5.82,5,NA,"mariano","Mariano","Mariano","Mariano Ferreira Filho","https://s.glbimg.com/es/sde/f/2021/05/02/cefb911612e5a3e04586a326c9c8647b_FORMATO.png","Atlético-MG",1,17,4,NA,NA,3,NA,NA,NA,46,NA,2,NA,NA,NA,2,NA,NA,NA,NA
"128",38750,10,262,"lat","6",-0.2,5.75,-0.38,2.03,4,NA,"filipe-luis","Filipe Luís","F. Luís","Filipe Luís Kasmirski","https://s.glbimg.com/es/sde/f/2022/04/25/369bf71d74f60350b1da899775cdd41b_FORMATO.png","Flamengo",NA,6,2,NA,2,2,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",89493,10,282,"zag","6",0,5,0,0,0,NA,"igor-rabello","Igor Rabello","I. Rabello","Igor Rabello da Costa","https://s.glbimg.com/es/sde/f/2021/05/02/a3c5d8522641cc6e0c6c72d9dbcc14fd_FORMATO.png","Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",42135,10,264,"mei","6",0,15.52,0,3.93,8,NA,"willian","Willian","Willian","Willian Borges da Silva","https://s.glbimg.com/es/sde/f/2022/04/27/d71030cb82eac8c28c465bac03535385_FORMATO.png","Corinthians",2,11,2,4,2,15,NA,NA,2,39,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"131",104276,10,266,"lat","6",0,9.74,0,4.22,4,NA,"calegari","Calegari","Calegari","Lucas Felipe Calegari","https://s.glbimg.com/es/sde/f/2022/04/20/af7df060c7d357b2bbd0f6602c974e33_FORMATO.png","Fluminense",NA,8,2,NA,NA,4,NA,NA,NA,31,NA,1,NA,NA,NA,2,NA,NA,NA,NA
"132",73384,10,266,"lat","7",15.2,8.65,2.65,5.23,6,NA,"samuel-xavier","Samuel Xavier","S. Xavier","Samuel Xavier Brito","https://s.glbimg.com/es/sde/f/2022/04/20/ad95f595cd71bcb7d7b91177716e1d33_FORMATO.png","Fluminense",1,11,2,NA,1,7,NA,1,1,34,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"133",90715,10,373,"ata","7",7.5,4.91,1.32,2.74,7,NA,"luiz-fernando","Luiz Fernando ","L. Fernando","Luiz Fernando Moraes dos Santos","https://s.glbimg.com/es/sde/f/2022/04/15/28e8b65d5222a5debc200d5ed0567fae_FORMATO.png","Atlético-GO",1,5,3,3,5,8,NA,NA,1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",91242,10,373,"ata","6",0,2.86,0,0.3,1,NA,"leandro-barcia","Leandro Barcia","L. Barcia","Leandro Barcia Montero","https://s.glbimg.com/es/sde/f/2022/03/03/52a61323aeb994d29babaa5e3cda83f7_FORMATO.png","Atlético-GO",NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"135",99815,10,266,"mei","7",11.7,6.95,1.98,3.25,6,NA,"arias","Arias","Arias","Jhon Adolfo Arias Andrade","https://s.glbimg.com/es/sde/f/2022/04/20/d97a4c4cc239d983ba72d755e77a671d_FORMATO.png","Fluminense",NA,8,9,1,3,11,NA,1,1,24,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"136",42145,10,294,"lat","6",0,14.8,0,7.08,6,NA,"egidio","Egídio","Egídio","Egídio de Araújo Pereira Júnior","https://s.glbimg.com/es/sde/f/2022/02/23/c73f6de76388d7abc83e4fe10be2059a_FORMATO.png","Coritiba",2,16,2,5,2,7,NA,NA,NA,62,NA,NA,NA,NA,1,2,NA,NA,NA,NA
"137",69102,10,282,"ata","6",0,9.07,0,4.7,4,NA,"vargas","Vargas","Vargas","Eduardo Jesús Vargas Rojas","https://s.glbimg.com/es/sde/f/2021/04/23/d29b68b56d66316606b2224987ab6846_FORMATO.png","Atlético-MG",NA,3,3,3,5,3,NA,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",106681,10,373,"ata","6",0.7,5.9,0.26,2.54,9,NA,"leo-pereira","Léo Pereira","L. Pereira","Leonardo Augusto dos Santos Pereira","https://s.glbimg.com/es/sde/f/2022/03/03/b6e2734629454f1ee92d354283343741_FORMATO.png","Atlético-GO",1,14,14,4,1,12,1,NA,1,53,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
