"","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.minimo_para_valorizar","atletas.slug","atletas.apelido","atletas.apelido_abreviado","atletas.nome","atletas.foto","atletas.clube.id.full.name","SG","DS","FC","FD","FF","PI","A","FS","CA","G","PC","I","PS","CV","FT","PP","GC","DE","GS"
"394",101319,6,282,"lat","6",9.3,9.91,1.84,5.5,4,NA,"guga","Guga","Guga","Cláudio Rodrigues Gomes","https://s.glbimg.com/es/sde/f/2021/05/02/55272cc689e229f13d6488aa7b33406f_FORMATO.png","Atlético-MG",2,8,3,NA,4,39,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395",78584,6,314,"gol","7",-1,6.52,-1,2.67,6,NA,"","Douglas Friedrich","D. Friedrich","Douglas Alan Schuck Friedrich","https://s.glbimg.com/es/sde/f/2022/02/21/7b6f0fbda2d34c444987ce7f2b8cc649_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
"396",98484,6,263,"zag","7",0.3,2.83,-0.97,1.44,5,NA,"","Kanu","Kanu","Victor Hugo Soares dos Santos","https://s.glbimg.com/es/sde/f/2022/02/21/b1d2b6ae7d7c80be4768237f4820792b_FORMATO.png","Botafogo",NA,1,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397",95220,6,373,"lat","7",3.9,3.32,0.61,1.57,6,NA,"jefferson","Jefferson","Jefferson","Jefferson Junio Antônio da Silva","https://s.glbimg.com/es/sde/f/2022/03/03/80467cde6b46e7d96a9fc9fa200520fa_FORMATO.png","Atlético-GO",NA,9,5,1,1,39,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398",72079,6,314,"lat","7",4,7.44,0.37,2.8,6,NA,"","Bruno Cortez","B. Cortez","Bruno Cortês Barbosa","https://s.glbimg.com/es/sde/f/2022/02/23/da8da8af4eaf5969bda304828d27ac27_FORMATO.png","Avaí",NA,1,NA,1,1,7,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399",38225,6,314,"ata","7",2.3,10.75,-1.56,7.9,5,NA,"","Muriqui","Muriqui","Luiz Guilherme da Conceição Silva","https://s.glbimg.com/es/sde/f/2022/02/24/4df18fe9d1a25d570f6c5f99adc76327_FORMATO.png","Avaí",NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400",78445,6,285,"lat","7",0.1,6.73,-0.55,5.16,5,NA,"rene","Renê","Renê","Renê Rodrigues Martins","https://s.glbimg.com/es/sde/f/2022/04/12/89131124e240b53f50f1fe351ceb880d_FORMATO.png","Internacional",2,17,4,NA,NA,54,NA,6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"401",82766,6,373,"mei","7",0.2,8.76,-0.85,3.03,6,NA,"wellington-rato","Wellington Rato","W. Rato","Wellington Soares da Silva","https://s.glbimg.com/es/sde/f/2022/03/03/f1c021275405991e817f4277af535a6a_FORMATO.png","Atlético-GO",NA,2,1,3,6,31,NA,6,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA
"402",82455,6,275,"mei","7",1.4,13.13,-1.18,7.56,5,NA,"ze-rafael","Zé Rafael","Z. Rafael","José Rafael Vivian","https://s.glbimg.com/es/sde/f/2022/02/21/a9bb4a6cb2ff8e2f533bf41f37dd93dc_FORMATO.png","Palmeiras",NA,14,5,NA,4,12,1,11,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"403",87225,6,293,"zag","7",1.7,6.79,-0.43,4.03,6,NA,"pedro-henrique","Pedro Henrique","P. Henrique","Pedro Henrique Ribeiro Gonçalves","https://s.glbimg.com/es/sde/f/2021/05/02/f5dd1bb01acb5eb9e0601cc31c8020f5_FORMATO.png","Athlético-PR",2,12,6,3,NA,35,NA,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404",50856,6,294,"zag","7",10.1,7.09,2.15,2.97,6,NA,"henrique","Henrique","Henrique","Henrique Adriano Buss","https://s.glbimg.com/es/sde/f/2022/02/23/cb5893cb9455c5aab2d21fd3f512ece2_FORMATO.png","Coritiba",2,11,2,2,2,32,NA,1,2,NA,1,1,NA,NA,NA,NA,1,NA,NA
"405",104513,6,293,"lat","7",-0.4,6.6,-2.26,4.58,6,NA,"abner-vinicius","Abner Vinícius","A. Vinícius","Abner Vinícius da Silva Santos","https://s.glbimg.com/es/sde/f/2021/05/02/f1aa04d210bcbf610dc5f4c169e0dbb8_FORMATO.png","Athlético-PR",2,12,5,1,NA,51,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406",71071,6,282,"tec","6",6.32,12.6,0.52,5.7,6,NA,"antonio-mohamed","Antonio Mohamed","A. Mohamed","Ricardo Antonio Mohamed Matijevich","https://s.glbimg.com/es/sde/f/2022/03/08/9f29bd3b01ad7f8b22ead88e86930382_FORMATO.png","Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407",82453,6,290,"gol","7",9,7.44,0.46,4.5,6,NA,"tadeu","Tadeu","Tadeu","Tadeu Antônio Ferreira","https://s.glbimg.com/es/sde/f/2022/03/10/f9b7377addfcfa29bfa11ee96aecbdc5_FORMATO.png","Goiás",2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,9
"408",88916,6,373,"gol","6",0,5.03,0,2.25,2,NA,"luan-polli","Luan Polli","L. Polli","Luan Polli Gomes","https://s.glbimg.com/es/sde/f/2022/03/03/2e38d3f9f2daa6056eed8d12909a007a_FORMATO.png","Atlético-GO",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,5
"409",63013,6,275,"lat","7",0,6.52,0,3.55,4,NA,"marcos-rocha","Marcos Rocha","M. Rocha","Marcos Luis Rocha Aquino","https://s.glbimg.com/es/sde/f/2022/02/21/b5c3422a508001c1776995c43b20fdff_FORMATO.png","Palmeiras",1,11,5,NA,NA,35,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410",69012,6,262,"gol","5",0,11,0,0,0,NA,"santos","Santos","Santos","Aderbar Melo dos Santos Neto","https://s.glbimg.com/es/sde/f/2022/04/14/cdf250518797f30f9cb6045061ee01ab_FORMATO.png","Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411",72372,6,286,"gol","6",0,7,0,0,0,NA,"felipe-alves","Felipe Alves","F. Alves","Felipe Alves Raymundo","https://s.glbimg.com/es/sde/f/2022/03/03/4d0134ca36fbe16f9ac38c3ba359e6ac_FORMATO.png","Juventude",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412",85004,6,266,"gol","6",0,7,0,0,0,NA,"marcos-felipe","Marcos Felipe","M. Felipe","Marcos Felipe de Freitas Monteiro","https://s.glbimg.com/es/sde/f/2022/04/20/ab25269795dde58cb608244ba84cb88d_FORMATO.png","Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413",80692,6,275,"zag","6",0,8,0,0,0,NA,"luan","Luan","Luan","Luan Garcia Teixeira","https://s.glbimg.com/es/sde/f/2022/02/21/c6c7b2c98c560509a3d86811257b9a72_FORMATO.png","Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414",101708,6,277,"lat","6",0,5.12,0,0.7,1,NA,"felipe-jonatan","Felipe Jonatan","F. Jonatan","Felipe Jonatan Rocha Andrade","https://s.glbimg.com/es/sde/f/2022/03/03/e7109f32d289e269f43592da6566c2e5_FORMATO.png","Santos",NA,NA,NA,NA,1,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415",42500,6,264,"lat","5",0,12,0,0,0,NA,"fagner","Fagner","Fagner","Fagner Conserva Lemos","https://s.glbimg.com/es/sde/f/2022/04/27/95fc5f697734bd603edc509a2d4bba7c_FORMATO.png","Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416",90444,6,285,"lat","6",-0.1,5.05,-1.95,-0.1,1,NA,"moises","Moisés","Moisés","Moisés Roberto Barbosa","https://s.glbimg.com/es/sde/f/2022/04/02/bc9c2d703de12aa0ab9a2ebf1a477872_FORMATO.png","Internacional",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417",100763,6,276,"mei","5",0,7.41,0,-0.2,1,NA,"gabriel-sara","Gabriel Sara","G. Sara","Gabriel Davi Gomes Sara","https://s.glbimg.com/es/sde/f/2022/03/01/b98717b5d5b0fef1f3992ca77376aa46_FORMATO.png","São Paulo",NA,NA,2,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418",68808,6,354,"lat","6",8.5,6.52,1.83,2.1,5,NA,"nino-paraiba","Nino Paraíba","N. Paraíba","Severino do Ramo Clementino da Silva","https://s.glbimg.com/es/sde/f/2022/02/22/7fc46375115ce0f0e27a2498bc10c3a2_FORMATO.png","Ceará",NA,3,2,NA,1,33,NA,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419",50879,6,293,"mei","6",-0.3,4.03,-0.7,0.58,4,NA,"marlos","Marlos","Marlos","Marlos Romero Bonfim","https://s.glbimg.com/es/sde/f/2022/02/21/5a0a36ab5f18930dc3a619724138d367_FORMATO.png","Athlético-PR",NA,1,NA,1,NA,11,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420",69705,6,276,"mei","6",9.5,7.17,1.5,3.22,4,NA,"nikao","Nikão","Nikão","Maycon Vinícius Ferreira da Cruz","https://s.glbimg.com/es/sde/f/2022/03/01/6a7ca5b138f4ff481ca19603933a7507_FORMATO.png","São Paulo",NA,1,1,2,1,22,NA,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421",89274,6,262,"mei","6",-0.5,4.5,-0.26,0.76,5,NA,"andreas-pereira","Andreas Pereira","A. Pereira","Andreas Hugo Hoelgebaum Pereira","https://s.glbimg.com/es/sde/f/2022/03/03/40c59abb9f6c36d4b05b496f4b0db755_FORMATO.png","Flamengo",NA,3,6,1,4,24,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422",38279,6,327,"ata","5",0,5.91,0,1,1,NA,"wellington-paulista","Wellington Paulista","W. Paulista","Wellington Pereira do Nascimento","https://s.glbimg.com/es/sde/f/2022/02/25/12f12e3c03d86cbfec605b70666faaf3_FORMATO.png","América-MG",NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423",90309,6,285,"ata","7",4.3,5.58,0.54,1.28,4,NA,"david","David","David","David Correa da Fonseca","https://s.glbimg.com/es/sde/f/2022/02/22/2bd5fca2e1d0dc67b0755602e00a7e66_FORMATO.png","Internacional",NA,2,5,1,1,13,NA,3,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"424",93790,6,373,"mei","7",-2.7,5.85,-1.4,3.78,6,NA,"marlon-freitas","Marlon Freitas","M. Freitas","Marlon Rodrigues Freitas","https://s.glbimg.com/es/sde/f/2022/03/03/85a5271ee9f81358e6e4009139db31e5_FORMATO.png","Atlético-GO",NA,17,4,2,2,44,NA,NA,1,1,NA,1,NA,NA,NA,NA,1,NA,NA
"425",90768,6,262,"zag","6",0,7,0,0,0,NA,"fabricio-bruno","Fabrício Bruno","F. Bruno","Fabrício Bruno Soares de Faria","https://s.glbimg.com/es/sde/f/2022/04/25/06fca89445e5f7bb29a42734c5fbb2e0_FORMATO.png","Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426",42116,6,266,"ata","7",6.3,4.69,1.36,1.18,6,NA,"willian","Willian","Willian","Willian Gomes de Siqueira","https://s.glbimg.com/es/sde/f/2022/04/20/49ddf4ceba0c02ddb6fc62fb80ffa3dd_FORMATO.png","Fluminense",NA,4,4,NA,NA,8,1,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"427",62114,6,285,"mei","5",0,4.39,0,0.25,2,NA,"taison","Taison","Taison","Taison Barcellos Freda","https://s.glbimg.com/es/sde/f/2021/05/14/e379ea8aa45369444909326de75a3863_FORMATO.png","Internacional",NA,NA,2,1,NA,6,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428",42135,6,264,"mei","6",3.2,15.47,-0.1,3.92,6,NA,"willian","Willian","Willian","Willian Borges da Silva","https://s.glbimg.com/es/sde/f/2021/09/09/58cf865acea9ec10e49e06337c7e7d4d_FORMATO.png","Corinthians",NA,8,2,2,2,28,2,9,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"429",69034,6,264,"mei","5",0,10.81,0,2.93,3,NA,"paulinho","Paulinho","Paulinho","José Paulo Bezerra Maciel Júnior","https://s.glbimg.com/es/sde/f/2022/04/27/1d79a755ea006081f316b2fad1097216_FORMATO.png","Corinthians",NA,1,2,NA,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430",72294,6,282,"gol","6",5,12.3,0.11,3.83,6,NA,"everson","Everson","Everson","Everson Felipe Marques Pires","https://s.glbimg.com/es/sde/f/2021/05/02/2eff4cdfd58d4f859979ef83bbe1ad06_FORMATO.png","Atlético-MG",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,6
"431",42145,6,294,"lat","7",15.4,17.2,2.61,8.34,5,NA,"egidio","Egídio","Egídio","Egídio de Araújo Pereira Júnior","https://s.glbimg.com/es/sde/f/2022/02/23/c73f6de76388d7abc83e4fe10be2059a_FORMATO.png","Coritiba",2,15,2,5,2,53,2,6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"432",38394,6,293,"zag","5",0,8,0,0,0,NA,"thiago-heleno","Thiago Heleno","T. Heleno","Thiago Heleno Henrique Ferreira","https://s.glbimg.com/es/sde/f/2021/05/02/f69df2ecdf5d2a9d11697c61673c4358_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433",73384,6,266,"lat","7",0,5.77,0,2.6,2,NA,"samuel-xavier","Samuel Xavier","S. Xavier","Samuel Xavier Brito","https://s.glbimg.com/es/sde/f/2022/04/20/ad95f595cd71bcb7d7b91177716e1d33_FORMATO.png","Fluminense",NA,4,NA,NA,NA,6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434",38750,6,262,"lat","5",0,6.79,0,3.7,2,NA,"filipe-luis","Filipe Luís","F. Luís","Filipe Luís Kasmirski","https://s.glbimg.com/es/sde/f/2022/04/25/369bf71d74f60350b1da899775cdd41b_FORMATO.png","Flamengo",NA,5,2,NA,2,6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435",98909,6,293,"ata","6",3.3,6.61,0.26,2.32,5,NA,"cuello","Cuello","Cuello","Tomás Esteban Cuello","https://s.glbimg.com/es/sde/f/2022/02/24/6bec1ac11713040382a43683f3ec06ba_FORMATO.png","Athlético-PR",NA,6,2,1,5,30,NA,8,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"436",78478,6,262,"mei","7",18.7,9.33,3.73,5.66,5,NA,"willian-arao","Willian Arão","W. Arão","Willian Souza Arão da Silva","https://s.glbimg.com/es/sde/f/2022/04/25/de6583b845572b4fd501530503901c3a_FORMATO.png","Flamengo",NA,8,2,NA,2,23,NA,2,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA
"437",79113,6,263,"zag","7",6.7,8,0.54,3.83,4,NA,"victor-cuesta","Víctor Cuesta","V. Cuesta","Víctor Leandro Cuesta","https://s.glbimg.com/es/sde/f/2022/04/13/4f3258f391a28a24859ea19abee67739_FORMATO.png","Botafogo",1,5,3,NA,2,14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438",82463,6,282,"mei","6",-0.2,3.67,-0.38,0.6,5,NA,"otavio","Otávio","Otávio","Otávio Henrique Passos Santos","https://s.glbimg.com/es/sde/f/2022/02/27/4408faa1939fc9ce996ca6db75e58e52_FORMATO.png","Atlético-MG",NA,4,5,NA,NA,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439",90031,6,354,"ata","7",9.6,11.87,1.73,5.16,5,NA,"mendoza","Mendoza","Mendoza","John Stiven Mendoza Valencia","https://s.glbimg.com/es/sde/f/2022/02/22/348289b85a309419d827269486e667c9_FORMATO.png","Ceará",NA,1,5,5,6,34,NA,10,2,2,NA,3,NA,NA,NA,NA,NA,NA,NA
"440",85315,6,264,"mei","6",0.5,5.82,-0.59,3.13,3,NA,"cantillo","Cantillo","Cantillo","Víctor Danilo Cantillo Jiménez","https://s.glbimg.com/es/sde/f/2022/04/27/c87878b94e3c0c01f4d753ca9ee6fa0c_FORMATO.png","Corinthians",NA,6,NA,NA,NA,3,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441",97453,6,327,"gol","5",0,3,0,0,0,NA,"jori","Jori","Jori","Joriwinnyson Santos dos Anjos Rodrigues","https://s.glbimg.com/es/sde/f/2021/06/04/4b0b72b2d30e52cae1f658dbea101b5c_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442",68952,6,262,"ata","6",0,7.31,0,5.8,2,NA,"marinho","Marinho","Marinho","Mário Sérgio Santos Costa","https://s.glbimg.com/es/sde/f/2022/04/25/b4786e494c8f4852f2ae91d6e0c57b2e_FORMATO.png","Flamengo",NA,4,2,NA,2,12,1,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443",72580,6,327,"gol","6",0,7,0,0,0,NA,"matheus-cavichioli","Matheus Cavichioli","M. Cavichioli","Matheus Fernando Cavichioli","https://s.glbimg.com/es/sde/f/2021/06/04/4b9a4cd7759d0ef36a25a02c4b9cf8a8_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444",50645,6,327,"lat","5",0,4,0,0,0,NA,"eduardo","Eduardo","Eduardo","Carlos Eduardo Santos Oliveira","https://s.glbimg.com/es/sde/f/2022/02/25/a1ed845c0cda1af45df260be95a58b34_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445",69102,6,282,"ata","5",0,9.07,0,4.7,4,NA,"vargas","Vargas","Vargas","Eduardo Jesús Vargas Rojas","https://s.glbimg.com/es/sde/f/2021/04/23/d29b68b56d66316606b2224987ab6846_FORMATO.png","Atlético-MG",NA,3,3,3,5,9,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"446",72524,6,290,"ata","6",-0.5,3.49,-0.28,0.08,4,NA,"nicolas","Nicolas","Nicolas","Nicolas Godinho Johann","https://s.glbimg.com/es/sde/f/2022/03/10/28a598dad4f678bae3aec06052037f1c_FORMATO.png","Goiás",NA,NA,4,1,NA,11,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"447",53148,6,280,"ata","6",1.6,8.27,-0.28,4.15,6,NA,"ytalo","Ytalo","Ytalo","Ytalo José Oliveira dos Santos","https://s.glbimg.com/es/sde/f/2022/05/05/c2e17a280e19cf13328cce44f755ed84_FORMATO.png","Bragantino",NA,3,NA,1,1,7,NA,2,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA
"448",89898,6,264,"ata","7",2.5,15.98,-0.08,6.02,6,NA,"roger-guedes","Róger Guedes","R. Guedes","Róger Krug Guedes","https://s.glbimg.com/es/sde/f/2022/04/27/3af9c1a520b0f11a9c40163e925db245_FORMATO.png","Corinthians",NA,NA,NA,3,2,26,1,9,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449",96684,6,276,"ata","6",-0.3,3.12,-0.6,-0.37,3,NA,"rigoni","Rigoni","Rigoni","Emiliano Ariel Rigoni","https://s.glbimg.com/es/sde/f/2022/03/01/f8d5029ee4e43d0050ec116c23af5c56_FORMATO.png","São Paulo",NA,NA,1,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450",82792,6,280,"tec","6",1.47,10.46,-0.28,4.51,6,NA,"mauricio-barbieri","Maurício Barbieri","M. Barbieri","Maurício Nogueira Barbieri","https://s.glbimg.com/es/sde/f/2021/04/27/1cc4a56a4aefc5902e503c4834666651_FORMATO.png","Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451",68773,6,327,"ata","7",2.3,2.92,0.13,1.57,3,NA,"henrique-almeida","Henrique Almeida","H. Almeida","Henrique Almeida Caixeta Nascentes","https://s.glbimg.com/es/sde/f/2022/02/25/f952435e80bcd6628e6480a7ad0ed047_FORMATO.png","América-MG",NA,3,2,2,NA,6,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"452",71602,6,327,"lat","6",0,3.6,0,2.36,5,NA,"joao-paulo","João Paulo","J. Paulo","João Paulo Gomes da Costa","https://s.glbimg.com/es/sde/f/2022/04/10/e261c53cb607072efab6bcc6f7bd1836_FORMATO.png","América-MG",1,7,3,1,2,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453",68727,6,282,"lat","5",0,6,0,0,0,NA,"dodo","Dodô","Dodô","José Rodolfo Pires Ribeiro","https://s.glbimg.com/es/sde/f/2021/04/23/e76071f6487eb601bf29be36a09f8cd9_FORMATO.png","Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454",60969,6,327,"lat","7",-1.1,6.26,-0.81,3.13,6,NA,"patric","Patric","Patric","Patric Cabral Lalau","https://s.glbimg.com/es/sde/f/2022/02/25/7625d982588386e96390538eb699b2a2_FORMATO.png","América-MG",1,13,9,3,2,67,NA,9,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"455",60825,6,327,"ata","6",0,5.58,0,2.72,5,NA,"felipe-azevedo","Felipe Azevedo","F. Azevedo","Felipe Azevedo dos Santos","https://s.glbimg.com/es/sde/f/2022/02/25/32fc5d9f18e690ed6ef80d16faae95cc_FORMATO.png","América-MG",NA,6,7,1,2,18,NA,5,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"456",71937,6,327,"mei","6",0.6,3.77,-1.23,0.6,1,NA,"juninho-valoura","Juninho Valoura","J. Valoura","Paulo Roberto Valoura Júnior","https://s.glbimg.com/es/sde/f/2022/02/24/fd30c25ed61ca17e8b341cfc63c2e74e_FORMATO.png","América-MG",NA,1,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457",71680,6,327,"lat","6",0.6,5.08,-1.77,6.13,4,NA,"raul-caceres","Raúl Cáceres","R. Cáceres","Raúl Alejandro Cáceres Bogado","https://s.glbimg.com/es/sde/f/2022/02/24/641daa2c8e8e5423b42c703eb607615a_FORMATO.png","América-MG",1,5,1,1,1,11,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"458",80079,6,327,"gol","6",0,2,0,0,0,NA,"airton","Airton","Airton","Airton Moraes Michellon","https://s.glbimg.com/es/sde/f/2021/06/04/81208059e023912c79130d05f5ec68f0_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459",68928,6,282,"gol","6",0,5,0,0,0,NA,"rafael","Rafael","Rafael","Rafael Pires Monteiro","https://s.glbimg.com/es/sde/f/2021/05/02/7acdbbf5d8b2e088001e85a8071c3249_FORMATO.png","Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460",82381,6,327,"mei","7",0,5.88,0,2.06,5,NA,"juninho","Juninho","Juninho","Adilson dos Anjos Oliveira","https://s.glbimg.com/es/sde/f/2022/02/24/fb366714954149fbf7b493465bba1d9e_FORMATO.png","América-MG",NA,5,5,1,NA,28,1,5,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"461",91151,6,327,"ata","5",0,9.01,0,5.6,3,NA,"everaldo","Everaldo ","Everaldo ","Everaldo Silva do Nascimento","https://s.glbimg.com/es/sde/f/2022/02/25/561f3ca4238e82e1b2e1479a1a66c551_FORMATO.png","América-MG",NA,5,NA,1,3,17,1,8,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"462",69299,6,282,"zag","6",0,6.05,0,3.8,1,NA,"godin","Godín","Godín","Diego Roberto Godín Leal","https://s.glbimg.com/es/sde/f/2022/02/25/a45f50f93003bc1521e45df9041a0c2a_FORMATO.png","Atlético-MG",NA,3,2,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463",85300,6,327,"ata","5",0,3,0,0,0,NA,"berrio","Berrío ","Berrío ","Orlando Enrique Berrío Meléndez","https://s.glbimg.com/es/sde/f/2021/07/15/7297312d93a89be46c96c93414cfdf94_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464",95662,6,327,"mei","7",-1,1.55,-0.55,-0.15,4,NA,"lucas-kal","Lucas Kal","L. Kal","Lucas Kal Schenfeld Progioli","https://s.glbimg.com/es/sde/f/2022/02/24/38a9d99d34c06f3714df211deaf2bd0f_FORMATO.png","América-MG",NA,2,4,NA,NA,23,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465",93886,6,327,"mei","7",0,0.77,0,0.15,4,NA,"matheusinho","Matheusinho","Matheusinho","Matheus Leonardo Sales Cardoso","https://s.glbimg.com/es/sde/f/2022/02/24/d160f8f8c1464cbcc27b4195e6255175_FORMATO.png","América-MG",NA,5,6,1,NA,17,NA,2,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA
"466",86388,6,327,"mei","5",0,9.36,0,4.7,3,NA,"ale","Alê","Alê","Alexandre Egea","https://s.glbimg.com/es/sde/f/2022/02/24/4b65fc3f258e926df6bf12c3abbfa9a0_FORMATO.png","América-MG",NA,9,7,NA,2,17,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467",89493,6,282,"zag","6",0,5,0,0,0,NA,"igor-rabello","Igor Rabello","I. Rabello","Igor Rabello da Costa","https://s.glbimg.com/es/sde/f/2021/05/02/a3c5d8522641cc6e0c6c72d9dbcc14fd_FORMATO.png","Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468",104502,6,293,"mei","6",0,4.01,0,1.43,3,NA,"christian","Christian","Christian","Christian Roberto Alves Cardoso","https://s.glbimg.com/es/sde/f/2021/05/02/6a1bc3f98b5ff453ba48dffaa44386ab_FORMATO.png","Athlético-PR",NA,6,9,1,NA,7,NA,3,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
