,atletas.clube.id.full.name,atletas.status_id,atletas.foto,atletas.posicao_id,atletas.slug,atletas.atleta_id,atletas.jogos_num,atletas.media_num,atletas.preco_num,atletas.apelido_abreviado,atletas.apelido,atletas.minimo_para_valorizar,atletas.rodada_id,atletas.variacao_num,atletas.pontos_num,atletas.nome,atletas.clube_id,DE,DS,FS,GS,SG,A,CA,FC,FD,FF,GC,PI,FT,G,I,CV,PP,PC,PS,DP
609,Botafogo,6,https://s.glbimg.com/es/sde/f/2022/02/21/a34959446ac5b131b7047f846855f309_FORMATO.png,4,del-piage,107972,11,2.26,2.42,D. Piage,Del Piage,1.0,27,0.0,0.0,Romildo Del Piage de Souza,263,,20.0,13.0,,,,2.0,13.0,1.0,2.0,,35.0,,,,,,,1.0,
610,Juventude,7,https://s.glbimg.com/es/sde/f/2022/04/06/d5b98eae02b3de3352cd02c6cc1b5c36_FORMATO.png,5,pitta,108133,23,2.91,4.69,Pitta,Pitta,3.61,27,0.77,3.3,Isidro Miguel Pitta Saldívar ,286,,1.0,30.0,,,,2.0,21.0,15.0,21.0,,116.0,3.0,4.0,12.0,,1.0,,,
611,Cuiabá,6,https://s.glbimg.com/es/sde/f/2021/09/04/feab153e5104280ed7ed8cf60b5db070_FORMATO.png,4,lucas-cardoso,108148,0,0.0,2.0,L. Cardoso,Lucas Cardoso ,1.68,27,0.0,0.0,Lucas Cardoso Moreira,1371,,,,,,,,,,,,,,,,,,,,
612,Ceará,3,https://s.glbimg.com/es/sde/f/2022/02/22/6e64fcfbd8fd5ae5f3a9f615b801c4bd_FORMATO.png,3,gabriel-lacerda,108176,17,1.17,2.93,G. Lacerda,Gabriel Lacerda,-0.92,27,-0.4,-1.8,Gabriel Santos Cordeiro Lacerda,354,,11.0,2.0,,3.0,,3.0,10.0,,5.0,,62.0,,,,,,1.0,,
613,América-MG,6,https://s.glbimg.com/es/sde/f/2022/02/25/0386b196bc9d7576552344192f41a032_FORMATO.png,4,gustavo,108201,8,1.6,2.39,Gustavo,Gustavo,0.63,27,0.0,0.0,Gustavo César Mendonça Gravino,327,,10.0,11.0,,,,2.0,7.0,1.0,2.0,,34.0,,,,,,,,
614,Goiás,6,https://s.sde.globo.com/media/person_role/2022/09/18/photo_FORMATO_aTUZBiS.png,5,breno,108211,0,0.0,1.0,Breno,Breno,0.1,27,0.0,0.0,Breno Herculano Almeida,290,,,,,,,,,,,,,,,,,,,,
615,Ceará,6,https://s.glbimg.com/es/sde/f/2022/05/05/eca803d743d8a10b46ac4b03ccd6b039_FORMATO.png,3,david-ricardo,108274,0,0.0,2.0,D. Ricardo,David Ricardo,1.68,27,0.0,0.0,David Ricardo Loiola da Silva,354,,,,,,,,,,,,,,,,,,,,
616,Ceará,6,https://s.glbimg.com/es/sde/f/2022/06/30/f684864cd02a7f9f0aa4a50ffa8c9326_FORMATO.png,5,vasquez,108279,9,1.45,3.92,Vásquez,Vásquez,0.69,27,-0.21,-0.1,Jhon Freduar Vásquez Anaya,354,,6.0,7.0,,,,2.0,6.0,4.0,2.0,,30.0,1.0,,3.0,,,,,
617,Coritiba,3,https://s.glbimg.com/es/sde/f/2022/04/05/aa0e8e944c857702c77135690cfe04d8_FORMATO.png,4,galarza,108528,6,2.23,3.54,Galarza,Galarza,-0.78,27,-1.2,-1.8,Matías Galarza Fonda,294,,14.0,8.0,,,,3.0,14.0,,4.0,,34.0,,,,,,,,
618,Corinthians,6,https://s.glbimg.com/es/sde/f/2022/04/27/d5ba0de6f8281e3ab0325007342997b6_FORMATO.png,1,guilherme,108539,0,0.0,2.0,Guilherme,Guilherme,1.68,27,0.0,0.0,Guilherme Vicentini Castellani,264,,,,,,,,,,,,,,,,,,,,
619,Cuiabá,6,https://s.glbimg.com/es/sde/f/2022/02/23/1f9a18c6a38ce7b0c86a89f400ac4bb8_FORMATO.png,4,rivas,108659,5,0.86,2.11,Rivas,Rivas,0.81,27,0.0,0.0,Cristhian Yonaiker Rivas Vielma - Cristian,1371,,5.0,,,,,2.0,3.0,1.0,1.0,,8.0,,,,,,,,
620,Internacional,6,https://s.glbimg.com/es/sde/f/2022/04/02/339994547fbada1232b54167a62f60c3_FORMATO.png,5,gustavo-maia,108712,0,0.0,2.0,G. Maia,Gustavo Maia,1.68,27,0.0,0.0,Gustavo Maia da Silva,285,,,,,,,,,,,,,,,,,,,,
621,Juventude,6,https://s.glbimg.com/es/sde/f/2022/07/28/45de578f32d6b06aa307c7eb0571f784_FORMATO.png,5,vitor-leque,108714,2,-1.0,1.33,V. Leque,Vitor Leque,-1.2,27,0.0,0.0,Vitor Benedito Leque da Silva,286,,,3.0,,,,,2.0,,1.0,,6.0,,,1.0,1.0,,,,
622,Goiás,7,https://s.glbimg.com/es/sde/f/2022/04/05/aaad5989249282ee07375a4f7b9bf1da_FORMATO.png,5,renato-junior,108741,13,1.12,1.25,R. Junior,Renato Junior,1.45,27,-0.15,1.5,Renato Barbosa dos Santos Junior,290,,10.0,7.0,,,1.0,4.0,10.0,1.0,2.0,,17.0,,,1.0,,,,,
623,Fortaleza,6,https://s.glbimg.com/es/sde/f/2022/07/16/c33c9f1a80f322e8e721a8101a44e3e0_FORMATO.png,5,david,108752,0,-1.0,1.97,David,David,3.83,27,0.0,0.0,David da Hora da Conceição,356,,,,,,,1.0,,,,,,,,,,,,,
624,Avaí,6,https://s.glbimg.com/es/sde/f/2022/02/21/38fe45f041124b759f8d967ad5af48df_FORMATO.png,3,felipe-camargo,108787,0,0.0,1.0,F. Camargo,Felipe Camargo,0.73,27,0.0,0.0,Felipe Camargo de Souza,314,,,,,,,,,,,,,,,,,,,,
625,Botafogo,7,https://s.glbimg.com/es/sde/f/2022/03/26/8c102c9688490530dace27161b1abf3e_FORMATO.png,5,victor-sa,108946,17,2.83,8.39,V. Sá,Victor Sá,4.86,27,0.66,3.9,João Victor Santos Sá,263,,28.0,20.0,,,,2.0,11.0,4.0,4.0,,90.0,1.0,1.0,3.0,,,,,
626,Athlético-PR,6,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/08/25/photo_220x220_VUIS7Pm.png,4,daniel-martins,109102,0,0.0,1.0,D. Martins,Daniel Martins,0.73,27,0.0,0.0,Daniel Sergio Martins,293,,,,,,,,,,,,,,,,,,,,
627,Botafogo,6,https://s.sde.globo.com/media/person_role/2022/02/21/e418df52ba2f53e2edcd3d07b685533c_FORMATO.png,5,matheus-nascimento,109114,17,0.92,3.94,M. Nascimento,Matheus Nascimento,1.76,27,0.0,0.0,Matheus Nascimento de Paula,263,,7.0,8.0,,,,1.0,11.0,5.0,4.0,,26.0,,,1.0,,,,1.0,
628,Botafogo,6,https://s.glbimg.com/es/sde/f/2022/02/21/12dac2a5eae75e37ed96b625c3f97430_FORMATO.png,2,vitor-marinho,109195,0,0.0,2.0,V. Marinho,Vitor Marinho,1.68,27,0.0,0.0,Vitor Marinho de Oliveira,263,,,,,,,,,,,,,,,,,,,,
629,Botafogo,6,https://s.glbimg.com/es/sde/f/2022/07/15/4de72f5f4587ade71270417865e896e9_FORMATO.png,2,dg,109199,1,-1.4,0.74,DG,DG,0.42,27,0.0,0.0,Douglas da Silva Teixeira,263,,,1.0,,,,1.0,,,,,9.0,,,,,,,,
630,Bragantino,6,https://s.glbimg.com/es/sde/f/2022/07/27/6543bbc4803f308d463fdd8b7470fc89_FORMATO.png,5,kawe,109246,2,-0.2,0.73,Kawê,Kawê,0.31,27,0.0,0.0,Kawê Ferreira Godoy Viana,280,,,1.0,,,,,2.0,,,,2.0,,,1.0,,,,,
631,Fortaleza,6,https://s.glbimg.com/es/sde/f/2022/05/12/34eebe02442f63e6c4eee4a972018bc8_FORMATO.png,4,sammuel,109341,0,0.0,1.0,Sammuel,Sammuel,0.73,27,0.0,0.0,Sammuel Queiroz de Freitas,356,,,,,,,,,,,,,,,,,,,,
632,Corinthians,3,https://s.glbimg.com/es/sde/f/2022/04/27/2ec2dcd4fbfa5f682f9e2f993c93e57a_FORMATO.png,3,raul-gustavo,109389,16,5.23,8.28,R. Gustavo,Raul Gustavo,3.0,27,-1.72,1.6,Raul Gustavo Pereira Bicalho,264,,25.0,17.0,,7.0,1.0,2.0,10.0,1.0,4.0,,93.0,,2.0,,,,1.0,,
633,Bragantino,6,https://s.glbimg.com/es/sde/f/2022/05/05/73de6346549a47db6b8bf37e5f4f06fa_FORMATO.png,2,weverson,109426,1,1.0,3.08,Weverson,Weverson,1.31,27,0.0,0.0,Weverson Moreira da Costa,280,,1.0,,,,,,,,,,2.0,,,,,,,,
634,Atlético-MG,6,https://s.glbimg.com/es/sde/f/2022/07/15/e69dad49448e6f72e73ce364b1459be9_FORMATO.png,4,calebe,109461,9,1.64,2.39,Calebe,Calebe,1.78,27,0.09,1.6,Calebe Gonçalves Ferreira da Silva,282,,9.0,10.0,,,,1.0,4.0,2.0,,,12.0,,,,,,,,
635,Santos,7,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/03/03/70c0680cfe4346861b4db5ebeba1fdbd_FORMATO.png,5,marcos-leonardo,109497,23,5.53,12.44,M. Leonardo,Marcos Leonardo,3.73,27,-1.14,1.5,Marcos Leonardo Santos Almeida,277,,7.0,61.0,,,1.0,7.0,29.0,17.0,28.0,,62.0,,8.0,17.0,,,,,
636,Cuiabá,7,https://s.glbimg.com/es/sde/f/2021/06/04/9af680e828bdcbc3a28ff0dbfc34f2e5_FORMATO.png,3,joaquim,109563,15,5.07,4.77,Joaquim,Joaquim,1.55,27,0.13,0.8,Joaquim Henrique Pereira Silva,1371,,30.0,17.0,,4.0,1.0,1.0,12.0,3.0,7.0,,61.0,,1.0,1.0,,,,,
637,Fluminense,2,https://s.glbimg.com/es/sde/f/2022/04/20/d62bf91da00804290e9991da9ebe56a2_FORMATO.png,4,martinelli,109573,17,0.85,4.43,Martinelli,Martinelli,5.89,27,1.07,6.1,Matheus Martinelli Lima,266,,8.0,3.0,,,2.0,,13.0,3.0,,,64.0,,,,,,,,
638,Athlético-PR,6,https://s.glbimg.com/es/sde/f/2020/08/29/b9c87f70ecb56043ef451bf7071e086e_FORMATO.png,5,davi-araujo,109626,0,0.0,3.0,D. Araújo,Davi Araújo,2.62,27,0.0,0.0,Davi Machado dos Santos Araújo,293,,,,,,,,,,,,,,,,,,,,
639,Bragantino,6,https://s.glbimg.com/es/sde/f/2022/05/05/f9a266e73e23a467f58f96fac79380bc_FORMATO.png,5,gabriel-novaes,109639,8,1.84,3.42,G. Novaes,Gabriel Novaes,2.15,27,-0.13,1.8,Gabriel Novaes Fernandes,280,,2.0,6.0,,,,1.0,5.0,2.0,2.0,,9.0,,1.0,3.0,,,,1.0,
640,Botafogo,6,https://s.glbimg.com/es/sde/f/2022/02/21/55a04cd7d976a348bbe092c252b13d06_FORMATO.png,2,hugo,109668,14,3.46,6.1,Hugo,Hugo,4.9,27,0.0,0.0,Hugo Gonçalves Ferreira Neto,263,,29.0,11.0,,3.0,,2.0,14.0,2.0,4.0,,113.0,,1.0,,1.0,,,,
641,Santos,6,https://s.glbimg.com/es/sde/f/2022/03/03/d391d84eadb0b86037667ee4e4a950c6_FORMATO.png,3,derick,109830,0,0.0,1.0,Derick ,Derick ,0.73,27,0.0,0.0,Derick Fernando da Silva,277,,,,,,,,,,,,,,,,,,,,
642,Coritiba,6,https://s.glbimg.com/es/sde/f/2022/08/10/3f0cb79829f9359fe414edd3876f0bbd_FORMATO.png,4,juan-diaz,109967,0,0.0,4.0,J. Díaz,Juan Díaz,3.56,27,0.0,0.0,Juan Carlos Díaz Mena,294,,,,,,,,,,,,,,,,,,,,
643,Athlético-PR,6,https://s.glbimg.com/es/sde/f/2022/03/03/de27fadbce4a716ee83274374641cf71_FORMATO.png,4,bryan-garcia,110013,5,0.28,1.57,B. García,Bryan García,-0.27,27,0.0,0.0,Bryan Jahir García Realpe,293,,2.0,2.0,,,,1.0,3.0,,2.0,,17.0,,,,,,,,
644,Botafogo,6,https://s.glbimg.com/es/sde/f/2022/02/21/06f62207594681a2c0cf91f05c7c0ee9_FORMATO.png,5,vitinho,110235,0,0.0,1.0,Vitinho,Vitinho,0.73,27,0.0,0.0,João Victor Vaz Lopes Pinto,263,,,,,,,,,,,,,,,,,,,,
645,Athlético-PR,6,https://s.glbimg.com/es/sde/f/2022/03/08/7f21f0709f996419a0abebf800f4078d_FORMATO.png,1,gabriel-pereira,110251,0,0.0,1.0,G. Pereira,Gabriel Pereira,0.73,27,0.0,0.0,Gabriel Roberto Pereira,293,,,,,,,,,,,,,,,,,,,,
646,Santos,6,https://s.glbimg.com/es/sde/f/2022/07/16/98a84acb922f587144fe391c3ad8548d_FORMATO.png,3,zabala,110264,0,0.0,1.0,Zabala,Zabala,0.73,27,0.0,0.0,Leonardo Yassir Zabala Ceballos,277,,,,,,,,,,,,,,,,,,,,
647,Santos,6,https://s.glbimg.com/es/sde/f/2022/03/03/e0ca88eb8ab327b605082617a24e69fc_FORMATO.png,5,angelo,110415,15,2.05,5.18,Ângelo,Ângelo,3.27,27,0.44,2.8,Ângelo Gabriel Borges Damaceno,277,,10.0,12.0,,,3.0,4.0,11.0,5.0,5.0,,48.0,,,1.0,,,,,
648,Flamengo,6,https://s.glbimg.com/es/sde/f/2021/04/26/a2187a2c57635b43ffbb1a653c278c0c_FORMATO.png,4,daniel-cabral,110465,0,0.0,2.0,D. Cabral,Daniel Cabral,1.68,27,0.0,0.0,Daniel Cabral de Oliveira,262,,,,,,,,,,,,,,,,,,,,
649,Palmeiras,7,https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,6,abel-ferreira,110506,26,5.91,13.89,A. Ferreira,Abel Ferreira,7.65,27,0.15,5.97,Abel Fernando Moreira Ferreira,275,,,,,,,,,,,,,,,,,,,,
650,São Paulo,6,https://s.glbimg.com/es/sde/f/2022/04/06/8155059fe14b7ffca7314dd757501fb1_FORMATO.png,4,andres,110517,7,1.56,3.29,Andrés,Andrés,1.27,27,0.0,0.0,Andrés Felipe Colorado Sánchez,276,,12.0,,,,,,9.0,,1.0,,16.0,,,,,,,,
651,Santos,6,https://s.glbimg.com/es/sde/f/2022/03/03/acc0c5c373b2459a4b3a99ca631b2775_FORMATO.png,1,paulo-mazoti,110602,0,0.0,1.0,P. Mazoti,Paulo Mazoti,0.73,27,0.0,0.0,Paulo Mazoti Azevedo,277,,,,,,,,,,,,,,,,,,,,
652,Santos,6,https://s.glbimg.com/es/sde/f/2022/03/03/d8455afbc745b2638a289c64ff3b1231_FORMATO.png,4,vinicius-balieiro,110605,3,0.23,2.73,V. Balieiro,Vinícius Balieiro,0.38,27,0.0,0.0,Vinícius Balieiro Lourenço de Carvalho,277,,1.0,1.0,,,,,2.0,,,,4.0,,,,,,,,
653,Cuiabá,5,https://s.glbimg.com/es/sde/f/2022/06/14/d526d926c095a507d46bffb0eb46a9a2_FORMATO.png,4,gabriel-pirani,110607,9,1.9,2.39,G. Pirani,Gabriel Pirani,0.54,27,0.0,0.0,Gabriel Cordeiro Pirani,1371,,5.0,5.0,,,,1.0,6.0,2.0,4.0,,21.0,,1.0,1.0,,,,,
654,Coritiba,6,https://s.glbimg.com/es/sde/f/2022/07/20/7bccf9ad74a80091d1b36d98ea99d7c4_FORMATO.png,5,joao-vitor,110623,1,0.5,0.95,J. Vitor,João Vitor ,0.47,27,0.0,0.0,João Vitor Moreira dos Santos,294,,,1.0,,,,,,,,,,,,,,,,,
655,Palmeiras,6,https://s.glbimg.com/es/sde/f/2020/11/17/cad91db445a56f21c99b495b2b88f8c9_FORMATO.jpeg,1,mateus,110624,0,0.0,1.0,Mateus,Mateus,0.73,27,0.0,0.0,Mateus Oliveira Mendes,275,,,,,,,,,,,,,,,,,,,,
656,Goiás,5,https://s.glbimg.com/es/sde/f/2022/04/04/4fbf3f540f0b2318baeb2e270960d418_FORMATO.png,5,luiz-filipe,110632,2,1.2,2.2,L. Filipe,Luiz Filipe,1.51,27,0.0,0.0,Luiz Filipe dos Reis Silva,290,,2.0,1.0,,,,1.0,1.0,,,,2.0,,,,,,,1.0,
657,Athlético-PR,6,https://s.glbimg.com/es/sde/f/2021/04/14/98c652f250d877eb7675405f476eed48_FORMATO.png,1,mycael,110698,0,0.0,1.0,Mycael,Mycael,0.73,27,0.0,0.0,Mycael Pontes Moreira,293,,,,,,,,,,,,,,,,,,,,
658,Fluminense,6,https://s.glbimg.com/es/sde/f/2022/02/24/42afa9891ec69bb753c76f8d746939a9_FORMATO.png,1,pedro-rangel,110708,0,0.0,1.0,P. Rangel,Pedro Rangel,0.73,27,0.0,0.0,Pedro Felipe De Faria Rangel,266,,,,,,,,,,,,,,,,,,,,
659,Bragantino,6,https://s.glbimg.com/es/sde/f/2022/05/05/495e0cd517eacede744f14fefa06d6d5_FORMATO.png,2,andres-hurtado,110715,13,1.83,3.63,A. Hurtado,Andrés Hurtado,1.66,27,0.0,0.0,José Andrés Hurtado Cheme,280,,8.0,4.0,,2.0,2.0,1.0,5.0,,1.0,,50.0,,,1.0,,,1.0,,
660,Atlético-MG,3,https://s.glbimg.com/es/sde/f/2022/07/15/9989ff0866e098e75612215994b912fc_FORMATO.png,4,rubens,110727,20,4.09,6.52,Rubens,Rubens,2.51,27,-0.25,1.5,Rubens Antônio Dias,282,,55.0,15.0,,,,3.0,23.0,5.0,12.0,,84.0,1.0,1.0,,,,,,
661,Fluminense,6,https://s.glbimg.com/es/sde/f/2021/08/19/b1b9b8fc3e7ba9cdea447bad10b25ded_FORMATO.png,5,john-kennedy,110759,6,0.55,2.57,J. Kennedy,John Kennedy,1.08,27,0.0,0.0,John Kennedy Batista de Souza,266,,1.0,1.0,,,,3.0,5.0,3.0,4.0,,7.0,,,,,,,,
662,Coritiba,6,https://s.glbimg.com/es/sde/f/2022/02/23/9af5466c91b9b05942f53c8d397eea94_FORMATO.png,1,marcao,110775,0,0.0,1.0,Marcão,Marcão,0.73,27,0.0,0.0,Marco Antônio Amorim de Oliveira Montes,294,,,,,,,,,,,,,,,,,,,,
663,Botafogo,6,https://s.glbimg.com/es/sde/f/2022/02/21/3fbe1cef2d382595fb0c6dcbfd12c096_FORMATO.png,4,kayque,110962,6,2.72,2.33,Kayque,Kayque,1.31,27,0.0,0.0,Kayque Luiz Pereira,263,,5.0,11.0,,,,3.0,8.0,2.0,3.0,,25.0,,1.0,1.0,,,,,
664,Atlético-GO,6,https://s.glbimg.com/es/sde/f/2021/04/20/f8adf8de4a79345e0b300d60c1ac6d67_FORMATO.png,1,breno,110988,0,0.0,1.0,Breno,Breno,0.73,27,0.0,0.0,Breno Boeno,373,,,,,,,,,,,,,,,,,,,,
665,Fluminense,6,https://s.glbimg.com/es/sde/f/2022/04/05/020e09ce97d6353b30b115f5779603f3_FORMATO.png,5,samuel-granada,110994,0,0.0,3.0,S. Granada,Samuel Granada,2.62,27,0.0,0.0,Samuel Salustiano de Jesus Silva,266,,,,,,,,,,,,,,,,,,,,
666,Athlético-PR,3,https://s.glbimg.com/es/sde/f/2021/10/04/a4618559793af2d381a5aafe03c3616a_FORMATO.png,2,pedrinho,110995,14,4.24,4.67,Pedrinho,Pedrinho,4.1,27,0.45,3.9,Pedro Henrique Azevedo Pereira,293,,22.0,5.0,,7.0,2.0,3.0,13.0,,2.0,,89.0,,,1.0,,,,,
667,América-MG,6,https://s.glbimg.com/es/sde/f/2021/06/04/4ae813551a7112d688190602a630a0b1_FORMATO.png,1,robson,111172,0,0.0,1.0,Robson,Robson,0.73,27,0.0,0.0,Robson Luiz dos Santos Nascimento,327,,,,,,,,,,,,,,,,,,,,
668,Coritiba,6,https://s.glbimg.com/es/sde/f/2022/02/23/0c18ff9c752df4675973a030dcc63c55_FORMATO.png,3,marcio-silva,111204,2,3.75,2.32,M. Silva,Marcio Silva,0.8,27,0.0,0.0,Marcio Gleyson Leite da Silva,294,,1.0,3.0,,1.0,,,,,,,2.0,,,,,,,,
669,Juventude,5,https://s.glbimg.com/es/sde/f/2022/03/03/d27c52d692c0df1d01ecb1f7a298b40a_FORMATO.png,4,kelvi,111332,0,0.0,1.0,Kelvi,Kelvi,0.73,27,0.0,0.0,Kelvi Chiesa Gomes,286,,,,,,,,,,,,,,,,,,,,
670,Bragantino,6,https://s.glbimg.com/es/sde/f/2022/05/05/7924434ef39a0546d8ad7fa23ca14168_FORMATO.png,5,sorriso,111333,20,2.21,5.2,Sorriso,Sorriso,2.77,27,0.0,0.0,Marcos Vinicios Moura,280,,18.0,15.0,,,1.0,2.0,16.0,5.0,4.0,,86.0,,2.0,,,,,,
671,Avaí,6,https://s.glbimg.com/es/sde/f/2022/04/14/a3b3acd682ad4df74865ef90e9e309f1_FORMATO.png,4,vitinho,111402,3,0.13,1.15,Vitinho,Vitinho,0.03,27,0.0,0.0,Victor Júlio Alves de Paula,314,,,2.0,,,,,,,,,6.0,,,,,,,,
672,Corinthians,6,https://s.glbimg.com/es/sde/f/2022/04/27/0397eababa104f1f3a03d140431a5223_FORMATO.png,5,felipe-augusto,111408,3,0.27,1.47,F. Augusto,Felipe Augusto,0.82,27,0.0,0.0,Felipe Augusto da Silva,264,,,4.0,,,,,4.0,,,,,,,,,,,,
673,Avaí,6,https://s.glbimg.com/es/sde/f/2022/02/23/e2415bc46c8e600866f7be1d673bee12_FORMATO.png,2,igor,111413,0,0.0,2.0,Igor,Igor,1.68,27,0.0,0.0,Igor da Silva Dutra,314,,,,,,,,,,,,,,,,,,,,
674,Coritiba,6,https://s.glbimg.com/es/sde/f/2022/02/23/5b82464e99f850761874b4e2c46b1b14_FORMATO.png,4,biel,111491,2,1.6,1.01,Biel,Biel,0.0,27,0.0,0.0,Luiz Gabriel de Oliveira Fonseca,294,,2.0,3.0,,,,,,,,,7.0,,,,,,,,
675,Ceará,6,https://s.glbimg.com/es/sde/f/2022/05/05/225815574b0c19408aa5038fe14b8eaa_FORMATO.png,4,david,111546,0,0.0,2.0,David,David,1.68,27,0.0,0.0,Antônio David Souza Araújo,354,,,,,,,,,,,,,,,,,,,,
676,Cuiabá,7,https://s.glbimg.com/es/sde/f/2021/04/27/21a131dcff78d521da3297e98526ce48_FORMATO.png,6,antonio-oliveira,111578,17,3.45,7.54,A. Oliveira,António Oliveira,4.97,27,0.59,4.22,António José Cardoso de Oliveira,1371,,,,,,,,,,,,,,,,,,,,
677,Corinthians,6,https://s.glbimg.com/es/sde/f/2022/04/27/cbe4b4882cf981a4fee80eeb935042c8_FORMATO.png,4,adson,111682,20,3.69,7.89,Adson,Adson,3.6,27,0.18,2.5,Adson Ferreira Soares,264,,39.0,18.0,,,,1.0,18.0,3.0,6.0,,79.0,,3.0,1.0,,,,,
678,Internacional,6,https://s.glbimg.com/es/sde/f/2022/04/02/d7662e4b332b33563f9ad8c3f24b42d2_FORMATO.png,1,anthoni,111683,0,0.0,1.0,Anthoni,Anthoni,0.73,27,0.0,0.0,Anthoni Spier Souza,285,,,,,,,,,,,,,,,,,,,,
679,Coritiba,6,https://s.glbimg.com/es/sde/f/2022/08/12/765dd1479fd2906e4dfd2f4016ca724a_FORMATO.png,5,matheus-cadorini,111688,4,0.05,1.75,M. Cadorini,Matheus Cadorini,0.24,27,0.01,-0.1,Matheus Alfredo Cadorini da Silva,294,,1.0,2.0,,,,,3.0,2.0,,,5.0,,,,1.0,,,,
680,Flamengo,6,https://s.glbimg.com/es/sde/f/2021/04/26/74907e67d0b8f638b82487a83ed9b680_FORMATO.png,1,bruno,111689,0,0.0,1.0,Bruno,Bruno,0.73,27,0.0,0.0,Bruno Guimarães de Souza,262,,,,,,,,,,,,,,,,,,,,
681,Flamengo,6,https://s.glbimg.com/es/sde/f/2022/03/04/fe08cea4d131b5eef265a908bb05548b_FORMATO.png,1,matheus-cunha,111690,0,0.0,2.0,M. Cunha,Matheus Cunha,1.68,27,0.0,0.0,Matheus Cunha Queiroz,262,,,,,,,,,,,,,,,,,,,,
682,Flamengo,7,https://s.glbimg.com/es/sde/f/2022/07/15/3cbccbd4f17ed4b3db0ccbfd0f3940ce_FORMATO.png,5,mateusao,111694,1,-0.3,0.75,Mateusão,Mateusão,-0.19,27,0.0,0.0,Mateus Dias Lima,262,,,,,,,,1.0,,,,,,,,,,,,
683,Botafogo,6,https://s.glbimg.com/es/sde/f/2022/02/21/e36f8b0c42d297654c276a39b86f6e39_FORMATO.png,3,mezenga,111713,4,3.8,3.32,Mezenga,Mezenga,2.96,27,0.0,0.0,Lucas de Souza Mombra Rosa,263,,12.0,1.0,,1.0,,1.0,4.0,1.0,,,26.0,,,1.0,,,1.0,,
684,Palmeiras,6,https://s.glbimg.com/es/sde/f/2021/05/12/23eb0da8dd7617e2a4b7f8fcec2a625e_FORMATO.jpeg,5,giovani,111759,1,0.2,2.11,Giovani,Giovani,0.72,27,0.0,0.0,Giovani Henrique Amorim da Silva,275,,,1.0,,,,,,,,,3.0,,,,,,,,
685,Palmeiras,2,https://s.glbimg.com/es/sde/f/2021/05/08/2ef9b9ce1e0f6cdb6db5c4e19367f01f_FORMATO.png,4,fabinho,111760,4,0.78,1.4,Fabinho,Fabinho,0.85,27,0.0,0.0,Fábio Silva de Freitas,275,,4.0,,,,,1.0,4.0,,1.0,,3.0,,,,,,,,
686,Bragantino,6,https://s.glbimg.com/es/sde/f/2022/04/07/1002037b68cbfda80e62c668391f6be7_FORMATO.png,3,henrique-halls,111791,0,0.0,2.0,H. Halls,Henrique Halls,1.68,27,0.0,0.0,Henrique Halls Rocha da Silva,280,,,,,,,,,,,,,,,,,,,,
687,Fluminense,6,,5,marcelinho,111798,0,0.0,1.0,Marcelinho,Marcelinho,0.73,27,0.0,0.0,Marcelo Francine de Castro Feliciano,266,,,,,,,,,,,,,,,,,,,,
688,Botafogo,6,https://s.glbimg.com/es/sde/f/2022/03/21/fb5a3b78b8d0b4fc3f242bedfc3973fd_FORMATO.png,3,ewerton,111806,0,0.0,1.0,Ewerton,Ewerton,0.73,27,0.0,0.0,Ewerton Vinicios Santana Porto,263,,,,,,,,,,,,,,,,,,,,
689,Atlético-GO,6,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/08/24/photo_FORMATO.png,5,ricardinho,111813,6,0.32,1.82,Ricardinho,Ricardinho,-0.15,27,-0.24,-0.6,Ricardo Viana Filho,373,,,3.0,,,,2.0,4.0,2.0,3.0,,10.0,,,2.0,,,,,
690,Fluminense,7,https://s.glbimg.com/es/sde/f/2022/04/20/f6b7d6073f1d67e5e9263e986f470c8b_FORMATO.png,5,matheus-martins,111831,19,3.6,3.91,M. Martins,Matheus Martins,2.56,27,-0.46,2.2,Matheus Martins Silva dos Santos,266,,21.0,33.0,,,2.0,1.0,14.0,5.0,12.0,,98.0,,2.0,6.0,,,,1.0,
691,Fluminense,6,https://s.glbimg.com/es/sde/f/2021/03/11/93f569dba64ea879ba52b815372f17f4_FORMATO.png,1,gustavo-ramalho,111837,0,0.0,1.0,G. Ramalho,Gustavo Ramalho,0.73,27,0.0,0.0,Gustavo Ramalho Bremer Pinto,266,,,,,,,,,,,,,,,,,,,,
692,Corinthians,6,https://s.glbimg.com/es/sde/f/2021/05/24/866cbcde80dc4cd9acca0a859f191aef_FORMATO.png,4,guilherme-biro,111891,1,3.6,2.73,G. Biro,Guilherme Biro,2.71,27,0.0,0.0,Guilherme Sucigan Mafra Cunha,264,,3.0,1.0,,,,1.0,1.0,1.0,,,4.0,,,,,,,,
