"","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.minimo_para_valorizar","atletas.gato_mestre.media_pontos_mandante","atletas.gato_mestre.media_pontos_visitante","atletas.slug","atletas.apelido","atletas.apelido_abreviado","atletas.nome","atletas.foto","atletas.clube.id.full.name","A","CA","DS","FC","FD","FF","FS","FT","G","I","PI","PS","PP","SG","DE","GS","CV","PC","GC","DP"
"228", 89696,21, 314,"ata","6", 0.00, 2.75, 0.00, 1.07, 7, 1.97,NA,NA,"romulo","Rômulo ","Rômulo ","Rômulo dos Santos de Souza","https://s.glbimg.com/es/sde/f/2022/02/24/474334d9aac64c11c2e9ba0bfa9b0931_FORMATO.png","Avaí",NA,NA, 3, 2, 2, 2, 4,NA,NA,NA, 15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229", 86629,21, 373,"lat","6", 0.00, 2.81,-0.10, 0.87,12, 0.23, 0.81428571, 0.94000000,"arthur-henrique","Arthur Henrique","A. Henrique","Arthur Henrique Peixoto Santos","https://s.glbimg.com/es/sde/f/2022/03/03/ac8a8dbf454accfda9793bed640e7799_FORMATO.png","Atlético-GO",NA,NA, 9, 6,NA,NA, 4,NA,NA,NA, 26,NA,NA, 1,NA,NA, 1,NA,NA,NA
"230", 86711,21, 354,"mei","7", 1.70, 4.83, 0.24, 2.07,15, 1.72,NA,NA,"richard-coelho","Richard Coelho","R. Coelho","Richard Cândido Coelho","https://s.glbimg.com/es/sde/f/2022/02/22/a9032c07d987ecaec7516f2037a7de70_FORMATO.png","Ceará", 1, 5,28,28, 4, 3,17,NA,NA, 2, 65,NA,NA,NA,NA,NA, 1,NA,NA,NA
"231", 86675,21, 286,"lat","7", 0.90, 2.66,-0.22, 2.20,18, 0.85,NA,NA,"rodrigo-soares","Rodrigo Soares","R. Soares","Rodrigo Alves Soares","https://s.glbimg.com/es/sde/f/2022/03/03/9c3587675488eeeb0991d8754b8cee2b_FORMATO.png","Juventude", 1, 3,19,17, 1, 4, 2,NA, 1,NA,134,NA,NA, 4,NA,NA,NA,NA,NA,NA
"232", 89840,21, 276,"ata","7", 3.00,22.88, 0.11, 6.02,20, 4.37,NA,NA,"calleri","Calleri","Calleri","Jonathan Calleri","https://s.glbimg.com/es/sde/f/2022/03/01/3abaa943f1546750dd057d6cb3559ce5_FORMATO.png","São Paulo", 1, 3,12,27,13,19,35,NA,10,17,103,NA, 1,NA,NA,NA,NA,NA,NA,NA
"233", 86764,21,1371,"lat","6", 0.00, 5.00, 0.00, 0.00, 0,-1.24,NA,NA,"sidcley","Sidcley","Sidcley","Sidcley Ferreira Pereira","https://s.glbimg.com/es/sde/f/2022/08/04/f1b96cd2e1a5c62c2aec694945991675_FORMATO.png","Cuiabá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234", 97856,21, 314,"mei","6",-0.70, 1.50,-0.38, 1.09, 9,-0.45, 1.07142857, 1.15000000,"lucas-ventura","Lucas Ventura","L. Ventura","Lucas de Souza Ventura","https://s.glbimg.com/es/sde/f/2022/03/11/27b312ffb4595c14c896eece284c7b69_FORMATO.png","Avaí",NA, 1, 9, 4,NA, 1, 5,NA,NA,NA, 11,NA,NA,NA,NA,NA,NA, 1,NA,NA
"235", 86686,21, 263,"mei","7", 0.20, 3.87,-0.57, 1.37,13, 0.56, 0.73750000, 2.38000000,"tche-tche","Tchê Tchê","T. Tchê","Danilo das Neves Pinheiro","https://s.glbimg.com/es/sde/f/2022/04/14/0837ace715e5ba9dc6b7efa8744ddb15_FORMATO.png","Botafogo",NA, 1,12,16, 2, 5,16,NA,NA,NA, 52,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236", 86759,21, 277,"mei","6", 0.00, 6.00, 0.00, 0.00, 0, 7.12,NA,NA,"luan","Luan","Luan","Luan Guilherme de Jesus Vieira","https://s.glbimg.com/es/sde/f/2022/08/05/844f17537a7b2cdc6437bb662770240a_FORMATO.png","Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237", 87929,21, 356,"mei","6", 0.00, 3.47, 0.00, 1.19, 8, 1.25, 3.25000000, 0.50000000,"matheus-vargas","Matheus Vargas","M. Vargas","Matheus de Vargas","https://s.glbimg.com/es/sde/f/2022/05/12/8d527aee11a3ca28fe1dab544e70733d_FORMATO.png","Fortaleza",NA, 2, 4, 8, 2, 7,10,NA,NA, 2, 37,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238", 86757,21, 262,"ata","7", 5.10,12.48, 0.53, 4.75, 4, 5.16,NA,NA,"everton","Everton","Everton","Everton Sousa Soares","https://s.glbimg.com/es/sde/f/2022/07/15/353ea5b8887c0e119da1d3a27bff35d6_FORMATO.png","Flamengo", 1,NA, 6, 3, 2, 5, 6,NA,NA,NA, 17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239", 90285,21, 262,"ata","5", 0.00,14.90, 0.00, 5.88, 8,10.09,NA,NA,"bruno-henrique","Bruno Henrique","B. Henrique","Bruno Henrique Pinto","https://s.glbimg.com/es/sde/f/2022/04/25/b3a232f9392817871f70ab3b32069e30_FORMATO.png","Flamengo", 2, 3,13,11, 7, 4,20, 1, 1, 8, 41,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240", 94154,21, 264,"mei","5", 0.00, 4.37, 0.00, 1.12,11, 1.26, 1.06666667, 1.18000000,"maycon","Maycon","Maycon","Maycon de Andrade Barberan","https://s.glbimg.com/es/sde/f/2022/04/27/93d33456c4171b57f22ba1ac2d386882_FORMATO.png","Corinthians",NA, 3,15,11,NA, 6, 4,NA,NA,NA, 62,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241", 86972,21, 373,"zag","6", 0.00, 4.00, 0.00, 0.00, 0, 4.88,NA,NA,"emerson-santos","Emerson Santos","E. Santos","Emerson Raymundo Santos","https://s.glbimg.com/es/sde/f/2022/07/28/5ddfe529ef61fe54a0aa6410f1a57699_FORMATO.png","Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242", 87009,21, 266,"mei","6",-1.50, 3.77,-0.76, 1.47,10,-0.79,NA,NA,"nathan","Nathan","Nathan","Nathan Allan de Souza","https://s.glbimg.com/es/sde/f/2022/04/20/2662f106e29e9ae55a0ef2dd5992e969_FORMATO.png","Fluminense", 1, 1, 3, 5, 5, 6, 5,NA,NA, 1, 46,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243", 86841,21, 285,"mei","6", 0.00, 3.96, 0.00, 1.90, 4, 1.74,NA,NA,"boschilia","Boschilia","Boschilia","Gabriel Boschilia","https://s.glbimg.com/es/sde/f/2022/04/02/c206be82adb058c6ba1e3bc51d58712d_FORMATO.png","Internacional", 1, 1, 3, 3,NA, 1, 2,NA,NA,NA,  9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244", 81776,21, 286,"mei","7", 1.40, 2.79, 0.45,-0.03, 3, 1.06, 0.90000000,-1.90000000,"bruno-nazario","Bruno Nazário","B. Nazário","Bruno dos Santos Nazário","https://s.glbimg.com/es/sde/f/2022/08/02/5f08b65063655f0f6c77c6c9fe6f3ab8_FORMATO.png","Juventude",NA, 1, 2, 3,NA, 1, 2,NA,NA,NA, 24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245", 89898,21, 264,"ata","6", 3.80,14.07, 0.15, 4.47,18, 4.28,NA,NA,"roger-guedes","Róger Guedes","R. Guedes","Róger Krug Guedes","https://s.glbimg.com/es/sde/f/2022/04/27/3af9c1a520b0f11a9c40163e925db245_FORMATO.png","Corinthians", 1, 3, 1, 9,11,17,28,NA, 6, 7, 81,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246", 86859,21, 356,"mei","6",-0.50, 4.76,-0.76, 3.19,12, 0.04, 3.67500000, 2.22500000,"jose-welison","José Welison","J. Welison","José Welison da Silva","https://s.glbimg.com/es/sde/f/2022/03/14/5a5a881aaebeac670cfe3b9b080c99a2_FORMATO.jpeg","Fortaleza",NA, 1,26,16, 1, 7, 9,NA, 1,NA, 64,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247", 87999,21, 275,"mei","7", 0.00,11.68,-2.05, 7.00,19, 1.03,NA,NA,"gustavo-scarpa","Gustavo Scarpa","G. Scarpa","Gustavo Henrique Furtado Scarpa","https://s.glbimg.com/es/sde/f/2022/02/21/7f4f870f8251e4f95ab6d372a22919c1_FORMATO.png","Palmeiras", 8,NA,11, 7,20,27,38, 2, 4, 8,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248", 86970,21, 277,"zag","7", 1.20, 9.13,-0.56, 3.77,17, 1.76,NA,NA,"eduardo-bauermann","Eduardo Bauermann","E. Bauermann","Eduardo Gabriel dos Santos Bauermann","https://s.glbimg.com/es/sde/f/2022/03/03/c89e866fa7fb43aaf3b818e5578644d5_FORMATO.png","Santos", 1, 3,18, 7,NA, 4,11, 1,NA, 1, 52, 1,NA, 7,NA,NA,NA,NA,NA,NA
"249", 90031,21, 354,"ata","7", 9.00,13.87,-0.33, 7.10,16, 8.17,NA,NA,"mendoza","Mendoza","Mendoza","John Stiven Mendoza Valencia","https://s.glbimg.com/es/sde/f/2022/02/22/348289b85a309419d827269486e667c9_FORMATO.png","Ceará",NA, 3, 7,16,15,16,40,NA, 9, 7, 92,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250", 90061,21, 354,"lat","5", 0.00, 8.31, 0.00, 4.27,15, 0.78, 3.90000000, 4.15000000,"bruno-pacheco","Bruno Pacheco","B. Pacheco","Bruno de Jesus Pacheco","https://s.glbimg.com/es/sde/f/2022/02/22/557432fa07207d8e3aa6630ee0483cf0_FORMATO.png","Ceará", 1, 4,38,14, 3, 3,25, 1, 1, 2,136,NA,NA, 2,NA,NA, 1, 1,NA,NA
"251", 81677,21, 277,"mei","7", 7.90, 5.47, 1.02, 1.37, 6, 6.79,NA,NA,"carlos-sanchez","Carlos Sánchez","C. Sánchez","Carlos Andrés Sánchez Arcosa","https://s.glbimg.com/es/sde/f/2022/03/03/63b472302f16e36f871bc271d9d355d1_FORMATO.png","Santos", 1, 1, 4, 2, 1, 1, 5,NA,NA, 1, 44,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252", 86864,21, 327,"lat","6", 0.00, 5.63, 0.00, 3.50,14, 7.60, 3.71666667, 3.35000000,"marlon","Marlon ","Marlon ","Marlon Matheus Lopes do Nascimento","https://s.glbimg.com/es/sde/f/2022/02/25/d945a3ac1fe38c28ea612a9d62b68a37_FORMATO.png","América-MG",NA, 3,32,17, 2,10,16,NA,NA,NA,116,NA,NA, 3,NA,NA, 1,NA,NA,NA
"253", 81161,21, 277,"ata","6", 0.00, 9.74, 0.00, 5.22,17, 1.74,NA,NA,"leo-baptistao","Léo Baptistão ","L. Baptistão","Leonardo Carrilho Baptistão ","https://s.glbimg.com/es/sde/f/2022/03/03/720ce11785d74738c66fdb3f797d770b_FORMATO.png","Santos", 1, 1,21,16, 7,15,33,NA, 5, 1, 95,NA,NA,NA,NA,NA,NA,NA, 1,NA
"254", 87225,21, 293,"zag","6",-0.30, 7.62,-0.70, 4.41,17, 0.37, 4.88750000, 3.98888889,"pedro-henrique","Pedro Henrique","P. Henrique","Pedro Henrique Ribeiro Gonçalves","https://s.glbimg.com/es/sde/f/2021/05/02/f5dd1bb01acb5eb9e0601cc31c8020f5_FORMATO.png","Athlético-PR",NA, 5,41,14, 4, 1,18,NA,NA,NA, 96,NA,NA, 6,NA,NA,NA,NA,NA,NA
"255", 88065,21, 275,"lat","6", 0.00, 3.46, 0.00, 3.93, 7, 3.52,NA,NA,"jorge","Jorge","Jorge","Jorge Marco de Oliveira Moraes","https://s.glbimg.com/es/sde/f/2022/02/21/93adceb828cf61a7789b7674fbd4e929_FORMATO.png","Palmeiras",NA, 1, 9, 4,NA, 2, 9,NA,NA,NA, 42,NA,NA, 4,NA,NA,NA,NA, 1,NA
"256", 90309,21, 285,"ata","6",-0.20, 4.81,-0.38, 1.75,16, 0.29, 2.01428571, 1.54444444,"david","David","David","David Correa da Fonseca","https://s.glbimg.com/es/sde/f/2022/02/22/2bd5fca2e1d0dc67b0755602e00a7e66_FORMATO.png","Internacional", 2, 1,11,20, 4, 6,16, 1,NA, 5, 53,NA,NA,NA,NA,NA, 1,NA,NA,NA
"257", 90302,21, 293,"ata","6", 0.00, 2.77, 0.00, 1.38, 6, 2.16,NA,NA,"pedro-rocha","Pedro Rocha","P. Rocha","Pedro Rocha Neves","https://s.glbimg.com/es/sde/f/2022/02/21/bca4738ad3069733d0bb2f1c649401a9_FORMATO.png","Athlético-PR", 1,NA, 2, 1,NA, 1, 4,NA,NA, 2, 14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258", 88033,21,1371,"zag","6", 1.40, 4.85, 0.18, 1.42,13, 1.50, 1.10000000, 1.71428571,"alan-empereur","Alan Empereur","A. Empereur","Alan Pereira Empereur","https://s.glbimg.com/es/sde/f/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png","Cuiabá",NA, 2, 9, 9,NA,NA,13,NA,NA,NA, 60,NA,NA, 3,NA,NA, 1,NA,NA,NA
"259", 87228,21, 282,"lat","5", 0.00,12.17, 0.00, 4.30,14, 6.16, 2.95714286, 5.62857143,"guilherme-arana","Guilherme Arana","G. Arana","Guilherme Antonio Arana Lopes","https://s.glbimg.com/es/sde/f/2022/07/15/15c5ec9f4de048f57500c0cfa19f5568_FORMATO.png","Atlético-MG", 2, 4,18,21, 2,13, 9, 1,NA,NA,105,NA,NA, 6,NA,NA,NA, 1,NA,NA
"260", 87098,21, 354,"ata","6", 0.00, 5.34, 0.00, 1.18, 8, 1.09, 0.85000000, 1.50000000,"matheus-peixoto","Matheus Peixoto","M. Peixoto","Matheus Vieira Campos Peixoto","https://s.glbimg.com/es/sde/f/2022/03/14/2eb9eaecb0ea8315d3d9f2e457dac7c4_FORMATO.png","Ceará", 1,NA, 1, 5, 3, 1, 4,NA,NA, 3, 14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261", 81845,21, 276,"mei","6", 0.00, 9.04, 0.00, 3.54, 8, 6.41,NA,NA,"alisson","Alisson","Alisson","Alisson Euler de Freitas Castro","https://s.glbimg.com/es/sde/f/2022/03/01/14ebdbca4e280cd9dfdb9b7e2148afe0_FORMATO.png","São Paulo", 2, 4,13,11, 5, 3,10,NA,NA,NA, 34,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262", 90540,21, 263,"ata","6", 0.00, 7.91, 0.00, 2.42, 9, 6.24,NA,NA,"diego-goncalves","Diego Gonçalves","D. Gonçalves","Diego Gonçalves","https://s.glbimg.com/es/sde/f/2022/02/21/9f275ce14e02c8b8be4c38953dda7e07_FORMATO.png","Botafogo",NA, 1, 5, 8, 3, 3, 5,NA, 2, 2, 51,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263", 90290,21, 275,"mei","5", 0.00, 4.77, 0.00, 0.00, 1, 5.23,NA,NA,"jailson","Jailson","Jailson","Jaílson Marques Siqueira","https://s.glbimg.com/es/sde/f/2022/02/21/959fdcde3ba551592e0b385a5bf68f88_FORMATO.png","Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264", 88037,21, 263,"tec","7", 2.75, 8.71,-0.03, 3.84,21, 2.82,NA,NA,"luis-castro","Luís Castro","L. Castro","Luís Manuel Ribeiro de Castro","https://s.glbimg.com/es/sde/f/2022/02/21/3d4eb55c672851b1407085b09c4dfbb4_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265", 51772,21, 262,"mei","6", 6.00, 9.51, 0.79, 4.60,20, 5.44, 6.94444444, 2.67272727,"everton-ribeiro","Everton Ribeiro","E. Ribeiro","Everton Augusto de Barros Ribeiro","https://s.glbimg.com/es/sde/f/2022/04/25/e994fa1ddcbf61530f2598311908c471_FORMATO.png","Flamengo", 4,NA,29,18, 8, 4,39, 2, 2, 1,117,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266", 90715,21, 373,"ata","6", 0.00, 3.46, 0.00, 2.14,14, 4.05, 2.73333333, 1.47777778,"luiz-fernando","Luiz Fernando ","L. Fernando","Luiz Fernando Moraes dos Santos","https://s.glbimg.com/es/sde/f/2022/04/15/28e8b65d5222a5debc200d5ed0567fae_FORMATO.png","Atlético-GO", 1, 1,12, 9, 4, 8,21,NA,NA, 4, 43,NA,NA,NA,NA,NA, 1,NA,NA,NA
"267", 91888,21, 314,"lat","2", 2.20, 6.16,-0.16, 3.15,20, 2.18,NA,NA,"kevin","Kevin ","Kevin ","Kevin Peterson dos Santos Silva","https://s.glbimg.com/es/sde/f/2022/04/07/32ffdd8867e2421dccfe5b1574d47bd4_FORMATO.png","Avaí", 1, 1,42,19, 3, 6, 9,NA, 1, 1,265,NA,NA, 4,NA,NA,NA,NA,NA,NA
"268", 90569,21, 286,"mei","7", 3.20, 3.96, 0.57, 1.29,15, 2.82, 1.98750000, 0.47142857,"yuri-lima","Yuri Lima","Y. Lima","Yuri Oliveira Lima","https://s.glbimg.com/es/sde/f/2022/03/18/fd7d4f0e5e6c5b59c85b542484321ecd_FORMATO.png","Juventude",NA, 5,24,27, 5, 4, 5,NA,NA,NA, 82,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269", 90768,21, 262,"zag","7", 5.20, 5.71, 0.70, 1.02, 4, 4.69,NA,NA,"fabricio-bruno","Fabrício Bruno","F. Bruno","Fabrício Bruno Soares de Faria","https://s.glbimg.com/es/sde/f/2022/04/25/06fca89445e5f7bb29a42734c5fbb2e0_FORMATO.png","Flamengo",NA, 2, 2, 4,NA,NA, 2,NA,NA,NA, 11,NA,NA, 1,NA,NA,NA,NA,NA,NA
"270", 88087,21, 373,"zag","5", 0.00, 3.94, 0.00, 1.48,14, 1.75,NA,NA,"ramon-menezes","Ramon Menezes","R. Menezes","Ramon Menezes Roma","https://s.glbimg.com/es/sde/f/2022/03/03/addba459fcb5f0a6de801f763b1f8375_FORMATO.png","Atlético-GO",NA, 2, 9,10, 3, 2,NA, 1,NA,NA, 33,NA,NA, 2,NA,NA,NA,NA,NA,NA
"271", 90846,21, 373,"zag","7", 0.00, 2.55, 0.00,-0.23, 3, 0.24, 0.00000000,-0.23333333,"klaus","Klaus","Klaus","Willian Klaus","https://s.glbimg.com/es/sde/f/2022/07/28/2e6810da83e32c74e1f49b68ac61260d_FORMATO.png","Atlético-GO",NA,NA,NA, 1,NA,NA,NA,NA,NA,NA,  4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272", 91856,21, 373,"lat","6", 0.00, 3.93, 0.00, 2.38,15, 0.43, 3.12857143, 1.73750000,"hayner","Hayner","Hayner","Hayner Willian Monjardim Cordeiro","https://s.glbimg.com/es/sde/f/2022/04/07/f21175e4f1cb1c9ccf3df6db10da1c56_FORMATO.png","Atlético-GO", 2, 6,19,21, 2, 3,23,NA,NA, 7,113, 1,NA, 2,NA,NA,NA,NA,NA,NA
"273", 91929,21, 290,"zag","6", 0.00, 3.00, 0.00, 0.00, 0, 3.76,NA,NA,"everson","Everson","Everson","Everson Bispo Pereira","https://s.glbimg.com/es/sde/f/2022/03/10/9a2f8ef8baac13e66233efd7b0cdec11_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274", 88225,21,1371,"lat","6", 2.30, 2.78, 0.19, 1.73, 6, 2.02, 2.50000000, 0.96666667,"daniel-guedes","Daniel Guedes ","D. Guedes","Daniel Guedes da Silva","https://s.glbimg.com/es/sde/f/2022/04/21/eb1d1f53750f2ecb8c48b5caa3985a22_FORMATO.png","Cuiabá",NA, 1, 9, 5,NA,NA, 2,NA,NA,NA, 39,NA,NA, 1,NA,NA,NA,NA,NA,NA
"275", 91908,21, 282,"ata","6",10.90, 9.43, 1.92, 3.73, 3, 8.20, 5.60000000, 0.00000000,"pavon","Pavón","Pavón","Cristian David Pavón","https://s.glbimg.com/es/sde/f/2022/07/15/dc45dda3afb1f994bcfebc84fa0785de_FORMATO.png","Atlético-MG",NA, 1, 4, 4,NA, 1, 3,NA, 1,NA, 17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276", 91968,21, 286,"mei","6", 0.00, 4.00, 0.00, 0.00, 0, 4.88,NA,NA,"bassani","Bassani","Bassani","Rodrigo Bassani da Cruz","https://s.glbimg.com/es/sde/f/2022/03/03/b1eb73f1949ff665ab7120fd00d76d28_FORMATO.png","Juventude",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277", 88312,21, 282,"zag","7", 0.00,12.04, 0.00, 3.74,18, 3.33,NA,NA,"junior-alonso","Junior Alonso","J. Alonso","Junior Osmar Ignacio Alonso Mujica","https://s.glbimg.com/es/sde/f/2022/07/15/18f148a4c0e6304c4e127291f1935424_FORMATO.png","Atlético-MG", 2, 2,19, 8,NA, 5, 3, 1,NA,NA, 87,NA,NA, 8,NA,NA,NA, 1,NA,NA
"278", 90917,21, 280,"ata","6", 4.70, 4.98, 0.74, 1.40,11, 4.15, 1.30000000, 1.48333333,"carlos-eduardo","Carlos Eduardo","C. Eduardo","Carlos Eduardo Ferreira de Souza","https://s.glbimg.com/es/sde/f/2022/05/05/c4c02d0045ff435fdce407dd07835bb9_FORMATO.png","Bragantino", 1, 2, 8, 9, 1, 3, 8,NA,NA, 2, 19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279", 88393,21, 262,"lat","7", 7.40, 8.14, 0.25, 4.85,16, 6.53,NA,NA,"ayrton-lucas","Ayrton Lucas","A. Lucas","Ayrton Lucas Dantas de Medeiros","https://s.glbimg.com/es/sde/f/2022/04/14/36837bfe151af329a80e71d5dc2bc8e0_FORMATO.png","Flamengo", 2, 1,30,22, 1, 3,30,NA, 1,NA,124,NA,NA, 5,NA,NA,NA,NA,NA,NA
"280", 88427,21, 286,"mei","6", 1.80, 2.86, 0.18, 0.76, 8, 1.68, 1.50000000, 0.02500000,"marlon","Marlon","Marlon","Marlon Adriano Prezotti","https://s.glbimg.com/es/sde/f/2022/03/27/52ccdcb0c3400c65e20b83b56e0a5800_FORMATO.png","Juventude",NA, 1, 8, 9,NA,NA, 5,NA,NA,NA, 23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281", 88423,21, 280,"lat","7", 1.60, 7.87,-0.34, 3.57,16, 1.96, 4.33750000, 2.80000000,"aderlan","Aderlan","Aderlan","Aderlan de Lima Silva","https://s.glbimg.com/es/sde/f/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png","Bragantino", 1, 4,38,40,NA, 5, 8,NA,NA, 2,153,NA,NA, 6,NA,NA,NA,NA,NA,NA
"282", 88544,21, 354,"lat","6", 0.00, 2.00, 0.00, 0.00, 0, 2.63,NA,NA,"buiu","Buiú","Buiú","Marcos Ytalo Benício da Silva","https://s.glbimg.com/es/sde/f/2022/02/22/ba7e99bec918671e0921368e6c04d2d8_FORMATO.png","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283", 91639,21,1371,"lat","7", 0.00, 4.34, 0.00, 1.64, 8, 1.06,NA,NA,"igor-carius","Igor Cariús","I. Cariús","Igor Aquino da Silva","https://s.glbimg.com/es/sde/f/2022/02/23/fa3ebd08b3835164b2532b908f71ccfe_FORMATO.png","Cuiabá",NA, 3, 8, 7,NA, 1, 7,NA,NA, 1, 56,NA,NA, 2,NA,NA,NA,NA,NA,NA
"284", 91101,21, 373,"gol","5", 0.00, 4.93, 0.00, 2.78,18,-0.62, 1.94444444, 3.63333333,"ronaldo","Ronaldo","Ronaldo","Ronaldo de Oliveira Strada","https://s.glbimg.com/es/sde/f/2022/03/03/cb6155829f59a86db540d1bc5bd52fa7_FORMATO.png","Atlético-GO",NA, 1, 1,NA,NA,NA, 2,NA,NA,NA,NA,NA,NA, 2,66,27,NA,NA,NA,NA
"285", 92180,21, 290,"tec","7", 2.23, 6.15,-0.52, 3.80,20, 2.21,NA,NA,"jair-ventura","Jair Ventura","J. Ventura","Jair Ventura","https://s.glbimg.com/es/sde/f/2018/09/06/d1103130500ec84fd8e37f1a20c60e1a_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286", 88597,21, 356,"mei","6", 9.10, 3.77, 1.81, 1.02,16, 7.48, 1.23750000, 0.78750000,"lucas-crispim","Lucas Crispim","L. Crispim","Lucas de Figueiredo Crispim","https://s.glbimg.com/es/sde/f/2022/05/12/043b82cd8bbcab2108944aa3cf34372e_FORMATO.png","Fortaleza", 1, 3,11,10,NA, 3, 9,NA, 1, 1,108,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287", 88540,21, 277,"lat","6", 0.00, 3.05, 0.00, 1.73, 4, 2.11,NA,NA,"auro","Auro","Auro","Auro Álvaro da Cruz Júnior","https://s.glbimg.com/es/sde/f/2022/03/14/540966ca01d0e0b65fec115d8e24488b_FORMATO.png","Santos",NA, 2, 5, 6,NA, 1, 1,NA,NA,NA, 16,NA,NA, 1,NA,NA,NA,NA,NA,NA
"288", 92146,21,1371,"ata","2", 1.00, 3.72,-0.21, 1.98,16, 1.08, 2.85000000, 1.12500000,"andre-luis","André Luís","A. Luís","Andre Luis da Costa Alfredo","https://s.glbimg.com/es/sde/f/2022/02/23/4ba86feb09facb90b3a01b1712c3c8f5_FORMATO.png","Cuiabá",NA, 2,12,12, 2, 4,25,NA, 1,NA, 31,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289", 88881,21, 294,"tec","7", 2.90,10.95,-0.05, 4.37,20, 3.14,NA,NA,"gustavo-morinigo","Gustavo Morínigo","G. Morínigo","Gustavo Eliseo Morínigo Vázquez","https://s.glbimg.com/es/sde/f/2022/03/08/d3d42aad8924e3d8891e90f7e4d79f41_FORMATO.png","Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290", 91151,21, 327,"ata","6", 0.00,10.92, 0.00, 4.71,14,15.42,NA,NA,"everaldo","Everaldo ","Everaldo ","Everaldo Silva do Nascimento","https://s.glbimg.com/es/sde/f/2022/02/25/561f3ca4238e82e1b2e1479a1a66c551_FORMATO.png","América-MG", 2, 3,19,16, 5,11,32, 1, 2, 2, 87,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291", 94263,21, 290,"ata","7", 2.50, 5.22,-0.76, 3.20,19, 2.45,NA,NA,"dada-belmonte","Dadá Belmonte","D. Belmonte","Adaílson Freire Pereira da Silva","https://s.glbimg.com/es/sde/f/2022/04/05/1d2bfbce4ad49ab2c5fb59c91a1f4e44_FORMATO.png","Goiás", 2, 5,28,33, 4,10,36, 1, 1, 3, 94,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292", 88916,21, 356,"gol","6", 0.00, 5.03, 0.00, 2.25, 2, 5.78,NA,NA,"luan-polli","Luan Polli","L. Polli","Luan Polli Gomes","https://s.glbimg.com/es/sde/f/2022/07/29/8a9128472f54ae0e854e5a35d456eb76_FORMATO.png","Fortaleza",NA,NA,NA,NA,NA,NA, 1,NA,NA,NA,NA,NA,NA,NA, 9, 5,NA,NA,NA,NA
