"","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.minimo_para_valorizar","atletas.gato_mestre.media_pontos_mandante","atletas.gato_mestre.media_pontos_visitante","atletas.slug","atletas.apelido","atletas.apelido_abreviado","atletas.nome","atletas.foto","atletas.clube.id.full.name","A","CA","DS","FC","FD","FF","FS","FT","G","I","PI","PS","PP","SG","DE","GS","CV","PC","GC","DP"
"598",116192,21, 354,"ata","6", 0.00, 2.00, 0.00, 0.00, 0, 2.63,NA,NA,"pedro-igor","Pedro Igor ","P. Igor","Pedro Igor de Souza Carneiro Martins","https://s.glbimg.com/es/sde/f/2022/04/30/1918ff24fba4db581fc0c8eb04e60090_FORMATO.png","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599",117870,21, 285,"mei","6", 0.00, 0.74, 0.00,-0.23, 4, 1.29,-0.26666667,-0.10000000,"estevao","Estevão","Estevão","Estevão Barreto de Oliveira","https://s.glbimg.com/es/sde/f/2022/04/19/9dbe5edaeb65550ab441717b0e0e3349_FORMATO.png","Internacional",NA,NA,NA, 1,NA,NA,NA,NA,NA,NA,  6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600",110415,21, 277,"ata","6", 7.60, 6.04, 0.66, 2.63,11, 6.57, 3.15000000, 2.00000000,"angelo","Ângelo","Ângelo","Ângelo Gabriel Borges Damaceno","https://s.glbimg.com/es/sde/f/2022/03/03/e0ca88eb8ab327b605082617a24e69fc_FORMATO.png","Santos", 3, 4, 8,10, 5, 4,12,NA,NA, 1, 38,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601",115867,21, 290,"lat","6", 0.00, 2.00, 0.00, 0.00, 0, 2.63,NA,NA,"gabriel-ruggeri","Gabriel Ruggeri","G. Ruggeri","Gabriel Ruggeri Silva","https://s.glbimg.com/es/sde/f/2022/03/10/46af53a0646102ee53d5d4a76af63dfb_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602",111891,21, 264,"mei","6", 0.00, 2.73, 0.00, 3.60, 1, 3.46,NA,NA,"guilherme-biro","Guilherme Biro","G. Biro","Guilherme Sucigan Mafra Cunha","https://s.glbimg.com/es/sde/f/2021/05/24/866cbcde80dc4cd9acca0a859f191aef_FORMATO.png","Corinthians",NA, 1, 3, 1, 1,NA, 1,NA,NA,NA,  4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603",118496,21, 290,"mei","6", 0.00, 1.00, 0.00, 0.00, 0, 1.51,NA,NA,"danilo-silva","Danilo Silva","D. Silva","Danilo Batista Silva","https://s.glbimg.com/es/sde/f/2022/06/26/a20bfbbacb1463823c6e04394bae689d_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604",116834,21, 290,"ata","6", 0.00, 0.73, 0.00,-0.10, 1, 1.15,NA,NA,"vitor-hugo","Vitor Hugo","V. Hugo","Vitor Hugo da Silva Gonçalves","https://s.glbimg.com/es/sde/f/2022/06/15/e9a4232ccc1b1549eab9baa7148aec27_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605",106824,21, 276,"lat","7", 0.60, 9.33,-1.98, 3.81,18, 1.45,NA,NA,"welington","Welington ","Welington ","Welington Damascena Santos","https://s.glbimg.com/es/sde/f/2022/03/01/81ffdaa86a436b3f695649fc411cf06b_FORMATO.png","São Paulo", 4, 1,25,10, 4, 4,14,NA,NA,NA,124,NA,NA, 4,NA,NA,NA,NA,NA,NA
"606",108659,21,1371,"mei","6", 0.00, 2.11, 0.00, 0.86, 5, 0.92,NA,NA,"rivas","Rivas","Rivas","Cristhian Yonaiker Rivas Vielma - Cristian","https://s.glbimg.com/es/sde/f/2022/02/23/1f9a18c6a38ce7b0c86a89f400ac4bb8_FORMATO.png","Cuiabá",NA, 2, 5, 3, 1, 1,NA,NA,NA,NA,  8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607",112060,21, 354,"ata","6", 0.00, 0.89, 0.00, 0.63, 3, 1.40,NA,NA,"joao-victor","João Victor","J. Victor","João Victor Vieira Ferreira Sousa","https://s.glbimg.com/es/sde/f/2021/05/24/c908392c2c080c709d4f8f7016d8bdbc_FORMATO.png","Ceará",NA,NA,NA, 1, 1, 1, 1,NA,NA,NA,  3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608",115959,21, 275,"ata","6", 0.00, 4.00, 0.00, 0.00, 0, 4.88,NA,NA,"endrick","Endrick","Endrick","Endrick Felipe Moreira de Sousa","https://s.glbimg.com/es/sde/f/2022/07/22/95c2ad3c4a89548c59eb5176f599e1b4_FORMATO.png","Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609",117910,21, 264,"mei","6", 0.00, 1.00, 0.00, 0.00, 0, 1.51,NA,NA,"breno-bidon","Breno Bidon","B. Bidon","Breno de Souza Bidon","https://s.glbimg.com/es/sde/f/2022/04/19/5aab366dff88f381cc1af3b3ace6419b_FORMATO.png","Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610",110605,21, 277,"mei","6",-0.50, 2.73,-0.32, 0.23, 3,-0.13, 0.00000000, 0.35000000,"vinicius-balieiro","Vinícius Balieiro","V. Balieiro","Vinícius Balieiro Lourenço de Carvalho","https://s.glbimg.com/es/sde/f/2022/03/03/d8455afbc745b2638a289c64ff3b1231_FORMATO.png","Santos",NA,NA, 1, 2,NA,NA, 1,NA,NA,NA,  4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611",112368,21, 294,"mei","6", 0.00, 2.62, 0.00, 1.50,10, 4.13, 2.02000000, 1.00000000,"bernardo","Bernardo","Bernardo","Bernardo Marcos Pinheiro Lemes","https://s.glbimg.com/es/sde/f/2022/02/23/b2b2c421852c3e7501d00cc9bfa66b1c_FORMATO.png","Coritiba",NA, 1,12,11,NA, 3, 9,NA,NA,NA, 19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612",116083,21, 286,"gol","6", 0.00, 1.00, 0.00, 0.00, 0, 1.51,NA,NA,"arthur","Arthur","Arthur","Arthur de Bem Ribas","https://s.glbimg.com/es/sde/f/2022/03/03/63f61e57755d004bee8679580bd46491_FORMATO.png","Juventude",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613", 97133,21, 373,"lat","7", 3.20, 6.66, 0.35, 2.51, 8, 3.14, 3.74000000, 0.46666667,"dudu","Dudu","Dudu","Luís Eduardo Marques dos Santos","https://s.glbimg.com/es/sde/f/2022/03/03/b0bce50f61a2478463da6058f9be7677_FORMATO.png","Atlético-GO", 1, 1,16, 8,NA, 3, 6,NA,NA, 2, 59,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614", 52827,21, 262,"zag","7", 0.00, 4.91, 0.00, 1.42,10, 3.44, 2.36000000, 0.48000000,"david-luiz","David Luiz","D. Luiz","David Luiz Moreira Marinho","https://s.glbimg.com/es/sde/f/2022/04/25/b04aadac11e76e4bd69df5b191e13d3c_FORMATO.png","Flamengo",NA, 3, 9,16, 2, 2, 1,NA,NA, 2, 31,NA,NA, 2,NA,NA,NA,NA,NA,NA
"615",115998,21, 327,"ata","6", 0.00, 1.00, 0.00, 0.00, 0, 1.51,NA,NA,"adyson","Adyson","Adyson","Adyson do Nascimento Soares","https://s.glbimg.com/es/sde/f/2022/02/25/816e31c3a9501bc4cafc2ef28de0e625_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616",101798,21, 354,"mei","6", 2.30, 3.24, 0.23, 0.32, 5, 2.14, 0.26666667, 0.40000000,"guilherme-castilho","Guilherme Castilho","G. Castilho","Guilherme Castilho Carvalho","https://s.glbimg.com/es/sde/f/2022/08/02/844e36a5e930dd313402265a86bfdf2c_FORMATO.png","Ceará",NA, 1, 2, 5, 1, 1, 4,NA,NA,NA, 23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617",102597,21, 263,"lat","6", 0.00, 2.38, 0.00, 0.60, 1, 3.05,NA,NA,"jonathan-silva","Jonathan Silva","J. Silva","Jonathan Silva Vieira","https://s.glbimg.com/es/sde/f/2022/02/21/6e4a3c5ef09ca42e9212c2aabf9392ed_FORMATO.png","Botafogo",NA,NA, 1, 1,NA,NA,NA,NA,NA,NA,  3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618",117909,21, 264,"ata","5", 0.00, 0.73, 0.00,-0.30, 1, 0.74,NA,NA,"wesley","Wesley","Wesley","Wesley Gassova Ribeiro Teixeira","https://s.glbimg.com/es/sde/f/2022/04/19/e9c12ff02569765cb5c876412fae8bb8_FORMATO.png","Corinthians",NA,NA,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619",110607,21,1371,"mei","2", 4.00, 2.94, 0.52, 2.17, 7, 3.41,NA,NA,"gabriel-pirani","Gabriel Pirani","G. Pirani","Gabriel Cordeiro Pirani","https://s.glbimg.com/es/sde/f/2022/06/14/d526d926c095a507d46bffb0eb46a9a2_FORMATO.png","Cuiabá",NA,NA, 4, 5, 1, 3, 4,NA, 1,NA, 17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620",116447,21, 356,"mei","6", 7.80, 5.04, 1.29, 3.33,13, 6.48,NA,NA,"hercules","Hércules","Hércules","Hércules Pereira do Nascimento","https://s.glbimg.com/es/sde/f/2022/05/12/6429cedc69ac434a2c09ab6caf1f83c7_FORMATO.png","Fortaleza",NA, 1,17, 9, 7, 8, 4,NA, 2, 1, 60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621",112367,21, 294,"zag","6", 0.00, 2.00, 0.00, 0.00, 0, 2.63,NA,NA,"thalisson-gabriel","Thalisson Gabriel","T. Gabriel","Thalisson Gabriel Pereira Moreira","https://s.glbimg.com/es/sde/f/2022/02/23/b20b6fb1092b7873bd98294c5c3c0a7a_FORMATO.png","Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622",109199,21, 263,"lat","6", 0.00, 0.74, 0.00,-1.40, 1, 1.66,-1.40000000, 0.00000000,"dg","DG","DG","Douglas da Silva Teixeira","https://s.glbimg.com/es/sde/f/2022/07/15/4de72f5f4587ade71270417865e896e9_FORMATO.png","Botafogo",NA, 1,NA,NA,NA,NA, 1,NA,NA,NA,  9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623",116835,21, 290,"ata","6", 0.00, 1.00, 0.00, 0.00, 0, 1.51,NA,NA,"reginaldo","Reginaldo","Reginaldo","Reginaldo dos Santos Moreira","https://s.glbimg.com/es/sde/f/2022/04/15/c6b1985503cc71ba6d6154b448940158_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624",109461,21, 282,"mei","6", 0.00, 2.32, 0.00, 1.73, 7, 1.18,NA,NA,"calebe","Calebe","Calebe","Calebe Gonçalves Ferreira da Silva","https://s.glbimg.com/es/sde/f/2022/07/15/e69dad49448e6f72e73ce364b1459be9_FORMATO.png","Atlético-MG",NA, 1, 7, 2, 2,NA, 7,NA,NA,NA,  6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625",116013,21, 262,"mei","6", 0.00, 1.00, 0.00, 0.00, 0, 1.51,NA,NA,"igor-jesus","Igor Jesus","I. Jesus","Igor Jesus Lima","https://s.glbimg.com/es/sde/f/2022/03/04/80531a65a2f26cf1f02f11efccb065e5_FORMATO.png","Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626",108539,21, 264,"gol","6", 0.00, 2.00, 0.00, 0.00, 0, 2.63,NA,NA,"guilherme","Guilherme","Guilherme","Guilherme Vicentini Castellani","https://s.glbimg.com/es/sde/f/2022/04/27/d5ba0de6f8281e3ab0325007342997b6_FORMATO.png","Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627",117966,21, 293,"zag","6", 0.00, 1.00, 0.00, 0.00, 0, 1.51,NA,NA,"leo-dourado","Léo Dourado","L. Dourado","Leonardo Estigarribia Ferreira","https://s.glbimg.com/es/sde/f/2022/04/20/65e5a2ee973bf4eab96f17afb6454113_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628",110602,21, 277,"gol","6", 0.00, 1.00, 0.00, 0.00, 0, 1.51,NA,NA,"paulo-mazoti","Paulo Mazoti","P. Mazoti","Paulo Mazoti Azevedo","https://s.glbimg.com/es/sde/f/2022/03/03/acc0c5c373b2459a4b3a99ca631b2775_FORMATO.png","Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629",109114,21, 263,"ata","6", 1.50, 3.91, 0.05, 0.86,16, 1.55, 1.43750000, 0.28750000,"matheus-nascimento","Matheus Nascimento","M. Nascimento","Matheus Nascimento de Paula","https://s.glbimg.com/es/sde/f/2022/02/21/e418df52ba2f53e2edcd3d07b685533c_FORMATO.png","Botafogo",NA, 1, 7,11, 4, 3, 8,NA,NA, 1, 24, 1,NA,NA,NA,NA,NA,NA,NA,NA
"630",109195,21, 263,"lat","6", 0.00, 2.00, 0.00, 0.00, 0, 2.63,NA,NA,"vitor-marinho","Vitor Marinho","V. Marinho","Vitor Marinho de Oliveira","https://s.glbimg.com/es/sde/f/2022/02/21/12dac2a5eae75e37ed96b625c3f97430_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631",110994,21, 266,"ata","6", 0.00, 3.00, 0.00, 0.00, 0, 3.76,NA,NA,"samuel-granada","Samuel Granada","S. Granada","Samuel Salustiano de Jesus Silva","https://s.glbimg.com/es/sde/f/2022/04/05/020e09ce97d6353b30b115f5779603f3_FORMATO.png","Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632",109246,21, 280,"ata","6", 0.00, 0.73, 0.00,-0.20, 2, 1.13,NA,NA,"kawe","Kawê","Kawê","Kawê Ferreira Godoy Viana","https://s.glbimg.com/es/sde/f/2022/07/27/6543bbc4803f308d463fdd8b7470fc89_FORMATO.png","Bragantino",NA,NA,NA, 2,NA,NA, 1,NA,NA, 1,  2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633",109497,21, 277,"ata","7", 1.90,12.54,-1.19, 6.10,18, 2.63,NA,NA,"marcos-leonardo","Marcos Leonardo","M. Leonardo","Marcos Leonardo Santos Almeida","https://s.glbimg.com/es/sde/f/2022/03/03/70c0680cfe4346861b4db5ebeba1fdbd_FORMATO.png","Santos", 1, 5, 6,20,15,21,48,NA, 7,14, 47,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634",109341,21, 356,"mei","6", 0.00, 1.00, 0.00, 0.00, 0, 1.51,NA,NA,"sammuel","Sammuel","Sammuel","Sammuel Queiroz de Freitas","https://s.glbimg.com/es/sde/f/2022/05/12/34eebe02442f63e6c4eee4a972018bc8_FORMATO.png","Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635",110623,21, 294,"ata","6", 0.00, 0.95, 0.00, 0.50, 1, 1.11, 0.00000000, 0.50000000,"joao-vitor","João Vitor ","J. Vitor","João Vitor Moreira dos Santos","https://s.glbimg.com/es/sde/f/2022/07/20/7bccf9ad74a80091d1b36d98ea99d7c4_FORMATO.png","Coritiba",NA,NA,NA,NA,NA,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636",118092,21, 276,"mei","6", 0.00, 1.00, 0.00, 0.00, 0, 1.51,NA,NA,"luiz-henrique","Luiz Henrique","L. Henrique","Luiz Henrique Rosa Roque da Paz","https://s.glbimg.com/es/sde/f/2022/05/03/aebadf5f37c2408be749646adf161f9b_FORMATO.png","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637",110995,21, 293,"lat","7", 4.90, 4.44,-0.20, 4.56, 9, 4.29, 3.77500000, 5.20000000,"pedrinho","Pedrinho","Pedrinho","Pedro Henrique Azevedo Pereira","https://s.glbimg.com/es/sde/f/2021/10/04/a4618559793af2d381a5aafe03c3616a_FORMATO.png","Athlético-PR", 1, 2,13, 4,NA, 2, 3,NA,NA,NA, 44,NA,NA, 5,NA,NA,NA,NA,NA,NA
"638",108714,21, 286,"ata","6", 1.70, 2.82,-0.18, 1.70, 1, 1.26, 1.70000000, 0.00000000,"vitor-leque","Vitor Leque","V. Leque","Vitor Benedito Leque da Silva","https://s.glbimg.com/es/sde/f/2022/07/28/45de578f32d6b06aa307c7eb0571f784_FORMATO.png","Juventude",NA,NA,NA,NA,NA, 1, 3,NA,NA,NA,  6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639",108741,21, 290,"ata","6", 3.50, 1.32, 0.58, 0.73,10, 2.84, 0.02857143, 2.36666667,"renato-junior","Renato Junior","R. Junior","Renato Barbosa dos Santos Junior","https://s.glbimg.com/es/sde/f/2022/04/05/aaad5989249282ee07375a4f7b9bf1da_FORMATO.png","Goiás", 1, 3, 4, 8, 1, 2, 3,NA,NA, 1, 13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640",108712,21, 285,"ata","6", 0.00, 2.00, 0.00, 0.00, 0, 2.63,NA,NA,"gustavo-maia","Gustavo Maia","G. Maia","Gustavo Maia da Silva","https://s.glbimg.com/es/sde/f/2022/04/02/339994547fbada1232b54167a62f60c3_FORMATO.png","Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641",108752,21, 356,"ata","6", 0.00, 1.97, 0.00,-1.00, 0, 5.54,NA,NA,"david","David","David","David da Hora da Conceição","https://s.glbimg.com/es/sde/f/2022/07/16/c33c9f1a80f322e8e721a8101a44e3e0_FORMATO.png","Fortaleza",NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642",109389,21, 264,"zag","7", 0.00,10.00, 0.00, 5.47,15,12.16,NA,NA,"raul-gustavo","Raul Gustavo","R. Gustavo","Raul Gustavo Pereira Bicalho","https://s.glbimg.com/es/sde/f/2022/04/27/2ec2dcd4fbfa5f682f9e2f993c93e57a_FORMATO.png","Corinthians", 1, 1,23,10, 1, 4,15,NA, 2,NA, 85,NA,NA, 7,NA,NA,NA, 1,NA,NA
"643",109426,21, 280,"lat","6", 0.00, 3.08, 0.00, 1.00, 1, 3.57,NA,NA,"weverson","Weverson","Weverson","Weverson Moreira da Costa","https://s.glbimg.com/es/sde/f/2022/05/05/73de6346549a47db6b8bf37e5f4f06fa_FORMATO.png","Bragantino",NA,NA, 1,NA,NA,NA,NA,NA,NA,NA,  2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644",108787,21, 314,"zag","6", 0.00, 1.00, 0.00, 0.00, 0, 1.51,NA,NA,"felipe-camargo","Felipe Camargo","F. Camargo","Felipe Camargo de Souza","https://s.glbimg.com/es/sde/f/2022/02/21/38fe45f041124b759f8d967ad5af48df_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645",106829,21, 276,"lat","6", 0.00, 1.78, 0.00, 0.70, 1, 1.97, 0.70000000, 0.00000000,"patryck","Patryck","Patryck","Patryck Lanza dos Reis","https://s.glbimg.com/es/sde/f/2022/03/01/73a6760a1b2c4cc7fc70ee0323e11b73_FORMATO.png","São Paulo",NA,NA, 1,NA,NA,NA,NA,NA,NA,NA,  5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646",111172,21, 327,"gol","6", 0.00, 1.00, 0.00, 0.00, 0, 1.51,NA,NA,"robson","Robson","Robson","Robson Luiz dos Santos Nascimento","https://s.glbimg.com/es/sde/f/2021/06/04/4ae813551a7112d688190602a630a0b1_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647",110624,21, 275,"gol","6", 0.00, 1.00, 0.00, 0.00, 0, 1.51,NA,NA,"mateus","Mateus","Mateus","Mateus Oliveira Mendes","https://s.glbimg.com/es/sde/f/2020/11/17/cad91db445a56f21c99b495b2b88f8c9_FORMATO.jpeg","Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648",111408,21, 264,"ata","6", 0.00, 1.47, 0.00, 0.27, 3, 1.49,NA,NA,"felipe-augusto","Felipe Augusto","F. Augusto","Felipe Augusto da Silva","https://s.glbimg.com/es/sde/f/2022/04/27/0397eababa104f1f3a03d140431a5223_FORMATO.png","Corinthians",NA,NA,NA, 4,NA,NA, 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649",116034,21, 262,"mei","7", 4.80, 3.03,-1.26, 3.57, 7, 4.28,NA,NA,"victor-hugo","Victor Hugo","V. Hugo","Victor Hugo Gomes Silva","https://s.glbimg.com/es/sde/f/2022/04/27/fe19307b5221c38cbe407f4f65e38e0b_FORMATO.png","Flamengo", 2,NA, 4,NA, 1, 1, 3,NA, 1,NA, 13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650",111332,21, 286,"mei","5", 0.00, 1.00, 0.00, 0.00, 0, 1.51,NA,NA,"kelvi","Kelvi","Kelvi","Kelvi Chiesa Gomes","https://s.glbimg.com/es/sde/f/2022/03/03/d27c52d692c0df1d01ecb1f7a298b40a_FORMATO.png","Juventude",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651",111402,21, 314,"mei","6", 0.00, 1.15, 0.00, 0.13, 3, 0.32, 0.00000000, 0.13333333,"vitinho","Vitinho","Vitinho","Victor Júlio Alves de Paula","https://s.glbimg.com/es/sde/f/2022/04/14/a3b3acd682ad4df74865ef90e9e309f1_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA, 2,NA,NA,NA,  6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652",118093,21, 276,"mei","6", 0.00, 1.00, 0.00, 0.00, 0, 1.51,NA,NA,"leo-silva","Léo Silva","L. Silva","Leonardo de Almeida Silva","https://s.glbimg.com/es/sde/f/2022/05/03/dba51c520a148f72bdbcec428b7cb580_FORMATO.png","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653",111204,21, 294,"zag","6", 0.00, 2.74, 0.00, 5.80, 1, 4.73,NA,NA,"marcio-silva","Marcio Silva","M. Silva","Marcio Gleyson Leite da Silva","https://s.glbimg.com/es/sde/f/2022/02/23/0c18ff9c752df4675973a030dcc63c55_FORMATO.png","Coritiba",NA,NA,NA,NA,NA,NA, 2,NA,NA,NA,  2,NA,NA, 1,NA,NA,NA,NA,NA,NA
"654",106830,21, 276,"mei","6", 0.00, 3.64, 0.00, 3.67, 6, 1.72, 4.33333333, 3.00000000,"talles","Talles","Talles","Talles Macedo Toledo Costa","https://s.glbimg.com/es/sde/f/2022/03/01/46c4e9fd9a32a9e894bd6edc746e403d_FORMATO.png","São Paulo", 1, 1,14, 6,NA, 1, 8,NA,NA,NA, 18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655",111333,21, 280,"ata","6", 3.20, 5.60, 0.45, 2.43,17, 2.97, 1.76250000, 3.00000000,"sorriso","Sorriso","Sorriso","Marcos Vinicios Moura","https://s.glbimg.com/es/sde/f/2022/05/05/7924434ef39a0546d8ad7fa23ca14168_FORMATO.png","Bragantino", 1, 2,18,16, 4, 3,12,NA, 2,NA, 79,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656",109830,21, 277,"zag","6", 0.00, 1.00, 0.00, 0.00, 0, 1.51,NA,NA,"derick","Derick ","Derick ","Derick Fernando da Silva","https://s.glbimg.com/es/sde/f/2022/03/03/d391d84eadb0b86037667ee4e4a950c6_FORMATO.png","Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657",117199,21, 286,"zag","6", 0.00, 1.00, 0.00, 0.00, 0, 1.51,NA,NA,"lucas-ramires","Lucas Ramires","L. Ramires","Lucas Pereira Ramires Constante","https://s.glbimg.com/es/sde/f/2022/03/03/eb8c8371f6fca1507410ac29d7eec0b6_FORMATO.png","Juventude",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658",109573,21, 266,"mei","2", 0.40, 3.52, 0.00, 0.57,11, 0.67, 1.04285714,-0.25000000,"martinelli","Martinelli","Martinelli","Matheus Martinelli Lima","https://s.glbimg.com/es/sde/f/2022/04/20/d62bf91da00804290e9991da9ebe56a2_FORMATO.png","Fluminense", 1,NA, 2, 6, 3,NA, 2,NA,NA,NA, 39,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659",117866,21, 263,"ata","6", 0.00, 2.00, 0.00, 0.00, 0, 2.63,NA,NA,"sebastian-joffre","Sebastian Joffre","S. Joffre","Jhalmar Sebastian Joffre Soliz","https://s.glbimg.com/es/sde/f/2022/04/13/b76a4684338b807e13de0a0f1473653e_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660",108946,21, 263,"ata","6", 0.00, 8.71, 0.00, 2.97,11, 5.27,NA,NA,"victor-sa","Victor Sá","V. Sá","João Victor Santos Sá","https://s.glbimg.com/es/sde/f/2022/03/26/8c102c9688490530dace27161b1abf3e_FORMATO.png","Botafogo",NA, 1,16, 5, 4, 4,13,NA, 1, 2, 63,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661",114497,21, 290,"lat","7", 0.00, 3.23, 0.00, 4.92, 4, 4.70,NA,NA,"juan-pablo","Juan Pablo","J. Pablo","Juan Pablo Vilela Tavares","https://s.glbimg.com/es/sde/f/2022/05/13/d5f393c2bc737b4b3cc94a7710bdeaf9_FORMATO.png","Goiás",NA,NA, 6, 6,NA, 1,NA,NA,NA,NA, 15,NA,NA, 3,NA,NA,NA,NA,NA,NA
"662",110727,21, 282,"mei","6", 0.70, 6.52,-0.45, 5.11,15, 0.98, 7.15000000, 2.78571429,"rubens","Rubens","Rubens","Rubens Antônio Dias","https://s.glbimg.com/es/sde/f/2022/07/15/9989ff0866e098e75612215994b912fc_FORMATO.png","Atlético-MG",NA, 2,51,19, 4,10,12, 1, 1,NA, 66,NA,NA,NA,NA,NA,NA,NA,NA,NA
