"","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.minimo_para_valorizar","atletas.slug","atletas.apelido","atletas.apelido_abreviado","atletas.nome","atletas.foto","atletas.clube.id.full.name","A","CA","DS","FC","FD","FF","FS","PI","SG","PC","DE","GS","FT","G","I","PP","CV","GC","PS","DP"
"233",86410,11,354,"lat","7",1.3,4.78,-0.32,1.24,7,NA,"victor-luis","Victor Luis","V. Luis","Victor Luis Chuab Zamblauskas","https://s.glbimg.com/es/sde/f/2022/02/22/451062f55ce1f1bb899af8a090cd1bb5_FORMATO.png","Ceará",NA,NA,2,4,1,1,7,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234",110909,11,280,"lat","6",0,2,0,2.3,2,NA,"guilherme","Guilherme","Guilherme","Guilherme Lopes de Almeida","https://s.glbimg.com/es/sde/f/2022/05/05/c4a6b00325dcd78ae592203ed116a738_FORMATO.png","Bragantino",NA,NA,3,2,NA,1,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",84428,11,354,"mei","6",4.9,6.9,0.63,2.48,4,NA,"fernando-sobral","Fernando Sobral","F. Sobral","Fernando Pereira do Nascimento","https://s.glbimg.com/es/sde/f/2022/02/22/d34e2d5762bbaacd3bc3b1940e28f7dd_FORMATO.png","Ceará",NA,NA,5,1,2,NA,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",108385,11,280,"zag","6",0,3,0,0,0,NA,"haydar","Haydar","Haydar","César Rafael Haydar Villarreal","https://s.glbimg.com/es/sde/f/2022/02/21/3c1166a861ba7aaf082b37d28e538e82_FORMATO.png","Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",113687,11,264,"mei","7",10.5,6.96,1.29,3.66,10,NA,"du-queiroz","Du Queiroz","D. Queiroz","Eduardo Santos Queiroz","https://s.glbimg.com/es/sde/f/2022/04/27/0fe4496bd189cafbfb576979be860e8a_FORMATO.png","Corinthians",2,1,27,27,2,4,5,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",86711,11,354,"mei","7",3.1,5.51,-0.55,3.21,8,NA,"richard-coelho","Richard Coelho","R. Coelho","Richard Cândido Coelho","https://s.glbimg.com/es/sde/f/2022/02/22/a9032c07d987ecaec7516f2037a7de70_FORMATO.png","Ceará",1,1,20,15,4,NA,8,34,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA
"239",108539,11,264,"gol","6",0,2,0,0,0,NA,"guilherme","Guilherme","Guilherme","Guilherme Vicentini Castellani","https://s.glbimg.com/es/sde/f/2022/04/27/d5ba0de6f8281e3ab0325007342997b6_FORMATO.png","Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",86536,11,354,"mei","7",-0.4,2.69,-0.72,1.91,7,NA,"richardson","Richardson","Richardson","Richardson Fernandes dos Santos","https://s.glbimg.com/es/sde/f/2022/02/22/6e7e2815732004f3d9c34e0dae8ce6f7_FORMATO.png","Ceará",NA,4,16,14,NA,3,6,20,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241",87402,11,354,"zag","7",0.3,3.8,-0.81,2.25,7,NA,"messias","Messias","Messias","Messias Rodrigues da Silva Júnior","https://s.glbimg.com/es/sde/f/2022/02/22/871ec7ac3407b7d4cb4080a3fce62515_FORMATO.png","Ceará",NA,NA,3,6,2,4,1,21,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",114888,11,280,"mei","6",0,2,0,0,0,NA,"luciano","Luciano","Luciano","Luciano Silva Santos","https://s.glbimg.com/es/sde/f/2022/05/05/21a71a480463a1c9c0140cfd2b91c6d8_FORMATO.png","Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",109463,11,282,"ata","7",12.6,4.4,2.36,2.78,6,NA,"savio","Sávio","Sávio","Sávio Moreira de Oliveira","https://s.glbimg.com/es/sde/f/2021/05/02/37517962eafc7aa02f1017d4a4865fa0_FORMATO.png","Atlético-MG",NA,NA,4,1,1,2,5,11,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"244",88881,11,294,"tec","7",1.39,10.8,-0.54,4.87,11,NA,"gustavo-morinigo","Gustavo Morínigo","G. Morínigo","Gustavo Eliseo Morínigo Vázquez","https://s.glbimg.com/es/sde/f/2022/03/08/d3d42aad8924e3d8891e90f7e4d79f41_FORMATO.png","Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245",113558,11,280,"ata","6",0,3,0,0,0,NA,"bruninho","Bruninho","Bruninho","Bruno Gonçalves de Jesus","https://s.glbimg.com/es/sde/f/2022/05/05/f1f155231d0b75984084fb05c52de0db_FORMATO.png","Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",38225,11,314,"ata","2",0.3,10.19,-0.35,5.97,9,NA,"muriqui","Muriqui","Muriqui","Luiz Guilherme da Conceição Silva","https://s.glbimg.com/es/sde/f/2022/02/24/4df18fe9d1a25d570f6c5f99adc76327_FORMATO.png","Avaí",1,1,12,9,1,4,19,35,NA,NA,NA,NA,1,3,4,NA,NA,NA,1,NA
"247",93787,11,294,"mei","5",0,17.2,0,9.77,6,NA,"andrey","Andrey","Andrey","Andrey Ramos do Nascimento","https://s.glbimg.com/es/sde/f/2022/02/23/6343710eb5f742ccc9f90d015c3c6a8b_FORMATO.png","Coritiba",NA,1,19,11,5,8,11,28,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,1,NA
"248",86749,11,263,"mei","6",0,4,0,0,0,NA,"felipe-ferreira","Felipe Ferreira","F. Ferreira","Felipe de Figueiredo Ferreira","https://s.glbimg.com/es/sde/f/2022/02/21/e6bb81a986dcba9c740f2c8d43ddccd6_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",105585,11,264,"mei","6",0,1.08,-0.23,-0.08,4,NA,"roni","Roni","Roni","Roni Medeiros de Moura","https://s.glbimg.com/es/sde/f/2022/04/27/9ac611db40c304ebc00cbde504907104_FORMATO.png","Corinthians",NA,2,3,5,NA,NA,2,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250",87238,11,294,"zag","6",3.3,5.77,-0.4,3.9,4,NA,"guillermo-santos","Guillermo Santos","G. Santos","Guillermo Gabriel de los Santos Viana - Daniel","https://s.glbimg.com/es/sde/f/2022/02/23/e40fd20b4f4e43234a7d5ac7d2107fc6_FORMATO.png","Coritiba",NA,2,4,3,2,1,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",88427,11,286,"mei","6",-0.2,2.68,-0.05,-0.4,3,NA,"marlon","Marlon","Marlon","Marlon Adriano Prezotti","https://s.glbimg.com/es/sde/f/2022/03/27/52ccdcb0c3400c65e20b83b56e0a5800_FORMATO.png","Juventude",NA,1,1,1,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252",70171,11,263,"lat","6",0,6,0,0,0,NA,"rafael","Rafael","Rafael","Rafael Pereira da Silva","https://s.glbimg.com/es/sde/f/2022/02/21/505b1bf76a770e85404c4bca2e727eee_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",105584,11,264,"lat","7",5.2,15.49,-1.23,7.67,8,NA,"lucas-piton","Lucas Piton","L. Piton","Lucas Piton Crivellaro","https://s.glbimg.com/es/sde/f/2022/04/27/5e2400e83a9c023428b3f8687c5f4a48_FORMATO.png","Corinthians",3,1,22,11,NA,1,2,56,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"254",104530,11,294,"ata","7",2.8,14.84,-0.6,7.36,10,NA,"igor-paixao","Igor Paixão","I. Paixão","Igor Guilherme Barbosa da Paixão","https://s.glbimg.com/es/sde/f/2022/02/23/65a987228916ce13345ffe12d4846cff_FORMATO.png","Coritiba",2,2,12,2,8,12,25,69,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA
"255",104153,11,264,"mei","6",0,2,0,0,0,NA,"ruan","Ruan","Ruan","Ruan de Oliveira Ferreira","https://s.glbimg.com/es/sde/f/2022/04/27/9feb1a957a8cefce9300a34e82a63694_FORMATO.png","Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256",73318,11,263,"lat","7",0.3,5.97,0.01,3.04,11,NA,"daniel-borges","Daniel Borges","D. Borges","Daniel Fortunato Borges","https://s.glbimg.com/es/sde/f/2022/02/21/ce4af8aee58d0eef52f479ced5508ab5_FORMATO.png","Botafogo",2,1,15,6,2,2,9,132,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
"257",107179,11,264,"gol","6",0,2.53,0,0.5,2,NA,"matheus-donelli","Matheus Donelli","M. Donelli","Matheus Planelles Donelli","https://s.glbimg.com/es/sde/f/2022/04/27/4cbb74ff0b19a6f8303402150bc41a62_FORMATO.png","Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA
"258",109389,11,264,"zag","7",6.3,8.22,0.53,5.29,9,NA,"raul-gustavo","Raul Gustavo","R. Gustavo","Raul Gustavo Pereira Bicalho","https://s.glbimg.com/es/sde/f/2022/04/27/2ec2dcd4fbfa5f682f9e2f993c93e57a_FORMATO.png","Corinthians",NA,1,16,4,NA,2,12,51,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"259",98306,11,294,"mei","7",0,3.76,0,2.3,7,NA,"val","Val","Val","Valdemir de Oliveira Soares","https://s.glbimg.com/es/sde/f/2022/02/23/55b00d4d936fd275a647c473479fa8d6_FORMATO.png","Coritiba",1,2,8,5,2,4,5,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260",101254,11,294,"ata","7",-0.8,8.31,-2.18,3.53,10,NA,"alef-manga","Alef Manga","A. Manga","Alef Mangueira Severino Pereira","https://s.glbimg.com/es/sde/f/2022/02/23/2f591fe9297201b345f8815815be56ef_FORMATO.png","Coritiba",1,4,12,13,4,9,3,52,NA,NA,NA,NA,NA,2,5,NA,NA,NA,NA,NA
"261",90846,11,263,"zag","6",0,4,0,0,0,NA,"klaus","Klaus","Klaus","Willian Klaus","https://s.glbimg.com/es/sde/f/2022/02/21/285efd56a8da13cc59106ef7fcce7c51_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262",89224,11,263,"mei","6",0,2.41,0,0.9,1,NA,"barreto","Barreto","Barreto","Gustavo Bonatto Barreto","https://s.glbimg.com/es/sde/f/2022/02/21/4f55cd58dba618d9c58695edc5507fcc_FORMATO.png","Botafogo",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263",78856,11,1371,"mei","6",1.9,2.76,0.07,1.17,8,NA,"marcao-silva","Marcão Silva","M. Silva","Marcos Antônio Almeida Silva","https://s.glbimg.com/es/sde/f/2022/02/23/1137efd5de0473f1c88c49348353a899_FORMATO.png","Cuiabá",NA,NA,7,9,3,1,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",89285,11,290,"mei","7",2.8,3.67,0.24,1.56,9,NA,"matheus-sales","Matheus Sales","M. Sales","Matheus de Sales Cabral","https://s.glbimg.com/es/sde/f/2022/04/13/4c8702a05eb20f2e973e719c61d29092_FORMATO.png","Goiás",NA,2,13,12,2,2,4,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265",90540,11,263,"ata","6",0,7.91,0,2.42,9,NA,"diego-goncalves","Diego Gonçalves","D. Gonçalves","Diego Gonçalves","https://s.glbimg.com/es/sde/f/2022/02/21/9f275ce14e02c8b8be4c38953dda7e07_FORMATO.png","Botafogo",NA,1,5,8,3,3,5,51,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA
"266",101484,11,294,"mei","3",-2.8,1.74,-0.79,0.8,6,NA,"thonny-anderson","Thonny Anderson","T. Anderson","Thonny Anderson da Silva Carvalho","https://s.glbimg.com/es/sde/f/2022/02/23/aeb4c66a481ba3a88847f5c30bbf5d53_FORMATO.png","Coritiba",NA,NA,8,8,1,2,3,37,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"267",71505,11,1371,"ata","6",0,4.34,0,2.4,5,NA,"jenison","Jenison","Jenison","Jenison de Jesus Brito e Brito","https://s.glbimg.com/es/sde/f/2022/05/21/96cce19edbae5595a19e4f443735196a_FORMATO.png","Cuiabá",NA,NA,2,5,NA,4,3,15,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
"268",85423,11,1371,"mei","7",0,5.67,0,3.41,8,NA,"valdivia","Valdívia","Valdívia","Wanderson Ferreira de Oliveira","https://s.glbimg.com/es/sde/f/2022/02/23/ec8d7f67b026fc679f8ac3b10514eefd_FORMATO.png","Cuiabá",NA,1,8,6,5,3,12,48,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA
"269",90715,11,373,"ata","6",4.1,4.63,-0.28,2.91,8,NA,"luiz-fernando","Luiz Fernando ","L. Fernando","Luiz Fernando Moraes dos Santos","https://s.glbimg.com/es/sde/f/2022/04/15/28e8b65d5222a5debc200d5ed0567fae_FORMATO.png","Atlético-GO",1,NA,7,4,4,6,9,28,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"270",88033,11,1371,"zag","7",0,5.77,0,2.07,8,NA,"alan-empereur","Alan Empereur","A. Empereur","Alan Pereira Empereur","https://s.glbimg.com/es/sde/f/2022/02/22/a78f168b55aeb8d74c3b965a7b4f75d2_FORMATO.png","Cuiabá",NA,2,7,5,NA,NA,10,33,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271",110270,11,264,"mei","2",7.7,10.29,-0.45,5.05,9,NA,"gustavo-mantuan","Gustavo Mantuan","G. Mantuan","Gustavo Mantuan","https://s.glbimg.com/es/sde/f/2022/04/27/2c3ae2702f210eac7385bab6aba01fda_FORMATO.png","Corinthians",1,NA,13,5,3,3,3,48,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA
"272",70451,11,294,"ata","6",0,1,0,0,0,NA,"william-alves","William Alves","W. Alves","William Alves de Oliveira","https://s.glbimg.com/es/sde/f/2022/02/23/63b80e56373c995fe10a56cb06537c0a_FORMATO.png","Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273",50301,11,1371,"mei","6",0.1,8.68,-0.69,2.69,7,NA,"everton","Everton","Everton","Everton Cardoso da Silva","https://s.glbimg.com/es/sde/f/2022/02/23/c60eafc88d521475a07c8848255be68a_FORMATO.png","Cuiabá",NA,2,9,12,NA,3,13,32,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
"274",92146,11,1371,"ata","6",1.4,3.07,0.19,0.83,7,NA,"andre-luis","André Luís","A. Luís","Andre Luis da Costa Alfredo","https://s.glbimg.com/es/sde/f/2022/02/23/4ba86feb09facb90b3a01b1712c3c8f5_FORMATO.png","Cuiabá",NA,2,4,7,NA,1,11,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275",72951,11,285,"zag","7",2.2,6.98,0.31,3.34,9,NA,"mercado","Mercado","Mercado","Gabriel Iván Mercado","https://s.glbimg.com/es/sde/f/2022/04/02/a0ef6aa6bdbb6858462fa294d19eb211_FORMATO.png","Internacional",NA,3,14,7,1,1,5,21,3,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA
"276",97321,11,1371,"ata","7",0,4.85,0,3.29,7,NA,"alesson","Alesson","Alesson","Alesson dos Santos Batista","https://s.glbimg.com/es/sde/f/2022/02/23/712ddec1e1d5a64377efd6d330d2a984_FORMATO.png","Cuiabá",NA,3,10,7,1,6,3,24,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"277",60852,11,1371,"lat","7",-0.6,3.89,-0.56,1.77,8,NA,"uendel","Uendel","Uendel","Uendel Pereira Gonçalves","https://s.glbimg.com/es/sde/f/2022/02/23/80aa17d4669a6357c0620eb0988e839e_FORMATO.png","Cuiabá",1,NA,9,6,NA,2,2,74,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278",78867,11,1371,"mei","6",2,3.11,0.29,0.48,5,NA,"rafael-gava","Rafael Gava","R. Gava","Rafael Gustavo Meneghel Gava","https://s.glbimg.com/es/sde/f/2022/02/23/16687c4ddc3ae72291f2729ad61ed092_FORMATO.png","Cuiabá",NA,1,5,2,3,1,2,43,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA
"279",38909,11,262,"mei","6",0,3.14,-0.88,1.33,3,NA,"diego","Diego","Diego","Diego Ribas da Cunha","https://s.glbimg.com/es/sde/f/2022/04/25/a4a5d6ac853b270c7af13df3bcc44ee5_FORMATO.png","Flamengo",NA,NA,2,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280",101573,11,1371,"mei","7",3.4,6.19,-0.07,3.33,10,NA,"pepe","Pepê","Pepê","João Pedro Vilardi Pinto","https://s.glbimg.com/es/sde/f/2022/02/23/f7d3a51faa57213871975b0e01258892_FORMATO.png","Cuiabá",NA,NA,27,18,2,2,16,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281",101054,11,1371,"ata","7",1.5,2.87,0.1,0.73,10,NA,"felipe-marques","Felipe Marques","F. Marques","Felipe Marques da Silva","https://s.glbimg.com/es/sde/f/2022/02/23/a6d728d21e5ecaec684045ba4d68975c_FORMATO.png","Cuiabá",NA,1,4,4,1,2,8,31,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA
"282",102292,11,1371,"ata","6",0,5.82,0,3.67,6,NA,"marquinhos","Marquinhos","Marquinhos","Marcos Vinícius Sousa Natividade","https://s.glbimg.com/es/sde/f/2022/02/23/d01325a4162f7cf8ab6ded0b51a5c48c_FORMATO.png","Cuiabá",1,NA,12,3,NA,1,10,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283",78248,11,262,"zag","6",0,4.38,0,0,1,NA,"gustavo-henrique","Gustavo Henrique","G. Henrique","Gustavo Henrique Vernes","https://s.glbimg.com/es/sde/f/2022/04/25/2083e04ca82b626154c40bfdfe287d1d_FORMATO.png","Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284",107555,11,294,"lat","7",-0.6,2.91,-0.61,2,8,NA,"guilherme-biro","Guilherme Biro","G. Biro","Guilherme da Trindade Dubas","https://s.glbimg.com/es/sde/f/2022/02/23/7b5275230124120d9a766bb8519cf1c9_FORMATO.png","Coritiba",NA,2,15,7,NA,NA,3,44,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285",111204,11,294,"zag","6",0,2.74,0,5.8,1,NA,"marcio-silva","Marcio Silva","M. Silva","Marcio Gleyson Leite da Silva","https://s.glbimg.com/es/sde/f/2022/02/23/0c18ff9c752df4675973a030dcc63c55_FORMATO.png","Coritiba",NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286",115830,11,1371,"zag","6",0,3,0,0,0,NA,"juan-ojeda","Juan Ojeda","J. Ojeda","Juan Miguel Ojeda Gauto","https://s.glbimg.com/es/sde/f/2022/02/23/329e0ce48997a983d07303483e540281_FORMATO.png","Cuiabá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287",104519,11,1371,"mei","7",1.9,3.39,0.15,2,3,NA,"camilo","Camilo","Camilo","Camilo Reijers de Oliveira","https://s.glbimg.com/es/sde/f/2022/02/23/960b7b2641de9da54e54550f285f7f85_FORMATO.png","Cuiabá",NA,NA,6,4,NA,NA,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288",113010,11,1371,"mei","6",0,2,0,0,0,NA,"osorio","Osorio","Osorio","Kelvin David Osorio Antury","https://s.glbimg.com/es/sde/f/2022/02/23/e978cacf512124a39a2efe2b6b5d8164_FORMATO.png","Cuiabá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289",51772,11,262,"mei","7",0.9,7.78,-0.04,4.13,10,NA,"everton-ribeiro","Everton Ribeiro","E. Ribeiro","Everton Augusto de Barros Ribeiro","https://s.glbimg.com/es/sde/f/2022/04/25/e994fa1ddcbf61530f2598311908c471_FORMATO.png","Flamengo",NA,NA,16,10,4,3,29,75,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA
"290",107554,11,294,"lat","7",1.1,3.12,0.04,1,3,NA,"natanael","Natanael","Natanael","Natanael Moreira Milouski","https://s.glbimg.com/es/sde/f/2022/02/23/d16a948e2d2950b3b56d30d6433483a7_FORMATO.png","Coritiba",NA,NA,3,NA,NA,NA,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291",99236,11,294,"mei","6",0,2.2,0,0,1,NA,"pablo-garcia","Pablo García","P. García","Pablo Javier García Lafluf","https://s.glbimg.com/es/sde/f/2022/02/23/56af95dcedcbf6410efc1e0d9432d9a2_FORMATO.png","Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292",91639,11,1371,"lat","6",0,5.04,0,1.73,3,NA,"igor-carius","Igor Cariús","I. Cariús","Igor Aquino da Silva","https://s.glbimg.com/es/sde/f/2022/02/23/fa3ebd08b3835164b2532b908f71ccfe_FORMATO.png","Cuiabá",NA,1,3,5,NA,NA,2,19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293",78435,11,262,"ata","6",0,5.35,0,1.47,3,NA,"vitinho","Vitinho","Vitinho","Victor Vinícius Coelho dos Santos","https://s.glbimg.com/es/sde/f/2022/04/25/5998e5e1d43764fd385233be9e4edef5_FORMATO.png","Flamengo",NA,NA,3,4,2,1,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294",69345,11,262,"lat","6",0,4.33,0,1.04,5,NA,"isla","Isla","Isla","Mauricio Aníbal Isla Isla","https://s.glbimg.com/es/sde/f/2022/04/25/e2c0e2f10ef5fd6a8eb0c8cc0cd509d7_FORMATO.png","Flamengo",NA,NA,1,2,NA,NA,NA,24,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"295",38509,11,262,"gol","7",-2,6.18,-2.82,-2,1,NA,"diego-alves","Diego Alves","D. Alves","Diego Alves Carreira","https://s.glbimg.com/es/sde/f/2022/03/03/ebf5983aad74aded51b2bdca5bed278f_FORMATO.png","Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
"296",51413,11,1371,"gol","7",3,12.43,-1.15,4.88,9,NA,"walter","Walter","Walter","Walter Leandro Capeloza Artune","https://s.glbimg.com/es/sde/f/2021/05/28/50f29a94dff6b578111f33d689953f3c_FORMATO.png","Cuiabá",NA,NA,2,NA,NA,NA,1,NA,2,NA,42,11,NA,NA,NA,NA,NA,NA,NA,NA
"297",52827,11,262,"zag","7",0.8,4.52,0.07,0.77,7,NA,"david-luiz","David Luiz","D. Luiz","David Luiz Moreira Marinho","https://s.glbimg.com/es/sde/f/2022/04/25/b04aadac11e76e4bd69df5b191e13d3c_FORMATO.png","Flamengo",NA,3,9,13,2,2,1,29,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"298",69010,11,1371,"gol","6",0,3.36,0,2,1,NA,"joao-carlos","João Carlos","J. Carlos","João Carlos Heidemann","https://s.glbimg.com/es/sde/f/2021/05/28/9d5caf065f11413aa6bf28e1d6b8acf8_FORMATO.png","Cuiabá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA
"299",38588,11,1371,"ata","5",-0.3,3.97,-0.72,1.93,6,NA,"elton","Elton","Elton","Elton Rodrigues Brandão","https://s.glbimg.com/es/sde/f/2022/02/23/04785c869069f264ccf01098f0707f30_FORMATO.png","Cuiabá",NA,1,1,6,1,NA,5,13,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA
"300",111682,11,264,"mei","6",14.2,9.53,2.45,5.7,7,NA,"adson","Adson","Adson","Adson Ferreira Soares","https://s.glbimg.com/es/sde/f/2022/04/27/cbe4b4882cf981a4fee80eeb935042c8_FORMATO.png","Corinthians",NA,NA,19,5,1,3,4,30,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"301",78445,11,285,"lat","7",0.8,6.91,-0.22,4.31,9,NA,"rene","Renê","Renê","Renê Rodrigues Martins","https://s.glbimg.com/es/sde/f/2022/04/12/89131124e240b53f50f1fe351ceb880d_FORMATO.png","Internacional",NA,NA,25,7,NA,NA,9,76,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302",103347,11,294,"lat","6",0,10.27,0,5.56,8,NA,"matheus-alexandre","Matheus Alexandre","M. Alexandre","Matheus Alexandre Anastácio de Souza","https://s.glbimg.com/es/sde/f/2022/02/23/f37a5a9aa16b6e174f7e05e22b7a1b62_FORMATO.png","Coritiba",NA,1,29,8,NA,NA,2,29,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303",38162,11,266,"ata","6",0,4.53,0,0.5,4,NA,"fred","Fred","Fred","Frederico Chaves Guedes","https://s.glbimg.com/es/sde/f/2022/04/20/9685a046f69fb11824832142e8c5f364_FORMATO.png","Fluminense",NA,1,NA,1,1,NA,NA,9,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"304",73800,11,262,"zag","7",1.2,6.27,-0.38,2.47,6,NA,"rodrigo-caio","Rodrigo Caio","R. Caio","Rodrigo Caio Coquette Russo","https://s.glbimg.com/es/sde/f/2022/04/25/bdac1c0e302bfdde7669d77948814e95_FORMATO.png","Flamengo",NA,NA,7,2,1,NA,3,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305",73992,11,262,"lat","6",0,3.4,0,1.05,2,NA,"rodinei","Rodinei","Rodinei","Rodinei Marcelo de Almeida","https://s.glbimg.com/es/sde/f/2022/04/25/bced6ea22dafe56d6176080482dfe8d8_FORMATO.png","Flamengo",NA,NA,4,NA,1,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"306",61033,11,1371,"mei","6",-0.1,5.92,-0.47,2.11,10,NA,"rodriguinho","Rodriguinho","Rodriguinho","Rodrigo Eduardo Costa Marinho","https://s.glbimg.com/es/sde/f/2022/02/23/da202da4fb23bc636936f60651108982_FORMATO.png","Cuiabá",NA,NA,2,1,3,6,10,22,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA
