"","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.minimo_para_valorizar","atletas.slug","atletas.apelido","atletas.apelido_abreviado","atletas.nome","atletas.foto","atletas.clube.id.full.name","A","CA","DS","FC","FD","FF","FS","PI","SG","PC","DE","GS","FT","G","I","PP","CV","GC","PS","DP"
"568",94931,11,263,"mei","7",0,3.91,0,2.27,7,NA,"lucas-fernandes","Lucas Fernandes","L. Fernandes","Lucas Fernandes da Silva","https://s.glbimg.com/es/sde/f/2022/04/14/78229f97f56ef7eb329c2706eca4f38a_FORMATO.png","Botafogo",1,1,8,6,2,4,5,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569",69165,11,262,"zag","6",0,6.74,0,2.88,5,NA,"pablo","Pablo","Pablo","Pablo Nascimento Castro","https://s.glbimg.com/es/sde/f/2022/04/25/71280a4dfbfab7898164a7269b1a357e_FORMATO.png","Flamengo",NA,3,10,7,1,NA,NA,16,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA
"570",111402,11,314,"mei","6",0,1.42,0,-0.1,1,NA,"vitinho","Vitinho","Vitinho","Victor Júlio Alves de Paula","https://s.glbimg.com/es/sde/f/2022/04/14/a3b3acd682ad4df74865ef90e9e309f1_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571",105845,11,264,"mei","6",0,1,0,0,0,NA,"matheus-araujo","Matheus Araújo","M. Araújo","Matheus de Araújo Andrade","https://s.glbimg.com/es/sde/f/2022/04/27/1609ad4f570f05f5c824b78abbb3b610_FORMATO.png","Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572",88312,11,282,"zag","7",-0.4,12.28,-0.86,4.31,10,NA,"junior-alonso","Junior Alonso","J. Alonso","Junior Osmar Ignacio Alonso Mujica","https://s.glbimg.com/es/sde/f/2021/05/02/032f0f12e9d3ede51e80e7fe49b836da_FORMATO.png","Atlético-MG",2,NA,11,4,NA,4,1,57,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"573",71227,11,277,"zag","6",0.9,12.4,-0.39,4.11,10,NA,"maicon","Maicon","Maicon","Maicon Pereira Roque","https://s.glbimg.com/es/sde/f/2022/03/14/d137592918a80391170a5d4fdc021480_FORMATO.png","Santos",1,NA,16,2,3,3,4,55,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574",111173,11,327,"lat","6",0,1,0,0,0,NA,"carlos-junio","Carlos Junio","C. Junio","Carlos Junio Rodrigues do Carmo","https://s.glbimg.com/es/sde/f/2022/02/25/c4829e0c9e8fc25760e95add75c4a14e_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575",108741,11,290,"ata","6",-0.3,0.78,-0.7,1,5,NA,"renato-junior","Renato Junior","R. Junior","Renato Barbosa dos Santos Junior","https://s.glbimg.com/es/sde/f/2022/04/05/aaad5989249282ee07375a4f7b9bf1da_FORMATO.png","Goiás",1,1,1,4,1,NA,1,6,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"576",115806,11,314,"ata","6",0,1.22,0,0.89,8,NA,"dentinho","Dentinho","Dentinho","Lucas Batista Félix","https://s.glbimg.com/es/sde/f/2022/04/06/6387892e2b5f72962c08bb7ea920a712_FORMATO.png","Avaí",NA,4,5,5,2,NA,9,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"577",115998,11,327,"ata","6",0,1,0,0,0,NA,"adyson","Adyson","Adyson","Adyson do Nascimento Soares","https://s.glbimg.com/es/sde/f/2022/02/25/816e31c3a9501bc4cafc2ef28de0e625_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578",80129,11,286,"mei","6",9.3,9.45,0.53,4.06,10,NA,"jadson","Jadson","Jadson","Jadson Alves dos Santos","https://s.glbimg.com/es/sde/f/2022/03/03/f6f0935d45f36314cddff53717eee8de_FORMATO.png","Juventude",NA,3,30,20,2,2,18,73,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
"579",117459,11,264,"lat","6",0,1,0,0,0,NA,"leo-mana","Léo Maná","L. Maná","Leonardo Mana Hernandes","https://s.glbimg.com/es/sde/f/2022/05/18/3926c2d0d0b122aa38fb49f5fd9cfca7_FORMATO.png","Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580",115563,11,327,"mei","6",0,1.01,0,1.05,4,NA,"rodriguinho","Rodriguinho","Rodriguinho","Rodrigo Henrique Santos de Souza","https://s.glbimg.com/es/sde/f/2022/02/24/cbc12bdc877ddabea0be444ea145a8d6_FORMATO.png","América-MG",NA,2,5,5,NA,1,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581",88225,11,1371,"lat","6",0,2.29,0,-0.85,2,NA,"daniel-guedes","Daniel Guedes ","D. Guedes","Daniel Guedes da Silva","https://s.glbimg.com/es/sde/f/2022/04/21/eb1d1f53750f2ecb8c48b5caa3985a22_FORMATO.png","Cuiabá",NA,1,2,4,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582",112060,11,354,"ata","6",0,0.75,0,0.4,2,NA,"joao-victor","João Victor","J. Victor","João Victor Vieira Ferreira Sousa","https://s.glbimg.com/es/sde/f/2021/05/24/c908392c2c080c709d4f8f7016d8bdbc_FORMATO.png","Ceará",NA,NA,NA,1,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583",118093,11,276,"mei","6",0,1,0,0,0,NA,"leo-silva","Léo Silva","L. Silva","Leonardo de Almeida Silva","https://s.glbimg.com/es/sde/f/2022/05/03/dba51c520a148f72bdbcec428b7cb580_FORMATO.png","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584",115562,11,327,"lat","6",-0.2,0.73,0,-1.2,2,NA,"arthur","Arthur","Arthur","Arthur Augusto de Matos Soares","https://s.glbimg.com/es/sde/f/2022/02/25/c6817b08df85a9bc6e6454cad217aaf5_FORMATO.png","América-MG",NA,1,NA,4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585",109246,11,327,"ata","6",0,0.73,0,-0.2,2,NA,"kawe","Kawê","Kawê","Kawê Ferreira Godoy Viana","https://s.glbimg.com/es/sde/f/2022/02/25/efdddc1fdc3efbb2f4b53cd0d9db2f60_FORMATO.png","América-MG",NA,NA,NA,2,NA,NA,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"586",117909,11,264,"ata","6",0,1,0,0,0,NA,"wesley","Wesley","Wesley","Wesley Gassova Ribeiro Teixeira","https://s.glbimg.com/es/sde/f/2022/04/19/e9c12ff02569765cb5c876412fae8bb8_FORMATO.png","Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587",115404,11,277,"ata","6",12.6,4.94,2.32,3.97,6,NA,"rwan","Rwan","Rwan","Rwan Philipe Rodrigues de Souza Cruz","https://s.glbimg.com/es/sde/f/2022/03/03/87ee12224aa1dccc15149c42181e9432_FORMATO.png","Santos",NA,NA,2,6,3,NA,4,12,NA,NA,NA,NA,1,2,2,NA,NA,NA,NA,NA
"588",43618,11,293,"tec","7",5.55,8.38,0.36,4.66,6,NA,"luiz-felipe-scolari","Luiz Felipe Scolari","L. Scolari","Luiz Felipe Scolari","https://s.glbimg.com/es/sde/f/2021/07/09/e29b4de70c7cc0b46eb86661058d026f_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589",115239,11,262,"lat","6",0,1,0,0,0,NA,"wesley","Wesley","Wesley","Wesley Vinícius França Lima","https://s.glbimg.com/es/sde/f/2021/12/05/8fcf55ad052505872e3e5e1a9a855e72_FORMATO.png","Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590",111546,11,354,"mei","6",0,2,0,0,0,NA,"david","David","David","Antônio David Souza Araújo","https://s.glbimg.com/es/sde/f/2022/05/05/225815574b0c19408aa5038fe14b8eaa_FORMATO.png","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591",105844,11,264,"zag","6",0,1,0,0,0,NA,"belezi","Belezi","Belezi","Lucas Belezi Barbosa","https://s.glbimg.com/es/sde/f/2022/04/27/1403485e99847596de3480809a06ce45_FORMATO.png","Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592",117910,11,264,"mei","6",0,1,0,0,0,NA,"breno-bidon","Breno Bidon","B. Bidon","Breno de Souza Bidon","https://s.glbimg.com/es/sde/f/2022/04/19/5aab366dff88f381cc1af3b3ace6419b_FORMATO.png","Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593",117870,11,285,"mei","6",0,0.7,0,-0.6,1,NA,"estevao","Estevão","Estevão","Estevão Barreto de Oliveira","https://s.glbimg.com/es/sde/f/2022/04/19/9dbe5edaeb65550ab441717b0e0e3349_FORMATO.png","Internacional",NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594",104580,11,277,"mei","6",1.5,3.33,0.1,2.6,8,NA,"sandry","Sandry","Sandry","Sandry Roberto Santos Goes","https://s.glbimg.com/es/sde/f/2022/03/03/2b65aba4173c2f016fab56b5a734187e_FORMATO.png","Santos",1,NA,13,3,NA,2,5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595",98289,11,373,"ata","6",2.2,4.31,0.28,1.77,11,NA,"churin","Churín","Churín","Diego Churín Puyo","https://s.glbimg.com/es/sde/f/2022/04/07/9a194b1a94b42ab9128ae5de58f877b1_FORMATO.png","Atlético-GO",NA,1,5,7,2,6,10,33,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA
"596",117199,11,286,"zag","6",0,1,0,0,0,NA,"lucas-ramires","Lucas Ramires","L. Ramires","Lucas Pereira Ramires Constante","https://s.glbimg.com/es/sde/f/2022/03/03/eb8c8371f6fca1507410ac29d7eec0b6_FORMATO.png","Juventude",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597",97900,11,285,"zag","7",0.9,4.47,0.2,2.13,7,NA,"vitao","Vitão","Vitão","Vitor Eduardo da Silva Matos","https://s.glbimg.com/es/sde/f/2022/04/07/01775b31d2f7befdabaf91e9ab272edd_FORMATO.png","Internacional",NA,NA,5,4,NA,NA,NA,29,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"598",107261,11,290,"mei","6",0,1,0,0,0,NA,"nathan","Nathan","Nathan","Nathan Melo Silva","https://s.glbimg.com/es/sde/f/2022/03/10/50411ee026dcc53c8cc70aefd1df156d_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599",37281,11,285,"tec","7",5.54,8.49,0.56,4.59,9,NA,"mano-menezes","Mano Menezes","M. Menezes","Luis Antônio Venker de Menezes","https://s.glbimg.com/es/sde/f/2022/04/20/e2710d5e2f652b8154c927ba13d68369_FORMATO.png","Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600",105547,11,1371,"mei","6",0,1,0,0,0,NA,"rikelme","Rikelme","Rikelme","Rikelme Hernandes Amorim Rocha","https://s.glbimg.com/es/sde/f/2021/05/28/a067031810b555578d08ab063cd3701e_FORMATO.png","Cuiabá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601",110605,11,277,"mei","6",0,4,0,0,0,NA,"vinicius-balieiro","Vinícius Balieiro","V. Balieiro","Vinícius Balieiro Lourenço de Carvalho","https://s.glbimg.com/es/sde/f/2022/03/03/d8455afbc745b2638a289c64ff3b1231_FORMATO.png","Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602",115227,11,276,"ata","6",0,1,0,0,0,NA,"caio","Caio","Caio","Caio Matheus da Silva","https://s.glbimg.com/es/sde/f/2022/04/06/c624743dce9149ef9c0122f7eabd3337_FORMATO.png","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603",115141,11,275,"zag","6",0,1,0,0,0,NA,"lucas-freitas","Lucas Freitas","L. Freitas","Lucas de Freitas Molarinho Chagas","https://s.glbimg.com/es/sde/f/2021/12/06/797727bd3d9bc6b460f6d82cc1125d61_FORMATO.png","Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604",107255,11,290,"mei","6",0,1,0,0,0,NA,"lincon","Lincon","Lincon","Harley D'Lincon Ribeiro da Rocha","https://s.glbimg.com/es/sde/f/2022/03/02/1f4801e8181121bafd820a42498a1f47_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605",108274,11,354,"zag","6",0,2,0,0,0,NA,"david-ricardo","David Ricardo","D. Ricardo","David Ricardo Loiola da Silva","https://s.glbimg.com/es/sde/f/2022/05/05/eca803d743d8a10b46ac4b03ccd6b039_FORMATO.png","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606",106219,11,293,"mei","6",0,1,0,0,0,NA,"kawan","Kawan","Kawan","Kawan Gabriel da Silva","https://s.glbimg.com/es/sde/f/2022/02/21/f32be788b285e944b21d286da2e5b28d_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607",115061,11,285,"lat","6",0,1,0,0,0,NA,"thauan-lara","Thauan Lara","T. Lara","Thauan Lara dos Santos","https://s.glbimg.com/es/sde/f/2022/04/02/5d726b8f94648d84abb8f41592046ce6_FORMATO.png","Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608",70323,11,373,"tec","7",6.37,8.23,0.76,4.64,5,NA,"jorginho","Jorginho","Jorginho","Jorge Amorim de Oliveira Campos","https://s.glbimg.com/es/sde/f/2021/04/27/ed89bb6662d329721f0b34029b57a978_FORMATO.png","Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609",118131,11,282,"lat","6",0,1,0,0,0,NA,"carlos-daniel","Carlos Daniel","C. Daniel","Carlos Daniel de Medeiros Silva","https://s.glbimg.com/es/sde/f/2022/05/07/8bdcd4fd3838516c933cbda545c50fb0_FORMATO.png","Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610",116192,11,354,"ata","6",0,2,0,0,0,NA,"pedro-igor","Pedro Igor ","P. Igor","Pedro Igor de Souza Carneiro Martins","https://s.glbimg.com/es/sde/f/2022/04/30/1918ff24fba4db581fc0c8eb04e60090_FORMATO.png","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611",115248,11,275,"mei","6",0,1,0,0,0,NA,"jhonatan","Jhonatan","Jhonatan","Jhonatan dos Santos Rosa","https://s.glbimg.com/es/sde/f/2022/02/21/f581287c6b927db9eda0862d313afcf5_FORMATO.png","Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612",115791,11,286,"mei","6",0,1.4,0,-0.2,1,NA,"gabriel-tota","Gabriel Tota","G. Tota","Gabriel Ferreira Neris","https://s.glbimg.com/es/sde/f/2022/03/03/092de08c75d428ac15be8a46a64c60f2_FORMATO.png","Juventude",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613",115272,11,373,"mei","6",0,1,0,0,0,NA,"isaac","Isaac","Isaac","Isaac Souza Valença","https://s.glbimg.com/es/sde/f/2022/03/03/6f52ecb0f50d779aa6d3a2dedf8c2332_FORMATO.png","Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614",117849,11,264,"ata","6",0,1.76,0,1.25,2,NA,"giovane","Giovane","Giovane","Giovane Santana do Nascimento","https://s.glbimg.com/es/sde/f/2022/04/10/9eb2577dedd89c266c2eeaf15cdf800a_FORMATO.png","Corinthians",NA,NA,1,3,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615",91856,11,373,"lat","7",5.3,5.01,0.51,3.79,8,NA,"hayner","Hayner","Hayner","Hayner Willian Monjardim Cordeiro","https://s.glbimg.com/es/sde/f/2022/04/07/f21175e4f1cb1c9ccf3df6db10da1c56_FORMATO.png","Atlético-GO",2,4,11,11,2,2,13,61,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616",115246,11,275,"mei","6",0,0.73,0,-0.5,2,NA,"naves","Naves","Naves","Kaiky Marques Naves","https://s.glbimg.com/es/sde/f/2022/04/06/c9e4adc1f61472c24308d45dc3778f10_FORMATO.png","Palmeiras",NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617",82634,11,314,"mei","7",-0.3,2.53,-0.49,0.1,2,NA,"matheus-galdezani","Matheus Galdezani","M. Galdezani","Matheus Galdezani","https://s.glbimg.com/es/sde/f/2022/04/29/b9fda8f5bfa19e70a34683a735a20171_FORMATO.png","Avaí",NA,2,3,4,NA,1,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618",78580,11,1371,"ata","6",1.8,2.47,0.22,0,4,NA,"jonathan-cafu","Jonathan Cafu","J. Cafu","Jonathan Renato Barbosa","https://s.glbimg.com/es/sde/f/2021/05/28/3c667df8f70bf19082f021fa20403c6c_FORMATO.png","Cuiabá",NA,NA,4,5,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"619",117966,11,293,"zag","6",0,1,0,0,0,NA,"leo-dourado","Léo Dourado","L. Dourado","Leonardo Estigarribia Ferreira","https://s.glbimg.com/es/sde/f/2022/04/20/65e5a2ee973bf4eab96f17afb6454113_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620",91888,11,314,"lat","7",15.5,7.73,2.51,3.55,11,NA,"kevin","Kevin ","Kevin ","Kevin Peterson dos Santos Silva","https://s.glbimg.com/es/sde/f/2022/04/07/32ffdd8867e2421dccfe5b1574d47bd4_FORMATO.png","Avaí",1,1,21,10,1,3,4,157,3,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
"621",87262,11,277,"mei","6",0,4.23,0,1.23,4,NA,"willian-maranhao","Willian Maranhão","W. Maranhão","Willian Marlon Ferreira Moraes","https://s.glbimg.com/es/sde/f/2022/03/25/593ee3a7e1faac36e8519aa86b2922e9_FORMATO.png","Santos",NA,NA,5,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"622",115269,11,373,"ata","6",0,1,0,0,0,NA,"jean","Jean","Jean","Jean Carlos Albino Bonora","https://s.glbimg.com/es/sde/f/2022/03/03/3b51db8f65383d2dcdd685c69f8c82a1_FORMATO.png","Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623",111491,11,294,"mei","6",0,1,0,0,0,NA,"biel","Biel","Biel","Luiz Gabriel de Oliveira Fonseca","https://s.glbimg.com/es/sde/f/2022/02/23/5b82464e99f850761874b4e2c46b1b14_FORMATO.png","Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624",107645,11,277,"tec","6",3.09,10.17,-0.14,4.45,11,NA,"fabian-bustos","Fabián Bustos","F. Bustos","Fabián Daniel Bustos","https://s.glbimg.com/es/sde/f/2022/03/03/a96235f2bb25a5f65aae085d91ee43d4_FORMATO.png","Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625",116034,11,262,"mei","6",0,2,0,0,0,NA,"victor-hugo","Victor Hugo","V. Hugo","Victor Hugo Gomes Silva","https://s.glbimg.com/es/sde/f/2022/04/27/fe19307b5221c38cbe407f4f65e38e0b_FORMATO.png","Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626",107265,11,290,"mei","6",0,1,0,0,0,NA,"pedro-bahia","Pedro Bahia","P. Bahia","Pedro Henrique Pereira Viana","https://s.glbimg.com/es/sde/f/2022/03/02/5742a59ec2b94b8742b87e36f832a7d0_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627",107251,11,290,"zag","6",0,1.23,0,1.28,5,NA,"da-silva","Da Silva","D. Silva","João Vitor Vallony da Silva","https://s.glbimg.com/es/sde/f/2022/04/14/725c74c1640e2114b3f019ae16a79a79_FORMATO.png","Goiás",NA,2,3,4,NA,2,1,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628",105934,11,275,"ata","6",0,5,0,0,0,NA,"merentiel","Merentiel","Merentiel","Miguel Ángel Merentiel Serrano","https://s.glbimg.com/es/sde/f/2022/05/18/bed453587c46cff98d1aabd2c607f70c_FORMATO.png","Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629",110465,11,262,"mei","6",0,2,0,0,0,NA,"daniel-cabral","Daniel Cabral","D. Cabral","Daniel Cabral de Oliveira","https://s.glbimg.com/es/sde/f/2021/04/26/a2187a2c57635b43ffbb1a653c278c0c_FORMATO.png","Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630",118304,11,290,"ata","6",0.7,2.14,-0.29,1.7,4,NA,"pedro-junqueira","Pedro Junqueira","P. Junqueira","Pedro Junqueira de Oliveira","https://s.glbimg.com/es/sde/f/2022/05/28/daf47e16b7c4b25b2d36116cb68f3383_FORMATO.png","Goiás",NA,NA,5,1,NA,1,3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631",111578,11,1371,"tec","7",3.67,5.88,-0.46,3.67,1,NA,"antonio-oliveira","António Oliveira","A. Oliveira","António José Cardoso de Oliveira","https://s.glbimg.com/es/sde/f/2021/04/27/21a131dcff78d521da3297e98526ce48_FORMATO.png","Cuiabá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632",111689,11,262,"gol","6",0,1,0,0,0,NA,"bruno","Bruno","Bruno","Bruno Guimarães de Souza","https://s.glbimg.com/es/sde/f/2021/04/26/74907e67d0b8f638b82487a83ed9b680_FORMATO.png","Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633",106831,11,276,"ata","6",0,1,0,0,0,NA,"juan","Juan","Juan","Juan Santos da Silva","https://s.glbimg.com/es/sde/f/2022/03/01/b64f8d56aad317fef852cca695190f34_FORMATO.png","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634",102310,11,293,"zag","6",4.6,4.72,0.67,3.9,8,NA,"matheus-felipe","Matheus Felipe","M. Felipe","Matheus Felipe Santos Nascimento","https://s.glbimg.com/es/sde/f/2022/04/20/bbb32c1a415166c6cb106f4cae3b7d67_FORMATO.png","Athlético-PR",NA,1,8,5,2,NA,1,18,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"635",114497,11,290,"lat","5",0,2.41,0,5.8,1,NA,"juan-pablo","Juan Pablo","J. Pablo","Juan Pablo Vilela Tavares","https://s.glbimg.com/es/sde/f/2022/05/13/d5f393c2bc737b4b3cc94a7710bdeaf9_FORMATO.png","Goiás",NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636",108752,11,356,"ata","6",0,3,0,0,0,NA,"david","David","David","David da Hora da Conceição","https://s.glbimg.com/es/sde/f/2022/06/05/292f00b87c5a35650e2c174706c990bc_FORMATO.png","Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637",118092,11,276,"mei","6",0,1,0,0,0,NA,"luiz-henrique","Luiz Henrique","L. Henrique","Luiz Henrique Rosa Roque da Paz","https://s.glbimg.com/es/sde/f/2022/05/03/aebadf5f37c2408be749646adf161f9b_FORMATO.png","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638",101725,11,290,"ata","6",0,0.73,0,0,1,NA,"matheusinho","Matheusinho","Matheusinho","Matheus Santos Soares","https://s.glbimg.com/es/sde/f/2022/04/30/c4508af01cb1a796f08b6846127c31c0_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639",107187,11,293,"zag","6",0,0.66,0,-0.1,1,NA,"joao-vialle","João Vialle","J. Vialle","João Victor Dall'Stella Vialle","https://s.glbimg.com/es/sde/f/2021/04/14/53318535704d9cdcce1de36f70caa614_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640",106830,11,276,"mei","6",0,3.77,0,3.7,1,NA,"talles","Talles","Talles","Talles Macedo Toledo Costa","https://s.glbimg.com/es/sde/f/2022/03/01/46c4e9fd9a32a9e894bd6edc746e403d_FORMATO.png","São Paulo",NA,NA,3,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641",111412,11,314,"zag","7",6.5,5.61,1.37,2.7,10,NA,"arthur-chaves","Arthur Chaves","A. Chaves","Arthur Largura Chaves","https://s.glbimg.com/es/sde/f/2022/02/21/6102697e6547301f26bd68d36caacf40_FORMATO.png","Avaí",NA,3,15,9,1,1,8,33,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
