,atletas.status_id,atletas.minimo_para_valorizar,atletas.nome,atletas.clube.id.full.name,atletas.rodada_id,atletas.jogos_num,atletas.apelido_abreviado,atletas.posicao_id,atletas.apelido,atletas.preco_num,atletas.slug,atletas.foto,atletas.atleta_id,atletas.pontos_num,atletas.clube_id,atletas.variacao_num,atletas.media_num,A,CA,CV,DS,FC,FD,FF,FS,FT,G,I,PC,PI,SG,PP,DE,GS,DP,GC,PS
610,7,-0.63,Isidro Miguel Pitta Saldívar ,Juventude,26,22,Pitta,5,Pitta,3.92,pitta,https://s.glbimg.com/es/sde/f/2022/04/06/d5b98eae02b3de3352cd02c6cc1b5c36_FORMATO.png,108133,-1.4,286,-0.96,2.89,,2.0,,1.0,18.0,13.0,19.0,28.0,3.0,4.0,11.0,,109.0,,1.0,,,,,
611,6,2.18,Lucas Cardoso Moreira,Cuiabá,26,0,L. Cardoso,4,Lucas Cardoso ,2.0,lucas-cardoso,https://s.glbimg.com/es/sde/f/2021/09/04/feab153e5104280ed7ed8cf60b5db070_FORMATO.png,108148,0.0,1371,0.0,0.0,,,,,,,,,,,,,,,,,,,,
612,2,0.79,Gabriel Santos Cordeiro Lacerda,Ceará,26,16,G. Lacerda,3,Gabriel Lacerda,3.33,gabriel-lacerda,https://s.glbimg.com/es/sde/f/2022/02/22/6e64fcfbd8fd5ae5f3a9f615b801c4bd_FORMATO.png,108176,0.5,354,-0.09,1.36,,2.0,,11.0,8.0,,5.0,2.0,,,,1.0,60.0,3.0,,,,,,
613,6,0.76,Gustavo César Mendonça Gravino,América-MG,26,8,Gustavo,4,Gustavo,2.39,gustavo,https://s.glbimg.com/es/sde/f/2022/02/25/0386b196bc9d7576552344192f41a032_FORMATO.png,108201,0.0,327,0.0,1.6,,2.0,,10.0,7.0,1.0,2.0,11.0,,,,,34.0,,,,,,,
614,6,2.18,David Ricardo Loiola da Silva,Ceará,26,0,D. Ricardo,3,David Ricardo,2.0,david-ricardo,https://s.glbimg.com/es/sde/f/2022/05/05/eca803d743d8a10b46ac4b03ccd6b039_FORMATO.png,108274,0.0,354,0.0,0.0,,,,,,,,,,,,,,,,,,,,
615,6,1.3,Jhon Freduar Vásquez Anaya,Ceará,26,8,Vásquez,5,Vásquez,4.13,vasquez,https://s.glbimg.com/es/sde/f/2022/06/30/f684864cd02a7f9f0aa4a50ffa8c9326_FORMATO.png,108279,1.0,354,0.3,1.64,,2.0,,6.0,6.0,4.0,2.0,7.0,1.0,,3.0,,29.0,,,,,,,
616,6,5.64,Matías Galarza Fonda,Coritiba,26,5,Galarza,4,Galarza,4.74,galarza,https://s.glbimg.com/es/sde/f/2022/04/05/aa0e8e944c857702c77135690cfe04d8_FORMATO.png,108528,0.0,294,0.0,3.04,,2.0,,14.0,12.0,,4.0,8.0,,,,,32.0,,,,,,,
617,6,2.18,Guilherme Vicentini Castellani,Corinthians,26,0,Guilherme,1,Guilherme,2.0,guilherme,https://s.glbimg.com/es/sde/f/2022/04/27/d5ba0de6f8281e3ab0325007342997b6_FORMATO.png,108539,0.0,264,0.0,0.0,,,,,,,,,,,,,,,,,,,,
618,6,0.96,Cristhian Yonaiker Rivas Vielma - Cristian,Cuiabá,26,5,Rivas,4,Rivas,2.11,rivas,https://s.glbimg.com/es/sde/f/2022/02/23/1f9a18c6a38ce7b0c86a89f400ac4bb8_FORMATO.png,108659,0.0,1371,0.0,0.86,,2.0,,5.0,3.0,1.0,1.0,,,,,,8.0,,,,,,,
619,6,2.18,Gustavo Maia da Silva,Internacional,26,0,G. Maia,5,Gustavo Maia,2.0,gustavo-maia,https://s.glbimg.com/es/sde/f/2022/04/02/339994547fbada1232b54167a62f60c3_FORMATO.png,108712,0.0,285,0.0,0.0,,,,,,,,,,,,,,,,,,,,
620,6,-0.58,Vitor Benedito Leque da Silva,Juventude,26,2,V. Leque,5,Vitor Leque,1.33,vitor-leque,https://s.glbimg.com/es/sde/f/2022/07/28/45de578f32d6b06aa307c7eb0571f784_FORMATO.png,108714,0.0,286,0.0,-1.0,,,1.0,,2.0,,1.0,3.0,,,1.0,,6.0,,,,,,,
621,6,2.46,Renato Barbosa dos Santos Junior,Goiás,26,12,R. Junior,5,Renato Junior,1.4,renato-junior,https://s.glbimg.com/es/sde/f/2022/04/05/aaad5989249282ee07375a4f7b9bf1da_FORMATO.png,108741,2.8,290,0.08,1.09,1.0,3.0,,8.0,8.0,1.0,2.0,5.0,,,1.0,,14.0,,,,,,,
622,6,4.68,David da Hora da Conceição,Fortaleza,26,0,David,5,David,1.97,david,https://s.glbimg.com/es/sde/f/2022/07/16/c33c9f1a80f322e8e721a8101a44e3e0_FORMATO.png,108752,0.0,356,0.0,-1.0,,1.0,,,,,,,,,,,,,,,,,,
623,6,1.27,Felipe Camargo de Souza,Avaí,26,0,F. Camargo,3,Felipe Camargo,1.0,felipe-camargo,https://s.glbimg.com/es/sde/f/2022/02/21/38fe45f041124b759f8d967ad5af48df_FORMATO.png,108787,0.0,314,0.0,0.0,,,,,,,,,,,,,,,,,,,,
624,7,0.83,João Victor Santos Sá,Botafogo,26,16,V. Sá,5,Victor Sá,7.73,victor-sa,https://s.glbimg.com/es/sde/f/2022/03/26/8c102c9688490530dace27161b1abf3e_FORMATO.png,108946,-0.1,263,-0.88,2.76,,2.0,,27.0,10.0,4.0,4.0,19.0,,1.0,3.0,,85.0,,,,,,,
625,6,1.27,Daniel Sergio Martins,Athlético-PR,26,0,D. Martins,4,Daniel Martins,1.0,daniel-martins,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/08/25/photo_220x220_VUIS7Pm.png,109102,0.0,293,0.0,0.0,,,,,,,,,,,,,,,,,,,,
626,6,2.4,Matheus Nascimento de Paula,Botafogo,26,17,M. Nascimento,5,Matheus Nascimento,3.94,matheus-nascimento,https://s.sde.globo.com/media/person_role/2022/02/21/e418df52ba2f53e2edcd3d07b685533c_FORMATO.png,109114,0.0,263,0.0,0.92,,1.0,,7.0,11.0,5.0,4.0,8.0,,,1.0,,26.0,,,,,,,1.0
627,6,2.18,Vitor Marinho de Oliveira,Botafogo,26,0,V. Marinho,2,Vitor Marinho,2.0,vitor-marinho,https://s.glbimg.com/es/sde/f/2022/02/21/12dac2a5eae75e37ed96b625c3f97430_FORMATO.png,109195,0.0,263,0.0,0.0,,,,,,,,,,,,,,,,,,,,
628,6,0.76,Douglas da Silva Teixeira,Botafogo,26,1,DG,2,DG,0.74,dg,https://s.glbimg.com/es/sde/f/2022/07/15/4de72f5f4587ade71270417865e896e9_FORMATO.png,109199,0.0,263,0.0,-1.4,,1.0,,,,,,1.0,,,,,9.0,,,,,,,
629,6,1.09,Kawê Ferreira Godoy Viana,Bragantino,26,2,Kawê,5,Kawê,0.73,kawe,https://s.glbimg.com/es/sde/f/2022/07/27/6543bbc4803f308d463fdd8b7470fc89_FORMATO.png,109246,0.0,280,0.0,-0.2,,,,,2.0,,,1.0,,,1.0,,2.0,,,,,,,
630,6,1.27,Sammuel Queiroz de Freitas,Fortaleza,26,0,Sammuel,4,Sammuel,1.0,sammuel,https://s.glbimg.com/es/sde/f/2022/05/12/34eebe02442f63e6c4eee4a972018bc8_FORMATO.png,109341,0.0,356,0.0,0.0,,,,,,,,,,,,,,,,,,,,
631,5,12.91,Raul Gustavo Pereira Bicalho,Corinthians,26,15,R. Gustavo,3,Raul Gustavo,10.0,raul-gustavo,https://s.glbimg.com/es/sde/f/2022/04/27/2ec2dcd4fbfa5f682f9e2f993c93e57a_FORMATO.png,109389,0.0,264,0.0,5.47,1.0,1.0,,23.0,10.0,1.0,4.0,15.0,,2.0,,1.0,85.0,7.0,,,,,,
632,6,2.93,Weverson Moreira da Costa,Bragantino,26,1,Weverson,2,Weverson,3.08,weverson,https://s.glbimg.com/es/sde/f/2022/05/05/73de6346549a47db6b8bf37e5f4f06fa_FORMATO.png,109426,0.0,280,0.0,1.0,,,,1.0,,,,,,,,,2.0,,,,,,,
633,6,1.42,Calebe Gonçalves Ferreira da Silva,Atlético-MG,26,8,Calebe,4,Calebe,2.3,calebe,https://s.glbimg.com/es/sde/f/2022/07/15/e69dad49448e6f72e73ce364b1459be9_FORMATO.png,109461,0.0,282,0.0,1.65,,1.0,,8.0,3.0,2.0,,8.0,,,,,9.0,,,,,,,
634,7,9.1,Marcos Leonardo Santos Almeida,Santos,26,22,M. Leonardo,5,Marcos Leonardo,13.58,marcos-leonardo,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/03/03/70c0680cfe4346861b4db5ebeba1fdbd_FORMATO.png,109497,9.4,277,0.9,5.71,1.0,6.0,,7.0,26.0,17.0,26.0,57.0,,8.0,17.0,,60.0,,,,,,,
635,7,0.64,Joaquim Henrique Pereira Silva,Cuiabá,26,14,Joaquim,3,Joaquim,4.64,joaquim,https://s.glbimg.com/es/sde/f/2021/06/04/9af680e828bdcbc3a28ff0dbfc34f2e5_FORMATO.png,109563,0.0,1371,-0.52,5.37,1.0,1.0,,30.0,12.0,2.0,7.0,16.0,,1.0,,,53.0,4.0,,,,,,
636,2,0.34,Matheus Martinelli Lima,Fluminense,26,16,Martinelli,4,Martinelli,3.36,martinelli,https://s.glbimg.com/es/sde/f/2022/04/20/d62bf91da00804290e9991da9ebe56a2_FORMATO.png,109573,-0.1,266,-0.17,0.52,1.0,,,6.0,10.0,3.0,,2.0,,,,,55.0,,,,,,,
637,6,3.08,Davi Machado dos Santos Araújo,Athlético-PR,26,0,D. Araújo,5,Davi Araújo,3.0,davi-araujo,https://s.glbimg.com/es/sde/f/2020/08/29/b9c87f70ecb56043ef451bf7071e086e_FORMATO.png,109626,0.0,293,0.0,0.0,,,,,,,,,,,,,,,,,,,,
638,6,3.16,Gabriel Novaes Fernandes,Bragantino,26,7,G. Novaes,5,Gabriel Novaes,3.55,gabriel-novaes,https://s.glbimg.com/es/sde/f/2022/05/05/f9a266e73e23a467f58f96fac79380bc_FORMATO.png,109639,0.0,280,0.0,1.84,,1.0,,2.0,5.0,2.0,1.0,4.0,,1.0,3.0,,9.0,,,,,,,1.0
639,6,4.31,Hugo Gonçalves Ferreira Neto,Botafogo,26,14,Hugo,2,Hugo,6.1,hugo,https://s.glbimg.com/es/sde/f/2022/02/21/55a04cd7d976a348bbe092c252b13d06_FORMATO.png,109668,0.0,263,0.0,3.46,,2.0,1.0,29.0,14.0,2.0,4.0,11.0,,1.0,,,113.0,3.0,,,,,,
640,6,1.27,Derick Fernando da Silva,Santos,26,0,Derick ,3,Derick ,1.0,derick,https://s.glbimg.com/es/sde/f/2022/03/03/d391d84eadb0b86037667ee4e4a950c6_FORMATO.png,109830,0.0,277,0.0,0.0,,,,,,,,,,,,,,,,,,,,
641,6,3.99,Juan Carlos Díaz Mena,Coritiba,26,0,J. Díaz,4,Juan Díaz,4.0,juan-diaz,https://s.glbimg.com/es/sde/f/2022/08/10/3f0cb79829f9359fe414edd3876f0bbd_FORMATO.png,109967,0.0,294,0.0,0.0,,,,,,,,,,,,,,,,,,,,
642,6,-0.45,Bryan Jahir García Realpe,Athlético-PR,26,5,B. García,4,Bryan García,1.57,bryan-garcia,https://s.glbimg.com/es/sde/f/2022/03/03/de27fadbce4a716ee83274374641cf71_FORMATO.png,110013,0.0,293,0.0,0.28,,1.0,,2.0,3.0,,2.0,2.0,,,,,17.0,,,,,,,
643,6,1.27,João Victor Vaz Lopes Pinto,Botafogo,26,0,Vitinho,5,Vitinho,1.0,vitinho,https://s.glbimg.com/es/sde/f/2022/02/21/06f62207594681a2c0cf91f05c7c0ee9_FORMATO.png,110235,0.0,263,0.0,0.0,,,,,,,,,,,,,,,,,,,,
644,6,1.27,Gabriel Roberto Pereira,Athlético-PR,26,0,G. Pereira,1,Gabriel Pereira,1.0,gabriel-pereira,https://s.glbimg.com/es/sde/f/2022/03/08/7f21f0709f996419a0abebf800f4078d_FORMATO.png,110251,0.0,293,0.0,0.0,,,,,,,,,,,,,,,,,,,,
645,6,1.27,Leonardo Yassir Zabala Ceballos,Santos,26,0,Zabala,3,Zabala,1.0,zabala,https://s.glbimg.com/es/sde/f/2022/07/16/98a84acb922f587144fe391c3ad8548d_FORMATO.png,110264,0.0,277,0.0,0.0,,,,,,,,,,,,,,,,,,,,
646,6,1.53,Ângelo Gabriel Borges Damaceno,Santos,26,14,Ângelo,5,Ângelo,4.74,angelo,https://s.glbimg.com/es/sde/f/2022/03/03/e0ca88eb8ab327b605082617a24e69fc_FORMATO.png,110415,0.0,277,0.0,2.0,3.0,4.0,,8.0,11.0,5.0,4.0,12.0,,,1.0,,44.0,,,,,,,
647,6,2.18,Daniel Cabral de Oliveira,Flamengo,26,0,D. Cabral,4,Daniel Cabral,2.0,daniel-cabral,https://s.glbimg.com/es/sde/f/2021/04/26/a2187a2c57635b43ffbb1a653c278c0c_FORMATO.png,110465,0.0,262,0.0,0.0,,,,,,,,,,,,,,,,,,,,
648,7,6.46,Abel Fernando Moreira Ferreira,Palmeiras,26,25,A. Ferreira,6,Abel Ferreira,13.74,abel-ferreira,https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,110506,5.8,275,0.51,5.91,,,,,,,,,,,,,,,,,,,,
649,6,1.45,Andrés Felipe Colorado Sánchez,São Paulo,26,7,Andrés,4,Andrés,3.29,andres,https://s.glbimg.com/es/sde/f/2022/04/06/8155059fe14b7ffca7314dd757501fb1_FORMATO.png,110517,1.3,276,0.2,1.56,,,,12.0,9.0,,1.0,,,,,,16.0,,,,,,,
650,6,1.27,Paulo Mazoti Azevedo,Santos,26,0,P. Mazoti,1,Paulo Mazoti,1.0,paulo-mazoti,https://s.glbimg.com/es/sde/f/2022/03/03/acc0c5c373b2459a4b3a99ca631b2775_FORMATO.png,110602,0.0,277,0.0,0.0,,,,,,,,,,,,,,,,,,,,
651,6,0.77,Vinícius Balieiro Lourenço de Carvalho,Santos,26,3,V. Balieiro,4,Vinícius Balieiro,2.73,vinicius-balieiro,https://s.glbimg.com/es/sde/f/2022/03/03/d8455afbc745b2638a289c64ff3b1231_FORMATO.png,110605,0.0,277,0.0,0.23,,,,1.0,2.0,,,1.0,,,,,4.0,,,,,,,
652,5,0.84,Gabriel Cordeiro Pirani,Cuiabá,26,9,G. Pirani,4,Gabriel Pirani,2.39,gabriel-pirani,https://s.glbimg.com/es/sde/f/2022/06/14/d526d926c095a507d46bffb0eb46a9a2_FORMATO.png,110607,0.0,1371,0.0,1.9,,1.0,,5.0,6.0,2.0,4.0,5.0,,1.0,1.0,,21.0,,,,,,,
653,6,1.24,João Vitor Moreira dos Santos,Coritiba,26,1,J. Vitor,5,João Vitor ,0.95,joao-vitor,https://s.glbimg.com/es/sde/f/2022/07/20/7bccf9ad74a80091d1b36d98ea99d7c4_FORMATO.png,110623,0.0,294,0.0,0.5,,,,,,,,1.0,,,,,,,,,,,,
654,6,1.27,Mateus Oliveira Mendes,Palmeiras,26,0,Mateus,1,Mateus,1.0,mateus,https://s.glbimg.com/es/sde/f/2020/11/17/cad91db445a56f21c99b495b2b88f8c9_FORMATO.jpeg,110624,0.0,275,0.0,0.0,,,,,,,,,,,,,,,,,,,,
655,5,2.86,Luiz Filipe dos Reis Silva,Goiás,26,2,L. Filipe,5,Luiz Filipe,2.2,luiz-filipe,https://s.glbimg.com/es/sde/f/2022/04/04/4fbf3f540f0b2318baeb2e270960d418_FORMATO.png,110632,0.0,290,0.0,1.2,,1.0,,2.0,1.0,,,1.0,,,,,2.0,,,,,,,1.0
656,6,1.27,Mycael Pontes Moreira,Athlético-PR,26,0,Mycael,1,Mycael,1.0,mycael,https://s.glbimg.com/es/sde/f/2021/04/14/98c652f250d877eb7675405f476eed48_FORMATO.png,110698,0.0,293,0.0,0.0,,,,,,,,,,,,,,,,,,,,
657,6,1.27,Pedro Felipe De Faria Rangel,Fluminense,26,0,P. Rangel,1,Pedro Rangel,1.0,pedro-rangel,https://s.glbimg.com/es/sde/f/2022/02/24/42afa9891ec69bb753c76f8d746939a9_FORMATO.png,110708,0.0,266,0.0,0.0,,,,,,,,,,,,,,,,,,,,
658,6,1.01,José Andrés Hurtado Cheme,Bragantino,26,13,A. Hurtado,2,Andrés Hurtado,3.63,andres-hurtado,https://s.glbimg.com/es/sde/f/2022/05/05/495e0cd517eacede744f14fefa06d6d5_FORMATO.png,110715,0.0,280,0.0,1.83,2.0,1.0,,8.0,5.0,,1.0,4.0,,,1.0,1.0,50.0,2.0,,,,,,
659,2,3.92,Rubens Antônio Dias,Atlético-MG,26,19,Rubens,4,Rubens,6.77,rubens,https://s.glbimg.com/es/sde/f/2022/07/15/9989ff0866e098e75612215994b912fc_FORMATO.png,110727,0.0,282,0.0,4.23,,2.0,,52.0,20.0,5.0,11.0,14.0,1.0,1.0,,,69.0,,,,,,,
660,6,1.75,John Kennedy Batista de Souza,Fluminense,26,6,J. Kennedy,5,John Kennedy,2.57,john-kennedy,https://s.glbimg.com/es/sde/f/2021/08/19/b1b9b8fc3e7ba9cdea447bad10b25ded_FORMATO.png,110759,0.0,266,0.0,0.55,,3.0,,1.0,5.0,3.0,4.0,1.0,,,,,7.0,,,,,,,
661,6,1.27,Marco Antônio Amorim de Oliveira Montes,Coritiba,26,0,Marcão,1,Marcão,1.0,marcao,https://s.glbimg.com/es/sde/f/2022/02/23/9af5466c91b9b05942f53c8d397eea94_FORMATO.png,110775,0.0,294,0.0,0.0,,,,,,,,,,,,,,,,,,,,
662,6,1.53,Kayque Luiz Pereira,Botafogo,26,6,Kayque,4,Kayque,2.33,kayque,https://s.glbimg.com/es/sde/f/2022/02/21/3fbe1cef2d382595fb0c6dcbfd12c096_FORMATO.png,110962,0.0,263,0.0,2.72,,3.0,,5.0,8.0,2.0,3.0,11.0,,1.0,1.0,,25.0,,,,,,,
663,6,1.27,Breno Boeno,Atlético-GO,26,0,Breno,1,Breno,1.0,breno,https://s.glbimg.com/es/sde/f/2021/04/20/f8adf8de4a79345e0b300d60c1ac6d67_FORMATO.png,110988,0.0,373,0.0,0.0,,,,,,,,,,,,,,,,,,,,
664,6,3.08,Samuel Salustiano de Jesus Silva,Fluminense,26,0,S. Granada,5,Samuel Granada,3.0,samuel-granada,https://s.glbimg.com/es/sde/f/2022/04/05/020e09ce97d6353b30b115f5779603f3_FORMATO.png,110994,0.0,266,0.0,0.0,,,,,,,,,,,,,,,,,,,,
665,2,1.79,Pedro Henrique Azevedo Pereira,Athlético-PR,26,13,Pedrinho,2,Pedrinho,4.22,pedrinho,https://s.glbimg.com/es/sde/f/2021/10/04/a4618559793af2d381a5aafe03c3616a_FORMATO.png,110995,1.5,293,-0.86,4.27,1.0,2.0,,21.0,11.0,,2.0,4.0,,,1.0,,77.0,7.0,,,,,,
666,6,1.27,Robson Luiz dos Santos Nascimento,América-MG,26,0,Robson,1,Robson,1.0,robson,https://s.glbimg.com/es/sde/f/2021/06/04/4ae813551a7112d688190602a630a0b1_FORMATO.png,111172,0.0,327,0.0,0.0,,,,,,,,,,,,,,,,,,,,
667,6,2.0,Marcio Gleyson Leite da Silva,Coritiba,26,2,M. Silva,3,Marcio Silva,2.32,marcio-silva,https://s.glbimg.com/es/sde/f/2022/02/23/0c18ff9c752df4675973a030dcc63c55_FORMATO.png,111204,0.0,294,0.0,3.75,,,,1.0,,,,3.0,,,,,2.0,1.0,,,,,,
668,5,1.27,Kelvi Chiesa Gomes,Juventude,26,0,Kelvi,4,Kelvi,1.0,kelvi,https://s.glbimg.com/es/sde/f/2022/03/03/d27c52d692c0df1d01ecb1f7a298b40a_FORMATO.png,111332,0.0,286,0.0,0.0,,,,,,,,,,,,,,,,,,,,
669,6,1.87,Marcos Vinicios Moura,Bragantino,26,20,Sorriso,5,Sorriso,5.2,sorriso,https://s.glbimg.com/es/sde/f/2022/05/05/7924434ef39a0546d8ad7fa23ca14168_FORMATO.png,111333,0.0,280,0.0,2.21,1.0,2.0,,18.0,16.0,5.0,4.0,15.0,,2.0,,,86.0,,,,,,,
670,6,0.45,Victor Júlio Alves de Paula,Avaí,26,3,Vitinho,4,Vitinho,1.15,vitinho,https://s.glbimg.com/es/sde/f/2022/04/14/a3b3acd682ad4df74865ef90e9e309f1_FORMATO.png,111402,0.0,314,0.0,0.13,,,,,,,,2.0,,,,,6.0,,,,,,,
671,6,1.57,Felipe Augusto da Silva,Corinthians,26,3,F. Augusto,5,Felipe Augusto,1.47,felipe-augusto,https://s.glbimg.com/es/sde/f/2022/04/27/0397eababa104f1f3a03d140431a5223_FORMATO.png,111408,0.0,264,0.0,0.27,,,,,4.0,,,4.0,,,,,,,,,,,,
672,6,2.18,Igor da Silva Dutra,Avaí,26,0,Igor,2,Igor,2.0,igor,https://s.glbimg.com/es/sde/f/2022/02/23/e2415bc46c8e600866f7be1d673bee12_FORMATO.png,111413,0.0,314,0.0,0.0,,,,,,,,,,,,,,,,,,,,
673,6,0.68,Luiz Gabriel de Oliveira Fonseca,Coritiba,26,2,Biel,4,Biel,1.01,biel,https://s.glbimg.com/es/sde/f/2022/02/23/5b82464e99f850761874b4e2c46b1b14_FORMATO.png,111491,0.0,294,0.0,1.6,,,,2.0,,,,3.0,,,,,7.0,,,,,,,
674,6,2.18,Antônio David Souza Araújo,Ceará,26,0,David,4,David,2.0,david,https://s.glbimg.com/es/sde/f/2022/05/05/225815574b0c19408aa5038fe14b8eaa_FORMATO.png,111546,0.0,354,0.0,0.0,,,,,,,,,,,,,,,,,,,,
675,7,1.51,António José Cardoso de Oliveira,Cuiabá,26,16,A. Oliveira,6,António Oliveira,6.95,antonio-oliveira,https://s.glbimg.com/es/sde/f/2021/04/27/21a131dcff78d521da3297e98526ce48_FORMATO.png,111578,0.95,1371,-0.24,3.4,,,,,,,,,,,,,,,,,,,,
676,6,2.17,Adson Ferreira Soares,Corinthians,26,19,Adson,4,Adson,7.71,adson,https://s.glbimg.com/es/sde/f/2022/04/27/cbe4b4882cf981a4fee80eeb935042c8_FORMATO.png,111682,1.6,264,0.14,3.75,,1.0,,37.0,15.0,2.0,6.0,17.0,,3.0,,,73.0,,,,,,,
677,6,1.27,Anthoni Spier Souza,Internacional,26,0,Anthoni,1,Anthoni,1.0,anthoni,https://s.glbimg.com/es/sde/f/2022/04/02/d7662e4b332b33563f9ad8c3f24b42d2_FORMATO.png,111683,0.0,285,0.0,0.0,,,,,,,,,,,,,,,,,,,,
678,6,-0.46,Matheus Alfredo Cadorini da Silva,Coritiba,26,3,M. Cadorini,5,Matheus Cadorini,1.74,matheus-cadorini,https://s.glbimg.com/es/sde/f/2022/08/12/765dd1479fd2906e4dfd2f4016ca724a_FORMATO.png,111688,0.0,294,0.0,0.1,,,1.0,1.0,3.0,2.0,,2.0,,,,,4.0,,,,,,,
679,6,1.27,Bruno Guimarães de Souza,Flamengo,26,0,Bruno,1,Bruno,1.0,bruno,https://s.glbimg.com/es/sde/f/2021/04/26/74907e67d0b8f638b82487a83ed9b680_FORMATO.png,111689,0.0,262,0.0,0.0,,,,,,,,,,,,,,,,,,,,
680,6,2.18,Matheus Cunha Queiroz,Flamengo,26,0,M. Cunha,1,Matheus Cunha,2.0,matheus-cunha,https://s.glbimg.com/es/sde/f/2022/03/04/fe08cea4d131b5eef265a908bb05548b_FORMATO.png,111690,0.0,262,0.0,0.0,,,,,,,,,,,,,,,,,,,,
681,6,-0.11,Mateus Dias Lima,Flamengo,26,1,Mateusão,5,Mateusão,0.75,mateusao,https://s.glbimg.com/es/sde/f/2022/07/15/3cbccbd4f17ed4b3db0ccbfd0f3940ce_FORMATO.png,111694,-0.3,262,-0.25,-0.3,,,,,1.0,,,,,,,,,,,,,,,
682,6,4.85,Lucas de Souza Mombra Rosa,Botafogo,26,4,Mezenga,3,Mezenga,3.32,mezenga,https://s.glbimg.com/es/sde/f/2022/02/21/e36f8b0c42d297654c276a39b86f6e39_FORMATO.png,111713,0.0,263,0.0,3.8,,1.0,,12.0,4.0,1.0,,1.0,,,1.0,1.0,26.0,1.0,,,,,,
683,6,2.01,Giovani Henrique Amorim da Silva,Palmeiras,26,1,Giovani,5,Giovani,2.11,giovani,https://s.glbimg.com/es/sde/f/2021/05/12/23eb0da8dd7617e2a4b7f8fcec2a625e_FORMATO.jpeg,111759,0.0,275,0.0,0.2,,,,,,,,1.0,,,,,3.0,,,,,,,
684,6,0.38,Fábio Silva de Freitas,Palmeiras,26,4,Fabinho,4,Fabinho,1.4,fabinho,https://s.glbimg.com/es/sde/f/2021/05/08/2ef9b9ce1e0f6cdb6db5c4e19367f01f_FORMATO.png,111760,0.0,275,0.0,0.78,,1.0,,4.0,4.0,,1.0,,,,,,3.0,,,,,,,
685,6,2.18,Henrique Halls Rocha da Silva,Bragantino,26,0,H. Halls,3,Henrique Halls,2.0,henrique-halls,https://s.glbimg.com/es/sde/f/2022/04/07/1002037b68cbfda80e62c668391f6be7_FORMATO.png,111791,0.0,280,0.0,0.0,,,,,,,,,,,,,,,,,,,,
686,6,1.27,Marcelo Francine de Castro Feliciano,Fluminense,26,0,Marcelinho,5,Marcelinho,1.0,marcelinho,,111798,0.0,266,0.0,0.0,,,,,,,,,,,,,,,,,,,,
687,6,1.27,Ewerton Vinicios Santana Porto,Botafogo,26,0,Ewerton,3,Ewerton,1.0,ewerton,https://s.glbimg.com/es/sde/f/2022/03/21/fb5a3b78b8d0b4fc3f242bedfc3973fd_FORMATO.png,111806,0.0,263,0.0,0.0,,,,,,,,,,,,,,,,,,,,
688,6,0.77,Ricardo Viana Filho,Atlético-GO,26,5,Ricardinho,5,Ricardinho,2.06,ricardinho,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/08/24/photo_FORMATO.png,111813,0.6,373,-0.14,0.5,,1.0,,,3.0,2.0,2.0,3.0,,,2.0,,9.0,,,,,,,
689,7,5.15,Matheus Martins Silva dos Santos,Fluminense,26,18,M. Martins,5,Matheus Martins,4.37,matheus-martins,https://s.glbimg.com/es/sde/f/2022/04/20/f6b7d6073f1d67e5e9263e986f470c8b_FORMATO.png,111831,5.7,266,0.9,3.68,2.0,1.0,,21.0,13.0,4.0,11.0,31.0,,2.0,6.0,,93.0,,,,,,,1.0
690,6,1.27,Gustavo Ramalho Bremer Pinto,Fluminense,26,0,G. Ramalho,1,Gustavo Ramalho,1.0,gustavo-ramalho,https://s.glbimg.com/es/sde/f/2021/03/11/93f569dba64ea879ba52b815372f17f4_FORMATO.png,111837,0.0,266,0.0,0.0,,,,,,,,,,,,,,,,,,,,
691,6,3.87,Guilherme Sucigan Mafra Cunha,Corinthians,26,1,G. Biro,4,Guilherme Biro,2.73,guilherme-biro,https://s.glbimg.com/es/sde/f/2021/05/24/866cbcde80dc4cd9acca0a859f191aef_FORMATO.png,111891,0.0,264,0.0,3.6,,1.0,,3.0,1.0,1.0,,1.0,,,,,4.0,,,,,,,
692,6,1.43,João Victor Vieira Ferreira Sousa,Ceará,26,3,J. Victor,5,João Victor,0.89,joao-victor,https://s.glbimg.com/es/sde/f/2021/05/24/c908392c2c080c709d4f8f7016d8bdbc_FORMATO.png,112060,0.0,354,0.0,0.63,,,,,1.0,1.0,1.0,1.0,,,,,3.0,,,,,,,
693,6,1.53,Lucas Lopes Beraldo,São Paulo,26,2,L. Beraldo,3,Lucas Beraldo,1.72,lucas-beraldo,https://s.glbimg.com/es/sde/f/2022/06/16/9127f9a89d1824b04b612b5dff37ce7a_FORMATO.png,112136,0.0,276,0.0,1.35,,,,2.0,,,1.0,1.0,,,,,10.0,,,,,,,
