,atletas.status_id,atletas.minimo_para_valorizar,atletas.nome,atletas.clube.id.full.name,atletas.rodada_id,atletas.jogos_num,atletas.apelido_abreviado,atletas.posicao_id,atletas.apelido,atletas.preco_num,atletas.slug,atletas.foto,atletas.atleta_id,atletas.pontos_num,atletas.clube_id,atletas.variacao_num,atletas.media_num,A,CA,CV,DS,FC,FD,FF,FS,FT,G,I,PC,PI,SG,PP,DE,GS,DP,GC,PS
75,6,4.9,Rafael Pires Monteiro,Atlético-MG,26,0,Rafael,1,Rafael,5.0,rafael,https://s.glbimg.com/es/sde/f/2022/07/15/5f41e2711750955ef1b92db4d8efe3ae_FORMATO.png,68928,0.0,282,0.0,0.0,,,,,,,,,,,,,,,,,,,,
76,7,8.42,Luciano Castán da Silva,Coritiba,26,23,L. Castán,3,Luciano Castán,7.36,luciano-castan,https://s.glbimg.com/es/sde/f/2022/02/23/26b6a7aa27f2be0fabc25b57132d892c_FORMATO.png,68942,9.5,294,1.4,2.75,,3.0,1.0,35.0,16.0,,6.0,14.0,,1.0,1.0,,127.0,5.0,,,,,,
77,6,4.79,Mário Sérgio Santos Costa,Flamengo,26,15,Marinho,5,Marinho,7.89,marinho,https://s.glbimg.com/es/sde/f/2022/04/25/b4786e494c8f4852f2ae91d6e0c57b2e_FORMATO.png,68952,4.7,262,0.45,5.45,4.0,4.0,,14.0,15.0,6.0,15.0,40.0,1.0,2.0,,,70.0,,,,,,,1.0
78,7,3.28,Marcos Gabriel do Nascimento,Goiás,26,3,M. Gabriel,4,Marquinhos Gabriel,7.91,marquinhos-gabriel,https://s.glbimg.com/es/sde/f/2022/08/16/2fed32d21211f94e86843a534478ff9b_FORMATO.png,68954,3.3,290,0.37,7.63,1.0,,,5.0,1.0,2.0,,6.0,,1.0,1.0,,11.0,,,,,,,
79,7,7.87,Lucas Pacheco Affini,Fortaleza,26,9,L. Sasha,4,Lucas Sasha,7.06,lucas-sasha,https://s.glbimg.com/es/sde/f/2022/07/16/d91654c9e126e6f3f17fd09b816eedf5_FORMATO.png,68991,9.3,356,0.69,5.39,,1.0,,36.0,9.0,4.0,3.0,11.0,,,,,37.0,,,,,,,
80,7,1.14,João Carlos Heidemann,Cuiabá,26,3,J. Carlos,1,João Carlos,2.88,joao-carlos,https://s.glbimg.com/es/sde/f/2021/05/28/9d5caf065f11413aa6bf28e1d6b8acf8_FORMATO.png,69010,1.0,1371,0.13,1.0,,,,,,,,,,,,,,,,7.0,4.0,,,
81,7,2.98,Aderbar Melo dos Santos Neto,Flamengo,26,13,Santos,1,Santos,9.45,santos,https://s.glbimg.com/es/sde/f/2022/04/14/cdf250518797f30f9cb6045061ee01ab_FORMATO.png,69012,2.0,262,0.36,4.7,,,,,,,,2.0,,,,,,6.0,,37.0,7.0,,,
82,7,1.88,Manoel Messias Silva Carvalho,Fluminense,26,21,Manoel,3,Manoel,7.88,manoel,https://s.glbimg.com/es/sde/f/2022/04/20/2ee72152c5a2da89ec05cb252df58e2b_FORMATO.png,69014,1.0,266,0.04,4.51,1.0,3.0,,18.0,15.0,,9.0,21.0,,4.0,,,87.0,7.0,,,,,,
83,5,1.14,Marcelo Cirino da Silva,Athlético-PR,26,11,M. Cirino,5,Marcelo Cirino,3.42,marcelo-cirino,https://s.glbimg.com/es/sde/f/2022/03/11/d66ed90e8284dc651e111fbb2768dd6d_FORMATO.png,69022,0.0,293,0.0,0.88,,1.0,,7.0,4.0,1.0,3.0,4.0,,,5.0,,26.0,,,,,,,1.0
84,5,8.56,José Paulo Bezerra Maciel Júnior,Corinthians,26,3,Paulinho,4,Paulinho,10.81,paulinho,https://s.glbimg.com/es/sde/f/2022/04/27/1d79a755ea006081f316b2fad1097216_FORMATO.png,69034,0.0,264,0.0,2.93,,,,1.0,2.0,,,1.0,,1.0,,,3.0,,,,,,,
85,6,6.87,Vladimir Orlando Cardoso de Araújo Filho,Avaí,26,14,Vladimir,1,Vladimir,4.93,vladimir,https://s.glbimg.com/es/sde/f/2022/02/21/e22d32eba9a08cd74e7a00236a0e70b1_FORMATO.png,69040,0.0,314,0.0,2.72,,2.0,,1.0,,,,2.0,,,,,,2.0,,49.0,21.0,,,
86,6,1.33,Eduardo Jesús Vargas Rojas,Atlético-MG,26,15,Vargas,5,Vargas,7.0,vargas,https://s.glbimg.com/es/sde/f/2022/07/15/6065a132d7becbd440321ccdabb1a775_FORMATO.png,69102,0.0,282,0.0,2.88,2.0,1.0,,9.0,10.0,7.0,12.0,9.0,,1.0,3.0,,39.0,,,,,,,
87,6,-0.72,Pablo Felipe Teixeira,Athlético-PR,26,15,Pablo,5,Pablo,4.93,pablo,https://s.glbimg.com/es/sde/f/2022/02/21/b4c4b5449cfdf72e5e5d92886e70852f_FORMATO.png,69138,-1.6,293,-2.22,3.31,1.0,4.0,,12.0,29.0,8.0,9.0,13.0,1.0,3.0,10.0,,63.0,,,,,,,
88,6,4.48,Ricardo Bueno da Silva,Juventude,26,15,R. Bueno,5,Ricardo Bueno,5.41,ricardo-bueno,https://s.glbimg.com/es/sde/f/2022/03/03/5a5fd135b7af74db9adec269ad234d5b_FORMATO.png,69141,0.0,286,0.0,1.95,,3.0,,9.0,12.0,5.0,5.0,24.0,1.0,1.0,4.0,,46.0,,1.0,,,,,1.0
89,6,6.21,Pablo Nascimento Castro,Flamengo,26,15,Pablo,3,Pablo,7.71,pablo,https://s.glbimg.com/es/sde/f/2022/04/25/71280a4dfbfab7898164a7269b1a357e_FORMATO.png,69165,0.0,262,0.0,3.9,,4.0,,30.0,24.0,2.0,3.0,3.0,1.0,,1.0,,55.0,6.0,,,,,,
90,5,2.22,Sidimar Fernando Cigolini,Goiás,26,5,Sidimar,3,Sidimar,2.84,sidimar,https://s.glbimg.com/es/sde/f/2022/04/29/c5cc58a18cf72c8dca55b618306e1483_FORMATO.png,69189,0.0,290,0.0,3.34,,,,4.0,2.0,,2.0,4.0,,,,,11.0,2.0,,,,,,
91,6,4.38,Arturo Erasmo Vidal Pardo,Flamengo,26,8,Vidal,4,Vidal,13.33,vidal,https://s.sde.globo.com/media/person_role/2022/07/16/6f4d9def1a21eebe3b6c5ac66a060ec9_FORMATO.png,69375,3.3,262,-0.37,4.74,1.0,2.0,,14.0,10.0,,4.0,7.0,,2.0,,,16.0,,,,,,,
92,5,1.95,Maycon Vinícius Ferreira da Cruz,São Paulo,26,11,Nikão,4,Nikão,6.02,nikao,https://s.glbimg.com/es/sde/f/2022/03/01/6a7ca5b138f4ff481ca19603933a7507_FORMATO.png,69705,0.0,276,0.0,2.91,,2.0,,4.0,2.0,2.0,4.0,12.0,,3.0,3.0,,55.0,,,,,,,
93,6,0.41,Fellipe Ramos Ignez Bastos,Goiás,26,19,F. Bastos,4,Fellipe Bastos,3.32,fellipe-bastos,https://s.glbimg.com/es/sde/f/2022/03/10/4fc5c3b6693e46bf2e956854bbf5da76_FORMATO.png,70116,0.0,290,-0.2,1.67,1.0,7.0,,21.0,17.0,9.0,9.0,12.0,,,,1.0,95.0,,,,,,,
94,5,1.13,Rafael Pereira da Silva,Botafogo,26,2,Rafael,2,Rafael,4.51,rafael,https://s.glbimg.com/es/sde/f/2022/02/21/505b1bf76a770e85404c4bca2e727eee_FORMATO.png,70171,0.0,263,0.0,1.05,,,,2.0,,,,,,,,,3.0,,,,,,,
95,2,5.64,Eduardo Colcenti Antunes,Atlético-MG,26,18,E. Sasha,5,Eduardo Sasha,6.83,eduardo-sasha,https://s.glbimg.com/es/sde/f/2022/07/15/3da3eaef7ccc5ccb470a282ab0947902_FORMATO.png,70360,0.0,282,0.0,3.43,1.0,,,9.0,6.0,10.0,8.0,13.0,1.0,3.0,1.0,,40.0,,,,,,,
96,7,7.36,Gabriel Vasconcelos Ferreira,Coritiba,26,1,Gabriel,1,Gabriel,6.15,gabriel,https://s.glbimg.com/es/sde/f/2022/07/12/3c4ca01b234ad722ed92a5df218fd329_FORMATO.png,70449,8.0,294,0.15,8.0,,1.0,,,,,,,,,,,,1.0,,4.0,,,,
97,6,1.27,William Alves de Oliveira,Coritiba,26,0,W. Alves,5,William Alves,1.0,william-alves,https://s.glbimg.com/es/sde/f/2022/02/23/63b80e56373c995fe10a56cb06537c0a_FORMATO.png,70451,0.0,294,0.0,0.0,,,,,,,,,,,,,,,,,,,,
98,7,2.67,Marllon Gonçalves Jerônimo Borges,Cuiabá,26,24,Marllon,3,Marllon,7.5,marllon,https://s.glbimg.com/es/sde/f/2022/02/23/8d45db89a011dd77410922983889ff15_FORMATO.png,70666,2.1,1371,-0.07,3.35,,2.0,,43.0,20.0,3.0,9.0,13.0,,,1.0,1.0,93.0,6.0,,,,,,
99,6,2.15,Leonardo Cittadini,Athlético-PR,26,17,L. Cittadini,4,Léo Cittadini,4.39,leo-cittadini,https://s.glbimg.com/es/sde/f/2021/05/02/a520539e5df2a4364ad4c1b0050888cc_FORMATO.png,70986,0.0,293,0.0,2.0,1.0,2.0,,15.0,15.0,1.0,5.0,13.0,,1.0,,,22.0,,,,,,,
100,2,-0.55,Vinícius Goes Barbosa de Souza,Ceará,26,19,Vina,4,Vina,4.16,vina,https://s.glbimg.com/es/sde/f/2022/02/22/7c8dc91a507c2956dc61efbd45bda613_FORMATO.png,71162,0.0,354,0.0,2.53,1.0,3.0,1.0,8.0,8.0,10.0,21.0,29.0,3.0,1.0,5.0,,189.0,,,,,,,1.0
101,7,1.67,Maicon Pereira Roque,Santos,26,18,Maicon,3,Maicon,11.25,maicon,https://s.glbimg.com/es/sde/f/2022/03/14/d137592918a80391170a5d4fdc021480_FORMATO.png,71227,0.5,277,-0.92,3.8,1.0,1.0,,30.0,6.0,4.0,5.0,6.0,,,2.0,,115.0,6.0,,,,,,
102,7,2.62,Fernando Miguel Kaufmann,Fortaleza,26,9,F. Miguel,1,Fernando Miguel,7.22,fernando-miguel,https://s.glbimg.com/es/sde/f/2022/02/23/66ea94ea2768ebd6a6cb8f102326d669_FORMATO.png,71571,2.0,356,-0.04,7.39,,2.0,,,,,,1.0,,,,,,7.0,,38.0,5.0,,,
103,6,2.98,João Paulo Gomes da Costa,América-MG,26,6,J. Paulo,2,João Paulo,3.4,joao-paulo,https://s.glbimg.com/es/sde/f/2022/04/10/e261c53cb607072efab6bcc6f7bd1836_FORMATO.png,71602,0.0,327,0.0,2.32,,,,9.0,3.0,1.0,2.0,,,,,,38.0,1.0,,,,,,
104,7,0.68,Weverton Pereira da Silva,Palmeiras,26,23,Weverton,1,Weverton,10.64,weverton,https://s.glbimg.com/es/sde/f/2022/02/21/b9adc602abc451c8b30c8554a18970f2_FORMATO.png,71631,-1.0,275,-0.03,4.25,,,,,,,,2.0,,,,,,10.0,,66.0,19.0,,,
105,7,6.24,Raúl Alejandro Cáceres Bogado,América-MG,26,18,R. Cáceres,2,Raúl Cáceres,6.52,raul-caceres,https://s.glbimg.com/es/sde/f/2022/02/24/641daa2c8e8e5423b42c703eb607615a_FORMATO.png,71680,6.8,327,-0.6,4.21,2.0,1.0,,24.0,14.0,2.0,3.0,2.0,,1.0,3.0,,113.0,8.0,,,,,,
106,7,5.31,Gustavo Raúl Gómez Portillo,Palmeiras,26,19,G. Gómez,3,Gustavo Gómez,15.43,gustavo-gomez,https://s.sde.globo.com/media/person_role/2022/02/21/f210b8623194d0722dd0d76585950fb1_FORMATO.png,71684,4.3,275,-0.06,6.71,,5.0,,33.0,19.0,3.0,6.0,15.0,,7.0,4.0,1.0,72.0,7.0,,,,,,
107,6,1.83,Óscar Ramón Ruiz Roa,Juventude,26,17,Ã. Ruíz,5,Óscar Ruíz,8.16,oscar-ruiz,https://s.glbimg.com/es/sde/f/2022/03/29/898734e22fa875d79527394af4789eeb_FORMATO.png,71691,1.0,286,0.02,2.8,,1.0,,8.0,3.0,2.0,8.0,11.0,2.0,3.0,4.0,,53.0,,,,,,,1.0
108,7,2.49,Elton Júnior Melo Ataíde,Juventude,26,8,Elton,4,Elton,3.32,elton,https://s.glbimg.com/es/sde/f/2021/03/25/4acc17c022e5e1189305c3e76afa3528_FORMATO.png,71719,0.0,286,0.0,1.72,,3.0,,14.0,8.0,,3.0,4.0,,,1.0,,19.0,,,,,,,
109,7,8.5,Thiago Galhardo do Nascimento Rocha,Fortaleza,26,7,T. Galhardo,5,Thiago Galhardo,9.21,thiago-galhardo,https://s.glbimg.com/es/sde/f/2022/07/16/27deb38ffaefdd66a10d7f246dcc678f_FORMATO.png,71844,10.0,356,0.57,4.17,1.0,4.0,,13.0,9.0,3.0,5.0,9.0,,1.0,,,58.0,,,,,,,1.0
110,6,1.88,Gabriel Appelt Pires,Botafogo,26,4,G. Pires,4,Gabriel Pires,6.97,gabriel-pires,https://s.glbimg.com/es/sde/f/2022/08/12/c1753038fcbfe1377f41a56fcb8c3657_FORMATO.png,71898,1.4,263,0.09,3.0,,,,3.0,2.0,1.0,2.0,,,1.0,,,18.0,,,,,,,
111,7,3.72,Bruno Cortês Barbosa,Avaí,26,24,B. Cortez,2,Bruno Cortez,6.66,bruno-cortez,https://s.glbimg.com/es/sde/f/2022/02/23/da8da8af4eaf5969bda304828d27ac27_FORMATO.png,72079,3.7,314,0.04,1.94,,6.0,,35.0,18.0,2.0,2.0,23.0,,,1.0,,195.0,4.0,,,,,,
112,6,9.2,Danilo Fernando Avelar,América-MG,26,11,D. Avelar,3,Danilo Avelar,5.14,danilo-avelar,https://s.glbimg.com/es/sde/f/2022/04/12/2a7b85e6015605e0770fe393faf72a9a_FORMATO.png,72142,0.0,327,0.0,3.17,1.0,1.0,,10.0,9.0,3.0,8.0,3.0,,,,,49.0,3.0,,,,,,
113,7,7.95,Everson Felipe Marques Pires,Atlético-MG,26,24,Everson,1,Everson,11.86,everson,https://s.sde.globo.com/media/person_role/2022/07/15/bd899e9773980e79959b0ba714379a00_FORMATO.png,72294,0.0,282,0.0,3.5,,2.0,,,,,,2.0,,,,,,10.0,,55.0,27.0,1.0,,
114,2,0.1,Luiz Otávio Anacleto Leandro,Ceará,26,12,L. Otávio,3,Luiz Otávio,3.39,luiz-otavio,https://s.glbimg.com/es/sde/f/2022/02/22/18d80f2c9d7f3c212842019dab63bd77_FORMATO.png,72359,0.0,354,0.0,3.35,,4.0,,19.0,8.0,1.0,2.0,7.0,,1.0,1.0,2.0,34.0,3.0,,,,,,
115,6,2.09,Rodrigo Oliveira Lindoso,Ceará,26,12,R. Lindoso,4,Rodrigo Lindoso,4.13,rodrigo-lindoso,https://s.glbimg.com/es/sde/f/2022/03/11/262543ac36f21decccf1617c277630d6_FORMATO.png,72362,0.0,354,0.0,1.79,1.0,6.0,,15.0,11.0,2.0,4.0,13.0,,,,,44.0,,,,,,,
116,7,4.85,Felipe Alves Raymundo,São Paulo,26,6,F. Alves,1,Felipe Alves,6.74,felipe-alves,https://s.glbimg.com/es/sde/f/2022/08/16/19b70a0ace7230f7a5033ad9270abf7e_FORMATO.png,72372,5.0,276,0.49,5.67,,1.0,,,,,,,,,,1.0,,2.0,,24.0,5.0,1.0,,
117,7,5.71,Fernando Diniz Silva,Fluminense,26,22,F. Diniz,6,Fernando Diniz,10.56,fernando-diniz,https://s.glbimg.com/es/sde/f/2021/05/09/62a59a2e7ec6602b8811cb920c3c3dba_FORMATO.png,72391,5.36,266,0.51,4.6,,,,,,,,,,,,,,,,,,,,
118,2,0.29,Matheus Simonete Bressanelli,Avaí,26,16,Bressan,3,Bressan,5.3,bressan,https://s.glbimg.com/es/sde/f/2022/03/08/0759780a94f5359aefe723b749494c0b_FORMATO.png,72491,0.0,314,0.0,1.63,,3.0,,17.0,16.0,,2.0,6.0,1.0,,,1.0,80.0,3.0,,,,,,
119,6,0.85,Nicolas Godinho Johann,Goiás,26,17,Nicolas,5,Nicolas,4.46,nicolas,https://s.glbimg.com/es/sde/f/2022/03/10/28a598dad4f678bae3aec06052037f1c_FORMATO.png,72524,0.0,290,0.0,2.38,1.0,,,4.0,19.0,3.0,8.0,17.0,,3.0,6.0,,55.0,,,,,,,
120,7,2.86,Magno José da Silva,Goiás,26,22,Maguinho,2,Maguinho,4.18,maguinho,https://s.glbimg.com/es/sde/f/2022/03/08/b454661126187bdc0ef02a09e84e80ef_FORMATO.png,72532,3.0,290,0.25,1.99,,7.0,,26.0,27.0,1.0,9.0,11.0,,,2.0,1.0,112.0,5.0,,,,,,1.0
121,7,9.53,Matheus Fernando Cavichioli,América-MG,26,13,M. Cavichioli,1,Matheus Cavichioli,8.46,matheus-cavichioli,https://s.glbimg.com/es/sde/f/2021/06/04/4b9a4cd7759d0ef36a25a02c4b9cf8a8_FORMATO.png,72580,10.5,327,0.56,5.75,,,,1.0,,,,3.0,,,,,,6.0,,53.0,11.0,,,
122,2,5.14,Pedro Henrique Konzen Medina da Silva,Internacional,26,20,P. Henrique,5,Pedro Henrique,6.03,pedro-henrique,https://s.glbimg.com/es/sde/f/2022/04/12/5422d339b6546dc0505e80e10b027269_FORMATO.png,72583,5.5,285,0.78,3.83,1.0,3.0,,19.0,22.0,6.0,17.0,22.0,1.0,4.0,8.0,,86.0,,,,,,,1.0
123,7,7.02,Luiz Carlos Cirne Lima de Lorenzi,Avaí,26,8,Lisca,6,Lisca,10.61,lisca,https://s.sde.globo.com/media/person_role/2021/04/28/035bd47807f8e7c0a6cc5dd78a718cf0_FORMATO.png,72588,2.0,314,-0.53,4.38,,,,,,,,,,,,,,,,,,,,
124,7,-0.73,Fernando Luiz Rosa,Athlético-PR,26,5,Fernandinho,4,Fernandinho,6.48,fernandinho,https://s.glbimg.com/es/sde/f/2022/06/28/6c6eb043593091bc0d2998934a7cb0a9_FORMATO.png,72775,-1.9,293,-1.22,1.58,1.0,2.0,,3.0,11.0,3.0,2.0,4.0,,,,,26.0,,,,,,,
125,7,6.06,Gabriel Iván Mercado,Internacional,26,21,Mercado,3,Mercado,7.81,mercado,https://s.sde.globo.com/media/person_role/2022/04/02/a0ef6aa6bdbb6858462fa294d19eb211_FORMATO.png,72951,6.5,285,0.63,3.41,,5.0,1.0,28.0,18.0,2.0,2.0,14.0,,,2.0,,53.0,9.0,,,,,,1.0
126,6,5.22,Daniel Fortunato Borges,Botafogo,26,19,D. Borges,2,Daniel Borges,6.43,daniel-borges,https://s.glbimg.com/es/sde/f/2022/02/21/ce4af8aee58d0eef52f479ced5508ab5_FORMATO.png,73318,0.0,263,0.0,2.75,2.0,1.0,1.0,22.0,12.0,2.0,3.0,11.0,,1.0,1.0,,195.0,5.0,,,,,,
127,7,3.1,Samuel Xavier Brito,Fluminense,26,22,S. Xavier,2,Samuel Xavier,8.51,samuel-xavier,https://s.glbimg.com/es/sde/f/2022/04/20/ad95f595cd71bcb7d7b91177716e1d33_FORMATO.png,73384,2.4,266,0.3,4.6,2.0,1.0,,28.0,15.0,4.0,12.0,34.0,3.0,1.0,2.0,,150.0,6.0,,,,,,
128,7,-1.39,Rafael Vaz dos Santos,Avaí,26,9,R. Vaz,3,Rafael Vaz,2.45,rafael-vaz,https://s.glbimg.com/es/sde/f/2022/06/14/0cf5ee853af9ccb2eedcdd0295d6567a_FORMATO.png,73421,-2.0,314,-0.37,0.88,,2.0,,7.0,3.0,2.0,1.0,2.0,,,,1.0,58.0,1.0,,,,,,
129,7,0.2,Glédson Ribeiro dos Santos,Avaí,26,1,Glédson,1,Glédson,1.74,gledson,https://s.glbimg.com/es/sde/f/2022/02/21/bc56106b0fb8c7ecaadd679cfb316662_FORMATO.png,73533,0.0,314,-0.24,0.0,,1.0,,,,,,,,,,,,,,1.0,1.0,,,
130,6,2.59,Hernán Arsenio Pérez González,Coritiba,26,1,H. Pérez,5,Hernán Pérez,3.78,hernan-perez,https://s.glbimg.com/es/sde/f/2022/07/28/4f4ffac015541a4fba3f6cfc167fab01_FORMATO.png,73738,0.0,294,0.0,0.2,,1.0,,1.0,4.0,1.0,1.0,,,,,,8.0,,,,,,,
131,6,2.66,Rodrigo Caio Coquette Russo,Flamengo,26,8,R. Caio,3,Rodrigo Caio,5.62,rodrigo-caio,https://s.glbimg.com/es/sde/f/2022/04/25/bdac1c0e302bfdde7669d77948814e95_FORMATO.png,73800,0.0,262,0.0,1.84,,,,7.0,3.0,1.0,,4.0,,,,,10.0,1.0,,,,,,
132,6,0.12,Aloísio dos Santos Gonçalves,América-MG,26,13,Aloísio,5,Aloísio,4.47,aloisio,https://s.glbimg.com/es/sde/f/2022/03/31/a411b722d7d0edc88f871c1a48191dc1_FORMATO.png,73850,-0.5,327,-0.4,2.77,,1.0,,5.0,23.0,12.0,4.0,11.0,1.0,2.0,10.0,,33.0,,,,,,,
133,6,0.52,Jean Cléber Santos da Silva,Avaí,26,15,J. Cléber,4,Jean Cléber,2.09,jean-cleber,https://s.glbimg.com/es/sde/f/2022/02/23/30faa9be7f17fe35cfe84852c646b4c0_FORMATO.png,73858,0.0,314,0.0,0.93,,2.0,,14.0,11.0,,5.0,7.0,,,,,50.0,,,,,,,
134,7,1.29,Rodinei Marcelo de Almeida,Flamengo,26,8,Rodinei,2,Rodinei,4.19,rodinei,https://s.glbimg.com/es/sde/f/2022/04/25/bced6ea22dafe56d6176080482dfe8d8_FORMATO.png,73992,1.0,262,-0.14,3.82,1.0,,1.0,17.0,2.0,2.0,2.0,5.0,,,,,48.0,2.0,,,,,1.0,
135,7,6.6,Roberto Junior Fernández Torres,Botafogo,26,23,G. Fernández,1,Gatito Fernández,8.14,gatito-fernandez,https://s.glbimg.com/es/sde/f/2022/02/21/26f8f1373737a7203417427043ada896_FORMATO.png,74061,7.0,263,-0.05,3.84,,1.0,,,,,,5.0,,,,,,6.0,,77.0,27.0,1.0,,
136,6,1.1,Gustavo Lucas Domingues Piazón,Botafogo,26,14,L. Piazon,4,Lucas Piazon,2.54,lucas-piazon,https://s.glbimg.com/es/sde/f/2022/03/10/444cdcb13fd4a94042b454cbf58b95fb_FORMATO.png,74084,1.0,263,-0.02,0.66,,1.0,1.0,12.0,6.0,2.0,,5.0,,,1.0,,44.0,,,,,,,
137,6,1.16,José Paolo Guerrero Gonzales,Avaí,26,7,P. Guerrero,5,Paolo Guerrero,4.35,paolo-guerrero,https://s.glbimg.com/es/sde/f/2022/07/21/76ea80eaf4be75564889296169c4de4a_FORMATO.png,75295,0.8,314,-0.04,1.17,,1.0,,1.0,11.0,2.0,7.0,5.0,1.0,,2.0,,20.0,,,,,,,
138,3,-1.41,Jorge de Moura Xavier,Atlético-GO,26,21,Jorginho,4,Jorginho,4.97,jorginho,https://s.glbimg.com/es/sde/f/2022/03/03/5e1a8b5625036eb3729fbae6272ea055_FORMATO.png,77544,-2.5,373,-0.58,2.55,,6.0,1.0,21.0,11.0,3.0,17.0,23.0,2.0,3.0,5.0,,175.0,,,,,,,
139,7,3.36,Auremir Evangelista dos Santos,Goiás,26,14,Auremir,4,Auremir,2.1,auremir,https://s.glbimg.com/es/sde/f/2022/03/10/fa84d067860cd66ce61c09be22c58e48_FORMATO.png,77570,3.9,290,0.76,1.01,,1.0,,16.0,19.0,1.0,2.0,4.0,,,,,33.0,,,,,,,
140,7,5.04,Vítor Manuel de Oliveira Lopes Pereira,Corinthians,26,25,V. Pereira,6,Vítor Pereira,12.33,vitor-pereira,https://s.glbimg.com/es/sde/f/2022/03/08/a09307d6eae0cd7887cb3732e00d9c29_FORMATO.png,77713,4.54,264,0.04,4.76,,,,,,,,,,,,,,,,,,,,
141,7,7.86,William de Oliveira Pottker,Avaí,26,20,W. Pottker,5,William Pottker,5.86,william-pottker,https://s.glbimg.com/es/sde/f/2022/04/14/bc751c43e207d9c789fbbabe7cdd337c_FORMATO.png,77809,8.9,314,1.61,2.53,1.0,5.0,,17.0,14.0,10.0,7.0,29.0,,2.0,11.0,1.0,116.0,,1.0,,,,,4.0
142,7,0.95,Madson Ferreira dos Santos,Santos,26,21,Madson,2,Madson,7.91,madson,https://s.glbimg.com/es/sde/f/2022/03/03/e89e5811b9812fca6a75789451815b9e_FORMATO.png,78077,-0.2,277,-1.53,4.08,1.0,5.0,,31.0,16.0,1.0,3.0,18.0,,2.0,1.0,,153.0,8.0,,,,,,
143,7,7.22,Renê Rodrigues Martins,Internacional,26,16,Renê,2,Renê,8.38,rene,https://s.glbimg.com/es/sde/f/2022/04/12/89131124e240b53f50f1fe351ceb880d_FORMATO.png,78445,7.9,285,-0.07,5.43,1.0,,,44.0,11.0,,,15.0,,,,1.0,143.0,8.0,,,,,,
144,6,1.55,Jonathan Renato Barbosa,Cuiabá,26,8,J. Cafu,5,Jonathan Cafu,2.26,jonathan-cafu,https://s.glbimg.com/es/sde/f/2021/05/28/3c667df8f70bf19082f021fa20403c6c_FORMATO.png,78580,0.0,1371,0.0,0.44,,,1.0,7.0,7.0,,,3.0,,,,,13.0,,,,,,,
145,7,1.59,Gabriel Girotto Franco,Internacional,26,22,Gabriel,4,Gabriel,6.23,gabriel,https://s.glbimg.com/es/sde/f/2022/04/02/f20a9f6c8c6edb72777759bc796aaa64_FORMATO.png,78605,1.1,285,-0.1,3.51,,2.0,,70.0,40.0,,7.0,20.0,,,,,88.0,,,,,,,
146,6,3.24,Ramiro Moschen Benetti,Corinthians,26,4,Ramiro,4,Ramiro,4.76,ramiro,https://s.glbimg.com/es/sde/f/2020/07/21/e0a5bdd5ef228e8a11c02f81d9776f1f_FORMATO.png,78715,0.0,264,0.0,1.38,,1.0,,5.0,3.0,1.0,,3.0,,,,,13.0,,,,,,,
147,2,0.46,Reinaldo Manoel da Silva,São Paulo,26,17,Reinaldo,2,Reinaldo,4.29,reinaldo,https://s.glbimg.com/es/sde/f/2022/03/01/779ff87d6723d6c70d7caac56df86d5f_FORMATO.png,78850,-0.1,276,-0.22,2.2,3.0,3.0,,7.0,12.0,2.0,7.0,9.0,,1.0,,,153.0,3.0,,,,,,
148,6,4.9,Richard de Oliveira da Costa,Ceará,26,0,Richard,1,Richard,5.0,richard,https://s.glbimg.com/es/sde/f/2022/02/22/9d468ebf560bb9e0da9699ba4df38391_FORMATO.png,78851,0.0,354,0.0,0.0,,,,,,,,,,,,,,,,,,,,
149,7,1.12,Marcos Antônio Almeida Silva,Cuiabá,26,16,M. Silva,4,Marcão Silva,2.42,marcao-silva,https://s.glbimg.com/es/sde/f/2022/02/23/1137efd5de0473f1c88c49348353a899_FORMATO.png,78856,1.0,1371,0.15,0.95,,,,12.0,17.0,4.0,3.0,1.0,,,,,17.0,,,,,,,
150,7,0.96,Rafael Gustavo Meneghel Gava,Cuiabá,26,18,R. Gava,4,Rafael Gava,3.29,rafael-gava,https://s.glbimg.com/es/sde/f/2022/02/23/16687c4ddc3ae72291f2729ad61ed092_FORMATO.png,78867,0.8,1371,0.22,1.42,1.0,2.0,1.0,19.0,15.0,7.0,6.0,17.0,1.0,,3.0,,170.0,,,,,,,
151,6,0.98,Douglas Borges,Botafogo,26,1,D. Borges,1,Douglas Borges,2.21,douglas-borges,https://s.glbimg.com/es/sde/f/2022/02/21/837aacbeb34486f2c8bdc9348c44ba72_FORMATO.png,78893,0.0,263,0.0,0.0,,,,,,,,,,,,,,,,1.0,1.0,,,
152,6,4.59,Luiz Felipe do Nascimento dos Santos,Santos,26,4,L. Felipe,3,Luiz Felipe,4.73,luiz-felipe,https://s.glbimg.com/es/sde/f/2022/03/03/d93506f46370622558870dd37ada6bb5_FORMATO.png,79035,0.0,277,0.0,7.48,1.0,1.0,,7.0,2.0,,1.0,1.0,,1.0,,,12.0,2.0,,,,,,
153,6,4.72,Alex Roberto Santana Rafael ,Coritiba,26,19,A. Muralha,1,Alex Muralha,7.34,alex-muralha,https://s.glbimg.com/es/sde/f/2022/02/23/3f0e981ffc927c2f022666463cdf45ed_FORMATO.png,79066,0.0,294,0.0,3.28,,1.0,,1.0,,,,4.0,,,,,,5.0,,62.0,27.0,,,
