"","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.minimo_para_valorizar","atletas.slug","atletas.apelido","atletas.apelido_abreviado","atletas.nome","atletas.foto","atletas.clube.id.full.name","DE","SG","GS","CA","FD","FF","FS","G","I","PI","DS","FC","A","CV","FT","PP","GC","PS","PC"
"246",101319,2,282,"lat","6",0,9.18,0,7.9,1,NA,"guga","Guga","Guga","Cláudio Rodrigues Gomes","https://s.glbimg.com/es/sde/f/2021/05/02/55272cc689e229f13d6488aa7b33406f_FORMATO.png","Atlético-MG",NA,1,NA,NA,NA,3,2,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",102253,2,293,"zag","6",0,3.24,0,2.9,1,NA,"lucas-halter","Lucas Halter","L. Halter","Lucas Halter","https://s.glbimg.com/es/sde/f/2022/03/03/b7106014ff9611b60a9e3aa15014aba1_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,1,1,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA
"248",70360,2,282,"ata","2",3,5.59,0.11,2.65,2,NA,"eduardo-sasha","Eduardo Sasha","E. Sasha","Eduardo Colcenti Antunes","https://s.glbimg.com/es/sde/f/2021/04/23/c4219f6ceb958aef5f871e8ecf08b6a5_FORMATO.png","Atlético-MG",NA,NA,NA,NA,2,NA,5,NA,NA,5,1,1,NA,NA,NA,NA,NA,NA,NA
"249",104401,2,286,"zag","6",0,4,0,0,0,NA,"vitor-mendes","Vitor Mendes","V. Mendes","Vitor Mendes Alves","https://s.glbimg.com/es/sde/f/2022/04/13/e5945941323ae30dc69b5ecb9ea3cfda_FORMATO.png","Juventude",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250",102301,2,293,"mei","6",0,2,0,0,0,NA,"bruno-leite","Bruno Leite","B. Leite","Bruno da Silva Costa Leite","https://s.glbimg.com/es/sde/f/2021/05/02/ec03227352d407507044b7dc5b7ab340_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",101798,2,282,"mei","6",0,5,0,0,0,NA,"guilherme-castilho","Guilherme Castilho","G. Castilho","Guilherme Castilho Carvalho","https://s.glbimg.com/es/sde/f/2022/02/27/bb2d508413cce29c6fa181a7ee4fcd5c_FORMATO.png","Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252",107191,2,293,"lat","6",0,1,0,0,0,NA,"leonardo-ataide","Leonardo Ataíde","L. Ataíde","Leonardo Ataíde de Oliveira Siqueira","https://s.glbimg.com/es/sde/f/2021/12/08/9440c054d747c490573927d3d0cb770c_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",104513,2,293,"lat","7",1.8,3.51,-0.52,0.95,2,NA,"abner-vinicius","Abner Vinícius","A. Vinícius","Abner Vinícius da Silva Santos","https://s.glbimg.com/es/sde/f/2021/05/02/f1aa04d210bcbf610dc5f4c169e0dbb8_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,1,NA,NA,16,3,2,NA,NA,NA,NA,NA,NA,NA
"254",104383,2,282,"gol","6",0,2,0,0,0,NA,"matheus-mendes","Matheus Mendes","M. Mendes","Matheus Mendes Werneck de Oliveira","https://s.glbimg.com/es/sde/f/2021/05/02/24843908658b0208dc43cc60069fcbb6_FORMATO.png","Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255",103706,2,282,"mei","6",0,1,0,0,0,NA,"neto","Neto","Neto","Antônio Fialho de Carvalho Neto","https://s.glbimg.com/es/sde/f/2021/05/02/cfe664f3690d1a51a29254653d64a4fd_FORMATO.png","Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256",106843,2,282,"mei","6",0,5,0,0,0,NA,"borrero","Borrero","Borrero","Dylan Felipe Borrero Caicedo","https://s.glbimg.com/es/sde/f/2021/05/02/37dcf7f58f2e695bfae7d4e010e0bbfc_FORMATO.png","Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257",107898,2,282,"ata","6",0,2,0,0,0,NA,"felipe-felicio","Felipe Felício","F. Felício","Felipe Felício Silva Reis","https://s.glbimg.com/es/sde/f/2022/02/27/4c56f798fd2b7f9be13d4871df8d118f_FORMATO.png","Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258",104502,2,293,"mei","6",0,4.95,0,2.5,1,NA,"christian","Christian","Christian","Christian Roberto Alves Cardoso","https://s.glbimg.com/es/sde/f/2021/05/02/6a1bc3f98b5ff453ba48dffaa44386ab_FORMATO.png","Athlético-PR",NA,NA,NA,1,NA,NA,3,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA
"259",109461,2,282,"mei","6",0,2.72,-1.28,0,1,NA,"calebe","Calebe","Calebe","Calebe Gonçalves Ferreira da Silva","https://s.glbimg.com/es/sde/f/2021/05/02/613a829b5ab9c72bb99f5b578f017a8e_FORMATO.png","Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260",98832,2,314,"mei","6",0,4,0,0,0,NA,"jean-pyerre","Jean Pyerre","J. Pyerre","Jean Pyerre Casagrande Silveira Correa","https://s.glbimg.com/es/sde/f/2022/04/13/314c25e8b719422ff7df581055839515_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261",109626,2,293,"ata","6",0,3,0,0,0,NA,"davi-araujo","Davi Araújo","D. Araújo","Davi Machado dos Santos Araújo","https://s.glbimg.com/es/sde/f/2020/08/29/b9c87f70ecb56043ef451bf7071e086e_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262",68698,2,314,"mei","7",5.5,6.09,1.33,3.85,2,NA,"bruno-silva","Bruno Silva","B. Silva","Bruno César Pereira da Silva","https://s.glbimg.com/es/sde/f/2022/02/23/7c8012647193d72e2db7ad4e887df99f_FORMATO.png","Avaí",NA,NA,NA,1,NA,1,6,NA,NA,11,7,8,NA,NA,NA,NA,NA,NA,NA
"263",105901,2,373,"mei","6",0.4,2.21,-0.79,0.4,1,NA,"edson-fernando","Edson Fernando","E. Fernando","Edson Fernando da Silva Gomes","https://s.glbimg.com/es/sde/f/2022/04/12/f57b8667fe8b6260cbb9d4e2f6de8814_FORMATO.png","Atlético-GO",NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",109463,2,282,"ata","6",0,3,0,0,0,NA,"savio","Sávio","Sávio","Sávio Moreira de Oliveira","https://s.glbimg.com/es/sde/f/2021/05/02/37517962eafc7aa02f1017d4a4865fa0_FORMATO.png","Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265",39572,2,314,"mei","6",0,5,0,0,0,NA,"renato","Renato","Renato","José Renato da Silva Júnior","https://s.glbimg.com/es/sde/f/2022/02/24/c65bdd88b41fe9f8ddb3c5be562e45a9_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266",105208,2,293,"gol","7",3,3.3,0.66,2,2,NA,"bento","Bento","Bento","Bento Matheus Krepski","https://s.glbimg.com/es/sde/f/2022/02/21/40d480db7ba8476ece495c478aa597d4_FORMATO.png","Athlético-PR",9,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267",105337,2,373,"mei","6",0,2,0,0,0,NA,"lucas-lima","Lucas Lima","L. Lima","Lucas Eduardo Lima da Silva","https://s.glbimg.com/es/sde/f/2022/04/12/70eb076758000af45ab12f6fdea8abca_FORMATO.png","Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268",38225,2,314,"ata","7",6,6.81,1.33,4.15,2,NA,"muriqui","Muriqui","Muriqui","Luiz Guilherme da Conceição Silva","https://s.glbimg.com/es/sde/f/2022/02/24/4df18fe9d1a25d570f6c5f99adc76327_FORMATO.png","Avaí",NA,NA,NA,NA,NA,1,7,NA,3,5,5,4,NA,NA,NA,NA,NA,NA,NA
"269",69040,2,314,"gol","6",0,4,0,0,0,NA,"vladimir","Vladimir","Vladimir","Vladimir Orlando Cardoso de Araújo Filho","https://s.glbimg.com/es/sde/f/2022/02/21/e22d32eba9a08cd74e7a00236a0e70b1_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270",70696,2,293,"tec","7",3,4.68,-0.39,3,1,NA,"fabio-carille","Fábio Carille","F. Carille","Fábio Luiz Carille de Araújo","https://s.glbimg.com/es/sde/f/2021/09/08/e28a21b7813e1a4441940a0e1d9e0c72_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271",72142,2,327,"zag","6",0,4,0,0,0,NA,"danilo-avelar","Danilo Avelar","D. Avelar","Danilo Fernando Avelar","https://s.glbimg.com/es/sde/f/2022/04/12/2a7b85e6015605e0770fe393faf72a9a_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272",68685,2,285,"mei","6",0,7,0,0,0,NA,"alan-patrick","Alan Patrick","A. Patrick","Alan Patrick Lourenço","https://s.glbimg.com/es/sde/f/2022/04/12/d0f45ab083d12ecd860e02a9bf048379_FORMATO.png","Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273",72079,2,314,"lat","7",-0.4,7.38,-1.01,3.15,2,NA,"bruno-cortez","Bruno Cortez","B. Cortez","Bruno Cortês Barbosa","https://s.glbimg.com/es/sde/f/2022/02/23/da8da8af4eaf5969bda304828d27ac27_FORMATO.png","Avaí",NA,1,NA,1,NA,1,2,NA,NA,19,2,NA,NA,NA,NA,NA,NA,NA,NA
"274",105175,2,293,"lat","6",0,2.77,0,0.2,1,NA,"khellven","Khellven ","Khellven ","Khellven Douglas Silva Oliveira","https://s.glbimg.com/es/sde/f/2022/02/21/2ca4e948511b9183a702c48d72753850_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,NA,NA,NA,NA,NA,NA,NA
"275",110584,2,263,"lat","6",0,4,0,0,0,NA,"hamalainen","Hämäläinen","Hämäläinen","Nicholas Antero Hämäläinen - Niko","https://s.glbimg.com/es/sde/f/2022/04/13/8de1d0b0ad9aa36449a93daa7a385faf_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276",108422,2,263,"ata","7",23.1,13.43,8.54,12.75,2,NA,"erison","Erison","Erison","Erison Danilo de Souza","https://s.glbimg.com/es/sde/f/2022/02/21/abf055dfab291f251335494fc009a2c0_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,2,3,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA
"277",73533,2,314,"gol","6",0,3,0,0,0,NA,"gledson","Glédson","Glédson","Glédson Ribeiro dos Santos","https://s.glbimg.com/es/sde/f/2022/02/21/bc56106b0fb8c7ecaadd679cfb316662_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278",85993,2,263,"ata","6",0,7,0,0,0,NA,"gustavo-sauer","Gustavo Sauer","G. Sauer","Gustavo Affonso Sauerbeck","https://s.glbimg.com/es/sde/f/2022/04/13/ece78d4e91579f63c336f5010cbf9053_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279",73858,2,314,"mei","6",1.8,2.88,0.17,1.45,2,NA,"jean-cleber","Jean Cléber","J. Cléber","Jean Cléber Santos da Silva","https://s.glbimg.com/es/sde/f/2022/02/23/30faa9be7f17fe35cfe84852c646b4c0_FORMATO.png","Avaí",NA,NA,NA,NA,NA,1,1,NA,NA,5,2,1,NA,NA,NA,NA,NA,NA,NA
"280",106835,2,327,"zag","6",0,2,0,0,0,NA,"luan-patrick","Luan Patrick","L. Patrick","Luan Patrick Wiedthauper","https://s.glbimg.com/es/sde/f/2022/04/12/9c00f6187003445f286a82aab4e21989_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281",113203,2,280,"zag","6",0,3,0,0,0,NA,"lomonaco","Lomónaco","Lomónaco","Kevin Lomónaco","https://s.glbimg.com/es/sde/f/2022/04/12/1e49ba72de9713939a9bcb69f4e714f0_FORMATO.png","Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282",114802,2,293,"ata","6",2.2,4.99,-1.01,2.2,1,NA,"vitor-roque","Vitor Roque","V. Roque","Vitor Hugo Roque Ferreira","https://s.glbimg.com/es/sde/f/2022/04/13/59faf7245c4ab4b19c4800e95b221dbb_FORMATO.png","Athlético-PR",NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283",105672,2,293,"zag","5",0,4,0,0,0,NA,"nicolas-hernandez","Nicolás Hernández","N. Hernández","Nicolás Hernández Rodríguez","https://s.glbimg.com/es/sde/f/2022/02/21/8e49df153cf9037db1aa09cd34feb7e9_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284",117866,2,263,"ata","6",0,2,0,0,0,NA,"sebastian-joffre","Sebastian Joffre","S. Joffre","Jhalmar Sebastian Joffre Soliz","https://s.glbimg.com/es/sde/f/2022/04/13/b76a4684338b807e13de0a0f1473653e_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285",106823,2,293,"zag","6",0,3,0,0,0,NA,"lucas-fasson","Lucas Fasson","L. Fasson","Lucas Fasson dos Santos","https://s.glbimg.com/es/sde/f/2021/08/16/b28f3118f886b751eccec717db71b3ab_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286",77959,2,314,"ata","7",1.6,3.19,-0.38,1,2,NA,"copete","Copete","Copete","Jonathan Copete Valencia","https://s.glbimg.com/es/sde/f/2022/02/24/88bdb886000cb8d576b130048d59d687_FORMATO.png","Avaí",NA,NA,NA,NA,2,1,2,NA,1,12,NA,3,NA,NA,NA,NA,NA,NA,NA
"287",78584,2,314,"gol","7",-2,6.22,-1.71,2,2,NA,"douglas-friedrich","Douglas Friedrich","D. Friedrich","Douglas Alan Schuck Friedrich","https://s.glbimg.com/es/sde/f/2022/02/21/7b6f0fbda2d34c444987ce7f2b8cc649_FORMATO.png","Avaí",2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288",104778,2,294,"ata","6",1.2,2.53,-0.47,1.2,1,NA,"adrian-martinez","Adrián Martínez","A. Martínez","Adrián Emmanuel Martínez","https://s.glbimg.com/es/sde/f/2022/04/13/99374bfd5efaa2edba1ce8eafae97d35_FORMATO.png","Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"289",116056,2,294,"ata","6",0,2,0,0,0,NA,"hugo","Hugo","Hugo","José Hugo Sousa dos Santos","https://s.glbimg.com/es/sde/f/2022/04/13/1a74e02e1bb55b5af8b1d0a3465e6931_FORMATO.png","Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290",82943,2,314,"lat","6",0,4,0,0,0,NA,"matheus-ribeiro","Matheus Ribeiro","M. Ribeiro","Matheus Antunes Ribeiro","https://s.glbimg.com/es/sde/f/2022/02/23/712651cb571755df87e5184b4ecf906d_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291",86227,2,314,"ata","7",3.6,11.47,0.84,6.85,2,NA,"morato","Morato","Morato","Andrew Erik Feitosa","https://s.glbimg.com/es/sde/f/2022/02/24/ee2dbbc844a7911e1c875b38e698c974_FORMATO.png","Avaí",NA,NA,NA,NA,1,5,9,NA,2,9,5,3,NA,NA,NA,NA,NA,NA,NA
"292",93236,2,264,"lat","7",10,6.81,2.81,10,1,NA,"rafael-ramos","Rafael Ramos","R. Ramos","Rafael António Figueiredo Ramos","https://s.glbimg.com/es/sde/f/2022/04/12/4b88261e00370f8840508fe4420b1d1c_FORMATO.png","Corinthians",NA,1,NA,NA,NA,NA,2,NA,NA,8,4,NA,NA,NA,NA,NA,NA,NA,NA
"293",94931,2,263,"mei","6",0,4,0,0,0,NA,"lucas-fernandes","Lucas Fernandes","L. Fernandes","Lucas Fernandes da Silva","https://s.glbimg.com/es/sde/f/2022/04/14/78229f97f56ef7eb329c2706eca4f38a_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294",95556,2,314,"mei","7",4.2,8.85,1.58,6.1,2,NA,"raniele","Raniele","Raniele","Raniele Almeida Melo","https://s.glbimg.com/es/sde/f/2022/02/24/141b440d404a99f92d79a5e2f9d83c83_FORMATO.png","Avaí",NA,NA,NA,NA,1,NA,3,1,NA,18,3,1,NA,NA,NA,NA,NA,NA,NA
"295",89696,2,314,"ata","6",0,4,0,0,0,NA,"romulo","Rômulo ","Rômulo ","Rômulo dos Santos de Souza","https://s.glbimg.com/es/sde/f/2022/02/24/474334d9aac64c11c2e9ba0bfa9b0931_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296",113157,2,294,"lat","6",0,2,0,0,0,NA,"nathan","Nathan","Nathan","Nathan Gabriel de Souza Mendes","https://s.glbimg.com/es/sde/f/2022/03/01/9846743c96b9dd4af33c88ad19fc4993_FORMATO.png","Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297",111402,2,314,"mei","6",0,2,0,0,0,NA,"vitinho","Vitinho","Vitinho","Victor Júlio Alves de Paula","https://s.glbimg.com/es/sde/f/2022/04/14/a3b3acd682ad4df74865ef90e9e309f1_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298",93646,2,314,"mei","7",-0.4,4.07,-0.55,1.8,2,NA,"vinicius-leite","Vinícius Leite","V. Leite","Vinícius Leite Silva","https://s.glbimg.com/es/sde/f/2022/02/24/66cd59f9bbf0f80e5f8c20bf587e3daf_FORMATO.png","Avaí",NA,NA,NA,NA,1,NA,NA,NA,NA,12,3,NA,NA,NA,NA,NA,NA,NA,NA
"299",107870,2,285,"tec","7",3.97,5.09,0,3.97,1,NA,"cauan-de-almeida","Cauan de Almeida","C. Almeida","Cauan Felipe de Almeida","https://s.glbimg.com/es/sde/f/2022/04/15/66bea37c03aa57105879f5fd05ba106e_FORMATO.png","Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300",92180,2,290,"tec","7",2.77,2.59,0.45,2.77,1,NA,"jair-ventura","Jair Ventura","J. Ventura","Jair Ventura","https://s.glbimg.com/es/sde/f/2018/09/06/d1103130500ec84fd8e37f1a20c60e1a_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301",101036,2,314,"lat","6",0,3,0,0,0,NA,"diego-matos","Diego Matos","D. Matos","Diego Daniel Rodrigues de Matos","https://s.glbimg.com/es/sde/f/2022/02/23/f8cc329ae5ae96be77c98caf774621fd_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302",77809,2,314,"ata","6",0,5,0,0,0,NA,"william-pottker","William Pottker","W. Pottker","William de Oliveira Pottker","https://s.glbimg.com/es/sde/f/2022/04/14/bc751c43e207d9c789fbbabe7cdd337c_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303",115792,2,314,"mei","6",0,1,0,0,0,NA,"macae","Macaé","Macaé","Arthur Neves Scheles","https://s.glbimg.com/es/sde/f/2022/02/23/bb984d9dc5f15f3b6b95e0024bd88b17_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304",63194,2,263,"lat","6",0,5,0,0,0,NA,"carlinhos","Carlinhos","Carlinhos","Carlos Emiliano Pereira","https://s.glbimg.com/es/sde/f/2022/02/21/800bc92dcc8691cf1bb118132ac62fbc_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305",70171,2,263,"lat","6",0,6,0,0,0,NA,"rafael","Rafael","Rafael","Rafael Pereira da Silva","https://s.glbimg.com/es/sde/f/2022/02/21/505b1bf76a770e85404c4bca2e727eee_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306",91688,2,314,"mei","6",2.6,2.7,0.45,1.5,2,NA,"eduardo","Eduardo","Eduardo","Eduardo Jacinto de Biasi","https://s.glbimg.com/es/sde/f/2022/02/23/858c6708a8a4e0b1858d4429bdf68d77_FORMATO.png","Avaí",NA,NA,NA,NA,1,1,4,NA,NA,4,NA,2,NA,NA,NA,NA,NA,NA,NA
"307",105844,2,264,"zag","6",0,1,0,0,0,NA,"belezi","Belezi","Belezi","Lucas Belezi Barbosa","https://s.glbimg.com/es/sde/f/2022/04/18/8183a48ec638307c5aa51672b455b0fc_FORMATO.png","Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308",112060,2,354,"ata","6",0,1,0,0,0,NA,"joao-victor","João Victor","J. Victor","João Victor Vieira Ferreira Sousa","https://s.glbimg.com/es/sde/f/2021/05/24/c908392c2c080c709d4f8f7016d8bdbc_FORMATO.png","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309",73318,2,263,"lat","7",8.1,5.49,2.25,4,2,NA,"daniel-borges","Daniel Borges","D. Borges","Daniel Fortunato Borges","https://s.glbimg.com/es/sde/f/2022/02/21/ce4af8aee58d0eef52f479ced5508ab5_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,NA,1,NA,NA,NA,NA,NA,NA
"310",78893,2,263,"gol","6",0,3,0,0,0,NA,"douglas-borges","Douglas Borges","D. Borges","Douglas Borges","https://s.glbimg.com/es/sde/f/2022/02/21/837aacbeb34486f2c8bdc9348c44ba72_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311",109668,2,263,"lat","6",0,5.35,0,5.1,1,NA,"hugo","Hugo","Hugo","Hugo Gonçalves Ferreira Neto","https://s.glbimg.com/es/sde/f/2022/02/21/55a04cd7d976a348bbe092c252b13d06_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,9,5,NA,NA,NA,NA,NA,NA,NA,NA
"312",101727,2,262,"lat","5",0,6.21,0,4.4,1,NA,"matheuzinho","Matheuzinho","Matheuzinho","Matheus França Silva","https://s.glbimg.com/es/sde/f/2021/04/26/7cb890c662126fec1387f731a4c66071_FORMATO.png","Flamengo",NA,NA,NA,NA,NA,1,NA,NA,NA,6,4,2,NA,NA,NA,NA,NA,NA,NA
"313",106918,2,314,"ata","6",0,3,0,0,0,NA,"paulo-baya","Paulo Baya","P. Baya","Paulo Henrique Silva Ribeiro","https://s.glbimg.com/es/sde/f/2022/02/24/272fd719e59564d41c0349ca1feb539b_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314",93414,2,263,"zag","6",0,5,0,0,0,NA,"joel-carli","Joel Carli","J. Carli","Mauro Joel Carli","https://s.glbimg.com/es/sde/f/2022/02/21/58080d39478afd3809fb90b0aa3d3f8e_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315",80393,2,263,"mei","6",0,5,0,0,0,NA,"fabinho","Fabinho","Fabinho","Fábio Gonçalves","https://s.glbimg.com/es/sde/f/2022/02/21/19e529c7daf69a3ee2e1312a42ce97fd_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316",90540,2,263,"ata","7",3.9,9.39,1.27,6.1,2,NA,"diego-goncalves","Diego Gonçalves","D. Gonçalves","Diego Gonçalves","https://s.glbimg.com/es/sde/f/2022/02/21/9f275ce14e02c8b8be4c38953dda7e07_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,1,2,1,NA,9,3,1,NA,NA,NA,NA,NA,NA,NA
"317",115558,2,263,"ata","6",0,2,0,0,0,NA,"rikelmi","Rikelmi","Rikelmi","Rikelmi Valentim dos Santos","https://s.glbimg.com/es/sde/f/2022/02/21/20551ff81ad88eb0a57cf39ffcd66604_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318",88225,2,1371,"lat","6",0,4,0,0,0,NA,"daniel-guedes","Daniel Guedes ","D. Guedes","Daniel Guedes da Silva","https://s.glbimg.com/es/sde/f/2022/03/03/a7eb79cee393b265836ee6a9c56a1c67_FORMATO.png","Cuiabá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319",86749,2,263,"mei","6",0,4,0,0,0,NA,"felipe-ferreira","Felipe Ferreira","F. Ferreira","Felipe de Figueiredo Ferreira","https://s.glbimg.com/es/sde/f/2022/02/21/e6bb81a986dcba9c740f2c8d43ddccd6_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
