,atletas.variacao_num,atletas.preco_num,atletas.foto,atletas.nome,atletas.clube.id.full.name,atletas.atleta_id,atletas.apelido_abreviado,atletas.rodada_id,atletas.posicao_id,atletas.status_id,atletas.clube_id,atletas.pontos_num,atletas.minimo_para_valorizar,atletas.jogos_num,atletas.media_num,atletas.apelido,atletas.slug,A,CA,DS,FC,FD,FF,FS,FT,G,PP,I,SG,PS,CV,DE,GS,V,PC,DP,GC
347,0.0,3.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_Ob9K3n3.png,Lucas Esteves de Souza,Fortaleza,100846,L. Esteves,14,2,6,356,0.0,,0,0.0,Lucas Esteves,lucas-esteves,,,,,,,,,,,,,,,,,,,,
348,0.44,8.41,https://s.sde.globo.com/media/person_role/2022/05/05/a09132195a9936adeadb1a61d65dad2e_FORMATO.png,Luan Cândido de Almeida,Bragantino,100848,L. Cândido,14,2,6,280,6.2,,2,5.45,Luan Cândido,luan-candido,,,,1.0,1.0,,,,,,,2.0,,,,,,,,
349,-0.22,4.01,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_NG6iAvU.png,Ronald dos Santos Lopes,Cuiabá,100969,R. Lopes,14,4,3,1371,-1.0,,12,2.13,Ronald Lopes,ronald-lopes,,3.0,12.0,5.0,1.0,3.0,8.0,,1.0,,,,,,,,,,,
350,-0.13,7.05,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_20JkUu3.png,José Antonio dos Santos Júnior,Botafogo,101002,J. Santos,14,5,7,263,1.7,,14,3.19,Júnior Santos,junior-santos,,,12.0,20.0,5.0,10.0,11.0,,2.0,,2.0,,1.0,,,,,,,
351,0.0,6.23,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_50P80kB.png,Jackson Diego Ibrahim Fagundes,Goiás,101027,Diego,14,4,6,290,0.0,,9,3.66,Diego,diego,1.0,2.0,13.0,7.0,,5.0,25.0,,,,1.0,,,,,,,,,
352,0.0,11.67,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_GdFbYPn.png,Francisco Vítor Silva Costa,Bahia,101201,V. Jacaré,14,5,5,265,0.0,,7,6.0,Vitor Jacaré,vitor-jacare,,3.0,21.0,15.0,2.0,8.0,9.0,1.0,1.0,,,,,,,,,,,
353,1.13,11.97,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_o07AeW3.png,Alef Mangueira Severino Pereira,Coritiba,101254,A. Manga,14,5,3,294,13.1,,10,7.17,Alef Manga,alef-manga,3.0,3.0,9.0,10.0,6.0,10.0,11.0,,4.0,,8.0,,,,,,,,,
354,-0.73,7.28,https://s.sde.globo.com/media/person_role/2021/04/29/c162773146af15b4d212ad3d8e81af03_FORMATO.png,Aldemir dos Santos Ferreira,Grêmio,101290,Ferreira,14,5,6,284,0.0,,2,2.45,Ferreira,ferreira,1.0,,,,,,,,,,1.0,,,,,,,,,
355,-0.32,5.49,https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_AYMEKre.png,Ademir da Silva Santos Júnior,Bahia,101314,Ademir,14,5,2,265,1.5,,11,2.91,Ademir,ademir,,3.0,6.0,12.0,3.0,4.0,34.0,,1.0,,4.0,,,,,,,,,
356,0.0,7.97,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_XX1WP8Y.png,Cláudio Rodrigues Gomes,Fluminense,101319,Guga,14,2,6,266,0.0,,12,3.71,Guga,guga,1.0,1.0,17.0,9.0,,1.0,14.0,1.0,,,,3.0,,,,,,,,1.0
357,0.0,3.43,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_htrMBar.png,Wallisson Luiz Alves Máximo,Cruzeiro,101405,Wallisson,14,4,6,283,0.0,,8,2.42,Wallisson,wallisson,,3.0,13.0,12.0,2.0,5.0,8.0,,,,,,,,,,,,,
358,0.0,7.23,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ey2Asrl.png,João Pedro Vilardi Pinto,Grêmio,101573,Pepê,14,4,5,284,0.0,,1,10.5,Pepê,pepe,,,6.0,,,1.0,5.0,,,,,,,,,,,,,
359,0.0,2.96,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_duKaGjT.png,Robson Alves de Barros,Vasco,101579,R. Bambu,14,3,6,267,0.0,,10,1.68,Robson Bambu,robson-bambu,,4.0,10.0,11.0,,1.0,13.0,,,,2.0,1.0,,,,,,,,
360,0.0,1.0,https://s.sde.globo.com/media/person_role/2022/03/03/2ed1369a38b4eeb540015e79eef8870f_FORMATO.png,Victor Yan Souza Santos,Cuiabá,101581,V. Yan,14,4,6,1371,0.0,,0,0.0,Victor Yan,victor-yan,,,,,,,,,,,,,,,,,,,,
361,-0.42,6.69,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xmqFuth.png,Hugo Moura Arruda da Silva,Athlético-PR,101594,H. Moura,14,4,6,293,1.3,,12,3.36,Hugo Moura,hugo-moura,1.0,2.0,27.0,10.0,,3.0,11.0,,,,,,,,,,,,,
362,0.0,3.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_cgyweD5.png,Alex de Oliveira Nascimento,Santos,101600,Alex,14,3,6,277,0.0,,0,0.0,Alex,alex,,,,,,,,,,,,,,,,,,,,
363,0.0,1.55,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_kiizDTZ.png,Philippe Almeida Costa,Goiás,101684,P. Costa,14,5,6,290,0.0,,4,0.53,Philippe Costa,philippe-costa,,,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,
364,0.0,6.06,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_4Rn0gj2.png,Felipe Jonatan Rocha Andrade,Santos,101708,F. Jonatan,14,2,5,277,0.0,,1,2.4,Felipe Jonatan,felipe-jonatan,,,2.0,,,,,,,,,,,,,,,,,
365,0.0,3.32,https://s.sde.globo.com/media/person_role/2022/05/05/a190fc01a5c5880c8de5c5854ac2f555_FORMATO.png,Alerrandro Barra Mansa Realino de Souza,Bragantino,101715,Alerrandro,14,5,6,280,0.0,,5,2.32,Alerrandro,alerrandro,,1.0,,4.0,,1.0,4.0,1.0,1.0,,,,,,,,,,,
366,0.0,5.0,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_gF92guz.png,Marrony da Silva Liberato,Fluminense,101717,Marrony,14,5,6,266,0.0,,0,0.0,Marrony,marrony,,,,,,,,,,,,,,,,,,,,
367,0.0,2.79,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_dT3P0NV.png,Matheus dos Santos Miranda,Vasco,101720,Miranda,14,3,6,267,0.0,,3,2.9,Miranda,miranda,,,6.0,1.0,,1.0,2.0,,,,,,,,,,,,,
368,-0.56,0.72,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_OKVlOLy.png,Matheus Santos Soares,Goiás,101725,Matheusinho,14,4,6,290,-1.3,,7,0.46,Matheusinho,matheusinho,,1.0,2.0,1.0,,1.0,3.0,,,,2.0,,,,,,,,,
369,0.0,6.0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_wPSt5sW.png,Matheus França Silva,Flamengo,101727,Matheuzinho,14,2,5,262,0.0,,0,0.0,Matheuzinho,matheuzinho,,,,,,,,,,,,,,,,,,,,
370,1.04,5.26,https://s.sde.globo.com/media/person_role/2022/03/01/996cbc8d639a3e640cf55d5326393d6d_FORMATO.png,Diego Henrique Costa Barbosa,São Paulo,101728,D. Costa,14,3,2,276,7.4,,6,2.4,Diego Costa,diego-costa,,,4.0,8.0,1.0,1.0,,,,,,2.0,,,,,,,,
371,-0.87,6.34,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Hob15WK.png,Vitor Hugo Naum dos Santos,Bragantino,101960,Vitinho,14,5,7,280,1.8,,10,4.41,Vitinho,vitinho,1.0,4.0,8.0,14.0,9.0,12.0,19.0,,1.0,,2.0,,,,,,,,,
372,1.23,9.79,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_qvH6Q9A.png,Emanuel Fermín Brítez,Fortaleza,101995,Brítez,14,3,7,356,9.8,,12,4.67,Brítez,britez,1.0,4.0,18.0,12.0,1.0,5.0,10.0,,,,2.0,6.0,,1.0,,,,,,
373,-0.33,2.67,https://s.sde.globo.com/media/person_role/2023/07/06/photo_FORMATO_AFDNRnG.png,Anderson de Oliveira da Silva,Goiás,102096,A. Oliveira,14,5,7,290,1.2,,1,1.2,Anderson Oliveira,anderson-oliveira,,,,2.0,,1.0,2.0,,,,,,,,,,,,,
374,0.02,10.02,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_04Y9scz.png,Joaquín Piquerez Moreira,Palmeiras,102130,Piquerez,14,2,7,275,4.0,,9,5.81,Piquerez,piquerez,3.0,3.0,19.0,7.0,1.0,3.0,8.0,,,,,3.0,,,,,,,,1.0
375,0.0,2.0,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_FvWKOzt.png,Vitor Eudes de Souza Costa,Fluminense,102137,V. Eudes,14,1,6,266,0.0,,0,0.0,Vitor Eudes,vitor-eudes,,,,,,,,,,,,,,,,,,,,
376,-0.67,4.32,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_DlFIoVh.png,Lucas Halter,Goiás,102253,L. Halter,14,3,7,290,-1.3,,11,2.15,Lucas Halter,lucas-halter,,3.0,14.0,11.0,,3.0,4.0,,1.0,,2.0,1.0,,1.0,,,,1.0,,
377,0.0,0.7,https://s.sde.globo.com/media/person_role/2023/05/30/photo_220x220.png,Gabriel José Ferreira Mesquita,Cruzeiro,102290,G. Mesquita,14,1,6,283,0.0,,0,-1.0,Gabriel Mesquita,gabriel-mesquita,,1.0,,,,,,,,,,,,,,,,,,
378,0.0,3.87,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO_lQhctpS.png,Mikael Filipe Viana,América-MG,102299,Mikael,14,5,6,327,0.0,,4,2.1,Mikael,mikael,,,1.0,,2.0,5.0,2.0,,,,2.0,,,,,,,,,
379,-0.3,2.32,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_e7P4JVL.png,Matheus Felipe Santos Nascimento,Athlético-PR,102310,M. Felipe,14,3,6,293,0.0,,4,1.67,Matheus Felipe,matheus-felipe,,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,
380,0.0,9.37,https://s.sde.globo.com/media/person_role/2023/01/27/photo_FORMATO_rRBJfVv.png,Caio Fernando de Oliveira,São Paulo,102318,C. Paulista,14,2,7,276,0.0,,12,4.54,Caio Paulista,caio-paulista,2.0,2.0,9.0,9.0,8.0,6.0,18.0,,,,,3.0,,,,,,,,
381,0.0,5.94,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_vHe1goh.png,Gonzalo Mathías Mastriani Borges,América-MG,102561,Mastriani,14,5,6,327,0.0,,3,6.7,Mastriani,mastriani,,,1.0,1.0,1.0,2.0,1.0,,2.0,,1.0,,,,,,,,,
382,0.0,6.02,https://s.sde.globo.com/media/person_role/2022/05/05/d0de5e463c8123423e2713cdde571faf_FORMATO.png,Hélio Júnio Nunes de Castro,Bragantino,102598,Helinho,14,5,5,280,0.0,,9,4.28,Helinho,helinho,,2.0,9.0,8.0,8.0,6.0,4.0,,2.0,,2.0,,,,,,,,,
383,0.0,2.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_qjlY4KF.png,Julimar Silva Oliveira Júnior,Athlético-PR,102796,Julimar,14,5,6,293,0.0,,0,0.0,Julimar,julimar,,,,,,,,,,,,,,,,,,,,
384,0.0,3.0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Lvl4bA5.png,Anderson Silva da Paixão,Cruzeiro,102906,Anderson,14,1,6,283,0.0,,0,0.0,Anderson,anderson,,,,,,,,,,,,,,,,,,,,
385,0.0,2.0,https://s.sde.globo.com/media/person_role/2022/04/05/ff4149be4042453395add145d010bd49_FORMATO.png,Matheus Henrique Teixeira,Bahia,102907,M. Teixeira,14,1,6,265,0.0,,0,0.0,Matheus Teixeira,matheus-teixeira,,,,,,,,,,,,,,,,,,,,
386,0.0,3.09,https://s.sde.globo.com/media/person_role/2022/03/01/6b4e62b423e7b34762e0c7f626ea5ebd_FORMATO.png,Luan Vinícius da Silva Santos ,São Paulo,102909,Luan,14,4,6,276,0.0,,6,0.77,Luan,luan,,,4.0,5.0,,1.0,1.0,,,,,,,,,,,,,
387,-0.08,7.15,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_h43zEak.png,José Ricardo Araújo Fernandes,Goiás,102911,Z. Ricardo,14,4,7,290,3.2,,13,5.01,Zé Ricardo,ze-ricardo,1.0,5.0,34.0,33.0,6.0,5.0,40.0,1.0,,,,,,,,,,,,
388,0.0,6.24,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_VXCkQFM.png,Agustín Canobbio Graviz,Athlético-PR,102928,Canobbio,14,5,7,293,0.0,,10,4.78,Canobbio,canobbio,1.0,3.0,17.0,6.0,8.0,6.0,12.0,,1.0,,2.0,,,,,,,1.0,,
389,0.0,4.0,https://s.sde.globo.com/media/person_role/2023/07/03/photo_220x220_LH8zzYb.png,Gonzalo Daniel Escobar,Fortaleza,102975,Escobar,14,2,6,356,0.0,,0,0.0,Escobar,escobar,,,,,,,,,,,,,,,,,,,,
390,0.0,3.67,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_roWm5iE.png,Ignacio Jesús Laquintana Marsico,Bragantino,103014,Laquintana,14,5,5,280,0.0,,2,1.75,Laquintana,laquintana,,,1.0,3.0,2.0,,2.0,,,,2.0,,,,,,,,,
391,0.05,3.54,https://s.sde.globo.com/media/person_role/2022/05/05/68b240d886c54c37133d42e6dd5f8e41_FORMATO.png,Eric dos Santos Rodrigues,Bragantino,103295,E. Ramires,14,4,7,280,4.0,,11,2.45,Eric Ramires,eric-ramires,2.0,1.0,7.0,14.0,4.0,3.0,7.0,1.0,,,,,,,,,,,,
392,-0.8,5.78,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_4eKoeL1.png,Matheus Alexandre Anastácio de Souza,Cuiabá,103347,M. Alexandre,14,2,7,1371,-0.3,,12,4.15,Matheus Alexandre,matheus-alexandre,,3.0,30.0,11.0,1.0,3.0,3.0,,,,,3.0,,,,,,,,
393,-0.28,6.03,https://s.sde.globo.com/media/person_role/2022/08/13/68f9c27625c8107e59119604bba5e322_FORMATO.png,Leandro Emmanuel Martínez,América-MG,103388,E. Martínez,14,4,6,327,5.9,,13,3.75,Emmanuel Martínez,emmanuel-martinez,3.0,1.0,14.0,15.0,2.0,5.0,26.0,1.0,,,,,,,,,,,,
394,0.0,2.61,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_72Ycs9o.png,João Victor Andrade Caetano,Corinthians,103575,Caetano,14,3,6,264,0.0,,4,2.78,Caetano,caetano,,,3.0,1.0,,1.0,6.0,,,,,1.0,,,,,,1.0,,
395,0.0,2.83,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_L5qGZ0n.png,Rafael Bilu Mudesto,Cruzeiro,103576,R. Bilu,14,5,5,283,0.0,,4,2.08,Rafael Bilu,rafael-bilu,,,4.0,1.0,,3.0,3.0,,,,1.0,,,,,,,,,
396,-0.54,7.63,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_XopxIWU.png,Marcos Paulo Costa do Nascimento,São Paulo,103645,M. Paulo,14,5,6,276,-0.8,,14,3.3,Marcos Paulo,marcos-paulo,1.0,2.0,15.0,7.0,2.0,4.0,12.0,,2.0,,2.0,,,,,,,,,
397,-0.59,3.41,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_TAU79Yo.png,Kaíque Rocha Lima,Athlético-PR,103684,K. Rocha,14,3,6,293,2.9,,1,2.9,Kaíque Rocha,kaique-rocha,,,2.0,1.0,,1.0,,,,,,,,,,,,,,
398,0.78,2.99,https://s.sde.globo.com/media/person_role/2022/05/05/9d601cb29909661ed2abc4800aab14b7_FORMATO.png,Jadsom Meemyas de Oliveira da Silva,Bragantino,103695,J. Silva,14,4,5,280,5.7,,13,1.39,Jadsom Silva,jadsom-silva,,5.0,20.0,15.0,2.0,1.0,5.0,,,,1.0,,,,,,,2.0,,
399,1.18,3.39,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_VwEvkmY.png,Bruno Méndez Cittadini,Corinthians,103700,B. Méndez,14,3,6,264,6.8,,9,1.76,Bruno Méndez,bruno-mendez,,1.0,7.0,8.0,,1.0,,,,,,2.0,,,,,,,,
400,-1.07,8.47,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_a770SrF.png,Gabriel Vinícius Menino,Palmeiras,103767,G. Menino,14,4,7,275,0.7,,13,4.8,Gabriel Menino,gabriel-menino,1.0,3.0,22.0,23.0,3.0,9.0,16.0,2.0,2.0,,1.0,,,,,,,,,
401,0.0,2.0,https://s.sde.globo.com/media/person_role/2023/07/04/photo_220x220_uo7UAHd.png,Higor Matheus Meritão,Goiás,103987,H. Meritão,14,4,6,290,0.0,,0,0.0,Higor Meritão,higor-meritao,,,,,,,,,,,,,,,,,,,,
402,0.0,3.0,https://s.sde.globo.com/media/person_role/2022/05/05/f39fcb967a674ffddbaec227105dae4a_FORMATO.png,Maycon Cleiton de Paula Azevedo,Bragantino,104017,Maycon,14,1,6,280,0.0,,0,0.0,Maycon,maycon,,,,,,,,,,,,,,,,,,,,
403,0.0,2.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_5Z0375l.png,João Fernando Monteiro Siqueira,Botafogo,104079,J. Fernando,14,1,6,263,0.0,,0,0.0,João Fernando,joao-fernando,,,,,,,,,,,,,,,,,,,,
404,0.0,2.0,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_ucZUimL.png,Carlos Miguel dos Santos Pereira,Corinthians,104084,C. Miguel,14,1,6,264,0.0,,0,0.0,Carlos Miguel,carlos-miguel,,,,,,,,,,,,,,,,,,,,
405,0.0,4.33,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_qjyhb3e.png,Bruno de Lara Fuchs,Atlético-MG,104085,B. Fuchs,14,3,6,282,0.0,,7,2.53,Bruno Fuchs,bruno-fuchs,,1.0,2.0,4.0,,,5.0,,,,,3.0,,,,,,,,
406,0.11,3.87,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_Uq9B5Kn.png,Ruan de Oliveira Ferreira,Corinthians,104153,Ruan,14,4,6,264,5.3,,5,6.56,Ruan,ruan,1.0,1.0,8.0,8.0,1.0,3.0,4.0,,2.0,,,,,,,,,,,
407,2.12,6.58,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_tX8ABIy.png,João Lucas de Almeida Carvalho,Santos,104257,J. Lucas,14,2,7,277,13.9,,6,6.27,João Lucas,joao-lucas,1.0,,15.0,4.0,1.0,2.0,6.0,,,,,2.0,,,,,,,,
408,0.0,3.0,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_xQ2S67t.png,Matheus Mendes Werneck de Oliveira,Atlético-MG,104383,M. Mendes,14,1,6,282,0.0,,0,0.0,Matheus Mendes,matheus-mendes,,,,,,,,,,,,,,,,,,,,
409,0.0,5.25,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_I7Q1WEp.png,Igor Gomes Silva,Internacional,104385,I. Gomes,14,3,6,285,0.0,,8,2.88,Igor Gomes,igor-gomes,,1.0,9.0,4.0,1.0,1.0,7.0,,,,,2.0,,,,,,1.0,,
410,0.0,6.66,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_L4w297p.png,Vitor Mendes Alves,Fluminense,104401,V. Mendes,14,3,6,266,0.0,,2,4.95,Vitor Mendes,vitor-mendes,,1.0,,1.0,1.0,,,,,,,2.0,,,,,,,,
411,0.0,2.39,https://s.sde.globo.com/media/person_role/2020/03/03/12600160dfe6fed9a606921db8b0a862_FORMATO.png,Reinaldo Nascimento Satorno,Athlético-PR,104420,Reinaldo,14,5,6,293,0.0,,1,1.7,Reinaldo,reinaldo,,,1.0,1.0,,1.0,,,,,,,,,,,,,,
412,0.0,1.0,https://s.sde.globo.com/media/person_role/2021/07/16/79af8f6f344db19983598078705340fc_FORMATO.png,Felipe Mateus Scheibig,Grêmio,104424,F. Scheibig,14,1,6,284,0.0,,0,0.0,Felipe Scheibig,felipe-scheibig,,,,,,,,,,,,,,,,,,,,
413,-0.34,8.91,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_V2OPAxf.png,Christian Roberto Alves Cardoso,Athlético-PR,104502,Christian,14,4,7,293,-0.3,,12,4.35,Christian,christian,,,14.0,16.0,2.0,6.0,12.0,1.0,3.0,,,,,,,,,,,
414,0.0,3.32,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_OPlr7ly.png,Vinícius Nelson de Souza Zanocelo,Fortaleza,104521,V. Zanocelo,14,4,6,356,0.0,,6,0.68,Vinícius Zanocelo,vinicius-zanocelo,,1.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
415,0.24,3.19,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_bbHXWKZ.png,Sandry Roberto Santos Goes,Santos,104580,Sandry,14,4,7,277,2.3,,4,1.0,Sandry,sandry,,1.0,4.0,1.0,,,1.0,,,,,,,,,,,,,
416,0.0,1.0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_AAId2Kq.png,Fabrício Oliveira de Souza,Bragantino,104588,Fabrício,14,1,6,280,0.0,,0,0.0,Fabrício,fabricio,,,,,,,,,,,,,,,,,,,,
417,0.0,2.71,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_NzyHepN.png,Darlan Pereira Mendes,Grêmio,104593,Darlan,14,4,6,284,0.0,,1,0.2,Darlan,darlan,,1.0,1.0,,,,,,,,,,,,,,,,,
418,0.0,2.97,https://s.sde.globo.com/media/person_role/2023/04/21/photo_FORMATO.png,Matheus Henrique Bianqui,Coritiba,104640,M. Bianqui,14,4,7,294,0.0,,7,1.22,Matheus Bianqui,matheus-bianqui,,3.0,8.0,8.0,1.0,1.0,5.0,,,,2.0,,,,,,,,,
419,1.09,12.93,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_UIx1Yzg.png,Juan Pablo Vojvoda Rizzo,Fortaleza,104754,J. Vojvoda,14,6,7,356,8.09,,14,5.69,Juan Vojvoda,juan-vojvoda,,,,,,,,,,,,,,,,,6.0,,,
420,0.04,4.68,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_YfjCr6b.png,Nicolás Brian Acevedo Tabárez,Bahia,104783,Acevedo,14,4,7,265,1.3,,12,2.87,Acevedo,acevedo,,5.0,24.0,23.0,3.0,8.0,15.0,,,,,,,,,,,,,
421,0.0,1.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_C8GywEv.png,Igo Gabriel Santos Pereira,Botafogo,104991,I. Gabriel,14,1,6,263,0.0,,0,0.0,Igo Gabriel,igo-gabriel,,,,,,,,,,,,,,,,,,,,
422,-0.9,4.9,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_XMfC6C1.png,Luis Henrique Tomaz de Lima,Botafogo,105049,L. Henrique,14,5,7,263,2.0,,14,2.32,Luis Henrique,luis-henrique,,,6.0,2.0,4.0,4.0,2.0,,2.0,,1.0,,1.0,,,,,,,
423,-0.05,6.77,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7lRpDNN.png,Khellven Douglas Silva Oliveira,Athlético-PR,105175,Khellven,14,2,7,293,0.0,,10,3.55,Khellven,khellven,1.0,,11.0,8.0,,3.0,5.0,,,,3.0,3.0,,,,,,,,
424,-0.34,10.12,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7ROEp8B.png,Bento Matheus Krepski,Athlético-PR,105208,Bento,14,1,7,293,4.0,,13,4.3,Bento,bento,1.0,3.0,,2.0,,,1.0,,,,,4.0,,,43.0,16.0,,,1.0,
425,0.0,3.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_J73ZkrF.png,Patrick de Lucca Chaves de Oliveira,Vasco,105294,D. Lucca,14,4,5,267,0.0,,0,0.0,De Lucca,de-lucca,,,,,,,,,,,,,,,,,,,,
426,0.0,6.0,https://s.sde.globo.com/media/person_role/2022/08/13/a5301263d96806640ddf67cec70f99e7_FORMATO.png,Nahuel Adolfo Ferraresi Hernández,São Paulo,105300,Ferraresi,14,3,5,276,0.0,,0,0.0,Ferraresi,ferraresi,,,,,,,,,,,,,,,,,,,,
427,-0.91,3.61,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_0UPMoSl.png,Gabriel Lheman Xavier - Lhman,Bahia,105373,G. Xavier,14,3,7,265,0.7,,6,3.57,Gabriel Xavier,gabriel-xavier,,1.0,8.0,4.0,1.0,1.0,4.0,,,,,2.0,,,,,,,,
428,0.0,5.92,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_cNTyg24.png,Matheus Lima Beltrão Oliveira Valin,Corinthians,105531,M. Bidu,14,2,6,264,0.0,,10,3.53,Matheus Bidu,matheus-bidu,,2.0,11.0,9.0,4.0,5.0,16.0,,,,,2.0,,,,,,,,
429,-1.1,3.89,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_FfgJEdr.png,Rikelme Hernandes Amorim Rocha,Cuiabá,105547,Rikelme,14,5,7,1371,2.4,,8,6.19,Rikelme,rikelme,1.0,,31.0,9.0,,1.0,3.0,,1.0,,3.0,,,,,,,,,
430,0.0,3.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_smA6Xym.png,Riquelme Carvalho Araújo Viana,Vasco,105566,Riquelme,14,2,6,267,0.0,,0,0.0,Riquelme,riquelme,,,,,,,,,,,,,,,,,,,,
431,-0.11,5.21,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_MqRx953.png,Juan Martín Lucero,Fortaleza,105568,Lucero,14,5,7,356,2.5,,10,2.46,Lucero,lucero,,,4.0,6.0,3.0,6.0,9.0,,1.0,,4.0,,1.0,,,,,,,
432,0.0,6.28,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_71dywWV.png,Lucas Piton Crivellaro,Vasco,105584,L. Piton,14,2,6,267,0.0,,13,2.34,Lucas Piton,lucas-piton,2.0,3.0,14.0,16.0,2.0,4.0,2.0,,,,2.0,1.0,,,,,,,,
433,0.0,2.55,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_efGU5wq.png,Roni Medeiros de Moura,Corinthians,105585,Roni,14,4,6,264,0.0,,10,1.53,Roni,roni,,1.0,14.0,15.0,1.0,1.0,4.0,,,,,,,,,,,,,
434,0.0,7.97,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_7KIwg4E.png,Maurício Magalhães Prado,Internacional,105647,Maurício,14,4,5,285,0.0,,6,4.52,Maurício,mauricio,,2.0,3.0,2.0,1.0,4.0,12.0,,2.0,,3.0,,,,,,,,,
435,0.0,2.88,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_l85XoS0.png,Nicolás Hernández Rodríguez,Internacional,105672,N. Hernández,14,3,6,285,0.0,,6,1.67,Nicolás Hernández,nicolas-hernandez,1.0,3.0,2.0,4.0,,1.0,2.0,,,,,1.0,,,,,,,,
436,0.0,2.0,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_I20iDp4.png,Luan de Freitas Molarinho Chagas,Fluminense,105807,Luan,14,3,6,266,0.0,,0,0.0,Luan,luan,,,,,,,,,,,,,,,,,,,,
