,atletas.clube_id,atletas.rodada_id,atletas.nome,atletas.media_num,atletas.jogos_num,atletas.minimo_para_valorizar,atletas.apelido,atletas.preco_num,atletas.apelido_abreviado,atletas.slug,atletas.clube.id.full.name,atletas.status_id,atletas.variacao_num,atletas.foto,atletas.pontos_num,atletas.posicao_id,atletas.atleta_id,CA,DS,FC,FF,FS,FD,G,I,SG,A,FT,CV,DE,DP,GC,GS,PS,PC,PP,V
341,264,12,Yuri Alberto Monteiro da Silva,3.63,12,2.34,Yuri Alberto,9.47,Y. Alberto,yuri-alberto,Corinthians,7,-1.14,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_QVzSGOZ.png,3.7,5,100652,1.0,3.0,18.0,7.0,20.0,6.0,2.0,6.0,,1.0,1.0,,,,,,,,,
342,294,12,Igor Matheus Liziero Pereira,2.21,8,-0.24,Liziero,4.0,Liziero,liziero,Coritiba,6,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_NUUHkjY.png,0.0,4,100761,1.0,16.0,10.0,,5.0,,,,,,,,,,,,,,,
343,284,12,Brenno Oliveira Fraga Costa,0.0,1,5.76,Brenno,4.27,Brenno,brenno,Grêmio,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_hWYsgxj.png,0.0,1,100830,,,,,,,,,,,,,1.0,,,1.0,,,,
344,356,12,Lucas Esteves de Souza,0.0,0,3.96,Lucas Esteves,3.0,L. Esteves,lucas-esteves,Fortaleza,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_Ob9K3n3.png,0.0,2,100846,,,,,,,,,,,,,,,,,,,,
345,280,12,Luan Cândido de Almeida,0.0,0,13.9,Luan Cândido,10.0,L. Cândido,luan-candido,Bragantino,6,0.0,https://s.sde.globo.com/media/person_role/2022/05/05/a09132195a9936adeadb1a61d65dad2e_FORMATO.png,0.0,2,100848,,,,,,,,,,,,,,,,,,,,
346,1371,12,Ronald dos Santos Lopes,2.41,11,-0.04,Ronald Lopes,4.36,R. Lopes,ronald-lopes,Cuiabá,7,-0.4,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_NG6iAvU.png,0.0,4,100969,2.0,12.0,5.0,3.0,8.0,1.0,1.0,,,,,,,,,,,,,
347,263,12,José Antonio dos Santos Júnior,3.34,12,0.07,Júnior Santos,6.87,J. Santos,junior-santos,Botafogo,7,-0.05,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_20JkUu3.png,0.2,5,101002,,10.0,18.0,8.0,11.0,4.0,2.0,2.0,,,,,,,,,1.0,,,
348,290,12,Jackson Diego Ibrahim Fagundes,3.66,9,1.1,Diego,6.23,Diego,diego,Goiás,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_50P80kB.png,0.0,4,101027,2.0,13.0,7.0,5.0,25.0,,,1.0,,1.0,,,,,,,,,,
349,265,12,Francisco Vítor Silva Costa,6.0,7,3.25,Vitor Jacaré,11.67,V. Jacaré,vitor-jacare,Bahia,5,0.0,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_GdFbYPn.png,0.0,5,101201,3.0,21.0,15.0,8.0,9.0,2.0,1.0,,,,1.0,,,,,,,,,
350,294,12,Alef Mangueira Severino Pereira,6.2,8,6.37,Alef Manga,10.77,A. Manga,alef-manga,Coritiba,7,1.2,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_o07AeW3.png,9.9,5,101254,2.0,8.0,10.0,10.0,9.0,6.0,2.0,7.0,,2.0,,,,,,,,,,
351,284,12,Aldemir dos Santos Ferreira,0.0,0,13.9,Ferreira,10.0,Ferreira,ferreira,Grêmio,6,0.0,https://s.sde.globo.com/media/person_role/2021/04/29/c162773146af15b4d212ad3d8e81af03_FORMATO.png,0.0,5,101290,,,,,,,,,,,,,,,,,,,,
352,265,12,Ademir da Silva Santos Júnior,2.93,9,3.55,Ademir,5.17,Ademir,ademir,Bahia,3,0.0,https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_AYMEKre.png,0.0,5,101314,3.0,4.0,10.0,3.0,28.0,3.0,1.0,4.0,,,,,,,,,,,,
353,266,12,Cláudio Rodrigues Gomes,4.05,11,-0.05,Guga,8.21,Guga,guga,Fluminense,6,-0.01,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_XX1WP8Y.png,0.0,2,101319,1.0,17.0,9.0,1.0,14.0,,,,3.0,1.0,1.0,,,,1.0,,,,,
354,283,12,Wallisson Luiz Alves Máximo,2.42,8,0.57,Wallisson,3.43,Wallisson,wallisson,Cruzeiro,3,0.0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_htrMBar.png,0.0,4,101405,3.0,13.0,12.0,5.0,8.0,2.0,,,,,,,,,,,,,,
355,284,12,João Pedro Vilardi Pinto,10.5,1,8.34,Pepê,7.23,Pepê,pepe,Grêmio,5,0.0,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ey2Asrl.png,0.0,4,101573,,6.0,,1.0,5.0,,,,,,,,,,,,,,,
356,262,12,Hugo de Souza Nogueira,0.0,0,3.96,Hugo Souza,3.0,H. Souza,hugo-souza,Flamengo,6,0.0,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_4hEknPp.png,0.0,1,101574,,,,,,,,,,,,,,,,,,,,
357,267,12,Robson Alves de Barros,1.98,9,3.36,Robson Bambu,3.94,R. Bambu,robson-bambu,Vasco,2,1.09,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_duKaGjT.png,5.2,3,101579,3.0,10.0,11.0,1.0,13.0,,,2.0,1.0,,,,,,,,,,,
358,1371,12,Victor Yan Souza Santos,0.0,0,1.12,Victor Yan,1.0,V. Yan,victor-yan,Cuiabá,6,0.0,https://s.sde.globo.com/media/person_role/2022/03/03/2ed1369a38b4eeb540015e79eef8870f_FORMATO.png,0.0,4,101581,,,,,,,,,,,,,,,,,,,,
359,293,12,Hugo Moura Arruda da Silva,3.45,10,-0.05,Hugo Moura,6.47,H. Moura,hugo-moura,Athlético-PR,7,-0.64,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xmqFuth.png,0.0,4,101594,1.0,21.0,7.0,3.0,10.0,,,,,1.0,,,,,,,,,,
360,277,12,Alex de Oliveira Nascimento,0.0,0,3.96,Alex,3.0,Alex,alex,Santos,6,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_cgyweD5.png,0.0,3,101600,,,,,,,,,,,,,,,,,,,,
361,290,12,Philippe Almeida Costa,-0.03,3,-0.23,Philippe Costa,1.25,P. Costa,philippe-costa,Goiás,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_kiizDTZ.png,0.0,5,101684,,,,,,,,1.0,,,,,,,,,,,,
362,277,12,Felipe Jonatan Rocha Andrade,2.4,1,7.93,Felipe Jonatan,6.06,F. Jonatan,felipe-jonatan,Santos,5,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_4Rn0gj2.png,0.0,2,101708,,2.0,,,,,,,,,,,,,,,,,,
363,280,12,Alerrandro Barra Mansa Realino de Souza,2.97,4,6.62,Alerrandro,4.98,Alerrandro,alerrandro,Bragantino,6,0.0,https://s.sde.globo.com/media/person_role/2022/05/05/a190fc01a5c5880c8de5c5854ac2f555_FORMATO.png,0.0,5,101715,1.0,,3.0,1.0,4.0,,1.0,,,,1.0,,,,,,,,,
364,266,12,Marrony da Silva Liberato,0.0,0,6.8,Marrony,5.0,Marrony,marrony,Fluminense,6,0.0,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_gF92guz.png,0.0,5,101717,,,,,,,,,,,,,,,,,,,,
365,267,12,Matheus dos Santos Miranda,2.9,3,0.64,Miranda,2.79,Miranda,miranda,Vasco,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_dT3P0NV.png,0.0,3,101720,,6.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
366,290,12,Matheus Santos Soares,0.4,5,1.03,Matheusinho,1.05,Matheusinho,matheusinho,Goiás,6,0.29,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_OKVlOLy.png,1.6,4,101725,,1.0,,,2.0,,,2.0,,,,,,,,,,,,
367,262,12,Matheus França Silva,0.0,0,8.22,Matheuzinho,6.0,Matheuzinho,matheuzinho,Flamengo,5,0.0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_wPSt5sW.png,0.0,2,101727,,,,,,,,,,,,,,,,,,,,
368,276,12,Diego Henrique Costa Barbosa,1.4,5,0.57,Diego Costa,4.22,D. Costa,diego-costa,São Paulo,6,0.0,https://s.sde.globo.com/media/person_role/2022/03/01/996cbc8d639a3e640cf55d5326393d6d_FORMATO.png,0.0,3,101728,,3.0,8.0,1.0,,,,,1.0,,,,,,,,,,,
369,280,12,Vitor Hugo Naum dos Santos,4.7,9,5.02,Vitinho,7.21,Vitinho,vitinho,Bragantino,3,0.91,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Hob15WK.png,7.8,5,101960,3.0,6.0,11.0,11.0,18.0,9.0,1.0,2.0,,1.0,,,,,,,,,,
370,356,12,Emanuel Fermín Brítez,4.24,10,4.2,Brítez,9.0,Brítez,britez,Fortaleza,7,0.0,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_qvH6Q9A.png,0.0,3,101995,3.0,11.0,10.0,4.0,8.0,1.0,,2.0,5.0,1.0,,1.0,,,,,,,,
371,275,12,Joaquín Piquerez Moreira,6.04,8,1.82,Piquerez,10.0,Piquerez,piquerez,Palmeiras,7,-0.7,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_04Y9scz.png,2.9,2,102130,3.0,17.0,7.0,1.0,8.0,1.0,,,3.0,3.0,,,,,1.0,,,,,
372,266,12,Vitor Eudes de Souza Costa,0.0,0,2.54,Vitor Eudes,2.0,V. Eudes,vitor-eudes,Fluminense,6,0.0,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_FvWKOzt.png,0.0,1,102137,,,,,,,,,,,,,,,,,,,,
373,290,12,Lucas Halter,2.46,9,-0.43,Lucas Halter,4.51,L. Halter,lucas-halter,Goiás,7,-1.33,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_DlFIoVh.png,-0.6,3,102253,3.0,12.0,10.0,3.0,3.0,,1.0,2.0,1.0,,,1.0,,,,,,,,
374,283,12,Gabriel José Ferreira Mesquita,-1.0,0,0.85,Gabriel Mesquita,0.7,G. Mesquita,gabriel-mesquita,Cruzeiro,6,0.0,https://s.sde.globo.com/media/person_role/2023/05/30/photo_220x220.png,0.0,1,102290,1.0,,,,,,,,,,,,,,,,,,,
375,327,12,Mikael Filipe Viana,2.1,4,5.52,Mikael,3.87,Mikael,mikael,América-MG,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO_lQhctpS.png,0.0,5,102299,,1.0,,5.0,2.0,2.0,,2.0,,,,,,,,,,,,
376,293,12,Matheus Felipe Santos Nascimento,2.23,3,2.47,Matheus Felipe,2.62,M. Felipe,matheus-felipe,Athlético-PR,6,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_e7P4JVL.png,0.0,3,102310,,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,
377,276,12,Caio Fernando de Oliveira,4.54,12,0.38,Caio Paulista,9.37,C. Paulista,caio-paulista,São Paulo,2,-0.06,https://s.sde.globo.com/media/person_role/2023/01/27/photo_FORMATO_rRBJfVv.png,0.7,2,102318,2.0,9.0,9.0,6.0,18.0,8.0,,,3.0,2.0,,,,,,,,,,
378,327,12,Gonzalo Mathías Mastriani Borges,1.3,2,1.71,Mastriani,3.17,Mastriani,mastriani,América-MG,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_vHe1goh.png,0.0,5,102561,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,
379,280,12,Hélio Júnio Nunes de Castro,4.28,9,2.07,Helinho,6.02,Helinho,helinho,Bragantino,5,0.0,https://s.sde.globo.com/media/person_role/2022/05/05/d0de5e463c8123423e2713cdde571faf_FORMATO.png,0.0,5,102598,2.0,9.0,8.0,6.0,4.0,8.0,2.0,2.0,,,,,,,,,,,,
380,293,12,Julimar Silva Oliveira Júnior,0.0,0,2.54,Julimar,2.0,Julimar,julimar,Athlético-PR,6,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_qjlY4KF.png,0.0,5,102796,,,,,,,,,,,,,,,,,,,,
381,293,12,Miguel David Terans Pérez,1.9,8,2.25,Terans,10.07,Terans,terans,Athlético-PR,6,0.26,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_rzjzN6M.png,3.5,4,102878,1.0,2.0,6.0,7.0,10.0,2.0,,4.0,,,1.0,,,,,,,,,
382,283,12,Anderson Silva da Paixão,0.0,0,3.96,Anderson,3.0,Anderson,anderson,Cruzeiro,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Lvl4bA5.png,0.0,1,102906,,,,,,,,,,,,,,,,,,,,
383,265,12,Matheus Henrique Teixeira,0.0,0,2.54,Matheus Teixeira,2.0,M. Teixeira,matheus-teixeira,Bahia,6,0.0,https://s.sde.globo.com/media/person_role/2022/04/05/ff4149be4042453395add145d010bd49_FORMATO.png,0.0,1,102907,,,,,,,,,,,,,,,,,,,,
384,276,12,Luan Vinícius da Silva Santos ,0.77,6,-0.27,Luan,3.09,Luan,luan,São Paulo,6,0.0,https://s.sde.globo.com/media/person_role/2022/03/01/6b4e62b423e7b34762e0c7f626ea5ebd_FORMATO.png,0.0,4,102909,,4.0,5.0,1.0,1.0,,,,,,,,,,,,,,,
385,290,12,José Ricardo Araújo Fernandes,5.21,11,5.97,Zé Ricardo,7.81,Z. Ricardo,ze-ricardo,Goiás,7,1.3,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_h43zEak.png,9.3,4,102911,4.0,30.0,28.0,5.0,35.0,6.0,,,,1.0,,,,,,,,,,
386,293,12,Agustín Canobbio Graviz,5.06,9,3.26,Canobbio,6.67,Canobbio,canobbio,Athlético-PR,7,0.41,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_VXCkQFM.png,5.1,5,102928,3.0,16.0,3.0,5.0,12.0,7.0,1.0,2.0,,1.0,,,,,,,,1.0,,
387,280,12,Ignacio Jesús Laquintana Marsico,1.75,2,1.79,Laquintana,3.67,Laquintana,laquintana,Bragantino,5,0.0,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_roWm5iE.png,0.0,5,103014,,1.0,3.0,,2.0,2.0,,2.0,,,,,,,,,,,,
388,280,12,Eric dos Santos Rodrigues,1.99,9,4.0,Eric Ramires,3.47,E. Ramires,eric-ramires,Bragantino,7,0.8,https://s.sde.globo.com/media/person_role/2022/05/05/68b240d886c54c37133d42e6dd5f8e41_FORMATO.png,6.2,4,103295,1.0,7.0,13.0,2.0,6.0,4.0,,,,1.0,,,,,,,,,,
389,1371,12,Matheus Alexandre Anastácio de Souza,4.5,10,2.11,Matheus Alexandre,6.26,M. Alexandre,matheus-alexandre,Cuiabá,7,0.0,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_4eKoeL1.png,0.0,2,103347,3.0,30.0,9.0,3.0,2.0,1.0,,,2.0,,,,,,,,,,,
390,327,12,Leandro Emmanuel Martínez,3.0,11,-0.25,Emmanuel Martínez,4.56,E. Martínez,emmanuel-martinez,América-MG,7,-0.84,https://s.sde.globo.com/media/person_role/2022/08/13/68f9c27625c8107e59119604bba5e322_FORMATO.png,-0.3,4,103388,,7.0,12.0,3.0,13.0,1.0,,,,3.0,1.0,,,,,,,,,
391,264,12,João Victor Andrade Caetano,3.7,3,0.3,Caetano,2.75,Caetano,caetano,Corinthians,2,-0.99,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_72Ycs9o.png,0.5,3,103575,,3.0,1.0,1.0,6.0,,,,1.0,,,,,,,,,1.0,,
392,283,12,Rafael Bilu Mudesto,2.08,4,0.37,Rafael Bilu,2.83,R. Bilu,rafael-bilu,Cruzeiro,5,0.0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_L5qGZ0n.png,0.0,5,103576,,4.0,1.0,3.0,3.0,,,1.0,,,,,,,,,,,,
393,276,12,Marcos Paulo Costa do Nascimento,3.72,12,0.72,Marcos Paulo,8.12,M. Paulo,marcos-paulo,São Paulo,6,0.08,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_XopxIWU.png,1.2,5,103645,1.0,13.0,6.0,4.0,11.0,2.0,2.0,2.0,,1.0,,,,,,,,,,
394,293,12,Kaíque Rocha Lima,0.0,0,5.38,Kaíque Rocha,4.0,K. Rocha,kaique-rocha,Athlético-PR,6,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_TAU79Yo.png,0.0,3,103684,,,,,,,,,,,,,,,,,,,,
395,280,12,Jadsom Meemyas de Oliveira da Silva,0.95,11,0.43,Jadsom Silva,2.01,J. Silva,jadsom-silva,Bragantino,6,-0.18,https://s.sde.globo.com/media/person_role/2022/05/05/9d601cb29909661ed2abc4800aab14b7_FORMATO.png,0.7,4,103695,5.0,14.0,13.0,1.0,3.0,2.0,,1.0,,,,,,,,,,2.0,,
396,264,12,Bruno Méndez Cittadini,1.13,8,-0.02,Bruno Méndez,2.21,B. Méndez,bruno-mendez,Corinthians,6,-0.08,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_VwEvkmY.png,0.0,3,103700,1.0,5.0,6.0,1.0,,,,,1.0,,,,,,,,,,,
397,275,12,Gabriel Vinícius Menino,4.84,11,0.28,Gabriel Menino,8.27,G. Menino,gabriel-menino,Palmeiras,7,0.0,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_a770SrF.png,0.0,4,103767,3.0,22.0,19.0,8.0,13.0,3.0,1.0,1.0,,1.0,2.0,,,,,,,,,
398,280,12,Maycon Cleiton de Paula Azevedo,0.0,0,3.96,Maycon,3.0,Maycon,maycon,Bragantino,6,0.0,https://s.sde.globo.com/media/person_role/2022/05/05/f39fcb967a674ffddbaec227105dae4a_FORMATO.png,0.0,1,104017,,,,,,,,,,,,,,,,,,,,
399,263,12,João Fernando Monteiro Siqueira,0.0,0,2.54,João Fernando,2.0,J. Fernando,joao-fernando,Botafogo,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_5Z0375l.png,0.0,1,104079,,,,,,,,,,,,,,,,,,,,
400,264,12,Carlos Miguel dos Santos Pereira,0.0,0,2.54,Carlos Miguel,2.0,C. Miguel,carlos-miguel,Corinthians,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_ucZUimL.png,0.0,1,104084,,,,,,,,,,,,,,,,,,,,
401,282,12,Bruno de Lara Fuchs,2.53,7,-0.09,Bruno Fuchs,4.33,B. Fuchs,bruno-fuchs,Atlético-MG,5,-0.2,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_qjyhb3e.png,-0.1,3,104085,1.0,2.0,4.0,,5.0,,,,3.0,,,,,,,,,,,
402,264,12,Ruan de Oliveira Ferreira,7.07,3,-0.43,Ruan,2.58,Ruan,ruan,Corinthians,7,-2.07,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_Uq9B5Kn.png,-0.6,4,104153,1.0,1.0,6.0,1.0,2.0,,2.0,,,1.0,,,,,,,,,,
403,277,12,João Lucas de Almeida Carvalho,5.15,4,0.57,João Lucas,4.19,J. Lucas,joao-lucas,Santos,7,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_tX8ABIy.png,0.0,2,104257,,8.0,1.0,1.0,1.0,,,,2.0,,,,,,,,,,,
404,282,12,Matheus Mendes Werneck de Oliveira,0.0,0,3.96,Matheus Mendes,3.0,M. Mendes,matheus-mendes,Atlético-MG,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_xQ2S67t.png,0.0,1,104383,,,,,,,,,,,,,,,,,,,,
405,285,12,Igor Gomes Silva,2.88,8,1.85,Igor Gomes,5.25,I. Gomes,igor-gomes,Internacional,6,0.2,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_I7Q1WEp.png,2.9,3,104385,1.0,9.0,4.0,1.0,7.0,1.0,,,2.0,,,,,,,,,1.0,,
406,266,12,Vitor Mendes Alves,4.95,2,4.98,Vitor Mendes,6.66,V. Mendes,vitor-mendes,Fluminense,6,0.0,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_L4w297p.png,0.0,3,104401,1.0,,1.0,,,1.0,,,2.0,,,,,,,,,,,
407,293,12,Reinaldo Nascimento Satorno,1.7,1,2.83,Reinaldo,2.39,Reinaldo,reinaldo,Athlético-PR,6,0.0,https://s.sde.globo.com/media/person_role/2020/03/03/12600160dfe6fed9a606921db8b0a862_FORMATO.png,0.0,5,104420,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
408,284,12,Felipe Mateus Scheibig,0.0,0,1.12,Felipe Scheibig,1.0,F. Scheibig,felipe-scheibig,Grêmio,6,0.0,https://s.sde.globo.com/media/person_role/2021/07/16/79af8f6f344db19983598078705340fc_FORMATO.png,0.0,1,104424,,,,,,,,,,,,,,,,,,,,
409,293,12,Christian Roberto Alves Cardoso,5.1,10,0.72,Christian,9.4,Christian,christian,Athlético-PR,6,-0.75,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_V2OPAxf.png,1.2,4,104502,,14.0,13.0,4.0,11.0,2.0,3.0,,,,1.0,,,,,,,,,
410,356,12,Vinícius Nelson de Souza Zanocelo,0.68,6,1.74,Vinícius Zanocelo,3.32,V. Zanocelo,vinicius-zanocelo,Fortaleza,6,0.0,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_OPlr7ly.png,0.0,4,104521,1.0,4.0,3.0,,,1.0,,,,,,,,,,,,,,
411,277,12,Sandry Roberto Santos Goes,0.25,2,0.32,Sandry,2.88,Sandry,sandry,Santos,6,0.03,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_bbHXWKZ.png,0.5,4,104580,,,,,1.0,,,,,,,,,,,,,,,
412,280,12,Fabrício Oliveira de Souza,0.0,0,1.12,Fabrício,1.0,Fabrício,fabricio,Bragantino,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_AAId2Kq.png,0.0,1,104588,,,,,,,,,,,,,,,,,,,,
413,284,12,Darlan Pereira Mendes,0.2,1,3.51,Darlan,2.71,Darlan,darlan,Grêmio,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_NzyHepN.png,0.0,4,104593,1.0,1.0,,,,,,,,,,,,,,,,,,
414,294,12,Matheus Henrique Bianqui,0.77,6,2.46,Matheus Bianqui,2.82,M. Bianqui,matheus-bianqui,Coritiba,7,0.66,https://s.sde.globo.com/media/person_role/2023/04/21/photo_FORMATO.png,3.8,4,104640,2.0,4.0,5.0,1.0,3.0,1.0,,2.0,,,,,,,,,,,,
415,356,12,Juan Pablo Vojvoda Rizzo,5.77,12,3.05,Juan Vojvoda,12.4,J. Vojvoda,juan-vojvoda,Fortaleza,7,-0.25,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_UIx1Yzg.png,4.83,6,104754,,,,,,,,,,,,,,,,,,,,5.0
416,265,12,Nicolás Brian Acevedo Tabárez,3.19,10,1.38,Acevedo,4.84,Acevedo,acevedo,Bahia,7,-1.1,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_YfjCr6b.png,2.2,4,104783,3.0,22.0,19.0,6.0,14.0,2.0,,,,,,,,,,,,,,
417,263,12,Igo Gabriel Santos Pereira,0.0,0,1.12,Igo Gabriel,1.0,I. Gabriel,igo-gabriel,Botafogo,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_C8GywEv.png,0.0,1,104991,,,,,,,,,,,,,,,,,,,,
418,263,12,Luis Henrique Tomaz de Lima,1.78,12,0.74,Luis Henrique,4.38,L. Henrique,luis-henrique,Botafogo,7,-0.01,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_XMfC6C1.png,1.2,5,105049,,5.0,2.0,3.0,2.0,3.0,1.0,1.0,,,,,,,,,1.0,,,
419,293,12,Khellven Douglas Silva Oliveira,4.44,8,9.32,Khellven,8.97,Khellven,khellven,Athlético-PR,6,1.61,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7lRpDNN.png,14.4,2,105175,,11.0,8.0,3.0,5.0,,,2.0,3.0,1.0,,,,,,,,,,
420,293,12,Bento Matheus Krepski,4.32,12,3.65,Bento,10.46,Bento,bento,Athlético-PR,3,0.77,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7ROEp8B.png,5.7,1,105208,3.0,,2.0,,1.0,,,,4.0,1.0,,,38.0,1.0,,15.0,,,,
421,267,12,Patrick de Lucca Chaves de Oliveira,0.0,0,3.96,De Lucca,3.0,D. Lucca,de-lucca,Vasco,5,0.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_J73ZkrF.png,0.0,4,105294,,,,,,,,,,,,,,,,,,,,
422,276,12,Nahuel Adolfo Ferraresi Hernández,0.0,0,8.22,Ferraresi,6.0,Ferraresi,ferraresi,São Paulo,5,0.0,https://s.sde.globo.com/media/person_role/2022/08/13/a5301263d96806640ddf67cec70f99e7_FORMATO.png,0.0,3,105300,,,,,,,,,,,,,,,,,,,,
423,265,12,Gabriel Lheman Xavier - Lhman,4.14,5,4.15,Gabriel Xavier,4.52,G. Xavier,gabriel-xavier,Bahia,6,0.0,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_0UPMoSl.png,0.0,3,105373,,7.0,3.0,,4.0,1.0,,,2.0,,,,,,,,,,,
424,294,12,Jesús Emiliano Trindade Flores,0.0,0,5.38,Trindade,4.0,Trindade,trindade,Coritiba,6,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_IfD8fQ4.png,0.0,4,105433,,,,,,,,,,,,,,,,,,,,
425,264,12,Matheus Lima Beltrão Oliveira Valin,3.73,9,-0.25,Matheus Bidu,5.73,M. Bidu,matheus-bidu,Corinthians,7,-0.9,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_cNTyg24.png,-0.3,2,105531,2.0,10.0,9.0,5.0,15.0,4.0,,,2.0,,,,,,,,,,,
426,1371,12,Rikelme Hernandes Amorim Rocha,5.97,6,3.65,Rikelme,3.74,Rikelme,rikelme,Cuiabá,7,0.21,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_FfgJEdr.png,5.7,5,105547,,26.0,8.0,1.0,3.0,,,3.0,,1.0,,,,,,,,,,
427,267,12,Riquelme Carvalho Araújo Viana,0.0,0,3.96,Riquelme,3.0,Riquelme,riquelme,Vasco,6,0.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_smA6Xym.png,0.0,2,105566,,,,,,,,,,,,,,,,,,,,
428,356,12,Juan Martín Lucero,2.27,8,1.07,Lucero,4.96,Lucero,lucero,Fortaleza,6,-1.06,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_MqRx953.png,1.7,5,105568,,3.0,5.0,3.0,7.0,2.0,1.0,3.0,,,,,,,,,,,,
