,atletas.apelido,atletas.variacao_num,atletas.clube_id,atletas.pontos_num,atletas.minimo_para_valorizar,atletas.jogos_num,atletas.preco_num,atletas.posicao_id,atletas.media_num,atletas.atleta_id,atletas.clube.id.full.name,atletas.slug,atletas.apelido_abreviado,atletas.foto,atletas.rodada_id,atletas.nome,atletas.status_id
481,Rômulo,0,293,0,1.76,0,3,5,0,107197,Athlético-PR,romulo,Rômulo,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_A5prVgV.png,1,Rômulo José Cardoso da Cruz,5
482,Gustavo Garcia,0,275,0,1.76,0,3,2,0,107225,Palmeiras,gustavo-garcia,G. Garcia,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_9hMRqkt.png,1,Gustavo Garcia dos Santos,6
483,Miqueias,0,265,0,1.76,0,3,4,0,107232,Bahia,miqueias,Miqueias,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_JqZAXdV.png,1,Miqueias Cabral Evaristo,6
484,Vanderlan,0,275,0,2.93,0,5,2,0,107236,Palmeiras,vanderlan,Vanderlan,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_F0bHOxR.png,1,Vanderlan Barbosa da Silva,7
485,Nathan,0,290,0,0.59,0,1,4,0,107261,Goiás,nathan,Nathan,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_hnxgxa6.png,1,Nathan Melo Silva,6
486,Luan Dias,0,277,0,,0,5,4,0,107416,Santos,luan-dias,L. Dias,https://s.sde.globo.com/media/person_role/2023/04/12/photo_220x220_MHA8oKV.png,1,Luan Dias da Silva,6
487,André,0,266,0,6.45,0,11,4,0,107498,Fluminense,andre,André,https://s.sde.globo.com/media/person_role/2022/04/20/ab46ac470d67b794ba585f6150123037_FORMATO.png,1,André Trindade da Costa Neto,7
488,Natanael,0,294,0,2.93,0,5,2,0,107554,Coritiba,natanael,Natanael,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_0XMnyZN.png,1,Natanael Moreira Milouski,7
489,Nathan,0,277,0,2.35,0,4,2,0,107676,Santos,nathan,Nathan,https://s.sde.globo.com/media/person_role/2022/09/30/photo_FORMATO.png,1,Nathan Santos de Araújo,7
490,Chrystian Barletta,0,264,0,3.52,0,6,4,0,107726,Corinthians,chrystian-barletta,C. Barletta,https://s.sde.globo.com/media/person_role/2023/03/21/photo_FORMATO_A5fpusS.png,1,Chrystian Amaral Barletta de Almeida,6
491,Emerson Júnior,0,285,0,,0,1,1,0,107740,Internacional,emerson-junior,E. Júnior,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_O9bfirr.png,1,Emerson Fabiano Kerber Júnior,6
492,Praxedes,0,280,0,2.93,0,5,4,0,107744,Bragantino,praxedes,Praxedes,https://s.sde.globo.com/media/person_role/2022/05/05/f8aea5d525d74bdbe77382da13d85ed2_FORMATO.png,1,Bruno Conceição Praxedes,6
493,Adriel,0,284,0,3.52,0,6,1,0,107748,Grêmio,adriel,Adriel,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_WyxMzh5.png,1,Adriel Vasconcelos Ramos,7
494,Diego Rosa,0,265,0,2.35,0,4,4,0,107796,Bahia,diego-rosa,D. Rosa,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_Z8v7YI8.png,1,Diego Gabriel Silva Rosa,6
495,Fernando Henrique,0,283,0,1.76,0,3,4,0,107800,Cruzeiro,fernando-henrique,F. Henrique,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_7OiYeRo.png,1,Fernando Henrique do Nascimento Pereira,5
496,Natã,0,284,0,,0,1,3,0,107801,Grêmio,nata,Natã,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_nMfgjlm.png,1,Natã Felipe de Amorim Santos,6
497,Matheus Dias,0,285,0,1.76,0,3,4,0,107809,Internacional,matheus-dias,M. Dias,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_f09xlRk.png,1,Matheus dos Santos Dias,6
498,Hugo,0,290,0,1.76,0,3,2,0,107908,Goiás,hugo,Hugo,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_4XBJGTX.png,1,Hugo Ferreira de Farias,6
499,Fausto Vera,0,264,0,4.11,0,7,4,0,107950,Corinthians,fausto-vera,F. Vera,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_w7tZlR4.png,1,Fausto Mariano Vera,2
500,Isidro Pitta,0,1371,0,4.69,0,8,5,0,108133,Cuiabá,isidro-pitta,I. Pitta,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_LlMyePJ.png,1,Isidro Miguel Pitta Saldívar,6
501,Lucas Cardoso,0,1371,0,1.76,0,3,4,0,108148,Cuiabá,lucas-cardoso,L. Cardoso,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_gZhwK7B.png,1,Lucas Cardoso Moreira,6
502,Gustavinho,0,284,0,2.35,0,4,4,0,108201,Grêmio,gustavinho,Gustavinho,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_hopiRUY.png,1,Gustavo César Mendonça Gravino,6
503,Breno,0,290,0,0.59,0,1,5,0,108211,Goiás,breno,Breno,https://s.sde.globo.com/media/person_role/2022/09/18/photo_FORMATO_aTUZBiS.png,1,Breno Herculano Almeida,6
504,Gabriel Barros,0,285,0,,0,4,5,0,108352,Internacional,gabriel-barros,G. Barros,https://s.sde.globo.com/media/person_role/2023/04/11/photo_220x220.png,1,Gabriel de Sousa Barros,6
505,Erison,0,276,0,3.52,0,6,5,0,108422,São Paulo,erison,Erison,https://s.sde.globo.com/media/person_role/2023/02/01/photo_FORMATO_0I7WXAm.png,1,Erison Danilo de Souza,6
506,Galarza,0,267,0,1.76,0,3,4,0,108528,Vasco,galarza,Galarza,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_G8IevUF.png,1,Matías Galarza Fonda,6
507,Arriagada,0,293,0,2.35,0,4,5,0,108624,Athlético-PR,arriagada,Arriagada,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_VPNWNb6.png,1,Luciano Daniel Arriagada García,6
508,Victor Sá,0,263,0,2.93,0,5,5,0,108946,Botafogo,victor-sa,V. Sá,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_t9xgUxE.png,1,João Victor Santos Sá,7
509,Matheus Nascimento,0,263,0,2.35,0,4,5,0,109114,Botafogo,matheus-nascimento,M. Nascimento,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_xScuqcn.png,1,Matheus Nascimento de Paula,6
510,DG,0,263,0,1.17,0,2,2,0,109199,Botafogo,dg,DG,https://s.sde.globo.com/media/person_role/2022/07/15/4de72f5f4587ade71270417865e896e9_FORMATO.png,1,Douglas da Silva Teixeira,6
511,Kawê,0,280,0,0.59,0,1,5,0,109246,Bragantino,kawe,Kawê,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_2gnQr2r.png,1,Kawê Ferreira Godoy Viana,6
512,Sammuel,0,356,0,1.76,0,3,4,0,109341,Fortaleza,sammuel,Sammuel,https://s.sde.globo.com/media/person_role/2022/05/12/34eebe02442f63e6c4eee4a972018bc8_FORMATO.png,1,Sammuel Queiroz de Freitas,5
513,Kennedy,0,356,0,1.17,0,2,1,0,109347,Fortaleza,kennedy,Kennedy,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_jTL4V8M.png,1,Antonio Kennedy Sousa de Almeida,6
514,Raul Gustavo,0,265,0,5.28,0,9,3,0,109389,Bahia,raul-gustavo,R. Gustavo,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_o1bIdBe.png,1,Raul Gustavo Pereira Bicalho,5
515,Thiago Andrade,0,293,0,2.35,0,4,5,0,109404,Athlético-PR,thiago-andrade,T. Andrade,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_83YGYl5.png,1,Thiago Eduardo de Andrade,6
516,Ian Luccas,0,283,0,2.35,0,4,4,0,109412,Cruzeiro,ian-luccas,I. Luccas,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_HM5lJ1D.png,1,Ian Luccas Baroni Boetto,6
517,Calebe,0,356,0,2.35,0,4,4,0,109461,Fortaleza,calebe,Calebe,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_l45UFDH.png,1,Calebe Gonçalves Ferreira da Silva,2
518,Marcos Leonardo,0,277,0,8.21,0,14,5,0,109497,Santos,marcos-leonardo,M. Leonardo,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_eb1ett7.png,1,Marcos Leonardo Santos Almeida,7
519,Joaquim,0,277,0,5.28,0,9,3,0,109563,Santos,joaquim,Joaquim,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_KiHaTyd.png,1,Joaquim Henrique Pereira Silva,6
520,Martinelli,0,266,0,3.52,0,6,4,0,109573,Fluminense,martinelli,Martinelli,https://s.sde.globo.com/media/person_role/2022/04/20/d62bf91da00804290e9991da9ebe56a2_FORMATO.png,1,Matheus Martinelli Lima,5
521,Andrey Santos,0,267,0,7.62,0,13,4,0,109591,Vasco,andrey-santos,A. Santos,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_jgSQJUl.png,1,Andrey Nascimento dos Santos,7
522,Gabriel Novaes,0,290,0,2.35,0,4,5,0,109639,Goiás,gabriel-novaes,G. Novaes,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_Kdrpiw9.png,1,Gabriel Novaes Fernandes,5
523,Hugo,0,263,0,2.35,0,4,2,0,109668,Botafogo,hugo,Hugo,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8tyq2bR.png,1,Hugo Gonçalves Ferreira Neto,6
524,Bryan García,0,293,0,1.76,0,3,4,0,110013,Athlético-PR,bryan-garcia,B. García,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_4c9H6zL.png,1,Bryan Jahir García Realpe,6
525,Jhoanner Chávez,0,265,0,2.93,0,5,2,0,110021,Bahia,jhoanner-chavez,J. Chávez,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_bZ6JNlc.png,1,Jhoanner Stalin Chávez Quintero,7
526,Matías Segovia,0,263,0,2.93,0,5,4,0,110055,Botafogo,matias-segovia,M. Segovia,https://s.sde.globo.com/media/person_role/2023/04/04/photo_FORMATO.png,1,Matías Emanuel Segovia Torales,6
527,Gabriel Pereira,0,293,0,0.59,0,1,1,0,110251,Athlético-PR,gabriel-pereira,G. Pereira,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_yvoo9wb.png,1,Gabriel Roberto Pereira,6
528,Ângelo,0,277,0,2.93,0,5,5,0,110415,Santos,angelo,Ângelo,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_CqBwl6X.png,1,Ângelo Gabriel Borges Damaceno,6
529,Abel Ferreira,0,275,0,7.62,0,13,6,0,110506,Palmeiras,abel-ferreira,A. Ferreira,https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,1,Abel Fernando Moreira Ferreira,7
530,Vinícius Balieiro,0,277,0,1.76,0,3,4,0,110605,Santos,vinicius-balieiro,V. Balieiro,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_yMHsqPr.png,1,Vinícius Balieiro Lourenço de Carvalho,6
531,Gabriel Pirani,0,266,0,2.35,0,4,4,0,110607,Fluminense,gabriel-pirani,G. Pirani,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_AErSxoD.png,1,Gabriel Cordeiro Pirani,6
532,João Vitor,0,294,0,0.59,0,1,5,0,110623,Coritiba,joao-vitor,J. Vitor,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_KfLKMAj.png,1,João Vitor Moreira dos Santos,6
533,Luiz Filipe,0,290,0,1.17,0,2,5,0,110632,Goiás,luiz-filipe,L. Filipe,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_xcsqOAQ.png,1,Luiz Filipe dos Reis Silva,6
534,Mycael,0,293,0,1.76,0,3,1,0,110698,Athlético-PR,mycael,Mycael,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_4TEihe1.png,1,Mycael Pontes Moreira,6
535,Pedro Rangel,0,266,0,1.76,0,3,1,0,110708,Fluminense,pedro-rangel,P. Rangel,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_bDPu6c3.png,1,Pedro Felipe de Faria Rangel,6
536,Andrés Hurtado,0,280,0,2.93,0,5,2,0,110715,Bragantino,andres-hurtado,A. Hurtado,https://s.sde.globo.com/media/person_role/2022/05/05/495e0cd517eacede744f14fefa06d6d5_FORMATO.png,1,José Andrés Hurtado Cheme,6
537,Rubens,0,282,0,2.93,0,5,2,0,110727,Atlético-MG,rubens,Rubens,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_JV4BtfR.png,1,Rubens Antônio Dias,7
538,João Maranini,0,1371,0,1.76,0,3,3,0,110742,Cuiabá,joao-maranini,J. Maranini,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_2ubCgRc.png,1,João Victor Araújo Maranini,7
539,John Kennedy,0,266,0,2.93,0,5,5,0,110759,Fluminense,john-kennedy,J. Kennedy,https://s.sde.globo.com/media/person_role/2023/03/17/photo_220x220.png,1,John Kennedy Batista de Souza,6
540,Biel,0,265,0,3.52,0,6,5,0,110760,Bahia,biel,Biel,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_iT5hY8V.png,1,Gabriel Teixeira Aragão,7
541,Marcão,0,294,0,1.17,0,2,1,0,110775,Coritiba,marcao,Marcão,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_ur2aV6A.png,1,Marco Antônio Amorim de Oliveira Montes,6
542,Orellano,0,267,0,2.35,0,4,4,0,110776,Vasco,orellano,Orellano,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_QTGO9rI.png,1,Luca Nicolás Orellano,6
543,Renato Paiva,0,265,0,2.35,0,4,6,0,110818,Bahia,renato-paiva,R. Paiva,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_ZitX2Ik.png,1,Renato Manuel Alves Paiva,7
544,Guilherme Lopes,0,280,0,1.17,0,2,2,0,110909,Bragantino,guilherme-lopes,G. Lopes,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_UCfKPnM.png,1,Guilherme Lopes de Almeida,6
545,Lucão,0,290,0,1.17,0,2,5,0,110928,Goiás,lucao,Lucão,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_G50Eggl.png,1,Lucas Emmanuel Araujo Macedo,6
546,Kayque,0,263,0,2.93,0,5,4,0,110962,Botafogo,kayque,Kayque,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_kc0gmoa.png,1,Kayque Luiz Pereira,6
547,Pedrinho,0,293,0,2.35,0,4,2,0,110995,Athlético-PR,pedrinho,Pedrinho,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_jdu5FfY.png,1,Pedro Henrique Azevedo Pereira,7
548,Robson,0,327,0,1.17,0,2,1,0,111172,América-MG,robson,Robson,https://s.sde.globo.com/media/person_role/2021/06/04/4ae813551a7112d688190602a630a0b1_FORMATO.png,1,Robson Luiz dos Santos Nascimento,6
549,Alix Vinicius,0,356,0,1.76,0,3,3,0,111246,Fortaleza,alix-vinicius,A. Vinicius,https://s.sde.globo.com/media/person_role/2023/03/31/photo_220x220_T7uB8SU.png,1,Alix Vinicius de Souza Sampaio,6
550,Sorriso,0,280,0,2.93,0,5,5,0,111333,Bragantino,sorriso,Sorriso,https://s.sde.globo.com/media/person_role/2022/05/05/7924434ef39a0546d8ad7fa23ca14168_FORMATO.png,1,Marcos Vinicios Moura,7
551,António Oliveira,0,294,0,2.93,0,5,6,0,111578,Coritiba,antonio-oliveira,A. Oliveira,https://s.sde.globo.com/media/person_role/2021/04/27/21a131dcff78d521da3297e98526ce48_FORMATO.png,1,António José Cardoso de Oliveira,7
552,Juan Christian,0,283,0,0.59,0,1,5,0,111633,Cruzeiro,juan-christian,J. Christian,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_grCTDFm.png,1,Juan Christian Pereira Coelho,6
553,Adson,0,264,0,2.93,0,5,4,0,111682,Corinthians,adson,Adson,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_uzK3HTh.png,1,Adson Ferreira Soares,2
554,Matheus Cadorini,0,294,0,1.76,0,3,5,0,111688,Coritiba,matheus-cadorini,M. Cadorini,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_qDCu3iB.png,1,Matheus Alfredo Cadorini da Silva,6
555,Matheus Cunha,0,262,0,2.35,0,4,1,0,111690,Flamengo,matheus-cunha,M. Cunha,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_xwFOLiN.png,1,Matheus Cunha Queiroz,6
556,Mateusão,0,262,0,1.17,0,2,5,0,111694,Flamengo,mateusao,Mateusão,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_JeOW27e.png,1,Mateus Dias Lima,6
557,Lucas Mezenga,0,263,0,1.17,0,2,3,0,111713,Botafogo,lucas-mezenga,L. Mezenga,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_BuH7iqi.png,1,Lucas de Souza Mombra Rosa,6
558,Giovani,0,275,0,2.35,0,4,5,0,111759,Palmeiras,giovani,Giovani,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_aPzreE2.png,1,Giovani Henrique Amorim da Silva,6
559,Fabinho,0,275,0,2.35,0,4,4,0,111760,Palmeiras,fabinho,Fabinho,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_6TfTz4T.png,1,Fábio Silva de Freitas,7
560,Cadu,0,267,0,0.59,0,1,1,0,111761,Vasco,cadu,Cadu,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_MykTtrE.png,1,Carlos Eduardo Piekny Neves,6
561,Rodrigo,0,267,0,2.93,0,5,4,0,111766,Vasco,rodrigo,Rodrigo,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_oUqfC4H.png,1,Rodrigo Alves de Holanda Santos,6
562,Marlon Gomes,0,267,0,3.52,0,6,4,0,111769,Vasco,marlon-gomes,M. Gomes,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_t23W3Dj.png,1,Marlon Gomes Claudino,7
563,Arthur Sales,0,265,0,1.76,0,3,5,0,111771,Bahia,arthur-sales,A. Sales,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_OzxQsVM.png,1,Arthur de Oliveira Sales,6
564,Thomas Luciano,0,284,0,,0,1,2,0,111819,Grêmio,thomas-luciano,T. Luciano,https://s.sde.globo.com/media/person_role/2023/04/08/photo_FORMATO_bUxLkDf.png,1,Thomas Luciano Trindade Mathias,6
565,Kayky,0,265,0,3.52,0,6,5,0,111829,Bahia,kayky,Kayky,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ycDoFH2.png,1,Kayky da Silva Chagas,6
566,Felipe Andrade,0,266,0,,0,1,3,0,111839,Fluminense,felipe-andrade,F. Andrade,https://s.sde.globo.com/media/person_role/2021/03/15/10a39e521ac9d7e127d7b8a8a2259992_FORMATO.png,1,Felipe de Andrade Vieira,6
567,Mateusinho,0,1371,0,1.17,0,2,2,0,111879,Cuiabá,mateusinho,Mateusinho,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_mK5PRfk.png,1,Matheus da Silva Duarte,7
568,Quagliata,0,1371,0,1.76,0,3,5,0,111949,Cuiabá,quagliata,Quagliata,https://s.sde.globo.com/media/person_role/2023/03/13/photo_220x220_kkqhEEK.png,1,Nicolás Quagliata Platero,6
569,Julián Palacios,0,290,0,2.35,0,4,4,0,111996,Goiás,julian-palacios,J. Palacios,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_C8xKUgn.png,1,Julián Eduardo Palacios,6
570,Lucas Beraldo,0,276,0,2.35,0,4,3,0,112136,São Paulo,lucas-beraldo,L. Beraldo,https://s.sde.globo.com/media/person_role/2022/07/22/aef0c837cb53876eb1509bd8c3eaa586_FORMATO.png,1,Lucas Lopes Beraldo,2
571,Bitello,0,284,0,5.86,0,10,4,0,112140,Grêmio,bitello,Bitello,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_nhcHWBh.png,1,João Paulo de Souza Mares,7
572,Paulo Victor,0,267,0,2.35,0,4,2,0,112141,Vasco,paulo-victor,P. Victor,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_1bXqoAq.png,1,Paulo Victor de Almeida Barbosa,6
573,Thalisson Gabriel,0,294,0,0.59,0,1,3,0,112367,Coritiba,thalisson-gabriel,T. Gabriel,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_fY8etYF.png,1,Thalisson Gabriel Pereira Moreira,6
574,Bernardo,0,294,0,1.76,0,3,4,0,112368,Coritiba,bernardo,Bernardo,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_ghXknjI.png,1,Bernardo Marcos Pinheiro Lemes,6
575,Emerson Negueba,0,1371,0,1.17,0,2,5,0,112370,Cuiabá,emerson-negueba,E. Negueba,https://s.sde.globo.com/media/person_role/2023/03/30/photo_220x220_wzDDWM2.png,1,Emerson Ramon Bezerra Oliveira,6
576,Gabriel Grando,0,284,0,2.35,0,4,1,0,112616,Grêmio,gabriel-grando,G. Grando,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_bv2qwrK.png,1,Gabriel Hamester Grando,6
577,Kaiki,0,283,0,1.76,0,3,2,0,112709,Cruzeiro,kaiki,Kaiki,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_HCZ4bVf.png,1,Kaiki Bruno da Silva,6
578,Lucas Barbosa,0,277,0,2.35,0,4,4,0,112886,Santos,lucas-barbosa,L. Barbosa,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Nn5zqEX.png,1,Lucas Henrique Barbosa,7
579,Capasso,0,267,0,2.93,0,5,3,0,112913,Vasco,capasso,Capasso,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_OaLhk6j.png,1,Manuel Vicente Capasso,7
580,Werton,0,262,0,1.17,0,2,5,0,112984,Flamengo,werton,Werton,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_b5lT2QZ.png,1,Werton de Almeida Rêgo,6
581,José López,0,275,0,2.93,0,5,5,0,113103,Palmeiras,jose-lopez,J. López,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_V15s07E.png,1,José Manuel Alberto López,6
582,Kauan,0,282,0,0.59,0,1,2,0,113154,Atlético-MG,kauan,Kauan,https://s.sde.globo.com/media/person_role/2023/04/01/photo_220x220_9pgUpwG.png,1,Kauan Silva Sales,6
583,Nathan Mendes,0,276,0,2.35,0,4,2,0,113157,São Paulo,nathan-mendes,N. Mendes,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Ec4EI26.png,1,Nathan Gabriel de Souza Mendes,6
584,Michel,0,275,0,1.17,0,2,3,0,113159,Palmeiras,michel,Michel,https://s.sde.globo.com/media/person_role/2022/04/06/2e58e6fda93f2529e843b6dacea39be3_FORMATO.png,1,Michel Augusto Modesto Rafael dos Santos,6
585,Lomónaco,0,280,0,1.76,0,3,3,0,113203,Bragantino,lomonaco,Lomónaco,https://s.sde.globo.com/media/person_role/2022/06/02/269ea7a5ee84f815bccf1916cb6f6b72_FORMATO.png,1,Kevin Joel Lomónaco,6
586,Pablo Maia,0,276,0,2.93,0,5,4,0,113359,São Paulo,pablo-maia,P. Maia,https://s.sde.globo.com/media/person_role/2022/03/05/e91f0953fe782088f01eda528fd69b2f_FORMATO.png,1,Pablo Gonçalves Maia Fortunato,6
587,Diogo Batista,0,294,0,0.59,0,1,2,0,113384,Coritiba,diogo-batista,D. Batista,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_SfVPzCz.png,1,Diogo Batista de Souza,6
588,Fernando Lázaro,0,264,0,3.52,0,6,6,0,113429,Corinthians,fernando-lazaro,F. Lázaro,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_PWLQE2S.png,1,Fernando Lázaro Rodrigues Alves,7
589,Bruninho,0,280,0,3.52,0,6,4,0,113558,Bragantino,bruninho,Bruninho,https://s.sde.globo.com/media/person_role/2022/05/05/f1f155231d0b75984084fb05c52de0db_FORMATO.png,1,Bruno Gonçalves de Jesus,7
590,Kevin,0,275,0,0.59,0,1,5,0,113663,Palmeiras,kevin,Kevin,https://s.sde.globo.com/media/person_role/2023/03/03/photo_FORMATO_TugHOMv.png,1,Kevin Santos Lopes de Macedo,6
591,Ryan Luka,0,262,0,0.59,0,1,5,0,113667,Flamengo,ryan-luka,R. Luka,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_4G7ETFM.png,1,Ryan Luka Cordeiro de Souza,6
592,Du Queiroz,0,264,0,3.52,0,6,4,0,113687,Corinthians,du-queiroz,D. Queiroz,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_iUTg2Sg.png,1,Eduardo Santos Queiroz,6
593,André Luiz,0,262,0,1.17,0,2,5,0,114174,Flamengo,andre-luiz,A. Luiz,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_qtSFh6j.png,1,André Luiz Inácio da Silva,6
594,Douglas Mendes,0,280,0,1.17,0,2,3,0,114311,Bragantino,douglas-mendes,D. Mendes,https://s.sde.globo.com/media/person_role/2022/08/08/13c02821040d26f757e8894f3d0aabb7_FORMATO.png,1,Douglas Mendes Moreira,6
595,Lucas Pires,0,277,0,3.52,0,6,2,0,114374,Santos,lucas-pires,L. Pires,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_YT2uQmw.png,1,Lucas Pires Silva,6
596,Cleiton,0,262,0,1.76,0,3,3,0,114790,Flamengo,cleiton,Cleiton,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_L2MYyBn.png,1,Cleiton Santana dos Santos,6
597,Vitor Roque,0,293,0,5.28,0,9,5,0,114802,Athlético-PR,vitor-roque,V. Roque,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_0B2D0LR.png,1,Vitor Hugo Roque Ferreira,2
598,Luciano,0,280,0,1.17,0,2,4,0,114888,Bragantino,luciano,Luciano,https://s.sde.globo.com/media/person_role/2022/05/05/21a71a480463a1c9c0140cfd2b91c6d8_FORMATO.png,1,Luciano Silva Santos,6
599,Peruchi,0,1371,0,0.59,0,1,1,0,114893,Cuiabá,peruchi,Peruchi,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_SsVd5Bj.png,1,Vinicius Pasquini Peruchi,6
600,Miguelito,0,277,0,0.59,0,1,4,0,115025,Santos,miguelito,Miguelito,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_CgKUL3N.png,1,Miguel Àngel Terceros,6
601,Thauan Lara,0,285,0,1.17,0,2,2,0,115061,Internacional,thauan-lara,T. Lara,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_QvNiNqZ.png,1,Thauan Lara dos Santos,6
602,Matheus França,0,262,0,2.93,0,5,4,0,115100,Flamengo,matheus-franca,M. França,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_FjNeYnR.png,1,Matheus França de Oliveira,2
