,atletas.clube.id.full.name,atletas.posicao_id,atletas.jogos_num,atletas.atleta_id,atletas.nome,atletas.pontos_num,atletas.rodada_id,atletas.apelido_abreviado,atletas.minimo_para_valorizar,atletas.variacao_num,atletas.status_id,atletas.slug,atletas.apelido,atletas.media_num,atletas.clube_id,atletas.preco_num,atletas.foto,CA,DS,FC,FD,FF,FS,FT,G,SG,A,I,V,PP,PS,DE,GS,CV,DP,GC,PC
257,Athlético-PR,3,6,91866,José Ivaldo Almeida Silva,0.0,11,Z. Ivaldo,,0.0,7,ze-ivaldo,Zé Ivaldo,2.42,293,4.47,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_ZOxQ99E.png,,2.0,7.0,1.0,,6.0,,,2.0,,,,,,,,,,,
258,Atlético-MG,5,10,91908,Cristian David Pavón,4.7,11,Pavón,,0.43,7,pavon,Pavón,5.75,282,8.74,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_U1jXQaU.png,3.0,16.0,8.0,3.0,7.0,7.0,,2.0,,3.0,,,,,,,,,,
259,Athlético-PR,6,1,91971,Wesley Oliveira de Carvalho,4.26,11,W. Carvalho,,-1.27,7,wesley-carvalho,Wesley Carvalho,4.26,293,9.43,https://s.sde.globo.com/media/person_role/2022/05/05/21d7b4d24237a06ec8872f1ff041e713_FORMATO.png,,,,,,,,,,,,,,,,,,,,
260,Coritiba,3,9,92291,Bruno Viana Willemen da Silva,0.0,11,B. Viana,,-0.1,2,bruno-viana,Bruno Viana,1.08,294,2.57,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_kVhXG72.png,3.0,12.0,10.0,,1.0,1.0,,,,,,,,,,,,,,
261,Bragantino,4,0,92496,Raul Lô Gonçalves,0.0,11,Raul,,0.0,5,raul,Raul,0.0,280,5.0,https://s.sde.globo.com/media/person_role/2022/05/05/278a2f0c3cd97ace8138ffbe2f23d81d_FORMATO.png,,,,,,,,,,,,,,,,,,,,
262,Cuiabá,5,10,92708,Deyverson Brum Silva Acosta,0.0,11,Deyverson,,0.0,7,deyverson,Deyverson,3.92,1371,6.91,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_AvLd8xm.png,3.0,1.0,10.0,3.0,9.0,14.0,1.0,3.0,,,8.0,,,,,,,,,
263,Cruzeiro,5,11,92811,Bruno Rafael Rodrigues do Nascimento,3.7,11,B. Rodrigues,,-1.19,7,bruno-rodrigues,Bruno Rodrigues,7.1,283,12.93,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_xfgmkoy.png,,11.0,11.0,11.0,16.0,18.0,1.0,3.0,,2.0,8.0,,1.0,1.0,,,,,,
264,Cruzeiro,2,0,92855,Helibelton Palacios Zapata,0.0,11,Palacios,,0.0,6,palacios,Palacios,0.0,283,4.0,https://s.sde.globo.com/media/person_role/2023/06/19/photo_220x220.png,,,,,,,,,,,,,,,,,,,,
265,Cruzeiro,4,9,93108,Mateus da Silva Vital Assumpção,1.7,11,M. Vital,,0.01,7,mateus-vital,Mateus Vital,3.41,283,6.55,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_CifS8My.png,,7.0,4.0,6.0,6.0,13.0,,,,1.0,1.0,,,,,,,,,
266,Coritiba,3,4,93166,Jhon Carlos Chancellor Cedeño,0.0,11,Chancellor,,0.0,6,chancellor,Chancellor,1.15,294,3.28,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_ntiY1fN.png,,4.0,2.0,,,1.0,,,,,1.0,,,,,,,,,
267,Corinthians,2,0,93236,Rafael António Figueiredo Ramos,0.0,11,R. Ramos,,0.0,6,rafael-ramos,Rafael Ramos,0.0,264,4.0,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_Tdjz7Nn.png,,,,,,,,,,,,,,,,,,,,
268,Botafogo,3,0,93414,Mauro Joel Carli,0.0,11,J. Carli,,0.0,6,joel-carli,Joel Carli,0.0,263,3.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_bm3BBvm.png,,,,,,,,,,,,,,,,,,,,
269,Internacional,5,9,93478,Wanderson Maciel Sousa Campos,0.0,11,Wanderson,,0.0,6,wanderson,Wanderson,4.89,285,12.27,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_TAoUoam.png,,7.0,3.0,1.0,1.0,11.0,,3.0,,1.0,,,,,,,,,,
270,América-MG,4,4,93550,Martín Nicolás Benítez,0.0,11,Benítez,,0.0,6,benitez,Benítez,4.48,327,7.45,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_wkFNeGE.png,,4.0,5.0,2.0,3.0,14.0,1.0,,,,2.0,,,,,,,,,
271,Santos,2,10,93702,Gabriel de Souza Inocêncio,5.0,11,G. Inocêncio,,0.14,7,gabriel-inocencio,Gabriel Inocêncio,5.6,277,7.79,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_FQGuEEf.png,1.0,24.0,18.0,2.0,3.0,8.0,,,5.0,,1.0,,,,,,,,,
272,Vasco,2,2,93716,Paulo Henrique de Oliveira Alves,0.0,11,P. Henrique,,0.0,6,paulo-henrique,Paulo Henrique,1.05,267,3.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_65yTkUA.png,,2.0,1.0,,,,,,,,,,,,,,,,,
273,Coritiba,4,6,93787,Andrey Ramos do Nascimento,2.8,11,Andrey,,0.12,7,andrey,Andrey,1.08,294,3.47,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_qIjSxtN.png,1.0,4.0,7.0,2.0,3.0,2.0,,,,,,,,,,,,,,1.0
274,Botafogo,4,10,93790,Marlon Rodrigues Freitas,0.9,11,M. Freitas,,0.04,7,marlon-freitas,Marlon Freitas,1.55,263,4.32,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_vbqyTPv.png,,6.0,6.0,4.0,6.0,1.0,,,,,,,,,,,,,,
275,Bahia,4,4,93791,Daniel Sampaio Simões,1.2,11,Daniel,,0.13,6,daniel,Daniel,0.73,265,2.72,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_suhRZdC.png,,1.0,,1.0,,1.0,,,,,,,,,,,,,,
276,América-MG,2,8,93797,Márcio Almeida de Oliveira,6.1,11,Marcinho,,1.04,7,marcinho,Marcinho,1.33,327,3.66,https://s.sde.globo.com/media/person_role/2023/04/06/photo_FORMATO_awVXJNb.png,4.0,12.0,10.0,1.0,2.0,1.0,,,,,,,,,,,,,,
277,Internacional,1,6,93834,Keiller da Silva Nunes,0.0,11,Keiller,,0.0,6,keiller,Keiller,2.08,285,5.08,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3ZKNMQH.png,,,,,,1.0,,,,,,,,,16.0,11.0,,1.0,,
278,Bragantino,1,6,93882,Cleiton Schwengber,0.0,11,Cleiton,,0.0,7,cleiton,Cleiton,3.28,280,4.72,https://s.sde.globo.com/media/person_role/2022/05/05/ec4a7cb649121dc08c2869bdcf6ef984_FORMATO.png,3.0,,1.0,,,,,,2.0,,,,,,19.0,6.0,1.0,,,
279,América-MG,4,3,93886,Matheus Leonardo Sales Cardoso,0.0,11,Matheusinho,,0.0,6,matheusinho,Matheusinho,2.97,327,4.84,https://s.sde.globo.com/media/person_role/2022/02/24/d160f8f8c1464cbcc27b4195e6255175_FORMATO.png,,2.0,1.0,3.0,1.0,5.0,,,,,1.0,,,,,,,,,
280,Palmeiras,5,7,93988,Breno Henrique Vasconcelos Lopes,-1.3,11,B. Lopes,,-1.01,6,breno-lopes,Breno Lopes,0.78,275,2.18,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_r2x2UOS.png,1.0,,1.0,,,4.0,,,,1.0,2.0,,,,,,,,,
281,Internacional,1,5,94044,John Victor Maciel Furtado,7.0,11,J. Victor,,1.0,7,john-victor,John Victor,5.8,285,7.28,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_u4LssT8.png,1.0,,,,,,,,3.0,,,,,,17.0,2.0,,,,
282,Bragantino,4,10,94067,Matheus Fernandes Siqueira,7.1,11,M. Fernandes,,0.34,6,matheus-fernandes,Matheus Fernandes,5.89,280,12.63,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_ozKQngu.png,3.0,33.0,17.0,3.0,3.0,7.0,,1.0,,2.0,,,,,,,,,,
283,Corinthians,4,9,94154,Maycon de Andrade Barberan,0.0,11,Maycon,,-0.11,7,maycon,Maycon,1.52,264,3.73,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_R7Bbn2S.png,1.0,11.0,7.0,1.0,2.0,2.0,,,,,2.0,,,,,,,,,
284,Fortaleza,5,8,94207,Guilherme Augusto Vieira dos Santos,0.5,11,Guilherme,,-0.17,6,guilherme,Guilherme,3.33,356,6.18,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_DlyxisL.png,2.0,5.0,5.0,6.0,4.0,12.0,1.0,,,1.0,3.0,,,,,,,,,
285,América-MG,4,0,94263,Adaílson Freire Pereira da Silva,0.0,11,D. Belmonte,,0.0,6,dada-belmonte,Dadá Belmonte,0.0,327,7.0,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_qwUFc0E.png,,,,,,,,,,,,,,,,,,,,
286,Palmeiras,4,7,94509,Raphael Cavalcante Veiga,0.0,11,R. Veiga,,0.0,7,raphael-veiga,Raphael Veiga,9.13,275,18.11,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_l1kSIXt.png,3.0,7.0,11.0,6.0,7.0,14.0,,4.0,,2.0,,,,,,,,,,
287,Cruzeiro,3,9,94514,Lucas da Cruz Oliveira,0.0,11,Oliveira,,-0.28,7,oliveira,Oliveira,2.89,283,7.52,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_wQCfXVb.png,2.0,7.0,4.0,,1.0,10.0,,1.0,2.0,,,,,,,,1.0,,,
288,Flamengo,5,9,94583,Pedro Guilherme Abreu dos Santos,1.6,11,Pedro,,-1.02,2,pedro,Pedro,4.91,262,12.5,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_BmbzG97.png,,4.0,4.0,3.0,4.0,2.0,,4.0,,,2.0,,,1.0,,,,,,
289,São Paulo,4,3,94786,Jhegson Sebastián Méndez Carabalí,2.4,11,J. Méndez,,-0.52,6,jhegson-mendez,Jhegson Méndez,2.03,276,4.43,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_PUzvx3f.png,1.0,6.0,2.0,,,1.0,,,,,,,,,,,,,,
290,Atlético-MG,4,9,94845,Rodrigo Andrés Battaglia,1.2,11,Battaglia,,0.08,7,battaglia,Battaglia,1.37,282,4.53,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_XVs5pqz.png,2.0,10.0,18.0,1.0,2.0,10.0,,,,,1.0,,,,,,,,,
291,Botafogo,4,8,94931,Lucas Fernandes da Silva,0.0,11,L. Fernandes,,0.0,5,lucas-fernandes,Lucas Fernandes,0.99,263,2.88,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_qLLBtiS.png,1.0,2.0,13.0,3.0,6.0,4.0,,,,,,,,,,,,,,
292,Bragantino,2,10,94968,Luis Antônio da Rocha Júnior,12.2,11,J. Capixaba,,1.93,7,juninho-capixaba,Juninho Capixaba,6.16,280,10.55,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_VYzv5cy.png,3.0,23.0,17.0,2.0,3.0,7.0,1.0,2.0,2.0,1.0,2.0,,,,,,,,,
293,América-MG,2,2,95127,Nicolas Vichiatto da Silva,0.0,11,Nicolas,,0.0,6,nicolas,Nicolas,-0.3,327,3.02,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO_tTV7wrP.png,,,2.0,,,,,,,,,,,,,,,,,
294,São Paulo,2,0,95352,Luis Manuel Orejuela García,0.0,11,Orejuela,,0.0,6,orejuela,Orejuela,0.0,276,4.0,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ReeiLCz.png,,,,,,,,,,,,,,,,,,,,
295,São Paulo,2,0,95466,Igor Vinícius de Souza,0.0,11,I. Vinícius,,0.0,5,igor-vinicius,Igor Vinícius,0.0,276,6.0,https://s.sde.globo.com/media/person_role/2022/03/01/1896fe9a90e6307ac1586be9aafcb04e_FORMATO.png,,,,,,,,,,,,,,,,,,,,
296,Cuiabá,4,10,95556,Raniele Almeida Melo,6.0,11,Raniele,,0.15,7,raniele,Raniele,4.78,1371,11.97,https://s.sde.globo.com/media/person_role/2023/03/31/photo_220x220_j6biYTV.png,3.0,23.0,9.0,4.0,7.0,15.0,,1.0,,,,,,,,,,,,
297,Fortaleza,3,0,95638,Marcelo da Conceição Benevenuto Malaquias,0.0,11,M. Benevenuto,,0.0,7,marcelo-benevenuto,Marcelo Benevenuto,0.0,356,7.0,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_kkUky0K.png,,,,,,,,,,,,,,,,,,,,
298,América-MG,4,8,95662,Lucas Kal Schenfeld Progioli,1.2,11,L. Kal,,0.27,7,lucas-kal,Lucas Kal,0.81,327,2.67,https://s.sde.globo.com/media/person_role/2022/02/24/38a9d99d34c06f3714df211deaf2bd0f_FORMATO.png,2.0,6.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,
299,Palmeiras,5,11,95799,Artur Victor Guimarães,6.2,11,Artur,,0.78,7,artur,Artur,6.85,275,12.11,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_G1nE6cb.png,1.0,11.0,7.0,4.0,9.0,15.0,3.0,4.0,,1.0,3.0,,,,,,,,,
300,Cruzeiro,4,11,96089,Luiz Filipe da Rosa Machado - Felipe,-0.3,11,Machado,,-0.38,7,machado,Machado,3.39,283,5.85,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_a0C7bdd.png,1.0,11.0,11.0,6.0,4.0,6.0,,,,3.0,,,,,,,,,,
301,Fluminense,4,11,96340,Vinicius Moreira de Lima,1.6,11,Lima,,-0.89,7,lima,Lima,6.55,266,11.92,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_bCG6s7k.png,1.0,15.0,13.0,6.0,6.0,30.0,1.0,3.0,,1.0,2.0,,,,,,,,,
302,Atlético-MG,4,0,96652,Allan Rodrigues de Souza,0.0,11,Allan,,0.0,6,allan,Allan,0.0,282,9.0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_AuDILu6.png,,,,,,,,,,,,,,,,,,,,
303,Internacional,2,7,96678,Fabricio Tomás Bustos Sein,5.6,11,Bustos,,0.86,7,bustos,Bustos,3.35,285,6.81,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8fg8wbo.png,,7.0,4.0,2.0,1.0,6.0,,,2.0,,,,,,,,,,,
304,Atlético-MG,2,6,96725,Renzo Saravia,0.0,11,Saravia,,0.0,6,saravia,Saravia,4.07,282,7.52,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_9Q6Ch0T.png,3.0,11.0,10.0,1.0,,12.0,,,2.0,,,,,,,,,,,
305,Palmeiras,4,0,96754,Eduard Andrés Atuesta Velasco,0.0,11,Atuesta,,0.0,5,atuesta,Atuesta,0.0,275,5.0,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_haNtwOK.png,,,,,,,,,,,,,,,,,,,,
306,Fortaleza,2,1,97133,Luís Eduardo Marques dos Santos,0.0,11,Dudu,,0.0,6,dudu,Dudu,8.3,356,6.04,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_G2DFY9I.png,,3.0,1.0,,,,,,1.0,,,,,,,,,,,
307,Grêmio,4,8,97145,Mathías Adalberto Villasanti Rolón,12.8,11,Villasanti,,1.0,7,villasanti,Villasanti,5.67,284,7.53,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_K2Ovl0l.png,2.0,19.0,16.0,4.0,2.0,8.0,1.0,2.0,,,,,,,,,,,,
308,Goiás,5,7,97321,Alesson dos Santos Batista,0.0,11,Alesson,,0.0,7,alesson,Alesson,2.47,290,4.24,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_onOMJJv.png,1.0,6.0,3.0,1.0,2.0,3.0,,1.0,,,3.0,,,,,,,,,
309,Corinthians,5,0,97450,Gustavo Henric da Silva,0.0,11,G. Mosquito,,0.0,5,gustavo-mosquito,Gustavo Mosquito,0.0,264,5.0,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_odfm6XT.png,,,,,,,,,,,,,,,,,,,,
310,América-MG,1,0,97453,Joriwinnyson Santos dos Anjos Rodrigues,0.0,11,Jori,,0.0,6,jori,Jori,0.0,327,3.0,https://s.sde.globo.com/media/person_role/2021/06/04/4b0b72b2d30e52cae1f658dbea101b5c_FORMATO.png,,,,,,,,,,,,,,,,,,,,
311,Botafogo,2,5,97468,Fernando Marçal de Oliveira,0.0,11,Marçal,,0.0,5,marcal,Marçal,6.6,263,10.84,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_lpafgKV.png,3.0,15.0,8.0,,3.0,6.0,,,3.0,,,,,,,,,,,
312,Palmeiras,3,3,97653,Murilo Cerqueira Paim,0.0,11,Murilo,,0.0,2,murilo,Murilo,3.77,275,11.05,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_gy90S45.png,1.0,4.0,5.0,,,2.0,,1.0,,,,,,,,,,,,
313,Cruzeiro,3,1,97768,Reynaldo César Moraes,0.0,11,Reynaldo,,0.0,7,reynaldo,Reynaldo,5.0,283,4.34,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_9F3djKI.png,,,,,,,,,1.0,,,,,,,,,,,
314,Bragantino,3,0,97867,Leonardo Rech Ortiz,0.0,11,L. Ortiz,,0.0,5,leo-ortiz,Léo Ortiz,0.0,280,9.0,https://s.sde.globo.com/media/person_role/2022/05/05/460445523b5ae74d45009ede8f2a5e89_FORMATO.png,,,,,,,,,,,,,,,,,,,,
315,Bahia,2,3,97899,Matheus Bahia Santos,0.0,11,M. Bahia,,0.0,6,matheus-bahia,Matheus Bahia,2.13,265,3.92,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_qXFqFQp.png,1.0,2.0,5.0,,,3.0,,,1.0,,,,,,,,,,,
316,Internacional,3,9,97900,Vitor Eduardo da Silva Matos,6.7,11,Vitão,,1.27,7,vitao,Vitão,2.21,285,5.62,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_SngcHBI.png,1.0,8.0,3.0,1.0,,2.0,,,2.0,,,,,,,,,,,
317,Coritiba,2,3,97969,Marcos Vinícius da Silva Santos,0.0,11,M. Vinícius,,0.0,6,marcos-vinicius,Marcos Vinícius,0.23,294,1.12,https://s.sde.globo.com/media/person_role/2023/04/20/photo_220x220_ZD0eKFv.png,1.0,2.0,2.0,,,2.0,,,,,1.0,,,,,,,,,1.0
318,Grêmio,4,0,97993,Jhonata Varela da Silva,0.0,11,J. Varela,,0.0,5,jhonata-varela,Jhonata Varela,0.0,284,3.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_v7Qo23i.png,,,,,,,,,,,,,,,,,,,,
319,Athlético-PR,4,9,98022,Erick Luis Conrado de Carvalho,0.0,11,Erick,,0.0,7,erick,Erick,4.0,293,6.27,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_dIxm87A.png,3.0,12.0,15.0,5.0,4.0,8.0,1.0,1.0,,1.0,1.0,,,,,,,,,
320,Internacional,5,6,98219,Alexandre Zurawski,0.0,11,Alemão,,0.0,6,alemao,Alemão,1.9,285,6.64,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_Ymwr1lY.png,2.0,5.0,7.0,2.0,4.0,8.0,,,,,1.0,,,,,,,,,
321,Vasco,5,10,98225,Pedro Raul Garay da Silva,1.1,11,P. Raul,,0.13,2,pedro-raul,Pedro Raul,3.21,267,6.27,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_IDn4App.png,3.0,2.0,11.0,7.0,6.0,9.0,1.0,2.0,,,8.0,,,,,,,,,
322,Bahia,3,9,98484,Victor Hugo Soares dos Santos,7.3,11,Kanu,,1.21,7,kanu,Kanu,2.68,265,5.59,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_BiEGphf.png,2.0,10.0,10.0,1.0,,8.0,,,3.0,,1.0,,,,,,1.0,,,
323,Cuiabá,1,0,98496,Vinícius Teodoro Barreta Melo,0.0,11,V. Barreta,,0.0,6,vinicius-barreta,Vinícius Barreta,0.0,1371,1.0,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_MHv5nkR.png,,,,,,,,,,,,,,,,,,,,
324,Botafogo,2,10,98605,Leonel Di Placido,0.0,11,D. Placido,,0.0,7,di-placido,Di Placido,6.4,263,10.05,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_5kmPtuv.png,2.0,25.0,7.0,1.0,,4.0,,,5.0,2.0,1.0,,,,,,,,,
325,Coritiba,3,6,98619,Benjamín Kuščević Jaramillo,0.8,11,Kuscevic,,-0.12,2,kuscevic,Kuscevic,1.03,294,3.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_qacVCwx.png,3.0,6.0,8.0,,3.0,4.0,,,,,,,,,,,,,,
326,Atlético-MG,4,1,98706,Pedro Victor Delmino da Silva,0.0,11,Pedrinho,,0.0,6,pedrinho,Pedrinho,0.0,282,5.16,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_QTjI0Vv.png,,,,,,,,,,,,,,,,,,,,
327,Vasco,4,2,98723,Horacio Gabriel Carabajal,0.0,11,Carabajal,,0.0,6,carabajal,Carabajal,3.7,267,4.36,https://s.sde.globo.com/media/person_role/2023/04/20/photo_FORMATO.png,,1.0,3.0,,2.0,1.0,,,,1.0,,,,,,,,,,
328,Athlético-PR,5,6,98909,Tomás Esteban Cuello,2.9,11,Cuello,,0.51,6,cuello,Cuello,2.77,293,3.85,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xAXl7On.png,,7.0,7.0,5.0,1.0,7.0,,,,,,,,,,,,,,
329,São Paulo,4,10,98976,Gabriel Neves Perdomo,7.9,11,Gabriel,,1.21,3,gabriel,Gabriel,1.96,276,4.61,https://s.sde.globo.com/media/person_role/2022/03/01/adf4c737eb27b74c772b8985d18c9044_FORMATO.png,3.0,13.0,5.0,,,1.0,,1.0,,,,,,,,,,,,
330,Santos,5,4,99119,Lucas Braga Ribeiro,0.0,11,L. Braga,,0.0,6,lucas-braga,Lucas Braga,1.55,277,3.64,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_jbahd9z.png,1.0,4.0,4.0,,1.0,6.0,,,,,2.0,,,,,,,,,
331,Vasco,2,10,99213,José Luis Rodríguez Bebanz,1.0,11,P. Rodríguez,,-0.23,7,puma-rodriguez,Puma Rodríguez,3.66,267,6.41,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_I6z9QfY.png,1.0,21.0,10.0,5.0,7.0,8.0,,,,,2.0,,,,,,,,,
332,Santos,4,10,99214,Rodrigo Fernández Cedrés,-1.6,11,R. Fernández,,-0.38,7,rodrigo-fernandez,Rodrigo Fernández,1.66,277,3.97,https://s.sde.globo.com/media/person_role/2022/03/29/6fdde8730fb97a5d12a85b4ebd9d4e93_FORMATO.png,5.0,17.0,20.0,1.0,5.0,4.0,,,,,,,,,,,,,,
333,Fortaleza,4,11,99267,Tomás Pochettino,3.7,11,Pochettino,,0.19,7,pochettino,Pochettino,3.03,356,6.53,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_zjxThmw.png,,9.0,3.0,4.0,7.0,10.0,,1.0,,,,,,,,,,,,
334,Goiás,4,7,99412,Everton Morelli Casimiro,6.3,11,Morelli,,0.64,7,morelli,Morelli,4.3,290,6.23,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_fZnSxrr.png,1.0,12.0,10.0,1.0,4.0,15.0,,1.0,,,2.0,,,,,,,,,
335,Internacional,4,5,99440,Gabriel Baralhas dos Santos,0.0,11,Baralhas,,0.0,6,baralhas,Baralhas,2.72,285,5.11,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_MqX5wf1.png,,9.0,5.0,1.0,2.0,3.0,,,,,,,,,,,,,,
336,Fluminense,4,9,99815,Jhon Adolfo Arias Andrade,0.0,11,Arias,,0.0,7,arias,Arias,3.95,266,9.84,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_8Xam8ML.png,1.0,15.0,15.0,2.0,2.0,19.0,,,,2.0,5.0,,,,,,,,,
337,Atlético-MG,5,10,99818,Paulo Henrique Sampaio Filho,5.5,11,Paulinho,,-0.75,7,paulinho,Paulinho,6.07,282,11.02,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_6AtAEsy.png,,14.0,4.0,12.0,5.0,6.0,,3.0,,,3.0,,,,,,,,,
338,São Paulo,3,5,99889,Alan Javier Franco,4.2,11,A. Franco,,0.77,6,alan-franco,Alan Franco,2.12,276,4.67,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_Nls7aQV.png,2.0,6.0,4.0,,2.0,2.0,,,1.0,,,,,,,,,,,1.0
339,Goiás,4,2,99994,Jhonny Lucas Flora Barboza,0.0,11,J. Lucas,,0.0,6,jhonny-lucas,Jhonny Lucas,-0.4,290,0.66,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_KkK6lCf.png,1.0,,2.0,,1.0,,,,,,,,,,,,,,,
340,Atlético-MG,4,10,100079,Federico Matías Javier Zaracho,7.3,11,Zaracho,,0.42,7,zaracho,Zaracho,3.59,282,7.65,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_wjGLEpf.png,3.0,25.0,17.0,1.0,3.0,15.0,1.0,,,,1.0,,,,,,,,,
341,Atlético-MG,4,6,100084,Igor Silveira Gomes,1.8,11,I. Gomes,,-0.82,7,igor-gomes,Igor Gomes,2.77,282,5.18,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_UzfIqe6.png,1.0,10.0,7.0,,1.0,4.0,,,,1.0,1.0,,,,,,,,,
342,Botafogo,3,2,100453,Luis Geovanny Segovia Vega,0.0,11,L. Segovia,,0.0,6,luis-segovia,Luis Segovia,-0.4,263,2.04,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_N5TAr8X.png,1.0,,1.0,,,1.0,,,,,,,,,,,,,,
343,Corinthians,5,11,100652,Yuri Alberto Monteiro da Silva,12.6,11,Y. Alberto,,1.88,7,yuri-alberto,Yuri Alberto,3.62,264,10.61,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_QVzSGOZ.png,1.0,3.0,18.0,5.0,7.0,15.0,1.0,2.0,,1.0,6.0,,,,,,,,,
344,Coritiba,4,8,100761,Igor Matheus Liziero Pereira,0.0,11,Liziero,,0.0,6,liziero,Liziero,2.21,294,4.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_NUUHkjY.png,1.0,16.0,10.0,,,5.0,,,,,,,,,,,,,,
345,Grêmio,1,1,100830,Brenno Oliveira Fraga Costa,0.0,11,Brenno,,-1.73,7,brenno,Brenno,0.0,284,4.27,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_hWYsgxj.png,,,,,,,,,,,,,,,1.0,1.0,,,,
346,Fortaleza,2,0,100846,Lucas Esteves de Souza,0.0,11,L. Esteves,,0.0,6,lucas-esteves,Lucas Esteves,0.0,356,3.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_Ob9K3n3.png,,,,,,,,,,,,,,,,,,,,
