,atletas.nome,atletas.pontos_num,atletas.minimo_para_valorizar,atletas.rodada_id,atletas.jogos_num,atletas.preco_num,atletas.atleta_id,atletas.variacao_num,atletas.posicao_id,atletas.apelido_abreviado,atletas.slug,atletas.clube.id.full.name,atletas.media_num,atletas.apelido,atletas.foto,atletas.status_id,atletas.clube_id,A,DS,FC,FD,FF,FS,FT,G,I,CA,SG,PS,DE,GS,PC,CV,DP,PP,V,GC
253,Marlon Rodrigues Xavier,4.6,,9,9,16.54,91706,-1.84,2,Marlon,marlon,Cruzeiro,10.37,Marlon,https://s.sde.globo.com/media/person_role/2023/03/13/photo_220x220_vrVAWB7.png,7,283,1.0,45.0,8.0,2.0,1.0,7.0,,2.0,,1.0,3.0,,,,,,,,,
254,Marcílio Florêncio Mota Filho,-1.3,,9,9,12.46,91708,-1.02,3,Nino,nino,Fluminense,5.54,Nino,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_U5c1E7V.png,7,266,,5.0,9.0,1.0,3.0,12.0,1.0,2.0,,2.0,4.0,,,,,,,,,
255,Matheus Alves da Silva Cardoso,0.0,,9,0,2.0,91712,0.0,1,M. Alves,matheus-alves,Goiás,0.0,Matheus Alves,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_voSytVs.png,6,290,,,,,,,,,,,,,,,,,,,,
256,Luiz Antonio Ferreira Rodrigues,0.0,,9,0,4.0,91733,0.0,4,Felipe,felipe,Goiás,0.0,Felipe,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_ITYlLkP.png,6,290,,,,,,,,,,,,,,,,,,,,
257,David de Duarte Macedo,5.9,,9,7,5.77,91772,0.83,3,D. Duarte,david-duarte,Bahia,3.87,David Duarte,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_0ibQkD2.png,7,265,,5.0,4.0,,1.0,3.0,1.0,1.0,,1.0,2.0,,,,,,,,,
258,José Ivaldo Almeida Silva,6.9,,9,5,5.03,91866,1.06,3,Z. Ivaldo,ze-ivaldo,Athlético-PR,2.44,Zé Ivaldo,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_ZOxQ99E.png,7,293,,1.0,5.0,,,5.0,,,,,2.0,,,,,,,,,
259,Cristian David Pavón,0.0,,9,8,9.7,91908,0.0,5,Pavón,pavon,Atlético-MG,6.25,Pavón,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_U1jXQaU.png,3,282,3.0,12.0,6.0,2.0,5.0,6.0,,2.0,,3.0,,,,,,,,,,
260,Odair Hellmann,3.79,,9,9,10.28,92273,-0.16,6,O. Hellmann,odair-hellmann,Santos,5.88,Odair Hellmann,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_TpUTE4E.png,7,277,,,,,,,,,,,,,,,,,,,3.0,
261,Bruno Viana Willemen da Silva,-0.1,,9,8,2.67,92291,-0.06,3,B. Viana,bruno-viana,Coritiba,1.21,Bruno Viana,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_kVhXG72.png,7,294,,12.0,10.0,,1.0,1.0,,,,3.0,,,,,,,,,,
262,Raul Lô Gonçalves,0.0,,9,0,5.0,92496,0.0,4,Raul,raul,Bragantino,0.0,Raul,https://s.sde.globo.com/media/person_role/2022/05/05/278a2f0c3cd97ace8138ffbe2f23d81d_FORMATO.png,5,280,,,,,,,,,,,,,,,,,,,,
263,Deyverson Brum Silva Acosta,11.4,,9,9,6.82,92708,2.0,5,Deyverson,deyverson,Cuiabá,3.39,Deyverson,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_AvLd8xm.png,7,1371,,1.0,8.0,3.0,8.0,11.0,1.0,2.0,8.0,2.0,,,,,,,,,,
264,Bruno Rafael Rodrigues do Nascimento,2.4,,9,9,12.17,92811,-1.24,5,B. Rodrigues,bruno-rodrigues,Cruzeiro,6.8,Bruno Rodrigues,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_xfgmkoy.png,7,283,2.0,9.0,11.0,9.0,13.0,14.0,1.0,2.0,5.0,,,1.0,,,,,,1.0,,
265,Aluísio Chaves Ribeiro Moraes Júnior,0.0,,9,1,2.06,93014,0.0,5,J. Moraes,junior-moraes,Corinthians,0.2,Júnior Moraes,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_ocUzKxZ.png,6,264,,,1.0,,,1.0,,,,,,,,,,,,,,
266,Mateus da Silva Vital Assumpção,2.9,,9,7,6.77,93108,0.27,4,M. Vital,mateus-vital,Cruzeiro,3.89,Mateus Vital,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_CifS8My.png,7,283,1.0,6.0,4.0,5.0,6.0,11.0,,,1.0,,,,,,,,,,,
267,Jhon Carlos Chancellor Cedeño,0.0,,9,4,3.28,93166,0.0,3,Chancellor,chancellor,Coritiba,1.15,Chancellor,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_ntiY1fN.png,6,294,,4.0,2.0,,,1.0,,,1.0,,,,,,,,,,,
268,Rafael António Figueiredo Ramos,0.0,,9,0,4.0,93236,0.0,2,R. Ramos,rafael-ramos,Corinthians,0.0,Rafael Ramos,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_Tdjz7Nn.png,6,264,,,,,,,,,,,,,,,,,,,,
269,Mauro Joel Carli,0.0,,9,0,3.0,93414,0.0,3,J. Carli,joel-carli,Botafogo,0.0,Joel Carli,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_bm3BBvm.png,6,263,,,,,,,,,,,,,,,,,,,,
270,Wanderson Maciel Sousa Campos,0.5,,9,8,10.99,93478,-1.43,5,Wanderson,wanderson,Internacional,4.44,Wanderson,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_TAoUoam.png,7,285,1.0,7.0,3.0,1.0,1.0,10.0,,2.0,,,,,,,,,,,,
271,Martín Nicolás Benítez,0.0,,9,4,7.45,93550,0.0,4,Benítez,benitez,América-MG,4.48,Benítez,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_wkFNeGE.png,6,327,,4.0,5.0,2.0,3.0,14.0,1.0,,2.0,,,,,,,,,,,
272,Gabriel de Souza Inocêncio,2.0,,9,8,6.98,93702,-1.31,2,G. Inocêncio,gabriel-inocencio,Santos,5.67,Gabriel Inocêncio,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_FQGuEEf.png,7,277,,20.0,13.0,2.0,3.0,3.0,,,,1.0,4.0,,,,,,,,,
273,Paulo Henrique de Oliveira Alves,0.0,,9,2,3.0,93716,0.0,2,P. Henrique,paulo-henrique,Vasco,1.05,Paulo Henrique,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_65yTkUA.png,6,267,,2.0,1.0,,,,,,,,,,,,,,,,,
274,Andrey Ramos do Nascimento,-1.3,,9,4,2.71,93787,-1.04,4,Andrey,andrey,Coritiba,0.2,Andrey,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_qIjSxtN.png,6,294,,2.0,3.0,,1.0,1.0,,,,1.0,,,,,1.0,,,,,
275,Marlon Rodrigues Freitas,2.6,,9,8,4.65,93790,0.17,4,M. Freitas,marlon-freitas,Botafogo,1.76,Marlon Freitas,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_vbqyTPv.png,7,263,,6.0,4.0,3.0,5.0,1.0,,,,,,,,,,,,,,
276,Daniel Sampaio Simões,0.0,,9,2,2.94,93791,0.0,4,Daniel,daniel,Bahia,0.6,Daniel,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_suhRZdC.png,6,265,,1.0,,,,,,,,,,,,,,,,,,
277,Márcio Almeida de Oliveira,0.0,,9,6,2.58,93797,0.0,2,Marcinho,marcinho,América-MG,0.63,Marcinho,https://s.sde.globo.com/media/person_role/2023/04/06/photo_FORMATO_awVXJNb.png,3,327,,7.0,8.0,,1.0,,,,,3.0,,,,,,,,,,
278,Keiller da Silva Nunes,3.5,,9,6,5.08,93834,0.43,1,Keiller,keiller,Internacional,2.08,Keiller,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3ZKNMQH.png,7,285,,,,,,1.0,,,,,,,16.0,11.0,,,1.0,,,
279,Cleiton Schwengber,0.0,,9,5,4.26,93882,-0.92,1,Cleiton,cleiton,Bragantino,3.34,Cleiton,https://s.sde.globo.com/media/person_role/2022/05/05/ec4a7cb649121dc08c2869bdcf6ef984_FORMATO.png,7,280,,,1.0,,,,,,,2.0,2.0,,14.0,5.0,,1.0,,,,
280,Matheus Leonardo Sales Cardoso,0.0,,9,3,4.84,93886,0.0,4,Matheusinho,matheusinho,América-MG,2.97,Matheusinho,https://s.sde.globo.com/media/person_role/2022/02/24/d160f8f8c1464cbcc27b4195e6255175_FORMATO.png,6,327,,2.0,1.0,3.0,1.0,5.0,,,1.0,,,,,,,,,,,
281,Breno Henrique Vasconcelos Lopes,0.0,,9,5,2.31,93988,0.0,5,B. Lopes,breno-lopes,Palmeiras,0.26,Breno Lopes,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_r2x2UOS.png,6,275,,,,,,3.0,,,2.0,,,,,,,,,,,
282,John Victor Maciel Furtado,0.0,,9,3,7.31,94044,0.0,1,J. Victor,john-victor,Internacional,6.67,John Victor,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_u4LssT8.png,6,285,,,,,,,,,,,2.0,,11.0,1.0,,,,,,
283,Matheus Fernandes Siqueira,4.5,,9,9,12.29,94067,0.39,4,M. Fernandes,matheus-fernandes,Bragantino,5.76,Matheus Fernandes,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_ozKQngu.png,7,280,1.0,31.0,16.0,3.0,3.0,7.0,,1.0,,3.0,,,,,,,,,,
284,Maycon de Andrade Barberan,0.9,,9,7,4.0,94154,-0.19,4,Maycon,maycon,Corinthians,1.9,Maycon,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_R7Bbn2S.png,7,264,,10.0,6.0,1.0,2.0,1.0,,,2.0,,,,,,,,,,,
285,Guilherme Augusto Vieira dos Santos,0.0,,9,7,6.35,94207,-0.5,5,Guilherme,guilherme,Fortaleza,3.73,Guilherme,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_DlyxisL.png,6,356,1.0,5.0,4.0,6.0,2.0,11.0,1.0,,,1.0,,,,,,,,,,
286,Adaílson Freire Pereira da Silva,0.0,,9,0,7.0,94263,0.0,4,D. Belmonte,dada-belmonte,América-MG,0.0,Dadá Belmonte,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_qwUFc0E.png,6,327,,,,,,,,,,,,,,,,,,,,
287,Raphael Cavalcante Veiga,0.0,,9,6,19.08,94509,0.0,4,R. Veiga,raphael-veiga,Palmeiras,10.42,Raphael Veiga,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_l1kSIXt.png,3,275,2.0,6.0,9.0,6.0,6.0,14.0,,4.0,,3.0,,,,,,,,,,
288,Lucas da Cruz Oliveira,0.0,,9,7,8.33,94514,0.0,3,Oliveira,oliveira,Cruzeiro,3.54,Oliveira,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_wQCfXVb.png,6,283,,6.0,4.0,,1.0,10.0,,1.0,,2.0,2.0,,,,,1.0,,,,
289,Pedro Guilherme Abreu dos Santos,9.7,,9,7,13.44,94583,1.37,5,Pedro,pedro,Flamengo,4.84,Pedro,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_BmbzG97.png,7,262,,4.0,4.0,3.0,1.0,2.0,,3.0,1.0,,,1.0,,,,,,,,
290,Jhegson Sebastián Méndez Carabalí,0.0,,9,2,4.95,94786,0.0,4,J. Méndez,jhegson-mendez,São Paulo,1.85,Jhegson Méndez,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_PUzvx3f.png,6,276,,4.0,2.0,,,1.0,,,,1.0,,,,,,,,,,
291,Rodrigo Andrés Battaglia,0.2,,9,7,4.5,94845,-0.79,4,Battaglia,battaglia,Atlético-MG,1.5,Battaglia,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_XVs5pqz.png,7,282,,7.0,12.0,1.0,2.0,8.0,,,1.0,1.0,,,,,,,,,,
292,Eduardo Germán Coudet,7.47,,9,9,11.82,94853,0.77,6,E. Coudet,eduardo-coudet,Atlético-MG,5.98,Eduardo Coudet,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_K9oIOl5.png,7,282,,,,,,,,,,,,,,,,,,,5.0,
293,Lucas Fernandes da Silva,1.3,,9,7,2.9,94931,-0.24,4,L. Fernandes,lucas-fernandes,Botafogo,0.96,Lucas Fernandes,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_qLLBtiS.png,7,263,,1.0,13.0,3.0,6.0,4.0,,,,1.0,,,,,,,,,,
294,Luis Antônio da Rocha Júnior,-0.2,,9,8,8.36,94968,-2.76,2,J. Capixaba,juninho-capixaba,Bragantino,5.88,Juninho Capixaba,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_VYzv5cy.png,7,280,1.0,16.0,17.0,1.0,3.0,7.0,1.0,2.0,2.0,3.0,1.0,,,,,,,,,
295,Nicolas Vichiatto da Silva,0.0,,9,2,3.02,95127,0.0,2,Nicolas,nicolas,América-MG,-0.3,Nicolas,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO_tTV7wrP.png,6,327,,,2.0,,,,,,,,,,,,,,,,,
296,Luis Manuel Orejuela García,0.0,,9,0,4.0,95352,0.0,2,Orejuela,orejuela,São Paulo,0.0,Orejuela,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ReeiLCz.png,6,276,,,,,,,,,,,,,,,,,,,,
297,Igor Vinícius de Souza,0.0,,9,0,6.0,95466,0.0,2,I. Vinícius,igor-vinicius,São Paulo,0.0,Igor Vinícius,https://s.sde.globo.com/media/person_role/2022/03/01/1896fe9a90e6307ac1586be9aafcb04e_FORMATO.png,5,276,,,,,,,,,,,,,,,,,,,,
298,Raniele Almeida Melo,4.4,,9,9,11.82,95556,-0.09,4,Raniele,raniele,Cuiabá,4.64,Raniele,https://s.sde.globo.com/media/person_role/2023/03/31/photo_220x220_j6biYTV.png,7,1371,,20.0,7.0,3.0,6.0,13.0,,1.0,,3.0,,,,,,,,,,
299,Marcelo da Conceição Benevenuto Malaquias,0.0,,9,0,7.0,95638,0.0,3,M. Benevenuto,marcelo-benevenuto,Fortaleza,0.0,Marcelo Benevenuto,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_kkUky0K.png,5,356,,,,,,,,,,,,,,,,,,,,
300,Lucas Kal Schenfeld Progioli,0.0,,9,6,2.6,95662,-0.71,4,L. Kal,lucas-kal,América-MG,0.98,Lucas Kal,https://s.sde.globo.com/media/person_role/2022/02/24/38a9d99d34c06f3714df211deaf2bd0f_FORMATO.png,7,327,,5.0,2.0,1.0,1.0,1.0,,,,2.0,,,,,,,,,,
301,Nathanael Ananias da Silva,4.1,,9,4,5.08,95794,0.58,3,N. Silva,nathan-silva,Atlético-MG,4.05,Nathan Silva,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_wWDrucr.png,7,282,,1.0,5.0,1.0,1.0,1.0,,,,1.0,3.0,,,,,,,,,
302,Artur Victor Guimarães,9.2,,9,9,12.44,95799,0.37,5,Artur,artur,Palmeiras,7.46,Artur,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_G1nE6cb.png,7,275,1.0,9.0,5.0,3.0,6.0,13.0,2.0,4.0,1.0,,,,,,,,,,,
303,Luiz Filipe da Rosa Machado - Felipe,1.7,,9,9,6.27,96089,-0.26,4,Machado,machado,Cruzeiro,3.98,Machado,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_a0C7bdd.png,6,283,3.0,9.0,7.0,6.0,3.0,5.0,,,,,,,,,,,,,,
304,Vinicius Moreira de Lima,5.3,,9,9,12.27,96340,-0.28,4,Lima,lima,Fluminense,6.94,Lima,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_bCG6s7k.png,7,266,1.0,15.0,10.0,6.0,6.0,25.0,1.0,2.0,1.0,1.0,,,,,,,,,,
305,Allan Rodrigues de Souza,0.0,,9,0,9.0,96652,0.0,4,Allan,allan,Atlético-MG,0.0,Allan,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_AuDILu6.png,6,282,,,,,,,,,,,,,,,,,,,,
306,Fabricio Tomás Bustos Sein,-0.3,,9,5,5.89,96678,-1.1,2,Bustos,bustos,Internacional,3.36,Bustos,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8fg8wbo.png,7,285,,6.0,2.0,2.0,1.0,4.0,,,,,1.0,,,,,,,,,
307,Renzo Saravia,8.8,,9,6,7.52,96725,1.58,2,Saravia,saravia,Atlético-MG,4.07,Saravia,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_9Q6Ch0T.png,7,282,,11.0,10.0,1.0,,12.0,,,,3.0,2.0,,,,,,,,,
308,Eduard Andrés Atuesta Velasco,0.0,,9,0,5.0,96754,0.0,4,Atuesta,atuesta,Palmeiras,0.0,Atuesta,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_haNtwOK.png,5,275,,,,,,,,,,,,,,,,,,,,
309,Luís Eduardo Marques dos Santos,0.0,,9,1,6.04,97133,0.0,2,Dudu,dudu,Fortaleza,8.3,Dudu,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_G2DFY9I.png,6,356,,3.0,1.0,,,,,,,,1.0,,,,,,,,,
310,Mathías Adalberto Villasanti Rolón,1.4,,9,6,4.72,97145,-0.2,4,Villasanti,villasanti,Grêmio,3.63,Villasanti,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_K2Ovl0l.png,7,284,,11.0,12.0,2.0,1.0,6.0,,1.0,,2.0,,,,,,,,,,
311,Alesson dos Santos Batista,-0.4,,9,6,2.43,97321,-0.17,5,Alesson,alesson,Goiás,1.33,Alesson,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_onOMJJv.png,6,290,,6.0,3.0,1.0,1.0,2.0,,,3.0,1.0,,,,,,,,,,
312,Gustavo Henric da Silva,0.0,,9,0,5.0,97450,0.0,5,G. Mosquito,gustavo-mosquito,Corinthians,0.0,Gustavo Mosquito,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_odfm6XT.png,5,264,,,,,,,,,,,,,,,,,,,,
313,Joriwinnyson Santos dos Anjos Rodrigues,0.0,,9,0,3.0,97453,0.0,1,Jori,jori,América-MG,0.0,Jori,https://s.sde.globo.com/media/person_role/2021/06/04/4b0b72b2d30e52cae1f658dbea101b5c_FORMATO.png,6,327,,,,,,,,,,,,,,,,,,,,
314,Fernando Marçal de Oliveira,0.0,,9,5,10.84,97468,0.0,2,Marçal,marcal,Botafogo,6.6,Marçal,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_lpafgKV.png,3,263,,15.0,8.0,,3.0,6.0,,,,3.0,3.0,,,,,,,,,
315,Murilo Cerqueira Paim,0.0,,9,3,11.05,97653,0.0,3,Murilo,murilo,Palmeiras,3.77,Murilo,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_gy90S45.png,5,275,,4.0,5.0,,,2.0,,1.0,,1.0,,,,,,,,,,
316,Reynaldo César Moraes,0.0,,9,1,4.34,97768,0.0,3,Reynaldo,reynaldo,Cruzeiro,5.0,Reynaldo,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_9F3djKI.png,6,283,,,,,,,,,,,1.0,,,,,,,,,
317,Leonardo Rech Ortiz,0.0,,9,0,9.0,97867,0.0,3,L. Ortiz,leo-ortiz,Bragantino,0.0,Léo Ortiz,https://s.sde.globo.com/media/person_role/2022/05/05/460445523b5ae74d45009ede8f2a5e89_FORMATO.png,5,280,,,,,,,,,,,,,,,,,,,,
318,Matheus Bahia Santos,0.0,,9,3,3.92,97899,0.0,2,M. Bahia,matheus-bahia,Bahia,2.13,Matheus Bahia,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_qXFqFQp.png,5,265,,2.0,5.0,,,3.0,,,,1.0,1.0,,,,,,,,,
319,Vitor Eduardo da Silva Matos,0.9,,9,7,4.67,97900,-0.49,3,Vitão,vitao,Internacional,1.93,Vitão,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_SngcHBI.png,7,285,,7.0,2.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,,
320,Marcos Vinícius da Silva Santos,0.0,,9,3,1.12,97969,0.0,2,M. Vinícius,marcos-vinicius,Coritiba,0.23,Marcos Vinícius,https://s.sde.globo.com/media/person_role/2023/04/20/photo_220x220_ZD0eKFv.png,6,294,,2.0,2.0,,,2.0,,,1.0,1.0,,,,,1.0,,,,,
321,Jhonata Varela da Silva,0.0,,9,0,3.0,97993,0.0,4,J. Varela,jhonata-varela,Grêmio,0.0,Jhonata Varela,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_v7Qo23i.png,5,284,,,,,,,,,,,,,,,,,,,,
322,Erick Luis Conrado de Carvalho,2.0,,9,8,6.19,98022,-0.29,4,Erick,erick,Athlético-PR,4.18,Erick,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_dIxm87A.png,6,293,1.0,10.0,14.0,5.0,4.0,5.0,1.0,1.0,1.0,2.0,,,,,,,,,,
323,Alexandre Zurawski,0.0,,9,6,6.64,98219,0.0,5,Alemão,alemao,Internacional,1.9,Alemão,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_Ymwr1lY.png,6,285,,5.0,7.0,2.0,4.0,8.0,,,1.0,2.0,,,,,,,,,,
324,Pedro Raul Garay da Silva,7.2,,9,8,7.27,98225,1.03,5,P. Raul,pedro-raul,Vasco,3.88,Pedro Raul,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_IDn4App.png,7,267,,2.0,9.0,6.0,6.0,8.0,1.0,2.0,7.0,3.0,,,,,,,,,,
325,Victor Hugo Soares dos Santos,5.9,,9,7,5.06,98484,1.06,3,Kanu,kanu,Bahia,2.24,Kanu,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_BiEGphf.png,7,265,,8.0,8.0,,,5.0,,,,1.0,2.0,,,,,1.0,,,,
326,Vinícius Teodoro Barreta Melo,0.0,,9,0,1.0,98496,0.0,1,V. Barreta,vinicius-barreta,Cuiabá,0.0,Vinícius Barreta,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_MHv5nkR.png,6,1371,,,,,,,,,,,,,,,,,,,,
327,Leonel Di Placido,1.5,,9,9,8.55,98605,-1.54,2,D. Placido,di-placido,Botafogo,6.02,Di Placido,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_5kmPtuv.png,7,263,2.0,21.0,7.0,1.0,,4.0,,,1.0,2.0,4.0,,,,,,,,,
328,Benjamín Kuščević Jaramillo,1.2,,9,5,3.12,98619,0.13,3,Kuscevic,kuscevic,Coritiba,1.08,Kuscevic,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_qacVCwx.png,7,294,,6.0,8.0,,2.0,4.0,,,,3.0,,,,,,,,,,
329,Pedro Victor Delmino da Silva,0.0,,9,1,5.16,98706,0.0,4,Pedrinho,pedrinho,Atlético-MG,0.0,Pedrinho,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_QTjI0Vv.png,5,282,,,,,,,,,,,,,,,,,,,,
330,Horacio Gabriel Carabajal,0.0,,9,2,4.36,98723,0.0,4,Carabajal,carabajal,Vasco,3.7,Carabajal,https://s.sde.globo.com/media/person_role/2023/04/20/photo_FORMATO.png,6,267,1.0,1.0,3.0,,2.0,1.0,,,,,,,,,,,,,,
331,Tomás Esteban Cuello,5.9,,9,4,4.2,98909,0.95,5,Cuello,cuello,Athlético-PR,3.42,Cuello,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xAXl7On.png,7,293,,6.0,7.0,4.0,1.0,6.0,,,,,,,,,,,,,,
332,Gabriel Neves Perdomo,0.0,,9,8,3.43,98976,0.0,4,Gabriel,gabriel,São Paulo,1.2,Gabriel,https://s.sde.globo.com/media/person_role/2022/03/01/adf4c737eb27b74c772b8985d18c9044_FORMATO.png,6,276,,10.0,3.0,,,1.0,,,,2.0,,,,,,,,,,
333,Lucas Braga Ribeiro,0.0,,9,4,3.64,99119,0.0,5,L. Braga,lucas-braga,Santos,1.55,Lucas Braga,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_jbahd9z.png,6,277,,4.0,4.0,,1.0,6.0,,,2.0,1.0,,,,,,,,,,
334,José Luis Rodríguez Bebanz,3.7,,9,8,6.81,99213,-0.23,2,P. Rodríguez,puma-rodriguez,Vasco,4.14,Puma Rodríguez,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_I6z9QfY.png,7,267,,20.0,8.0,4.0,6.0,6.0,,,1.0,1.0,,,,,,,,,,
335,Rodrigo Fernández Cedrés,1.6,,9,8,4.69,99214,0.07,4,R. Fernández,rodrigo-fernandez,Santos,2.27,Rodrigo Fernández,https://s.sde.globo.com/media/person_role/2022/03/29/6fdde8730fb97a5d12a85b4ebd9d4e93_FORMATO.png,6,277,,17.0,18.0,1.0,5.0,4.0,,,,4.0,,,,,,,,,,
336,Tomás Pochettino,2.1,,9,9,6.11,99267,0.23,4,Pochettino,pochettino,Fortaleza,2.91,Pochettino,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_zjxThmw.png,7,356,,6.0,2.0,3.0,5.0,8.0,,1.0,,,,,,,,,,,,
337,Everton Morelli Casimiro,0.0,,9,5,5.92,99412,0.0,4,Morelli,morelli,Goiás,3.98,Morelli,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_fZnSxrr.png,6,290,,11.0,5.0,,3.0,12.0,,,2.0,,,,,,,,,,,
338,Gabriel Baralhas dos Santos,0.0,,9,5,5.11,99440,0.0,4,Baralhas,baralhas,Internacional,2.72,Baralhas,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_MqX5wf1.png,6,285,,9.0,5.0,1.0,2.0,3.0,,,,,,,,,,,,,,
339,Jhon Adolfo Arias Andrade,5.9,,9,8,9.47,99815,0.04,4,Arias,arias,Fluminense,3.56,Arias,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_8Xam8ML.png,7,266,1.0,13.0,14.0,2.0,2.0,19.0,,,5.0,1.0,,,,,,,,,,
340,Paulo Henrique Sampaio Filho,4.2,,9,8,10.07,99818,0.27,5,Paulinho,paulinho,Atlético-MG,5.3,Paulinho,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_6AtAEsy.png,7,282,,11.0,1.0,7.0,4.0,4.0,,2.0,1.0,,,,,,,,,,,
341,Alan Javier Franco,-1.2,,9,4,3.9,99889,-0.18,3,A. Franco,alan-franco,São Paulo,1.6,Alan Franco,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_Nls7aQV.png,7,276,,4.0,4.0,,1.0,,,,,2.0,1.0,,,,1.0,,,,,
342,Jhonny Lucas Flora Barboza,0.0,,9,2,0.66,99994,0.0,4,J. Lucas,jhonny-lucas,Goiás,-0.4,Jhonny Lucas,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_KkK6lCf.png,6,290,,,2.0,,1.0,,,,,1.0,,,,,,,,,,
