,atletas.nome,atletas.pontos_num,atletas.minimo_para_valorizar,atletas.rodada_id,atletas.jogos_num,atletas.preco_num,atletas.atleta_id,atletas.variacao_num,atletas.posicao_id,atletas.apelido_abreviado,atletas.slug,atletas.clube.id.full.name,atletas.media_num,atletas.apelido,atletas.foto,atletas.status_id,atletas.clube_id,A,DS,FC,FD,FF,FS,FT,G,I,CA,SG,PS,DE,GS,PC,CV,DP,PP,V,GC
343,Federico Matías Javier Zaracho,0.0,,9,8,6.19,100079,0.0,4,Zaracho,zaracho,Atlético-MG,2.71,Zaracho,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_wjGLEpf.png,3,282,,16.0,16.0,1.0,2.0,9.0,1.0,,,3.0,,,,,,,,,,
344,Igor Silveira Gomes,0.0,,9,4,5.01,100084,0.0,4,I. Gomes,igor-gomes,Atlético-MG,1.6,Igor Gomes,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_UzfIqe6.png,6,282,,6.0,5.0,,1.0,2.0,,,1.0,1.0,,,,,,,,,,
345,Luis Geovanny Segovia Vega,0.0,,9,2,2.04,100453,0.0,3,L. Segovia,luis-segovia,Botafogo,-0.4,Luis Segovia,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_N5TAr8X.png,6,263,,,1.0,,,1.0,,,,1.0,,,,,,,,,,
346,Yuri Alberto Monteiro da Silva,2.3,,9,9,8.63,100652,-0.54,5,Y. Alberto,yuri-alberto,Corinthians,2.65,Yuri Alberto,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_QVzSGOZ.png,7,264,1.0,3.0,15.0,3.0,4.0,11.0,,1.0,6.0,,,,,,,,,,,
347,Igor Matheus Liziero Pereira,5.6,,9,7,4.85,100761,0.79,4,Liziero,liziero,Coritiba,2.53,Liziero,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_NUUHkjY.png,7,294,,16.0,10.0,,,5.0,,,,1.0,,,,,,,,,,
348,Brenno Oliveira Fraga Costa,0.0,,9,0,6.0,100830,0.0,1,Brenno,brenno,Grêmio,0.0,Brenno,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_hWYsgxj.png,6,284,,,,,,,,,,,,,,,,,,,,
349,Lucas Esteves de Souza,0.0,,9,0,3.0,100846,0.0,2,L. Esteves,lucas-esteves,Fortaleza,0.0,Lucas Esteves,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_Ob9K3n3.png,6,356,,,,,,,,,,,,,,,,,,,,
350,Luan Cândido de Almeida,0.0,,9,0,10.0,100848,0.0,2,L. Cândido,luan-candido,Bragantino,0.0,Luan Cândido,https://s.sde.globo.com/media/person_role/2022/05/05/a09132195a9936adeadb1a61d65dad2e_FORMATO.png,6,280,,,,,,,,,,,,,,,,,,,,
351,Ronald dos Santos Lopes,-0.3,,9,8,4.45,100969,-0.94,4,R. Lopes,ronald-lopes,Cuiabá,3.02,Ronald Lopes,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_NG6iAvU.png,6,1371,,10.0,5.0,1.0,3.0,8.0,,1.0,,2.0,,,,,,,,,,
352,José Antonio dos Santos Júnior,-0.3,,9,9,7.22,101002,-1.68,5,J. Santos,junior-santos,Botafogo,4.41,Júnior Santos,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_20JkUu3.png,7,263,,10.0,15.0,4.0,7.0,10.0,,2.0,2.0,,,1.0,,,,,,,,
353,Jackson Diego Ibrahim Fagundes,0.2,,9,9,6.23,101027,-0.82,4,Diego,diego,Goiás,3.66,Diego,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_50P80kB.png,7,290,1.0,13.0,7.0,,5.0,25.0,,,1.0,2.0,,,,,,,,,,
354,Francisco Vítor Silva Costa,0.0,,9,7,11.67,101201,0.0,5,V. Jacaré,vitor-jacare,Bahia,6.0,Vitor Jacaré,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_GdFbYPn.png,6,265,,21.0,15.0,2.0,8.0,9.0,1.0,1.0,,3.0,,,,,,,,,,
355,Alef Mangueira Severino Pereira,9.7,,9,5,10.36,101254,-0.01,5,A. Manga,alef-manga,Coritiba,6.78,Alef Manga,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_o07AeW3.png,6,294,2.0,6.0,6.0,5.0,4.0,5.0,,1.0,2.0,1.0,,,,,,,,,,
356,Aldemir dos Santos Ferreira,0.0,,9,0,10.0,101290,0.0,5,Ferreira,ferreira,Grêmio,0.0,Ferreira,https://s.sde.globo.com/media/person_role/2021/04/29/c162773146af15b4d212ad3d8e81af03_FORMATO.png,6,284,,,,,,,,,,,,,,,,,,,,
357,Ademir da Silva Santos Júnior,4.6,,9,9,6.15,101314,0.69,5,Ademir,ademir,Bahia,3.04,Ademir,https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_AYMEKre.png,7,265,,4.0,10.0,3.0,3.0,28.0,,1.0,4.0,2.0,,,,,,,,,,
358,Cláudio Rodrigues Gomes,2.4,,9,8,8.48,101319,-0.04,2,Guga,guga,Fluminense,4.5,Guga,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_XX1WP8Y.png,7,266,1.0,11.0,5.0,,1.0,9.0,,,,1.0,3.0,,,,,,,,,
359,Wallisson Luiz Alves Máximo,-0.1,,9,6,3.16,101405,-0.73,4,Wallisson,wallisson,Cruzeiro,2.58,Wallisson,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_htrMBar.png,7,283,,8.0,10.0,2.0,5.0,7.0,,,,1.0,,,,,,,,,,
360,João Pedro Vilardi Pinto,0.0,,9,1,7.23,101573,0.0,4,Pepê,pepe,Grêmio,10.5,Pepê,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ey2Asrl.png,5,284,,6.0,,,1.0,5.0,,,,,,,,,,,,,,
361,Hugo de Souza Nogueira,0.0,,9,0,3.0,101574,0.0,1,H. Souza,hugo-souza,Flamengo,0.0,Hugo Souza,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_4hEknPp.png,6,262,,,,,,,,,,,,,,,,,,,,
362,Robson Alves de Barros,0.0,,9,7,3.4,101579,0.0,3,R. Bambu,robson-bambu,Vasco,2.03,Robson Bambu,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_duKaGjT.png,6,267,,9.0,6.0,,1.0,13.0,,,1.0,2.0,,,,,,,,,,
363,Hugo Moura Arruda da Silva,6.1,,9,7,7.05,101594,0.29,4,H. Moura,hugo-moura,Athlético-PR,3.55,Hugo Moura,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xmqFuth.png,7,293,,19.0,5.0,,2.0,6.0,,,,1.0,,,,,,,,,,
364,Alex de Oliveira Nascimento,0.0,,9,0,3.0,101600,0.0,3,Alex,alex,Santos,0.0,Alex,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_cgyweD5.png,6,277,,,,,,,,,,,,,,,,,,,,
365,Philippe Almeida Costa,0.0,,9,3,1.25,101684,-0.07,5,P. Costa,philippe-costa,Goiás,-0.03,Philippe Costa,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_kiizDTZ.png,6,290,,,,,,,,,1.0,,,,,,,,,,,
366,Felipe Jonatan Rocha Andrade,0.0,,9,1,6.06,101708,0.0,2,F. Jonatan,felipe-jonatan,Santos,2.4,Felipe Jonatan,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_4Rn0gj2.png,5,277,,2.0,,,,,,,,,,,,,,,,,,
367,Alerrandro Barra Mansa Realino de Souza,0.0,,9,2,3.04,101715,0.0,5,Alerrandro,alerrandro,Bragantino,-0.3,Alerrandro,https://s.sde.globo.com/media/person_role/2022/05/05/a190fc01a5c5880c8de5c5854ac2f555_FORMATO.png,6,280,,,3.0,,1.0,1.0,,,,1.0,,,,,,,,,,
368,Marrony da Silva Liberato,0.0,,9,0,5.0,101717,0.0,5,Marrony,marrony,Fluminense,0.0,Marrony,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_gF92guz.png,6,266,,,,,,,,,,,,,,,,,,,,
369,Matheus dos Santos Miranda,6.5,,9,2,3.41,101720,1.14,3,Miranda,miranda,Vasco,3.65,Miranda,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_dT3P0NV.png,7,267,,5.0,,,1.0,1.0,,,,,,,,,,,,,,
370,Matheus Santos Soares,0.0,,9,2,1.05,101725,0.0,4,Matheusinho,matheusinho,Goiás,0.25,Matheusinho,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_OKVlOLy.png,6,290,,,,,,1.0,,,,,,,,,,,,,,
371,Matheus França Silva,0.0,,9,0,6.0,101727,0.0,2,Matheuzinho,matheuzinho,Flamengo,0.0,Matheuzinho,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_wPSt5sW.png,5,262,,,,,,,,,,,,,,,,,,,,
372,Diego Henrique Costa Barbosa,0.0,,9,4,4.47,101728,0.0,3,D. Costa,diego-costa,São Paulo,1.52,Diego Costa,https://s.sde.globo.com/media/person_role/2022/03/01/996cbc8d639a3e640cf55d5326393d6d_FORMATO.png,6,276,,2.0,7.0,,1.0,,,,,,1.0,,,,,,,,,
373,Vitor Hugo Naum dos Santos,5.0,,9,6,6.36,101960,-0.72,5,Vitinho,vitinho,Bragantino,4.77,Vitinho,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Hob15WK.png,7,280,,4.0,10.0,8.0,6.0,13.0,,1.0,1.0,2.0,,,,,,,,,,
374,Emanuel Fermín Brítez,7.3,,9,8,9.01,101995,0.52,3,Brítez,britez,Fortaleza,4.33,Brítez,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_qvH6Q9A.png,7,356,1.0,9.0,9.0,,4.0,7.0,,,1.0,2.0,4.0,,,,,1.0,,,,
375,Joaquín Piquerez Moreira,7.9,,9,6,10.51,102130,0.31,2,Piquerez,piquerez,Palmeiras,6.3,Piquerez,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_04Y9scz.png,7,275,3.0,13.0,6.0,1.0,1.0,6.0,,,,3.0,2.0,,,,,,,,,1.0
376,Vitor Eudes de Souza Costa,0.0,,9,0,2.0,102137,0.0,1,V. Eudes,vitor-eudes,Fluminense,0.0,Vitor Eudes,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_FvWKOzt.png,6,266,,,,,,,,,,,,,,,,,,,,
377,Lucas Halter,0.0,,9,6,4.28,102253,0.0,3,L. Halter,lucas-halter,Goiás,1.87,Lucas Halter,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_DlFIoVh.png,3,290,,8.0,7.0,,1.0,2.0,,1.0,1.0,3.0,,,,,,1.0,,,,
378,Gabriel José Ferreira Mesquita,-1.0,,9,0,0.7,102290,-0.3,1,G. Mesquita,gabriel-mesquita,Cruzeiro,-1.0,Gabriel Mesquita,https://s.sde.globo.com/media/person_role/2023/05/30/photo_220x220.png,6,283,,,,,,,,,,1.0,,,,,,,,,,
379,Mikael Filipe Viana,0.0,,9,4,3.87,102299,0.0,5,Mikael,mikael,América-MG,2.1,Mikael,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO_lQhctpS.png,6,327,,1.0,,2.0,5.0,2.0,,,2.0,,,,,,,,,,,
380,Matheus Felipe Santos Nascimento,0.0,,9,2,2.65,102310,0.0,3,M. Felipe,matheus-felipe,Athlético-PR,2.75,Matheus Felipe,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_e7P4JVL.png,6,293,,,1.0,,1.0,,,,,,1.0,,,,,,,,,
381,Caio Fernando de Oliveira,7.2,,9,9,10.53,102318,0.48,2,C. Paulista,caio-paulista,São Paulo,5.59,Caio Paulista,https://s.sde.globo.com/media/person_role/2023/01/27/photo_FORMATO_rRBJfVv.png,7,276,2.0,8.0,6.0,6.0,6.0,13.0,,,,1.0,3.0,,,,,,,,,
382,Gonzalo Mathías Mastriani Borges,2.1,,9,2,3.17,102561,0.26,5,Mastriani,mastriani,América-MG,1.3,Mastriani,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_vHe1goh.png,7,327,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,
383,Hélio Júnio Nunes de Castro,2.0,,9,9,6.02,102598,-0.81,5,Helinho,helinho,Bragantino,4.28,Helinho,https://s.sde.globo.com/media/person_role/2022/05/05/d0de5e463c8123423e2713cdde571faf_FORMATO.png,7,280,,9.0,8.0,8.0,6.0,4.0,,2.0,2.0,2.0,,,,,,,,,,
384,Julimar Silva Oliveira Júnior,0.0,,9,0,2.0,102796,0.0,5,Julimar,julimar,Athlético-PR,0.0,Julimar,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_qjlY4KF.png,6,293,,,,,,,,,,,,,,,,,,,,
385,Miguel David Terans Pérez,1.7,,9,6,10.18,102878,-0.18,4,Terans,terans,Athlético-PR,1.7,Terans,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_rzjzN6M.png,7,293,,2.0,4.0,2.0,5.0,8.0,,,4.0,1.0,,,,,,,,,,
386,Anderson Silva da Paixão,0.0,,9,0,3.0,102906,0.0,1,Anderson,anderson,Cruzeiro,0.0,Anderson,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Lvl4bA5.png,6,283,,,,,,,,,,,,,,,,,,,,
387,Matheus Henrique Teixeira,0.0,,9,0,2.0,102907,0.0,1,M. Teixeira,matheus-teixeira,Bahia,0.0,Matheus Teixeira,https://s.sde.globo.com/media/person_role/2022/04/05/ff4149be4042453395add145d010bd49_FORMATO.png,6,265,,,,,,,,,,,,,,,,,,,,
388,Luan Vinícius da Silva Santos ,0.0,,9,5,3.65,102909,0.0,4,Luan,luan,São Paulo,0.98,Luan,https://s.sde.globo.com/media/person_role/2022/03/01/6b4e62b423e7b34762e0c7f626ea5ebd_FORMATO.png,6,276,,4.0,4.0,,1.0,1.0,,,,,,,,,,,,,,
389,José Ricardo Araújo Fernandes,4.8,,9,8,6.15,102911,0.34,4,Z. Ricardo,ze-ricardo,Goiás,4.36,Zé Ricardo,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_h43zEak.png,7,290,1.0,15.0,20.0,6.0,4.0,21.0,,,,3.0,,,,,,,,,,
390,Agustín Canobbio Graviz,10.4,,9,7,7.16,102928,1.02,5,Canobbio,canobbio,Athlético-PR,5.33,Canobbio,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_VXCkQFM.png,7,293,1.0,10.0,1.0,6.0,5.0,7.0,,1.0,1.0,2.0,,,,,,,,,,
391,Ignacio Jesús Laquintana Marsico,0.0,,9,2,3.67,103014,0.0,5,Laquintana,laquintana,Bragantino,1.75,Laquintana,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_roWm5iE.png,5,280,,1.0,3.0,2.0,,2.0,,,2.0,,,,,,,,,,,
392,Mateus Gonçalves Martins,0.0,,9,3,2.41,103076,0.0,5,M. Gonçalves,mateus-goncalves,América-MG,0.4,Mateus Gonçalves,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_uVg3SyA.png,6,327,,1.0,,,,2.0,,,,1.0,,,,,,,,,,
393,Eric dos Santos Rodrigues,2.7,,9,6,2.51,103295,0.14,4,E. Ramires,eric-ramires,Bragantino,1.23,Eric Ramires,https://s.sde.globo.com/media/person_role/2022/05/05/68b240d886c54c37133d42e6dd5f8e41_FORMATO.png,7,280,,3.0,11.0,4.0,1.0,5.0,,,,1.0,,,,,,,,,,
394,Matheus Alexandre Anastácio de Souza,11.8,,9,8,7.31,103347,1.93,2,M. Alexandre,matheus-alexandre,Cuiabá,5.02,Matheus Alexandre,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_4eKoeL1.png,7,1371,,26.0,7.0,1.0,1.0,2.0,,,,2.0,2.0,,,,,,,,,
395,Leandro Emmanuel Martínez,0.0,,9,8,4.42,103388,0.0,4,E. Martínez,emmanuel-martinez,América-MG,2.78,Emmanuel Martínez,https://s.sde.globo.com/media/person_role/2022/08/13/68f9c27625c8107e59119604bba5e322_FORMATO.png,6,327,1.0,7.0,10.0,1.0,2.0,12.0,1.0,,,,,,,,,,,,,
396,João Victor Andrade Caetano,2.9,,9,1,2.7,103575,-0.3,3,Caetano,caetano,Corinthians,2.9,Caetano,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_72Ycs9o.png,7,264,,2.0,,,,3.0,,,,,,,,,1.0,,,,,
397,Rafael Bilu Mudesto,0.0,,9,4,2.83,103576,0.0,5,R. Bilu,rafael-bilu,Cruzeiro,2.08,Rafael Bilu,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_L5qGZ0n.png,5,283,,4.0,1.0,,3.0,3.0,,,1.0,,,,,,,,,,,
398,Marcos Paulo Costa do Nascimento,1.0,,9,9,8.37,103645,-0.72,5,M. Paulo,marcos-paulo,São Paulo,4.56,Marcos Paulo,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_XopxIWU.png,6,276,1.0,11.0,6.0,1.0,4.0,11.0,,2.0,2.0,1.0,,,,,,,,,,
399,Kaíque Rocha Lima,0.0,,9,0,4.0,103684,0.0,3,K. Rocha,kaique-rocha,Athlético-PR,0.0,Kaíque Rocha,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_TAU79Yo.png,6,293,,,,,,,,,,,,,,,,,,,,
400,Jadsom Meemyas de Oliveira da Silva,-0.1,,9,8,1.65,103695,-0.19,4,J. Silva,jadsom-silva,Bragantino,0.59,Jadsom Silva,https://s.sde.globo.com/media/person_role/2022/05/05/9d601cb29909661ed2abc4800aab14b7_FORMATO.png,6,280,,9.0,10.0,1.0,1.0,2.0,,,1.0,4.0,,,,,2.0,,,,,
401,Bruno Méndez Cittadini,3.3,,9,6,2.79,103700,0.03,3,B. Méndez,bruno-mendez,Corinthians,1.5,Bruno Méndez,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_VwEvkmY.png,7,264,,5.0,6.0,,1.0,,,,,1.0,1.0,,,,,,,,,
402,Gabriel Vinícius Menino,1.8,,9,9,8.19,103767,-0.25,4,G. Menino,gabriel-menino,Palmeiras,4.64,Gabriel Menino,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_a770SrF.png,7,275,1.0,18.0,16.0,3.0,8.0,12.0,2.0,,1.0,2.0,,,,,,,,,,
403,Maycon Cleiton de Paula Azevedo,0.0,,9,0,3.0,104017,0.0,1,Maycon,maycon,Bragantino,0.0,Maycon,https://s.sde.globo.com/media/person_role/2022/05/05/f39fcb967a674ffddbaec227105dae4a_FORMATO.png,6,280,,,,,,,,,,,,,,,,,,,,
404,João Fernando Monteiro Siqueira,0.0,,9,0,2.0,104079,0.0,1,J. Fernando,joao-fernando,Botafogo,0.0,João Fernando,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_5Z0375l.png,6,263,,,,,,,,,,,,,,,,,,,,
405,Carlos Miguel dos Santos Pereira,0.0,,9,0,2.0,104084,0.0,1,C. Miguel,carlos-miguel,Corinthians,0.0,Carlos Miguel,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_ucZUimL.png,6,264,,,,,,,,,,,,,,,,,,,,
406,Bruno de Lara Fuchs,0.0,,9,5,4.92,104085,0.0,3,B. Fuchs,bruno-fuchs,Atlético-MG,3.42,Bruno Fuchs,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_qjyhb3e.png,6,282,,1.0,2.0,,,3.0,,,,,3.0,,,,,,,,,
407,Ruan de Oliveira Ferreira,0.0,,9,0,2.0,104153,0.0,4,Ruan,ruan,Corinthians,0.0,Ruan,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_Uq9B5Kn.png,6,264,,,,,,,,,,,,,,,,,,,,
408,João Lucas de Almeida Carvalho,0.0,,9,2,4.58,104257,0.0,2,J. Lucas,joao-lucas,Santos,5.9,João Lucas,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_tX8ABIy.png,6,277,,5.0,,,1.0,,,,,,1.0,,,,,,,,,
409,Matheus Mendes Werneck de Oliveira,0.0,,9,0,3.0,104383,0.0,1,M. Mendes,matheus-mendes,Atlético-MG,0.0,Matheus Mendes,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_xQ2S67t.png,6,282,,,,,,,,,,,,,,,,,,,,
410,Igor Gomes Silva,0.5,,9,7,5.05,104385,-0.7,3,I. Gomes,igor-gomes,Internacional,2.88,Igor Gomes,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_I7Q1WEp.png,6,285,,7.0,4.0,1.0,1.0,6.0,,,,1.0,2.0,,,,1.0,,,,,
411,Vitor Mendes Alves,0.0,,9,2,6.66,104401,0.0,3,V. Mendes,vitor-mendes,Fluminense,4.95,Vitor Mendes,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_L4w297p.png,6,266,,,1.0,1.0,,,,,,1.0,2.0,,,,,,,,,
412,Reinaldo Nascimento Satorno,0.0,,9,1,2.39,104420,0.0,5,Reinaldo,reinaldo,Athlético-PR,1.7,Reinaldo,https://s.sde.globo.com/media/person_role/2020/03/03/12600160dfe6fed9a606921db8b0a862_FORMATO.png,6,293,,1.0,1.0,,1.0,,,,,,,,,,,,,,,
413,Felipe Mateus Scheibig,0.0,,9,0,1.0,104424,0.0,1,F. Scheibig,felipe-scheibig,Grêmio,0.0,Felipe Scheibig,https://s.sde.globo.com/media/person_role/2021/07/16/79af8f6f344db19983598078705340fc_FORMATO.png,6,284,,,,,,,,,,,,,,,,,,,,
414,Christian Roberto Alves Cardoso,0.5,,9,7,8.85,104502,-0.63,4,Christian,christian,Athlético-PR,4.97,Christian,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_V2OPAxf.png,6,293,,10.0,8.0,,4.0,6.0,1.0,2.0,,,,,,,,,,,,
415,Vinícius Nelson de Souza Zanocelo,1.1,,9,5,3.63,104521,-0.14,4,V. Zanocelo,vinicius-zanocelo,Fortaleza,0.88,Vinícius Zanocelo,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_OPlr7ly.png,6,356,,4.0,2.0,1.0,,,,,,1.0,,,,,,,,,,
416,Sandry Roberto Santos Goes,0.0,,9,0,4.0,104580,0.0,4,Sandry,sandry,Santos,0.0,Sandry,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_bbHXWKZ.png,6,277,,,,,,,,,,,,,,,,,,,,
417,Fabrício Oliveira de Souza,0.0,,9,0,1.0,104588,0.0,1,Fabrício,fabricio,Bragantino,0.0,Fabrício,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_AAId2Kq.png,6,280,,,,,,,,,,,,,,,,,,,,
418,Darlan Pereira Mendes,0.0,,9,1,2.71,104593,0.0,4,Darlan,darlan,Grêmio,0.2,Darlan,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_NzyHepN.png,6,284,,1.0,,,,,,,,1.0,,,,,,,,,,
419,Matheus Henrique Bianqui,0.0,,9,4,2.25,104640,0.0,4,M. Bianqui,matheus-bianqui,Coritiba,0.17,Matheus Bianqui,https://s.sde.globo.com/media/person_role/2023/04/21/photo_FORMATO.png,6,294,,2.0,2.0,,,2.0,,,1.0,2.0,,,,,,,,,,
420,Juan Pablo Vojvoda Rizzo,4.63,,9,9,12.16,104754,-0.46,6,J. Vojvoda,juan-vojvoda,Fortaleza,6.0,Juan Vojvoda,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_UIx1Yzg.png,7,356,,,,,,,,,,,,,,,,,,,3.0,
421,Nicolás Brian Acevedo Tabárez,3.1,,9,8,4.39,104783,0.15,4,Acevedo,acevedo,Bahia,2.36,Acevedo,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_YfjCr6b.png,7,265,,14.0,16.0,1.0,4.0,11.0,,,,3.0,,,,,,,,,,
422,Igo Gabriel Santos Pereira,0.0,,9,0,1.0,104991,0.0,1,I. Gabriel,igo-gabriel,Botafogo,0.0,Igo Gabriel,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_C8GywEv.png,6,263,,,,,,,,,,,,,,,,,,,,
423,Luis Henrique Tomaz de Lima,0.0,,9,9,4.21,105049,-1.17,5,L. Henrique,luis-henrique,Botafogo,1.88,Luis Henrique,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_XMfC6C1.png,7,263,,5.0,,1.0,1.0,2.0,,1.0,1.0,,,,,,,,,,,
424,Khellven Douglas Silva Oliveira,6.6,,9,7,7.36,105175,1.13,2,Khellven,khellven,Athlético-PR,3.02,Khellven,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7lRpDNN.png,7,293,,8.0,8.0,,2.0,5.0,,,2.0,,2.0,,,,,,,,,
425,Bento Matheus Krepski,9.0,,9,9,10.24,105208,1.53,1,Bento,bento,Athlético-PR,3.61,Bento,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7ROEp8B.png,7,293,1.0,,,,,1.0,,,,1.0,3.0,,24.0,11.0,,,,,,
426,Patrick de Lucca Chaves de Oliveira,0.0,,9,0,3.0,105294,0.0,4,D. Lucca,de-lucca,Vasco,0.0,De Lucca,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_J73ZkrF.png,5,267,,,,,,,,,,,,,,,,,,,,
427,Nahuel Adolfo Ferraresi Hernández,0.0,,9,0,6.0,105300,0.0,3,Ferraresi,ferraresi,São Paulo,0.0,Ferraresi,https://s.sde.globo.com/media/person_role/2022/08/13/a5301263d96806640ddf67cec70f99e7_FORMATO.png,6,276,,,,,,,,,,,,,,,,,,,,
428,Gabriel Lheman Xavier - Lhman,5.9,,9,4,3.96,105373,0.7,3,G. Xavier,gabriel-xavier,Bahia,3.37,Gabriel Xavier,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_0UPMoSl.png,6,265,,6.0,3.0,1.0,,2.0,,,,,1.0,,,,,,,,,
429,Jesús Emiliano Trindade Flores,0.0,,9,0,4.0,105433,0.0,4,Trindade,trindade,Coritiba,0.0,Trindade,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_IfD8fQ4.png,6,294,,,,,,,,,,,,,,,,,,,,
430,Matheus Lima Beltrão Oliveira Valin,0.0,,9,6,7.1,105531,0.0,2,M. Bidu,matheus-bidu,Corinthians,4.63,Matheus Bidu,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_cNTyg24.png,6,264,,10.0,5.0,3.0,4.0,13.0,,,,1.0,1.0,,,,,,,,,
431,Matheus Alvarenga de Oliveira,0.0,,9,0,3.0,105533,0.0,5,Davó,davo,Cruzeiro,0.0,Davó,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Y26zRnV.png,6,283,,,,,,,,,,,,,,,,,,,,
432,Rikelme Hernandes Amorim Rocha,5.2,,9,3,2.27,105547,0.48,5,Rikelme,rikelme,Cuiabá,3.97,Rikelme,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_FfgJEdr.png,7,1371,,10.0,5.0,,,3.0,,,1.0,,,,,,,,,,,
433,Riquelme Carvalho Araújo Viana,0.0,,9,0,3.0,105566,0.0,2,Riquelme,riquelme,Vasco,0.0,Riquelme,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_smA6Xym.png,6,267,,,,,,,,,,,,,,,,,,,,
