,atletas.apelido,atletas.posicao_id,atletas.variacao_num,atletas.minimo_para_valorizar,atletas.entrou_em_campo,atletas.media_num,atletas.clube.id.full.name,atletas.pontos_num,atletas.slug,atletas.apelido_abreviado,atletas.atleta_id,atletas.foto,atletas.clube_id,atletas.jogos_num,atletas.nome,atletas.rodada_id,atletas.preco_num,atletas.status_id,A,CA,DS,FC,FD,FF,FS,G,I,PP,PC,SG,PS,CV,DE,DP,GC,GS,FT,V,PI
588,Guilherme Biro,4,0.0,,False,2.19,Corinthians,0.0,guilherme-biro,G. Biro,111891,https://s.sde.globo.com/media/person_role/2022/07/02/ea53a64347e60658cdcbd15ba83320ba_FORMATO.png,264,10,Guilherme Sucigan Mafra Cunha,27,2.99,6,,2.0,10.0,13.0,2.0,7.0,16.0,,2.0,,,,,,,,,,,,
589,Diego Hernández,4,0.0,,False,1.7,Botafogo,0.0,diego-hernandez,D. Hernández,111945,https://s.sde.globo.com/media/person_role/2023/05/26/photo_220x220_jllMRNk.png,263,1,Diego Manuel Hernández González,27,5.42,6,,,,,1.0,,1.0,,,,,,,,,,,,,,
590,Julián Palacios,4,-0.04,,True,2.29,Goiás,1.7,julian-palacios,J. Palacios,111996,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_C8xKUgn.png,290,19,Julián Eduardo Palacios,27,5.27,6,1.0,3.0,13.0,23.0,5.0,8.0,41.0,,3.0,,,,,,,,,,,,
591,Lucas Beraldo,3,0.2,,True,3.45,São Paulo,1.2,lucas-beraldo,L. Beraldo,112136,https://s.sde.globo.com/media/person_role/2022/07/22/aef0c837cb53876eb1509bd8c3eaa586_FORMATO.png,276,15,Lucas Lopes Beraldo,27,5.92,7,,3.0,21.0,12.0,2.0,4.0,9.0,1.0,,,,3.0,,,,,,,,,
592,Thalisson Gabriel,3,-0.02,,True,1.4,Coritiba,1.4,thalisson-gabriel,T. Gabriel,112367,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_sNKyuNw.png,294,1,Thalisson Gabriel Pereira Moreira,27,0.98,6,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,
593,Emerson Ramon,5,0.0,,False,2.07,Cuiabá,0.0,emerson-ramon,E. Ramon,112370,https://s.sde.globo.com/media/person_role/2023/03/30/photo_FORMATO_wzDDWM2.png,1371,10,Emerson Ramon Bezerra Oliveira,27,3.84,6,,,5.0,5.0,3.0,7.0,14.0,,1.0,,,,,,,,,,,,
594,Gabriel Grando,1,0.14,,True,3.26,Grêmio,2.0,gabriel-grando,G. Grando,112616,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_bv2qwrK.png,284,22,Gabriel Hamester Grando,27,5.83,7,,4.0,,,,,6.0,,,,,4.0,,,84.0,,,31.0,,,
595,Kaiki,2,-0.17,,True,0.92,Cruzeiro,-1.0,kaiki,Kaiki,112709,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_HCZ4bVf.png,283,5,Kaiki Bruno da Silva,27,2.05,7,,1.0,2.0,9.0,,,2.0,,1.0,,,1.0,,,,,,,,,
596,Lucas Barbosa,4,-0.3,,True,2.21,Coritiba,1.1,lucas-barbosa,L. Barbosa,112886,https://s.sde.globo.com/media/person_role/2023/09/13/photo_FORMATO_Dsp7wOi.png,294,8,Lucas Henrique Barbosa,27,4.4,6,,,12.0,8.0,2.0,1.0,5.0,,,,,,,,,,,,,,
597,Capasso,3,0.0,,False,0.58,Vasco,0.0,capasso,Capasso,112913,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_OaLhk6j.png,267,8,Manuel Vicente Capasso,27,2.31,6,,3.0,7.0,5.0,,1.0,,,1.0,,,,,,,,,,,,
598,Werton,5,0.0,,False,0.0,Flamengo,0.0,werton,Werton,112984,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_b5lT2QZ.png,262,0,Werton de Almeida Rêgo,27,2.0,6,,,,,,,,,,,,,,,,,,,,,
599,Flaco López,5,-0.08,,True,2.08,Palmeiras,1.2,flaco-lopez,F. López,113103,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_V15s07E.png,275,16,José Manuel Alberto López,27,6.19,2,,3.0,8.0,15.0,5.0,6.0,8.0,2.0,5.0,,,,1.0,,,,,,,,
600,Kauan,2,0.0,,False,0.0,Atlético-MG,0.0,kauan,Kauan,113154,https://s.sde.globo.com/media/person_role/2023/04/01/photo_220x220_9pgUpwG.png,282,0,Kauan Silva Sales,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
601,Nathan Mendes,2,0.0,,False,4.06,São Paulo,0.0,nathan-mendes,N. Mendes,113157,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Ec4EI26.png,276,10,Nathan Gabriel de Souza Mendes,27,4.67,6,,3.0,9.0,14.0,1.0,1.0,14.0,1.0,,,,4.0,,,,,,,,,
602,Michel,3,0.0,,False,0.0,Palmeiras,0.0,michel,Michel,113159,https://s.sde.globo.com/media/person_role/2022/04/06/2e58e6fda93f2529e843b6dacea39be3_FORMATO.png,275,0,Michel Augusto Modesto Rafael dos Santos,27,2.0,6,,,,,,,,,,,,,,,,,,,,,
603,Júlio,3,0.0,,False,4.7,América-MG,0.0,julio,Júlio,113295,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_ta473IP.png,327,3,Júlio César Alves Gonçalves,27,4.37,6,1.0,,,3.0,,,,,,,,2.0,,,,,,,,,
604,Pablo Maia,4,-0.28,,True,2.94,São Paulo,0.7,pablo-maia,P. Maia,113359,https://s.sde.globo.com/media/person_role/2022/03/05/e91f0953fe782088f01eda528fd69b2f_FORMATO.png,276,21,Pablo Gonçalves Maia Fortunato,27,5.62,7,,5.0,34.0,42.0,9.0,9.0,15.0,2.0,,,,,,1.0,,,,,,,
605,Diogo Batista,2,0.0,,False,2.74,Coritiba,0.0,diogo-batista,D. Batista,113384,https://s.sde.globo.com/media/person_role/2023/09/13/photo_FORMATO_KoGBw9E.png,294,8,Diogo Batista de Souza,27,1.67,6,1.0,1.0,4.0,8.0,2.0,2.0,3.0,,,,,2.0,,,,,,,,,
606,Bruninho,4,0.0,,False,2.96,Bragantino,0.0,bruninho,Bruninho,113558,https://s.sde.globo.com/media/person_role/2022/05/05/f1f155231d0b75984084fb05c52de0db_FORMATO.png,280,13,Bruno Gonçalves de Jesus,27,7.96,6,1.0,,7.0,1.0,5.0,2.0,6.0,2.0,1.0,,1.0,,,,,,,,,,
607,Kevin,5,-0.85,,True,1.44,Palmeiras,0.8,kevin,Kevin,113663,https://s.sde.globo.com/media/person_role/2023/03/03/photo_FORMATO_TugHOMv.png,275,5,Kevin Santos Lopes de Macedo,27,1.02,7,,2.0,4.0,7.0,2.0,2.0,5.0,,,,,,,,,,,,,,
608,Ryan Luka,5,0.0,,False,0.0,Flamengo,0.0,ryan-luka,R. Luka,113667,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_4G7ETFM.png,262,0,Ryan Luka Cordeiro de Souza,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
609,André Luiz,5,0.0,,False,-0.05,Flamengo,0.0,andre-luiz,A. Luiz,114174,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_qtSFh6j.png,262,2,André Luiz Inácio da Silva,27,1.29,6,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
610,Juan Tavares,2,0.0,,False,0.0,Cuiabá,0.0,juan-tavares,J. Tavares,114497,https://s.sde.globo.com/media/person_role/2023/06/04/photo_FORMATO_s4c9qYu.png,1371,0,Juan Pablo Vilela Tavares,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
611,Cleiton,3,0.0,,False,0.0,Flamengo,0.0,cleiton,Cleiton,114790,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_L2MYyBn.png,262,0,Cleiton Santana dos Santos,27,3.0,6,,,,,,,,,,,,,,,,,,,,,
612,Vitor Roque,5,0.0,,False,7.59,Athlético-PR,0.0,vitor-roque,V. Roque,114802,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_0B2D0LR.png,293,21,Vitor Hugo Roque Ferreira,27,12.47,5,3.0,6.0,19.0,32.0,11.0,14.0,42.0,11.0,5.0,,,,1.0,,,,,,1.0,,
613,Luciano,4,0.0,,False,0.0,Bragantino,0.0,luciano,Luciano,114888,https://s.sde.globo.com/media/person_role/2022/05/05/21a71a480463a1c9c0140cfd2b91c6d8_FORMATO.png,280,0,Luciano Silva Santos,27,2.0,6,,,,,,,,,,,,,,,,,,,,,
614,Peruchi,1,0.0,,False,0.0,Cuiabá,0.0,peruchi,Peruchi,114893,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_SsVd5Bj.png,1371,0,Vinicius Pasquini Peruchi,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
615,Miguelito,4,0.0,,False,1.25,Santos,0.0,miguelito,Miguelito,115025,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_CgKUL3N.png,277,2,Miguel Àngel Terceros,27,1.57,6,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,
616,Thauan Lara,2,0.0,,False,2.75,Internacional,0.0,thauan-lara,T. Lara,115061,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_QvNiNqZ.png,285,8,Thauan Lara dos Santos,27,2.63,6,,1.0,5.0,6.0,1.0,2.0,12.0,,,,,2.0,,,,,,,,,
617,Caio,5,0.0,,False,0.0,São Paulo,0.0,caio,Caio,115227,https://s.sde.globo.com/media/person_role/2022/04/06/c624743dce9149ef9c0122f7eabd3337_FORMATO.png,276,0,Caio Matheus da Silva,27,3.0,6,,,,,,,,,,,,,,,,,,,,,
618,Wesley,2,0.96,,True,5.12,Flamengo,8.0,wesley,Wesley,115239,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_FLI9Vom.png,262,26,Wesley Vinícius França Lima,27,10.18,7,1.0,3.0,50.0,41.0,3.0,4.0,41.0,1.0,8.0,,1.0,9.0,2.0,,,,,,1.0,,
619,Naves,3,0.0,,False,3.28,Palmeiras,0.0,naves,Naves,115246,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_PUzC8ZB.png,275,5,Kaiky Marques Naves,27,1.94,6,,,6.0,6.0,,,2.0,,,,,2.0,,,,,,,,,
620,Kaique,1,0.0,,False,0.0,Palmeiras,0.0,kaique,Kaique,115247,https://s.sde.globo.com/media/person_role/2022/04/06/42c5ad338bd56af0c7eeb86e91a85304_FORMATO.png,275,0,Kaique Pereira Azarias,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
621,Jhon Jhon,4,0.07,,True,1.81,Palmeiras,0.5,jhon-jhon,J. Jhon,115248,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_cdZiLf8.png,275,17,Jhonatan dos Santos Rosa,27,1.62,2,1.0,4.0,19.0,21.0,3.0,4.0,11.0,,1.0,,,,,,,,,,,,
622,Rômulo,3,0.0,,False,0.0,Atlético-MG,0.0,romulo,Rômulo,115268,https://s.sde.globo.com/media/person_role/2021/12/09/5cad18cd9645fbba0749287a12b4c476_FORMATO.png,282,0,Rômulo Helberte Pereira Junior,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
623,Emersonn,5,0.0,,False,0.0,Athlético-PR,0.0,emersonn,Emersonn,115273,https://s.sde.globo.com/media/person_role/2021/12/09/ef22051bd5702578dd49c2ea6d4bc4d8_FORMATO.png,293,0,Emersonn Correia da Silva,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
624,Marcos Victor,3,0.0,,False,0.0,Bahia,0.0,marcos-victor,M. Victor,115537,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_PrZupVH.png,265,0,Marcos Victor Ferreira da Silva,27,4.0,6,,,,,,,,,,,,,,,,,,,,,
625,Rodriguinho,4,-0.26,,True,2.89,América-MG,-0.4,rodriguinho,Rodriguinho,115563,https://s.sde.globo.com/media/person_role/2023/10/11/photo_FORMATO_TSPnsCz.png,327,10,Rodrigo Henrique Santos de Souza,27,2.57,6,1.0,1.0,9.0,11.0,1.0,2.0,8.0,1.0,3.0,,,,,,,,,,1.0,,
626,Mila,4,0.0,,False,0.61,Grêmio,0.0,mila,Mila,115671,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_GjZARIK.png,284,8,Lucas Eduardo Müller - Milla,27,1.0,5,,2.0,5.0,10.0,,3.0,3.0,,,,,,,,,,,,,,
627,Gabriel Delfim,1,0.0,,False,0.0,Atlético-MG,0.0,gabriel-delfim,G. Delfim,115674,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_R1TAAd6.png,282,0,Gabriel Delfim Ferreira,27,2.0,6,,,,,,,,,,,,,,,,,,,,,
628,Zé Vitor,3,0.0,,False,-1.8,Vasco,0.0,ze-vitor,Z. Vitor,115733,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_E9RklP7.png,267,2,José Vitor Geminiano Cavalieri,27,1.14,6,,2.0,,2.0,,,,,,,1.0,,,,,,,,,,
629,Pimentel,3,0.0,,False,0.0,Vasco,0.0,pimentel,Pimentel,115734,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_bs3vmzt.png,267,0,Eric Lima Pimentel,27,2.0,6,,,,,,,,,,,,,,,,,,,,,
630,Jonathan,2,0.0,,False,0.0,Bragantino,0.0,jonathan,Jonathan,115870,https://s.sde.globo.com/media/person_role/2023/03/29/photo_FORMATO_7Zk5L8m.png,280,0,Jonathan da Cruz Silva,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
631,Evertton Araújo,4,0.0,,False,0.0,Flamengo,0.0,evertton-araujo,E. Araújo,115914,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_TQMbzmd.png,262,0,Everton Gustavo Fernandes Araújo,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
632,Lelê,5,0.0,,False,2.84,Fluminense,0.0,lele,Lelê,115915,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_JNinp65.png,266,20,Leanderson da Silva Genésio,27,8.72,6,2.0,1.0,8.0,25.0,13.0,15.0,6.0,2.0,9.0,,,,,1.0,,,,,1.0,,
633,Endrick,5,-0.94,,True,2.96,Palmeiras,0.9,endrick,Endrick,115959,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_6tQjxwx.png,275,21,Endrick Felipe Moreira de Sousa,27,6.91,3,,3.0,5.0,28.0,7.0,9.0,18.0,5.0,1.0,1.0,,,1.0,,,,,,2.0,,
634,Denilson,4,1.06,,True,3.28,Cuiabá,8.1,denilson,Denilson,115986,https://s.sde.globo.com/media/person_role/2022/10/15/photo_FORMATO_sqKxYTo.png,1371,20,Denilson Alves Borges,27,5.52,7,2.0,6.0,29.0,26.0,7.0,8.0,24.0,1.0,,,,,,,,,,,,,
635,Mateus Henrique,4,-0.01,,True,3.44,América-MG,1.9,mateus-henrique,M. Henrique,115997,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_qdMBMKN.png,327,5,Mateus Henrique Alves Silva,27,1.62,7,1.0,1.0,9.0,8.0,,1.0,8.0,,,,,,,,,,,,,,
636,Adyson,5,0.0,,False,1.8,América-MG,0.0,adyson,Adyson,115998,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_KOZ7smb.png,327,3,Adyson do Nascimento Soares,27,2.21,6,,,4.0,2.0,1.0,,,,,,,,,,,,,,,,
637,Wallison,2,0.0,,False,0.0,Botafogo,0.0,wallison,Wallison,116000,,263,0,Wallison Nunes Silva,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
638,Matheus Gonçalves,4,0.06,,True,1.27,Bragantino,1.5,matheus-goncalves,M. Gonçalves,116012,https://s.sde.globo.com/media/person_role/2023/07/26/photo_FORMATO_qMCtXjD.png,280,8,Matheus Gonçalves Martins,27,2.55,6,1.0,2.0,,3.0,,4.0,8.0,,1.0,,,,1.0,,,,,,,,
639,Igor Jesus,4,0.0,,False,1.08,Flamengo,0.0,igor-jesus,I. Jesus,116013,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_fA4Y3X6.png,262,4,Igor Jesus Lima,27,1.77,6,,1.0,2.0,5.0,,3.0,4.0,,,,,,,,,,,,,,
640,Petterson,5,0.0,,False,0.0,Flamengo,0.0,petterson,Petterson,116025,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_lUPHYVN.png,262,0,Petterson Novaes Reis,27,2.0,6,,,,,,,,,,,,,,,,,,,,,
641,Victor Hugo,4,0.0,,False,2.46,Flamengo,0.0,victor-hugo,V. Hugo,116034,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_nUR0WYM.png,262,25,Victor Hugo Gomes Silva,27,6.1,6,2.0,1.0,25.0,8.0,2.0,5.0,21.0,1.0,1.0,,,,,,,,,,,,
642,Vitor Graziani,4,0.0,,False,0.0,Atlético-MG,0.0,vitor-graziani,V. Graziani,116046,https://s.sde.globo.com/media/person_role/2023/04/01/photo_FORMATO_bXh4eA4.png,282,0,Vitor Hugo Santos Graziani,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
643,Raí,4,0.0,,False,0.0,Botafogo,0.0,rai,Raí,116048,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_n8x32pL.png,263,1,Raí da Silva Pessanha,27,2.11,6,,,,,,,,,,,,,,,,,,,,,
644,Cuiabano,2,0.0,,False,3.42,Grêmio,0.0,cuiabano,Cuiabano,116065,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ER9oADt.png,284,9,Luís Eduardo Soares da Silva,27,5.36,6,,3.0,13.0,17.0,3.0,3.0,9.0,1.0,2.0,,,1.0,,,,,,,,,
645,João Moreira,2,0.0,,False,4.8,São Paulo,0.0,joao-moreira,J. Moreira,116137,https://s.sde.globo.com/media/person_role/2022/03/01/b2773da8a486428f92cda01d2ab65d9e_FORMATO.png,276,1,João Moreira Sanmartin Souza,27,3.02,5,,,2.0,1.0,1.0,,3.0,,,,,,,,,,,,,,
646,Gabriel Silva,4,0.0,,False,0.0,Coritiba,0.0,gabriel-silva,G. Silva,116282,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_kENShcR.png,294,0,Gabriel Silva Azevedo Figueiredo,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
647,Hércules,4,0.0,,False,3.09,Fortaleza,0.0,hercules,Hércules,116447,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_U5EjTT7.png,356,13,Hércules Pereira do Nascimento,27,6.61,5,,1.0,20.0,15.0,4.0,7.0,7.0,1.0,2.0,,,,,,,,,,,,
648,André,2,0.0,,False,0.43,Bahia,0.0,andre,André,116450,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_kQwNdzi.png,265,3,André Dhominique Queiroz Santiago Da Silva,27,2.08,5,,1.0,2.0,2.0,,,1.0,,,,,,,,,,,,,,
649,Jamerson,2,-0.69,,True,3.02,Coritiba,0.5,jamerson,Jamerson,116461,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_vdcH1tF.png,294,24,Jamerson Santos de Jesus,27,6.4,6,1.0,4.0,36.0,21.0,4.0,7.0,9.0,,3.0,,,4.0,,,,,,,,,
650,Ezequiel,1,0.0,,False,0.0,Goiás,0.0,ezequiel,Ezequiel,116562,https://s.sde.globo.com/media/person_role/2023/03/14/photo_220x220_DI919Pv.png,290,0,Ezequiel Alves de Oliveira Vieira,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
651,Jhonny,2,0.0,,False,0.0,Bragantino,0.0,jhonny,Jhonny,116825,https://s.sde.globo.com/media/person_role/2022/02/24/07c2ee6d264dd5863593c52fdaba42b5_FORMATO.png,280,0,Jhonny Cardinoti Pedro,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
652,Reginaldo,5,0.0,,False,0.0,Goiás,0.0,reginaldo,Reginaldo,116835,https://s.sde.globo.com/media/person_role/2022/04/15/c6b1985503cc71ba6d6154b448940158_FORMATO.png,290,0,Reginaldo dos Santos Moreira,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
653,Pedrinho,4,0.0,,False,0.0,Flamengo,0.0,pedrinho,Pedrinho,117112,https://s.sde.globo.com/media/person_role/2022/09/27/photo_FORMATO_1oFhhWx.png,262,1,Pedro Henrique Fonseca de Araújo Martins,27,0.74,6,,,,,,,,,,,,,,,,,,,,,
654,Thiago Borbas,5,-0.02,,True,3.56,Bragantino,0.0,thiago-borbas,T. Borbas,117314,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_y6Ph2tU.png,280,22,Thiago Nicolás Borbas Silva,27,6.29,6,1.0,7.0,9.0,34.0,13.0,13.0,11.0,6.0,2.0,,,,,,,,,,,,
655,Cipriano,3,0.0,,False,6.4,Bragantino,0.0,cipriano,Cipriano,117336,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO_jkA9tzz.png,280,1,João Luiz da Silva Cipriano,27,3.12,5,,1.0,3.0,4.0,,,,,,,,1.0,,,,,,,,,
656,Renato Marques,5,0.0,,False,1.82,América-MG,0.0,renato-marques,R. Marques,117403,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_mDKWEgg.png,327,7,Renato Marques de Oliveira Júnior,27,2.12,6,1.0,2.0,2.0,6.0,,1.0,1.0,1.0,2.0,,,,,,,,,,,,
657,Léo Maná,2,0.0,,False,0.67,Corinthians,0.0,leo-mana,L. Maná,117459,https://s.sde.globo.com/media/person_role/2022/07/02/5c3199a34de47846ae66a0560d4e7417_FORMATO.png,264,3,Leonardo Mana Hernandes,27,1.45,6,,1.0,3.0,2.0,,,,,,,,,,,,,,,,,
658,Galoppo,4,0.0,,False,0.0,São Paulo,0.0,galoppo,Galoppo,117579,https://s.sde.globo.com/media/person_role/2022/07/26/2ca20d35cbccce7d03bb8c585af8fddc_FORMATO.png,276,0,Giuliano Galoppo,27,5.0,5,,,,,,,,,,,,,,,,,,,,,
659,Pedro Caixinha,6,0.48,,True,5.95,Bragantino,5.88,pedro-caixinha,P. Caixinha,117711,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_LvzP4JH.png,280,26,Pedro Miguel Faria Caixinha,27,11.94,7,,,,,,,,,,,,,,,,,,,,12.0,
660,Young,1,0.0,,False,0.0,São Paulo,0.0,young,Young,117818,https://s.sde.globo.com/media/person_role/2023/06/07/photo_FORMATO.png,276,0,Young Navarro Moraes,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
661,Giovane,5,0.0,,False,1.4,Corinthians,0.0,giovane,Giovane,117849,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_TquvINB.png,264,2,Giovane Santana do Nascimento,27,2.14,5,,,1.0,,,2.0,,,,,,,,,,,,,,,
662,Estevão,4,0.0,,False,0.2,Internacional,0.0,estevao,Estevão,117870,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_HFq77iJ.png,285,1,Estevão Barreto de Oliveira,27,2.11,6,,,,1.0,,,1.0,,,,,,,,,,,,,,
663,Wesley,5,0.0,,False,2.41,Corinthians,0.0,wesley,Wesley,117909,https://s.sde.globo.com/media/person_role/2022/04/19/e9c12ff02569765cb5c876412fae8bb8_FORMATO.png,264,15,Wesley Gassova Ribeiro Teixeira,27,3.58,7,,1.0,11.0,7.0,3.0,5.0,19.0,1.0,1.0,,,,1.0,,,,,,,,
664,Adamo,5,0.0,,False,0.0,Botafogo,0.0,adamo,Adamo,117934,https://s.sde.globo.com/media/person_role/2023/08/04/photo_220x220_m5MUr53.png,263,0,Valentín Nicolás Adamo Reyes,27,3.0,6,,,,,,,,,,,,,,,,,,,,,
665,Nathan Camargo,4,0.0,,False,0.5,Bragantino,0.0,nathan-camargo,N. Camargo,118175,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_JrPbIiU.png,280,1,Nathan Camargo dos Santos,27,1.53,5,,,,,,,1.0,,,,,,,,,,,,,,
666,Ronald,4,0.0,,False,1.98,Grêmio,0.0,ronald,Ronald,118238,https://s.sde.globo.com/media/person_role/2023/07/04/photo_FORMATO_juUTHsW.png,284,6,Ronald Cardoso Falkoski,27,1.21,6,,1.0,2.0,2.0,,2.0,3.0,1.0,,,,,,,,,,,,,
667,Pedrinho,5,0.0,,False,-0.3,Goiás,0.0,pedrinho,Pedrinho,118304,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_vpwMN7R.png,290,1,Pedro Junqueira de Oliveira,27,1.31,6,,,,1.0,,,,,,,,,,,,,,,,,
668,Denzel,5,0.0,,False,0.0,Goiás,0.0,denzel,Denzel,118367,https://s.sde.globo.com/media/person_role/2023/09/20/photo_FORMATO_h89EHCY.png,290,1,Denzel Nogueira Damasceno,27,0.74,6,,,,,,,,,,,,,,,,,,,,,
669,Zé Welinton,2,0.0,,False,0.0,Flamengo,0.0,ze-welinton,Z. Welinton,118501,https://s.sde.globo.com/media/person_role/2022/06/29/eb9c2188bfd2d30e670faa55785ea3f2_FORMATO.png,262,0,José Welinton Campos Menezes,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
670,Rodriguinho,4,0.0,,False,0.56,São Paulo,0.0,rodriguinho,Rodriguinho,118563,https://s.sde.globo.com/media/person_role/2022/07/03/2c39fe8401bb55ea80a9a5bf0fde08ef_FORMATO.png,276,11,Rodrigo Huendra Almeida Mendonça,27,0.93,3,,3.0,7.0,12.0,,1.0,1.0,,,,,,,,,,,,1.0,,
671,Weslley Patati,5,0.32,,True,2.25,Santos,2.5,weslley-patati,W. Patati,118676,https://s.sde.globo.com/media/person_role/2022/07/10/a604fa10e6f654cdd7a69453df88ea07_FORMATO.jpeg,277,6,Weslley Pinto Batista,27,2.21,6,,,7.0,1.0,2.0,2.0,3.0,,1.0,,,,,,,,,,,,
672,Kevyson,2,-0.44,,True,1.24,Santos,0.5,kevyson,Kevyson,118701,https://s.sde.globo.com/media/person_role/2023/09/29/photo_FORMATO_RW7aWbF.png,277,8,Kevyson Costa e Silva,27,1.03,7,,1.0,8.0,5.0,1.0,2.0,2.0,,,,1.0,,,,,,,,,,
673,Calebe,4,0.0,,False,0.0,Cuiabá,0.0,calebe,Calebe,118709,https://s.sde.globo.com/media/person_role/2023/06/04/photo_FORMATO_ILdcwWv.png,1371,0,Calebe Oliveira Costa,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
674,Ed Carlos,4,0.0,,False,0.5,Santos,0.0,ed-carlos,E. Carlos,118747,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7WKkp5D.png,277,4,Ed Carlos de Arruda Amorim,27,2.0,6,,,1.0,,,1.0,,,,,,,,,,,,,,,
675,Mateus Carvalho,4,-0.24,,True,0.97,Vasco,-1.3,mateus-carvalho,M. Carvalho,118752,https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_AtC7CQ7.png,267,8,Mateus Carvalho dos Santos,27,1.93,3,,3.0,8.0,13.0,1.0,1.0,6.0,,,,,,,,,,,,,,
676,Jair Paula,3,0.0,,False,0.0,Santos,0.0,jair-paula,J. Paula,118758,https://s.sde.globo.com/media/person_role/2022/07/27/c0ca21ce2942942d0bf68a74cc8d121e_FORMATO.png,277,0,Jair Paula da Cunha Filho,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
677,Patrick Verhon,4,0.0,,False,0.0,Bahia,0.0,patrick-verhon,P. Verhon,118770,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_8G6mq44.png,265,1,Patrick Verhon Pertel Pereira,27,1.44,6,,,,,,,,,,,,,,,,,,,,,
