,atletas.apelido_abreviado,atletas.status_id,atletas.posicao_id,atletas.rodada_id,atletas.minimo_para_valorizar,atletas.nome,atletas.pontos_num,atletas.clube.id.full.name,atletas.media_num,atletas.slug,atletas.jogos_num,atletas.foto,atletas.apelido,atletas.preco_num,atletas.entrou_em_campo,atletas.atleta_id,atletas.variacao_num,atletas.clube_id,CV,FC,FD,FF,FS,G,I,PP,CA,DS,PC,SG,A,DE,GS,FT,GC,V,PS,DP,PI
71,Medel,7,4,22,,Gary Alexis Medel Soto,-0.1,Vasco,1.23,medel,7,https://s.sde.globo.com/media/person_role/2023/07/11/photo_FORMATO_ciMordA.png,Medel,4.35,True,69355,-0.23,267,,7.0,,,1.0,,,,3.0,11.0,,,,,,,,,,,
72,Vidal,7,4,22,,Arturo Erasmo Vidal Pardo,0.0,Athlético-PR,2.21,vidal,12,https://s.sde.globo.com/media/person_role/2023/07/14/photo_FORMATO_Bc6F9kP.png,Vidal,5.23,True,69375,-0.32,293,,13.0,2.0,6.0,12.0,,,,5.0,16.0,,,,,,1.0,,,,,
73,J. Galvão,7,5,22,,João Pedro Geraldino dos Santos Galvão,1.8,Grêmio,1.03,joao-pedro-galvao,4,https://s.sde.globo.com/media/person_role/2023/08/02/photo_FORMATO_Vrax1Kc.png,João Pedro Galvão,5.1,True,69686,0.33,284,,10.0,,2.0,4.0,,1.0,,,3.0,,,,,,,,,,,
74,Nikão,6,4,22,,Maycon Vinícius Ferreira da Cruz,-0.1,Cruzeiro,0.61,nikao,9,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_k90QI3t.png,Nikão,2.93,True,69705,-0.22,283,,4.0,,,4.0,,3.0,,1.0,5.0,,,,,,,,,,,
75,L. Moura,6,5,22,,Lucas Rodrigues Moura da Silva,0.0,São Paulo,6.13,lucas-moura,4,https://s.sde.globo.com/media/person_role/2023/08/02/photo_FORMATO_qMfh0Wo.png,Lucas Moura,13.03,False,70164,0.0,276,,1.0,1.0,3.0,8.0,1.0,,,,6.0,1.0,,,,,1.0,,,,,
76,Rafael,5,2,22,,Rafael Pereira da Silva,0.0,Botafogo,5.16,rafael,9,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_yi6UvNz.png,Rafael,6.7,False,70171,0.0,263,1.0,12.0,1.0,,5.0,,,,2.0,22.0,,5.0,,,,,,,,,
77,Fábio,3,2,22,,Fábio Pereira da Silva,0.0,Grêmio,2.49,fabio,7,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ZWCqzu8.png,Fábio,3.79,False,70172,0.0,284,,5.0,,1.0,3.0,,,,3.0,8.0,,,2.0,,,,,,,,
78,B. Uvini,6,3,22,,Bruno Uvini,0.0,Grêmio,1.86,bruno-uvini,13,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Lz9yPNA.png,Bruno Uvini,2.97,False,70221,0.0,284,,9.0,3.0,4.0,6.0,1.0,,,4.0,5.0,1.0,1.0,,,,1.0,,,,,
79,D. Costa,6,5,22,,Diego da Silva Costa,2.5,Botafogo,6.4,diego-costa,3,https://s.sde.globo.com/media/person_role/2023/08/12/photo_FORMATO_RCzvL0a.png,Diego Costa,9.81,True,70316,-1.69,263,,4.0,,1.0,2.0,2.0,,,1.0,3.0,,,,,,,,,,,
80,E. Sasha,6,5,22,,Eduardo Colcenti Antunes,0.0,Bragantino,5.21,eduardo-sasha,18,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_c4X4NEA.png,Eduardo Sasha,11.09,False,70360,0.0,280,,14.0,5.0,10.0,26.0,6.0,6.0,,2.0,8.0,,,2.0,,,2.0,,,,,
81,Gabriel,5,1,22,,Gabriel Vasconcelos Ferreira - Vasconcellos,0.0,Coritiba,2.44,gabriel,19,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_ovYbvXA.png,Gabriel,4.47,False,70449,0.0,294,,,,,1.0,,,,3.0,,,3.0,1.0,68.0,39.0,,,,,,
82,Marllon,3,3,22,,Marllon Gonçalves Jerônimo Borges,0.0,Cuiabá,2.96,marllon,19,https://s.sde.globo.com/media/person_role/2022/02/23/8d45db89a011dd77410922983889ff15_FORMATO.png,Marllon,6.58,False,70666,0.0,1371,,14.0,,5.0,10.0,1.0,1.0,,6.0,17.0,1.0,5.0,1.0,,,,,,,,
83,E. Valencia,7,5,22,,Enner Remberto Valencia Lastra,2.4,Internacional,2.88,enner-valencia,8,https://s.sde.globo.com/media/person_role/2023/06/12/photo_FORMATO_M7ylRRT.png,Enner Valencia,8.82,True,70788,0.44,285,,7.0,4.0,5.0,15.0,,8.0,,2.0,3.0,,,1.0,,,1.0,,,,,
84,J. Sampaoli,7,6,22,,Jorge Sampaoli,4.77,Flamengo,5.52,jorge-sampaoli,21,https://s.sde.globo.com/media/person_role/2023/04/17/photo_FORMATO_Fp5qEri.png,Jorge Sampaoli,12.11,True,70800,0.09,262,,,,,,,,,,,,,,,,,,10.0,,,
85,D. Barbosa,7,2,22,,Diogo Barbosa Mendanha,12.2,Fluminense,3.45,diogo-barbosa,11,https://s.sde.globo.com/media/person_role/2023/06/23/photo_FORMATO.png,Diogo Barbosa,8.49,True,70916,1.98,266,,5.0,,1.0,14.0,1.0,1.0,,2.0,9.0,,3.0,,,,,,,,,
86,B. Henrique,6,4,22,,Bruno Henrique Corsini,0.6,Internacional,3.33,bruno-henrique,6,https://s.sde.globo.com/media/person_role/2023/07/19/photo_FORMATO_oLjIZUt.png,Bruno Henrique,7.43,True,70944,-0.85,285,,12.0,3.0,1.0,6.0,1.0,,,2.0,6.0,,,,,,1.0,,,,,
87,Payet,6,4,22,,Florent Dimitri Payet,2.2,Vasco,2.2,payet,1,https://s.sde.globo.com/media/person_role/2023/08/16/photo_FORMATO_p9gc9dj.png,Payet,10.25,True,70984,-2.75,267,,,,,2.0,,,,,1.0,,,,,,,,,,,
88,L. Cittadini,7,4,22,,Leonardo Cittadini,3.0,Bahia,1.14,leo-cittadini,9,https://s.sde.globo.com/media/person_role/2023/07/28/photo_FORMATO_SboFC8B.png,Léo Cittadini,2.17,True,70986,-0.02,265,,11.0,2.0,1.0,6.0,,,,1.0,7.0,,,,,,,,,,,
89,Maicon,7,3,22,,Maicon Pereira Roque,1.2,Vasco,2.94,maicon,5,https://s.sde.globo.com/media/person_role/2023/06/28/photo_FORMATO.png,Maicon,5.2,True,71227,0.24,267,,2.0,1.0,,1.0,,,,,3.0,,2.0,,,,,,,,,
90,F. Miguel,6,1,22,,Fernando Miguel Kaufmann,0.0,Fortaleza,5.25,fernando-miguel,4,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_qLr4Pp0.png,Fernando Miguel,10.86,False,71571,0.0,356,,,,,,,,,,,,1.0,,20.0,4.0,,,,,,
91,Weverton,7,1,22,,Weverton Pereira da Silva,7.5,Palmeiras,4.05,weverton,20,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_PN9nfV7.png,Weverton,10.16,True,71631,0.31,275,,,,,4.0,,,,2.0,,,7.0,,62.0,16.0,,,,,,
92,G. Gómez,7,3,22,,Gustavo Raúl Gómez Portillo,4.7,Palmeiras,3.71,gustavo-gomez,20,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_WsvPa3o.png,Gustavo Gómez,9.42,True,71684,0.06,275,,24.0,3.0,5.0,16.0,1.0,3.0,,7.0,25.0,,6.0,1.0,,,,,,,,
93,T. Galhardo,6,5,22,,Thiago Galhardo do Nascimento Rocha,2.0,Fortaleza,3.33,thiago-galhardo,18,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_LaKDS7J.png,Thiago Galhardo,6.88,True,71844,0.22,356,,9.0,8.0,17.0,14.0,3.0,8.0,,4.0,11.0,,,,,,,,,,,
94,G. Pires,7,4,22,,Gabriel Appelt Pires,0.5,Botafogo,4.96,gabriel-pires,5,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_wzlbP45.png,Gabriel Pires,5.0,True,71898,-1.41,263,1.0,8.0,1.0,3.0,2.0,,,,1.0,18.0,,,1.0,,,,,,,,
95,Iturbe,6,5,22,,Juan Manuel Iturbe Arévalos,3.3,Grêmio,2.5,iturbe,2,https://s.sde.globo.com/media/person_role/2023/07/10/photo_FORMATO_jd2MPl6.png,Iturbe,4.63,True,72134,-0.18,284,,1.0,,,1.0,,,,,4.0,,,,,,,,,,,
96,D. Avelar,7,3,22,,Danilo Fernando Avelar,8.2,América-MG,5.06,danilo-avelar,14,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_TwK8xQJ.png,Danilo Avelar,6.92,True,72142,0.89,327,,25.0,7.0,8.0,8.0,3.0,1.0,,2.0,18.0,1.0,2.0,1.0,,1.0,1.0,,,,,
97,Everson,7,1,22,,Everson Felipe Marques Pires,3.0,Atlético-MG,3.36,everson,21,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_XhJDp6n.png,Everson,6.36,True,72294,-0.19,282,,,,,5.0,,,,4.0,,,7.0,,56.0,19.0,,,,,,
98,F. Alves,6,1,22,,Felipe Alves Raymundo,0.0,São Paulo,0.0,felipe-alves,0,https://s.sde.globo.com/media/person_role/2022/08/16/19b70a0ace7230f7a5033ad9270abf7e_FORMATO.png,Felipe Alves,6.0,False,72372,0.0,276,,,,,,,,,,,,,,,,,,,,,
99,F. Diniz,7,6,22,,Fernando Diniz Silva,6.34,Fluminense,5.35,fernando-diniz,22,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_dcBENR5.png,Fernando Diniz,14.63,True,72391,0.49,266,,,,,,,,,,,,,,,,,,11.0,,,
100,G. Campanharo,5,4,22,,Gustavo Campanharo,0.0,Internacional,2.65,gustavo-campanharo,11,https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_Fbab3V0.png,Gustavo Campanharo,5.56,False,72497,0.0,285,,19.0,3.0,,8.0,,,,5.0,27.0,,,,,,,,,,,
101,Maguinho,7,2,22,,Magno José da Silva,2.1,Goiás,3.64,maguinho,20,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_r03QzyK.png,Maguinho,4.75,True,72532,-0.41,290,2.0,48.0,,11.0,20.0,2.0,,,5.0,27.0,,6.0,,,,,,,1.0,,
102,M. Cavichioli,7,1,22,,Matheus Fernando Cavichioli,7.0,América-MG,2.2,matheus-cavichioli,11,https://s.sde.globo.com/media/person_role/2021/06/04/4b9a4cd7759d0ef36a25a02c4b9cf8a8_FORMATO.png,Matheus Cavichioli,6.49,True,72580,-0.05,327,1.0,1.0,,,1.0,,,,,,,1.0,,35.0,24.0,,1.0,,,2.0,
103,P. Henrique,6,5,22,,Pedro Henrique Konzen Medina da Silva,-0.1,Internacional,2.6,pedro-henrique,17,https://s.sde.globo.com/media/person_role/2022/04/12/5422d339b6546dc0505e80e10b027269_FORMATO.png,Pedro Henrique,5.97,True,72583,-0.08,285,,31.0,5.0,14.0,14.0,1.0,16.0,,1.0,15.0,,,1.0,,,,,,1.0,,
104,M. Kozlinski,6,1,22,,Maurício Kozlinski,0.0,Fortaleza,6.0,mauricio-kozlinski,1,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_mZtm5zI.png,Maurício Kozlinski,4.92,False,72595,0.0,356,,,,,,,,,,,,1.0,,1.0,,,,,,,
105,V. Hugo,7,3,22,,Vitor Hugo Franchescoli de Souza,1.1,Bahia,3.68,vitor-hugo,16,https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_HuEb513.png,Vitor Hugo,6.18,True,72605,-0.15,265,,14.0,1.0,5.0,10.0,1.0,,,3.0,24.0,1.0,4.0,,,,,,,,,
106,Ceppelini,7,4,22,,Pablo Daniel Ceppelini Gatto,1.5,Cuiabá,2.25,ceppelini,18,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_l5sEyLV.png,Ceppelini,4.17,True,72762,0.18,1371,,13.0,7.0,7.0,15.0,,1.0,,3.0,9.0,,,3.0,,,,,,,,
107,L. Adriano,6,5,22,,Luiz Adriano de Souza da Silva,-3.0,Internacional,2.59,luiz-adriano,20,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_SJwFoxe.png,Luiz Adriano,5.33,True,72772,-0.7,285,1.0,8.0,5.0,7.0,16.0,2.0,3.0,,,9.0,,,1.0,,,2.0,,,,,
108,Fernandinho,7,4,22,,Fernando Luiz Rosa,-1.8,Athlético-PR,2.66,fernandinho,11,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_X6EpiKc.png,Fernandinho,5.01,True,72775,-0.88,293,1.0,19.0,1.0,5.0,13.0,1.0,1.0,,5.0,12.0,1.0,,2.0,,,,,,,,
109,Mercado,7,3,22,,Gabriel Iván Mercado,6.2,Internacional,3.64,mercado,13,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_rOFNbA7.png,Mercado,6.21,True,72951,0.87,285,1.0,21.0,2.0,1.0,6.0,,,,6.0,22.0,,6.0,,,,,,,,,
110,D. Borges,6,2,22,,Daniel Fortunato Borges,0.0,América-MG,1.53,daniel-borges,7,https://s.sde.globo.com/media/person_role/2023/07/06/photo_FORMATO_9c2ocup.png,Daniel Borges,4.57,False,73318,0.0,327,1.0,10.0,1.0,,3.0,,,,1.0,10.0,,,,,,1.0,,,,,
111,S. Xavier,7,2,22,,Samuel Xavier Brito,4.4,Fluminense,4.56,samuel-xavier,17,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_GJkHCf2.png,Samuel Xavier,10.71,True,73384,0.26,266,,14.0,2.0,8.0,19.0,1.0,4.0,,6.0,18.0,,6.0,2.0,,,,,,,,
112,J. Dias,6,5,22,,Jean Dias da Costa,0.0,Internacional,2.23,jean-dias,10,https://s.sde.globo.com/media/person_role/2023/04/10/photo_FORMATO_UU1DWbN.png,Jean Dias,3.14,False,73479,0.0,285,,5.0,1.0,3.0,12.0,1.0,1.0,,1.0,2.0,,,1.0,,,,,,,,1.0
113,B. Alves,6,3,22,,Bruno Fabiano Alves,0.0,Grêmio,1.86,bruno-alves,18,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_QXt8Pw7.png,Bruno Alves,5.65,False,73620,0.0,284,,14.0,1.0,3.0,11.0,,2.0,,2.0,13.0,,3.0,,,,,,,,,
114,D. Aguirre,7,6,22,,Diego Vicente Aguirre Camblor,2.15,Santos,3.35,diego-aguirre,4,https://s.sde.globo.com/media/person_role/2021/06/22/8dda652710652f38baa7da9b6edf0c9e_220x220.png,Diego Aguirre,8.62,True,73766,-0.11,277,,,,,,,,,,,,,,,,,,1.0,,,
115,G. Marques,7,5,22,,Guilherme Costa Marques,-1.6,Goiás,4.13,guilherme-marques,16,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_8U4l1F1.png,Guilherme Marques,4.27,True,73781,-2.35,290,1.0,24.0,5.0,9.0,11.0,3.0,2.0,,3.0,18.0,,,3.0,,,,,,,,
116,R. Caio,6,3,22,,Rodrigo Caio Coquette Russo,0.0,Flamengo,0.0,rodrigo-caio,1,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_8nCiWcT.png,Rodrigo Caio,3.97,False,73800,0.0,262,,,,,,,,,,,,,,,,,,,,,
117,Aloísio,5,5,22,,Aloísio dos Santos Gonçalves,0.0,América-MG,4.57,aloisio,12,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_0mypCN5.png,Aloísio,7.85,False,73850,0.0,327,,18.0,7.0,10.0,8.0,3.0,6.0,,3.0,2.0,,,1.0,,,4.0,,,,,
118,B. Peres,6,2,22,,Bruno da Silva Peres,0.0,Athlético-PR,0.0,bruno-peres,0,https://s.sde.globo.com/media/person_role/2023/08/25/photo_220x220.png,Bruno Peres,6.0,False,73962,0.0,293,,,,,,,,,,,,,,,,,,,,,
119,Alison,5,4,22,,Alison Lopes Ferreira,0.0,Santos,1.24,alison,5,https://s.sde.globo.com/media/person_role/2021/05/04/83ae4938b05e0e1d67ad49af17785e89_FORMATO.png,Alison,3.03,False,73974,0.0,277,,1.0,,,1.0,,,,,5.0,,,,,,,,,,,
120,G. Fernández,6,1,22,,Roberto Junior Fernández Torres,0.0,Botafogo,0.0,gatito-fernandez,0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_zKZCWAI.png,Gatito Fernández,8.0,False,74061,0.0,263,,,,,,,,,,,,,,,,,,,,,
121,Rincón,7,4,22,,Tomás Eduardo Rincón Hernández,1.2,Santos,1.6,rincon,3,https://s.sde.globo.com/media/person_role/2023/08/16/photo_FORMATO_Obk9GWx.png,Rincón,5.45,True,74187,-0.22,277,,9.0,,,5.0,,,,1.0,5.0,,,,,,,,,,,
122,Madson,7,2,22,,Madson Ferreira dos Santos,2.4,Athlético-PR,2.75,madson,17,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_UA5MZDv.png,Madson,6.19,True,78077,0.31,293,,16.0,2.0,2.0,14.0,1.0,3.0,,3.0,5.0,,4.0,2.0,,,,,,,,
123,Everaldo,7,5,22,,Everaldo Stum,7.1,Bahia,2.58,everaldo,19,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_8pHdjST.png,Everaldo,8.73,True,78117,0.95,265,,15.0,7.0,7.0,14.0,3.0,7.0,,4.0,7.0,,,1.0,,,,,,,,
124,Renê,7,2,22,,Renê Rodrigues Martins,6.6,Internacional,4.93,rene,19,https://s.sde.globo.com/media/person_role/2022/04/12/89131124e240b53f50f1fe351ceb880d_FORMATO.png,Renê,10.44,True,78445,0.1,285,,15.0,1.0,3.0,27.0,,1.0,,2.0,36.0,,8.0,,,,,,,,,
125,J. Cafu,6,5,22,,Jonathan Renato Barbosa,0.5,Cuiabá,2.66,jonathan-cafu,19,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_7bHRcHm.png,Jonathan Cafu,6.33,True,78580,-0.03,1371,,23.0,3.0,6.0,28.0,,4.0,,3.0,22.0,,,2.0,,,,,,2.0,,
126,Gabriel,7,4,22,,Gabriel Girotto Franco,1.9,Internacional,0.82,gabriel,6,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_GUlE7bV.png,Gabriel,4.41,True,78605,0.24,285,,8.0,,1.0,3.0,,,,1.0,5.0,,,,,,,,,,,
127,Ramiro,5,4,22,,Ramiro Moschen Benetti,0.0,Cruzeiro,3.8,ramiro,6,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Yl1MU4D.png,Ramiro,5.62,False,78715,0.0,283,,8.0,1.0,4.0,,1.0,,,3.0,9.0,,,1.0,,,,,,,,
128,Reinaldo,7,2,22,,Reinaldo Manoel da Silva,8.4,Grêmio,3.85,reinaldo,14,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_YOXKUlg.png,Reinaldo,8.33,True,78850,1.75,284,1.0,23.0,5.0,5.0,12.0,1.0,2.0,,7.0,10.0,,3.0,4.0,,,,,,,,
129,T. Santos,6,4,22,,Thiago dos Santos,0.0,Fluminense,0.54,thiago-santos,9,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_xMjWx6h.png,Thiago Santos,1.67,False,78855,0.0,266,,8.0,1.0,,4.0,,,,2.0,5.0,,,,,,,,,,,
130,V. Cuesta,7,3,22,,Víctor Leandro Cuesta,0.9,Botafogo,5.69,victor-cuesta,20,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_iLUMfpx.png,Víctor Cuesta,10.29,True,79113,-0.63,263,,15.0,2.0,6.0,12.0,1.0,1.0,,7.0,26.0,,13.0,1.0,,,1.0,,,,,
131,S. Romero,6,5,22,,Silvio Ezequiel Romero,0.0,Fortaleza,1.91,silvio-romero,14,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_So2bREb.png,Silvio Romero,4.34,False,79188,0.0,356,,7.0,2.0,2.0,4.0,2.0,4.0,,2.0,1.0,,,1.0,,,1.0,,,,,
132,F. Augusto,7,4,22,,Filipe Augusto Carvalho Souza,0.9,Cuiabá,0.67,filipe-augusto,14,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_S95pz8G.png,Filipe Augusto,1.69,True,79268,0.31,1371,1.0,15.0,,,9.0,,,,2.0,12.0,,,,,,,,,,,
133,R. Silva,7,3,22,,Ricardo César Dantas da Silva,8.1,América-MG,1.86,ricardo-silva,7,https://s.sde.globo.com/media/person_role/2021/06/04/a95541b4ee84849f6e060a780b86704d_FORMATO.png,Ricardo Silva,3.05,True,79334,1.45,327,,8.0,,,6.0,,,,1.0,7.0,,1.0,,,,,,,,,
134,Cano,7,5,22,,Germán Ezequiel Cano,2.1,Fluminense,4.92,cano,20,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_CKcA05y.png,Cano,14.15,True,79631,-1.17,266,,20.0,16.0,16.0,8.0,7.0,10.0,1.0,4.0,13.0,,,,,,2.0,,,,,
135,L. Silva,7,4,22,,Lucas Silva Borges,4.3,Cruzeiro,2.89,lucas-silva,10,https://s.sde.globo.com/media/person_role/2023/07/10/photo_FORMATO_YrS5yhK.png,Lucas Silva,5.03,True,79701,0.52,283,,12.0,1.0,3.0,14.0,,1.0,,1.0,15.0,,,1.0,,,,,,,,
136,Y. Pikachu,7,4,22,,Glaybson Yago Souza Lisboa,2.0,Fortaleza,2.47,yago-pikachu,22,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_jUc4EZ2.png,Yago Pikachu,7.7,True,80196,0.19,356,,6.0,8.0,7.0,17.0,3.0,3.0,1.0,2.0,8.0,,,1.0,,,,,,,,
137,Luciano,6,5,22,,Luciano da Rocha Neves,0.0,São Paulo,4.62,luciano,18,https://s.sde.globo.com/media/person_role/2022/03/01/aeb1926a6ddb270206f4ceffcf701d4b_FORMATO.png,Luciano,11.37,False,80287,0.0,276,,14.0,10.0,14.0,28.0,4.0,5.0,1.0,4.0,9.0,,,2.0,,,2.0,,,,,
138,Gilberto,7,2,22,,Gilberto Moraes Júnior,-2.3,Bahia,5.23,gilberto,7,https://s.sde.globo.com/media/person_role/2023/07/18/photo_FORMATO_2XeJymB.png,Gilberto,8.17,True,80313,-1.42,265,,4.0,2.0,3.0,8.0,,,,2.0,10.0,1.0,3.0,1.0,,,,,,,,
139,Marlon,3,3,22,,Marlon Santos da Silva Barbosa,0.0,Fluminense,1.34,marlon,5,https://s.sde.globo.com/media/person_role/2023/07/12/photo_220x220.png,Marlon,5.27,False,80538,0.0,266,,6.0,1.0,,1.0,,,,3.0,4.0,,1.0,,,,,,,,,
140,L. Lima,7,4,22,,Lucas Rafael Araújo Lima,1.7,Santos,3.49,lucas-lima,21,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_l0JerUa.png,Lucas Lima,7.33,True,80583,-0.3,277,,35.0,2.0,4.0,33.0,1.0,4.0,,3.0,31.0,,,4.0,,,,,,,,
141,Luan,3,3,22,,Luan Garcia Teixeira,0.0,Palmeiras,4.07,luan,14,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_cnIvHfj.png,Luan,7.6,False,80692,0.0,275,,18.0,2.0,5.0,10.0,1.0,3.0,,3.0,12.0,1.0,5.0,1.0,,,1.0,,,,,
142,P. Geromel,5,3,22,,Pedro Tonon Geromel,0.0,Grêmio,6.2,pedro-geromel,1,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_2mIyND1.png,Pedro Geromel,6.19,False,80853,0.0,284,,,,,,,,,,1.0,,1.0,,,,,,,,,
143,Jair,6,4,22,,Jair Rodrigues Júnior,0.4,Vasco,3.59,jair,16,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_ut5p6cP.png,Jair,7.93,True,81091,-0.17,267,1.0,25.0,2.0,3.0,40.0,2.0,,,5.0,26.0,,,,,,,,,1.0,,
144,L. Mugni,6,4,22,,Lucas Andrés Mugni,0.5,Bahia,1.35,lucas-mugni,6,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_t30cY72.png,Lucas Mugni,2.91,True,81121,-0.57,265,,3.0,1.0,1.0,2.0,,,,,5.0,,,,,,,,,,,
145,Mayke,7,2,22,,Mayke Rocha de Oliveira,7.0,Palmeiras,5.35,mayke,19,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_VrbLrFd.png,Mayke,9.3,True,81150,0.14,275,,19.0,1.0,1.0,7.0,1.0,2.0,,3.0,35.0,,7.0,4.0,,,,,,,,
146,Mallo,7,2,22,,Hugo Mallo,4.7,Internacional,3.7,mallo,3,https://s.sde.globo.com/media/person_role/2023/08/14/photo_220x220_q74YevE.png,Mallo,6.22,True,81551,0.5,285,,4.0,,2.0,1.0,,,,1.0,1.0,,2.0,,,,,,,,,
147,Cazares,6,4,22,,Juan Ramón Cazares Sevillano,1.4,América-MG,1.4,cazares,1,https://s.sde.globo.com/media/person_role/2023/08/22/photo_220x220.png,Cazares,4.91,True,81682,-1.09,327,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,
148,Rossi,6,5,22,,Rosicley Pereira da Silva,0.0,Vasco,0.3,rossi,1,https://s.sde.globo.com/media/person_role/2023/08/09/photo_FORMATO_prVmVxp.png,Rossi,3.02,False,81798,0.0,267,,3.0,,,,,,,,1.0,,,,,,,,,,,
149,Alisson,6,4,22,,Alisson Euler de Freitas Castro,0.0,São Paulo,2.42,alisson,19,https://s.sde.globo.com/media/person_role/2022/03/01/14ebdbca4e280cd9dfdb9b7e2148afe0_FORMATO.png,Alisson,5.38,False,81845,0.0,276,,21.0,1.0,10.0,13.0,,1.0,,2.0,20.0,,,3.0,,,,,,,,
150,J. Ricardo,7,1,22,,João Ricardo Riedi,4.0,Fortaleza,4.68,joao-ricardo,17,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_KgJZuxA.png,João Ricardo,8.17,True,81881,0.69,356,,,,,7.0,,,,2.0,,,7.0,,53.0,17.0,,,,,1.0,
151,W. Oliveira,7,4,22,,Willian Osmar de Oliveira Silva,0.9,Goiás,2.05,willian-oliveira,18,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_9raWzET.png,Willian Oliveira,3.11,True,81952,-0.02,290,,23.0,2.0,3.0,20.0,,,,4.0,25.0,,,,,,1.0,,,,,
152,R. Guzzo,6,4,22,,Raphael Gregório Guzzo,0.4,Goiás,0.35,raphael-guzzo,4,https://s.sde.globo.com/media/person_role/2023/08/02/photo_FORMATO_fajmeHY.png,Raphael Guzzo,2.76,True,81966,0.02,290,,4.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,
153,Juninho,7,4,22,,Adilson dos Anjos Oliveira,10.4,América-MG,3.1,juninho,20,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ek7YW7J.png,Juninho,7.59,True,82381,1.19,327,,17.0,3.0,5.0,19.0,3.0,1.0,,4.0,20.0,,,1.0,,,,,,1.0,,
154,Tadeu,7,1,22,,Tadeu Antônio Ferreira,7.0,Goiás,3.96,tadeu,19,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_jSvkpAL.png,Tadeu,7.82,True,82453,0.51,290,,,,,4.0,,,,,,,6.0,,64.0,21.0,,,,,,
155,Z. Rafael,7,4,22,,José Rafael Vivian,2.6,Palmeiras,4.78,ze-rafael,17,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_XlK02hD.png,Zé Rafael,10.41,True,82455,-0.07,275,,36.0,6.0,4.0,40.0,,1.0,,7.0,49.0,,,2.0,,,,,,,,
