,atletas.slug,atletas.clube_id,atletas.atleta_id,atletas.pontos_num,atletas.minimo_para_valorizar,atletas.variacao_num,atletas.entrou_em_campo,atletas.posicao_id,atletas.foto,atletas.jogos_num,atletas.status_id,atletas.clube.id.full.name,atletas.rodada_id,atletas.apelido,atletas.nome,atletas.apelido_abreviado,atletas.preco_num,atletas.media_num,A,CA,DS,FC,FD,FF,FS,FT,GC,PC,SG,G,I,PP,CV,V,DE,GS,PS,DP,PI
74,joao-pedro-galvao,284,69686,0.0,,0.0,False,5,https://s.sde.globo.com/media/person_role/2023/08/02/photo_FORMATO_Vrax1Kc.png,7,6,Grêmio,28,João Pedro Galvão,João Pedro Geraldino dos Santos Galvão,J. Galvão,4.26,0.33,,1.0,3.0,14.0,,2.0,5.0,,,,,,2.0,,,,,,,,
75,nikao,283,69705,3.0,,-0.08,True,4,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_k90QI3t.png,14,6,Cruzeiro,28,Nikão,Maycon Vinícius Ferreira da Cruz,Nikão,4.06,2.52,2.0,1.0,9.0,4.0,1.0,4.0,9.0,,,,,1.0,3.0,,,,,,,,
76,lucas-moura,276,70164,0.7,,0.0,True,5,https://s.sde.globo.com/media/person_role/2023/08/02/photo_FORMATO_qMfh0Wo.png,9,7,São Paulo,28,Lucas Moura,Lucas Rodrigues Moura da Silva,L. Moura,11.19,3.99,,,7.0,8.0,3.0,6.0,23.0,1.0,,1.0,,1.0,,,,,,,,,
77,rafael,263,70171,0.0,,0.0,False,2,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_yi6UvNz.png,9,5,Botafogo,28,Rafael,Rafael Pereira da Silva,Rafael,6.7,5.16,,2.0,22.0,12.0,1.0,,5.0,,,,5.0,,,,1.0,,,,,,
78,fabio,284,70172,0.0,,0.0,False,2,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ZWCqzu8.png,9,6,Grêmio,28,Fábio,Fábio Pereira da Silva,Fábio,3.91,2.07,2.0,3.0,9.0,5.0,,1.0,3.0,,,,,,,,,,,,,,
79,bruno-uvini,284,70221,-0.6,,-1.31,True,3,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Lz9yPNA.png,15,7,Grêmio,28,Bruno Uvini,Bruno Uvini,B. Uvini,3.02,2.13,,4.0,8.0,12.0,3.0,4.0,6.0,1.0,,1.0,2.0,1.0,,,,,,,,,
80,diego-costa,263,70316,0.0,,-0.17,True,5,https://s.sde.globo.com/media/person_role/2023/08/12/photo_FORMATO_RCzvL0a.png,8,6,Botafogo,28,Diego Costa,Diego da Silva Costa,D. Costa,8.15,2.84,,3.0,5.0,8.0,3.0,1.0,4.0,,,,,2.0,3.0,,,,,,,,
81,eduardo-sasha,280,70360,10.6,,-1.0,True,5,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_c4X4NEA.png,23,7,Bragantino,28,Eduardo Sasha,Eduardo Colcenti Antunes,E. Sasha,12.75,6.04,2.0,3.0,8.0,17.0,9.0,14.0,34.0,3.0,,,,10.0,6.0,,,,,,,,
82,gabriel,294,70449,2.0,,0.32,True,1,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_mJVxu6R.png,24,7,Coritiba,28,Gabriel,Gabriel Vasconcelos Ferreira - Vasconcellos,Gabriel,4.94,2.6,1.0,3.0,,,,,1.0,,,,4.0,,,,,,90.0,50.0,,,
83,marllon,1371,70666,2.4,,-0.54,True,3,https://s.sde.globo.com/media/person_role/2022/02/23/8d45db89a011dd77410922983889ff15_FORMATO.png,24,7,Cuiabá,28,Marllon,Marllon Gonçalves Jerônimo Borges,Marllon,7.26,3.28,1.0,7.0,25.0,19.0,3.0,6.0,12.0,,,1.0,7.0,1.0,1.0,,,,,,,,
84,enner-valencia,285,70788,17.5,,1.4,True,5,https://s.sde.globo.com/media/person_role/2023/06/12/photo_FORMATO_M7ylRRT.png,12,7,Internacional,28,Enner Valencia,Enner Remberto Valencia Lastra,E. Valencia,11.39,4.26,1.0,3.0,3.0,12.0,7.0,9.0,16.0,1.0,,,,3.0,14.0,,,,,,,,
85,diogo-barbosa,266,70916,4.7,,0.59,True,2,https://s.sde.globo.com/media/person_role/2023/06/23/photo_FORMATO.png,16,7,Fluminense,28,Diogo Barbosa,Diogo Barbosa Mendanha,D. Barbosa,7.39,3.14,,2.0,13.0,7.0,1.0,2.0,17.0,,,,4.0,1.0,4.0,,,,,,,,
86,bruno-henrique,285,70944,0.2,,-0.43,True,4,https://s.sde.globo.com/media/person_role/2023/07/19/photo_FORMATO_oLjIZUt.png,11,6,Internacional,28,Bruno Henrique,Bruno Henrique Corsini,B. Henrique,7.17,2.85,,2.0,9.0,20.0,5.0,4.0,17.0,1.0,,,,1.0,,,,,,,,,
87,payet,267,70984,2.2,,-0.9,True,4,https://s.sde.globo.com/media/person_role/2023/08/16/photo_FORMATO_p9gc9dj.png,7,7,Vasco,28,Payet,Florent Dimitri Payet,Payet,9.75,3.14,1.0,,3.0,3.0,1.0,2.0,7.0,,,,,1.0,,,,,,,,,
88,leo-cittadini,265,70986,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2023/07/28/photo_FORMATO_SboFC8B.png,10,6,Bahia,28,Léo Cittadini,Leonardo Cittadini,L. Cittadini,1.93,1.15,,1.0,8.0,11.0,2.0,1.0,6.0,,,,,,,,,,,,,,
89,maicon,267,71227,0.0,,0.0,False,3,https://s.sde.globo.com/media/person_role/2023/06/28/photo_FORMATO.png,9,6,Vasco,28,Maicon,Maicon Pereira Roque,Maicon,5.91,3.32,,1.0,8.0,4.0,1.0,1.0,1.0,,,,4.0,,,,,,,,,,
90,fernando-miguel,356,71571,0.0,,0.0,False,1,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_qLr4Pp0.png,5,6,Fortaleza,28,Fernando Miguel,Fernando Miguel Kaufmann,F. Miguel,8.8,4.6,,,,,,,,,,,1.0,,,,,,23.0,5.0,,,
91,weverton,275,71631,7.0,,1.29,True,1,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_PN9nfV7.png,25,7,Palmeiras,28,Weverton,Weverton Pereira da Silva,Weverton,10.15,4.05,,2.0,1.0,,,,4.0,,,,9.0,,,,,,76.0,21.0,,,
92,gustavo-gomez,275,71684,17.1,,2.65,True,3,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_WsvPa3o.png,25,7,Palmeiras,28,Gustavo Gómez,Gustavo Raúl Gómez Portillo,G. Gómez,11.65,4.28,1.0,8.0,33.0,28.0,3.0,9.0,20.0,1.0,,,8.0,2.0,9.0,,,,,,,,
93,thiago-galhardo,356,71844,3.5,,0.49,True,5,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_LaKDS7J.png,24,6,Fortaleza,28,Thiago Galhardo,Thiago Galhardo do Nascimento Rocha,T. Galhardo,7.61,3.85,2.0,5.0,14.0,10.0,12.0,20.0,24.0,,,,,4.0,8.0,,,,,,,,
94,gabriel-pires,263,71898,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_wzlbP45.png,9,6,Botafogo,28,Gabriel Pires,Gabriel Appelt Pires,G. Pires,5.07,3.66,1.0,1.0,22.0,11.0,2.0,5.0,5.0,,,,,,,,1.0,,,,,,
95,iturbe,284,72134,0.0,,0.0,False,5,https://s.sde.globo.com/media/person_role/2023/07/10/photo_FORMATO_jd2MPl6.png,5,5,Grêmio,28,Iturbe,Juan Manuel Iturbe Arévalos,Iturbe,4.07,1.54,,,7.0,5.0,,,2.0,,,,,,2.0,,,,,,,,
96,danilo-avelar,327,72142,2.9,,0.17,True,3,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_ZY6VlZB.png,19,7,América-MG,28,Danilo Avelar,Danilo Fernando Avelar,D. Avelar,5.93,3.92,1.0,3.0,22.0,33.0,7.0,12.0,12.0,1.0,,1.0,2.0,3.0,1.0,,1.0,,,1.0,,,
97,everson,282,72294,3.0,,-0.88,True,1,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_XhJDp6n.png,27,7,Atlético-MG,28,Everson,Everson Felipe Marques Pires,Everson,7.08,4.02,,4.0,,,,,7.0,,,,11.0,,,,,,76.0,22.0,,,
98,felipe-alves,276,72372,0.0,,0.0,False,1,https://s.sde.globo.com/media/person_role/2022/08/16/19b70a0ace7230f7a5033ad9270abf7e_FORMATO.png,0,6,São Paulo,28,Felipe Alves,Felipe Alves Raymundo,F. Alves,6.0,0.0,,,,,,,,,,,,,,,,,,,,,
99,fernando-diniz,266,72391,2.4,,-0.23,True,6,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_dcBENR5.png,28,7,Fluminense,28,Fernando Diniz,Fernando Diniz Silva,F. Diniz,13.91,4.98,,,,,,,,,,,,,,,,12.0,,,,,
100,gustavo-campanharo,285,72497,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_Fbab3V0.png,13,6,Internacional,28,Gustavo Campanharo,Gustavo Campanharo,G. Campanharo,5.12,2.38,,5.0,28.0,21.0,3.0,1.0,9.0,,,,,,,,,,,,,,
101,maguinho,290,72532,-0.4,,-1.03,True,2,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_r03QzyK.png,24,7,Goiás,28,Maguinho,Magno José da Silva,Maguinho,4.58,3.65,,6.0,33.0,59.0,,11.0,24.0,,,,8.0,2.0,,,2.0,,,,1.0,,
102,matheus-cavichioli,327,72580,0.0,,0.0,False,1,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_y1nPYhf.png,13,6,América-MG,28,Matheus Cavichioli,Matheus Fernando Cavichioli,M. Cavichioli,5.08,2.09,,,,1.0,,,1.0,,1.0,,1.0,,,,1.0,,42.0,28.0,,2.0,
103,pedro-henrique,285,72583,5.6,,0.85,True,5,https://s.sde.globo.com/media/person_role/2022/04/12/5422d339b6546dc0505e80e10b027269_FORMATO.png,19,6,Internacional,28,Pedro Henrique,Pedro Henrique Konzen Medina da Silva,P. Henrique,6.63,2.64,2.0,1.0,16.0,34.0,5.0,15.0,14.0,,,,,1.0,16.0,,,,,,1.0,,
104,mauricio-kozlinski,356,72595,0.0,,0.0,False,1,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_mZtm5zI.png,1,6,Fortaleza,28,Maurício Kozlinski,Maurício Kozlinski,M. Kozlinski,4.92,6.0,,,,,,,,,,,1.0,,,,,,1.0,,,,
105,vitor-hugo,265,72605,0.0,,0.0,False,3,https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_HuEb513.png,19,6,Bahia,28,Vitor Hugo,Vitor Hugo Franchescoli de Souza,V. Hugo,6.67,3.43,,3.0,25.0,16.0,1.0,5.0,11.0,,,1.0,5.0,1.0,,,,,,,,,
106,luiz-adriano,285,72772,7.7,,1.21,True,5,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_SJwFoxe.png,24,6,Internacional,28,Luiz Adriano,Luiz Adriano de Souza da Silva,L. Adriano,6.94,2.75,1.0,,10.0,11.0,7.0,9.0,20.0,2.0,,,,3.0,3.0,,1.0,,,,,,
107,fernandinho,293,72775,1.1,,0.05,True,4,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_X6EpiKc.png,16,7,Athlético-PR,28,Fernandinho,Fernando Luiz Rosa,Fernandinho,5.45,2.57,3.0,6.0,15.0,23.0,2.0,6.0,20.0,,,1.0,,1.0,1.0,,1.0,,,,,,
108,mercado,285,72951,0.0,,-0.4,True,3,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_rOFNbA7.png,18,7,Internacional,28,Mercado,Gabriel Iván Mercado,Mercado,5.05,2.68,,8.0,23.0,28.0,2.0,1.0,8.0,1.0,,,6.0,,,,1.0,,,,,,
109,daniel-borges,327,73318,0.0,,0.0,False,2,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_eECHOtV.png,8,6,América-MG,28,Daniel Borges,Daniel Fortunato Borges,D. Borges,4.44,1.3,,1.0,10.0,11.0,1.0,,3.0,1.0,,,,,,,1.0,,,,,,
110,samuel-xavier,266,73384,1.3,,-0.04,True,2,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_GJkHCf2.png,22,7,Fluminense,28,Samuel Xavier,Samuel Xavier Brito,S. Xavier,10.16,4.23,2.0,7.0,20.0,18.0,2.0,14.0,30.0,,,,7.0,1.0,4.0,,,,,,,,
111,jean-dias,285,73479,0.0,,0.0,False,5,https://s.sde.globo.com/media/person_role/2023/04/10/photo_FORMATO_UU1DWbN.png,10,6,Internacional,28,Jean Dias,Jean Dias da Costa,J. Dias,3.14,2.23,1.0,1.0,2.0,5.0,1.0,3.0,12.0,,,,,1.0,1.0,,,,,,,,1.0
112,bruno-alves,284,73620,2.4,,-0.76,True,3,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_QXt8Pw7.png,21,7,Grêmio,28,Bruno Alves,Bruno Fabiano Alves,B. Alves,5.91,2.06,,2.0,17.0,16.0,1.0,3.0,12.0,,,,4.0,,2.0,,,,,,,,
113,guilherme-marques,290,73781,7.3,,0.24,True,5,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_8U4l1F1.png,21,7,Goiás,28,Guilherme Marques,Guilherme Costa Marques,G. Marques,6.29,4.93,5.0,3.0,21.0,30.0,5.0,11.0,11.0,,,,,6.0,3.0,,1.0,,,,,,
114,rodrigo-caio,262,73800,0.0,,0.0,False,3,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_8nCiWcT.png,1,6,Flamengo,28,Rodrigo Caio,Rodrigo Caio Coquette Russo,R. Caio,3.97,0.0,,,,,,,,,,,,,,,,,,,,,
115,aloisio,327,73850,0.0,,0.0,False,5,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_37LISS0.png,12,6,América-MG,28,Aloísio,Aloísio dos Santos Gonçalves,Aloísio,7.85,4.57,1.0,3.0,2.0,18.0,7.0,10.0,8.0,4.0,,,,3.0,6.0,,,,,,,,
116,bruno-peres,293,73962,0.0,,0.0,False,2,https://s.sde.globo.com/media/person_role/2023/08/25/photo_220x220.png,3,6,Athlético-PR,28,Bruno Peres,Bruno da Silva Peres,B. Peres,4.57,1.43,,,,4.0,,,1.0,,,,1.0,,,,,,,,,,
117,alison,277,73974,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2021/05/04/83ae4938b05e0e1d67ad49af17785e89_FORMATO.png,5,5,Santos,28,Alison,Alison Lopes Ferreira,Alison,3.03,1.24,,,5.0,1.0,,,1.0,,,,,,,,,,,,,,
118,gatito-fernandez,263,74061,0.0,,0.0,False,1,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_zKZCWAI.png,1,6,Botafogo,28,Gatito Fernández,Roberto Junior Fernández Torres,G. Fernández,6.23,2.0,,,,,,,,,,,,,,,,,3.0,1.0,,,
119,rincon,277,74187,9.4,,0.82,True,4,https://s.sde.globo.com/media/person_role/2023/08/16/photo_FORMATO_Obk9GWx.png,7,7,Santos,28,Rincón,Tomás Eduardo Rincón Hernández,Rincón,8.31,5.13,1.0,3.0,10.0,17.0,,,10.0,2.0,,,,2.0,,,,,,,,,
120,madson,293,78077,0.0,,0.0,False,2,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_UA5MZDv.png,19,5,Athlético-PR,28,Madson,Madson Ferreira dos Santos,Madson,5.99,2.9,2.0,3.0,6.0,16.0,3.0,2.0,16.0,,,,5.0,1.0,3.0,,,,,,,,
121,everaldo,265,78117,-0.6,,-0.84,True,5,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_8pHdjST.png,24,7,Bahia,28,Everaldo,Everaldo Stum,Everaldo,8.24,3.65,2.0,4.0,10.0,20.0,11.0,8.0,18.0,,,,,6.0,8.0,,,,,,,,
122,rene,285,78445,-1.1,,-1.34,True,2,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8lPW5dD.png,23,7,Internacional,28,Renê,Renê Rodrigues Martins,Renê,9.34,4.8,1.0,4.0,41.0,19.0,1.0,3.0,29.0,,,,8.0,1.0,1.0,,,,,,,,
123,jonathan-cafu,1371,78580,0.0,,0.0,False,5,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_7bHRcHm.png,22,6,Cuiabá,28,Jonathan Cafu,Jonathan Renato Barbosa,J. Cafu,6.15,2.66,3.0,3.0,23.0,24.0,4.0,6.0,30.0,,,,,,5.0,,,,,,2.0,,
124,gabriel,285,78605,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_GUlE7bV.png,11,6,Internacional,28,Gabriel,Gabriel Girotto Franco,Gabriel,5.12,1.85,,2.0,18.0,13.0,,2.0,6.0,,,,,,,,,,,,,,
125,ramiro,283,78715,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Yl1MU4D.png,6,5,Cruzeiro,28,Ramiro,Ramiro Moschen Benetti,Ramiro,5.62,3.8,1.0,3.0,9.0,8.0,1.0,4.0,,,,,,1.0,,,,,,,,,
126,reinaldo,284,78850,0.0,,0.0,False,2,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_YOXKUlg.png,19,6,Grêmio,28,Reinaldo,Reinaldo Manoel da Silva,Reinaldo,6.81,3.48,5.0,8.0,11.0,24.0,7.0,5.0,20.0,,,1.0,4.0,1.0,3.0,,2.0,,,,,,
127,thiago-santos,266,78855,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_xMjWx6h.png,10,6,Fluminense,28,Thiago Santos,Thiago dos Santos,T. Santos,1.05,0.3,,3.0,7.0,9.0,1.0,,4.0,,,,,,,,1.0,,,,,,
128,victor-cuesta,263,79113,2.9,,0.5,True,3,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_iLUMfpx.png,26,6,Botafogo,28,Víctor Cuesta,Víctor Leandro Cuesta,V. Cuesta,10.3,4.77,1.0,7.0,29.0,21.0,2.0,7.0,17.0,1.0,,,14.0,1.0,1.0,,,,,,,,
129,silvio-romero,356,79188,0.0,,0.0,False,5,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_So2bREb.png,17,6,Fortaleza,28,Silvio Romero,Silvio Ezequiel Romero,S. Romero,4.27,1.64,1.0,2.0,1.0,8.0,2.0,4.0,4.0,1.0,,,,2.0,6.0,,,,,,,,
130,filipe-augusto,1371,79268,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_S95pz8G.png,16,6,Cuiabá,28,Filipe Augusto,Filipe Augusto Carvalho Souza,F. Augusto,1.87,0.7,,3.0,14.0,19.0,1.0,,10.0,,,,,,,,1.0,,,,,,
131,ricardo-silva,327,79334,1.1,,-0.48,True,3,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_NJ8k1e2.png,12,3,América-MG,28,Ricardo Silva,Ricardo César Dantas da Silva,R. Silva,2.33,2.24,,3.0,16.0,11.0,3.0,1.0,9.0,,,,1.0,,,,,,,,,,
132,cano,266,79631,1.0,,-0.81,True,5,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_CKcA05y.png,25,7,Fluminense,28,Cano,Germán Ezequiel Cano,Cano,13.61,4.49,1.0,5.0,13.0,26.0,20.0,21.0,9.0,3.0,,,,7.0,16.0,1.0,,,,,,,
133,lucas-silva,283,79701,2.7,,-0.55,True,4,https://s.sde.globo.com/media/person_role/2023/07/10/photo_FORMATO_YrS5yhK.png,15,7,Cruzeiro,28,Lucas Silva,Lucas Silva Borges,L. Silva,5.21,3.46,2.0,1.0,24.0,17.0,4.0,5.0,21.0,,,,,,1.0,,,,,,,,
134,jese,294,79825,0.0,,-0.21,True,5,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_qbyGGFl.png,3,6,Coritiba,28,Jesé,Jesé Rodríguez Ruíz,Jesé,5.4,0.0,,,,,,,,,,,,,,,,,,,,,
135,yago-pikachu,356,80196,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_jUc4EZ2.png,27,6,Fortaleza,28,Yago Pikachu,Glaybson Yago Souza Lisboa,Y. Pikachu,7.4,2.42,1.0,3.0,9.0,7.0,8.0,9.0,20.0,,,,,4.0,4.0,1.0,,,,,,,
136,luciano,276,80287,10.2,,1.5,True,5,https://s.sde.globo.com/media/person_role/2022/03/01/aeb1926a6ddb270206f4ceffcf701d4b_FORMATO.png,23,6,São Paulo,28,Luciano,Luciano da Rocha Neves,Luciano,12.31,4.33,2.0,4.0,10.0,17.0,12.0,17.0,34.0,2.0,,,,5.0,5.0,1.0,,,,,,,
137,gilberto,265,80313,5.7,,0.03,True,2,https://s.sde.globo.com/media/person_role/2023/07/18/photo_FORMATO_2XeJymB.png,12,7,Bahia,28,Gilberto,Gilberto Moraes Júnior,Gilberto,9.83,5.37,1.0,2.0,17.0,6.0,2.0,3.0,14.0,,,2.0,5.0,1.0,,,,,,,,,
138,marlon,266,80538,1.7,,0.49,True,3,https://s.sde.globo.com/media/person_role/2023/07/12/photo_FORMATO.png,11,7,Fluminense,28,Marlon,Marlon Santos da Silva Barbosa,Marlon,4.78,1.01,,4.0,6.0,12.0,1.0,1.0,1.0,,,1.0,2.0,,,,,,,,,,
139,lucas-lima,277,80583,2.9,,-0.7,True,4,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_l0JerUa.png,25,7,Santos,28,Lucas Lima,Lucas Rafael Araújo Lima,L. Lima,7.36,3.32,4.0,3.0,36.0,36.0,2.0,8.0,35.0,1.0,,,,1.0,6.0,,1.0,,,,,,
140,luan,275,80692,5.5,,0.72,True,3,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_cnIvHfj.png,17,7,Palmeiras,28,Luan,Luan Garcia Teixeira,Luan,7.78,4.03,1.0,4.0,13.0,21.0,2.0,6.0,13.0,1.0,,1.0,7.0,1.0,3.0,,,,,,,,
141,pedro-geromel,284,80853,0.0,,0.0,False,3,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_2mIyND1.png,4,6,Grêmio,28,Pedro Geromel,Pedro Tonon Geromel,P. Geromel,5.31,1.82,,1.0,3.0,1.0,,,,,,,1.0,,,,,,,,,,
142,jair,267,81091,1.0,,-0.35,True,4,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_ut5p6cP.png,20,6,Vasco,28,Jair,Jair Rodrigues Júnior,Jair,7.76,3.2,,5.0,28.0,28.0,3.0,6.0,43.0,,,,,2.0,,,1.0,,,,1.0,,
143,lucas-mugni,265,81121,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_t30cY72.png,8,6,Bahia,28,Lucas Mugni,Lucas Andrés Mugni,L. Mugni,2.69,1.01,,,5.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,
144,mayke,275,81150,5.4,,0.77,True,2,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_VrbLrFd.png,24,7,Palmeiras,28,Mayke,Mayke Rocha de Oliveira,Mayke,8.98,4.77,4.0,4.0,38.0,27.0,1.0,2.0,11.0,,,,9.0,1.0,3.0,,,,,,,,
145,hugo-mallo,285,81551,0.0,,0.0,False,2,https://s.sde.globo.com/media/person_role/2023/08/14/photo_FORMATO_q74YevE.png,6,5,Internacional,28,Hugo Mallo,Hugo Mallo,H. Mallo,5.06,2.23,,1.0,4.0,5.0,,2.0,5.0,,,,2.0,,,,1.0,,,,,,
146,cazares,327,81682,0.8,,-0.1,True,4,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_ag1llrV.png,6,6,América-MG,28,Cazares,Juan Ramón Cazares Sevillano,Cazares,4.63,1.75,,,4.0,2.0,2.0,3.0,3.0,,,,,,,,,,,,,,
147,rossi,267,81798,0.0,,0.0,False,5,https://s.sde.globo.com/media/person_role/2023/08/09/photo_FORMATO_prVmVxp.png,4,6,Vasco,28,Rossi,Rosicley Pereira da Silva,Rossi,5.91,8.02,3.0,,7.0,6.0,,,5.0,,,,,1.0,,,,,,,,,
148,alisson,276,81845,5.0,,0.46,True,4,https://s.sde.globo.com/media/person_role/2022/03/01/14ebdbca4e280cd9dfdb9b7e2148afe0_FORMATO.png,24,7,São Paulo,28,Alisson,Alisson Euler de Freitas Castro,Alisson,6.15,2.8,4.0,2.0,27.0,27.0,2.0,11.0,26.0,,,,,,1.0,,,,,,1.0,,
149,joao-ricardo,356,81881,-1.0,,-1.21,True,1,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_KgJZuxA.png,22,6,Fortaleza,28,João Ricardo,João Ricardo Riedi,J. Ricardo,7.52,4.35,,3.0,,,,,9.0,,,,7.0,,,,,,69.0,24.0,,2.0,
150,willian-oliveira,290,81952,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_9raWzET.png,22,7,Goiás,28,Willian Oliveira,Willian Osmar de Oliveira Silva,W. Oliveira,3.33,2.02,,6.0,32.0,26.0,2.0,5.0,21.0,1.0,,,,,,,,,,,,,
151,raphael-guzzo,290,81966,-1.3,,-0.41,True,4,https://s.sde.globo.com/media/person_role/2023/08/02/photo_FORMATO_fajmeHY.png,8,6,Goiás,28,Raphael Guzzo,Raphael Gregório Guzzo,R. Guzzo,1.77,-0.21,,2.0,2.0,9.0,1.0,2.0,2.0,,,,,,2.0,,1.0,,,,,,
152,juninho,327,82381,0.6,,-0.98,True,4,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_C3jHgzm.png,25,7,América-MG,28,Juninho,Adilson dos Anjos Oliveira,Juninho,6.21,3.0,1.0,4.0,29.0,24.0,4.0,7.0,22.0,,,,,3.0,1.0,,,,,,1.0,,
153,tadeu,290,82453,4.0,,-0.5,True,1,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_jSvkpAL.png,25,7,Goiás,28,Tadeu,Tadeu Antônio Ferreira,Tadeu,7.69,3.98,,1.0,,,,,9.0,,,,8.0,,,,,,86.0,30.0,,,
154,ze-rafael,275,82455,-0.1,,-0.46,True,4,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_XlK02hD.png,22,7,Palmeiras,28,Zé Rafael,José Rafael Vivian,Z. Rafael,10.07,4.64,2.0,8.0,56.0,47.0,7.0,6.0,52.0,,,,,1.0,1.0,,,,,,,,
155,otavio,282,82463,5.1,,0.58,True,4,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_y7upQyC.png,17,7,Atlético-MG,28,Otávio,Otávio Henrique Passos Santos,Otávio,4.72,2.25,,7.0,39.0,31.0,1.0,2.0,10.0,,,,,,,,,,,,,,
156,luiz-araujo,262,82627,2.9,,0.4,True,5,https://s.sde.globo.com/media/person_role/2023/07/03/photo_FORMATO.png,10,6,Flamengo,28,Luiz Araújo,Luiz de Araújo Guimarães Neto,L. Araújo,5.35,2.0,1.0,,6.0,6.0,4.0,3.0,9.0,,,,,,1.0,,1.0,,,,1.0,,
157,tinga,356,82628,1.2,,-0.12,True,2,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_kUpus9a.png,21,6,Fortaleza,28,Tinga,Guilherme de Jesus da Silva,Tinga,8.97,4.33,,,33.0,12.0,5.0,5.0,5.0,,,,7.0,1.0,3.0,,,,,,,,
