,atletas.clube.id.full.name,atletas.foto,atletas.entrou_em_campo,atletas.minimo_para_valorizar,atletas.rodada_id,atletas.apelido_abreviado,atletas.nome,atletas.jogos_num,atletas.clube_id,atletas.posicao_id,atletas.media_num,atletas.slug,atletas.preco_num,atletas.atleta_id,atletas.status_id,atletas.apelido,atletas.variacao_num,atletas.pontos_num,A,CA,DS,FC,FD,FF,FS,FT,G,I,PP,DE,GS,SG,PC,PS,CV,DP,GC,V,PI
76,São Paulo,https://s.sde.globo.com/media/person_role/2023/08/02/photo_FORMATO_qMfh0Wo.png,False,,34,L. Moura,Lucas Rodrigues Moura da Silva,10,276,5,3.71,lucas-moura,11.07,70164,5,Lucas Moura,0.0,0.0,,,8.0,8.0,3.0,6.0,23.0,1.0,1.0,,,,,,1.0,,,,,,
77,Botafogo,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_yi6UvNz.png,False,,34,Rafael,Rafael Pereira da Silva,9,263,2,5.16,rafael,6.7,70171,5,Rafael,0.0,0.0,,2.0,22.0,12.0,1.0,,5.0,,,,,,,5.0,,,1.0,,,,
78,Grêmio,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ZWCqzu8.png,True,,34,Fábio,Fábio Pereira da Silva,11,284,2,2.03,fabio,3.81,70172,6,Fábio,-0.32,0.9,2.0,4.0,13.0,8.0,,2.0,3.0,,,,,,,,,,,,,,
79,Grêmio,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Lz9yPNA.png,False,,34,B. Uvini,Bruno Uvini,19,284,3,2.13,bruno-uvini,4.08,70221,6,Bruno Uvini,0.0,0.0,,4.0,11.0,13.0,3.0,4.0,6.0,1.0,1.0,,,,,3.0,1.0,,,,,,
80,Botafogo,https://s.sde.globo.com/media/person_role/2023/08/12/photo_FORMATO_RCzvL0a.png,True,,34,D. Costa,Diego da Silva Costa,11,263,5,2.95,diego-costa,7.63,70316,6,Diego Costa,-1.91,-1.1,,4.0,5.0,13.0,4.0,2.0,9.0,,3.0,5.0,,,,,,,,,,,
81,Bragantino,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_c4X4NEA.png,True,,34,E. Sasha,Eduardo Colcenti Antunes,28,280,5,5.45,eduardo-sasha,11.61,70360,7,Eduardo Sasha,0.75,4.0,2.0,3.0,10.0,22.0,13.0,22.0,37.0,3.0,10.0,7.0,,,,,,,,,,,
82,Coritiba,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_mJVxu6R.png,True,,34,Gabriel,Gabriel Vasconcelos Ferreira - Vasconcellos,30,294,1,3.28,gabriel,6.55,70449,7,Gabriel,0.22,9.0,1.0,3.0,,,,,3.0,,,,,116.0,58.0,6.0,,,,1.0,,,
83,Cuiabá,https://s.sde.globo.com/media/person_role/2022/02/23/8d45db89a011dd77410922983889ff15_FORMATO.png,True,,34,Marllon,Marllon Gonçalves Jerônimo Borges,30,1371,3,3.48,marllon,7.24,70666,7,Marllon,-1.39,0.5,1.0,7.0,34.0,25.0,3.0,7.0,14.0,,1.0,1.0,,,,10.0,1.0,,,,,,
84,Internacional,https://s.sde.globo.com/media/person_role/2023/06/12/photo_FORMATO_M7ylRRT.png,True,,34,E. Valencia,Enner Remberto Valencia Lastra,18,285,5,5.21,enner-valencia,10.27,70788,7,Enner Valencia,0.28,4.1,1.0,4.0,7.0,20.0,15.0,17.0,28.0,1.0,6.0,21.0,1.0,,,,,,,,,,
85,Fluminense,https://s.sde.globo.com/media/person_role/2023/06/23/photo_FORMATO.png,True,,34,D. Barbosa,Diogo Barbosa Mendanha,20,266,2,3.29,diogo-barbosa,6.96,70916,6,Diogo Barbosa,-0.61,1.2,1.0,2.0,17.0,7.0,1.0,3.0,17.0,,1.0,4.0,,,,5.0,,,,,,,
86,Internacional,https://s.sde.globo.com/media/person_role/2023/07/19/photo_FORMATO_oLjIZUt.png,False,,34,B. Henrique,Bruno Henrique Corsini,16,285,4,2.63,bruno-henrique,6.92,70944,7,Bruno Henrique,0.0,0.0,,3.0,12.0,23.0,5.0,4.0,19.0,1.0,2.0,,,,,,,,,,,,
87,Vasco,https://s.sde.globo.com/media/person_role/2023/08/16/photo_FORMATO_p9gc9dj.png,True,,34,Payet,Florent Dimitri Payet,11,267,4,3.11,payet,10.46,70984,6,Payet,1.35,10.3,1.0,,3.0,3.0,1.0,3.0,14.0,,2.0,,,,,,,,,,,,
88,Bahia,https://s.sde.globo.com/media/person_role/2023/07/28/photo_FORMATO_SboFC8B.png,False,,34,L. Cittadini,Leonardo Cittadini,10,265,4,1.15,leo-cittadini,1.93,70986,6,Léo Cittadini,0.0,0.0,,1.0,8.0,11.0,2.0,1.0,6.0,,,,,,,,,,,,,,
89,Vasco,https://s.sde.globo.com/media/person_role/2023/06/28/photo_FORMATO.png,True,,34,Maicon,Maicon Pereira Roque,13,267,3,4.49,maicon,6.02,71227,7,Maicon,-1.14,2.6,2.0,2.0,15.0,7.0,1.0,1.0,5.0,,,,,,,6.0,,,,,,,
90,Fortaleza,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_qLr4Pp0.png,False,,34,F. Miguel,Fernando Miguel Kaufmann,5,356,1,4.6,fernando-miguel,8.8,71571,6,Fernando Miguel,0.0,0.0,,,,,,,,,,,,23.0,5.0,1.0,,,,,,,
91,Palmeiras,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_PN9nfV7.png,True,,34,Weverton,Weverton Pereira da Silva,31,275,1,4.47,weverton,11.02,71631,7,Weverton,1.7,10.0,,2.0,1.0,,,,5.0,,,,,92.0,27.0,13.0,,,,1.0,,,
92,Palmeiras,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_WsvPa3o.png,False,,34,G. Gómez,Gustavo Raúl Gómez Portillo,29,275,3,4.31,gustavo-gomez,8.66,71684,7,Gustavo Gómez,0.0,0.0,2.0,9.0,39.0,35.0,3.0,10.0,22.0,1.0,2.0,9.0,,,,10.0,,,1.0,,,,
93,Fortaleza,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_LaKDS7J.png,True,,34,T. Galhardo,Thiago Galhardo do Nascimento Rocha,28,356,5,3.58,thiago-galhardo,6.99,71844,6,Thiago Galhardo,-0.09,0.0,2.0,5.0,14.0,11.0,14.0,24.0,29.0,,4.0,8.0,,,,,,,,,,,
94,Botafogo,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_wzlbP45.png,True,,34,G. Pires,Gabriel Appelt Pires,12,263,4,2.94,gabriel-pires,4.87,71898,6,Gabriel Pires,0.03,1.0,1.0,1.0,22.0,13.0,3.0,6.0,7.0,,,,,,,,,,1.0,,,,
95,Grêmio,https://s.sde.globo.com/media/person_role/2023/07/10/photo_FORMATO_jd2MPl6.png,False,,34,Iturbe,Juan Manuel Iturbe Arévalos,5,284,5,1.54,iturbe,4.07,72134,6,Iturbe,0.0,0.0,,,7.0,5.0,,,2.0,,,2.0,,,,,,,,,,,
96,América-MG,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_ZY6VlZB.png,False,,34,D. Avelar,Danilo Fernando Avelar,24,327,3,3.27,danilo-avelar,5.71,72142,7,Danilo Avelar,0.0,0.0,1.0,5.0,29.0,42.0,7.0,12.0,13.0,1.0,3.0,2.0,,,1.0,2.0,1.0,,1.0,,,,
97,Atlético-MG,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_XhJDp6n.png,False,,34,Everson,Everson Felipe Marques Pires,32,282,1,3.94,everson,7.58,72294,7,Everson,0.0,0.0,,6.0,,,,,8.0,,,,,94.0,26.0,12.0,,,,,,,
98,São Paulo,https://s.sde.globo.com/media/person_role/2022/08/16/19b70a0ace7230f7a5033ad9270abf7e_FORMATO.png,False,,34,F. Alves,Felipe Alves Raymundo,0,276,1,0.0,felipe-alves,6.0,72372,6,Felipe Alves,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
99,Fluminense,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_dcBENR5.png,True,,34,F. Diniz,Fernando Diniz Silva,32,266,6,4.96,fernando-diniz,13.81,72391,7,Fernando Diniz,-0.21,2.74,,,,,,,,,,,,,,,,,,,,13.0,
100,Internacional,https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_Fbab3V0.png,False,,34,G. Campanharo,Gustavo Campanharo,13,285,4,2.38,gustavo-campanharo,5.12,72497,6,Gustavo Campanharo,0.0,0.0,,5.0,28.0,21.0,3.0,1.0,9.0,,,,,,,,,,,,,,
101,Goiás,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_r03QzyK.png,True,,34,Maguinho,Magno José da Silva,30,290,2,3.32,maguinho,4.69,72532,7,Maguinho,-0.37,-0.1,,6.0,38.0,68.0,2.0,13.0,26.0,,2.0,1.0,,,,9.0,1.0,1.0,2.0,,,,
102,América-MG,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_y1nPYhf.png,False,,34,M. Cavichioli,Matheus Fernando Cavichioli,13,327,1,2.09,matheus-cavichioli,5.08,72580,6,Matheus Cavichioli,0.0,0.0,,,,1.0,,,1.0,,,,,42.0,28.0,1.0,,,1.0,2.0,1.0,,
103,Internacional,https://s.sde.globo.com/media/person_role/2022/04/12/5422d339b6546dc0505e80e10b027269_FORMATO.png,True,,34,P. Henrique,Pedro Henrique Konzen Medina da Silva,24,285,5,2.28,pedro-henrique,5.84,72583,6,Pedro Henrique,0.07,1.2,2.0,2.0,18.0,37.0,6.0,16.0,18.0,,1.0,16.0,,,,,,1.0,,,,,
104,Fortaleza,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_mZtm5zI.png,False,,34,M. Kozlinski,Maurício Kozlinski,1,356,1,6.0,mauricio-kozlinski,4.92,72595,6,Maurício Kozlinski,0.0,0.0,,,,,,,,,,,,1.0,,1.0,,,,,,,
105,Bahia,https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_HuEb513.png,True,,34,V. Hugo,Vitor Hugo Franchescoli de Souza,21,265,3,3.38,vitor-hugo,6.32,72605,7,Vitor Hugo,0.24,3.4,,3.0,29.0,16.0,1.0,5.0,13.0,,1.0,,,,,5.0,1.0,,,,,,
106,Internacional,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_SJwFoxe.png,True,,34,L. Adriano,Luiz Adriano de Souza da Silva,26,285,5,2.63,luiz-adriano,5.86,72772,6,Luiz Adriano,-0.1,1.2,1.0,,12.0,11.0,7.0,9.0,20.0,2.0,3.0,3.0,,,,,,,1.0,,,,
107,Athlético-PR,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_X6EpiKc.png,True,,34,Fernandinho,Fernando Luiz Rosa,21,293,4,2.33,fernandinho,5.33,72775,7,Fernandinho,-0.06,0.7,3.0,7.0,19.0,27.0,2.0,8.0,27.0,,1.0,1.0,,,,,1.0,,1.0,,,,
108,Internacional,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_rOFNbA7.png,False,,34,Mercado,Gabriel Iván Mercado,22,285,3,2.59,mercado,6.16,72951,7,Mercado,0.0,0.0,,10.0,27.0,30.0,2.0,3.0,10.0,1.0,,,,,,7.0,1.0,,1.0,,,,
109,América-MG,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_eECHOtV.png,True,,34,D. Borges,Daniel Fortunato Borges,11,327,2,1.93,daniel-borges,5.22,73318,2,Daniel Borges,0.58,5.9,1.0,1.0,14.0,13.0,1.0,2.0,3.0,1.0,,,,,,,,,1.0,,,,
110,Fluminense,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_GJkHCf2.png,True,,34,S. Xavier,Samuel Xavier Brito,24,266,2,4.03,samuel-xavier,9.82,73384,7,Samuel Xavier,-0.43,1.2,2.0,7.0,21.0,22.0,2.0,14.0,37.0,,1.0,4.0,,,,7.0,,,,,,,
111,Internacional,https://s.sde.globo.com/media/person_role/2023/04/10/photo_FORMATO_UU1DWbN.png,False,,34,J. Dias,Jean Dias da Costa,10,285,5,2.23,jean-dias,3.14,73479,6,Jean Dias,0.0,0.0,1.0,1.0,2.0,5.0,1.0,3.0,12.0,,1.0,1.0,,,,,,,,,,,1.0
112,Grêmio,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_QXt8Pw7.png,True,,34,B. Alves,Bruno Fabiano Alves,27,284,3,1.85,bruno-alves,4.95,73620,3,Bruno Alves,-0.91,-3.6,,2.0,20.0,21.0,1.0,4.0,16.0,,,2.0,,,,5.0,,,1.0,,,,
113,Goiás,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_8U4l1F1.png,False,,34,G. Marques,Guilherme Costa Marques,26,290,5,4.43,guilherme-marques,5.07,73781,7,Guilherme Marques,0.0,0.0,6.0,6.0,25.0,37.0,6.0,12.0,15.0,1.0,6.0,3.0,,,,,,,1.0,,,,
114,Flamengo,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_8nCiWcT.png,False,,34,R. Caio,Rodrigo Caio Coquette Russo,4,262,3,2.98,rodrigo-caio,4.05,73800,6,Rodrigo Caio,0.0,0.0,,,1.0,1.0,,,2.0,,,,,,,2.0,,,,,,,
115,América-MG,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_37LISS0.png,False,,34,Aloísio,Aloísio dos Santos Gonçalves,12,327,5,4.57,aloisio,7.85,73850,6,Aloísio,0.0,0.0,1.0,3.0,2.0,18.0,7.0,10.0,8.0,4.0,3.0,6.0,,,,,,,,,,,
116,Athlético-PR,https://s.sde.globo.com/media/person_role/2023/08/25/photo_220x220.png,False,,34,B. Peres,Bruno da Silva Peres,3,293,2,1.43,bruno-peres,4.57,73962,6,Bruno Peres,0.0,0.0,,,,4.0,,,1.0,,,,,,,1.0,,,,,,,
117,Santos,https://s.sde.globo.com/media/person_role/2021/05/04/83ae4938b05e0e1d67ad49af17785e89_FORMATO.png,False,,34,Alison,Alison Lopes Ferreira,5,277,4,1.24,alison,3.03,73974,5,Alison,0.0,0.0,,,5.0,1.0,,,1.0,,,,,,,,,,,,,,
118,Botafogo,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_zKZCWAI.png,False,,34,G. Fernández,Roberto Junior Fernández Torres,1,263,1,2.0,gatito-fernandez,6.23,74061,6,Gatito Fernández,0.0,0.0,,,,,,,,,,,,3.0,1.0,,,,,,,,
119,Santos,https://s.sde.globo.com/media/person_role/2023/08/16/photo_FORMATO_Obk9GWx.png,True,,34,Rincón,Tomás Eduardo Rincón Hernández,13,277,4,3.87,rincon,6.97,74187,7,Rincón,-0.73,-0.3,1.0,4.0,21.0,29.0,1.0,2.0,16.0,2.0,2.0,,,,,,,,,,,,
120,Athlético-PR,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_UA5MZDv.png,False,,34,Madson,Madson Ferreira dos Santos,19,293,2,2.9,madson,5.99,78077,5,Madson,0.0,0.0,2.0,3.0,6.0,16.0,3.0,2.0,16.0,,1.0,3.0,,,,5.0,,,,,,,
121,Bahia,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_8pHdjST.png,True,,34,Everaldo,Everaldo Stum,29,265,5,3.53,everaldo,9.21,78117,3,Everaldo,0.68,6.4,2.0,6.0,11.0,27.0,14.0,10.0,27.0,,7.0,9.0,,,,,,,,,,,
122,Internacional,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8lPW5dD.png,False,,34,Renê,Renê Rodrigues Martins,24,285,2,4.84,rene,10.37,78445,5,Renê,0.0,0.0,1.0,4.0,45.0,19.0,1.0,3.0,31.0,,1.0,1.0,,,,8.0,,,,,,,
123,Cuiabá,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_7bHRcHm.png,True,,34,J. Cafu,Jonathan Renato Barbosa,26,1371,5,2.48,jonathan-cafu,6.01,78580,7,Jonathan Cafu,-0.21,-0.1,3.0,4.0,28.0,28.0,4.0,6.0,34.0,,,6.0,,,,,,2.0,,,,,
124,Internacional,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_GUlE7bV.png,False,,34,Gabriel,Gabriel Girotto Franco,13,285,4,1.57,gabriel,4.23,78605,6,Gabriel,0.0,0.0,,2.0,18.0,13.0,,2.0,6.0,,,,,,,,,,,,,,
125,Cruzeiro,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Yl1MU4D.png,False,,34,Ramiro,Ramiro Moschen Benetti,6,283,4,3.8,ramiro,5.62,78715,5,Ramiro,0.0,0.0,1.0,3.0,9.0,8.0,1.0,4.0,,,1.0,,,,,,,,,,,,
126,Grêmio,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_YOXKUlg.png,True,,34,Reinaldo,Reinaldo Manoel da Silva,25,284,2,4.11,reinaldo,8.53,78850,7,Reinaldo,0.63,6.6,5.0,8.0,22.0,29.0,12.0,8.0,27.0,,2.0,3.0,,,,5.0,1.0,,2.0,,,,
127,Fluminense,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_xMjWx6h.png,False,,34,T. Santos,Thiago dos Santos,11,266,4,0.4,thiago-santos,1.66,78855,6,Thiago Santos,0.0,0.0,,3.0,8.0,10.0,1.0,,5.0,,,,,,,,,,1.0,,,,
128,Botafogo,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_iLUMfpx.png,True,,34,V. Cuesta,Víctor Leandro Cuesta,30,263,3,4.4,victor-cuesta,10.08,79113,7,Víctor Cuesta,0.42,3.1,1.0,9.0,36.0,26.0,3.0,8.0,19.0,1.0,1.0,1.0,,,,14.0,,,,,,,
129,Fortaleza,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_So2bREb.png,False,,34,S. Romero,Silvio Ezequiel Romero,17,356,5,1.64,silvio-romero,4.27,79188,6,Silvio Romero,0.0,0.0,1.0,2.0,1.0,8.0,2.0,4.0,4.0,1.0,2.0,6.0,,,,,,,,,,,
130,Cuiabá,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_S95pz8G.png,True,,34,F. Augusto,Filipe Augusto Carvalho Souza,21,1371,4,0.6,filipe-augusto,1.52,79268,2,Filipe Augusto,-0.15,0.0,,3.0,15.0,22.0,1.0,,12.0,,,,,,,,,,1.0,,,,
131,América-MG,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_NJ8k1e2.png,True,,34,R. Silva,Ricardo César Dantas da Silva,17,327,3,1.64,ricardo-silva,2.34,79334,7,Ricardo Silva,0.42,1.7,,3.0,17.0,19.0,3.0,2.0,12.0,,,,,,,1.0,,,,,,,
132,Fluminense,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_CKcA05y.png,False,,34,Cano,Germán Ezequiel Cano,26,266,5,4.29,cano,13.22,79631,7,Cano,0.0,0.0,1.0,6.0,13.0,27.0,20.0,22.0,9.0,3.0,7.0,17.0,1.0,,,,,,,,,,
133,Cruzeiro,https://s.sde.globo.com/media/person_role/2023/07/10/photo_FORMATO_YrS5yhK.png,True,,34,L. Silva,Lucas Silva Borges,19,283,4,2.93,lucas-silva,4.69,79701,7,Lucas Silva,-0.48,0.0,2.0,2.0,26.0,21.0,4.0,9.0,22.0,,,1.0,,,,,,,,,,,
134,Coritiba,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_qbyGGFl.png,False,,34,Jesé,Jesé Rodríguez Ruíz,5,294,5,0.48,jese,5.13,79825,6,Jesé,0.0,0.0,,,1.0,,1.0,,,,,,,,,,,,,,,,
135,Fortaleza,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_jUc4EZ2.png,True,,34,Y. Pikachu,Glaybson Yago Souza Lisboa,31,356,4,2.56,yago-pikachu,9.01,80196,6,Yago Pikachu,1.99,11.8,1.0,3.0,10.0,8.0,8.0,11.0,21.0,1.0,5.0,4.0,1.0,,,,,,,,,,
136,São Paulo,https://s.sde.globo.com/media/person_role/2022/03/01/aeb1926a6ddb270206f4ceffcf701d4b_FORMATO.png,True,,34,Luciano,Luciano da Rocha Neves,28,276,5,4.24,luciano,11.26,80287,2,Luciano,-0.32,3.2,2.0,5.0,14.0,23.0,14.0,21.0,41.0,2.0,6.0,5.0,1.0,,,,,,,,,,
137,Bahia,https://s.sde.globo.com/media/person_role/2023/07/18/photo_FORMATO_2XeJymB.png,True,,34,Gilberto,Gilberto Moraes Júnior,15,265,2,5.07,gilberto,9.54,80313,7,Gilberto,0.71,4.5,1.0,2.0,21.0,9.0,2.0,5.0,18.0,1.0,1.0,,,,,5.0,2.0,1.0,,,,,
138,Fluminense,https://s.sde.globo.com/media/person_role/2023/07/12/photo_FORMATO.png,True,,34,Marlon,Marlon Santos da Silva Barbosa,15,266,3,1.16,marlon,4.35,80538,7,Marlon,-0.97,-0.3,,5.0,8.0,17.0,1.0,2.0,2.0,,,,,,,3.0,1.0,,,,,,
139,Santos,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_l0JerUa.png,True,,34,L. Lima,Lucas Rafael Araújo Lima,31,277,4,2.81,lucas-lima,6.72,80583,2,Lucas Lima,0.21,0.0,4.0,4.0,38.0,41.0,3.0,9.0,39.0,1.0,1.0,7.0,,,,,,,1.0,,,,
140,Palmeiras,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_cnIvHfj.png,True,,34,Luan,Luan Garcia Teixeira,23,275,3,4.04,luan,7.85,80692,7,Luan,0.58,4.4,1.0,5.0,14.0,29.0,5.0,7.0,17.0,1.0,1.0,3.0,,,,11.0,1.0,,,,,,
141,Grêmio,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_2mIyND1.png,False,,34,P. Geromel,Pedro Tonon Geromel,7,284,3,1.93,pedro-geromel,5.44,80853,6,Pedro Geromel,0.0,0.0,,2.0,8.0,3.0,,1.0,2.0,,,,,,,1.0,,,,,,,
142,Vasco,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_ut5p6cP.png,True,,34,Jair,Jair Rodrigues Júnior,24,267,4,2.75,jair,7.45,81091,6,Jair,0.1,0.8,,6.0,30.0,33.0,3.0,7.0,46.0,,2.0,,,,,,,1.0,1.0,,,,
143,Bahia,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_t30cY72.png,False,,34,L. Mugni,Lucas Andrés Mugni,11,265,4,0.72,lucas-mugni,2.55,81121,6,Lucas Mugni,0.0,0.0,,,5.0,5.0,1.0,1.0,3.0,,,,,,,,,,,,,,
144,Palmeiras,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_VrbLrFd.png,True,,34,Mayke,Mayke Rocha de Oliveira,30,275,2,5.02,mayke,9.53,81150,7,Mayke,0.7,6.1,5.0,5.0,47.0,33.0,2.0,2.0,15.0,,1.0,4.0,,,,13.0,,,,,,,
145,Internacional,https://s.sde.globo.com/media/person_role/2023/08/14/photo_FORMATO_q74YevE.png,False,,34,H. Mallo,Hugo Mallo,6,285,2,2.23,hugo-mallo,5.06,81551,5,Hugo Mallo,0.0,0.0,,1.0,4.0,5.0,,2.0,5.0,,,,,,,2.0,,,1.0,,,,
146,América-MG,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_ag1llrV.png,False,,34,Cazares,Juan Ramón Cazares Sevillano,10,327,4,1.67,cazares,4.52,81682,5,Cazares,0.0,0.0,1.0,,5.0,2.0,2.0,3.0,3.0,,,,,,,,,,,,,,
147,Vasco,https://s.sde.globo.com/media/person_role/2023/08/09/photo_FORMATO_prVmVxp.png,True,,34,Rossi,Rosicley Pereira da Silva,5,267,5,6.42,rossi,5.22,81798,6,Rossi,-0.69,0.0,3.0,,7.0,6.0,,,5.0,,1.0,,,,,,,,,,,,
148,São Paulo,https://s.sde.globo.com/media/person_role/2022/03/01/14ebdbca4e280cd9dfdb9b7e2148afe0_FORMATO.png,True,,34,Alisson,Alisson Euler de Freitas Castro,29,276,4,3.14,alisson,6.55,81845,7,Alisson,0.15,5.6,5.0,2.0,38.0,31.0,2.0,14.0,35.0,,,2.0,,,,,,1.0,,,,,
149,Fortaleza,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_KgJZuxA.png,True,,34,J. Ricardo,João Ricardo Riedi,26,356,1,3.56,joao-ricardo,6.97,81881,7,João Ricardo,-0.45,-2.0,,4.0,,,,,9.0,,,,,76.0,32.0,7.0,1.0,,,2.0,,,
150,Goiás,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_9raWzET.png,True,,34,W. Oliveira,Willian Osmar de Oliveira Silva,27,290,4,1.88,willian-oliveira,3.35,81952,7,Willian Oliveira,0.35,2.3,,6.0,38.0,31.0,2.0,5.0,22.0,1.0,,,,,,,,,,,,,
151,Goiás,https://s.sde.globo.com/media/person_role/2023/08/02/photo_FORMATO_fajmeHY.png,True,,34,R. Guzzo,Raphael Gregório Guzzo,13,290,4,0.79,raphael-guzzo,2.26,81966,7,Raphael Guzzo,-0.31,-0.1,,2.0,4.0,12.0,2.0,3.0,3.0,,1.0,2.0,,,,,,,1.0,,,,
152,América-MG,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_C3jHgzm.png,True,,34,Juninho,Adilson dos Anjos Oliveira,31,327,4,3.08,juninho,6.51,82381,7,Juninho,-0.12,1.4,2.0,4.0,33.0,27.0,9.0,9.0,30.0,,3.0,1.0,,,,,,1.0,,,,,
153,Goiás,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_jSvkpAL.png,True,,34,Tadeu,Tadeu Antônio Ferreira,31,290,1,3.75,tadeu,7.17,82453,7,Tadeu,-0.41,0.0,1.0,1.0,,,,,11.0,,,,,103.0,41.0,9.0,,,,,,,
154,Palmeiras,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_XlK02hD.png,True,,34,Z. Rafael,José Rafael Vivian,27,275,4,4.69,ze-rafael,11.88,82455,7,Zé Rafael,1.45,11.8,2.0,10.0,67.0,57.0,8.0,9.0,59.0,,2.0,1.0,,,,,,1.0,,,,,
155,Atlético-MG,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_y7upQyC.png,True,,34,Otávio,Otávio Henrique Passos Santos,23,282,4,2.26,otavio,4.63,82463,7,Otávio,0.27,3.6,,8.0,52.0,40.0,1.0,3.0,12.0,,,,,,,,,,,,,,
156,Flamengo,https://s.sde.globo.com/media/person_role/2023/07/03/photo_FORMATO.png,True,,34,L. Araújo,Luiz de Araújo Guimarães Neto,15,262,5,3.17,luiz-araujo,6.05,82627,7,Luiz Araújo,-0.23,3.5,1.0,1.0,13.0,13.0,5.0,5.0,16.0,,2.0,1.0,,,,,,1.0,1.0,,,,
157,Fortaleza,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_kUpus9a.png,True,,34,Tinga,Guilherme de Jesus da Silva,25,356,2,3.99,tinga,8.72,82628,7,Tinga,-0.19,0.8,,,38.0,12.0,5.0,7.0,7.0,,1.0,3.0,,,,7.0,,,,,,,
158,Goiás,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_jsdA8Zf.png,False,,34,M. Rangel,Marcelo Rangel da Rosa,3,290,1,0.0,marcelo-rangel,2.34,82730,6,Marcelo Rangel,0.0,0.0,,,,,,,,,,,,8.0,8.0,,,,,,,,
159,São Paulo,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_bPEXkEO.png,True,,34,W. Rato,Wellington Soares da Silva,28,276,4,1.89,wellington-rato,5.51,82766,7,Wellington Rato,-0.1,2.0,3.0,6.0,22.0,20.0,6.0,14.0,16.0,1.0,,9.0,1.0,,,,1.0,,,,,,
