,atletas.clube.id.full.name,atletas.foto,atletas.entrou_em_campo,atletas.minimo_para_valorizar,atletas.rodada_id,atletas.apelido_abreviado,atletas.nome,atletas.jogos_num,atletas.clube_id,atletas.posicao_id,atletas.media_num,atletas.slug,atletas.preco_num,atletas.atleta_id,atletas.status_id,atletas.apelido,atletas.variacao_num,atletas.pontos_num,A,CA,DS,FC,FD,FF,FS,FT,G,I,PP,DE,GS,SG,PC,PS,CV,DP,GC,V,PI
586,Corinthians,https://s.sde.globo.com/media/person_role/2022/07/02/ea53a64347e60658cdcbd15ba83320ba_FORMATO.png,False,,34,G. Biro,Guilherme Sucigan Mafra Cunha,10,264,4,2.19,guilherme-biro,2.99,111891,6,Guilherme Biro,0.0,0.0,,2.0,10.0,13.0,2.0,7.0,16.0,,,2.0,,,,,,,,,,,
587,Botafogo,https://s.sde.globo.com/media/person_role/2023/05/26/photo_220x220_jllMRNk.png,True,,34,D. Hernández,Diego Manuel Hernández González,2,263,4,2.3,diego-hernandez,5.18,111945,6,Diego Hernández,-0.24,2.9,,1.0,1.0,1.0,2.0,1.0,3.0,,,,,,,,,,,,,,
588,Goiás,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_C8xKUgn.png,True,,34,J. Palacios,Julián Eduardo Palacios,25,290,4,2.59,julian-palacios,5.56,111996,6,Julián Palacios,0.2,2.0,1.0,6.0,18.0,33.0,8.0,11.0,53.0,,1.0,3.0,,,,,,1.0,,,,,
589,São Paulo,https://s.sde.globo.com/media/person_role/2022/07/22/aef0c837cb53876eb1509bd8c3eaa586_FORMATO.png,True,,34,L. Beraldo,Lucas Lopes Beraldo,20,276,3,3.86,lucas-beraldo,6.78,112136,7,Lucas Beraldo,-0.33,5.0,,5.0,26.0,16.0,2.0,5.0,13.0,,1.0,,,,,7.0,,,,,,,
590,Coritiba,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_sNKyuNw.png,True,,34,T. Gabriel,Thalisson Gabriel Pereira Moreira,7,294,3,2.64,thalisson-gabriel,1.89,112367,7,Thalisson Gabriel,0.01,5.4,,1.0,7.0,3.0,,,4.0,,,,,,,2.0,,,,,,,
591,Cuiabá,https://s.sde.globo.com/media/person_role/2023/03/30/photo_FORMATO_wzDDWM2.png,False,,34,E. Ramon,Emerson Ramon Bezerra Oliveira,10,1371,5,2.07,emerson-ramon,3.84,112370,6,Emerson Ramon,0.0,0.0,,,5.0,5.0,3.0,7.0,14.0,,,1.0,,,,,,,,,,,
592,Grêmio,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_bv2qwrK.png,True,,34,G. Grando,Gabriel Hamester Grando,29,284,1,2.86,gabriel-grando,5.81,112616,7,Gabriel Grando,0.5,2.0,,5.0,,,,,6.0,,,,,104.0,44.0,5.0,,,,,,,
593,Cruzeiro,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_HCZ4bVf.png,False,,34,Kaiki,Kaiki Bruno da Silva,6,283,2,2.23,kaiki,3.68,112709,6,Kaiki,0.0,0.0,,1.0,4.0,11.0,,,6.0,,,1.0,,,,2.0,,,,,,,
594,Coritiba,https://s.sde.globo.com/media/person_role/2023/09/13/photo_FORMATO_Dsp7wOi.png,False,,34,L. Barbosa,Lucas Henrique Barbosa,9,294,4,1.92,lucas-barbosa,4.03,112886,6,Lucas Barbosa,0.0,0.0,,,12.0,11.0,2.0,1.0,6.0,,,,,,,,,,,,,,
595,Vasco,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_OaLhk6j.png,False,,34,Capasso,Manuel Vicente Capasso,8,267,3,0.58,capasso,2.31,112913,6,Capasso,0.0,0.0,,3.0,7.0,5.0,,1.0,,,,1.0,,,,,,,,,,,
596,Flamengo,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_b5lT2QZ.png,False,,34,Werton,Werton de Almeida Rêgo,0,262,5,0.0,werton,2.0,112984,6,Werton,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
597,Palmeiras,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_V15s07E.png,False,,34,F. López,José Manuel Alberto López,19,275,5,2.24,flaco-lopez,6.09,113103,6,Flaco López,0.0,0.0,,3.0,8.0,17.0,5.0,6.0,12.0,,3.0,5.0,,,,,,1.0,,,,,
598,Atlético-MG,https://s.sde.globo.com/media/person_role/2023/04/01/photo_220x220_9pgUpwG.png,False,,34,Kauan,Kauan Silva Sales,0,282,2,0.0,kauan,1.0,113154,6,Kauan,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
599,São Paulo,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Ec4EI26.png,True,,34,N. Mendes,Nathan Gabriel de Souza Mendes,15,276,2,4.14,nathan-mendes,5.08,113157,6,Nathan Mendes,0.14,5.9,,4.0,15.0,17.0,1.0,1.0,16.0,,1.0,,,,,7.0,,,,,,,
600,Palmeiras,https://s.sde.globo.com/media/person_role/2022/04/06/2e58e6fda93f2529e843b6dacea39be3_FORMATO.png,False,,34,Michel,Michel Augusto Modesto Rafael dos Santos,0,275,3,0.0,michel,2.0,113159,6,Michel,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
601,América-MG,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_ta473IP.png,True,,34,Júlio,Júlio César Alves Gonçalves,5,327,3,3.16,julio,3.78,113295,6,Júlio,0.24,1.7,1.0,,1.0,4.0,,1.0,,,,,,,,2.0,,,,,,,
602,São Paulo,https://s.sde.globo.com/media/person_role/2022/03/05/e91f0953fe782088f01eda528fd69b2f_FORMATO.png,True,,34,P. Maia,Pablo Gonçalves Maia Fortunato,26,276,4,3.34,pablo-maia,6.34,113359,7,Pablo Maia,0.09,3.3,,7.0,42.0,55.0,9.0,12.0,21.0,,4.0,,,,,,,,1.0,,,,
603,Coritiba,https://s.sde.globo.com/media/person_role/2023/09/13/photo_FORMATO_KoGBw9E.png,False,,34,D. Batista,Diogo Batista de Souza,9,294,2,2.77,diogo-batista,1.97,113384,6,Diogo Batista,0.0,0.0,1.0,1.0,7.0,10.0,2.0,2.0,3.0,,,,,,,2.0,,,,,,,
604,Bragantino,https://s.sde.globo.com/media/person_role/2022/05/05/f1f155231d0b75984084fb05c52de0db_FORMATO.png,True,,34,Bruninho,Bruno Gonçalves de Jesus,14,280,4,2.78,bruninho,7.49,113558,6,Bruninho,-0.47,0.5,1.0,,7.0,1.0,5.0,2.0,7.0,,2.0,1.0,,,,,1.0,,,,,,
605,Palmeiras,https://s.sde.globo.com/media/person_role/2023/03/03/photo_FORMATO_TugHOMv.png,False,,34,Kevin,Kevin Santos Lopes de Macedo,7,275,5,1.82,kevin,1.38,113663,6,Kevin,0.0,0.0,,2.0,8.0,7.0,2.0,3.0,5.0,,,1.0,,,,,,,,,,,
606,Flamengo,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_4G7ETFM.png,False,,34,R. Luka,Ryan Luka Cordeiro de Souza,0,262,5,0.0,ryan-luka,1.0,113667,6,Ryan Luka,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
607,Santos,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_TyR44XO.png,False,,34,Diógenes,Diógenes Vinícius da Silva,0,277,1,0.0,diogenes,1.0,113690,6,Diógenes,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
608,Flamengo,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_qtSFh6j.png,False,,34,A. Luiz,André Luiz Inácio da Silva,2,262,5,-0.05,andre-luiz,1.29,114174,6,André Luiz,0.0,0.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
609,Cuiabá,https://s.sde.globo.com/media/person_role/2023/06/04/photo_FORMATO_s4c9qYu.png,False,,34,J. Tavares,Juan Pablo Vilela Tavares,0,1371,2,0.0,juan-tavares,1.0,114497,6,Juan Tavares,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
610,Flamengo,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_L2MYyBn.png,False,,34,Cleiton,Cleiton Santana dos Santos,0,262,3,0.0,cleiton,3.0,114790,6,Cleiton,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
611,Athlético-PR,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_0B2D0LR.png,False,,34,V. Roque,Vitor Hugo Roque Ferreira,21,293,5,7.59,vitor-roque,12.47,114802,5,Vitor Roque,0.0,0.0,3.0,6.0,19.0,32.0,11.0,14.0,42.0,1.0,11.0,5.0,,,,,,1.0,,,,,
612,Bragantino,https://s.sde.globo.com/media/person_role/2022/05/05/21a71a480463a1c9c0140cfd2b91c6d8_FORMATO.png,False,,34,Luciano,Luciano Silva Santos,0,280,4,0.0,luciano,2.0,114888,6,Luciano,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
613,Cuiabá,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_SsVd5Bj.png,False,,34,Peruchi,Vinicius Pasquini Peruchi,0,1371,1,0.0,peruchi,1.0,114893,6,Peruchi,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
614,Santos,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_CgKUL3N.png,False,,34,Miguelito,Miguel Àngel Terceros,2,277,4,1.25,miguelito,1.57,115025,6,Miguelito,0.0,0.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,
615,Internacional,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_QvNiNqZ.png,False,,34,T. Lara,Thauan Lara dos Santos,8,285,2,2.75,thauan-lara,2.63,115061,6,Thauan Lara,0.0,0.0,,1.0,5.0,6.0,1.0,2.0,12.0,,,,,,,2.0,,,,,,,
616,São Paulo,https://s.sde.globo.com/media/person_role/2022/04/06/c624743dce9149ef9c0122f7eabd3337_FORMATO.png,False,,34,C. Matheus,Caio Matheus da Silva,0,276,5,0.0,caio-matheus,3.0,115227,6,Caio Matheus,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
617,Flamengo,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_FLI9Vom.png,False,,34,Wesley,Wesley Vinícius França Lima,30,262,2,4.96,wesley,9.73,115239,6,Wesley,0.0,0.0,1.0,3.0,55.0,44.0,3.0,4.0,42.0,1.0,1.0,8.0,,,,11.0,1.0,2.0,,,,,
618,Palmeiras,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_PUzC8ZB.png,True,,34,Naves,Kaiky Marques Naves,8,275,3,3.71,naves,2.8,115246,6,Naves,1.04,6.2,,,9.0,7.0,,,2.0,,,,,,,4.0,,,,,,,
619,Palmeiras,https://s.sde.globo.com/media/person_role/2022/04/06/42c5ad338bd56af0c7eeb86e91a85304_FORMATO.png,False,,34,Kaique,Kaique Pereira Azarias,0,275,1,0.0,kaique,1.0,115247,6,Kaique,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
620,Palmeiras,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_cdZiLf8.png,False,,34,J. Jhon,Jhonatan dos Santos Rosa,18,275,4,1.73,jhon-jhon,1.56,115248,6,Jhon Jhon,0.0,0.0,1.0,5.0,19.0,22.0,4.0,4.0,12.0,,,1.0,,,,,,,,,,,
621,Atlético-MG,https://s.sde.globo.com/media/person_role/2021/12/09/5cad18cd9645fbba0749287a12b4c476_FORMATO.png,False,,34,Rômulo,Rômulo Helberte Pereira Junior,0,282,3,0.0,romulo,1.0,115268,6,Rômulo,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
622,Athlético-PR,https://s.sde.globo.com/media/person_role/2021/12/09/ef22051bd5702578dd49c2ea6d4bc4d8_FORMATO.png,False,,34,Emersonn,Emersonn Correia da Silva,0,293,5,0.0,emersonn,1.0,115273,6,Emersonn,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
623,Bahia,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_PrZupVH.png,False,,34,M. Victor,Marcos Victor Ferreira da Silva,1,265,3,0.0,marcos-victor,2.97,115537,6,Marcos Victor,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
624,América-MG,https://s.sde.globo.com/media/person_role/2023/10/11/photo_FORMATO_TSPnsCz.png,False,,34,Rodriguinho,Rodrigo Henrique Santos de Souza,15,327,4,3.8,rodriguinho,3.31,115563,5,Rodriguinho,0.0,0.0,2.0,1.0,18.0,19.0,2.0,5.0,14.0,1.0,2.0,3.0,,,,,,,,,,,
625,Grêmio,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_GjZARIK.png,False,,34,Mila,Lucas Eduardo Müller - Milla,8,284,4,0.61,mila,1.0,115671,5,Mila,0.0,0.0,,2.0,5.0,10.0,,3.0,3.0,,,,,,,,,,,,,,
626,Atlético-MG,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_R1TAAd6.png,False,,34,G. Delfim,Gabriel Delfim Ferreira,0,282,1,0.0,gabriel-delfim,2.0,115674,6,Gabriel Delfim,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
627,Vasco,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_E9RklP7.png,False,,34,Z. Vitor,José Vitor Geminiano Cavalieri,3,267,3,-1.2,ze-vitor,1.08,115733,6,Zé Vitor,0.0,0.0,,2.0,,2.0,,,,,,,,,,,1.0,,,,,,
628,Vasco,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_bs3vmzt.png,False,,34,Pimentel,Eric Lima Pimentel,0,267,3,0.0,pimentel,2.0,115734,6,Pimentel,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
629,Bragantino,https://s.sde.globo.com/media/person_role/2023/03/29/photo_FORMATO_7Zk5L8m.png,False,,34,Jonathan,Jonathan da Cruz Silva,0,280,2,0.0,jonathan,1.0,115870,6,Jonathan,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
630,Flamengo,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_TQMbzmd.png,False,,34,E. Araújo,Everton Gustavo Fernandes Araújo,0,262,4,0.0,evertton-araujo,1.0,115914,6,Evertton Araújo,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
631,Fluminense,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_JNinp65.png,True,,34,Lelê,Leanderson da Silva Genésio,24,266,5,2.55,lele,8.35,115915,6,Lelê,-0.33,0.6,2.0,2.0,11.0,29.0,13.0,17.0,9.0,1.0,2.0,10.0,,,,,,,1.0,,,,
632,Palmeiras,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_6tQjxwx.png,True,,34,Endrick,Endrick Felipe Moreira de Sousa,27,275,5,4.03,endrick,9.53,115959,7,Endrick,2.08,14.1,,4.0,8.0,36.0,8.0,12.0,34.0,3.0,9.0,2.0,1.0,,,,,1.0,,,,,
633,Cuiabá,https://s.sde.globo.com/media/person_role/2022/10/15/photo_FORMATO_sqKxYTo.png,True,,34,Denilson,Denilson Alves Borges,27,1371,4,2.9,denilson,5.36,115986,2,Denilson,1.08,6.4,3.0,8.0,30.0,33.0,10.0,9.0,30.0,1.0,1.0,,,,,,,,,,,,
634,América-MG,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_qdMBMKN.png,True,,34,M. Henrique,Mateus Henrique Alves Silva,10,327,4,2.08,mateus-henrique,1.37,115997,2,Mateus Henrique,-0.35,0.0,1.0,1.0,11.0,10.0,,2.0,10.0,,,,,,,,,,,,,,
635,América-MG,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_KOZ7smb.png,True,,34,Adyson,Adyson do Nascimento Soares,5,327,5,1.58,adyson,2.04,115998,6,Adyson,-0.05,1.0,,,4.0,2.0,1.0,,5.0,,,,,,,,,,,,,,
636,Botafogo,,False,,34,Wallison,Wallison Nunes Silva,0,263,2,0.0,wallison,1.0,116000,6,Wallison,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
637,Bragantino,https://s.sde.globo.com/media/person_role/2023/07/26/photo_FORMATO_qMCtXjD.png,False,,34,M. Gonçalves,Matheus Gonçalves Martins,11,280,4,1.79,matheus-goncalves,2.47,116012,6,Matheus Gonçalves,0.0,0.0,1.0,2.0,4.0,6.0,,6.0,8.0,1.0,,1.0,,,,,,2.0,,,,,
638,Flamengo,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_fA4Y3X6.png,False,,34,I. Jesus,Igor Jesus Lima,4,262,4,1.08,igor-jesus,1.77,116013,6,Igor Jesus,0.0,0.0,,1.0,2.0,5.0,,3.0,4.0,,,,,,,,,,,,,,
639,Flamengo,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_lUPHYVN.png,False,,34,Petterson,Petterson Novaes Reis,0,262,5,0.0,petterson,2.0,116025,6,Petterson,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
640,Flamengo,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_nUR0WYM.png,False,,34,V. Hugo,Victor Hugo Gomes Silva,28,262,4,2.28,victor-hugo,5.6,116034,6,Victor Hugo,0.0,0.0,2.0,1.0,27.0,11.0,2.0,5.0,23.0,,1.0,1.0,,,,,,,,,,,
641,Atlético-MG,https://s.sde.globo.com/media/person_role/2023/04/01/photo_FORMATO_bXh4eA4.png,False,,34,V. Graziani,Vitor Hugo Santos Graziani,0,282,4,0.0,vitor-graziani,1.0,116046,6,Vitor Graziani,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
642,Botafogo,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_n8x32pL.png,False,,34,Raí,Raí da Silva Pessanha,1,263,4,0.0,rai,2.11,116048,6,Raí,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
643,Grêmio,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ER9oADt.png,False,,34,Cuiabano,Luís Eduardo Soares da Silva,9,284,2,3.42,cuiabano,5.36,116065,6,Cuiabano,0.0,0.0,,3.0,13.0,17.0,3.0,3.0,9.0,,1.0,2.0,,,,1.0,,,,,,,
644,São Paulo,https://s.sde.globo.com/media/person_role/2022/03/01/b2773da8a486428f92cda01d2ab65d9e_FORMATO.png,False,,34,J. Moreira,João Moreira Sanmartin Souza,1,276,2,4.8,joao-moreira,3.02,116137,5,João Moreira,0.0,0.0,,,2.0,1.0,1.0,,3.0,,,,,,,,,,,,,,
645,Coritiba,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_kENShcR.png,False,,34,G. Silva,Gabriel Silva Azevedo Figueiredo,1,294,4,1.2,gabriel-silva,0.95,116282,6,Gabriel Silva,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,
646,Fortaleza,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_U5EjTT7.png,False,,34,Hércules,Hércules Pereira do Nascimento,13,356,4,3.09,hercules,6.61,116447,5,Hércules,0.0,0.0,,1.0,20.0,15.0,4.0,7.0,7.0,,1.0,2.0,,,,,,,,,,,
647,Bahia,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_kQwNdzi.png,False,,34,André,André Dhominique Queiroz Santiago Da Silva,3,265,2,0.43,andre,2.08,116450,5,André,0.0,0.0,,1.0,2.0,2.0,,,1.0,,,,,,,,,,,,,,
648,Coritiba,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_vdcH1tF.png,False,,34,Jamerson,Jamerson Santos de Jesus,27,294,2,3.02,jamerson,7.34,116461,6,Jamerson,0.0,0.0,1.0,4.0,38.0,21.0,5.0,7.0,10.0,,,3.0,,,,5.0,,,,,,,
649,Goiás,https://s.sde.globo.com/media/person_role/2023/03/14/photo_220x220_DI919Pv.png,False,,34,Ezequiel,Ezequiel Alves de Oliveira Vieira,0,290,1,0.0,ezequiel,1.0,116562,6,Ezequiel,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
650,Bragantino,https://s.sde.globo.com/media/person_role/2022/02/24/07c2ee6d264dd5863593c52fdaba42b5_FORMATO.png,False,,34,Jhonny,Jhonny Cardinoti Pedro,0,280,2,0.0,jhonny,1.0,116825,6,Jhonny,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
651,Goiás,https://s.sde.globo.com/media/person_role/2022/04/15/c6b1985503cc71ba6d6154b448940158_FORMATO.png,False,,34,Reginaldo,Reginaldo dos Santos Moreira,0,290,5,0.0,reginaldo,1.0,116835,6,Reginaldo,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
652,Flamengo,https://s.sde.globo.com/media/person_role/2022/09/27/photo_FORMATO_1oFhhWx.png,False,,34,Pedrinho,Pedro Henrique Fonseca de Araújo Martins,1,262,4,0.0,pedrinho,0.74,117112,6,Pedrinho,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
653,Bragantino,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_y6Ph2tU.png,True,,34,T. Borbas,Thiago Nicolás Borbas Silva,28,280,5,4.14,thiago-borbas,9.55,117314,6,Thiago Borbas,3.14,18.7,2.0,7.0,11.0,37.0,16.0,16.0,13.0,,9.0,2.0,,,,,,,,,,,
654,Bragantino,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO_jkA9tzz.png,False,,34,Cipriano,João Luiz da Silva Cipriano,1,280,3,6.4,cipriano,3.12,117336,5,Cipriano,0.0,0.0,,1.0,3.0,4.0,,,,,,,,,,1.0,,,,,,,
655,América-MG,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_mDKWEgg.png,True,,34,R. Marques,Renato Marques de Oliveira Júnior,8,327,5,1.56,renato-marques,1.71,117403,6,Renato Marques,-0.41,-0.3,1.0,2.0,2.0,7.0,,1.0,1.0,,1.0,2.0,,,,,,,,,,,
656,Corinthians,https://s.sde.globo.com/media/person_role/2022/07/02/5c3199a34de47846ae66a0560d4e7417_FORMATO.png,False,,34,L. Maná,Leonardo Mana Hernandes,3,264,2,0.67,leo-mana,1.45,117459,6,Léo Maná,0.0,0.0,,1.0,3.0,2.0,,,,,,,,,,,,,,,,,
657,São Paulo,https://s.sde.globo.com/media/person_role/2022/07/26/2ca20d35cbccce7d03bb8c585af8fddc_FORMATO.png,False,,34,Galoppo,Giuliano Galoppo,0,276,4,0.0,galoppo,5.0,117579,5,Galoppo,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
658,Bragantino,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_LvzP4JH.png,True,,34,P. Caixinha,Pedro Miguel Faria Caixinha,32,280,6,5.98,pedro-caixinha,12.11,117711,7,Pedro Caixinha,0.46,4.87,,,,,,,,,,,,,,,,,,,,15.0,
659,São Paulo,https://s.sde.globo.com/media/person_role/2023/06/07/photo_FORMATO.png,False,,34,Young,Young Navarro Moraes,0,276,1,0.0,young,1.0,117818,6,Young,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
660,Corinthians,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_TquvINB.png,False,,34,Giovane,Giovane Santana do Nascimento,2,264,5,1.4,giovane,2.14,117849,5,Giovane,0.0,0.0,,,1.0,,,2.0,,,,,,,,,,,,,,,
661,Internacional,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_HFq77iJ.png,False,,34,Estevão,Estevão Barreto de Oliveira,1,285,4,0.2,estevao,2.11,117870,6,Estevão,0.0,0.0,,,,1.0,,,1.0,,,,,,,,,,,,,,
662,Corinthians,https://s.sde.globo.com/media/person_role/2022/04/19/e9c12ff02569765cb5c876412fae8bb8_FORMATO.png,True,,34,Wesley,Wesley Gassova Ribeiro Teixeira,19,264,5,2.3,wesley,3.56,117909,6,Wesley,-0.35,1.8,,2.0,14.0,9.0,3.0,7.0,27.0,,1.0,1.0,,,,,,1.0,,,,,
663,Botafogo,https://s.sde.globo.com/media/person_role/2023/08/04/photo_220x220_m5MUr53.png,False,,34,Adamo,Valentín Nicolás Adamo Reyes,0,263,5,0.0,adamo,3.0,117934,6,Adamo,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
664,Bragantino,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_JrPbIiU.png,False,,34,N. Camargo,Nathan Camargo dos Santos,1,280,4,0.5,nathan-camargo,1.53,118175,5,Nathan Camargo,0.0,0.0,,,,,,,1.0,,,,,,,,,,,,,,
665,Grêmio,https://s.sde.globo.com/media/person_role/2023/07/04/photo_FORMATO_juUTHsW.png,False,,34,Ronald,Ronald Cardoso Falkoski,7,284,4,1.83,ronald,1.19,118238,2,Ronald,0.0,0.0,,1.0,3.0,3.0,,2.0,3.0,,1.0,,,,,,,,,,,,
666,Goiás,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_vpwMN7R.png,False,,34,Pedrinho,Pedro Junqueira de Oliveira,1,290,5,-0.3,pedrinho,1.31,118304,6,Pedrinho,0.0,0.0,,,,1.0,,,,,,,,,,,,,,,,,
667,Goiás,https://s.sde.globo.com/media/person_role/2023/09/20/photo_FORMATO_h89EHCY.png,False,,34,Denzel,Denzel Nogueira Damasceno,1,290,5,0.0,denzel,0.74,118367,6,Denzel,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
668,Flamengo,https://s.sde.globo.com/media/person_role/2022/06/29/eb9c2188bfd2d30e670faa55785ea3f2_FORMATO.png,False,,34,Z. Welinton,José Welinton Campos Menezes,0,262,2,0.0,ze-welinton,1.0,118501,6,Zé Welinton,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
669,São Paulo,https://s.sde.globo.com/media/person_role/2022/07/03/2c39fe8401bb55ea80a9a5bf0fde08ef_FORMATO.png,False,,34,Rodriguinho,Rodrigo Huendra Almeida Mendonça,11,276,4,0.56,rodriguinho,0.93,118563,6,Rodriguinho,0.0,0.0,,3.0,7.0,12.0,,1.0,1.0,1.0,,,,,,,,,,,,,
670,Santos,https://s.sde.globo.com/media/person_role/2022/07/10/a604fa10e6f654cdd7a69453df88ea07_FORMATO.jpeg,False,,34,W. Patati,Weslley Pinto Batista,6,277,5,2.25,weslley-patati,2.21,118676,6,Weslley Patati,0.0,0.0,,,7.0,1.0,2.0,2.0,3.0,,,1.0,,,,,,,,,,,
671,Santos,https://s.sde.globo.com/media/person_role/2023/09/29/photo_FORMATO_RW7aWbF.png,True,,34,Kevyson,Kevyson Costa e Silva,15,277,2,2.54,kevyson,2.37,118701,2,Kevyson,-0.34,5.2,,1.0,19.0,12.0,3.0,3.0,6.0,,,,,,,3.0,1.0,,,,1.0,,
672,Cuiabá,https://s.sde.globo.com/media/person_role/2023/06/04/photo_FORMATO_ILdcwWv.png,False,,34,Calebe,Calebe Oliveira Costa,0,1371,4,0.0,calebe,1.0,118709,6,Calebe,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
673,Santos,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7WKkp5D.png,False,,34,E. Carlos,Ed Carlos de Arruda Amorim,4,277,4,0.5,ed-carlos,2.0,118747,6,Ed Carlos,0.0,0.0,,,1.0,,,1.0,,,,,,,,,,,,,,,
674,Vasco,https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_AtC7CQ7.png,False,,34,M. Carvalho,Mateus Carvalho dos Santos,8,267,4,0.97,mateus-carvalho,1.93,118752,6,Mateus Carvalho,0.0,0.0,,3.0,8.0,13.0,1.0,1.0,6.0,,,,,,,,,,,,,,
675,Santos,https://s.sde.globo.com/media/person_role/2022/07/27/c0ca21ce2942942d0bf68a74cc8d121e_FORMATO.png,False,,34,J. Paula,Jair Paula da Cunha Filho,1,277,3,5.0,jair-paula,1.72,118758,6,Jair Paula,0.0,0.0,,,,,,,,,,,,,,1.0,,,,,,,
