,atletas.clube_id,atletas.variacao_num,atletas.media_num,atletas.foto,atletas.apelido_abreviado,atletas.jogos_num,atletas.apelido,atletas.status_id,atletas.slug,atletas.pontos_num,atletas.atleta_id,atletas.posicao_id,atletas.minimo_para_valorizar,atletas.rodada_id,atletas.nome,atletas.clube.id.full.name,atletas.preco_num,A,CA,DS,FC,FD,FF,FS,FT,G,I,PP,PS,PC,SG,DE,GS,V,CV,DP,GC
258,293,-0.39,5.66,https://s.sde.globo.com/media/person_role/2022/05/05/21d7b4d24237a06ec8872f1ff041e713_FORMATO.png,W. Carvalho,8,Wesley Carvalho,6,wesley-carvalho,2.97,91971,6,,18,Wesley Oliveira de Carvalho,Athlético-PR,11.15,,,,,,,,,,,,,,,,,3.0,,,
259,267,1.25,4.75,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO.png,R. Díaz,3,Ramón Díaz,7,ramon-diaz,7.94,92075,6,,18,Ramón Ángel Díaz,Vasco,8.38,,,,,,,,,,,,,,,,,1.0,,,
260,284,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/08/04/photo_220x220_bq0AF4S.png,Caíque,0,Caíque,6,caique,0.0,92207,1,,18,Caíque Luiz Santos da Purificação,Grêmio,3.0,,,,,,,,,,,,,,,,,,,,
261,284,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/08/03/photo_220x220_mGnJe3Z.png,R. Ely,0,Rodrigo Ely,6,rodrigo-ely,0.0,92237,3,,18,Rodrigo Ely,Grêmio,4.0,,,,,,,,,,,,,,,,,,,,
262,294,0.0,1.01,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_kVhXG72.png,B. Viana,10,Bruno Viana,6,bruno-viana,0.0,92291,3,,18,Bruno Viana Willemen da Silva,Coritiba,2.27,,4.0,13.0,12.0,,2.0,1.0,,,,,,,,,,,,,
263,280,0.0,0.0,https://s.sde.globo.com/media/person_role/2022/05/05/278a2f0c3cd97ace8138ffbe2f23d81d_FORMATO.png,Raul,0,Raul,5,raul,0.0,92496,4,,18,Raul Lô Gonçalves,Bragantino,5.0,,,,,,,,,,,,,,,,,,,,
264,327,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/08/02/photo_FORMATO_fWFDOrP.png,R. Kayzer,0,Renato Kayzer,5,renato-kayzer,0.0,92696,5,,18,Renato Kayzer de Souza,América-MG,5.0,,,,,,,,,,,,,,,,,,,,
265,1371,0.99,5.86,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_AvLd8xm.png,Deyverson,17,Deyverson,6,deyverson,16.0,92708,5,,18,Deyverson Brum Silva Acosta,Cuiabá,9.98,1.0,4.0,6.0,18.0,8.0,10.0,30.0,2.0,8.0,17.0,1.0,,,,,,,,,
266,283,0.0,5.94,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_xfgmkoy.png,B. Rodrigues,16,Bruno Rodrigues,6,bruno-rodrigues,0.0,92811,5,,18,Bruno Rafael Rodrigues do Nascimento,Cruzeiro,12.8,2.0,2.0,17.0,13.0,12.0,21.0,33.0,1.0,3.0,11.0,1.0,1.0,,,,,,,,
267,283,1.14,3.6,https://s.sde.globo.com/media/person_role/2023/07/05/photo_FORMATO.png,Palacios,3,Palacios,6,palacios,5.6,92855,2,,18,Helibelton Palacios Zapata,Cruzeiro,4.38,,1.0,3.0,6.0,,,,,,,,,,2.0,,,,,,
268,283,-0.17,2.87,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_CifS8My.png,M. Vital,16,Mateus Vital,6,mateus-vital,2.0,93108,4,,18,Mateus da Silva Vital Assumpção,Cruzeiro,6.56,1.0,,13.0,9.0,7.0,11.0,16.0,1.0,,1.0,,,,,,,,,,
269,264,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_Tdjz7Nn.png,R. Ramos,0,Rafael Ramos,5,rafael-ramos,0.0,93236,2,,18,Rafael António Figueiredo Ramos,Corinthians,4.0,,,,,,,,,,,,,,,,,,,,
270,264,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/07/26/photo_220x220_uZiEtLW.png,L. Veríssimo,0,Lucas Veríssimo,6,lucas-verissimo,0.0,93368,3,,18,Lucas Veríssimo da Silva,Corinthians,11.0,,,,,,,,,,,,,,,,,,,,
271,277,-0.62,1.1,https://s.sde.globo.com/media/person_role/2023/07/31/photo_FORMATO_tUHU2kX.png,J. Basso,1,João Basso,7,joao-basso,1.1,93372,3,,18,João Othávio Basso,Santos,3.38,,,1.0,2.0,,,1.0,,,,,,,,,,,,,
272,285,-0.33,4.08,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_TAoUoam.png,Wanderson,16,Wanderson,6,wanderson,1.2,93478,5,,18,Wanderson Maciel Sousa Campos,Internacional,10.94,2.0,,13.0,9.0,6.0,4.0,16.0,,3.0,,,,,,,,,,,
273,327,0.5,3.96,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_wkFNeGE.png,Benítez,9,Benítez,3,benitez,4.5,93550,4,,18,Martín Nicolás Benítez,América-MG,7.07,2.0,3.0,8.0,8.0,2.0,6.0,23.0,1.0,,3.0,,,,,,,,,,
274,277,0.13,3.97,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_FQGuEEf.png,G. Inocêncio,15,Gabriel Inocêncio,7,gabriel-inocencio,1.0,93702,2,,18,Gabriel de Souza Inocêncio,Santos,6.65,,2.0,29.0,26.0,2.0,3.0,10.0,,,1.0,,,,5.0,,,,,,
275,267,0.0,1.78,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_65yTkUA.png,P. Henrique,4,Paulo Henrique,6,paulo-henrique,0.0,93716,2,,18,Paulo Henrique de Oliveira Alves,Vasco,2.72,,,2.0,1.0,,,,,,,,,,1.0,,,,,,
276,294,-1.01,1.37,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_qIjSxtN.png,Andrey,12,Andrey,7,andrey,-0.7,93787,4,,18,Andrey Ramos do Nascimento,Coritiba,3.08,,4.0,13.0,14.0,3.0,4.0,7.0,,,1.0,,,1.0,,,,,,,
277,263,0.14,2.52,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_vbqyTPv.png,M. Freitas,17,Marlon Freitas,7,marlon-freitas,2.9,93790,4,,18,Marlon Rodrigues Freitas,Botafogo,5.36,1.0,,23.0,12.0,4.0,9.0,4.0,,,,,,,,,,,,,
278,266,0.54,1.25,https://s.sde.globo.com/media/person_role/2023/07/05/photo_FORMATO_VrP7OOs.png,Daniel,7,Daniel,7,daniel,4.4,93791,4,,18,Daniel Sampaio Simões,Fluminense,3.12,,,4.0,1.0,1.0,,6.0,,,,,,,,,,,,,
279,327,0.0,1.42,https://s.sde.globo.com/media/person_role/2023/04/06/photo_FORMATO_awVXJNb.png,Marcinho,10,Marcinho,6,marcinho,0.0,93797,2,,18,Márcio Almeida de Oliveira,América-MG,2.83,,4.0,15.0,14.0,2.0,2.0,1.0,,,,,,,,,,,,,
280,285,0.0,2.08,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3ZKNMQH.png,Keiller,6,Keiller,6,keiller,0.0,93834,1,,18,Keiller da Silva Nunes,Internacional,5.08,,,,,,,1.0,,,,,,,,16.0,11.0,,,1.0,
281,280,0.06,4.86,https://s.sde.globo.com/media/person_role/2022/05/05/ec4a7cb649121dc08c2869bdcf6ef984_FORMATO.png,Cleiton,13,Cleiton,7,cleiton,6.0,93882,1,,18,Cleiton Schwengber,Bragantino,6.57,,3.0,,1.0,,,1.0,,,,,,,8.0,34.0,8.0,,1.0,,
282,327,0.0,2.28,https://s.sde.globo.com/media/person_role/2022/02/24/d160f8f8c1464cbcc27b4195e6255175_FORMATO.png,Matheusinho,6,Matheusinho,6,matheusinho,0.0,93886,4,,18,Matheus Leonardo Sales Cardoso,América-MG,3.71,,,4.0,3.0,4.0,2.0,7.0,,,1.0,,,,,,,,,,
283,275,0.38,3.53,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_r2x2UOS.png,B. Lopes,12,Breno Lopes,7,breno-lopes,5.1,93988,5,,18,Breno Henrique Vasconcelos Lopes,Palmeiras,4.51,3.0,1.0,4.0,2.0,6.0,1.0,11.0,1.0,1.0,3.0,,,,,,,,,,
284,264,0.0,0.5,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO_mjtT9lV.png,M. Rojas,1,Matías Rojas,6,matias-rojas,0.0,94007,4,,18,Matías Nicolás Rojas Romero,Corinthians,5.93,,,,,,,1.0,,,,,,,,,,,,,
285,285,0.0,5.78,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_u4LssT8.png,J. Victor,9,John Victor,6,john-victor,0.0,94044,1,,18,John Victor Maciel Furtado,Internacional,8.29,,1.0,,,,,2.0,,,,,,,5.0,32.0,5.0,,,,
286,280,-0.01,5.53,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_ozKQngu.png,M. Fernandes,17,Matheus Fernandes,2,matheus-fernandes,4.6,94067,4,,18,Matheus Fernandes Siqueira,Bragantino,12.55,2.0,3.0,58.0,27.0,4.0,6.0,16.0,,1.0,,,,,,,,,,,
287,264,-1.4,2.53,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_R7Bbn2S.png,Maycon,15,Maycon,7,maycon,2.0,94154,4,,18,Maycon de Andrade Barberan,Corinthians,4.66,,1.0,19.0,9.0,4.0,6.0,3.0,,1.0,2.0,,,,,,,,,,
288,356,0.0,2.33,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_DlyxisL.png,Guilherme,13,Guilherme,3,guilherme,0.0,94207,5,,18,Guilherme Augusto Vieira dos Santos,Fortaleza,5.45,1.0,3.0,5.0,9.0,7.0,4.0,15.0,2.0,,3.0,,,,,,,,,,
289,327,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_qwUFc0E.png,D. Belmonte,0,Dadá Belmonte,3,dada-belmonte,0.0,94263,4,,18,Adaílson Freire Pereira da Silva,América-MG,7.0,,,,,,,,,,,,,,,,,,,,
290,290,-0.67,3.55,https://s.sde.globo.com/media/person_role/2023/07/30/photo_FORMATO_a5PwXy3.png,M. Babi,2,Matheus Babi,7,matheus-babi,0.7,94444,5,,18,Matheus Barcelos da Silva,Goiás,4.98,,1.0,,2.0,,1.0,,,1.0,1.0,,,,,,,,,,
291,275,0.0,7.55,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_l1kSIXt.png,R. Veiga,12,Raphael Veiga,6,raphael-veiga,0.0,94509,4,,18,Raphael Cavalcante Veiga,Palmeiras,17.99,3.0,3.0,11.0,18.0,8.0,11.0,27.0,1.0,5.0,2.0,1.0,,,,,,,,,
292,283,0.0,3.77,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_wQCfXVb.png,Oliveira,13,Oliveira,5,oliveira,0.0,94514,3,,18,Lucas da Cruz Oliveira,Cruzeiro,8.55,,2.0,16.0,7.0,,1.0,12.0,,1.0,,,,,5.0,,,,2.0,,
293,262,0.23,3.7,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_BmbzG97.png,Pedro,14,Pedro,7,pedro,3.2,94583,5,,18,Pedro Guilherme Abreu dos Santos,Flamengo,11.7,,,4.0,5.0,7.0,6.0,5.0,,4.0,2.0,,1.0,,,,,,,,
294,276,0.0,1.8,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_PUzvx3f.png,J. Méndez,6,Jhegson Méndez,6,jhegson-mendez,0.0,94786,4,,18,Jhegson Sebastián Méndez Carabalí,São Paulo,4.01,,1.0,11.0,8.0,,,2.0,,,,,,,,,,,,,
295,327,-1.23,-1.2,https://s.sde.globo.com/media/person_role/2023/07/26/photo_220x220_YiDp5cw.png,Burgos,1,Burgos,3,burgos,-1.2,94836,3,,18,Esteban Rodrigo Burgos,América-MG,1.77,,,2.0,2.0,,,,,,,,,,,,,,1.0,,
296,282,-0.32,1.64,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_XVs5pqz.png,Battaglia,15,Battaglia,7,battaglia,0.1,94845,4,,18,Rodrigo Andrés Battaglia,Atlético-MG,4.44,,4.0,14.0,24.0,3.0,8.0,18.0,,,1.0,,,,,,,,,,
297,285,0.04,5.41,https://s.sde.globo.com/media/person_role/2023/07/19/photo_FORMATO.png,E. Coudet,13,Eduardo Coudet,7,eduardo-coudet,3.02,94853,6,,18,Eduardo Germán Coudet,Internacional,10.66,,,,,,,,,,,,,,,,,5.0,,,
298,263,0.15,0.81,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_qLLBtiS.png,L. Fernandes,11,Lucas Fernandes,6,lucas-fernandes,0.7,94931,4,,18,Lucas Fernandes da Silva,Botafogo,2.58,,1.0,2.0,15.0,3.0,6.0,7.0,,,,,,,,,,,,,
299,280,0.39,7.04,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_VYzv5cy.png,J. Capixaba,17,Juninho Capixaba,7,juninho-capixaba,8.1,94968,2,,18,Luis Antônio da Rocha Júnior,Bragantino,11.67,1.0,5.0,41.0,34.0,6.0,6.0,20.0,1.0,2.0,3.0,,,,8.0,,,,,,
300,327,-0.66,2.88,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO_tTV7wrP.png,Nicolas,5,Nicolas,7,nicolas,3.1,95127,2,,18,Nicolas Vichiatto da Silva,América-MG,3.52,,,4.0,6.0,2.0,,2.0,,1.0,,,,,,,,,,,
301,267,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/07/28/photo_FORMATO_D7r1d1E.png,Jefferson,0,Jefferson,6,jefferson,0.0,95220,2,,18,Jefferson Junio Antônio da Silva,Vasco,4.0,,,,,,,,,,,,,,,,,,,,
302,276,0.0,0.0,https://s.sde.globo.com/media/person_role/2022/03/01/1896fe9a90e6307ac1586be9aafcb04e_FORMATO.png,I. Vinícius,0,Igor Vinícius,5,igor-vinicius,0.0,95466,2,,18,Igor Vinícius de Souza,São Paulo,6.0,,,,,,,,,,,,,,,,,,,,
303,293,0.0,0.0,https://s.sde.globo.com/media/person_role/2021/05/02/b0baf3dd1e3e604d9846618adbbd71e1_220x220.png,Aguilar,0,Aguilar,6,aguilar,0.0,95494,3,,18,Felipe Aguilar Mendoza,Athlético-PR,4.0,,,,,,,,,,,,,,,,,,,,
304,1371,-0.99,5.24,https://s.sde.globo.com/media/person_role/2023/03/31/photo_220x220_j6biYTV.png,Raniele,17,Raniele,6,raniele,2.4,95556,4,,18,Raniele Almeida Melo,Cuiabá,12.07,,5.0,42.0,16.0,8.0,13.0,27.0,,2.0,1.0,,,1.0,,,,,,,
305,356,0.0,0.68,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_kkUky0K.png,M. Benevenuto,6,Marcelo Benevenuto,6,marcelo-benevenuto,0.0,95638,3,,18,Marcelo da Conceição Benevenuto Malaquias,Fortaleza,4.81,,2.0,,7.0,,1.0,5.0,,,1.0,,,,1.0,,,,,,
306,327,0.0,0.41,https://s.sde.globo.com/media/person_role/2022/02/24/38a9d99d34c06f3714df211deaf2bd0f_FORMATO.png,L. Kal,12,Lucas Kal,6,lucas-kal,0.0,95662,4,,18,Lucas Kal Schenfeld Progioli,América-MG,2.16,,3.0,7.0,10.0,1.0,1.0,1.0,,,,,,,,,,,,,
307,275,-0.06,6.0,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_G1nE6cb.png,Artur,17,Artur,6,artur,6.6,95799,5,,18,Artur Victor Guimarães,Palmeiras,12.15,2.0,1.0,13.0,8.0,7.0,13.0,25.0,3.0,5.0,5.0,,,,,,,,,,
308,356,-1.32,0.2,https://s.sde.globo.com/media/person_role/2023/07/11/photo_FORMATO_kRGPxC0.png,T. Figueiredo,1,Tobias Figueiredo,7,tobias-figueiredo,0.2,95878,3,,18,Tobias Pereira Figueiredo,Fortaleza,3.68,,,2.0,,,1.0,,,,,,,,,,,,,,1.0
309,283,0.25,3.27,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_a0C7bdd.png,Machado,18,Machado,7,machado,2.1,96089,4,,18,Luiz Filipe da Rosa Machado - Felipe,Cruzeiro,6.53,3.0,1.0,19.0,17.0,7.0,6.0,12.0,,1.0,,,,,,,,,,,
310,266,-0.09,4.52,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_bCG6s7k.png,Lima,18,Lima,3,lima,0.0,96340,4,,18,Vinicius Moreira de Lima,Fluminense,10.85,1.0,3.0,19.0,21.0,6.0,8.0,45.0,1.0,3.0,3.0,,,,,,,,,,
311,283,0.84,2.2,https://s.sde.globo.com/media/person_role/2023/07/24/photo_FORMATO_MgA1agq.png,M. Pereira,2,Matheus Pereira,7,matheus-pereira,4.4,96610,4,,18,Matheus Fellipe Costa Pereira,Cruzeiro,5.88,,,3.0,3.0,1.0,,1.0,,,,,,,,,,,,,
312,262,-0.75,1.98,https://s.sde.globo.com/media/person_role/2023/07/04/photo_FORMATO.png,Allan,4,Allan,6,allan,0.5,96652,4,,18,Allan Rodrigues de Souza,Flamengo,6.58,,,6.0,6.0,,,5.0,,,,,,,,,,,,,
313,285,0.0,5.28,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8fg8wbo.png,Bustos,12,Bustos,6,bustos,0.0,96678,2,,18,Fabricio Tomás Bustos Sein,Internacional,8.62,,2.0,20.0,13.0,2.0,4.0,13.0,,1.0,,,,,5.0,,,,,,
314,282,0.61,3.7,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_9Q6Ch0T.png,Saravia,12,Saravia,3,saravia,8.1,96725,2,,18,Renzo Saravia,Atlético-MG,7.51,1.0,6.0,16.0,19.0,2.0,3.0,20.0,,,,,,,4.0,,,,1.0,,
315,275,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_haNtwOK.png,Atuesta,0,Atuesta,5,atuesta,0.0,96754,4,,18,Eduard Andrés Atuesta Velasco,Palmeiras,5.0,,,,,,,,,,,,,,,,,,,,
316,283,-2.26,9.3,https://s.sde.globo.com/media/person_role/2023/07/15/photo_220x220_4DHfVWg.png,A. Gomes,2,Arthur Gomes,7,arthur-gomes,0.5,96966,5,,18,Arthur Gomes Lourenço,Cruzeiro,6.56,,,,3.0,1.0,1.0,3.0,,2.0,,,,,,,,,,,
317,266,0.0,1.3,https://s.sde.globo.com/media/person_role/2023/07/06/photo_FORMATO_YMuPeb5.png,Y. González,2,Yony González,6,yony-gonzalez,0.0,97080,5,,18,Jony Alexander González Copete,Fluminense,4.02,,,2.0,2.0,,1.0,,,,,,,,,,,,,,
318,356,-0.16,2.58,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_G2DFY9I.png,Dudu,4,Dudu,6,dudu,0.2,97133,2,,18,Luís Eduardo Marques dos Santos,Fortaleza,4.46,,1.0,5.0,3.0,1.0,,,,,,,,,1.0,,,,,,
319,284,-0.09,6.08,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_K2Ovl0l.png,Villasanti,13,Villasanti,7,villasanti,3.9,97145,4,,18,Mathías Adalberto Villasanti Rolón,Grêmio,7.39,1.0,2.0,34.0,22.0,5.0,3.0,13.0,1.0,3.0,,,,,,,,,,,
320,290,0.0,1.67,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_onOMJJv.png,Alesson,10,Alesson,6,alesson,0.0,97321,5,,18,Alesson dos Santos Batista,Goiás,2.87,,2.0,6.0,4.0,1.0,2.0,5.0,,1.0,7.0,,,,,,,,,,
321,264,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_odfm6XT.png,G. Mosquito,0,Gustavo Mosquito,6,gustavo-mosquito,0.0,97450,5,,18,Gustavo Henric da Silva,Corinthians,5.0,,,,,,,,,,,,,,,,,,,,
322,327,0.0,0.0,https://s.sde.globo.com/media/person_role/2021/06/04/4b0b72b2d30e52cae1f658dbea101b5c_FORMATO.png,Jori,0,Jori,6,jori,0.0,97453,1,,18,Joriwinnyson Santos dos Anjos Rodrigues,América-MG,3.0,,,,,,,,,,,,,,,,,,,,
323,263,0.33,5.95,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_lpafgKV.png,Marçal,10,Marçal,3,marcal,5.1,97468,2,,18,Fernando Marçal de Oliveira,Botafogo,10.44,1.0,6.0,21.0,17.0,1.0,4.0,12.0,,,,,,,6.0,,,,,,
324,275,0.0,3.71,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_gy90S45.png,Murilo,8,Murilo,6,murilo,0.0,97653,3,,18,Murilo Cerqueira Paim,Palmeiras,9.83,,1.0,8.0,10.0,1.0,,4.0,,2.0,1.0,,,,1.0,,,,,,
325,294,0.0,4.7,https://s.sde.globo.com/media/person_role/2023/08/02/photo_FORMATO_sbG7w9w.png,Reynaldo,2,Reynaldo,6,reynaldo,0.0,97768,3,,18,Reynaldo César Moraes,Coritiba,4.14,,,,2.0,,,,,,,,,,2.0,,,,,,
326,280,0.0,7.05,https://s.sde.globo.com/media/person_role/2022/05/05/460445523b5ae74d45009ede8f2a5e89_FORMATO.png,L. Ortiz,2,Léo Ortiz,7,leo-ortiz,0.0,97867,3,,18,Leonardo Rech Ortiz,Bragantino,7.8,,1.0,1.0,1.0,1.0,,,1.0,,,,,,2.0,,,,,,
327,265,-0.57,3.99,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_qXFqFQp.png,M. Bahia,7,Matheus Bahia,6,matheus-bahia,3.9,97899,2,,18,Matheus Bahia Santos,Bahia,4.57,,2.0,9.0,8.0,1.0,3.0,6.0,,,1.0,,,,3.0,,,,,,
328,285,-0.48,2.9,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_SngcHBI.png,Vitão,14,Vitão,7,vitao,1.8,97900,3,,18,Vitor Eduardo da Silva Matos,Internacional,5.45,,4.0,15.0,8.0,3.0,1.0,3.0,1.0,,,,,,4.0,,,,,,
329,290,0.0,2.25,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO_GSUk6aP.png,L. Oyama,2,Luís Oyama,6,luis-oyama,0.0,97908,4,,18,Luís Felipe Oyama,Goiás,5.19,,1.0,4.0,1.0,,,2.0,,,,,,,,,,,,,
330,284,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_v7Qo23i.png,J. Varela,0,Jhonata Varela,5,jhonata-varela,0.0,97993,4,,18,Jhonata Varela da Silva,Grêmio,3.0,,,,,,,,,,,,,,,,,,,,
331,293,0.0,4.84,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_dIxm87A.png,Erick,14,Erick,6,erick,0.0,98022,4,,18,Erick Luis Conrado de Carvalho,Athlético-PR,7.09,1.0,3.0,22.0,22.0,7.0,15.0,13.0,1.0,2.0,1.0,,,,,,,,,,
332,267,-0.39,1.85,https://s.sde.globo.com/media/person_role/2023/07/27/photo_FORMATO_FJlmVCp.png,S. Ferreira,2,Sebastián Ferreira,7,sebastian-ferreira,1.4,98433,5,,18,Carlos Sebastián Ferreira Vidal,Vasco,5.65,,,,1.0,,2.0,5.0,,,1.0,,,,,,,,,,
333,265,-0.53,3.06,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_BiEGphf.png,Kanu,15,Kanu,7,kanu,2.4,98484,3,,18,Victor Hugo Soares dos Santos,Bahia,5.47,,3.0,20.0,17.0,1.0,3.0,19.0,,,1.0,,,,4.0,,,,1.0,,
334,1371,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_MHv5nkR.png,V. Barreta,0,Vinícius Barreta,6,vinicius-barreta,0.0,98496,1,,18,Vinícius Teodoro Barreta Melo,Cuiabá,1.0,,,,,,,,,,,,,,,,,,,,
335,277,0.12,4.67,https://s.sde.globo.com/media/person_role/2023/07/16/photo_220x220_l9ELyne.png,J. Lucas,3,Jean Lucas,7,jean-lucas,4.0,98517,4,,18,Jean Lucas de Souza Oliveira,Santos,7.26,1.0,1.0,3.0,5.0,,3.0,11.0,,,,,,,,,,,,,
336,263,1.35,7.41,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_5kmPtuv.png,D. Placido,17,Di Placido,7,di-placido,11.0,98605,2,,18,Leonel Di Placido,Botafogo,12.08,3.0,2.0,44.0,13.0,1.0,4.0,6.0,,1.0,1.0,,,1.0,10.0,,,,,,
337,294,0.14,2.66,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_qacVCwx.png,Kuscevic,13,Kuscevic,7,kuscevic,3.3,98619,3,,18,Benjamín Kuščević Jaramillo,Coritiba,4.27,,5.0,16.0,16.0,,4.0,8.0,,1.0,,,,,2.0,,,,,,
338,282,0.0,0.65,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_QTjI0Vv.png,Pedrinho,4,Pedrinho,6,pedrinho,0.0,98706,4,,18,Pedro Victor Delmino da Silva,Atlético-MG,3.85,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,
339,267,0.0,1.78,https://s.sde.globo.com/media/person_role/2023/04/20/photo_FORMATO.png,Carabajal,6,Carabajal,6,carabajal,0.0,98723,4,,18,Horacio Gabriel Carabajal,Vasco,3.56,1.0,,2.0,3.0,,4.0,2.0,,,,,,,,,,,,,
340,293,0.61,2.66,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xAXl7On.png,Cuello,13,Cuello,6,cuello,5.7,98909,5,,18,Tomás Esteban Cuello,Athlético-PR,4.65,,,15.0,15.0,6.0,5.0,20.0,,,1.0,,,,,,,,,,
341,276,0.0,2.15,https://s.sde.globo.com/media/person_role/2022/03/01/adf4c737eb27b74c772b8985d18c9044_FORMATO.png,Gabriel,11,Gabriel,6,gabriel,0.0,98976,4,,18,Gabriel Neves Perdomo,São Paulo,4.22,,4.0,18.0,8.0,,,1.0,,1.0,,,,,,,,,,,
342,277,0.07,1.17,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_jbahd9z.png,L. Braga,9,Lucas Braga,6,lucas-braga,-0.3,99119,5,,18,Lucas Braga Ribeiro,Santos,3.08,,2.0,7.0,8.0,,1.0,12.0,,,3.0,,,,,,,,,,
343,267,2.8,10.2,https://s.sde.globo.com/media/person_role/2023/08/04/photo_220x220_UUzPwWf.png,Vegetti,1,Vegetti,6,vegetti,10.2,99198,5,,18,Pablo Vegetti,Vasco,8.8,,,,,1.0,,2.0,,1.0,,,,,,,,,,,
344,267,0.0,3.95,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_I6z9QfY.png,P. Rodríguez,15,Puma Rodríguez,7,puma-rodriguez,0.0,99213,2,,18,José Luis Rodríguez Bebanz,Vasco,7.05,,1.0,31.0,14.0,7.0,12.0,9.0,,,2.0,,,,1.0,,,,,,
345,277,0.24,2.14,https://s.sde.globo.com/media/person_role/2022/03/29/6fdde8730fb97a5d12a85b4ebd9d4e93_FORMATO.png,R. Fernández,16,Rodrigo Fernández,7,rodrigo-fernandez,2.4,99214,4,,18,Rodrigo Fernández Cedrés,Santos,4.89,,7.0,27.0,35.0,2.0,6.0,8.0,,1.0,,,,,,,,,,,
346,356,-0.3,3.48,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_zjxThmw.png,Pochettino,18,Pochettino,7,pochettino,-0.3,99267,4,,18,Tomás Pochettino,Fortaleza,6.72,,,18.0,9.0,11.0,10.0,13.0,,2.0,1.0,,,,,,,,,,
