,atletas.clube_id,atletas.variacao_num,atletas.media_num,atletas.foto,atletas.apelido_abreviado,atletas.jogos_num,atletas.apelido,atletas.status_id,atletas.slug,atletas.pontos_num,atletas.atleta_id,atletas.posicao_id,atletas.minimo_para_valorizar,atletas.rodada_id,atletas.nome,atletas.clube.id.full.name,atletas.preco_num,A,CA,DS,FC,FD,FF,FS,FT,G,I,PP,PS,PC,SG,DE,GS,V,CV,DP,GC
436,263,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_C8GywEv.png,I. Gabriel,0,Igo Gabriel,6,igo-gabriel,0.0,104991,1,,18,Igo Gabriel Santos Pereira,Botafogo,1.0,,,,,,,,,,,,,,,,,,,,
437,283,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/08/01/photo_220x220_vuySYbE.png,J. Marcelo,0,João Marcelo,6,joao-marcelo,0.0,105047,3,,18,João Marcelo Messias Ferreira,Cruzeiro,3.0,,,,,,,,,,,,,,,,,,,,
438,263,0.0,2.22,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_XMfC6C1.png,L. Henrique,16,Luis Henrique,5,luis-henrique,0.0,105049,5,,18,Luis Henrique Tomaz de Lima,Botafogo,4.66,,,7.0,3.0,4.0,6.0,3.0,,2.0,1.0,,1.0,,,,,,,,
439,293,-0.86,4.66,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7lRpDNN.png,Khellven,13,Khellven,6,khellven,1.0,105175,2,,18,Khellven Douglas Silva Oliveira,Athlético-PR,7.63,3.0,1.0,15.0,9.0,,3.0,8.0,,,3.0,,,,5.0,,,,,,
440,293,0.06,4.29,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7ROEp8B.png,Bento,17,Bento,6,bento,0.0,105208,1,,18,Bento Matheus Krepski,Athlético-PR,9.75,1.0,3.0,,2.0,,,1.0,,,,,,,6.0,54.0,20.0,,,1.0,
441,267,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_J73ZkrF.png,D. Lucca,0,De Lucca,5,de-lucca,0.0,105294,4,,18,Patrick de Lucca Chaves de Oliveira,Vasco,3.0,,,,,,,,,,,,,,,,,,,,
442,276,0.0,0.0,https://s.sde.globo.com/media/person_role/2022/08/13/a5301263d96806640ddf67cec70f99e7_FORMATO.png,Ferraresi,0,Ferraresi,5,ferraresi,0.0,105300,3,,18,Nahuel Adolfo Ferraresi Hernández,São Paulo,6.0,,,,,,,,,,,,,,,,,,,,
443,265,0.0,4.08,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_0UPMoSl.png,G. Xavier,9,Gabriel Xavier,6,gabriel-xavier,0.0,105373,3,,18,Gabriel Lheman Xavier - Lhman,Bahia,4.98,,2.0,13.0,8.0,1.0,1.0,7.0,,,,,,,4.0,,,,,,
444,264,0.0,3.4,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_cNTyg24.png,M. Bidu,11,Matheus Bidu,6,matheus-bidu,0.0,105531,2,,18,Matheus Lima Beltrão Oliveira Valin,Corinthians,5.79,,2.0,13.0,10.0,4.0,5.0,16.0,,,,,,,2.0,,,,,,
445,1371,0.16,5.6,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_FfgJEdr.png,Rikelme,12,Rikelme,6,rikelme,3.4,105547,5,,18,Rikelme Hernandes Amorim Rocha,Cuiabá,4.58,1.0,,40.0,12.0,3.0,5.0,5.0,,1.0,3.0,,,,,,,,,,
446,267,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_smA6Xym.png,Riquelme,0,Riquelme,6,riquelme,0.0,105566,2,,18,Riquelme Carvalho Araújo Viana,Vasco,3.0,,,,,,,,,,,,,,,,,,,,
447,356,-0.03,2.44,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_MqRx953.png,Lucero,14,Lucero,6,lucero,-0.1,105568,5,,18,Juan Martín Lucero,Fortaleza,4.97,,1.0,5.0,15.0,5.0,6.0,13.0,,2.0,7.0,,1.0,,,,,,,,
448,267,1.04,2.47,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_71dywWV.png,L. Piton,16,Lucas Piton,7,lucas-piton,6.4,105584,2,,18,Lucas Piton Crivellaro,Vasco,6.96,2.0,3.0,17.0,21.0,2.0,6.0,3.0,,,2.0,,,,2.0,,,,,,
449,264,-0.52,1.3,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_efGU5wq.png,Roni,11,Roni,6,roni,-1.0,105585,4,,18,Roni Medeiros de Moura,Corinthians,2.03,,2.0,14.0,15.0,1.0,1.0,4.0,,,,,,,,,,,,,
450,263,-0.34,6.57,https://s.sde.globo.com/media/person_role/2023/07/12/photo_220x220_VnDqhyp.png,B. Lage,4,Bruno Lage,7,bruno-lage,4.77,105631,6,,18,Bruno Miguel Silva do Nascimento,Botafogo,13.35,,,,,,,,,,,,,,,,,2.0,,,
451,285,0.36,3.69,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_7KIwg4E.png,Maurício,8,Maurício,7,mauricio,2.4,105647,4,,18,Maurício Magalhães Prado,Internacional,7.65,,2.0,3.0,4.0,1.0,4.0,12.0,1.0,2.0,3.0,,,,,,,,,,
452,285,-1.12,2.69,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_l85XoS0.png,N. Hernández,9,Nicolás Hernández,7,nicolas-hernandez,0.5,105672,3,,18,Nicolás Hernández Rodríguez,Internacional,3.47,1.0,3.0,5.0,4.0,,1.0,3.0,,,,,,,3.0,,,,,,
453,283,0.0,5.85,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_vnwHYu8.png,Wesley,15,Wesley,3,wesley,0.0,105811,5,,18,Wesley Ribeiro Silva,Cruzeiro,10.49,1.0,3.0,24.0,27.0,8.0,12.0,28.0,,4.0,2.0,,,,,,,,,,
454,290,0.42,2.8,https://s.sde.globo.com/media/person_role/2023/06/25/photo_FORMATO_bGsyKIs.png,Edu,3,Edu,6,edu,4.6,105842,3,,18,Lucas Eduardo Ribeiro de Souza,Goiás,2.82,,1.0,3.0,3.0,1.0,,3.0,,,,,,1.0,1.0,,,,,,
455,264,0.55,1.95,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_BedE425.png,M. Araújo,9,Matheus Araújo,6,matheus-araujo,2.4,105845,4,,18,Matheus de Araújo Andrade,Corinthians,5.64,,,6.0,8.0,1.0,,7.0,,1.0,,,,,,,,,,,
456,267,0.59,1.79,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_PQUgcKV.png,Z. Gabriel,7,Zé Gabriel,7,ze-gabriel,4.6,105902,4,,18,José Gabriel dos Santos Silva,Vasco,3.06,,1.0,9.0,8.0,1.0,3.0,3.0,,,,,,,,,,,,,
457,265,0.0,1.85,https://s.sde.globo.com/media/person_role/2023/04/20/photo_220x220_YH7397F.png,V. Mingotti,10,Vinicius Mingotti,6,vinicius-mingotti,0.0,105909,5,,18,Vinicius Alessandro Mingotti,Bahia,2.66,,1.0,4.0,8.0,4.0,1.0,8.0,,1.0,5.0,,,,,,,,,,
458,285,0.0,3.96,https://s.sde.globo.com/media/person_role/2023/04/12/photo_220x220_eEMPMPy.png,Rômulo,11,Rômulo,6,romulo,0.0,105911,4,,18,Rômulo Zanre Zwarg,Internacional,3.85,,1.0,19.0,10.0,1.0,4.0,19.0,1.0,1.0,1.0,,,,,,,,,,
459,277,0.0,0.0,https://s.sde.globo.com/media/person_role/2020/02/28/8b8a13f401928e0adf73a1998a49f868_FORMATO.png,C. Silva,1,Cadu Silva,6,cadu-silva,0.0,105914,2,,18,Carlos Eduardo Bertolassi da Silva,Santos,0.71,,,,,,,,,,,,,,,,,,,,
460,285,-0.86,2.83,https://s.sde.globo.com/media/person_role/2023/07/14/photo_FORMATO_AtGShUT.png,Rochet,3,Rochet,7,rochet,-1.5,105949,1,,18,Sergio Ramón Rochet Álvarez,Internacional,6.02,,1.0,,,,,1.0,,,,,,,1.0,8.0,4.0,,,,
461,267,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_Oqt8wcz.png,Vinícius,0,Vinícius,6,vinicius,0.0,105998,5,,18,Vinícius dos Santos de Oliveira Paiva,Vasco,2.0,,,,,,,,,,,,,,,,,,,,
462,285,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_Tdt3VkZ.png,L. Ramos,1,Lucas Ramos,5,lucas-ramos,0.0,106000,4,,18,Lucas de Ramos Silveira,Internacional,2.81,,,,,,,,,,,,,,,,,,,,
463,285,-0.72,4.69,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_ylIGH1n.png,Johnny,12,Johnny,3,johnny,-2.0,106002,4,,18,João Lucas Souza Cardoso,Internacional,6.99,1.0,3.0,23.0,13.0,3.0,1.0,17.0,1.0,2.0,2.0,,,1.0,,,,,,,
464,280,0.0,0.6,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_uN4AYEQ.png,Lucão,5,Lucão,6,lucao,0.0,106160,1,,18,Lucas Alexandre Galdino de Azevedo,Bragantino,1.74,,1.0,,,,,,,,,,,,1.0,7.0,8.0,,,,
465,267,-0.23,5.26,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_RHuy7TJ.png,G. Pec,16,Gabriel Pec,7,gabriel-pec,8.0,106199,5,,18,Gabriel Fortes Chaves,Vasco,15.19,2.0,3.0,15.0,18.0,6.0,15.0,31.0,2.0,3.0,1.0,,,,,,,,,,
466,267,-0.19,2.17,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_YrswGSn.png,Figueiredo,14,Figueiredo,7,figueiredo,0.0,106201,4,,18,Lucas Figueiredo dos Santos,Vasco,2.98,,2.0,7.0,16.0,8.0,11.0,14.0,1.0,,6.0,,1.0,,,,,,,,
467,294,-1.45,4.49,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_wvinlkF.png,B. Gomes,17,Bruno Gomes,3,bruno-gomes,1.2,106202,4,,18,Bruno Gomes da Silva Clevelário,Coritiba,9.62,,3.0,33.0,25.0,7.0,10.0,30.0,1.0,2.0,1.0,,,,,,,,1.0,,
468,293,0.0,0.0,https://s.sde.globo.com/media/person_role/2022/02/21/f32be788b285e944b21d286da2e5b28d_FORMATO.png,Kawan,0,Kawan,5,kawan,0.0,106219,4,,18,Kawan Gabriel da Silva,Athlético-PR,2.0,,,,,,,,,,,,,,,,,,,,
469,280,0.0,1.95,https://s.sde.globo.com/media/person_role/2022/05/05/593eafb7ce8c7aa2051ccde762f1d731_FORMATO.png,Realpe,6,Realpe,6,realpe,0.0,106299,3,,18,Leonardo Javier Realpe Montaño,Bragantino,1.85,,1.0,4.0,7.0,,,,,,,,,,2.0,,,,,,
470,356,-0.08,3.13,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_mYQOurq.png,C. Alexandre,17,Caio Alexandre,7,caio-alexandre,-0.8,106323,4,,18,Caio Alexandre Souza e Silva,Fortaleza,7.78,2.0,4.0,30.0,29.0,2.0,3.0,15.0,,1.0,3.0,,,,,,,,,,
471,283,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_IHO297R.png,W. Gasolina,0,Wesley Gasolina,6,wesley-gasolina,0.0,106327,2,,18,Wesley David de Oliveira Andrade,Cruzeiro,3.0,,,,,,,,,,,,,,,,,,,,
472,284,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Yc1vcMc.png,J. Robert,0,Jhonata Robert,5,jhonata-robert,0.0,106371,4,,18,Jhonata Robert Alves da Silva,Grêmio,4.0,,,,,,,,,,,,,,,,,,,,
473,280,0.0,3.85,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_0B5pVnO.png,E. Santos,13,Eduardo Santos,5,eduardo-santos,0.0,106434,3,,18,Eduardo Gonzaga Mendes Santos,Bragantino,5.87,1.0,2.0,6.0,14.0,2.0,2.0,8.0,1.0,1.0,,,,,5.0,,,,,,
474,267,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_oXORlmg.png,Halls,0,Halls,6,halls,0.0,106682,1,,18,Hedhe Halls Rocha da Silva,Vasco,2.0,,,,,,,,,,,,,,,,,,,,
475,263,-0.04,3.38,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_DgukYrK.png,C. Alberto,6,Carlos Alberto,6,carlos-alberto,1.2,106704,5,,18,Carlos Alberto Gomes da Silva Filho,Botafogo,3.28,,,2.0,1.0,1.0,,2.0,,2.0,,,,,,,,,,,
476,276,-0.63,3.5,https://s.sde.globo.com/media/person_role/2022/03/01/70f9ba85a01525e2d77c787e7efb42f7_FORMATO.png,R. Nestor,15,Rodrigo Nestor,7,rodrigo-nestor,2.4,106822,4,,18,Rodrigo Nestor Bertalia,São Paulo,8.5,1.0,2.0,16.0,22.0,10.0,11.0,11.0,2.0,1.0,3.0,,,,,,,,1.0,,
477,276,0.0,3.3,https://s.sde.globo.com/media/person_role/2022/03/01/81ffdaa86a436b3f695649fc411cf06b_FORMATO.png,Welington,2,Welington,6,welington,0.0,106824,2,,18,Welington Damascena Santos,São Paulo,5.79,,,1.0,3.0,,1.0,1.0,,,,,,,1.0,,,,,,
478,276,0.0,6.98,https://s.sde.globo.com/media/person_role/2022/03/01/73a6760a1b2c4cc7fc70ee0323e11b73_FORMATO.png,Patryck,4,Patryck,5,patryck,0.0,106829,2,,18,Patryck Lanza dos Reis,São Paulo,5.24,,2.0,6.0,2.0,,1.0,5.0,,,,,,,4.0,,,,,,
479,276,-0.22,3.4,https://s.sde.globo.com/media/person_role/2022/03/01/46c4e9fd9a32a9e894bd6edc746e403d_FORMATO.png,T. Costa,1,Talles Costa,7,talles-costa,3.4,106830,4,,18,Talles Macedo Toledo Costa,São Paulo,2.78,,,2.0,,,,2.0,,,,,,,,,,,,,
480,276,0.0,2.47,https://s.sde.globo.com/media/person_role/2022/03/01/b64f8d56aad317fef852cca695190f34_FORMATO.png,Juan,11,Juan,6,juan,0.0,106831,5,,18,Juan Santos da Silva,São Paulo,2.82,,,10.0,5.0,1.0,4.0,10.0,,1.0,7.0,,,,,,,,,,
481,276,0.0,0.0,https://s.sde.globo.com/media/person_role/2022/03/01/e8c6023cceab5eaf7953916841a0923b_FORMATO.png,P. Vilhena,0,Pedro Vilhena,6,pedro-vilhena,0.0,106832,4,,18,Pedro Veronez Vilhena,São Paulo,1.0,,,,,,,,,,,,,,,,,,,,
482,280,0.14,5.32,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_qBlP0vG.png,L. Patrick,10,Luan Patrick,7,luan-patrick,5.8,106835,3,,18,Luan Patrick Wiedthauper,Bragantino,5.78,1.0,1.0,6.0,5.0,1.0,1.0,3.0,,,,,,,8.0,,,,,,
483,293,0.0,5.27,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_DOiaQDY.png,Fernando,6,Fernando,5,fernando,0.0,106950,2,,18,Fernando Augusto Pereira Bueno Júnior,Athlético-PR,4.73,2.0,1.0,10.0,4.0,,1.0,2.0,,,,,,,2.0,,,,,,
484,356,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_rs77zVD.png,B. Schappo,0,Bernardo Schappo,6,bernardo-schappo,0.0,106977,3,,18,Bernardo Schappo,Fortaleza,4.0,,,,,,,,,,,,,,,,,,,,
485,1371,0.0,0.5,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_lmtWu1C.png,R. Cerqueira,1,Ricardo Cerqueira,6,ricardo-cerqueira,0.0,107039,4,,18,José Ricardo Batista Cerqueira,Cuiabá,1.51,,,,,,,1.0,,,,,,,,,,,,,
486,283,0.0,1.05,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_9qm9tuE.png,Stênio,11,Stênio,6,stenio,0.0,107052,5,,18,Stenio Zanetti Toledo,Cruzeiro,2.43,,,5.0,8.0,4.0,3.0,2.0,,,1.0,,,,,,,,,,
487,280,0.0,2.39,https://s.sde.globo.com/media/person_role/2022/05/05/ebc6c140c001d68b3b50f27e354d27e2_FORMATO.png,Natan,10,Natan,6,natan,0.0,107110,3,,18,Natan Bernardo de Souza,Bragantino,4.81,,1.0,6.0,14.0,2.0,2.0,6.0,,,1.0,,,,3.0,,,,,,
488,275,0.71,2.32,https://s.sde.globo.com/media/person_role/2023/03/29/photo_FORMATO_RowK2Zx.png,R. Ríos,18,Richard Ríos,7,richard-rios,4.4,107111,4,,18,Richard Ríos Montoya,Palmeiras,5.31,,1.0,21.0,15.0,2.0,4.0,17.0,,1.0,1.0,,,,,,,,,,
489,263,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_YTg7jfi.png,P. Paula,0,Patrick de Paula,5,patrick-de-paula,0.0,107172,4,,18,Patrick de Paula Carreiro,Botafogo,7.0,,,,,,,,,,,,,,,,,,,,
490,276,0.11,2.65,https://s.sde.globo.com/media/person_role/2023/03/30/photo_FORMATO_Z1W5SRZ.png,M. Araújo,14,Michel Araújo,7,michel-araujo,0.9,107173,4,,18,Michel Daryl Araújo Villar,São Paulo,6.08,1.0,2.0,9.0,10.0,2.0,5.0,20.0,1.0,1.0,,,,1.0,,,,,,,
491,264,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_34QaZln.png,M. Donelli,0,Matheus Donelli,6,matheus-donelli,0.0,107179,1,,18,Matheus Planelles Donelli,Corinthians,2.0,,,,,,,,,,,,,,,,,,,,
492,293,0.0,7.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_2aZU9Nq.png,L. Linck,1,Léo Linck,6,leo-linck,0.0,107183,1,,18,Léo Matias Baiersdorf Linck,Athlético-PR,2.05,,2.0,,,,,,,,,,,,,2.0,2.0,,,1.0,
493,293,-0.24,0.47,https://s.sde.globo.com/media/person_role/2021/04/16/0367fa0859b4ea67ba8191afd67f560e_FORMATO.png,V. Kauê,3,Vinicius Kauê,6,vinicius-kaue,-0.6,107186,2,,18,Vinicius Kauê Ribeiro Ferreira,Athlético-PR,0.73,,1.0,3.0,4.0,,,,,,,,,,,,,,,,
494,293,0.0,0.0,https://s.sde.globo.com/media/person_role/2021/12/08/9440c054d747c490573927d3d0cb770c_FORMATO.png,L. Ataíde,0,Leonardo Ataíde,6,leonardo-ataide,0.0,107191,2,,18,Leonardo Ataíde de Oliveira Siqueira,Athlético-PR,1.0,,,,,,,,,,,,,,,,,,,,
495,293,0.0,0.42,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_A5prVgV.png,Rômulo,5,Rômulo,5,romulo,0.0,107197,5,,18,Rômulo José Cardoso da Cruz,Athlético-PR,1.58,,,1.0,3.0,,1.0,2.0,,,,,,,,,,,,,
496,275,0.0,1.55,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_9hMRqkt.png,G. Garcia,4,Gustavo Garcia,6,gustavo-garcia,0.0,107225,2,,18,Gustavo Garcia dos Santos,Palmeiras,2.59,,,2.0,1.0,,2.0,3.0,,,,,,1.0,1.0,,,,1.0,,
497,265,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_JqZAXdV.png,Miqueias,0,Miqueias,6,miqueias,0.0,107232,4,,18,Miqueias Cabral Evaristo,Bahia,3.0,,,,,,,,,,,,,,,,,,,,
498,275,0.07,3.85,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_F0bHOxR.png,Vanderlan,6,Vanderlan,7,vanderlan,3.2,107236,2,,18,Vanderlan Barbosa da Silva,Palmeiras,6.2,1.0,2.0,16.0,11.0,1.0,2.0,3.0,,,1.0,,,,,,,,,,
499,290,0.0,1.46,https://s.sde.globo.com/media/person_role/2023/05/07/photo_220x220_0PEd4FH.png,Dodô,7,Dodô,6,dodo,0.0,107375,4,,18,Vinícius Rodrigues Adelino dos Santos,Goiás,1.33,,1.0,3.0,3.0,,,1.0,,1.0,,,,,,,,,,,
500,277,0.0,0.7,https://s.sde.globo.com/media/person_role/2023/04/12/photo_220x220_MHA8oKV.png,L. Dias,7,Luan Dias,6,luan-dias,0.0,107416,4,,18,Luan Dias da Silva,Santos,2.27,,3.0,7.0,10.0,,,5.0,,,,,,,,,,,,,
501,266,0.0,3.03,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_VrJSWeV.png,André,14,André,3,andre,0.0,107498,4,,18,André Trindade da Costa Neto,Fluminense,8.85,,6.0,31.0,23.0,1.0,5.0,32.0,,,,,,,,,,,1.0,,
502,294,0.44,4.9,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_0XMnyZN.png,Natanael,15,Natanael,7,natanael,2.6,107554,2,,18,Natanael Moreira Milouski,Coritiba,9.65,,4.0,43.0,27.0,6.0,3.0,15.0,1.0,,3.0,,,1.0,3.0,,,,,,
503,277,0.0,4.29,https://s.sde.globo.com/media/person_role/2022/09/30/photo_FORMATO.png,Nathan,7,Nathan,6,nathan,0.0,107676,2,,18,Nathan Santos de Araújo,Santos,8.82,,2.0,16.0,9.0,,,1.0,,,,,,,3.0,,,,,,
504,285,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_O9bfirr.png,E. Júnior,0,Emerson Júnior,6,emerson-junior,0.0,107740,1,,18,Emerson Fabiano Kerber Júnior,Internacional,1.0,,,,,,,,,,,,,,,,,,,,
505,267,0.2,1.7,https://s.sde.globo.com/media/person_role/2023/07/26/photo_FORMATO_kPHzPIn.png,Praxedes,3,Praxedes,7,praxedes,3.0,107744,4,,18,Bruno Conceição Praxedes,Vasco,3.8,,1.0,4.0,3.0,,1.0,3.0,,,1.0,,,,,,,,,,
506,265,0.0,5.25,https://s.sde.globo.com/media/person_role/2023/07/27/photo_FORMATO_FM5y32Z.png,Adriel,2,Adriel,6,adriel,0.0,107748,1,,18,Adriel Vasconcelos Ramos,Bahia,7.74,,1.0,,,,,1.0,,,,,,,1.0,7.0,1.0,,,,
507,265,0.0,1.09,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_Z8v7YI8.png,D. Rosa,7,Diego Rosa,6,diego-rosa,0.0,107796,4,,18,Diego Gabriel Silva Rosa,Bahia,2.12,,,4.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,
508,283,0.0,1.2,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_7OiYeRo.png,F. Henrique,1,Fernando Henrique,6,fernando-henrique,0.0,107800,4,,18,Fernando Henrique do Nascimento Pereira,Cruzeiro,2.37,,,1.0,,,,,,,,,,,,,,,,,
509,284,0.0,0.2,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_nMfgjlm.png,Natã,1,Natã,6,nata,0.0,107801,3,,18,Natã Felipe de Amorim Santos,Grêmio,0.75,,,,1.0,,,1.0,,,,,,,,,,,,,
510,285,0.32,0.48,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_f09xlRk.png,M. Dias,8,Matheus Dias,7,matheus-dias,1.1,107809,4,,18,Matheus dos Santos Dias,Internacional,1.93,,2.0,6.0,8.0,,,2.0,,,,,,,,,,,,,
511,290,1.64,4.75,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_4XBJGTX.png,Hugo,4,Hugo,7,hugo,11.2,107908,2,,18,Hugo Ferreira de Farias,Goiás,4.17,,1.0,7.0,4.0,2.0,,1.0,,,1.0,,,,2.0,,,,,,
512,264,0.04,2.47,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_w7tZlR4.png,F. Vera,13,Fausto Vera,6,fausto-vera,0.5,107950,4,,18,Fausto Mariano Vera,Corinthians,6.85,2.0,5.0,18.0,16.0,2.0,5.0,8.0,,,1.0,,,,,,,,,,
513,294,-0.17,1.85,https://s.sde.globo.com/media/person_role/2023/07/11/photo_220x220_lXzHXcx.png,Garcez,2,Garcez,6,garcez,1.2,108131,5,,18,Maurício Garcez de Jesus,Coritiba,3.43,,,1.0,1.0,,1.0,4.0,,,,,,,,,,,,,
514,1371,0.0,1.0,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_LlMyePJ.png,I. Pitta,15,Isidro Pitta,6,isidro-pitta,0.0,108133,5,,18,Isidro Miguel Pitta Saldívar,Cuiabá,2.9,,,,8.0,1.0,4.0,11.0,,1.0,3.0,,,,,,,,,,
515,327,0.33,4.2,https://s.sde.globo.com/media/person_role/2023/07/25/photo_FORMATO_k6Nutl7.png,J. Méndez,1,Javier Méndez,7,javier-mendez,4.2,108163,4,,18,Óscar Javier Méndez Albornoz,América-MG,4.33,,,4.0,2.0,,,,,,,,,,,,,,,,
516,284,-0.31,1.4,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_hopiRUY.png,Gustavinho,2,Gustavinho,6,gustavinho,2.3,108201,4,,18,Gustavo César Mendonça Gravino,Grêmio,2.54,,,,,,1.0,4.0,,,,,,,,,,,,,
517,290,0.0,0.0,https://s.sde.globo.com/media/person_role/2022/09/18/photo_FORMATO_aTUZBiS.png,Breno,0,Breno,6,breno,0.0,108211,5,,18,Breno Herculano Almeida,Goiás,1.0,,,,,,,,,,,,,,,,,,,,
518,285,0.0,-0.65,https://s.sde.globo.com/media/person_role/2023/04/11/photo_220x220.png,G. Barros,2,Gabriel Barros,6,gabriel-barros,0.0,108352,5,,18,Gabriel de Sousa Barros,Internacional,2.08,,1.0,,1.0,,,,,,,,,,,,,,,,
519,276,0.0,2.47,https://s.sde.globo.com/media/person_role/2023/02/01/photo_FORMATO_0I7WXAm.png,Erison,3,Erison,6,erison,0.0,108422,5,,18,Erison Danilo de Souza,São Paulo,4.55,1.0,1.0,,2.0,,,2.0,1.0,,,,,,,,,,,,
520,267,0.0,2.1,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_G8IevUF.png,Galarza,9,Galarza,6,galarza,0.0,108528,4,,18,Matías Galarza Fonda,Vasco,2.36,,1.0,7.0,7.0,1.0,3.0,4.0,,1.0,,,,,,,,,,,
521,293,0.0,1.03,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_VPNWNb6.png,Arriagada,3,Arriagada,6,arriagada,0.0,108624,5,,18,Luciano Daniel Arriagada García,Athlético-PR,2.91,,,1.0,8.0,1.0,2.0,3.0,,,,,,,,,,,,,
522,290,0.06,3.38,https://s.sde.globo.com/media/person_role/2023/07/06/photo_220x220_QhpyCZL.png,J. Magno,5,João Magno,6,joao-magno,0.5,108715,5,,18,João Victo Magno de Souza Machado,Goiás,5.05,,2.0,2.0,10.0,1.0,2.0,2.0,,2.0,3.0,,,,,,,,,,
523,263,-1.51,4.35,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_t9xgUxE.png,V. Sá,14,Victor Sá,7,victor-sa,0.5,108946,5,,18,João Victor Santos Sá,Botafogo,7.31,2.0,1.0,16.0,13.0,10.0,11.0,14.0,,1.0,2.0,,1.0,,,,,,,,
524,293,0.0,0.0,https://s.sde.globo.com/media/person_role/2022/08/25/photo_FORMATO_VUIS7Pm.png,D. Martins,0,Daniel Martins,6,daniel-martins,0.0,109102,4,,18,Daniel Sergio Martins,Athlético-PR,1.0,,,,,,,,,,,,,,,,,,,,
525,263,0.0,2.58,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_xScuqcn.png,M. Nascimento,4,Matheus Nascimento,6,matheus-nascimento,0.0,109114,5,,18,Matheus Nascimento de Paula,Botafogo,3.72,,1.0,2.0,6.0,1.0,,3.0,,1.0,,,,,,,,,,,
