,atletas.apelido,atletas.variacao_num,atletas.nome,atletas.apelido_abreviado,atletas.minimo_para_valorizar,atletas.status_id,atletas.slug,atletas.jogos_num,atletas.rodada_id,atletas.media_num,atletas.foto,atletas.clube_id,atletas.pontos_num,atletas.preco_num,atletas.clube.id.full.name,atletas.posicao_id,atletas.atleta_id,A,CA,DS,FC,FD,FF,FS,FT,G,I,CV,SG,V,PS,DE,GS,DP,PP,PC,GC
629,Mila,0.0,Lucas Eduardo Müller - Milla,Mila,,6,mila,5,10,0.38,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_GjZARIK.png,284,0.0,0.7,Grêmio,4,115671,,2.0,4.0,9.0,,1.0,2.0,,,,,,,,,,,,,
630,Gabriel Delfim,0.0,Gabriel Delfim Ferreira,G. Delfim,,6,gabriel-delfim,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_R1TAAd6.png,282,0.0,2.0,Atlético-MG,1,115674,,,,,,,,,,,,,,,,,,,,
631,Zé Vitor,0.0,José Vitor Geminiano Cavalieri,Z. Vitor,,6,ze-vitor,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_E9RklP7.png,267,0.0,2.0,Vasco,3,115733,,,,,,,,,,,,,,,,,,,,
632,Pimentel,0.0,Eric Lima Pimentel,Pimentel,,6,pimentel,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_bs3vmzt.png,267,0.0,2.0,Vasco,3,115734,,,,,,,,,,,,,,,,,,,,
633,Jonathan,0.0,Jonathan da Cruz Silva,Jonathan,,6,jonathan,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/29/photo_FORMATO_7Zk5L8m.png,280,0.0,1.0,Bragantino,2,115870,,,,,,,,,,,,,,,,,,,,
634,Lelê,1.12,Leanderson da Silva Genésio,Lelê,,6,lele,10,10,2.96,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_JNinp65.png,266,7.9,10.21,Fluminense,5,115915,2.0,1.0,2.0,7.0,2.0,8.0,1.0,1.0,1.0,,,,,,,,,,,
635,Endrick,1.19,Endrick Felipe Moreira de Sousa,Endrick,,6,endrick,8,10,3.43,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_6tQjxwx.png,275,8.5,8.17,Palmeiras,5,115959,,1.0,2.0,15.0,1.0,3.0,6.0,,3.0,,,,,,,,,,,
636,Denilson,-0.21,Denilson Alves Borges,Denilson,,7,denilson,7,10,2.08,https://s.sde.globo.com/media/person_role/2022/10/15/photo_FORMATO_sqKxYTo.png,1371,1.5,3.07,Cuiabá,4,115986,,4.0,11.0,13.0,2.0,3.0,9.0,,,,,,,,,,,,,
637,Mateus Henrique,0.0,Mateus Henrique Alves Silva,M. Henrique,,6,mateus-henrique,1,10,1.6,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_9xPLICS.png,327,0.0,1.15,América-MG,4,115997,,,1.0,2.0,,,2.0,,,,,,,,,,,,,
638,Adyson,0.0,Adyson do Nascimento Soares,Adyson,,5,adyson,2,10,1.65,https://s.sde.globo.com/media/person_role/2022/02/25/816e31c3a9501bc4cafc2ef28de0e625_FORMATO.png,327,0.0,2.43,América-MG,5,115998,,,3.0,1.0,,,,,,,,,,,,,,,,
639,Matheus Gonçalves,0.0,Matheus Gonçalves Martins,M. Gonçalves,,6,matheus-goncalves,2,10,0.75,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_ugK8C1s.png,262,0.0,2.69,Flamengo,4,116012,,,,1.0,,1.0,2.0,,,,,,,,,,,,,
640,Igor Jesus,0.0,Igor Jesus Lima,I. Jesus,,6,igor-jesus,1,10,1.9,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_fA4Y3X6.png,262,0.0,2.52,Flamengo,4,116013,,,1.0,1.0,,,2.0,,,,,,,,,,,,,
641,Victor Hugo,-0.57,Victor Hugo Gomes Silva,V. Hugo,,6,victor-hugo,9,10,2.4,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_nUR0WYM.png,262,0.0,5.6,Flamengo,4,116034,1.0,,9.0,1.0,,2.0,9.0,,,,,,,,,,,,,
642,Vitor Graziani,0.0,Vitor Hugo Santos Graziani,V. Graziani,,6,vitor-graziani,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/04/01/photo_FORMATO_bXh4eA4.png,282,0.0,1.0,Atlético-MG,4,116046,,,,,,,,,,,,,,,,,,,,
643,Raí,0.0,Raí da Silva Pessanha,Raí,,6,rai,1,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_n8x32pL.png,263,0.0,2.11,Botafogo,4,116048,,,,,,,,,,,,,,,,,,,,
644,Cuiabano,-0.89,Luís Eduardo Soares da Silva,Cuiabano,,7,cuiabano,3,10,5.3,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ER9oADt.png,284,1.6,4.4,Grêmio,2,116065,,,4.0,10.0,1.0,3.0,5.0,,1.0,,,,,,,,,,,
645,João Moreira,0.0,João Moreira Sanmartin Souza,J. Moreira,,5,joao-moreira,0,10,0.0,https://s.sde.globo.com/media/person_role/2022/03/01/b2773da8a486428f92cda01d2ab65d9e_FORMATO.png,276,0.0,3.0,São Paulo,2,116137,,,,,,,,,,,,,,,,,,,,
646,Gabriel Silva,0.0,Gabriel Silva Azevedo Figueiredo,G. Silva,,6,gabriel-silva,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/04/20/photo_FORMATO_fzfvURk.png,294,0.0,1.0,Coritiba,4,116282,,,,,,,,,,,,,,,,,,,,
647,Daniel Junior,0.0,Daniel de Melo Araújo Junior,D. Junior,,6,daniel-junior,3,10,0.67,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_BhP9sDN.png,283,0.0,2.67,Cruzeiro,4,116432,,,,1.0,,1.0,3.0,,,,,,,,,,,,,
648,Hércules,-0.59,Hércules Pereira do Nascimento,Hércules,,7,hercules,9,10,3.35,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_U5EjTT7.png,356,-0.1,6.37,Fortaleza,4,116447,,1.0,14.0,14.0,3.0,5.0,6.0,,1.0,1.0,,,,,,,,,,
649,André,0.0,André Dhominique Queiroz Santiago Da Silva,André,,2,andre,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_kQwNdzi.png,265,0.0,3.0,Bahia,2,116450,,,,,,,,,,,,,,,,,,,,
650,Jamerson,1.03,Jamerson Santos de Jesus,Jamerson,,7,jamerson,9,10,2.86,https://s.sde.globo.com/media/person_role/2023/04/10/photo_FORMATO_FvosjlG.png,294,7.4,6.74,Coritiba,2,116461,,1.0,15.0,5.0,2.0,3.0,1.0,,,1.0,,1.0,,,,,,,,
651,Daniel Ruiz,0.0,Daniel Felipe Ruiz Rivera,D. Ruiz,,6,daniel-ruiz,9,10,1.08,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_XXpQoGP.png,277,0.0,3.47,Santos,4,116672,,1.0,6.0,2.0,,2.0,5.0,,,,,,,,,,,,,
652,Everton,0.0,Everton Macedo Moraes,Everton,,6,everton,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_yPTcOhb.png,265,0.0,2.0,Bahia,5,116690,,,,,,,,,,,,,,,,,,,,
653,Jhonny,0.0,Jhonny Cardinoti Pedro,Jhonny,,6,jhonny,0,10,0.0,https://s.sde.globo.com/media/person_role/2022/02/24/07c2ee6d264dd5863593c52fdaba42b5_FORMATO.png,280,0.0,1.0,Bragantino,2,116825,,,,,,,,,,,,,,,,,,,,
654,Reginaldo,0.0,Reginaldo dos Santos Moreira,Reginaldo,,6,reginaldo,0,10,0.0,https://s.sde.globo.com/media/person_role/2022/04/15/c6b1985503cc71ba6d6154b448940158_FORMATO.png,290,0.0,1.0,Goiás,5,116835,,,,,,,,,,,,,,,,,,,,
655,Popó,0.0,Werik Silva Pinto,Popó,,6,popo,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_DFCaYPL.png,280,0.0,3.0,Bragantino,5,116994,,,,,,,,,,,,,,,,,,,,
656,Thiago Borbas,-1.15,Thiago Nicolás Borbas Silva,T. Borbas,,6,thiago-borbas,8,10,4.3,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_y6Ph2tU.png,280,0.6,5.97,Bragantino,5,117314,,3.0,1.0,11.0,2.0,4.0,4.0,,4.0,1.0,,,,,,,,,,
657,Renato Marques,-1.07,Renato Marques de Oliveira Júnior,R. Marques,,6,renato-marques,6,10,2.17,https://s.sde.globo.com/media/person_role/2023/06/03/photo_FORMATO_lScxD3S.png,327,0.0,2.23,América-MG,5,117403,1.0,2.0,2.0,5.0,,1.0,1.0,,1.0,2.0,,,,,,,,,,
658,Léo Maná,0.0,Leonardo Mana Hernandes,L. Maná,,6,leo-mana,0,10,0.0,https://s.sde.globo.com/media/person_role/2022/07/02/5c3199a34de47846ae66a0560d4e7417_FORMATO.png,264,0.0,2.0,Corinthians,2,117459,,,,,,,,,,,,,,,,,,,,
659,Galoppo,0.0,Giuliano Galoppo,Galoppo,,5,galoppo,0,10,0.0,https://s.sde.globo.com/media/person_role/2022/07/26/2ca20d35cbccce7d03bb8c585af8fddc_FORMATO.png,276,0.0,5.0,São Paulo,4,117579,,,,,,,,,,,,,,,,,,,,
660,Pedro Caixinha,-0.07,Pedro Miguel Faria Caixinha,P. Caixinha,,7,pedro-caixinha,10,10,4.86,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_LvzP4JH.png,280,3.38,9.31,Bragantino,6,117711,,,,,,,,,,,,,3.0,,,,,,,
661,Young,0.0,Young Navarro Moraes,Young,,6,young,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/06/07/photo_FORMATO.png,276,0.0,1.0,São Paulo,1,117818,,,,,,,,,,,,,,,,,,,,
662,Giovane,0.0,Giovane Santana do Nascimento,Giovane,,6,giovane,1,10,1.2,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_TquvINB.png,264,0.0,2.44,Corinthians,5,117849,,,1.0,,,,,,,,,,,,,,,,,
663,Estevão,0.0,Estevão Barreto de Oliveira,Estevão,,6,estevao,1,10,0.2,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_HFq77iJ.png,285,0.0,2.11,Internacional,4,117870,,,,1.0,,,1.0,,,,,,,,,,,,,
664,Wesley,-0.1,Wesley Gassova Ribeiro Teixeira,Wesley,,6,wesley,5,10,2.46,https://s.sde.globo.com/media/person_role/2022/04/19/e9c12ff02569765cb5c876412fae8bb8_FORMATO.png,264,0.5,2.97,Corinthians,5,117909,,,6.0,2.0,2.0,1.0,3.0,,,,,,,1.0,,,,,,
665,Nathan Camargo,0.0,Nathan Camargo dos Santos,N. Camargo,,6,nathan-camargo,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_JrPbIiU.png,280,0.0,2.0,Bragantino,4,118175,,,,,,,,,,,,,,,,,,,,
666,Ronald,0.0,Ronald Cardoso Falkoski,Ronald,,6,ronald,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_EPk63SW.png,284,0.0,1.0,Grêmio,4,118238,,,,,,,,,,,,,,,,,,,,
667,Pedrinho,0.0,Pedro Junqueira de Oliveira,Pedrinho,,6,pedrinho,1,10,-0.3,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_vpwMN7R.png,290,0.0,1.31,Goiás,5,118304,,,,1.0,,,,,,,,,,,,,,,,
668,Zé Welinton,0.0,José Welinton Campos Menezes,Z. Welinton,,6,ze-welinton,0,10,0.0,https://s.sde.globo.com/media/person_role/2022/06/29/eb9c2188bfd2d30e670faa55785ea3f2_FORMATO.png,262,0.0,1.0,Flamengo,2,118501,,,,,,,,,,,,,,,,,,,,
669,Rodriguinho,-0.8,Rodrigo Huendra Almeida Mendonça,Rodriguinho,,6,rodriguinho,4,10,0.63,https://s.sde.globo.com/media/person_role/2022/07/03/2c39fe8401bb55ea80a9a5bf0fde08ef_FORMATO.png,276,-1.3,0.7,São Paulo,4,118563,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,
670,Weslley Patati,0.0,Weslley Pinto Batista,W. Patati,,6,weslley-patati,1,10,3.6,https://s.sde.globo.com/media/person_role/2022/07/10/a604fa10e6f654cdd7a69453df88ea07_FORMATO.jpeg,277,0.0,2.22,Santos,5,118676,,,3.0,,,,,,,,,,,,,,,,,
671,Kevyson,0.0,Kevyson Costa e Silva,Kevyson,,6,kevyson,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/05/14/photo_FORMATO_7ayVqP0.png,277,0.0,1.0,Santos,2,118701,,,,,,,,,,,,,,,,,,,,
672,Eguinaldo,0.0,Eguinaldo de Sousa Lemos,Eguinaldo,,6,eguinaldo,2,10,0.1,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_tsGYQ1l.png,267,0.0,2.38,Vasco,5,118708,,1.0,,2.0,,1.0,2.0,,,,,,,,,,,,,
673,Calebe,0.0,Calebe Oliveira Costa,Calebe,,6,calebe,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/06/04/photo_FORMATO_ILdcwWv.png,1371,0.0,1.0,Cuiabá,4,118709,,,,,,,,,,,,,,,,,,,,
674,Ed Carlos,0.0,Ed Carlos de Arruda Amorim,E. Carlos,,6,ed-carlos,4,10,0.5,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7WKkp5D.png,277,0.0,2.0,Santos,4,118747,,,1.0,,,1.0,,,,,,,,,,,,,,
675,Mateus Carvalho,0.18,Mateus Carvalho dos Santos,M. Carvalho,,7,mateus-carvalho,3,10,2.17,https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_AtC7CQ7.png,267,3.0,2.81,Vasco,4,118752,,,7.0,8.0,,,1.0,,,,,,,,,,,,,
676,Patrick Verhon,0.0,Patrick Verhon Pertel Pereira,P. Verhon,,6,patrick-verhon,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_8G6mq44.png,265,0.0,2.0,Bahia,4,118770,,,,,,,,,,,,,,,,,,,,
677,Alexsander,0.0,Alexsander Christian Gomes da Costa,Alexsander,,6,alexsander,5,10,5.34,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_HMSPuY2.png,266,0.0,10.06,Fluminense,2,118774,1.0,,6.0,10.0,,2.0,2.0,,,1.0,,3.0,,,,,,,,
678,Kaio César,-0.28,Kaio César Andrade Lima,K. César,,6,kaio-cesar,9,10,1.66,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_jGkK86O.png,294,0.0,3.56,Coritiba,5,118844,,1.0,4.0,8.0,2.0,,23.0,,,3.0,,,,,,,,,,
679,Erick Marcus,0.62,Erick Marcus dos Santos Oliveira do Carmo,E. Marcus,,6,erick-marcus,5,10,3.66,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_WLTp9mI.png,267,4.5,3.93,Vasco,5,121184,,1.0,5.0,3.0,1.0,,4.0,1.0,1.0,,,,,,,,,,,
680,Simioni,0.0,Eduardo Simioni,Simioni,,6,simioni,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/05/14/photo_FORMATO_GEmB6In.png,290,0.0,1.0,Goiás,4,121235,,,,,,,,,,,,,,,,,,,,
681,Kauan,0.0,Kauan Rodrigues da Silva,Kauan,,6,kauan,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/05/03/photo_FORMATO.png,356,0.0,2.0,Fortaleza,4,121237,,,,,,,,,,,,,,,,,,,,
682,Wendell,0.0,Wendell Silva Santos dos Santos,Wendell,,6,wendell,0,10,0.0,,290,0.0,1.0,Goiás,5,121238,,,,,,,,,,,,,,,,,,,,
683,Alan,0.0,Alan Matheus Stence,Alan,,6,alan,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_Jmw1xcE.png,290,0.0,1.0,Goiás,4,121242,,,,,,,,,,,,,,,,,,,,
684,Gabryel Freitas,0.0,Gabryel Vinícius Araújo Freitas,G. Freitas,,6,gabryel-freitas,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_2WJ0Lb4.png,1371,0.0,2.0,Cuiabá,5,121263,,,,,,,,,,,,,,,,,,,,
685,Paulinho,0.0,Paulo Ricardo de Souza Babilônia,Paulinho,,6,paulinho,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/02/23/photo_FORMATO_5ClDe2s.png,267,0.0,1.0,Vasco,2,121766,,,,,,,,,,,,,,,,,,,,
686,Vitão,-0.59,Victor Matheus dos Santos Gonçalves,Vitão,,6,vitao,1,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/21/photo_220x220_xTgu9xA.png,1371,0.0,1.41,Cuiabá,3,121779,,,,,,,,,,,,,,,,,,,,
687,André,0.0,André Henrique da Silva Martins,André,,6,andre,5,10,0.3,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_rIXRX47.png,284,0.0,0.88,Grêmio,5,121792,,1.0,2.0,4.0,,1.0,1.0,,,,,,,,,,,,,
688,Jean Pedroso,1.12,Jean Henrique Carneiro Pedroso,J. Pedroso,,7,jean-pedroso,1,10,7.2,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_BsJge2e.png,294,7.2,2.12,Coritiba,3,121796,,,1.0,,,,2.0,,,,,1.0,,,,,,,,
689,Sidnei,0.0,Sidnei Fernandes Junior,Sidnei,,6,sidnei,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_A2xBlsx.png,294,0.0,1.0,Coritiba,1,121797,,,,,,,,,,,,,,,,,,,,
690,Murillo,-0.1,Murillo Santiago Costa dos Santos,Murillo,,7,murillo,8,10,1.96,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_dsRP9Y8.png,264,1.7,2.03,Corinthians,3,121821,,1.0,9.0,7.0,1.0,1.0,2.0,,,,,1.0,,,,,,,,
691,Janderson,0.0,Janderson de Carvalho Costa,Janderson,,6,janderson,3,10,0.6,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_ubiTL56.png,263,0.0,1.39,Botafogo,5,121830,,,2.0,2.0,,,,,,,,,,,,,,,,
692,Giovanni Manson,0.0,Giovanni Manson Ribeiro,G. Manson,,6,giovanni-manson,2,10,-0.3,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_7pCfzQS.png,266,0.0,1.9,Fluminense,4,121985,,1.0,,2.0,,,2.0,,,,,,,,,,,,,
693,Ronald Barcellos,0.0,Ronald Barcellos Arantes,R. Barcellos,,6,ronald-barcellos,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_9Vjj41S.png,284,0.0,3.0,Grêmio,5,122233,,,,,,,,,,,,,,,,,,,,
694,Thiago Dombroski,1.2,Thiago Dombroski Moreira,T. Dombroski,,7,thiago-dombroski,2,10,3.0,https://s.sde.globo.com/media/person_role/2023/05/11/photo_FORMATO_XH1tvmy.png,294,6.3,1.89,Coritiba,3,122293,,1.0,2.0,3.0,,,1.0,,,,,1.0,,,,,,,,
695,Ryan,0.22,Ryan Carlos Santos de Sousa,Ryan,,3,ryan,5,10,3.86,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_9WvAzGp.png,265,5.5,3.47,Bahia,2,122300,2.0,3.0,6.0,5.0,1.0,,1.0,,,1.0,,1.0,,,,,,,,
696,Kennedy,0.0,Kennedy Anderson Gomes Ferreira,Kennedy,,6,kennedy,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_nXCTAYa.png,265,0.0,1.0,Bahia,5,122301,,,,,,,,,,,,,,,,,,,,
697,Lorran,0.0,Lorran Lucas Pereira de Sousa,Lorran,,6,lorran,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_PqkKiZh.png,262,0.0,3.0,Flamengo,4,122321,,,,,,,,,,,,,,,,,,,,
698,Lyncon,0.0,Lyncon Correa Gonçalves,Lyncon,,6,lyncon,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/06/06/photo_FORMATO.png,267,0.0,1.0,Vasco,3,122378,,,,,,,,,,,,,,,,,,,,
699,Talisson,0.0,Talisson de Almeida,Talisson,,6,talisson,1,10,3.8,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_EfBwbRQ.png,280,0.0,3.1,Bragantino,5,122393,,,2.0,1.0,1.0,,1.0,,,,,,,,,,,,,
700,Gustavinho,0.03,Gustavo Ribeiro Neves,Gustavinho,,6,gustavinho,5,10,1.12,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_D4mqWRg.png,280,1.2,2.47,Bragantino,4,122394,,,3.0,2.0,,2.0,2.0,,,,,,,,,,,,,
701,Adryan,0.0,Adryan Bezerra Silva,Adryan,,6,adryan,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/05/03/photo_FORMATO_1O3rVYH.png,264,0.0,1.0,Corinthians,4,122398,,,,,,,,,,,,,,,,,,,,
702,Felipe,0.0,Felipe de Souza Motta Marins,Felipe,,6,felipe,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_E4VXEre.png,285,0.0,1.0,Internacional,3,122419,,,,,,,,,,,,,,,,,,,,
703,Lucca,0.17,Lucca Holanda Sampaio Tavares,Lucca,,6,lucca,8,10,0.27,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_hF9GrgX.png,285,1.0,1.14,Internacional,5,122420,,1.0,1.0,1.0,,1.0,3.0,,,,,,,,,,,,,
704,Isaac,0.0,Isaac Rodrigues de Lima,Isaac,,6,isaac,2,10,0.5,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_BvtRIqc.png,266,0.0,0.81,Fluminense,4,122439,,,,,,,2.0,,,,,,,,,,,,,
705,Kayky Almeida,0.0,Kayky Henrique Almeida Brandão da Silva,K. Almeida,,6,kayky-almeida,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/05/25/photo_FORMATO_yqxwXSM.png,266,0.0,1.0,Fluminense,3,122441,,,,,,,,,,,,,,,,,,,,
706,Barros,0.0,Cauan Lucas Barros da Luz,Barros,,6,barros,6,10,2.03,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_VK7ktPd.png,267,0.0,2.3,Vasco,4,122485,,1.0,3.0,6.0,,3.0,2.0,,1.0,,,,,,,,,,,
707,Rayan,2.63,Rayan Vitor Simplício Rocha,Rayan,,7,rayan,1,10,12.5,https://s.sde.globo.com/media/person_role/2023/06/10/photo_FORMATO_5eE8NWY.png,267,12.5,3.63,Vasco,5,122486,,,1.0,,1.0,2.0,1.0,,1.0,,,,,,,,,,,
708,Amorim,0.0,Alexsandro Amorim de Freitas Filho,Amorim,,6,amorim,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_bHZGJhi.png,356,0.0,2.0,Fortaleza,4,122598,,,,,,,,,,,,,,,,,,,,
709,Matheus Belém,0.0,Matheus José Belém de Souza,M. Belém,,6,matheus-belem,0,10,0.0,,276,0.0,1.0,São Paulo,3,122602,,,,,,,,,,,,,,,,,,,,
710,Bruno Santos,0.14,Bruno Araújo dos Santos,B. Santos,,6,bruno-santos,4,10,-0.08,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_TrU9q7C.png,290,0.2,1.79,Goiás,2,122668,,1.0,1.0,5.0,,,2.0,,,,,,,,,,,,,
711,Lucas Cunha,0.0,Lucas de Souza Cunha,L. Cunha,,6,lucas-cunha,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_UKu2eTF.png,280,0.0,4.0,Bragantino,3,122755,,,,,,,,,,,,,,,,,,,,
712,Breno,-0.36,Breno Cascardo Lemos,Breno,,7,breno,4,10,3.85,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_RDObIp6.png,327,0.0,2.74,América-MG,4,122991,,,5.0,7.0,1.0,1.0,3.0,,1.0,,,,,,,,,,,
713,Luan Campos,0.0,Luan de Campos Cristiano da Silva,L. Campos,,6,luan-campos,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO_ghOAcrE.png,327,0.0,3.0,América-MG,5,122992,,,,,,,,,,,,,,,,,,,,
714,Pedro,-0.23,Pedro Henrique Silva dos Santos,Pedro,,2,pedro,4,10,1.57,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO.png,264,0.5,1.55,Corinthians,5,123022,,,,2.0,3.0,,5.0,,,2.0,,,,1.0,,,,,,
715,Tiago Gomes,0.0,Tiago Gomes dos Santos,T. Gomes,,6,tiago-gomes,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/04/24/photo_FORMATO.png,265,0.0,1.0,Bahia,1,123054,,,,,,,,,,,,,,,,,,,,
716,Zinho,0.0,Luis Henrique Hoffmann,Zinho,,6,zinho,6,10,2.12,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_dzNYC4x.png,284,0.0,4.19,Grêmio,5,123153,1.0,,4.0,,1.0,1.0,2.0,,,1.0,,,,,,,,,,
717,Cadu,0.0,Carlos Eduardo Amaral Pereira de Castro,Cadu,,6,cadu,1,10,1.2,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_FDCeBal.png,282,0.0,0.95,Atlético-MG,5,123359,,,1.0,,,,,,,,,,,,,,,,,
718,Cauly,0.49,Cauly Oliveira Souza,Cauly,,6,cauly,10,10,3.23,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ruw71T7.png,265,3.7,6.5,Bahia,4,123360,2.0,,5.0,7.0,6.0,8.0,10.0,,,1.0,,,,,,,,,,
719,Pedro Lima,0.0,Pedro Lima de Barros,P. Lima,,6,pedro-lima,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_A5AzBcL.png,275,0.0,1.0,Palmeiras,4,123610,,,,,,,,,,,,,,,,,,,,
720,Luis Guilherme,0.0,Luis Guilherme Lira dos Santos,L. Guilherme,,6,luis-guilherme,4,10,1.25,https://s.sde.globo.com/media/person_role/2023/04/22/photo_FORMATO_xdmiXWp.png,275,0.0,1.79,Palmeiras,4,123713,,,1.0,1.0,1.0,,6.0,,,1.0,,,,,,,,,,
721,Zé Guilherme,0.0,José Guilherme de Lima Costa,Z. Guilherme,,6,ze-guilherme,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_HA7qoxl.png,284,0.0,1.0,Grêmio,2,123717,,,,,,,,,,,,,,,,,,,,
722,Arthur Zanella,0.0,Arthur Zanella Koerich,A. Zanella,,6,arthur-zanella,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/05/17/photo_FORMATO_WxI37NH.png,293,0.0,1.0,Athlético-PR,3,123725,,,,,,,,,,,,,,,,,,,,
723,Pepa,0.34,Pedro Miguel Marques da Costa Filipe,Pepa,,7,pepa,10,10,5.83,https://s.sde.globo.com/media/person_role/2023/03/20/photo_220x220_o3JUWBe.png,283,4.78,11.25,Cruzeiro,6,123907,,,,,,,,,,,,,4.0,,,,,,,
724,Everton,0.0,Everton Tiago Barella de Souza Messias,Everton,,6,everton,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/05/13/photo_FORMATO.png,280,0.0,1.0,Bragantino,5,124158,,,,,,,,,,,,,,,,,,,,
