,atletas.apelido,atletas.variacao_num,atletas.nome,atletas.apelido_abreviado,atletas.minimo_para_valorizar,atletas.status_id,atletas.slug,atletas.jogos_num,atletas.rodada_id,atletas.media_num,atletas.foto,atletas.clube_id,atletas.pontos_num,atletas.preco_num,atletas.clube.id.full.name,atletas.posicao_id,atletas.atleta_id,A,CA,DS,FC,FD,FF,FS,FT,G,I,CV,SG,V,PS,DE,GS,DP,PP,PC,GC
174,Hyoran,0.0,Hyoran Kaue Dalmoro,Hyoran,,7,hyoran,9,10,4.41,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_we4xNWc.png,282,0.0,6.74,Atlético-MG,4,85931,,3.0,13.0,20.0,3.0,9.0,9.0,1.0,2.0,2.0,,,,,,,,,1.0,
175,Gustavo Sauer,0.0,Gustavo Affonso Sauerbeck,G. Sauer,,6,gustavo-sauer,2,10,2.6,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_plrV8jg.png,263,0.0,2.76,Botafogo,5,85993,,,3.0,2.0,,1.0,1.0,,,1.0,,,,1.0,,,,,,
176,Wanderson,-0.31,Wanderson Santos Pereira,Wanderson,,7,wanderson,4,10,1.53,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO_b5qzoWm.png,327,1.4,3.12,América-MG,3,86143,,,1.0,7.0,1.0,1.0,,,,,,1.0,,,,,,,,
177,Alê,0.0,Alexandre Egea,Alê,,7,ale,8,10,2.16,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_BijuTNZ.png,327,0.0,5.61,América-MG,4,86388,,2.0,7.0,11.0,,4.0,6.0,,1.0,,,,,,,,,,,
178,Sander,1.17,Sander Henrique Bortolotto,Sander,,7,sander,10,10,5.0,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_klsEyT2.png,290,10.2,10.52,Goiás,2,86391,2.0,,23.0,13.0,4.0,2.0,20.0,,,1.0,,,,,,,,,,
179,Victor Luis,0.67,Victor Luis Chuab Zamblauskas,V. Luis,,6,victor-luis,7,10,1.14,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_cjqZYOH.png,294,4.7,3.11,Coritiba,2,86410,,2.0,5.0,6.0,,1.0,6.0,,,,,1.0,,,,,,,,1.0
180,Keno,-0.5,Marcos da Silva França,Keno,,6,keno,4,10,-0.35,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_RDEOJLs.png,266,0.5,2.1,Fluminense,5,86485,,2.0,1.0,5.0,,,2.0,,,1.0,,,,,,,,,,
181,Jandrei,0.0,Jandrei Chitolina Carniel,Jandrei,,5,jandrei,0,10,0.0,https://s.sde.globo.com/media/person_role/2022/03/01/aea40f3f23e91096dde97a5b7a877640_FORMATO.png,276,0.0,5.0,São Paulo,1,86508,,,,,,,,,,,,,,,,,,,,
182,Tchê Tchê,0.3,Danilo das Neves Pinheiro,T. Tchê,,7,tche-tche,10,10,3.25,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_FytIYxJ.png,263,2.7,8.31,Botafogo,4,86686,1.0,,10.0,16.0,3.0,4.0,11.0,,1.0,,,,,,,,,,,
183,Richard Coelho,0.0,Richard Cândido Coelho,R. Coelho,,6,richard-coelho,4,10,4.75,https://s.sde.globo.com/media/person_role/2023/03/14/photo_220x220_hWLUIMn.png,283,0.0,9.02,Cruzeiro,4,86711,,2.0,13.0,5.0,1.0,3.0,7.0,,,2.0,,,,,,,,,,
184,Everton,1.62,Everton Sousa Soares,Everton,,6,everton,10,10,4.88,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_EcaScZP.png,262,10.2,9.32,Flamengo,5,86757,3.0,1.0,8.0,8.0,6.0,10.0,7.0,,1.0,1.0,,,,1.0,,,,,,
185,Danilo Barbosa,0.0,Danilo Barbosa da Silva,D. Barbosa,,5,danilo-barbosa,3,10,4.57,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_6wIsdHM.png,263,0.0,6.37,Botafogo,4,86777,,,3.0,4.0,,1.0,5.0,,1.0,,,,,,,,,,,
186,Rodrigo Pinho,0.0,Rodrigo Cunha Pereira de Pinho,R. Pinho,,6,rodrigo-pinho,5,10,1.88,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_28kb8HP.png,294,0.0,3.58,Coritiba,5,86799,,,2.0,2.0,2.0,4.0,4.0,,,,,,,,,,,,,
187,Boschilia,0.0,Gabriel Boschilia,Boschilia,,6,boschilia,7,10,4.49,https://s.sde.globo.com/media/person_role/2022/08/12/8bbade4dbabca44eb3eda2767deda745_FORMATO.png,294,0.0,6.51,Coritiba,4,86841,1.0,1.0,6.0,3.0,4.0,6.0,7.0,,1.0,,,,,,,,,,,
188,José Welison,0.07,José Welison da Silva,J. Welison,,6,jose-welison,4,10,0.58,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_Sq4MDcU.png,356,0.9,2.78,Fortaleza,4,86859,,1.0,3.0,6.0,,,3.0,,,,,,,,,,,,,
189,Marlon,0.0,Marlon Matheus Lopes do Nascimento,Marlon,,6,marlon,6,10,4.37,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_9jhAK26.png,327,0.0,6.78,América-MG,2,86864,1.0,1.0,12.0,5.0,,1.0,13.0,,,,,1.0,,,,,,,,1.0
190,Eduardo Bauermann,0.0,Eduardo Gabriel dos Santos Bauermann,E. Bauermann,,3,eduardo-bauermann,3,10,5.3,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_GWoHgvv.png,277,0.0,8.08,Santos,3,86970,,,2.0,3.0,1.0,4.0,,,1.0,,1.0,1.0,,,,,,,,
191,Léo Jardim,-0.1,Leonardo César Jardim,L. Jardim,,7,leo-jardim,10,10,2.35,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_2NC7Cvz.png,267,-1.0,9.03,Vasco,1,87008,,1.0,,,,,1.0,,,,,,,,43.0,19.0,,,,
192,Nathan,-0.31,Nathan Allan de Souza,Nathan,,6,nathan,7,10,1.72,https://s.sde.globo.com/media/person_role/2023/04/12/photo_FORMATO_H5UIx66.png,284,1.7,4.59,Grêmio,4,87009,,1.0,6.0,7.0,4.0,2.0,3.0,,,,,,,,,,,,,
193,Matheus Peixoto,1.45,Matheus Vieira Campos Peixoto,M. Peixoto,,7,matheus-peixoto,9,10,5.12,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_FC0h7Wp.png,290,12.3,9.46,Goiás,5,87098,1.0,2.0,10.0,10.0,5.0,8.0,13.0,,2.0,8.0,,,,,,,,,,
194,Pedro Henrique,0.0,Pedro Henrique Ribeiro Gonçalves,P. Henrique,,7,pedro-henrique,7,10,4.74,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Pmz9ta0.png,293,0.0,10.31,Athlético-PR,3,87225,,3.0,8.0,6.0,1.0,3.0,4.0,,1.0,2.0,,3.0,,,,,,,,
195,Guilherme Arana,-3.87,Guilherme Antonio Arana Lopes,G. Arana,,6,guilherme-arana,1,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_6cBmo9F.png,282,0.0,9.13,Atlético-MG,2,87228,,,,,,,,,,,,,,,,,,,,
196,Carlos de Pena,0.0,Carlos María de Pena Bonino,C. Pena,,5,carlos-de-pena,9,10,2.75,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8NTSnKt.png,285,0.0,7.4,Internacional,4,87242,,1.0,9.0,5.0,2.0,5.0,4.0,,1.0,,,,,,,,,,,
197,Soteldo,0.41,Yeferson Julio Soteldo Martínez,Soteldo,,7,soteldo,5,10,5.8,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xCE9nv8.png,277,8.8,9.21,Santos,5,87258,1.0,,6.0,2.0,4.0,4.0,19.0,1.0,,1.0,1.0,,,,,,,,,
198,Kannemann,-1.21,Walter Kannemann,Kannemann,,3,kannemann,8,10,4.48,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_q2fTOjY.png,284,2.2,8.35,Grêmio,3,87342,1.0,6.0,23.0,15.0,1.0,2.0,8.0,,,,1.0,2.0,,,,,,,,
199,Messias,0.92,Messias Rodrigues da Silva Júnior,Messias,,7,messias,10,10,4.17,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_XWlumea.png,277,7.1,8.1,Santos,3,87402,,,14.0,7.0,,2.0,3.0,,,1.0,,5.0,,,,,,,1.0,
200,Thaciano,-0.59,Thaciano Mickael da Silva,Thaciano,,7,thaciano,9,10,6.12,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_dQGg2S1.png,265,1.1,11.1,Bahia,4,87470,2.0,,16.0,12.0,4.0,11.0,10.0,1.0,1.0,1.0,,,,,,,,,,
201,Vitor Bueno,0.0,Vitor Frezarin Bueno,V. Bueno,,6,vitor-bueno,7,10,3.39,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Vn5DBCR.png,293,0.0,6.88,Athlético-PR,4,87552,2.0,3.0,5.0,4.0,4.0,4.0,8.0,,,1.0,,,,,,,,,,
202,Mateus Pasinato,-1.05,Mateus Pasinato,M. Pasinato,,7,mateus-pasinato,5,10,3.8,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_1bOXVa7.png,327,0.0,2.95,América-MG,1,87603,,,,,,,2.0,,,,,1.0,,,20.0,7.0,,,,
203,Neto Moura,0.09,Antônio Francisco Moura Neto,N. Moura,,6,neto-moura,8,10,1.12,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_MSIx6c6.png,283,0.2,2.61,Cruzeiro,4,87742,,1.0,7.0,7.0,,4.0,1.0,,,1.0,,,,,,,,,,
204,Yago Felipe,0.0,Yago Felipe da Costa Rocha,Y. Felipe,,5,yago-felipe,6,10,2.18,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO.png,265,0.0,5.25,Bahia,4,87747,,1.0,12.0,13.0,,2.0,4.0,,,,,,,,,,,,,
205,Philipe Sampaio,0.0,Philipe Sampaio Azevedo,P. Sampaio,,6,philipe-sampaio,4,10,3.32,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_E29teNI.png,263,0.0,4.16,Botafogo,3,87808,,,2.0,1.0,,1.0,1.0,,,1.0,,2.0,,,,,,,,
206,Mauricio Lemos,-0.51,Paolo Mauricio Lemos Merladett,M. Lemos,,7,mauricio-lemos,7,10,3.51,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_oIj0aUq.png,282,2.2,9.72,Atlético-MG,3,87853,,4.0,7.0,9.0,4.0,1.0,5.0,,1.0,2.0,1.0,2.0,,,,,,,,
207,Arrascaeta,-1.68,Giorgian Daniel de Arrascaeta Benedetti,Arrascaeta,,7,arrascaeta,5,10,5.46,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,262,2.2,12.67,Flamengo,4,87863,2.0,1.0,5.0,7.0,2.0,5.0,8.0,1.0,,,,,,1.0,,,,,,
208,Balbuena,0.0,Fabián Cornelio Balbuena González,Balbuena,,6,balbuena,1,10,0.9,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_a0U2siY.png,264,0.0,4.33,Corinthians,3,87887,,,1.0,1.0,,,,,,,,,,,,,,,,
209,Alan Empereur,-1.61,Alan Pereira Empereur,A. Empereur,,7,alan-empereur,8,10,2.48,https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,1371,-0.3,4.11,Cuiabá,3,88033,1.0,2.0,3.0,4.0,1.0,1.0,5.0,,,,,2.0,,,,,,,,
210,Luís Castro,0.81,Luís Manuel Ribeiro de Castro,L. Castro,,7,luis-castro,10,10,6.83,https://s.sde.globo.com/media/person_role/2022/02/21/3d4eb55c672851b1407085b09c4dfbb4_FORMATO.png,263,7.77,13.13,Botafogo,6,88037,,,,,,,,,,,,,8.0,,,,,,,
211,Jorge,0.0,Jorge Marco de Oliveira Moraes,Jorge,,5,jorge,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_Rnoad6D.png,266,0.0,4.0,Fluminense,2,88065,,,,,,,,,,,,,,,,,,,,
212,Ivan,0.0,Ivan Quaresma da Silva,Ivan,,6,ivan,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_qStnmUz.png,267,0.0,5.0,Vasco,1,88136,,,,,,,,,,,,,,,,,,,,
213,Ángel Romero,0.0,Ángel Rodrigo Romero Villamayor,Ã. Romero,,6,angel-romero,3,10,0.63,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_CufTSrv.png,264,0.0,2.97,Corinthians,5,88323,,,1.0,1.0,,,2.0,,,,,,,,,,,,,
214,Gabriel Dias,0.0,Gabriel Dias de Oliveira,G. Dias,,5,gabriel-dias,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_SmDR7cT.png,267,0.0,3.0,Vasco,2,88368,,,,,,,,,,,,,,,,,,,,
215,Ayrton Lucas,-1.05,Ayrton Lucas Dantas de Medeiros,A. Lucas,,7,ayrton-lucas,10,10,7.12,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_P9K1v1H.png,262,6.9,15.99,Flamengo,2,88393,1.0,2.0,12.0,16.0,3.0,3.0,15.0,,3.0,,,4.0,,1.0,,,,,,
216,Aderlan,0.0,Aderlan de Lima Silva,Aderlan,,6,aderlan,6,10,4.12,https://s.sde.globo.com/media/person_role/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,280,0.0,8.53,Bragantino,2,88423,1.0,,14.0,9.0,,2.0,4.0,,,,1.0,1.0,,,,,,,,
217,Lucas Crispim,0.0,Lucas de Figueiredo Crispim,L. Crispim,,6,lucas-crispim,2,10,1.3,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_EvxhSX5.png,356,0.0,4.19,Fortaleza,4,88597,,,2.0,1.0,,,1.0,,,,,,,,,,,,,
218,Marcelino Moreno,0.98,Damián Marcelino Moreno,M. Moreno,,7,marcelino-moreno,6,10,3.28,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_S4cMFFx.png,294,5.8,4.6,Coritiba,4,88857,,1.0,1.0,3.0,3.0,3.0,13.0,,1.0,1.0,,,,,,,,,,
219,Luan Polli,0.0,Luan Polli Gomes,L. Polli,,6,luan-polli,1,10,3.5,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_gZl1v6O.png,294,0.0,3.54,Coritiba,1,88916,,,,,,,1.0,,,,,,,,5.0,2.0,,,,
220,Iago Maidana,0.79,Iago Justen Maidana Martins,I. Maidana,,7,iago-maidana,8,10,0.31,https://s.sde.globo.com/media/person_role/2022/02/24/ac60436f13f7ce52c62ccb9b8d4ac384_FORMATO.png,327,3.8,2.28,América-MG,3,89226,,3.0,4.0,7.0,,3.0,1.0,,,1.0,,,,,,,,,,
221,Gerson,-0.97,Gerson Santos da Silva,Gerson,,7,gerson,6,10,7.48,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_UpueHtq.png,262,7.8,11.49,Flamengo,4,89256,3.0,1.0,7.0,17.0,1.0,2.0,18.0,,2.0,2.0,,,,1.0,,,,,1.0,
222,João Pedro,0.72,João Pedro Maturano dos Santos,J. Pedro,,7,joao-pedro,5,10,5.08,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ux7O1sm.png,284,5.4,11.53,Grêmio,2,89273,,,8.0,,,1.0,4.0,,1.0,,,1.0,,,,,,,,
223,William,0.19,Willian de Asevedo Furtado,William,,7,william,10,10,4.48,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_mkEok8F.png,283,2.7,8.77,Cruzeiro,2,89275,1.0,2.0,17.0,14.0,,4.0,15.0,,,,,3.0,,,,,,,,
224,Igor Rabello,0.0,Igor Rabello da Costa,I. Rabello,,6,igor-rabello,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_JxE36o1.png,282,0.0,5.0,Atlético-MG,3,89493,,,,,,,,,,,,,,,,,,,,
225,Thiago Maia,0.0,Thiago Maia Alencar,T. Maia,,7,thiago-maia,8,10,3.05,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_yDq9MVW.png,262,0.0,7.15,Flamengo,4,89637,,2.0,23.0,10.0,,1.0,2.0,,,,,,,,,,,,,
226,Iury Castilho,0.0,Iury Lirio Freitas de Castilho,I. Castilho,,6,iury-castilho,5,10,1.6,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_WoJbpFR.png,1371,0.0,2.95,Cuiabá,5,89695,,,2.0,4.0,2.0,2.0,6.0,,,2.0,,,,,,,,,,
227,Calleri,-1.21,Jonathan Calleri,Calleri,,7,calleri,9,10,5.9,https://s.sde.globo.com/media/person_role/2022/03/01/3abaa943f1546750dd057d6cb3559ce5_FORMATO.png,276,1.3,14.46,São Paulo,5,89840,1.0,1.0,2.0,26.0,4.0,8.0,23.0,,4.0,3.0,,,,,,,,,,
228,Cristaldo,-1.25,Franco Cristaldo,Cristaldo,,7,cristaldo,9,10,6.36,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Sywtl9T.png,284,3.7,10.88,Grêmio,4,89846,1.0,,15.0,2.0,5.0,5.0,16.0,,2.0,2.0,,,,1.0,,,,,,
229,Dodi,-0.36,Douglas Moreira Fagundes,Dodi,,7,dodi,9,10,3.28,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_a0W192c.png,277,1.4,4.86,Santos,4,89883,,4.0,23.0,15.0,,1.0,19.0,,,,,,,,,,,,,
230,Róger Guedes,-0.71,Róger Krug Guedes,R. Guedes,,7,roger-guedes,10,10,8.22,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_39SGFR6.png,264,3.1,16.98,Corinthians,5,89898,,2.0,5.0,8.0,8.0,17.0,29.0,1.0,5.0,1.0,,,,,,,,,,
231,Everton Galdino,0.18,Everton Galdino Moreira,E. Galdino,,6,everton-galdino,10,10,2.95,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_TtRmr2d.png,284,1.7,5.54,Grêmio,5,89918,1.0,1.0,4.0,4.0,2.0,2.0,4.0,,2.0,,,,,,,,,,,
232,Mendoza,-0.46,John Stiven Mendoza Valencia,Mendoza,,7,mendoza,5,10,8.62,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_fdX9HMF.png,277,1.5,12.4,Santos,5,90031,2.0,,5.0,5.0,2.0,3.0,14.0,,2.0,2.0,,,,1.0,,,,,,
233,Bruno Pacheco,0.16,Bruno de Jesus Pacheco,B. Pacheco,,7,bruno-pacheco,9,10,7.3,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_PYjs4Li.png,356,6.3,11.13,Fortaleza,2,90061,3.0,1.0,17.0,16.0,2.0,4.0,11.0,,,,,5.0,,,,,,,,
234,Raí Ramos,0.0,Raí dos Reis Ramos,R. Ramos,,6,rai-ramos,4,10,3.95,https://s.sde.globo.com/media/person_role/2023/04/15/photo_FORMATO_p3UWrBW.png,276,0.0,5.3,São Paulo,2,90232,,2.0,4.0,5.0,2.0,2.0,1.0,,,,,2.0,,,,,,,,
235,Bruno Henrique,1.16,Bruno Henrique Pinto,B. Henrique,,6,bruno-henrique,5,10,2.88,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_PsLr2Kh.png,262,9.8,6.88,Flamengo,5,90285,,,3.0,6.0,,4.0,3.0,,1.0,1.0,,,,,,,,,,
236,Jailson,-1.78,Jaílson Marques Siqueira,Jailson,,6,jailson,1,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_borikKg.png,275,0.0,4.22,Palmeiras,4,90290,,,,,,,,,,,,,,,,,,,,
237,Pedro Rocha,0.0,Pedro Rocha Neves,P. Rocha,,5,pedro-rocha,0,10,0.0,https://s.sde.globo.com/media/person_role/2022/09/28/photo_FORMATO_wjBokpm.png,356,0.0,5.0,Fortaleza,5,90302,,,,,,,,,,,,,,,,,,,,
238,David,-0.37,David Correa da Fonseca,David,,6,david,4,10,2.37,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_zc5jjjt.png,276,-0.5,3.3,São Paulo,5,90309,,1.0,,1.0,,1.0,4.0,,1.0,,,,,,,,,,,
239,Rezende,0.8,Júlio César Rezende de Miranda,Rezende,,7,rezende,8,10,3.68,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,265,6.1,7.05,Bahia,4,90449,,1.0,23.0,8.0,,4.0,10.0,,,,1.0,,,,,,,,,
240,Diego Gonçalves,0.0,Diego Gonçalves,D. Gonçalves,,6,diego-goncalves,6,10,0.88,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_eh2bZ7u.png,290,0.0,1.89,Goiás,5,90540,,,,4.0,2.0,2.0,5.0,,,,,,,,,,,,,
241,Mateus Claus,0.0,Mateus Eduardo Claus,M. Claus,,6,mateus-claus,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_UPFwDzZ.png,265,0.0,3.0,Bahia,1,90590,,,,,,,,,,,,,,,,,,,,
242,Fabrício Bruno,1.25,Fabrício Bruno Soares de Faria,F. Bruno,,7,fabricio-bruno,10,10,4.02,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_zrQ4flU.png,262,7.5,9.97,Flamengo,3,90768,1.0,2.0,11.0,5.0,1.0,1.0,7.0,,,,,4.0,,,,,,,,
243,Everaldo,-0.39,Everaldo Silva do Nascimento,Everaldo,,7,everaldo,8,10,4.26,https://s.sde.globo.com/media/person_role/2022/02/25/561f3ca4238e82e1b2e1479a1a66c551_FORMATO.png,327,0.9,8.37,América-MG,5,91151,1.0,3.0,9.0,4.0,2.0,3.0,14.0,1.0,1.0,3.0,,,,,,,,,,
244,PK,0.0,Ítaro Patric Cardoso Calmon,PK,,6,pk,6,10,1.95,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_kfJYHxI.png,1371,0.0,4.01,Cuiabá,2,91190,,1.0,9.0,9.0,,2.0,2.0,,,,1.0,1.0,,,,,,,,
245,Éder,0.0,Éder Ferreira Graminho,Éder,,6,eder,5,10,0.8,https://s.sde.globo.com/media/person_role/2022/02/24/e0b5f4c6647fe1b42922ddb4458dade0_FORMATO.png,327,0.0,2.66,América-MG,3,91203,,4.0,8.0,11.0,,1.0,2.0,,,1.0,,,,,,,,,,
246,Carballo,-0.27,Felipe Ignacio Carballo Ares,Carballo,,7,carballo,4,10,0.5,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_NYg6Ymv.png,284,0.0,3.52,Grêmio,4,91254,,,2.0,3.0,,,1.0,,,,,,,,,,,,,
247,Lucas Perri,0.65,Lucas Estella Perri,L. Perri,,7,lucas-perri,10,10,5.6,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_83wBpb6.png,263,8.0,10.69,Botafogo,1,91260,,,,,,,,,,,,5.0,,,38.0,7.0,,,,
248,Erick Pulgar,-0.73,Erick Antonio Pulgar Farfán,E. Pulgar,,7,erick-pulgar,7,10,3.21,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_xuM4Nls.png,262,4.0,4.43,Flamengo,4,91473,,1.0,14.0,13.0,,1.0,4.0,,1.0,2.0,,,,,,,,,,
249,Arboleda,0.5,Robert Abel Arboleda Escobar,Arboleda,,7,arboleda,6,10,5.0,https://s.sde.globo.com/media/person_role/2022/03/01/a2548066433583acdc68badc1f1e35bf_FORMATO.png,276,6.2,9.27,São Paulo,3,91573,,,12.0,1.0,,2.0,3.0,1.0,,2.0,,2.0,,,,,,,,
250,Rony,-2.41,Ronielson da Silva Barbosa,Rony,,7,rony,8,10,3.25,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_eJOedW8.png,275,0.8,9.08,Palmeiras,5,91607,,,3.0,8.0,2.0,4.0,8.0,,2.0,8.0,,,,,,,,,,
251,Adryelson,0.65,Adryelson Shawann Lima Silva,Adryelson,,7,adryelson,10,10,3.69,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,263,7.1,6.38,Botafogo,3,91664,,1.0,7.0,4.0,2.0,1.0,5.0,,,,,5.0,,,,,,,,
252,Matheus Jussa,0.0,Matheus Isaías dos Santos,M. Jussa,,6,matheus-jussa,4,10,-0.18,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_vMaiFUT.png,283,0.0,1.92,Cruzeiro,4,91689,,3.0,2.0,6.0,1.0,,1.0,,,,,,,,,,,,,
253,Marlon,0.25,Marlon Rodrigues Xavier,Marlon,,7,marlon,10,10,9.99,https://s.sde.globo.com/media/person_role/2023/03/13/photo_220x220_vrVAWB7.png,283,6.6,16.79,Cruzeiro,2,91706,1.0,1.0,49.0,9.0,3.0,1.0,9.0,,2.0,1.0,,3.0,,,,,,,,
254,Nino,0.06,Marcílio Florêncio Mota Filho,Nino,,5,nino,10,10,5.13,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_U5c1E7V.png,266,1.4,12.52,Fluminense,3,91708,,2.0,6.0,10.0,1.0,3.0,13.0,1.0,2.0,,,4.0,,,,,,,,
255,Matheus Alves,0.0,Matheus Alves da Silva Cardoso,M. Alves,,6,matheus-alves,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_voSytVs.png,290,0.0,2.0,Goiás,1,91712,,,,,,,,,,,,,,,,,,,,
256,Felipe,0.0,Luiz Antonio Ferreira Rodrigues,Felipe,,6,felipe,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_ITYlLkP.png,290,0.0,4.0,Goiás,4,91733,,,,,,,,,,,,,,,,,,,,
257,David Duarte,-0.57,David de Duarte Macedo,D. Duarte,,7,david-duarte,8,10,3.6,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_0ibQkD2.png,265,1.7,5.2,Bahia,3,91772,,1.0,6.0,4.0,,1.0,4.0,1.0,1.0,,,2.0,,,,,,,,
258,Zé Ivaldo,-0.56,José Ivaldo Almeida Silva,Z. Ivaldo,,6,ze-ivaldo,6,10,2.42,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_ZOxQ99E.png,293,2.3,4.47,Athlético-PR,3,91866,,,2.0,7.0,1.0,,6.0,,,,,2.0,,,,,,,,
259,Pavón,-1.39,Cristian David Pavón,Pavón,,7,pavon,9,10,5.87,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_U1jXQaU.png,282,2.8,8.31,Atlético-MG,5,91908,3.0,3.0,13.0,6.0,2.0,7.0,6.0,,2.0,,,,,,,,,,,
260,Odair Hellmann,0.25,Odair Hellmann,O. Hellmann,,7,odair-hellmann,10,10,5.81,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_TpUTE4E.png,277,5.22,10.53,Santos,6,92273,,,,,,,,,,,,,3.0,,,,,,,
261,Bruno Viana,0.0,Bruno Viana Willemen da Silva,B. Viana,,6,bruno-viana,8,10,1.21,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_kVhXG72.png,294,0.0,2.67,Coritiba,3,92291,,3.0,12.0,10.0,,1.0,1.0,,,,,,,,,,,,,
262,Raul,0.0,Raul Lô Gonçalves,Raul,,5,raul,0,10,0.0,https://s.sde.globo.com/media/person_role/2022/05/05/278a2f0c3cd97ace8138ffbe2f23d81d_FORMATO.png,280,0.0,5.0,Bragantino,4,92496,,,,,,,,,,,,,,,,,,,,
