"slug","atleta_id","team","posicao","shotsX_mean","faltas_mean","RB_mean","PE_mean","A_mean","I_mean","FS_mean","FF_mean","G_mean","DD_mean","DP_mean","score_no_cleansheets_mean","pontuacao_mean"
"bruno-alves",73620,"São Paulo - SP","zag",0.428571428571429,1.96428571428571,1.46428571428571,0.964285714285714,0,0.214285714285714,0.678571428571429,0.142857142857143,0.0714285714285714,0,0,1.68214285714286,4.00357142857143
"canteros",73918,"Chapecoense - SC","mei",0.545454545454545,1.48484848484848,1.60606060606061,4.3030303030303,0.121212121212121,0.0606060606060606,0.696969696969697,0.333333333333333,0.0606060606060606,0,0,2.06060606060606,2.06060606060606
"rayan",73923,"Paraná - PR","zag",0.421052631578947,1.68421052631579,1.21052631578947,1.05263157894737,0,0.105263157894737,1,0.368421052631579,0,0,0,0.910526315789474,1.17368421052632
"rodinei",73992,"Flamengo - RJ","lat",0.62962962962963,0.740740740740741,1.11111111111111,1.14814814814815,0.0740740740740741,0.037037037037037,1.14814814814815,0.296296296296296,0.037037037037037,0,0,2.6,5.19259259259259
"edigar-junio",74271,"Bahia - BA","ata",1.41666666666667,1.54166666666667,0.625,1.125,0.0416666666666667,0.125,1.625,0.708333333333333,0.25,0,0,3.97916666666667,3.97916666666667
"copete",77959,"Santos - SP","ata",0.357142857142857,0.714285714285714,0.928571428571429,0.857142857142857,0,0.0714285714285714,1,0.214285714285714,0.0714285714285714,0,0,2.07142857142857,2.07142857142857
"cesar",78086,"Flamengo - RJ","gol",0,0.0714285714285714,0,0.857142857142857,0,0,0.428571428571429,0,0,1.42857142857143,0.0714285714285714,4.6,5.6
"gustavo-henrique",78248,"Santos - SP","zag",0.692307692307692,1.73076923076923,0.884615384615385,1.19230769230769,0,0.153846153846154,0.576923076923077,0.307692307692308,0.0384615384615385,0,0,0.95,3.25769230769231
"douglas-grolli",78407,"Bahia - BA","zag",0.5,1.5,0.666666666666667,1,0,0.0833333333333333,0.583333333333333,0.166666666666667,0.0833333333333333,0,0,0.675,2.34166666666667
"uribe",78415,"Flamengo - RJ","ata",1.52631578947368,0.684210526315789,0.526315789473684,1.21052631578947,0.105263157894737,0.315789473684211,0.578947368421053,0.842105263157895,0.315789473684211,0,0,4.49473684210526,4.49473684210526
"vitinho",78435,"Flamengo - RJ","ata",2.40909090909091,1.95454545454545,2.04545454545455,3.40909090909091,0.227272727272727,0.0909090909090909,1.22727272727273,1.36363636363636,0.136363636363636,0,0,6.07272727272727,6.07272727272727
"rene",78445,"Flamengo - RJ","lat",0.470588235294118,1.26470588235294,2.76470588235294,3.85294117647059,0.147058823529412,0.0294117647058824,1.11764705882353,0.176470588235294,0.0588235294117647,0,0,4.22352941176471,6.87058823529412
"willian-arao",78478,"Flamengo - RJ","mei",0.565217391304348,1.73913043478261,1.91304347826087,1.73913043478261,0.0869565217391304,0.0434782608695652,0.695652173913043,0.391304347826087,0.0869565217391304,0,0,2.89565217391304,2.89565217391304
"jean-mota",78548,"Santos - SP","mei",1.89473684210526,1.63157894736842,1.26315789473684,2.57894736842105,0,0,1.10526315789474,0.842105263157895,0.0526315789473684,0,0,2.93157894736842,2.93157894736842
"ricardinho",78577,"Ceará - CE","mei",0.954545454545455,1.09090909090909,1.04545454545455,2.04545454545455,0.0909090909090909,0.272727272727273,0.454545454545455,0.590909090909091,0.0454545454545455,0,0,1.96818181818182,1.96818181818182
"gabriel",78605,"Corinthians - SP","mei",0.36,2.16,3.16,1.88,0,0,1.2,0.24,0.04,0,0,3.944,3.944
"ramiro",78715,"Grêmio - RS","mei",0.857142857142857,2,1.47619047619048,3,0,0.142857142857143,1.23809523809524,0.523809523809524,0,0,0,0.966666666666667,0.966666666666667
"richard",78851,"Paraná - PR","gol",0,0.173913043478261,0,0.260869565217391,0,0,0.347826086956522,0,0,1.56521739130435,0,4.50869565217391,1.50869565217391
"marcao-silva",78856,"Sport - PE","mei",0.133333333333333,2.13333333333333,2.13333333333333,2.06666666666667,0,0,1.13333333333333,0.133333333333333,0,0,0,1.98666666666667,1.98666666666667
"leandro-pereira",78968,"Chapecoense - SC","ata",2.25,1.875,0.5625,0.6875,0,0.6875,1.375,1,0.3125,0,0,4.365625,4.365625
"luiz-felipe",79035,"Santos - SP","zag",0.25,1.83333333333333,1.25,1.58333333333333,0,0.166666666666667,1.08333333333333,0.25,0,0,0,0.516666666666667,2.18333333333333
"victor-cuesta",79113,"Internacional - RS","zag",0.272727272727273,1.84848484848485,2.90909090909091,2.15151515151515,0.0606060606060606,0.0909090909090909,1.21212121212121,0.121212121212121,0.0606060606060606,0,0,3.71212121212121,5.98484848484848
"fabiano",79244,"Vitória - BA","lat",0.333333333333333,2.16666666666667,1.83333333333333,3.16666666666667,0.166666666666667,0,0.5,0.166666666666667,0.0833333333333333,0,0,2.6,3.85
"sassa",79578,"Cruzeiro - MG","ata",1.0625,2.3125,0.3125,0.4375,0,0.4375,1.4375,0.75,0.125,0,0,1.24375,1.24375
"lucas-silva",79701,"Cruzeiro - MG","mei",0.80952380952381,1.9047619047619,2.0952380952381,2.42857142857143,0,0,1.14285714285714,0.619047619047619,0,0,0,2.47142857142857,2.47142857142857
"antonio-carlos",79702,"Palmeiras - SP","zag",0.5,1.09090909090909,0.863636363636364,1.59090909090909,0.0454545454545455,0.0454545454545455,0.5,0.227272727272727,0.0454545454545455,0,0,1.36818181818182,2.73181818181818
"jadson",80129,"Fluminense - RJ","mei",0.575757575757576,1.45454545454545,1.45454545454545,3.18181818181818,0.0303030303030303,0.0909090909090909,1.60606060606061,0.272727272727273,0.0606060606060606,0,0,2.0030303030303,2.0030303030303
"marcos-junior",80188,"Fluminense - RJ","ata",0.807692307692308,0.576923076923077,0.576923076923077,1.38461538461538,0.115384615384615,0.307692307692308,1.42307692307692,0.307692307692308,0.0769230769230769,0,0,2.60769230769231,2.60769230769231
"lucas-fonseca",80189,"Bahia - BA","zag",0.3125,0.875,0.8125,2.09375,0,0,0.84375,0.21875,0,0,0,0.6375,2.5125
"luciano",80287,"Fluminense - RJ","ata",1.70588235294118,1.23529411764706,0.764705882352941,1.58823529411765,0.0588235294117647,0.470588235294118,1.58823529411765,0.764705882352941,0.176470588235294,0,0,3.77647058823529,3.77647058823529
"ezequiel",80318,"Cruzeiro - MG","lat",0.2,2.13333333333333,1.6,2,0,0.0666666666666667,1.26666666666667,0,0,0,0,1.09333333333333,3.09333333333333
"luiz-gustavo",80573,"Vasco da Gama - RJ","zag",0.346153846153846,1.26923076923077,1.76923076923077,2.38461538461538,0,0.0384615384615385,1.19230769230769,0.307692307692308,0,0,0,1.63461538461538,2.98076923076923
"lucas-lima",80583,"Palmeiras - SP","mei",0.787878787878788,2.06060606060606,1.54545454545455,2.39393939393939,0.0909090909090909,0.181818181818182,1.48484848484848,0.454545454545455,0.151515151515152,0,0,3.16060606060606,3.16060606060606
"marlone",80944,"Sport - PE","mei",1.1,0.3,0.433333333333333,2.53333333333333,0.133333333333333,0.1,1.2,0.633333333333333,0.0666666666666667,0,0,2.42666666666667,2.42666666666667
"mayke",81150,"Palmeiras - SP","lat",0.0526315789473684,1.47368421052632,2.31578947368421,1.47368421052632,0.105263157894737,0.157894736842105,0.473684210526316,0.0526315789473684,0,0,0,2.78421052631579,5.9421052631579
"cazares",81682,"Atlético - MG","mei",2.06451612903226,0.903225806451613,0.838709677419355,4.35483870967742,0.225806451612903,0,0.580645161290323,1.16129032258065,0.258064516129032,0,0,4.64838709677419,4.64838709677419
"clayton",81770,"Bahia - BA","ata",0.7,0.6,0.2,1.5,0,0,0.5,0.3,0.1,0,0,0.9,0.9
"rossi",81798,"Internacional - RS","ata",0.37037037037037,0.888888888888889,0.481481481481481,1.22222222222222,0.0740740740740741,0.0740740740740741,1.03703703703704,0.185185185185185,0.037037037037037,0,0,1.02592592592593,1.02592592592593
"alisson",81845,"Grêmio - RS","mei",0.954545454545455,0.863636363636364,0.818181818181818,1.90909090909091,0.136363636363636,0.0909090909090909,2.13636363636364,0.454545454545455,0.0454545454545455,0,0,3.06363636363636,3.06363636363636
"joao-ricardo",81881,"América - MG","gol",0,0.0714285714285714,0,0.892857142857143,0,0,0.0714285714285714,0,0,1.42857142857143,0.0357142857142857,4.16071428571429,3.08928571428572
"osman",81898,"Chapecoense - SC","ata",0.538461538461538,0.923076923076923,0.538461538461538,1.38461538461538,0,0.0769230769230769,0.769230769230769,0.230769230769231,0.0769230769230769,0,0,1.12307692307692,1.12307692307692
"juninho",82381,"América - MG","mei",0.5,1.64705882352941,2.11764705882353,2.52941176470588,0,0.0294117647058824,0.941176470588235,0.235294117647059,0.117647058823529,0,0,3.17941176470588,3.17941176470588
"ze-rafael",82455,"Bahia - BA","mei",2.3125,2.28125,2.375,2.3125,0.09375,0.15625,3.03125,1.25,0.125,0,0,6.646875,6.646875
"calyson",82630,"Ceará - CE","mei",1.1,0.85,0.55,1.2,0,0.1,0.95,0.6,0.1,0,0,2,2
"patrick",83433,"Internacional - RS","mei",0.971428571428571,1.82857142857143,2.97142857142857,2.08571428571429,0.0857142857142857,0,1.37142857142857,0.514285714285714,0.142857142857143,0,0,5.70571428571428,5.70571428571428
"clayson",83817,"Corinthians - SP","ata",0.545454545454545,0.909090909090909,0.681818181818182,1.45454545454545,0.0454545454545455,0.227272727272727,0.954545454545455,0.227272727272727,0.0454545454545455,0,0,1.39090909090909,1.39090909090909
"valdo",84509,"Ceará - CE","zag",0.333333333333333,0.466666666666667,1.06666666666667,0.733333333333333,0,0,0.6,0.266666666666667,0.0666666666666667,0,0,2.19333333333333,3.52666666666667
"lucas-romero",84558,"Cruzeiro - MG","mei",0.304347826086957,1.47826086956522,2.78260869565217,1.91304347826087,0,0.0434782608695652,1.1304347826087,0.217391304347826,0,0,0,3.35652173913043,3.35652173913043
"nico-lopez",84709,"Internacional - RS","ata",2,1.25,1.09375,2.3125,0.1875,0.40625,1.4375,0.75,0.34375,0,0,6.146875,6.146875
"raul-prata",84855,"Sport - PE","lat",0.285714285714286,1.80952380952381,1.9047619047619,3.42857142857143,0.0476190476190476,0,1.14285714285714,0.19047619047619,0,0,0,1.57142857142857,3.47619047619048
"leo-ceara",85607,"Vitória - BA","ata",2,1.76470588235294,0.470588235294118,1.23529411764706,0,0.411764705882353,2.52941176470588,1.35294117647059,0.294117647058824,0,0,4.10588235294118,4.10588235294118
"leo",85626,"Bahia - BA","lat",0.483870967741935,1.19354838709677,1.41935483870968,2.03225806451613,0.032258064516129,0.193548387096774,0.806451612903226,0.290322580645161,0,0,0,1.80645161290323,3.25806451612903
"borja",86120,"Palmeiras - SP","ata",2,1.9375,0.8125,1.9375,0.0625,0.625,0.8125,1.4375,0.1875,0,0,2.70625,2.70625
"wanderson",86143,"Atlético - PR","zag",0.2,1.66666666666667,0.933333333333333,2.06666666666667,0,0.0666666666666667,0.266666666666667,0.133333333333333,0,0,0,0.0333333333333334,1.36666666666667
"victor-luis",86410,"Palmeiras - SP","lat",0.681818181818182,1.09090909090909,1.59090909090909,2.31818181818182,0,0.0454545454545455,1.04545454545455,0.409090909090909,0.0454545454545455,0,0,2.33636363636364,4.60909090909091
"jandrei",86508,"Chapecoense - SC","gol",0,0.0810810810810811,0.027027027027027,0.945945945945946,0,0,0.162162162162162,0,0,0.972972972972973,0.027027027027027,2.82432432432433,1.52702702702703
"richardson",86536,"Ceará - CE","mei",0.62962962962963,2.81481481481481,2.66666666666667,1.77777777777778,0.037037037037037,0.037037037037037,2.51851851851852,0.37037037037037,0,0,0,3.27777777777778,3.27777777777778
"richard",86711,"Fluminense - RJ","mei",0.617647058823529,1.79411764705882,2.82352941176471,2.02941176470588,0.0294117647058824,0,1.35294117647059,0.323529411764706,0.0882352941176471,0,0,4.5,4.5
"everton",86757,"Grêmio - RS","ata",2.77777777777778,1.25925925925926,1.18518518518519,2,0.111111111111111,0.185185185185185,1.7037037037037,1.14814814814815,0.37037037037037,0,0,7.31111111111111,7.31111111111111
"matheus-rossetto",86766,"Atlético - PR","mei",0.4,1.53333333333333,1,2,0,0.133333333333333,0.4,0.2,0.133333333333333,0,0,1.37333333333333,1.37333333333333
"raniel",86797,"Cruzeiro - MG","ata",1.2,1.56666666666667,0.566666666666667,0.833333333333333,0.0333333333333333,0.266666666666667,1.6,0.666666666666667,0.133333333333333,0,0,2.54666666666667,2.54666666666667
"jose-welison",86859,"Atlético - MG","mei",0.428571428571429,1.9047619047619,2.38095238095238,1.9047619047619,0,0,0.80952380952381,0.333333333333333,0,0,0,2.54761904761905,2.54761904761905
"willian-maranhao",87262,"Vasco da Gama - RJ","mei",0.384615384615385,2.84615384615385,1.30769230769231,2,0.153846153846154,0,0.846153846153846,0.0769230769230769,0,0,0,0.753846153846154,0.753846153846154
"kannemann",87342,"Grêmio - RS","zag",0.277777777777778,1.5,3.66666666666667,0.888888888888889,0,0.0555555555555556,1.27777777777778,0.222222222222222,0,0,0,4.58888888888889,7.64444444444445
"gabriel",87393,"Atlético - MG","zag",0.380952380952381,0.857142857142857,1.0952380952381,0.904761904761905,0,0,1.0952380952381,0.142857142857143,0,0,0,1.66666666666667,2.61904761904762
"neto-moura",87742,"Sport - PE","mei",0.75,0.9375,1.5625,0.875,0,0,0.875,0.3125,0,0,0,2.54375,2.54375
"yago",87747,"Vitória - BA","mei",1.19230769230769,1.07692307692308,0.923076923076923,2,0.0769230769230769,0.0384615384615385,2.19230769230769,0.769230769230769,0.0769230769230769,0,0,3.01923076923077,3.01923076923077
"gustavo-scarpa",87999,"Palmeiras - SP","mei",1.66666666666667,1,0.916666666666667,2.16666666666667,0.0833333333333333,0.0833333333333333,1.16666666666667,1.08333333333333,0.166666666666667,0,0,3.50833333333333,3.50833333333333
"angel-romero",88323,"Corinthians - SP","ata",1.07407407407407,1.40740740740741,1.14814814814815,2.85185185185185,0.111111111111111,0.148148148148148,3.22222222222222,0.518518518518518,0.222222222222222,0,0,4.24814814814815,4.24814814814815
"aderlan",88423,"América - MG","lat",0.391304347826087,1.82608695652174,2.08695652173913,2.47826086956522,0.0869565217391304,0,0.91304347826087,0.304347826086957,0,0,0,1.99565217391304,3.51739130434783
"iago-maidana",89226,"Atlético - MG","zag",0.5,1.5,0.909090909090909,1.54545454545455,0,0.0454545454545455,0.954545454545455,0.363636363636364,0,0,0,0.422727272727273,2.46818181818182
"igor-rabello",89493,"Botafogo - RJ","zag",0.513513513513513,0.891891891891892,1.51351351351351,1.97297297297297,0,0.162162162162162,0.783783783783784,0.351351351351351,0.0540540540540541,0,0,2.13783783783784,3.48918918918919
"dodi",89883,"Fluminense - RJ","mei",0.5,1.64285714285714,1.78571428571429,0.714285714285714,0,0,0.714285714285714,0.357142857142857,0,0,0,2.02857142857143,2.02857142857143
"andrigo",89930,"Sport - PE","mei",0.705882352941177,1.11764705882353,0.941176470588235,1.94117647058824,0,0.117647058823529,0.529411764705882,0.352941176470588,0,0,0,1.00588235294118,1.00588235294118
"bruno-pacheco",90061,"Chapecoense - SC","lat",0.172413793103448,1.86206896551724,2.13793103448276,2,0.0344827586206897,0,2,0.137931034482759,0,0,0,2.53448275862069,4.08620689655172
"david",90309,"Cruzeiro - MG","ata",0.833333333333333,0.944444444444444,0.388888888888889,1.77777777777778,0.0555555555555556,0.888888888888889,1.27777777777778,0.5,0.0555555555555556,0,0,1.14444444444444,1.14444444444444
"moises",90444,"Botafogo - RJ","lat",0.518518518518518,1.92592592592593,2.2962962962963,2.2962962962963,0.0740740740740741,0.037037037037037,1.14814814814815,0.259259259259259,0,0,0,2.95925925925926,4.25555555555556
"lucas-fernandes",90899,"Vitória - BA","ata",1.13793103448276,0.758620689655172,1.10344827586207,2.10344827586207,0,0,3.41379310344828,0.620689655172414,0.103448275862069,0,0,4.20344827586207,4.20344827586207
"jean",90933,"São Paulo - SP","gol",0,0.3,0,0.8,0,0,0.3,0,0,0.7,0,1.11,1.31
"flavio",91102,"Bahia - BA","mei",0.222222222222222,1.66666666666667,1.44444444444444,1.05555555555556,0,0.0555555555555556,0.944444444444444,0.111111111111111,0,0,0,1.43333333333333,1.43333333333333
"everaldo",91151,"Fluminense - RJ","ata",1.13636363636364,1.36363636363636,1.04545454545455,2.45454545454545,0.272727272727273,0.363636363636364,2.18181818181818,0.818181818181818,0.0454545454545455,0,0,3.64545454545455,3.64545454545455
"jesiel",91156,"Paraná - PR","zag",0.222222222222222,0.833333333333333,1.33333333333333,1.77777777777778,0,0,0.388888888888889,0.166666666666667,0,0,0,1.27777777777778,1.83333333333333
"arboleda",91573,"São Paulo - SP","zag",0.64,1.52,1.56,1.64,0.08,0.2,1.08,0.44,0,0,0,2.1,3.9
"rony",91607,"Atlético - PR","ata",1.46153846153846,1.38461538461538,1.07692307692308,0.846153846153846,0.0769230769230769,0.461538461538462,1.69230769230769,0.615384615384615,0.230769230769231,0,0,4.28461538461539,4.28461538461539
"igor",91639,"Paraná - PR","lat",0.458333333333333,1.29166666666667,1.58333333333333,2.16666666666667,0,0.166666666666667,0.375,0.416666666666667,0,0,0,1.12916666666667,1.54583333333333
"adryelson",91664,"Sport - PE","zag",0.6,1,0.9,0.9,0,0,0.7,0.5,0.1,0,0,1.83,3.83
"marlon",91706,"Fluminense - RJ","lat",0.636363636363636,2,1.72727272727273,4.36363636363636,0.0909090909090909,0.0909090909090909,0.545454545454545,0.454545454545455,0,0,0,0.863636363636364,2.22727272727273
"ze-ivaldo",91866,"Atlético - PR","zag",0.388888888888889,1.72222222222222,0.833333333333333,1.55555555555556,0,0.0555555555555556,0.388888888888889,0.222222222222222,0.0555555555555556,0,0,0.427777777777778,2.37222222222222
"arthur",92171,"Ceará - CE","ata",1.75,2.07142857142857,0.392857142857143,1.35714285714286,0.0714285714285714,0.321428571428571,0.821428571428571,0.892857142857143,0.142857142857143,0,0,2.175,2.175
"jonatan-alvez",92377,"Internacional - RS","ata",1.05882352941176,1.64705882352941,0.529411764705882,1.76470588235294,0,0.352941176470588,1,0.529411764705882,0.235294117647059,0,0,1.80588235294118,1.80588235294118
"raul",92496,"Vasco da Gama - RJ","mei",0.266666666666667,1.26666666666667,1.86666666666667,2.13333333333333,0,0,1.66666666666667,0.266666666666667,0,0,0,2.37333333333333,2.37333333333333
"douglas",92497,"Corinthians - SP","mei",0.75,2.15,2.1,1.7,0.05,0,1.1,0.45,0.05,0,0,2.825,2.825
"deyverson",92708,"Palmeiras - SP","ata",1.40909090909091,1.45454545454545,0.590909090909091,1.5,0.0909090909090909,0.5,2.13636363636364,0.5,0.409090909090909,0,0,4.64090909090909,4.64090909090909
"mateus-vital",93108,"Corinthians - SP","mei",0.741935483870968,0.451612903225806,0.548387096774194,1.06451612903226,0.032258064516129,0.0967741935483871,1.35483870967742,0.354838709677419,0.0645161290322581,0,0,2.31290322580645,2.31290322580645
"andrey",93787,"Vasco da Gama - RJ","mei",1.8,1.96,2.92,1.96,0.08,0,1.44,1.16,0.16,0,0,6.476,6.476
"marcinho",93797,"Botafogo - RJ","lat",0.75,1.375,1.4375,2.9375,0.125,0.0625,0.5,0.4375,0.03125,0,0,2.040625,3.290625
"matheusinho",93886,"América - MG","mei",0.875,0.5625,0.6875,1.5625,0,0,1,0.5625,0.125,0,0,2.45625,2.45625
"matheus-fernandes",94067,"Botafogo - RJ","mei",0.75,1.65625,3.15625,2.09375,0.0625,0.03125,1.1875,0.5,0,0,0,4.315625,4.315625
"diego-pituca",94156,"Santos - SP","mei",0.766666666666667,1.8,1.56666666666667,2.23333333333333,0.133333333333333,0.0333333333333333,1.7,0.733333333333333,0,0,0,2.50666666666667,2.50666666666667
"leo-duarte",94214,"Flamengo - RJ","zag",0.333333333333333,1,1.33333333333333,0.878787878787879,0,0,0.515151515151515,0.212121212121212,0.0303030303030303,0,0,1.87878787878788,4.60606060606061
"lucas-paqueta",94930,"Flamengo - RJ","mei",2.46875,2.125,1.875,3.46875,0.03125,0.0625,2.875,1.0625,0.3125,0,0,6.521875,6.521875
"juninho",94935,"Paraná - PR","lat",0.636363636363636,1.27272727272727,0.363636363636364,2.45454545454545,0.181818181818182,0,1.63636363636364,0.454545454545455,0,0,0,1.34545454545455,1.8
"marcinho",95332,"Atlético - PR","ata",1.13636363636364,0.772727272727273,0.681818181818182,2.04545454545455,0.0909090909090909,0.136363636363636,1.68181818181818,0.409090909090909,0.0909090909090909,0,0,3,3
"araruna",95660,"São Paulo - SP","mei",0.2,0.9,1.5,1.7,0.1,0,1,0.1,0,0,0,2.04,2.04
"gustavo-bochecha",95798,"Botafogo - RJ","mei",0.764705882352941,1.05882352941176,1.52941176470588,2.17647058823529,0.0588235294117647,0,1.41176470588235,0.647058823529412,0,0,0,2.41764705882353,2.41764705882353
"leo-santos",95820,"Corinthians - SP","zag",0.4,1.05,0.8,1.5,0,0,0.75,0.2,0,0,0,0.85,2.1
"emerson",96870,"Atlético - MG","lat",0.434782608695652,2.56521739130435,1.65217391304348,2.82608695652174,0.0434782608695652,0,2.1304347826087,0.217391304347826,0.0434782608695652,0,0,1.90434782608696,3.42608695652174
"arthur-gomes",96966,"Santos - SP","ata",0.454545454545455,1.09090909090909,0.272727272727273,1,0.0909090909090909,0,1.27272727272727,0.363636363636364,0,0,0,0.918181818181818,0.918181818181818
"wesley-dias",97154,"Paraná - PR","mei",0.1875,1.5,1.4375,1.875,0,0.0625,1,0.125,0,0,0,1.3,1.3
"ze-ricardo",97317,"América - MG","mei",0.333333333333333,1.94444444444444,1.66666666666667,1.66666666666667,0,0,0.444444444444444,0.333333333333333,0,0,0,1.26666666666667,1.26666666666667
"shaylon",97520,"São Paulo - SP","mei",0.6,1,0.8,1.7,0,0.2,0.4,0.4,0.2,0,0,2.06,2.06
"mailson",98034,"Sport - PE","gol",0,0,0,0.461538461538462,0.0769230769230769,0,0.153846153846154,0,0,1.61538461538462,0.0769230769230769,5.70769230769231,6.47692307692308
"bruno-guimaraes",98352,"Atlético - PR","mei",0.413793103448276,1.13793103448276,1.41379310344828,1.75862068965517,0.0689655172413793,0,2.51724137931034,0.310344827586207,0.0344827586206897,0,0,2.97586206896552,2.97586206896552
"pedrinho",98706,"Corinthians - SP","mei",1.5,0.882352941176471,0.852941176470588,2.76470588235294,0.0588235294117647,0.0588235294117647,1.64705882352941,0.941176470588235,0.0294117647058824,0,0,2.63235294117647,2.63235294117647
"diego-torres",98794,"Chapecoense - SC","mei",0.764705882352941,1.11764705882353,0.647058823529412,1.94117647058824,0.0588235294117647,0.0588235294117647,0.294117647058824,0.529411764705882,0.117647058823529,0,0,1.41176470588235,1.41176470588235
"ricardo",99881,"Vasco da Gama - RJ","zag",0.0769230769230769,1.46153846153846,1.15384615384615,1.15384615384615,0,0.153846153846154,0.692307692307692,0,0,0,0,0.323076923076923,1.86153846153846
"chara",99891,"Atlético - MG","ata",0.727272727272727,0.954545454545455,1.13636363636364,2,0.318181818181818,0.181818181818182,2.18181818181818,0.454545454545455,0.0454545454545455,0,0,4.15,4.15
"jhonny-lucas",99994,"Paraná - PR","mei",0.9,2.9,1.55,2.2,0,0.05,1.1,0.5,0.1,0,0,1.775,1.775
"rodrygo",100651,"Santos - SP","ata",1.3030303030303,1,0.575757575757576,2.15151515151515,0.0909090909090909,0.0303030303030303,2,0.484848484848485,0.242424242424242,0,0,4.23939393939394,4.23939393939394
"liziero",100761,"São Paulo - SP","lat",0.321428571428571,1.14285714285714,1.25,1.10714285714286,0.0357142857142857,0.0357142857142857,0.964285714285714,0.285714285714286,0.0357142857142857,0,0,1.91428571428571,3.7
"ademir",101314,"América - MG","ata",1.15384615384615,1.38461538461538,0.923076923076923,1.38461538461538,0.0769230769230769,0.230769230769231,2.46153846153846,0.615384615384615,0.0769230769230769,0,0,3.23076923076923,3.23076923076923
"bruno-silva",101422,"Chapecoense - SC","ata",0.733333333333333,1.16666666666667,1.06666666666667,1.86666666666667,0.0666666666666667,0.166666666666667,0.8,0.466666666666667,0.0333333333333333,0,0,2.03666666666667,2.03666666666667
"leo-gomes",101585,"Vitória - BA","mei",0.733333333333333,2.93333333333333,1.66666666666667,2.66666666666667,0.0666666666666667,0.133333333333333,0.866666666666667,0.533333333333333,0,0,0,0.766666666666667,0.766666666666667
"felipe-jonatan",101708,"Ceará - CE","lat",0.428571428571429,0.785714285714286,2,1.92857142857143,0,0,1,0.428571428571429,0,0,0,2.76428571428571,4.90714285714286
"marrony",101717,"Vasco da Gama - RJ","mei",0.5,0.7,0.7,0.6,0,0,0.9,0.2,0.1,0,0,2.02,2.02
"terans",102878,"Atlético - MG","mei",0.882352941176471,1.52941176470588,0.823529411764706,1.35294117647059,0.0588235294117647,0,0.647058823529412,0.411764705882353,0.0588235294117647,0,0,1.8,1.8
"mateus-goncalves",103076,"Sport - PE","ata",0.571428571428571,1.07142857142857,0.642857142857143,1.85714285714286,0.0714285714285714,0.142857142857143,0.714285714285714,0,0.214285714285714,0,0,2.67857142857143,2.67857142857143
"lucas-ribeiro",103088,"Vitória - BA","zag",0,1.375,1.625,1.5625,0,0,0.5625,0,0,0,0,0.90625,2.78125
"ramires",103295,"Bahia - BA","mei",1.13333333333333,0.8,1.26666666666667,2,0.2,0.2,1.46666666666667,0.533333333333333,0.0666666666666667,0,0,4.05333333333333,4.05333333333333
