"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","FC","FD","FF","FS","PE","RB","SG","I","G","FT","GC","CV","DD","GS","PP","DP"
"638","Lucas Henrique Frigeri","Lucas Frigeri","https://s.glbimg.com/es/sde/f/2017/08/31/69342a674d05e1477ff2f22b57ea61ac_FORMATO.png",84854,31,"ATL","gol","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","Claudio Luiz Rodrigues Parise Leonel","Claudinho","https://s.glbimg.com/es/sde/f/2017/06/01/7214c13dbff3a0e34d7a62814d535aa2_FORMATO.png",92630,31,"PON","ata","Provável",0,0.89,0,-0.01,12,"Ponte Preta",NA,1,14,2,7,6,18,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
"640","Daniel Pollo Barioni","Daniel Paulista","https://s.glbimg.com/es/sde/f/2016/10/20/0d4249af96be564e80556994f2f1c194_FORMATO.png",92702,31,"SPO","tec","Provável",5.45,4.01,0.2,5.2,2,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","Emilio Enrique Zeballos Gutiérrez","Zeballos","https://s.glbimg.com/es/sde/f/2017/04/25/002d92dbfd9e5915f565d1ba437c95d5_FORMATO.png",87859,31,"CHA","lat","Nulo",0,3,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","Yago Felipe da Costa Rocha","Yago","https://s.glbimg.com/es/sde/f/2017/06/22/23cefb71d6b2d4a53d900e9e4e2abfee_FORMATO.png",87747,31,"VIT","mei","Provável",-0.4,2.57,-1.28,2.09,22,"Vitória",NA,4,30,7,8,41,51,24,NA,1,2,NA,NA,1,NA,NA,NA,NA
"643","Denilson dos Santos de Souza","Denilson","https://s.glbimg.com/es/sde/f/2017/06/07/a960f52cf5f9b283c91b4ed4eb49d4e6_FORMATO.jpeg",92662,31,"GRE","zag","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","Lucas da Silva Izidoro","Lucas Mineiro","https://s.glbimg.com/es/sde/f/2017/04/24/a585ecd4b08d42c62414a32c9103edc3_FORMATO.png",90634,31,"CHA","mei","Nulo",0,2.32,0,1.23,16,"Chapecoense",NA,4,37,1,4,11,19,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","Jonata de Oliveira Bastos","Jonata",NA,92622,31,"CRU","ata","Nulo",0,1,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","Deyverson Brum Silva Acosta","Deyverson","https://s.glbimg.com/es/sde/f/2017/09/04/03b2e1a6f53171bc2a6aea4cea393821_FORMATO.jpeg",92708,31,"PAL","ata","Nulo",-0.3,7.27,-0.04,3.18,14,"Palmeiras",2,1,32,6,5,40,39,9,NA,2,3,NA,NA,NA,NA,NA,1,NA
"647","Giorgian Daniel de Arrascaeta Benedetti","Arrascaeta","https://s.glbimg.com/es/sde/f/2017/04/05/c7a931941057f3ba5a13209ed19a41f1_FORMATO.png",87863,31,"CRU","mei","Provável",7.6,8.61,1.3,2.81,12,"Cruzeiro",1,1,10,12,7,22,46,8,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"648","Ronaldo da Silva Souza","Ronaldo","https://s.glbimg.com/es/sde/f/2017/09/07/4f170a7b0fd01d4280fd63a544dde01f_FORMATO.png",92981,31,"ATL","mei","Nulo",0,3.35,0,4.47,7,"Atlético-GO",NA,1,15,NA,3,4,12,19,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"649","Felipe Gedoz da Conceição","Felipe Gedoz ","https://s.glbimg.com/es/sde/f/2017/04/23/b22d35fda6b1ebe5b12170bfaf1dced7_FORMATO.png",87864,31,"ATL","mei","Nulo",0.7,7.53,-1.38,2.69,13,"Atlético-PR",1,1,11,5,8,20,34,3,NA,4,3,1,NA,NA,NA,NA,1,NA
"650","Mateus da Silva Vital Assumpção","Mateus Vital","https://s.glbimg.com/es/sde/f/2017/04/24/fde017fc32efb6582710007242bff4d4_FORMATO.png",93108,31,"VAS","mei","Provável",-0.9,8.25,-0.42,2.93,27,"Vasco",2,2,19,14,7,52,52,27,NA,2,1,NA,NA,NA,NA,NA,NA,NA
"651","Júnior Nazareno Sornoza Moreira","Sornoza","https://s.glbimg.com/es/sde/f/2017/07/25/622af95364dd391adb267d847b26b76d_FORMATO.png",87877,31,"FLU","mei","Provável",1.7,12.81,-1.29,3.49,9,"Fluminense",NA,1,6,2,2,4,24,11,NA,NA,2,1,NA,NA,NA,NA,NA,NA
"652","Lucas Veríssimo da Silva","Lucas Veríssimo","https://s.glbimg.com/es/sde/f/2017/05/02/0198bbb1258bc8a618b6ef67781a60a6_FORMATO.png",93368,31,"SAN","zag","Provável",1.8,7.89,-0.93,4.21,28,"Santos",NA,7,21,6,5,17,44,34,16,1,NA,NA,NA,NA,NA,NA,NA,NA
"653","Fabián Cornelio Balbuena González","Balbuena","https://s.glbimg.com/es/sde/f/2017/04/19/104f0248fd96daefe11d16e064dd8ce9_FORMATO.png",87887,31,"COR","zag","Provável",2.1,10.75,-0.25,5.17,26,"Corinthians",1,5,12,1,5,19,61,37,13,5,3,NA,NA,NA,NA,NA,NA,NA
"654","Fernando Alexander Guerrero Vásquez","Fernando Guerrero","https://s.glbimg.com/es/sde/f/2017/08/17/e1574093b8b1ab5f5337d0aefef4d120_FORMATO.png",87872,31,"CHA","mei","Nulo",0,2.89,0,-1.5,2,"Chapecoense",NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655","Lucas Cândido Silva","Lucas Cândido","https://s.glbimg.com/es/sde/f/2017/04/03/3ce5d2322ae49cd21e272911d9992c4a_FORMATO.png",84851,31,"ATL","mei","Contundido",0,4,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","Yan Matheus Santos Souza","Yan","https://s.glbimg.com/es/sde/f/2017/05/11/eb94eeb460306451c24553f35509e933_FORMATO.png",93146,31,"PAL","mei","Nulo",0,1,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","Jefferson Gabriel Orejuela Izquierdo","Orejuela","https://s.glbimg.com/es/sde/f/2017/07/25/8654cd4e835c77cc1301a2b0c7faa426_FORMATO.png",87874,31,"FLU","mei","Nulo",0,8.44,0,1.18,20,"Fluminense",NA,2,23,NA,NA,23,39,26,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"658","Geremias Ribeiro Júnior","Júnior","https://s.glbimg.com/es/sde/f/2017/06/09/2e36d120085f3fb7908f2921ee4c592e_FORMATO.png",87946,31,"VIT","ata","Contundido",0,1.02,0,0.7,6,"Vitória",NA,NA,1,NA,1,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","Rodrigo Nascimento França ","Rodrigo Becão","https://s.glbimg.com/es/sde/f/2017/07/28/c0a3691e5410ad12c87b07891777aba3_FORMATO.png",93369,31,"BAH","zag","Nulo",0,3.41,0,2.46,8,"Bahia",NA,1,6,1,2,6,9,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","Aderllan Leandro de Jesus Santos","Aderllan Santos","https://s.glbimg.com/es/sde/f/2017/07/20/7efccafc0e0c165bd5e9036a50890fbc_FORMATO.png",93296,31,"SAO","zag","Nulo",0,5.7,0,5,1,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","Raul Prata","Raul Prata","https://s.glbimg.com/es/sde/f/2017/05/01/bc801f0b347f5e9b99972901cf4ecefd_FORMATO.png",84855,31,"SPO","lat","Nulo",0,5.18,0,4.94,11,"Sport",1,1,11,1,5,8,42,27,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","Augusto de Souza Silva","Augusto","https://s.glbimg.com/es/sde/f/2017/04/18/4e94d8b6d0b298c84f952ecfac2c11eb_FORMATO.png",93378,31,"PAL","zag","Nulo",0,1,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","Guilherme Henrique Silva Nogueira","Guilherme",NA,93490,31,"PON","gol","Nulo",0,2,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","Andrey Ramos do Nascimento","Andrey","https://s.glbimg.com/es/sde/f/2017/04/06/f30ccd95961eb8e4131995d63a8fcc34_FORMATO.png",93787,31,"VAS","mei","Nulo",0,1.49,0,2.22,5,"Vasco",NA,1,1,NA,6,6,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","Mauro Joel Carli","Joel Carli","https://s.glbimg.com/es/sde/f/2016/05/20/6a298f9b1dd5a88146f9f926e4b91a1b_FORMATO.png",93414,31,"BOT","zag","Provável",1.7,8.42,-0.15,1.81,21,"Botafogo",2,10,33,1,4,11,48,19,6,1,1,NA,NA,NA,NA,NA,NA,NA
"666","Igor Henrique Martins Machado","Igor","https://s.glbimg.com/es/sde/f/2017/04/27/1869f3cf1e00c12ad0d7b7f267efd47e_FORMATO.png",93551,31,"ATL","mei","Provável",2.1,4.26,-0.44,2.2,21,"Atlético-GO",1,8,59,8,11,32,47,37,NA,3,1,NA,NA,NA,NA,NA,NA,NA
"667","Gustavo Henrique Furtado Scarpa","Gustavo Scarpa","https://s.glbimg.com/es/sde/f/2017/07/25/d139933474f638abe42c53dcd21a981b_FORMATO.png",87999,31,"FLU","mei","Provável",10,13.67,1.15,4.24,29,"Fluminense",8,NA,18,29,31,45,156,26,NA,3,2,2,NA,NA,NA,NA,NA,NA
"668","Jonas Gomes de Sousa","Jonas","https://s.glbimg.com/es/sde/f/2017/04/24/d4c75e365c9c04af042bf7ff378d60c7_FORMATO.png",85586,31,"COR","mei","Provável",17.4,10.27,2.62,3.66,24,"Coritiba",NA,7,52,NA,9,20,55,71,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"669","Ramon Menezes Roma","Ramon","https://s.glbimg.com/es/sde/f/2016/05/01/bf444d7eaf1a2853f33faef276c4a9a0_FORMATO.png",88087,31,"VIT","zag","Provável",3.7,5.06,0.6,2.25,18,"Vitória",NA,4,23,3,6,22,32,19,5,NA,NA,NA,1,NA,NA,NA,NA,NA
"670","Sergio Antonio Soler de Oliveira Junior","Serginho","https://s.glbimg.com/es/sde/f/2017/02/19/6aca0b072c6eeca65b6dc51c30de4a50_FORMATO.png",88002,31,"SAN","mei","Nulo",-2,1.16,-0.88,0.71,8,"Santos",NA,1,5,1,3,3,10,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"671","Warian dos Santos Souza","Warian Santos ","https://s.glbimg.com/es/sde/f/2017/04/20/1a20f671d81a1495fe94257a7faedb29_FORMATO.png",88030,31,"COR","mei","Nulo",0,1,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","Daniel Guedes da Silva","Daniel Guedes ","https://s.glbimg.com/es/sde/f/2017/05/02/700b428f14849c2f8f5eb9286d7adf03_FORMATO.png",88225,31,"SAN","lat","Nulo",0,3.95,0,3.03,13,"Santos",1,2,25,1,2,13,27,13,6,NA,1,NA,NA,2,NA,NA,NA,NA
"673","Ivan Quaresma da Silva","Ivan","https://s.glbimg.com/es/sde/f/2017/05/02/8546a4c5536f1d3e6ebc74e89daef4c3_FORMATO.png",88136,31,"PON","gol","Nulo",0,2,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","Leonardo Pinheiro da Conceição","Léo","https://s.glbimg.com/es/sde/f/2017/07/25/a991dde92eec83e89482b3d11115669f_FORMATO.png",85626,31,"FLU","lat","Nulo",0,3.06,0,1.01,18,"Fluminense",1,2,39,2,2,7,41,15,2,3,1,NA,NA,NA,NA,NA,NA,NA
"675","Hyoran Kaue Dalmoro","Hyoran","https://s.glbimg.com/es/sde/f/2017/02/19/1ec83086a8ae2fe33a1e88113fff1ac1_FORMATO.png",85931,31,"PAL","mei","Nulo",0,3.59,0,3.47,3,"Palmeiras",NA,NA,2,1,NA,1,5,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"676","Artur Sérgio Batista de Souza","Artur","https://s.glbimg.com/es/sde/f/2017/05/02/5c01ab099352ecad2baaa0a00f978720_FORMATO.png",85591,31,"PON","lat","Contundido",0,4,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677","Iago Ângelo Dias","Iago","https://s.glbimg.com/es/sde/f/2017/04/24/6d1258d426eef6b245dc52182b65814b_FORMATO.png",88417,31,"COR","ata","Nulo",-0.8,3.59,0,-0.13,14,"Coritiba",NA,2,11,2,3,5,14,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"678","Ángel Rodrigo Romero Villamayor","Ángel Romero","https://s.glbimg.com/es/sde/f/2017/04/19/bb57c60e890655dd351f891eb27fdb2c_FORMATO.png",88323,31,"COR","ata","Provável",1.2,11.54,-0.08,3.69,24,"Corinthians",2,8,33,9,7,72,83,45,NA,13,2,NA,NA,NA,NA,NA,NA,NA
"679","Jean Patrick Reis","Jean Patrick","https://s.glbimg.com/es/sde/f/2017/07/04/96daa554c0f24c012a1cb27045d67975_FORMATO.png",88379,31,"PON","lat","Nulo",0,3.08,0,3.38,6,"Ponte Preta",NA,NA,7,NA,NA,5,6,3,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"680","Daniel Correa Freitas","Daniel","https://s.glbimg.com/es/sde/f/2017/04/24/5b71e14cce546da5e531c172e54e0ce2_FORMATO.png",85629,31,"COR","mei","Nulo",0,6,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","João Vitor Pereira de Alcantara","João Vitor ","https://s.glbimg.com/es/sde/f/2017/04/27/5e240c8d3c51257cd78fe820f6453aa5_FORMATO.png",88539,31,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","Miguel Angel Borja Hernandez","Borja","https://s.glbimg.com/es/sde/f/2017/04/23/4b0f5cd460ee874344bfbfd4e3eef9a6_FORMATO.png",86120,31,"PAL","ata","Provável",17.4,17.51,1.63,3.18,21,"Palmeiras",NA,3,23,10,19,16,28,9,NA,4,6,NA,NA,NA,NA,NA,NA,NA
"683","Felipe dos Reis Pereira Vizeu do Carmo","Felipe Vizeu","https://s.glbimg.com/es/sde/f/2017/08/16/140c5ea3e34ec32fead4a646cbe63642_FORMATO.jpeg",94138,31,"FLA","ata","Provável",2,3.75,0.25,2.1,11,"Flamengo",NA,NA,9,6,4,8,6,3,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"684","Wanderson Santos Pereira","Wanderson","https://s.glbimg.com/es/sde/f/2017/04/23/3914af8715466d38cf77d94b2c5c5685_FORMATO.png",86143,31,"ATL","zag","Provável",6.2,6.57,1.3,2.93,21,"Atlético-PR",NA,2,21,9,2,5,35,14,7,2,2,NA,NA,NA,NA,NA,NA,NA
"685","Vinicius Rodolfo de Souza Oliveira","Vinícius Tanque","https://s.glbimg.com/es/sde/f/2017/04/18/d77f484c8720a893fbf5031c19fd6349_FORMATO.png",88651,31,"BOT","ata","Nulo",-1,1.81,-0.22,2.52,6,"Botafogo",NA,NA,4,NA,1,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"686","Andrew Erik Feitosa","Morato","https://s.glbimg.com/es/sde/f/2017/04/28/773338b7d4efec23c8bd970486c9ff68_FORMATO.png",86227,31,"SAO","ata","Contundido",0,3,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","Jandrei Chitolina Carniel","Jandrei","https://s.glbimg.com/es/sde/f/2017/05/04/e34c217d3230604bddf15c133fde3fd2_FORMATO.png",86508,31,"CHA","gol","Provável",7.5,5.99,-0.04,1.75,30,"Chapecoense",NA,2,NA,NA,NA,12,35,NA,9,NA,NA,NA,NA,NA,31,42,NA,1
"688","Victor Luis Chuab Zamblauskas","Victor Luis","https://s.glbimg.com/es/sde/f/2017/04/18/9a9a735957f9522e9ffcf1664bd29a44_FORMATO.png",86410,31,"BOT","lat","Provável",7,13.05,-0.33,4.64,26,"Botafogo",NA,4,24,2,8,27,54,46,10,1,1,NA,NA,NA,NA,NA,NA,NA
"689","Everton Felipe de Oliveira Silva","Everton Felipe","https://s.glbimg.com/es/sde/f/2017/08/30/61e2143d4bf6e2d3ed0ce11f995be203_FORMATO.png",86519,31,"SPO","mei","Contundido",0,4.41,0,1.63,18,"Sport",2,2,27,13,7,24,102,18,NA,2,1,NA,NA,NA,NA,NA,NA,NA
"690","Bruno Jacinto da Silva","Bruno Paulista","https://s.glbimg.com/es/sde/f/2017/07/08/baeb57a463f93f78065135fdc122eded_FORMATO.png",88933,31,"VAS","mei","Nulo",0,5.35,0,1.54,10,"Vasco",NA,6,10,5,7,15,22,13,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"691","Breno Gonçalves Lopes","Breno Lopes","https://s.glbimg.com/es/sde/f/2017/05/19/68d8c5dda3ea6323520ddfd58086f176_FORMATO.png",86411,31,"ATL","lat","Provável",1.1,3.54,-0.2,2.1,13,"Atlético-GO",NA,NA,16,5,4,9,32,15,2,6,NA,NA,NA,NA,NA,NA,NA,NA
"692","Igor Ribeiro de Jesus","Igor","https://s.glbimg.com/es/sde/f/2017/08/30/e792b551e6a9ca62b2bb2b2d25533d6b_FORMATO.png",88667,31,"SPO","zag","Nulo",0,5.8,0,6.2,1,"Sport",NA,NA,2,NA,NA,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","Marcos da Silva França","Keno","https://s.glbimg.com/es/sde/f/2017/04/18/ab0e22f1ff91a12ce2e88a367450bf03_FORMATO.png",86485,31,"PAL","ata","Dúvida",3,7.47,-0.59,3.98,24,"Palmeiras",4,2,23,7,9,22,57,25,NA,4,5,1,NA,NA,NA,NA,NA,NA
"694","Alan Cardoso de Andrade","Alan Cardoso","https://s.glbimg.com/es/sde/f/2017/05/24/7fd89a2cf130263868b36903498c1059_FORMATO.png",93785,31,"VAS","lat","Nulo",0,1.21,0,-1.3,1,"Vasco",NA,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695","Peterson Silvino da Cruz","Peu","https://s.glbimg.com/es/sde/f/2017/07/25/a5c72908fbb4a7ab1dd71e0511ddb5ee_FORMATO.png",93739,31,"FLU","ata","Nulo",0,1.16,0,0.94,8,"Fluminense",NA,NA,3,2,1,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696","Evander da Silva Ferreira","Evander","https://s.glbimg.com/es/sde/f/2017/04/06/2df6998f5d8a75cf5337b55ad525fd7d_FORMATO.png",93788,31,"VAS","mei","Nulo",0,1.26,0,0.07,4,"Vasco",NA,1,3,1,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697","Reinaldo Lenis Montes","Lenis","https://s.glbimg.com/es/sde/f/2017/08/30/7adc9adf83ac7be0281deb37aa202be1_FORMATO.png",93746,31,"SPO","ata","Nulo",-1,3.48,-0.47,2.75,16,"Sport",3,3,14,3,6,20,26,10,NA,1,2,NA,NA,NA,NA,NA,NA,NA
"698","Caio Monteiro Costa","Caio Monteiro","https://s.glbimg.com/es/sde/f/2017/04/06/1be1912d42afdf3054cbab8eb7709907_FORMATO.png",93789,31,"VAS","ata","Nulo",-1,1.51,0.1,1.23,4,"Vasco",NA,1,4,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"699","Alison Henrique Mira","Alison","https://s.glbimg.com/es/sde/f/2017/09/07/33d26342eeaa5a54210dda2ffe6ccb05_FORMATO.png",93806,31,"ATL","ata","Nulo",0,1.62,0,0.77,3,"Atlético-GO",NA,NA,3,1,1,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","Marlon Rodrigues Freitas","Marlon Freitas","https://s.glbimg.com/es/sde/f/2017/07/25/5f543b587dc26c78db561254c104e7c5_FORMATO.png",93790,31,"FLU","mei","Nulo",0,2.99,0,0.95,12,"Fluminense",NA,5,19,2,4,10,30,18,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"701","Danilo das Neves Pinheiro","Tchê Tchê","https://s.glbimg.com/es/sde/f/2016/05/20/2b96e76d6b1e3f8fc29f37d9dfe90206_FORMATO.jpeg",86686,31,"PAL","mei","Provável",0.9,6.59,-0.19,1.46,27,"Palmeiras",2,4,46,7,6,28,67,36,NA,1,NA,NA,NA,1,NA,NA,NA,NA
"702","Márcio Almeida de Oliveira","Marcinho","https://s.glbimg.com/es/sde/f/2017/04/18/82f4f9a2d122680dcc40e55727214711_FORMATO.png",93797,31,"BOT","lat","Contundido",0,3,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","Jean Carlos de Souza Irmer","Jean","https://s.glbimg.com/es/sde/f/2017/04/06/d3926623525ad9fc2a3896099f523066_FORMATO.png",89150,31,"VAS","mei","Provável",4.6,10.69,-0.08,3.83,28,"Vasco",1,9,57,6,11,40,57,73,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"704","Judivan Flor da Silva","Judivan ","https://s.glbimg.com/es/sde/f/2017/04/23/f49ad5df5316c41a536cbc083724ee17_FORMATO.png",89190,31,"CRU","ata","Nulo",0,4,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","Jonathan Francisco Lemos","Jonathan","https://s.glbimg.com/es/sde/f/2017/04/27/f0005dbb8cf4d46b99cf08acf8949256_FORMATO.png",86713,31,"ATL","lat","Dúvida",0,3.1,0,2.25,17,"Atlético-GO",NA,2,14,3,4,6,41,26,3,1,NA,NA,1,NA,NA,NA,NA,NA
"706","João Pedro Maturano dos Santos","João Pedro ","https://s.glbimg.com/es/sde/f/2017/04/24/c6945a1446c818fed3c475afef47a6a8_FORMATO.png",89273,31,"CHA","lat","Provável",5,5.53,-0.34,3.65,2,"Chapecoense",NA,NA,NA,NA,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","Claudinei dos Santos Oliveira","Claudinei Oliveira","https://s.glbimg.com/es/sde/f/2017/04/28/1e4e67f7f6051b298a7679a0b9d1d0c8_FORMATO.png",84761,31,"AVA","tec","Provável",4.78,8.23,0.32,3.19,31,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","Maurício Andreazzi Pereira","Andreazzi","https://s.glbimg.com/es/sde/f/2017/04/24/2e3edae4ff2b6836e1ea7f55380193fa_FORMATO.png",89253,31,"BOT","mei","Nulo",0,2,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","Ânderson Balbino Assis","Balbino","https://s.glbimg.com/es/sde/f/2016/04/30/aa305ef16d18275ce438c74c73d54e15_FORMATO.png",89227,31,"GRE","mei","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","Matheus de Sales Cabral","Matheus Sales","https://s.glbimg.com/es/sde/f/2017/07/28/3f6f5e42ab4526ee91e011dab0d45545_FORMATO.png",89285,31,"BAH","mei","Suspenso",-6.8,2.03,-1.25,1.12,12,"Bahia",1,3,15,1,2,11,20,15,NA,1,NA,NA,NA,1,NA,NA,NA,NA
"711","Walter Luiz Silva de Araujo","Luizão","https://s.glbimg.com/es/sde/f/2017/06/22/5b6da4a5651cbd0822f33cea7f49be63_FORMATO.png",86724,31,"COR","zag","Nulo",0,0.79,0,-0.52,7,"Coritiba",NA,5,9,1,1,4,8,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"712","Lucas Gonçalves Reis Santos","Lucas Rex","https://s.glbimg.com/es/sde/f/2017/08/18/9e40a3e5256626c0192b3adef4243677_FORMATO.jpeg",86745,31,"GRE","zag","Nulo",0,2,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","Everton Sousa Soares","Everton","https://s.glbimg.com/es/sde/f/2017/04/23/f8b4218756c0dc59793c36159228a00f_FORMATO.png",86757,31,"GRE","ata","Nulo",16.7,12.76,2.02,4.49,27,"Grêmio",4,1,15,18,16,24,31,21,NA,1,5,1,NA,NA,NA,NA,NA,NA
"714","Flávio Medeiros da Silva","Flávio","https://s.glbimg.com/es/sde/f/2017/06/22/45969ac005e05819eea2e0fdcb62de43_FORMATO.png",91102,31,"VIT","mei","Nulo",0,2.12,0,0,1,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715","Lucas Oliveira de França","Lucas França","https://s.glbimg.com/es/sde/f/2017/04/22/c63baf2496083057957e4f2bd2ac3847_FORMATO.png",93869,31,"CRU","gol","Nulo",0,3,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716","Saulo Ferreira Silva Nascimento","Saulo","https://s.glbimg.com/es/sde/f/2017/04/18/8fb7b68bea9068528d9381cfe5c0b32a_FORMATO.png",89492,31,"BOT","gol","Nulo",0,1.18,0,-2,1,"Botafogo",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717","Wanderson de Jesus Martins","Caju","https://s.glbimg.com/es/sde/f/2016/05/01/54af0c3c3d1522543c64c18ca5a50a22_FORMATO.png",89342,31,"SAN","lat","Provável",0,3.83,0,3.3,1,"Santos",NA,NA,1,NA,NA,1,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","Cleiton Schwengber","Cleiton","https://s.glbimg.com/es/sde/f/2017/04/03/ef54b93128f4d412c55c7cd27c83323b_FORMATO.png",93882,31,"ATL","gol","Nulo",0,1,0,1.45,2,"Atlético-MG",NA,1,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719","Luis Ángel Salazar Cuesta","Salazar","https://s.glbimg.com/es/sde/f/2017/04/28/54e5ebd574f6ef20650d90d7e32baf44_FORMATO.png",93986,31,"AVA","zag","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
