"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","FC","FD","FF","FS","PE","RB","SG","I","G","FT","GC","CV","DD","GS","PP","DP"
"720","Carlos Eugenio Júnior Tavares dos Santos","Júnior Tavares","https://s.glbimg.com/es/sde/f/2017/02/09/25d0a51f886e8f5b2db83e4bea6a4e20_FORMATO.png",89343,31,"SAO","lat","Nulo",0,11.15,0,3.83,20,"São Paulo",4,3,19,2,6,40,67,27,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721","Edson Fernandes Botelho Júnior","Edson Júnior","https://s.glbimg.com/es/sde/f/2017/08/22/d2a7cd8500c44b31e1efb2f520d40482_FORMATO.png",93956,31,"ATL","ata","Nulo",0,2,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722","Matheus Fernandes Siqueira","Matheus Fernandes","https://s.glbimg.com/es/sde/f/2017/04/18/f7747c09eac1f0aee06f02c37fa257b6_FORMATO.png",94067,31,"BOT","mei","Provável",8.5,6.05,1.83,3.7,19,"Botafogo",NA,4,25,1,7,20,34,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723","Devid de Santana Silva","Devid","https://s.glbimg.com/es/sde/f/2017/04/28/7f5898b6f55d8d2c22bc2f9fd72c1067_FORMATO.png",94105,31,"AVA","ata","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724","Lucas Luiz Scalon","Scalon","https://s.glbimg.com/es/sde/f/2017/04/25/1c61a24805cfe9ae71c648216cd5b9cd_FORMATO.png",94003,31,"CHA","zag","Nulo",0,2,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725","Diego Gomes dos Santos","Diego Gomes","https://s.glbimg.com/es/sde/f/2017/05/02/c6169204fbfca94a9affdd9de721a72c_FORMATO.png",94045,31,"SAN","mei","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726","Lucas Ribamar Lopes dos Santos Bibiano","Ribamar","https://s.glbimg.com/es/sde/f/2017/07/20/6894ec593555b4c947a6ced0d1bf01c4_FORMATO.png",94068,31,"ATL","ata","Provável",1.2,7.14,-1.06,4,14,"Atlético-PR",1,2,13,8,11,26,9,3,NA,10,4,1,NA,NA,NA,NA,NA,NA
"727","Riuler de Oliveira Faustino","Riuler","https://s.glbimg.com/es/sde/f/2017/04/23/f9a0f4d378841844615990bf95a39da9_FORMATO.png",99021,31,"ATL","lat","Nulo",0,2,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728","Alex da Silva","Alex Silva","https://s.glbimg.com/es/sde/f/2017/05/19/2b09d527bb18b6dca83703fbbe498920_FORMATO.png",84861,31,"ATL","lat","Contundido",0,5.29,0,3.27,12,"Atlético-MG",3,5,24,1,2,19,36,18,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"729","Lucas da Silva Rocha","Lucas Rocha","https://s.glbimg.com/es/sde/f/2017/07/11/de8c5e7398d3dece81fa05f35abe0764_FORMATO.png",94119,31,"VAS","zag","Nulo",0,2.99,0,3.95,2,"Vasco",NA,NA,1,NA,NA,3,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730","Gustavo Henrique Ferrareis","Gustavo Ferrareis","https://s.glbimg.com/es/sde/f/2017/07/28/f9a5ac323f358bb4e2d5bbc354956624_FORMATO.png",89815,31,"BAH","mei","Nulo",0,5.11,0,1.05,11,"Bahia",NA,1,8,2,3,6,15,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"731","Leonan José Valandro Gomes","Leonan","https://s.glbimg.com/es/sde/f/2017/04/03/f7ef2c1763cfea19e19b624be9bd9f68_FORMATO.png",89693,31,"ATL","lat","Nulo",0,2.69,0,3.17,3,"Atlético-MG",NA,1,4,NA,NA,7,6,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732","Leonardo Pisculichi","Pisculichi","https://s.glbimg.com/es/sde/f/2017/02/18/c8a64d1e825d4a06c352c94d5499c77d_FORMATO.png",89871,31,"VIT","mei","Nulo",0,4.13,0,-0.55,2,"Vitória",NA,NA,1,NA,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733","Romulo dos Santos de Souza","Romulo","https://s.glbimg.com/es/sde/f/2017/04/28/039439859f768160af8a4dc5be23db1b_FORMATO.png",89696,31,"AVA","ata","Provável",-1.1,8.02,-1.62,1.65,27,"Avaí",NA,4,35,10,13,34,58,18,NA,7,3,NA,NA,NA,NA,NA,NA,NA
"734","James Dean Araújo de Lima","James Dean","https://s.glbimg.com/es/sde/f/2017/05/01/c92d594519fdaaff86e13dce57f1b587_FORMATO.png",89694,31,"SPO","ata","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735","John Victor Maciel Furtado","John Victor","https://s.glbimg.com/es/sde/f/2017/05/02/0eab88c901790607c556e504aa31b200_FORMATO.png",94044,31,"SAN","gol","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736","Róger Krug Guedes","Róger Guedes","https://s.glbimg.com/es/sde/f/2017/04/18/8320b12c035d14425a7a1685c28eea51_FORMATO.png",89898,31,"PAL","ata","Nulo",0.8,6.22,-0.07,1.93,24,"Palmeiras",3,2,34,7,9,27,63,7,NA,6,4,1,NA,NA,NA,NA,NA,NA
"737","Luiz Eduardo Fleuri Pacheco","Dudu",NA,89919,31,"GRE","mei","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738","Leandro Alves de Carvalho","Leandrinho","https://s.glbimg.com/es/sde/f/2016/05/20/5f4b91fa5fbbd56dc1f2fe3f094cbb22_FORMATO.png",89885,31,"BOT","mei","Contundido",0,3.07,0,3.02,6,"Botafogo",NA,1,5,1,NA,6,10,8,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"739","Andrigo Oliveira de Araujo","Andrigo","https://s.glbimg.com/es/sde/f/2017/05/19/78c75bce6fe9af97abe3a17761c64821_FORMATO.png",89930,31,"ATL","mei","Provável",-0.7,5.6,-1.02,2.68,29,"Atlético-GO",3,7,29,13,17,21,105,36,NA,1,2,3,NA,NA,NA,NA,NA,NA
"740","Gerferson Cerqueira Teles","Geferson","https://s.glbimg.com/es/sde/f/2017/02/18/1797455db8d122f09c954f551c9c8350_FORMATO.png",89976,31,"VIT","lat","Nulo",0,10.22,0,2.88,14,"Vitória",NA,5,21,1,1,10,31,29,3,2,NA,NA,NA,NA,NA,NA,NA,NA
"741","Bruno Henrique Pinto","Bruno Henrique","https://s.glbimg.com/es/sde/f/2017/02/19/6fc23a37c23198ad6b9da39da99ad82b_FORMATO.png",90285,31,"SAN","ata","Provável",-1.3,12.68,-2.12,5.53,22,"Santos",9,5,53,13,13,64,69,22,NA,8,6,1,NA,1,NA,NA,NA,NA
"742","Jaílson Marques Siqueira","Jailson","https://s.glbimg.com/es/sde/f/2017/04/23/bbc1e20f5a841fe3d2fc8cbf1553e368_FORMATO.png",90290,31,"GRE","mei","Provável",0,3.75,0,1.17,15,"Grêmio",1,1,14,NA,2,8,18,13,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"743","David Correa da Fonseca","David","https://s.glbimg.com/es/sde/f/2017/04/24/9a0112f0276ff9f2806956277d2eb848_FORMATO.png",90309,31,"VIT","ata","Provável",-0.8,4.93,-1.33,2.7,29,"Vitória",5,5,38,10,19,16,74,22,NA,14,4,3,NA,NA,NA,NA,NA,NA
"744","John Stiven Mendoza Valencia","Mendoza","https://s.glbimg.com/es/sde/f/2017/07/28/3526a1e303bf419c36b347c3684a027f_FORMATO.png",90031,31,"BAH","ata","Provável",0,7.16,0,5.08,24,"Bahia",2,3,24,12,22,31,61,32,NA,1,6,1,NA,NA,NA,NA,NA,NA
"745","Bruno de Jesus Pacheco","Bruno Pacheco","https://s.glbimg.com/es/sde/f/2017/04/27/fcbcf7704c49830f8c99c33ecbadb435_FORMATO.png",90061,31,"ATL","lat","Contundido",0.5,8.22,-0.2,3.19,29,"Atlético-GO",5,5,35,2,3,60,67,36,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746","Moisés Roberto Barbosa","Moisés","https://s.glbimg.com/es/sde/f/2017/04/20/341682456801d7e2449a82062f6ef9be_FORMATO.png",90444,31,"COR","lat","Nulo",0,3.02,0,3.57,3,"Corinthians",1,NA,4,NA,1,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747","Jonathan da Silveira Fernandes Reis","Fernandes","https://s.glbimg.com/es/sde/f/2016/05/20/02861c5449623b3038673b374f31d53e_FORMATO.png",90399,31,"BOT","mei","Nulo",0,2.8,0,-0.4,6,"Botafogo",NA,1,1,NA,1,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748","Luiz Fernando Ferreira Maximiliano","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2017/07/25/b1dafe35e50cc680c9452d9dafbc9522_FORMATO.png",90366,31,"FLU","mei","Contundido",0,1.94,0,1.1,2,"Fluminense",NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749","Yuri Oliveira Lima","Yuri","https://s.glbimg.com/es/sde/f/2016/07/05/6918c687f15258af809e99a14e04318e_FORMATO.png",90569,31,"SAN","mei","Nulo",0,0.79,0,-0.65,11,"Santos",NA,4,17,1,NA,6,22,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750","Arthur Henrique Ramos de Oliveira Melo","Arthur","https://s.glbimg.com/es/sde/f/2017/04/23/ad145ff7dd594174acc3863cb2569b83_FORMATO.png",90532,31,"GRE","mei","Nulo",0,10.54,0,4.14,23,"Grêmio",NA,3,19,2,2,49,62,55,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"751","Teodoro Junio Barbosa de Araújo","Araújo","https://s.glbimg.com/es/sde/f/2016/04/30/8da3cdd181e04b0c114f91c721ad89b1_FORMATO.png",90334,31,"GRE","mei","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752","Alex Sandro dos Santos Apolinario","Alex","https://s.glbimg.com/es/sde/f/2017/04/05/144a762b27b789eee8fd1c1a682c0512_FORMATO.png",90535,31,"CRU","mei","Nulo",0,3.3,0,4.2,1,"Cruzeiro",NA,NA,NA,NA,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753","Rafael Vinicius Carvalho Longuine","Rafael Longuine","https://s.glbimg.com/es/sde/f/2017/08/22/5218f0e7d3620fdf31c4115509777d95_FORMATO.png",90566,31,"COR","mei","Nulo",0,0.97,0,-0.08,10,"Coritiba",1,1,5,3,3,5,32,3,NA,2,NA,NA,NA,NA,NA,NA,1,NA
"754","Raul José Cardoso","Raul","https://s.glbimg.com/es/sde/f/2016/04/30/20baeb0768cee2ef5e7e760abad4ddfa_FORMATO.png",90531,31,"GRE","lat","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","Jefferson Vasconcelos Braz da Silva ","Jefferson Nem","https://s.glbimg.com/es/sde/f/2017/07/05/e19ea6817dece25a3dba36acabd4ea9f_FORMATO.png",90455,31,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756","Jefferson de Sousa Ferreira","Jefferson","https://s.glbimg.com/es/sde/f/2017/09/10/890a3dbeb4400e8e9910aca9b225fc13_FORMATO.jpeg",90586,31,"SPO","zag","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757","Alberto Valentim do Carmo Neto","Alberto Valentim","https://s.glbimg.com/es/sde/f/2017/10/13/eb83ab3bc8ab396e846e058adad3f4f4_FORMATO.png",84863,31,"PAL","tec","Provável",3,14.69,-0.56,5.28,4,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758","Elosman Euller Silva Cavalcanti","Euller ","https://s.glbimg.com/es/sde/f/2017/02/20/45d2685cedfee93ebf07f010f670c2ef_FORMATO.png",84890,31,"VIT","lat","Nulo",0,6.31,0,2.35,2,"Vitória",NA,NA,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759","Henrique Silva Milagres","Henrique","https://s.glbimg.com/es/sde/f/2017/04/24/98783f94705be5ed728032062068f73c_FORMATO.png",84893,31,"VAS","lat","Provável",0,8.37,0,3.35,15,"Vasco",2,1,19,3,1,23,38,20,3,2,NA,NA,NA,NA,NA,NA,NA,NA
"760","Elder Santana Conceição","Elder Santana","https://s.glbimg.com/es/sde/f/2017/06/15/1dcf005eb752d162ab97dbe8abe498a8_FORMATO.png",84925,31,"ATL","ata","Nulo",0,1.4,0,1.95,2,"Atlético-MG",NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761","Fabrício Bruno Soares de Faria","Fabrício Bruno","https://s.glbimg.com/es/sde/f/2017/04/24/c4a8873e3ad989db3e40b7149ed51789_FORMATO.png",90768,31,"CHA","zag","Suspenso",4.2,4.59,-0.79,2.96,18,"Chapecoense",NA,6,20,1,NA,14,21,21,6,NA,1,NA,NA,NA,NA,NA,NA,NA
"762","Elias Martello Curzel","Elias","https://s.glbimg.com/es/sde/f/2017/04/24/d39a7668ae872daf6e04f923e0d16a54_FORMATO.png",90843,31,"CHA","gol","Nulo",0,4,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763","Yago Henrique Severino dos Santos","Yago","https://s.glbimg.com/es/sde/f/2017/04/03/bd1a20fcc43bf36e13dd321aa526e278_FORMATO.png",84926,31,"ATL","mei","Nulo",0,1.69,0,1,19,"Atlético-MG",NA,4,19,5,4,8,46,18,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"764","Wallace Ribeiro Barato","Wallace","https://s.glbimg.com/es/sde/f/2017/02/20/aa36264462b556b6c72220d5db2ba3f1_FORMATO.png",90892,31,"VIT","gol","Nulo",0,1,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765","Jean Paulo Fernandes Filho","Jean","https://s.glbimg.com/es/sde/f/2017/07/28/d36fdad47b0813c57a2b46c71ec4af32_FORMATO.png",90933,31,"BAH","gol","Provável",6.7,12.49,1.24,4.01,31,"Bahia",NA,2,1,NA,NA,3,26,NA,9,NA,NA,NA,NA,NA,55,41,NA,1
"766","Jeferson de Araújo de Carvalho","Jeferson","https://s.glbimg.com/es/sde/f/2017/05/02/771b51917a7ef2187ffea3d1e0fc9277_FORMATO.png",84917,31,"PON","lat","Provável",10.8,7.15,1.97,3.52,16,"Ponte Preta",2,4,18,NA,3,8,61,18,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767","Lucas Fernandes","Lucas Fernandes","https://s.glbimg.com/es/sde/f/2017/07/26/1701b04d674659c12ac0715a0b58adbd_FORMATO.png",90899,31,"ATL","ata","Nulo",0,3.99,0,1.49,12,"Atlético-PR",NA,NA,12,3,4,18,23,10,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"768","Lucas Otávio Veiga Lopes","Lucas Otávio ","https://s.glbimg.com/es/sde/f/2017/04/28/c9abc289eaace4a40039be6a64b6711d_FORMATO.png",84896,31,"AVA","mei","Nulo",0,2.96,0,0.85,9,"Avaí",NA,NA,2,NA,NA,1,5,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"769","Gustavo Cascardo de Assis","Cascardo","https://s.glbimg.com/es/sde/f/2017/04/23/772a99574fe81da3c28fa586c83c7c91_FORMATO.png",90587,31,"ATL","lat","Nulo",0,3.17,0,2.65,9,"Atlético-PR",NA,NA,7,1,NA,13,22,7,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"770","Esteban Andrés Pavez Suazo","Pavez","https://s.glbimg.com/es/sde/f/2017/07/25/36e2606ea7c16d592e3d39df8f817fae_FORMATO.png",90959,31,"ATL","mei","Provável",1.8,5.18,0.15,2.5,15,"Atlético-PR",NA,1,16,3,5,3,38,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771","Evandro Lima de Oliveira Filho","Evandro","https://s.glbimg.com/es/sde/f/2017/05/01/44325047a16fc8c2d5d2dbee3907eb6a_FORMATO.png",91001,31,"SPO","lat","Nulo",0,0.76,0,-0.33,3,"Sport",NA,NA,9,1,NA,2,12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772","Ronaldo de Oliveira Strada","Ronaldo","https://s.glbimg.com/es/sde/f/2017/02/20/e49415180708c87913cabd48be5dd49f_FORMATO.png",91101,31,"VIT","gol","Nulo",0,1,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773","Alison Vicente da Silva","Alison","https://s.glbimg.com/es/sde/f/2017/02/14/cd74f75d4225633af1942d07603f11cf_FORMATO.png",91003,31,"SPO","ata","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774","Lucas Estella Perri","Lucas Perri","https://s.glbimg.com/es/sde/f/2016/05/01/33edb005bdd244f616d094e71ba6c3a8_FORMATO.png",91260,31,"SAO","gol","Nulo",0,2,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"775","Éder Ferreira Graminho","Éder ","https://s.glbimg.com/es/sde/f/2017/07/28/ce25d0402feb8a3d6bf8b0c89a10060d_FORMATO.png",91203,31,"BAH","zag","Nulo",0,0.81,0,-0.15,7,"Bahia",NA,3,10,1,3,3,5,2,2,1,NA,NA,1,NA,NA,NA,NA,NA
"776","Matheus Gonçalves Savio","Matheus Savio","https://s.glbimg.com/es/sde/f/2017/08/22/7da12c5b73385d17f5dae83cb6a45e75_FORMATO.jpeg",91264,31,"FLA","mei","Nulo",0,10.1,0,3.6,7,"Flamengo",NA,NA,1,3,5,NA,12,9,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"777","Jesiel Cardoso Miranda","Jesiel","https://s.glbimg.com/es/sde/f/2017/04/03/b00e4e82879a8aa6d2193c3ed0abd49b_FORMATO.png",91156,31,"ATL","zag","Nulo",0,3.21,0,4.3,1,"Atlético-MG",NA,NA,NA,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"778","Eduardo Gabriel Aquino Cossa","Pepê","https://s.glbimg.com/es/sde/f/2017/06/07/bd6f96fc4d6fbe29bd108c344db1e415_FORMATO.jpeg",91201,31,"GRE","ata","Nulo",0,0.97,0,0.5,1,"Grêmio",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"779","Thiago Rodrigues da Silva","Thiago","https://s.glbimg.com/es/sde/f/2017/04/24/cbff6dc155e200c1acd0f26dfbad6fae_FORMATO.png",91194,31,"FLA","gol","Contundido",0,4.24,0,3.59,11,"Flamengo",1,NA,NA,NA,NA,1,3,NA,4,NA,NA,NA,NA,NA,11,9,NA,NA
"780","Bruno Bispo dos Anjos","Bruno Bispo","https://s.glbimg.com/es/sde/f/2017/05/28/af8ee442a870d4c045d8eebdb02ccf1a_FORMATO.png",91359,31,"VIT","zag","Nulo",0,1.99,0,2.2,1,"Vitória",NA,NA,1,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"781","João Paulo Sanches","João Paulo Sanches","https://s.glbimg.com/es/sde/f/2017/06/07/c28815f50806965fcba9772e65d9695e_FORMATO.png",91318,31,"ATL","tec","Provável",4.64,6.84,0.1,3.72,17,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"782","Gustavo Blanco Petersen Macedo","Gustavo Blanco","https://s.glbimg.com/es/sde/f/2017/07/04/bdab16330aca79897bf4fa25fd8d7eaf_FORMATO.jpeg",91191,31,"ATL","mei","Nulo",0,2.37,0,2.17,3,"Atlético-MG",NA,NA,4,NA,NA,1,4,6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"783","Colin Kazim-Richards","Kazim","https://s.glbimg.com/es/sde/f/2017/04/23/ad1f8add949fbe2020567092e6cb1ac9_FORMATO.png",91519,31,"COR","ata","Nulo",0,1.74,-0.03,0.03,12,"Corinthians",NA,NA,10,3,4,4,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"784","Rodrigo de Oliveira Ramos","Rodrigo Ramos","https://s.glbimg.com/es/sde/f/2015/10/30/790da0b7e69393ed9c4a542a2536232c_FORMATO.png",91388,31,"COR","lat","Contundido",0,2.89,0,-0.63,3,"Coritiba",NA,NA,6,1,NA,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"785","Warleson Stellion Lisboa Oliveira","Warleson","https://s.glbimg.com/es/sde/f/2017/04/23/d3b26dce5bc760f7a52d0556eb36b781_FORMATO.png",91204,31,"ATL","gol","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"786","Adryelson Shawann Lima Silva","Adryelson","https://s.glbimg.com/es/sde/f/2016/05/01/486323894355978b9458b0d2217d92bf_FORMATO.png",91664,31,"SPO","zag","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"787","Mário Sérgio Pereira Junior","Mário","https://s.glbimg.com/es/sde/f/2017/02/21/1242841d640e4683a423b3f381264bd0_FORMATO.png",92084,31,"BAH","ata","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"788","Marciel Silva da Silva","Marciel","https://s.glbimg.com/es/sde/f/2017/04/23/cf2fd75fe95a351dd06a29fbc12519b7_FORMATO.png",91714,31,"COR","mei","Nulo",0,2.72,0,1.9,1,"Corinthians",NA,1,1,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"789","Leonardo Felipe Valencia Rossel","Leonardo Valencia","https://s.glbimg.com/es/sde/f/2017/08/07/5da8e09b912f3d4e02c70571d9de8988_FORMATO.png",91508,31,"BOT","mei","Nulo",0,4.48,0,-0.91,8,"Botafogo",1,4,7,4,4,10,31,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"790","Breno Evangelista Cantão de Oliveira","Breno","https://s.glbimg.com/es/sde/f/2017/04/23/eddc26f069abf5b4dd09b9c3888d5cba_FORMATO.png",91842,31,"ATL","lat","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"791","Raianderson da Costa Morais","Careca","https://s.glbimg.com/es/sde/f/2017/08/31/2e4b69da4eddc15bda1f67645090e038_FORMATO.jpeg",91634,31,"CRU","mei","Nulo",0,2,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"792","Ygor Nogueira de Paula","Nogueira","https://s.glbimg.com/es/sde/f/2017/07/25/2a4e33bf350856d717b1e30a45f433b7_FORMATO.png",91815,31,"FLU","zag","Nulo",0,2.72,0,1.3,10,"Fluminense",NA,3,7,3,NA,7,9,6,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"793","Eduardo Jacinto de Biasi","Eduardo","https://s.glbimg.com/es/sde/f/2015/04/08/2ebaa66ec9d9d1de9a011dac27436a6d_FORMATO.jpeg",91688,31,"CRU","mei","Nulo",0,1,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"794","Caíque França Godoy","Caíque França","https://s.glbimg.com/es/sde/f/2017/04/19/02fc5dc63c312d6868d30a24d373ba30_FORMATO.png",91808,31,"COR","gol","Nulo",0,2,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"795","Robert Abel Arboleda Escobar","Arboleda","https://s.glbimg.com/es/sde/f/2017/06/27/feb4b502524252fc410bb11eeffc69b7_FORMATO.png",91573,31,"SAO","zag","Provável",1.9,8.29,-0.66,2.91,18,"São Paulo",1,4,21,1,10,16,45,20,3,3,2,NA,NA,NA,NA,NA,NA,NA
"796","Adniellyson da Silva Oliveira","Silva","https://s.glbimg.com/es/sde/f/2017/04/27/44c5ab48a8a0e8c7c33de52bdb5af46b_FORMATO.png",91917,31,"ATL","mei","Nulo",0,2.11,0,0.8,10,"Atlético-GO",NA,2,22,NA,1,8,7,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"797","José Ivaldo Almeida Silva","Zé Ivaldo","https://s.glbimg.com/es/sde/f/2017/04/23/fbf5dd33aaec3e3709c4449e36790a17_FORMATO.png",91866,31,"ATL","zag","Nulo",0,0.92,0,1.7,6,"Atlético-PR",NA,2,9,1,NA,NA,14,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"798","João Paulo Queiroz Moraes","João Paulo","https://s.glbimg.com/es/sde/f/2017/07/28/baf6b3a2aba751886b94cf3505101d09_FORMATO.png",91972,31,"BAH","ata","Nulo",0,3.35,0,2.55,9,"Bahia",NA,1,4,3,5,12,5,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"799","Marlon Rodrigues Xavier","Marlon","https://s.glbimg.com/es/sde/f/2017/07/25/ee065470bf0b5a13c2bd5b1ee638967a_FORMATO.png",91706,31,"FLU","lat","Provável",6,5.51,0.74,3.2,9,"Fluminense",2,2,9,2,3,4,31,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800","Gabriel Félix dos Santos","Gabriel Félix","https://s.glbimg.com/es/sde/f/2017/04/06/54685bfd304a178fd3107aaf6fb0db2f_FORMATO.png",92057,31,"VAS","gol","Nulo",0,2,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"801","Jair Ventura","Jair Ventura","https://s.glbimg.com/es/sde/f/2017/04/23/2fb7d8d8b307b409308c2dfefeace799_FORMATO.png",92180,31,"BOT","tec","Provável",5.11,12.29,0.02,4.23,31,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
