"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","CV","FC","FD","FF","FS","I","PE","RB","SG","FT","A","G","PP","DD","GS","GC","DP"
"82","Fernando Buttenbender Prass","Fernando Prass","https://s.glbimg.com/es/sde/f/2016/05/01/493488441bb751ad5dbdb042a318599f_FORMATO.png",38140,24,"PAL","gol","Provável",11.5,16.02,0.25,4.25,20,"Palmeiras",1,NA,NA,NA,NA,4,NA,6,1,5,NA,NA,NA,NA,33,23,NA,1
"83","João Alves de Assis Silva","Jô","https://s.glbimg.com/es/sde/f/2017/04/23/013b2879d66c81bb0e92137fdfe045a8_FORMATO.png",38138,24,"COR","ata","Provável",8,13.42,1.54,4.33,22,"Corinthians",2,NA,41,16,11,25,27,52,6,NA,NA,2,12,1,NA,NA,NA,NA
"84","Artur Guilherme Moraes Gusmão","Artur Moraes","https://s.glbimg.com/es/sde/f/2017/04/24/5e85a2f95507d900cd0da5a482163c0d_FORMATO.png",38156,24,"CHA","gol","Nulo",0,6,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","Jefferson de Oliveira Galvão","Jefferson","https://s.glbimg.com/es/sde/f/2016/05/20/27326ea71a4a3d4cde252b5498024a60_FORMATO.png",38109,24,"BOT","gol","Nulo",0,9.57,0,7.78,6,"Botafogo",2,NA,NA,NA,NA,1,NA,6,NA,2,NA,NA,NA,NA,15,5,NA,1
"86","Danilo Gabriel de Andrade","Danilo","https://s.glbimg.com/es/sde/f/2017/04/19/b627c9025ae6426b1e4397a1e4806a3e_FORMATO.png",38067,24,"COR","mei","Contundido",0,5,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","Frederico Chaves Guedes","Fred","https://s.glbimg.com/es/sde/f/2017/04/03/3c0b9d4407aa9d0eadfb90461cc048e1_FORMATO.png",38162,24,"ATL","ata","Provável",2.1,14.01,1.16,2.54,16,"Atlético-MG",4,NA,26,5,10,30,10,35,5,NA,1,1,5,2,NA,NA,NA,NA
"88","Maicon Thiago Pereira de Souza","Maicon","https://s.glbimg.com/es/sde/f/2017/04/23/2d7990dd22103819070a18092e4a35b7_FORMATO.png",38196,24,"GRE","mei","Contundido",0,7.26,0,1,11,"Grêmio",3,NA,11,1,3,10,NA,20,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","Fábio Santos Romeu","Fábio Santos","https://s.glbimg.com/es/sde/f/2017/04/03/513ae4d7abe5f2024ee9a5cfa9c87bd4_FORMATO.png",38229,24,"ATL","lat","Provável",-3.9,2.85,-1.71,2.8,20,"Atlético-MG",7,NA,30,2,5,38,2,73,23,4,NA,NA,3,NA,NA,NA,NA,NA
"90","Robson de Souza","Robinho","https://s.glbimg.com/es/sde/f/2017/04/03/d0fe78529c78b3decfed9ab7ea31e79b_FORMATO.png",38246,24,"ATL","ata","Nulo",0.2,11.69,-0.03,1.28,19,"Atlético-MG",4,NA,13,3,7,16,13,41,16,NA,NA,2,1,1,NA,NA,NA,NA
"91","Wellington Pereira do Nascimento","Wellington Paulista","https://s.glbimg.com/es/sde/f/2017/04/25/063a393c23a936c42fa8d9c6ee455747_FORMATO.png",38279,24,"CHA","ata","Provável",2.8,9.62,0.54,2.19,19,"Chapecoense",5,NA,23,15,14,20,6,38,4,NA,2,1,3,NA,NA,NA,NA,NA
"92","Roger Rodrigues da Silva","Roger","https://s.glbimg.com/es/sde/f/2017/04/18/6814b99b2a5d61f8e272030ee2784ca0_FORMATO.png",38287,24,"BOT","ata","Provável",3.6,9.94,-2.43,5.04,19,"Botafogo",2,NA,20,11,17,20,16,41,11,NA,NA,2,9,1,NA,NA,NA,NA
"93","Thiago Neves Augusto","Thiago Neves","https://s.glbimg.com/es/sde/f/2017/02/19/6bb6e70216d205ad23e44268eba27692_FORMATO.png",38277,24,"CRU","mei","Suspenso",3.5,17.44,0.39,5.39,21,"Cruzeiro",3,NA,22,29,11,35,5,79,21,NA,2,3,6,1,NA,NA,NA,NA
"94","Márcio Rodrigues Araújo","Márcio Araújo","https://s.glbimg.com/es/sde/f/2017/08/16/497b309e783e3279452314847976a12a_FORMATO.jpeg",38311,24,"FLA","mei","Provável",7.2,9.79,0.79,3.63,20,"Flamengo",3,NA,23,1,5,28,NA,39,46,NA,NA,1,NA,NA,NA,NA,NA,NA
"95","Anderson Luís de Abreu Oliveira","Anderson","https://s.glbimg.com/es/sde/f/2017/04/24/0dc186897635dc55867be6cf89a3666a_FORMATO.png",38852,24,"COR","mei","Provável",-0.1,3.48,0.6,0.31,8,"Coritiba",2,1,8,3,NA,11,NA,22,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","Thiago Heleno Henrique Ferreira","Thiago Heleno","https://s.glbimg.com/es/sde/f/2017/04/23/1f11c20ef0f3dc5415e347a5080e0877_FORMATO.png",38394,24,"ATL","zag","Suspenso",-1.6,8.06,-0.69,3.63,16,"Atlético-PR",6,NA,20,NA,5,9,1,29,16,6,NA,NA,3,NA,NA,NA,NA,NA
"97","Jadson Rodrigues da Silva","Jadson","https://s.glbimg.com/es/sde/f/2017/04/23/74a0bb24699753dd991412e8c67a1623_FORMATO.png",38315,24,"COR","mei","Provável",-1.4,8.29,-0.28,1.5,18,"Corinthians",2,NA,14,3,12,10,3,97,9,NA,NA,1,4,NA,NA,NA,NA,NA
"98","Rafael da Silva Francisco","Rafinha","https://s.glbimg.com/es/sde/f/2017/04/22/b38b67b4598e604b5f9219b7e65d47d7_FORMATO.png",38421,24,"CRU","mei","Provável",2.8,6.45,-1.08,2.64,15,"Cruzeiro",1,NA,18,5,3,35,1,44,12,NA,1,NA,2,NA,NA,NA,NA,NA
"99","Marcos Vicente dos Santos","Marquinhos","https://s.glbimg.com/es/sde/f/2017/04/28/16b2b3c31dc9b2e904ab87a434b26f8b_FORMATO.png",38150,24,"AVA","mei","Nulo",0,2.72,0,0.61,10,"Avaí",NA,1,4,4,3,10,NA,37,3,NA,NA,NA,1,NA,NA,NA,NA,NA
"100","Eder Luis de Oliveira","Eder Luis","https://s.glbimg.com/es/sde/f/2017/04/27/a624683a1be2238af9bf43179557bd20_FORMATO.png",38508,24,"VAS","ata","Nulo",-0.3,2.02,-0.32,-0.15,2,"Vasco",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","Fábio Ferreira da Silva","Fábio Ferreira","https://s.glbimg.com/es/sde/f/2017/05/02/dfab84ee22e942e61a82ff8910b56353_FORMATO.png",38425,24,"PON","zag","Nulo",0,5,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","Edílson Mendes Guimarães","Edílson","https://s.glbimg.com/es/sde/f/2017/04/23/01562d5599dfea4ea49171288751df8a_FORMATO.png",38523,24,"GRE","lat","Nulo",0,9.35,0,2.56,14,"Grêmio",4,1,23,3,8,11,1,39,17,5,NA,NA,1,1,NA,NA,NA,NA
"103","Danilo Verón Bairros","Danilinho","https://s.glbimg.com/es/sde/f/2017/07/18/67111050a2c2d4213b8625c1326c1fe3_FORMATO.png",38617,24,"VIT","ata","Nulo",0,3.42,0,0.1,3,"Vitória",NA,NA,1,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","Diego Alves Carreira","Diego Alves","https://s.glbimg.com/es/sde/f/2017/07/27/01f4269046199527133f29de2df7001b_FORMATO.png",38509,24,"FLA","gol","Nulo",0,7.71,0,0.91,7,"Flamengo",NA,NA,NA,NA,NA,1,NA,7,NA,2,NA,NA,NA,NA,6,10,NA,NA
"105","Diego Cavalieri","Diego Cavalieri","https://s.glbimg.com/es/sde/f/2017/07/25/e9e063853438a8237b3f988c83e35607_FORMATO.png",38431,24,"FLU","gol","Nulo",0,3.91,0,-1,3,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA
"106","Cleiton Ribeiro Xavier","Cleiton Xavier","https://s.glbimg.com/es/sde/f/2017/02/18/12b5f4babe911d2c08e5e106d926ef3d_FORMATO.png",38530,24,"VIT","mei","Suspenso",3.8,6.08,0.9,1.93,15,"Vitória",3,NA,19,6,10,8,1,48,14,NA,1,3,NA,NA,NA,NA,NA,NA
"107","Anderson Hernanes de Carvalho Andrade Lima","Hernanes","https://s.glbimg.com/es/sde/f/2017/08/24/906d163cca64b5b702fc394e60588644_FORMATO.png",38648,24,"SAO","mei","Provável",1.1,17.33,-1.52,9.26,8,"São Paulo",2,NA,9,7,7,21,NA,37,6,NA,NA,1,7,NA,NA,NA,NA,NA
"108","Lucas Pierre Santos Oliveira","Pierre","https://s.glbimg.com/es/sde/f/2017/07/25/2b0656054e6766c7389fc96b6a00cbde_FORMATO.png",38440,24,"FLU","mei","Contundido",0,3.54,0,0,1,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","Renato Dirnei Florêncio","Renato","https://s.glbimg.com/es/sde/f/2017/05/02/ce9c1e5d21a2efec50dbdc2870d5a8c9_FORMATO.png",38908,24,"SAN","mei","Contundido",0,6.27,0,1.62,14,"Santos",NA,NA,10,1,1,15,NA,29,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Douglas dos Santos","Douglas","https://s.glbimg.com/es/sde/f/2017/04/23/fa6eb12f4d4fee6467bb3bb75ccc55ce_FORMATO.png",38738,24,"GRE","mei","Contundido",0,14,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","Jonas Jessué da Silva Júnior","Jonas","https://s.glbimg.com/es/sde/f/2017/04/17/da28ba844b13dd322862abfcda7e77b7_FORMATO.png",39152,24,"BOT","lat","Contundido",0,6,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","Diego Ribas da Cunha","Diego","https://s.glbimg.com/es/sde/f/2017/08/16/3ba372d90926f839c71eb2bf7160fc95_FORMATO.jpeg",38909,24,"FLA","mei","Nulo",0,18.69,-1.48,4.95,18,"Flamengo",3,NA,25,9,12,60,8,77,24,NA,NA,2,5,1,NA,NA,NA,NA
"113","Rafael Marques Mariano","Rafael Marques","https://s.glbimg.com/es/sde/f/2017/05/16/3246550328efb6a72fe4e85ea0bbff11_FORMATO.png",38957,24,"CRU","ata","Provável",0,4.14,0,1.46,11,"Cruzeiro",NA,NA,3,2,5,9,1,22,4,NA,NA,NA,1,NA,NA,NA,NA,NA
"114","José Renato da Silva Júnior","Renato","https://s.glbimg.com/es/sde/f/2017/07/25/51728a46f746d0ab5fe9985a3f913559_FORMATO.png",39572,24,"FLU","lat","Nulo",-0.8,2.89,-0.18,0.82,8,"Fluminense",2,NA,11,1,6,7,NA,15,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"115","Anderson Luiz de Carvalho","Nenê","https://s.glbimg.com/es/sde/f/2017/04/24/45951f5edf6777703717a335e5bffc58_FORMATO.png",38913,24,"VAS","mei","Provável",2.8,12.47,0.01,2.87,17,"Vasco",4,NA,19,8,12,39,2,73,13,NA,NA,3,2,NA,NA,NA,NA,NA
"116","Ricardo de Oliveira","Ricardo Oliveira","https://s.glbimg.com/es/sde/f/2016/05/01/04f2207e667b88e15a5ccdc893894a1f_FORMATO.png",38910,24,"SAN","ata","Provável",0,11.35,0,2.27,10,"Santos",1,NA,14,5,10,7,5,14,2,NA,1,NA,2,NA,NA,NA,NA,NA
"117","Jael Ferreira Vieira","Jael","https://s.glbimg.com/es/sde/f/2017/04/23/585f69babcaf14c7eaf22537e3c5338c_FORMATO.png",60859,24,"GRE","ata","Provável",1.2,4.17,-0.83,1.2,1,"Grêmio",NA,NA,NA,1,NA,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","Vagner Carmo Mancini","Vagner Mancini","https://s.glbimg.com/es/sde/f/2017/07/26/03f653f62309ac6ad508e084fbc4c7e5_FORMATO.png",39850,24,"VIT","tec","Provável",2.15,8.95,-0.43,3.58,19,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","Felipe Melo de Carvalho","Felipe Melo","https://s.glbimg.com/es/sde/f/2017/04/18/d1031b5a0a0783e2fc55c0668ef4d8de_FORMATO.png",38545,24,"PAL","mei","Nulo",0,8.27,0,2.04,5,"Palmeiras",2,NA,10,1,2,9,NA,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","Kleber Giacomace de Souza Freitas","Kleber","https://s.glbimg.com/es/sde/f/2017/09/05/45c6f808fc644c74001e20c938a4112a_FORMATO.png",40179,24,"COR","ata","Suspenso",0,10.74,0,3.35,11,"Coritiba",2,1,30,10,7,31,7,33,4,NA,NA,1,4,NA,NA,NA,NA,NA
"121","Alexandro Silva de Souza","Dudu Cearense","https://s.glbimg.com/es/sde/f/2016/06/28/2b7b2415b00931bc7ebe03b683cd03be_FORMATO.jpeg",38928,24,"BOT","mei","Nulo",0,3.34,0,0.67,10,"Botafogo",3,NA,12,1,NA,9,NA,18,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Levir Culpi","Levir Culpi","https://s.glbimg.com/es/sde/f/2017/06/14/136e0a7f3e7fc28586ac419c9c08efd2_FORMATO.png",40025,24,"SAN","tec","Provável",1.26,10.74,-0.97,4.31,18,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","Abel Carlos da Silva Braga","Abel Braga","https://s.glbimg.com/es/sde/f/2017/07/26/530dd6d653e00f41f2159828518f0bf3_FORMATO.png",40006,24,"FLU","tec","Provável",0.94,11.47,-0.17,3.05,22,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","Lucca Borges Brito","Lucca","https://s.glbimg.com/es/sde/f/2017/05/02/bd59d7bbf1fff0ce2e2dd4b489c5c99a_FORMATO.png",61149,24,"PON","ata","Provável",7.7,21.73,0.39,7.11,22,"Ponte Preta",3,NA,24,22,20,78,7,60,23,NA,NA,1,10,1,NA,NA,NA,NA
"125","Gilberto Oliveira Souza Júnior","Gilberto","https://s.glbimg.com/es/sde/f/2016/08/18/6af48de27fa231f0a84e3301c9451cb9_FORMATO.png",61188,24,"SAO","ata","Nulo",0,3.71,0,1.21,12,"São Paulo",1,NA,7,5,4,8,5,8,3,NA,NA,NA,1,NA,NA,NA,NA,NA
"126","Patric Cabral Lalau","Patric","https://s.glbimg.com/es/sde/f/2017/04/24/89077bf2beda96cfae171fad51c21cd1_FORMATO.png",60969,24,"VIT","lat","Suspenso",4.6,7.85,-1.02,2.77,21,"Vitória",3,NA,31,6,11,13,6,83,25,6,NA,3,NA,NA,NA,NA,NA,NA
"127","Airton Ribeiro Santos","Airton","https://s.glbimg.com/es/sde/f/2016/05/19/53e1bd0759a8f98439752def04457e15_FORMATO.png",61985,24,"BOT","mei","Contundido",0,5.63,0,1.17,3,"Botafogo",NA,NA,3,NA,NA,4,NA,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","Dorival Silvestre Júnior","Dorival Júnior","https://s.glbimg.com/es/sde/f/2017/07/10/44451249912d8a454f2c40009fb27f1b_FORMATO.png",40990,24,"SAO","tec","Provável",5.07,9.9,0.22,2.95,16,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","Rodrigo Eduardo Costa Marinho","Rodriguinho","https://s.glbimg.com/es/sde/f/2017/04/20/ff3f0ec8867916a05745cdee54815442_FORMATO.png",61033,24,"COR","mei","Provável",1.3,13.94,-0.44,3.89,19,"Corinthians",4,NA,29,15,19,38,2,71,17,NA,1,3,3,NA,NA,NA,NA,NA
"130","Alessandro Beti Rosa","Magrão","https://s.glbimg.com/es/sde/f/2017/08/30/c7dca7402951841de5cd3c5a531e0cee_FORMATO.png",41218,24,"SPO","gol","Provável",-0.5,5.48,0.21,3.11,20,"Sport",NA,NA,NA,NA,NA,1,NA,7,1,7,NA,NA,NA,NA,27,27,NA,NA
"131","Carlos Cesar Neves","Carlos Cesar","https://s.glbimg.com/es/sde/f/2017/04/03/ed8cd5220fe7c5ba0069143fad70f518_FORMATO.png",61211,24,"ATL","lat","Contundido",0,4.46,0,-0.7,1,"Atlético-MG",NA,NA,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","Edimar Curitiba Fraga","Edimar","https://s.glbimg.com/es/sde/f/2017/04/25/0991c88dd099660fdb7cfc88a4bedab1_FORMATO.png",62024,24,"SAO","lat","Nulo",0,4.56,0,2.23,9,"São Paulo",3,NA,10,3,1,13,NA,32,15,1,NA,NA,NA,NA,NA,NA,NA,NA
"133","Jean Raphael Vanderlei Moreira","Jean","https://s.glbimg.com/es/sde/f/2017/04/18/84289863d6f3328bec523c3cfeadb268_FORMATO.png",62047,24,"PAL","lat","Provável",14.8,16.37,2.16,4.74,14,"Palmeiras",1,NA,11,3,16,12,3,37,14,5,NA,1,2,1,NA,NA,NA,NA
"134","Renato Portaluppi","Renato Gaúcho","https://s.glbimg.com/es/sde/f/2016/10/20/11389b106c935a0e20c5b557a4161683_FORMATO.png",41929,24,"GRE","tec","Provável",2.78,15.3,0,4.39,23,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","Maikon Fernando Souza Leite","Maikon Leite","https://s.glbimg.com/es/sde/f/2017/07/28/8007ddc987249203ffd2dc0d80f422f2_FORMATO.png",62069,24,"BAH","ata","Nulo",0,2.22,0,0.57,3,"Bahia",NA,NA,2,NA,NA,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","Marcos Rogério Ricci Lopes","Pará","https://s.glbimg.com/es/sde/f/2017/08/16/2215936db5460baf89bb165cdfc691b4_FORMATO.jpeg",62086,24,"FLA","lat","Nulo",11.8,10.36,1.38,3.41,17,"Flamengo",NA,NA,18,NA,6,14,1,46,13,7,NA,1,1,NA,NA,NA,NA,NA
"137","Hernane Vidal Souza","Hernane","https://s.glbimg.com/es/sde/f/2017/07/28/10783cbce0071ae8567021c6e9290249_FORMATO.png",72386,24,"BAH","ata","Nulo",0.5,7.99,-2.01,0.5,1,"Bahia",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","Willian Gomes de Siqueira","Willian","https://s.glbimg.com/es/sde/f/2017/04/18/8ce197bf5176cc970a5782466268bd80_FORMATO.png",42116,24,"PAL","ata","Provável",0,7.37,0,3.83,17,"Palmeiras",4,1,27,6,7,24,6,29,15,NA,1,3,5,1,NA,NA,NA,NA
"139","Vanderlei Farias da Silva","Vanderlei","https://s.glbimg.com/es/sde/f/2016/05/01/82e0b04b2f7623a1d61ffaff2e36a59c_FORMATO.png",62121,24,"SAN","gol","Provável",4.7,22.58,-2,9.82,23,"Santos",2,NA,1,NA,NA,4,NA,8,NA,13,NA,NA,NA,NA,59,16,NA,3
"140","Felipe Augusto Santana","Felipe Santana","https://s.glbimg.com/es/sde/f/2017/02/19/6ca71225c6186e7ca8dfcf1ac0111b14_FORMATO.png",42140,24,"ATL","zag","Nulo",0,9.43,0,4.35,9,"Atlético-MG",NA,NA,9,NA,2,7,1,14,12,2,NA,1,1,NA,NA,NA,NA,NA
"141","Róbson Michael Signorini","Robinho","https://s.glbimg.com/es/sde/f/2016/05/12/bca701933eaad8640785a2a634d5edf4_FORMATO.png",62104,24,"CRU","mei","Suspenso",-0.4,7.68,0.12,1.76,11,"Cruzeiro",3,NA,10,5,7,9,3,57,11,NA,NA,NA,2,NA,NA,NA,NA,NA
"142","Egídio de Araújo Pereira Júnior","Egídio","https://s.glbimg.com/es/sde/f/2017/04/18/594aacef190963b0476d2c76f4f48f57_FORMATO.png",42145,24,"PAL","lat","Provável",8.9,8.77,0.78,5.41,13,"Palmeiras",2,NA,14,3,2,18,2,57,30,6,NA,1,NA,NA,NA,NA,NA,NA
"143","Walter Henrique da Silva","Walter","https://s.glbimg.com/es/sde/f/2017/06/01/bba975f9c1f34505f37eedc4d7693aad_FORMATO.png",62128,24,"ATL","ata","Suspenso",13.7,9.11,2.78,1.26,18,"Atlético-GO",6,NA,43,16,14,43,10,86,9,NA,1,1,2,NA,NA,NA,NA,NA
"144","Fernando Paixão da Silva","Fernando Bob","https://s.glbimg.com/es/sde/f/2017/05/02/c182483a84aebf5ed52ddb9d82da6407_FORMATO.png",42213,24,"PON","mei","Provável",0,7.97,0,2.57,11,"Ponte Preta",2,NA,23,NA,1,13,1,35,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","William José de Souza","Amaral","https://s.glbimg.com/es/sde/f/2017/05/08/d967be031145a156a67e168aaeecb1fa_FORMATO.png",42232,24,"CHA","mei","Contundido",0,5,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","William Matheus da Silva","William Matheus","https://s.glbimg.com/es/sde/f/2017/04/24/dc3d5fdf33d1716e51abe9c2aad2d182_FORMATO.png",62130,24,"COR","lat","Provável",0,7.32,0,2.39,20,"Coritiba",6,1,29,5,2,43,2,66,25,6,NA,NA,NA,NA,NA,NA,NA,NA
"147","Cássio Ramos","Cássio","https://s.glbimg.com/es/sde/f/2017/04/19/aaa96b0be41ff91da112273cc059467e_FORMATO.png",42234,24,"COR","gol","Provável",11,14.49,1.16,5.77,23,"Corinthians",2,NA,NA,NA,NA,5,NA,7,NA,14,NA,NA,NA,NA,26,13,NA,2
"148","Alexi Stival","Cuca","https://s.glbimg.com/es/sde/f/2017/09/04/ddeb8b402f80cae51879bf3c023e7441_FORMATO.jpeg",42411,24,"PAL","tec","Provável",7.01,14.41,0.7,3.99,24,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","Osvaldo Lourenço Filho","Osvaldo","https://s.glbimg.com/es/sde/f/2017/08/30/ca1ccec3b2b10a0ecede58b69bb07f1a_FORMATO.png",42222,24,"SPO","ata","Nulo",3.4,5.25,0.63,2.38,17,"Sport",2,NA,9,4,5,20,2,45,10,NA,NA,1,3,NA,NA,NA,NA,NA
"150","Wellington Aparecido Martins","Wellington","https://s.glbimg.com/es/sde/f/2017/07/27/3f91d9b6357f754bb2a32e60e5876ea6_FORMATO.png",62129,24,"VAS","mei","Provável",0,0.79,0,-1.29,13,"Vasco",6,NA,32,1,1,7,1,35,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","Marcelo de Oliveira Santos","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2017/07/25/b2b0680473841905e6c9f7656eb437cd_FORMATO.png",62136,24,"COR","tec","Provável",1.94,9.09,-0.21,3.22,8,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","Vanderlei Luxemburgo da Silva","Vanderlei Luxemburgo","https://s.glbimg.com/es/sde/f/2017/05/31/d059e86ab694b638ba5a43c3b0b0444f_FORMATO.png",41327,24,"SPO","tec","Provável",1.15,8.51,-0.09,4.46,20,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","Willian Roberto Farias","Willian Farias","https://s.glbimg.com/es/sde/f/2017/04/24/15cf98a07f1ca5efaa16bc8321c04658_FORMATO.png",63058,24,"VIT","mei","Contundido",0,9.33,0,3.11,10,"Vitória",4,NA,16,NA,3,8,NA,28,27,NA,1,NA,NA,NA,NA,NA,NA,NA
"154","Werley Ananias da Silva","Werley","https://s.glbimg.com/es/sde/f/2017/04/24/5d30208b79a04fd4710a6c79831dae42_FORMATO.png",62974,24,"COR","zag","Dúvida",0,7.92,0,3.39,12,"Coritiba",NA,1,7,1,5,4,NA,30,11,5,NA,NA,1,NA,NA,NA,NA,NA
"155","Bruno Vieira do Nascimento","Bruno","https://s.glbimg.com/es/sde/f/2016/05/01/d2edee13739b924fb1847c5369f28455_FORMATO.png",42499,24,"SAO","lat","Nulo",0,4.28,0,0.31,9,"São Paulo",2,NA,16,NA,1,10,NA,37,6,2,NA,NA,NA,NA,NA,NA,NA,NA
"156","Fabricio dos Santos Silva","Fabrício","https://s.glbimg.com/es/sde/f/2017/08/04/af2a8afc274774bf29c72ad4817f021e_FORMATO.png",49674,24,"ATL","lat","Provável",-5.1,3.95,-2.09,3.96,7,"Atlético-PR",2,NA,11,1,1,6,1,25,15,3,NA,NA,NA,NA,NA,NA,NA,NA
"157","Luiz Rhodolfo Dini Gaioto","Rhodolfo","https://s.glbimg.com/es/sde/f/2017/06/20/fa889cb0da25023565bc57fe3fa29fde_FORMATO.png",42501,24,"FLA","zag","Provável",4.9,8.65,0.86,4.02,10,"Flamengo",1,NA,13,1,4,3,2,9,10,6,NA,NA,NA,NA,NA,NA,NA,NA
"158","Evanildo Borges Barbosa Júnior","Juninho","https://s.glbimg.com/es/sde/f/2017/08/30/7e1c1a89132e19ef0cd8c66c42c7aacb_FORMATO.png",63119,24,"VIT","lat","Contundido",0,8.16,0,4.07,6,"Vitória",1,NA,4,NA,NA,3,1,15,7,3,NA,1,NA,NA,NA,NA,NA,NA
"159","Wilson Rodrigues de Moura Júnior","Wilson","https://s.glbimg.com/es/sde/f/2017/09/05/a1edec3abed61e3df5ec4b21d324e499_FORMATO.png",50284,24,"COR","gol","Provável",7,14.6,0.1,5.23,24,"Coritiba",2,NA,NA,NA,NA,5,NA,13,NA,7,NA,NA,NA,NA,49,29,NA,1
"160","Alan Luciano Ruschel","Alan Ruschel","https://s.glbimg.com/es/sde/f/2017/04/24/5445b9aabe74f7acf2c52104cb6270ff_FORMATO.png",63110,24,"CHA","lat","Nulo",4.6,3.22,0.22,4.6,1,"Chapecoense",1,NA,NA,NA,NA,1,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"161","Moisés Lima Magalhães","Moisés","https://s.glbimg.com/es/sde/f/2017/04/18/a2b616905dc5f0c3eddcfafd4814e2d9_FORMATO.png",63158,24,"PAL","mei","Provável",8.3,9.22,1.24,2.46,5,"Palmeiras",1,NA,4,4,1,7,NA,24,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","Guilherme Milhomem Gusmão","Guilherme","https://s.glbimg.com/es/sde/f/2017/04/28/0dde0e778cab6579a9bf8d745efc2bf0_FORMATO.png",50294,24,"ATL","mei","Provável",0,9.1,0,4.11,10,"Atlético-PR",3,NA,18,3,7,11,2,41,10,NA,NA,3,3,NA,NA,NA,NA,NA
"163","Douglas Silva Bacelar","Douglas","https://s.glbimg.com/es/sde/f/2017/09/06/6035aba70a37b419f328746b48c3bc46_FORMATO.png",63128,24,"CHA","zag","Provável",0,3.28,0,0.9,1,"Chapecoense",NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
