"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","FC","FD","FF","FS","FT","PE","RB","SG","G","CV","I","PP","DD","GS","DP","GC"
"162","Luis Ricardo Silva Umbelino","Luis Ricardo","https://s.glbimg.com/es/sde/f/2016/05/20/f1f631c4c995df1548717967d445801f_FORMATO.png",55348,30,"BOT","lat","Contundido",0,6.8,0,3.25,6,"Botafogo",2,NA,4,NA,NA,1,NA,14,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"163","Ferdinando Pereira Leda","Ferdinando","https://s.glbimg.com/es/sde/f/2017/04/28/451b8463a985e60f7a6e4d877e47d26e_FORMATO.png",53731,30,"AVA","mei","Nulo",0,5,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","Elias Mendes Trindade","Elias","https://s.glbimg.com/es/sde/f/2017/04/03/9fbc7e32d0d9db7b948212b98c23212a_FORMATO.png",54395,30,"ATL","mei","Provável",0,10.56,0,2.37,23,"Atlético-MG",NA,3,31,7,7,20,NA,77,38,NA,3,2,3,NA,NA,NA,NA,NA
"165","Rafael Marques Pinto","Rafael Marques","https://s.glbimg.com/es/sde/f/2017/04/24/b057662177ede29cb7aec5d2426bea3b_FORMATO.png",37623,30,"VAS","zag","Nulo",0,2.08,0,1,13,"Vasco",NA,3,12,1,1,6,1,31,13,1,NA,NA,2,NA,NA,NA,NA,NA
"166","Leonardo Gamalho de Souza","Léo Gamalho","https://s.glbimg.com/es/sde/f/2017/08/24/cb79c4aff8a8ded85c29f01203f775d8_FORMATO.png",53865,30,"PON","ata","Nulo",-1.1,6.53,-0.67,2.93,7,"Ponte Preta",NA,1,12,3,5,6,NA,7,3,NA,2,NA,NA,NA,NA,NA,NA,NA
"167","Rodrigo Baldasso da Costa","Rodrigo","https://s.glbimg.com/es/sde/f/2017/06/13/a5cb57a41ef2b2308c98b76ba24b430a_FORMATO.png",37644,30,"PON","zag","Provável",0.8,8.77,-0.69,3.96,16,"Ponte Preta",NA,4,9,6,9,26,NA,36,19,7,NA,1,2,NA,NA,NA,NA,NA
"168","Willians dos Santos Santana","Willians","https://s.glbimg.com/es/sde/f/2017/06/07/e24d137ff5aa2e79299e85cf581744a1_FORMATO.png",60787,30,"AVA","ata","Nulo",-2.8,3.06,0.12,1.15,21,"Avaí",2,2,31,2,5,9,NA,16,20,NA,NA,1,1,NA,NA,NA,NA,NA
"169","João Paulo da Silva","João Paulo","https://s.glbimg.com/es/sde/f/2017/04/24/bd4f8a7faf06636fd48dc601b16ea0af_FORMATO.png",56102,30,"COR","mei","Nulo",0,5.14,0,0.28,4,"Coritiba",NA,NA,5,NA,NA,3,NA,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","Yago Fernando da Silva","Yago","https://s.glbimg.com/es/sde/f/2017/05/02/30bd8e94c27dbf6a20661d6027251a81_FORMATO.png",77500,30,"PON","zag","Provável",1.9,5.16,-0.56,3.45,2,"Ponte Preta",NA,NA,1,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"171","Marcos Antônio da Silva Gonçalves","Marquinhos","https://s.glbimg.com/es/sde/f/2017/05/03/cc800ad5ce3aeb287358e50e4352911b_FORMATO.png",60788,30,"SPO","ata","Nulo",0,5.05,0,3.03,3,"Sport",2,NA,2,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","Ebert Willian Amâncio","Betão","https://s.glbimg.com/es/sde/f/2017/04/28/892740eaee3f590710c5572d2e84bbd1_FORMATO.png",37646,30,"AVA","zag","Provável",1.1,6.89,-0.31,2.35,28,"Avaí",NA,7,21,1,2,21,NA,59,19,11,1,NA,NA,NA,NA,NA,NA,NA
"173","Marcelo Mendonça de Mattos Terra","Marcelo Mattos","https://s.glbimg.com/es/sde/f/2017/04/24/9a29fddd4a0809d8eddbb3392169730b_FORMATO.png",37645,30,"VAS","mei","Contundido",0,4,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","Edimar Curitiba Fraga","Edimar","https://s.glbimg.com/es/sde/f/2017/04/25/0991c88dd099660fdb7cfc88a4bedab1_FORMATO.png",62024,30,"SAO","lat","Provável",5.5,5.47,0,2.85,11,"São Paulo",NA,3,13,3,1,14,NA,36,17,3,NA,NA,NA,NA,NA,NA,NA,NA
"175","Nilmar Honorato da Silva","Nilmar","https://s.glbimg.com/es/sde/f/2017/07/28/a4a818526c2d0d556772bdd6a7049ca4_FORMATO.png",37653,30,"SAN","ata","Contundido",0,6.08,0,-0.55,2,"Santos",NA,NA,2,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","Anderson Vital da Silva","Dedé","https://s.glbimg.com/es/sde/f/2017/04/05/526dd85f05139f739aca91b753b00ec9_FORMATO.png",60819,30,"CRU","zag","Contundido",0,8.86,0,3.43,3,"Cruzeiro",NA,NA,1,NA,NA,2,NA,12,2,2,NA,NA,NA,NA,NA,NA,NA,NA
"177","Patric Cabral Lalau","Patric","https://s.glbimg.com/es/sde/f/2017/04/24/89077bf2beda96cfae171fad51c21cd1_FORMATO.png",60969,30,"VIT","lat","Nulo",0,7.22,0,2.48,25,"Vitória",3,3,37,6,12,13,NA,85,29,6,NA,NA,6,NA,NA,NA,NA,NA
"178","Jean Raphael Vanderlei Moreira","Jean","https://s.glbimg.com/es/sde/f/2017/04/18/84289863d6f3328bec523c3cfeadb268_FORMATO.png",62047,30,"PAL","lat","Nulo",0,14.48,0,4.73,16,"Palmeiras",1,1,12,4,19,14,NA,40,15,6,2,NA,3,1,NA,NA,NA,NA
"179","Lucca Borges Brito","Lucca","https://s.glbimg.com/es/sde/f/2017/05/02/bd59d7bbf1fff0ce2e2dd4b489c5c99a_FORMATO.png",61149,30,"PON","ata","Provável",-0.7,19.57,-0.32,5.78,27,"Ponte Preta",1,4,32,25,27,86,NA,71,24,NA,10,NA,9,2,NA,NA,NA,NA
"180","Rodrigo Eduardo Costa Marinho","Rodriguinho","https://s.glbimg.com/es/sde/f/2017/04/20/ff3f0ec8867916a05745cdee54815442_FORMATO.png",61033,30,"COR","mei","Provável",2.3,13.99,-0.35,3.68,25,"Corinthians",4,5,40,19,22,50,2,94,24,NA,3,NA,2,NA,NA,NA,NA,NA
"181","Airton Ribeiro Santos","Airton","https://s.glbimg.com/es/sde/f/2016/05/19/53e1bd0759a8f98439752def04457e15_FORMATO.png",61985,30,"BOT","mei","Contundido",0,5.63,0,1.17,3,"Botafogo",NA,NA,3,NA,NA,4,NA,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","Gilberto Oliveira Souza Júnior","Gilberto","https://s.glbimg.com/es/sde/f/2016/08/18/6af48de27fa231f0a84e3301c9451cb9_FORMATO.png",61188,30,"SAO","ata","Contundido",0,3.71,0,1.21,12,"São Paulo",NA,1,7,5,4,8,NA,8,3,NA,1,NA,5,NA,NA,NA,NA,NA
