"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","FC","FD","FF","FS","G","I","PE","RB","CA","SG","FT","DD","GS","CV","PP","DP"
"274","Jorge Amorim de Oliveira Campos","Jorginho","https://s.glbimg.com/es/sde/f/2017/06/01/2d4e9fe5508ff0ceaf617a257b06885b_FORMATO.png",70323,7,"BAH","tec","Provável",4.01,11.67,0.17,5.22,4,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","Wanderson Santos Pereira","Wanderson","https://s.glbimg.com/es/sde/f/2017/04/23/3914af8715466d38cf77d94b2c5c5685_FORMATO.png",86143,7,"ATL","zag","Provável",6.9,4.71,0.71,6.9,1,"Atlético-PR",NA,NA,NA,NA,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA
"276","Hyoran Kaue Dalmoro","Hyoran","https://s.glbimg.com/es/sde/f/2017/02/19/1ec83086a8ae2fe33a1e88113fff1ac1_FORMATO.png",85931,7,"PAL","mei","Nulo",0,2.64,0,1.35,2,"Palmeiras",NA,2,1,NA,1,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA
"277","João Felipe Schimdt Urbano","João Schmidt ","https://s.glbimg.com/es/sde/f/2016/05/01/5214f931543621b3d23666a103f23d6e_FORMATO.png",77777,7,"SAO","mei","Contundido",0,4.13,0,1,3,"São Paulo",NA,2,NA,NA,2,NA,NA,7,3,NA,NA,NA,NA,NA,NA,NA,NA
"278","Fábio Luiz Carille de Araújo","Fábio Carille","https://s.glbimg.com/es/sde/f/2017/04/22/b5151c5cf6b267103af7605949496c18_FORMATO.png",70696,7,"COR","tec","Provável",4.82,10.46,0.3,4.61,7,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","Márcio Almeida de Oliveira","Marcinho","https://s.glbimg.com/es/sde/f/2017/04/18/82f4f9a2d122680dcc40e55727214711_FORMATO.png",93797,7,"BOT","lat","Contundido",0,3,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","Marllon Gonçalves Jerônimo Borges","Marllon","https://s.glbimg.com/es/sde/f/2017/05/02/40266a7126e1fd808b4350f90516f3f5_FORMATO.png",70666,7,"PON","zag","Provável",7,10.87,1.47,3.76,7,"Ponte Preta",NA,3,NA,1,6,NA,NA,9,9,1,2,1,NA,NA,NA,NA,NA
"281","Fillipe Soutto Mayor Nogueira Ferreira","Fillipe Soutto","https://s.glbimg.com/es/sde/f/2017/06/05/17f3216f11db1702707de11a5f0b6854_FORMATO.png",70581,7,"VIT","mei","Nulo",3.1,4,0,3.1,1,"Vitória",NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"282","Andrew Erik Feitosa","Morato","https://s.glbimg.com/es/sde/f/2017/04/28/773338b7d4efec23c8bd970486c9ff68_FORMATO.png",86227,7,"SAO","ata","Contundido",0,3,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","Leonardo Cittadini","Léo Cittadini","https://s.glbimg.com/es/sde/f/2017/05/02/6694b4703f10f789b166d7ca4f6f764e_FORMATO.png",70986,7,"SAN","mei","Nulo",0,3.54,0,0,1,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","Luis Manuel Seijas Gunther","Seijas","https://s.glbimg.com/es/sde/f/2017/05/14/6f1a3086afde752f257e478b7ddadf03_FORMATO.png",70742,7,"CHA","mei","Provável",6.7,7.32,1,3.07,6,"Chapecoense",2,10,NA,3,9,NA,1,21,8,NA,NA,NA,NA,NA,NA,NA,NA
"285","Guilherme Ferreira Pinto","Negueba","https://s.glbimg.com/es/sde/f/2017/06/07/fe68884503980ded30df6a7cb9cdd77b_FORMATO.jpeg",70929,7,"PON","ata","Contundido",-2.4,3.97,-0.92,-0.6,2,"Ponte Preta",NA,3,NA,NA,3,NA,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA
"286","Alan Cardoso de Andrade","Alan Cardoso","https://s.glbimg.com/es/sde/f/2017/05/24/7fd89a2cf130263868b36903498c1059_FORMATO.png",93785,7,"VAS","lat","Nulo",-1.3,1.21,-0.79,-1.3,1,"Vasco",NA,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"287","Victor Luis Chuab Zamblauskas","Victor Luis","https://s.glbimg.com/es/sde/f/2017/04/18/9a9a735957f9522e9ffcf1664bd29a44_FORMATO.png",86410,7,"BOT","lat","Provável",4.5,11.69,-0.64,5.82,5,"Botafogo",NA,5,NA,1,6,NA,NA,8,9,NA,3,NA,NA,NA,NA,NA,NA
"288","Bruno Henrique Corsini","Bruno Henrique","https://s.glbimg.com/es/sde/f/2017/06/16/11c4f255cec2fc22e7c0a3459c769161_FORMATO.png",70944,7,"PAL","mei","Nulo",0,11,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","Diogo Barbosa Mendanha","Diogo Barbosa","https://s.glbimg.com/es/sde/f/2017/04/22/9ee14b744ca9f1e250cc299b955bc6e9_FORMATO.png",70916,7,"CRU","lat","Provável",3.6,12.21,-0.24,4.57,7,"Cruzeiro",NA,8,1,1,9,NA,NA,29,15,1,3,NA,NA,NA,NA,NA,NA
"290","Walterson Silva","Walterson","https://s.glbimg.com/es/sde/f/2017/04/27/97d6aedd55de114d9c932ce2e9901989_FORMATO.png",86323,7,"ATL","ata","Nulo",0,2.07,0,0.22,4,"Atlético-GO",NA,5,1,NA,1,NA,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA
"291","Miguel Angel Borja Hernandez","Borja","https://s.glbimg.com/es/sde/f/2017/04/23/4b0f5cd460ee874344bfbfd4e3eef9a6_FORMATO.png",86120,7,"PAL","ata","Dúvida",0,19.54,0,5.83,3,"Palmeiras",NA,2,1,3,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","Lincoln Henrique Oliveira dos Santos","Lincoln","https://s.glbimg.com/es/sde/f/2017/04/23/a65d998797151a9c0902420f2b54857c_FORMATO.png",90303,7,"GRE","mei","Contundido",0,3.18,0,0.5,1,"Grêmio",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","Milton Mendes","Milton Mendes","https://s.glbimg.com/es/sde/f/2017/04/26/7b563b4abe14ffb25496b6fcd414bd88_FORMATO.png",86486,7,"VAS","tec","Provável",3.41,8.31,0.01,3.46,7,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","Everton Felipe de Oliveira Silva","Everton Felipe","https://s.glbimg.com/es/sde/f/2016/05/01/7c68f11162db883d1bca790a596547c2_FORMATO.png",86519,7,"SPO","mei","Nulo",-1.6,3.39,-0.86,0.33,4,"Sport",NA,5,5,NA,3,NA,NA,26,3,NA,NA,NA,NA,NA,NA,NA,NA
"295","Marcos da Silva França","Keno","https://s.glbimg.com/es/sde/f/2017/04/18/ab0e22f1ff91a12ce2e88a367450bf03_FORMATO.png",86485,7,"PAL","ata","Dúvida",-0.5,5.13,-1.41,1.47,7,"Palmeiras",NA,7,1,NA,3,1,2,20,4,NA,NA,1,NA,NA,NA,NA,NA
"296","Pedro Rocha Neves","Pedro Rocha","https://s.glbimg.com/es/sde/f/2017/04/23/7239af88239148c721a90c4a5903d4f3_FORMATO.png",90302,7,"GRE","ata","Provável",4,9.38,0,4.45,6,"Grêmio",1,4,4,3,8,NA,2,8,10,NA,NA,NA,NA,NA,NA,NA,NA
"297","Jackson de Souza","Jackson","https://s.glbimg.com/es/sde/f/2017/02/21/006f00c308607da2e5625e476d7e701e_FORMATO.png",70934,7,"BAH","zag","Contundido",0,7,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","Danilo das Neves Pinheiro","Tchê Tchê","https://s.glbimg.com/es/sde/f/2016/05/20/2b96e76d6b1e3f8fc29f37d9dfe90206_FORMATO.jpeg",86686,7,"PAL","mei","Provável",-0.5,7.65,-0.27,1.77,7,"Palmeiras",1,13,3,3,5,NA,1,16,8,1,NA,NA,NA,NA,NA,NA,NA
"299","David Correa da Fonseca","David","https://s.glbimg.com/es/sde/f/2017/04/24/9a0112f0276ff9f2806956277d2eb848_FORMATO.png",90309,7,"VIT","ata","Provável",8.3,4.21,2.35,1.23,7,"Vitória",1,6,3,6,5,NA,4,19,3,2,NA,1,NA,NA,NA,NA,NA
"300","Jonathan da Silveira Fernandes Reis","Fernandes","https://s.glbimg.com/es/sde/f/2016/05/20/02861c5449623b3038673b374f31d53e_FORMATO.png",90399,7,"BOT","mei","Nulo",0,3.72,0,-0.3,1,"Botafogo",NA,NA,NA,1,1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","Breno Gonçalves Lopes","Breno Lopes","https://s.glbimg.com/es/sde/f/2017/05/19/68d8c5dda3ea6323520ddfd58086f176_FORMATO.png",86411,7,"ATL","lat","Provável",1.6,3.29,0.26,2.47,3,"Atlético-GO",NA,5,3,2,2,NA,4,12,3,NA,1,NA,NA,NA,NA,NA,NA
"302","Jonathan Francisco Lemos","Jonathan","https://s.glbimg.com/es/sde/f/2017/04/27/f0005dbb8cf4d46b99cf08acf8949256_FORMATO.png",86713,7,"ATL","lat","Nulo",0,2,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","Jandrei Chitolina Carniel","Jandrei","https://s.glbimg.com/es/sde/f/2017/05/04/e34c217d3230604bddf15c133fde3fd2_FORMATO.png",86508,7,"CHA","gol","Provável",1,5.02,1.01,1.13,7,"Chapecoense",NA,NA,NA,NA,4,NA,NA,7,NA,NA,3,NA,5,11,NA,NA,NA
"304","Caíque França Godoy","Caíque França","https://s.glbimg.com/es/sde/f/2017/04/19/02fc5dc63c312d6868d30a24d373ba30_FORMATO.png",91808,7,"COR","gol","Nulo",0,2,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","Nicolas Morês da Cruz","Nicolas Careca","https://s.glbimg.com/es/sde/f/2017/05/25/78e3fa64e4bf629019d9d07d738f97a2_FORMATO.png",89341,7,"GRE","ata","Nulo",0,0.74,0,-0.5,1,"Grêmio",NA,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","João Lucas Cardoso","João Lucas","https://s.glbimg.com/es/sde/f/2017/05/15/fa1caa8ea5726060cd391422d3fb93fc_FORMATO.png",86740,7,"PON","lat","Provável",-1,10.12,-0.76,3.1,7,"Ponte Preta",1,2,1,NA,4,NA,1,28,8,NA,2,NA,NA,NA,NA,NA,NA
"307","Luan Guilherme de Jesus Vieira","Luan","https://s.glbimg.com/es/sde/f/2017/04/23/458569d2d0c260a004befc5988da9350_FORMATO.png",86759,7,"GRE","ata","Provável",9,23.66,0.25,12.15,6,"Grêmio",4,9,5,8,15,4,1,25,9,NA,NA,NA,NA,NA,NA,NA,NA
"308","Crysan da Cruz Queiroz Barcelos","Crysan","https://s.glbimg.com/es/sde/f/2017/04/23/87fd6024ba3c767f9cb8d72cf3452c08_FORMATO.png",90406,7,"ATL","ata","Nulo",0,4,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","Luiz Fernando Ferreira Maximiliano","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2017/01/13/f36825a666df708c5cbbef38a333e8d7_FORMATO.png",90366,7,"FLU","mei","Contundido",0,1.94,0,1.1,2,"Fluminense",NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"310","Moisés Roberto Barbosa","Moisés","https://s.glbimg.com/es/sde/f/2017/04/20/341682456801d7e2449a82062f6ef9be_FORMATO.png",90444,7,"COR","lat","Nulo",0,3,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","Everton Sousa Soares","Everton","https://s.glbimg.com/es/sde/f/2017/04/23/f8b4218756c0dc59793c36159228a00f_FORMATO.png",86757,7,"GRE","ata","Dúvida",-1.3,8.96,-0.93,8.4,4,"Grêmio",NA,3,3,2,2,3,NA,3,3,1,NA,1,NA,NA,NA,NA,NA
"312","Antônio Francisco Moura Neto","Neto Moura","https://s.glbimg.com/es/sde/f/2016/05/01/60b2f9caebf7a6d399c1ba73dff47b84_FORMATO.png",87742,7,"SPO","mei","Nulo",0,0.73,0,-0.9,2,"Sport",NA,6,NA,NA,2,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA
"313","Raul José Cardoso","Raul","https://s.glbimg.com/es/sde/f/2016/04/30/20baeb0768cee2ef5e7e760abad4ddfa_FORMATO.png",90531,7,"GRE","lat","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","Airton Tirabassi","Airton ","https://s.glbimg.com/es/sde/f/2017/05/25/444e9d8df7c89d942e244f428e32811c_FORMATO.png",72297,7,"AVA","zag","Provável",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","Jailson Marcelino dos Santos","Jailson","https://s.glbimg.com/es/sde/f/2017/04/18/63a42550ea5f70d0bbc92287dd6ac259_FORMATO.png",72290,7,"PAL","gol","Nulo",0,8,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","Ygor Nogueira de Paula","Nogueira","https://s.glbimg.com/es/sde/f/2016/05/30/7475a33329d212b5519734b354c01a71_FORMATO.png",91815,7,"FLU","zag","Nulo",0,2.1,0,0.63,3,"Fluminense",NA,2,2,NA,3,NA,NA,6,1,2,NA,1,NA,NA,NA,NA,NA
"317","Lucas Macanhan Ferreira","Lucas Macanhan","https://s.glbimg.com/es/sde/f/2016/05/13/222c790995cc7292f07b0dc4db7cc5f4_FORMATO.png",86760,7,"ATL","gol","Nulo",0,2,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","Bruno da Mota Miranda","Bruno Mota","https://s.glbimg.com/es/sde/f/2015/10/26/aa67c9f3b49a92291155fe8fce73e5a6_FORMATO.png",86765,7,"ATL","mei","Nulo",0,3.4,0,1.8,1,"Atlético-PR",NA,1,NA,1,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"319","Rodrigo Oliveira Lindoso","Rodrigo Lindoso","https://s.glbimg.com/es/sde/f/2017/04/18/57ab5f981f4355a82d3d2f15ed01eb8e_FORMATO.png",72362,7,"BOT","mei","Provável",2.4,10.3,-0.58,5.58,5,"Botafogo",NA,2,NA,1,7,1,NA,18,13,NA,NA,NA,NA,NA,NA,NA,NA
"320","Leonardo Araújo dos Santos","Léo Santos","https://s.glbimg.com/es/sde/f/2017/04/24/6b4eee4e3d34200c6f23e434a79f4af3_FORMATO.png",87743,7,"COR","ata","Nulo",0,3,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","Hernane Vidal Souza","Hernane","https://s.glbimg.com/es/sde/f/2017/02/21/ab314baef088bf498a196e5fd2e6176b_FORMATO.png",72386,7,"BAH","ata","Contundido",0,10,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","Sidcley Ferreira Pereira","Sidcley","https://s.glbimg.com/es/sde/f/2017/04/23/eff5699ee67d7b1a4f3c4cf923789370_FORMATO.png",86764,7,"ATL","lat","Provável",17.6,12.85,3.53,4.85,6,"Atlético-PR",1,6,NA,1,10,1,4,22,10,NA,1,NA,NA,NA,NA,NA,NA
"323","Arthur Henrique Ramos de Oliveira Melo","Arthur","https://s.glbimg.com/es/sde/f/2017/04/23/ad145ff7dd594174acc3863cb2569b83_FORMATO.png",90532,7,"GRE","mei","Provável",8.9,9.26,1.07,5.17,6,"Grêmio",NA,5,1,NA,7,NA,NA,10,20,1,NA,NA,NA,NA,NA,NA,NA
"324","Arthur Caíke do Nascimento Cruz","Arthur ","https://s.glbimg.com/es/sde/f/2017/04/24/56939ae4c18f332e1a3bb20305de4f33_FORMATO.png",80337,7,"CHA","ata","Provável",11.5,11.06,1.42,6.3,7,"Chapecoense",3,16,4,4,11,2,3,16,8,1,NA,1,NA,NA,NA,NA,NA
"325","Rafael Vinicius Carvalho Longuine","Rafael Longuine","https://s.glbimg.com/es/sde/f/2017/05/02/8d0a8a9e9b42efa6f8fc7ee4afc1618c_FORMATO.png",90566,7,"SAN","mei","Nulo",0,1.51,0,-1.4,2,"Santos",NA,4,1,NA,NA,NA,NA,5,1,1,NA,NA,NA,NA,NA,NA,NA
"326","Matheus Rossetto","Matheus Rossetto","https://s.glbimg.com/es/sde/f/2017/04/23/c091af2e156b654e15abd7e687d0aeb2_FORMATO.png",86766,7,"ATL","mei","Provável",2.5,4.99,0.43,2.23,6,"Atlético-PR",1,4,1,NA,5,NA,NA,11,6,NA,NA,NA,NA,NA,NA,NA,NA
"327","Alex Sandro dos Santos Apolinario","Alex","https://s.glbimg.com/es/sde/f/2017/04/05/144a762b27b789eee8fd1c1a682c0512_FORMATO.png",90535,7,"CRU","mei","Contundido",0,3.3,0,4.2,1,"Cruzeiro",NA,NA,NA,1,2,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA
"328","Jordi Almeida","Jordi","https://s.glbimg.com/es/sde/f/2017/04/17/8a166ba697085a60b3f3b7d74a9c6114_FORMATO.png",86776,7,"VAS","gol","Nulo",0,4,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","Daniel Guedes da Silva","Daniel Guedes ","https://s.glbimg.com/es/sde/f/2017/05/02/700b428f14849c2f8f5eb9286d7adf03_FORMATO.png",88225,7,"SAN","lat","Nulo",0,3,0,2.8,1,"Santos",NA,5,NA,NA,1,NA,NA,1,3,NA,1,NA,NA,NA,1,NA,NA
"330","Breno Evangelista Cantão de Oliveira","Breno","https://s.glbimg.com/es/sde/f/2017/04/23/eddc26f069abf5b4dd09b9c3888d5cba_FORMATO.png",91842,7,"ATL","lat","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","Yago Felipe da Costa Rocha","Yago","https://s.glbimg.com/es/sde/f/2017/06/13/d04dea3225006207d81411db59caf0ec_FORMATO.png",87747,7,"VIT","mei","Dúvida",-0.5,1.3,-0.7,-0.5,1,"Vitória",NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","Matheus Phillipe Coutinho Gomes","Matheus Phillipe","https://s.glbimg.com/es/sde/f/2016/04/29/92c915db9d214a7b498d2733568b14c2_FORMATO.png",92438,7,"FLU","gol","Nulo",0,1,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","Ángel Rodrigo Romero Villamayor","Ángel Romero","https://s.glbimg.com/es/sde/f/2017/04/19/bb57c60e890655dd351f891eb27fdb2c_FORMATO.png",88323,7,"COR","ata","Provável",-0.9,12.12,-2.39,6.43,6,"Corinthians",NA,7,3,NA,20,2,4,12,11,NA,NA,NA,NA,NA,NA,NA,NA
"334","Éderson Alves Ribeiro Silva","Éderson","https://s.glbimg.com/es/sde/f/2017/05/26/1055c168d6c49467f567c27a6e48707a_FORMATO.png",73446,7,"ATL","ata","Nulo",0,3.46,0,1.33,3,"Atlético-PR",NA,NA,2,3,1,NA,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"335","Yuri Oliveira Lima","Yuri","https://s.glbimg.com/es/sde/f/2016/07/05/6918c687f15258af809e99a14e04318e_FORMATO.png",90569,7,"SAN","mei","Nulo",0,0.76,0,-1.03,3,"Santos",NA,1,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"336","Cléber Janderson Pereira Reis","Cléber","https://s.glbimg.com/es/sde/f/2017/05/02/b5c06e4d4ec940dea4ec97f888628b3b_FORMATO.png",72376,7,"SAN","zag","Nulo",0,6.49,0,4.5,1,"Santos",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"337","Henrique Gelain Custódio","Henrique Gelain","https://s.glbimg.com/es/sde/f/2017/04/24/048b1eb6ff970a66fa5eb5087290c03b_FORMATO.png",86783,7,"COR","lat","Nulo",0,1,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","Francinilson Santos Meireles","Maranhão","https://s.glbimg.com/es/sde/f/2016/06/28/5b421dbcedd89d35ab19a538e6c4ab1f_FORMATO.jpeg",73513,7,"FLU","ata","Nulo",0,2.23,0,0,1,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","Gustavo Cascardo de Assis","Cascardo","https://s.glbimg.com/es/sde/f/2017/04/23/772a99574fe81da3c28fa586c83c7c91_FORMATO.png",90587,7,"ATL","lat","Nulo",0,3,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","Douglas Augusto Soares Gomes","Douglas","https://s.glbimg.com/es/sde/f/2016/04/29/8612e800a41c6399f2e6910886f19110_FORMATO.png",92497,7,"FLU","mei","Nulo",0,3.78,0,-1,2,"Fluminense",NA,3,NA,NA,1,NA,NA,7,3,2,NA,NA,NA,NA,NA,NA,NA
"341","Iago Ângelo Dias","Iago","https://s.glbimg.com/es/sde/f/2017/04/24/6d1258d426eef6b245dc52182b65814b_FORMATO.png",88417,7,"COR","ata","Nulo",0,4.88,-0.14,-0.03,3,"Coritiba",NA,2,NA,1,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","José Ivaldo Almeida Silva","Zé Ivaldo","https://s.glbimg.com/es/sde/f/2017/04/23/fbf5dd33aaec3e3709c4449e36790a17_FORMATO.png",91866,7,"ATL","zag","Nulo",3,1.65,0.31,0.95,2,"Atlético-PR",NA,1,NA,NA,NA,NA,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA
"343","Gabriel Santana Pinto","Gabriel","https://s.glbimg.com/es/sde/f/2017/04/24/60215745abe8839e6e6df43fbe447e2c_FORMATO.png",73515,7,"FLA","ata","Contundido",0,3.51,0,-2,1,"Flamengo",NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"344","Raniel Santana de Vasconcelos","Raniel","https://s.glbimg.com/es/sde/f/2017/04/06/b362899a01b537ee09468f95d34f40f7_FORMATO.png",86797,7,"CRU","ata","Contundido",0,0.73,0,-0.75,2,"Cruzeiro",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"345","Ronaldo Henrique Ferreira da Silva","Ronaldo","https://s.glbimg.com/es/sde/f/2016/05/01/2e217ce29ea48d7d573c191fa21e67d5_FORMATO.png",85149,7,"SPO","mei","Nulo",0,3.2,0,2.3,1,"Sport",NA,2,NA,NA,1,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA
"346","Lucas Lovat","Lucas Lovat","https://s.glbimg.com/es/sde/f/2017/05/17/fc2567ecebd5db9e5f21e72ef3cbd9e5_FORMATO.png",92501,7,"AVA","lat","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","Kaio Silva Mendes","Kaio","https://s.glbimg.com/es/sde/f/2016/04/30/a83b6e7bb6661dbbb2b8c85d3afc4b48_FORMATO.png",92574,7,"GRE","mei","Nulo",0,3.95,0,2.8,1,"Grêmio",NA,3,1,1,3,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"348","João Vitor Pereira de Alcantara","João Vitor ","https://s.glbimg.com/es/sde/f/2017/04/27/5e240c8d3c51257cd78fe820f6453aa5_FORMATO.png",88539,7,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","Douglas Moreira Pires","Douglas Pires","https://s.glbimg.com/es/sde/f/2017/02/21/9cdc2aa37a7bf02a1d821f703b2ca8dd_FORMATO.png",73517,7,"BAH","gol","Nulo",0,4,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","Vinicius Rodolfo de Souza Oliveira","Vinícius Tanque","https://s.glbimg.com/es/sde/f/2017/04/18/d77f484c8720a893fbf5031c19fd6349_FORMATO.png",88651,7,"BOT","ata","Nulo",0,2,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","Rafaelson Bezerra Fernandes","Rafaelson","https://s.glbimg.com/es/sde/f/2016/05/01/76126c4ff37910430233fdce362777d0_FORMATO.png",92614,7,"VIT","ata","Nulo",0,2.67,0,0.6,3,"Vitória",NA,5,1,3,2,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA
"352","Lucas da Silva Izidoro","Lucas Mineiro","https://s.glbimg.com/es/sde/f/2017/04/24/a585ecd4b08d42c62414a32c9103edc3_FORMATO.png",90634,7,"CHA","mei","Nulo",0,3,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","Emilio Enrique Zeballos Gutiérrez","Zeballos","https://s.glbimg.com/es/sde/f/2017/04/25/002d92dbfd9e5915f565d1ba437c95d5_FORMATO.png",87859,7,"CHA","lat","Nulo",0,3,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","Igor Ribeiro de Jesus","Igor","https://s.glbimg.com/es/sde/f/2017/05/06/7db6dc50d732262fa33892d6c0f437b5_FORMATO.png",88667,7,"SPO","zag","Nulo",0,5.8,0,6.2,1,"Sport",NA,2,NA,NA,2,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA
"355","José Welison da Silva","José Welison","https://s.glbimg.com/es/sde/f/2017/04/24/842ad25f4c670bababfa051fb5fb8ca6_FORMATO.png",86859,7,"VIT","mei","Contundido",0,4,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","Thalles Lima","Thalles","https://s.glbimg.com/es/sde/f/2017/04/24/3201728e4a68e69b6c3e6fc2f8f5b1e1_FORMATO.png",85211,7,"VAS","ata","Nulo",0,4.03,0,0.7,1,"Vasco",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
