"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","CV","FC","FD","FF","FS","FT","G","I","PE","RB","SG","PP","DD","GS","DP","GC"
"284","José Rogério de Oliveira","Rogério","https://s.glbimg.com/es/sde/f/2016/08/31/6340e77cb18143e838ae03747e59b459_FORMATO.png",73540,38,"SPO","ata","Nulo",-0.5,6.43,-0.52,2.75,27,"Sport",3,NA,NA,13,9,15,45,NA,2,NA,60,15,NA,NA,NA,NA,NA,NA
"285","Éderson Alves Ribeiro Silva","Éderson","https://s.glbimg.com/es/sde/f/2017/05/26/1055c168d6c49467f567c27a6e48707a_FORMATO.png",73446,38,"ATL","ata","Nulo",12.5,5.77,1.87,2.22,18,"Atlético-PR",2,1,NA,10,9,13,7,NA,2,9,21,6,NA,NA,NA,NA,NA,NA
"286","Wellington Silva Sanches Aguiar","Wellington Nem","https://s.glbimg.com/es/sde/f/2017/02/18/a23f9ff565dd24baa68eeca4461e1b86_FORMATO.png",73619,38,"SAO","ata","Contundido",0,7.13,0,1.52,10,"São Paulo",NA,2,NA,10,1,2,20,NA,1,4,9,5,NA,NA,NA,NA,NA,NA
"287","Rodrigo Caio Roquette Russo","Rodrigo Caio","https://s.glbimg.com/es/sde/f/2016/05/01/76c4acf534a1a01c922cb927acebb6e7_FORMATO.png",73800,38,"SAO","zag","Provável",0.2,9.15,-0.53,2.86,33,"São Paulo",NA,9,NA,24,2,11,21,1,NA,2,50,48,7,NA,NA,NA,NA,NA
"288","Lucas David Pratto","Lucas Pratto","https://s.glbimg.com/es/sde/f/2017/02/18/2291ee0103b8af06799aee5ab657b149_FORMATO.png",73649,38,"SAO","ata","Contundido",0,14.96,0,3.62,35,"São Paulo",5,2,1,42,29,41,35,1,7,7,105,21,NA,1,NA,NA,NA,NA
"289","Marcos Vinícius de Jesus Araújo","Marcos Vinícius","https://s.glbimg.com/es/sde/f/2017/07/14/dc2cc428ed447e7b65ffc2a9b54c02e8_FORMATO.png",73721,38,"BOT","mei","Dúvida",0.5,5.92,-0.18,3.06,23,"Botafogo",1,3,NA,23,7,10,29,1,5,NA,49,15,NA,NA,NA,NA,NA,NA
"290","Héctor Canteros","Canteros","https://s.glbimg.com/es/sde/f/2017/08/26/8b500e8c0826bd7c342137f3449ddb7d_FORMATO.png",73918,38,"CHA","mei","Provável",2.2,5.48,-0.17,2.82,13,"Chapecoense",2,3,NA,32,1,2,5,NA,1,NA,57,31,NA,NA,NA,NA,NA,NA
"291","Jomar Herculano Lourenço","Jomar","https://s.glbimg.com/es/sde/f/2017/04/24/75a0f0b187c040aec0d014550c2e765e_FORMATO.png",73876,38,"VAS","zag","Nulo",0,1.5,0,0,5,"Vasco",NA,2,NA,7,NA,NA,5,NA,NA,NA,6,4,NA,NA,NA,NA,NA,NA
"292","René Ferreira dos Santos","René","https://s.glbimg.com/es/sde/f/2017/02/20/7d48128069f52815dcd4acb921336cab_FORMATO.png",73978,38,"VIT","zag","Nulo",0,2.2,0,1.43,14,"Vitória",NA,4,NA,17,1,1,7,NA,NA,NA,19,10,4,NA,NA,NA,NA,NA
"293","Bruno Fabiano Alves","Bruno Alves","https://s.glbimg.com/es/sde/f/2017/08/23/21ca677e7d6a57d1dfb2b66e74d782f4_FORMATO.png",73620,38,"SAO","zag","Nulo",0,4.76,0,2.73,4,"São Paulo",NA,1,NA,6,NA,NA,2,NA,1,NA,5,2,1,NA,NA,NA,NA,NA
"294","John Lennon Silva Santos","Lennon","https://s.glbimg.com/es/sde/f/2017/05/03/d072e8eaeab8333c007a7cfb0af5aef4_FORMATO.png",73869,38,"CRU","lat","Nulo",0,3.09,0,-0.33,4,"Cruzeiro",NA,2,NA,7,NA,NA,4,NA,NA,NA,14,2,1,NA,NA,NA,NA,NA
"295","Bruno Medeiros Grassi","Bruno Grassi","https://s.glbimg.com/es/sde/f/2017/04/23/d503f996169e9aafe30487a9921bed97_FORMATO.png",71818,38,"GRE","gol","Provável",4,3.84,-0.16,4,1,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA
"296","Alison Lopes Ferreira","Alison","https://s.glbimg.com/es/sde/f/2016/05/01/5cbe20aa51d06aff64b21ed5d19bf070_FORMATO.png",73974,38,"SAN","mei","Suspenso",0,6.34,0,4.18,26,"Santos",NA,6,NA,46,1,4,30,NA,2,NA,43,75,NA,NA,NA,NA,NA,1
"297","Geuvânio Santos Silva","Geuvânio","https://s.glbimg.com/es/sde/f/2017/08/19/6ed768c25192e0409297a3bc10cc1eca_FORMATO.png",73896,38,"FLA","ata","Nulo",-1,7.91,-0.27,1.31,16,"Flamengo",NA,2,NA,15,4,1,25,NA,NA,4,22,14,NA,NA,NA,NA,NA,NA
"298","Rodinei Marcelo de Almeida","Rodinei","https://s.glbimg.com/es/sde/f/2017/08/22/3d68a6ab1db666a905e96248e4bcd4d9_FORMATO.jpeg",73992,38,"FLA","lat","Dúvida",0,8.97,0,3.9,19,"Flamengo",3,2,1,23,4,3,13,NA,2,2,34,13,8,NA,NA,NA,NA,NA
"299","Walisson Moreira Farias Maia","Walisson Maia","https://s.glbimg.com/es/sde/f/2017/04/24/60830998fb2fc54f511a8d2b5c3a6f25_FORMATO.png",73991,38,"COR","zag","Contundido",0,4.44,0,2.37,11,"Coritiba",NA,NA,NA,12,2,1,1,NA,NA,1,23,19,2,NA,NA,NA,NA,1
"300","Edigar Junio Teixeira Lima ","Edigar Junio","https://s.glbimg.com/es/sde/f/2017/07/28/8fb3bca6fb3b7df0b863748403f1b763_FORMATO.png",74271,38,"BAH","ata","Provável",1.5,10.16,0.83,4.99,26,"Bahia",1,2,NA,43,16,7,44,1,12,2,56,17,NA,1,NA,NA,NA,NA
"301","Roberto Junior Fernández Torres","Gatito Fernández","https://s.glbimg.com/es/sde/f/2017/04/17/f87ed5808d28ef2d0446cae72617f143_FORMATO.png",74061,38,"BOT","gol","Provável",-4,18.02,-1.34,4.26,31,"Botafogo",NA,2,NA,NA,NA,NA,6,NA,NA,NA,24,1,10,NA,44,36,4,NA
"302","Luiz Antonio de Souza Soares","Luiz Antonio ","https://s.glbimg.com/es/sde/f/2017/04/24/470fd6292588f4385e9c32a3aeef091c_FORMATO.png",74060,38,"CHA","mei","Nulo",0,7.62,0,1.91,29,"Chapecoense",2,4,NA,27,14,9,15,2,3,2,59,16,NA,NA,NA,NA,NA,NA
"303","Alejandro Abraham Guerra Morales","Alejandro Guerra","https://s.glbimg.com/es/sde/f/2017/02/19/fa873321a36da270244cf230ac534a50_FORMATO.png",74213,38,"PAL","mei","Nulo",-1.5,11.61,-0.42,3.84,20,"Palmeiras",3,4,NA,26,9,10,29,NA,5,5,63,20,NA,NA,NA,NA,NA,NA
"304","José Paolo Guerrero Gonzales","Paolo Guerrero","https://s.glbimg.com/es/sde/f/2017/08/16/aec506211b5663eb0569825b5aee6db6_FORMATO.jpeg",75295,38,"FLA","ata","Suspenso",0,11.33,0,4.12,19,"Flamengo",3,4,NA,67,14,23,48,NA,6,15,45,14,NA,NA,NA,NA,NA,NA
"305","Michael Antonio Arroyo Mina","Arroyo","https://s.glbimg.com/es/sde/f/2017/07/24/c4c6af5bdd03f02c1d29ada3f5d33e39_FORMATO.png",74134,38,"GRE","ata","Nulo",0,3.42,0,0.69,7,"Grêmio",NA,1,NA,5,4,1,2,NA,NA,4,4,4,NA,NA,NA,NA,NA,NA
"306","Yago Fernando da Silva","Yago","https://s.glbimg.com/es/sde/f/2017/05/02/30bd8e94c27dbf6a20661d6027251a81_FORMATO.png",77500,38,"PON","zag","Nulo",0,4.25,0,1.18,8,"Ponte Preta",NA,2,NA,8,2,4,1,NA,NA,NA,10,3,2,NA,NA,NA,NA,NA
"307","Bryan Silva Garcia","Bryan","https://s.glbimg.com/es/sde/f/2016/05/25/5b9b24c19e03fc40d70c6a4523ef44ae_FORMATO.png",78632,38,"CRU","lat","Provável",-1.2,3.45,0.28,1.97,9,"Cruzeiro",1,2,NA,12,1,3,14,2,NA,NA,32,6,1,NA,NA,NA,NA,NA
"308","Guilherme Costa Machado Silveira","Guilherme Costa","https://s.glbimg.com/es/sde/f/2017/04/06/ea33443d8c666f61b78424b726238c89_FORMATO.png",74081,38,"VAS","mei","Nulo",0,4.59,0,1.9,9,"Vasco",2,1,NA,6,1,1,8,NA,1,NA,11,1,NA,NA,NA,NA,NA,NA
"309","Marcos Felipe de Freitas Monteiro","Marcos Felipe ","https://s.glbimg.com/es/sde/f/2017/07/25/71f2d737b67ea5f20138c4871f667000_FORMATO.png",85004,38,"FLU","gol","Nulo",0,3,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","Leandro da Silva","Leandro Silva","https://s.glbimg.com/es/sde/f/2017/04/28/c86a46095a1f0ab0e29d11fbbb7e80a1_FORMATO.png",77529,38,"AVA","lat","Nulo",0,9.46,0,3.87,32,"Avaí",3,3,1,47,7,12,27,NA,1,3,123,53,11,NA,NA,NA,NA,NA
"311","Rodrigo da Rosa Milanez","Rodrigo Milanez","https://s.glbimg.com/es/sde/f/2017/08/22/68eb2d451977c45881e0bf3f6820894c_FORMATO.png",77555,38,"ATL","zag","Nulo",0,2,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","Bruno Brígido de Oliveira","Bruno Brígido","https://s.glbimg.com/es/sde/f/2017/04/24/9375fdbbdc6ab66a27f8b4860036ebc1_FORMATO.png",77556,38,"COR","gol","Nulo",0,3.48,0,-2,1,"Coritiba",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","Jorge de Moura Xavier","Jorginho","https://s.glbimg.com/es/sde/f/2017/04/28/24064c0ab4f724a2a4252d37f02b7223_FORMATO.png",77544,38,"ATL","mei","Provável",-1.1,5.53,-0.81,2.15,35,"Atlético-GO",2,5,1,58,6,18,77,NA,3,8,120,40,NA,NA,NA,NA,NA,NA
"314","Jonathan Copete Valencia","Copete","https://s.glbimg.com/es/sde/f/2017/05/02/38284b2eba393aa675069aff35def330_FORMATO.png",77959,38,"SAN","ata","Provável",7.8,7.45,1.44,2.68,29,"Santos",1,4,NA,37,10,19,30,NA,7,11,78,20,NA,NA,NA,NA,NA,NA
"315","Madson Ferreira dos Santos","Madson","https://s.glbimg.com/es/sde/f/2017/04/06/e6c07b2728a78e64ae8c1ed0d4ce9d6a_FORMATO.png",78077,38,"VAS","lat","Provável",0.7,4.02,-0.75,2.97,19,"Vasco",1,3,NA,15,NA,4,24,1,NA,1,44,15,7,NA,NA,NA,NA,NA
"316","Eugenio Esteban Mena Reveco","Mena","https://s.glbimg.com/es/sde/f/2017/08/30/e9a35f97b25633d955a04d16691d85de_FORMATO.png",77967,38,"SPO","lat","Provável",12.9,7.72,2.27,4.29,23,"Sport",5,6,1,38,2,4,22,NA,1,9,55,45,6,NA,NA,NA,NA,NA
"317","Renê Rodrigues Martins","Renê","https://s.glbimg.com/es/sde/f/2017/08/22/99c083a6ab42125b85a679e552eea687_FORMATO.jpeg",78445,38,"FLA","lat","Nulo",0,7.61,0,3.91,17,"Flamengo",NA,3,NA,26,2,3,15,NA,NA,NA,59,42,4,NA,NA,NA,NA,NA
"318","Arnaldo Manoel de Almeida","Arnaldo","https://s.glbimg.com/es/sde/f/2017/05/19/ff6d87578b92fff5c4d0ff68a60fc859_FORMATO.png",78497,38,"BOT","lat","Provável",8.7,10.55,0.87,4.54,30,"Botafogo",1,5,NA,43,4,1,49,NA,NA,1,88,68,9,NA,NA,NA,NA,NA
"319","Douglas Ricardo Grolli","Douglas Grolli","https://s.glbimg.com/es/sde/f/2017/04/24/ef04c0af64af6a9173d17eb922ff55e4_FORMATO.png",78407,38,"CHA","zag","Suspenso",0,6.77,0,1.1,19,"Chapecoense",NA,9,NA,40,NA,1,5,NA,1,3,27,19,5,NA,NA,NA,NA,NA
"320","Willian Souza Arão da Silva","Willian Arão","https://s.glbimg.com/es/sde/f/2017/08/22/283b47a1bbb66d81e0b2118ce53853f1_FORMATO.jpeg",78478,38,"FLA","mei","Dúvida",5.6,10.16,0.03,4.01,30,"Flamengo",4,2,NA,32,4,8,20,1,1,2,67,65,NA,NA,NA,NA,NA,NA
"321","Jean Mota Oliveira de Sousa","Jean Mota","https://s.glbimg.com/es/sde/f/2017/05/02/6f250e3510eb4a5cf33223d20befd72c_FORMATO.png",78548,38,"SAN","mei","Provável",4.2,6.06,0.59,3.29,30,"Santos",3,5,NA,24,11,12,35,NA,1,2,89,52,NA,NA,NA,NA,NA,NA
"322","Gustavo Henrique Vernes","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2017/05/02/ebaacf4dc046774b9b9f3003c35ba254_FORMATO.png",78248,38,"SAN","zag","Contundido",0,6,0,5.7,2,"Santos",NA,NA,NA,4,2,1,2,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA
"323","Douglas Alan Schuck Friedrich","Douglas Friedrich","https://s.glbimg.com/es/sde/f/2017/04/25/f36c749de572dbbaf8a43b8b71309942_FORMATO.png",78584,38,"AVA","gol","Provável",6.7,10.17,-0.11,6,28,"Avaí",NA,3,NA,3,NA,NA,9,NA,NA,NA,4,NA,10,NA,61,34,1,NA
"324","César Bernardo Dutra","César","https://s.glbimg.com/es/sde/f/2017/04/24/8a28cbc657b6535a81d1cbad583afa48_FORMATO.png",78086,38,"FLA","gol","Provável",3.4,2.95,-0.05,3.4,1,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,1,NA,NA
"325","Gabriel Girotto Franco","Gabriel","https://s.glbimg.com/es/sde/f/2017/04/19/a258f3bd57275dfde4062d53fea35126_FORMATO.png",78605,38,"COR","mei","Provável",2.4,8.49,-1.44,3.23,32,"Corinthians",NA,7,1,43,5,5,32,1,1,NA,64,75,NA,NA,NA,NA,NA,NA
"326","Petros Mateus dos Santos Araújo","Petros","https://s.glbimg.com/es/sde/f/2017/07/26/76e3ac62bea2e73cc7ef41c4584caa71_FORMATO.png",78891,38,"SAO","mei","Provável",17.2,13.73,2.7,4.78,27,"São Paulo",2,4,1,42,NA,2,82,1,1,1,87,74,NA,NA,NA,NA,NA,NA
"327","Thomás Jaguaribe Bedinelli","Thomás","https://s.glbimg.com/es/sde/f/2017/06/13/bac4f7b0e6270fedb590658d950365b2_FORMATO.png",77551,38,"SPO","mei","Nulo",0,6.16,0,2.11,13,"Sport",NA,1,NA,13,3,3,17,NA,1,1,13,11,NA,NA,NA,NA,NA,NA
"328","Reinaldo Manoel da Silva","Reinaldo","https://s.glbimg.com/es/sde/f/2017/04/25/e786acca731a4a88d0504f8b3802f4d8_FORMATO.png",78850,38,"CHA","lat","Provável",-0.8,12.89,-1.11,5.44,33,"Chapecoense",8,8,NA,52,16,14,27,NA,5,3,145,57,10,NA,NA,NA,NA,NA
"329","Ramiro Moschen Benetti","Ramiro","https://s.glbimg.com/es/sde/f/2017/04/23/01565939c1e8813f9c1cc7cf9faeb903_FORMATO.png",78715,38,"GRE","mei","Nulo",0,15.33,0,4.08,25,"Grêmio",4,5,NA,43,17,16,37,NA,6,5,104,31,NA,NA,NA,NA,NA,NA
"330","Marcos Antônio Almeida Silva","Marcão Silva","https://s.glbimg.com/es/sde/f/2017/04/27/1fdbc57e3b15e752149d530d7425e5d3_FORMATO.png",78856,38,"ATL","mei","Nulo",0,7.01,0.3,3.23,22,"Atlético-GO",1,6,NA,33,NA,4,18,NA,NA,NA,35,55,NA,NA,NA,NA,NA,NA
"331","Pedro Henrique de Castro Silva","Pedro Castro","https://s.glbimg.com/es/sde/f/2017/06/09/95ff53b7b15a7d6719bae7807804fc39_FORMATO.png",78840,38,"AVA","mei","Provável",9.9,5.23,0.66,2.66,32,"Avaí",2,4,NA,35,7,17,46,NA,3,4,69,34,NA,NA,NA,NA,NA,NA
"332","Leandro Marcos Pereira","Leandro Pereira","https://s.glbimg.com/es/sde/f/2017/02/22/377457c54b890731e2cfdb9013dc7397_FORMATO.png",78968,38,"SPO","ata","Nulo",0,5.86,0,2.3,2,"Sport",NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA
"333","Gabriel Bordinhão Gasparotto","Gabriel Gasparotto","https://s.glbimg.com/es/sde/f/2016/06/28/e51699e690f5560939a50fdbb0077328_FORMATO.jpeg",78839,38,"SAN","gol","Nulo",0,2,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","Marinaldo dos Santos Oliveira","Naldo","https://s.glbimg.com/es/sde/f/2017/05/02/466546b7c0d2a31683ba60341c08ef34_FORMATO.png",78897,38,"PON","mei","Nulo",-0.3,6.38,0.71,2.23,23,"Ponte Preta",NA,7,2,37,2,6,13,NA,2,4,48,48,NA,NA,NA,NA,NA,NA
"335","Moisés Ribeiro Santos","Moisés Ribeiro","https://s.glbimg.com/es/sde/f/2017/04/25/c7b046cc3c9a420d4047bb8d6d4b6570_FORMATO.png",78991,38,"CHA","mei","Provável",0.4,3.42,-0.15,1.44,23,"Chapecoense",NA,7,NA,59,NA,3,37,NA,NA,NA,46,41,NA,NA,NA,NA,NA,NA
"336","Thiago dos Santos","Thiago Santos","https://s.glbimg.com/es/sde/f/2017/04/18/2d51cc56ccd1291d116060e00ca663b6_FORMATO.png",78855,38,"PAL","mei","Provável",-1.7,5.35,-0.54,2.62,25,"Palmeiras",NA,5,NA,52,1,6,32,NA,NA,1,37,54,NA,NA,NA,NA,NA,NA
"337","Ricardo César Dantas da Silva","Ricardo Silva","https://s.glbimg.com/es/sde/f/2017/04/27/e409f5c1c4551cf8457b204abc422a73_FORMATO.png",79334,38,"ATL","zag","Provável",1.3,2.59,-0.35,0.48,5,"Atlético-GO",NA,1,NA,10,NA,3,2,NA,NA,NA,13,6,NA,NA,NA,NA,NA,NA
"338","Tiago Pagnussat","Tiago ","https://s.glbimg.com/es/sde/f/2017/07/28/9fb65a9e8f5831d924c08c76337f8967_FORMATO.png",79042,38,"BAH","zag","Provável",4.1,10.2,-0.8,3.03,35,"Bahia",NA,8,NA,41,5,4,34,1,2,6,50,39,10,NA,NA,NA,NA,NA
"339","Antonio Thomaz Santos de Barros","Thomaz","https://s.glbimg.com/es/sde/f/2017/04/28/df8a959dc2f3885176d2c02e5d69a246_FORMATO.png",79041,38,"SAO","mei","Nulo",-0.5,4.12,-0.26,2.04,12,"São Paulo",1,1,NA,14,1,3,9,NA,1,4,7,10,NA,NA,NA,NA,NA,NA
"340","Eduardo Henrique da Silva","Eduardo Henrique","https://s.glbimg.com/es/sde/f/2017/05/10/45db49dd3d8dceb223dc6d2afdf72801_FORMATO.png",78994,38,"ATL","mei","Nulo",0,3.78,0,2.74,14,"Atlético-PR",NA,1,NA,24,4,2,18,NA,2,NA,23,17,NA,NA,NA,NA,NA,NA
"341","William Augusto Alves Conserva","William Alves","https://s.glbimg.com/es/sde/f/2017/08/08/eb4348a74110c5ac475fc0be6f1b2cd3_FORMATO.png",79032,38,"ATL","zag","Suspenso",0,1.84,0,0.84,17,"Atlético-GO",NA,3,1,16,1,5,6,NA,NA,2,20,11,4,NA,NA,NA,NA,1
"342","Luiz Felipe do Nascimento dos Santos","Luiz Felipe","https://s.glbimg.com/es/sde/f/2017/05/02/3b3fe001039a93d9ea75e58f817381cf_FORMATO.png",79035,38,"SAN","zag","Provável",5.3,4.62,0.9,1.76,8,"Santos",NA,2,NA,4,NA,NA,5,NA,NA,NA,9,6,2,NA,NA,NA,NA,NA
"343","Alex Roberto Santana Rafael ","Alex Muralha","https://s.glbimg.com/es/sde/f/2017/04/24/3fb41a018fb2c9084cb4800fba9b6607_FORMATO.png",79066,38,"FLA","gol","Nulo",0,3.22,0,2.5,7,"Flamengo",NA,NA,NA,1,NA,NA,3,NA,NA,NA,5,NA,3,NA,5,6,NA,NA
"344","Antônio Carlos Cunha Capocasali Júnior","Antônio Carlos ","https://s.glbimg.com/es/sde/f/2017/04/18/5b3fcb4c6c1625d8e38d933619f9e42a_FORMATO.png",79702,38,"PAL","zag","Nulo",0,2.91,0,1.36,5,"Palmeiras",NA,1,NA,2,1,1,4,NA,NA,NA,8,5,NA,NA,NA,NA,NA,NA
"345","Lucas Silva Borges","Lucas Silva","https://s.glbimg.com/es/sde/f/2017/04/06/f4598cc08e1804689d22d338ac6f7d9b_FORMATO.png",79701,38,"CRU","mei","Provável",-1.3,4.3,-0.37,1.14,20,"Cruzeiro",2,3,1,32,1,7,17,NA,NA,1,43,23,NA,NA,NA,NA,NA,NA
"346","Luiz Ricardo Alves","Sassá","https://s.glbimg.com/es/sde/f/2017/06/22/e7d5b223d7908854c81e04f0e7e0fcc0_FORMATO.png",79578,38,"CRU","ata","Contundido",0,7.43,0,3.75,15,"Cruzeiro",NA,2,NA,32,4,6,25,NA,6,13,10,12,NA,1,NA,NA,NA,NA
"347","Fabiano Leissmann","Fabiano","https://s.glbimg.com/es/sde/f/2017/04/18/ccce9b9aad578e5dc82e1d75b816fa25_FORMATO.png",79887,38,"PAL","lat","Nulo",1.2,4.14,-0.18,1.15,6,"Palmeiras",NA,NA,NA,4,1,2,1,NA,NA,NA,8,2,1,NA,NA,NA,NA,NA
"348","Helton Brant Aleixo Leite","Helton Leite","https://s.glbimg.com/es/sde/f/2016/05/20/5fd57defcef29c5cd30495ee3eb4e67f_FORMATO.png",79973,38,"BOT","gol","Nulo",0,3.32,0,1,1,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
"349","Odair Souza ","Nenén","https://s.glbimg.com/es/sde/f/2017/04/25/cf7dd5cb7c3b2349fc0a5145f894f495_FORMATO.png",79892,38,"CHA","mei","Nulo",0,2.23,0,1.35,8,"Chapecoense",NA,NA,NA,2,2,2,5,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA
"350","Lucas Fonseca da Silva","Lucas Fonseca","https://s.glbimg.com/es/sde/f/2017/07/28/2ee15f7fbeefac55e5b773d1cd8ffa0a_FORMATO.png",80189,38,"BAH","zag","Contundido",0,6.27,0,2.76,26,"Bahia",1,4,1,13,2,2,27,NA,NA,NA,45,22,9,NA,NA,NA,NA,NA
"351","Marcos Junio Lima dos Santos","Marcos Junior","https://s.glbimg.com/es/sde/f/2017/07/25/0ff5aea8f677cff80e0a7a93745453e5_FORMATO.png",80188,38,"FLU","ata","Suspenso",0,4.37,0,1.74,23,"Fluminense",1,6,NA,18,5,8,34,NA,3,6,27,9,NA,NA,NA,NA,NA,NA
"352","Joeliton Lima Santos","Mansur","https://s.glbimg.com/es/sde/f/2016/07/05/885bc2c7afe242e7ce810bccdccd27cc_FORMATO.png",79553,38,"ATL","lat","Nulo",0,5,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","Brenner Marlos Varanda de Oliveira","Brenner","https://s.glbimg.com/es/sde/f/2017/07/21/eba301f5c887ff5cf7a3f94b5f6eb918_FORMATO.png",80080,38,"BOT","ata","Provável",16.1,9.47,2.75,4.48,18,"Botafogo",3,NA,NA,24,4,12,21,1,6,8,21,8,NA,NA,NA,NA,NA,NA
"354","Jadson Alves dos Santos","Jadson","https://s.glbimg.com/es/sde/f/2017/05/02/e17a729351ce9e086c7f6fdaf907c355_FORMATO.png",80129,38,"PON","mei","Nulo",0,3.49,0,1.27,20,"Ponte Preta",NA,3,NA,24,1,4,23,NA,NA,NA,31,22,NA,NA,NA,NA,NA,NA
"355","Nadson da Silva Almeida","Nadson","https://s.glbimg.com/es/sde/f/2017/04/25/9c0263cf980f89da4cca8b6bc120585f_FORMATO.png",80140,38,"CHA","mei","Contundido",1.7,0.99,-0.13,0.98,6,"Chapecoense",NA,NA,NA,1,1,2,3,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA
"356","Matheus Mancini","Matheus Mancini","https://s.glbimg.com/es/sde/f/2017/05/19/5bca9708b9e4c88d08f62e3935fe8cb4_FORMATO.png",80124,38,"ATL","zag","Nulo",0,1.36,0,0.13,6,"Atlético-MG",NA,3,NA,11,NA,2,2,NA,NA,NA,12,5,1,NA,NA,NA,NA,NA
"357","Glaybson Yago Souza Lisboa","Yago Pikachu","https://s.glbimg.com/es/sde/f/2017/04/24/3021726139e41d1a3fe9ada22058c738_FORMATO.png",80196,38,"VAS","lat","Provável",10.3,10.78,0.7,3.96,27,"Vasco",3,2,NA,23,10,8,35,NA,2,4,46,20,8,NA,NA,NA,NA,NA
"358","Matheus Caldeira Vidotto de Oliveira","Matheus Vidotto","https://s.glbimg.com/es/sde/f/2017/04/23/0469f80ea84703c3178371ab0fa1dd2f_FORMATO.png",80286,38,"COR","gol","Nulo",0,3,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","Cleberson Martins de Souza","Cleberson","https://s.glbimg.com/es/sde/f/2017/04/23/91e18bf15401259ce1466dbccb56d6ae_FORMATO.png",80281,38,"ATL","zag","Dúvida",0,2.69,0,-1.2,1,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
"360","Luan Garcia Teixeira","Luan","https://s.glbimg.com/es/sde/f/2017/04/23/21b43228acd34549ca343f42576f7632_FORMATO.png",80692,38,"PAL","zag","Dúvida",-0.8,5.83,-0.53,2.51,19,"Palmeiras",NA,4,1,24,1,5,15,NA,1,NA,22,20,5,NA,NA,NA,NA,NA
"361","Arthur Caíke do Nascimento Cruz","Arthur ","https://s.glbimg.com/es/sde/f/2017/04/24/56939ae4c18f332e1a3bb20305de4f33_FORMATO.png",80337,38,"CHA","ata","Provável",-0.3,11.21,-0.27,4.92,34,"Chapecoense",6,6,NA,58,18,29,68,2,8,12,78,38,NA,NA,NA,NA,NA,NA
"362","Ezequiel Jacinto de Biasi","Ezequiel ","https://s.glbimg.com/es/sde/f/2017/04/23/059f269b9ef5b88550eb9899af203b7b_FORMATO.png",80318,38,"CRU","lat","Contundido",0,6.27,0,2.76,21,"Cruzeiro",1,5,NA,32,2,3,19,NA,NA,NA,46,29,6,NA,NA,NA,NA,NA
"363","Edson Felipe da Cruz","Edson","https://s.glbimg.com/es/sde/f/2017/07/28/848d6125a9c369432280eafad030d57a_FORMATO.png",80370,38,"BAH","mei","Provável",1.9,13.55,-0.49,5.03,21,"Bahia",2,4,1,33,3,12,26,NA,1,3,37,62,NA,NA,NA,NA,NA,NA
"364","Alejandro Ariel Cabral","Ariel Cabral","https://s.glbimg.com/es/sde/f/2017/04/22/6b0dea43cdbaa38c369c09b3e7b75700_FORMATO.png",80363,38,"CRU","mei","Nulo",-0.5,4.88,-0.41,1.53,14,"Cruzeiro",NA,4,NA,17,NA,8,23,NA,NA,NA,55,22,NA,NA,NA,NA,NA,NA
"365","Michael Vinicius Silva de Morais","Michael","https://s.glbimg.com/es/sde/f/2017/05/04/c43b96f2a0e0c8a8006defaedc1db2ee_FORMATO.png",80537,38,"FLU","ata","Nulo",0,2,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
