"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","CV","FC","FD","FF","FS","FT","G","I","PE","RB","SG","PP","DD","GS","DP","GC"
"676","Ruan Tressoldi Netto","Ruan",NA,100842,38,"GRE","zag","Provável",-0.1,0.79,-0.21,-0.1,1,"Grêmio",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"677","Sergio Antonio Soler de Oliveira Junior","Serginho","https://s.glbimg.com/es/sde/f/2017/02/19/6aca0b072c6eeca65b6dc51c30de4a50_FORMATO.png",88002,38,"SAN","mei","Nulo",0,1.21,0,0.51,9,"Santos",NA,2,NA,6,1,3,3,1,NA,NA,11,4,NA,NA,NA,NA,NA,NA
"678","Warian dos Santos Souza","Warian Santos ","https://s.glbimg.com/es/sde/f/2017/04/20/1a20f671d81a1495fe94257a7faedb29_FORMATO.png",88030,38,"COR","mei","Nulo",0,1,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","Brenno Oliveira Fraga Costa","Brenno","https://s.glbimg.com/es/sde/f/2017/12/01/eb6549ddfa3b798b4e31af8c9473334b_FORMATO.jpeg",100830,38,"GRE","gol","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","Ericson da Silva","Ericson",NA,100839,38,"GRE","zag","Nulo",-0.8,0.79,-0.21,-0.8,1,"Grêmio",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"681","Felipe Albuquerque Felippi","Felipe",NA,100843,38,"GRE","lat","Nulo",2.6,2.02,1.02,2.6,1,"Grêmio",NA,NA,NA,2,NA,NA,1,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA
"682","Lucas Araújo de Oliveira","Lucas Araújo",NA,100844,38,"GRE","mei","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","Emanuel Leone Moura","Emanuel","https://s.glbimg.com/es/sde/f/2017/12/01/e2a85d715ac397898197228bac470497_FORMATO.jpeg",100840,38,"GRE","zag","Provável",-0.1,0.79,-0.21,-0.1,1,"Grêmio",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"684","Alan de Souza Guimarães","Alanzinho","https://s.glbimg.com/es/sde/f/2017/12/02/2f1ae5575738c09ceb9e0a585385faa1_FORMATO.png",100845,38,"PAL","mei","Nulo",0,1,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","Aníbal Gabriel Vega da Silva","Aníbal","https://s.glbimg.com/es/sde/f/2017/12/02/fefa8b7d5270b00509e86279efdf2c9f_FORMATO.png",100847,38,"PAL","ata","Nulo",0,1,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","Lucas Esteves de Souza","Esteves","https://s.glbimg.com/es/sde/f/2017/12/02/1506a1501f5670d8841c320d2456e45d_FORMATO.png",100846,38,"PAL","lat","Nulo",0,1,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","Gustavo Henrique Furtado Scarpa","Gustavo Scarpa","https://s.glbimg.com/es/sde/f/2017/07/25/d139933474f638abe42c53dcd21a981b_FORMATO.png",87999,38,"FLU","mei","Provável",6.2,13.12,0.66,4.04,36,"Fluminense",11,2,NA,25,30,39,54,4,2,3,189,30,NA,NA,NA,NA,NA,NA
"688","Luan Cândido de Almeida","Luan Cândido","https://s.glbimg.com/es/sde/f/2017/12/02/e7ddf5812ba39b07d5ce1a4b9475ebd0_FORMATO.png",100848,38,"PAL","lat","Nulo",0,1,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","Bruno Henrique Pinto","Bruno Henrique","https://s.glbimg.com/es/sde/f/2017/02/19/6fc23a37c23198ad6b9da39da99ad82b_FORMATO.png",90285,38,"SAN","ata","Provável",1.2,13.49,-1.06,5.88,28,"Santos",11,6,1,73,18,17,84,1,8,10,96,34,NA,NA,NA,NA,NA,NA
"690","Ivan Quaresma da Silva","Ivan","https://s.glbimg.com/es/sde/f/2017/05/02/8546a4c5536f1d3e6ebc74e89daef4c3_FORMATO.png",88136,38,"PON","gol","Nulo",0,2,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","Ramon Menezes Roma","Ramon","https://s.glbimg.com/es/sde/f/2016/05/01/bf444d7eaf1a2853f33faef276c4a9a0_FORMATO.png",88087,38,"VIT","zag","Provável",-0.3,4.41,-0.11,1.87,25,"Vitória",NA,4,NA,28,3,6,27,NA,NA,NA,39,24,5,NA,NA,NA,NA,1
"692","Iago Ângelo Dias","Iago","https://s.glbimg.com/es/sde/f/2017/04/24/6d1258d426eef6b245dc52182b65814b_FORMATO.png",88417,38,"COR","ata","Dúvida",-0.4,3.48,-0.1,-0.15,17,"Coritiba",NA,2,NA,11,2,3,7,NA,NA,4,18,4,NA,NA,NA,NA,NA,NA
"693","Luiz Fernando Ferreira Maximiliano","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2017/07/25/b1dafe35e50cc680c9452d9dafbc9522_FORMATO.png",90366,38,"FLU","mei","Contundido",0,1.94,0,1.1,2,"Fluminense",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"694","Jaílson Marques Siqueira","Jailson","https://s.glbimg.com/es/sde/f/2017/04/23/bbc1e20f5a841fe3d2fc8cbf1553e368_FORMATO.png",90290,38,"GRE","mei","Nulo",0,3.82,0,1.19,18,"Grêmio",1,1,NA,20,NA,4,12,NA,NA,1,23,16,NA,NA,NA,NA,NA,NA
"695","Ángel Rodrigo Romero Villamayor","Ángel Romero","https://s.glbimg.com/es/sde/f/2017/04/19/bb57c60e890655dd351f891eb27fdb2c_FORMATO.png",88323,38,"COR","ata","Nulo",0,12.11,0,4.13,29,"Corinthians",3,11,NA,38,16,9,91,NA,3,13,99,53,NA,NA,NA,NA,NA,NA
"696","Jonathan da Silveira Fernandes Reis","Fernandes","https://s.glbimg.com/es/sde/f/2016/05/20/02861c5449623b3038673b374f31d53e_FORMATO.png",90399,38,"BOT","mei","Nulo",0,2.8,0,-0.4,6,"Botafogo",NA,1,NA,1,NA,1,3,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA
"697","Daniel Guedes da Silva","Daniel Guedes ","https://s.glbimg.com/es/sde/f/2017/05/02/700b428f14849c2f8f5eb9286d7adf03_FORMATO.png",88225,38,"SAN","lat","Nulo",0,4.39,0,2.68,16,"Santos",1,3,2,28,1,2,16,NA,1,NA,31,14,7,NA,NA,NA,NA,NA
"698","João Vitor Pereira de Alcantara","João Vitor ","https://s.glbimg.com/es/sde/f/2017/04/27/5e240c8d3c51257cd78fe820f6453aa5_FORMATO.png",88539,38,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","Jean Patrick Reis","Jean Patrick","https://s.glbimg.com/es/sde/f/2017/07/04/96daa554c0f24c012a1cb27045d67975_FORMATO.png",88379,38,"PON","lat","Nulo",0,3.08,0,3.38,6,"Ponte Preta",NA,NA,NA,7,NA,NA,5,NA,1,NA,6,3,2,NA,NA,NA,NA,NA
"700","Moisés Roberto Barbosa","Moisés","https://s.glbimg.com/es/sde/f/2017/04/20/341682456801d7e2449a82062f6ef9be_FORMATO.png",90444,38,"COR","lat","Nulo",0,3.02,0,3.57,3,"Corinthians",1,NA,NA,4,NA,1,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA
"701","Jefferson Vasconcelos Braz da Silva ","Jefferson Nem","https://s.glbimg.com/es/sde/f/2017/07/05/e19ea6817dece25a3dba36acabd4ea9f_FORMATO.png",90455,38,"ATL","ata","Nulo",-0.3,0.79,0,0.13,4,"Atlético-GO",NA,NA,NA,1,NA,NA,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA
"702","Raul José Cardoso","Raul","https://s.glbimg.com/es/sde/f/2016/04/30/20baeb0768cee2ef5e7e760abad4ddfa_FORMATO.png",90531,38,"GRE","lat","Provável",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","Arthur Henrique Ramos de Oliveira Melo","Arthur","https://s.glbimg.com/es/sde/f/2017/04/23/ad145ff7dd594174acc3863cb2569b83_FORMATO.png",90532,38,"GRE","mei","Nulo",0,8.65,0,3.65,26,"Grêmio",NA,3,NA,20,2,2,56,NA,1,NA,73,55,NA,NA,NA,NA,NA,NA
"704","Lucas de Figueiredo Crispim","Lucas Crispim","https://s.glbimg.com/es/sde/f/2016/05/01/f060208d1a949d93507611b7e4fbd24b_FORMATO.png",88597,38,"SAN","mei","Nulo",0,2.39,0,0.4,3,"Santos",NA,NA,NA,2,1,NA,4,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"705","Alex Sandro dos Santos Apolinario","Alex","https://s.glbimg.com/es/sde/f/2017/04/05/144a762b27b789eee8fd1c1a682c0512_FORMATO.png",90535,38,"CRU","mei","Nulo",0,3.3,0,4.2,1,"Cruzeiro",NA,NA,NA,NA,NA,1,2,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA
"706","Teodoro Junio Barbosa de Araújo","Araújo","https://s.glbimg.com/es/sde/f/2016/04/30/8da3cdd181e04b0c114f91c721ad89b1_FORMATO.png",90334,38,"GRE","mei","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","Igor Ribeiro de Jesus","Igor","https://s.glbimg.com/es/sde/f/2017/08/30/e792b551e6a9ca62b2bb2b2d25533d6b_FORMATO.png",88667,38,"SPO","zag","Nulo",0,4.67,0,3.1,2,"Sport",NA,NA,NA,2,NA,NA,2,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA
"708","Gustavo Cascardo de Assis","Cascardo","https://s.glbimg.com/es/sde/f/2017/04/23/772a99574fe81da3c28fa586c83c7c91_FORMATO.png",90587,38,"ATL","lat","Nulo",5,3.73,0.56,2.88,10,"Atlético-PR",NA,NA,NA,7,1,NA,13,NA,NA,1,22,7,4,NA,NA,NA,NA,NA
"709","Rafael Vinicius Carvalho Longuine","Rafael Longuine","https://s.glbimg.com/es/sde/f/2017/08/22/5218f0e7d3620fdf31c4115509777d95_FORMATO.png",90566,38,"COR","mei","Nulo",0,1.08,0,-0.1,11,"Coritiba",1,1,NA,5,3,3,5,NA,NA,2,33,3,NA,1,NA,NA,NA,NA
"710","Bruno Jacinto da Silva","Bruno Paulista","https://s.glbimg.com/es/sde/f/2017/07/08/baeb57a463f93f78065135fdc122eded_FORMATO.png",88933,38,"VAS","mei","Nulo",0,4.71,0,1.22,11,"Vasco",NA,7,NA,10,5,7,15,NA,NA,1,22,13,NA,NA,NA,NA,NA,NA
"711","Vinicius Rodolfo de Souza Oliveira","Vinícius Tanque","https://s.glbimg.com/es/sde/f/2017/04/18/d77f484c8720a893fbf5031c19fd6349_FORMATO.png",88651,38,"BOT","ata","Nulo",-0.5,1.9,-0.56,1.91,10,"Botafogo",NA,NA,NA,5,NA,4,4,NA,2,NA,3,1,NA,NA,NA,NA,NA,NA
"712","Yuri Oliveira Lima","Yuri","https://s.glbimg.com/es/sde/f/2016/07/05/6918c687f15258af809e99a14e04318e_FORMATO.png",90569,38,"SAN","mei","Nulo",0,0.79,0,-0.6,12,"Santos",NA,4,NA,17,1,NA,6,NA,NA,NA,22,7,NA,NA,NA,NA,NA,NA
"713","Jean Carlos de Souza Irmer","Jean","https://s.glbimg.com/es/sde/f/2017/04/06/d3926623525ad9fc2a3896099f523066_FORMATO.png",89150,38,"VAS","mei","Nulo",-1,9.94,-0.98,3.75,34,"Vasco",1,10,NA,66,6,11,44,NA,1,NA,60,88,NA,NA,NA,NA,NA,NA
"714","Judivan Flor da Silva","Judivan ","https://s.glbimg.com/es/sde/f/2017/04/23/f49ad5df5316c41a536cbc083724ee17_FORMATO.png",89190,38,"CRU","ata","Nulo",0,3.59,0,4.87,3,"Cruzeiro",NA,NA,NA,1,1,NA,2,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA
"715","Jefferson de Sousa Ferreira","Jefferson","https://s.glbimg.com/es/sde/f/2017/09/10/890a3dbeb4400e8e9910aca9b225fc13_FORMATO.jpeg",90586,38,"SPO","zag","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716","Lucas da Silva Izidoro","Lucas Mineiro","https://s.glbimg.com/es/sde/f/2017/04/24/a585ecd4b08d42c62414a32c9103edc3_FORMATO.png",90634,38,"CHA","mei","Nulo",0,1.88,0,0.94,18,"Chapecoense",NA,5,NA,38,1,4,11,NA,NA,NA,20,25,NA,NA,NA,NA,NA,NA
"717","Ânderson Balbino Assis","Balbino","https://s.glbimg.com/es/sde/f/2016/04/30/aa305ef16d18275ce438c74c73d54e15_FORMATO.png",89227,38,"GRE","mei","Provável",-1.6,0.79,-0.21,-1.6,1,"Grêmio",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"718","João Pedro Maturano dos Santos","João Pedro ","https://s.glbimg.com/es/sde/f/2017/04/24/c6945a1446c818fed3c475afef47a6a8_FORMATO.png",89273,38,"CHA","lat","Provável",-2.1,4.52,-1.01,2.14,9,"Chapecoense",NA,1,NA,5,3,2,3,NA,NA,NA,13,4,3,NA,NA,NA,NA,NA
"719","Elias Martello Curzel","Elias","https://s.glbimg.com/es/sde/f/2017/04/24/d39a7668ae872daf6e04f923e0d16a54_FORMATO.png",90843,38,"CHA","gol","Nulo",0,4,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","Maurício Andreazzi Pereira","Andreazzi","https://s.glbimg.com/es/sde/f/2017/04/24/2e3edae4ff2b6836e1ea7f55380193fa_FORMATO.png",89253,38,"BOT","mei","Nulo",0,2,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721","Luiz Fernando Moraes dos Santos","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2017/04/27/50e52c4a6961abbf9a5a1232332cdfd3_FORMATO.png",90715,38,"ATL","mei","Provável",2.8,4.64,0.45,2.78,33,"Atlético-GO",1,7,NA,41,10,5,44,1,9,8,65,20,NA,NA,NA,NA,NA,NA
"722","Matheus de Sales Cabral","Matheus Sales","https://s.glbimg.com/es/sde/f/2017/07/28/3f6f5e42ab4526ee91e011dab0d45545_FORMATO.png",89285,38,"BAH","mei","Nulo",2.9,3.39,0.79,0.95,15,"Bahia",1,4,1,16,1,2,11,NA,NA,1,20,17,NA,NA,NA,NA,NA,NA
"723","Wanderson de Jesus Martins","Caju","https://s.glbimg.com/es/sde/f/2016/05/01/54af0c3c3d1522543c64c18ca5a50a22_FORMATO.png",89342,38,"SAN","lat","Contundido",0,3.5,0,2.4,3,"Santos",NA,NA,NA,4,NA,NA,3,NA,NA,NA,14,7,NA,NA,NA,NA,NA,NA
"724","Leonardo Felipe Valencia Rossel","Leonardo Valencia","https://s.glbimg.com/es/sde/f/2017/08/07/5da8e09b912f3d4e02c70571d9de8988_FORMATO.png",91508,38,"BOT","mei","Provável",5.6,4.7,0.9,0.21,13,"Botafogo",2,4,1,12,8,6,18,NA,NA,1,47,3,NA,NA,NA,NA,NA,NA
"725","Carlos Eugenio Júnior Tavares dos Santos","Júnior Tavares","https://s.glbimg.com/es/sde/f/2017/02/09/25d0a51f886e8f5b2db83e4bea6a4e20_FORMATO.png",89343,38,"SAO","lat","Nulo",0,10.87,0,3.74,23,"São Paulo",4,3,NA,20,2,7,43,NA,NA,NA,69,29,5,NA,NA,NA,NA,NA
"726","Lucas Fernandes","Lucas Fernandes","https://s.glbimg.com/es/sde/f/2017/07/26/1701b04d674659c12ac0715a0b58adbd_FORMATO.png",90899,38,"ATL","ata","Provável",5,4.53,0.71,1.64,18,"Atlético-PR",1,NA,NA,13,3,6,32,NA,NA,2,39,12,NA,NA,NA,NA,NA,NA
"727","Fabrício Bruno Soares de Faria","Fabrício Bruno","https://s.glbimg.com/es/sde/f/2017/04/24/c4a8873e3ad989db3e40b7149ed51789_FORMATO.png",90768,38,"CHA","zag","Provável",-0.8,4.06,-0.95,2.95,24,"Chapecoense",NA,7,NA,23,1,NA,19,NA,1,NA,27,27,8,NA,NA,NA,NA,NA
"728","Filipe Rodrigues de Souza Santos","Filipinho","https://s.glbimg.com/es/sde/f/2017/04/03/0632627beb34d4add345d985b197b8d6_FORMATO.png",95651,38,"ATL","ata","Nulo",0,2,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729","Igor Rabello da Costa","Igor Rabello","https://s.glbimg.com/es/sde/f/2016/05/20/45658f95ac34e82da4d58cf9c77f2587_FORMATO.png",89493,38,"BOT","zag","Provável",1.4,10.41,-0.53,3.33,31,"Botafogo",NA,6,NA,33,3,7,19,1,1,6,48,48,9,NA,NA,NA,NA,1
"730","Saulo Ferreira Silva Nascimento","Saulo","https://s.glbimg.com/es/sde/f/2017/11/18/15963c34b03f49415af234d1b5b2eb86_FORMATO.png",89492,38,"BOT","gol","Nulo",0,1.18,0,-2,1,"Botafogo",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731","Esteban Andrés Pavez Suazo","Pavez","https://s.glbimg.com/es/sde/f/2017/07/25/36e2606ea7c16d592e3d39df8f817fae_FORMATO.png",90959,38,"ATL","mei","Provável",-1.7,4.76,-0.38,2.29,21,"Atlético-PR",NA,4,NA,22,3,5,8,NA,NA,NA,49,42,NA,NA,NA,NA,NA,NA
"732","Leonan José Valandro Gomes","Leonan","https://s.glbimg.com/es/sde/f/2017/04/03/f7ef2c1763cfea19e19b624be9bd9f68_FORMATO.png",89693,38,"ATL","lat","Nulo",0,2.69,0,3.17,3,"Atlético-MG",NA,1,NA,4,NA,NA,7,NA,NA,NA,6,4,1,NA,NA,NA,NA,NA
"733","James Dean Araújo de Lima","James Dean","https://s.glbimg.com/es/sde/f/2017/05/01/c92d594519fdaaff86e13dce57f1b587_FORMATO.png",89694,38,"SPO","ata","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"734","Alison Vicente da Silva","Alison","https://s.glbimg.com/es/sde/f/2017/02/14/cd74f75d4225633af1942d07603f11cf_FORMATO.png",91003,38,"SPO","ata","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735","Evandro Lima de Oliveira Filho","Evandro","https://s.glbimg.com/es/sde/f/2017/05/01/44325047a16fc8c2d5d2dbee3907eb6a_FORMATO.png",91001,38,"SPO","lat","Nulo",0,0.76,0,-0.33,3,"Sport",NA,NA,NA,9,1,NA,2,NA,NA,NA,12,3,NA,NA,NA,NA,NA,NA
"736","Nickson Gabriel Reis Silva","Nickson","https://s.glbimg.com/es/sde/f/2017/04/22/fe8ee314651bfce7367d25049b99720f_FORMATO.png",89676,38,"CRU","ata","Nulo",0,3,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737","Ronaldo de Oliveira Strada","Ronaldo","https://s.glbimg.com/es/sde/f/2017/02/20/e49415180708c87913cabd48be5dd49f_FORMATO.png",91101,38,"VIT","gol","Nulo",0,1,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738","Thiago Rodrigues da Silva","Thiago","https://s.glbimg.com/es/sde/f/2017/04/24/cbff6dc155e200c1acd0f26dfbad6fae_FORMATO.png",91194,38,"FLA","gol","Nulo",0,4.24,0,3.59,11,"Flamengo",1,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA,4,NA,11,9,NA,NA
"739","Flávio Medeiros da Silva","Flávio","https://s.glbimg.com/es/sde/f/2017/06/22/45969ac005e05819eea2e0fdcb62de43_FORMATO.png",91102,38,"VIT","mei","Nulo",0,2.12,0,0,1,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740","Jesiel Cardoso Miranda","Jesiel","https://s.glbimg.com/es/sde/f/2017/04/03/b00e4e82879a8aa6d2193c3ed0abd49b_FORMATO.png",91156,38,"ATL","zag","Nulo",0,3.21,0,4.3,1,"Atlético-MG",NA,NA,NA,NA,1,2,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"741","Leandro Alves de Carvalho","Leandrinho","https://s.glbimg.com/es/sde/f/2016/05/20/5f4b91fa5fbbd56dc1f2fe3f094cbb22_FORMATO.png",89885,38,"BOT","mei","Contundido",0,3.07,0,3.02,6,"Botafogo",NA,1,NA,5,1,NA,6,NA,1,NA,10,8,NA,NA,NA,NA,NA,NA
"742","Gustavo Henrique Ferrareis","Gustavo Ferrareis","https://s.glbimg.com/es/sde/f/2017/07/28/f9a5ac323f358bb4e2d5bbc354956624_FORMATO.png",89815,38,"BAH","mei","Nulo",0,5.11,0,1.05,11,"Bahia",NA,1,NA,8,2,3,6,1,1,NA,15,2,NA,NA,NA,NA,NA,NA
"743","Romulo dos Santos de Souza","Romulo","https://s.glbimg.com/es/sde/f/2017/04/28/039439859f768160af8a4dc5be23db1b_FORMATO.png",89696,38,"AVA","ata","Nulo",1,8.14,0.03,1.46,34,"Avaí",NA,5,NA,41,12,18,43,NA,3,9,66,20,NA,NA,NA,NA,NA,NA
"744","Gustavo Blanco Petersen Macedo","Gustavo Blanco","https://s.glbimg.com/es/sde/f/2017/07/04/bdab16330aca79897bf4fa25fd8d7eaf_FORMATO.jpeg",91191,38,"ATL","mei","Nulo",0.7,2.16,0.46,0.81,8,"Atlético-MG",NA,1,1,11,1,NA,2,NA,NA,2,8,12,NA,NA,NA,NA,NA,NA
"745","Eduardo Gabriel Aquino Cossa","Pepê","https://s.glbimg.com/es/sde/f/2017/06/07/bd6f96fc4d6fbe29bd108c344db1e415_FORMATO.jpeg",91201,38,"GRE","ata","Nulo",16.8,3.7,2.89,5.83,3,"Grêmio",1,NA,NA,2,NA,1,4,NA,1,NA,2,2,NA,NA,NA,NA,NA,NA
"746","Vinicius Silvestre da Costa","Vinicius Silvestre","https://s.glbimg.com/es/sde/f/2016/05/01/31d846d7d2c8a7f4d827850b61996f45_FORMATO.png",85083,38,"PAL","gol","Nulo",0,2,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747","Róger Krug Guedes","Róger Guedes","https://s.glbimg.com/es/sde/f/2017/04/18/8320b12c035d14425a7a1685c28eea51_FORMATO.png",89898,38,"PAL","ata","Nulo",0,6.58,0,1.88,26,"Palmeiras",3,2,NA,34,7,11,27,2,4,7,69,7,NA,NA,NA,NA,NA,NA
"748","Éder Ferreira Graminho","Éder ","https://s.glbimg.com/es/sde/f/2017/07/28/ce25d0402feb8a3d6bf8b0c89a10060d_FORMATO.png",91203,38,"BAH","zag","Provável",5.1,2.34,1.22,0.18,9,"Bahia",NA,5,NA,12,1,3,3,NA,1,1,12,3,2,NA,NA,NA,NA,1
"749","Warleson Stellion Lisboa Oliveira","Warleson","https://s.glbimg.com/es/sde/f/2017/04/23/d3b26dce5bc760f7a52d0556eb36b781_FORMATO.png",91204,38,"ATL","gol","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750","Lucas Estella Perri","Lucas Perri","https://s.glbimg.com/es/sde/f/2016/05/01/33edb005bdd244f616d094e71ba6c3a8_FORMATO.png",91260,38,"SAO","gol","Nulo",0,2,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751","Luiz Eduardo Fleuri Pacheco","Dudu",NA,89919,38,"GRE","mei","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752","Matheus Gonçalves Savio","Matheus Savio","https://s.glbimg.com/es/sde/f/2017/08/22/7da12c5b73385d17f5dae83cb6a45e75_FORMATO.jpeg",91264,38,"FLA","mei","Nulo",0,10.1,0,3.6,7,"Flamengo",NA,NA,NA,1,3,5,NA,NA,1,1,12,9,NA,NA,NA,NA,NA,NA
"753","John Stiven Mendoza Valencia","Mendoza","https://s.glbimg.com/es/sde/f/2017/07/28/3526a1e303bf419c36b347c3684a027f_FORMATO.png",90031,38,"BAH","ata","Provável",2.6,6.43,0.23,5.01,31,"Bahia",3,4,NA,32,16,28,39,1,8,1,74,38,NA,NA,NA,NA,NA,NA
"754","Andrigo Oliveira de Araujo","Andrigo","https://s.glbimg.com/es/sde/f/2017/05/19/78c75bce6fe9af97abe3a17761c64821_FORMATO.png",89930,38,"ATL","mei","Provável",3.7,6.71,-0.53,3,36,"Atlético-GO",4,8,NA,38,16,18,27,3,4,2,129,46,NA,NA,NA,NA,NA,NA
"755","João Paulo Sanches","João Paulo Sanches","https://s.glbimg.com/es/sde/f/2017/06/07/c28815f50806965fcba9772e65d9695e_FORMATO.png",91318,38,"ATL","tec","Provável",3.42,6.97,-0.06,3.67,24,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756","Colin Kazim-Richards","Kazim","https://s.glbimg.com/es/sde/f/2017/04/23/ad1f8add949fbe2020567092e6cb1ac9_FORMATO.png",91519,38,"COR","ata","Provável",-5.3,1.02,-2.15,0.24,14,"Corinthians",NA,2,NA,23,4,5,7,NA,1,3,7,2,NA,NA,NA,NA,NA,NA
"757","Robert Abel Arboleda Escobar","Arboleda","https://s.glbimg.com/es/sde/f/2017/06/27/feb4b502524252fc410bb11eeffc69b7_FORMATO.png",91573,38,"SAO","zag","Nulo",0,8.24,0,3.02,23,"São Paulo",1,6,NA,27,1,10,20,NA,3,3,55,27,4,NA,NA,NA,NA,NA
"758","Adryelson Shawann Lima Silva","Adryelson","https://s.glbimg.com/es/sde/f/2016/05/01/486323894355978b9458b0d2217d92bf_FORMATO.png",91664,38,"SPO","zag","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
