"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","FD","PE","RB","A","CA","FC","FS","SG","FF","FT","I","CV","G","PP","DD","GS","DP","GC"
"206","Luis Manuel Seijas Gunther","Seijas","https://s.glbimg.com/es/sde/f/2017/08/18/0b1e935b70a3d6471d8aa121da9f7140_FORMATO.png",70742,26,"CHA","mei","Nulo",0,6.21,0,1.98,18,"Chapecoense",3,46,14,2,NA,28,25,NA,11,2,1,NA,NA,NA,NA,NA,NA,NA
"207","Jackson de Souza","Jackson","https://s.glbimg.com/es/sde/f/2017/07/28/de12cacc448f4add788473ff0d4009bf_FORMATO.png",70934,26,"BAH","zag","Contundido",0,7,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","Leonardo da Silva Vieira","Leo","https://s.glbimg.com/es/sde/f/2017/08/02/b370bcdca91adb4e0f9cfe1f7ce54837_FORMATO.png",71043,26,"ATL","gol","Nulo",0,3,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","Diogo Barbosa Mendanha","Diogo Barbosa","https://s.glbimg.com/es/sde/f/2017/04/22/9ee14b744ca9f1e250cc299b955bc6e9_FORMATO.png",70916,26,"CRU","lat","Provável",3.1,12.59,-0.69,4.17,22,"Cruzeiro",2,83,33,3,4,22,26,9,3,1,2,NA,NA,NA,NA,NA,NA,NA
"210","Bruno Henrique Corsini","Bruno Henrique","https://s.glbimg.com/es/sde/f/2017/09/04/f252554797209a70ab4bd0e0cf7e8692_FORMATO.jpeg",70944,26,"PAL","mei","Provável",0,9.48,0,4.08,9,"Palmeiras",1,14,18,1,2,19,10,NA,7,NA,NA,NA,1,NA,NA,NA,NA,NA
"211","Leonardo Cittadini","Léo Cittadini","https://s.glbimg.com/es/sde/f/2017/05/02/6694b4703f10f789b166d7ca4f6f764e_FORMATO.png",70986,26,"SAN","mei","Nulo",0,2.97,0,1.32,7,"Santos",1,9,6,NA,NA,5,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","Federico Mancuello","Mancuello","https://s.glbimg.com/es/sde/f/2017/08/16/d34af685ab224e16398ce841287757c3_FORMATO.jpeg",71066,26,"FLA","mei","Nulo",0,6.28,0,2.15,7,"Flamengo",2,8,6,NA,2,5,3,NA,4,NA,1,NA,1,NA,NA,NA,NA,NA
"213","Roberto Heuchayer Santos de Araújo","Roberto","https://s.glbimg.com/es/sde/f/2017/08/17/2b6d0dac55444a427650e123ca955344_FORMATO.png",71116,26,"CHA","lat","Nulo",0,4.12,0,3.43,3,"Chapecoense",NA,4,5,NA,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","Vinícius Goes Barbosa de Souza","Vinícius","https://s.glbimg.com/es/sde/f/2017/06/01/a4f3ac6a4a79eebb1b9a2ec9388773ad_FORMATO.png",71162,26,"BAH","mei","Dúvida",-0.1,6.16,0.21,1.09,20,"Bahia",5,38,7,1,4,15,10,NA,9,NA,1,NA,2,NA,NA,NA,NA,NA
"215","Luis Oscar González","Lucho González","https://s.glbimg.com/es/sde/f/2017/04/23/3b471798626f6a04ef3427efb99d1c23_FORMATO.png",71479,26,"ATL","mei","Provável",0,5.2,0,-0.11,15,"Atlético-PR",2,46,16,NA,4,23,10,NA,5,NA,2,1,NA,NA,NA,NA,NA,NA
"216","Martín Andrés Silva","Martín Silva","https://s.glbimg.com/es/sde/f/2017/04/06/5380df54d3b16b7d46117c5173040d3d_FORMATO.png",69249,26,"VAS","gol","Provável",4.2,7.64,0.66,1.92,26,"Vasco",NA,19,NA,NA,2,NA,3,6,NA,NA,NA,NA,NA,NA,34,37,NA,NA
"217","Alexander Baumjohann","Baumjohann","https://s.glbimg.com/es/sde/f/2017/07/05/edd3698b18e3e992ba2ea5c7f544ff56_FORMATO.png",71389,26,"COR","mei","Contundido",0,5,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","Fernando Miguel Kaufmann","Fernando Miguel","https://s.glbimg.com/es/sde/f/2017/02/20/5af7107ad71c63b6f670fd21749fc679_FORMATO.png",71571,26,"VIT","gol","Contundido",0,10.74,0,3.68,22,"Vitória",NA,19,NA,NA,2,NA,3,7,NA,NA,NA,NA,NA,NA,37,32,1,NA
"219","Weverton Pereira da Silva","Weverton","https://s.glbimg.com/es/sde/f/2017/04/23/2773ed93eeec40a1be23186dae64fad2_FORMATO.png",71631,26,"ATL","gol","Provável",-4,3.96,-2.24,3.33,23,"Atlético-PR",NA,19,1,NA,1,NA,5,7,NA,NA,NA,NA,NA,NA,33,27,NA,NA
"220","Kelvin Mateus de Oliveira","Kelvin","https://s.glbimg.com/es/sde/f/2017/04/24/6c15e084bbf28f0ec13f00762f49aa9d_FORMATO.png",71549,26,"VAS","ata","Contundido",0,5.03,0,1.72,5,"Vasco",3,9,4,NA,NA,3,8,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"221","Elton Junior Melo Ataíde","Elton","https://s.glbimg.com/es/sde/f/2017/05/02/be1eeef6004ddca4490debdfc7a8f6ef_FORMATO.png",71719,26,"PON","mei","Suspenso",-2.5,4.87,-0.2,1.37,19,"Ponte Preta",1,42,26,1,3,38,16,NA,5,NA,2,1,1,NA,NA,NA,NA,NA
"222","Andrés Ramiro Escobar Díaz","Manga Escobar","https://s.glbimg.com/es/sde/f/2017/04/24/1ce4d6d602b56cabd2d5b1522af42b71_FORMATO.png",71704,26,"VAS","ata","Nulo",0.7,4.58,0.13,2,13,"Vasco",3,12,2,1,NA,6,8,NA,3,NA,2,NA,2,NA,NA,NA,NA,NA
"223","Gabriel Rybar Blos","Gabriel","https://s.glbimg.com/es/sde/f/2017/04/23/f2550afa5db7011619ab01d7d1032823_FORMATO.png",71572,26,"GRE","zag","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","Marllon Gonçalves Jerônimo Borges","Marllon","https://s.glbimg.com/es/sde/f/2017/05/02/40266a7126e1fd808b4350f90516f3f5_FORMATO.png",70666,26,"PON","zag","Provável",7.4,12.81,1.21,4.3,24,"Ponte Preta",2,41,37,NA,3,14,26,9,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"225","Túlio Vinícius Fróes de Melo","Túlio de Melo","https://s.glbimg.com/es/sde/f/2017/04/25/19e52a7282097054fc255711621c8e29_FORMATO.png",54797,26,"CHA","ata","Provável",0,4.21,-0.07,2.06,17,"Chapecoense",5,16,3,NA,1,19,7,NA,8,NA,NA,NA,4,NA,NA,NA,NA,NA
"226","Paulo Roberto Valoura Júnior","Juninho","https://s.glbimg.com/es/sde/f/2017/07/28/46e83a5bd2ed557124edf9a1e69b6d0c_FORMATO.png",71937,26,"BAH","mei","Provável",3.7,10.83,0.35,2.91,21,"Bahia",12,72,27,2,2,34,11,NA,16,1,NA,NA,2,NA,NA,NA,NA,NA
"227","Gustavo Leonardo Cuellar Gallego","Cuéllar","https://s.glbimg.com/es/sde/f/2017/08/16/47b4cc4af08862b4cf6685d475edd618_FORMATO.jpeg",71709,26,"FLA","mei","Nulo",0,4.43,0,2.93,15,"Flamengo",2,24,33,NA,2,13,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","Bruno Medeiros Grassi","Bruno Grassi","https://s.glbimg.com/es/sde/f/2017/04/23/d503f996169e9aafe30487a9921bed97_FORMATO.png",71818,26,"GRE","gol","Nulo",0,4,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","Agenor Detofol","Agenor","https://s.glbimg.com/es/sde/f/2017/08/30/4df3a999db97ae40b152429edc607db4_FORMATO.png",71724,26,"SPO","gol","Nulo",0,4.57,0,6.05,4,"Sport",NA,6,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,8,4,NA,NA
"230","Michel Ferreira dos Santos","Michel ","https://s.glbimg.com/es/sde/f/2017/04/23/555af733f4228e215781ed3d2cd99c56_FORMATO.png",71920,26,"GRE","mei","Contundido",0,9.74,0,5.16,17,"Grêmio",3,46,49,NA,6,40,18,NA,10,NA,2,NA,4,NA,NA,NA,NA,NA
"231","Wellington do Nascimento Silva","Wellington Silva","https://s.glbimg.com/es/sde/f/2017/07/28/82f8d8d7313084b0b7cfc91245954a24_FORMATO.png",71892,26,"BAH","lat","Nulo",0,7,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","Diego da Silva Rosa","Diego Rosa","https://s.glbimg.com/es/sde/f/2017/06/21/113421cfc95b13d42d7a61ddfd0b906c_FORMATO.png",71927,26,"ATL","mei","Nulo",0,7.81,0,2.62,13,"Atlético-GO",5,10,9,2,1,10,10,NA,3,NA,3,NA,1,NA,NA,NA,NA,NA
"233","Bruno Cortês Barbosa","Bruno Cortez","https://s.glbimg.com/es/sde/f/2017/04/23/6917817dc16511add10913a87474f1f7_FORMATO.png",72079,26,"GRE","lat","Provável",4.7,10.66,-0.18,3.61,20,"Grêmio",NA,38,25,NA,3,28,18,9,NA,NA,2,NA,1,NA,NA,NA,NA,NA
"234","Renan de Oliveira Fonseca","Renan Fonseca","https://s.glbimg.com/es/sde/f/2016/05/20/8a933b2d225a7b56e6267a2148ab68d0_FORMATO.png",72037,26,"BOT","zag","Nulo",0,3.3,0,5,1,"Botafogo",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","Uillian Correia Granemann","Uillian Correia","https://s.glbimg.com/es/sde/f/2017/04/01/f5509c6e7e2831171a293b2e8b83e1bc_FORMATO.png",72007,26,"VIT","mei","Provável",-2.1,4.79,-1.19,2.94,23,"Vitória",2,44,39,NA,4,37,10,NA,10,1,1,NA,3,NA,NA,NA,NA,NA
"236","Fernando Galhardo Borges","Fernandinho","https://s.glbimg.com/es/sde/f/2017/05/15/0d7fcc5d70203442a40e54487804a4f8_FORMATO.png",72150,26,"PON","lat","Nulo",0,5.26,0,2.43,4,"Ponte Preta",NA,9,2,NA,1,3,NA,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA
"237","João Paulo Mior","João Paulo","https://s.glbimg.com/es/sde/f/2017/04/17/6b2d599609eccc7671f1c4a23739c2d7_FORMATO.png",72168,26,"BOT","mei","Provável",6.7,4.27,-1.34,2.74,20,"Botafogo",7,83,28,4,5,37,35,NA,7,1,1,NA,1,NA,NA,NA,NA,NA
"238","Jailson Marcelino dos Santos","Jailson","https://s.glbimg.com/es/sde/f/2017/04/18/63a42550ea5f70d0bbc92287dd6ac259_FORMATO.png",72290,26,"PAL","gol","Nulo",0,7.45,0,5.73,4,"Palmeiras",NA,2,NA,NA,3,NA,1,2,NA,NA,NA,NA,NA,NA,6,3,1,NA
"239","Leonardo Artur de Melo","Léo Artur","https://s.glbimg.com/es/sde/f/2017/06/22/815076c3546beb2abb2496060f51deeb_FORMATO.png",82644,26,"PON","mei","Nulo",0,1.98,0,0.61,14,"Ponte Preta",4,30,3,1,1,16,5,NA,7,NA,4,NA,1,NA,NA,NA,NA,NA
"240","Rodrigo Oliveira Lindoso","Rodrigo Lindoso","https://s.glbimg.com/es/sde/f/2017/04/18/57ab5f981f4355a82d3d2f15ed01eb8e_FORMATO.png",72362,26,"BOT","mei","Provável",1.9,10.39,-0.57,4.15,19,"Botafogo",3,63,41,1,2,23,17,NA,4,NA,NA,NA,3,NA,NA,NA,NA,NA
"241","Lázaro Luan Scapolan","Luan","https://s.glbimg.com/es/sde/f/2017/04/28/ec0b73e82977113f481334a7e16633d8_FORMATO.png",72565,26,"AVA","mei","Contundido",0,5.16,0,1.66,13,"Avaí",2,17,22,NA,6,32,29,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","Matheus Simonete Bressanelli","Bressan","https://s.glbimg.com/es/sde/f/2017/04/23/06d46a41c53307f20ca424fbe4e9bf64_FORMATO.png",72491,26,"GRE","zag","Nulo",0,1.87,0,1.52,9,"Grêmio",NA,22,8,NA,3,10,6,3,1,NA,2,NA,NA,NA,NA,NA,NA,NA
"243","Cléber Janderson Pereira Reis","Cléber Reis","https://s.glbimg.com/es/sde/f/2017/08/22/c38b2f1c3e2258a438ef5b0dfc958e01_FORMATO.png",72376,26,"COR","zag","Provável",3.7,5.92,0.77,1.85,4,"Coritiba",NA,3,4,NA,1,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"244","Frederico Burgel Xavier ","Fred","https://s.glbimg.com/es/sde/f/2017/02/18/25a86aa5d44e9bdbf64ffd3c0f0a0c25_FORMATO.png",72490,26,"VIT","zag","Nulo",0,3.95,0,1.85,11,"Vitória",3,30,12,NA,3,11,2,1,5,NA,NA,NA,1,NA,NA,NA,NA,NA
"245","William Amorim Martins de Menezes","William Menezes","https://s.glbimg.com/es/sde/f/2017/04/24/edb424e5188bff2f84c0a261b041b848_FORMATO.png",72603,26,"COR","gol","Nulo",0,2,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","Mauricio Kozlinski","Mauricio Kozlinski","https://s.glbimg.com/es/sde/f/2017/04/28/9ab574fbf640f6bd28542bd1d9305d6f_FORMATO.png",72595,26,"AVA","gol","Nulo",0,7.87,0,3.09,10,"Avaí",NA,4,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,15,13,NA,NA
"247","Hernane Vidal Souza","Hernane","https://s.glbimg.com/es/sde/f/2017/07/28/10783cbce0071ae8567021c6e9290249_FORMATO.png",72386,26,"BAH","ata","Nulo",0,7.99,0,0.5,1,"Bahia",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","Damián Ariel Escudero","Escudero","https://s.glbimg.com/es/sde/f/2017/04/17/1351c50b833e0374eb58e4fde52d7646_FORMATO.png",72745,26,"VAS","mei","Contundido",0,3.5,0,0.39,7,"Vasco",NA,16,4,1,2,6,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","Vladimir Javier Hernández Rivero","Vladimir Hernández","https://s.glbimg.com/es/sde/f/2017/02/19/f61c5d8d4580566cb1fa08020d2709ca_FORMATO.png",72879,26,"SAN","ata","Nulo",0,7.65,0,1.46,13,"Santos",3,25,6,NA,1,7,18,NA,4,NA,2,NA,1,NA,NA,NA,NA,NA
"250","Eduardo Alves da Silva","Eduardo da Silva","https://s.glbimg.com/es/sde/f/2017/04/23/c47c6340a7d40ff5085ba517e5dc117d_FORMATO.png",72893,26,"ATL","ata","Nulo",0,5.87,0,1.4,5,"Atlético-PR",4,5,4,NA,NA,6,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"251","Jorge Darío Mendoza Torres","Jorge Mendoza","https://s.glbimg.com/es/sde/f/2017/08/30/0eea5fbc530ed19bf79af8d5ae46c723_FORMATO.png",73144,26,"PON","mei","Dúvida",1.4,2.69,-0.31,1.4,1,"Ponte Preta",NA,NA,2,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","Renê dos Santos Júnior","Renê Júnior","https://s.glbimg.com/es/sde/f/2017/07/28/d023203cea9f86b7e0c359ac86f97d9e_FORMATO.png",73281,26,"BAH","mei","Provável",0,12.22,0,6.46,19,"Bahia",8,49,55,NA,3,35,40,NA,20,NA,3,1,4,NA,NA,NA,NA,NA
"253","Getterson Alves dos Santos","Getterson","https://s.glbimg.com/es/sde/f/2017/05/12/c2b9040eda92184c6453ef41ede377fd_FORMATO.png",73340,26,"COR","ata","Contundido",0,0.79,0,0.52,5,"Coritiba",NA,8,5,NA,1,6,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"254","Samuel Xavier Brito","Samuel Xavier","https://s.glbimg.com/es/sde/f/2017/08/30/12b3e91f20258ba99fe8f4ed727b0460_FORMATO.png",73384,26,"SPO","lat","Nulo",0,4.14,0,3.22,18,"Sport",4,68,24,NA,3,17,26,7,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"255","Rafael Vaz dos Santos","Rafael Vaz","https://s.glbimg.com/es/sde/f/2017/08/22/3523b9a002ea6c053d1937f2066c6f33_FORMATO.jpeg",73421,26,"FLA","zag","Nulo",0,7.33,0,3.56,13,"Flamengo",5,35,15,NA,NA,7,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","Francinilson Santos Meireles","Maranhão","https://s.glbimg.com/es/sde/f/2017/07/27/674c08b12227dcc659885899cb5ee647_FORMATO.png",73513,26,"PON","ata","Nulo",0,1.74,0,0.34,10,"Ponte Preta",1,16,2,NA,NA,4,7,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA
"257","Wellington Silva Sanches Aguiar","Wellington Nem","https://s.glbimg.com/es/sde/f/2017/02/18/a23f9ff565dd24baa68eeca4461e1b86_FORMATO.png",73619,26,"SAO","ata","Contundido",0,7.13,0,1.52,10,"São Paulo",1,9,5,NA,2,10,20,NA,2,NA,4,NA,1,NA,NA,NA,NA,NA
"258","Gabriel Santana Pinto","Gabriel","https://s.glbimg.com/es/sde/f/2017/04/24/60215745abe8839e6e6df43fbe447e2c_FORMATO.png",73515,26,"FLA","ata","Nulo",0.5,2.85,0.4,-0.68,4,"Flamengo",NA,2,NA,NA,2,3,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","José Rogério de Oliveira","Rogério","https://s.glbimg.com/es/sde/f/2016/08/31/6340e77cb18143e838ae03747e59b459_FORMATO.png",73540,26,"SPO","ata","Nulo",2.1,6.43,0.19,2.06,16,"Sport",6,40,7,1,NA,6,27,NA,5,NA,NA,NA,1,NA,NA,NA,NA,NA
"260","Bruno Fabiano Alves","Bruno Alves","https://s.glbimg.com/es/sde/f/2017/08/23/21ca677e7d6a57d1dfb2b66e74d782f4_FORMATO.png",73620,26,"SAO","zag","Provável",0,5.41,0,4.9,2,"São Paulo",NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"261","Rildo de Andrade Felicissimo","Rildo","https://s.glbimg.com/es/sde/f/2017/09/05/414cc739934721ba0e4da731953eaed8_FORMATO.png",73635,26,"COR","ata","Provável",10.9,10.49,2.2,4.22,23,"Coritiba",5,61,21,2,3,25,84,NA,6,NA,6,NA,5,NA,NA,NA,NA,NA
"262","Lucas David Pratto","Lucas Pratto","https://s.glbimg.com/es/sde/f/2017/02/18/2291ee0103b8af06799aee5ab657b149_FORMATO.png",73649,26,"SAO","ata","Provável",4.2,15.27,0.32,3.72,25,"São Paulo",22,74,17,4,2,34,27,NA,32,NA,4,1,5,1,NA,NA,NA,NA
"263","Éderson Alves Ribeiro Silva","Éderson","https://s.glbimg.com/es/sde/f/2017/05/26/1055c168d6c49467f567c27a6e48707a_FORMATO.png",73446,26,"ATL","ata","Nulo",0,4.1,0,2.42,12,"Atlético-PR",8,18,5,1,NA,5,7,NA,10,NA,6,NA,1,NA,NA,NA,NA,NA
"264","Luiz Antonio de Souza Soares","Luiz Antonio ","https://s.glbimg.com/es/sde/f/2017/04/24/470fd6292588f4385e9c32a3aeef091c_FORMATO.png",74060,26,"CHA","mei","Nulo",0,7.73,0,1.82,20,"Chapecoense",10,34,10,1,3,17,8,NA,4,2,1,NA,2,NA,NA,NA,NA,NA
"265","Rodrigo Caio Roquette Russo","Rodrigo Caio","https://s.glbimg.com/es/sde/f/2016/05/01/76c4acf534a1a01c922cb927acebb6e7_FORMATO.png",73800,26,"SAO","zag","Dúvida",4.7,9.62,0.95,2.39,21,"São Paulo",2,41,28,NA,7,14,12,4,7,1,1,NA,NA,NA,NA,NA,NA,NA
"266","Marcos Vinícius de Jesus Araújo","Marcos Vinícius","https://s.glbimg.com/es/sde/f/2017/07/14/dc2cc428ed447e7b65ffc2a9b54c02e8_FORMATO.png",73721,26,"BOT","mei","Dúvida",4.3,6.3,0.12,3.24,12,"Botafogo",3,25,9,1,NA,13,13,NA,5,1,NA,NA,2,NA,NA,NA,NA,NA
"267","Héctor Canteros","Canteros","https://s.glbimg.com/es/sde/f/2017/08/26/8b500e8c0826bd7c342137f3449ddb7d_FORMATO.png",73918,26,"CHA","mei","Provável",0,4.05,0,1.47,3,"Chapecoense",NA,12,5,1,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","Jomar Herculano Lourenço","Jomar","https://s.glbimg.com/es/sde/f/2017/04/24/75a0f0b187c040aec0d014550c2e765e_FORMATO.png",73876,26,"VAS","zag","Nulo",0,1.5,0,0,5,"Vasco",NA,6,4,NA,2,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","John Lennon Silva Santos","Lennon","https://s.glbimg.com/es/sde/f/2017/05/03/d072e8eaeab8333c007a7cfb0af5aef4_FORMATO.png",73869,26,"CRU","lat","Nulo",0,3.09,0,-0.33,4,"Cruzeiro",NA,14,2,NA,2,7,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","Geuvânio Santos Silva","Geuvânio","https://s.glbimg.com/es/sde/f/2017/08/19/6ed768c25192e0409297a3bc10cc1eca_FORMATO.png",73896,26,"FLA","ata","Nulo",10.2,10.63,1.82,2.66,10,"Flamengo",4,14,13,NA,1,7,22,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA
"271","René Ferreira dos Santos","René","https://s.glbimg.com/es/sde/f/2017/02/20/7d48128069f52815dcd4acb921336cab_FORMATO.png",73978,26,"VIT","zag","Nulo",0,2.39,0,1.79,11,"Vitória",1,17,8,NA,3,16,7,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","Alison Lopes Ferreira","Alison","https://s.glbimg.com/es/sde/f/2016/05/01/5cbe20aa51d06aff64b21ed5d19bf070_FORMATO.png",73974,26,"SAN","mei","Provável",-7,3.71,-2.25,2.98,16,"Santos",NA,24,30,NA,2,20,17,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA
"273","Walisson Moreira Farias Maia","Walisson Maia","https://s.glbimg.com/es/sde/f/2017/04/24/60830998fb2fc54f511a8d2b5c3a6f25_FORMATO.png",73991,26,"COR","zag","Nulo",0,4.44,0,2.37,11,"Coritiba",2,23,19,NA,NA,12,1,2,1,NA,1,NA,NA,NA,NA,NA,NA,1
"274","Rafael Martins Claro","Rafael Martins","https://s.glbimg.com/es/sde/f/2017/04/24/0e99993b292bb541251f236f7827aeec_FORMATO.png",73336,26,"COR","gol","Nulo",0,2,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","Roberto Junior Fernández Torres","Gatito Fernández","https://s.glbimg.com/es/sde/f/2017/04/17/f87ed5808d28ef2d0446cae72617f143_FORMATO.png",74061,26,"BOT","gol","Dúvida",-5.7,18.9,-1.41,5.47,19,"Botafogo",NA,18,NA,NA,2,NA,4,8,NA,NA,NA,NA,NA,NA,29,22,4,NA
"276","José Paolo Guerrero Gonzales","Paolo Guerrero","https://s.glbimg.com/es/sde/f/2017/08/16/aec506211b5663eb0569825b5aee6db6_FORMATO.jpeg",75295,26,"FLA","ata","Dúvida",0,13.13,0,4.73,16,"Flamengo",13,39,13,2,3,57,42,NA,19,NA,11,NA,6,NA,NA,NA,NA,NA
"277","Guilherme Costa Machado Silveira","Guilherme Costa","https://s.glbimg.com/es/sde/f/2017/04/06/ea33443d8c666f61b78424b726238c89_FORMATO.png",74081,26,"VAS","mei","Nulo",0,4.94,0,2.25,8,"Vasco",1,8,1,2,1,6,8,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"278","Douglas Moreira Pires","Douglas Pires","https://s.glbimg.com/es/sde/f/2017/02/21/9cdc2aa37a7bf02a1d821f703b2ca8dd_FORMATO.png",73517,26,"BAH","gol","Nulo",0,4,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","Yago Fernando da Silva","Yago","https://s.glbimg.com/es/sde/f/2017/05/02/30bd8e94c27dbf6a20661d6027251a81_FORMATO.png",77500,26,"PON","zag","Nulo",5,5.72,-0.28,5,1,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","José Élber Pimentel da Silva","Élber","https://s.glbimg.com/es/sde/f/2016/04/29/26c6c8beefa35a5684da137e0e90f6dc_FORMATO.png",74140,26,"CRU","mei","Nulo",0.5,4.9,-0.09,2.62,14,"Cruzeiro",6,23,7,NA,NA,3,22,NA,8,1,2,NA,1,NA,NA,NA,NA,NA
"281","Michael Antonio Arroyo Mina","Arroyo","https://s.glbimg.com/es/sde/f/2017/07/24/c4c6af5bdd03f02c1d29ada3f5d33e39_FORMATO.png",74134,26,"GRE","ata","Contundido",0,4.14,0,1.05,4,"Grêmio",3,2,3,NA,1,2,1,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA
"282","Edigar Junio Teixeira Lima ","Edigar Junio","https://s.glbimg.com/es/sde/f/2017/07/28/8fb3bca6fb3b7df0b863748403f1b763_FORMATO.png",74271,26,"BAH","ata","Provável",-0.8,8.22,-0.06,2.13,14,"Bahia",7,26,5,NA,NA,17,19,NA,3,1,1,NA,2,NA,NA,NA,NA,NA
"283","Alejandro Abraham Guerra Morales","Alejandro Guerra","https://s.glbimg.com/es/sde/f/2017/02/19/fa873321a36da270244cf230ac534a50_FORMATO.png",74213,26,"PAL","mei","Dúvida",0.3,13.03,-0.45,4.91,16,"Palmeiras",8,58,19,3,3,24,28,NA,9,NA,3,NA,5,NA,NA,NA,NA,NA
"284","Rodrigo da Rosa Milanez","Rodrigo Milanez","https://s.glbimg.com/es/sde/f/2017/08/22/68eb2d451977c45881e0bf3f6820894c_FORMATO.png",77555,26,"ATL","zag","Nulo",0,2,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","Eugenio Esteban Mena Reveco","Mena","https://s.glbimg.com/es/sde/f/2017/08/30/e9a35f97b25633d955a04d16691d85de_FORMATO.png",77967,26,"SPO","lat","Provável",-0.5,5.36,-0.57,4.6,14,"Sport",1,35,27,4,4,27,13,4,2,NA,3,1,1,NA,NA,NA,NA,NA
"286","Jonathan Copete Valencia","Copete","https://s.glbimg.com/es/sde/f/2017/05/02/38284b2eba393aa675069aff35def330_FORMATO.png",77959,26,"SAN","ata","Provável",0.8,6.56,-0.38,2.98,20,"Santos",9,67,15,1,3,26,24,NA,16,NA,8,NA,5,NA,NA,NA,NA,NA
"287","Leandro da Silva","Leandro Silva","https://s.glbimg.com/es/sde/f/2017/04/28/c86a46095a1f0ab0e29d11fbbb7e80a1_FORMATO.png",77529,26,"AVA","lat","Provável",5,9.27,1.22,3.55,25,"Avaí",4,107,35,3,1,33,23,10,8,NA,2,1,NA,NA,NA,NA,NA,NA
"288","Bruno Brígido de Oliveira","Bruno Brígido","https://s.glbimg.com/es/sde/f/2017/04/24/9375fdbbdc6ab66a27f8b4860036ebc1_FORMATO.png",77556,26,"COR","gol","Nulo",0,3.48,0,-2,1,"Coritiba",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
