"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","FC","FS","PE","PP","RB","CA","FF","SG","DD","GS","FD","G","I","A","CV","FT","DP"
"85","Willians dos Santos Santana","Willians","https://s.glbimg.com/es/sde/f/2017/06/07/e24d137ff5aa2e79299e85cf581744a1_FORMATO.png",60787,6,"AVA","ata","Provável",-0.3,3.18,0.03,-0.53,3,8,5,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","Renato Dirnei Florêncio","Renato","https://s.glbimg.com/es/sde/f/2017/05/02/ce9c1e5d21a2efec50dbdc2870d5a8c9_FORMATO.png",38908,6,"SAN","mei","Provável",1.2,6.54,-0.23,1.26,5,1,7,6,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","Diego Ribas da Cunha","Diego","https://s.glbimg.com/es/sde/f/2017/04/24/98708ecaf48555700b1ca390667c77fb_FORMATO.png",38909,6,"FLA","mei","Provável",4.2,18.84,-0.12,2.83,3,3,8,9,NA,4,NA,2,NA,NA,NA,1,NA,1,NA,NA,NA,NA
"88","Alexandro Silva de Souza","Dudu Cearense","https://s.glbimg.com/es/sde/f/2016/06/28/2b7b2415b00931bc7ebe03b683cd03be_FORMATO.jpeg",38928,6,"BOT","mei","Nulo",0,4.15,0,-0.4,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","Ricardo de Oliveira","Ricardo Oliveira","https://s.glbimg.com/es/sde/f/2016/05/01/04f2207e667b88e15a5ccdc893894a1f_FORMATO.png",38910,6,"SAN","ata","Nulo",0,11.4,0,1.25,4,7,5,4,NA,NA,1,6,NA,NA,NA,2,NA,1,NA,NA,1,NA
"90","Antonio Eduardo Pereira dos Santos","Kanu","https://s.glbimg.com/es/sde/f/2017/02/20/2a67dc4c7c97236fb27abf4dbe5a39fc_FORMATO.png",51792,6,"VIT","zag","Provável",8.6,8.3,0.3,8.6,1,NA,1,5,NA,3,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"91","Cristian Mark Junio Nascimento Oliveira Baroni","Cristian","https://s.glbimg.com/es/sde/f/2017/04/19/9884b370f7327ae579c283e865aabf79_FORMATO.png",37608,6,"COR","mei","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","Anderson Luiz de Carvalho","Nenê","https://s.glbimg.com/es/sde/f/2017/04/24/45951f5edf6777703717a335e5bffc58_FORMATO.png",38913,6,"VAS","mei","Provável",-1,12.54,-1.92,2.74,5,3,6,19,NA,2,1,5,NA,NA,NA,1,1,2,1,NA,NA,NA
"93","Jonas Jessué da Silva Júnior","Jonas","https://s.glbimg.com/es/sde/f/2017/04/17/da28ba844b13dd322862abfcda7e77b7_FORMATO.png",39152,6,"BOT","lat","Contundido",0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","Rafael Marques Mariano","Rafael Marques","https://s.glbimg.com/es/sde/f/2017/05/16/3246550328efb6a72fe4e85ea0bbff11_FORMATO.png",38957,6,"CRU","ata","Nulo",2.9,4.91,0.17,2.3,4,1,6,13,NA,3,NA,5,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"95","Abel Carlos da Silva Braga","Abel Braga","https://s.glbimg.com/es/sde/f/2017/05/31/4e771d1c183057eb5fe8015ff7755b0c_FORMATO.png",40006,6,"FLU","tec","Provável",3.17,11.76,-0.55,3.11,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","Vagner Carmo Mancini","Vagner Mancini","https://s.glbimg.com/es/sde/f/2017/04/24/07606c5e9762a644cb0fd98ccc70fb84_FORMATO.png",39850,6,"CHA","tec","Provável",1.67,8.48,-0.11,3.52,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","Vanderlei Luxemburgo da Silva","Vanderlei Luxemburgo","https://s.glbimg.com/es/sde/f/2017/05/31/d059e86ab694b638ba5a43c3b0b0444f_FORMATO.png",41327,6,"SPO","tec","Provável",3.1,5.05,-0.01,3.37,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","Alessandro Beti Rosa","Magrão","https://s.glbimg.com/es/sde/f/2016/05/01/92fb599635a635bc3681d6d69f04489c_FORMATO.png",41218,6,"SPO","gol","Provável",2,3.92,-2.13,3.45,6,NA,NA,NA,NA,1,NA,NA,1,12,11,NA,NA,NA,NA,NA,NA,NA
"99","Levir Culpi","Levir Culpi","https://s.glbimg.com/es/sde/f/2017/06/13/97d8b6f20bbd03db974a23d414cd2c38_FORMATO.png",40025,6,"SAN","tec","Provável",0,8.86,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Alexandre Tadeu Gallo","Alexandre Gallo","https://s.glbimg.com/es/sde/f/2017/06/06/ee2b94270801b97042a4a5bdae50276b_FORMATO.png",41363,6,"VIT","tec","Provável",5.41,6.7,1.25,3.52,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","Willian Gomes de Siqueira","Willian","https://s.glbimg.com/es/sde/f/2017/04/18/8ce197bf5176cc970a5782466268bd80_FORMATO.png",42116,6,"PAL","ata","Provável",6.6,5.85,1.32,0.65,6,13,8,11,1,6,1,NA,NA,NA,NA,1,NA,2,1,NA,NA,NA
"102","Kleber Giacomace de Souza Freitas","Kleber","https://s.glbimg.com/es/sde/f/2017/04/24/c96c8c2ada9b85eb506293c4caec64db_FORMATO.png",40179,6,"COR","ata","Provável",0.9,12.57,-0.39,3.2,6,18,14,22,NA,3,1,6,NA,NA,NA,9,1,3,1,NA,NA,NA
"103","José Renato da Silva Júnior","Renato","https://s.glbimg.com/es/sde/f/2017/01/13/7ab26ced537354a115324343754e8570_FORMATO.png",39572,6,"FLU","lat","Contundido",0,4.07,0,1.5,2,2,4,5,NA,1,1,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"104","Renato Portaluppi","Renato Gaúcho","https://s.glbimg.com/es/sde/f/2016/10/20/11389b106c935a0e20c5b557a4161683_FORMATO.png",41929,6,"GRE","tec","Provável",7.91,16.21,0.46,6.43,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Egídio de Araújo Pereira Júnior","Egídio","https://s.glbimg.com/es/sde/f/2017/04/18/594aacef190963b0476d2c76f4f48f57_FORMATO.png",42145,6,"PAL","lat","Dúvida",0,5.63,0,3.6,2,2,1,8,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","Fernando Paixão da Silva","Fernando Bob","https://s.glbimg.com/es/sde/f/2017/05/02/c182483a84aebf5ed52ddb9d82da6407_FORMATO.png",42213,6,"PON","mei","Contundido",0,10.12,0,8.1,1,NA,1,3,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","Felipe Augusto Santana","Felipe Santana","https://s.glbimg.com/es/sde/f/2017/02/19/6ca71225c6186e7ca8dfcf1ac0111b14_FORMATO.png",42140,6,"ATL","zag","Provável",0.1,7.87,-1.38,4.08,5,5,5,8,NA,7,NA,2,1,NA,NA,NA,NA,1,1,NA,NA,NA
"108","Osvaldo Lourenço Filho","Osvaldo","https://s.glbimg.com/es/sde/f/2017/05/06/c9fe7a8f540f56c7325c5e78f3097d32_FORMATO.png",42222,6,"SPO","ata","Provável",5.5,4.88,0.29,2.77,6,5,10,17,NA,4,2,2,NA,NA,NA,2,1,NA,1,NA,NA,NA
"109","Cássio Ramos","Cássio","https://s.glbimg.com/es/sde/f/2017/04/19/aaa96b0be41ff91da112273cc059467e_FORMATO.png",42234,6,"COR","gol","Provável",-1,8.33,-0.82,2.77,6,NA,1,3,NA,NA,NA,NA,3,4,5,NA,NA,NA,NA,NA,NA,NA
"110","William José de Souza","Amaral","https://s.glbimg.com/es/sde/f/2017/05/08/d967be031145a156a67e168aaeecb1fa_FORMATO.png",42232,6,"CHA","mei","Contundido",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","Bruno Vieira do Nascimento","Bruno","https://s.glbimg.com/es/sde/f/2016/05/01/d2edee13739b924fb1847c5369f28455_FORMATO.png",42499,6,"SAO","lat","Contundido",3.4,6.58,0.39,1.7,3,2,5,15,NA,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","Alexi Stival","Cuca","https://s.glbimg.com/es/sde/f/2016/05/01/ffe92c9e05e8100cdb59ce176a5352f5_FORMATO.png",42411,6,"PAL","tec","Provável",5.35,13.51,0.77,3.51,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","Fagner Conserva Lemos","Fagner","https://s.glbimg.com/es/sde/f/2017/04/19/e126b3b0182f6b12d3cc13d20f515810_FORMATO.png",42500,6,"COR","lat","Nulo",0,11.77,0,3.75,4,5,5,16,NA,4,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","Felipe Garcia dos Prazeres","Felipe Garcia","https://s.glbimg.com/es/sde/f/2017/04/27/986affeeae68d3af059f6c98de882ddb_FORMATO.png",42330,6,"ATL","gol","Provável",11,10.15,1.59,7.42,5,NA,NA,3,NA,NA,NA,NA,1,17,9,NA,NA,NA,NA,NA,NA,NA
"115","Júlio César Jacobi","Júlio César","https://s.glbimg.com/es/sde/f/2016/04/29/88d18a6c7e76b53f49c068867e67a91b_FORMATO.png",49673,6,"FLU","gol","Provável",-0.3,4.3,-0.31,-1.35,2,NA,1,4,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA
"116","Wilson Rodrigues de Moura Júnior","Wilson","https://s.glbimg.com/es/sde/f/2017/04/24/5b2f43325fb756c251e30f1bd567af5b_FORMATO.png",50284,6,"COR","gol","Provável",2,11.81,-1.63,5.58,6,NA,2,5,NA,NA,NA,NA,3,9,4,NA,NA,NA,NA,NA,NA,NA
"117","Luiz Rhodolfo Dini Gaioto","Rhodolfo","https://s.glbimg.com/es/sde/f/2015/07/22/b1c8ee56c97a5921b622245e160110b6_FORMATO.jpeg",42501,6,"FLA","zag","Nulo",0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","Fabricio dos Santos Silva","Fabrício","https://s.glbimg.com/es/sde/f/2017/02/19/24191456ff9447eb594b23afd68b389a_FORMATO.png",49674,6,"CRU","lat","Nulo",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","Guilherme Milhomem Gusmão","Guilherme","https://s.glbimg.com/es/sde/f/2017/04/28/0dde0e778cab6579a9bf8d745efc2bf0_FORMATO.png",50294,6,"ATL","mei","Contundido",0,10.33,0,2.37,3,1,4,8,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"120","Everton Cardoso da Silva","Everton","https://s.glbimg.com/es/sde/f/2017/04/24/baf540d146fb96f0159339aad269538d_FORMATO.png",50301,6,"FLA","mei","Provável",1.1,14.43,-0.86,5.3,5,6,6,17,NA,11,2,2,NA,NA,NA,3,1,1,1,NA,NA,NA
"121","David Braz de Oliveira Filho","David Braz","https://s.glbimg.com/es/sde/f/2017/05/02/7e17e0feab3ee583c5049f63df2c2771_FORMATO.png",50317,6,"SAN","zag","Provável",3.3,10.35,-0.04,3.66,5,4,1,20,NA,2,1,2,3,NA,NA,NA,1,NA,NA,NA,NA,NA
"122","Adilson Warken","Adilson","https://s.glbimg.com/es/sde/f/2017/04/03/8a5b4672974501d33850ca575e0f117c_FORMATO.png",50307,6,"ATL","mei","Contundido",0,5.18,0,0.5,3,6,1,6,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","Darío Leonardo Conca","Conca","https://s.glbimg.com/es/sde/f/2017/04/24/f51b755cd38a02f41c96c2cc347998eb_FORMATO.png",50348,6,"FLA","mei","Nulo",0,12,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","Lucas Rios Marques","Lucas","https://s.glbimg.com/es/sde/f/2017/01/13/c82e7265df8e1826bec18601456898a5_FORMATO.png",50362,6,"FLU","lat","Provável",3.5,2.86,0.69,0.46,5,14,4,10,NA,5,NA,4,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
"125","Marcelo Oliveira Ferreira","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2016/04/30/401897dab69a776fef1185ec3ba1b85f_FORMATO.png",50328,6,"GRE","lat","Contundido",0,9.97,0,5.1,1,2,4,2,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","Marco Antonio de Mattos Filho","Marquinho","https://s.glbimg.com/es/sde/f/2016/07/30/7905e0520c53cd23701cb3eddd0d3d19_FORMATO.png",50407,6,"FLU","mei","Provável",1.7,3.66,0.06,-0.4,2,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","Kayke Moreno de Andrade Rodrigues","Kayke","https://s.glbimg.com/es/sde/f/2017/05/02/175b6e25643dfdf97032cd564bc4e5c4_FORMATO.png",50402,6,"SAN","ata","Provável",17,6.64,4.42,3.55,4,3,3,10,NA,NA,NA,1,NA,NA,NA,1,2,1,NA,NA,NA,NA
"128","Hudson Rodrigues dos Santos","Hudson","https://s.glbimg.com/es/sde/f/2017/02/05/3d3e3081a494b80799d348813e420860_FORMATO.png",50324,6,"CRU","mei","Nulo",-0.5,5.44,-0.57,1.3,5,6,4,8,NA,6,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"129","Paulo Henrique Carneiro Filho","Paulo Henrique","https://s.glbimg.com/es/sde/f/2017/02/14/f3e039a98588fd2760ea1b06034d2567_FORMATO.png",50398,6,"SPO","ata","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","Ricardo Martins de Araújo","Kadu","https://s.glbimg.com/es/sde/f/2017/05/02/414d5dd199f668338406b95b0d982b31_FORMATO.png",50427,6,"PON","zag","Provável",0,13.02,0,6.63,3,4,3,1,NA,10,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","Breno Vinicius Rodrigues Borges","Breno","https://s.glbimg.com/es/sde/f/2017/05/18/3541bd5abdd15872a87ca7a41c8b2948_FORMATO.png",50408,6,"VAS","zag","Provável",0.8,2.66,0.17,0.2,5,4,2,8,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"132","Leonardo Renan Simões de Lacerda","Léo","https://s.glbimg.com/es/sde/f/2016/04/29/442f1e513bf554cc4cbcce5ae7ace03b_FORMATO.png",50459,6,"CRU","zag","Provável",4.2,9.16,0.66,2.27,6,4,7,19,NA,3,2,1,3,NA,NA,1,NA,NA,NA,NA,NA,NA
"133","Carlos Eduardo Santos Oliveira","Eduardo","https://s.glbimg.com/es/sde/f/2017/02/21/1667c807177ee329a96aa2102be09777_FORMATO.png",50645,6,"BAH","lat","Provável",2.5,4.69,0.21,1.82,6,10,4,28,NA,9,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA
"134","Vilson Xavier de Meneses Junior","Vilson","https://s.glbimg.com/es/sde/f/2017/04/20/8318615325e46161f7739d05c53abb81_FORMATO.png",50439,6,"COR","zag","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","Henrique Adriano Buss","Henrique","https://s.glbimg.com/es/sde/f/2016/04/29/a9d9178f59821bfca73d485e636ad040_FORMATO.png",50856,6,"FLU","zag","Provável",-3.3,7.9,-1.7,0.54,5,6,6,13,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"136","Wesley Lopes Beltrame","Wesley","https://s.glbimg.com/es/sde/f/2016/05/01/df95d867f8ae0ddd0e0485b9b344e610_FORMATO.png",50421,6,"SAO","mei","Dúvida",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","Emerson dos Santos Silva","Emerson Silva","https://s.glbimg.com/es/sde/f/2016/05/20/32eec64b3753a7d9b1192df90028abc9_FORMATO.png",51299,6,"BOT","zag","Nulo",0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","Luiz Diallison de Souza Alves","Apodi","https://s.glbimg.com/es/sde/f/2017/04/24/287a66acd6363a7d660701c832982d75_FORMATO.png",51042,6,"CHA","lat","Provável",-5.1,5.81,-1.33,2,6,14,8,15,NA,5,2,NA,3,NA,NA,1,NA,2,NA,NA,NA,NA
"139","Renato Adriano Jacó de Morais","Renato Cajá","https://s.glbimg.com/es/sde/f/2017/05/02/c6dd544b90a2c4194626f51e05b53b4e_FORMATO.png",51319,6,"PON","mei","Provável",8.4,8.87,1.67,4.85,2,NA,NA,8,NA,1,NA,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA
"140","Réver Humberto Alves Araújo","Réver","https://s.glbimg.com/es/sde/f/2017/04/24/854cf1c9afe220c9f2a2751a12f2e7dd_FORMATO.png",52253,6,"FLA","zag","Provável",5.6,9.78,1.17,3.08,6,2,6,9,NA,6,1,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA
"141","Jael Ferreira Vieira","Jael","https://s.glbimg.com/es/sde/f/2017/04/23/585f69babcaf14c7eaf22537e3c5338c_FORMATO.png",60859,6,"GRE","ata","Contundido",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","Leandro Donizete Gonçalves da Silva","Leandro Donizete","https://s.glbimg.com/es/sde/f/2017/05/02/7c58801a7248a49556b48b3d0b29ca4d_FORMATO.png",51318,6,"SAN","mei","Nulo",0,4.82,-1.04,0.85,2,2,3,3,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","Denis Cesar de Matos","Denis","https://s.glbimg.com/es/sde/f/2016/05/01/9e4d589b32947151072c21d1d5b71747_FORMATO.png",51175,6,"SAO","gol","Contundido",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","Rodrigo Eduardo Costa Marinho","Rodriguinho","https://s.glbimg.com/es/sde/f/2017/04/20/ff3f0ec8867916a05745cdee54815442_FORMATO.png",61033,6,"COR","mei","Nulo",0,16.57,0,5.75,4,6,11,14,NA,3,1,3,NA,NA,NA,2,1,1,2,NA,NA,NA
"145","Patric Cabral Lalau","Patric","https://s.glbimg.com/es/sde/f/2017/04/24/89077bf2beda96cfae171fad51c21cd1_FORMATO.png",60969,6,"VIT","lat","Provável",0,5.86,0,-0.13,3,6,1,16,NA,1,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"146","Gilberto Oliveira Souza Júnior","Gilberto","https://s.glbimg.com/es/sde/f/2016/08/18/6af48de27fa231f0a84e3301c9451cb9_FORMATO.png",61188,6,"SAO","ata","Dúvida",8.4,5.51,2.03,2.17,3,4,NA,2,NA,NA,1,3,NA,NA,NA,1,1,NA,NA,NA,NA,NA
"147","Lucca Borges Brito","Lucca","https://s.glbimg.com/es/sde/f/2017/05/02/bd59d7bbf1fff0ce2e2dd4b489c5c99a_FORMATO.png",61149,6,"PON","ata","Provável",14.8,21.96,2.85,9.77,6,9,17,19,NA,6,NA,3,NA,NA,NA,4,5,2,1,NA,NA,NA
"148","Airton Ribeiro Santos","Airton","https://s.glbimg.com/es/sde/f/2016/05/19/53e1bd0759a8f98439752def04457e15_FORMATO.png",61985,6,"BOT","mei","Contundido",0,5.63,0,1.17,3,3,4,7,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","Carlos Cesar Neves","Carlos Cesar","https://s.glbimg.com/es/sde/f/2017/04/03/ed8cd5220fe7c5ba0069143fad70f518_FORMATO.png",61211,6,"ATL","lat","Contundido",0,4.46,0,-0.7,1,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","Marcos Rogério Ricci Lopes","Pará","https://s.glbimg.com/es/sde/f/2017/04/24/44fa9261c93718d8ee74e043fad7adbb_FORMATO.png",62086,6,"FLA","lat","Provável",-1.4,8.02,-0.82,2.05,6,8,4,16,NA,2,NA,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA
"151","Róbson Michael Signorini","Robinho","https://s.glbimg.com/es/sde/f/2016/05/12/bca701933eaad8640785a2a634d5edf4_FORMATO.png",62104,6,"CRU","mei","Contundido",0,8.5,-0.84,0.77,3,4,1,17,NA,4,1,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"152","Jean Raphael Vanderlei Moreira","Jean","https://s.glbimg.com/es/sde/f/2017/04/18/84289863d6f3328bec523c3cfeadb268_FORMATO.png",62047,6,"PAL","lat","Dúvida",0.8,14.95,-1.56,4.53,3,2,2,13,1,3,NA,2,1,NA,NA,2,1,1,NA,NA,NA,NA
"153","Fernando Camilo Farias","Camilo","https://s.glbimg.com/es/sde/f/2016/06/28/8a03ee3ad9899f775f55818fc2c7e956_FORMATO.jpeg",62009,6,"BOT","mei","Contundido",0,11.07,0,1.47,3,NA,3,3,NA,NA,NA,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"154","Romulo Borges Monteiro","Romulo","https://s.glbimg.com/es/sde/f/2017/04/24/b61c326027e887dd7e7893e82ca94121_FORMATO.png",70009,6,"FLA","mei","Nulo",0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","Edimar Curitiba Fraga","Edimar","https://s.glbimg.com/es/sde/f/2017/04/25/0991c88dd099660fdb7cfc88a4bedab1_FORMATO.png",62024,6,"SAO","lat","Nulo",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","Maikon Fernando Souza Leite","Maikon Leite","https://s.glbimg.com/es/sde/f/2017/02/18/d1beebf2d6769d1d954a6d387ae17218_FORMATO.png",62069,6,"BAH","ata","Nulo",0,2.15,0,-0.5,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"157","Vanderlei Farias da Silva","Vanderlei","https://s.glbimg.com/es/sde/f/2016/05/01/82e0b04b2f7623a1d61ffaff2e36a59c_FORMATO.png",62121,6,"SAN","gol","Provável",10.7,16.84,1.22,7.02,6,NA,NA,3,NA,NA,NA,NA,3,11,6,NA,NA,NA,NA,NA,NA,1
"158","Walter Henrique da Silva","Walter","https://s.glbimg.com/es/sde/f/2017/06/01/bba975f9c1f34505f37eedc4d7693aad_FORMATO.png",62128,6,"ATL","ata","Nulo",0,8.49,0,1.3,5,8,10,20,NA,1,1,4,NA,NA,NA,2,1,2,NA,NA,NA,NA
"159","Wellington Aparecido Martins","Wellington","https://s.glbimg.com/es/sde/f/2017/05/31/dd89d6216d99df8fdd4aae38684aec26_FORMATO.png",62129,6,"VAS","mei","Provável",-0.9,0.95,0.06,-2.75,2,6,2,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","William Matheus da Silva","William Matheus","https://s.glbimg.com/es/sde/f/2017/04/24/dc3d5fdf33d1716e51abe9c2aad2d182_FORMATO.png",62130,6,"COR","lat","Suspenso",2.4,7.93,-0.5,3.8,6,10,14,20,NA,8,3,1,3,NA,NA,4,NA,1,NA,NA,NA,NA
"161","Werley Ananias da Silva","Werley","https://s.glbimg.com/es/sde/f/2017/04/24/5d30208b79a04fd4710a6c79831dae42_FORMATO.png",62974,6,"COR","zag","Provável",1.4,7.89,-0.89,4.05,6,1,1,11,NA,7,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","João Paulo Purcino de Almeida","João Paulo","https://s.glbimg.com/es/sde/f/2017/04/28/61a2cc88c95e6ada6bf3c127a23ec96f_FORMATO.png",62997,6,"AVA","lat","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","Willian Roberto Farias","Willian Farias","https://s.glbimg.com/es/sde/f/2017/04/24/15cf98a07f1ca5efaa16bc8321c04658_FORMATO.png",63058,6,"VIT","mei","Suspenso",3.9,8.73,0.77,2.86,5,6,3,15,NA,13,3,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"164","Alan Luciano Ruschel","Alan Ruschel","https://s.glbimg.com/es/sde/f/2017/04/24/5445b9aabe74f7acf2c52104cb6270ff_FORMATO.png",63110,6,"CHA","lat","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","Douglas Silva Bacelar","Douglas","https://s.glbimg.com/es/sde/f/2016/10/24/daecab9e41dda92b025a194ccf942d0e_FORMATO.png",63128,6,"SAO","zag","Dúvida",0.9,3.28,-0.72,0.9,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","Moisés Lima Magalhães","Moisés","https://s.glbimg.com/es/sde/f/2017/04/18/a2b616905dc5f0c3eddcfafd4814e2d9_FORMATO.png",63158,6,"PAL","mei","Contundido",0,10,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","Victor Ferraz Macedo","Victor Ferraz","https://s.glbimg.com/es/sde/f/2016/05/01/58576d141c8216fac9dedb1df391d5e8_FORMATO.png",70046,6,"SAN","lat","Dúvida",0,10.44,0,3.4,4,4,3,12,NA,NA,2,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA
"168","Marcos Luis Rocha Aquino","Marcos Rocha","https://s.glbimg.com/es/sde/f/2017/04/03/043d9369ddb104e41861bbe7b79afb5d_FORMATO.png",63013,6,"ATL","lat","Contundido",0,11.33,0,3.35,2,5,3,16,NA,4,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"169","Victor Ramos Ferreira","Victor Ramos","https://s.glbimg.com/es/sde/f/2017/04/25/b46cb463e6cdc67676c6fde0cbbdfdf9_FORMATO.png",63000,6,"CHA","zag","Nulo",1.9,8.2,0.1,3.37,6,6,NA,17,NA,8,1,1,3,NA,NA,1,NA,NA,NA,NA,NA,NA
"170","Luan Madson Gedeão De Paiva","Luan","https://s.glbimg.com/es/sde/f/2017/04/03/5472237b431bf42b1ce79273d48c8e2f_FORMATO.png",63219,6,"ATL","ata","Nulo",0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","Luiz Severo Júnior","Júnior Viçosa","https://s.glbimg.com/es/sde/f/2017/04/28/d1909a944130931c13b961fd7bf4ce3a_FORMATO.png",63177,6,"ATL","ata","Nulo",-1.1,3.57,-0.56,0.28,6,2,3,7,NA,NA,NA,4,NA,NA,NA,2,NA,3,NA,NA,NA,NA
