"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","CV","FC","FD","FF","FS","FT","G","I","PE","RB","PP","SG","DD","GS","DP","GC"
"294","Renê Rodrigues Martins","Renê","https://s.glbimg.com/es/sde/f/2017/08/22/99c083a6ab42125b85a679e552eea687_FORMATO.jpeg",78445,23,"FLA","lat","Dúvida",0,6.88,0,3.71,10,"Flamengo",NA,NA,NA,13,NA,1,9,NA,NA,NA,24,18,NA,3,NA,NA,NA,NA
"295","César Bernardo Dutra","César","https://s.glbimg.com/es/sde/f/2017/04/24/8a28cbc657b6535a81d1cbad583afa48_FORMATO.png",78086,23,"FLA","gol","Nulo",0,3,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","Arnaldo Manoel de Almeida","Arnaldo","https://s.glbimg.com/es/sde/f/2017/05/19/ff6d87578b92fff5c4d0ff68a60fc859_FORMATO.png",78497,23,"BOT","lat","Nulo",5.5,9.76,0.04,4.92,17,"Botafogo",1,2,NA,24,2,NA,27,NA,NA,NA,46,34,NA,7,NA,NA,NA,NA
"297","Willian Souza Arão da Silva","Willian Arão","https://s.glbimg.com/es/sde/f/2017/08/22/283b47a1bbb66d81e0b2118ce53853f1_FORMATO.jpeg",78478,23,"FLA","mei","Provável",1.4,9.12,-1.62,3.83,17,"Flamengo",2,1,NA,18,3,1,14,1,1,1,45,34,NA,NA,NA,NA,NA,NA
"298","Douglas Ricardo Grolli","Douglas Grolli","https://s.glbimg.com/es/sde/f/2017/04/24/ef04c0af64af6a9173d17eb922ff55e4_FORMATO.png",78407,23,"CHA","zag","Provável",-1.3,5.83,-0.27,1.13,13,"Chapecoense",NA,5,NA,29,NA,1,3,NA,1,3,22,13,NA,3,NA,NA,NA,NA
"299","Gabriel Girotto Franco","Gabriel","https://s.glbimg.com/es/sde/f/2017/04/19/a258f3bd57275dfde4062d53fea35126_FORMATO.png",78605,23,"COR","mei","Suspenso",0.5,7.87,-0.82,2.76,21,"Corinthians",NA,3,1,28,4,1,22,NA,1,NA,46,43,NA,NA,NA,NA,NA,NA
"300","Douglas Alan Schuck Friedrich","Douglas Friedrich","https://s.glbimg.com/es/sde/f/2017/04/25/f36c749de572dbbaf8a43b8b71309942_FORMATO.png",78584,23,"AVA","gol","Provável",11.5,11.1,0.41,9.83,14,"Avaí",NA,2,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,9,38,13,1,NA
"301","Bryan Silva Garcia","Bryan","https://s.glbimg.com/es/sde/f/2016/05/25/5b9b24c19e03fc40d70c6a4523ef44ae_FORMATO.png",78632,23,"CRU","lat","Nulo",0,3.28,0,1.32,4,"Cruzeiro",NA,1,NA,4,1,1,5,NA,NA,NA,11,2,NA,1,NA,NA,NA,NA
"302","Jean Mota Oliveira de Sousa","Jean Mota","https://s.glbimg.com/es/sde/f/2017/05/02/6f250e3510eb4a5cf33223d20befd72c_FORMATO.png",78548,23,"SAN","mei","Dúvida",0,4.97,0,3.23,18,"Santos",2,1,NA,7,4,5,20,NA,NA,NA,50,30,NA,NA,NA,NA,NA,NA
"303","Jorge de Moura Xavier","Jorginho","https://s.glbimg.com/es/sde/f/2017/04/28/24064c0ab4f724a2a4252d37f02b7223_FORMATO.png",77544,23,"ATL","mei","Nulo",1.7,5.78,-1.35,2.04,21,"Atlético-GO",NA,1,1,34,3,7,49,NA,2,3,76,25,NA,NA,NA,NA,NA,NA
"304","Ramiro Moschen Benetti","Ramiro","https://s.glbimg.com/es/sde/f/2017/04/23/01565939c1e8813f9c1cc7cf9faeb903_FORMATO.png",78715,23,"GRE","mei","Provável",1.8,15.39,-0.34,3.84,16,"Grêmio",3,4,NA,34,7,11,26,NA,4,2,65,19,NA,NA,NA,NA,NA,NA
"305","Gabriel Bordinhão Gasparotto","Gabriel Gasparotto","https://s.glbimg.com/es/sde/f/2016/06/28/e51699e690f5560939a50fdbb0077328_FORMATO.jpeg",78839,23,"SAN","gol","Nulo",0,2,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","Thiago dos Santos","Thiago Santos","https://s.glbimg.com/es/sde/f/2017/04/18/2d51cc56ccd1291d116060e00ca663b6_FORMATO.png",78855,23,"PAL","mei","Nulo",1.7,5.8,-0.23,2.95,14,"Palmeiras",NA,4,NA,39,NA,2,21,NA,NA,1,24,38,NA,NA,NA,NA,NA,NA
"307","Marcos Antônio Almeida Silva","Marcão Silva","https://s.glbimg.com/es/sde/f/2017/04/27/1fdbc57e3b15e752149d530d7425e5d3_FORMATO.png",78856,23,"ATL","mei","Nulo",0,7.5,0,3.28,16,"Atlético-GO",NA,5,NA,27,NA,4,11,NA,NA,NA,29,45,NA,NA,NA,NA,NA,NA
"308","Marinaldo dos Santos Oliveira","Naldo","https://s.glbimg.com/es/sde/f/2017/05/02/466546b7c0d2a31683ba60341c08ef34_FORMATO.png",78897,23,"PON","mei","Provável",0.6,7.11,-0.41,3.66,13,"Ponte Preta",NA,3,NA,23,1,2,10,NA,1,2,29,35,NA,NA,NA,NA,NA,NA
"309","Reinaldo Manoel da Silva","Reinaldo","https://s.glbimg.com/es/sde/f/2017/04/25/e786acca731a4a88d0504f8b3802f4d8_FORMATO.png",78850,23,"CHA","lat","Provável",0,12.1,0,4.23,18,"Chapecoense",2,5,NA,22,4,6,17,NA,3,1,86,31,NA,4,NA,NA,NA,NA
"310","Pedro Henrique de Castro Silva","Pedro Castro","https://s.glbimg.com/es/sde/f/2017/06/09/95ff53b7b15a7d6719bae7807804fc39_FORMATO.png",78840,23,"AVA","mei","Provável",-0.8,2.13,0.07,1.23,18,"Avaí",1,2,NA,16,3,9,25,NA,NA,2,46,13,NA,NA,NA,NA,NA,NA
"311","Leandro Marcos Pereira","Leandro Pereira","https://s.glbimg.com/es/sde/f/2017/02/22/377457c54b890731e2cfdb9013dc7397_FORMATO.png",78968,23,"SPO","ata","Contundido",0,5.86,0,2.3,2,"Sport",NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA
"312","Moisés Ribeiro Santos","Moisés Ribeiro","https://s.glbimg.com/es/sde/f/2017/04/25/c7b046cc3c9a420d4047bb8d6d4b6570_FORMATO.png",78991,23,"CHA","mei","Provável",3.7,3.65,0.34,0.96,9,"Chapecoense",NA,4,NA,16,NA,1,10,NA,NA,NA,16,14,NA,NA,NA,NA,NA,NA
"313","Petros Mateus dos Santos Araújo","Petros","https://s.glbimg.com/es/sde/f/2017/07/26/76e3ac62bea2e73cc7ef41c4584caa71_FORMATO.png",78891,23,"SAO","mei","Provável",5.4,10.31,0.61,3.34,13,"São Paulo",1,2,NA,25,NA,2,25,NA,NA,1,26,29,NA,NA,NA,NA,NA,NA
"314","Tiago Pagnussat","Tiago ","https://s.glbimg.com/es/sde/f/2017/07/28/9fb65a9e8f5831d924c08c76337f8967_FORMATO.png",79042,23,"BAH","zag","Provável",0,9.16,0,2.58,21,"Bahia",NA,5,NA,30,2,1,23,1,2,6,40,15,NA,7,NA,NA,NA,NA
"315","Alex Roberto Santana Rafael ","Alex Muralha","https://s.glbimg.com/es/sde/f/2017/04/24/3fb41a018fb2c9084cb4800fba9b6607_FORMATO.png",79066,23,"FLA","gol","Dúvida",0,4.22,0,2.7,5,"Flamengo",NA,NA,NA,1,NA,NA,3,NA,NA,NA,5,NA,NA,2,4,4,NA,NA
"316","Lucas Silva Borges","Lucas Silva","https://s.glbimg.com/es/sde/f/2017/04/06/f4598cc08e1804689d22d338ac6f7d9b_FORMATO.png",79701,23,"CRU","mei","Nulo",2.3,5.49,-1.24,2,13,"Cruzeiro",2,3,NA,22,1,4,11,NA,NA,NA,34,20,NA,NA,NA,NA,NA,NA
"317","William Augusto Alves Conserva","William Alves","https://s.glbimg.com/es/sde/f/2017/08/08/eb4348a74110c5ac475fc0be6f1b2cd3_FORMATO.png",79032,23,"ATL","zag","Provável",-0.8,2.2,-0.86,1.75,4,"Atlético-GO",NA,NA,NA,4,NA,NA,1,NA,NA,NA,5,NA,NA,2,NA,NA,NA,NA
"318","Luiz Ricardo Alves","Sassá","https://s.glbimg.com/es/sde/f/2017/06/22/e7d5b223d7908854c81e04f0e7e0fcc0_FORMATO.png",79578,23,"CRU","ata","Nulo",-0.1,7.43,-0.58,3.75,15,"Cruzeiro",NA,2,NA,32,4,6,25,NA,6,13,10,12,1,NA,NA,NA,NA,NA
"319","Luiz Felipe do Nascimento dos Santos","Luiz Felipe","https://s.glbimg.com/es/sde/f/2017/05/02/3b3fe001039a93d9ea75e58f817381cf_FORMATO.png",79035,23,"SAN","zag","Provável",6.9,5.23,0.23,6.9,1,"Santos",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA
"320","Joeliton Lima Santos","Mansur","https://s.glbimg.com/es/sde/f/2016/07/05/885bc2c7afe242e7ce810bccdccd27cc_FORMATO.png",79553,23,"ATL","lat","Nulo",0,5,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","Ricardo César Dantas da Silva","Ricardo Silva","https://s.glbimg.com/es/sde/f/2017/04/27/e409f5c1c4551cf8457b204abc422a73_FORMATO.png",79334,23,"ATL","zag","Nulo",0,2.94,0,0.28,4,"Atlético-GO",NA,1,NA,8,NA,2,1,NA,NA,NA,11,5,NA,NA,NA,NA,NA,NA
"322","Eduardo Henrique da Silva","Eduardo Henrique","https://s.glbimg.com/es/sde/f/2017/05/10/45db49dd3d8dceb223dc6d2afdf72801_FORMATO.png",78994,23,"ATL","mei","Nulo",0,3.97,0,3.31,10,"Atlético-PR",NA,1,NA,18,3,1,11,NA,2,NA,22,15,NA,NA,NA,NA,NA,NA
"323","Antonio Thomaz Santos de Barros","Thomaz","https://s.glbimg.com/es/sde/f/2017/04/28/df8a959dc2f3885176d2c02e5d69a246_FORMATO.png",79041,23,"SAO","mei","Nulo",0,5.16,0,2.94,8,"São Paulo",1,1,NA,9,1,2,7,NA,1,2,5,8,NA,NA,NA,NA,NA,NA
"324","Antônio Carlos Cunha Capocasali Júnior","Antônio Carlos ","https://s.glbimg.com/es/sde/f/2017/04/18/5b3fcb4c6c1625d8e38d933619f9e42a_FORMATO.png",79702,23,"PAL","zag","Nulo",0,3.05,0,0.92,4,"Palmeiras",NA,1,NA,2,1,1,4,NA,NA,NA,7,3,NA,NA,NA,NA,NA,NA
"325","Fabiano Leissmann","Fabiano","https://s.glbimg.com/es/sde/f/2017/04/18/ccce9b9aad578e5dc82e1d75b816fa25_FORMATO.png",79887,23,"PAL","lat","Nulo",0,4.32,0,1.14,5,"Palmeiras",NA,NA,NA,3,1,2,1,NA,NA,NA,8,1,NA,1,NA,NA,NA,NA
"326","Helton Brant Aleixo Leite","Helton Leite","https://s.glbimg.com/es/sde/f/2016/05/20/5fd57defcef29c5cd30495ee3eb4e67f_FORMATO.png",79973,23,"BOT","gol","Nulo",0,3.32,0,1,1,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
"327","Odair Souza ","Nenén","https://s.glbimg.com/es/sde/f/2017/04/25/cf7dd5cb7c3b2349fc0a5145f894f495_FORMATO.png",79892,23,"CHA","mei","Nulo",0,2.45,0,1.37,7,"Chapecoense",NA,NA,NA,2,2,1,4,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA
"328","Brenner Marlos Varanda de Oliveira","Brenner","https://s.glbimg.com/es/sde/f/2017/07/21/eba301f5c887ff5cf7a3f94b5f6eb918_FORMATO.png",80080,23,"BOT","ata","Provável",0,6.41,0,3.26,5,"Botafogo",1,NA,NA,5,1,2,4,NA,1,1,5,2,NA,NA,NA,NA,NA,NA
"329","Régis Augusto Salmazzo","Régis","https://s.glbimg.com/es/sde/f/2017/07/28/be592601ede31cf42b7b958372472345_FORMATO.png",82647,23,"BAH","mei","Nulo",1.1,14.91,0.32,3.62,15,"Bahia",5,1,NA,9,3,2,10,NA,3,2,34,8,NA,NA,NA,NA,NA,NA
"330","Jadson Alves dos Santos","Jadson","https://s.glbimg.com/es/sde/f/2017/05/02/e17a729351ce9e086c7f6fdaf907c355_FORMATO.png",80129,23,"PON","mei","Nulo",0,3.91,0,1.54,14,"Ponte Preta",NA,2,NA,15,1,3,16,NA,NA,NA,23,17,NA,NA,NA,NA,NA,NA
"331","Matheus Mancini","Matheus Mancini","https://s.glbimg.com/es/sde/f/2017/05/19/5bca9708b9e4c88d08f62e3935fe8cb4_FORMATO.png",80124,23,"ATL","zag","Nulo",0,1.6,0,0.16,5,"Atlético-MG",NA,2,NA,10,NA,2,2,NA,NA,NA,9,3,NA,1,NA,NA,NA,NA
"332","Marcos Junio Lima dos Santos","Marcos Junior","https://s.glbimg.com/es/sde/f/2017/07/25/0ff5aea8f677cff80e0a7a93745453e5_FORMATO.png",80188,23,"FLU","ata","Nulo",0,2.79,0,0.71,10,"Fluminense",NA,3,NA,3,1,1,7,NA,1,2,9,3,NA,NA,NA,NA,NA,NA
"333","Lucas Fonseca da Silva","Lucas Fonseca","https://s.glbimg.com/es/sde/f/2017/07/28/2ee15f7fbeefac55e5b773d1cd8ffa0a_FORMATO.png",80189,23,"BAH","zag","Provável",2.1,5.69,0.51,3.03,18,"Bahia",1,2,1,7,1,1,23,NA,NA,NA,34,17,NA,6,NA,NA,NA,NA
"334","Thallyson Augusto Tavares Dias","Thallyson","https://s.glbimg.com/es/sde/f/2017/06/07/cd71ce4201f13139db63ac6e182e85a7_FORMATO.png",81219,23,"VIT","lat","Nulo",-2,0.96,-0.29,0.87,6,"Vitória",NA,1,NA,5,NA,1,3,NA,NA,NA,20,5,NA,1,NA,NA,NA,NA
"335","Lucas Cândido Silva","Lucas Cândido","https://s.glbimg.com/es/sde/f/2017/04/03/3ce5d2322ae49cd21e272911d9992c4a_FORMATO.png",84851,23,"ATL","mei","Contundido",0,4,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","Cleberson Martins de Souza","Cleberson","https://s.glbimg.com/es/sde/f/2017/04/23/91e18bf15401259ce1466dbccb56d6ae_FORMATO.png",80281,23,"ATL","zag","Nulo",0,2.69,0,-1.2,1,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
"337","Glaybson Yago Souza Lisboa","Yago Pikachu","https://s.glbimg.com/es/sde/f/2017/04/24/3021726139e41d1a3fe9ada22058c738_FORMATO.png",80196,23,"VAS","lat","Nulo",5.5,9.73,0.32,4.3,13,"Vasco",1,NA,NA,9,4,4,13,NA,2,1,29,9,NA,4,NA,NA,NA,NA
"338","Oswaldo José Henríquez Bocanegra","Oswaldo Henríquez","https://s.glbimg.com/es/sde/f/2016/05/01/49c33afe8104b8c052fd2c593fca02e5_FORMATO.png",81241,23,"SPO","zag","Suspenso",2.3,5.39,-0.19,5.15,9,"Sport",NA,3,NA,11,NA,3,3,NA,NA,NA,16,23,NA,4,NA,NA,NA,NA
"339","Geremias Ribeiro Júnior","Júnior","https://s.glbimg.com/es/sde/f/2017/06/09/2e36d120085f3fb7908f2921ee4c592e_FORMATO.png",87946,23,"VIT","ata","Nulo",0,1.04,-0.08,0.84,5,"Vitória",NA,NA,NA,1,NA,1,3,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA
"340","Juan Ramón Cazares Sevillano","Cazares","https://s.glbimg.com/es/sde/f/2017/04/03/6ccb564ce56c9f6aad79040ab5f8f570_FORMATO.png",81682,23,"ATL","mei","Provável",-0.4,8.31,-0.07,3.26,18,"Atlético-MG",6,NA,NA,16,16,19,10,NA,2,1,61,5,1,NA,NA,NA,NA,NA
"341","Andrés Lorenzo Ríos","Andrés Ríos","https://s.glbimg.com/es/sde/f/2017/07/11/a3b10554f6896bd025dfd3eaf5f9ce80_FORMATO.png",81684,23,"VAS","ata","Provável",3.5,3.81,-0.74,3.33,3,"Vasco",1,1,NA,6,NA,2,6,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA
"342","Clayton Silveira da Silva","Clayton","https://s.glbimg.com/es/sde/f/2017/08/25/b1bd13510c1d64d8d7f7058a48c1acdb_FORMATO.png",81770,23,"ATL","ata","Nulo",0,6.3,0,3.27,4,"Atlético-MG",NA,NA,NA,4,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA
"343","Wellington Simião","Wellington Simião","https://s.glbimg.com/es/sde/f/2017/05/17/952fdde5f058594fa74d531f91c1abf3_FORMATO.png",81903,23,"AVA","mei","Provável",2.7,2.83,0.38,1.05,19,"Avaí",NA,3,NA,17,3,7,23,1,1,3,33,9,NA,NA,NA,NA,NA,NA
"344","Osman de Menezes Venâncio Junior","Osman","https://s.glbimg.com/es/sde/f/2017/04/25/f608122b61891f2ab13ba0015367cfb5_FORMATO.png",81898,23,"CHA","ata","Contundido",0,2.99,0,1.23,7,"Chapecoense",1,2,NA,5,NA,4,1,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA
"345","Christian Alberto Cueva Bravo","Cueva","https://s.glbimg.com/es/sde/f/2017/08/24/9ea34016bae7f001bbb849c8d907c1f4_FORMATO.png",82411,23,"SAO","mei","Nulo",-0.5,9.35,-0.46,2.76,17,"São Paulo",2,3,NA,13,6,9,26,1,1,5,69,23,1,NA,NA,NA,NA,NA
"346","Frickson Rafael  Erazo Vivero","Erazo","https://s.glbimg.com/es/sde/f/2017/04/03/a0b75e2777a8e1b1844e5f2ff9caa182_FORMATO.png",81223,23,"ATL","zag","Nulo",0,3.98,0,0.15,2,"Atlético-MG",NA,1,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,1,NA,NA,NA,NA
"347","Marcos Guilherme de Almeida Santos Matos","Marcos Guilherme ","https://s.glbimg.com/es/sde/f/2017/07/26/d3484768bc48ad214ba1ea35149b30ba_FORMATO.png",83266,23,"SAO","mei","Provável",3.1,10.35,-1.32,4.54,7,"São Paulo",NA,NA,NA,5,1,NA,3,1,3,NA,14,5,NA,NA,NA,NA,NA,NA
"348","José Rafael Vivian","Zé Rafael ","https://s.glbimg.com/es/sde/f/2017/07/28/ec8b41ce26f473fab0f1e1de432cc88f_FORMATO.png",82455,23,"BAH","mei","Provável",11.8,21.11,0.68,6.34,22,"Bahia",4,4,NA,47,17,12,67,NA,2,7,46,55,NA,NA,NA,NA,NA,NA
"349","Alisson Euler de Freitas Castro","Alisson","https://s.glbimg.com/es/sde/f/2017/04/22/b5d1b28ec393ae2be2fba2b5dffe9ce9_FORMATO.png",81845,23,"CRU","mei","Contundido",0.5,13.24,-0.76,4.81,17,"Cruzeiro",5,NA,NA,21,7,10,33,3,1,2,49,20,NA,NA,NA,NA,NA,NA
"350","José Henrique da Silva Dourado","Henrique Dourado","https://s.glbimg.com/es/sde/f/2017/07/25/74fe5365c7b46c57003665b15a0d770a_FORMATO.png",81905,23,"FLU","ata","Provável",7.9,22.68,1.37,6.57,17,"Fluminense",2,4,NA,42,9,8,32,NA,13,5,45,7,NA,NA,NA,NA,NA,NA
"351","Moisés Wolschick","Moisés","https://s.glbimg.com/es/sde/f/2017/04/25/59ac946a38de5a26b19ffc56c68885dc_FORMATO.png",82567,23,"CHA","mei","Nulo",0,1.8,0,1.4,2,"Chapecoense",NA,NA,NA,1,NA,NA,1,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA
"352","Leonardo Artur de Melo","Léo Artur","https://s.glbimg.com/es/sde/f/2017/06/22/815076c3546beb2abb2496060f51deeb_FORMATO.png",82644,23,"PON","mei","Nulo",0,2.04,0,0.74,13,"Ponte Preta",1,1,NA,15,4,7,5,NA,1,4,28,3,NA,NA,NA,NA,NA,NA
"353","Douglas Coutinho Gomes de Souza","Douglas Coutinho ","https://s.glbimg.com/es/sde/f/2017/04/23/21b6dbe5807688ac8d5a82327a8cc1a4_FORMATO.png",82469,23,"ATL","ata","Nulo",0,2.46,0,1.03,16,"Atlético-PR",1,NA,NA,9,7,6,12,NA,NA,3,28,5,NA,NA,NA,NA,NA,NA
"354","Mauro Job Pontes Junior","Maurinho","https://s.glbimg.com/es/sde/f/2017/07/18/2663f3e84140665568c8164f03afc235_FORMATO.png",82625,23,"AVA","ata","Nulo",0,2.47,0,0.53,3,"Avaí",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA
"355","Alan Henrique Costa","Alan Costa","https://s.glbimg.com/es/sde/f/2017/05/28/e1ec05f6af0ed5e2047bfa90f97426f7_FORMATO.png",82613,23,"VIT","zag","Nulo",0,8.16,0,2.91,7,"Vitória",1,NA,NA,4,NA,2,3,NA,NA,1,12,8,NA,1,NA,NA,NA,NA
"356","Matheus Galdezani","Matheus Galdezani","https://s.glbimg.com/es/sde/f/2017/04/24/d7ff115c90d6778d22e113333700259c_FORMATO.png",82634,23,"COR","mei","Provável",6.4,8.22,0.87,2.67,21,"Coritiba",1,6,NA,43,13,12,38,NA,1,1,83,36,NA,NA,NA,NA,NA,NA
"357","André Andrade de Castro","André Castro","https://s.glbimg.com/es/sde/f/2017/05/11/9b573723fd4d39c5179b8dfc70e31b3f_FORMATO.png",82754,23,"ATL","mei","Suspenso",7.4,3.18,1.37,1.41,19,"Atlético-GO",NA,3,NA,22,1,3,10,NA,NA,1,38,28,NA,NA,NA,NA,NA,NA
"358","Gilvan Souza Correa","Gilvan","https://s.glbimg.com/es/sde/f/2017/07/15/ebd13d8be899ba33a4d355f813dae956_FORMATO.png",82773,23,"ATL","zag","Provável",2.4,4.51,-1.47,3.58,11,"Atlético-GO",NA,2,NA,13,2,4,7,1,2,1,20,11,NA,2,NA,NA,NA,NA
"359","Matheus Antunes Ribeiro","Matheus Ribeiro","https://s.glbimg.com/es/sde/f/2017/05/02/3592f0162c6d3041f5e47fca40d7d1a3_FORMATO.png",82943,23,"SAN","lat","Nulo",0,5.76,0,5.2,4,"Santos",NA,1,NA,2,1,1,1,NA,NA,NA,6,2,NA,4,NA,NA,NA,NA
"360","Tagueu Tadjo Diederrick Joel","Joel","https://s.glbimg.com/es/sde/f/2017/06/22/5c80b78fe327f41b3b8afc79d10defed_FORMATO.png",82787,23,"AVA","ata","Provável",0.7,3.55,-0.91,2.24,16,"Avaí",NA,1,1,29,5,7,16,1,3,6,18,12,NA,NA,NA,NA,NA,NA
"361","Rómulo Otero Vásquez","Otero","https://s.glbimg.com/es/sde/f/2017/04/03/9fe40eece7847c6e2d8feca1248f43a9_FORMATO.png",83004,23,"ATL","mei","Nulo",1.2,6.44,-0.65,1.79,14,"Atlético-MG",NA,5,NA,14,4,11,24,NA,1,NA,11,8,NA,NA,NA,NA,NA,NA
"362","Reginaldo Manoel da Silva Júnior","Reginaldo","https://s.glbimg.com/es/sde/f/2017/07/25/4caba62b4f978cd6db2e589843899fbd_FORMATO.png",82515,23,"FLU","zag","Nulo",0,4.52,0,3.92,10,"Fluminense",NA,NA,NA,12,NA,1,7,NA,NA,NA,33,27,NA,1,NA,NA,NA,NA
"363","Tomas Almino Bastos Silva","Tomas Bastos","https://s.glbimg.com/es/sde/f/2017/05/12/49edceaecc771a87995470ae4d955ddc_FORMATO.png",82817,23,"COR","mei","Nulo",0,11.25,0,2.45,12,"Coritiba",1,2,NA,16,6,8,8,NA,2,1,28,8,NA,NA,NA,NA,NA,NA
"364","Patrick Bezerra do Nascimento","Patrick","https://s.glbimg.com/es/sde/f/2017/06/07/0219a437ca7aaad582008a68c498172f_FORMATO.png",83433,23,"SPO","mei","Provável",7,11.56,1.21,5.62,18,"Sport",NA,2,NA,31,3,5,25,NA,2,NA,54,60,NA,NA,NA,NA,NA,NA
"365","Toshiya Tojo","Toshi","https://s.glbimg.com/es/sde/f/2017/04/28/5e3d92955c32b6c74898e471661e6390_FORMATO.png",82791,23,"AVA","ata","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","Yuri Lima Lara","Yuri","https://s.glbimg.com/es/sde/f/2017/07/28/9faecc1eba5c2827c12fafed4ec43a87_FORMATO.png",83263,23,"BAH","mei","Nulo",0,2,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","Thiago Martins Bueno","Thiago Martins","https://s.glbimg.com/es/sde/f/2017/09/07/d55c81f15aa3706081ec50077f850588_FORMATO.png",83615,23,"BAH","zag","Nulo",0,5,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","Rafael Thyere Albuquerque Marques","Rafael Thyere","https://s.glbimg.com/es/sde/f/2017/04/23/e94d073bb6cefa100cd1ed8d0f8a6291_FORMATO.png",83048,23,"GRE","zag","Nulo",0,5.79,0,2.6,9,"Grêmio",NA,1,NA,6,1,1,7,NA,1,NA,13,6,NA,3,NA,NA,NA,1
"369","Neilton Meira Mestzk","Neilton","https://s.glbimg.com/es/sde/f/2017/06/22/68ef88732dd29a754b0a2fb92136a10c_FORMATO.png",83772,23,"VIT","ata","Provável",9.3,8.3,1.5,4.58,17,"Vitória",4,1,NA,21,9,7,27,NA,5,NA,40,11,1,NA,NA,NA,NA,NA
"370","Fagner Ironi Daponte","Fagner Alemão","https://s.glbimg.com/es/sde/f/2017/04/28/d93e226df0beb6346213a1a809c8f7fc_FORMATO.png",83522,23,"AVA","lat","Provável",0,9.95,0,4.5,19,"Avaí",NA,3,NA,10,1,4,13,NA,NA,4,54,35,NA,9,NA,NA,NA,NA
"371","Hueglo Neris dos Santos","Neris","https://s.glbimg.com/es/sde/f/2017/05/19/d5efc40b12f0c9d9a37828480a468f75_FORMATO.png",83786,23,"SPO","zag","Contundido",0,3,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","Clayson Henrique da Silva Vieira","Clayson","https://s.glbimg.com/es/sde/f/2017/05/18/5ec8e0ccfc4a2b49432bdbb44001e999_FORMATO.png",83817,23,"COR","ata","Suspenso",-3.6,13.82,-0.9,2.9,17,"Corinthians",3,2,NA,14,4,7,13,NA,2,4,37,16,NA,NA,NA,NA,NA,NA
"373","Lucas Daniel Romero","Lucas Romero","https://s.glbimg.com/es/sde/f/2017/04/22/b6fe7636fd7cb1575efdcbdfbd2dbd54_FORMATO.png",84558,23,"CRU","mei","Nulo",0,8.29,0,3.85,18,"Cruzeiro",2,2,NA,21,NA,5,21,NA,1,NA,48,39,NA,NA,NA,NA,NA,NA
"374","José Romário Silva de Souza","Romarinho","https://s.glbimg.com/es/sde/f/2017/08/26/fb26a91beb9aabe50f87d6ada73eff58_FORMATO.png",84523,23,"FLU","ata","Nulo",0,0.98,0,0.4,1,"Fluminense",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"375","Júlio César Czarnerski","Júlio César ","https://s.glbimg.com/es/sde/f/2017/08/01/7fd52e821c863a2418597f0e308c8c5d_FORMATO.png",83813,23,"CHA","ata","Nulo",1.5,2.91,0.34,1.18,5,"Chapecoense",NA,NA,NA,4,1,2,4,NA,NA,NA,11,4,NA,NA,NA,NA,NA,NA
