"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","CV","FC","FD","FF","FS","FT","G","I","PE","RB","PP","SG","DD","GS","DP","GC"
"662","Daniel dos Santos Oliveira","Daniel","https://s.glbimg.com/es/sde/f/2017/04/23/fa258606c3c0cb8010a0e233ab7e3837_FORMATO.png",99461,23,"ATL","zag","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","Felipe Souza Moreno Sampaio","Felipe","https://s.glbimg.com/es/sde/f/2017/07/25/3f49904e0abb1cdf2c877cbe1c085db1_FORMATO.png",99425,23,"FLU","ata","Contundido",0,1,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","Diego Terra Loureiro","Diego","https://s.glbimg.com/es/sde/f/2017/04/23/78aa93572e5a8b0ddac649e2e57ce456_FORMATO.png",99430,23,"BOT","gol","Nulo",0,1,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","Caio Alan Tem Catem Gonçalves","Caio","https://s.glbimg.com/es/sde/f/2017/04/23/49dd974b3c6794d393b7475413060b63_FORMATO.png",99460,23,"ATL","gol","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","Wenderson Da Silva Costa Ferreira","Wenderson","https://s.glbimg.com/es/sde/f/2017/05/16/153f0473b0a7b9d9e2bef29d8aceb3ad_FORMATO.png",99474,23,"BOT","mei","Nulo",0,0.78,0,-1.05,2,"Botafogo",NA,1,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"667","Ygor Nogueira de Paula","Nogueira","https://s.glbimg.com/es/sde/f/2017/07/25/2a4e33bf350856d717b1e30a45f433b7_FORMATO.png",91815,23,"FLU","zag","Provável",0,1.71,-0.21,0.4,6,"Fluminense",NA,2,NA,2,2,NA,4,1,NA,NA,6,1,NA,NA,NA,NA,NA,NA
"668","Robson Azevedo da Silva","Robinho","https://s.glbimg.com/es/sde/f/2017/08/19/7f63b88129afd972ded68803058d40bb_FORMATO.png",99574,23,"FLU","ata","Suspenso",-5.5,1.6,-2.4,-5.5,1,"Fluminense",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669","José Carlos Ferreira Júnior","Juninho","https://s.glbimg.com/es/sde/f/2017/09/04/19704caddfab14aadf71ca75df321f57_FORMATO.jpeg",92182,23,"PAL","zag","Provável",-0.3,8.26,-0.23,2.46,12,"Palmeiras",2,4,NA,16,1,2,6,NA,NA,NA,29,17,NA,2,NA,NA,NA,NA
"670","Vinicius José Paixão de Oliveira Junior","Vinicius Junior","https://s.glbimg.com/es/sde/f/2017/08/22/0d561ddc8dda735fc3ab96a8866e90d0_FORMATO.jpeg",99535,23,"FLA","ata","Provável",0,2.84,0,1.72,16,"Flamengo",1,2,NA,11,7,6,14,1,2,6,26,3,NA,NA,NA,NA,NA,NA
"671","Fernando Peixoto Costanza","Fernando","https://s.glbimg.com/es/sde/f/2017/05/16/0243a49a67c8ced003f53d80efea1bb0_FORMATO.png",99550,23,"BOT","lat","Nulo",0,1,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","Paulo Vitor Fernandes Pereira","Paulo Vitor","https://s.glbimg.com/es/sde/f/2017/07/11/e81eab0834b731a19ad2d9eb76551b1e_FORMATO.png",99588,23,"VAS","ata","Contundido",0,1.97,0,2.03,9,"Vasco",NA,1,NA,11,3,4,10,1,1,1,15,5,NA,NA,NA,NA,NA,NA
"673","Bruno Cosendey Lobo Pinto","Bruno Cosendey","https://s.glbimg.com/es/sde/f/2017/07/11/f9e52eaee9fb26079589543635af6cff_FORMATO.png",99615,23,"VAS","mei","Nulo",0,2.21,0,1.7,1,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"674","Felipe Saraiva","Felipe Saraiva","https://s.glbimg.com/es/sde/f/2017/08/30/7afe41117d03c4c04cbea893549c5cb7_FORMATO.png",99616,23,"PON","mei","Nulo",1.4,1.53,-0.24,1.53,10,"Ponte Preta",NA,NA,NA,7,8,2,14,NA,NA,NA,9,3,NA,NA,NA,NA,NA,NA
"675","Vinícius Szeuczuk Ribeiro","Vinícius Guarapuava","https://s.glbimg.com/es/sde/f/2017/08/11/80e8d5968a092fcfc277eecc144ae56c_FORMATO.png",97540,23,"CHA","zag","Nulo",0,1,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","Ravanelli Ferreira dos Santos","Ravanelli","https://s.glbimg.com/es/sde/f/2017/05/02/8f0af7ca793a5e7d64717b42fa7dc181_FORMATO.png",92193,23,"PON","mei","Nulo",0,8.16,0,2.37,3,"Ponte Preta",1,NA,NA,1,NA,1,7,NA,NA,1,15,2,NA,NA,NA,NA,NA,NA
"677","Conrado Buchanelli Holz","Conrado","https://s.glbimg.com/es/sde/f/2017/06/07/0367b264f2aa4d386381dc6d9594c5a2_FORMATO.jpeg",99625,23,"GRE","mei","Nulo",0,1.87,0,1.15,2,"Grêmio",NA,NA,NA,2,NA,1,3,NA,NA,1,6,2,NA,NA,NA,NA,NA,NA
"678","Carlos Vitor da Silva Nascimento","Santarém","https://s.glbimg.com/es/sde/f/2017/05/02/fc55f1db6d41a43491dfc0c217da1c4e_FORMATO.png",97228,23,"AVA","ata","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","Ezequiel Gonzalo Esperon","Esperon","https://s.glbimg.com/es/sde/f/2017/06/07/dfce0445c3144c43e2d3f33bb0dd4131_FORMATO.jpeg",99628,23,"GRE","mei","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","Éder Ferreira Graminho","Éder ","https://s.glbimg.com/es/sde/f/2017/07/28/ce25d0402feb8a3d6bf8b0c89a10060d_FORMATO.png",91203,23,"BAH","zag","Nulo",0,0.81,0,-0.15,7,"Bahia",NA,3,NA,10,1,3,3,NA,NA,1,5,2,NA,2,NA,NA,NA,1
"681","Jadson Ailton Oliveira Da Silva Vale","Jadson","https://s.glbimg.com/es/sde/f/2017/06/07/2e7afba6e715b27222707a3f207ad556_FORMATO.jpeg",99629,23,"GRE","ata","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","Daniel dos Santos Penha","Daniel","https://s.glbimg.com/es/sde/f/2017/05/04/6d566daae907e707a8bfbd7975033f26_FORMATO.png",97349,23,"ATL","mei","Nulo",0,1,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","Rodrigo Alves da Cruz","Rodrigo Pelezinho","https://s.glbimg.com/es/sde/f/2017/08/17/520cb9ececbfed6f3b3074b650d51d6b_FORMATO.png",98184,23,"CHA","ata","Nulo",0,2,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684","Gabriel Vinícius de Oliveira Furtado","Gabriel Furtado","https://s.glbimg.com/es/sde/f/2017/06/23/b6f602ff015eb0fd2e4305c2b8361284_FORMATO.jpeg",97322,23,"PAL","mei","Nulo",0,0.79,0,-1.75,2,"Palmeiras",NA,2,NA,1,NA,NA,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA
"685","Carlos Eduardo Casagrande","Preto Casagrande","https://s.glbimg.com/es/sde/f/2017/05/30/01fa68cfbed46226a8ca8f1fd75b9911_FORMATO.png",99630,23,"BAH","tec","Provável",4.52,8.92,0.28,3.87,6,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","Eduardo Gabriel Aquino Cossa","Pepê","https://s.glbimg.com/es/sde/f/2017/06/07/bd6f96fc4d6fbe29bd108c344db1e415_FORMATO.jpeg",91201,23,"GRE","ata","Nulo",0,0.97,0,0.5,1,"Grêmio",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","Igor Cássio Vieira dos Santos","Igor Cássio",NA,99661,23,"BOT","ata","Nulo",0,1,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","Guilherme Mantuan","Mantuan","https://s.glbimg.com/es/sde/f/2017/04/23/afd8c7419f77473d128737eb2622b796_FORMATO.png",97315,23,"COR","mei","Nulo",0,1,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","Julio Cezar Rusch","Julio Rusch","https://s.glbimg.com/es/sde/f/2017/04/24/77d4f9edf4076b00161ea3393eb6f3bd_FORMATO.png",97444,23,"COR","mei","Nulo",0,3,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","Romercio Pereira da Conceição","Romercio","https://s.glbimg.com/es/sde/f/2017/05/02/f6d968415133af30b7f7594ff3946c27_FORMATO.png",97443,23,"COR","zag","Nulo",0,1.63,0,0.2,1,"Coritiba",NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"691","Matheus Felipe Camargo Iacovelli","Matheus Iacovelli","https://s.glbimg.com/es/sde/f/2017/05/22/c2879f5baa16034be213aa66cf2bdf37_FORMATO.png",97445,23,"PAL","ata","Nulo",0,1.68,0,0.5,1,"Palmeiras",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692","Matheus Mascarenhas dos Santos Raimundo","Mascarenhas","https://s.glbimg.com/es/sde/f/2017/07/25/440c5676c1d5aade1bd6ddf33598e814_FORMATO.png",99721,23,"FLU","lat","Nulo",0,4.43,0,4.1,4,"Fluminense",NA,1,NA,5,NA,2,6,NA,1,NA,11,4,NA,1,NA,NA,NA,NA
"693","Brenner Souza da Silva","Brenner","https://s.glbimg.com/es/sde/f/2017/08/24/28c4460fcf89a3a9e009784bcdd44b5e_FORMATO.png",99789,23,"SAO","ata","Nulo",0,0.88,0,0.55,2,"São Paulo",NA,NA,NA,1,NA,NA,1,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA
"694","Arthur Henrique Vieira Araujo","Arthur","https://s.glbimg.com/es/sde/f/2017/06/07/41375a4dab9feeadba77a4537ccb2623_FORMATO.png",99670,23,"CRU","zag","Nulo",0,1,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695","Dionathã da Silva","Dionathã","https://s.glbimg.com/es/sde/f/2017/07/01/c210b01a98672583bcff7b2c3a4ca8f9_FORMATO.jpeg",99834,23,"GRE","ata","Nulo",0,0.79,0,-0.3,1,"Grêmio",NA,NA,NA,2,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"696","Paulo Henrique Sampaio Filho ","Paulinho","https://s.glbimg.com/es/sde/f/2017/07/27/dd0593566091037ca5dcf0baa4680071_FORMATO.png",99818,23,"VAS","ata","Nulo",0.7,4.09,-0.05,3.78,10,"Vasco",1,1,NA,4,1,3,8,NA,2,NA,28,13,NA,NA,NA,NA,NA,NA
"697","Gleison Bremer Silva Nascimento","Bremer","https://s.glbimg.com/es/sde/f/2017/07/05/3cdbb709a4c4b26a7debd8d34ab4d855_FORMATO.png",99817,23,"ATL","zag","Nulo",0,1.2,0,-0.06,9,"Atlético-MG",NA,4,NA,25,2,NA,6,NA,NA,NA,12,8,NA,1,NA,NA,NA,NA
"698","Marcos Vinícius Silva Rocha Calazans","Marcos Calazans","https://s.glbimg.com/es/sde/f/2017/07/25/54939a99bf411f3ea45f4906ef2d269d_FORMATO.png",97452,23,"FLU","ata","Contundido",0,5.76,0,3.87,11,"Fluminense",2,4,NA,20,2,3,14,NA,NA,3,22,28,NA,NA,NA,NA,NA,NA
"699","Douglas Santos da Silva","Douglas","https://s.glbimg.com/es/sde/f/2017/07/04/cdfd325a357ba83ec3a5e51650333b87_FORMATO.png",99824,23,"BAH","ata","Nulo",0,1.11,0,0.7,1,"Bahia",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"700","Leonardo Da Silva Passos","Léo Passos","https://s.glbimg.com/es/sde/f/2017/07/11/fbe688c63b6551ed75ef01b265cfa917_FORMATO.png",99878,23,"PAL","ata","Nulo",0,2,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","Vitor Carvalho Vieira","Vitor Carvalho","https://s.glbimg.com/es/sde/f/2017/07/26/11d5415c167784febf6f5693e3f9c281_FORMATO.png",97449,23,"COR","mei","Nulo",0,1,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","Thalisson Kelven da Silva","Thalisson Kelven","https://s.glbimg.com/es/sde/f/2017/07/26/312052227f7941f0d73d82bbd771691b_FORMATO.png",97448,23,"COR","zag","Contundido",0,0.99,0,-0.4,2,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"703","Rodrigo Nascimento França ","Rodrigo Becão","https://s.glbimg.com/es/sde/f/2017/07/28/c0a3691e5410ad12c87b07891777aba3_FORMATO.png",93369,23,"BAH","zag","Nulo",7.5,4.25,1.37,2.61,7,"Bahia",NA,1,NA,4,1,1,6,NA,NA,NA,9,9,NA,1,NA,NA,NA,NA
"704","Leonardo da Silva Simas","Leonardo Simas","https://s.glbimg.com/es/sde/f/2017/06/30/b6c202e020667876c945bb6f672961bb_FORMATO.png",99832,23,"ATL","lat","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","Fabiano Soares Pessoa","Fabiano Soares","https://s.glbimg.com/es/sde/f/2017/07/11/617482e891f67f6434c70aa4d11a3ee9_FORMATO.png",99882,23,"ATL","tec","Provável",2.82,10.09,0.23,4.22,9,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","Shaylon Kallyson Cardoso","Shaylon","https://s.glbimg.com/es/sde/f/2017/02/09/81337ea0dca634d71b1201853010e1dd_FORMATO.png",97520,23,"SAO","mei","Nulo",0,2.36,0,3.6,2,"São Paulo",NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"707","Marco Túlio Oliveira Lemos","Marco Túlio","https://s.glbimg.com/es/sde/f/2017/05/04/41bd7f91d7b18b2b10bf42c51a52305f_FORMATO.png",97546,23,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","Ricardo Queiroz de Alencastro Graça","Ricardo","https://s.glbimg.com/es/sde/f/2017/07/11/52b16e0a2e7ed758d06b0320871fa505_FORMATO.png",99881,23,"VAS","zag","Nulo",0,2,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","Augusto de Souza Silva","Augusto","https://s.glbimg.com/es/sde/f/2017/04/18/4e94d8b6d0b298c84f952ecfac2c11eb_FORMATO.png",93378,23,"PAL","zag","Nulo",0,1,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","Yilmar Alexis Filigrana Possu","Filigrana","https://s.glbimg.com/es/sde/f/2017/04/24/d66e3a470b0bbecb49de52697e75cb7b_FORMATO.png",97502,23,"COR","ata","Nulo",0,2.29,0,1.7,6,"Coritiba",NA,1,NA,5,1,1,1,NA,1,NA,2,3,NA,NA,NA,NA,NA,NA
"711","Emerson Aparecido Leite de Souza Junior","Emerson","https://s.glbimg.com/es/sde/f/2017/05/02/9ee22fc39f2ebcb3732b978222f0f862_FORMATO.png",96870,23,"PON","lat","Nulo",0,1,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712","Thiago Couto Wenceslau","Thiago Couto","https://s.glbimg.com/es/sde/f/2017/05/25/dfcf4266572f7296e853252f68813195_FORMATO.png",97645,23,"SAO","gol","Nulo",0,1,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","Leonardo Thomas Lopes","Léo Lopes","https://s.glbimg.com/es/sde/f/2017/05/02/d9e1a4dd290f2c2c5f9e7014577f5c7c_FORMATO.png",96965,23,"AVA","gol","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","Mauro Joel Carli","Joel Carli","https://s.glbimg.com/es/sde/f/2016/05/20/6a298f9b1dd5a88146f9f926e4b91a1b_FORMATO.png",93414,23,"BOT","zag","Nulo",0,8.79,0,2.03,15,"Botafogo",1,7,NA,26,NA,3,7,NA,1,1,37,15,NA,5,NA,NA,NA,NA
"715","Lucas Lovat","Lucas Lovat","https://s.glbimg.com/es/sde/f/2017/05/17/fc2567ecebd5db9e5f21e72ef3cbd9e5_FORMATO.png",92501,23,"AVA","lat","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716","Jesiel Cardoso Miranda","Jesiel","https://s.glbimg.com/es/sde/f/2017/04/03/b00e4e82879a8aa6d2193c3ed0abd49b_FORMATO.png",91156,23,"ATL","zag","Nulo",0,3.21,0,4.3,1,"Atlético-MG",NA,NA,NA,NA,1,2,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"717","Arthur Gomes Lourenço","Arthur Gomes","https://s.glbimg.com/es/sde/f/2017/05/02/0dce55b5ca74aab8f37b77c936bdc107_FORMATO.png",96966,23,"SAN","ata","Nulo",0,1.84,0,0.86,5,"Santos",NA,NA,NA,1,1,NA,6,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA
"718","Wesley Frazan Bernardo","Frazan","https://s.glbimg.com/es/sde/f/2017/07/25/2a1a617893f9ffdc46ea71e64684ffc9_FORMATO.png",97528,23,"FLU","zag","Dúvida",0,1.34,0,-0.23,3,"Fluminense",NA,1,NA,6,1,NA,NA,NA,NA,NA,6,3,NA,NA,NA,NA,NA,NA
"719","Cristian Anderson Penilla Caicedo","Penilla","https://s.glbimg.com/es/sde/f/2017/07/29/8d73a52e9f9367189a7ef15d73f7d153_FORMATO.png",99883,23,"CHA","ata","Nulo",0.8,3.98,-0.37,1.75,4,"Chapecoense",NA,NA,NA,3,2,1,2,1,NA,NA,7,2,NA,NA,NA,NA,NA,NA
"720","Guilherme Henrique Silva Nogueira","Guilherme",NA,93490,23,"PON","gol","Nulo",0,2,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721","Murilo Cerqueira Paim","Murilo","https://s.glbimg.com/es/sde/f/2017/04/06/ac1485f2fbd995b94c3544520d1ebdd8_FORMATO.png",97653,23,"CRU","zag","Provável",-0.7,2.18,-0.57,2.49,15,"Cruzeiro",NA,2,NA,17,NA,7,6,NA,NA,1,33,13,NA,6,NA,NA,NA,NA
"722","Yan Oliveira Lima","Yan","https://s.glbimg.com/es/sde/f/2017/06/07/91771db8620bf3d32873a183ec204e5d_FORMATO.png",97680,23,"SAN","mei","Nulo",0,2,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723","Matheus dos Santos Batista","Batista","https://s.glbimg.com/es/sde/f/2017/08/15/76bdfe4e053884bad9ca5860489d4d69_FORMATO.png",92504,23,"GRE","ata","Nulo",0,2.24,0,1.4,1,"Grêmio",NA,NA,NA,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"724","Douglas Augusto Soares Gomes","Douglas","https://s.glbimg.com/es/sde/f/2017/07/25/5f38b5914e4d18ddac95fe844a6090fc_FORMATO.png",92497,23,"FLU","mei","Provável",4.3,3.85,0.07,0.77,3,"Fluminense",NA,2,NA,4,NA,1,2,NA,NA,NA,12,6,NA,NA,NA,NA,NA,NA
"725","Matheus Phillipe Coutinho Gomes","Matheus Phillipe","https://s.glbimg.com/es/sde/f/2017/07/25/77a976e134e8bdb2f89d8c6960e4a2e6_FORMATO.png",92438,23,"FLU","gol","Nulo",0,1,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726","Caíque Luiz Santos da Purificação","Caíque","https://s.glbimg.com/es/sde/f/2017/05/28/bd5b4ba3004a61c7aee152418fb5f62f_FORMATO.png",92207,23,"VIT","gol","Nulo",0,5.04,0,1.75,2,"Vitória",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA
"727","Gustavo Blanco Petersen Macedo","Gustavo Blanco","https://s.glbimg.com/es/sde/f/2017/07/04/bdab16330aca79897bf4fa25fd8d7eaf_FORMATO.jpeg",91191,23,"ATL","mei","Contundido",0,2.37,0,2.17,3,"Atlético-MG",NA,NA,NA,4,NA,NA,1,NA,NA,2,4,6,NA,NA,NA,NA,NA,NA
"728","Andrés Ramiro Escobar Díaz","Manga Escobar","https://s.glbimg.com/es/sde/f/2017/04/24/1ce4d6d602b56cabd2d5b1522af42b71_FORMATO.png",71704,23,"VAS","ata","Nulo",0,4.45,0,2.11,12,"Vasco",1,NA,NA,6,2,3,8,NA,2,2,11,2,NA,NA,NA,NA,NA,NA
"729","Wellington do Nascimento Silva","Wellington Silva","https://s.glbimg.com/es/sde/f/2017/07/28/82f8d8d7313084b0b7cfc91245954a24_FORMATO.png",71892,23,"BAH","lat","Contundido",0,7,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730","Renan Silva Bragança","Dida","https://s.glbimg.com/es/sde/f/2017/04/23/9d628fcefea9ddda4e74ff681f296aeb_FORMATO.png",97138,23,"GRE","gol","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731","Murillo Magno de Carvalho","Murillo","https://s.glbimg.com/es/sde/f/2017/01/20/1ac0bd987facdb6f4ac949db15538370_FORMATO.png",97880,23,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732","Kaio Silva Mendes","Kaio","https://s.glbimg.com/es/sde/f/2016/04/30/a83b6e7bb6661dbbb2b8c85d3afc4b48_FORMATO.png",92574,23,"GRE","mei","Nulo",0,4.29,0,2.98,4,"Grêmio",NA,1,NA,7,2,1,15,NA,NA,NA,10,6,NA,NA,NA,NA,NA,NA
"733","Igor Henrique Martins Machado","Igor","https://s.glbimg.com/es/sde/f/2017/04/27/1869f3cf1e00c12ad0d7b7f267efd47e_FORMATO.png",93551,23,"ATL","mei","Provável",6.5,4.84,1.59,2.03,17,"Atlético-GO",1,8,NA,55,7,10,29,NA,1,3,43,30,NA,NA,NA,NA,NA,NA
"734","Matheus Aleksander dos Anjos","Matheus Anjos","https://s.glbimg.com/es/sde/f/2017/04/23/ca02d2a758b721d663027e8f482babc2_FORMATO.png",97879,23,"ATL","mei","Nulo",0,1.48,0,-0.58,4,"Atlético-PR",NA,1,NA,6,2,1,4,NA,NA,NA,18,2,NA,NA,NA,NA,NA,NA
"735","Reynaldo César Moraes","Reynaldo","https://s.glbimg.com/es/sde/f/2017/05/02/ed60ee32ee81b2f34ec8dc08fc6f4a03_FORMATO.png",97768,23,"PON","zag","Nulo",0,2,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736","Claudio Luiz Rodrigues Parise Leonel","Claudinho","https://s.glbimg.com/es/sde/f/2017/06/01/7214c13dbff3a0e34d7a62814d535aa2_FORMATO.png",92630,23,"PON","ata","Nulo",0,0.79,0,-0.18,10,"Ponte Preta",NA,1,NA,11,2,5,6,NA,NA,2,12,1,NA,NA,NA,NA,NA,NA
"737","Rafaelson Bezerra Fernandes","Rafaelson","https://s.glbimg.com/es/sde/f/2017/08/30/61a6ee575777488ca45219d75596aab6_FORMATO.png",92614,23,"VIT","ata","Nulo",0,1.54,0,-0.43,4,"Vitória",NA,1,NA,10,2,3,2,NA,NA,NA,5,1,NA,NA,NA,NA,NA,NA
"738","Peterson Silvino da Cruz","Peu","https://s.glbimg.com/es/sde/f/2017/07/25/a5c72908fbb4a7ab1dd71e0511ddb5ee_FORMATO.png",93739,23,"FLU","ata","Nulo",0,1.37,0,1.16,5,"Fluminense",NA,NA,NA,2,2,1,2,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA
"739","Yuri Jonathan Vitor Coelho","Yuri","https://s.glbimg.com/es/sde/f/2017/05/02/a2f6d215d6098631c571044b74be1d86_FORMATO.png",97769,23,"PON","ata","Nulo",0,1.05,0,0.7,3,"Ponte Preta",NA,NA,NA,5,3,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"740","Rafael Santos de Sousa","Rafael","https://s.glbimg.com/es/sde/f/2017/04/24/db3ab616836bf6fcfa76a2dd7846986b_FORMATO.png",97902,23,"FLA","zag","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741","Maílson Tenório dos Santos","Maílson","https://s.glbimg.com/es/sde/f/2017/02/14/9e10795b558271c6baddcda617d65c21_FORMATO.png",98034,23,"SPO","gol","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742","Caio Felipe dos Santos Silva","Caio","https://s.glbimg.com/es/sde/f/2017/02/14/a6f6b29df8097bacd2fc794872711c70_FORMATO.png",98035,23,"SPO","lat","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
