"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","FC","FS","PE","RB","FD","FF","I","SG","A","DD","GS","G","PP","FT","DP","CV","GC"
"688","Mauro Joel Carli","Joel Carli","https://s.glbimg.com/es/sde/f/2016/05/20/6a298f9b1dd5a88146f9f926e4b91a1b_FORMATO.png",93414,9,"BOT","zag","Suspenso",-2.6,9.19,-1.31,2.73,7,"Botafogo",3,11,2,24,8,NA,1,1,3,NA,NA,NA,1,NA,NA,NA,NA,NA
"689","Augusto de Souza Silva","Augusto","https://s.glbimg.com/es/sde/f/2017/04/18/4e94d8b6d0b298c84f952ecfac2c11eb_FORMATO.png",93378,9,"PAL","zag","Nulo",0,1,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","Renan Augusto Lodi dos Santos","Renan Lodi","https://s.glbimg.com/es/sde/f/2017/04/23/cfd0bead775744f8d276b9988eeee824_FORMATO.png",96591,9,"ATL","lat","Nulo",0,4,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","Igor Henrique Martins Machado","Igor","https://s.glbimg.com/es/sde/f/2017/04/27/1869f3cf1e00c12ad0d7b7f267efd47e_FORMATO.png",93551,9,"ATL","mei","Contundido",0,3.61,0,1.3,7,"Atlético-GO",3,23,11,18,13,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692","Carlos Moisés de Lima","Carlinhos","https://s.glbimg.com/es/sde/f/2017/05/03/ff14836ef129f0c93960c6c4c985b87d_FORMATO.png",96831,9,"COR","ata","Nulo",0,2,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","Guilherme Henrique Silva Nogueira","Guilherme",NA,93490,9,"PON","gol","Nulo",0,2,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694","Peterson Silvino da Cruz","Peu","https://s.glbimg.com/es/sde/f/2017/06/09/1800983023e7cb2e73bd054ad50e2f05_FORMATO.png",93739,9,"FLU","ata","Nulo",0,1,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695","Caio Monteiro Costa","Caio Monteiro","https://s.glbimg.com/es/sde/f/2017/04/06/1be1912d42afdf3054cbab8eb7709907_FORMATO.png",93789,9,"VAS","ata","Nulo",8,2.53,1.72,4.1,2,"Vasco",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"696","Vitor da Silva Vieira","Vitor","https://s.glbimg.com/es/sde/f/2017/05/02/55f029a24ac57ff25bbf6a3568dca322_FORMATO.png",96804,9,"AVA","ata","Nulo",0,2,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697","Leonardo Thomas Lopes","Léo Lopes","https://s.glbimg.com/es/sde/f/2017/05/02/d9e1a4dd290f2c2c5f9e7014577f5c7c_FORMATO.png",96965,9,"AVA","gol","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698","Rodrigo Figueiredo de Carvalho","Rodrigo Figueiredo","https://s.glbimg.com/es/sde/f/2017/04/20/bef317b8404e13356cc3277dae40f4c9_FORMATO.png",96832,9,"COR","mei","Nulo",0,1,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","Emerson Aparecido Leite de Souza Junior","Emerson","https://s.glbimg.com/es/sde/f/2017/05/02/9ee22fc39f2ebcb3732b978222f0f862_FORMATO.png",96870,9,"PON","lat","Nulo",0,1,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","Rafael Augusto Leite Fachin","Rafael Fachin","https://s.glbimg.com/es/sde/f/2017/04/24/89058efe339ca56ee7de3d841f4c36f9_FORMATO.png",93846,9,"COR","gol","Nulo",0,1,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","Márcio Almeida de Oliveira","Marcinho","https://s.glbimg.com/es/sde/f/2017/04/18/82f4f9a2d122680dcc40e55727214711_FORMATO.png",93797,9,"BOT","lat","Contundido",0,3,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","Reinaldo Lenis Montes","Lenis","https://s.glbimg.com/es/sde/f/2016/05/01/9159bcd85db743f56cfb40ade72eba88_FORMATO.png",93746,9,"SPO","ata","Nulo",1.9,2.76,-0.05,0.83,3,"Sport",NA,2,4,3,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","Cleiton Schwengber","Cleiton","https://s.glbimg.com/es/sde/f/2017/04/03/ef54b93128f4d412c55c7cd27c83323b_FORMATO.png",93882,9,"ATL","gol","Nulo",0,1,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","Arthur Gomes Lourenço","Arthur Gomes","https://s.glbimg.com/es/sde/f/2017/05/02/0dce55b5ca74aab8f37b77c936bdc107_FORMATO.png",96966,9,"SAN","ata","Nulo",0,1.87,-0.45,1.45,2,"Santos",NA,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","Carlos Vitor da Silva Nascimento","Santarém","https://s.glbimg.com/es/sde/f/2017/05/02/fc55f1db6d41a43491dfc0c217da1c4e_FORMATO.png",97228,9,"AVA","ata","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","Renan Silva Bragança","Dida","https://s.glbimg.com/es/sde/f/2017/04/23/9d628fcefea9ddda4e74ff681f296aeb_FORMATO.png",97138,9,"GRE","gol","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","Alan Cardoso de Andrade","Alan Cardoso","https://s.glbimg.com/es/sde/f/2017/05/24/7fd89a2cf130263868b36903498c1059_FORMATO.png",93785,9,"VAS","lat","Nulo",0,1.21,0,-1.3,1,"Vasco",1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","Lucas Oliveira de França","Lucas França","https://s.glbimg.com/es/sde/f/2017/04/22/c63baf2496083057957e4f2bd2ac3847_FORMATO.png",93869,9,"CRU","gol","Nulo",0,3,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","Andrey Ramos do Nascimento","Andrey","https://s.glbimg.com/es/sde/f/2017/04/06/f30ccd95961eb8e4131995d63a8fcc34_FORMATO.png",93787,9,"VAS","mei","Nulo",0,1,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","Milton Mendes","Milton Mendes","https://s.glbimg.com/es/sde/f/2017/04/26/7b563b4abe14ffb25496b6fcd414bd88_FORMATO.png",86486,9,"VAS","tec","Provável",2.53,8.61,-0.42,3.63,9,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711","Everton Felipe de Oliveira Silva","Everton Felipe","https://s.glbimg.com/es/sde/f/2016/05/01/7c68f11162db883d1bca790a596547c2_FORMATO.png",86519,9,"SPO","mei","Provável",0.5,3.53,0.14,0.36,5,"Sport",NA,6,4,30,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712","Guilherme Mantuan","Mantuan","https://s.glbimg.com/es/sde/f/2017/04/23/afd8c7419f77473d128737eb2622b796_FORMATO.png",97315,9,"COR","mei","Contundido",0,1,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","Danilo das Neves Pinheiro","Tchê Tchê","https://s.glbimg.com/es/sde/f/2016/05/20/2b96e76d6b1e3f8fc29f37d9dfe90206_FORMATO.jpeg",86686,9,"PAL","mei","Provável",4.9,8.42,0.97,1.89,9,"Palmeiras",1,16,10,21,11,3,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"714","Evander da Silva Ferreira","Evander","https://s.glbimg.com/es/sde/f/2017/04/06/2df6998f5d8a75cf5337b55ad525fd7d_FORMATO.png",93788,9,"VAS","mei","Nulo",0,0.8,0,-1.65,2,"Vasco",1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715","Luis Ángel Salazar Cuesta","Salazar","https://s.glbimg.com/es/sde/f/2017/04/28/54e5ebd574f6ef20650d90d7e32baf44_FORMATO.png",93986,9,"AVA","zag","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716","Mauricio Tomazi Pinheiro","Mauricio","https://s.glbimg.com/es/sde/f/2017/05/11/8f1984fabe5775e0c6485d0c7e2cdd00_FORMATO.png",96464,9,"AVA","zag","Nulo",0,2,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717","Rogério Ceni","Rogério Ceni","https://s.glbimg.com/es/sde/f/2017/05/17/e94ae4319c9445845003491a2bb73f6b_FORMATO.png",97341,9,"SAO","tec","Provável",2.61,9.76,0.1,3.73,9,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","Lucas Fernandes da Silva","Lucas Fernandes","https://s.glbimg.com/es/sde/f/2016/05/01/0a47d84040286532fb5d90cc746b49b3_FORMATO.png",94931,9,"SAO","mei","Nulo",0,3.58,0,2.2,1,"São Paulo",NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719","Daniel dos Santos Penha","Daniel","https://s.glbimg.com/es/sde/f/2017/05/04/6d566daae907e707a8bfbd7975033f26_FORMATO.png",97349,9,"ATL","mei","Nulo",0,1,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","John Victor Maciel Furtado","John Victor","https://s.glbimg.com/es/sde/f/2017/05/02/0eab88c901790607c556e504aa31b200_FORMATO.png",94044,9,"SAN","gol","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721","Lucas Luiz Scalon","Scalon","https://s.glbimg.com/es/sde/f/2017/04/25/1c61a24805cfe9ae71c648216cd5b9cd_FORMATO.png",94003,9,"CHA","zag","Nulo",0,2,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722","Lucas Tolentino Coelho de Lima","Lucas Paquetá","https://s.glbimg.com/es/sde/f/2017/04/24/cacc5206bdff6d3f34559bc4e2781d51_FORMATO.png",94930,9,"FLA","mei","Nulo",0,1.96,0,-0.8,1,"Flamengo",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723","Andrei Alba","Andrei Alba","https://s.glbimg.com/es/sde/f/2017/04/24/047276d0aef73aef2924855c083d4ceb_FORMATO.png",94004,9,"CHA","mei","Contundido",0,2,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724","Jandrei Chitolina Carniel","Jandrei","https://s.glbimg.com/es/sde/f/2017/05/04/e34c217d3230604bddf15c133fde3fd2_FORMATO.png",86508,9,"CHA","gol","Provável",-0.5,4.4,0.01,0.65,9,"Chapecoense",NA,NA,5,9,NA,NA,NA,NA,3,NA,9,18,NA,NA,NA,NA,NA,NA
"725","Luís Fernando Santos da Conceição","Luís Fernando","https://s.glbimg.com/es/sde/f/2017/02/21/f8d269154cfbc785e5f87f026e341b3a_FORMATO.png",94971,9,"BAH","mei","Nulo",0,3,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726","Victor Lindenberg Vieira","Victor Lindenberg","https://s.glbimg.com/es/sde/f/2017/04/18/9ffe76af0e271c08c358033976247c8a_FORMATO.png",96524,9,"BOT","lat","Nulo",0,1,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727","Julio Cezar Rusch","Julio Rusch","https://s.glbimg.com/es/sde/f/2017/04/24/77d4f9edf4076b00161ea3393eb6f3bd_FORMATO.png",97444,9,"COR","mei","Nulo",0,3,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728","Luis Antônio da Rocha Júnior","Juninho Capixaba","https://s.glbimg.com/es/sde/f/2017/02/21/5bb13f78434bf46ed1e78c01d8593512_FORMATO.png",94968,9,"BAH","lat","Nulo",0,2,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729","Luiz Henrique Pachu Lira","Pachu","https://s.glbimg.com/es/sde/f/2017/04/18/3b72e5cbc1cbcacc5bcaa528f2e598d9_FORMATO.png",97352,9,"BOT","ata","Nulo",0,1.71,0,0.7,1,"Botafogo",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730","Matheus Gutz","Matheus","https://s.glbimg.com/es/sde/f/2017/04/28/08e4242f18d2365a93ecf92b2ce9fd52_FORMATO.png",94102,9,"AVA","gol","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731","Marco Antônio Rosa Furtado Júnior","Marco Antônio","https://s.glbimg.com/es/sde/f/2017/02/21/a2be72d3733854b4e00000008373cbbd_FORMATO.png",94975,9,"BAH","mei","Nulo",0,3,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732","Matheus Fernandes Siqueira","Matheus Fernandes","https://s.glbimg.com/es/sde/f/2017/04/18/f7747c09eac1f0aee06f02c37fa257b6_FORMATO.png",94067,9,"BOT","mei","Nulo",8.9,4.77,1.08,3.4,7,"Botafogo",NA,9,5,6,15,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733","Kaynan Ribeiro Cruz","Kaynan","https://s.glbimg.com/es/sde/f/2017/02/21/13f8834fcead83b104fa6b9b86d35473_FORMATO.png",94978,9,"BAH","ata","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"734","Domilson Cordeiro dos Santos","Dodô","https://s.glbimg.com/es/sde/f/2017/04/24/65670cbd709a8dd38cea2f806b28576c_FORMATO.png",94985,9,"COR","lat","Provável",1.2,9.64,-0.29,3.75,9,"Coritiba",2,14,7,39,14,2,3,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735","Matheus Felipe Camargo Iacovelli","Matheus Iacovelli","https://s.glbimg.com/es/sde/f/2017/05/22/c2879f5baa16034be213aa66cf2bdf37_FORMATO.png",97445,9,"PAL","ata","Nulo",0,1.68,0,0.5,1,"Palmeiras",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736","Thiago Couto Wenceslau","Thiago Couto","https://s.glbimg.com/es/sde/f/2017/05/25/dfcf4266572f7296e853252f68813195_FORMATO.png",97645,9,"SAO","gol","Nulo",0,1,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737","Marcos Vinícius Silva Rocha Calazans","Marcos Calazans","https://s.glbimg.com/es/sde/f/2017/01/13/b1ce41bb5e20e57134cccffd2e93dd12_FORMATO.png",97452,9,"FLU","ata","Provável",10.9,7,2.04,6.85,4,"Fluminense",1,10,6,7,13,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"738","Caio Felipe dos Santos Silva","Caio","https://s.glbimg.com/es/sde/f/2017/02/14/a6f6b29df8097bacd2fc794872711c70_FORMATO.png",98035,9,"SPO","lat","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739","Rafael Santos de Sousa","Rafael","https://s.glbimg.com/es/sde/f/2017/04/24/db3ab616836bf6fcfa76a2dd7846986b_FORMATO.png",97902,9,"FLA","zag","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740","Maílson Tenório dos Santos","Maílson","https://s.glbimg.com/es/sde/f/2017/02/14/9e10795b558271c6baddcda617d65c21_FORMATO.png",98034,9,"SPO","gol","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741","Alesandro dos Santos Pereira","Alesandro",NA,99256,9,"SPO","zag","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742","Marco Túlio Oliveira Lemos","Marco Túlio","https://s.glbimg.com/es/sde/f/2017/05/04/41bd7f91d7b18b2b10bf42c51a52305f_FORMATO.png",97546,9,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743","Luiz Felipe Machado de Souza","Luiz Felipe","https://s.glbimg.com/es/sde/f/2017/04/27/f440fdbfbca6b16934ab91e0d9d8dff0_FORMATO.png",98056,9,"ATL","mei","Nulo",0,2,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744","Ilson Cedric Borges de Accacio Lima","Cedric","https://s.glbimg.com/es/sde/f/2017/04/01/b42c80735aa423756f5307c1bd099859_FORMATO.png",98221,9,"VIT","lat","Nulo",0,2,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745","Matheus Bezerra Santos","Matheus Bezerra",NA,99258,9,"SPO","mei","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746","João Erick Marques da Silva","João Erick",NA,99257,9,"SPO","mei","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747","Rodrigo Alves da Cruz","Rodrigo Pelezinho","https://s.glbimg.com/es/sde/f/2017/06/09/84a1d3f37a42b2b48f444a1350f951fc_FORMATO.png",98184,9,"CHA","ata","Nulo",0,2,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748","Junior Henrique Eichelberger","Henrique","https://s.glbimg.com/es/sde/f/2017/04/28/90d179032eaa0e5fa4fc43e292e5e855_FORMATO.png",99283,9,"AVA","zag","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749","Lucas de Oliveira Antunes","Lucas Índio","https://s.glbimg.com/es/sde/f/2017/05/04/075e8103fcbe7ba581efc1402208e108_FORMATO.png",99353,9,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750","Murilo Cerqueira Paim","Murilo","https://s.glbimg.com/es/sde/f/2017/04/06/ac1485f2fbd995b94c3544520d1ebdd8_FORMATO.png",97653,9,"CRU","zag","Nulo",-1.5,0.77,-0.3,0.45,4,"Cruzeiro",1,4,2,11,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751","José Vinícius Almeida Soares","Vinícius",NA,99356,9,"SPO","mei","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752","Gabriel Batista de Souza","Gabriel Batista","https://s.glbimg.com/es/sde/f/2017/04/24/0bf67a6d877be0a2c761a714831fe092_FORMATO.png",98333,9,"FLA","gol","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753","Jean Lucas de Souza Oliveira","Jean Lucas","https://s.glbimg.com/es/sde/f/2017/04/24/51b0b51b6e93e3be827dfbed26355d91_FORMATO.png",98517,9,"FLA","mei","Nulo",0,2,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754","Patrick Luan dos Santos","Patrick Luan","https://s.glbimg.com/es/sde/f/2017/04/02/71b19c71f009ce2d55363ed067a46395_FORMATO.png",98401,9,"FLU","ata","Nulo",0,1,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","Yan Oliveira Lima","Yan","https://s.glbimg.com/es/sde/f/2017/06/07/91771db8620bf3d32873a183ec204e5d_FORMATO.png",97680,9,"SAN","mei","Nulo",0,2,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756","Bruno Guimarães Rodriguez Moura","Bruno Guimarães","https://s.glbimg.com/es/sde/f/2017/05/11/f5024b3a361d2a09da365bea55b67c88_FORMATO.png",98352,9,"ATL","mei","Nulo",0,0.77,0,-3,1,"Atlético-PR",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757","Guilherme Borges Neves","Borges","https://s.glbimg.com/es/sde/f/2017/04/27/c15909a123793071490b039100f5c1b9_FORMATO.png",99379,9,"ATL","mei","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758","Evanderson Costa da Silva","Evanderson","https://s.glbimg.com/es/sde/f/2017/04/27/691a60e07461729409b8c945c33b5afe_FORMATO.png",98315,9,"ATL","mei","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759","Luis Guilherme Castro de Melo","Luis Guilherme","https://s.glbimg.com/es/sde/f/2017/04/25/f29f6e2b42f604bc517f157512d669f6_FORMATO.png",95023,9,"ATL","ata","Nulo",0,2,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760","Pedro Victor Delmino da Silva","Pedrinho","https://s.glbimg.com/es/sde/f/2017/04/23/cd96a7cb3e7a985ccca026996bab950b_FORMATO.png",98706,9,"COR","ata","Nulo",0,0.77,0,0.2,2,"Corinthians",NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761","Thalis Henrique Cantanhede","Thalis ","https://s.glbimg.com/es/sde/f/2017/04/03/a4b96c74f796865cee82e21548874cc4_FORMATO.png",95022,9,"ATL","mei","Nulo",0,0.81,0,0.2,1,"Atlético-MG",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762","Yuri Jonathan Vitor Coelho","Yuri","https://s.glbimg.com/es/sde/f/2017/05/02/a2f6d215d6098631c571044b74be1d86_FORMATO.png",97769,9,"PON","ata","Nulo",0,0.87,0,0.35,2,"Ponte Preta",NA,3,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763","Reynaldo César Moraes","Reynaldo","https://s.glbimg.com/es/sde/f/2017/05/02/ed60ee32ee81b2f34ec8dc08fc6f4a03_FORMATO.png",97768,9,"PON","zag","Nulo",0,2,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764","Emanuel Rocha Dos Santos","Emanuel","https://s.glbimg.com/es/sde/f/2017/05/04/c6a8401c8828ee07e786f390818a7e2e_FORMATO.png",98766,9,"ATL","lat","Provável",0,1,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765","Flávio Augusto De Castro","Flávio","https://s.glbimg.com/es/sde/f/2017/05/04/19c748c11cefe0c492c56193adca9ab0_FORMATO.png",98774,9,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766","Marcus Wendel Valle da Silva","Wendel","https://s.glbimg.com/es/sde/f/2017/04/02/3d09f45d9e193fd3d5227aed7177000d_FORMATO.png",98402,9,"FLU","mei","Provável",0,13.6,0,5.33,7,"Fluminense",NA,11,18,18,9,6,2,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA
"767","Bruno Cosendey Lobo Pinto","Bruno Cosendey","https://s.glbimg.com/es/sde/f/2017/05/22/b6c777b62e380ed4a3cb3f1fc16f4f07_FORMATO.png",99615,9,"VAS","mei","Nulo",0,2.21,0,1.7,1,"Vasco",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768","Daniel dos Santos Oliveira","Daniel","https://s.glbimg.com/es/sde/f/2017/04/23/fa258606c3c0cb8010a0e233ab7e3837_FORMATO.png",99461,9,"ATL","zag","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769","Marcelo dos Santos Rosa","Marcelo","https://s.glbimg.com/es/sde/f/2017/04/27/104329d7a936e544604f9da1cd61995f_FORMATO.png",98874,9,"ATL","ata","Nulo",0,2,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770","Jadson Ailton Oliveira Da Silva Vale","Jadson","https://s.glbimg.com/es/sde/f/2017/06/07/2e7afba6e715b27222707a3f207ad556_FORMATO.jpeg",99629,9,"GRE","ata","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
