"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","FC","FS","I","PE","RB","A","FD","FF","FT","SG","G","CV","DD","GS","DP","PP","GC"
"272","Wellington Alves da Silva","Wellington Silva","https://s.glbimg.com/es/sde/f/2017/01/13/890838d7b4008a35572bcd44dfafc6e0_FORMATO.png",68895,16,"FLU","ata","Dúvida",0,9.16,0,3.16,5,"Fluminense",NA,3,8,4,14,3,1,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA
"273","Marcos Gabriel do Nascimento","Marquinhos Gabriel","https://s.glbimg.com/es/sde/f/2017/04/23/9326bc84d0f7eff7d097d6e60ee392c0_FORMATO.png",68954,16,"COR","mei","Dúvida",0,8.82,0,3.38,11,"Corinthians",3,8,16,1,31,7,3,4,3,NA,NA,2,NA,NA,NA,NA,NA,NA
"274","Welington Pereira Rodrigues","Gum","https://s.glbimg.com/es/sde/f/2017/07/25/4407e04c0f422d9c7c06af9bc6c97fff_FORMATO.png",68887,16,"FLU","zag","Contundido",0,7,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","Douglas Santos da Silva","Douglas","https://s.glbimg.com/es/sde/f/2017/07/04/cdfd325a357ba83ec3a5e51650333b87_FORMATO.png",99824,16,"BAH","ata","Nulo",0,1.11,0,0.7,1,"Bahia",NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","Thallyson Augusto Tavares Dias","Thallyson","https://s.glbimg.com/es/sde/f/2017/06/07/cd71ce4201f13139db63ac6e182e85a7_FORMATO.png",81219,16,"VIT","lat","Nulo",0,1.25,0,1.44,5,"Vitória",NA,4,2,NA,20,5,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"277","Ricardo Queiroz de Alencastro Graça","Ricardo","https://s.glbimg.com/es/sde/f/2017/07/11/52b16e0a2e7ed758d06b0320871fa505_FORMATO.png",99881,16,"VAS","zag","Nulo",0,2,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","Ramon de Morais Motta ","Ramon","https://s.glbimg.com/es/sde/f/2017/07/05/d9ef0647f6f2b1147f8e0f3a9bab29e9_FORMATO.png",68896,16,"VAS","lat","Provável",5.5,7.87,1,5.22,4,"Vasco",NA,6,13,NA,14,6,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"279","Leonardo Da Silva Passos","Léo Passos","https://s.glbimg.com/es/sde/f/2017/07/11/fbe688c63b6551ed75ef01b265cfa917_FORMATO.png",99878,16,"PAL","ata","Nulo",0,2,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","Rodrigo Pimpão Viana","Rodrigo Pimpão","https://s.glbimg.com/es/sde/f/2017/04/18/054a14cdfbb6abbdb2c8a8a75f0a9ee1_FORMATO.png",68901,16,"BOT","ata","Provável",0,5.71,0,1.95,15,"Botafogo",3,24,21,4,69,17,2,9,5,NA,NA,1,NA,NA,NA,NA,NA,NA
"281","Frickson Rafael  Erazo Vivero","Erazo","https://s.glbimg.com/es/sde/f/2017/04/03/a0b75e2777a8e1b1844e5f2ff9caa182_FORMATO.png",81223,16,"ATL","zag","Contundido",0,3.98,0,0.15,2,"Atlético-MG",1,3,NA,NA,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"282","Fabiano Soares Pessoa","Fabiano Soares","https://s.glbimg.com/es/sde/f/2017/07/11/617482e891f67f6434c70aa4d11a3ee9_FORMATO.png",99882,16,"ATL","tec","Provável",-0.15,8.03,-0.88,1.98,2,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","Dionathã da Silva","Dionathã","https://s.glbimg.com/es/sde/f/2017/07/01/c210b01a98672583bcff7b2c3a4ca8f9_FORMATO.jpeg",99834,16,"GRE","ata","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","Luis Alberto Ali Veja","Luis Ali","https://s.glbimg.com/es/sde/f/2017/07/14/065b4743e75c8925db017b6f5456837b_FORMATO.png",99892,16,"PON","ata","Nulo",0,1,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","Leonardo da Silva Simas","Leonardo Simas","https://s.glbimg.com/es/sde/f/2017/06/30/b6c202e020667876c945bb6f672961bb_FORMATO.png",99832,16,"ATL","lat","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","Warian dos Santos Souza","Warian Santos ","https://s.glbimg.com/es/sde/f/2017/04/20/1a20f671d81a1495fe94257a7faedb29_FORMATO.png",88030,16,"COR","mei","Nulo",0,1,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","Marcos Guilherme de Almeida Santos Matos","Marcos Guilherme ","https://s.glbimg.com/es/sde/f/2017/07/26/d3484768bc48ad214ba1ea35149b30ba_FORMATO.png",83266,16,"SAO","mei","Nulo",0,8,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","Anselmo de Moraes","Anselmo","https://s.glbimg.com/es/sde/f/2017/06/06/b2cdf84621178662c029bae611378399_FORMATO.png",68910,16,"SPO","mei","Contundido",0,6.5,0,3.55,4,"Sport",2,12,4,NA,10,14,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","Clayton Silveira da Silva","Clayton","https://s.glbimg.com/es/sde/f/2017/04/23/162d940eadf1a0f6216f20a351c326da_FORMATO.png",81770,16,"COR","ata","Nulo",0,7.66,0,4.8,3,"Corinthians",NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"290","Juan Ramón Cazares Sevillano","Cazares","https://s.glbimg.com/es/sde/f/2017/04/03/6ccb564ce56c9f6aad79040ab5f8f570_FORMATO.png",81682,16,"ATL","mei","Provável",-0.5,8.51,-0.45,4.04,12,"Atlético-MG",NA,13,7,1,43,3,5,11,11,NA,NA,2,NA,NA,NA,NA,NA,NA
"291","Alisson Euler de Freitas Castro","Alisson","https://s.glbimg.com/es/sde/f/2017/04/22/b5d1b28ec393ae2be2fba2b5dffe9ce9_FORMATO.png",81845,16,"CRU","mei","Nulo",0,14.12,0,5.17,13,"Cruzeiro",NA,18,26,2,42,16,5,4,8,2,NA,1,NA,NA,NA,NA,NA,NA
"292","Diego Souza de Andrade","Diego Souza","https://s.glbimg.com/es/sde/f/2016/05/01/4ca75c7b4c6ef9d48c9ffe43f89b8f78_FORMATO.png",68911,16,"SPO","mei","Suspenso",4.9,17.27,-1.18,5.97,10,"Sport",3,19,30,1,43,5,1,3,8,1,NA,6,NA,NA,NA,NA,NA,NA
"293","Andrés Lorenzo Ríos","Andrés Ríos","https://s.glbimg.com/es/sde/f/2017/07/11/a3b10554f6896bd025dfd3eaf5f9ce80_FORMATO.png",81684,16,"VAS","ata","Nulo",0,4,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","Rafael Pires Monteiro","Rafael","https://s.glbimg.com/es/sde/f/2016/04/29/43e8562bfd0ac31a9d9fd5bd5f87aee8_FORMATO.png",68928,16,"CRU","gol","Nulo",0,10,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","Thiago Ribeiro Cardoso","Thiago Ribeiro","https://s.glbimg.com/es/sde/f/2017/02/19/4ec7b72d420d51f876c9ea73eab212cf_FORMATO.png",68929,16,"SAN","ata","Nulo",0.8,5.32,0.1,0.5,5,"Santos",NA,6,3,4,14,4,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","José Francisco dos Santos Júnior","Júnior Brumado","https://s.glbimg.com/es/sde/f/2017/07/16/be6b904e1881936dd0053a0f42c3e9d5_FORMATO.png",99894,16,"BAH","ata","Nulo",1.9,1.25,0.46,0.05,2,"Bahia",NA,3,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","Leonardo Fabiano da Silva e Silva","Leonardo Silva","https://s.glbimg.com/es/sde/f/2017/04/03/d52533a1acf6457724394d769b43771f_FORMATO.png",68925,16,"ATL","zag","Dúvida",0,8.93,0,-0.4,4,"Atlético-MG",1,6,6,NA,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","Eduardo Pereira Rodrigues","Dudu","https://s.glbimg.com/es/sde/f/2017/04/18/5268d6ef98c67a25b1dabf90d489a37f_FORMATO.png",68920,16,"PAL","ata","Nulo",0,16.14,0,3.65,8,"Palmeiras",3,8,37,4,31,8,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA
"299","Lucas da Silva Ribeiro Campos","Lucas Campos","https://s.glbimg.com/es/sde/f/2017/07/25/61d573020cc6247a735d3d6501bb2e75_FORMATO.png",99903,16,"BOT","ata","Nulo",-0.3,0.79,-0.21,-0.3,1,"Botafogo",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","Wellington Simião","Wellington Simião","https://s.glbimg.com/es/sde/f/2017/05/17/952fdde5f058594fa74d531f91c1abf3_FORMATO.png",81903,16,"AVA","mei","Provável",-1.7,2.2,-1.66,1.24,13,"Avaí",2,14,15,2,24,7,NA,1,5,1,NA,1,NA,NA,NA,NA,NA,NA
"301","Reginaldo Manoel da Silva Júnior","Reginaldo","https://s.glbimg.com/es/sde/f/2017/07/25/4caba62b4f978cd6db2e589843899fbd_FORMATO.png",82515,16,"FLU","zag","Contundido",0,4.52,0,3.92,10,"Fluminense",NA,12,7,NA,33,27,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"302","Luan Martins Pereira","Luan Pereira","https://s.glbimg.com/es/sde/f/2017/07/22/005428b78c5678e9e1a43a2813030638_FORMATO.png",99900,16,"AVA","mei","Nulo",0,1.5,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","Osman de Menezes Venâncio Junior","Osman","https://s.glbimg.com/es/sde/f/2017/04/25/f608122b61891f2ab13ba0015367cfb5_FORMATO.png",81898,16,"CHA","ata","Contundido",0,2.99,0,1.23,7,"Chapecoense",2,5,1,NA,4,NA,1,NA,4,NA,NA,1,NA,NA,NA,NA,NA,NA
"304","Otávio Henrique Passos Santos","Otávio ","https://s.glbimg.com/es/sde/f/2017/04/23/b5d6c9e20119fa12bc0e60e77640bc0a_FORMATO.png",82463,16,"ATL","mei","Provável",0,10.2,0,4.09,12,"Atlético-PR",3,15,8,NA,28,26,2,2,4,NA,NA,1,NA,NA,NA,NA,NA,NA
"305","José Henrique da Silva Dourado","Henrique Dourado","https://s.glbimg.com/es/sde/f/2017/07/25/74fe5365c7b46c57003665b15a0d770a_FORMATO.png",81905,16,"FLU","ata","Provável",-0.1,21.99,-1.54,7.53,11,"Fluminense",3,24,22,1,34,4,2,6,8,NA,NA,9,NA,NA,NA,NA,NA,NA
"306","Welker Marçal de Almeida","Kieza","https://s.glbimg.com/es/sde/f/2017/04/24/25d378570c1b3cbfb2f85427750a6b8c_FORMATO.png",68930,16,"VIT","ata","Contundido",0,9.53,0,2.77,8,"Vitória",1,13,17,6,16,2,NA,4,3,NA,NA,3,NA,NA,NA,NA,1,NA
"307","José Rafael Vivian","Zé Rafael ","https://s.glbimg.com/es/sde/f/2017/02/21/0e763915801510944041d2bdecb212dc_FORMATO.png",82455,16,"BAH","mei","Provável",5.8,19.82,0.04,6.27,15,"Bahia",3,34,43,3,35,37,3,14,11,NA,NA,1,NA,NA,NA,NA,NA,NA
"308","Christian Alberto Cueva Bravo","Cueva","https://s.glbimg.com/es/sde/f/2016/06/28/a68882f174b592bf4e78dbc9818a4465_FORMATO.jpeg",82411,16,"SAO","mei","Provável",0.2,9.51,-1.67,2.82,11,"São Paulo",2,9,16,2,48,18,1,5,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"309","Douglas Coutinho Gomes de Souza","Douglas Coutinho ","https://s.glbimg.com/es/sde/f/2017/04/23/21b6dbe5807688ac8d5a82327a8cc1a4_FORMATO.png",82469,16,"ATL","ata","Provável",0.4,2.49,-0.25,1.11,14,"Atlético-PR",NA,9,11,3,27,5,1,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","Moisés Wolschick","Moisés","https://s.glbimg.com/es/sde/f/2017/04/25/59ac946a38de5a26b19ffc56c68885dc_FORMATO.png",82567,16,"CHA","mei","Nulo",-0.3,1.8,-0.52,1.4,2,"Chapecoense",NA,1,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","Matheus Galdezani","Matheus Galdezani","https://s.glbimg.com/es/sde/f/2017/04/24/d7ff115c90d6778d22e113333700259c_FORMATO.png",82634,16,"COR","mei","Provável",0.2,7.44,-0.1,3.04,15,"Coritiba",4,32,31,1,62,25,1,12,8,NA,NA,1,NA,NA,NA,NA,NA,NA
"312","Alan Henrique Costa","Alan Costa","https://s.glbimg.com/es/sde/f/2017/05/28/e1ec05f6af0ed5e2047bfa90f97426f7_FORMATO.png",82613,16,"VIT","zag","Nulo",0,8.16,0,2.91,7,"Vitória",NA,4,3,1,12,8,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"313","Mauro Job Pontes Junior","Maurinho","https://s.glbimg.com/es/sde/f/2017/07/18/2663f3e84140665568c8164f03afc235_FORMATO.png",82625,16,"AVA","ata","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","Elosman Euller Silva Cavalcanti","Euller ","https://s.glbimg.com/es/sde/f/2017/02/20/45d2685cedfee93ebf07f010f670c2ef_FORMATO.png",84890,16,"VIT","lat","Nulo",0,6.31,0,2.35,2,"Vitória",NA,1,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"315","Lucas Cândido Silva","Lucas Cândido","https://s.glbimg.com/es/sde/f/2017/04/03/3ce5d2322ae49cd21e272911d9992c4a_FORMATO.png",84851,16,"ATL","mei","Contundido",0,4,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","Régis Augusto Salmazzo","Régis","https://s.glbimg.com/es/sde/f/2017/02/21/9d27cbd1feb4ee89f8c73795d7d480ff_FORMATO.png",82647,16,"BAH","mei","Nulo",0,16.15,0,5.18,8,"Bahia",NA,2,5,1,17,6,3,3,2,NA,NA,2,NA,NA,NA,NA,NA,NA
"317","Raul Prata","Raul Prata","https://s.glbimg.com/es/sde/f/2017/05/01/bc801f0b347f5e9b99972901cf4ecefd_FORMATO.png",84855,16,"SPO","lat","Nulo",0,4.68,0,4.07,3,"Sport",1,4,4,NA,11,4,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA
"318","Leonardo Artur de Melo","Léo Artur","https://s.glbimg.com/es/sde/f/2017/06/22/815076c3546beb2abb2496060f51deeb_FORMATO.png",82644,16,"PON","mei","Provável",-2.8,1.96,-1.75,0.78,10,"Ponte Preta",1,13,5,3,23,2,1,3,4,NA,NA,1,NA,NA,NA,NA,NA,NA
"319","Alex da Silva","Alex Silva","https://s.glbimg.com/es/sde/f/2017/05/19/2b09d527bb18b6dca83703fbbe498920_FORMATO.png",84861,16,"ATL","lat","Suspenso",-2.9,4.11,-1.23,3.64,8,"Atlético-MG",3,21,11,NA,20,12,3,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA
"320","Lucas Otávio Veiga Lopes","Lucas Otávio ","https://s.glbimg.com/es/sde/f/2017/04/28/c9abc289eaace4a40039be6a64b6711d_FORMATO.png",84896,16,"AVA","mei","Nulo",1.7,3.21,0.33,0.9,6,"Avaí",NA,2,1,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","André Andrade de Castro","André Castro","https://s.glbimg.com/es/sde/f/2017/05/11/9b573723fd4d39c5179b8dfc70e31b3f_FORMATO.png",82754,16,"ATL","mei","Provável",3.7,2.15,0.44,0.87,13,"Atlético-GO",2,19,10,1,31,16,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","Jeferson de Araújo de Carvalho","Jeferson","https://s.glbimg.com/es/sde/f/2017/05/02/771b51917a7ef2187ffea3d1e0fc9277_FORMATO.png",84917,16,"PON","lat","Provável",6.6,6.22,-0.07,4.73,6,"Ponte Preta",2,8,3,NA,28,7,1,NA,2,NA,5,NA,NA,NA,NA,NA,NA,NA
"323","Gilvan Souza Correa","Gilvan","https://s.glbimg.com/es/sde/f/2017/07/15/ebd13d8be899ba33a4d355f813dae956_FORMATO.png",82773,16,"ATL","zag","Provável",-0.5,0.79,0.01,-1.08,4,"Atlético-GO",1,7,NA,1,7,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","Henrique Silva Milagres","Henrique","https://s.glbimg.com/es/sde/f/2017/04/24/98783f94705be5ed728032062068f73c_FORMATO.png",84893,16,"VAS","lat","Nulo",0,8.17,0,3.61,12,"Vasco",1,16,18,2,32,19,2,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA
"325","Toshiya Tojo","Toshi","https://s.glbimg.com/es/sde/f/2017/04/28/5e3d92955c32b6c74898e471661e6390_FORMATO.png",82791,16,"AVA","ata","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","Elder Santana Conceição","Elder Santana","https://s.glbimg.com/es/sde/f/2017/06/15/1dcf005eb752d162ab97dbe8abe498a8_FORMATO.png",84925,16,"ATL","ata","Nulo",0,0.76,0,0,1,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","Yago Henrique Severino dos Santos","Yago","https://s.glbimg.com/es/sde/f/2017/04/03/bd1a20fcc43bf36e13dd321aa526e278_FORMATO.png",84926,16,"ATL","mei","Nulo",7.1,2.86,1.24,1.38,9,"Atlético-MG",4,15,6,NA,23,11,NA,3,3,NA,NA,1,NA,NA,NA,NA,NA,NA
"328","Matheus Antunes Ribeiro","Matheus Ribeiro","https://s.glbimg.com/es/sde/f/2017/05/02/3592f0162c6d3041f5e47fca40d7d1a3_FORMATO.png",82943,16,"SAN","lat","Nulo",0,5.76,0,5.2,4,"Santos",1,2,1,NA,6,2,NA,1,1,NA,4,NA,NA,NA,NA,NA,NA,NA
"329","Raphael Guimarães de Paula","Dodô","https://s.glbimg.com/es/sde/f/2017/04/24/d75b985086acd9eb03422fe01ce0693f_FORMATO.png",84927,16,"CHA","mei","Nulo",0,3.94,0,0,1,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","Tomas Almino Bastos Silva","Tomas Bastos","https://s.glbimg.com/es/sde/f/2017/05/12/49edceaecc771a87995470ae4d955ddc_FORMATO.png",82817,16,"COR","mei","Provável",3.5,12.42,0.88,2.99,10,"Coritiba",2,14,7,NA,25,8,1,6,6,NA,NA,2,NA,NA,NA,NA,NA,NA
"331","Tagueu Tadjo Diederrick Joel","Joel","https://s.glbimg.com/es/sde/f/2017/06/22/5c80b78fe327f41b3b8afc79d10defed_FORMATO.png",82787,16,"AVA","ata","Provável",-0.1,3.28,-0.88,2.58,10,"Avaí",NA,15,10,2,11,7,NA,2,6,1,NA,2,1,NA,NA,NA,NA,NA
"332","Yuri Lima Lara","Yuri","https://s.glbimg.com/es/sde/f/2017/02/21/fb41de8e36f93cc383e07d8120865724_FORMATO.png",83263,16,"BAH","mei","Nulo",0,2,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","Ronaldo Luiz Alves","Ronaldo Alves","https://s.glbimg.com/es/sde/f/2016/07/08/b5631b95dc105cd68b154bfaa21ecf74_FORMATO.png",68950,16,"SPO","zag","Provável",3.7,8.2,-0.54,3.92,12,"Sport",3,15,22,1,30,8,1,4,2,NA,7,NA,NA,NA,NA,NA,NA,NA
"334","Rafael Thyere Albuquerque Marques","Rafael Thyere","https://s.glbimg.com/es/sde/f/2017/04/23/e94d073bb6cefa100cd1ed8d0f8a6291_FORMATO.png",83048,16,"GRE","zag","Nulo",0,5.79,0,2.6,9,"Grêmio",1,6,7,NA,13,6,NA,1,1,NA,3,1,NA,NA,NA,NA,NA,1
"335","Renan Ribeiro","Renan Ribeiro","https://s.glbimg.com/es/sde/f/2016/05/01/443bbaa43b246a9ce7d8a4e682ed4af6_FORMATO.png",68932,16,"SAO","gol","Provável",7,10.98,-0.18,3.34,16,"São Paulo",1,NA,1,NA,13,NA,NA,NA,NA,NA,5,NA,NA,24,19,NA,NA,NA
"336","Rómulo Otero Vásquez","Otero","https://s.glbimg.com/es/sde/f/2017/04/03/9fe40eece7847c6e2d8feca1248f43a9_FORMATO.png",83004,16,"ATL","mei","Suspenso",1.3,6.48,-0.17,1.56,9,"Atlético-MG",3,6,14,NA,6,6,NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","Giovanni Aparecido Adriano dos Santos","Giovanni","https://s.glbimg.com/es/sde/f/2017/04/03/54ca82f676684e32e2092814be84c655_FORMATO.png",68979,16,"ATL","gol","Nulo",-1.3,4.47,-1.53,-1.3,1,"Atlético-MG",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA
"338","Giovanni Augusto Oliveira Cardoso","Giovanni Augusto","https://s.glbimg.com/es/sde/f/2017/04/19/c4d5da0001a31ba757c52ea56bf8cb21_FORMATO.png",68938,16,"COR","mei","Dúvida",5.6,6.03,0.46,1.77,3,"Corinthians",NA,NA,NA,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","João Vitor Lima Gomes","João Vitor","https://s.glbimg.com/es/sde/f/2017/05/02/4b0d7dac70db84093f533231220f3287_FORMATO.png",68987,16,"PON","mei","Contundido",0,5,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","Wallace Reis da Silva","Wallace Reis ","https://s.glbimg.com/es/sde/f/2017/07/13/cfd4ab0585b820c82ceaede6f0779b5a_FORMATO.png",68958,16,"VIT","zag","Provável",2.6,6.81,-0.18,4.5,2,"Vitória",1,1,6,NA,6,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"341","Gustavo dos Santos","Gustavo Santos","https://s.glbimg.com/es/sde/f/2017/04/28/66d8349d86cb0a157df269d3cbb425b6_FORMATO.png",68986,16,"AVA","lat","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","Patrick Bezerra do Nascimento","Patrick","https://s.glbimg.com/es/sde/f/2017/06/07/0219a437ca7aaad582008a68c498172f_FORMATO.png",83433,16,"SPO","mei","Provável",5.2,10.51,-0.6,5.6,12,"Sport",1,19,20,NA,38,41,NA,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA
"343","Régis Ribeiro de Souza","Régis Souza","https://s.glbimg.com/es/sde/f/2017/06/22/f0877c550c7c04d26f2b6c19b1028f8f_FORMATO.png",68995,16,"BAH","lat","Provável",0,2.15,0,-0.2,3,"Bahia",1,NA,3,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","Hélio Hermito Zampier Neto","Neto","https://s.glbimg.com/es/sde/f/2016/04/27/f217614f7ad8e77684e58501d147fa3a_FORMATO.png",69008,16,"CHA","zag","Contundido",0,5,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","João Carlos Heidemann","João Carlos","https://s.glbimg.com/es/sde/f/2017/05/02/d7292ead1ddbe03d301309fe8a47b770_FORMATO.png",69010,16,"PON","gol","Nulo",0,5,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","Aderbar Melo dos Santos Neto","Santos","https://s.glbimg.com/es/sde/f/2017/04/23/27e1cdc40e6cfe45b59a89f20a9a2b4f_FORMATO.png",69012,16,"ATL","gol","Nulo",0,5.43,0,3.35,2,"Atlético-PR",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,2,2,NA,NA,NA
"347","Judivan Flor da Silva","Judivan ","https://s.glbimg.com/es/sde/f/2017/04/23/f49ad5df5316c41a536cbc083724ee17_FORMATO.png",89190,16,"CRU","ata","Nulo",0,4,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","Thiago Martins Bueno","Thiago Martins","https://s.glbimg.com/es/sde/f/2017/04/18/b86553b5909b0a40f413b27a550ececd_FORMATO.png",83615,16,"PAL","zag","Contundido",0,5,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","Deivid Willian da Silva","Deivid","https://s.glbimg.com/es/sde/f/2017/04/23/7fa8d8853f5f9b5502dcde923aababee_FORMATO.png",69018,16,"ATL","mei","Nulo",0,5.04,0,0.48,5,"Atlético-PR",2,3,5,NA,5,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"350","Manoel Messias Silva Carvalho","Manoel","https://s.glbimg.com/es/sde/f/2016/04/29/34d00289aba9d71e705b5b7a470861b8_FORMATO.png",69014,16,"CRU","zag","Nulo",0,10,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","Fagner Ironi Daponte","Fagner Alemão","https://s.glbimg.com/es/sde/f/2017/04/28/d93e226df0beb6346213a1a809c8f7fc_FORMATO.png",83522,16,"AVA","lat","Provável",12.3,10.99,1.76,4.68,13,"Avaí",1,6,9,4,35,24,NA,1,3,NA,6,NA,NA,NA,NA,NA,NA,NA
"352","Paulo Sérgio de Oliveira","Paulinho","https://s.glbimg.com/es/sde/f/2017/07/07/b665d8639383dbe3e6bc9401b9dadddb_FORMATO.png",69016,16,"ATL","mei","Provável",16.3,6.23,4.15,4.1,4,"Atlético-GO",1,9,7,NA,12,6,NA,2,4,NA,NA,1,NA,NA,NA,NA,NA,NA
"353"," Eduardo José Diniz Costa","Eduardo","https://s.glbimg.com/es/sde/f/2017/04/27/2d3afcc034a28fc71b3d6ce56582b860_FORMATO.png",69036,16,"ATL","lat","Nulo",0,0.79,0,-0.66,7,"Atlético-GO",1,9,3,1,14,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
