"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","FC","FS","I","PE","RB","A","FD","FF","FT","SG","G","CV","DD","GS","DP","PP","GC"
"623","Jonathan da Silveira Fernandes Reis","Fernandes","https://s.glbimg.com/es/sde/f/2016/05/20/02861c5449623b3038673b374f31d53e_FORMATO.png",90399,16,"BOT","mei","Nulo",-0.1,3.09,-0.16,-0.13,3,"Botafogo",NA,NA,2,NA,7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624","Ronaldo da Silva Souza","Ronaldo","https://s.glbimg.com/es/sde/f/2017/04/24/a7cc055787fa2bae6bf37d7cd2009e85_FORMATO.png",92981,16,"FLA","mei","Nulo",0,3,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","Aderllan Leandro de Jesus Santos","Aderllan Santos","https://s.glbimg.com/es/sde/f/2017/07/20/7efccafc0e0c165bd5e9036a50890fbc_FORMATO.png",93296,16,"SAO","zag","Nulo",0,6,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626","Thiago Nascimento dos Santos","Thiago Santos","https://s.glbimg.com/es/sde/f/2017/04/24/da02549341377bcfce44aee65a275298_FORMATO.png",93151,16,"FLA","ata","Nulo",0,2,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627","Marlon Rodrigues Xavier","Marlon","https://s.glbimg.com/es/sde/f/2017/07/25/ee065470bf0b5a13c2bd5b1ee638967a_FORMATO.png",91706,16,"FLU","lat","Provável",0,5,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628","Adryelson Shawann Lima Silva","Adryelson","https://s.glbimg.com/es/sde/f/2016/05/01/486323894355978b9458b0d2217d92bf_FORMATO.png",91664,16,"SPO","zag","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","Leonardo Rodrigues Lima","Léo Jabá","https://s.glbimg.com/es/sde/f/2017/04/23/058bb73bb130e252611095356510dc58_FORMATO.png",92191,16,"COR","ata","Nulo",0,3.68,0,1.2,1,"Corinthians",NA,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","João Paulo Queiroz Moraes","João Paulo","https://s.glbimg.com/es/sde/f/2017/02/21/50d51a803a4e921b5b978262371212c1_FORMATO.png",91972,16,"BAH","ata","Provável",1.5,3.81,0.04,3.57,7,"Bahia",NA,4,12,NA,5,NA,NA,3,5,NA,NA,2,NA,NA,NA,NA,NA,NA
"631","Lucas Veríssimo da Silva","Lucas Veríssimo","https://s.glbimg.com/es/sde/f/2017/05/02/0198bbb1258bc8a618b6ef67781a60a6_FORMATO.png",93368,16,"SAN","zag","Provável",0,7.28,0,4.21,14,"Santos",3,9,5,1,22,14,NA,3,3,NA,9,NA,NA,NA,NA,NA,NA,NA
"632","Adniellyson da Silva Oliveira","Silva","https://s.glbimg.com/es/sde/f/2017/04/27/44c5ab48a8a0e8c7c33de52bdb5af46b_FORMATO.png",91917,16,"ATL","mei","Nulo",0,2.65,0,1.28,6,"Atlético-GO",1,15,6,NA,6,9,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","Moisés Roberto Barbosa","Moisés","https://s.glbimg.com/es/sde/f/2017/04/20/341682456801d7e2449a82062f6ef9be_FORMATO.png",90444,16,"COR","lat","Nulo",0,3.61,0,6.1,1,"Corinthians",NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","Rodrigo Nascimento França ","Rodrigo Becão","https://s.glbimg.com/es/sde/f/2017/02/21/4cecb2d3b0bd0d5da24fc2c3b6d7b170_FORMATO.png",93369,16,"BAH","zag","Nulo",0,3.42,0,2.16,5,"Bahia",1,4,4,NA,8,5,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"635","Augusto de Souza Silva","Augusto","https://s.glbimg.com/es/sde/f/2017/04/18/4e94d8b6d0b298c84f952ecfac2c11eb_FORMATO.png",93378,16,"PAL","zag","Nulo",0,1,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","Marciel Silva da Silva","Marciel","https://s.glbimg.com/es/sde/f/2017/04/23/cf2fd75fe95a351dd06a29fbc12519b7_FORMATO.png",91714,16,"COR","mei","Nulo",0,3,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","Peterson Silvino da Cruz","Peu","https://s.glbimg.com/es/sde/f/2017/07/25/a5c72908fbb4a7ab1dd71e0511ddb5ee_FORMATO.png",93739,16,"FLU","ata","Nulo",3.2,1.46,0.46,3.2,1,"Fluminense",NA,NA,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","Lucas Marques de Oliveira","Lucas Marques","https://s.glbimg.com/es/sde/f/2017/04/24/4c115f9e09a83e602fdd887b5915ae16_FORMATO.png",91973,16,"CHA","mei","Provável",1.9,2.09,0.33,3.17,6,"Chapecoense",2,11,3,NA,17,6,NA,1,2,1,NA,2,NA,NA,NA,NA,NA,NA
"639","Matheus Henrique Cassini de Paula","Matheus Cassini","https://s.glbimg.com/es/sde/f/2017/05/02/49a8092ff1d3ff3eb1402aa7333a8a1a_FORMATO.png",91715,16,"PON","mei","Nulo",0,2,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640","Guilherme Henrique Silva Nogueira","Guilherme",NA,93490,16,"PON","gol","Nulo",0,2,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","Gabriel Félix dos Santos","Gabriel Félix","https://s.glbimg.com/es/sde/f/2017/04/06/54685bfd304a178fd3107aaf6fb0db2f_FORMATO.png",92057,16,"VAS","gol","Nulo",0,2,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","Caíque França Godoy","Caíque França","https://s.glbimg.com/es/sde/f/2017/04/19/02fc5dc63c312d6868d30a24d373ba30_FORMATO.png",91808,16,"COR","gol","Nulo",0,2,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","Alan Cardoso de Andrade","Alan Cardoso","https://s.glbimg.com/es/sde/f/2017/05/24/7fd89a2cf130263868b36903498c1059_FORMATO.png",93785,16,"VAS","lat","Nulo",0,1.21,0,-1.3,1,"Vasco",1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","Everson Bispo Pereira","Everson","https://s.glbimg.com/es/sde/f/2017/07/04/87c22a7d1e8a2451375d85c6c9d68df9_FORMATO.png",91929,16,"BAH","zag","Nulo",0,2,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","Igor Henrique Martins Machado","Igor","https://s.glbimg.com/es/sde/f/2017/04/27/1869f3cf1e00c12ad0d7b7f267efd47e_FORMATO.png",93551,16,"ATL","mei","Provável",4.4,4.24,0.99,1.91,11,"Atlético-GO",5,40,19,3,25,19,NA,6,6,NA,NA,1,NA,NA,NA,NA,NA,NA
"646","Evander da Silva Ferreira","Evander","https://s.glbimg.com/es/sde/f/2017/04/06/2df6998f5d8a75cf5337b55ad525fd7d_FORMATO.png",93788,16,"VAS","mei","Nulo",0,1.3,0,-0.37,3,"Vasco",1,3,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","Mauro Joel Carli","Joel Carli","https://s.glbimg.com/es/sde/f/2016/05/20/6a298f9b1dd5a88146f9f926e4b91a1b_FORMATO.png",93414,16,"BOT","zag","Provável",0,10.39,0,3.07,11,"Botafogo",6,19,6,1,29,13,1,NA,2,NA,5,1,NA,NA,NA,NA,NA,NA
"648","Caio Monteiro Costa","Caio Monteiro","https://s.glbimg.com/es/sde/f/2017/04/06/1be1912d42afdf3054cbab8eb7709907_FORMATO.png",93789,16,"VAS","ata","Nulo",0,2.53,0,4.1,2,"Vasco",NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"649","Alecsandro Barbosa Felisbino","Alecsandro","https://s.glbimg.com/es/sde/f/2017/05/25/b470b28b3b68d95eff43163148c236f8_FORMATO.png",37673,16,"COR","ata","Nulo",-1.3,2.03,-0.16,-1.53,9,"Coritiba",4,15,5,4,16,4,NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA
"650","Leonardo da Silva Vieira","Leo","https://s.glbimg.com/es/sde/f/2017/07/18/dd2adabdce6caff908a95423d97b791b_FORMATO.png",71043,16,"ATL","gol","Nulo",0,3,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","Federico Mancuello","Mancuello","https://s.glbimg.com/es/sde/f/2017/04/24/8f9b227031fc772ea2210db5d441a2e5_FORMATO.png",71066,16,"FLA","mei","Nulo",0,6.11,0,2.13,6,"Flamengo",2,4,3,1,7,5,NA,2,2,NA,NA,1,NA,NA,NA,NA,NA,NA
"652","Michel Fernandes Bastos","Michel Bastos","https://s.glbimg.com/es/sde/f/2017/04/18/fa3a79559d24615c5cf4229992d82324_FORMATO.png",37607,16,"PAL","mei","Nulo",0,4.78,0,1.22,9,"Palmeiras",3,6,4,2,30,9,1,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","Gilson Kleina","Gilson Kleina","https://s.glbimg.com/es/sde/f/2017/04/25/170c293b8b336044ef9d06f703796fcc_FORMATO.png",37306,16,"PON","tec","Provável",6.8,12.95,0.02,4.03,16,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","Andrey Ramos do Nascimento","Andrey","https://s.glbimg.com/es/sde/f/2017/04/06/f30ccd95961eb8e4131995d63a8fcc34_FORMATO.png",93787,16,"VAS","mei","Nulo",0,0.79,0,0.85,2,"Vasco",1,1,4,NA,3,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655","Leonardo Cittadini","Léo Cittadini","https://s.glbimg.com/es/sde/f/2017/05/02/6694b4703f10f789b166d7ca4f6f764e_FORMATO.png",70986,16,"SAN","mei","Nulo",0,2.62,0,-0.25,2,"Santos",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","Paulo André Cren Benini","Paulo André","https://s.glbimg.com/es/sde/f/2017/04/23/755b6b8cfd82322b66a137677617403d_FORMATO.png",37604,16,"ATL","zag","Provável",-0.7,3.64,-0.98,1.02,9,"Atlético-PR",2,7,8,NA,23,8,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"657","Rafael Marques Pinto","Rafael Marques","https://s.glbimg.com/es/sde/f/2017/04/24/b057662177ede29cb7aec5d2426bea3b_FORMATO.png",37623,16,"VAS","zag","Provável",3.1,2.33,1.14,0.44,8,"Vasco",2,10,3,2,19,5,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA
"658","Roberto Heuchayer Santos de Araújo","Roberto","https://s.glbimg.com/es/sde/f/2017/02/07/bd63265bf249fbc736e2f3394d51c141_FORMATO.png",71116,16,"CHA","lat","Nulo",0,4,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","Cristian Mark Junio Nascimento Oliveira Baroni","Cristian","https://s.glbimg.com/es/sde/f/2017/04/19/9884b370f7327ae579c283e865aabf79_FORMATO.png",37608,16,"COR","mei","Nulo",0,4,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","Rodrigo Baldasso da Costa","Rodrigo","https://s.glbimg.com/es/sde/f/2017/06/13/a5cb57a41ef2b2308c98b76ba24b430a_FORMATO.png",37644,16,"PON","zag","Provável",3.9,8.97,-0.34,3.32,11,"Ponte Preta",2,6,17,1,21,9,NA,3,5,NA,5,NA,1,NA,NA,NA,NA,NA
"661","Marlon Rodrigues Freitas","Marlon Freitas","https://s.glbimg.com/es/sde/f/2017/07/25/5f543b587dc26c78db561254c104e7c5_FORMATO.png",93790,16,"FLU","mei","Dúvida",3.8,3.27,1.38,1.75,4,"Fluminense",1,10,4,NA,11,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","Nilmar Honorato da Silva","Nilmar","https://s.glbimg.com/es/sde/f/2015/01/15/a8e42c4983ac87ffae524122491a9824_FORMATO.jpeg",37653,16,"SAN","ata","Nulo",0,8,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","Ebert Willian Amâncio","Betão","https://s.glbimg.com/es/sde/f/2017/04/28/892740eaee3f590710c5572d2e84bbd1_FORMATO.png",37646,16,"AVA","zag","Provável",4.5,7.3,0.68,2.59,15,"Avaí",4,11,15,NA,35,11,NA,1,1,NA,7,NA,NA,NA,NA,NA,NA,NA
"664","Cleiton Schwengber","Cleiton","https://s.glbimg.com/es/sde/f/2017/04/03/ef54b93128f4d412c55c7cd27c83323b_FORMATO.png",93882,16,"ATL","gol","Nulo",0,1.85,0,4.9,1,"Atlético-MG",NA,NA,1,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"665","Vinícius Goes Barbosa de Souza","Vinícius","https://s.glbimg.com/es/sde/f/2017/06/01/a4f3ac6a4a79eebb1b9a2ec9388773ad_FORMATO.png",71162,16,"BAH","mei","Provável",1.9,7.34,0.58,2.03,13,"Bahia",2,10,8,NA,28,6,1,3,8,NA,NA,2,NA,NA,NA,NA,NA,NA
"666","Marcelo Mendonça de Mattos Terra","Marcelo Mattos","https://s.glbimg.com/es/sde/f/2017/04/24/9a29fddd4a0809d8eddbb3392169730b_FORMATO.png",37645,16,"VAS","mei","Contundido",0,4,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","Márcio Almeida de Oliveira","Marcinho","https://s.glbimg.com/es/sde/f/2017/04/18/82f4f9a2d122680dcc40e55727214711_FORMATO.png",93797,16,"BOT","lat","Contundido",0,3,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","Rafael Martiniano de Miranda Moura","Rafael Moura","https://s.glbimg.com/es/sde/f/2017/04/03/0262cdf9cadf70eee005c277def421cb_FORMATO.png",37655,16,"ATL","ata","Provável",-1.7,4.46,-0.34,1.15,13,"Atlético-MG",1,21,16,9,12,2,NA,4,6,1,NA,2,NA,NA,NA,NA,1,NA
"669","Patrick Luan dos Santos","Patrick Luan","https://s.glbimg.com/es/sde/f/2017/07/25/2d9389fe90f695a0986db9d4d6c5b7b4_FORMATO.png",98401,16,"FLU","ata","Nulo",0,1,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","Lucas Oliveira de França","Lucas França","https://s.glbimg.com/es/sde/f/2017/04/22/c63baf2496083057957e4f2bd2ac3847_FORMATO.png",93869,16,"CRU","gol","Nulo",0,3,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671","Felipe Augusto Santana","Felipe Santana","https://s.glbimg.com/es/sde/f/2017/02/19/6ca71225c6186e7ca8dfcf1ac0111b14_FORMATO.png",42140,16,"ATL","zag","Contundido",0,9.11,0,3.69,8,"Atlético-MG",NA,7,6,1,14,9,1,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA
"672","Luis Oscar González","Lucho González","https://s.glbimg.com/es/sde/f/2017/04/23/3b471798626f6a04ef3427efb99d1c23_FORMATO.png",71479,16,"ATL","mei","Provável",0,5.49,0,-0.6,10,"Atlético-PR",2,13,10,2,36,8,NA,NA,4,NA,NA,NA,1,NA,NA,NA,NA,NA
"673","Eduardo Luís Abonizio de Souza","Edu Dracena","https://s.glbimg.com/es/sde/f/2017/04/18/68cf33625460a96d2a432f93ecc21db5_FORMATO.png",37657,16,"PAL","zag","Nulo",0,8.45,0,3.3,7,"Palmeiras",1,10,10,2,5,6,NA,1,2,NA,3,NA,NA,NA,NA,NA,NA,NA
"674","Fábio Deivson Lopes Maciel","Fábio","https://s.glbimg.com/es/sde/f/2017/04/05/8723e1fa0950cb91f4b5c39409f23d85_FORMATO.png",37656,16,"CRU","gol","Provável",-2,11.59,-1.08,3.22,16,"Cruzeiro",NA,1,2,NA,7,NA,NA,NA,NA,NA,5,NA,NA,20,16,NA,NA,NA
"675","Thiago Heleno Henrique Ferreira","Thiago Heleno","https://s.glbimg.com/es/sde/f/2017/04/23/1f11c20ef0f3dc5415e347a5080e0877_FORMATO.png",38394,16,"ATL","zag","Provável",-1.8,7.53,-1.52,2.74,11,"Atlético-PR",4,14,5,NA,25,11,NA,NA,5,NA,4,1,NA,NA,NA,NA,NA,NA
"676","Jonathan Cícero Moreira","Jonathan","https://s.glbimg.com/es/sde/f/2017/04/23/2e9071da78a7b84be87644f435c375ea_FORMATO.png",37662,16,"ATL","lat","Nulo",0,8.74,0,3.64,12,"Atlético-PR",3,9,13,NA,35,14,1,NA,2,NA,4,1,NA,NA,NA,NA,NA,NA
"677","Márcio Rodrigues Araújo","Márcio Araújo","https://s.glbimg.com/es/sde/f/2017/04/24/034006de65f23dc6ad944d4cbe1fd5d4_FORMATO.png",38311,16,"FLA","mei","Provável",0,8.54,0,3.16,15,"Flamengo",2,18,22,NA,26,32,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","Jadson Rodrigues da Silva","Jadson","https://s.glbimg.com/es/sde/f/2017/04/23/74a0bb24699753dd991412e8c67a1623_FORMATO.png",38315,16,"COR","mei","Contundido",0,9.2,0,1.97,14,"Corinthians",2,13,5,3,68,7,1,3,8,NA,NA,4,NA,NA,NA,NA,NA,NA
"679","Luis Antônio Venker de Menezes","Mano Menezes","https://s.glbimg.com/es/sde/f/2016/08/09/246730e80d7ef5af15c8b59b8491c289_FORMATO.png",37281,16,"CRU","tec","Provável",2.41,12.3,0.01,3.66,16,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","Rafael da Silva Francisco","Rafinha","https://s.glbimg.com/es/sde/f/2017/04/22/b38b67b4598e604b5f9219b7e65d47d7_FORMATO.png",38421,16,"CRU","mei","Nulo",0,5.96,0,1.41,7,"Cruzeiro",NA,8,14,NA,19,7,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","Felipe Melo de Carvalho","Felipe Melo","https://s.glbimg.com/es/sde/f/2017/04/18/d1031b5a0a0783e2fc55c0668ef4d8de_FORMATO.png",38545,16,"PAL","mei","Nulo",0,8.27,0,2.04,5,"Palmeiras",2,10,9,NA,10,9,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","Cícero Santos","Cícero","https://s.glbimg.com/es/sde/f/2017/02/18/6e1bc225f8c1e82f9bea52b09540dd3a_FORMATO.png",37688,16,"SAO","mei","Nulo",-0.7,4.28,-0.06,-0.81,10,"São Paulo",2,18,7,2,16,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","Edílson Mendes Guimarães","Edílson","https://s.glbimg.com/es/sde/f/2017/04/23/01562d5599dfea4ea49171288751df8a_FORMATO.png",38523,16,"GRE","lat","Provável",3.4,10.6,0.34,3.15,12,"Grêmio",4,20,7,1,29,15,NA,3,5,NA,5,1,NA,NA,NA,NA,1,NA
"684","Wagner Ferreira dos Santos","Wagner","https://s.glbimg.com/es/sde/f/2017/04/06/359066aa5d28530d44010771094091ab_FORMATO.png",37674,16,"VAS","mei","Nulo",0,4.96,0,1.14,7,"Vasco",NA,10,7,2,12,3,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"685","Fábio Ferreira da Silva","Fábio Ferreira","https://s.glbimg.com/es/sde/f/2017/05/02/dfab84ee22e942e61a82ff8910b56353_FORMATO.png",38425,16,"PON","zag","Nulo",0,5,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","Cleiton Ribeiro Xavier","Cleiton Xavier","https://s.glbimg.com/es/sde/f/2017/02/18/12b5f4babe911d2c08e5e106d926ef3d_FORMATO.png",38530,16,"VIT","mei","Nulo",0,6.7,0,2.26,13,"Vitória",1,16,8,1,42,12,3,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","Diego Cavalieri","Diego Cavalieri","https://s.glbimg.com/es/sde/f/2017/07/25/e9e063853438a8237b3f988c83e35607_FORMATO.png",38431,16,"FLU","gol","Nulo",0,3.91,0,-1,3,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA
"688","Douglas dos Santos","Douglas","https://s.glbimg.com/es/sde/f/2017/04/23/fa6eb12f4d4fee6467bb3bb75ccc55ce_FORMATO.png",38738,16,"GRE","mei","Contundido",0,14,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","Henrique Pacheco de Lima","Henrique","https://s.glbimg.com/es/sde/f/2016/04/29/3ee91a269e77c0defb08f1fee38c0aff_FORMATO.png",37694,16,"CRU","mei","Provável",3.4,4.76,0.32,1.21,10,"Cruzeiro",3,9,11,NA,26,15,NA,3,2,NA,NA,NA,1,NA,NA,NA,NA,NA
"690","Lucas Pierre Santos Oliveira","Pierre","https://s.glbimg.com/es/sde/f/2017/07/25/2b0656054e6766c7389fc96b6a00cbde_FORMATO.png",38440,16,"FLU","mei","Contundido",0,3.54,0,0,1,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","Danilo Verón Bairros","Danilinho","https://s.glbimg.com/es/sde/f/2017/07/18/67111050a2c2d4213b8625c1326c1fe3_FORMATO.png",38617,16,"VIT","ata","Nulo",0,5,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692","Anderson Hernanes de Carvalho Andrade Lima","Hernanes","https://s.glbimg.com/es/sde/f/2017/07/25/c8d6e4905b3131ebe8cdc8c1c8b432fd_FORMATO.png",38648,16,"SAO","mei","Dúvida",0,13,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","Renato Dirnei Florêncio","Renato","https://s.glbimg.com/es/sde/f/2017/05/02/ce9c1e5d21a2efec50dbdc2870d5a8c9_FORMATO.png",38908,16,"SAN","mei","Contundido",0,6.39,0,1.65,10,"Santos",NA,6,14,NA,23,11,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694","Eder Luis de Oliveira","Eder Luis","https://s.glbimg.com/es/sde/f/2017/04/27/a624683a1be2238af9bf43179557bd20_FORMATO.png",38508,16,"VAS","ata","Nulo",0,2.34,0,0,1,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695","Leonardo da Silva Moura","Léo Moura","https://s.glbimg.com/es/sde/f/2017/04/23/7277c35fed3ff5f997fbf230b96586e4_FORMATO.png",37701,16,"GRE","lat","Contundido",0,11.81,0,6.02,4,"Grêmio",NA,2,6,1,11,5,NA,1,2,NA,3,NA,NA,NA,NA,NA,NA,NA
"696","Diego Ribas da Cunha","Diego","https://s.glbimg.com/es/sde/f/2017/04/24/98708ecaf48555700b1ca390667c77fb_FORMATO.png",38909,16,"FLA","mei","Provável",0,20.08,0,6.33,12,"Flamengo",NA,15,45,5,53,17,2,5,10,NA,NA,4,NA,NA,NA,NA,1,NA
"697","Levir Culpi","Levir Culpi","https://s.glbimg.com/es/sde/f/2017/06/14/136e0a7f3e7fc28586ac419c9c08efd2_FORMATO.png",40025,16,"SAN","tec","Provável",8.56,11.39,1.15,4.6,10,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698","José Renato da Silva Júnior","Renato","https://s.glbimg.com/es/sde/f/2017/07/25/51728a46f746d0ab5fe9985a3f913559_FORMATO.png",39572,16,"FLU","lat","Dúvida",-1.8,3.07,-0.14,1.05,7,"Fluminense",2,10,7,NA,14,4,NA,1,6,NA,1,NA,NA,NA,NA,NA,NA,NA
"699","Anderson Luís de Abreu Oliveira","Anderson","https://s.glbimg.com/es/sde/f/2017/04/24/0dc186897635dc55867be6cf89a3666a_FORMATO.png",38852,16,"COR","mei","Contundido",0,4.21,0,0.82,5,"Coritiba",2,7,7,NA,17,6,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
