atletas.nome,atletas.atleta_id,atletas.apelido,atletas.foto,atletas.rodada_id,atletas.clube_id,atletas.posicao_id,atletas.clube.id.full.name,atletas.status_id,atletas.pontos_num,atletas.preco_num,atletas.variacao_num,atletas.media_num,atletas.jogos_num,athletes.atletas.scout,PE,SG,FC,FS,I,RB,FD,A,G,FF,DD,CA,GS,FT,CV,PP,DP,GC,home_score,away_score,goals_dif,casa,opponent
Marcos Antônio Almeida Silva,78856,Marcão Silva,https://s.glbimg.com/es/sde/f/2017/04/27/1fdbc57e3b15e752149d530d7425e5d3_FORMATO.png,7,ATL,mei,Atlético-GO,Provável,0.0,6.45,0.0,2.68,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,Casa,Avaí
André Andrade de Castro,82754,André Castro,https://s.glbimg.com/es/sde/f/2017/05/11/9b573723fd4d39c5179b8dfc70e31b3f_FORMATO.png,7,ATL,mei,Atlético-GO,Provável,3.3,1.82,1.01,0.72,6,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,Casa,Avaí
Breno Gonçalves Lopes,86411,Breno Lopes,https://s.glbimg.com/es/sde/f/2017/05/19/68d8c5dda3ea6323520ddfd58086f176_FORMATO.png,7,ATL,lat,Atlético-GO,Provável,1.6,3.29,0.26,2.47,3,0.0,6.0,0.0,3.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,Casa,Avaí
Eduardo Gabriel dos Santos Bauermann,86970,Eduardo Gabriel,https://s.glbimg.com/es/sde/f/2017/05/25/590ba3c156c116d43014e1e9b5d4e74f_FORMATO.png,7,ATL,zag,Atlético-GO,Provável,-0.3,2.23,-0.38,2.13,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,Casa,Avaí
Andrigo Oliveira de Araujo,89930,Andrigo,https://s.glbimg.com/es/sde/f/2017/05/19/78c75bce6fe9af97abe3a17761c64821_FORMATO.png,7,ATL,mei,Atlético-GO,Provável,9.6,5.1,2.85,2.29,7,0.0,3.0,0.0,3.0,3.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,Casa,Avaí
Bruno de Jesus Pacheco,90061,Bruno Pacheco,https://s.glbimg.com/es/sde/f/2017/04/27/fcbcf7704c49830f8c99c33ecbadb435_FORMATO.png,7,ATL,lat,Atlético-GO,Provável,5.4,8.19,0.83,2.85,7,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,Casa,Avaí
Luiz Fernando Moraes dos Santos,90715,Luiz Fernando ,https://s.glbimg.com/es/sde/f/2017/04/27/50e52c4a6961abbf9a5a1232332cdfd3_FORMATO.png,7,ATL,mei,Atlético-GO,Nulo,-1.3,2.29,-0.59,0.98,5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,Casa,Avaí
Adniellyson da Silva Oliveira,91917,Silva,https://s.glbimg.com/es/sde/f/2017/04/27/44c5ab48a8a0e8c7c33de52bdb5af46b_FORMATO.png,7,ATL,mei,Atlético-GO,Nulo,1.4,3.29,-0.61,3.85,2,0.0,0.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,Casa,Avaí
Igor Henrique Martins Machado,93551,Igor,https://s.glbimg.com/es/sde/f/2017/04/27/1869f3cf1e00c12ad0d7b7f267efd47e_FORMATO.png,7,ATL,mei,Atlético-GO,Provável,5.5,3.76,1.53,1.03,6,0.0,1.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,Casa,Avaí
José Roberto da Silva Júnior,36612,Zé Roberto,https://s.glbimg.com/es/sde/f/2017/04/18/8397713ec780be3eaf28ae8d848c2736_FORMATO.png,7,PAL,lat,Palmeiras,Dúvida,-0.4,7.28,-0.47,1.77,3,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Fora,Santos
Michel Fernandes Bastos,37607,Michel Bastos,https://s.glbimg.com/es/sde/f/2017/04/18/fa3a79559d24615c5cf4229992d82324_FORMATO.png,7,PAL,mei,Palmeiras,Nulo,0.0,5.01,0.0,0.44,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Fora,Santos
Eduardo Luís Abonizio de Souza,37657,Edu Dracena,https://s.glbimg.com/es/sde/f/2017/04/18/68cf33625460a96d2a432f93ecc21db5_FORMATO.png,7,PAL,zag,Palmeiras,Provável,1.1,9.23,-0.78,4.55,4,0.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Fora,Santos
Fernando Buttenbender Prass,38140,Fernando Prass,https://s.glbimg.com/es/sde/f/2016/05/01/493488441bb751ad5dbdb042a318599f_FORMATO.png,7,PAL,gol,Palmeiras,Provável,7.0,16.07,0.63,5.61,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Fora,Santos
Willian Gomes de Siqueira,42116,Willian,https://s.glbimg.com/es/sde/f/2017/04/18/8ce197bf5176cc970a5782466268bd80_FORMATO.png,7,PAL,ata,Palmeiras,Provável,0.3,4.86,-0.99,0.6,7,0.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Fora,Santos
Jean Raphael Vanderlei Moreira,62047,Jean,https://s.glbimg.com/es/sde/f/2017/04/18/84289863d6f3328bec523c3cfeadb268_FORMATO.png,7,PAL,lat,Palmeiras,Nulo,0.4,14.38,-0.57,3.5,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Fora,Santos
Alejandro Abraham Guerra Morales,74213,Alejandro Guerra,https://s.glbimg.com/es/sde/f/2017/02/19/fa873321a36da270244cf230ac534a50_FORMATO.png,7,PAL,mei,Palmeiras,Provável,0.5,12.34,-1.54,4.08,5,0.0,5.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Fora,Santos
Thiago dos Santos,78855,Thiago Santos,https://s.glbimg.com/es/sde/f/2017/04/18/2d51cc56ccd1291d116060e00ca663b6_FORMATO.png,7,PAL,mei,Palmeiras,Provável,11.1,6.53,2.28,2.9,5,0.0,2.0,0.0,3.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Fora,Santos
Antônio Carlos Cunha Capocasali Júnior,79702,Antônio Carlos ,https://s.glbimg.com/es/sde/f/2017/04/18/5b3fcb4c6c1625d8e38d933619f9e42a_FORMATO.png,7,PAL,zag,Palmeiras,Nulo,2.9,2.66,0.83,-0.37,3,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Fora,Santos
Mayke Rocha de Oliveira,81150,Mayke,https://s.glbimg.com/es/sde/f/2017/05/19/0c4040195eb2210f37198e62876f4dc1_FORMATO.png,7,PAL,lat,Palmeiras,Provável,-0.3,5.69,-0.69,2.15,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Fora,Santos
Marcos da Silva França,86485,Keno,https://s.glbimg.com/es/sde/f/2017/04/18/ab0e22f1ff91a12ce2e88a367450bf03_FORMATO.png,7,PAL,ata,Palmeiras,Dúvida,-0.5,5.13,-1.41,1.47,7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Fora,Santos
Danilo das Neves Pinheiro,86686,Tchê Tchê,https://s.glbimg.com/es/sde/f/2016/05/20/2b96e76d6b1e3f8fc29f37d9dfe90206_FORMATO.jpeg,7,PAL,mei,Palmeiras,Provável,-0.5,7.65,-0.27,1.77,7,0.0,2.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Fora,Santos
Róger Krug Guedes,89898,Róger Guedes,https://s.glbimg.com/es/sde/f/2017/04/18/8320b12c035d14425a7a1685c28eea51_FORMATO.png,7,PAL,ata,Palmeiras,Provável,3.8,6.68,-1.32,2.75,7,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Fora,Santos
José Carlos Ferreira Júnior,92182,Juninho,https://s.glbimg.com/es/sde/f/2017/05/19/c9034f677a1130c41ddac32cafd3e7b5_FORMATO.png,7,PAL,zag,Palmeiras,Provável,5.5,10.11,-0.14,4.16,5,0.0,5.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Fora,Santos
Raphael Cavalcante Veiga,94509,Raphael Veiga,https://s.glbimg.com/es/sde/f/2017/04/18/7f93c8857d2480594a996b33e07528f7_FORMATO.png,7,PAL,mei,Palmeiras,Nulo,0.5,4.75,-0.41,1.1,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Fora,Santos
Jonathan Cícero Moreira,37662,Jonathan,https://s.glbimg.com/es/sde/f/2017/04/23/2e9071da78a7b84be87644f435c375ea_FORMATO.png,7,ATL,lat,Atlético-PR,Provável,4.2,6.94,0.89,1.95,6,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Fora,Atlético-MG
Edinaldo Batista Libânio,38230,Grafite,https://s.glbimg.com/es/sde/f/2017/04/23/4fec179a98d9e087859253a2bbf830e4_FORMATO.png,7,ATL,ata,Atlético-PR,Provável,-0.2,7.6,-0.31,1.04,5,0.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Fora,Atlético-MG
Thiago Heleno Henrique Ferreira,38394,Thiago Heleno,https://s.glbimg.com/es/sde/f/2017/04/23/1f11c20ef0f3dc5415e347a5080e0877_FORMATO.png,7,ATL,zag,Atlético-PR,Dúvida,8.0,9.39,1.5,4.14,5,0.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Fora,Atlético-MG
Aderbar Melo dos Santos Neto,69012,Santos,https://s.glbimg.com/es/sde/f/2017/04/23/27e1cdc40e6cfe45b59a89f20a9a2b4f_FORMATO.png,7,ATL,gol,Atlético-PR,Nulo,8.0,5.43,1.94,3.35,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Fora,Atlético-MG
Deivid Willian da Silva,69018,Deivid,https://s.glbimg.com/es/sde/f/2017/04/23/7fa8d8853f5f9b5502dcde923aababee_FORMATO.png,7,ATL,mei,Atlético-PR,Provável,0.7,5.51,-1.49,0.7,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Fora,Atlético-MG
Maycon Vinícius Ferreira da Cruz,69705,Nikão,https://s.glbimg.com/es/sde/f/2017/04/23/f0381b648963d11c0a911835d6b060da_FORMATO.png,7,ATL,mei,Atlético-PR,Provável,2.5,8.48,-0.33,3.25,6,0.0,4.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Fora,Atlético-MG
Luis Oscar González,71479,Lucho González,https://s.glbimg.com/es/sde/f/2017/04/23/3b471798626f6a04ef3427efb99d1c23_FORMATO.png,7,ATL,mei,Atlético-PR,Suspenso,-7.2,5.23,-2.08,-2.15,4,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,Fora,Atlético-MG
Otávio Henrique Passos Santos,82463,Otávio ,https://s.glbimg.com/es/sde/f/2017/04/23/b5d6c9e20119fa12bc0e60e77640bc0a_FORMATO.png,7,ATL,mei,Atlético-PR,Provável,3.1,9.1,-0.26,2.4,5,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Fora,Atlético-MG
Douglas Coutinho Gomes de Souza,82469,Douglas Coutinho ,https://s.glbimg.com/es/sde/f/2017/04/23/21b6dbe5807688ac8d5a82327a8cc1a4_FORMATO.png,7,ATL,ata,Atlético-PR,Nulo,0.9,1.58,0.4,-0.3,6,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Fora,Atlético-MG
Wanderson Santos Pereira,86143,Wanderson,https://s.glbimg.com/es/sde/f/2017/04/23/3914af8715466d38cf77d94b2c5c5685_FORMATO.png,7,ATL,zag,Atlético-PR,Provável,6.9,4.71,0.71,6.9,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Fora,Atlético-MG
Sidcley Ferreira Pereira,86764,Sidcley,https://s.glbimg.com/es/sde/f/2017/04/23/eff5699ee67d7b1a4f3c4cf923789370_FORMATO.png,7,ATL,lat,Atlético-PR,Provável,17.6,12.85,3.53,4.85,6,0.0,4.0,1.0,1.0,1.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Fora,Atlético-MG
Matheus Rossetto,86766,Matheus Rossetto,https://s.glbimg.com/es/sde/f/2017/04/23/c091af2e156b654e15abd7e687d0aeb2_FORMATO.png,7,ATL,mei,Atlético-PR,Provável,2.5,4.99,0.43,2.23,6,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Fora,Atlético-MG
José Ivaldo Almeida Silva,91866,Zé Ivaldo,https://s.glbimg.com/es/sde/f/2017/04/23/fbf5dd33aaec3e3709c4449e36790a17_FORMATO.png,7,ATL,zag,Atlético-PR,Nulo,3.0,1.65,0.31,0.95,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Fora,Atlético-MG
Yago César da Silva,95126,Yago,https://s.glbimg.com/es/sde/f/2017/04/23/4c090a0a625b4d824e5a755f4a428f46_FORMATO.png,7,ATL,ata,Atlético-PR,Dúvida,-0.9,1.31,-0.69,-0.9,1,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Fora,Atlético-MG
Nicolas Vichiatto da Silva,95127,Nicolas,https://s.glbimg.com/es/sde/f/2017/04/23/056a95089efcf92df7bb3f732a875306_FORMATO.png,7,ATL,lat,Atlético-PR,Nulo,2.2,4.34,-0.66,2.2,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Fora,Atlético-MG
André Luiz Tavares,38768,Andrezinho,https://s.glbimg.com/es/sde/f/2017/04/27/6dc513717c37f2d182e388d21a117216_FORMATO.png,7,VAS,mei,Vasco,Nulo,0.1,5.37,-1.63,0.1,1,0.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,Fora,Chapecoense
Anderson Luiz de Carvalho,38913,Nenê,https://s.glbimg.com/es/sde/f/2017/04/24/45951f5edf6777703717a335e5bffc58_FORMATO.png,7,VAS,mei,Vasco,Provável,8.3,14.19,1.65,3.67,6,0.0,7.0,0.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,Fora,Chapecoense
Breno Vinicius Rodrigues Borges,50408,Breno,https://s.glbimg.com/es/sde/f/2017/05/18/3541bd5abdd15872a87ca7a41c8b2948_FORMATO.png,7,VAS,zag,Vasco,Provável,1.9,2.91,0.25,0.48,6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,Fora,Chapecoense
Wellington Aparecido Martins,62129,Wellington,https://s.glbimg.com/es/sde/f/2017/05/31/dd89d6216d99df8fdd4aae38684aec26_FORMATO.png,7,VAS,mei,Vasco,Nulo,-1.4,0.76,-0.19,-2.3,3,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,Fora,Chapecoense
Paulo Marcos de Jesus Ribeiro,63172,Paulão,https://s.glbimg.com/es/sde/f/2017/05/17/e601d16bd24dd07614db1ad805107a5d_FORMATO.png,7,VAS,zag,Vasco,Provável,0.1,4.21,-0.32,0.63,6,0.0,2.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,Fora,Chapecoense
Martín Andrés Silva,69249,Martín Silva,https://s.glbimg.com/es/sde/f/2017/04/06/5380df54d3b16b7d46117c5173040d3d_FORMATO.png,7,VAS,gol,Vasco,Provável,11.0,7.68,2.67,-0.17,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,Fora,Chapecoense
Andrés Ramiro Escobar Díaz,71704,Manga Escobar,https://s.glbimg.com/es/sde/f/2017/04/24/1ce4d6d602b56cabd2d5b1522af42b71_FORMATO.png,7,VAS,ata,Vasco,Nulo,0.5,5.06,-0.14,3.16,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,Fora,Chapecoense
Gilberto Moraes Júnior,80313,Gilberto ,https://s.glbimg.com/es/sde/f/2017/02/18/0b1f3092508c1455fe24a4049fd3b32b_FORMATO.png,7,VAS,lat,Vasco,Provável,4.0,10.28,-0.61,4.19,7,0.0,7.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,Fora,Chapecoense
Henrique Silva Milagres,84893,Henrique,https://s.glbimg.com/es/sde/f/2017/04/24/98783f94705be5ed728032062068f73c_FORMATO.png,7,VAS,lat,Vasco,Provável,0.6,6.85,-0.21,2.85,7,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,Fora,Chapecoense
Jean Carlos de Souza Irmer,89150,Jean,https://s.glbimg.com/es/sde/f/2017/04/06/d3926623525ad9fc2a3896099f523066_FORMATO.png,7,VAS,mei,Vasco,Provável,11.5,11.65,1.49,6.3,7,0.0,2.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,Fora,Chapecoense
Mateus da Silva Vital Assumpção,93108,Mateus Vital,https://s.glbimg.com/es/sde/f/2017/04/24/fde017fc32efb6582710007242bff4d4_FORMATO.png,7,VAS,mei,Vasco,Provável,0.2,8.67,-0.99,4.06,7,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,Fora,Chapecoense
Alan Cardoso de Andrade,93785,Alan Cardoso,https://s.glbimg.com/es/sde/f/2017/05/24/7fd89a2cf130263868b36903498c1059_FORMATO.png,7,VAS,lat,Vasco,Nulo,-1.3,1.21,-0.79,-1.3,1,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,Fora,Chapecoense
Evander da Silva Ferreira,93788,Evander,https://s.glbimg.com/es/sde/f/2017/04/06/2df6998f5d8a75cf5337b55ad525fd7d_FORMATO.png,7,VAS,mei,Vasco,Nulo,0.0,1.2,0.0,-1.3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,Fora,Chapecoense
Caio Monteiro Costa,93789,Caio Monteiro,https://s.glbimg.com/es/sde/f/2017/04/06/1be1912d42afdf3054cbab8eb7709907_FORMATO.png,7,VAS,ata,Vasco,Nulo,0.2,0.81,-0.19,0.2,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,Fora,Chapecoense
Douglas Luiz Soares de Paulo,95876,Douglas,https://s.glbimg.com/es/sde/f/2017/04/24/67512c15f89f110e916471e8be3df32e_FORMATO.png,7,VAS,mei,Vasco,Provável,1.8,16.36,-2.23,5.93,7,0.0,3.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,Fora,Chapecoense
Rodrigo Baldasso da Costa,37644,Rodrigo,https://s.glbimg.com/es/sde/f/2017/06/13/a5cb57a41ef2b2308c98b76ba24b430a_FORMATO.png,7,PON,zag,Ponte Preta,Provável,0.0,8.12,0.0,2.72,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,Fora,Flamengo
Mário Lúcio Duarte Costa,37984,Aranha,https://s.glbimg.com/es/sde/f/2017/05/02/803e0f7a5e12a827547f82d97fb403f0_FORMATO.png,7,PON,gol,Ponte Preta,Provável,-1.0,9.55,-0.06,2.99,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,Fora,Flamengo
Wendel Geraldo Maurício e Silva,38021,Wendel,https://s.glbimg.com/es/sde/f/2017/05/02/4a4ad263fb8caeebedbea1c1bab7d397_FORMATO.png,7,PON,mei,Ponte Preta,Provável,0.0,4.87,0.0,1.32,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,Fora,Flamengo
Ricardo Martins de Araújo,50427,Kadu,https://s.glbimg.com/es/sde/f/2017/05/02/414d5dd199f668338406b95b0d982b31_FORMATO.png,7,PON,zag,Ponte Preta,Nulo,2.4,11.85,-1.17,5.57,4,0.0,4.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,Fora,Flamengo
Renato Adriano Jacó de Morais,51319,Renato Cajá,https://s.glbimg.com/es/sde/f/2017/05/02/c6dd544b90a2c4194626f51e05b53b4e_FORMATO.png,7,PON,mei,Ponte Preta,Provável,2.0,7.95,-0.92,3.9,3,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,Fora,Flamengo
Lins Lima de Britto,53669,Lins,https://s.glbimg.com/es/sde/f/2017/05/02/152a2c73a115dd6eaae434c953a9c05b_FORMATO.png,7,PON,ata,Ponte Preta,Nulo,3.6,4.9,0.53,1.96,5,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,Fora,Flamengo
Lucca Borges Brito,61149,Lucca,https://s.glbimg.com/es/sde/f/2017/05/02/bd59d7bbf1fff0ce2e2dd4b489c5c99a_FORMATO.png,7,PON,ata,Ponte Preta,Provável,3.1,20.08,-1.88,8.82,7,0.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,Fora,Flamengo
Márcio Passos de Albuquerque,68744,Emerson Sheik,https://s.glbimg.com/es/sde/f/2017/06/01/da3106efc7379dcf3c942213ac978f0e_FORMATO.png,7,PON,ata,Ponte Preta,Provável,0.0,5.9,0.0,2.4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,Fora,Flamengo
Severino do Ramo Clementino da Silva,68808,Nino Paraíba,https://s.glbimg.com/es/sde/f/2017/05/02/d14ab91bfca642dc286aec9f19adea15_FORMATO.png,7,PON,lat,Ponte Preta,Suspenso,-2.9,20.13,-2.24,5.74,7,0.0,7.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,Fora,Flamengo
