"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","FC","FD","FF","FS","FT","G","PE","RB","I","SG","CV","DD","GS","PP","DP","GC"
"641","Emanuel Rocha Dos Santos","Emanuel","https://s.glbimg.com/es/sde/f/2017/05/04/c6a8401c8828ee07e786f390818a7e2e_FORMATO.png",98766,29,"ATL","lat","Nulo",0,1,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","Lucas da Silva de Jesus","Lucas Silva","https://s.glbimg.com/es/sde/f/2017/04/24/685913465b4d1ad49e7160a89ef627fd_FORMATO.png",98515,29,"FLA","ata","Nulo",0,2,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","Loran dos Santos da Silva","Loran ","https://s.glbimg.com/es/sde/f/2017/04/24/149b93c661d3270e681e0e96242ef3ee_FORMATO.png",98516,29,"FLA","ata","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","Derlan de Oliveira Bento","Derlan","https://s.glbimg.com/es/sde/f/2017/04/20/a61babc61e943eed73835c0eb0233767_FORMATO.png",98945,29,"FLU","zag","Nulo",0,1,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","Jean Pyerre Casagrande Silveira Correa","Jean Pyerre","https://s.glbimg.com/es/sde/f/2017/05/04/80cc9cc69c9d3444383c8a203334be97_FORMATO.jpeg",98832,29,"GRE","mei","Nulo",0,0.82,0,-0.17,3,"Grêmio",NA,NA,1,1,1,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA
"646","Flávio Augusto De Castro","Flávio","https://s.glbimg.com/es/sde/f/2017/05/04/19c748c11cefe0c492c56193adca9ab0_FORMATO.png",98774,29,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","Marcelo dos Santos Rosa","Marcelo","https://s.glbimg.com/es/sde/f/2017/04/27/104329d7a936e544604f9da1cd61995f_FORMATO.png",98874,29,"ATL","ata","Nulo",0,2,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648","João Paulo Ferreira Lourenço","Lourenço","https://s.glbimg.com/es/sde/f/2017/06/18/cf178cdbd6bb2ee507ce289881e464b7_FORMATO.png",99032,29,"AVA","ata","Nulo",0,0.8,0,-0.5,7,"Avaí",NA,3,5,2,3,6,NA,NA,11,1,1,NA,NA,NA,NA,NA,NA,NA
"649","Pedro Vitor Ferreira Da Silva ","Pedro Vitor","https://s.glbimg.com/es/sde/f/2017/05/01/3b883aa630ed340edfef1e032cfb61b2_FORMATO.png",99035,29,"SPO","ata","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","Pedro Gomes Bortoluzo","Pedro Bortoluzo",NA,99041,29,"SAO","ata","Nulo",0,3,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","Joao Victor Inacio Araujo","João Victor","https://s.glbimg.com/es/sde/f/2017/05/01/b47bd0865c30b6854b673c7e94778083_FORMATO.png",99033,29,"SPO","mei","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","Elias Lira Nogueira Junior ","Elias","https://s.glbimg.com/es/sde/f/2017/05/01/3d6d8284db8a576d760fba42eb79eac4_FORMATO.png",99034,29,"SPO","lat","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","Riuler de Oliveira Faustino","Riuler","https://s.glbimg.com/es/sde/f/2017/04/23/f9a0f4d378841844615990bf95a39da9_FORMATO.png",99021,29,"ATL","lat","Nulo",0,2,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","Matheus Bezerra Santos","Matheus Bezerra",NA,99258,29,"SPO","mei","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655","Dayvid Alexsander da Silva","Dayvid",NA,99254,29,"SPO","lat","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","José Vinícius Almeida Soares","Vinícius",NA,99356,29,"SPO","mei","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","Pedro Henryque Pereira dos Santos","Pedro Henryque",NA,99255,29,"SPO","zag","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","Lucas de Oliveira Antunes","Lucas Índio","https://s.glbimg.com/es/sde/f/2017/05/04/075e8103fcbe7ba581efc1402208e108_FORMATO.png",99353,29,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","João Erick Marques da Silva","João Erick",NA,99257,29,"SPO","mei","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","Lucas Vinícius Santos Bernardino","Lucas Vinícius","https://s.glbimg.com/es/sde/f/2017/04/28/2c4070d9c0adf40eb3afffcdd20d640e_FORMATO.png",99388,29,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","Alexsander Jhonatta de Oliveira Andrade","Alexsander","https://s.glbimg.com/es/sde/f/2017/04/16/574d33cbfe0200e34a998815c6b4ee99_FORMATO.png",99411,29,"ATL","mei","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","Éder Gabriel Militão","Éder Militão","https://s.glbimg.com/es/sde/f/2017/05/04/a8a8f4eb8075ba4ad4fde3d5d0d6f996_FORMATO.png",99424,29,"SAO","mei","Provável",5.7,3.41,0.58,2.45,16,"São Paulo",NA,1,15,1,5,16,NA,1,41,24,1,NA,NA,NA,NA,NA,NA,NA
"663","Alesandro dos Santos Pereira","Alesandro",NA,99256,29,"SPO","zag","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","Felipe Souza Moreno Sampaio","Felipe","https://s.glbimg.com/es/sde/f/2017/07/25/3f49904e0abb1cdf2c877cbe1c085db1_FORMATO.png",99425,29,"FLU","ata","Nulo",0,1,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","Daniel dos Santos Oliveira","Daniel","https://s.glbimg.com/es/sde/f/2017/04/23/fa258606c3c0cb8010a0e233ab7e3837_FORMATO.png",99461,29,"ATL","zag","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","Caio Alan Tem Catem Gonçalves","Caio","https://s.glbimg.com/es/sde/f/2017/04/23/49dd974b3c6794d393b7475413060b63_FORMATO.png",99460,29,"ATL","gol","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","Vinicius José Paixão de Oliveira Junior","Vinicius Junior","https://s.glbimg.com/es/sde/f/2017/08/22/0d561ddc8dda735fc3ab96a8866e90d0_FORMATO.jpeg",99535,29,"FLA","ata","Nulo",0,2.87,0,1.56,18,"Flamengo",1,2,12,7,7,16,1,2,28,3,6,NA,NA,NA,NA,NA,NA,NA
"668","Diego Terra Loureiro","Diego","https://s.glbimg.com/es/sde/f/2017/04/23/78aa93572e5a8b0ddac649e2e57ce456_FORMATO.png",99430,29,"BOT","gol","Nulo",0,1,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669","Wenderson Da Silva Costa Ferreira","Wenderson","https://s.glbimg.com/es/sde/f/2017/05/16/153f0473b0a7b9d9e2bef29d8aceb3ad_FORMATO.png",99474,29,"BOT","mei","Nulo",0,0.78,0,-1.05,2,"Botafogo",NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","Ezequiel Gonzalo Esperon","Esperon","https://s.glbimg.com/es/sde/f/2017/06/07/dfce0445c3144c43e2d3f33bb0dd4131_FORMATO.jpeg",99628,29,"GRE","mei","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671","Paulo Vitor Fernandes Pereira","Paulo Vitor","https://s.glbimg.com/es/sde/f/2017/07/11/e81eab0834b731a19ad2d9eb76551b1e_FORMATO.png",99588,29,"VAS","ata","Nulo",0,1.89,0.29,1.36,12,"Vasco",NA,2,12,3,4,11,1,1,15,5,1,NA,NA,NA,NA,NA,NA,NA
"672","Felipe Saraiva","Felipe Saraiva","https://s.glbimg.com/es/sde/f/2017/08/30/7afe41117d03c4c04cbea893549c5cb7_FORMATO.png",99616,29,"PON","mei","Nulo",3.1,1.95,0.65,1.57,14,"Ponte Preta",NA,NA,10,8,2,20,NA,NA,13,7,1,NA,NA,NA,NA,NA,NA,NA
"673","Igor Cássio Vieira dos Santos","Igor Cássio",NA,99661,29,"BOT","ata","Nulo",0,1,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","Conrado Buchanelli Holz","Conrado","https://s.glbimg.com/es/sde/f/2017/06/07/0367b264f2aa4d386381dc6d9594c5a2_FORMATO.jpeg",99625,29,"GRE","mei","Nulo",0,1.87,0,1.15,2,"Grêmio",NA,NA,2,NA,1,3,NA,NA,6,2,1,NA,NA,NA,NA,NA,NA,NA
"675","Lucas da Silva Ribeiro Campos","Lucas Campos","https://s.glbimg.com/es/sde/f/2017/07/25/61d573020cc6247a735d3d6501bb2e75_FORMATO.png",99903,29,"BOT","ata","Nulo",0,0.79,0,-0.3,1,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","Bruno Cosendey Lobo Pinto","Bruno Cosendey","https://s.glbimg.com/es/sde/f/2017/07/11/f9e52eaee9fb26079589543635af6cff_FORMATO.png",99615,29,"VAS","mei","Nulo",0,2.21,0,1.7,1,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"677","Brenner Souza da Silva","Brenner","https://s.glbimg.com/es/sde/f/2017/08/24/28c4460fcf89a3a9e009784bcdd44b5e_FORMATO.png",99789,29,"SAO","ata","Nulo",0,0.88,0,0.55,2,"São Paulo",NA,NA,1,NA,NA,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"678","Elano Blumer","Elano","https://s.glbimg.com/es/sde/f/2017/06/06/ba8d77c52b311fb7f02d09cbf0a70839_FORMATO.png",99669,29,"SAN","tec","Nulo",0,10.35,0,4.9,2,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","Paulo Henrique Sampaio Filho ","Paulinho","https://s.glbimg.com/es/sde/f/2017/07/27/dd0593566091037ca5dcf0baa4680071_FORMATO.png",99818,29,"VAS","ata","Nulo",0,4.35,0,3.63,11,"Vasco",1,1,4,2,3,8,NA,2,30,14,NA,NA,NA,NA,NA,NA,NA,NA
"680","Gleison Bremer Silva Nascimento","Bremer","https://s.glbimg.com/es/sde/f/2017/07/05/3cdbb709a4c4b26a7debd8d34ab4d855_FORMATO.png",99817,29,"ATL","zag","Nulo",0,1.2,0,-0.06,9,"Atlético-MG",NA,4,25,2,NA,6,NA,NA,12,8,NA,1,NA,NA,NA,NA,NA,NA
"681","Jadson Ailton Oliveira Da Silva Vale","Jadson","https://s.glbimg.com/es/sde/f/2017/06/07/2e7afba6e715b27222707a3f207ad556_FORMATO.jpeg",99629,29,"GRE","ata","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","Douglas Santos da Silva","Douglas","https://s.glbimg.com/es/sde/f/2017/07/04/cdfd325a357ba83ec3a5e51650333b87_FORMATO.png",99824,29,"BAH","ata","Nulo",0,1.11,0,0.7,1,"Bahia",NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","Luan Martins Pereira","Luan Pereira","https://s.glbimg.com/es/sde/f/2017/07/22/005428b78c5678e9e1a43a2813030638_FORMATO.png",99900,29,"AVA","mei","Dúvida",5.8,2.79,0.51,1.76,10,"Avaí",NA,1,11,2,1,22,NA,NA,13,9,NA,NA,NA,NA,NA,NA,NA,NA
"684","Fabiano Soares Pessoa","Fabiano Soares","https://s.glbimg.com/es/sde/f/2017/07/11/617482e891f67f6434c70aa4d11a3ee9_FORMATO.png",99882,29,"ATL","tec","Provável",5.65,10.41,0.84,3.46,15,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","Leonardo da Silva Simas","Leonardo Simas","https://s.glbimg.com/es/sde/f/2017/06/30/b6c202e020667876c945bb6f672961bb_FORMATO.png",99832,29,"ATL","lat","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","Leonardo Da Silva Passos","Léo Passos","https://s.glbimg.com/es/sde/f/2017/07/11/fbe688c63b6551ed75ef01b265cfa917_FORMATO.png",99878,29,"PAL","ata","Nulo",0,2,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","Arthur Henrique Vieira Araujo","Arthur","https://s.glbimg.com/es/sde/f/2017/06/07/41375a4dab9feeadba77a4537ccb2623_FORMATO.png",99670,29,"CRU","zag","Nulo",0,1.39,0,3.2,1,"Cruzeiro",NA,NA,1,NA,1,1,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA
"688","Paulo Roberto Valoura Júnior","Juninho","https://s.glbimg.com/es/sde/f/2017/07/28/46e83a5bd2ed557124edf9a1e69b6d0c_FORMATO.png",71937,29,"BAH","mei","Nulo",0,10.41,0,2.83,22,"Bahia",2,2,40,13,17,14,1,2,80,29,NA,NA,NA,NA,NA,NA,NA,NA
"689","Dionathã da Silva","Dionathã","https://s.glbimg.com/es/sde/f/2017/07/01/c210b01a98672583bcff7b2c3a4ca8f9_FORMATO.jpeg",99834,29,"GRE","ata","Nulo",0,0.79,0,-0.3,1,"Grêmio",NA,NA,2,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","Matheus Mascarenhas dos Santos Raimundo","Mascarenhas","https://s.glbimg.com/es/sde/f/2017/07/25/440c5676c1d5aade1bd6ddf33598e814_FORMATO.png",99721,29,"FLU","lat","Nulo",0,4.43,0,4.1,4,"Fluminense",NA,1,5,NA,2,6,NA,1,11,4,NA,1,NA,NA,NA,NA,NA,NA
"691","Cristian Anderson Penilla Caicedo","Penilla","https://s.glbimg.com/es/sde/f/2017/07/29/8d73a52e9f9367189a7ef15d73f7d153_FORMATO.png",99883,29,"CHA","ata","Nulo",0,4.11,0,1.32,9,"Chapecoense",NA,NA,8,5,2,5,1,NA,11,4,NA,NA,NA,NA,NA,NA,NA,NA
"692","Ricardo Queiroz de Alencastro Graça","Ricardo","https://s.glbimg.com/es/sde/f/2017/07/11/52b16e0a2e7ed758d06b0320871fa505_FORMATO.png",99881,29,"VAS","zag","Nulo",0,2,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","José Francisco dos Santos Júnior","Júnior Brumado","https://s.glbimg.com/es/sde/f/2017/08/10/265c697061818acfca0985d570ff03cb_FORMATO.png",99894,29,"BAH","ata","Nulo",0,1.25,0,0.05,2,"Bahia",NA,NA,3,NA,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA
"694","Réver Humberto Alves Araújo","Réver","https://s.glbimg.com/es/sde/f/2017/08/16/85d20e5a1ac2e527a5eca70e709f7b10_FORMATO.jpeg",52253,29,"FLA","zag","Provável",18.3,14.19,2.31,5.48,23,"Flamengo",NA,2,16,5,5,22,NA,5,27,31,2,7,NA,NA,NA,NA,NA,NA
"695","Ferdinando Pereira Leda","Ferdinando","https://s.glbimg.com/es/sde/f/2017/04/28/451b8463a985e60f7a6e4d877e47d26e_FORMATO.png",53731,29,"AVA","mei","Nulo",0,5,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696","Anderson Vieira Martins","Anderson Martins","https://s.glbimg.com/es/sde/f/2017/07/24/b1c36aceb7c5d5fb95b9079cf23fe5fe_FORMATO.png",52618,29,"VAS","zag","Dúvida",5,10.24,-0.56,3.78,9,"Vasco",NA,1,10,NA,6,2,NA,NA,21,13,NA,4,NA,NA,NA,NA,NA,NA
"697","Gilson Gomes do Nascimento","Gilson","https://s.glbimg.com/es/sde/f/2017/04/17/41717887cc5c81bcd28ad1df6829c7e6_FORMATO.png",52674,29,"BOT","lat","Nulo",0,8.55,0,3.33,19,"Botafogo",1,4,18,NA,3,26,2,NA,24,15,1,7,NA,NA,NA,NA,NA,NA
"698","Luis Alberto Ali Veja","Luis Ali","https://s.glbimg.com/es/sde/f/2017/07/27/2e9f3e01e7eb251a758ae22a40172f3d_FORMATO.png",99892,29,"PON","ata","Contundido",0,1.16,0,1.7,1,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"699","Elias Mendes Trindade","Elias","https://s.glbimg.com/es/sde/f/2017/04/03/9fbc7e32d0d9db7b948212b98c23212a_FORMATO.png",54395,29,"ATL","mei","Suspenso",-4.3,10.56,-1.22,2.37,23,"Atlético-MG",NA,3,31,7,7,20,NA,3,77,38,3,NA,2,NA,NA,NA,NA,NA
"700","Leonardo Gamalho de Souza","Léo Gamalho","https://s.glbimg.com/es/sde/f/2017/08/24/cb79c4aff8a8ded85c29f01203f775d8_FORMATO.png",53865,29,"PON","ata","Nulo",0,7.2,0,3.6,6,"Ponte Preta",NA,NA,9,2,3,6,NA,2,7,3,NA,NA,NA,NA,NA,NA,NA,NA
"701","João Paulo da Silva","João Paulo","https://s.glbimg.com/es/sde/f/2017/04/24/bd4f8a7faf06636fd48dc601b16ea0af_FORMATO.png",56102,29,"COR","mei","Nulo",0,5.14,0,0.28,4,"Coritiba",NA,NA,5,NA,NA,3,NA,NA,10,3,NA,NA,NA,NA,NA,NA,NA,NA
"702","Víctor Leandro Bagy","Victor","https://s.glbimg.com/es/sde/f/2017/04/03/444816970098790387faf6c2c5c0444f_FORMATO.png",52950,29,"ATL","gol","Provável",2.4,11.39,0.57,4.06,27,"Atlético-MG",NA,4,2,NA,NA,6,NA,NA,18,NA,NA,6,NA,43,33,NA,4,NA
"703","Túlio Vinícius Fróes de Melo","Túlio de Melo","https://s.glbimg.com/es/sde/f/2017/04/25/19e52a7282097054fc255711621c8e29_FORMATO.png",54797,29,"CHA","ata","Nulo",0,4.27,0,2.17,19,"Chapecoense",1,1,21,6,9,8,NA,4,20,4,1,NA,NA,NA,NA,NA,NA,NA
"704","Luis Ricardo Silva Umbelino","Luis Ricardo","https://s.glbimg.com/es/sde/f/2016/05/20/f1f631c4c995df1548717967d445801f_FORMATO.png",55348,29,"BOT","lat","Contundido",0,6.8,0,3.25,6,"Botafogo",2,NA,4,NA,NA,1,NA,NA,14,6,NA,1,NA,NA,NA,NA,NA,NA
"705","Willians dos Santos Santana","Willians","https://s.glbimg.com/es/sde/f/2017/06/07/e24d137ff5aa2e79299e85cf581744a1_FORMATO.png",60787,29,"AVA","ata","Nulo",0,2.94,0,1.35,20,"Avaí",2,1,28,2,4,9,NA,NA,16,20,1,NA,1,NA,NA,NA,NA,NA
"706","Anderson Vital da Silva","Dedé","https://s.glbimg.com/es/sde/f/2017/04/05/526dd85f05139f739aca91b753b00ec9_FORMATO.png",60819,29,"CRU","zag","Contundido",0,8.86,0,3.43,3,"Cruzeiro",NA,NA,1,NA,NA,2,NA,NA,12,2,NA,2,NA,NA,NA,NA,NA,NA
"707","Patric Cabral Lalau","Patric","https://s.glbimg.com/es/sde/f/2017/04/24/89077bf2beda96cfae171fad51c21cd1_FORMATO.png",60969,29,"VIT","lat","Nulo",1.4,7.22,0.21,2.48,25,"Vitória",3,3,37,6,12,13,NA,NA,85,29,6,6,NA,NA,NA,NA,NA,NA
"708","Rodrigo Eduardo Costa Marinho","Rodriguinho","https://s.glbimg.com/es/sde/f/2017/04/20/ff3f0ec8867916a05745cdee54815442_FORMATO.png",61033,29,"COR","mei","Provável",4.5,14.34,0.94,3.74,24,"Corinthians",4,5,36,19,22,47,2,3,92,22,2,NA,NA,NA,NA,NA,NA,NA
"709","Lucca Borges Brito","Lucca","https://s.glbimg.com/es/sde/f/2017/05/02/bd59d7bbf1fff0ce2e2dd4b489c5c99a_FORMATO.png",61149,29,"PON","ata","Provável",0.6,19.89,-0.5,6.03,26,"Ponte Preta",1,3,30,24,25,85,NA,10,69,24,9,NA,NA,NA,NA,2,NA,NA
"710","Jael Ferreira Vieira","Jael","https://s.glbimg.com/es/sde/f/2017/04/23/585f69babcaf14c7eaf22537e3c5338c_FORMATO.png",60859,29,"GRE","ata","Provável",0.7,4.04,-0.77,0.96,5,"Grêmio",1,1,5,1,4,7,NA,NA,5,NA,3,NA,NA,NA,NA,NA,NA,NA
"711","Carlos Cesar Neves","Carlos Cesar","https://s.glbimg.com/es/sde/f/2017/04/03/ed8cd5220fe7c5ba0069143fad70f518_FORMATO.png",61211,29,"ATL","lat","Contundido",0,4.46,0,-0.7,1,"Atlético-MG",NA,NA,NA,NA,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712","Marcos Antônio da Silva Gonçalves","Marquinhos","https://s.glbimg.com/es/sde/f/2017/05/03/cc800ad5ce3aeb287358e50e4352911b_FORMATO.png",60788,29,"SPO","ata","Nulo",0,5.05,0,3.03,3,"Sport",2,NA,2,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","Jean Raphael Vanderlei Moreira","Jean","https://s.glbimg.com/es/sde/f/2017/04/18/84289863d6f3328bec523c3cfeadb268_FORMATO.png",62047,29,"PAL","lat","Nulo",0,14.48,0,4.73,16,"Palmeiras",1,1,12,4,19,14,NA,2,40,15,3,6,NA,NA,NA,1,NA,NA
"714","Edimar Curitiba Fraga","Edimar","https://s.glbimg.com/es/sde/f/2017/04/25/0991c88dd099660fdb7cfc88a4bedab1_FORMATO.png",62024,29,"SAO","lat","Nulo",0,5.47,0,2.58,10,"São Paulo",NA,3,12,3,1,13,NA,NA,32,16,NA,2,NA,NA,NA,NA,NA,NA
"715","Róbson Michael Signorini","Robinho","https://s.glbimg.com/es/sde/f/2016/05/12/bca701933eaad8640785a2a634d5edf4_FORMATO.png",62104,29,"CRU","mei","Contundido",0,7.68,0,1.76,11,"Cruzeiro",NA,3,10,5,7,9,NA,2,57,11,3,NA,NA,NA,NA,NA,NA,NA
"716","Giovanni Augusto Oliveira Cardoso","Giovanni Augusto","https://s.glbimg.com/es/sde/f/2017/04/19/c4d5da0001a31ba757c52ea56bf8cb21_FORMATO.png",68938,29,"COR","mei","Nulo",0,4.72,0,0.84,8,"Corinthians",1,1,2,NA,1,2,NA,NA,11,4,1,NA,NA,NA,NA,NA,NA,NA
"717","Vanderlei Farias da Silva","Vanderlei","https://s.glbimg.com/es/sde/f/2016/05/01/82e0b04b2f7623a1d61ffaff2e36a59c_FORMATO.png",62121,29,"SAN","gol","Provável",7.2,22.79,0.72,8.9,28,"Santos",NA,2,1,NA,NA,5,NA,NA,9,NA,NA,15,NA,66,20,NA,3,NA
"718","Gilberto Oliveira Souza Júnior","Gilberto","https://s.glbimg.com/es/sde/f/2016/08/18/6af48de27fa231f0a84e3301c9451cb9_FORMATO.png",61188,29,"SAO","ata","Contundido",0,3.71,0,1.21,12,"São Paulo",NA,1,7,5,4,8,NA,1,8,3,5,NA,NA,NA,NA,NA,NA,NA
"719","Wellington Aparecido Martins","Wellington","https://s.glbimg.com/es/sde/f/2017/07/27/3f91d9b6357f754bb2a32e60e5876ea6_FORMATO.png",62129,29,"VAS","mei","Provável",3.5,1.42,-0.06,0,18,"Vasco",1,7,40,2,3,12,1,NA,44,17,1,NA,NA,NA,NA,NA,NA,NA
"720","Walter Henrique da Silva","Walter","https://s.glbimg.com/es/sde/f/2017/10/11/2fb916624c1e43c9b2dbd3b2d725d4a5_FORMATO.png",62128,29,"ATL","ata","Provável",-1.4,7.44,-2.2,2.41,22,"Atlético-GO",1,6,53,17,19,50,1,5,109,15,10,NA,NA,NA,NA,NA,NA,NA
"721","William Matheus da Silva","William Matheus","https://s.glbimg.com/es/sde/f/2017/04/24/dc3d5fdf33d1716e51abe9c2aad2d182_FORMATO.png",62130,29,"COR","lat","Nulo",0,6.45,0,2.13,21,"Coritiba",NA,7,32,5,2,43,NA,NA,70,26,2,6,1,NA,NA,NA,NA,NA
"722","Werley Ananias da Silva","Werley","https://s.glbimg.com/es/sde/f/2017/04/24/5d30208b79a04fd4710a6c79831dae42_FORMATO.png",62974,29,"COR","zag","Provável",7.1,9.03,-0.23,3.95,17,"Coritiba",NA,NA,8,1,7,7,1,2,43,18,1,6,1,NA,NA,NA,NA,NA
"723","Marcelo de Oliveira Santos","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2017/07/25/b2b0680473841905e6c9f7656eb437cd_FORMATO.png",62136,29,"COR","tec","Provável",4.46,9.53,0.42,3,13,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724","João Paulo Purcino de Almeida","João Paulo","https://s.glbimg.com/es/sde/f/2017/04/28/61a2cc88c95e6ada6bf3c127a23ec96f_FORMATO.png",62997,29,"AVA","lat","Provável",-0.4,3.2,0.12,1.4,5,"Avaí",NA,1,1,NA,1,2,NA,NA,13,1,NA,2,NA,NA,NA,NA,NA,NA
