"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","FC","FD","FF","FS","FT","G","PE","RB","I","SG","CV","DD","GS","PP","DP","GC"
"725","Evanildo Borges Barbosa Júnior","Juninho","https://s.glbimg.com/es/sde/f/2017/08/30/7e1c1a89132e19ef0cd8c66c42c7aacb_FORMATO.png",63119,29,"VIT","lat","Provável",2.1,7.83,-0.18,3.24,9,"Vitória",1,1,5,1,NA,6,NA,NA,23,10,1,3,NA,NA,NA,NA,NA,NA
"726","Alan Luciano Ruschel","Alan Ruschel","https://s.glbimg.com/es/sde/f/2017/04/24/5445b9aabe74f7acf2c52104cb6270ff_FORMATO.png",63110,29,"CHA","lat","Nulo",0,2.64,0,2.92,4,"Chapecoense",NA,1,3,NA,1,10,NA,NA,13,2,NA,2,NA,NA,NA,NA,NA,NA
"727","Marcos Rogério Ricci Lopes","Pará","https://s.glbimg.com/es/sde/f/2017/08/16/2215936db5460baf89bb165cdfc691b4_FORMATO.jpeg",62086,29,"FLA","lat","Provável",1.6,8.65,-0.77,2.97,21,"Flamengo",1,1,20,NA,7,16,NA,1,52,18,1,8,NA,NA,NA,NA,NA,1
"728","Moisés Lima Magalhães","Moisés","https://s.glbimg.com/es/sde/f/2017/04/18/a2b616905dc5f0c3eddcfafd4814e2d9_FORMATO.png",63158,29,"PAL","mei","Provável",4.2,9.14,-0.58,4.28,10,"Palmeiras",1,1,10,6,3,21,1,1,47,17,NA,NA,NA,NA,NA,NA,NA,NA
"729","Willian Roberto Farias","Willian Farias","https://s.glbimg.com/es/sde/f/2017/04/24/15cf98a07f1ca5efaa16bc8321c04658_FORMATO.png",63058,29,"VIT","mei","Contundido",0,9.33,0,3.11,10,"Vitória",NA,4,16,NA,3,8,1,NA,28,27,NA,NA,NA,NA,NA,NA,NA,NA
"730","Marcos Luis Rocha Aquino","Marcos Rocha","https://s.glbimg.com/es/sde/f/2017/04/03/043d9369ddb104e41861bbe7b79afb5d_FORMATO.png",63013,29,"ATL","lat","Provável",3.9,10.87,-0.11,5.38,14,"Atlético-MG",3,4,27,2,4,21,NA,NA,65,42,1,3,NA,NA,NA,NA,NA,NA
"731","Paulo Marcos de Jesus Ribeiro","Paulão","https://s.glbimg.com/es/sde/f/2017/07/11/97a55ad8b4015035dbde2063c6776c8a_FORMATO.png",63172,29,"VAS","zag","Dúvida",6.9,5.19,1.28,1.3,16,"Vasco",1,4,30,1,6,10,NA,NA,35,12,2,4,NA,NA,NA,NA,NA,NA
"732","Douglas Silva Bacelar","Douglas","https://s.glbimg.com/es/sde/f/2017/09/06/6035aba70a37b419f328746b48c3bc46_FORMATO.png",63128,29,"CHA","zag","Provável",-1.7,2.58,-0.64,1.52,4,"Chapecoense",NA,1,5,NA,NA,NA,NA,NA,4,4,NA,1,NA,NA,NA,NA,NA,NA
"733","Bruno César Pereira da Silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2016/05/20/473777983ee50165bf691b0f029cac11_FORMATO.png",68698,29,"BOT","mei","Provável",0.4,12.22,0.53,4.43,25,"Botafogo",5,7,53,9,16,34,NA,5,97,46,NA,NA,NA,NA,NA,NA,NA,NA
"734","Márcio Passos de Albuquerque","Emerson Sheik","https://s.glbimg.com/es/sde/f/2017/07/28/153fc3c95a0dd7ad22df8e87436bdf36_FORMATO.png",68744,29,"PON","ata","Provável",0,5.66,0,2.4,18,"Ponte Preta",1,8,26,6,10,49,NA,4,61,10,2,NA,NA,NA,NA,NA,NA,NA
"735","André Felipe Ribeiro de Souza","André","https://s.glbimg.com/es/sde/f/2017/10/13/7d4517dfb6acd0c79909c62e38525979_FORMATO.png",68690,29,"SPO","ata","Provável",6.1,11.15,0.5,4.63,25,"Sport",1,5,53,12,29,44,1,10,62,23,22,NA,NA,NA,NA,NA,NA,NA
"736","Luan Madson Gedeão De Paiva","Luan","https://s.glbimg.com/es/sde/f/2017/04/03/5472237b431bf42b1ce79273d48c8e2f_FORMATO.png",63219,29,"ATL","ata","Nulo",0,5.3,0,1.23,12,"Atlético-MG",1,2,16,3,6,15,1,NA,22,6,NA,NA,NA,NA,NA,NA,NA,NA
"737","Everton Heleno dos Santos","Everton Heleno","https://s.glbimg.com/es/sde/f/2017/07/05/70b5e143bc2cffe533cf069fe115e647_FORMATO.png",68749,29,"ATL","mei","Nulo",0,1.7,0,-0.03,3,"Atlético-GO",NA,NA,3,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"738","Jucilei da Silva","Jucilei","https://s.glbimg.com/es/sde/f/2017/04/25/a6c1399add6e3c7d17ad9a708974cd21_FORMATO.png",63422,29,"SAO","mei","Nulo",0,13,0,3.57,26,"São Paulo",NA,NA,34,2,7,40,NA,1,61,58,1,NA,1,NA,NA,NA,NA,NA
"739","Diego Renan de Lima Ferreira","Diego Renan","https://s.glbimg.com/es/sde/f/2017/04/24/6cdeb7e2779c671c69473bc599c9eab2_FORMATO.png",68725,29,"CHA","lat","Nulo",0,4.69,0,1.7,7,"Chapecoense",1,1,5,3,3,6,NA,NA,17,2,NA,1,NA,NA,NA,NA,NA,NA
"740","Sosthenes José Santos Salles","Neto Berola","https://s.glbimg.com/es/sde/f/2017/04/24/f3039b70ee89382f40b6b09074e46900_FORMATO.png",68807,29,"COR","ata","Nulo",0,8.5,0,1.82,15,"Coritiba",2,2,10,2,8,13,NA,1,23,8,5,NA,NA,NA,NA,NA,NA,NA
"741","Luiz Fernando Pereira da Silva","Fernandinho","https://s.glbimg.com/es/sde/f/2017/04/23/7bc968863bb32cf46c3aa7067b5514f8_FORMATO.png",68758,29,"GRE","ata","Nulo",1.8,11.41,0.47,5.02,23,"Grêmio",1,1,27,13,13,67,NA,6,45,22,3,NA,NA,NA,NA,NA,NA,NA
"742","Henrique Almeida Caixeta Nascentes","Henrique Almeida","https://s.glbimg.com/es/sde/f/2017/04/24/95e996eaef78ad7ac0e285e3d6d057e0_FORMATO.png",68773,29,"COR","ata","Provável",4.8,14.25,0.95,3.74,25,"Coritiba",1,5,32,16,20,42,1,6,53,24,19,NA,NA,NA,NA,1,NA,NA
"743","Sérgio Dutra Júnior","Júnior Dutra","https://s.glbimg.com/es/sde/f/2017/04/25/448f2fd931dfdfe48b3cb84ea4f0665a_FORMATO.png",68784,29,"AVA","ata","Provável",4.1,8.54,1.14,4.15,22,"Avaí",1,3,36,8,23,34,2,6,71,22,4,NA,NA,NA,NA,NA,NA,NA
"744","Guilherme de Aguiar Camacho","Camacho","https://s.glbimg.com/es/sde/f/2017/04/19/9bf8902250718281651dc2ae9999d574_FORMATO.png",68770,29,"COR","mei","Nulo",0,4.09,0,0.62,20,"Corinthians",NA,2,22,NA,2,7,NA,NA,22,17,NA,NA,NA,NA,NA,NA,NA,NA
"745","Severino do Ramo Clementino da Silva","Nino Paraíba","https://s.glbimg.com/es/sde/f/2017/05/02/d14ab91bfca642dc286aec9f19adea15_FORMATO.png",68808,29,"PON","lat","Provável",-2.4,18.4,-1.02,4.76,24,"Ponte Preta",3,4,30,7,6,44,NA,1,106,47,4,7,NA,NA,NA,NA,NA,NA
"746","Rafael Galhardo de Souza","Rafael Galhardo","https://s.glbimg.com/es/sde/f/2017/08/31/c9a63e2ac3d3f9ff545be82843a56f28_FORMATO.jpeg",68821,29,"CRU","lat","Nulo",0,3,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747","Francisco Rithely da Silva Sousa","Rithely","https://s.glbimg.com/es/sde/f/2017/08/30/59b84512a1f8464d9476589c93df7a53_FORMATO.png",68834,29,"SPO","mei","Provável",4.6,11.47,-0.01,4.18,24,"Sport",2,6,40,10,23,26,NA,1,82,59,1,NA,NA,NA,NA,NA,NA,NA
"748","Welington Pereira Rodrigues","Gum","https://s.glbimg.com/es/sde/f/2017/07/25/4407e04c0f422d9c7c06af9bc6c97fff_FORMATO.png",68887,29,"FLU","zag","Provável",1.1,5.82,-0.76,2.53,3,"Fluminense",NA,NA,NA,NA,NA,3,NA,NA,6,2,1,1,NA,NA,NA,NA,NA,NA
"749","Klever Rodrigo Gomes Rufino","Klever","https://s.glbimg.com/es/sde/f/2017/04/27/76d01b3a27b9f9546d7f9647da5829db_FORMATO.png",68884,29,"ATL","gol","Nulo",0,0.83,0,-3.1,3,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,9,NA,NA,NA
"750","Paulo Victor Mileo Vidotti","Paulo Victor","https://s.glbimg.com/es/sde/f/2017/07/19/429e3fc1b0f671fe9b25019c5f735f67_FORMATO.png",68873,29,"GRE","gol","Provável",0,7.36,0,8.57,4,"Grêmio",NA,1,NA,NA,NA,1,NA,NA,4,NA,NA,2,NA,8,2,NA,1,NA
"751","Anselmo de Moraes","Anselmo","https://s.glbimg.com/es/sde/f/2017/06/06/b2cdf84621178662c029bae611378399_FORMATO.png",68910,29,"SPO","mei","Provável",0,7.36,0,4.29,12,"Sport",NA,3,24,1,4,6,NA,NA,29,42,NA,NA,NA,NA,NA,NA,NA,NA
"752","Rafael de Carvalho Santos","Rafael Santos","https://s.glbimg.com/es/sde/f/2017/07/04/d4c3bb98996ada75c9612e2a44894691_FORMATO.png",68822,29,"BAH","gol","Nulo",0,3,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753","André Luiz Barretto Silva Lima","André Lima","https://s.glbimg.com/es/sde/f/2017/05/28/8c9906d1639eafeb5779494c61890457_FORMATO.png",68893,29,"VIT","ata","Nulo",1.7,6.98,0.32,2.79,13,"Vitória",3,1,19,3,6,12,NA,3,20,5,4,NA,1,NA,NA,NA,NA,NA
"754","Renato de Araújo Chaves Júnior","Renato Chaves","https://s.glbimg.com/es/sde/f/2017/07/25/f6a981f0f20a4b82ddc029c4cb983564_FORMATO.png",68827,29,"FLU","zag","Nulo",0,2.66,0,2.16,7,"Fluminense",NA,2,10,3,1,2,NA,1,11,6,1,1,NA,NA,NA,NA,NA,NA
"755","Wellington Alves da Silva","Wellington Silva","https://s.glbimg.com/es/sde/f/2017/01/13/890838d7b4008a35572bcd44dfafc6e0_FORMATO.png",68895,29,"FLU","ata","Nulo",0,8.48,0,2.4,13,"Fluminense",1,NA,6,1,2,22,NA,2,45,9,4,NA,NA,NA,NA,NA,NA,NA
"756","Ramon de Morais Motta ","Ramon","https://s.glbimg.com/es/sde/f/2017/07/27/0d5457a07c57dd1908db4421fa48b276_FORMATO.png",68896,29,"VAS","lat","Provável",10.2,10.85,0.98,5.96,15,"Vasco",2,1,18,3,5,39,NA,1,54,28,NA,5,NA,NA,NA,NA,NA,NA
"757","Rodrigo Júnior Paula Silva","Digão","https://s.glbimg.com/es/sde/f/2017/08/10/45b089a35e467b5f5cc0a9d46a380b7a_FORMATO.png",68886,29,"CRU","zag","Nulo",1.1,5.15,-0.89,2.84,5,"Cruzeiro",1,NA,3,NA,1,2,NA,NA,4,6,NA,1,1,NA,NA,NA,NA,NA
"758","Rodrigo Pimpão Viana","Rodrigo Pimpão","https://s.glbimg.com/es/sde/f/2017/04/18/054a14cdfbb6abbdb2c8a8a75f0a9ee1_FORMATO.png",68901,29,"BOT","ata","Dúvida",-1.9,6.99,-0.92,3.28,24,"Botafogo",7,4,37,14,13,27,NA,2,95,29,6,NA,NA,NA,NA,NA,NA,NA
"759","Eduardo Pereira Rodrigues","Dudu","https://s.glbimg.com/es/sde/f/2017/04/18/5268d6ef98c67a25b1dabf90d489a37f_FORMATO.png",68920,29,"PAL","ata","Provável",2.9,16.15,-0.96,4.41,17,"Palmeiras",1,4,14,8,5,75,NA,4,66,16,7,NA,NA,NA,NA,NA,NA,NA
"760","Diego Souza de Andrade","Diego Souza","https://s.glbimg.com/es/sde/f/2017/08/30/0bede49c732eaf2c30db3293389d7ddd_FORMATO.png",68911,29,"SPO","mei","Provável",2.8,15.56,-1.07,4.13,19,"Sport",3,7,32,9,14,46,3,7,75,8,2,NA,1,NA,NA,NA,NA,NA
"761","Leonardo Fabiano da Silva e Silva","Leonardo Silva","https://s.glbimg.com/es/sde/f/2017/04/03/d52533a1acf6457724394d769b43771f_FORMATO.png",68925,29,"ATL","zag","Nulo",0,9.1,0,1.85,13,"Atlético-MG",NA,4,17,1,4,22,NA,NA,25,11,1,3,NA,NA,NA,NA,NA,NA
"762","Emiliano Gabriel Vecchio","Vecchio","https://s.glbimg.com/es/sde/f/2016/06/28/b28314056abc5bb43d464ba66e1d0552_FORMATO.jpeg",68745,29,"SAN","mei","Suspenso",-2,1.12,-0.55,0.55,9,"Santos",NA,3,5,1,1,9,NA,1,29,5,1,NA,NA,NA,NA,NA,NA,NA
"763","Weverton Almeida Silva","Weverton Almeida",NA,100459,29,"ATL","zag","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764","Welker Marçal de Almeida","Kieza","https://s.glbimg.com/es/sde/f/2017/04/24/25d378570c1b3cbfb2f85427750a6b8c_FORMATO.png",68930,29,"VIT","ata","Contundido",0,8.53,0,2.15,11,"Vitória",NA,1,16,4,5,19,NA,3,20,3,6,NA,NA,NA,NA,1,NA,NA
"765","Thiago Ribeiro Cardoso","Thiago Ribeiro","https://s.glbimg.com/es/sde/f/2017/02/19/4ec7b72d420d51f876c9ea73eab212cf_FORMATO.png",68929,29,"SAN","ata","Nulo",0,4.7,0,0.16,10,"Santos",NA,1,11,3,4,6,NA,NA,26,6,4,NA,NA,NA,NA,NA,NA,NA
"766","Ezequiel Santos da Silva","Ezequiel","https://s.glbimg.com/es/sde/f/2017/07/27/f13594ddafc08a318b0eb550350de0b4_FORMATO.png",99915,29,"BOT","mei","Nulo",0,1,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767","Patrick Machado Ferreira ","Patrick","https://s.glbimg.com/es/sde/f/2017/08/16/34305aca84639e95caaf29addb016bab_FORMATO.png",99918,29,"GRE","mei","Nulo",0,2.38,0,1.59,8,"Grêmio",NA,NA,3,3,2,6,1,NA,6,3,NA,NA,NA,NA,NA,NA,NA,NA
"768","Renan Ribeiro","Renan Ribeiro","https://s.glbimg.com/es/sde/f/2016/05/01/443bbaa43b246a9ce7d8a4e682ed4af6_FORMATO.png",68932,29,"SAO","gol","Nulo",0,8.9,0,2.06,20,"São Paulo",NA,2,1,NA,NA,1,NA,NA,15,NA,NA,5,NA,27,28,NA,NA,NA
"769","Rafael Pires Monteiro","Rafael","https://s.glbimg.com/es/sde/f/2016/04/29/43e8562bfd0ac31a9d9fd5bd5f87aee8_FORMATO.png",68928,29,"CRU","gol","Nulo",0,9.32,0,2.77,3,"Cruzeiro",NA,NA,NA,NA,NA,1,NA,NA,4,NA,NA,1,NA,4,4,NA,NA,NA
"770","Khevin Rodrigo Fraga","Khevin",NA,99921,29,"CHA","mei","Nulo",0,1,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771","Marcos Gabriel do Nascimento","Marquinhos Gabriel","https://s.glbimg.com/es/sde/f/2017/04/23/9326bc84d0f7eff7d097d6e60ee392c0_FORMATO.png",68954,29,"COR","mei","Nulo",-0.5,8.3,-0.18,2.59,20,"Corinthians",4,4,12,6,5,26,1,2,37,9,1,NA,NA,NA,NA,NA,NA,NA
"772","Ronaldo Luiz Alves","Ronaldo Alves","https://s.glbimg.com/es/sde/f/2017/08/30/2f2abedd21538d0c8abafce309debab1_FORMATO.png",68950,29,"SPO","zag","Suspenso",0,8.5,0,3.71,22,"Sport",1,4,23,5,4,38,NA,1,55,23,3,8,NA,NA,NA,NA,NA,NA
"773","Airton Ribeiro Santos","Airton","https://s.glbimg.com/es/sde/f/2016/05/19/53e1bd0759a8f98439752def04457e15_FORMATO.png",61985,29,"BOT","mei","Contundido",0,5.63,0,1.17,3,"Botafogo",NA,NA,3,NA,NA,4,NA,NA,7,3,NA,NA,NA,NA,NA,NA,NA,NA
"774","Wallace Reis da Silva","Wallace Reis ","https://s.glbimg.com/es/sde/f/2017/07/13/cfd4ab0585b820c82ceaede6f0779b5a_FORMATO.png",68958,29,"VIT","zag","Provável",-0.6,8.19,-1.87,3.98,14,"Vitória",NA,4,20,2,2,22,1,1,26,21,NA,4,NA,NA,NA,NA,NA,NA
"775","Gustavo dos Santos","Gustavo Santos","https://s.glbimg.com/es/sde/f/2017/04/28/66d8349d86cb0a157df269d3cbb425b6_FORMATO.png",68986,29,"AVA","lat","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776","Pablo Estifer Armero","Armero","https://s.glbimg.com/es/sde/f/2017/07/28/174c9c4ccac7c3d5f921b513c86a5351_FORMATO.png",68693,29,"BAH","lat","Contundido",0,1.86,0,-0.64,5,"Bahia",NA,1,11,2,1,2,NA,NA,23,5,2,1,1,NA,NA,NA,NA,NA
"777","João Vitor Lima Gomes","João Vitor","https://s.glbimg.com/es/sde/f/2017/05/02/4b0d7dac70db84093f533231220f3287_FORMATO.png",68987,29,"PON","mei","Contundido",0,5,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"778","Vladimir Orlando Cardoso de Araújo Filho","Vladimir","https://s.glbimg.com/es/sde/f/2016/05/01/961c8216a0f294aa3cfbee03eaa996db_FORMATO.png",69040,29,"SAN","gol","Nulo",0,4,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"779","Aderbar Melo dos Santos Neto","Santos","https://s.glbimg.com/es/sde/f/2017/04/23/27e1cdc40e6cfe45b59a89f20a9a2b4f_FORMATO.png",69012,29,"ATL","gol","Nulo",0,5.43,0,3.35,2,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,2,2,NA,NA,NA
"780","Manoel Messias Silva Carvalho","Manoel","https://s.glbimg.com/es/sde/f/2016/04/29/34d00289aba9d71e705b5b7a470861b8_FORMATO.png",69014,29,"CRU","zag","Provável",-0.9,7.53,-1.13,3.1,3,"Cruzeiro",NA,NA,NA,NA,NA,2,NA,NA,4,NA,1,2,NA,NA,NA,NA,NA,NA
"781","Pablo Nascimento Castro","Pablo","https://s.glbimg.com/es/sde/f/2017/04/20/c99a3be1e61944db1aad05f99ed5b954_FORMATO.png",69165,29,"COR","zag","Dúvida",0,11.4,0,4.67,18,"Corinthians",NA,2,11,2,10,8,NA,NA,23,19,NA,11,NA,NA,NA,NA,NA,NA
"782","Paulo Roberto da Silva","Paulo Roberto","https://s.glbimg.com/es/sde/f/2017/04/20/ab90dca3a15edcb4ef4af21626e0d3a9_FORMATO.png",69047,29,"COR","mei","Nulo",0,3.53,0,2.32,5,"Corinthians",2,NA,3,1,NA,3,NA,NA,15,3,NA,NA,NA,NA,NA,NA,NA,NA
"783","Giovanni Aparecido Adriano dos Santos","Giovanni","https://s.glbimg.com/es/sde/f/2017/04/03/54ca82f676684e32e2092814be84c655_FORMATO.png",68979,29,"ATL","gol","Contundido",0,4.47,0,-1.3,1,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2,NA,NA,NA
"784","Paulo Sérgio de Oliveira","Paulinho","https://s.glbimg.com/es/sde/f/2017/07/07/b665d8639383dbe3e6bc9401b9dadddb_FORMATO.png",69016,29,"ATL","mei","Provável",-1.7,6.47,-1.02,4.37,16,"Atlético-GO",1,3,34,4,12,30,2,2,49,31,1,NA,NA,NA,NA,NA,NA,NA
"785","Deivid Willian da Silva","Deivid","https://s.glbimg.com/es/sde/f/2017/04/23/7fa8d8853f5f9b5502dcde923aababee_FORMATO.png",69018,29,"ATL","mei","Nulo",0,5.04,0,0.48,5,"Atlético-PR",NA,2,3,NA,NA,5,1,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA
"786","Pablo Felipe Teixeira","Pablo","https://s.glbimg.com/es/sde/f/2017/04/23/3edce5d707460f97a267436370d60be7_FORMATO.png",69138,29,"ATL","ata","Nulo",0,2.07,0,-1.22,16,"Atlético-PR",NA,4,31,2,8,15,NA,NA,52,5,8,NA,NA,NA,NA,NA,NA,NA
"787","Lucas Ramón Barrios Arioli","Lucas Barrios","https://s.glbimg.com/es/sde/f/2017/04/23/cfc485340a51d2cf63f5fd033c85b2f1_FORMATO.png",69282,29,"GRE","ata","Nulo",-3.7,8.19,-1.02,2.57,15,"Grêmio",1,4,18,5,3,17,NA,4,26,9,9,NA,NA,NA,NA,NA,NA,NA
"788","Victor Ferraz Macedo","Victor Ferraz","https://s.glbimg.com/es/sde/f/2016/05/01/58576d141c8216fac9dedb1df391d5e8_FORMATO.png",70046,29,"SAN","lat","Contundido",0,10.39,0,4.19,15,"Santos",NA,3,12,1,2,12,NA,2,50,15,NA,8,NA,NA,NA,NA,NA,NA
"789","Romulo Borges Monteiro","Romulo","https://s.glbimg.com/es/sde/f/2017/04/24/b61c326027e887dd7e7893e82ca94121_FORMATO.png",70009,29,"FLA","mei","Nulo",-0.3,5.08,-0.12,0.57,8,"Flamengo",NA,1,9,3,NA,2,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA
"790","Martín Andrés Silva","Martín Silva","https://s.glbimg.com/es/sde/f/2017/04/06/5380df54d3b16b7d46117c5173040d3d_FORMATO.png",69249,29,"VAS","gol","Provável",14,9.6,1.2,2.62,29,"Vasco",NA,2,NA,NA,NA,4,NA,NA,20,NA,NA,8,NA,40,38,NA,NA,NA
"791","Reinaldo Rueda Rivera","Reinaldo Rueda","https://s.glbimg.com/es/sde/f/2017/08/15/f70ca24058c7afc7bcf48280e01aa139_FORMATO.png",69486,29,"FLA","tec","Provável",5.75,13.16,0.09,4.82,9,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"792","Leonardo Moreira Morais","Léo","https://s.glbimg.com/es/sde/f/2017/05/17/6b570687f8d47a6998a08f7f27fdd4ac_FORMATO.png",69177,29,"COR","lat","Provável",8.5,6.43,1.69,2.77,15,"Coritiba",1,6,28,1,1,24,NA,NA,57,30,NA,3,NA,NA,NA,NA,NA,NA
"793","Alan Santos da Silva","Alan Santos","https://s.glbimg.com/es/sde/f/2017/04/24/fbeeb71f969362dfd7489a955a0a5b00_FORMATO.png",70132,29,"COR","mei","Provável",-0.4,4.77,-1,2.14,20,"Coritiba",NA,3,32,4,8,11,1,NA,47,36,2,NA,NA,NA,NA,NA,NA,NA
"794","Fellipe Ramos Ignez Bastos","Fellipe Bastos","https://s.glbimg.com/es/sde/f/2017/04/19/2333e7afbab5775fa04708f8532bdf88_FORMATO.png",70116,29,"COR","mei","Nulo",-1.1,3.07,-0.54,0.5,4,"Corinthians",NA,NA,1,1,1,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"795","Maycon Vinícius Ferreira da Cruz","Nikão","https://s.glbimg.com/es/sde/f/2017/04/23/f0381b648963d11c0a911835d6b060da_FORMATO.png",69705,29,"ATL","mei","Provável",0,7.62,0,2.18,25,"Atlético-PR",2,2,25,15,11,37,1,2,91,22,3,NA,1,NA,NA,1,NA,NA
"796","João Carlos Heidemann","João Carlos","https://s.glbimg.com/es/sde/f/2017/05/02/d7292ead1ddbe03d301309fe8a47b770_FORMATO.png",69010,29,"PON","gol","Nulo",0,5.22,0,7,1,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA
"797","Ederson Honorato Campos","Ederson","https://s.glbimg.com/es/sde/f/2017/04/24/219907d77bba093529105f5b79abce53_FORMATO.png",70173,29,"FLA","mei","Contundido",0,4.25,0,0.94,5,"Flamengo",NA,NA,5,1,1,9,NA,NA,8,2,NA,NA,NA,NA,NA,NA,NA,NA
"798","Tiago Real do Prado","Tiago Real","https://s.glbimg.com/es/sde/f/2017/04/24/80440f6618b79e66630f3d1bd8709562_FORMATO.png",70058,29,"COR","mei","Suspenso",-2.5,3.89,-0.44,0.98,17,"Coritiba",2,3,21,6,6,14,1,NA,45,10,2,NA,NA,NA,NA,NA,NA,NA
"799","Hélio Hermito Zampier Neto","Neto","https://s.glbimg.com/es/sde/f/2016/04/27/f217614f7ad8e77684e58501d147fa3a_FORMATO.png",69008,29,"CHA","zag","Contundido",0,5,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800","Sidney Aparecido Ramos da Silva","Sidão","https://s.glbimg.com/es/sde/f/2017/04/25/6b33818b6514572559c1fef9b6ca9686_FORMATO.png",70222,29,"SAO","gol","Provável",-2.8,5.45,-0.68,4.92,9,"São Paulo",NA,1,NA,NA,NA,2,NA,NA,9,NA,NA,1,NA,23,14,NA,NA,NA
"801","Fábio Luiz Carille de Araújo","Fábio Carille","https://s.glbimg.com/es/sde/f/2017/04/22/b5151c5cf6b267103af7605949496c18_FORMATO.png",70696,29,"COR","tec","Provável",4.45,12.04,0.42,4.29,28,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"802","Roberto Heuchayer Santos de Araújo","Roberto","https://s.glbimg.com/es/sde/f/2017/08/17/2b6d0dac55444a427650e123ca955344_FORMATO.png",71116,29,"CHA","lat","Nulo",0,4.12,0,3.43,3,"Chapecoense",NA,1,3,NA,NA,3,NA,NA,4,5,NA,1,NA,NA,NA,NA,NA,NA
"803","Jackson de Souza","Jackson","https://s.glbimg.com/es/sde/f/2017/07/28/de12cacc448f4add788473ff0d4009bf_FORMATO.png",70934,29,"BAH","zag","Contundido",0,7,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"804","Luis Manuel Seijas Gunther","Seijas","https://s.glbimg.com/es/sde/f/2017/08/18/0b1e935b70a3d6471d8aa121da9f7140_FORMATO.png",70742,29,"CHA","mei","Nulo",0,6.21,0,1.98,18,"Chapecoense",2,NA,28,3,11,25,2,NA,46,14,1,NA,NA,NA,NA,NA,NA,NA
"805","Marllon Gonçalves Jerônimo Borges","Marllon","https://s.glbimg.com/es/sde/f/2017/05/02/40266a7126e1fd808b4350f90516f3f5_FORMATO.png",70666,29,"PON","zag","Provável",-0.1,11.3,-0.51,4.02,26,"Ponte Preta",NA,4,16,2,3,29,1,NA,42,39,1,9,NA,NA,NA,NA,NA,NA
"806","Vinícius Goes Barbosa de Souza","Vinícius","https://s.glbimg.com/es/sde/f/2017/06/01/a4f3ac6a4a79eebb1b9a2ec9388773ad_FORMATO.png",71162,29,"BAH","mei","Nulo",1.4,6.52,-1.19,1.47,23,"Bahia",1,4,18,8,11,11,NA,3,47,9,1,NA,NA,NA,NA,NA,NA,NA
"807","Bruno Henrique Corsini","Bruno Henrique","https://s.glbimg.com/es/sde/f/2017/09/04/f252554797209a70ab4bd0e0cf7e8692_FORMATO.jpeg",70944,29,"PAL","mei","Provável",-0.3,9.31,-1.19,4.22,12,"Palmeiras",1,2,28,2,7,11,NA,2,24,25,NA,NA,NA,NA,NA,NA,NA,NA
