"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","FC","FD","FF","FS","PE","RB","SG","I","G","CV","PP","DD","GS","FT","DP"
"25","Marcos Arouca da Silva","Arouca","https://s.glbimg.com/es/sde/f/2017/04/18/a79e46999e573a44398324ab951f4c7a_FORMATO.png",37718,8,"PAL","mei","Contundido",0,6,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","Rafael Martiniano de Miranda Moura","Rafael Moura","https://s.glbimg.com/es/sde/f/2017/04/03/0262cdf9cadf70eee005c277def421cb_FORMATO.png",37655,8,"ATL","ata","Nulo",9.8,7.08,1.39,3.3,7,"Atlético-MG",NA,NA,11,3,5,6,6,2,NA,4,2,NA,NA,NA,NA,1,NA
"27","Gustavo Franchin Schiavolin","Gustavo","https://s.glbimg.com/es/sde/f/2017/04/28/1a067ab1f5585036fbe91443094ed603_FORMATO.png",37840,8,"AVA","zag","Provável",2.1,4.53,0.89,-0.9,2,"Avaí",NA,1,2,NA,1,1,4,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"28","Roger de Oliveira Bernardo","Roger Bernardo","https://s.glbimg.com/es/sde/f/2017/02/10/0b93e966db5a756db5cdccd6e4275cc0_FORMATO.png",37934,8,"ATL","mei","Nulo",0,7,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","Luis Fabiano Clemente","Luis Fabiano","https://s.glbimg.com/es/sde/f/2017/04/17/37ff07beed4a39ead1876fadd586d068_FORMATO.png",37919,8,"VAS","ata","Provável",1.9,14.18,-1.34,8.23,6,"Vasco",1,2,10,4,8,9,7,2,NA,4,5,NA,NA,NA,NA,NA,NA
"30","Anderson Pedro Nunes da Silva Campos","Anderson","https://s.glbimg.com/es/sde/f/2017/02/21/25b8eacc6ff420ba06c12861299fc24b_FORMATO.png",38001,8,"BAH","gol","Nulo",-2,0.77,-0.23,-2,1,"Bahia",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","Mário Lúcio Duarte Costa","Aranha","https://s.glbimg.com/es/sde/f/2017/05/02/803e0f7a5e12a827547f82d97fb403f0_FORMATO.png",37984,8,"PON","gol","Provável",13.4,12.53,2.98,4.29,8,"Ponte Preta",NA,NA,NA,NA,NA,1,4,NA,3,NA,NA,NA,NA,14,11,NA,NA
"32","Rafael Augusto Sobis do Nascimento","Rafael Sobis","https://s.glbimg.com/es/sde/f/2016/07/06/9f448978203e98dc8d4f57f547ed8a44_FORMATO.png",37798,8,"CRU","ata","Provável",12.3,12.72,2.22,7.35,2,"Cruzeiro",1,1,3,2,4,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"33","Maicosuel Reginaldo de Matos","Maicosuel","https://s.glbimg.com/es/sde/f/2017/06/07/709c0e1e568158958ad56b554eba55d3_FORMATO.png",37851,8,"SAO","mei","Nulo",0,6.88,0,2.3,5,"São Paulo",NA,NA,1,3,1,7,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","Antonio Eduardo Pereira dos Santos","Kanu","https://s.glbimg.com/es/sde/f/2017/02/20/2a67dc4c7c97236fb27abf4dbe5a39fc_FORMATO.png",51792,8,"VIT","zag","Provável",14.5,9.62,3.73,6.3,3,"Vitória",1,1,4,NA,NA,1,12,5,1,1,1,NA,NA,NA,NA,NA,NA
"35","Edimo Ferreira Campos","Edinho","https://s.glbimg.com/es/sde/f/2017/04/24/134bd2592921a7ea460e78f357f4d99a_FORMATO.png",37792,8,"COR","mei","Nulo",0,4.51,0,-0.3,1,"Coritiba",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","Leandro Salino do Carmo","Leandro Salino","https://s.glbimg.com/es/sde/f/2017/02/20/88732a4309dfb2ee375054e5e944d3cf_FORMATO.png",51905,8,"VIT","lat","Provável",5.8,7,0.06,4.44,5,"Vitória",NA,1,14,NA,1,13,16,14,1,NA,NA,NA,NA,NA,NA,NA,NA
"37","Lucas Ramón Barrios Arioli","Lucas Barrios","https://s.glbimg.com/es/sde/f/2017/04/23/cfc485340a51d2cf63f5fd033c85b2f1_FORMATO.png",69282,8,"GRE","ata","Contundido",0,10.52,0,4.18,4,"Grêmio",1,2,5,1,NA,6,5,1,NA,4,2,NA,NA,NA,NA,NA,NA
"38","Réver Humberto Alves Araújo","Réver","https://s.glbimg.com/es/sde/f/2017/04/24/854cf1c9afe220c9f2a2751a12f2e7dd_FORMATO.png",52253,8,"FLA","zag","Provável",2.7,10.58,-1.52,4.41,8,"Flamengo",NA,1,4,1,1,7,14,9,3,NA,1,NA,NA,NA,NA,NA,NA
"39","Gilson Gomes do Nascimento","Gilson","https://s.glbimg.com/es/sde/f/2017/04/17/41717887cc5c81bcd28ad1df6829c7e6_FORMATO.png",52674,8,"BOT","lat","Nulo",0,9.09,0,3.99,7,"Botafogo",NA,1,3,NA,NA,13,7,5,3,NA,NA,NA,NA,NA,NA,1,NA
"40","Jefferson de Oliveira Galvão","Jefferson","https://s.glbimg.com/es/sde/f/2016/05/20/27326ea71a4a3d4cde252b5498024a60_FORMATO.png",38109,8,"BOT","gol","Contundido",0,9,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","Víctor Leandro Bagy","Victor","https://s.glbimg.com/es/sde/f/2017/04/03/444816970098790387faf6c2c5c0444f_FORMATO.png",52950,8,"ATL","gol","Provável",-2,10.12,-0.85,4.27,8,"Atlético-MG",NA,1,NA,NA,NA,NA,6,NA,2,NA,NA,NA,NA,13,9,NA,1
"42","Danilo Gabriel de Andrade","Danilo","https://s.glbimg.com/es/sde/f/2017/04/19/b627c9025ae6426b1e4397a1e4806a3e_FORMATO.png",38067,8,"COR","mei","Nulo",0,5,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","Diego Alfredo Lugano Moreno","Lugano","https://s.glbimg.com/es/sde/f/2016/05/01/08944541062646b222c15154448a4d88_FORMATO.png",38062,8,"SAO","zag","Nulo",0,4.62,0,2.2,1,"São Paulo",NA,NA,4,NA,1,NA,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"44","Severino dos Ramos Durval da Silva","Durval","https://s.glbimg.com/es/sde/f/2017/05/01/510c7156c6f1b989be6cdcdfb393eb82_FORMATO.png",38100,8,"SPO","zag","Provável",9.8,7.63,1,4.01,7,"Sport",1,NA,3,NA,NA,4,9,9,2,NA,NA,NA,NA,NA,NA,NA,NA
"45","Lins Lima de Britto","Lins","https://s.glbimg.com/es/sde/f/2017/05/02/152a2c73a115dd6eaae434c953a9c05b_FORMATO.png",53669,8,"PON","ata","Nulo",-1.1,4.05,-0.85,1.45,6,"Ponte Preta",1,NA,9,2,2,6,15,4,NA,1,NA,NA,NA,NA,NA,NA,NA
"46","Paulo Roberto Valoura Júnior","Juninho","https://s.glbimg.com/es/sde/f/2017/02/21/1185bf0445861de05869b21f919a1d93_FORMATO.png",71937,8,"BAH","mei","Nulo",2.9,10.95,0.82,2.75,8,"Bahia",1,1,17,7,5,7,29,11,NA,NA,NA,NA,NA,NA,NA,1,NA
"47","Maycon Vinícius Ferreira da Cruz","Nikão","https://s.glbimg.com/es/sde/f/2017/04/23/f0381b648963d11c0a911835d6b060da_FORMATO.png",69705,8,"ATL","mei","Provável",-0.9,7.74,-0.74,2.66,7,"Atlético-PR",NA,1,4,6,4,12,18,6,NA,1,NA,NA,NA,NA,NA,1,NA
"48","Wendel Geraldo Maurício e Silva","Wendel","https://s.glbimg.com/es/sde/f/2017/05/02/4a4ad263fb8caeebedbea1c1bab7d397_FORMATO.png",38021,8,"PON","mei","Nulo",0,4.3,-0.57,1.13,7,"Ponte Preta",1,1,5,NA,2,8,3,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"49","Elias Mendes Trindade","Elias","https://s.glbimg.com/es/sde/f/2017/04/03/9fbc7e32d0d9db7b948212b98c23212a_FORMATO.png",54395,8,"ATL","mei","Provável",0,12.39,-0.95,2.29,7,"Atlético-MG",NA,1,7,2,1,5,20,9,NA,2,1,NA,NA,NA,NA,NA,NA
"50","Túlio Vinícius Fróes de Melo","Túlio de Melo","https://s.glbimg.com/es/sde/f/2017/04/25/19e52a7282097054fc255711621c8e29_FORMATO.png",54797,8,"CHA","ata","Nulo",1.7,3.75,0.06,0.08,5,"Chapecoense",NA,NA,3,1,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","Ferdinando Pereira Leda","Ferdinando","https://s.glbimg.com/es/sde/f/2017/04/28/451b8463a985e60f7a6e4d877e47d26e_FORMATO.png",53731,8,"AVA","mei","Nulo",0,5,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","Rafael de Souza Pereira","Rafael Carioca","https://s.glbimg.com/es/sde/f/2017/04/03/902e1c13569f1c4cc9f929691cc6d625_FORMATO.png",60784,8,"ATL","mei","Provável",0.8,6.24,0.22,1.67,8,"Atlético-MG",NA,2,7,NA,NA,11,17,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","Luis Ricardo Silva Umbelino","Luis Ricardo","https://s.glbimg.com/es/sde/f/2016/05/20/f1f631c4c995df1548717967d445801f_FORMATO.png",55348,8,"BOT","lat","Contundido",0,8,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","Jael Ferreira Vieira","Jael","https://s.glbimg.com/es/sde/f/2017/04/23/585f69babcaf14c7eaf22537e3c5338c_FORMATO.png",60859,8,"GRE","ata","Contundido",0,5,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","Patric Cabral Lalau","Patric","https://s.glbimg.com/es/sde/f/2017/04/24/89077bf2beda96cfae171fad51c21cd1_FORMATO.png",60969,8,"VIT","lat","Provável",6,7.39,0.43,2.28,5,"Vitória",NA,NA,10,3,3,6,27,7,1,1,NA,NA,NA,NA,NA,NA,NA
"56","Cássio Luís Rissardo","Xuxa","https://s.glbimg.com/es/sde/f/2017/04/25/f61368b41b39832165af38d0ac96fda8_FORMATO.png",55594,8,"PON","mei","Contundido",0,2.44,0,0.55,2,"Ponte Preta",NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","Marcos Antônio da Silva Gonçalves","Marquinhos","https://s.glbimg.com/es/sde/f/2017/05/03/cc800ad5ce3aeb287358e50e4352911b_FORMATO.png",60788,8,"SPO","ata","Nulo",-0.3,5.05,-0.67,3.03,3,"Sport",2,NA,2,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","Willians dos Santos Santana","Willians","https://s.glbimg.com/es/sde/f/2017/06/07/e24d137ff5aa2e79299e85cf581744a1_FORMATO.png",60787,8,"AVA","ata","Nulo",0,3.31,-0.5,0.28,5,"Avaí",NA,NA,12,NA,NA,6,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","Anderson Vital da Silva","Dedé","https://s.glbimg.com/es/sde/f/2017/04/05/526dd85f05139f739aca91b753b00ec9_FORMATO.png",60819,8,"CRU","zag","Contundido",0,8.86,0,3.43,3,"Cruzeiro",NA,NA,1,NA,NA,2,12,2,2,NA,NA,NA,NA,NA,NA,NA,NA
"60","João Paulo da Silva","João Paulo","https://s.glbimg.com/es/sde/f/2017/04/24/bd4f8a7faf06636fd48dc601b16ea0af_FORMATO.png",56102,8,"COR","mei","Contundido",0,7,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","Bruno Vieira Gallo","Bruno Gallo","https://s.glbimg.com/es/sde/f/2017/04/06/68766fe1a4a33ee25c95b972979bf44c_FORMATO.png",60802,8,"VAS","mei","Nulo",0,1.7,0,-0.6,1,"Vasco",NA,NA,1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","Carlos Cesar Neves","Carlos Cesar","https://s.glbimg.com/es/sde/f/2017/04/03/ed8cd5220fe7c5ba0069143fad70f518_FORMATO.png",61211,8,"ATL","lat","Contundido",0,4.46,0,-0.7,1,"Atlético-MG",NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","Julio Daniel dos Santos Rodríguez","Julio dos Santos","https://s.glbimg.com/es/sde/f/2017/04/17/649e4e7bd437c7088ca460c013ae1718_FORMATO.png",60853,8,"VAS","mei","Nulo",0,5,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","Rodrigo Eduardo Costa Marinho","Rodriguinho","https://s.glbimg.com/es/sde/f/2017/04/20/ff3f0ec8867916a05745cdee54815442_FORMATO.png",61033,8,"COR","mei","Provável",4.5,15.2,-1.37,5.5,5,"Corinthians",2,1,7,2,3,12,16,6,NA,1,1,NA,NA,NA,NA,NA,NA
"65","Walisson Moreira Farias Maia","Walisson Maia","https://s.glbimg.com/es/sde/f/2017/04/24/60830998fb2fc54f511a8d2b5c3a6f25_FORMATO.png",73991,8,"COR","zag","Nulo",0,5.31,0,2.1,3,"Coritiba",NA,NA,1,1,NA,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"66","Edimar Curitiba Fraga","Edimar","https://s.glbimg.com/es/sde/f/2017/04/25/0991c88dd099660fdb7cfc88a4bedab1_FORMATO.png",62024,8,"SAO","lat","Nulo",0,5,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","Lucca Borges Brito","Lucca","https://s.glbimg.com/es/sde/f/2017/05/02/bd59d7bbf1fff0ce2e2dd4b489c5c99a_FORMATO.png",61149,8,"PON","ata","Provável",4.6,20.26,0.18,8.29,8,"Ponte Preta",1,NA,12,6,6,25,21,7,NA,2,5,NA,NA,NA,NA,NA,NA
"68","Airton Ribeiro Santos","Airton","https://s.glbimg.com/es/sde/f/2016/05/19/53e1bd0759a8f98439752def04457e15_FORMATO.png",61985,8,"BOT","mei","Contundido",0,5.63,0,1.17,3,"Botafogo",NA,NA,3,NA,NA,4,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","Jean Raphael Vanderlei Moreira","Jean","https://s.glbimg.com/es/sde/f/2017/04/18/84289863d6f3328bec523c3cfeadb268_FORMATO.png",62047,8,"PAL","lat","Provável",1.7,14.33,-0.05,3.14,5,"Palmeiras",NA,NA,3,2,4,4,18,4,1,1,1,NA,1,NA,NA,NA,NA
"70","Fernando Camilo Farias","Camilo","https://s.glbimg.com/es/sde/f/2016/06/28/8a03ee3ad9899f775f55818fc2c7e956_FORMATO.jpeg",62009,8,"BOT","mei","Contundido",0,11.07,0,1.47,3,"Botafogo",NA,NA,NA,1,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","Maikon Fernando Souza Leite","Maikon Leite","https://s.glbimg.com/es/sde/f/2017/02/18/d1beebf2d6769d1d954a6d387ae17218_FORMATO.png",62069,8,"BAH","ata","Nulo",0,2.15,0,-0.5,2,"Bahia",NA,NA,2,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"72","Gilberto Oliveira Souza Júnior","Gilberto","https://s.glbimg.com/es/sde/f/2016/08/18/6af48de27fa231f0a84e3301c9451cb9_FORMATO.png",61188,8,"SAO","ata","Nulo",-0.5,4.2,-0.49,1.58,5,"São Paulo",NA,1,4,2,3,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA
"73","Marcos Rogério Ricci Lopes","Pará","https://s.glbimg.com/es/sde/f/2017/04/24/44fa9261c93718d8ee74e043fad7adbb_FORMATO.png",62086,8,"FLA","lat","Nulo",0,8.98,0,2.4,7,"Flamengo",1,NA,9,NA,1,4,16,2,3,NA,NA,NA,NA,NA,NA,NA,NA
"74","Márcio Passos de Albuquerque","Emerson Sheik","https://s.glbimg.com/es/sde/f/2017/06/01/da3106efc7379dcf3c942213ac978f0e_FORMATO.png",68744,8,"PON","ata","Provável",1,4.92,-0.98,2.05,4,"Ponte Preta",1,2,4,1,3,12,11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","Vanderlei Farias da Silva","Vanderlei","https://s.glbimg.com/es/sde/f/2016/05/01/82e0b04b2f7623a1d61ffaff2e36a59c_FORMATO.png",62121,8,"SAN","gol","Provável",11,19.76,-1.39,9.89,8,"Santos",NA,NA,NA,NA,NA,NA,3,NA,5,NA,NA,NA,NA,20,6,NA,1
"76","Róbson Michael Signorini","Robinho","https://s.glbimg.com/es/sde/f/2016/05/12/bca701933eaad8640785a2a634d5edf4_FORMATO.png",62104,8,"CRU","mei","Provável",8.2,9.86,1.36,2.63,4,"Cruzeiro",NA,2,4,2,4,2,25,6,NA,NA,1,NA,NA,NA,NA,NA,NA
"77","William Matheus da Silva","William Matheus","https://s.glbimg.com/es/sde/f/2017/04/24/dc3d5fdf33d1716e51abe9c2aad2d182_FORMATO.png",62130,8,"COR","lat","Provável",9,9.32,1.39,4.54,7,"Coritiba",NA,3,10,4,1,17,23,10,4,1,NA,NA,NA,NA,NA,NA,NA
"78","Walter Henrique da Silva","Walter","https://s.glbimg.com/es/sde/f/2017/06/01/bba975f9c1f34505f37eedc4d7693aad_FORMATO.png",62128,8,"ATL","ata","Nulo",0.1,7.84,-0.65,1.1,6,"Atlético-GO",NA,1,8,3,4,10,23,1,NA,2,1,NA,NA,NA,NA,NA,NA
"79","Wellington Aparecido Martins","Wellington","https://s.glbimg.com/es/sde/f/2017/05/31/dd89d6216d99df8fdd4aae38684aec26_FORMATO.png",62129,8,"VAS","mei","Provável",0.1,0.86,0.1,-1.7,4,"Vasco",NA,1,10,NA,NA,3,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","Marcos Luis Rocha Aquino","Marcos Rocha","https://s.glbimg.com/es/sde/f/2017/04/03/043d9369ddb104e41861bbe7b79afb5d_FORMATO.png",63013,8,"ATL","lat","Contundido",0,11.33,0,3.35,2,"Atlético-MG",1,NA,5,NA,1,3,16,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","Victor Ramos Ferreira","Victor Ramos","https://s.glbimg.com/es/sde/f/2017/04/25/b46cb463e6cdc67676c6fde0cbbdfdf9_FORMATO.png",63000,8,"CHA","zag","Provável",0.5,7.58,-0.03,2.56,8,"Chapecoense",NA,1,10,2,2,1,17,8,3,NA,NA,NA,NA,NA,NA,NA,NA
"82","Alan Luciano Ruschel","Alan Ruschel","https://s.glbimg.com/es/sde/f/2017/04/24/5445b9aabe74f7acf2c52104cb6270ff_FORMATO.png",63110,8,"CHA","lat","Nulo",0,3,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","João Paulo Purcino de Almeida","João Paulo","https://s.glbimg.com/es/sde/f/2017/04/28/61a2cc88c95e6ada6bf3c127a23ec96f_FORMATO.png",62997,8,"AVA","lat","Nulo",0,4,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","Werley Ananias da Silva","Werley","https://s.glbimg.com/es/sde/f/2017/04/24/5d30208b79a04fd4710a6c79831dae42_FORMATO.png",62974,8,"COR","zag","Provável",2.3,8.45,-0.49,4.1,8,"Coritiba",NA,NA,1,NA,2,1,24,8,5,NA,NA,NA,NA,NA,NA,NA,NA
"85","Willian Roberto Farias","Willian Farias","https://s.glbimg.com/es/sde/f/2017/04/24/15cf98a07f1ca5efaa16bc8321c04658_FORMATO.png",63058,8,"VIT","mei","Provável",4.1,8.75,0.02,3.07,6,"Vitória",NA,3,9,NA,1,3,19,17,NA,NA,NA,NA,NA,NA,NA,1,NA
"86","Douglas Silva Bacelar","Douglas","https://s.glbimg.com/es/sde/f/2016/10/24/daecab9e41dda92b025a194ccf942d0e_FORMATO.png",63128,8,"SAO","zag","Nulo",0,3.28,0,0.9,1,"São Paulo",NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","Paulo Marcos de Jesus Ribeiro","Paulão","https://s.glbimg.com/es/sde/f/2017/05/17/e601d16bd24dd07614db1ad805107a5d_FORMATO.png",63172,8,"VAS","zag","Provável",3.9,4.98,0.77,1.1,7,"Vasco",NA,1,12,NA,6,6,11,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"88","Moisés Lima Magalhães","Moisés","https://s.glbimg.com/es/sde/f/2017/04/18/a2b616905dc5f0c3eddcfafd4814e2d9_FORMATO.png",63158,8,"PAL","mei","Contundido",0,10,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","Luiz Severo Júnior","Júnior Viçosa","https://s.glbimg.com/es/sde/f/2017/04/28/d1909a944130931c13b961fd7bf4ce3a_FORMATO.png",63177,8,"ATL","ata","Nulo",0,3.57,0,0.28,6,"Atlético-GO",NA,NA,2,2,4,3,7,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"90","Luan Madson Gedeão De Paiva","Luan","https://s.glbimg.com/es/sde/f/2017/04/03/5472237b431bf42b1ce79273d48c8e2f_FORMATO.png",63219,8,"ATL","ata","Nulo",1.7,6.53,-1.47,1.7,1,"Atlético-MG",NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","Bruno César Pereira da Silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2016/05/20/473777983ee50165bf691b0f029cac11_FORMATO.png",68698,8,"BOT","mei","Provável",8.5,13.48,-0.48,7.3,7,"Botafogo",1,5,10,3,4,14,25,14,NA,NA,4,NA,NA,NA,NA,NA,NA
"92","André Felipe Ribeiro de Souza","André","https://s.glbimg.com/es/sde/f/2017/03/12/15292d87c87458b6575b789d1e0b3a77_FORMATO.png",68690,8,"SPO","ata","Provável",-0.2,8.09,0.17,4.33,7,"Sport",NA,2,19,3,5,7,18,6,NA,6,4,NA,NA,NA,NA,NA,NA
"93","Fernando Buttenbender Prass","Fernando Prass","https://s.glbimg.com/es/sde/f/2016/05/01/493488441bb751ad5dbdb042a318599f_FORMATO.png",38140,8,"PAL","gol","Provável",8,16.6,0.53,5.91,8,"Palmeiras",NA,NA,NA,NA,NA,1,4,NA,2,NA,NA,NA,NA,18,8,NA,NA
"94","Jucilei da Silva","Jucilei","https://s.glbimg.com/es/sde/f/2017/04/25/a6c1399add6e3c7d17ad9a708974cd21_FORMATO.png",63422,8,"SAO","mei","Provável",3.4,13.27,-0.78,4.76,8,"São Paulo",NA,NA,18,1,2,18,23,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","Pablo Estifer Armero","Armero","https://s.glbimg.com/es/sde/f/2017/02/21/db1cdca479125a2d236ee31275630a71_FORMATO.png",68693,8,"BAH","lat","Dúvida",0.6,2.03,-0.35,-1.15,2,"Bahia",NA,NA,5,2,1,NA,7,3,NA,1,NA,1,NA,NA,NA,NA,NA
"96","Artur Guilherme Moraes Gusmão","Artur Moraes","https://s.glbimg.com/es/sde/f/2017/04/24/5e85a2f95507d900cd0da5a482163c0d_FORMATO.png",38156,8,"CHA","gol","Nulo",0,6,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","Frederico Chaves Guedes","Fred","https://s.glbimg.com/es/sde/f/2017/04/03/3c0b9d4407aa9d0eadfb90461cc048e1_FORMATO.png",38162,8,"ATL","ata","Provável",0,16.56,0,3.55,6,"Atlético-MG",1,NA,9,2,5,15,13,1,NA,3,1,NA,NA,NA,NA,1,NA
"98","Diego Renan de Lima Ferreira","Diego Renan","https://s.glbimg.com/es/sde/f/2017/04/24/6cdeb7e2779c671c69473bc599c9eab2_FORMATO.png",68725,8,"CHA","lat","Nulo",0,5.12,0,0.2,2,"Chapecoense",NA,NA,1,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","Marcos Vicente dos Santos","Marquinhos","https://s.glbimg.com/es/sde/f/2017/04/28/16b2b3c31dc9b2e904ab87a434b26f8b_FORMATO.png",38150,8,"AVA","mei","Provável",0.1,2.32,0.49,-0.46,7,"Avaí",NA,NA,3,3,3,7,29,2,NA,NA,NA,1,NA,NA,NA,NA,NA
"100","Diego Gomes dos Santos","Diego Gomes","https://s.glbimg.com/es/sde/f/2017/05/02/c6169204fbfca94a9affdd9de721a72c_FORMATO.png",94045,8,"SAN","mei","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","Thallyson Gabriel Lobo Seabra","Thallyson","https://s.glbimg.com/es/sde/f/2017/02/14/3e158bd1bb119b3c60c1c2d557560d42_FORMATO.png",94144,8,"SPO","mei","Nulo",0,0.76,0,-0.48,5,"Sport",NA,2,7,NA,NA,7,10,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"102","Maicon Thiago Pereira de Souza","Maicon","https://s.glbimg.com/es/sde/f/2017/04/23/2d7990dd22103819070a18092e4a35b7_FORMATO.png",38196,8,"GRE","mei","Provável",0,8.24,-0.34,1.02,5,"Grêmio",NA,NA,3,NA,NA,5,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","Devid de Santana Silva","Devid","https://s.glbimg.com/es/sde/f/2017/04/28/7f5898b6f55d8d2c22bc2f9fd72c1067_FORMATO.png",94105,8,"AVA","ata","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","Matheus Gutz","Matheus","https://s.glbimg.com/es/sde/f/2017/04/28/08e4242f18d2365a93ecf92b2ce9fd52_FORMATO.png",94102,8,"AVA","gol","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Maycon de Andrade Barberan","Maycon","https://s.glbimg.com/es/sde/f/2017/04/28/66122f2239f4f742f47cf5008882313f_FORMATO.png",94154,8,"COR","mei","Provável",0.2,6.94,-0.43,2.96,8,"Corinthians",NA,NA,3,1,4,2,27,12,NA,NA,1,NA,NA,NA,NA,NA,NA
"106","Leonardo Campos Duarte da Silva","Léo Duarte","https://s.glbimg.com/es/sde/f/2017/04/24/b7aa73dc8eb8be2ac3c08bcada8359a6_FORMATO.png",94214,8,"FLA","zag","Nulo",0,3,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","Lucas Ferreira Amaral","Lucas Ferreira","https://s.glbimg.com/es/sde/f/2016/05/01/a38c7b2a46cf04e24085ad1f45ce78bc_FORMATO.png",94147,8,"SPO","gol","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
