"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","FC","FD","FF","FS","G","PE","RB","SG","DD","DP","GS","A","FT","I","CV","PP","GC"
"639","Colin Kazim-Richards","Kazim","https://s.glbimg.com/es/sde/f/2017/04/23/ad1f8add949fbe2020567092e6cb1ac9_FORMATO.png",91519,34,"COR","ata","Nulo",8.3,3.17,1.43,0.67,13,"Corinthians",1,17,4,5,6,1,6,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"640","Elias Martello Curzel","Elias","https://s.glbimg.com/es/sde/f/2017/04/24/d39a7668ae872daf6e04f923e0d16a54_FORMATO.png",90843,34,"CHA","gol","Nulo",0,4,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","Lucas Rios Marques","Lucas","https://s.glbimg.com/es/sde/f/2017/07/25/ac2070c9ec995dd5cc0efc710891a97a_FORMATO.png",50362,34,"FLU","lat","Provável",1.7,2.69,-1.03,1.1,26,"Fluminense",8,44,5,6,23,NA,81,35,1,NA,NA,NA,2,NA,8,NA,NA,NA
"642","Leonardo Felipe Valencia Rossel","Leonardo Valencia","https://s.glbimg.com/es/sde/f/2017/08/07/5da8e09b912f3d4e02c70571d9de8988_FORMATO.png",91508,34,"BOT","mei","Nulo",0.6,3.79,-0.69,-0.74,9,"Botafogo",4,8,5,5,10,NA,33,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA
"643","Carlos Eduardo Marques","Carlos Eduardo","https://s.glbimg.com/es/sde/f/2017/08/30/1d0425c1f6b3c4bb5041fa1cb9ee960e_FORMATO.png",50369,34,"VIT","mei","Nulo",0,1.94,0,0.1,11,"Vitória",2,8,3,2,12,NA,39,7,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"644","Lucas Fernandes","Lucas Fernandes","https://s.glbimg.com/es/sde/f/2017/07/26/1701b04d674659c12ac0715a0b58adbd_FORMATO.png",90899,34,"ATL","ata","Dúvida",0.7,3.79,-0.45,1.45,15,"Atlético-PR",NA,12,3,5,25,NA,30,11,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"645","Lucas de Figueiredo Crispim","Lucas Crispim","https://s.glbimg.com/es/sde/f/2016/05/01/f060208d1a949d93507611b7e4fbd24b_FORMATO.png",88597,34,"SAN","mei","Nulo",0,2.39,0,0.4,3,"Santos",NA,2,1,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"646","Jean Paulo Fernandes Filho","Jean","https://s.glbimg.com/es/sde/f/2017/07/28/d36fdad47b0813c57a2b46c71ec4af32_FORMATO.png",90933,34,"BAH","gol","Provável",1.4,11.64,-0.02,3.87,34,"Bahia",2,1,NA,NA,3,NA,29,NA,10,58,1,44,NA,NA,NA,NA,NA,NA
"647","Robert Abel Arboleda Escobar","Arboleda","https://s.glbimg.com/es/sde/f/2017/06/27/feb4b502524252fc410bb11eeffc69b7_FORMATO.png",91573,34,"SAO","zag","Provável",-2.8,7.76,-1.93,3.07,21,"São Paulo",5,25,1,10,18,3,50,22,4,NA,NA,NA,1,NA,3,NA,NA,NA
"648","Paulo Henrique Carneiro Filho","Paulo Henrique","https://s.glbimg.com/es/sde/f/2017/02/14/f3e039a98588fd2760ea1b06034d2567_FORMATO.png",50398,34,"SPO","ata","Nulo",0,3,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","Sidcley Ferreira Pereira","Sidcley","https://s.glbimg.com/es/sde/f/2017/04/23/eff5699ee67d7b1a4f3c4cf923789370_FORMATO.png",86764,34,"ATL","lat","Dúvida",3.6,13.07,0.38,4.59,30,"Atlético-PR",3,31,7,6,51,4,87,31,10,NA,NA,NA,4,NA,13,NA,NA,NA
"650","Thallyson Gabriel Lobo Seabra","Thallyson","https://s.glbimg.com/es/sde/f/2017/02/14/3e158bd1bb119b3c60c1c2d557560d42_FORMATO.png",94144,34,"SPO","mei","Nulo",0,0.83,0,0.48,15,"Sport",3,15,NA,1,8,1,17,8,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"651","Alan Cardoso de Andrade","Alan Cardoso","https://s.glbimg.com/es/sde/f/2017/05/24/7fd89a2cf130263868b36903498c1059_FORMATO.png",93785,34,"VAS","lat","Nulo",0,1.21,0,-1.3,1,"Vasco",1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","Hudson Rodrigues dos Santos","Hudson","https://s.glbimg.com/es/sde/f/2017/02/05/3d3e3081a494b80799d348813e420860_FORMATO.png",50324,34,"CRU","mei","Contundido",0,6.9,0,3.51,16,"Cruzeiro",1,25,1,10,17,1,26,32,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"653","Fagner Ironi Daponte","Fagner Alemão","https://s.glbimg.com/es/sde/f/2017/04/28/d93e226df0beb6346213a1a809c8f7fc_FORMATO.png",83522,34,"AVA","lat","Provável",1.9,9.86,-0.54,4.04,30,"Avaí",5,19,3,7,30,NA,69,55,9,NA,NA,NA,1,NA,10,NA,NA,NA
"654","Raianderson da Costa Morais","Careca","https://s.glbimg.com/es/sde/f/2017/08/31/2e4b69da4eddc15bda1f67645090e038_FORMATO.jpeg",91634,34,"CRU","mei","Nulo",0,2,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655","Kayke Moreno de Andrade Rodrigues","Kayke","https://s.glbimg.com/es/sde/f/2017/05/02/175b6e25643dfdf97032cd564bc4e5c4_FORMATO.png",50402,34,"SAN","ata","Nulo",0,4.15,0,1.32,24,"Santos",NA,20,8,19,9,3,50,6,NA,NA,NA,NA,1,NA,10,NA,1,NA
"656","Alison Vicente da Silva","Alison","https://s.glbimg.com/es/sde/f/2017/02/14/cd74f75d4225633af1942d07603f11cf_FORMATO.png",91003,34,"SPO","ata","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","Lucas Marques de Oliveira","Lucas Marques","https://s.glbimg.com/es/sde/f/2017/04/24/4c115f9e09a83e602fdd887b5915ae16_FORMATO.png",91973,34,"CHA","mei","Nulo",0,3.33,0,3.6,13,"Chapecoense",3,20,1,5,10,3,38,19,NA,NA,NA,NA,1,1,NA,NA,NA,NA
"658","Marciel Silva da Silva","Marciel","https://s.glbimg.com/es/sde/f/2017/04/23/cf2fd75fe95a351dd06a29fbc12519b7_FORMATO.png",91714,34,"COR","mei","Nulo",0,2.72,0,1.9,1,"Corinthians",1,1,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","Henrique Gelain Custódio","Henrique Gelain","https://s.glbimg.com/es/sde/f/2017/04/24/048b1eb6ff970a66fa5eb5087290c03b_FORMATO.png",86783,34,"COR","lat","Contundido",0,1,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","Eduardo Jacinto de Biasi","Eduardo","https://s.glbimg.com/es/sde/f/2015/04/08/2ebaa66ec9d9d1de9a011dac27436a6d_FORMATO.jpeg",91688,34,"CRU","mei","Nulo",0,1,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","Jordi Almeida","Jordi","https://s.glbimg.com/es/sde/f/2017/04/17/8a166ba697085a60b3f3b7d74a9c6114_FORMATO.png",86776,34,"VAS","gol","Nulo",0,2.81,0,-2,1,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"662","Raniel Santana de Vasconcelos","Raniel","https://s.glbimg.com/es/sde/f/2017/04/06/b362899a01b537ee09468f95d34f40f7_FORMATO.png",86797,34,"CRU","ata","Contundido",0,2.4,0,3.53,11,"Cruzeiro",2,6,NA,3,13,2,7,11,NA,NA,NA,NA,1,NA,1,NA,NA,NA
"663","Marlon Rodrigues Xavier","Marlon","https://s.glbimg.com/es/sde/f/2017/07/25/ee065470bf0b5a13c2bd5b1ee638967a_FORMATO.png",91706,34,"FLU","lat","Nulo",-1.5,4.31,-0.55,2.51,12,"Fluminense",2,14,2,3,6,NA,39,21,1,NA,NA,NA,2,NA,NA,1,NA,NA
"664","Andrey Ramos do Nascimento","Andrey","https://s.glbimg.com/es/sde/f/2017/04/06/f30ccd95961eb8e4131995d63a8fcc34_FORMATO.png",93787,34,"VAS","mei","Nulo",0,1.49,0,2.22,5,"Vasco",1,1,NA,6,6,NA,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","Bruno Jacinto da Silva","Bruno Paulista","https://s.glbimg.com/es/sde/f/2017/07/08/baeb57a463f93f78065135fdc122eded_FORMATO.png",88933,34,"VAS","mei","Nulo",0,4.71,0,1.22,11,"Vasco",7,10,5,7,15,NA,22,13,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"666","Jean Carlos de Souza Irmer","Jean","https://s.glbimg.com/es/sde/f/2017/04/06/d3926623525ad9fc2a3896099f523066_FORMATO.png",89150,34,"VAS","mei","Nulo",12.5,12.15,1.35,4.06,31,"Vasco",9,62,6,11,43,1,60,85,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"667","José Welison da Silva","José Welison","https://s.glbimg.com/es/sde/f/2017/04/24/842ad25f4c670bababfa051fb5fb8ca6_FORMATO.png",86859,34,"VIT","mei","Provável",0.3,3.28,0.27,1.55,4,"Vitória",1,12,NA,3,1,1,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","Caíque França Godoy","Caíque França","https://s.glbimg.com/es/sde/f/2017/04/19/02fc5dc63c312d6868d30a24d373ba30_FORMATO.png",91808,34,"COR","gol","Provável",5,2.55,0.08,5,2,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669","Neilton Meira Mestzk","Neilton","https://s.glbimg.com/es/sde/f/2017/06/22/68ef88732dd29a754b0a2fb92136a10c_FORMATO.png",83772,34,"VIT","ata","Provável",1.4,7.61,0.54,4.38,27,"Vitória",3,35,11,13,43,7,72,22,NA,NA,NA,NA,6,1,3,NA,1,NA
"670","Ygor Nogueira de Paula","Nogueira","https://s.glbimg.com/es/sde/f/2017/07/25/2a4e33bf350856d717b1e30a45f433b7_FORMATO.png",91815,34,"FLU","zag","Nulo",0,2.72,0,1.3,10,"Fluminense",3,7,3,NA,7,NA,9,6,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"671","Evander da Silva Ferreira","Evander","https://s.glbimg.com/es/sde/f/2017/04/06/2df6998f5d8a75cf5337b55ad525fd7d_FORMATO.png",93788,34,"VAS","mei","Provável",6,2.4,-1.3,3.57,6,"Vasco",1,5,2,5,2,1,2,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"672","Esteban Andrés Pavez Suazo","Pavez","https://s.glbimg.com/es/sde/f/2017/07/25/36e2606ea7c16d592e3d39df8f817fae_FORMATO.png",90959,34,"ATL","mei","Provável",2.8,5.53,-0.26,2.58,18,"Atlético-PR",2,20,3,5,4,NA,42,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","Matheus Rossetto","Matheus Rossetto","https://s.glbimg.com/es/sde/f/2017/04/23/c091af2e156b654e15abd7e687d0aeb2_FORMATO.png",86766,34,"ATL","mei","Nulo",0,3.93,0,0.85,26,"Atlético-PR",5,29,4,2,14,1,46,21,NA,NA,NA,NA,1,NA,1,NA,NA,NA
"674","Judivan Flor da Silva","Judivan ","https://s.glbimg.com/es/sde/f/2017/04/23/f49ad5df5316c41a536cbc083724ee17_FORMATO.png",89190,34,"CRU","ata","Nulo",0,4,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","Leonardo Cesar Jardim","Léo","https://s.glbimg.com/es/sde/f/2017/04/23/56c2f46953852255c8d3c1a685ecd757_FORMATO.png",87008,34,"GRE","gol","Nulo",0,4.77,0,2.18,5,"Grêmio",NA,NA,NA,NA,1,NA,2,NA,2,5,NA,7,NA,NA,NA,NA,NA,NA
"676","Adryelson Shawann Lima Silva","Adryelson","https://s.glbimg.com/es/sde/f/2016/05/01/486323894355978b9458b0d2217d92bf_FORMATO.png",91664,34,"SPO","zag","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677","José Ivaldo Almeida Silva","Zé Ivaldo","https://s.glbimg.com/es/sde/f/2017/04/23/fbf5dd33aaec3e3709c4449e36790a17_FORMATO.png",91866,34,"ATL","zag","Nulo",0,0.92,0,1.7,6,"Atlético-PR",2,9,1,NA,NA,NA,14,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","Caio Monteiro Costa","Caio Monteiro","https://s.glbimg.com/es/sde/f/2017/04/06/1be1912d42afdf3054cbab8eb7709907_FORMATO.png",93789,34,"VAS","ata","Nulo",6.7,2.8,1.29,2.32,5,"Vasco",2,4,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","Evandro Lima de Oliveira Filho","Evandro","https://s.glbimg.com/es/sde/f/2017/05/01/44325047a16fc8c2d5d2dbee3907eb6a_FORMATO.png",91001,34,"SPO","lat","Nulo",0,0.76,0,-0.33,3,"Sport",NA,9,1,NA,2,NA,12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","Igor Ribeiro de Jesus","Igor","https://s.glbimg.com/es/sde/f/2017/08/30/e792b551e6a9ca62b2bb2b2d25533d6b_FORMATO.png",88667,34,"SPO","zag","Nulo",0,4.67,-1.13,3.1,2,"Sport",NA,2,NA,NA,2,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","Carlos Eugenio Júnior Tavares dos Santos","Júnior Tavares","https://s.glbimg.com/es/sde/f/2017/02/09/25d0a51f886e8f5b2db83e4bea6a4e20_FORMATO.png",89343,34,"SAO","lat","Nulo",0,11.15,0,3.83,20,"São Paulo",3,19,2,6,40,NA,67,27,4,NA,NA,NA,4,NA,NA,NA,NA,NA
"682","Luiz Humberto da Silva Silva","Beto da Silva","https://s.glbimg.com/es/sde/f/2017/04/23/0cfa7b8af32ec84883ccf9a0d610b0d0_FORMATO.png",87028,34,"GRE","ata","Contundido",0,3.58,0,1.45,10,"Grêmio",1,7,NA,NA,4,1,5,5,NA,NA,NA,NA,1,NA,4,NA,NA,NA
"683","Matheus Vieira Campos Peixoto","Matheus Peixoto","https://s.glbimg.com/es/sde/f/2017/02/21/9a6be83af417e88aab380c4245ab7655_FORMATO.png",87098,34,"BAH","ata","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684","Gabriel Félix dos Santos","Gabriel Félix","https://s.glbimg.com/es/sde/f/2017/04/06/54685bfd304a178fd3107aaf6fb0db2f_FORMATO.png",92057,34,"VAS","gol","Provável",-2.3,1.16,-0.42,-1.15,2,"Vasco",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"685","Marlon Rodrigues Freitas","Marlon Freitas","https://s.glbimg.com/es/sde/f/2017/07/25/5f543b587dc26c78db561254c104e7c5_FORMATO.png",93790,34,"FLU","mei","Provável",4.6,3.15,0.16,1.23,13,"Fluminense",5,19,2,5,11,NA,30,20,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"686","Everson Bispo Pereira","Everson","https://s.glbimg.com/es/sde/f/2017/07/04/87c22a7d1e8a2451375d85c6c9d68df9_FORMATO.png",91929,34,"BAH","zag","Nulo",0,1.76,0,0.8,1,"Bahia",NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","Adniellyson da Silva Oliveira","Silva","https://s.glbimg.com/es/sde/f/2017/04/27/44c5ab48a8a0e8c7c33de52bdb5af46b_FORMATO.png",91917,34,"ATL","mei","Nulo",1.7,2.67,0.56,0.88,11,"Atlético-GO",2,22,NA,1,8,NA,7,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","Cicero Clebson Alves Santana","Cícero","https://s.glbimg.com/es/sde/f/2017/05/04/4ce602dbb0545123e778ce27a88ca159_FORMATO.png",87158,34,"ATL","mei","Nulo",0,2,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","Mário Sérgio Pereira Junior","Mário","https://s.glbimg.com/es/sde/f/2017/02/21/1242841d640e4683a423b3f381264bd0_FORMATO.png",92084,34,"BAH","ata","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","Wallace Lucas Aires da Silva","Wallace","https://s.glbimg.com/es/sde/f/2016/05/01/ed088654406f3682c5c4ea8dbaae2b52_FORMATO.png",92078,34,"SPO","ata","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","Saulo Ferreira Silva Nascimento","Saulo","https://s.glbimg.com/es/sde/f/2017/04/18/8fb7b68bea9068528d9381cfe5c0b32a_FORMATO.png",89492,34,"BOT","gol","Nulo",0,1.18,0,-2,1,"Botafogo",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692","Igor Rabello da Costa","Igor Rabello","https://s.glbimg.com/es/sde/f/2016/05/20/45658f95ac34e82da4d58cf9c77f2587_FORMATO.png",89493,34,"BOT","zag","Provável",0,10.59,0,3.19,27,"Botafogo",6,29,3,5,15,1,42,40,8,NA,NA,NA,NA,1,4,NA,NA,1
"693","José Carlos Cracco Neto","Zeca","https://s.glbimg.com/es/sde/f/2016/05/01/b75497cbd7fdf4e7cc56e0a77979a9f7_FORMATO.png",87192,34,"SAN","lat","Nulo",0,11.62,0,4.41,14,"Santos",2,9,2,3,14,NA,38,13,8,NA,NA,NA,1,1,NA,NA,NA,NA
"694","Jair Ventura","Jair Ventura","https://s.glbimg.com/es/sde/f/2017/04/23/2fb7d8d8b307b409308c2dfefeace799_FORMATO.png",92180,34,"BOT","tec","Provável",3.13,11.99,-0.12,4.12,34,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695","Nickson Gabriel Reis Silva","Nickson","https://s.glbimg.com/es/sde/f/2017/04/22/fe8ee314651bfce7367d25049b99720f_FORMATO.png",89676,34,"CRU","ata","Nulo",0,3,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696","José Carlos Ferreira Júnior","Juninho","https://s.glbimg.com/es/sde/f/2017/09/04/19704caddfab14aadf71ca75df321f57_FORMATO.jpeg",92182,34,"PAL","zag","Nulo",0,8.69,0,2.73,21,"Palmeiras",4,22,5,4,9,NA,47,29,5,NA,NA,NA,2,NA,NA,NA,NA,1
"697","Leonan José Valandro Gomes","Leonan","https://s.glbimg.com/es/sde/f/2017/04/03/f7ef2c1763cfea19e19b624be9bd9f68_FORMATO.png",89693,34,"ATL","lat","Nulo",0,2.69,0,3.17,3,"Atlético-MG",1,4,NA,NA,7,NA,6,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698","Edson Fernandes Botelho Júnior","Edson Júnior","https://s.glbimg.com/es/sde/f/2017/08/22/d2a7cd8500c44b31e1efb2f520d40482_FORMATO.png",93956,34,"ATL","ata","Nulo",0,2,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","Ravanelli Ferreira dos Santos","Ravanelli","https://s.glbimg.com/es/sde/f/2017/05/02/8f0af7ca793a5e7d64717b42fa7dc181_FORMATO.png",92193,34,"PON","mei","Nulo",0,8.16,0,2.37,3,"Ponte Preta",NA,1,NA,1,7,NA,15,2,NA,NA,NA,NA,1,NA,1,NA,NA,NA
"700","Caíque Luiz Santos da Purificação","Caíque","https://s.glbimg.com/es/sde/f/2017/05/28/bd5b4ba3004a61c7aee152418fb5f62f_FORMATO.png",92207,34,"VIT","gol","Nulo",0,4.28,0,2.42,9,"Vitória",2,2,NA,NA,1,NA,8,1,NA,18,NA,16,1,NA,NA,NA,NA,NA
"701","James Dean Araújo de Lima","James Dean","https://s.glbimg.com/es/sde/f/2017/05/01/c92d594519fdaaff86e13dce57f1b587_FORMATO.png",89694,34,"SPO","ata","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","Matheus Phillipe Coutinho Gomes","Matheus Phillipe","https://s.glbimg.com/es/sde/f/2017/07/25/77a976e134e8bdb2f89d8c6960e4a2e6_FORMATO.png",92438,34,"FLU","gol","Nulo",0,1,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","Douglas Augusto Soares Gomes","Douglas","https://s.glbimg.com/es/sde/f/2017/07/25/5f38b5914e4d18ddac95fe844a6090fc_FORMATO.png",92497,34,"FLU","mei","Dúvida",5.7,4.5,0.28,2.75,11,"Fluminense",4,21,3,4,7,NA,33,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","Aderllan Leandro de Jesus Santos","Aderllan Santos","https://s.glbimg.com/es/sde/f/2017/07/20/7efccafc0e0c165bd5e9036a50890fbc_FORMATO.png",93296,34,"SAO","zag","Nulo",-0.8,4.78,-0.92,2.9,3,"São Paulo",NA,2,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","Lucas Lovat","Lucas Lovat","https://s.glbimg.com/es/sde/f/2017/05/17/fc2567ecebd5db9e5f21e72ef3cbd9e5_FORMATO.png",92501,34,"AVA","lat","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","Lucas Luiz Scalon","Scalon","https://s.glbimg.com/es/sde/f/2017/04/25/1c61a24805cfe9ae71c648216cd5b9cd_FORMATO.png",94003,34,"CHA","zag","Nulo",0,2,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","Yan Matheus Santos Souza","Yan","https://s.glbimg.com/es/sde/f/2017/05/11/eb94eeb460306451c24553f35509e933_FORMATO.png",93146,34,"PAL","mei","Nulo",0,1,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","Luis Ángel Salazar Cuesta","Salazar","https://s.glbimg.com/es/sde/f/2017/04/28/54e5ebd574f6ef20650d90d7e32baf44_FORMATO.png",93986,34,"AVA","zag","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","Devid de Santana Silva","Devid","https://s.glbimg.com/es/sde/f/2017/04/28/7f5898b6f55d8d2c22bc2f9fd72c1067_FORMATO.png",94105,34,"AVA","ata","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","Breno Vinicius Rodrigues Borges","Breno","https://s.glbimg.com/es/sde/f/2017/07/11/e970a2c4345e6e515eef8ee166c54f05_FORMATO.png",50408,34,"VAS","zag","Provável",0,3.71,0,2.05,24,"Vasco",7,20,2,4,15,1,48,19,8,NA,NA,NA,NA,NA,NA,1,NA,NA
"711","Cleiton Schwengber","Cleiton","https://s.glbimg.com/es/sde/f/2017/04/03/ef54b93128f4d412c55c7cd27c83323b_FORMATO.png",93882,34,"ATL","gol","Nulo",0,1,0,1.45,2,"Atlético-MG",1,NA,NA,NA,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712","Mateus da Silva Vital Assumpção","Mateus Vital","https://s.glbimg.com/es/sde/f/2017/04/24/fde017fc32efb6582710007242bff4d4_FORMATO.png",93108,34,"VAS","mei","Nulo",0,8.97,0,2.94,28,"Vasco",2,19,15,7,55,1,55,28,NA,NA,NA,NA,2,NA,2,NA,NA,NA
"713","Wesley Lopes Beltrame","Wesley","https://s.glbimg.com/es/sde/f/2017/08/30/be14f1dad39de4605e99b4889d96758f_FORMATO.png",50421,34,"SPO","mei","Nulo",0,3.03,0,0.05,11,"Sport",2,11,1,3,15,NA,36,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","Peterson Silvino da Cruz","Peu","https://s.glbimg.com/es/sde/f/2017/07/25/a5c72908fbb4a7ab1dd71e0511ddb5ee_FORMATO.png",93739,34,"FLU","ata","Nulo",0,1.16,0,0.94,8,"Fluminense",NA,3,2,1,3,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715","Hueglo Neris dos Santos","Neris","https://s.glbimg.com/es/sde/f/2017/05/19/d5efc40b12f0c9d9a37828480a468f75_FORMATO.png",83786,34,"SPO","zag","Nulo",-0.8,2.22,-0.78,-0.8,1,"Sport",1,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716","Júlio César Czarnerski","Júlio César ","https://s.glbimg.com/es/sde/f/2017/08/01/7fd52e821c863a2418597f0e308c8c5d_FORMATO.png",83813,34,"CHA","ata","Nulo",0,2.44,0,0.93,6,"Chapecoense",NA,4,1,2,4,NA,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717","Ronaldo da Silva Souza","Ronaldo","https://s.glbimg.com/es/sde/f/2017/09/07/4f170a7b0fd01d4280fd63a544dde01f_FORMATO.png",92981,34,"ATL","mei","Provável",9.4,4.75,1.4,5.09,8,"Atlético-GO",1,17,1,3,7,1,14,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","John Victor Maciel Furtado","John Victor","https://s.glbimg.com/es/sde/f/2017/05/02/0eab88c901790607c556e504aa31b200_FORMATO.png",94044,34,"SAN","gol","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719","Clayson Henrique da Silva Vieira","Clayson","https://s.glbimg.com/es/sde/f/2017/05/18/5ec8e0ccfc4a2b49432bdbb44001e999_FORMATO.png",83817,34,"COR","ata","Provável",-1.7,13.79,-0.1,3.06,27,"Corinthians",4,22,5,8,22,6,66,20,NA,NA,NA,NA,4,NA,4,NA,NA,NA
"720","Lucas da Silva Rocha","Lucas Rocha","https://s.glbimg.com/es/sde/f/2017/07/11/de8c5e7398d3dece81fa05f35abe0764_FORMATO.png",94119,34,"VAS","zag","Nulo",0,2.99,0,3.95,2,"Vasco",NA,1,NA,NA,3,NA,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
