"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","FC","FD","FF","FS","G","PE","RB","SG","DD","DP","GS","A","FT","I","CV","PP","GC"
"407","Thallyson Augusto Tavares Dias","Thallyson","https://s.glbimg.com/es/sde/f/2017/06/07/cd71ce4201f13139db63ac6e182e85a7_FORMATO.png",81219,34,"VIT","lat","Contundido",0,0.96,0,0.87,6,"Vitória",1,5,NA,1,3,NA,20,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","Vitor Prada Macaneiro","Vitor Prada","https://s.glbimg.com/es/sde/f/2015/07/22/038dbc80052b6760a2b49d76733db416_FORMATO.jpeg",81094,34,"AVA","gol","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","Dayvid Alexsander da Silva","Dayvid",NA,99254,34,"SPO","lat","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","Pedro Vitor Ferreira Da Silva ","Pedro Vitor","https://s.glbimg.com/es/sde/f/2017/05/01/3b883aa630ed340edfef1e032cfb61b2_FORMATO.png",99035,34,"SPO","ata","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","Pedro Gomes Bortoluzo","Pedro Bortoluzo",NA,99041,34,"SAO","ata","Nulo",0,3,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","Lucas da Silva Ribeiro Campos","Lucas Campos","https://s.glbimg.com/es/sde/f/2017/07/25/61d573020cc6247a735d3d6501bb2e75_FORMATO.png",99903,34,"BOT","ata","Nulo",0,0.79,0,-0.3,1,"Botafogo",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","Lucas Pierre Santos Oliveira","Pierre","https://s.glbimg.com/es/sde/f/2017/07/25/2b0656054e6766c7389fc96b6a00cbde_FORMATO.png",38440,34,"FLU","mei","Nulo",0,3.54,0,0,1,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","Getterson Alves dos Santos","Getterson","https://s.glbimg.com/es/sde/f/2017/05/12/c2b9040eda92184c6453ef41ede377fd_FORMATO.png",73340,34,"COR","ata","Nulo",-0.5,0.79,0,0.21,8,"Coritiba",2,9,1,1,7,NA,10,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"415","Diego Cavalieri","Diego Cavalieri","https://s.glbimg.com/es/sde/f/2017/07/25/e9e063853438a8237b3f988c83e35607_FORMATO.png",38431,34,"FLU","gol","Provável",2.7,4.09,0.12,1.76,12,"Fluminense",NA,NA,NA,NA,NA,NA,6,NA,1,18,NA,18,NA,NA,NA,NA,NA,NA
"416","Diego Alves Carreira","Diego Alves","https://s.glbimg.com/es/sde/f/2017/07/27/01f4269046199527133f29de2df7001b_FORMATO.png",38509,34,"FLA","gol","Provável",7.4,10.16,0.55,3.34,17,"Flamengo",NA,NA,NA,NA,4,NA,13,NA,5,23,1,21,NA,NA,NA,NA,NA,NA
"417","Eder Luis de Oliveira","Eder Luis","https://s.glbimg.com/es/sde/f/2017/04/27/a624683a1be2238af9bf43179557bd20_FORMATO.png",38508,34,"VAS","ata","Nulo",0,2.49,0,0.93,3,"Vasco",NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","Maicon Douglas Sisenando","Maicon","https://s.glbimg.com/es/sde/f/2017/05/31/ef02f85ca8a5590abd7f361e7b0dd858_FORMATO.png",38748,34,"AVA","lat","Provável",3.2,4.98,-0.3,1.62,5,"Avaí",NA,5,NA,2,6,NA,10,6,1,NA,NA,NA,NA,NA,NA,NA,NA,1
"419","Ezequiel Santos da Silva","Ezequiel","https://s.glbimg.com/es/sde/f/2017/07/27/f13594ddafc08a318b0eb550350de0b4_FORMATO.png",99915,34,"BOT","mei","Nulo",0,1,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","Antônio Filipe Gonzaga de Aquino","Feijão","https://s.glbimg.com/es/sde/f/2017/07/28/42cedaedc830335fd6d9306c19f33aa5_FORMATO.png",84313,34,"BAH","mei","Nulo",0,1.34,0,-0.65,6,"Bahia",2,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","Carlos Eduardo Santos Oliveira","Eduardo","https://s.glbimg.com/es/sde/f/2017/07/28/eaa5d401b5faf55be5cb064b19e97744_FORMATO.png",50645,34,"BAH","lat","Provável",3.1,7.16,-0.07,3.19,32,"Bahia",7,44,2,7,37,NA,151,61,10,NA,NA,NA,1,NA,2,NA,NA,NA
"422","William José de Souza","Amaral","https://s.glbimg.com/es/sde/f/2017/05/08/d967be031145a156a67e168aaeecb1fa_FORMATO.png",42232,34,"CHA","mei","Provável",0.7,4.16,0.6,1.73,6,"Chapecoense",2,10,1,1,1,NA,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","Danilo Carvalho Barcelos","Danilo Barcelos","https://s.glbimg.com/es/sde/f/2017/07/27/d723ec6d814e9da06bc634113e22711d_FORMATO.png",84382,34,"PON","mei","Provável",1.4,5.17,0.27,2.04,17,"Ponte Preta",4,31,8,8,19,2,63,13,NA,NA,NA,NA,2,2,2,NA,NA,NA
"424","Anderson Luís de Abreu Oliveira","Anderson","https://s.glbimg.com/es/sde/f/2017/04/24/0dc186897635dc55867be6cf89a3666a_FORMATO.png",38852,34,"COR","mei","Nulo",0,3.25,0,0.06,11,"Coritiba",2,10,3,1,12,NA,27,8,NA,NA,NA,NA,NA,NA,1,1,NA,NA
"425","Nilton Soares Rodrigues","Niltinho","https://s.glbimg.com/es/sde/f/2017/07/05/f10b19ee0f7e394c770fa6f2348452e4_FORMATO.png",84703,34,"ATL","ata","Nulo",0,3.69,0,1.4,21,"Atlético-GO",1,21,3,8,38,1,31,10,NA,NA,NA,NA,1,NA,3,1,NA,NA
"426","Leandro Donizete Gonçalves da Silva","Leandro Donizete","https://s.glbimg.com/es/sde/f/2017/05/02/7c58801a7248a49556b48b3d0b29ca4d_FORMATO.png",51318,34,"SAN","mei","Nulo",0,3.32,0,-0.26,9,"Santos",3,10,NA,2,8,NA,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","Denilson Pereira Junior","Denilson","https://s.glbimg.com/es/sde/f/2017/06/09/1733878d67ca979f4e3dabc8e12db8a0_FORMATO.png",84718,34,"SAO","ata","Nulo",0,2.86,0,1.58,15,"São Paulo",NA,6,4,6,10,1,25,5,NA,NA,NA,NA,1,NA,1,NA,NA,NA
"428","Renato Adriano Jacó de Morais","Renato Cajá","https://s.glbimg.com/es/sde/f/2017/05/02/c6dd544b90a2c4194626f51e05b53b4e_FORMATO.png",51319,34,"PON","mei","Nulo",0,6.7,0,1.68,15,"Ponte Preta",1,16,1,10,14,1,53,14,NA,NA,NA,NA,2,NA,1,1,NA,NA
"429","Claudinei dos Santos Oliveira","Claudinei Oliveira","https://s.glbimg.com/es/sde/f/2017/04/28/1e4e67f7f6051b298a7679a0b9d1d0c8_FORMATO.png",84761,34,"AVA","tec","Provável",1.48,7.8,-0.55,3.18,34,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","Diego Ribas da Cunha","Diego","https://s.glbimg.com/es/sde/f/2017/08/16/3ba372d90926f839c71eb2bf7160fc95_FORMATO.jpeg",38909,34,"FLA","mei","Dúvida",0,19.36,0,5.33,23,"Flamengo",4,34,12,15,75,8,93,29,NA,NA,NA,NA,2,NA,9,NA,1,NA
"431","Renato Dirnei Florêncio","Renato","https://s.glbimg.com/es/sde/f/2017/05/02/ce9c1e5d21a2efec50dbdc2870d5a8c9_FORMATO.png",38908,34,"SAN","mei","Provável",2.4,6.12,0.01,1.66,19,"Santos",NA,13,2,2,24,NA,32,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","Ricardo de Oliveira","Ricardo Oliveira","https://s.glbimg.com/es/sde/f/2016/05/01/04f2207e667b88e15a5ccdc893894a1f_FORMATO.png",38910,34,"SAN","ata","Provável",4.4,11.03,-0.9,4.15,20,"Santos",2,27,15,18,17,8,23,5,NA,NA,NA,NA,NA,2,16,NA,NA,NA
"433","Luan Peres Petroni","Luan Peres ","https://s.glbimg.com/es/sde/f/2017/06/01/3543e150d67d69e4fd1bd3112e7533b6_FORMATO.png",84847,34,"PON","zag","Nulo",0,3.13,0,2.72,11,"Ponte Preta",3,4,1,NA,6,NA,16,11,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","Anderson Luiz de Carvalho","Nenê","https://s.glbimg.com/es/sde/f/2017/04/24/45951f5edf6777703717a335e5bffc58_FORMATO.png",38913,34,"VAS","mei","Provável",1.1,12.48,-2.25,3.56,27,"Vasco",5,28,13,20,75,5,124,19,NA,NA,NA,NA,4,1,7,NA,NA,NA
"435","Henrique Adriano Buss","Henrique","https://s.glbimg.com/es/sde/f/2017/07/25/3877f66bdd821cbbcd81de82eeebcb3c_FORMATO.png",50856,34,"FLU","zag","Provável",1.1,8.17,-0.4,2.24,23,"Fluminense",3,19,1,1,23,NA,36,28,2,NA,NA,NA,NA,2,NA,NA,NA,NA
"436","Walter Leandro Capeloza Artune","Walter","https://s.glbimg.com/es/sde/f/2017/04/20/196790f232d428bcd861ad55c55dd8cc_FORMATO.png",51413,34,"COR","gol","Contundido",0,6.88,0,12,1,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"437","José Renato da Silva Júnior","Renato","https://s.glbimg.com/es/sde/f/2017/07/25/51728a46f746d0ab5fe9985a3f913559_FORMATO.png",39572,34,"FLU","lat","Nulo",0,4.32,0,1.58,9,"Fluminense",2,12,1,9,7,NA,17,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","Keirrison de Souza Carneiro","Keirrison","https://s.glbimg.com/es/sde/f/2017/07/27/e66b2c78e9f0ae24320e10cc36d11f56_FORMATO.png",50880,34,"COR","ata","Nulo",0,2.47,0,1.45,4,"Coritiba",NA,3,1,2,1,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"439","Bruno Rodrigo Fenelon Palomo","Bruno Rodrigo","https://s.glbimg.com/es/sde/f/2017/04/23/d52f6bea6aa2f1491f7bd22855a3e821_FORMATO.png",51705,34,"GRE","zag","Nulo",0,4.72,0,3.52,6,"Grêmio",1,5,1,1,1,NA,6,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","Lucas Daniel Romero","Lucas Romero","https://s.glbimg.com/es/sde/f/2017/04/22/b6fe7636fd7cb1575efdcbdfbd2dbd54_FORMATO.png",84558,34,"CRU","mei","Provável",8.3,8.74,0.4,3.54,24,"Cruzeiro",4,31,1,5,25,2,65,50,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"441","Gustavo Henrique Furtado Scarpa","Gustavo Scarpa","https://s.glbimg.com/es/sde/f/2017/07/25/d139933474f638abe42c53dcd21a981b_FORMATO.png",87999,34,"FLU","mei","Provável",5.9,13.17,0.58,4.3,32,"Fluminense",1,21,30,37,49,2,170,27,NA,NA,NA,NA,10,3,3,NA,NA,NA
"442","Agustín Lionel Allione","Allione","https://s.glbimg.com/es/sde/f/2017/07/28/6812735b40cc133a5014b3d5b57d96c0_FORMATO.png",84585,34,"BAH","mei","Provável",5.3,10.09,-0.06,2.55,22,"Bahia",5,22,4,2,30,NA,68,24,NA,NA,NA,NA,7,1,4,NA,NA,NA
"443","Edílson Mendes Guimarães","Edílson","https://s.glbimg.com/es/sde/f/2017/04/23/01562d5599dfea4ea49171288751df8a_FORMATO.png",38523,34,"GRE","lat","Provável",0,9.66,0,3.03,19,"Grêmio",4,33,7,10,13,1,61,22,7,NA,NA,NA,1,1,1,1,1,NA
"444","Luiz Diallison de Souza Alves","Apodi","https://s.glbimg.com/es/sde/f/2017/04/24/287a66acd6363a7d660701c832982d75_FORMATO.png",51042,34,"CHA","lat","Provável",7.6,8.91,0.67,3.39,30,"Chapecoense",9,53,8,15,58,1,70,37,10,NA,NA,NA,NA,NA,2,NA,NA,NA
"445","José Romário Silva de Souza","Romarinho","https://s.glbimg.com/es/sde/f/2017/08/26/fb26a91beb9aabe50f87d6ada73eff58_FORMATO.png",84523,34,"FLU","ata","Nulo",0,1.58,0,1.53,3,"Fluminense",NA,NA,2,2,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","Lucas Henrique Frigeri","Lucas Frigeri","https://s.glbimg.com/es/sde/f/2017/08/31/69342a674d05e1477ff2f22b57ea61ac_FORMATO.png",84854,34,"ATL","gol","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","Vagner Carmo Mancini","Vagner Mancini","https://s.glbimg.com/es/sde/f/2017/07/26/03f653f62309ac6ad508e084fbc4c7e5_FORMATO.png",39850,34,"VIT","tec","Provável",3.09,9.36,-0.26,3.57,29,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","Abel Carlos da Silva Braga","Abel Braga","https://s.glbimg.com/es/sde/f/2017/07/26/530dd6d653e00f41f2159828518f0bf3_FORMATO.png",40006,34,"FLU","tec","Provável",3.18,11.81,-0.15,3.16,32,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","Felipe Melo de Carvalho","Felipe Melo","https://s.glbimg.com/es/sde/f/2017/04/18/d1031b5a0a0783e2fc55c0668ef4d8de_FORMATO.png",38545,34,"PAL","mei","Provável",1.6,7.17,0.02,1.91,8,"Palmeiras",2,12,2,2,10,NA,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","Éverton Augusto de Barros Ribeiro","Éverton Ribeiro","https://s.glbimg.com/es/sde/f/2017/06/24/7deee286983361a4845652b6c39be834_FORMATO.png",51772,34,"FLA","mei","Provável",-1.2,11.74,-1.16,2.97,25,"Flamengo",2,33,8,15,48,4,128,25,NA,NA,NA,NA,4,NA,1,NA,1,NA
"451","Cleiton Ribeiro Xavier","Cleiton Xavier","https://s.glbimg.com/es/sde/f/2017/02/18/12b5f4babe911d2c08e5e106d926ef3d_FORMATO.png",38530,34,"VIT","mei","Nulo",0,5.48,0,1.63,17,"Vitória",4,20,6,10,8,NA,49,15,NA,NA,NA,NA,3,1,1,NA,NA,NA
"452","Denis Cesar de Matos","Denis","https://s.glbimg.com/es/sde/f/2016/05/01/9e4d589b32947151072c21d1d5b71747_FORMATO.png",51175,34,"SAO","gol","Nulo",0,5,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","Kleber Giacomace de Souza Freitas","Kleber","https://s.glbimg.com/es/sde/f/2017/09/05/45c6f808fc644c74001e20c938a4112a_FORMATO.png",40179,34,"COR","ata","Dúvida",2.4,10.41,0.25,3.04,13,"Coritiba",2,33,12,9,34,4,38,5,NA,NA,NA,NA,1,NA,9,1,NA,NA
"454","Judson Silva Tavares","Judson","https://s.glbimg.com/es/sde/f/2017/04/28/5423c8443b5f4d0ce027e1d31b9aa3ff_FORMATO.png",84691,34,"AVA","mei","Provável",0.1,4.43,-0.94,1.87,30,"Avaí",10,62,3,10,22,NA,60,58,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"455","Raul Prata","Raul Prata","https://s.glbimg.com/es/sde/f/2017/05/01/bc801f0b347f5e9b99972901cf4ecefd_FORMATO.png",84855,34,"SPO","lat","Nulo",0,5.18,0,4.94,11,"Sport",1,11,1,5,8,NA,42,27,3,NA,NA,NA,1,NA,NA,NA,NA,NA
"456","Danilo Verón Bairros","Danilinho","https://s.glbimg.com/es/sde/f/2017/07/18/67111050a2c2d4213b8625c1326c1fe3_FORMATO.png",38617,34,"VIT","ata","Nulo",0,4.07,0,1.22,8,"Vitória",NA,3,NA,NA,1,1,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","Alex da Silva","Alex Silva","https://s.glbimg.com/es/sde/f/2017/05/19/2b09d527bb18b6dca83703fbbe498920_FORMATO.png",84861,34,"ATL","lat","Contundido",0,5.29,0,3.27,12,"Atlético-MG",5,24,1,2,19,NA,36,18,3,NA,NA,NA,3,NA,1,NA,NA,NA
"458","Dorival Silvestre Júnior","Dorival Júnior","https://s.glbimg.com/es/sde/f/2017/07/10/44451249912d8a454f2c40009fb27f1b_FORMATO.png",40990,34,"SAO","tec","Provável",2.24,9.93,-0.24,3.56,26,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","Renato Portaluppi","Renato Gaúcho","https://s.glbimg.com/es/sde/f/2016/10/20/11389b106c935a0e20c5b557a4161683_FORMATO.png",41929,34,"GRE","tec","Provável",3.06,15.23,-0.69,4.27,33,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","Emerson dos Santos Silva","Emerson Silva","https://s.glbimg.com/es/sde/f/2016/05/20/32eec64b3753a7d9b1192df90028abc9_FORMATO.png",51299,34,"BOT","zag","Nulo",4.5,5.9,0,4.73,6,"Botafogo",1,4,NA,2,7,NA,15,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","Anderson Hernanes de Carvalho Andrade Lima","Hernanes","https://s.glbimg.com/es/sde/f/2017/08/24/906d163cca64b5b702fc394e60588644_FORMATO.png",38648,34,"SAO","mei","Provável",1.2,18.64,-0.83,8.35,18,"São Paulo",2,15,13,16,50,9,78,29,NA,NA,NA,NA,3,NA,1,NA,NA,NA
"462","Jandrei Chitolina Carniel","Jandrei","https://s.glbimg.com/es/sde/f/2017/05/04/e34c217d3230604bddf15c133fde3fd2_FORMATO.png",86508,34,"CHA","gol","Provável",8,6.21,1.13,1.89,33,"Chapecoense",2,NA,NA,NA,12,NA,39,NA,10,35,1,45,NA,NA,NA,NA,NA,NA
"463","Lucas Otávio Veiga Lopes","Lucas Otávio ","https://s.glbimg.com/es/sde/f/2017/04/28/c9abc289eaace4a40039be6a64b6711d_FORMATO.png",84896,34,"AVA","mei","Nulo",0,2.96,0,0.85,9,"Avaí",NA,2,NA,NA,1,NA,5,6,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"464","Willian Gomes de Siqueira","Willian","https://s.glbimg.com/es/sde/f/2017/04/18/8ce197bf5176cc970a5782466268bd80_FORMATO.png",42116,34,"PAL","ata","Nulo",0,8.5,0,4.64,22,"Palmeiras",4,29,9,11,32,7,38,21,NA,NA,NA,NA,4,1,7,1,1,NA
"465","Alberto Valentim do Carmo Neto","Alberto Valentim","https://s.glbimg.com/es/sde/f/2017/10/13/eb83ab3bc8ab396e846e058adad3f4f4_FORMATO.png",84863,34,"PAL","tec","Provável",7.87,15.56,0.97,5.02,7,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","Douglas dos Santos","Douglas","https://s.glbimg.com/es/sde/f/2017/04/23/fa6eb12f4d4fee6467bb3bb75ccc55ce_FORMATO.png",38738,34,"GRE","mei","Contundido",0,14,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","Elosman Euller Silva Cavalcanti","Euller ","https://s.glbimg.com/es/sde/f/2017/02/20/45d2685cedfee93ebf07f010f670c2ef_FORMATO.png",84890,34,"VIT","lat","Nulo",0,6.31,0,2.35,2,"Vitória",NA,1,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","Egídio de Araújo Pereira Júnior","Egídio","https://s.glbimg.com/es/sde/f/2017/04/18/594aacef190963b0476d2c76f4f48f57_FORMATO.png",42145,34,"PAL","lat","Nulo",0,8.81,0,5.47,21,"Palmeiras",4,22,4,5,27,1,86,51,8,NA,NA,NA,1,NA,2,NA,NA,NA
"469","Jeferson de Araújo de Carvalho","Jeferson","https://s.glbimg.com/es/sde/f/2017/05/02/771b51917a7ef2187ffea3d1e0fc9277_FORMATO.png",84917,34,"PON","lat","Provável",-0.2,5.34,-0.24,2.91,19,"Ponte Preta",4,22,NA,4,10,NA,75,20,9,NA,NA,NA,2,NA,NA,NA,NA,NA
"470","Felipe Augusto Santana","Felipe Santana","https://s.glbimg.com/es/sde/f/2017/02/19/6ca71225c6186e7ca8dfcf1ac0111b14_FORMATO.png",42140,34,"ATL","zag","Contundido",0,7.86,0,4.09,12,"Atlético-MG",NA,10,2,2,9,1,16,14,3,NA,NA,NA,1,NA,2,NA,NA,NA
"471","Mauro Job Pontes Junior","Maurinho","https://s.glbimg.com/es/sde/f/2017/07/18/2663f3e84140665568c8164f03afc235_FORMATO.png",82625,34,"AVA","ata","Nulo",-3.1,1.65,-1.31,0.81,8,"Avaí",1,3,NA,NA,7,NA,7,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"472","Elder Santana Conceição","Elder Santana","https://s.glbimg.com/es/sde/f/2017/06/15/1dcf005eb752d162ab97dbe8abe498a8_FORMATO.png",84925,34,"ATL","ata","Nulo",0,1.4,0,1.95,2,"Atlético-MG",NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","Fernando Paixão da Silva","Fernando Bob","https://s.glbimg.com/es/sde/f/2017/05/02/c182483a84aebf5ed52ddb9d82da6407_FORMATO.png",42213,34,"PON","mei","Nulo",0,6.2,0,1.07,17,"Ponte Preta",4,45,NA,1,18,NA,44,37,NA,NA,NA,NA,NA,NA,1,2,NA,NA
"474","Yago Henrique Severino dos Santos","Yago","https://s.glbimg.com/es/sde/f/2017/04/03/bd1a20fcc43bf36e13dd321aa526e278_FORMATO.png",84926,34,"ATL","mei","Nulo",1.7,2.01,0.35,0.96,21,"Atlético-MG",4,20,5,4,8,1,46,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","Roger de Carvalho","Roger Carvalho","https://s.glbimg.com/es/sde/f/2017/04/28/050f2523a89b53c80e67a8b25d407fea_FORMATO.png",51415,34,"ATL","zag","Contundido",0,7.51,0,2.63,19,"Atlético-GO",NA,29,NA,10,31,NA,41,24,1,NA,NA,NA,1,1,NA,NA,NA,NA
"476","Henrique Silva Milagres","Henrique","https://s.glbimg.com/es/sde/f/2017/04/24/98783f94705be5ed728032062068f73c_FORMATO.png",84893,34,"VAS","lat","Provável",-1.3,6.96,-0.83,2.89,18,"Vasco",2,28,3,1,28,NA,47,25,3,NA,NA,NA,2,NA,2,NA,NA,NA
"477","Raphael Guimarães de Paula","Dodô","https://s.glbimg.com/es/sde/f/2017/04/24/d75b985086acd9eb03422fe01ce0693f_FORMATO.png",84927,34,"CHA","mei","Nulo",0,4.26,0,1.9,2,"Chapecoense",NA,2,NA,1,NA,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"478","Alexandro Silva de Souza","Dudu Cearense","https://s.glbimg.com/es/sde/f/2016/06/28/2b7b2415b00931bc7ebe03b683cd03be_FORMATO.jpeg",38928,34,"BOT","mei","Nulo",0,3.14,0,0.67,12,"Botafogo",3,13,1,NA,10,NA,19,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","Osvaldo Lourenço Filho","Osvaldo","https://s.glbimg.com/es/sde/f/2017/08/30/ca1ccec3b2b10a0ecede58b69bb07f1a_FORMATO.png",42222,34,"SPO","ata","Nulo",-0.2,4.75,-0.35,2.09,27,"Sport",3,14,7,9,32,3,77,18,NA,NA,NA,NA,2,NA,2,NA,NA,NA
"480","Lucas Cândido Silva","Lucas Cândido","https://s.glbimg.com/es/sde/f/2017/04/03/3ce5d2322ae49cd21e272911d9992c4a_FORMATO.png",84851,34,"ATL","mei","Contundido",0,4,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","Thiago Carleto Alves","Thiago Carleto","https://s.glbimg.com/es/sde/f/2017/05/15/e78cf3d6b6820ad71b0335abf0a64a0b_FORMATO.png",51700,34,"COR","lat","Provável",4.5,6.87,-0.61,6.14,18,"Coritiba",2,13,13,5,13,2,71,28,5,NA,NA,NA,7,NA,1,NA,1,NA
"482","Matheus Galdezani","Matheus Galdezani","https://s.glbimg.com/es/sde/f/2017/04/24/d7ff115c90d6778d22e113333700259c_FORMATO.png",82634,34,"COR","mei","Nulo",0,6.56,0,2.12,29,"Coritiba",8,50,13,17,48,1,110,47,NA,NA,NA,NA,1,NA,1,NA,NA,1
"483","Vinicius Silvestre da Costa","Vinicius Silvestre","https://s.glbimg.com/es/sde/f/2016/05/01/31d846d7d2c8a7f4d827850b61996f45_FORMATO.png",85083,34,"PAL","gol","Nulo",0,2,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","Rafael Marques Mariano","Rafael Marques","https://s.glbimg.com/es/sde/f/2017/05/16/3246550328efb6a72fe4e85ea0bbff11_FORMATO.png",38957,34,"CRU","ata","Nulo",0,3.95,0,1.01,18,"Cruzeiro",NA,8,3,7,14,1,25,5,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"485","Antonio Eduardo Pereira dos Santos","Kanu","https://s.glbimg.com/es/sde/f/2017/02/20/2a67dc4c7c97236fb27abf4dbe5a39fc_FORMATO.png",51792,34,"VIT","zag","Suspenso",-0.4,8.23,-0.4,3.88,22,"Vitória",6,17,4,10,12,4,47,24,6,NA,NA,NA,1,1,5,NA,NA,1
"486","Paulo César Carpegiani","Carpegiani","https://s.glbimg.com/es/sde/f/2017/10/05/dd2f6056891fcc3e7ed2cfc01432a003_FORMATO.png",39355,34,"BAH","tec","Provável",6.47,12.39,0.59,5.26,8,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","Erik Nascimento Lima","Erik","https://s.glbimg.com/es/sde/f/2017/04/18/88bed79a8233a59ca86c67f41db42e85_FORMATO.png",84848,34,"PAL","ata","Nulo",0,3.53,0,1.72,9,"Palmeiras",NA,10,2,2,8,NA,11,7,NA,NA,NA,NA,1,NA,1,NA,NA,NA
"488","Pedro Henrique Alves de Almeida","Pedro","https://s.glbimg.com/es/sde/f/2017/08/22/62e2c2d281705d4a088eef5df2d3143d_FORMATO.png",95550,34,"ATL","ata","Nulo",0,0.79,0,0,1,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","Alexis Nahuel Messidoro","Messidoro","https://s.glbimg.com/es/sde/f/2017/09/12/326864703d9b3350751776de5d7e2428_FORMATO.png",95562,34,"CRU","mei","Nulo",-0.5,2.28,-0.25,-0.25,2,"Cruzeiro",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
