"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","FC","FS","PE","RB","CA","FD","FF","I","CV","SG","FT","G","PP","A","DD","GS","DP","GC"
"627","Fabiano Leissmann","Fabiano","https://s.glbimg.com/es/sde/f/2017/04/18/ccce9b9aad578e5dc82e1d75b816fa25_FORMATO.png",79887,12,"PAL","lat","Nulo",0,5.09,0,1.65,4,"Palmeiras",3,1,5,1,NA,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"628","Miller Alejandro Bolaños Reasco","Miller Bolaños","https://s.glbimg.com/es/sde/f/2016/05/10/e06dcc7c5fd2af9342d95cf318b5f431_FORMATO.png",78371,12,"GRE","ata","Nulo",-0.9,10.62,-0.37,-0.3,2,"Grêmio",2,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","Antônio Carlos Cunha Capocasali Júnior","Antônio Carlos ","https://s.glbimg.com/es/sde/f/2017/04/18/5b3fcb4c6c1625d8e38d933619f9e42a_FORMATO.png",79702,12,"PAL","zag","Nulo",0,2.66,0,-0.37,3,"Palmeiras",2,4,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","Odair Souza ","Nenén","https://s.glbimg.com/es/sde/f/2017/04/25/cf7dd5cb7c3b2349fc0a5145f894f495_FORMATO.png",79892,12,"CHA","mei","Contundido",0,2.45,0,1.37,7,"Chapecoense",2,4,3,4,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","Fábio Farroco Braga","Fábio Braga","https://s.glbimg.com/es/sde/f/2017/05/02/1b7b5c48a104e1244f38059d6b4e63a3_FORMATO.png",78464,12,"PON","mei","Nulo",0,1.74,0,-0.45,2,"Ponte Preta",NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","Renê Rodrigues Martins","Renê","https://s.glbimg.com/es/sde/f/2017/04/24/bff75e6319bfeb83e043d1949b127c6e_FORMATO.png",78445,12,"FLA","lat","Nulo",0,6.81,0,3.6,6,"Flamengo",9,7,17,10,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"633","Cleberson Martins de Souza","Cleberson","https://s.glbimg.com/es/sde/f/2017/04/23/91e18bf15401259ce1466dbccb56d6ae_FORMATO.png",80281,12,"ATL","zag","Nulo",0,2.69,0,-1.2,1,"Atlético-PR",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","Helton Brant Aleixo Leite","Helton Leite","https://s.glbimg.com/es/sde/f/2016/05/20/5fd57defcef29c5cd30495ee3eb4e67f_FORMATO.png",79973,12,"BOT","gol","Nulo",0,3.32,0,1,1,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
"635","Marcos de Paula Dutra","Marcos","https://s.glbimg.com/es/sde/f/2017/04/27/f3d654b20ab83c212a2a18dab411b2e0_FORMATO.png",78495,12,"ATL","gol","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","Willian Souza Arão da Silva","Willian Arão","https://s.glbimg.com/es/sde/f/2017/04/24/afcab1eabef219480495acfdf11be8c3_FORMATO.png",78478,12,"FLA","mei","Nulo",0,8.51,0,2.34,9,"Flamengo",10,7,33,14,NA,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"637","Nadson da Silva Almeida","Nadson","https://s.glbimg.com/es/sde/f/2017/04/25/9c0263cf980f89da4cca8b6bc120585f_FORMATO.png",80140,12,"CHA","mei","Contundido",0,0.76,0,-0.07,3,"Chapecoense",1,1,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","Jadson Alves dos Santos","Jadson","https://s.glbimg.com/es/sde/f/2017/05/02/e17a729351ce9e086c7f6fdaf907c355_FORMATO.png",80129,12,"PON","mei","Provável",-0.1,3.56,0.12,0.56,8,"Ponte Preta",6,6,16,7,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","Paulo Luiz Beraldo Santos","Paulinho","https://s.glbimg.com/es/sde/f/2017/04/24/c8f73d0634bf7a30846535c217610b26_FORMATO.png",78578,12,"VIT","ata","Nulo",0,3.94,0,0.21,7,"Vitória",6,3,22,3,3,4,5,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"640","Arnaldo Manoel de Almeida","Arnaldo","https://s.glbimg.com/es/sde/f/2017/05/19/ff6d87578b92fff5c4d0ff68a60fc859_FORMATO.png",78497,12,"BOT","lat","Provável",0.1,8.22,0,4.01,11,"Botafogo",16,15,38,20,2,1,NA,NA,NA,4,NA,NA,NA,1,NA,NA,NA,NA
"641","Lucas Fonseca da Silva","Lucas Fonseca","https://s.glbimg.com/es/sde/f/2017/02/21/c4e0a739ae5673d20c609ad14289c7e9_FORMATO.png",80189,12,"BAH","zag","Provável",0.2,4.34,0.23,2.4,8,"Bahia",5,11,10,6,1,1,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
"642","Jean Mota Oliveira de Sousa","Jean Mota","https://s.glbimg.com/es/sde/f/2017/05/02/6f250e3510eb4a5cf33223d20befd72c_FORMATO.png",78548,12,"SAN","mei","Provável",10.4,5.98,1.57,3.43,10,"Santos",5,10,27,15,1,3,5,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
"643","Ezequiel Jacinto de Biasi","Ezequiel ","https://s.glbimg.com/es/sde/f/2017/04/23/059f269b9ef5b88550eb9899af203b7b_FORMATO.png",80318,12,"CRU","lat","Dúvida",0,5.86,0,3.08,6,"Cruzeiro",14,6,13,11,2,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"644","Matheus Caldeira Vidotto de Oliveira","Matheus Vidotto","https://s.glbimg.com/es/sde/f/2017/04/23/0469f80ea84703c3178371ab0fa1dd2f_FORMATO.png",80286,12,"COR","gol","Nulo",0,3,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","Douglas Alan Schuck Friedrich","Douglas Friedrich","https://s.glbimg.com/es/sde/f/2017/04/25/f36c749de572dbbaf8a43b8b71309942_FORMATO.png",78584,12,"AVA","gol","Provável",33,12.23,4.83,21.83,3,"Avaí",NA,1,NA,NA,1,NA,NA,NA,NA,3,NA,NA,NA,NA,15,NA,1,NA
"646","Gilberto Moraes Júnior","Gilberto ","https://s.glbimg.com/es/sde/f/2017/07/11/6b5408cf6a95787a4a68b548a6d31752_FORMATO.png",80313,12,"VAS","lat","Suspenso",3.4,11.52,0.34,4.73,12,"Vasco",17,16,60,35,3,1,4,1,NA,2,1,NA,NA,1,NA,NA,NA,NA
"647","Bryan Silva Garcia","Bryan","https://s.glbimg.com/es/sde/f/2016/05/25/5b9b24c19e03fc40d70c6a4523ef44ae_FORMATO.png",78632,12,"CRU","lat","Nulo",0,3.93,0,0.3,1,"Cruzeiro",2,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648","Gabriel Girotto Franco","Gabriel","https://s.glbimg.com/es/sde/f/2017/04/19/a258f3bd57275dfde4062d53fea35126_FORMATO.png",78605,12,"COR","mei","Provável",4.7,8.15,0.81,2.54,11,"Corinthians",17,8,20,22,2,2,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"649","Glaybson Yago Souza Lisboa","Yago Pikachu","https://s.glbimg.com/es/sde/f/2017/04/24/3021726139e41d1a3fe9ada22058c738_FORMATO.png",80196,12,"VAS","lat","Provável",-0.6,8.97,-0.59,4.17,9,"Vasco",8,9,23,6,NA,2,1,NA,NA,2,NA,2,NA,1,NA,NA,NA,NA
"650","Gabriel Bordinhão Gasparotto","Gabriel Gasparotto","https://s.glbimg.com/es/sde/f/2016/06/28/e51699e690f5560939a50fdbb0077328_FORMATO.jpeg",78839,12,"SAN","gol","Nulo",0,2,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","Ramiro Moschen Benetti","Ramiro","https://s.glbimg.com/es/sde/f/2017/04/23/01565939c1e8813f9c1cc7cf9faeb903_FORMATO.png",78715,12,"GRE","mei","Provável",5.4,17.26,0.5,5.3,9,"Grêmio",15,15,35,13,3,3,8,1,NA,NA,NA,3,NA,2,NA,NA,NA,NA
"652","Raul José Cardoso","Raul","https://s.glbimg.com/es/sde/f/2016/04/30/20baeb0768cee2ef5e7e760abad4ddfa_FORMATO.png",90531,12,"GRE","lat","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","Arthur Caíke do Nascimento Cruz","Arthur ","https://s.glbimg.com/es/sde/f/2017/04/24/56939ae4c18f332e1a3bb20305de4f33_FORMATO.png",80337,12,"CHA","ata","Provável",2.7,11.39,-2.33,6.28,12,"Chapecoense",19,27,24,11,2,7,12,4,NA,NA,1,4,NA,3,NA,NA,NA,NA
"654","Bruno Henrique Pinto","Bruno Henrique","https://s.glbimg.com/es/sde/f/2017/02/19/6fc23a37c23198ad6b9da39da99ad82b_FORMATO.png",90285,12,"SAN","ata","Provável",0,12.33,0,3.8,9,"Santos",24,27,33,10,2,6,3,4,1,NA,1,NA,NA,5,NA,NA,NA,NA
"655","Alex Sandro dos Santos Apolinario","Alex","https://s.glbimg.com/es/sde/f/2017/04/05/144a762b27b789eee8fd1c1a682c0512_FORMATO.png",90535,12,"CRU","mei","Nulo",0,3.3,0,4.2,1,"Cruzeiro",NA,2,3,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","Jaílson Marques Siqueira","Jailson","https://s.glbimg.com/es/sde/f/2017/04/23/bbc1e20f5a841fe3d2fc8cbf1553e368_FORMATO.png",90290,12,"GRE","mei","Nulo",0,4.55,0,2.2,4,"Grêmio",1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"657","Pedro Rocha Neves","Pedro Rocha","https://s.glbimg.com/es/sde/f/2017/04/23/7239af88239148c721a90c4a5903d4f3_FORMATO.png",90302,12,"GRE","ata","Provável",0,9.36,0,4.09,9,"Grêmio",8,10,18,12,NA,7,4,4,NA,NA,NA,1,NA,1,NA,NA,NA,NA
"658","Lincoln Henrique Oliveira dos Santos","Lincoln","https://s.glbimg.com/es/sde/f/2017/04/23/a65d998797151a9c0902420f2b54857c_FORMATO.png",90303,12,"GRE","mei","Nulo",0,2.75,-0.11,0.17,4,"Grêmio",2,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","Arthur Henrique Ramos de Oliveira Melo","Arthur","https://s.glbimg.com/es/sde/f/2017/04/23/ad145ff7dd594174acc3863cb2569b83_FORMATO.png",90532,12,"GRE","mei","Provável",1.8,8.66,-0.38,4.32,10,"Grêmio",6,14,19,27,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","Rafael Vinicius Carvalho Longuine","Rafael Longuine","https://s.glbimg.com/es/sde/f/2017/05/02/8d0a8a9e9b42efa6f8fc7ee4afc1618c_FORMATO.png",90566,12,"SAN","mei","Nulo",0,1.32,0,-0.93,3,"Santos",4,1,5,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","Gustavo Cascardo de Assis","Cascardo","https://s.glbimg.com/es/sde/f/2017/04/23/772a99574fe81da3c28fa586c83c7c91_FORMATO.png",90587,12,"ATL","lat","Nulo",0,2.72,0,1.4,2,"Atlético-PR",1,4,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","Jeferson Carvalho dos Santos","Jeferson Negueba","https://s.glbimg.com/es/sde/f/2017/05/04/ba64f4a42e921d518c97cd02c99e9dee_FORMATO.jpeg",90335,12,"GRE","mei","Nulo",0,2,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","Luiz Fernando Ferreira Maximiliano","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2017/01/13/f36825a666df708c5cbbef38a333e8d7_FORMATO.png",90366,12,"FLU","mei","Contundido",0,1.94,0,1.1,2,"Fluminense",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","Lucas da Silva Izidoro","Lucas Mineiro","https://s.glbimg.com/es/sde/f/2017/04/24/a585ecd4b08d42c62414a32c9103edc3_FORMATO.png",90634,12,"CHA","mei","Provável",1.6,2.35,0.47,-0.28,4,"Chapecoense",10,4,3,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","Jonathan da Silveira Fernandes Reis","Fernandes","https://s.glbimg.com/es/sde/f/2016/05/20/02861c5449623b3038673b374f31d53e_FORMATO.png",90399,12,"BOT","mei","Nulo",0,3.72,0,-0.3,1,"Botafogo",NA,1,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","Yuri Oliveira Lima","Yuri","https://s.glbimg.com/es/sde/f/2016/07/05/6918c687f15258af809e99a14e04318e_FORMATO.png",90569,12,"SAN","mei","Nulo",0,0.78,0,-1.6,4,"Santos",4,NA,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","David Correa da Fonseca","David","https://s.glbimg.com/es/sde/f/2017/04/24/9a0112f0276ff9f2806956277d2eb848_FORMATO.png",90309,12,"VIT","ata","Provável",7,4.96,0.93,2.05,12,"Vitória",11,8,32,6,2,4,10,7,NA,NA,2,NA,NA,3,NA,NA,NA,NA
"668","Fabrício Bruno Soares de Faria","Fabrício Bruno","https://s.glbimg.com/es/sde/f/2017/04/24/c4a8873e3ad989db3e40b7149ed51789_FORMATO.png",90768,12,"CHA","zag","Nulo",0,2.46,0,-1.6,2,"Chapecoense",5,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669","Rodrigo Gomes dos Santos","Rodrigão","https://s.glbimg.com/es/sde/f/2017/07/07/cb596c22b44400d38cf56cab0476618c_FORMATO.png",90651,12,"BAH","ata","Provável",-0.2,3.43,-0.45,-0.57,3,"Bahia",3,NA,7,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","Moisés Roberto Barbosa","Moisés","https://s.glbimg.com/es/sde/f/2017/04/20/341682456801d7e2449a82062f6ef9be_FORMATO.png",90444,12,"COR","lat","Nulo",0,3,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671","Luiz Fernando Moraes dos Santos","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2017/04/27/50e52c4a6961abbf9a5a1232332cdfd3_FORMATO.png",90715,12,"ATL","mei","Nulo",-0.3,2.59,-0.54,1.02,10,"Atlético-GO",11,11,20,4,1,4,2,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"672","Elias Martello Curzel","Elias","https://s.glbimg.com/es/sde/f/2017/04/24/d39a7668ae872daf6e04f923e0d16a54_FORMATO.png",90843,12,"CHA","gol","Nulo",0,4,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","Lucas Fernandes","Lucas Fernandes","https://s.glbimg.com/es/sde/f/2017/01/13/3f13fe7c1e0ed2bf1ba83a2a19b157e8_FORMATO.png",90899,12,"FLU","ata","Dúvida",0,3.66,0,0.87,3,"Fluminense",1,1,5,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","Jean Paulo Fernandes Filho","Jean","https://s.glbimg.com/es/sde/f/2017/02/21/b7de298b3e5349e8acf3d31f1b831ffd_FORMATO.png",90933,12,"BAH","gol","Provável",-2,10.28,-3.35,3.93,12,"Bahia",NA,1,11,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,20,15,NA,NA
"675","Robert Abel Arboleda Escobar","Arboleda","https://s.glbimg.com/es/sde/f/2017/06/27/feb4b502524252fc410bb11eeffc69b7_FORMATO.png",91573,12,"SAO","zag","Provável",12.5,10.09,3.09,12.5,1,"São Paulo",NA,2,2,2,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"676","João Paulo Queiroz Moraes","João Paulo","https://s.glbimg.com/es/sde/f/2017/02/21/50d51a803a4e921b5b978262371212c1_FORMATO.png",91972,12,"BAH","ata","Nulo",8.2,4.65,1.6,4.95,4,"Bahia",1,5,2,NA,NA,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"677","Lucas Marques de Oliveira","Lucas Marques","https://s.glbimg.com/es/sde/f/2017/04/24/4c115f9e09a83e602fdd887b5915ae16_FORMATO.png",91973,12,"CHA","mei","Provável",10.1,3.06,1.73,6.35,2,"Chapecoense",4,1,7,2,NA,NA,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"678","Wallace Ribeiro Barato","Wallace","https://s.glbimg.com/es/sde/f/2017/02/20/aa36264462b556b6c72220d5db2ba3f1_FORMATO.png",90892,12,"VIT","gol","Nulo",0,1,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","Evandro Lima de Oliveira Filho","Evandro","https://s.glbimg.com/es/sde/f/2017/05/01/44325047a16fc8c2d5d2dbee3907eb6a_FORMATO.png",91001,12,"SPO","lat","Nulo",0,0.76,0,-0.33,3,"Sport",9,2,12,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","Gabriel Félix dos Santos","Gabriel Félix","https://s.glbimg.com/es/sde/f/2017/04/06/54685bfd304a178fd3107aaf6fb0db2f_FORMATO.png",92057,12,"VAS","gol","Nulo",0,2,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","Alison Vicente da Silva","Alison","https://s.glbimg.com/es/sde/f/2017/02/14/cd74f75d4225633af1942d07603f11cf_FORMATO.png",91003,12,"SPO","ata","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","Wallace Lucas Aires da Silva","Wallace","https://s.glbimg.com/es/sde/f/2016/05/01/ed088654406f3682c5c4ea8dbaae2b52_FORMATO.png",92078,12,"SPO","ata","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","Richarlison Andrade","Richarlison ","https://s.glbimg.com/es/sde/f/2016/04/29/f6f08e1efa5ce7033db704164ac007f7_FORMATO.png",92081,12,"FLU","ata","Provável",0,13.63,0,5.81,9,"Fluminense",21,19,19,15,2,5,5,10,NA,NA,NA,3,NA,2,NA,NA,NA,NA
"684","Peterson Silvino da Cruz","Peu","https://s.glbimg.com/es/sde/f/2017/06/09/1800983023e7cb2e73bd054ad50e2f05_FORMATO.png",93739,12,"FLU","ata","Nulo",0,1,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","Giovanny Bariani Marques","Giovanny ","https://s.glbimg.com/es/sde/f/2017/04/23/953f5c26291d830bd5f2074bac7a9ab0_FORMATO.png",92085,12,"ATL","ata","Nulo",0,4,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","Leonardo Rodrigues Lima","Léo Jabá","https://s.glbimg.com/es/sde/f/2017/04/23/058bb73bb130e252611095356510dc58_FORMATO.png",92191,12,"COR","ata","Nulo",0,3.68,0,1.2,1,"Corinthians",2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","Flávio Medeiros da Silva","Flávio","https://s.glbimg.com/es/sde/f/2017/06/22/45969ac005e05819eea2e0fdcb62de43_FORMATO.png",91102,12,"VIT","mei","Nulo",0,2.12,0,0,1,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","Mário Sérgio Pereira Junior","Mário","https://s.glbimg.com/es/sde/f/2017/02/21/1242841d640e4683a423b3f381264bd0_FORMATO.png",92084,12,"BAH","ata","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","Jair Ventura","Jair Ventura","https://s.glbimg.com/es/sde/f/2017/04/23/2fb7d8d8b307b409308c2dfefeace799_FORMATO.png",92180,12,"BOT","tec","Provável",4.37,11.23,0.53,3.91,12,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","Jesiel Cardoso Miranda","Jesiel","https://s.glbimg.com/es/sde/f/2017/04/03/b00e4e82879a8aa6d2193c3ed0abd49b_FORMATO.png",91156,12,"ATL","zag","Nulo",0,3,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","Thiago Rodrigues da Silva","Thiago","https://s.glbimg.com/es/sde/f/2017/04/24/cbff6dc155e200c1acd0f26dfbad6fae_FORMATO.png",91194,12,"FLA","gol","Provável",8,5.48,0.96,4.2,7,"Flamengo",NA,NA,2,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,6,4,NA,NA
"692","Ronaldo de Oliveira Strada","Ronaldo","https://s.glbimg.com/es/sde/f/2017/02/20/e49415180708c87913cabd48be5dd49f_FORMATO.png",91101,12,"VIT","gol","Nulo",0,1,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","Ramón Darío Ábila","Ábila","https://s.glbimg.com/es/sde/f/2016/07/06/ca240a78354b4b67a6388a15bdedc4f5_FORMATO.png",91094,12,"CRU","ata","Nulo",0,12.22,0,3.09,10,"Cruzeiro",5,13,11,2,2,4,4,10,NA,NA,NA,3,NA,1,NA,NA,NA,NA
"694","José Carlos Ferreira Júnior","Juninho","https://s.glbimg.com/es/sde/f/2017/05/19/c9034f677a1130c41ddac32cafd3e7b5_FORMATO.png",92182,12,"PAL","zag","Dúvida",0,9.98,0,3.52,8,"Palmeiras",14,3,22,17,3,1,2,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA
"695","Eduardo Gabriel Aquino Cossa","Pepê","https://s.glbimg.com/es/sde/f/2017/06/07/bd6f96fc4d6fbe29bd108c344db1e415_FORMATO.jpeg",91201,12,"GRE","ata","Nulo",0,0.97,0,0.5,1,"Grêmio",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696","Caíque Luiz Santos da Purificação","Caíque","https://s.glbimg.com/es/sde/f/2017/05/28/bd5b4ba3004a61c7aee152418fb5f62f_FORMATO.png",92207,12,"VIT","gol","Nulo",0,5,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697","Ravanelli Ferreira dos Santos","Ravanelli","https://s.glbimg.com/es/sde/f/2017/05/02/8f0af7ca793a5e7d64717b42fa7dc181_FORMATO.png",92193,12,"PON","mei","Nulo",0,8.16,0,2.37,3,"Ponte Preta",1,7,15,2,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"698","Warleson Stellion Lisboa Oliveira","Warleson","https://s.glbimg.com/es/sde/f/2017/04/23/d3b26dce5bc760f7a52d0556eb36b781_FORMATO.png",91204,12,"ATL","gol","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","Douglas Augusto Soares Gomes","Douglas","https://s.glbimg.com/es/sde/f/2016/04/29/8612e800a41c6399f2e6910886f19110_FORMATO.png",92497,12,"FLU","mei","Nulo",0,3.78,0,-1,2,"Fluminense",3,1,7,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","Kaio Silva Mendes","Kaio","https://s.glbimg.com/es/sde/f/2016/04/30/a83b6e7bb6661dbbb2b8c85d3afc4b48_FORMATO.png",92574,12,"GRE","mei","Nulo",0,3.76,0,2.6,2,"Grêmio",4,8,4,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","Matheus Phillipe Coutinho Gomes","Matheus Phillipe","https://s.glbimg.com/es/sde/f/2016/04/29/92c915db9d214a7b498d2733568b14c2_FORMATO.png",92438,12,"FLU","gol","Nulo",0,1,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","Matheus Gonçalves Savio","Matheus Savio","https://s.glbimg.com/es/sde/f/2017/04/24/60ce53a00324836c87cea5fb79984381_FORMATO.png",91264,12,"FLA","mei","Nulo",0,10.99,0,4.1,5,"Flamengo",1,NA,6,8,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"703","Lucas Estella Perri","Lucas Perri","https://s.glbimg.com/es/sde/f/2016/05/01/33edb005bdd244f616d094e71ba6c3a8_FORMATO.png",91260,12,"SAO","gol","Nulo",0,2,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","Éder Ferreira Graminho","Éder ","https://s.glbimg.com/es/sde/f/2017/02/21/48c32809ca3ee7e6b3855d62cd01af0e_FORMATO.png",91203,12,"BAH","zag","Nulo",0,3.74,0,4.8,2,"Bahia",2,1,NA,2,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"705","Bruno Bispo dos Anjos","Bruno Bispo","https://s.glbimg.com/es/sde/f/2017/05/28/af8ee442a870d4c045d8eebdb02ccf1a_FORMATO.png",91359,12,"VIT","zag","Nulo",0,2,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","Rodrigo de Oliveira Ramos","Rodrigo Ramos","https://s.glbimg.com/es/sde/f/2015/10/30/790da0b7e69393ed9c4a542a2536232c_FORMATO.png",91388,12,"COR","lat","Provável",0.1,3.16,-0.84,0.1,1,"Coritiba",2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","Rafaelson Bezerra Fernandes","Rafaelson","https://s.glbimg.com/es/sde/f/2016/05/01/76126c4ff37910430233fdce362777d0_FORMATO.png",92614,12,"VIT","ata","Nulo",-3.5,1.54,-1.13,-0.43,4,"Vitória",10,2,5,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
