"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","FS","PE","CA","FC","FD","FF","G","I","RB","A","FT","SG","DD","DP","GS","PP","CV","GC"
"624","Luiz Fernando Ferreira Maximiliano","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2017/07/25/b1dafe35e50cc680c9452d9dafbc9522_FORMATO.png",90366,19,"FLU","mei","Contundido",0,1.94,0,1.1,2,"Fluminense",1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","Lucas Marques de Oliveira","Lucas Marques","https://s.glbimg.com/es/sde/f/2017/04/24/4c115f9e09a83e602fdd887b5915ae16_FORMATO.png",91973,19,"CHA","mei","Nulo",9.7,3.8,1.6,3.76,9,"Chapecoense",6,29,2,17,1,4,2,NA,14,1,1,NA,NA,NA,NA,NA,NA,NA
"626","Gabriel Félix dos Santos","Gabriel Félix","https://s.glbimg.com/es/sde/f/2017/04/06/54685bfd304a178fd3107aaf6fb0db2f_FORMATO.png",92057,19,"VAS","gol","Nulo",0,2,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627","Moisés Roberto Barbosa","Moisés","https://s.glbimg.com/es/sde/f/2017/04/20/341682456801d7e2449a82062f6ef9be_FORMATO.png",90444,19,"COR","lat","Nulo",0,3.61,0,6.1,1,"Corinthians",NA,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"628","Jonathan da Silveira Fernandes Reis","Fernandes","https://s.glbimg.com/es/sde/f/2016/05/20/02861c5449623b3038673b374f31d53e_FORMATO.png",90399,19,"BOT","mei","Provável",0,3.09,0,-0.13,3,"Botafogo",2,7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","Jefferson Vasconcelos Braz da Silva ","Jefferson Nem","https://s.glbimg.com/es/sde/f/2017/07/05/e19ea6817dece25a3dba36acabd4ea9f_FORMATO.png",90455,19,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","Mário Sérgio Pereira Junior","Mário","https://s.glbimg.com/es/sde/f/2017/02/21/1242841d640e4683a423b3f381264bd0_FORMATO.png",92084,19,"BAH","ata","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","Wallace Lucas Aires da Silva","Wallace","https://s.glbimg.com/es/sde/f/2016/05/01/ed088654406f3682c5c4ea8dbaae2b52_FORMATO.png",92078,19,"SPO","ata","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","Arthur Henrique Ramos de Oliveira Melo","Arthur","https://s.glbimg.com/es/sde/f/2017/04/23/ad145ff7dd594174acc3863cb2569b83_FORMATO.png",90532,19,"GRE","mei","Nulo",-0.1,8.85,-0.81,4.29,16,"Grêmio",33,33,3,11,1,NA,1,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","Márcio Rodrigues Araújo","Márcio Araújo","https://s.glbimg.com/es/sde/f/2017/04/24/034006de65f23dc6ad944d4cbe1fd5d4_FORMATO.png",38311,19,"FLA","mei","Provável",0,9.29,0,3.44,17,"Flamengo",25,27,2,20,NA,5,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","Jadson Ailton Oliveira Da Silva Vale","Jadson","https://s.glbimg.com/es/sde/f/2017/06/07/2e7afba6e715b27222707a3f207ad556_FORMATO.jpeg",99629,19,"GRE","ata","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635","Giovanny Bariani Marques","Giovanny ","https://s.glbimg.com/es/sde/f/2017/04/23/953f5c26291d830bd5f2074bac7a9ab0_FORMATO.png",92085,19,"ATL","ata","Nulo",0,4,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","Alex Sandro dos Santos Apolinario","Alex","https://s.glbimg.com/es/sde/f/2017/04/05/144a762b27b789eee8fd1c1a682c0512_FORMATO.png",90535,19,"CRU","mei","Nulo",0,3.3,0,4.2,1,"Cruzeiro",2,3,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","Jair Ventura","Jair Ventura","https://s.glbimg.com/es/sde/f/2017/04/23/2fb7d8d8b307b409308c2dfefeace799_FORMATO.png",92180,19,"BOT","tec","Provável",3.62,11.38,0.51,3.86,19,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","José Carlos Ferreira Júnior","Juninho","https://s.glbimg.com/es/sde/f/2017/05/19/c9034f677a1130c41ddac32cafd3e7b5_FORMATO.png",92182,19,"PAL","zag","Contundido",-0.6,8.49,-0.34,2.71,11,"Palmeiras",6,28,4,16,1,2,NA,NA,17,2,NA,2,NA,NA,NA,NA,NA,NA
"639","Yuri Oliveira Lima","Yuri","https://s.glbimg.com/es/sde/f/2016/07/05/6918c687f15258af809e99a14e04318e_FORMATO.png",90569,19,"SAN","mei","Dúvida",0,0.79,0,-0.67,9,"Santos",4,21,3,14,1,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640","Rafael Vinicius Carvalho Longuine","Rafael Longuine","https://s.glbimg.com/es/sde/f/2017/05/02/8d0a8a9e9b42efa6f8fc7ee4afc1618c_FORMATO.png",90566,19,"SAN","mei","Nulo",0,1.39,0,-0.45,4,"Santos",3,5,1,4,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","Lucas da Silva Izidoro","Lucas Mineiro","https://s.glbimg.com/es/sde/f/2017/04/24/a585ecd4b08d42c62414a32c9103edc3_FORMATO.png",90634,19,"CHA","mei","Nulo",0,2.41,0,0.01,7,"Chapecoense",4,9,3,15,1,2,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","Caíque Luiz Santos da Purificação","Caíque","https://s.glbimg.com/es/sde/f/2017/05/28/bd5b4ba3004a61c7aee152418fb5f62f_FORMATO.png",92207,19,"VIT","gol","Nulo",0,5.04,0,1.75,2,"Vitória",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,NA,NA,NA
"643","Ravanelli Ferreira dos Santos","Ravanelli","https://s.glbimg.com/es/sde/f/2017/05/02/8f0af7ca793a5e7d64717b42fa7dc181_FORMATO.png",92193,19,"PON","mei","Nulo",0,8.16,0,2.37,3,"Ponte Preta",7,15,NA,1,NA,1,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"644","Rodrigo Gomes dos Santos","Rodrigão","https://s.glbimg.com/es/sde/f/2017/07/07/cb596c22b44400d38cf56cab0476618c_FORMATO.png",90651,19,"BAH","ata","Provável",4.7,6.01,-1.06,5.4,7,"Bahia",5,16,1,6,3,6,4,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"645","Gustavo Cascardo de Assis","Cascardo","https://s.glbimg.com/es/sde/f/2017/04/23/772a99574fe81da3c28fa586c83c7c91_FORMATO.png",90587,19,"ATL","lat","Nulo",0,4.01,0,2.99,8,"Atlético-PR",11,20,NA,7,1,NA,NA,NA,7,NA,NA,3,NA,NA,NA,NA,NA,NA
"646","Luiz Fernando Moraes dos Santos","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2017/04/27/50e52c4a6961abbf9a5a1232332cdfd3_FORMATO.png",90715,19,"ATL","mei","Nulo",-2.6,2.15,-0.18,0.85,16,"Atlético-GO",15,24,3,15,4,3,1,5,4,1,1,NA,NA,NA,NA,NA,NA,NA
"647","Matheus Phillipe Coutinho Gomes","Matheus Phillipe","https://s.glbimg.com/es/sde/f/2017/07/25/77a976e134e8bdb2f89d8c6960e4a2e6_FORMATO.png",92438,19,"FLU","gol","Nulo",0,1,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648","Douglas Augusto Soares Gomes","Douglas","https://s.glbimg.com/es/sde/f/2017/07/25/5f38b5914e4d18ddac95fe844a6090fc_FORMATO.png",92497,19,"FLU","mei","Nulo",0,3.78,0,-1,2,"Fluminense",1,7,2,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","Elias Martello Curzel","Elias","https://s.glbimg.com/es/sde/f/2017/04/24/d39a7668ae872daf6e04f923e0d16a54_FORMATO.png",90843,19,"CHA","gol","Nulo",0,4,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","Lucas Fernandes","Lucas Fernandes","https://s.glbimg.com/es/sde/f/2017/07/26/1701b04d674659c12ac0715a0b58adbd_FORMATO.png",90899,19,"ATL","ata","Provável",1.2,4.01,-0.62,1.77,7,"Atlético-PR",9,8,NA,5,NA,2,NA,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","Claudio Luiz Rodrigues Parise Leonel","Claudinho","https://s.glbimg.com/es/sde/f/2017/06/01/7214c13dbff3a0e34d7a62814d535aa2_FORMATO.png",92630,19,"PON","ata","Nulo",0,0.79,0,0.14,9,"Ponte Preta",5,10,NA,10,2,5,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","Jean Paulo Fernandes Filho","Jean","https://s.glbimg.com/es/sde/f/2017/07/28/d36fdad47b0813c57a2b46c71ec4af32_FORMATO.png",90933,19,"BAH","gol","Provável",-1.5,11.09,-0.26,4.31,19,"Bahia",1,14,2,1,NA,NA,NA,NA,NA,NA,NA,6,36,NA,24,NA,NA,NA
"653","Lucas Lovat","Lucas Lovat","https://s.glbimg.com/es/sde/f/2017/05/17/fc2567ecebd5db9e5f21e72ef3cbd9e5_FORMATO.png",92501,19,"AVA","lat","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","Carlos Eduardo Casagrande","Preto Casagrande","https://s.glbimg.com/es/sde/f/2017/05/30/01fa68cfbed46226a8ca8f1fd75b9911_FORMATO.png",99630,19,"BAH","tec","Provável",3.24,8.37,-0.06,3.22,2,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655","Esteban Andrés Pavez Suazo","Esteban Pavez","https://s.glbimg.com/es/sde/f/2017/07/25/36e2606ea7c16d592e3d39df8f817fae_FORMATO.png",90959,19,"ATL","mei","Provável",1.8,4.28,-0.58,3.87,3,"Atlético-PR",1,9,NA,3,1,1,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","Fabrício Bruno Soares de Faria","Fabrício Bruno","https://s.glbimg.com/es/sde/f/2017/04/24/c4a8873e3ad989db3e40b7149ed51789_FORMATO.png",90768,19,"CHA","zag","Nulo",0.6,2.88,0.61,0.45,7,"Chapecoense",5,9,4,13,1,NA,NA,NA,7,NA,NA,1,NA,NA,NA,NA,NA,NA
"657","Wallace Ribeiro Barato","Wallace","https://s.glbimg.com/es/sde/f/2017/02/20/aa36264462b556b6c72220d5db2ba3f1_FORMATO.png",90892,19,"VIT","gol","Nulo",0,1,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","Denilson dos Santos de Souza","Denilson","https://s.glbimg.com/es/sde/f/2017/06/07/a960f52cf5f9b283c91b4ed4eb49d4e6_FORMATO.jpeg",92662,19,"GRE","zag","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","José Rogério de Oliveira","Rogério","https://s.glbimg.com/es/sde/f/2016/08/31/6340e77cb18143e838ae03747e59b459_FORMATO.png",73540,19,"SPO","ata","Contundido",0,6.21,0,2.23,11,"Sport",22,31,NA,5,5,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"660","Rafaelson Bezerra Fernandes","Rafaelson","https://s.glbimg.com/es/sde/f/2016/05/01/76126c4ff37910430233fdce362777d0_FORMATO.png",92614,19,"VIT","ata","Nulo",0,1.54,0,-0.43,4,"Vitória",2,5,1,10,2,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","Wellington Silva Sanches Aguiar","Wellington Nem","https://s.glbimg.com/es/sde/f/2017/02/18/a23f9ff565dd24baa68eeca4461e1b86_FORMATO.png",73619,19,"SAO","ata","Contundido",0,7.13,0,1.52,10,"São Paulo",20,9,2,10,1,2,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","Ronaldo da Silva Souza","Ronaldo","https://s.glbimg.com/es/sde/f/2017/04/24/a7cc055787fa2bae6bf37d7cd2009e85_FORMATO.png",92981,19,"FLA","mei","Nulo",0,3,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","Rildo de Andrade Felicissimo","Rildo","https://s.glbimg.com/es/sde/f/2017/04/24/e5f2da8b1a9007eed27b4e7ae55d64c2_FORMATO.png",73635,19,"COR","ata","Provável",9.2,9.97,-0.39,4.61,17,"Coritiba",55,39,2,17,3,5,4,5,17,2,NA,NA,NA,NA,NA,NA,NA,NA
"664","Deyverson Brum Silva Acosta","Deyverson","https://s.glbimg.com/es/sde/f/2017/07/14/b419b3fb2431dffa1f8ce8778a7e662b_FORMATO.png",92708,19,"PAL","ata","Provável",2.4,6.96,-1.18,3.88,4,"Palmeiras",9,14,1,15,2,3,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","Igor Cássio Vieira dos Santos","Igor Cássio",NA,99661,19,"BOT","ata","Nulo",0,1,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","Marcos Vinícius de Jesus Araújo","Marcos Vinícius","https://s.glbimg.com/es/sde/f/2017/07/14/dc2cc428ed447e7b65ffc2a9b54c02e8_FORMATO.png",73721,19,"BOT","mei","Provável",0.2,5.41,-2.3,3.37,7,"Botafogo",7,13,NA,10,3,2,2,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"667","Yan Matheus Santos Souza","Yan","https://s.glbimg.com/es/sde/f/2017/05/11/eb94eeb460306451c24553f35509e933_FORMATO.png",93146,19,"PAL","mei","Nulo",0,1,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","Mateus da Silva Vital Assumpção","Mateus Vital","https://s.glbimg.com/es/sde/f/2017/04/24/fde017fc32efb6582710007242bff4d4_FORMATO.png",93108,19,"VAS","mei","Provável",4.9,9.06,0.08,3.38,15,"Vasco",31,20,1,11,9,4,NA,1,16,2,NA,NA,NA,NA,NA,NA,NA,NA
"669","Aderllan Leandro de Jesus Santos","Aderllan Santos","https://s.glbimg.com/es/sde/f/2017/07/20/7efccafc0e0c165bd5e9036a50890fbc_FORMATO.png",93296,19,"SAO","zag","Nulo",0,6,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","Arthur Henrique Vieira Araujo","Arthur","https://s.glbimg.com/es/sde/f/2017/06/07/41375a4dab9feeadba77a4537ccb2623_FORMATO.png",99670,19,"CRU","zag","Nulo",0,1,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671","Lucas Veríssimo da Silva","Lucas Veríssimo","https://s.glbimg.com/es/sde/f/2017/05/02/0198bbb1258bc8a618b6ef67781a60a6_FORMATO.png",93368,19,"SAN","zag","Provável",5.1,7.64,0.78,4.14,17,"Santos",8,31,4,12,4,3,NA,1,20,NA,NA,10,NA,NA,NA,NA,NA,NA
"672","Matheus Mascarenhas dos Santos Raimundo","Mascarenhas","https://s.glbimg.com/es/sde/f/2017/07/25/440c5676c1d5aade1bd6ddf33598e814_FORMATO.png",99721,19,"FLU","lat","Nulo",0,4.43,0,4.1,4,"Fluminense",6,11,1,5,NA,2,1,NA,4,NA,NA,1,NA,NA,NA,NA,NA,NA
"673","Thiago Nascimento dos Santos","Thiago Santos","https://s.glbimg.com/es/sde/f/2017/04/24/da02549341377bcfce44aee65a275298_FORMATO.png",93151,19,"FLA","ata","Nulo",0,2,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","Antônio Carlos Cunha Capocasali Júnior","Antônio Carlos ","https://s.glbimg.com/es/sde/f/2017/04/18/5b3fcb4c6c1625d8e38d933619f9e42a_FORMATO.png",79702,19,"PAL","zag","Nulo",4.8,3.05,0.39,0.92,4,"Palmeiras",4,7,1,2,1,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","Rodrigo Nascimento França ","Rodrigo Becão","https://s.glbimg.com/es/sde/f/2017/07/28/c0a3691e5410ad12c87b07891777aba3_FORMATO.png",93369,19,"BAH","zag","Nulo",0,3.42,0,2.16,5,"Bahia",4,8,1,4,1,1,NA,NA,5,NA,NA,1,NA,NA,NA,NA,NA,NA
"676","Augusto de Souza Silva","Augusto","https://s.glbimg.com/es/sde/f/2017/04/18/4e94d8b6d0b298c84f952ecfac2c11eb_FORMATO.png",93378,19,"PAL","zag","Nulo",0,1,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677","John Lennon Silva Santos","Lennon","https://s.glbimg.com/es/sde/f/2017/05/03/d072e8eaeab8333c007a7cfb0af5aef4_FORMATO.png",73869,19,"CRU","lat","Nulo",0,4.03,0,0.53,3,"Cruzeiro",1,11,1,4,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA
"678","Jomar Herculano Lourenço","Jomar","https://s.glbimg.com/es/sde/f/2017/04/24/75a0f0b187c040aec0d014550c2e765e_FORMATO.png",73876,19,"VAS","zag","Nulo",0,1.5,0,0,5,"Vasco",5,6,2,7,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","Guilherme Henrique Silva Nogueira","Guilherme",NA,93490,19,"PON","gol","Nulo",0,2,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","Mauro Joel Carli","Joel Carli","https://s.glbimg.com/es/sde/f/2016/05/20/6a298f9b1dd5a88146f9f926e4b91a1b_FORMATO.png",93414,19,"BOT","zag","Nulo",0,8.29,0,2.19,13,"Botafogo",6,34,7,26,NA,2,1,1,14,1,NA,5,NA,NA,NA,NA,NA,NA
"681","Lucas David Pratto","Lucas Pratto","https://s.glbimg.com/es/sde/f/2017/02/18/2291ee0103b8af06799aee5ab657b149_FORMATO.png",73649,19,"SAO","ata","Provável",0.6,14.85,-0.94,3.98,19,"São Paulo",23,60,2,24,18,29,5,4,9,2,NA,NA,NA,NA,NA,1,NA,NA
"682","Brenner Souza da Silva","Brenner","https://s.glbimg.com/es/sde/f/2017/06/22/16c3b5336324cdbde96b9074439062d0_FORMATO.png",99789,19,"SAO","ata","Nulo",0.9,0.88,0.02,0.55,2,"São Paulo",1,2,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","Geuvânio Santos Silva","Geuvânio","https://s.glbimg.com/es/sde/f/2017/06/27/36ee7e4d8d65bb36e49c895ce0c5fe6c_FORMATO.png",73896,19,"FLA","ata","Provável",3.7,9.68,-0.29,2.4,5,"Flamengo",9,8,1,3,3,1,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684","Igor Henrique Martins Machado","Igor","https://s.glbimg.com/es/sde/f/2017/04/27/1869f3cf1e00c12ad0d7b7f267efd47e_FORMATO.png",93551,19,"ATL","mei","Provável",0,4.13,0,2,13,"Atlético-GO",24,29,6,45,6,8,1,3,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","Gleison Bremer Silva Nascimento","Bremer","https://s.glbimg.com/es/sde/f/2017/07/05/3cdbb709a4c4b26a7debd8d34ab4d855_FORMATO.png",99817,19,"ATL","zag","Nulo",-3,0.89,-0.56,-0.09,7,"Atlético-MG",5,9,4,22,NA,NA,NA,NA,8,NA,NA,1,NA,NA,NA,NA,NA,NA
"686","Alison Lopes Ferreira","Alison","https://s.glbimg.com/es/sde/f/2016/05/01/5cbe20aa51d06aff64b21ed5d19bf070_FORMATO.png",73974,19,"SAN","mei","Provável",7.2,5.34,0.11,3,10,"Santos",11,11,NA,8,NA,NA,1,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","Peterson Silvino da Cruz","Peu","https://s.glbimg.com/es/sde/f/2017/07/25/a5c72908fbb4a7ab1dd71e0511ddb5ee_FORMATO.png",93739,19,"FLU","ata","Nulo",0,0.93,0.1,0.8,3,"Fluminense",1,1,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","René Ferreira dos Santos","René","https://s.glbimg.com/es/sde/f/2017/02/20/7d48128069f52815dcd4acb921336cab_FORMATO.png",73978,19,"VIT","zag","Nulo",6.2,3.27,0.54,1.97,10,"Vitória",7,17,3,16,1,1,NA,NA,8,NA,NA,4,NA,NA,NA,NA,NA,NA
"689","Reinaldo Lenis Montes","Lenis","https://s.glbimg.com/es/sde/f/2016/05/01/9159bcd85db743f56cfb40ade72eba88_FORMATO.png",93746,19,"SPO","ata","Dúvida",0,4.03,0,3.26,9,"Sport",9,17,3,11,3,5,1,NA,7,3,NA,NA,NA,NA,NA,NA,NA,NA
"690","Andrey Ramos do Nascimento","Andrey","https://s.glbimg.com/es/sde/f/2017/04/06/f30ccd95961eb8e4131995d63a8fcc34_FORMATO.png",93787,19,"VAS","mei","Nulo",6.4,2.02,1.23,2.7,3,"Vasco",5,5,1,1,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","Walisson Moreira Farias Maia","Walisson Maia","https://s.glbimg.com/es/sde/f/2017/04/24/60830998fb2fc54f511a8d2b5c3a6f25_FORMATO.png",73991,19,"COR","zag","Nulo",0,4.1,0,0.83,6,"Coritiba",1,10,NA,2,1,NA,NA,NA,5,NA,NA,1,NA,NA,NA,NA,NA,1
"692","Alan Cardoso de Andrade","Alan Cardoso","https://s.glbimg.com/es/sde/f/2017/05/24/7fd89a2cf130263868b36903498c1059_FORMATO.png",93785,19,"VAS","lat","Nulo",0,1.21,0,-1.3,1,"Vasco",NA,NA,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","Paulo Henrique Sampaio Filho ","Paulinho","https://s.glbimg.com/es/sde/f/2017/07/27/dd0593566091037ca5dcf0baa4680071_FORMATO.png",99818,19,"VAS","ata","Provável",-1.7,3.79,-1.46,5.82,6,"Vasco",7,20,1,2,NA,1,2,NA,11,1,NA,NA,NA,NA,NA,NA,NA,NA
"694","Caio Monteiro Costa","Caio Monteiro","https://s.glbimg.com/es/sde/f/2017/04/06/1be1912d42afdf3054cbab8eb7709907_FORMATO.png",93789,19,"VAS","ata","Nulo",0,2.53,0,4.1,2,"Vasco",1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695","Rodrigo Caio Roquette Russo","Rodrigo Caio","https://s.glbimg.com/es/sde/f/2016/05/01/76c4acf534a1a01c922cb927acebb6e7_FORMATO.png",73800,19,"SAO","zag","Provável",0,9.52,0,2.64,14,"São Paulo",8,27,6,11,1,3,NA,1,22,NA,1,3,NA,NA,NA,NA,NA,NA
"696","Cleiton Schwengber","Cleiton","https://s.glbimg.com/es/sde/f/2017/04/03/ef54b93128f4d412c55c7cd27c83323b_FORMATO.png",93882,19,"ATL","gol","Nulo",0,1.85,0,4.9,1,"Atlético-MG",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"697","Evander da Silva Ferreira","Evander","https://s.glbimg.com/es/sde/f/2017/04/06/2df6998f5d8a75cf5337b55ad525fd7d_FORMATO.png",93788,19,"VAS","mei","Nulo",0,1.3,0,-0.37,3,"Vasco",NA,1,1,3,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698","Rodinei Marcelo de Almeida","Rodinei","https://s.glbimg.com/es/sde/f/2017/04/24/43537a69f2836d2da77aebc068eacd46_FORMATO.png",73992,19,"FLA","lat","Nulo",0,9.05,0,4.19,10,"Flamengo",8,25,2,17,2,2,1,1,10,3,NA,4,NA,NA,NA,NA,1,NA
"699","Marlon Rodrigues Freitas","Marlon Freitas","https://s.glbimg.com/es/sde/f/2017/07/25/5f543b587dc26c78db561254c104e7c5_FORMATO.png",93790,19,"FLU","mei","Provável",-1,2.22,-0.09,0.73,6,"Fluminense",6,16,3,12,1,1,NA,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","Leonardo da Silva Simas","Leonardo Simas","https://s.glbimg.com/es/sde/f/2017/06/30/b6c202e020667876c945bb6f672961bb_FORMATO.png",99832,19,"ATL","lat","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","Douglas Santos da Silva","Douglas","https://s.glbimg.com/es/sde/f/2017/07/04/cdfd325a357ba83ec3a5e51650333b87_FORMATO.png",99824,19,"BAH","ata","Nulo",0,1.11,0,0.7,1,"Bahia",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","Alison Vicente da Silva","Alison","https://s.glbimg.com/es/sde/f/2017/02/14/cd74f75d4225633af1942d07603f11cf_FORMATO.png",91003,19,"SPO","ata","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","Leonardo Da Silva Passos","Léo Passos","https://s.glbimg.com/es/sde/f/2017/07/11/fbe688c63b6551ed75ef01b265cfa917_FORMATO.png",99878,19,"PAL","ata","Nulo",0,2,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","Dionathã da Silva","Dionathã","https://s.glbimg.com/es/sde/f/2017/07/01/c210b01a98672583bcff7b2c3a4ca8f9_FORMATO.jpeg",99834,19,"GRE","ata","Dúvida",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","Márcio Almeida de Oliveira","Marcinho","https://s.glbimg.com/es/sde/f/2017/04/18/82f4f9a2d122680dcc40e55727214711_FORMATO.png",93797,19,"BOT","lat","Contundido",0,3,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
