"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","FC","FF","FS","FT","I","PE","RB","SG","FD","DD","DP","G","GS","GC","CV","PP"
"661","Bruno Jacinto da Silva","Bruno Paulista","https://s.glbimg.com/es/sde/f/2017/07/08/baeb57a463f93f78065135fdc122eded_FORMATO.png",88933,33,"VAS","mei","Provável",-2,4.71,-0.64,1.22,11,"Vasco",NA,7,10,7,15,NA,1,22,13,NA,5,NA,NA,NA,NA,NA,NA,NA
"662","Jean Carlos de Souza Irmer","Jean","https://s.glbimg.com/es/sde/f/2017/04/06/d3926623525ad9fc2a3896099f523066_FORMATO.png",89150,33,"VAS","mei","Provável",4.6,10.8,0.57,3.78,30,"Vasco",1,9,61,11,43,NA,NA,58,77,NA,6,NA,NA,1,NA,NA,NA,NA
"663","Leonardo Pinheiro da Conceição","Léo","https://s.glbimg.com/es/sde/f/2017/07/25/a991dde92eec83e89482b3d11115669f_FORMATO.png",85626,33,"FLU","lat","Nulo",0,3.06,0,1.01,18,"Fluminense",1,2,39,2,7,NA,3,41,15,2,2,NA,NA,1,NA,NA,NA,NA
"664","Leonardo Cesar Jardim","Léo","https://s.glbimg.com/es/sde/f/2017/04/23/56c2f46953852255c8d3c1a685ecd757_FORMATO.png",87008,33,"GRE","gol","Nulo",0,4.77,0,2.18,5,"Grêmio",NA,NA,NA,NA,1,NA,NA,2,NA,2,NA,5,NA,NA,7,NA,NA,NA
"665","Miguel Angel Borja Hernandez","Borja","https://s.glbimg.com/es/sde/f/2017/04/23/4b0f5cd460ee874344bfbfd4e3eef9a6_FORMATO.png",86120,33,"PAL","ata","Nulo",0,15.09,0,3.1,22,"Palmeiras",NA,3,24,21,17,NA,4,28,9,NA,10,NA,NA,6,NA,NA,NA,NA
"666","Wanderson Santos Pereira","Wanderson","https://s.glbimg.com/es/sde/f/2017/04/23/3914af8715466d38cf77d94b2c5c5685_FORMATO.png",86143,33,"ATL","zag","Nulo",0,5.57,0,2.78,22,"Atlético-PR",NA,2,21,2,5,NA,2,36,14,7,9,NA,NA,2,NA,NA,NA,NA
"667","Judivan Flor da Silva","Judivan ","https://s.glbimg.com/es/sde/f/2017/04/23/f49ad5df5316c41a536cbc083724ee17_FORMATO.png",89190,33,"CRU","ata","Nulo",0,4,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","Ânderson Balbino Assis","Balbino","https://s.glbimg.com/es/sde/f/2016/04/30/aa305ef16d18275ce438c74c73d54e15_FORMATO.png",89227,33,"GRE","mei","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669","Maurício Andreazzi Pereira","Andreazzi","https://s.glbimg.com/es/sde/f/2017/04/24/2e3edae4ff2b6836e1ea7f55380193fa_FORMATO.png",89253,33,"BOT","mei","Nulo",0,2,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","Luiz Humberto da Silva Silva","Beto da Silva","https://s.glbimg.com/es/sde/f/2017/04/23/0cfa7b8af32ec84883ccf9a0d610b0d0_FORMATO.png",87028,33,"GRE","ata","Nulo",3.4,3.58,-0.09,1.45,10,"Grêmio",1,1,7,NA,4,NA,4,5,5,NA,NA,NA,NA,1,NA,NA,NA,NA
"671","Andrew Erik Feitosa","Morato","https://s.glbimg.com/es/sde/f/2017/04/28/773338b7d4efec23c8bd970486c9ff68_FORMATO.png",86227,33,"SAO","ata","Contundido",0,3,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","João Pedro Maturano dos Santos","João Pedro ","https://s.glbimg.com/es/sde/f/2017/04/24/c6945a1446c818fed3c475afef47a6a8_FORMATO.png",89273,33,"CHA","lat","Nulo",-1,4.61,-0.47,2.02,4,"Chapecoense",NA,NA,2,1,1,NA,NA,5,2,1,1,NA,NA,NA,NA,NA,NA,NA
"673","Artur Sérgio Batista de Souza","Artur","https://s.glbimg.com/es/sde/f/2017/05/02/5c01ab099352ecad2baaa0a00f978720_FORMATO.png",85591,33,"PON","lat","Nulo",0,4,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","Matheus Vieira Campos Peixoto","Matheus Peixoto","https://s.glbimg.com/es/sde/f/2017/02/21/9a6be83af417e88aab380c4245ab7655_FORMATO.png",87098,33,"BAH","ata","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","Carlos Eugenio Júnior Tavares dos Santos","Júnior Tavares","https://s.glbimg.com/es/sde/f/2017/02/09/25d0a51f886e8f5b2db83e4bea6a4e20_FORMATO.png",89343,33,"SAO","lat","Nulo",0,11.15,0,3.83,20,"São Paulo",4,3,19,6,40,NA,NA,67,27,4,2,NA,NA,NA,NA,NA,NA,NA
"676","Matheus de Sales Cabral","Matheus Sales","https://s.glbimg.com/es/sde/f/2017/07/28/3f6f5e42ab4526ee91e011dab0d45545_FORMATO.png",89285,33,"BAH","mei","Nulo",0,3.03,1,1.03,13,"Bahia",1,3,15,2,11,NA,1,20,15,NA,1,NA,NA,NA,NA,NA,1,NA
"677","Wanderson de Jesus Martins","Caju","https://s.glbimg.com/es/sde/f/2016/05/01/54af0c3c3d1522543c64c18ca5a50a22_FORMATO.png",89342,33,"SAN","lat","Provável",1.9,3.5,0.02,2.4,3,"Santos",NA,NA,4,NA,3,NA,NA,14,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","Kaio Silva Mendes","Kaio","https://s.glbimg.com/es/sde/f/2016/04/30/a83b6e7bb6661dbbb2b8c85d3afc4b48_FORMATO.png",92574,33,"GRE","mei","Nulo",0,5.02,0,3.95,6,"Grêmio",NA,1,15,2,24,NA,NA,16,8,NA,3,NA,NA,1,NA,NA,NA,NA
"679","Saulo Ferreira Silva Nascimento","Saulo","https://s.glbimg.com/es/sde/f/2017/04/18/8fb7b68bea9068528d9381cfe5c0b32a_FORMATO.png",89492,33,"BOT","gol","Nulo",0,1.18,0,-2,1,"Botafogo",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","Eduardo Augusto Baptista Miguel","Eduardo Baptista","https://s.glbimg.com/es/sde/f/2017/09/21/c6a1b3f0f45e2d4b713c17d8fb179f4e_FORMATO.png",87211,33,"PON","tec","Provável",1.1,8.85,0.09,2.58,17,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","Nickson Gabriel Reis Silva","Nickson","https://s.glbimg.com/es/sde/f/2017/04/22/fe8ee314651bfce7367d25049b99720f_FORMATO.png",89676,33,"CRU","ata","Nulo",0,3,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","Cicero Clebson Alves Santana","Cícero","https://s.glbimg.com/es/sde/f/2017/05/04/4ce602dbb0545123e778ce27a88ca159_FORMATO.png",87158,33,"ATL","mei","Nulo",0,2,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","Igor Rabello da Costa","Igor Rabello","https://s.glbimg.com/es/sde/f/2016/05/20/45658f95ac34e82da4d58cf9c77f2587_FORMATO.png",89493,33,"BOT","zag","Suspenso",2.7,10.59,0.4,3.19,27,"Botafogo",NA,6,29,5,15,1,4,42,40,8,3,NA,NA,1,NA,1,NA,NA
"684","Romulo dos Santos de Souza","Romulo","https://s.glbimg.com/es/sde/f/2017/04/28/039439859f768160af8a4dc5be23db1b_FORMATO.png",89696,33,"AVA","ata","Provável",-0.3,8.12,-0.24,1.56,29,"Avaí",NA,5,38,16,40,NA,7,61,18,NA,10,NA,NA,3,NA,NA,NA,NA
"685","José Carlos Cracco Neto","Zeca","https://s.glbimg.com/es/sde/f/2016/05/01/b75497cbd7fdf4e7cc56e0a77979a9f7_FORMATO.png",87192,33,"SAN","lat","Nulo",0,11.62,0,4.41,14,"Santos",1,2,9,3,14,1,NA,38,13,8,2,NA,NA,NA,NA,NA,NA,NA
"686","Pedro Henrique Ribeiro Gonçalves","Pedro Henrique","https://s.glbimg.com/es/sde/f/2017/04/20/3b8a82a4adde6089a76eea746b858971_FORMATO.png",87225,33,"COR","zag","Nulo",0,9.04,0,4.59,18,"Corinthians",NA,NA,8,4,11,NA,NA,24,21,8,2,NA,NA,1,NA,NA,NA,NA
"687","James Dean Araújo de Lima","James Dean","https://s.glbimg.com/es/sde/f/2017/05/01/c92d594519fdaaff86e13dce57f1b587_FORMATO.png",89694,33,"SPO","ata","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","Gustavo Henrique Ferrareis","Gustavo Ferrareis","https://s.glbimg.com/es/sde/f/2017/07/28/f9a5ac323f358bb4e2d5bbc354956624_FORMATO.png",89815,33,"BAH","mei","Nulo",0,5.11,0,1.05,11,"Bahia",NA,1,8,3,6,1,NA,15,2,NA,2,NA,NA,1,NA,NA,NA,NA
"689","Leonardo Pisculichi","Pisculichi","https://s.glbimg.com/es/sde/f/2017/02/18/c8a64d1e825d4a06c352c94d5499c77d_FORMATO.png",89871,33,"VIT","mei","Nulo",0,4.13,0,-0.55,2,"Vitória",NA,NA,1,1,1,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","Leonan José Valandro Gomes","Leonan","https://s.glbimg.com/es/sde/f/2017/04/03/f7ef2c1763cfea19e19b624be9bd9f68_FORMATO.png",89693,33,"ATL","lat","Nulo",0,2.69,0,3.17,3,"Atlético-MG",NA,1,4,NA,7,NA,NA,6,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"691","Leandro Alves de Carvalho","Leandrinho","https://s.glbimg.com/es/sde/f/2016/05/20/5f4b91fa5fbbd56dc1f2fe3f094cbb22_FORMATO.png",89885,33,"BOT","mei","Contundido",0,3.07,0,3.02,6,"Botafogo",NA,1,5,NA,6,NA,NA,10,8,NA,1,NA,NA,1,NA,NA,NA,NA
"692","Róger Krug Guedes","Róger Guedes","https://s.glbimg.com/es/sde/f/2017/04/18/8320b12c035d14425a7a1685c28eea51_FORMATO.png",89898,33,"PAL","ata","Nulo",2.9,6.58,0.54,1.88,26,"Palmeiras",3,2,34,11,27,2,7,69,7,NA,7,NA,NA,4,NA,NA,NA,NA
"693","Luiz Eduardo Fleuri Pacheco","Dudu",NA,89919,33,"GRE","mei","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694","Bruno de Jesus Pacheco","Bruno Pacheco","https://s.glbimg.com/es/sde/f/2017/04/27/fcbcf7704c49830f8c99c33ecbadb435_FORMATO.png",90061,33,"ATL","lat","Contundido",0,8.22,0,3.19,29,"Atlético-GO",5,5,35,3,60,NA,NA,67,36,4,2,NA,NA,NA,NA,NA,NA,NA
"695","Gerferson Cerqueira Teles","Geferson","https://s.glbimg.com/es/sde/f/2017/02/18/1797455db8d122f09c954f551c9c8350_FORMATO.png",89976,33,"VIT","lat","Provável",0.4,9.64,-0.58,2.71,15,"Vitória",NA,5,24,1,11,NA,2,32,30,3,1,NA,NA,NA,NA,NA,NA,NA
"696","Walter Kannemann","Kannemann","https://s.glbimg.com/es/sde/f/2017/04/23/42279ad5c60655b3336944e26189eda5_FORMATO.png",87342,33,"GRE","zag","Nulo",0,10.14,0,3.32,20,"Grêmio",NA,7,27,3,16,1,3,41,29,9,NA,NA,NA,NA,NA,NA,NA,NA
"697","Guilherme Antonio Arana Lopes","Guilherme Arana","https://s.glbimg.com/es/sde/f/2017/04/23/a4d7cefcde751da5dcf52b042baafbb5_FORMATO.png",87228,33,"COR","lat","Provável",9.6,11.01,1.77,3.96,29,"Corinthians",3,4,19,4,34,NA,4,93,17,16,3,NA,NA,2,NA,NA,NA,NA
"698","Andrigo Oliveira de Araujo","Andrigo","https://s.glbimg.com/es/sde/f/2017/05/19/78c75bce6fe9af97abe3a17761c64821_FORMATO.png",89930,33,"ATL","mei","Provável",10.3,7.46,2.16,2.76,31,"Atlético-GO",3,7,30,17,21,3,2,113,38,NA,13,NA,NA,3,NA,NA,NA,NA
"699","Julio Buffarini","Buffarini","https://s.glbimg.com/es/sde/f/2016/08/18/4be0e28d27402ead434d4b7dae9ea797_FORMATO.png",87350,33,"SAO","lat","Nulo",0,7.28,0,2.67,7,"São Paulo",1,NA,10,2,6,NA,NA,20,9,1,NA,NA,NA,NA,NA,NA,NA,NA
"700","Bruno Henrique Pinto","Bruno Henrique","https://s.glbimg.com/es/sde/f/2017/02/19/6fc23a37c23198ad6b9da39da99ad82b_FORMATO.png",90285,33,"SAN","ata","Suspenso",-2.1,12.76,-2.4,5.52,24,"Santos",11,6,58,14,69,1,8,80,24,NA,15,NA,NA,6,NA,NA,1,NA
"701","John Stiven Mendoza Valencia","Mendoza","https://s.glbimg.com/es/sde/f/2017/07/28/3526a1e303bf419c36b347c3684a027f_FORMATO.png",90031,33,"BAH","ata","Provável",0.4,5.87,-1.99,5.22,26,"Bahia",3,3,27,22,33,1,1,66,33,NA,13,NA,NA,7,NA,NA,NA,NA
"702","Gabriel Costa França","Gabriel","https://s.glbimg.com/es/sde/f/2017/04/03/2f4037ee6c2ce20e96ff5cb1f6db210f_FORMATO.png",87393,33,"ATL","zag","Provável",1.2,9,-0.37,3.44,23,"Atlético-MG",NA,2,26,6,19,NA,1,38,29,7,2,NA,NA,1,NA,NA,NA,NA
"703","David Correa da Fonseca","David","https://s.glbimg.com/es/sde/f/2017/04/24/9a0112f0276ff9f2806956277d2eb848_FORMATO.png",90309,33,"VIT","ata","Provável",-0.7,5.01,-0.78,2.64,31,"Vitória",5,5,40,21,17,3,16,79,25,NA,10,NA,NA,4,NA,NA,NA,NA
"704","Teodoro Junio Barbosa de Araújo","Araújo","https://s.glbimg.com/es/sde/f/2016/04/30/8da3cdd181e04b0c114f91c721ad89b1_FORMATO.png",90334,33,"GRE","mei","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","Jonathan da Silveira Fernandes Reis","Fernandes","https://s.glbimg.com/es/sde/f/2016/05/20/02861c5449623b3038673b374f31d53e_FORMATO.png",90399,33,"BOT","mei","Nulo",0,2.8,0,-0.4,6,"Botafogo",NA,1,1,1,3,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","Moisés Roberto Barbosa","Moisés","https://s.glbimg.com/es/sde/f/2017/04/20/341682456801d7e2449a82062f6ef9be_FORMATO.png",90444,33,"COR","lat","Nulo",0,3.02,0,3.57,3,"Corinthians",1,NA,4,1,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","Rodrigo de Souza Prado","Rodrigão","https://s.glbimg.com/es/sde/f/2017/04/25/3901e3335987512552a1dcdc23413368_FORMATO.png",87398,33,"ATL","zag","Nulo",0,2.97,0,2.8,3,"Atlético-MG",NA,NA,2,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"708","Jaílson Marques Siqueira","Jailson","https://s.glbimg.com/es/sde/f/2017/04/23/bbc1e20f5a841fe3d2fc8cbf1553e368_FORMATO.png",90290,33,"GRE","mei","Provável",2.5,4.01,0.26,1.25,16,"Grêmio",1,1,16,2,10,NA,1,21,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","Jefferson Vasconcelos Braz da Silva ","Jefferson Nem","https://s.glbimg.com/es/sde/f/2017/07/05/e19ea6817dece25a3dba36acabd4ea9f_FORMATO.png",90455,33,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","Arthur Henrique Ramos de Oliveira Melo","Arthur","https://s.glbimg.com/es/sde/f/2017/04/23/ad145ff7dd594174acc3863cb2569b83_FORMATO.png",90532,33,"GRE","mei","Nulo",0,8.91,0,3.98,24,"Grêmio",NA,3,20,2,53,NA,NA,66,55,NA,2,NA,NA,1,NA,NA,NA,NA
"711","Luiz Fernando Ferreira Maximiliano","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2017/07/25/b1dafe35e50cc680c9452d9dafbc9522_FORMATO.png",90366,33,"FLU","mei","Contundido",0,1.94,0,1.1,2,"Fluminense",NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712","Rafael Vinicius Carvalho Longuine","Rafael Longuine","https://s.glbimg.com/es/sde/f/2017/08/22/5218f0e7d3620fdf31c4115509777d95_FORMATO.png",90566,33,"COR","mei","Nulo",0,1.08,0,-0.1,11,"Coritiba",1,1,5,3,5,NA,2,33,3,NA,3,NA,NA,NA,NA,NA,NA,1
"713","Raul José Cardoso","Raul","https://s.glbimg.com/es/sde/f/2016/04/30/20baeb0768cee2ef5e7e760abad4ddfa_FORMATO.png",90531,33,"GRE","lat","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","Jefferson de Sousa Ferreira","Jefferson","https://s.glbimg.com/es/sde/f/2017/09/10/890a3dbeb4400e8e9910aca9b225fc13_FORMATO.jpeg",90586,33,"SPO","zag","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715","Gustavo Cascardo de Assis","Cascardo","https://s.glbimg.com/es/sde/f/2017/04/23/772a99574fe81da3c28fa586c83c7c91_FORMATO.png",90587,33,"ATL","lat","Nulo",0,3.17,0,2.65,9,"Atlético-PR",NA,NA,7,NA,13,NA,1,22,7,3,1,NA,NA,NA,NA,NA,NA,NA
"716","Alex Sandro dos Santos Apolinario","Alex","https://s.glbimg.com/es/sde/f/2017/04/05/144a762b27b789eee8fd1c1a682c0512_FORMATO.png",90535,33,"CRU","mei","Nulo",0,3.3,0,4.2,1,"Cruzeiro",NA,NA,NA,1,2,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717","Lucas da Silva Izidoro","Lucas Mineiro","https://s.glbimg.com/es/sde/f/2017/04/24/a585ecd4b08d42c62414a32c9103edc3_FORMATO.png",90634,33,"CHA","mei","Nulo",0,2.42,0.1,1.16,17,"Chapecoense",NA,4,37,4,11,NA,NA,19,25,NA,1,NA,NA,NA,NA,NA,NA,NA
"718","Yuri Oliveira Lima","Yuri","https://s.glbimg.com/es/sde/f/2016/07/05/6918c687f15258af809e99a14e04318e_FORMATO.png",90569,33,"SAN","mei","Nulo",0,0.79,0,-0.6,12,"Santos",NA,4,17,NA,6,NA,NA,22,7,NA,1,NA,NA,NA,NA,NA,NA,NA
"719","Oswaldo de Oliveira","Oswaldo de Oliveira","https://s.glbimg.com/es/sde/f/2017/09/26/43d72dfbd2cff9b2ca73b83cd28119e5_FORMATO.png",36940,33,"ATL","tec","Provável",3.36,10.88,0.22,4.13,8,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","Luis Antônio Venker de Menezes","Mano Menezes","https://s.glbimg.com/es/sde/f/2016/08/09/246730e80d7ef5af15c8b59b8491c289_FORMATO.png",37281,33,"CRU","tec","Provável",1.85,12.5,-0.76,3.75,32,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721","Luiz Fernando Moraes dos Santos","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2017/04/27/50e52c4a6961abbf9a5a1232332cdfd3_FORMATO.png",90715,33,"ATL","mei","Suspenso",0.7,4.09,0.44,2.57,29,"Atlético-GO",1,6,36,5,33,1,8,51,18,NA,9,NA,NA,7,NA,NA,NA,NA
"722","Marcelo Mendonça de Mattos Terra","Marcelo Mattos","https://s.glbimg.com/es/sde/f/2017/04/24/9a29fddd4a0809d8eddbb3392169730b_FORMATO.png",37645,33,"VAS","mei","Contundido",0,4,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723","Cristian Mark Junio Nascimento Oliveira Baroni","Cristian","https://s.glbimg.com/es/sde/f/2017/09/29/4202df5f7ffbef81d1801418eed48bc2_FORMATO.png",37608,33,"GRE","mei","Provável",-0.5,3.12,-0.58,1.7,3,"Grêmio",NA,NA,2,NA,2,NA,NA,9,4,NA,1,NA,NA,NA,NA,NA,NA,NA
"724","Rodrigo Baldasso da Costa","Rodrigo","https://s.glbimg.com/es/sde/f/2017/06/13/a5cb57a41ef2b2308c98b76ba24b430a_FORMATO.png",37644,33,"PON","zag","Provável",2.8,9.22,0.06,4.01,19,"Ponte Preta",NA,5,11,10,33,NA,2,41,22,8,9,NA,NA,NA,NA,NA,1,NA
"725","José Roberto da Silva Júnior","Zé Roberto","https://s.glbimg.com/es/sde/f/2017/04/18/8397713ec780be3eaf28ae8d848c2736_FORMATO.png",36612,33,"PAL","lat","Nulo",0,6.62,0,1.79,13,"Palmeiras",2,1,15,NA,7,NA,NA,14,5,3,NA,NA,NA,NA,NA,NA,NA,NA
"726","Gilson Kleina","Gilson Kleina","https://s.glbimg.com/es/sde/f/2017/10/20/694aae00a3286c835cf98e36d3851bc3_FORMATO.png",37306,33,"CHA","tec","Provável",3.14,11.97,0.24,3.7,27,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727","Ebert Willian Amâncio","Betão","https://s.glbimg.com/es/sde/f/2017/04/28/892740eaee3f590710c5572d2e84bbd1_FORMATO.png",37646,33,"AVA","zag","Provável",2.6,7.19,0.36,2.39,31,"Avaí",1,7,22,2,23,NA,NA,61,21,11,1,NA,NA,1,NA,NA,NA,NA
"728","Paulo André Cren Benini","Paulo André","https://s.glbimg.com/es/sde/f/2017/04/23/755b6b8cfd82322b66a137677617403d_FORMATO.png",37604,33,"ATL","zag","Provável",3.1,4.57,0.37,1.95,17,"Atlético-PR",NA,4,14,NA,12,1,NA,35,16,4,2,NA,NA,NA,NA,NA,NA,NA
"729","Michel Fernandes Bastos","Michel Bastos","https://s.glbimg.com/es/sde/f/2017/04/18/fa3a79559d24615c5cf4229992d82324_FORMATO.png",37607,33,"PAL","mei","Nulo",0,6.6,0,2.27,13,"Palmeiras",2,4,9,11,11,NA,3,39,17,NA,3,NA,NA,NA,NA,NA,NA,NA
"730","Rafael Marques Pinto","Rafael Marques","https://s.glbimg.com/es/sde/f/2017/04/24/b057662177ede29cb7aec5d2426bea3b_FORMATO.png",37623,33,"VAS","zag","Nulo",0,2.08,0,1,13,"Vasco",NA,3,12,1,6,1,2,31,13,1,1,NA,NA,NA,NA,NA,NA,NA
"731","Nilmar Honorato da Silva","Nilmar","https://s.glbimg.com/es/sde/f/2017/07/28/a4a818526c2d0d556772bdd6a7049ca4_FORMATO.png",37653,33,"SAN","ata","Contundido",0,6.08,0,-0.55,2,"Santos",NA,NA,2,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732","Eduardo Luís Abonizio de Souza","Edu Dracena","https://s.glbimg.com/es/sde/f/2017/04/18/68cf33625460a96d2a432f93ecc21db5_FORMATO.png",37657,33,"PAL","zag","Provável",0,8.59,-0.31,3.02,22,"Palmeiras",NA,5,25,10,28,NA,2,11,20,7,3,NA,NA,NA,NA,NA,NA,NA
"733","Fábio Deivson Lopes Maciel","Fábio","https://s.glbimg.com/es/sde/f/2017/04/05/8723e1fa0950cb91f4b5c39409f23d85_FORMATO.png",37656,33,"CRU","gol","Provável",1.7,12.67,-1.38,4.05,29,"Cruzeiro",NA,NA,1,NA,2,NA,NA,14,NA,11,NA,40,NA,NA,27,NA,NA,NA
"734","Rafael Martiniano de Miranda Moura","Rafael Moura","https://s.glbimg.com/es/sde/f/2017/04/03/0262cdf9cadf70eee005c277def421cb_FORMATO.png",37655,33,"ATL","ata","Provável",0,4.59,0,1.3,23,"Atlético-MG",NA,1,39,10,23,2,17,29,4,NA,8,NA,NA,4,NA,NA,NA,1
"735","Jonathan Cícero Moreira","Jonathan","https://s.glbimg.com/es/sde/f/2017/04/23/2e9071da78a7b84be87644f435c375ea_FORMATO.png",37662,33,"ATL","lat","Provável",1.2,8.05,-0.3,3.39,24,"Atlético-PR",2,3,17,2,20,NA,1,68,28,6,2,NA,NA,2,NA,NA,NA,NA
"736","Caíque Silva Sá","Caíque Sá","https://s.glbimg.com/es/sde/f/2017/05/28/8c084fed591a67a554da06e53f403549_FORMATO.png",87437,33,"VIT","lat","Nulo",0,3.56,0,3.26,15,"Vitória",NA,2,34,7,23,NA,2,56,29,4,2,NA,NA,NA,NA,NA,NA,NA
"737","Yago Felipe da Costa Rocha","Yago","https://s.glbimg.com/es/sde/f/2017/06/22/23cefb71d6b2d4a53d900e9e4e2abfee_FORMATO.png",87747,33,"VIT","mei","Suspenso",13.6,5.05,2.6,2.44,24,"Vitória",NA,6,37,9,47,NA,1,53,24,NA,8,NA,NA,4,NA,NA,1,NA
"738","Vitor Frezarin Bueno","Vitor Bueno","https://s.glbimg.com/es/sde/f/2016/05/01/6a51ac71a5e8a928c9cf1b71c2db243b_FORMATO.png",87552,33,"SAN","mei","Contundido",0,9.29,0,1.51,8,"Santos",NA,2,6,4,12,NA,NA,20,9,NA,1,NA,NA,NA,NA,NA,NA,NA
"739","Santiago Tréllez Vivero","Tréllez","https://s.glbimg.com/es/sde/f/2017/08/30/598c84f830fc79d588e9be7667c7c973_FORMATO.png",87679,33,"VIT","ata","Provável",13,7.38,1.96,3.91,19,"Vitória",2,2,47,12,13,3,5,38,7,NA,8,NA,NA,8,NA,NA,NA,1
"740","Adniellyson da Silva Oliveira","Silva","https://s.glbimg.com/es/sde/f/2017/04/27/44c5ab48a8a0e8c7c33de52bdb5af46b_FORMATO.png",91917,33,"ATL","mei","Nulo",0,2.11,0,0.8,10,"Atlético-GO",NA,2,22,1,8,NA,NA,7,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741","Emilio Enrique Zeballos Gutiérrez","Zeballos","https://s.glbimg.com/es/sde/f/2017/04/25/002d92dbfd9e5915f565d1ba437c95d5_FORMATO.png",87859,33,"CHA","lat","Nulo",0,3,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742","Matheus Reis de Lima","Matheus Reis","https://s.glbimg.com/es/sde/f/2017/07/28/c0ea66c25e44744e6dca2de152c06395_FORMATO.png",87486,33,"BAH","lat","Nulo",0,4.54,0,2.16,19,"Bahia",1,5,27,1,24,NA,NA,55,19,6,1,NA,NA,NA,NA,NA,NA,NA
