"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","FC","FD","FF","FS","G","I","PE","RB","CA","SG","FT","DD","GS","DP","PP","CV","GC"
"635","Lucas Oliveira de França","Lucas França","https://s.glbimg.com/es/sde/f/2017/04/22/c63baf2496083057957e4f2bd2ac3847_FORMATO.png",93869,17,"CRU","gol","Nulo",0,3,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","Cleiton Schwengber","Cleiton","https://s.glbimg.com/es/sde/f/2017/04/03/ef54b93128f4d412c55c7cd27c83323b_FORMATO.png",93882,17,"ATL","gol","Nulo",0,1.85,0,4.9,1,"Atlético-MG",NA,NA,NA,NA,1,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"637","Rodrigo Nascimento França ","Rodrigo Becão","https://s.glbimg.com/es/sde/f/2017/07/28/c0a3691e5410ad12c87b07891777aba3_FORMATO.png",93369,17,"BAH","zag","Nulo",0,3.42,0,2.16,5,"Bahia",NA,4,1,1,4,NA,NA,8,5,1,1,NA,NA,NA,NA,NA,NA,NA
"638","Cristian Mark Junio Nascimento Oliveira Baroni","Cristian","https://s.glbimg.com/es/sde/f/2017/04/19/9884b370f7327ae579c283e865aabf79_FORMATO.png",37608,17,"COR","mei","Nulo",0,4,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","Guilherme Henrique Silva Nogueira","Guilherme",NA,93490,17,"PON","gol","Nulo",0,2,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640","Peterson Silvino da Cruz","Peu","https://s.glbimg.com/es/sde/f/2017/07/25/a5c72908fbb4a7ab1dd71e0511ddb5ee_FORMATO.png",93739,17,"FLU","ata","Nulo",0,1.46,0,3.2,1,"Fluminense",NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","Igor Henrique Martins Machado","Igor","https://s.glbimg.com/es/sde/f/2017/04/27/1869f3cf1e00c12ad0d7b7f267efd47e_FORMATO.png",93551,17,"ATL","mei","Provável",2.4,3.95,-0.29,1.95,12,"Atlético-GO",NA,41,6,8,21,1,3,29,20,5,NA,NA,NA,NA,NA,NA,NA,NA
"642","Felipe Augusto Santana","Felipe Santana","https://s.glbimg.com/es/sde/f/2017/02/19/6ca71225c6186e7ca8dfcf1ac0111b14_FORMATO.png",42140,17,"ATL","zag","Contundido",0,9.11,0,3.69,8,"Atlético-MG",1,7,NA,2,6,1,1,14,9,NA,1,NA,NA,NA,NA,NA,NA,NA
"643","Reinaldo Lenis Montes","Lenis","https://s.glbimg.com/es/sde/f/2016/05/01/9159bcd85db743f56cfb40ade72eba88_FORMATO.png",93746,17,"SPO","ata","Provável",15.1,5.64,2.87,3.28,8,"Sport",2,10,3,4,8,1,NA,15,7,2,NA,NA,NA,NA,NA,NA,NA,NA
"644","Andrey Ramos do Nascimento","Andrey","https://s.glbimg.com/es/sde/f/2017/04/06/f30ccd95961eb8e4131995d63a8fcc34_FORMATO.png",93787,17,"VAS","mei","Nulo",0,0.79,0,0.85,2,"Vasco",NA,1,NA,2,4,NA,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"645","Evander da Silva Ferreira","Evander","https://s.glbimg.com/es/sde/f/2017/04/06/2df6998f5d8a75cf5337b55ad525fd7d_FORMATO.png",93788,17,"VAS","mei","Nulo",0,1.3,0,-0.37,3,"Vasco",NA,3,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"646","Rafael Marques Pinto","Rafael Marques","https://s.glbimg.com/es/sde/f/2017/04/24/b057662177ede29cb7aec5d2426bea3b_FORMATO.png",37623,17,"VAS","zag","Provável",2.6,2.32,-0.01,0.68,9,"Vasco",NA,10,1,1,3,NA,2,25,7,2,1,1,NA,NA,NA,NA,NA,NA
"647","Michel Fernandes Bastos","Michel Bastos","https://s.glbimg.com/es/sde/f/2017/04/18/fa3a79559d24615c5cf4229992d82324_FORMATO.png",37607,17,"PAL","mei","Nulo",0,4.78,0,1.22,9,"Palmeiras",1,6,2,8,4,NA,2,30,9,3,NA,NA,NA,NA,NA,NA,NA,NA
"648","Alan Cardoso de Andrade","Alan Cardoso","https://s.glbimg.com/es/sde/f/2017/05/24/7fd89a2cf130263868b36903498c1059_FORMATO.png",93785,17,"VAS","lat","Nulo",0,1.21,0,-1.3,1,"Vasco",NA,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"649","Leonardo da Silva Moura","Léo Moura","https://s.glbimg.com/es/sde/f/2017/04/23/7277c35fed3ff5f997fbf230b96586e4_FORMATO.png",37701,17,"GRE","lat","Provável",0,11.81,0,6.02,4,"Grêmio",NA,2,1,2,6,NA,1,11,5,NA,3,NA,NA,NA,NA,NA,NA,NA
"650","Marcelo Mendonça de Mattos Terra","Marcelo Mattos","https://s.glbimg.com/es/sde/f/2017/04/24/9a29fddd4a0809d8eddbb3392169730b_FORMATO.png",37645,17,"VAS","mei","Contundido",0,4,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","Ebert Willian Amâncio","Betão","https://s.glbimg.com/es/sde/f/2017/04/28/892740eaee3f590710c5572d2e84bbd1_FORMATO.png",37646,17,"AVA","zag","Provável",0.9,6.63,-0.67,2.48,16,"Avaí",NA,12,1,1,15,NA,NA,36,12,4,7,NA,NA,NA,NA,NA,NA,NA
"652","Rodrigo Baldasso da Costa","Rodrigo","https://s.glbimg.com/es/sde/f/2017/06/13/a5cb57a41ef2b2308c98b76ba24b430a_FORMATO.png",37644,17,"PON","zag","Provável",0,8.97,0,3.32,11,"Ponte Preta",NA,6,3,5,17,NA,1,21,9,2,5,NA,NA,NA,NA,NA,1,NA
"653","Juan Maldonado Jaimez Júnior","Juan","https://s.glbimg.com/es/sde/f/2017/06/07/4171a633f759e859ac04b9293992adf3_FORMATO.png",37705,17,"AVA","mei","Suspenso",-4.6,3.52,-0.92,0.98,13,"Avaí",NA,21,3,7,21,1,1,39,13,4,NA,NA,NA,NA,NA,NA,1,NA
"654","Nilmar Honorato da Silva","Nilmar","https://s.glbimg.com/es/sde/f/2017/07/28/a4a818526c2d0d556772bdd6a7049ca4_FORMATO.png",37653,17,"SAN","ata","Nulo",0,8,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655","Jonathan Cícero Moreira","Jonathan","https://s.glbimg.com/es/sde/f/2017/04/23/2e9071da78a7b84be87644f435c375ea_FORMATO.png",37662,17,"ATL","lat","Nulo",0,8.74,0,3.64,12,"Atlético-PR",1,9,NA,2,13,1,NA,35,14,3,4,NA,NA,NA,NA,NA,NA,NA
"656","Rafael Martiniano de Miranda Moura","Rafael Moura","https://s.glbimg.com/es/sde/f/2017/04/03/0262cdf9cadf70eee005c277def421cb_FORMATO.png",37655,17,"ATL","ata","Provável",6.6,5.86,1.4,1.54,14,"Atlético-MG",NA,27,5,7,18,3,10,14,2,1,NA,1,NA,NA,NA,1,NA,NA
"657","Eduardo Luís Abonizio de Souza","Edu Dracena","https://s.glbimg.com/es/sde/f/2017/04/18/68cf33625460a96d2a432f93ecc21db5_FORMATO.png",37657,17,"PAL","zag","Provável",5.7,9.28,0.83,3.6,8,"Palmeiras",NA,10,1,3,10,NA,2,5,6,1,4,NA,NA,NA,NA,NA,NA,NA
"658","Marcelo Grohe","Marcelo Grohe","https://s.glbimg.com/es/sde/f/2017/04/23/33e584cd67faa2ac529fcd131c75ed09_FORMATO.png",37770,17,"GRE","gol","Provável",-2,6.9,-0.63,0.91,13,"Grêmio",NA,NA,NA,NA,NA,NA,NA,4,NA,1,6,NA,4,11,NA,NA,1,NA
"659","Marcos Arouca da Silva","Arouca","https://s.glbimg.com/es/sde/f/2017/04/18/a79e46999e573a44398324ab951f4c7a_FORMATO.png",37718,17,"PAL","mei","Contundido",0,6,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","Wagner Ferreira dos Santos","Wagner","https://s.glbimg.com/es/sde/f/2017/04/06/359066aa5d28530d44010771094091ab_FORMATO.png",37674,17,"VAS","mei","Nulo",0,4.96,0,1.14,7,"Vasco",NA,10,1,NA,7,1,2,12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","Cícero Santos","Cícero","https://s.glbimg.com/es/sde/f/2017/02/18/6e1bc225f8c1e82f9bea52b09540dd3a_FORMATO.png",37688,17,"SAO","mei","Nulo",0,4.28,0,-0.81,10,"São Paulo",NA,18,NA,3,7,NA,2,16,3,2,NA,NA,NA,NA,NA,NA,NA,NA
"662","Alecsandro Barbosa Felisbino","Alecsandro","https://s.glbimg.com/es/sde/f/2017/05/25/b470b28b3b68d95eff43163148c236f8_FORMATO.png",37673,17,"COR","ata","Provável",1.2,2.4,0.37,-1.26,10,"Coritiba",NA,16,2,1,5,NA,4,16,5,4,NA,NA,NA,NA,NA,1,NA,NA
"663","Edimo Ferreira Campos","Edinho","https://s.glbimg.com/es/sde/f/2017/04/24/134bd2592921a7ea460e78f357f4d99a_FORMATO.png",37792,17,"COR","mei","Nulo",0,3.6,0,-0.68,4,"Coritiba",NA,2,NA,NA,3,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"664","Maicosuel Reginaldo de Matos","Maicosuel","https://s.glbimg.com/es/sde/f/2017/06/07/709c0e1e568158958ad56b554eba55d3_FORMATO.png",37851,17,"SAO","mei","Nulo",0,6.88,0,2.3,5,"São Paulo",NA,1,3,1,7,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","Gustavo Franchin Schiavolin","Gustavo","https://s.glbimg.com/es/sde/f/2017/04/28/1a067ab1f5585036fbe91443094ed603_FORMATO.png",37840,17,"AVA","zag","Nulo",0,4.14,0,-0.6,3,"Avaí",NA,2,NA,1,2,NA,2,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"666","Henrique Pacheco de Lima","Henrique","https://s.glbimg.com/es/sde/f/2016/04/29/3ee91a269e77c0defb08f1fee38c0aff_FORMATO.png",37694,17,"CRU","mei","Provável",6.8,5.45,0.69,1.72,11,"Cruzeiro",NA,10,3,2,16,NA,NA,27,18,3,NA,NA,NA,NA,NA,NA,1,NA
"667","Rafael Augusto Sobis do Nascimento","Rafael Sobis","https://s.glbimg.com/es/sde/f/2016/07/06/9f448978203e98dc8d4f57f547ed8a44_FORMATO.png",37798,17,"CRU","ata","Provável",2.6,10.51,-0.26,2.64,10,"Cruzeiro",1,15,8,9,11,2,1,24,4,3,NA,NA,NA,NA,NA,NA,NA,NA
"668","Wendel Geraldo Maurício e Silva","Wendel","https://s.glbimg.com/es/sde/f/2017/05/02/4a4ad263fb8caeebedbea1c1bab7d397_FORMATO.png",38021,17,"PON","mei","Nulo",0,4.78,0,1.13,10,"Ponte Preta",1,7,NA,4,9,NA,1,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA
"669","Diego Alfredo Lugano Moreno","Lugano","https://s.glbimg.com/es/sde/f/2016/05/01/08944541062646b222c15154448a4d88_FORMATO.png",38062,17,"SAO","zag","Nulo",0,4.1,0,1.16,5,"São Paulo",NA,11,1,3,2,NA,NA,12,4,3,2,NA,NA,NA,NA,NA,NA,NA
"670","Roger de Oliveira Bernardo","Roger Bernardo","https://s.glbimg.com/es/sde/f/2017/06/22/c2345aa6df43625e0d6ec0ff375de539_FORMATO.png",37934,17,"ATL","mei","Nulo",0,5.99,0,1.4,3,"Atlético-MG",NA,9,NA,NA,7,NA,1,14,7,1,NA,NA,NA,NA,NA,NA,NA,NA
"671","Severino dos Ramos Durval da Silva","Durval","https://s.glbimg.com/es/sde/f/2017/05/01/510c7156c6f1b989be6cdcdfb393eb82_FORMATO.png",38100,17,"SPO","zag","Nulo",0,6.3,0,3.14,12,"Sport",1,9,1,NA,8,NA,1,20,11,NA,4,NA,NA,NA,NA,NA,NA,NA
"672","Luis Fabiano Clemente","Luis Fabiano","https://s.glbimg.com/es/sde/f/2017/04/17/37ff07beed4a39ead1876fadd586d068_FORMATO.png",37919,17,"VAS","ata","Contundido",0,14.04,0,6.56,9,"Vasco",2,15,5,15,19,5,5,10,3,4,NA,NA,NA,NA,NA,NA,NA,NA
"673","Mário Lúcio Duarte Costa","Aranha","https://s.glbimg.com/es/sde/f/2017/05/02/803e0f7a5e12a827547f82d97fb403f0_FORMATO.png",37984,17,"PON","gol","Provável",0,15.18,0,5.05,16,"Ponte Preta",NA,NA,NA,NA,3,NA,NA,6,NA,1,7,NA,30,21,NA,NA,NA,NA
"674","Anderson Pedro Nunes da Silva Campos","Anderson","https://s.glbimg.com/es/sde/f/2017/07/28/d35983b3ffefac867b94f43910498177_FORMATO.png",38001,17,"BAH","gol","Nulo",0,0.79,0,-2,2,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"675","Danilo Gabriel de Andrade","Danilo","https://s.glbimg.com/es/sde/f/2017/04/19/b627c9025ae6426b1e4397a1e4806a3e_FORMATO.png",38067,17,"COR","mei","Nulo",0,5,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","João Alves de Assis Silva","Jô","https://s.glbimg.com/es/sde/f/2017/04/23/013b2879d66c81bb0e92137fdfe045a8_FORMATO.png",38138,17,"COR","ata","Provável",8.4,13.52,1.43,4.65,17,"Corinthians",2,30,11,8,21,10,17,40,3,2,NA,NA,NA,NA,NA,1,NA,NA
"677","Marcos Vicente dos Santos","Marquinhos","https://s.glbimg.com/es/sde/f/2017/04/28/16b2b3c31dc9b2e904ab87a434b26f8b_FORMATO.png",38150,17,"AVA","mei","Contundido",0,2.72,0,0.61,10,"Avaí",NA,4,4,3,10,1,NA,37,3,NA,NA,NA,NA,NA,NA,NA,1,NA
"678","Artur Guilherme Moraes Gusmão","Artur Moraes","https://s.glbimg.com/es/sde/f/2017/04/24/5e85a2f95507d900cd0da5a482163c0d_FORMATO.png",38156,17,"CHA","gol","Contundido",0,6,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","Robson de Souza","Robinho","https://s.glbimg.com/es/sde/f/2017/04/03/d0fe78529c78b3decfed9ab7ea31e79b_FORMATO.png",38246,17,"ATL","ata","Nulo",0,12.6,0,2.21,13,"Atlético-MG",2,13,2,5,14,1,11,37,16,3,NA,NA,NA,NA,NA,NA,NA,NA
"680","Maicon Thiago Pereira de Souza","Maicon","https://s.glbimg.com/es/sde/f/2017/04/23/2d7990dd22103819070a18092e4a35b7_FORMATO.png",38196,17,"GRE","mei","Provável",3.4,7.87,0.22,1.21,9,"Grêmio",NA,7,1,3,9,NA,NA,15,9,2,NA,NA,NA,NA,NA,NA,NA,NA
"681","Jefferson de Oliveira Galvão","Jefferson","https://s.glbimg.com/es/sde/f/2016/05/20/27326ea71a4a3d4cde252b5498024a60_FORMATO.png",38109,17,"BOT","gol","Nulo",0,9.33,0,8.04,5,"Botafogo",NA,NA,NA,NA,NA,NA,NA,6,NA,1,2,NA,11,3,1,NA,NA,NA
"682","Ricardo Martins de Araújo","Kadu","https://s.glbimg.com/es/sde/f/2017/05/02/414d5dd199f668338406b95b0d982b31_FORMATO.png",50427,17,"PON","zag","Nulo",0,11.78,0,5.27,7,"Ponte Preta",NA,10,1,1,7,NA,NA,6,15,1,3,NA,NA,NA,NA,NA,NA,NA
"683","Fernando Buttenbender Prass","Fernando Prass","https://s.glbimg.com/es/sde/f/2016/05/01/493488441bb751ad5dbdb042a318599f_FORMATO.png",38140,17,"PAL","gol","Nulo",0,14.44,0,4.06,14,"Palmeiras",NA,NA,NA,NA,2,NA,NA,4,NA,NA,4,NA,23,16,NA,NA,NA,NA
"684","Fábio Deivson Lopes Maciel","Fábio","https://s.glbimg.com/es/sde/f/2017/04/05/8723e1fa0950cb91f4b5c39409f23d85_FORMATO.png",37656,17,"CRU","gol","Provável",11,13.7,2.11,3.68,17,"Cruzeiro",NA,1,NA,NA,2,NA,NA,7,NA,NA,6,NA,22,16,NA,NA,NA,NA
"685","Rafael Santos de Sousa","Rafael","https://s.glbimg.com/es/sde/f/2017/04/24/db3ab616836bf6fcfa76a2dd7846986b_FORMATO.png",97902,17,"FLA","zag","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","Frederico Chaves Guedes","Fred","https://s.glbimg.com/es/sde/f/2017/04/03/3c0b9d4407aa9d0eadfb90461cc048e1_FORMATO.png",38162,17,"ATL","ata","Contundido",0,14.99,0,3.49,13,"Atlético-MG",1,22,4,7,27,5,9,26,3,2,NA,1,NA,NA,NA,1,NA,NA
"687","Emerson Aparecido Leite de Souza Junior","Emerson","https://s.glbimg.com/es/sde/f/2017/05/02/9ee22fc39f2ebcb3732b978222f0f862_FORMATO.png",96870,17,"PON","lat","Nulo",0,1,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","Gustavo Marcelo Cardoso Soares","Índio","https://s.glbimg.com/es/sde/f/2017/04/24/f40e8a88ce85dc28ee0a123c0052d946_FORMATO.png",95315,17,"COR","ata","Nulo",0,2,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","Matheus Sousa de Jesus","Matheus Jesus","https://s.glbimg.com/es/sde/f/2017/07/24/650f2b1055213cf87ff282bf2f4a271b_FORMATO.png",95335,17,"SAN","mei","Nulo",0,4,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","Fábio Santos Romeu","Fábio Santos","https://s.glbimg.com/es/sde/f/2017/04/03/513ae4d7abe5f2024ee9a5cfa9c87bd4_FORMATO.png",38229,17,"ATL","lat","Provável",14.5,4.83,1.76,2.32,14,"Atlético-MG",NA,20,1,5,31,1,2,55,17,6,3,NA,NA,NA,NA,NA,NA,NA
"691","Lucas Henrique dos Santos","Luquinhas","https://s.glbimg.com/es/sde/f/2017/07/25/62b49e3ba4744a1658b2d570e24c046c_FORMATO.png",95263,17,"FLU","mei","Nulo",0,1,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692","Luiz Felipe Schwartz Dal Piva ","Luiz Felipe","https://s.glbimg.com/es/sde/f/2017/04/24/7363784a4f9cfb861280071ced864b12_FORMATO.png",95483,17,"CHA","gol","Nulo",0,2,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","Marcio Antonio de Sousa Júnior","Marcinho","https://s.glbimg.com/es/sde/f/2017/05/25/27b1b870560cc8ddfeb933e48b232bb5_FORMATO.png",95332,17,"SAO","ata","Provável",2.9,4.71,0.58,1.69,17,"São Paulo",2,21,5,9,17,2,1,65,9,1,NA,NA,NA,NA,NA,NA,NA,NA
"694","Fabrício Silva Costa","Fabrício","https://s.glbimg.com/es/sde/f/2017/02/14/d7be73cf3ee15933e6b1c7812db4ab8c_FORMATO.png",95539,17,"SPO","mei","Nulo",0.5,1.37,-0.02,0.39,7,"Sport",1,2,2,2,3,NA,1,18,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"695","Renan Gorne Silva","Renan Gorne","https://s.glbimg.com/es/sde/f/2017/04/18/93446ecc92fba9fefb3b8e5fd410ff12_FORMATO.png",95543,17,"BOT","ata","Nulo",0,0.76,0,-3.5,1,"Botafogo",NA,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"696","Marcelo da Conceição Benevenuto Malaquias","Marcelo","https://s.glbimg.com/es/sde/f/2017/04/18/bcd7b8ce7931a3995c1ac8aaacd657b5_FORMATO.png",95638,17,"BOT","zag","Nulo",0,3.87,0,2.92,6,"Botafogo",NA,7,1,3,1,NA,NA,14,8,1,2,NA,NA,NA,NA,NA,NA,NA
"697","Edilson Borba de Aquino","Ourinho",NA,95542,17,"SAN","lat","Nulo",0,2,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698","Alexis Nahuel Messidoro","Messidoro",NA,95562,17,"CRU","mei","Nulo",0,3.2,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","Victor Hugo Santana Carvalho","Vitinho","https://s.glbimg.com/es/sde/f/2017/04/18/6c5a1e7dd18a8228e581b5ca0798eec1_FORMATO.jpeg",95770,17,"PAL","mei","Nulo",0,3,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","Nathanael Ananias da Silva","Nathan","https://s.glbimg.com/es/sde/f/2017/05/04/b74ef267184f334baa67220e0d8d5a01_FORMATO.png",95794,17,"ATL","zag","Nulo",0,1,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","Felipe Araruna Hoffman","Araruna","https://s.glbimg.com/es/sde/f/2017/02/09/565624d090495af948a09ef2a6efa7c7_FORMATO.png",95660,17,"SAO","mei","Nulo",0,1.73,0,0.55,2,"São Paulo",NA,3,NA,NA,2,NA,NA,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","Filipe Rodrigues de Souza Santos","Filipinho","https://s.glbimg.com/es/sde/f/2017/04/03/0632627beb34d4add345d985b197b8d6_FORMATO.png",95651,17,"ATL","ata","Nulo",0,2,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","José Ricardo Mannarino","Zé Ricardo","https://s.glbimg.com/es/sde/f/2017/04/24/d095a3654a18596ab9061e4facb21d5e_FORMATO.png",95780,17,"FLA","tec","Provável",3.12,11.85,-0.47,4.29,17,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","Lucas Kal Schenfeld Progioli","Lucas Kal","https://s.glbimg.com/es/sde/f/2016/06/28/729e1834df2c58e399827dd968c022a1_FORMATO.jpeg",95662,17,"SAO","zag","Nulo",0,2,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","Miguel Ángel Trauco Saavedra","Trauco","https://s.glbimg.com/es/sde/f/2017/04/24/0d2e64236a719e0a7a2402eed79486f1_FORMATO.png",95738,17,"FLA","lat","Provável",3.7,6.62,0.16,2.89,12,"Flamengo",NA,21,3,6,6,1,NA,53,12,3,5,1,NA,NA,NA,NA,NA,NA
"706","Leonardo Rodrigues dos Santos","Léo Santos","https://s.glbimg.com/es/sde/f/2017/04/23/1d114129100c1552c9d2fac173daf8ea_FORMATO.jpeg",95820,17,"COR","zag","Nulo",0,4.38,0,5,1,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"707","Felipe Gustavo Domingos","Felipe","https://s.glbimg.com/es/sde/f/2017/02/21/e708f975f303fd9301b35bbd18a258b2_FORMATO.png",95849,17,"BAH","gol","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","Fabián Ariel Noguera","Fabián Noguera","https://s.glbimg.com/es/sde/f/2017/05/02/90ea91f7ba7a3941f90047a0aca02c82_FORMATO.png",95837,17,"SAN","zag","Nulo",0,5.29,0,5.5,4,"Santos",1,1,NA,2,1,NA,NA,4,4,NA,2,NA,NA,NA,NA,NA,NA,NA
"709","Gustavo Costa da Silva Machado","Gustavo Bochecha","https://s.glbimg.com/es/sde/f/2017/05/11/fc43f1baa7f4e4d8e73b07ba4f24137e_FORMATO.png",95798,17,"BOT","mei","Contundido",0,2,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","Sander Henrique Bortolotto","Sander","https://s.glbimg.com/es/sde/f/2017/06/13/c768f4f096a03a7a8d7642fe55c4ddb2_FORMATO.png",95843,17,"SPO","lat","Nulo",4,7.03,0.5,4.91,12,"Sport",NA,27,NA,1,11,NA,NA,37,29,1,6,NA,NA,NA,NA,NA,NA,NA
"711","Daniel Cerântula Fuzato","Daniel Fuzato","https://s.glbimg.com/es/sde/f/2017/04/18/0521fd45c49f6fb1491a64df501d2e8d_FORMATO.png",95936,17,"PAL","gol","Nulo",0,1,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712","Tyroane Joe Sandows","Ty Sandows","https://s.glbimg.com/es/sde/f/2017/04/23/bff6a206f9b5cf27f1d2b5dc668c5f76_FORMATO.png",95978,17,"GRE","ata","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","Caique da Silva Maria","Caíque","https://s.glbimg.com/es/sde/f/2017/06/16/4d8ec695b7a6792f35e8eb992f9c59ad_FORMATO.png",95831,17,"SAO","lat","Nulo",0,1,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","Matheus Oliveira Santos","Matheus Oliveira","https://s.glbimg.com/es/sde/f/2017/05/02/07446f453b7f268fbac590fadba6a201_FORMATO.png",96328,17,"SAN","mei","Nulo",0,2,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715","Luiz Filipe da Rosa Machado","Machado","https://s.glbimg.com/es/sde/f/2017/04/23/067af9a9fbef9be7febed7aa5e13f102_FORMATO.png",96089,17,"GRE","mei","Nulo",0,2.04,0,1.95,2,"Grêmio",NA,2,NA,NA,1,NA,NA,5,7,NA,NA,NA,NA,NA,NA,NA,NA,1
"716","Cassiano Silva dos Santos","Cassiano","https://s.glbimg.com/es/sde/f/2017/07/28/e3229c224dd3b65a77ccabf9badb7ee9_FORMATO.png",96411,17,"BAH","gol","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717","Mauricio Tomazi Pinheiro","Mauricio","https://s.glbimg.com/es/sde/f/2017/05/11/8f1984fabe5775e0c6485d0c7e2cdd00_FORMATO.png",96464,17,"AVA","zag","Nulo",0,2,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
