"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","FC","FD","FS","FT","PE","RB","SG","DD","GS","A","FF","I","G","PP","GC","CV","DP"
"83","Emanuel Rocha Dos Santos","Emanuel","https://s.glbimg.com/es/sde/f/2017/05/04/c6a8401c8828ee07e786f390818a7e2e_FORMATO.png",98766,32,"ATL","lat","Nulo",0,1,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","Leonardo Natel Vieira","Léo Natel","https://s.glbimg.com/es/sde/f/2017/05/24/2a8d67ff31bfc2ad352d55926c1b6556_FORMATO.png",98952,32,"SAO","ata","Nulo",0,0.92,0,0.5,1,"São Paulo",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","Derlan de Oliveira Bento","Derlan","https://s.glbimg.com/es/sde/f/2017/04/20/a61babc61e943eed73835c0eb0233767_FORMATO.png",98945,32,"FLU","zag","Nulo",0,1,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","Riuler de Oliveira Faustino","Riuler","https://s.glbimg.com/es/sde/f/2017/04/23/f9a0f4d378841844615990bf95a39da9_FORMATO.png",99021,32,"ATL","lat","Nulo",0,2,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","Flávio Augusto De Castro","Flávio","https://s.glbimg.com/es/sde/f/2017/05/04/19c748c11cefe0c492c56193adca9ab0_FORMATO.png",98774,32,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","João Paulo Ferreira Lourenço","Lourenço","https://s.glbimg.com/es/sde/f/2017/06/18/cf178cdbd6bb2ee507ce289881e464b7_FORMATO.png",99032,32,"AVA","ata","Nulo",0,0.8,0,-0.5,7,"Avaí",3,5,2,6,NA,11,1,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA
"89","Marcelo dos Santos Rosa","Marcelo","https://s.glbimg.com/es/sde/f/2017/04/27/104329d7a936e544604f9da1cd61995f_FORMATO.png",98874,32,"ATL","ata","Nulo",0,2,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","José Marcos Costa Martins","Marquinho","https://s.glbimg.com/es/sde/f/2017/07/05/cd8999b74581b3b3784402a115de312f_FORMATO.png",98765,32,"ATL","mei","Contundido",0,1.38,0,-0.8,1,"Atlético-MG",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","Victor Hugo Soares dos Santos","Kanu","https://s.glbimg.com/es/sde/f/2017/04/23/7a72c5c22ba23c60f92cdd4c2915e646_FORMATO.png",98484,32,"BOT","zag","Nulo",0,1,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","Joao Victor Inacio Araujo","João Victor","https://s.glbimg.com/es/sde/f/2017/05/01/b47bd0865c30b6854b673c7e94778083_FORMATO.png",99033,32,"SPO","mei","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","Pedro Vitor Ferreira Da Silva ","Pedro Vitor","https://s.glbimg.com/es/sde/f/2017/05/01/3b883aa630ed340edfef1e032cfb61b2_FORMATO.png",99035,32,"SPO","ata","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","Elias Lira Nogueira Junior ","Elias","https://s.glbimg.com/es/sde/f/2017/05/01/3d6d8284db8a576d760fba42eb79eac4_FORMATO.png",99034,32,"SPO","lat","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","Pedro Gomes Bortoluzo","Pedro Bortoluzo",NA,99041,32,"SAO","ata","Nulo",0,3,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","Dayvid Alexsander da Silva","Dayvid",NA,99254,32,"SPO","lat","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","Pedro Henryque Pereira dos Santos","Pedro Henryque",NA,99255,32,"SPO","zag","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","Alesandro dos Santos Pereira","Alesandro",NA,99256,32,"SPO","zag","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","Éder Gabriel Militão","Éder Militão","https://s.glbimg.com/es/sde/f/2017/05/04/a8a8f4eb8075ba4ad4fde3d5d0d6f996_FORMATO.png",99424,32,"SAO","mei","Contundido",0,4.31,0,2.66,18,"São Paulo",1,18,2,22,NA,49,29,NA,NA,NA,NA,5,1,1,NA,NA,NA,NA
"100","Lucas Vinícius Santos Bernardino","Lucas Vinícius","https://s.glbimg.com/es/sde/f/2017/04/28/2c4070d9c0adf40eb3afffcdd20d640e_FORMATO.png",99388,32,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","Evanderson Costa da Silva","Evanderson","https://s.glbimg.com/es/sde/f/2017/04/27/691a60e07461729409b8c945c33b5afe_FORMATO.png",98315,32,"ATL","mei","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","Alexsander Jhonatta de Oliveira Andrade","Alexsander","https://s.glbimg.com/es/sde/f/2017/04/16/574d33cbfe0200e34a998815c6b4ee99_FORMATO.png",99411,32,"ATL","mei","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","José Vinícius Almeida Soares","Vinícius",NA,99356,32,"SPO","mei","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","Felipe Souza Moreno Sampaio","Felipe","https://s.glbimg.com/es/sde/f/2017/07/25/3f49904e0abb1cdf2c877cbe1c085db1_FORMATO.png",99425,32,"FLU","ata","Nulo",0,1,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","João Erick Marques da Silva","João Erick",NA,99257,32,"SPO","mei","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","Matheus Bezerra Santos","Matheus Bezerra",NA,99258,32,"SPO","mei","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","Lucas de Oliveira Antunes","Lucas Índio","https://s.glbimg.com/es/sde/f/2017/05/04/075e8103fcbe7ba581efc1402208e108_FORMATO.png",99353,32,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","Caio Alan Tem Catem Gonçalves","Caio","https://s.glbimg.com/es/sde/f/2017/04/23/49dd974b3c6794d393b7475413060b63_FORMATO.png",99460,32,"ATL","gol","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","Wenderson Da Silva Costa Ferreira","Wenderson","https://s.glbimg.com/es/sde/f/2017/05/16/153f0473b0a7b9d9e2bef29d8aceb3ad_FORMATO.png",99474,32,"BOT","mei","Nulo",0,0.78,0,-1.05,2,"Botafogo",1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"110","Conrado Buchanelli Holz","Conrado","https://s.glbimg.com/es/sde/f/2017/06/07/0367b264f2aa4d386381dc6d9594c5a2_FORMATO.jpeg",99625,32,"GRE","mei","Nulo",0,1.87,0,1.15,2,"Grêmio",NA,2,NA,3,NA,6,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
"111","Bruno Cosendey Lobo Pinto","Bruno Cosendey","https://s.glbimg.com/es/sde/f/2017/07/11/f9e52eaee9fb26079589543635af6cff_FORMATO.png",99615,32,"VAS","mei","Nulo",0,2.21,0,1.7,1,"Vasco",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","Fernando Peixoto Costanza","Fernando","https://s.glbimg.com/es/sde/f/2017/05/16/0243a49a67c8ced003f53d80efea1bb0_FORMATO.png",99550,32,"BOT","lat","Nulo",0,1,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","Paulo Vitor Fernandes Pereira","Paulo Vitor","https://s.glbimg.com/es/sde/f/2017/07/11/e81eab0834b731a19ad2d9eb76551b1e_FORMATO.png",99588,32,"VAS","ata","Nulo",0,1.86,0,1.25,13,"Vasco",2,12,3,12,1,17,5,NA,NA,NA,NA,4,1,1,NA,NA,NA,NA
"114","Vinicius José Paixão de Oliveira Junior","Vinicius Junior","https://s.glbimg.com/es/sde/f/2017/08/22/0d561ddc8dda735fc3ab96a8866e90d0_FORMATO.jpeg",99535,32,"FLA","ata","Nulo",1,2.85,-0.04,1.52,20,"Flamengo",2,12,7,20,1,29,3,NA,NA,NA,1,8,6,2,NA,NA,NA,NA
"115","Felipe Saraiva","Felipe Saraiva","https://s.glbimg.com/es/sde/f/2017/08/30/7afe41117d03c4c04cbea893549c5cb7_FORMATO.png",99616,32,"PON","mei","Nulo",0,1.62,0,1.54,16,"Ponte Preta",NA,10,9,22,NA,13,7,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA
"116","Robson Azevedo da Silva","Robinho","https://s.glbimg.com/es/sde/f/2017/08/19/7f63b88129afd972ded68803058d40bb_FORMATO.png",99574,32,"FLU","ata","Contundido",0,2.43,0,1.14,5,"Fluminense",NA,3,NA,3,NA,8,3,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA
"117","Ezequiel Gonzalo Esperon","Esperon","https://s.glbimg.com/es/sde/f/2017/06/07/dfce0445c3144c43e2d3f33bb0dd4131_FORMATO.jpeg",99628,32,"GRE","mei","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","Daniel dos Santos Oliveira","Daniel","https://s.glbimg.com/es/sde/f/2017/04/23/fa258606c3c0cb8010a0e233ab7e3837_FORMATO.png",99461,32,"ATL","zag","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","Arthur Henrique Vieira Araujo","Arthur","https://s.glbimg.com/es/sde/f/2017/06/07/41375a4dab9feeadba77a4537ccb2623_FORMATO.png",99670,32,"CRU","zag","Nulo",0,1.39,0,3.2,1,"Cruzeiro",NA,1,NA,1,NA,3,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"120","Jadson Ailton Oliveira Da Silva Vale","Jadson","https://s.glbimg.com/es/sde/f/2017/06/07/2e7afba6e715b27222707a3f207ad556_FORMATO.jpeg",99629,32,"GRE","ata","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","Igor Cássio Vieira dos Santos","Igor Cássio",NA,99661,32,"BOT","ata","Contundido",0,1,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Elano Blumer","Elano","https://s.glbimg.com/es/sde/f/2017/06/06/ba8d77c52b311fb7f02d09cbf0a70839_FORMATO.png",99669,32,"SAN","tec","Provável",6.5,9.5,-0.85,5.43,3,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","Matheus Mascarenhas dos Santos Raimundo","Mascarenhas","https://s.glbimg.com/es/sde/f/2017/07/25/440c5676c1d5aade1bd6ddf33598e814_FORMATO.png",99721,32,"FLU","lat","Nulo",0,4.43,0,4.1,4,"Fluminense",1,5,NA,6,NA,11,4,1,NA,NA,NA,2,NA,1,NA,NA,NA,NA
"124","Douglas Santos da Silva","Douglas","https://s.glbimg.com/es/sde/f/2017/07/04/cdfd325a357ba83ec3a5e51650333b87_FORMATO.png",99824,32,"BAH","ata","Nulo",0,1.11,0,0.7,1,"Bahia",NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","Dionathã da Silva","Dionathã","https://s.glbimg.com/es/sde/f/2017/07/01/c210b01a98672583bcff7b2c3a4ca8f9_FORMATO.jpeg",99834,32,"GRE","ata","Nulo",0,0.78,0,0.7,3,"Grêmio",NA,2,2,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","Paulo Henrique Sampaio Filho ","Paulinho","https://s.glbimg.com/es/sde/f/2017/07/27/dd0593566091037ca5dcf0baa4680071_FORMATO.png",99818,32,"VAS","ata","Nulo",3.1,4.4,0.05,3.59,12,"Vasco",1,4,2,8,NA,31,16,NA,NA,NA,1,3,NA,2,NA,NA,NA,NA
"127","Brenner Souza da Silva","Brenner","https://s.glbimg.com/es/sde/f/2017/08/24/28c4460fcf89a3a9e009784bcdd44b5e_FORMATO.png",99789,32,"SAO","ata","Nulo",0,0.88,0,0.55,2,"São Paulo",NA,1,NA,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","Leonardo Da Silva Passos","Léo Passos","https://s.glbimg.com/es/sde/f/2017/07/11/fbe688c63b6551ed75ef01b265cfa917_FORMATO.png",99878,32,"PAL","ata","Nulo",0,2,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","Leonardo da Silva Simas","Leonardo Simas","https://s.glbimg.com/es/sde/f/2017/06/30/b6c202e020667876c945bb6f672961bb_FORMATO.png",99832,32,"ATL","lat","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","Gleison Bremer Silva Nascimento","Bremer","https://s.glbimg.com/es/sde/f/2017/07/05/3cdbb709a4c4b26a7debd8d34ab4d855_FORMATO.png",99817,32,"ATL","zag","Nulo",0,1.2,0,-0.06,9,"Atlético-MG",4,25,2,6,NA,12,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","Ricardo Queiroz de Alencastro Graça","Ricardo","https://s.glbimg.com/es/sde/f/2017/07/11/52b16e0a2e7ed758d06b0320871fa505_FORMATO.png",99881,32,"VAS","zag","Nulo",0,2,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","Fabiano Soares Pessoa","Fabiano Soares","https://s.glbimg.com/es/sde/f/2017/07/11/617482e891f67f6434c70aa4d11a3ee9_FORMATO.png",99882,32,"ATL","tec","Provável",1.35,9.76,-0.41,3.33,18,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","Diego Terra Loureiro","Diego","https://s.glbimg.com/es/sde/f/2017/04/23/78aa93572e5a8b0ddac649e2e57ce456_FORMATO.png",99430,32,"BOT","gol","Nulo",0,1,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","Diego Cavalieri","Diego Cavalieri","https://s.glbimg.com/es/sde/f/2017/07/25/e9e063853438a8237b3f988c83e35607_FORMATO.png",38431,32,"FLU","gol","Provável",-2.6,3.23,-0.16,1.65,10,"Fluminense",NA,NA,NA,NA,NA,5,NA,1,13,13,NA,NA,NA,NA,NA,NA,NA,NA
"135","Lucas da Silva Ribeiro Campos","Lucas Campos","https://s.glbimg.com/es/sde/f/2017/07/25/61d573020cc6247a735d3d6501bb2e75_FORMATO.png",99903,32,"BOT","ata","Nulo",0,0.79,0,-0.3,1,"Botafogo",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","Luan Martins Pereira","Luanzinho","https://s.glbimg.com/es/sde/f/2017/07/22/005428b78c5678e9e1a43a2813030638_FORMATO.png",99900,32,"AVA","mei","Provável",4.3,2.93,0.2,2.11,13,"Avaí",1,15,2,31,NA,17,14,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"137","José Francisco dos Santos Júnior","Júnior Brumado","https://s.glbimg.com/es/sde/f/2017/08/10/265c697061818acfca0985d570ff03cb_FORMATO.png",99894,32,"BAH","ata","Nulo",0,1.25,0,0.05,2,"Bahia",NA,3,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
"138","Patrick Machado Ferreira ","Patrick","https://s.glbimg.com/es/sde/f/2017/08/16/34305aca84639e95caaf29addb016bab_FORMATO.png",99918,32,"GRE","mei","Dúvida",0,2.28,0,1.47,9,"Grêmio",NA,4,3,8,1,6,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"139","Lincoln Correa dos Santos","Lincoln","https://s.glbimg.com/es/sde/f/2017/08/18/c31fbfdb9ed0a96f765bb7707ec1e618_FORMATO.png",100065,32,"FLA","ata","Nulo",0,2,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","Luis Alberto Ali Veja","Luis Ali","https://s.glbimg.com/es/sde/f/2017/07/27/2e9f3e01e7eb251a758ae22a40172f3d_FORMATO.png",99892,32,"PON","ata","Contundido",0,1.16,0,1.7,1,"Ponte Preta",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","Ezequiel Santos da Silva","Ezequiel","https://s.glbimg.com/es/sde/f/2017/07/27/f13594ddafc08a318b0eb550350de0b4_FORMATO.png",99915,32,"BOT","mei","Nulo",0,1,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","Cristian Mark Junio Nascimento Oliveira Baroni","Cristian","https://s.glbimg.com/es/sde/f/2017/09/29/4202df5f7ffbef81d1801418eed48bc2_FORMATO.png",37608,32,"GRE","mei","Nulo",0,3.7,0,2.8,2,"Grêmio",NA,2,1,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","Khevin Rodrigo Fraga","Khevin",NA,99921,32,"CHA","mei","Nulo",0,1,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","Igor Silveira Gomes","Igor",NA,100084,32,"SAO","mei","Nulo",0,1,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","Pedro Augusto Borges da Costa","Pedro Augusto",NA,100085,32,"SAO","mei","Nulo",0,1,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","Ebert Willian Amâncio","Betão","https://s.glbimg.com/es/sde/f/2017/04/28/892740eaee3f590710c5572d2e84bbd1_FORMATO.png",37646,32,"AVA","zag","Provável",0.5,6.83,-0.71,2.38,30,"Avaí",7,21,1,23,NA,60,19,11,NA,NA,1,2,NA,1,NA,NA,NA,NA
"147","Cristian Anderson Penilla Caicedo","Penilla","https://s.glbimg.com/es/sde/f/2017/07/29/8d73a52e9f9367189a7ef15d73f7d153_FORMATO.png",99883,32,"CHA","ata","Nulo",1,3.87,-0.24,1.29,10,"Chapecoense",NA,8,6,5,1,11,4,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"148","Lucas Pereira Ribeiro de Souza","Lucas",NA,100100,32,"ATL","gol","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","Marcelo Mendonça de Mattos Terra","Marcelo Mattos","https://s.glbimg.com/es/sde/f/2017/04/24/9a29fddd4a0809d8eddbb3392169730b_FORMATO.png",37645,32,"VAS","mei","Contundido",0,4,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","Rodrigo Baldasso da Costa","Rodrigo","https://s.glbimg.com/es/sde/f/2017/06/13/a5cb57a41ef2b2308c98b76ba24b430a_FORMATO.png",37644,32,"PON","zag","Provável",2.7,9.16,-0.65,4.08,18,"Ponte Preta",4,11,7,31,NA,39,21,8,NA,NA,NA,9,2,NA,NA,NA,1,NA
"151","Michel Fernandes Bastos","Michel Bastos","https://s.glbimg.com/es/sde/f/2017/04/18/fa3a79559d24615c5cf4229992d82324_FORMATO.png",37607,32,"PAL","mei","Nulo",0,6.6,0,2.27,13,"Palmeiras",4,9,3,11,NA,39,17,NA,NA,NA,2,11,3,NA,NA,NA,NA,NA
"152","Lucas Pierre Santos Oliveira","Pierre","https://s.glbimg.com/es/sde/f/2017/07/25/2b0656054e6766c7389fc96b6a00cbde_FORMATO.png",38440,32,"FLU","mei","Nulo",0,3.54,0,0,1,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","Rafael Marques Pinto","Rafael Marques","https://s.glbimg.com/es/sde/f/2017/04/24/b057662177ede29cb7aec5d2426bea3b_FORMATO.png",37623,32,"VAS","zag","Nulo",0,2.08,0,1,13,"Vasco",3,12,1,6,1,31,13,1,NA,NA,NA,1,2,NA,NA,NA,NA,NA
"154","Eder Luis de Oliveira","Eder Luis","https://s.glbimg.com/es/sde/f/2017/04/27/a624683a1be2238af9bf43179557bd20_FORMATO.png",38508,32,"VAS","ata","Nulo",0,2.02,0,-0.15,2,"Vasco",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","Diego Alves Carreira","Diego Alves","https://s.glbimg.com/es/sde/f/2017/07/27/01f4269046199527133f29de2df7001b_FORMATO.png",38509,32,"FLA","gol","Provável",-0.3,8.79,-0.93,3,15,"Flamengo",NA,NA,NA,4,NA,9,NA,4,19,19,NA,NA,NA,NA,NA,NA,NA,1
"156","Felipe Melo de Carvalho","Felipe Melo","https://s.glbimg.com/es/sde/f/2017/04/18/d1031b5a0a0783e2fc55c0668ef4d8de_FORMATO.png",38545,32,"PAL","mei","Nulo",0,7.15,0,1.95,7,"Palmeiras",2,11,1,10,NA,10,11,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"157","Cleiton Ribeiro Xavier","Cleiton Xavier","https://s.glbimg.com/es/sde/f/2017/02/18/12b5f4babe911d2c08e5e106d926ef3d_FORMATO.png",38530,32,"VIT","mei","Nulo",0,5.48,0,1.63,17,"Vitória",4,20,6,8,1,49,15,NA,NA,NA,3,10,1,NA,NA,NA,NA,NA
"158","Maicon Douglas Sisenando","Maicon","https://s.glbimg.com/es/sde/f/2017/05/31/ef02f85ca8a5590abd7f361e7b0dd858_FORMATO.png",38748,32,"AVA","lat","Provável",0,4.55,0,-0.1,3,"Avaí",NA,2,NA,3,NA,4,NA,1,NA,NA,NA,2,NA,NA,NA,1,NA,NA
"159","Lucas Rios Marques","Lucas","https://s.glbimg.com/es/sde/f/2017/07/25/ac2070c9ec995dd5cc0efc710891a97a_FORMATO.png",50362,32,"FLU","lat","Provável",0,2.97,0,0.78,24,"Fluminense",8,44,5,20,NA,81,33,1,NA,NA,1,5,7,NA,NA,NA,NA,NA
"160","Edílson Mendes Guimarães","Edílson","https://s.glbimg.com/es/sde/f/2017/04/23/01562d5599dfea4ea49171288751df8a_FORMATO.png",38523,32,"GRE","lat","Nulo",2.4,9.66,-1.65,3.03,19,"Grêmio",4,33,7,13,1,61,22,7,NA,NA,1,10,1,1,1,NA,1,NA
"161","Francisco Rithely da Silva Sousa","Rithely","https://s.glbimg.com/es/sde/f/2017/08/30/59b84512a1f8464d9476589c93df7a53_FORMATO.png",68834,32,"SPO","mei","Provável",0,11.39,0,4.02,26,"Sport",6,47,10,26,NA,90,64,NA,NA,NA,2,25,1,1,NA,NA,NA,NA
"162","Douglas dos Santos","Douglas","https://s.glbimg.com/es/sde/f/2017/04/23/fa6eb12f4d4fee6467bb3bb75ccc55ce_FORMATO.png",38738,32,"GRE","mei","Contundido",0,14,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","Anderson Luís de Abreu Oliveira","Anderson","https://s.glbimg.com/es/sde/f/2017/04/24/0dc186897635dc55867be6cf89a3666a_FORMATO.png",38852,32,"COR","mei","Nulo",0,3.25,0,0.06,11,"Coritiba",2,10,3,12,NA,27,8,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA
"164","Renato Dirnei Florêncio","Renato","https://s.glbimg.com/es/sde/f/2017/05/02/ce9c1e5d21a2efec50dbdc2870d5a8c9_FORMATO.png",38908,32,"SAN","mei","Provável",4.6,6.45,1.01,1.59,17,"Santos",NA,12,2,20,NA,31,17,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"165","Anderson Hernanes de Carvalho Andrade Lima","Hernanes","https://s.glbimg.com/es/sde/f/2017/08/24/906d163cca64b5b702fc394e60588644_FORMATO.png",38648,32,"SAO","mei","Provável",13.6,20.76,0.14,9.02,16,"São Paulo",2,14,12,43,NA,66,27,NA,NA,NA,3,13,1,9,NA,NA,NA,NA
"166","Danilo Verón Bairros","Danilinho","https://s.glbimg.com/es/sde/f/2017/07/18/67111050a2c2d4213b8625c1326c1fe3_FORMATO.png",38617,32,"VIT","ata","Nulo",0,4.07,0,1.22,8,"Vitória",NA,3,NA,1,NA,8,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"167","Luis Antônio Venker de Menezes","Mano Menezes","https://s.glbimg.com/es/sde/f/2016/08/09/246730e80d7ef5af15c8b59b8491c289_FORMATO.png",37281,32,"CRU","tec","Provável",6.82,13.26,0.74,3.81,31,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
