"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name"
"564","Wesley Pionteck Souza","wesley","Wesley","https://s.glbimg.com/es/sde/f/2020/03/03/48cc53040f4f5511fbd60c3ca345c06e_FORMATO.png",93376,1,280,"ata","Nulo",0,2,0,0,0,"Bragantino"
"565","João Igor Oliveira de Santana","joao-igor","João Igor","https://s.glbimg.com/es/sde/f/2020/02/27/e7e17a777e58973a249cd30a2e3df0f0_FORMATO.png",104217,1,292,"mei","Provável",0,4,0,0,0,"Sport"
"566","Nathanael Ananias da Silva","nathan-silva","Nathan Silva","https://s.glbimg.com/es/sde/f/2020/03/03/b83d40e4104fc0cb62636da75ac2daaa_FORMATO.png",95794,1,294,"mei","Provável",0,3,0,0,0,"Coritiba"
"567","Júlio César de Souza Santos","julio-cesar","Júlio César","https://s.glbimg.com/es/sde/f/2020/07/17/2c2ec41f7159dcb011fd864477bcd134_FORMATO.png",38133,1,280,"gol","Provável",0,6,0,0,0,"Bragantino"
"568","Gustavo Henrique Furtado Scarpa","gustavo-scarpa","Gustavo Scarpa","https://s.glbimg.com/es/sde/f/2019/10/03/47c21ed885c76c65fecede59c0ecf1e0_FORMATO.png",87999,1,275,"mei","Dúvida",0,10,0,0,0,"Palmeiras"
"569","José Rafael Vivian","ze-rafael","Zé Rafael","https://s.glbimg.com/es/sde/f/2020/03/09/ada4c949fbe8a7d69336cf1ccd4ad0e9_FORMATO.png",82455,1,275,"mei","Nulo",0,10,0,0,0,"Palmeiras"
"570","Natanael Moreira Milouski","natanael","Natanael","https://s.glbimg.com/es/sde/f/2020/03/03/2c9e5951bc7a8dfb8ed3c7f7759e59f6_FORMATO.png",107554,1,294,"lat","Dúvida",0,1,0,0,0,"Coritiba"
"571","Vinicius Silvestre da Costa","vinicius-silvestre","Vinicius Silvestre","https://s.glbimg.com/es/sde/f/2020/02/28/c700e89cfd0aa09a1bc96945a20848f3_FORMATO.png",85083,1,275,"gol","Nulo",0,3,0,0,0,"Palmeiras"
"572","Henrique Vermudt","henrique-vermudt","Henrique Vermudt","https://s.glbimg.com/es/sde/f/2020/03/03/935e5497d5d03ac1eefea34e909731cf_FORMATO.png",104504,1,294,"mei","Nulo",0,2,0,0,0,"Coritiba"
"573","Ligger Moreira Malaquias","ligger","Ligger","https://s.glbimg.com/es/sde/f/2020/07/17/f2485c14c045d91afbaf3fc23b1a15d4_FORMATO.png",61141,1,280,"zag","Provável",0,4,0,0,0,"Bragantino"
"574","Luan Garcia Teixeira","luan","Luan","https://s.glbimg.com/es/sde/f/2020/03/09/f29c869ccdfaa407340b9047dbf761fa_FORMATO.jpeg",80692,1,275,"zag","Nulo",0,6,0,0,0,"Palmeiras"
"575","Leonardo Gomes da Conceição Silva","leonardo","Leonardo","https://s.glbimg.com/es/sde/f/2018/05/21/15d96549307788253f2aba10bff0c973_FORMATO.png",86973,1,284,"lat","Nulo",0,6,0,0,0,"Grêmio"
"576","Guilherme Antonio Arana Lopes","guilherme-arana","Guilherme Arana","https://s.glbimg.com/es/sde/f/2020/02/28/9509fbe6e9d228ecfb9441a53f39fc18_FORMATO.png",87228,1,282,"lat","Provável",0,17,0,0,0,"Atlético-MG"
"577","Matheus Bueno Batista","matheus-bueno","Matheus Bueno","https://s.glbimg.com/es/sde/f/2020/03/03/a159f5ccd62c81f4ada32db91977a6be_FORMATO.png",101832,1,294,"mei","Nulo",0,1,0,0,0,"Coritiba"
"578","Alisson Euler de Freitas Castro","alisson","Alisson","https://s.glbimg.com/es/sde/f/2018/05/18/eeeced6e37969b2b8161eb83c56d069e_FORMATO.png",81845,1,284,"mei","Provável",0,7,0,0,0,"Grêmio"
"579","Eduardo Gabriel Aquino Cossa","pepe","Pepê","https://s.glbimg.com/es/sde/f/2018/07/31/21dbd08feda4a4caf00ffc5fe75ec14b_FORMATO.png",91201,1,284,"ata","Nulo",0,8,0,0,0,"Grêmio"
"580","Ronielson da Silva Barbosa","rony","Rony","https://s.glbimg.com/es/sde/f/2020/02/28/084ca5caaf485fd3cbf303cda6bbd8bf_FORMATO.png",91607,1,275,"ata","Dúvida",0,16,0,0,0,"Palmeiras"
"581","Ytalo José Oliveira dos Santos","ytalo","Ytalo","https://s.glbimg.com/es/sde/f/2020/07/17/bf7dc8c7045ab0098a5524db319ed373_FORMATO.png",53148,1,280,"ata","Provável",0,7,0,0,0,"Bragantino"
"582","Mayke Rocha de Oliveira","mayke","Mayke","https://s.glbimg.com/es/sde/f/2019/01/14/44f0336a3733e2e3fb4fccc9cf275f3a_FORMATO.jpeg",81150,1,275,"lat","Nulo",0,7,0,0,0,"Palmeiras"
"583","Miguel Silveira dos Santos","miguel","Miguel","https://s.glbimg.com/es/sde/f/2019/08/06/c4a34e3763fd88179fcf0166039b57a6_FORMATO.png",105612,1,266,"mei","Nulo",0,3,0,0,0,"Fluminense"
"584","Emerson Raymundo Santos","emerson-santos","Emerson Santos","https://s.glbimg.com/es/sde/f/2020/02/28/4d5c465a6fd405b025d4ca76e81d24a1_FORMATO.png",86972,1,275,"zag","Nulo",0,4,0,0,0,"Palmeiras"
"585","Edimar Curitiba Fraga","edimar","Edimar","https://s.glbimg.com/es/sde/f/2020/07/17/1569fa2ec9232bd8b6d6f3e7427daadd_FORMATO.png",62024,1,280,"lat","Provável",0,4,0,0,0,"Bragantino"
"586","Bruno Conceição Praxedes","praxedes","Praxedes","https://s.glbimg.com/es/sde/f/2020/07/20/521eb9012cf96bba8e8c3b08e79b3138_FORMATO.png",107744,1,285,"mei","Nulo",0,2,0,0,0,"Internacional"
"587","Brenner Souza da Silva","brenner","Brenner","https://s.glbimg.com/es/sde/f/2020/07/23/08b2259246ad0fdc037dd11a4549d219_FORMATO.png",99789,1,276,"ata","Nulo",0,3,0,0,0,"São Paulo"
"588","Thaciano Mickael da Silva","thaciano","Thaciano","https://s.glbimg.com/es/sde/f/2018/05/21/8805a9e1e4f2ee609adb3d2576d5ff0a_FORMATO.png",87470,1,284,"mei","Nulo",0,4,0,0,0,"Grêmio"
"589","Rafael Luiz Santos da Costa","rafael-luiz","Rafael Luiz","https://s.glbimg.com/es/sde/f/2020/07/19/a88b7f46bea579ce4e3acb60e6279a37_FORMATO.png",107543,1,292,"lat","Nulo",0,1,0,0,0,"Sport"
"590","Uillian Correia Granemann","uillian-correia","Uillian Correia","https://s.glbimg.com/es/sde/f/2020/07/17/63f81a1d37aa68c0e69c643e98afd698_FORMATO.png",72007,1,280,"mei","Nulo",0,4,0,0,0,"Bragantino"
"591","Carlos Eduardo Soares Mota","carlos-eduardo","Carlos Eduardo","https://s.glbimg.com/es/sde/f/2020/02/27/3e68131e760ca1e4bc68e176dfd5b5ec_FORMATO.png",90416,1,292,"gol","Nulo",0,2,0,0,0,"Sport"
"592","Luciano Batista da Silva Junior","luciano-juba","Luciano Juba","https://s.glbimg.com/es/sde/f/2020/02/27/31b914c6b9a40f145d57b7006f20116e_FORMATO.png",107093,1,292,"lat","Nulo",0,1,0,0,0,"Sport"
"593","Antônio Josenildo Rodrigues de Oliveira","rodrigues","Rodrigues","https://s.glbimg.com/es/sde/f/2018/08/09/e6b3f5b4c7922f94ca18791b3af1f390_FORMATO.png",91251,1,284,"zag","Nulo",0,2,0,0,0,"Grêmio"
"594","Patrick Machado Ferreira ","patrick","Patrick","https://s.glbimg.com/es/sde/f/2020/07/19/c14a26423f60b6ea3fad21b28855d481_FORMATO.png",99918,1,284,"mei","Nulo",0,4,0,0,0,"Grêmio"
"595","Ricardo Ryller Ribeiro Lino Silva","ricardo-ryller","Ricardo Ryller","https://s.glbimg.com/es/sde/f/2020/07/17/68541fc78370e883dd0deb20e3394430_FORMATO.png",85856,1,280,"mei","Nulo",0,2,0,0,0,"Bragantino"
"596","Francisco Alves da Silva Melo","chico","Chico","https://s.glbimg.com/es/sde/f/2020/02/27/091e13c92c44ecc1214f5f2ecd1f2b5d_FORMATO.png",99253,1,292,"zag","Nulo",0,2,0,0,0,"Sport"
"597","Andrew Erik Feitosa","morato","Morato","https://s.glbimg.com/es/sde/f/2020/07/17/a3d1fcef12a9b9d9681628e4d16059f1_FORMATO.png",86227,1,280,"ata","Provável",0,5,0,0,0,"Bragantino"
"598","Darlan Pereira Mendes","darlan","Darlan","https://s.glbimg.com/es/sde/f/2020/07/19/86f5908425375d7aa9007181ae00f69c_FORMATO.png",104593,1,284,"mei","Nulo",0,4,0,0,0,"Grêmio"
"599","Matheus Henrique de Souza","matheus-henrique","Matheus Henrique","https://s.glbimg.com/es/sde/f/2020/07/19/2e4d9048adfe4f9650ef110a2758b57e_FORMATO.png",100742,1,284,"mei","Provável",0,11,0,0,0,"Grêmio"
"600","Guilherme da Silva Azevedo","guilherme-azevedo","Guilherme Azevedo","https://s.glbimg.com/es/sde/f/2020/07/19/756f7ee69aa8fccdfd44fbbf534a60a0_FORMATO.png",105837,1,284,"ata","Nulo",0,1,0,0,0,"Grêmio"
"601","Maxwell Lima Santos Silva","maxwell","Maxwell","https://s.glbimg.com/es/sde/f/2020/02/27/6dd964a64713673b192cdf5819becdb7_FORMATO.png",107092,1,292,"ata","Nulo",0,2,0,0,0,"Sport"
"602","Alex Alves de Lima","alex-alves","Alex Alves","https://s.glbimg.com/es/sde/f/2020/07/17/97e052b5d2c00801440dc9f39d91ef5b_FORMATO.png",77861,1,280,"gol","Nulo",0,1,0,0,0,"Bragantino"
"603","Gustavo Bonatto Barreto","barreto","Barreto","https://s.glbimg.com/es/sde/f/2020/07/17/a5ab83fb709f15ba74f1d6f2bea7fe93_FORMATO.png",89224,1,280,"mei","Provável",0,5,0,0,0,"Bragantino"
"604","Victor Luis Chuab Zamblauskas","victor-luis","Victor Luis","https://s.glbimg.com/es/sde/f/2020/07/21/63b1b5162d56c5b17d785e530bc0fd50_FORMATO.png",86410,1,263,"lat","Provável",0,8,0,0,0,"Botafogo"
"605","Leonardo Natel Vieira","leo-natel","Léo Natel","https://s.glbimg.com/es/sde/f/2020/07/21/75fe8f637b732326ab10856c62020124_FORMATO.png",98952,1,264,"ata","Nulo",0,3,0,0,0,"Corinthians"
"606","Thiago Neves Augusto","thiago-neves","Thiago Neves","https://s.glbimg.com/es/sde/f/2020/07/19/2faeab06b34dc80408c62b965690e8b2_FORMATO.png",38277,1,284,"mei","Nulo",0,9,0,0,0,"Grêmio"
"607","Matheus Vieira Campos Peixoto","matheus-peixoto","Matheus Peixoto","https://s.glbimg.com/es/sde/f/2020/07/17/83636a51c0b4d514773c9199aa5a7180_FORMATO.png",87098,1,280,"ata","Nulo",0,4,0,0,0,"Bragantino"
"608","Paulo Henrique Pereira da Silva","paulinho-boia","Paulinho Bóia","https://s.glbimg.com/es/sde/f/2020/07/21/b835e53eaf060e493f1fdd092c0174c6_FORMATO.png",100333,1,276,"ata","Nulo",0,3,0,0,0,"São Paulo"
"609","Aderlan de Lima Silva","aderlan","Aderlan","https://s.glbimg.com/es/sde/f/2020/07/17/3f721139e1b461f9388e8e826e3390e0_FORMATO.png",88423,1,280,"lat","Nulo",0,5,0,0,0,"Bragantino"
"610","Ángelo Giovanni Araos Llanos","araos","Araos","https://s.glbimg.com/es/sde/f/2020/07/21/e063b0d6307468bf5a905f24f53404ff_FORMATO.png",102352,1,264,"mei","Nulo",0,3,0,0,0,"Corinthians"
"611","Kevin Peterson dos Santos Silva","kevin","Kevin ","https://s.glbimg.com/es/sde/f/2020/07/22/3146ee098c41caa4d1ed2022bd3dc17e_FORMATO.png",91888,1,263,"lat","Nulo",0,3,0,0,0,"Botafogo"
