,atletas.apelido_abreviado,atletas.preco_num,atletas.atleta_id,atletas.clube_id,atletas.nome,atletas.status_id,atletas.entrou_em_campo,atletas.apelido,atletas.foto,atletas.media_num,atletas.slug,atletas.posicao_id,atletas.rodada_id,atletas.pontos_num,atletas.clube.id.full.name,atletas.jogos_num,atletas.variacao_num,CA,DS,FC,FD,FF,FS,G,I,SG,A,DE,GS,PS,FT,V,CV,DP,PC,PP,GC
670,Palacios,1.7,138021,280,Sergio Stevan Palacios Zapata,6,False,Palacios,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,1.3,palacios,3,34,0.0,RBB,2,0.0,2.0,,3.0,,,1.0,,,1.0,,,,,,,,,,,
671,Figueiredo,2.0,139001,275,Vitor dos Santos Figueiredo,6,False,Figueiredo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,0.0,figueiredo,4,34,0.0,PAL,0,0.0,,,,,,,,,,,,,,,,,,,,
672,F. Luís,12.16,139076,262,Filipe Luís Kasmirski,7,True,Filipe Luís,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,6.77,filipe-luis,6,34,2.77,FLA,33,-0.36,,,,,,,,,,,,,,,20.0,,,,,
673,P. Kauã,1.0,139200,285,Pedro Kauã Rodrigues Machado,6,False,Pedro Kauã,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,0.0,pedro-kaua,3,34,0.0,INT,0,0.0,,,,,,,,,,,,,,,,,,,,
674,K. Prates,3.99,139345,283,Kauã Prates de Almeida,6,True,Kauã Prates,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,3.45,kaua-prates,2,34,1.5,CRU,6,-0.61,1.0,5.0,4.0,,,1.0,,1.0,3.0,,,,,,,,,,,
675,C. Maia,2.0,139455,282,Caio da Silva Maia,5,False,Caio Maia,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0.0,caio-maia,5,34,0.0,CAM,0,0.0,,,,,,,,,,,,,,,,,,,,
676,J. Marcelo,3.46,140364,282,João Marcelo Soares de Freitas,6,False,João Marcelo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,1.51,joao-marcelo,5,34,0.0,CAM,7,0.0,,1.0,3.0,3.0,2.0,,,2.0,,1.0,,,,,,,,,,
677,R. Felipe,3.43,140484,266,Riquelme Felipe Silva de Almeida,6,False,Riquelme Felipe,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,1.0,riquelme-felipe,5,34,0.0,FLU,5,0.0,,2.0,1.0,,1.0,3.0,,,,,,,,,,,,,,
678,J. Victor,3.51,140492,262,João Victor de Souza Cunha,6,True,João Victor,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,2.95,joao-victor,3,34,1.2,FLA,2,-0.12,,1.0,2.0,,,,,,1.0,,,,,,,,,,,
679,J. Alves,1.0,140494,262,João Victor Alves Ferreira,6,False,João Alves,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0.0,joao-alves,4,34,0.0,FLA,0,0.0,,,,,,,,,,,,,,,,,,,,
680,R. Francisco,3.62,140542,276,Ryan Francisco Rodrigues dos Santos Silva,5,False,Ryan Francisco,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,2.69,ryan-francisco,5,34,0.0,SAO,7,0.0,,,4.0,,2.0,5.0,2.0,1.0,,,,,,,,,,,,
681,D. Martins,1.0,140726,265,David Martins Almeida de Lira,6,False,David Martins,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,0.0,david-martins,4,34,0.0,BAH,0,0.0,,,,,,,,,,,,,,,,,,,,
682,D. Gomes,2.64,140906,280,Davi Gomes de Alvarenga,6,False,Davi Gomes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,2.23,davi-gomes,5,34,0.0,RBB,6,0.0,,1.0,3.0,1.0,2.0,4.0,1.0,,,,,,,,,,,,,
683,B. Bertinato,2.0,140908,2305,Bruno Oliveira Bertinato,6,False,Bruno Bertinato,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,0.0,bruno-bertinato,1,34,0.0,MIR,0,0.0,,,,,,,,,,,,,,,,,,,,
684,K. Borges,1.0,141039,266,Kaio Borges Correa,6,False,Kaio Borges,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,0.0,kaio-borges,2,34,0.0,FLU,0,0.0,,,,,,,,,,,,,,,,,,,,
685,D. Schuindt,1.24,141040,266,Davi Duarte Schuindt,6,False,Davi Schuindt,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,0.7,davi-schuindt,3,34,0.0,FLU,2,0.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,
686,K. Branco,1.0,141084,263,Kauã Oliveira Branco,6,False,Kauã Branco,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0.0,kaua-branco,3,34,0.0,BOT,0,0.0,,,,,,,,,,,,,,,,,,,,
687,Robert,1.0,141125,282,Robert Pinto Alves Assunção,6,False,Robert,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0.0,robert,1,34,0.0,CAM,0,0.0,,,,,,,,,,,,,,,,,,,,
688,Vitão,1.0,141131,282,Vitor Fernandes Chaves Teixeira,6,False,Vitão,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0.0,vitao,3,34,0.0,CAM,0,0.0,,,,,,,,,,,,,,,,,,,,
689,Z. Phelipe,1.0,141138,282,José Phelipe dos Santos Dutra,6,False,Zé Phelipe,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0.0,ze-phelipe,4,34,0.0,CAM,0,0.0,,,,,,,,,,,,,,,,,,,,
690,M. Iseppe,2.53,141139,282,Mateus José Iseppe,6,False,Mateus Iseppe,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,2.0,mateus-iseppe,4,34,0.0,CAM,1,0.0,,1.0,,,,1.0,,,,,,,,,,,,,,
691,Davi,2.0,141145,292,Davi Medeiros Serrano Lira,6,False,Davi,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,davi,1,34,0.0,SPT,0,0.0,,,,,,,,,,,,,,,,,,,,
692,Rafinha,1.0,141150,292,Rafael Lima da Silva,6,False,Rafinha,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,rafinha,3,34,0.0,SPT,0,0.0,,,,,,,,,,,,,,,,,,,,
693,Felipinho,3.0,141151,292,Felipe Gabriel dos Santos Silva,6,False,Felipinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,felipinho,2,34,0.0,SPT,0,0.0,,,,,,,,,,,,,,,,,,,,
694,Riquelme,0.91,141153,292,Riquelme Felipe da Silva de Oliveira,6,False,Riquelme,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,riquelme,3,34,0.0,SPT,1,0.0,,,,,,,,,,,,,,,,,,,,
695,F. Gabriel,1.0,141154,292,Felype Gabriel Alencar Carvalho,6,False,Felype Gabriel,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,felype-gabriel,3,34,0.0,SPT,0,0.0,,,,,,,,,,,,,,,,,,,,
696,Adriel,1.26,141156,292,Adriel Gomes do Nascimento,6,False,Adriel,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.9,adriel,4,34,0.0,SPT,1,0.0,,1.0,2.0,,,,,,,,,,,,,,,,,
697,Breno,2.0,141158,292,Breno José da Silva Santos,6,False,Breno,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,breno,4,34,0.0,SPT,0,0.0,,,,,,,,,,,,,,,,,,,,
698,Z. Lucas,5.05,141160,292,José Lucas Gomes da Silva,6,False,Zé Lucas,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,2.81,ze-lucas,4,34,0.0,SPT,23,0.0,4.0,36.0,29.0,4.0,8.0,25.0,,2.0,,,,,,,,,,,,
699,Gago,1.0,141161,292,Luiz Henrique Duarte Batista,6,False,Gago,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,gago,4,34,0.0,SPT,0,0.0,,,,,,,,,,,,,,,,,,,,
700,Jefinho,1.99,141162,292,Jefferson Borges do Nascimento,6,False,Jefinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,2.8,jefinho,4,34,0.0,SPT,1,0.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,
701,K. Queiroz,2.85,141401,356,Kayke Gouvêa Queiroz,6,False,Kayke Queiroz,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,0.7,kayke-queiroz,5,34,0.0,FOR,2,0.0,,,2.0,,2.0,1.0,,1.0,,,,,,,,,,,,
702,Avellar,1.0,141405,267,Riquelme Avellar da Silva Fortes,6,False,Avellar,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.0,avellar,2,34,0.0,VAS,0,0.0,,,,,,,,,,,,,,,,,,,,
703,F. Lippert,1.5,141419,265,Frederico Lippert Neto Gomes,6,False,Fredi Lippert,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,1.7,fredi-lippert,3,34,0.0,BAH,1,0.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,
704,G. Cintra,1.0,141433,266,Gustavo Cintra Rocha,6,False,Gustavo Cintra,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,0.0,gustavo-cintra,3,34,0.0,FLU,0,0.0,,,,,,,,,,,,,,,,,,,,
705,Allan,5.94,141451,275,Allan Andrade Elias,7,False,Allan,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,3.48,allan,4,34,0.0,PAL,22,0.0,,25.0,9.0,7.0,6.0,11.0,1.0,,,3.0,,,,1.0,,1.0,,,,
706,Atencio,3.01,141453,292,Rodrigo Uriel Atencio,6,False,Atencio,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.94,atencio,4,34,0.0,SPT,18,0.0,1.0,1.0,5.0,6.0,6.0,6.0,,,,,,,,1.0,,,,,,
707,B. Jacob,1.0,141465,285,Bernardo Jacob Ferreira,6,False,Bernardo Jacob,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,0.0,bernardo-jacob,4,34,0.0,INT,0,0.0,,,,,,,,,,,,,,,,,,,,
708,Pablo,1.44,141467,285,Pablo Pereira da Costa,6,False,Pablo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,1.4,pablo,2,34,0.0,INT,1,0.0,,1.0,2.0,,,1.0,,,,,,,,,,,,,,
709,L. Prior,3.93,141526,356,Lucca Prior Pimenta,6,False,Lucca Prior,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,3.41,lucca-prior,4,34,0.0,FOR,11,0.0,1.0,10.0,12.0,2.0,3.0,13.0,2.0,2.0,,,,,,,,,,,,
710,Índio,1.0,141551,282,Hendel dos Santos Nascimento,6,False,Índio,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0.0,indio,4,34,0.0,CAM,0,0.0,,,,,,,,,,,,,,,,,,,,
711,G. Mec,2.0,141595,284,Gabriel Ferreira de Carvalho,6,False,Gabriel Mec,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.0,gabriel-mec,5,34,0.0,GRE,0,0.0,,,,,,,,,,,,,,,,,,,,
712,Lucca,1.08,141609,276,Lucca Marques Alencar,6,False,Lucca,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0.68,lucca,5,34,0.0,SAO,4,0.0,,1.0,4.0,,,5.0,,1.0,,,,,,,,,,,,
713,J. Pedro,1.0,141610,276,João Pedro Pantiga Gomes,6,False,João Pedro,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0.0,joao-pedro,1,34,0.0,SAO,0,0.0,,,,,,,,,,,,,,,,,,,,
714,Maik,8.47,141611,276,Maik Gomes Viegas,6,False,Maik,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,7.6,maik,2,34,0.0,SAO,6,0.0,3.0,14.0,9.0,,1.0,3.0,1.0,,2.0,2.0,,,,,,,,,,
715,Paulinho,1.0,141614,276,Paulo Sérgio Venuto Bezerra,6,False,Paulinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0.0,paulinho,5,34,0.0,SAO,0,0.0,,,,,,,,,,,,,,,,,,,,
716,P. Ferreira,1.0,141615,276,Pedro Henrique Ferreira da Silva,6,False,Pedro Ferreira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0.0,pedro-ferreira,4,34,0.0,SAO,0,0.0,,,,,,,,,,,,,,,,,,,,
717,P. Lúcio,1.0,141628,262,Pablo Lúcio,6,False,Pablo Lúcio,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0.0,pablo-lucio,4,34,0.0,FLA,0,0.0,,,,,,,,,,,,,,,,,,,,
718,F. Costa,1.0,141643,280,Fernando Henrique Pires Costa,6,False,Fernando Costa,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,fernando-costa,1,34,0.0,RBB,0,0.0,,,,,,,,,,,,,,,,,,,,
719,Zappelini,1.0,141751,263,Cauã Zappelini Joaquim,6,False,Zappelini,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0.0,zappelini,4,34,0.0,BOT,0,0.0,,,,,,,,,,,,,,,,,,,,
720,G. Bontempo,5.49,141754,277,Gabriel Morais Silva Bontempo,6,True,Gabriel Bontempo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,3.05,gabriel-bontempo,4,34,0.0,SAN,22,-1.1,1.0,25.0,11.0,,4.0,19.0,2.0,,,1.0,,,,,,,,,,
721,F. Souza,7.17,141763,354,Fabiano Josué de Souza Silva,7,True,Fabiano Souza,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,4.11,fabiano-souza,2,34,3.7,CEA,28,-0.41,6.0,35.0,43.0,2.0,6.0,39.0,,,11.0,,,,,,,,,,,
722,Athyrson,1.0,141771,280,Athyrson Ferreira Prates,6,False,Athyrson,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,athyrson,5,34,0.0,RBB,0,0.0,,,,,,,,,,,,,,,,,,,,
723,G. Henrique,1.0,141776,277,Gustavo Henrique Pereira,6,False,Gustavo Henrique,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,0.0,gustavo-henrique,4,34,0.0,SAN,0,0.0,,,,,,,,,,,,,,,,,,,,
724,Kauan,1.0,141795,287,Kauan Santos Neves Coutinho,6,False,Kauan,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,kauan,3,34,0.0,VIT,0,0.0,,,,,,,,,,,,,,,,,,,,
725,Guilherme,2.75,141806,354,Guilherme Luiz Oliveira da Silva,6,False,Guilherme,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,1.53,guilherme,5,34,0.0,CEA,6,0.0,1.0,5.0,6.0,1.0,1.0,5.0,,,,,,,,,,,,,,
726,V. Lira,3.0,141868,277,Vinicius Rodrigues Lira,6,False,Vinicius Lira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,0.0,vinicius-lira,2,34,0.0,SAN,0,0.0,,,,,,,,,,,,,,,,,,,,
727,Jacaré,1.0,141873,264,João Vitor Barros Silva,6,False,Jacaré,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,0.0,jacare,2,34,0.0,COR,0,0.0,,,,,,,,,,,,,,,,,,,,
728,Dedé,1.0,141874,292,Josenildo José dos Santos Neto,6,False,Dedé,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,dede,4,34,0.0,SPT,0,0.0,,,,,,,,,,,,,,,,,,,,
729,Dieguinho,1.96,141995,264,Diego da Cruz Lopes,7,False,Dieguinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,1.2,dieguinho,4,34,0.0,COR,9,0.0,,3.0,1.0,1.0,3.0,6.0,,,,,,,,,,,,,,
730,J. Silva,4.02,141996,292,João Pedro Eira Antunes da Silva,7,False,João Silva,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,2.28,joao-silva,3,34,0.0,SPT,13,0.0,1.0,9.0,11.0,2.0,2.0,3.0,,1.0,3.0,,,,,,,,,,,
731,Amuzu,6.95,142004,284,Francis Amuzu,7,True,Amuzu,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,3.67,amuzu,5,34,13.7,GRE,20,1.77,2.0,5.0,8.0,11.0,16.0,21.0,3.0,3.0,,2.0,,,,,,,,,,
732,G. Silva,1.0,142047,354,Gabriel Silva Rocha,6,False,Gabriel Silva,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0.0,gabriel-silva,3,34,0.0,CEA,0,0.0,,,,,,,,,,,,,,,,,,,,
733,B. Alves,1.0,142049,283,Bruno Ferreira Alves,6,False,Bruno Alves,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0.0,bruno-alves,3,34,0.0,CRU,0,0.0,,,,,,,,,,,,,,,,,,,,
734,K. Toledo,1.0,142086,263,Kauan Almeida Toledo,6,False,Kauan Toledo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0.0,kauan-toledo,5,34,0.0,BOT,0,0.0,,,,,,,,,,,,,,,,,,,,
735,M. Eráclito,1.0,142130,283,Marcelo Eráclito de Souza Filho,6,False,Marcelo Eráclito,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0.0,marcelo-eraclito,1,34,0.0,CRU,0,0.0,,,,,,,,,,,,,,,,,,,,
736,L. Eduardo,2.0,142257,284,Luis Eduardo Guedes de Souza,6,False,Luis Eduardo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.0,luis-eduardo,3,34,0.0,GRE,0,0.0,,,,,,,,,,,,,,,,,,,,
737,Jeferson,1.0,142261,284,Jeferson Borges dos Santos,6,False,Jeferson,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.0,jeferson,5,34,0.0,GRE,0,0.0,,,,,,,,,,,,,,,,,,,,
738,Dell,1.0,142265,265,Wendeson Wanderley Santos de Melo,6,False,Dell,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,0.0,dell,5,34,0.0,BAH,0,0.0,,,,,,,,,,,,,,,,,,,,
739,Z. Henrique,1.0,142268,286,José Henrique Camargo,6,False,Zé Henrique,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0.0,ze-henrique,1,34,0.0,JUV,0,0.0,,,,,,,,,,,,,,,,,,,,
740,N. Moreira,7.67,142279,267,Nuno Gonçalo Rocha Moreira,7,True,Nuno Moreira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,4.36,nuno-moreira,5,34,0.7,VAS,30,-0.4,3.0,24.0,16.0,10.0,7.0,35.0,6.0,7.0,,4.0,,,,,,,,,,
741,W. Papaterra,2.0,142445,287,Wanderson Papaterra Matos,6,False,Wanderson Papaterra,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,wanderson-papaterra,4,34,0.0,VIT,0,0.0,,,,,,,,,,,,,,,,,,,,
742,Barrera,4.79,142484,263,Jordan Andrés Barrera Herrera,6,False,Barrera,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0.5,barrera,4,34,0.0,BOT,1,0.0,,,,,,1.0,,,,,,,,,,,,,,
743,R. Jr.,2.53,142867,277,Robson de Souza Júnior,6,True,Robinho Jr.,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,1.41,robinho-jr,5,34,2.7,SAN,11,-0.08,,4.0,1.0,2.0,3.0,4.0,,,,,,,,1.0,,,,,,
744,Johnny,1.0,142868,262,Johnny Monteiro Góes,6,False,Johnny,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0.0,johnny,3,34,0.0,FLA,0,0.0,,,,,,,,,,,,,,,,,,,,
745,Montoro,9.6,142890,263,Álvaro Montoro,6,False,Montoro,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,5.16,montoro,4,34,0.0,BOT,10,0.0,3.0,15.0,7.0,4.0,3.0,12.0,1.0,,,2.0,,,,1.0,,,,,,
746,Salvador,1.0,143040,356,Eduardo Salvador Correia,6,False,Salvador,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,0.0,salvador,1,34,0.0,FOR,0,0.0,,,,,,,,,,,,,,,,,,,,
747,G. Abdias,1.0,143072,263,Gabriel da Silva Abdias,6,False,Gabriel Abdias,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0.0,gabriel-abdias,2,34,0.0,BOT,0,0.0,,,,,,,,,,,,,,,,,,,,
748,M. Palermo,10.95,143194,356,Martín Palermo,6,True,Martín Palermo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,5.52,martin-palermo,6,34,7.44,FOR,12,0.47,,,,,,,,,,,,,,,5.0,,,,,
749,Wendell,1.83,143253,287,Wendell dos Santos Sacramento,6,False,Wendell,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,2.5,wendell,5,34,0.0,VIT,1,0.0,,1.0,,,,2.0,,,,,,,,,,,,,,
750,K. Vitor,1.0,143255,287,Kauan Vitor Silva Ferreira de Melo,6,False,Kauan Vitor,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,kauan-vitor,5,34,0.0,VIT,0,0.0,,,,,,,,,,,,,,,,,,,,
751,Joshua,2.0,143295,262,Caio Joshua Lana de Andrade,6,False,Joshua,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0.0,joshua,4,34,0.0,FLA,0,0.0,,,,,,,,,,,,,,,,,,,,
752,M. Rhikman,0.91,143350,283,Murilo Rhikman Alves Pimentel,6,False,Murilo Rhikman,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0.0,murilo-rhikman,4,34,0.0,CRU,1,0.0,,,,,,,,,,,,,,,,,,,,
