,atletas.apelido_abreviado,atletas.preco_num,atletas.atleta_id,atletas.clube_id,atletas.nome,atletas.status_id,atletas.entrou_em_campo,atletas.apelido,atletas.foto,atletas.media_num,atletas.slug,atletas.posicao_id,atletas.rodada_id,atletas.pontos_num,atletas.clube.id.full.name,atletas.jogos_num,atletas.variacao_num,CA,DS,FC,FD,FF,FS,G,I,SG,A,DE,GS,PS,FT,V,CV,DP,PC,PP,GC
380,Camilo,3.32,104519,284,Camilo Reijers de Oliveira,6,True,Camilo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,1.62,camilo,4,34,0.0,GRE,14,-0.12,1.0,17.0,18.0,2.0,2.0,1.0,,,,,,,,,,,,1.0,,
381,V. Zanocelo,4.78,104521,354,Vinícius Nelson de Souza Zanocelo,7,True,Vinícius Zanocelo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,2.79,vinicius-zanocelo,4,34,2.0,CEA,10,-0.56,2.0,18.0,21.0,2.0,6.0,4.0,,,,,,,,,,,,,,
382,Fabrício,2.0,104588,280,Fabrício Oliveira de Souza,6,False,Fabrício,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,fabricio,1,34,0.0,RBB,0,0.0,,,,,,,,,,,,,,,,,,,,
383,M. Bianqui,3.06,104640,2305,Matheus Henrique Bianqui,6,False,Matheus Bianqui,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,1.3,matheus-bianqui,4,34,0.0,MIR,13,0.0,1.0,7.0,8.0,2.0,5.0,1.0,,,,,,,,1.0,,,,,,
384,Moisés,8.06,104666,356,Moisés Vieira da Veiga,6,False,Moisés,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,1.77,moises,5,34,0.0,FOR,9,0.0,1.0,2.0,2.0,4.0,5.0,2.0,,2.0,,1.0,,,,,,,,,,
385,Newton,4.1,104693,263,Newton Araújo da Costa Júnior,6,False,Newton,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,2.56,newton,4,34,0.0,BOT,19,0.0,4.0,23.0,32.0,4.0,6.0,8.0,1.0,1.0,,,,,,2.0,,,,,,
386,J. Vojvoda,10.27,104754,277,Juan Pablo Vojvoda Rizzo,7,True,Juan Vojvoda,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,5.15,juan-vojvoda,6,34,4.81,SAN,25,0.07,,,,,,,,,,,,,,,4.0,,,,,
387,E. Díaz,9.11,104758,276,Enzo Hernán Díaz,5,False,Enzo Díaz,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,6.06,enzo-diaz,2,34,0.0,SAO,27,0.0,10.0,61.0,50.0,3.0,8.0,36.0,,1.0,9.0,5.0,,,,1.0,,,,4.0,,
388,Acevedo,5.03,104783,265,Nicolás Brian Acevedo Tabárez,6,True,Acevedo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,3.22,acevedo,4,34,1.7,BAH,26,-0.02,3.0,46.0,25.0,7.0,4.0,17.0,,,,1.0,,,,,,,,,,
389,J. Meurer,2.0,104933,284,Jorge Meurer Bartholdy,6,False,Jorge Meurer,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.0,jorge-meurer,1,34,0.0,GRE,0,0.0,,,,,,,,,,,,,,,,,,,,
390,W. Leonardo,6.49,104994,284,Wagner Leonardo Calvelo de Souza,3,True,Wagner Leonardo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,2.99,wagner-leonardo,3,34,4.2,GRE,25,0.15,3.0,25.0,17.0,5.0,3.0,5.0,,1.0,6.0,1.0,,,,,,,,,,
391,J. Marcelo,5.57,105047,283,João Marcelo Messias Ferreira,6,False,João Marcelo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0.97,joao-marcelo,3,34,0.0,CRU,3,0.0,,2.0,2.0,,,1.0,,,,,,,,,,,,,,
392,Reinier,3.64,105068,282,Reinier Jesus Carvalho,6,False,Reinier,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,1.48,reinier,4,34,0.0,CAM,9,0.0,2.0,6.0,5.0,1.0,2.0,4.0,,,,,,,,1.0,,,,,,
393,A. Duarte,6.64,105114,277,Alexis David Duarte Pereira,6,False,Alexis Duarte,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,2.96,alexis-duarte,3,34,0.0,SAN,5,0.0,1.0,9.0,7.0,2.0,,4.0,,,,,,,,,,,,,,
394,Khellven,8.01,105175,275,Khellven Douglas Silva Oliveira,7,False,Khellven,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,5.65,khellven,2,34,0.0,PAL,10,0.0,1.0,16.0,19.0,1.0,,6.0,,,5.0,2.0,,,,,,,,,,
395,Sant'Anna,6.13,105213,280,Ariel Agustín Sant'Anna Quintero,5,False,Sant'Anna,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,2.75,sant-anna,2,34,0.0,RBB,11,0.0,3.0,10.0,11.0,1.0,8.0,2.0,,2.0,2.0,,,,,1.0,,,,,,
396,S. Rodríguez,6.48,105214,263,Santiago Mariano Rodríguez Molina,6,False,Santiago Rodríguez,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,4.16,santiago-rodriguez,4,34,0.0,BOT,22,0.0,4.0,24.0,15.0,8.0,10.0,31.0,2.0,1.0,,3.0,,,,,,,,,,
397,G. Ávila,8.49,105258,356,Gastón Luciano Ávila,6,True,Gastón Ávila,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,4.44,gaston-avila,3,34,3.5,FOR,21,-0.39,4.0,41.0,17.0,5.0,8.0,19.0,,1.0,4.0,,,,,,,,,1.0,,
398,Ferraresi,8.55,105300,276,Nahuel Adolfo Ferraresi Hernández,2,True,Ferraresi,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,6.13,ferraresi,3,34,0.2,SAO,21,-0.81,3.0,56.0,27.0,,3.0,23.0,,1.0,6.0,3.0,,,,,,,,,,1.0
399,L. Lima,2.56,105337,354,Lucas Eduardo Lima da Silva,6,False,Lucas Lima,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0.95,lucas-lima,4,34,0.0,CEA,10,0.0,,5.0,1.0,,1.0,3.0,,,,,,,,,,,,,,
400,G. Xavier,5.18,105373,265,Gabriel Lheman Xavier - Lhman,6,False,Gabriel Xavier,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,2.26,gabriel-xavier,3,34,0.0,BAH,9,0.0,3.0,6.0,16.0,,2.0,5.0,,,3.0,,,,,,,,,,,
401,Carrascal,9.12,105436,262,Jorge Andrés Carrascal Guardo,7,True,Carrascal,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,5.07,carrascal,4,34,4.4,FLA,13,-0.65,4.0,15.0,17.0,1.0,8.0,18.0,2.0,,,4.0,,,,,,,,,,
402,M. Bidu,10.1,105531,264,Matheus Lima Beltrão Oliveira Valin,7,True,Matheus Bidu,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,5.6,matheus-bidu,2,34,4.8,COR,24,0.37,8.0,32.0,17.0,4.0,8.0,56.0,,7.0,10.0,2.0,,,1.0,,,,,,,
403,C. Vinícius,10.94,105563,284,Carlos Vinícius Alves Morais,7,True,Carlos Vinícius,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,7.04,carlos-vinicius,5,34,9.6,GRE,11,-0.01,2.0,1.0,16.0,2.0,5.0,22.0,8.0,8.0,,1.0,,,,,,1.0,,,,
404,Lucero,6.86,105568,356,Juan Martín Lucero,6,False,Lucero,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,2.5,lucero,5,34,0.0,FOR,24,0.0,6.0,17.0,35.0,8.0,9.0,14.0,3.0,8.0,,1.0,,,,1.0,,,,,1.0,
405,L. Piton,7.47,105584,267,Lucas Piton Crivellaro,7,True,Lucas Piton,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,4.5,lucas-piton,2,34,-0.8,VAS,25,-0.86,5.0,27.0,38.0,1.0,6.0,9.0,1.0,1.0,6.0,8.0,,,,,,,,,,
406,Roni,1.55,105585,2305,Roni Medeiros de Moura,6,False,Roni,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,0.14,roni,4,34,0.0,MIR,7,0.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,
407,Maurício,8.49,105647,275,Maurício Magalhães Prado,6,False,Maurício,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,4.06,mauricio,4,34,0.0,PAL,24,0.0,1.0,15.0,14.0,7.0,12.0,17.0,3.0,6.0,,6.0,,,,,,,,,,
408,T. Magno,5.56,105786,264,Talles Magno Bacelar Martins,6,False,Talles Magno,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,2.67,talles-magno,5,34,0.0,COR,22,0.0,2.0,14.0,21.0,6.0,10.0,31.0,1.0,9.0,,1.0,,,,1.0,,,,,,
409,L. Freitas,6.13,105807,286,Luan de Freitas Molarinho Chagas,7,True,Luan Freitas,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,4.1,luan-freitas,3,34,1.5,JUV,10,-0.25,,17.0,8.0,,3.0,1.0,,,2.0,1.0,,,,,,,,,,
410,Edu,5.59,105842,287,Lucas Eduardo Ribeiro de Souza,6,False,Edu,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,3.57,edu,3,34,0.0,VIT,17,0.0,2.0,16.0,8.0,1.0,3.0,5.0,,,7.0,,,,,,,,,,,
411,M. Araújo,5.34,105845,354,Matheus de Araújo Andrade,6,False,Matheus Araújo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,2.4,matheus-araujo,4,34,0.0,CEA,8,0.0,,2.0,1.0,1.0,1.0,3.0,1.0,,,1.0,,,,,,,,,,
412,Allanzinho,3.94,105900,356,Allan Victor Oliveira Mota,6,True,Allanzinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,2.35,allanzinho,5,34,0.0,FOR,8,-0.35,1.0,2.0,5.0,,3.0,10.0,,1.0,,2.0,,,1.0,,,,,,,
413,J. Aldo,4.13,105903,2305,José Aldo Soares de Oliveira Filho,7,True,José Aldo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,2.03,jose-aldo,4,34,6.2,MIR,26,0.41,4.0,29.0,28.0,7.0,8.0,14.0,,1.0,,,,,,,,,,,,
414,Rochet,8.51,105949,285,Sergio Ramón Rochet Álvarez,5,False,Rochet,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,4.01,rochet,1,34,0.0,INT,11,0.0,,,,,,2.0,,,2.0,,37.0,15.0,,,,,,,,
415,S. Mingo,4.77,105990,265,Santiago Martín Ramos Mingo,7,True,Santiago Mingo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,3.03,santiago-mingo,3,34,0.9,BAH,28,-0.35,6.0,25.0,28.0,4.0,9.0,21.0,,2.0,8.0,,,,,,,,,,,
416,Ewerthon,6.16,106082,286,Ewerthon Diógenes da Silva,6,True,Ewerthon,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,3.36,ewerthon,2,34,-0.1,JUV,16,-1.18,2.0,22.0,8.0,2.0,7.0,9.0,1.0,3.0,1.0,,,,,,,,,,,
417,T. Carpini,7.56,106147,286,Thiago Carpini Barbosa,7,True,Thiago Carpini,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,4.45,thiago-carpini,6,34,6.74,JUV,27,0.08,,,,,,,,,,,,,,,7.0,,,,,
418,Lucão,7.34,106160,280,Lucas Alexandre Galdino de Azevedo,6,False,Lucão,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,5.7,lucao,1,34,0.0,RBB,4,0.0,1.0,,,,,1.0,,,1.0,,21.0,9.0,,,,,,,,
419,B. Gomes,7.67,106202,285,Bruno Gomes da Silva Clevelário,2,True,Bruno Gomes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,5.1,bruno-gomes,2,34,0.8,INT,9,-1.41,2.0,14.0,13.0,1.0,2.0,6.0,,,3.0,2.0,,,,,,,,,,
420,M. Antônio,3.59,106294,276,Marcos Antônio Silva Santos,5,False,Marcos Antônio,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,1.78,marcos-antonio,4,34,0.0,SAO,24,0.0,4.0,13.0,22.0,1.0,7.0,25.0,,1.0,,3.0,,,,,,,,,,
421,C. Alexandre,5.39,106323,265,Caio Alexandre Souza e Silva,7,True,Caio Alexandre,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,2.44,caio-alexandre,4,34,3.0,BAH,17,0.26,4.0,19.0,29.0,1.0,6.0,29.0,,,,1.0,,,,,,,,,,
422,E. Santos,8.19,106434,280,Eduardo Gonzaga Mendes Santos,6,False,Eduardo Santos,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,5.1,eduardo-santos,3,34,0.0,RBB,7,0.0,,10.0,1.0,,,2.0,,,4.0,,,,,,,,,,,
423,Villalba,7.92,106593,283,Lucas Hernán Villalba,7,True,Villalba,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,5.27,villalba,3,34,0.9,CRU,29,-1.34,10.0,35.0,22.0,4.0,7.0,20.0,1.0,1.0,16.0,,,,,3.0,,,,,,
424,L. Pereira,7.17,106681,292,Leonardo Augusto dos Santos Pereira,7,False,Léo Pereira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,3.57,leo-pereira,5,34,0.0,SPT,17,0.0,,13.0,13.0,6.0,7.0,26.0,2.0,7.0,,1.0,,,,,,,,1.0,,
425,I. Formiga,10.8,106708,286,Igor Marques Paciência Cardoso,7,True,Igor Formiga,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,7.63,igor-formiga,2,34,10.2,JUV,13,1.81,1.0,35.0,15.0,3.0,4.0,9.0,2.0,,3.0,2.0,,,,,,,,,,
426,R. Nestor,6.25,106822,265,Rodrigo Nestor Bertalia,6,False,Rodrigo Nestor,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,3.85,rodrigo-nestor,4,34,0.0,BAH,17,0.0,4.0,15.0,11.0,3.0,6.0,14.0,4.0,2.0,,,,,,1.0,,,,,,
427,Patryck,4.86,106829,276,Patryck Lanza dos Reis,2,True,Patryck,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,2.4,patryck,2,34,1.2,SAO,5,-0.27,1.0,2.0,4.0,1.0,5.0,2.0,,,1.0,,,,,,,,,,,
428,P. Baya,4.11,106918,354,Paulo Henrique Silva Ribeiro,6,True,Paulo Baya,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,2.07,paulo-baya,5,34,2.0,CEA,15,0.16,,4.0,2.0,6.0,5.0,3.0,1.0,1.0,,1.0,,,,,,,,,,
429,Y. Sena,1.0,107075,287,Yuri Sena dos Reis Batista,6,False,Yuri Sena,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,yuri-sena,1,34,0.0,VIT,0,0.0,,,,,,,,,,,,,,,,,,,,
430,L. Juba,9.06,107093,265,Luciano Batista da Silva Júnior,7,True,Luciano Juba,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,5.25,luciano-juba,2,34,2.5,BAH,29,0.32,3.0,29.0,18.0,3.0,10.0,12.0,5.0,1.0,8.0,4.0,,,,,,,,,,
431,Jeffinho,5.43,107170,263,Jefferson Ruan Pereira dos Santos,7,False,Jeffinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,4.35,jeffinho,5,34,0.0,BOT,14,0.0,,12.0,10.0,3.0,3.0,8.0,2.0,1.0,,4.0,,,,,,,,,,
432,M. Araújo,5.97,107173,265,Michel Daryl Araújo Villar,6,False,Michel Araújo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,3.23,michel-araujo,4,34,0.0,BAH,21,0.0,3.0,19.0,15.0,2.0,8.0,12.0,4.0,1.0,,,,,,,,,,,,
433,B. Tabata,5.52,107174,285,Bruno Vinícius Souza Ramos,3,True,Bruno Tabata,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,3.53,bruno-tabata,4,34,-2.8,INT,23,-0.45,4.0,20.0,19.0,10.0,12.0,21.0,3.0,2.0,,1.0,,,,1.0,,1.0,,,,
434,M. Donelli,4.42,107179,264,Matheus Planelles Donelli,6,False,Matheus Donelli,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,3.08,matheus-donelli,1,34,0.0,COR,5,0.0,1.0,,,,,1.0,,,1.0,,13.0,6.0,,,,,,,,
435,L. Linck,7.28,107183,263,Leonardo Matias Baiersdorf Linck,7,False,Léo Linck,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,4.23,leo-linck,1,34,0.0,BOT,12,0.0,1.0,,,,,1.0,,,6.0,,24.0,10.0,,,,,,,,
436,Magrão,3.44,107221,356,Audenirton Soares da Silva,6,False,Magrão,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,2.9,magrao,1,34,0.0,FOR,2,0.0,,,,,,,,,,,6.0,2.0,,,,,,,,
437,Danilo,7.95,107231,263,Danilo dos Santos de Oliveira,7,False,Danilo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,2.93,danilo,4,34,0.0,BOT,10,0.0,1.0,10.0,4.0,2.0,6.0,3.0,1.0,2.0,,,,,,,,,,,,
438,Vanderlan,5.87,107236,280,Vanderlan Barbosa da Silva,6,False,Vanderlan,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,3.17,vanderlan,2,34,0.0,RBB,17,0.0,3.0,27.0,25.0,1.0,3.0,11.0,,1.0,2.0,1.0,,,,,,,,,,
439,Ênio,5.6,107516,286,Sebastião Ênio Santos de Almeida,6,False,Ênio,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,2.9,enio,5,34,0.0,JUV,20,0.0,3.0,7.0,7.0,4.0,8.0,30.0,3.0,5.0,,,,,,1.0,,,,,,
440,Natanael,8.7,107554,282,Natanael Moreira Milouski,6,False,Natanael,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,5.17,natanael,2,34,0.0,CAM,30,0.0,1.0,49.0,23.0,5.0,9.0,22.0,1.0,4.0,11.0,,,,,1.0,,,,,,
441,Adriano,1.0,107698,292,Antônio Adriano Nascimento de Sousa,6,False,Adriano,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,adriano,1,34,0.0,SPT,0,0.0,,,,,,,,,,,,,,,,,,,,
442,C. Barletta,5.58,107726,292,Chrystian Amaral Barletta de Almeida,6,False,Chrystian Barletta,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,2.99,chrystian-barletta,5,34,0.0,SPT,30,0.0,2.0,16.0,15.0,18.0,18.0,30.0,2.0,5.0,,,,,,2.0,,,,,,
443,Praxedes,3.62,107744,280,Bruno Conceição Praxedes,6,False,Praxedes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,1.3,praxedes,4,34,0.0,RBB,13,0.0,2.0,5.0,7.0,2.0,7.0,11.0,,,,,,,,,,,,,,
444,Adriel,3.0,107748,284,Adriel Vasconcelos Ramos,6,False,Adriel,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.0,adriel,1,34,0.0,GRE,0,0.0,,,,,,,,,,,,,,,,,,,,
445,Natã,2.43,107801,286,Natã Felipe de Amorim Santos,5,False,Natã,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,1.35,nata,3,34,0.0,JUV,2,0.0,,2.0,1.0,,,,,,,,,,,,,,,,,
446,Pierre,3.77,107812,356,Pierre Wagner Oliveira dos Santos,6,True,Pierre,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,2.24,pierre,4,34,1.1,FOR,8,-0.77,2.0,12.0,13.0,1.0,2.0,6.0,,,,,,,,,,,,,,
447,Fintelman,2.0,107859,287,Alexandre Fintelman de Mello Ribeiro da Silva,6,False,Fintelman,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,fintelman,1,34,0.0,VIT,0,0.0,,,,,,,,,,,,,,,,,,,,
448,Bobadilla,5.77,107873,276,Damián Josué Bobadilla Benítez,7,True,Bobadilla,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,3.83,bobadilla,4,34,1.2,SAO,27,-0.4,3.0,45.0,32.0,7.0,7.0,11.0,3.0,1.0,,1.0,,,,,,,,,,
449,Hugo,6.0,107908,264,Hugo Ferreira de Farias,6,False,Hugo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,3.12,hugo,2,34,0.0,COR,8,0.0,,7.0,3.0,1.0,1.0,7.0,,1.0,2.0,,,,,,,,,,,
450,F. Vera,5.9,107950,282,Fausto Mariano Vera,6,False,Fausto Vera,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,2.21,fausto-vera,4,34,0.0,CAM,15,0.0,3.0,19.0,23.0,,5.0,5.0,1.0,,,,,,,,,,,,,
451,Carbonero,5.6,107989,285,Johan Stiven Carbonero Balanta,3,True,Carbonero,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,4.17,carbonero,5,34,-3.7,INT,21,-0.8,5.0,8.0,30.0,10.0,10.0,54.0,4.0,13.0,,2.0,,,2.0,1.0,,1.0,,,,
452,I. Pitta,6.53,108133,280,Isidro Miguel Pitta Saldívar,6,False,Isidro Pitta,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,3.44,isidro-pitta,5,34,0.0,RBB,19,0.0,5.0,1.0,16.0,3.0,6.0,10.0,7.0,7.0,,1.0,,,,,,,,,,
453,G. Lacerda,4.0,108176,354,Gabriel Santos Cordeiro Lacerda,6,False,Gabriel Lacerda,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0.0,gabriel-lacerda,3,34,0.0,CEA,0,0.0,,,,,,,,,,,,,,,,,,,,
454,D. Ricardo,5.6,108274,263,David Ricardo Loiola da Silva,7,False,David Ricardo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,4.11,david-ricardo,3,34,0.0,BOT,17,0.0,3.0,11.0,20.0,1.0,3.0,12.0,2.0,1.0,8.0,,,,,,,1.0,,,,
455,A. Frías,5.5,108469,277,Adonis Uriel Frías,7,True,Adonis Frías,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,3.05,adonis-frias,3,34,1.5,SAN,8,-0.79,2.0,7.0,12.0,2.0,2.0,5.0,1.0,,1.0,,,,,,,,,,,
