,atletas.apelido,atletas.apelido_abreviado,atletas.entrou_em_campo,atletas.slug,atletas.clube_id,atletas.preco_num,atletas.rodada_id,atletas.variacao_num,atletas.media_num,atletas.status_id,atletas.jogos_num,atletas.pontos_num,atletas.nome,atletas.clube.id.full.name,atletas.atleta_id,atletas.minimo_para_valorizar,atletas.posicao_id,atletas.foto,A,CA,DS,FC,FD,FF,FS,I,G,FT,DE,GS,V,CV,PS,SG,DP,PC,PP,GC
231,Marcão,Marcão,False,marcao,286,7.21,9,0.0,6.73,7,4,0.0,Marcos Venicius Santos Miranda - Vinícius,JUV,93879,,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,,,,,,,,,,,23.0,8.0,,,,1.0,,,,
232,Cleiton,Cleiton,True,cleiton,280,7.5,9,-0.26,5.26,7,8,1.9,Cleiton Schwengber,RBB,93882,,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,,1.0,,,,,2.0,,,,27.0,8.0,,,,3.0,,,,
233,Breno Lopes,B. Lopes,True,breno-lopes,356,7.8,9,-1.09,5.7,7,3,2.5,Breno Henrique Vasconcelos Lopes,FOR,93988,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,,,2.0,2.0,1.0,2.0,8.0,1.0,1.0,,,,,,,,,,,
234,John,John,True,john,263,11.86,9,0.07,6.0,6,9,9.4,John Victor Maciel Furtado,BOT,94044,,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,,2.0,1.0,1.0,,,2.0,,,,26.0,5.0,,,,5.0,,,,
235,Matheus Fernandes,M. Fernandes,False,matheus-fernandes,280,5.07,9,0.0,2.58,6,5,0.0,Matheus Fernandes Siqueira,RBB,94067,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,,1.0,10.0,7.0,,,2.0,,,,,,,,,,,,,
236,Maycon,Maycon,True,maycon,264,3.94,9,0.49,1.42,6,8,3.2,Maycon de Andrade Barberan,COR,94154,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,,,7.0,3.0,,1.0,2.0,,,,,,,,,,,,,
237,Diego Pituca,D. Pituca,False,diego-pituca,277,4.51,9,0.0,1.75,6,6,0.0,Diego Cristiano Evaristo,SAN,94156,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,,2.0,1.0,2.0,,2.0,4.0,,1.0,,,,,,,,,,,
238,Guilherme,Guilherme,False,guilherme,277,8.68,9,0.0,6.78,5,6,0.0,Guilherme Augusto Vieira dos Santos,SAN,94207,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,,,16.0,3.0,4.0,8.0,13.0,1.0,,,,,,,,,,,,
239,Matheus Babi,M. Babi,True,matheus-babi,286,4.11,9,-0.39,2.42,5,4,0.0,Matheus Barcelos da Silva,JUV,94444,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,,,1.0,2.0,,,2.0,2.0,1.0,,,,,,,,,,,
240,Raphael Veiga,R. Veiga,False,raphael-veiga,275,15.93,9,0.0,3.1,6,3,0.0,Raphael Cavalcante Veiga,PAL,94509,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,,,2.0,3.0,2.0,1.0,6.0,,,,,,,,1.0,,,,,
241,Lucas Oliveira,L. Oliveira,False,lucas-oliveira,267,4.0,9,0.0,0.0,6,0,0.0,Lucas da Cruz Oliveira,VAS,94514,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,,,,,,,,,,,,,,,,,,,,
242,Pedro,Pedro,True,pedro,262,17.81,9,-0.53,8.07,6,6,1.4,Pedro Guilherme Abreu dos Santos,FLA,94583,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,1.0,,1.0,1.0,5.0,1.0,7.0,1.0,4.0,1.0,,,,,1.0,,,,1.0,
243,Juninho Capixaba,J. Capixaba,True,juninho-capixaba,280,11.26,9,-0.24,8.69,7,9,2.2,Luis Antônio da Rocha Júnior,RBB,94968,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,,1.0,25.0,11.0,3.0,5.0,19.0,1.0,1.0,,,,,,,4.0,,,,
244,Nicolas,Nicolas,False,nicolas,354,6.34,9,0.0,4.6,6,3,0.0,Nicolas Vecchiato da Silva - Vichiatto / Vechiatto,CEA,95127,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,,,2.0,,,1.0,,,,,,,,,,2.0,,,,
245,Gabriel Taliari,G. Taliari,True,gabriel-taliari,286,8.83,9,-0.13,5.57,7,7,2.4,Gabriel Pereira Taliari,JUV,95131,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,1.0,,4.0,11.0,3.0,5.0,10.0,3.0,2.0,1.0,,,,,,,,,,
246,Bruno Xavier,B. Xavier,False,bruno-xavier,287,4.0,9,0.0,0.0,6,0,0.0,Bruno César Xavier Sislo,VIT,95288,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,,,,,,,,,,,,,,,,,,,,
247,Giraldo,Giraldo,False,giraldo,286,2.09,9,0.0,0.54,6,7,0.0,Daniel Eduardo Giraldo Cárdenas,JUV,95354,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,,2.0,4.0,11.0,,2.0,3.0,,,,,,,,,,,,,
248,Rivera,Rivera,True,rivera,292,4.44,9,-0.92,3.2,7,8,-1.6,Christian Hernando Rivera Cuéllar,SPT,95357,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,,4.0,20.0,18.0,,,10.0,,,,,,,,,,,,,
249,Gregore,Gregore,True,gregore,263,6.83,9,-0.31,3.39,6,8,2.7,Gregore de Magalhães da Silva,BOT,95464,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,,3.0,23.0,34.0,1.0,2.0,6.0,,,,,,,,,,,,,
250,Igor Vinícius,I. Vinícius,False,igor-vinicius,276,7.88,9,0.0,3.9,5,3,0.0,Igor Vinícius de Souza,SAO,95466,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,,1.0,3.0,2.0,1.0,2.0,2.0,,,,,,,,,1.0,,,,
251,Raniele,Raniele,True,raniele,264,5.49,9,-0.36,3.24,7,8,0.0,Raniele Almeida Melo,COR,95556,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,,2.0,13.0,8.0,1.0,2.0,16.0,,,,,,,,,,,,,
252,Artur,Artur,False,artur,263,10.71,9,0.0,5.28,6,8,0.0,Artur Victor Guimarães,BOT,95799,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,3.0,1.0,5.0,7.0,2.0,5.0,11.0,1.0,1.0,1.0,,,,,,,,,,
253,Daniel Fuzato,D. Fuzato,False,daniel-fuzato,267,3.0,9,0.0,0.0,6,0,0.0,Daniel Cerântula Fuzato,VAS,95936,,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,,,,,,,,,,,,,,,,,,,,
254,Lima,Lima,False,lima,266,5.2,9,0.0,2.52,5,6,0.0,Vinicius Moreira de Lima,FLU,96340,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,,1.0,1.0,4.0,1.0,2.0,10.0,,1.0,,,,,,,,,,,
255,Charles,Charles,False,charles,264,3.86,9,0.0,0.1,6,2,0.0,Charles Rigon Mattos,COR,96342,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
256,Matheus Pereira,M. Pereira,True,matheus-pereira,283,15.31,9,-2.74,8.65,3,8,3.7,Matheus Fellipe Costa Pereira,CRU,96610,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,1.0,3.0,18.0,11.0,7.0,6.0,29.0,2.0,2.0,,,,,,,,,,,
257,Allan,Allan,False,allan,262,1.72,9,0.0,-0.24,5,5,0.0,Allan Rodrigues de Souza,FLA,96652,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,,,,4.0,,,,,,,,,,,,,,,,
258,Saravia,Saravia,False,saravia,282,5.65,9,0.0,3.15,6,4,0.0,Renzo Saravia,CAM,96725,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,,,1.0,5.0,,2.0,2.0,,,,,,,,,2.0,,,,
259,Carlinhos,Carlinhos,False,carlinhos,287,5.29,9,0.0,3.35,6,2,0.0,Carlos Moisés de Lima,VIT,96831,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,,1.0,,6.0,,2.0,,1.0,1.0,,,,,,,,,,,
260,Villasanti,Villasanti,True,villasanti,284,9.66,9,-0.51,3.9,7,7,-0.4,Mathías Adalberto Villasanti Rolón,GRE,97145,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,,4.0,22.0,15.0,,1.0,4.0,,,,,,,,,,,,,
261,Dalbert,Dalbert,True,dalbert,292,1.47,9,-0.42,-0.9,6,3,-1.1,Dalbert Henrique Chagas Estevão,SPT,97173,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,,2.0,,5.0,,1.0,,,,,,,,,,,,,,
262,Rogério Ceni,R. Ceni,True,rogerio-ceni,265,9.04,9,0.66,5.42,7,9,6.63,Rogério Mücke Ceni,BAH,97341,,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,,,,,,,,,,,,,4.0,,,,,,,
263,Gustavo Mosquito,G. Mosquito,True,gustavo-mosquito,287,5.21,9,-0.56,2.98,6,7,2.7,Gustavo Henric da Silva,VIT,97450,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,2.0,,1.0,7.0,4.0,3.0,3.0,2.0,,1.0,,,,,,,,,,
264,João Victor,J. Victor,True,joao-victor,2305,1.86,9,-0.25,1.11,7,9,0.5,João Victor Carroll Santana,MIR,97460,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,,2.0,7.0,9.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,
265,Marçal,Marçal,True,marcal,263,6.8,9,0.26,4.6,6,2,3.7,Fernando Marçal de Oliveira,BOT,97468,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,,2.0,,1.0,,,1.0,,,,,,,,,2.0,,,,
266,Félix Torres,F. Torres,True,felix-torres,264,7.46,9,1.32,4.32,6,5,7.7,Félix Eduardo Torres Caicedo,COR,97642,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,,1.0,9.0,10.0,,2.0,1.0,,,,,,,,,2.0,,,,
267,Thiago Couto,T. Couto,False,thiago-couto,292,3.0,9,0.0,0.0,6,0,0.0,Thiago Couto Wenceslau,SPT,97645,,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,,,,,,,,,,,,,,,,,,,,
268,Murilo,Murilo,True,murilo,275,9.96,9,2.25,4.23,2,3,10.4,Murilo Cerqueira Paim,PAL,97653,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,,2.0,1.0,5.0,1.0,,1.0,,1.0,,,,,,,1.0,,,,
269,Erick,Erick,True,erick,287,6.19,9,0.94,3.58,6,8,5.7,Erick de Arruda Serafim,VIT,97810,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,2.0,1.0,3.0,3.0,3.0,5.0,17.0,,,,,,,,,,,,,
270,Léo Ortiz,L. Ortiz,True,leo-ortiz,262,6.66,9,-0.17,4.86,7,8,6.5,Leonardo Rech Ortiz,FLA,97867,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,,1.0,7.0,8.0,1.0,2.0,2.0,,,1.0,,,,,,5.0,,,,
271,Iago,Iago,False,iago,265,5.31,9,0.0,3.32,6,4,0.0,Iago Amaral Borduchi,BAH,97868,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,,,4.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,1.0,,,,
272,Matheus Bahia,M. Bahia,True,matheus-bahia,354,10.16,9,0.22,8.78,6,6,8.2,Matheus Bahia Santos,CEA,97899,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,1.0,1.0,16.0,5.0,2.0,1.0,6.0,,,,,,,,,4.0,,,,
273,Vitão,Vitão,True,vitao,285,8.14,9,0.49,3.46,7,8,4.7,Vitor Eduardo da Silva Matos,INT,97900,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,1.0,2.0,11.0,6.0,,,,,,,,,,,,2.0,,,,
274,Erick,Erick,True,erick,265,8.32,9,-0.06,3.53,6,8,3.0,Erick Luis Conrado de Carvalho,BAH,98022,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,,3.0,14.0,12.0,,2.0,3.0,2.0,1.0,1.0,,,,,,,,,,
275,Pedro Raul,P. Raul,True,pedro-raul,354,7.94,9,-0.61,4.07,6,8,-0.7,Pedro Raul Garay da Silva,CEA,98225,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,,2.0,3.0,18.0,3.0,9.0,13.0,9.0,2.0,1.0,,,,,,,,,,
276,Bastos,Bastos,False,bastos,263,11.0,9,0.0,0.0,5,0,0.0,Bartolomeu Jacinto Quissanga,BOT,98280,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,,,,,,,,,,,,,,,,,,,,
277,Val Soares,V. Soares,False,val-soares,287,3.0,9,0.0,0.0,5,0,0.0,Valdemir de Oliveira Soares,VIT,98306,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,,,,,,,,,,,,,,,,,,,,
278,Negueba,Negueba,False,negueba,2305,3.31,9,0.0,2.16,6,5,0.0,Luiz Henrique Soares Firmino,MIR,98384,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,,1.0,3.0,4.0,1.0,3.0,10.0,1.0,,,,,,,,,,,,
279,Kanu,Kanu,False,kanu,265,4.58,9,0.0,2.85,5,2,0.0,Victor Hugo Soares dos Santos,BAH,98484,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,,,4.0,1.0,,,,,,,,,,,,,,,,
280,Jean Lucas,J. Lucas,True,jean-lucas,265,4.17,9,-0.79,1.66,3,8,-3.0,Jean Lucas de Souza Oliveira,BAH,98517,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,,1.0,7.0,6.0,1.0,5.0,7.0,1.0,,,,,,1.0,,,,,,
281,Di Placido,D. Placido,False,di-placido,292,4.0,9,0.0,0.0,6,0,0.0,Leonel Di Placido,SPT,98605,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,,,,,,,,,,,,,,,,,,,,
282,Kuscevic,Kuscevic,True,kuscevic,356,6.42,9,-0.99,4.06,7,8,0.6,Benjamín Kuščević Jaramillo,FOR,98619,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,,,10.0,10.0,,,1.0,,,,,,,,,4.0,,,,
283,Savarino,Savarino,False,savarino,263,11.64,9,0.0,6.17,5,6,0.0,Jefferson David Savarino Quintero,BOT,98672,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,1.0,1.0,3.0,2.0,5.0,7.0,3.0,,2.0,,,,,,,,,,,
284,Angileri,Angileri,True,angileri,264,5.01,9,1.37,2.38,7,6,6.5,Fabrizio Germán Angileri - Fabricio,COR,98720,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,,1.0,7.0,5.0,,1.0,1.0,,,,,,,,,1.0,,,,
285,Titi Ortíz,T. Ortíz,True,titi-ortiz,292,5.23,9,-0.94,1.72,6,4,-0.7,Christian Jonatan Ortíz - Cristian,SPT,98738,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,,,1.0,4.0,2.0,1.0,1.0,1.0,,1.0,,,,,,,,,,
286,Cuello,Cuello,False,cuello,282,7.74,9,0.0,3.93,7,8,0.0,Tomás Esteban Cuello,CAM,98909,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,,3.0,5.0,10.0,6.0,9.0,15.0,,1.0,,,,,,,,,,,
287,Viña,Viña,False,vina,262,8.0,9,0.0,0.0,5,0,0.0,Matías Nicolás Viña Susperreguy,FLA,98974,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,,,,,,,,,,,,,,,,,,,,
288,Rogel,Rogel,False,rogel,285,5.65,9,0.0,3.18,6,5,0.0,Agustín Maximiliano Rogel Paita,INT,98975,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,,,5.0,7.0,,,1.0,,,,,,,,,2.0,,,,
289,Lourenço,Lourenço,True,lourenco,354,3.98,9,0.22,1.62,6,6,2.3,João Paulo Ferreira Lourenço,CEA,99032,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,,,5.0,7.0,1.0,2.0,3.0,,,,,,,,,,,,,
290,Lucas Braga,L. Braga,False,lucas-braga,287,6.26,9,0.0,3.1,6,3,0.0,Lucas Braga Ribeiro,VIT,99119,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,,1.0,1.0,3.0,,1.0,2.0,1.0,1.0,,,,,,,,,,,
291,Vegetti,Vegetti,True,vegetti,267,18.38,9,2.13,9.33,7,7,18.6,Pablo Vegetti,VAS,99198,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,1.0,1.0,3.0,10.0,1.0,6.0,6.0,2.0,6.0,1.0,,,,,,,,,,
292,Puma Rodríguez,P. Rodríguez,False,puma-rodriguez,267,4.4,9,0.0,1.3,6,3,0.0,José Luis Rodríguez Bebanz,VAS,99213,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,,,2.0,4.0,,2.0,1.0,,,,,,,,,,,,,
293,De la Cruz,D. Cruz,True,de-la-cruz,262,8.85,9,-0.32,2.77,5,7,1.7,Diego Nicolás de la Cruz Arcosa,FLA,99228,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,,3.0,9.0,10.0,2.0,,19.0,,,,,,,,,,,,,
294,Chico,Chico,True,chico,292,6.18,9,0.4,3.81,7,9,3.0,Francisco Alves da Silva Neto - Melo,SPT,99253,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,,1.0,14.0,4.0,,5.0,5.0,,,,,,,,,2.0,,1.0,,
295,Pochettino,Pochettino,True,pochettino,356,13.95,9,-1.09,10.3,7,3,7.2,Tomás Pochettino,FOR,99267,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,1.0,,7.0,1.0,4.0,3.0,1.0,,1.0,,,,,,,,,,,
296,Alexander Barboza,A. Barboza,False,alexander-barboza,263,10.64,9,0.0,6.08,6,5,0.0,Alexander Nahuel Barboza Ullúa,BOT,99274,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,,3.0,13.0,9.0,,2.0,,,,,,,,,,3.0,,,,
297,Dinenno,Dinenno,False,dinenno,283,6.45,9,0.0,0.5,6,1,0.0,Juan Ignacio Dinenno de Cara,CRU,99316,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,,,,,,,1.0,,,,,,,,,,,,,
298,Luis Zubeldía,L. Zubeldía,True,luis-zubeldia,276,8.49,9,0.57,4.83,7,8,6.05,Luis Francisco Zubeldía,SAO,99366,,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,,,,,,,,,,,,,2.0,,,,,,,
299,Michael,Michael,True,michael,262,6.81,9,-1.33,3.61,6,8,0.0,Michael Richard Delgado de Oliveira,FLA,99392,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,3.0,,6.0,1.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,
300,Baralhas,Baralhas,True,baralhas,287,4.8,9,-0.52,1.7,6,7,-0.3,Gabriel Baralhas dos Santos,VIT,99440,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,,1.0,7.0,8.0,1.0,2.0,4.0,,,,,,,,,,,,,
301,Rossi,Rossi,True,rossi,262,9.74,9,0.3,6.7,7,9,7.6,Agustín Daniel Rossi,FLA,99552,,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,,,,,,,,,,,21.0,4.0,,,,6.0,1.0,,,
302,Arias,Arias,True,arias,266,13.73,9,0.0,6.22,7,9,3.3,Jhon Adolfo Arias Andrade,FLU,99815,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,3.0,1.0,9.0,12.0,3.0,5.0,27.0,,1.0,1.0,,,,,,,,,,
303,Paulinho,Paulinho,False,paulinho,275,5.87,9,0.0,1.44,2,5,0.0,Paulo Henrique Sampaio Filho,PAL,99818,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,,,2.0,1.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,
304,Alan Franco,A. Franco,False,alan-franco,276,6.0,9,0.0,2.28,7,6,0.0,Alan Javier Franco,SAO,99889,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,,1.0,3.0,4.0,,,3.0,1.0,,,,,,,,2.0,,,,
305,Igor Gomes,I. Gomes,True,igor-gomes,282,5.5,9,-0.82,3.09,6,7,1.5,Igor Silveira Gomes,CAM,100084,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,,,2.0,4.0,1.0,2.0,2.0,,2.0,,,,,,,,,,,
306,Pedro Augusto,P. Augusto,False,pedro-augusto,356,3.0,9,0.0,0.0,6,0,0.0,Pedro Augusto Borges da Costa,FOR,100085,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,,,,,,,,,,,,,,,,,,,,
307,Yuri Alberto,Y. Alberto,True,yuri-alberto,264,13.74,9,1.76,6.77,7,9,11.6,Yuri Alberto Monteiro da Silva,COR,100652,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,1.0,2.0,1.0,10.0,4.0,13.0,9.0,2.0,5.0,,,,,,,,,,,
308,Fernando,Fernando,False,fernando,280,5.0,9,0.0,0.0,5,0,0.0,Fernando dos Santos Pedro,RBB,100695,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,,,,,,,,,,,,,,,,,,,,
