,atletas.apelido,atletas.apelido_abreviado,atletas.entrou_em_campo,atletas.slug,atletas.clube_id,atletas.preco_num,atletas.rodada_id,atletas.variacao_num,atletas.media_num,atletas.status_id,atletas.jogos_num,atletas.pontos_num,atletas.nome,atletas.clube.id.full.name,atletas.atleta_id,atletas.minimo_para_valorizar,atletas.posicao_id,atletas.foto,A,CA,DS,FC,FD,FF,FS,I,G,FT,DE,GS,V,CV,PS,SG,DP,PC,PP,GC
309,Matheus Henrique,M. Henrique,False,matheus-henrique,283,8.54,9,0.0,1.55,5,2,0.0,Matheus Henrique de Souza,CRU,100742,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,,1.0,2.0,3.0,,,4.0,,,,,,,,,,,,,
310,Liziero,Liziero,False,liziero,276,5.0,9,0.0,0.0,6,0,0.0,Igor Matheus Liziero Pereira,SAO,100761,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,,,,,,,,,,,,,,,,,,,,
311,Brenno,Brenno,False,brenno,356,3.71,9,0.0,-3.0,6,0,0.0,Brenno Oliveira Fraga Costa,FOR,100830,,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,,,,,,,,,,,,,,1.0,,,,,,
312,Ruan,Ruan,False,ruan,276,6.04,9,0.0,2.75,6,4,0.0,Ruan Tressoldi Netto,SAO,100842,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,,1.0,5.0,5.0,,,2.0,,,,,,,,,1.0,,,,
313,Lucas Esteves,L. Esteves,False,lucas-esteves,284,5.64,9,0.0,2.05,6,4,0.0,Lucas Esteves de Souza,GRE,100846,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,,,5.0,4.0,,3.0,1.0,,,,,,,,,,,1.0,,
314,Luan Cândido,L. Cândido,False,luan-candido,284,7.0,9,0.0,0.0,6,0,0.0,Luan Cândido de Almeida,GRE,100848,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,,,,,,,,,,,,,,,,,,,,
315,Vitinho,Vitinho,True,vitinho,263,10.04,9,-0.46,6.5,6,9,7.2,Victor Alexander da Silva,BOT,100898,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,,1.0,18.0,7.0,,1.0,2.0,2.0,1.0,,,,,,,5.0,,,,
316,Ronald Lopes,R. Lopes,True,ronald-lopes,287,2.91,9,0.46,0.77,7,7,2.4,Ronald dos Santos Lopes,VIT,100969,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,,2.0,5.0,15.0,1.0,1.0,5.0,1.0,,,,,,,,,,,,
317,Nonato,Nonato,True,nonato,266,4.78,9,-0.31,2.17,3,6,0.6,Gustavo Nonato Santana,FLU,100987,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,,3.0,9.0,6.0,,1.0,7.0,,,,,,,,,,,,,
318,Júnior Santos,J. Santos,True,junior-santos,282,7.9,9,-1.92,3.27,6,4,-0.5,José Antonio dos Santos Júnior,CAM,101002,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,
319,Diego,Diego,True,diego,354,11.49,9,1.39,7.76,6,8,12.9,Jackson Diego Ibraim Fagundes - Ibrahim,CEA,101027,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,2.0,,13.0,3.0,1.0,1.0,23.0,,,,,,,,,4.0,,,,
320,Ferreira,Ferreira,False,ferreira,276,10.53,9,0.0,8.35,6,7,0.0,Aldemir dos Santos Ferreira,SAO,101290,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,2.0,2.0,9.0,5.0,1.0,6.0,17.0,1.0,3.0,,,,,,,,,,,
321,Ademir,Ademir,False,ademir,265,4.54,9,0.0,2.19,5,7,0.0,Ademir da Silva Santos Júnior,BAH,101314,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,,2.0,6.0,5.0,1.0,2.0,14.0,,,,,,,,,,,,,
322,Guga,Guga,False,guga,266,6.55,9,0.0,3.0,5,3,0.0,Cláudio Rodrigues Gomes,FLU,101319,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,,,5.0,1.0,,1.0,2.0,,,,,,,,,,,,,
323,Marcelo Pitaluga,M. Pitaluga,False,marcelo-pitaluga,266,3.0,9,0.0,0.0,6,0,0.0,Marcelo de Araújo Pitaluga Filho,FLU,101478,,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,,,,,,,,,,,,,,,,,,,,
324,Pepê,Pepê,True,pepe,287,4.34,9,-1.34,1.38,3,5,-2.5,João Pedro Vilardi Pinto,VIT,101573,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,,1.0,6.0,7.0,,,8.0,,,,,,,1.0,,,,,,
325,Hugo Souza,H. Souza,True,hugo-souza,264,8.75,9,0.31,1.93,7,4,6.3,Hugo de Souza Nogueira,COR,101574,,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,,1.0,,,,,,,,,9.0,8.0,,,,1.0,,,,
326,Hugo Moura,H. Moura,True,hugo-moura,267,6.52,9,1.09,3.61,7,8,7.0,Hugo Moura Arruda da Silva,VAS,101594,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,1.0,1.0,16.0,13.0,2.0,3.0,6.0,,,,,,,,,,,,,1.0
327,Ramon,Ramon,False,ramon,285,6.49,9,0.0,3.9,6,3,0.0,Ramon Ramos Lima,INT,101597,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,,1.0,3.0,2.0,1.0,2.0,2.0,,,,,,,,,1.0,,,,
328,Peixoto,Peixoto,False,peixoto,286,3.0,9,0.0,0.0,6,0,0.0,Daniel Nascimento Peixoto dos Santos,JUV,101651,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,,,,,,,,,,,,,,,,,,,,
329,Felipe Jonatan,F. Jonatan,False,felipe-jonatan,356,6.0,9,0.0,0.0,6,0,0.0,Felipe Jonatan Rocha Andrade,FOR,101708,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,,,,,,,,,,,,,,,,,,,,
330,Matheuzinho,Matheuzinho,False,matheuzinho,264,9.81,9,0.0,5.58,7,6,0.0,Matheus França Silva,COR,101727,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,,4.0,20.0,6.0,1.0,2.0,3.0,,,,,,,,,1.0,,,,
331,Claudinho,Claudinho,True,claudinho,287,4.31,9,0.19,1.36,2,8,1.1,Claudio Coelho Salvático,VIT,101752,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,,4.0,9.0,7.0,1.0,1.0,3.0,,,,,,,,,,,,,
332,Jean David,J. David,False,jean-david,267,3.0,9,0.0,0.0,6,0,0.0,Jean David Meneses Villarroel,VAS,101768,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,,,,,,,,,,,,,,,,,,,,
333,Mayk,Mayk,False,mayk,284,2.0,9,0.0,0.0,6,0,0.0,Mayksilvan da Silva Ferreira,GRE,101820,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,,,,,,,,,,,,,,,,,,,,
334,Willian Machado,W. Machado,True,willian-machado,354,5.32,9,0.42,4.0,6,8,7.5,Willian Estefani Machado,CEA,101908,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,,1.0,6.0,3.0,,3.0,5.0,,,,,,,,,4.0,,,,
335,Vitinho,Vitinho,False,vitinho,285,5.03,9,0.0,1.82,5,6,0.0,Vitor Hugo Naum dos Santos,INT,101960,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,,2.0,7.0,11.0,1.0,2.0,6.0,1.0,,,,,,,,,,,,
336,Brítez,Brítez,False,britez,356,7.0,9,0.0,0.0,6,0,0.0,Emanuel Fermín Brítez,FOR,101995,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,,,,,,,,,,,,,,,,,,,,
337,Piquerez,Piquerez,True,piquerez,275,12.0,9,-1.31,7.0,7,9,0.8,Joaquín Piquerez Moreira,PAL,102130,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,,1.0,10.0,4.0,1.0,8.0,3.0,,2.0,,,,,,,5.0,,,,
338,Vitor Eudes,V. Eudes,False,vitor-eudes,266,2.0,9,0.0,0.0,6,0,0.0,Vitor Eudes de Souza Costa,FLU,102137,,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,,,,,,,,,,,,,,,,,,,,
339,Lucas Halter,L. Halter,True,lucas-halter,287,3.64,9,0.41,2.0,7,9,3.9,Lucas Halter,VIT,102253,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,,2.0,6.0,4.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
340,Rollheiser,Rollheiser,True,rollheiser,277,5.77,9,-0.51,1.0,7,9,0.2,Benjamín Rollheiser,SAN,102256,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,,2.0,4.0,8.0,,5.0,7.0,1.0,,,,,,,,,,,,
341,Caio Paulista,C. Paulista,False,caio-paulista,282,7.63,9,0.0,4.4,6,4,0.0,Caio Fernando de Oliveira,CAM,102318,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,,1.0,4.0,4.0,1.0,2.0,2.0,,,,,,,,,2.0,,,,
342,Cacá,Cacá,True,caca,264,6.4,9,-0.19,3.98,7,5,5.8,Carlos de Menezes Júnior,COR,102340,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,,,3.0,3.0,,1.0,5.0,,1.0,,,,,,,1.0,,,,
343,Mastriani,Mastriani,False,mastriani,263,5.19,9,0.0,1.34,5,5,0.0,Gonzalo Mathías Mastriani Borges,BOT,102561,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,,,2.0,3.0,1.0,4.0,1.0,3.0,,,,,,,,,,,,
344,Thiaguinho,Thiaguinho,False,thiaguinho,287,3.0,9,0.0,0.0,6,0,0.0,Thiago Beserra dos Santos Conti,VIT,102599,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,,,,,,,,,,,,,,,,,,,,
345,Luan Vinícius,L. Vinícius,False,luan-vinicius,276,5.0,9,0.0,0.0,6,0,0.0,Luan Vinícius da Silva Santos,SAO,102909,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,,,,,,,,,,,,,,,,,,,,
346,Canobbio,Canobbio,False,canobbio,266,7.81,9,0.0,3.76,5,8,0.0,Agustín Canobbio Graviz,FLU,102928,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,,1.0,11.0,10.0,2.0,3.0,10.0,2.0,1.0,,,,,,,,,,,
347,Facundo Torres,F. Torres,True,facundo-torres,275,10.13,9,-0.35,4.88,2,8,0.5,Facundo Daniel Torres Pérez,PAL,102950,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,1.0,1.0,7.0,4.0,3.0,1.0,5.0,1.0,2.0,1.0,,,,,,,,,,
348,Escobar,Escobar,True,escobar,277,9.52,9,-1.32,7.62,3,9,-1.8,Gonzalo Daniel Escobar,SAN,102975,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,,,40.0,15.0,,2.0,9.0,,,,,,,1.0,,2.0,,,,
349,Laquintana,Laquintana,True,laquintana,280,4.93,9,-0.29,3.47,6,6,0.5,Ignacio Jesús Laquintana Marsico - Nacho,RBB,103014,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,,,2.0,1.0,,3.0,,3.0,2.0,,,,,,,,,,,
350,Gabriel Brazão,G. Brazão,True,gabriel-brazao,277,5.33,9,-1.74,3.93,7,9,0.3,Gabriel Nascimento Rezende Brazão - Resende,SAN,103056,,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,,,1.0,,,,2.0,,,,26.0,11.0,,,,2.0,,,,
351,Eric Ramires,E. Ramires,True,eric-ramires,280,6.29,9,-1.2,3.93,7,9,0.7,Eric dos Santos Rodrigues,RBB,103295,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,1.0,1.0,13.0,8.0,1.0,2.0,7.0,,1.0,,,,,,,,,,,
352,Emmanuel Martínez,E. Martínez,True,emmanuel-martinez,356,5.83,9,-0.87,3.37,2,6,-0.1,Leandro Emmanuel Martínez,FOR,103388,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,1.0,4.0,6.0,9.0,2.0,,5.0,,1.0,,,,,,,,,,,
353,Kaio Jorge,K. Jorge,True,kaio-jorge,283,14.1,9,-1.8,10.65,7,8,3.6,Kaio Jorge Pinto Ramos,CRU,103445,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,2.0,2.0,13.0,5.0,3.0,8.0,13.0,3.0,5.0,2.0,,,,,1.0,,,,1.0,
354,Ignácio,Ignácio,True,ignacio,266,6.38,9,-1.12,3.42,6,5,0.0,Ignácio da Silva Oliveira,FLU,103523,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,,,6.0,7.0,2.0,1.0,4.0,,,,,,,,,1.0,,,,
355,Dênis Júnior,D. Júnior,False,denis-junior,265,3.0,9,0.0,0.0,6,0,0.0,Dênis de Oliveira Aguiar Júnior,BAH,103662,,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,,,,,,,,,,,,,,,,,,,,
356,Gabriel Fuentes,G. Fuentes,True,gabriel-fuentes,266,8.0,9,-0.62,4.87,7,3,1.7,Gabriel Rafael Fuentes Gómez,FLU,103672,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,,1.0,11.0,3.0,,,,,,,,,,,,,,,,
357,Kaíque Rocha,K. Rocha,False,kaique-rocha,285,5.0,9,0.0,0.0,6,0,0.0,Kaíque Rocha Lima,INT,103684,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,,,,,,,,,,,,,,,,,,,,
358,Gabriel Veron,G. Veron,False,gabriel-veron,277,3.88,9,0.0,1.25,6,6,0.0,Gabriel Veron Fonseca de Souza,SAN,103764,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,,,3.0,1.0,1.0,1.0,3.0,2.0,,,,,,,,,,,,
359,Gabriel Menino,G. Menino,True,gabriel-menino,282,5.17,9,-1.14,1.88,5,6,-0.6,Gabriel Vinícius Menino,CAM,103767,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,1.0,,1.0,3.0,2.0,1.0,5.0,,,,,,,,,,,,,
360,Rafael Guanaes,R. Guanaes,True,rafael-guanaes,2305,6.35,9,0.18,4.74,7,9,5.66,Rafael Silva Guanaes,MIR,104027,,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,,,,,,,,,,,,,2.0,,,,,,,
361,Sabino,Sabino,True,sabino,276,5.38,9,-0.03,2.3,6,4,2.3,José Sabino Chagas Monteiro,SAO,104075,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,,1.0,1.0,5.0,2.0,1.0,4.0,,,,,,,,,1.0,,,,
362,Bruno Fuchs,B. Fuchs,True,bruno-fuchs,275,6.83,9,-1.07,4.65,2,7,0.0,Bruno de Lara Fuchs,PAL,104085,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,,2.0,6.0,4.0,,1.0,2.0,,,,,,,,,5.0,,,,
363,Lucas Arcanjo,L. Arcanjo,True,lucas-arcanjo,287,7.04,9,-1.12,4.54,7,8,-2.0,Lucas Willians Assis Arcanjo,VIT,104118,,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,,,,,,,1.0,,,,36.0,11.0,,,,,,,,
364,Fabri,Fabri,False,fabri,287,4.32,9,0.0,2.8,6,7,0.0,Fabrício do Rosário dos Santos,VIT,104134,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,1.0,,5.0,8.0,1.0,6.0,7.0,,,,,,,,,,,,,
365,Raul,Raul,False,raul,263,2.0,9,0.0,0.0,6,0,0.0,Raul Jonas Steffens,BOT,104191,,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,,,,,,,,,,,,,,,,,,,,
366,Edson Carioca,E. Carioca,True,edson-carioca,2305,7.32,9,-1.73,6.33,7,8,1.6,Edson Guilherme Mendes dos Santos,MIR,104204,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,2.0,1.0,8.0,8.0,4.0,10.0,7.0,2.0,2.0,,,,,,,,,,,
367,João Victor,J. Victor,True,joao-victor,267,6.04,9,0.68,2.97,7,8,4.4,João Victor da Silva Marcelino,VAS,104250,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,,1.0,8.0,5.0,2.0,3.0,5.0,,,,,,,,,2.0,,,,1.0
368,Adriano Martins,A. Martins,False,adriano-martins,286,5.51,9,0.0,2.22,6,5,0.0,Adriano Martins da Fonseca,JUV,104253,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,,1.0,4.0,3.0,,2.0,1.0,1.0,,,,,,,,1.0,,,,
369,João Lucas,J. Lucas,False,joao-lucas,284,5.14,9,0.0,3.0,5,1,0.0,João Lucas de Almeida Carvalho,GRE,104257,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,,,2.0,,,,,,,,,,,,,,,,,
370,Hereda,Hereda,True,hereda,292,6.46,9,0.29,5.14,7,9,3.4,Diogo Hereda da Silva,SPT,104271,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,1.0,1.0,14.0,9.0,2.0,6.0,14.0,2.0,,,,,,,,2.0,,,,
371,Christian,Christian,True,christian,283,6.88,9,0.75,3.83,7,7,4.8,Christian Roberto Alves Cardoso,CRU,104502,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,1.0,2.0,7.0,14.0,2.0,4.0,8.0,1.0,1.0,,,,,,,,,,,
372,Camilo,Camilo,True,camilo,284,3.15,9,-0.44,1.45,6,8,-1.0,Camilo Reijers de Oliveira,GRE,104519,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,,,9.0,10.0,,2.0,1.0,,,,,,,,,,,1.0,,
373,Igor Jesus,I. Jesus,True,igor-jesus,263,12.62,9,-1.2,7.19,6,9,0.4,Igor Jesus Maciel da Cruz,BOT,104528,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,1.0,,1.0,9.0,10.0,10.0,22.0,1.0,3.0,2.0,,,,,,,,,,
374,Fabrício,Fabrício,False,fabricio,280,2.0,9,0.0,0.0,6,0,0.0,Fabrício Oliveira de Souza,RBB,104588,,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,,,,,,,,,,,,,,,,,,,,
375,Matheus Bianqui,M. Bianqui,True,matheus-bianqui,2305,4.26,9,0.04,0.55,6,2,1.7,Matheus Henrique Bianqui,MIR,104640,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,,1.0,2.0,3.0,,,,,,,,,,,,,,,,
376,Moisés,Moisés,False,moises,356,11.49,9,0.0,3.53,5,3,0.0,Moisés Vieira da Veiga,FOR,104666,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,
377,Newton,Newton,False,newton,263,2.56,9,0.0,0.07,6,3,0.0,Newton Araújo da Costa Júnior,BOT,104693,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
378,Juan Vojvoda,J. Vojvoda,True,juan-vojvoda,356,10.7,9,-1.46,6.05,7,8,2.63,Juan Pablo Vojvoda Rizzo,FOR,104754,,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,,,,,,,,,,,,,2.0,,,,,,,
379,Enzo Díaz,E. Díaz,True,enzo-diaz,276,9.33,9,1.03,5.23,7,8,11.1,Enzo Hernán Díaz,SAO,104758,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,1.0,3.0,20.0,15.0,,3.0,6.0,1.0,,,,,,,,2.0,,1.0,,
380,Leo Godoy,L. Godoy,True,leo-godoy,277,5.37,9,-0.49,3.74,6,5,1.7,Leonardo Ezequiel Godoy,SAN,104759,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,,1.0,6.0,6.0,,,5.0,,,,,,,,,2.0,,,,
381,Acevedo,Acevedo,True,acevedo,265,4.64,9,-0.01,2.35,6,6,3.2,Nicolás Brian Acevedo Tabárez,BAH,104783,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,,1.0,10.0,3.0,,,2.0,,,,,,,,,,,,,
382,Arezo,Arezo,True,arezo,284,5.76,9,-0.17,3.43,7,6,2.0,Douglas Matías Arezo Martínez,GRE,104849,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,
383,Jorge Meurer,J. Meurer,False,jorge-meurer,284,2.0,9,0.0,0.0,6,0,0.0,Jorge Meurer Bartholdy,GRE,104933,,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,,,,,,,,,,,,,,,,,,,,
384,Wagner Leonardo,W. Leonardo,True,wagner-leonardo,284,6.24,9,-0.14,2.88,7,9,0.9,Wagner Leonardo Calvelo de Souza,GRE,104994,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,1.0,1.0,11.0,10.0,2.0,,2.0,,,,,,,,,1.0,,,,
385,João Marcelo,J. Marcelo,False,joao-marcelo,283,7.0,9,0.0,0.0,5,0,0.0,João Marcelo Messias Ferreira,CRU,105047,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,,,,,,,,,,,,,,,,,,,,
386,Fabrício Daniel,F. Daniel,False,fabricio-daniel,2305,3.04,9,0.0,1.1,6,7,0.0,Fabrício Daniel de Souza,MIR,105171,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,,,,5.0,2.0,6.0,4.0,,,,,,,,,,,,,
