,atletas.preco_num,atletas.clube.id.full.name,atletas.rodada_id,atletas.slug,atletas.entrou_em_campo,atletas.media_num,atletas.status_id,atletas.foto,atletas.posicao_id,atletas.pontos_num,atletas.clube_id,atletas.nome,atletas.variacao_num,atletas.jogos_num,atletas.apelido,atletas.apelido_abreviado,atletas.atleta_id,FS,FT,I,DS,FC,FD,FF,DE,GS,SG,A,CA,G,PS,V,CV,DP,PP,PC,GC
617,1.0,VAS,38,pablo,False,0.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,1,0.0,267,Pablo de Paula Cardoso,0.0,0,Pablo,Pablo,129665,,,,,,,,,,,,,,,,,,,,
618,2.0,VAS,38,jp,False,0.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,4,0.0,267,João Pedro Murilo de Paula Morais,0.0,0,JP,JP,129666,,,,,,,,,,,,,,,,,,,,
619,2.0,BOT,38,cristhian-loor,False,0.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,1,0.0,263,Cristhian Joel Loor Santamaría - Christian,0.0,0,Cristhian Loor,C. Loor,129930,,,,,,,,,,,,,,,,,,,,
620,1.0,FLA,38,bruno-xavier,False,0.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,4,0.0,262,Bruno Fernandes Xavier,0.0,0,Bruno Xavier,B. Xavier,129948,,,,,,,,,,,,,,,,,,,,
621,3.74,GRE,38,noriega,False,1.52,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,4,0.0,284,Erick Carlos Noriega Loret de Mola,0.0,13,Noriega,Noriega,130048,9.0,,,13.0,14.0,,6.0,,,,,3.0,,,,,,,2.0,
622,1.0,FLA,38,leo-nannetti,False,0.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,1,0.0,262,Leonardo Nannetti Lopes,0.0,0,Léo Nannetti,L. Nannetti,130189,,,,,,,,,,,,,,,,,,,,
623,2.0,FLA,38,carbone,False,0.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,2,0.0,262,João Victor Schlickmann Carbone,0.0,0,Carbone,Carbone,130190,,,,,,,,,,,,,,,,,,,,
624,1.0,VAS,38,euder,False,0.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,4,0.0,267,Euder Galdino da Silva,0.0,0,Euder,Euder,130252,,,,,,,,,,,,,,,,,,,,
625,1.88,VAS,38,leandrinho,True,0.5,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,2,1.0,267,Leandro Viana da Silva Gama,0.05,2,Leandrinho,Leandrinho,130254,2.0,,,,,,,,,,,,,,,,,,,
626,2.89,VAS,38,guilherme-estrella,True,0.5,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,4,0.5,267,Guilherme Estrella de Paiva,-0.11,1,Guilherme Estrella,G. Estrella,130255,1.0,,,,,,,,,,,,,,,,,,,
627,1.9,VAS,38,lukas-zuccarello,False,0.6,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,4,0.0,267,Lukas Rocha Zuccarello,0.0,2,Lukas Zuccarello,L. Zuccarello,130279,,,,1.0,1.0,,,,,,,,,,,,,,,
628,1.0,VAS,38,phillipe-gabriel,False,0.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,1,0.0,267,Phillipe Gabriel Pires de Oliveira,0.0,0,Phillipe Gabriel,P. Gabriel,130280,,,,,,,,,,,,,,,,,,,,
629,1.0,BOT,38,rhyan,False,0.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,1,0.0,263,Rhyan Luca Carvalho de Arruda,0.0,0,Rhyan,Rhyan,130305,,,,,,,,,,,,,,,,,,,,
630,1.0,JUV,38,rafael-pinna,False,0.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,5,0.0,286,Rafael Oliveira Pinna,0.0,0,Rafael Pinna,R. Pinna,130316,,,,,,,,,,,,,,,,,,,,
631,5.8,VIT,38,maykon,False,4.25,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,2,0.0,287,Maykon Kesley de Jesus Ramalho,0.0,9,Maykon,Maykon,130319,8.0,,,11.0,16.0,1.0,3.0,,,4.0,,1.0,,,,,,,,
632,2.0,FLA,38,guilherme-gomes,False,0.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,4,0.0,262,Guilherme Henrique Bernardineli Gomes,0.0,0,Guilherme Gomes,G. Gomes,130382,,,,,,,,,,,,,,,,,,,,
633,2.81,MIR,38,maceio,False,0.78,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,5,0.0,2305,Everton Leandro de Oliveira Santos,0.0,6,Maceió,Maceió,130386,3.0,,1.0,1.0,2.0,1.0,4.0,,,,,1.0,,,,,,,1.0,
634,1.8,BAH,38,luiz-gustavo,False,1.56,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,3,0.0,265,Luiz Gustavo Marinho Ribeiro dos Santos,0.0,5,Luiz Gustavo,L. Gustavo,130393,2.0,,,4.0,4.0,,,,,1.0,,3.0,,,,,,,,
635,0.64,INT,38,diego,False,-1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,1,-1.0,285,Diego Esser Pereira,-0.36,0,Diego,Diego,130438,,,,,,,,,,,,1.0,,,,,,,,
636,1.11,JUV,38,marlon,False,0.5,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,5,0.0,286,Marlon Santos Teodoro,0.0,1,Marlon,Marlon,130507,,,,,1.0,,1.0,,,,,,,,,,,,,
637,0.92,PAL,38,riquelme-fillipi,False,0.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,5,0.0,275,Riquelme Fillipi Marinho de Souza,0.0,1,Riquelme Fillipi,R. Fillipi,130608,,,,,,,,,,,,,,,,,,,,
638,3.4,PAL,38,luighi,True,1.34,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,5,3.1,275,Luighi Hanri Sousa Santos,0.45,7,Luighi,Luighi,130612,5.0,,2.0,4.0,7.0,2.0,1.0,,,,,,,,,,,,,
639,1.0,VIT,38,edenilson,False,0.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,4,0.0,287,Edenílson Santos Nascimento Filho,0.0,0,Edenílson,Edenílson,130620,,,,,,,,,,,,,,,,,,,,
640,3.33,FLU,38,bernal,True,1.64,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,4,0.0,266,Facundo Bernal Cruz,-0.14,20,Bernal,Bernal,130650,12.0,,,22.0,16.0,4.0,5.0,,,,,7.0,,,,,,,,1.0
641,1.0,RBB,38,boateng,False,0.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,3,0.0,280,Stanley Boateng Osei,0.0,0,Boateng,Boateng,130711,,,,,,,,,,,,,,,,,,,,
642,8.46,SAN,38,souza,True,4.67,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,2,9.7,277,João Victor de Souza Menezes,0.65,23,Souza,Souza,130811,20.0,,1.0,33.0,19.0,6.0,9.0,,,5.0,2.0,4.0,1.0,1.0,,,,,1.0,
643,1.0,VIT,38,andrei,False,0.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,3,0.0,287,Andrei Gabriel dos Santos Ferreira,0.0,0,Andrei,Andrei,130869,,,,,,,,,,,,,,,,,,,,
644,2.62,GRE,38,riquelme,False,1.86,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,4,0.0,284,Riquelme Freitas dos Santos,0.0,9,Riquelme,Riquelme,130889,11.0,,,6.0,2.0,1.0,2.0,,,,,,,,,,,,,
645,1.0,SAO,38,felipe-preis,False,0.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,1,0.0,276,Felipe Gabriel Preis,0.0,0,Felipe Preis,F. Preis,131116,,,,,,,,,,,,,,,,,,,,
646,1.45,GRE,38,jardiel,False,0.85,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,5,0.0,284,Jardiel Maciel Libertino da Silva,0.0,4,Jardiel,Jardiel,131455,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
647,1.19,SAN,38,hyan,False,0.7,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,4,0.0,277,Hyan Carvalho Machado Silva,0.0,2,Hyan,Hyan,131515,1.0,,,1.0,2.0,,,,,,,,,,,,,,,
648,6.05,SAN,38,jp-chermont,False,4.28,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,2,0.0,277,João Pedro Chermont Crema,0.0,5,JP Chermont,J. Chermont,131516,1.0,,2.0,14.0,9.0,,1.0,,,1.0,,3.0,,,,,,,,
649,6.73,SAO,38,andre-silva,False,4.32,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,5,0.0,276,André Oliveira e Silva,0.0,19,André Silva,A. Silva,131617,20.0,1.0,5.0,11.0,20.0,5.0,10.0,,,,2.0,5.0,5.0,,,,,,,
650,3.24,COR,38,felipe-longo,False,2.72,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,1,0.0,264,Felipe Longo Fernandes da Silva,0.0,6,Felipe Longo,F. Longo,131753,1.0,,,,,,,16.0,10.0,1.0,,,,,,,,,,
651,1.0,SAO,38,isac,False,0.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,3,0.0,276,Isac Silvestre da Silva,0.0,0,Isac,Isac,131762,,,,,,,,,,,,,,,,,,,,
652,1.0,RBB,38,yuri-leles,False,0.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,4,0.0,280,Yuri Silva Leles de Souza,0.0,0,Yuri Leles,Y. Leles,131763,,,,,,,,,,,,,,,,,,,,
653,1.0,RBB,38,kevyn,False,0.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,3,0.0,280,Kevyn Henrique Monteiro de Souza,0.0,0,Kevyn,Kevyn,131765,,,,,,,,,,,,,,,,,,,,
654,7.14,FLU,38,serna,True,5.21,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,5,1.7,266,Kevin Steven Serna Jaramillo,-0.66,32,Serna,Serna,132071,30.0,,4.0,33.0,21.0,14.0,9.0,,,,6.0,3.0,7.0,1.0,,,,,,
655,6.53,CRU,38,arroyo,True,4.35,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,5,1.5,283,Keny Alexander Arroyo Alvarado,-0.04,13,Arroyo,Arroyo,132264,18.0,,,10.0,6.0,9.0,8.0,,,,1.0,4.0,2.0,,,,,,,
656,6.05,MIR,38,jemmes,False,4.53,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,3,0.0,2305,Jemmes Bruno Ribeiro da Silva,0.0,34,Jemmes,Jemmes,132553,11.0,,1.0,60.0,32.0,1.0,9.0,,,11.0,,3.0,1.0,,,,,,,
657,1.0,VIT,38,davi-barbosa,False,0.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,1,0.0,287,Davi Barbosa da Silva Novaes,0.0,0,Davi Barbosa,D. Barbosa,132560,,,,,,,,,,,,,,,,,,,,
658,6.24,RBB,38,vinicinho,True,3.15,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,5,6.0,280,Vinicius Mendonça Pereira,0.42,22,Vinicinho,Vinicinho,132580,37.0,,4.0,20.0,16.0,6.0,6.0,,,,3.0,2.0,,1.0,,,,,,
659,3.73,COR,38,gui-negao,False,2.43,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,5,0.0,264,Guilherme William Silva Inácio,0.0,22,Gui Negão,G. Negão,133543,25.0,,3.0,13.0,28.0,2.0,2.0,,,,1.0,3.0,3.0,,,,,,,
660,2.0,SAO,38,igao,False,0.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,3,0.0,276,Igor Odoni Gomes,0.0,0,Igão,Igão,133623,,,,,,,,,,,,,,,,,,,,
661,5.89,GRE,38,alysson,True,4.44,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,5,2.2,284,Alysson Edward Franco da Rocha dos Santos,-0.31,28,Alysson,Alysson,133669,50.0,1.0,3.0,46.0,23.0,9.0,12.0,,,,2.0,5.0,1.0,1.0,,,,,,
662,1.0,RBB,38,gustavo-reis,False,0.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,1,0.0,280,Gustavo Reis de Alcântara,0.0,0,Gustavo Reis,G. Reis,133671,,,,,,,,,,,,,,,,,,,,
663,1.0,SAN,38,mateus-xavier,False,0.5,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,4,0.0,277,Mateus Xavier de Sousa,0.0,3,Mateus Xavier,M. Xavier,133673,,,,1.0,,,,,,,,,,,,,,,,
664,3.79,PAL,38,benedetti,True,3.07,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,3,6.0,275,Luiz Gustavo Roncholeta Benedetti,1.18,3,Benedetti,Benedetti,133679,,,,6.0,2.0,,1.0,,,,,,,,,,,,,
665,2.0,FLU,38,wallace-davi,False,0.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,4,0.0,266,Wallace Davi Nunes da Silva Dias,0.0,0,Wallace Davi,W. Davi,133696,,,,,,,,,,,,,,,,,,,,
666,1.14,INT,38,yago-noal,False,0.6,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,4,0.0,285,Yago Eduardo Noal Lopes,0.0,2,Yago Noal,Y. Noal,134246,,,,1.0,1.0,,,,,,,,,,,,,,,
667,1.51,PAL,38,larson,True,1.6,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,4,1.6,275,Larson Torna Ferreira dos Santos,0.51,1,Larson,Larson,136156,3.0,,,1.0,4.0,,1.0,,,,,1.0,,,,,,,,
668,2.5,INT,38,luis-otavio,False,1.72,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,4,0.0,285,Luis Otávio Costa de Aquino,0.0,19,Luis Otávio,L. Otávio,136306,14.0,,1.0,18.0,7.0,2.0,2.0,,,,,3.0,,,,,,,,
669,4.39,BAH,38,sanabria,False,1.6,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,5,0.0,265,Mateo Naín Sanabria Doracio,0.0,8,Sanabria,Sanabria,136955,18.0,,2.0,3.0,5.0,2.0,2.0,,,,,,,,,1.0,,,,
670,1.0,SPT,38,micael,False,0.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,5,0.0,292,Micael de Barros Viturino,0.0,0,Micael,Micael,137375,,,,,,,,,,,,,,,,,,,,
671,1.36,CRU,38,kaique-kenji,True,0.87,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,5,1.6,283,Kaique Kenji Takamura Correa,0.27,3,Kaique Kenji,K. Kenji,137542,3.0,,1.0,,,1.0,,,,,,,,,,,,,,
672,4.07,INT,38,clayton-sampaio,False,2.59,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,3,0.0,285,Clayton Sampaio Pereira,0.0,10,Clayton Sampaio,C. Sampaio,137618,1.0,1.0,,9.0,13.0,2.0,3.0,,,2.0,,2.0,,,,,,,,
673,1.7,RBB,38,palacios,False,1.3,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,3,0.0,280,Sergio Stevan Palacios Zapata,0.0,2,Palacios,Palacios,138021,1.0,,,,3.0,,,,,1.0,,2.0,,,,,,,,
674,2.0,PAL,38,figueiredo,False,0.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,4,0.0,275,Vitor dos Santos Figueiredo,0.0,0,Figueiredo,Figueiredo,139001,,,,,,,,,,,,,,,,,,,,
675,12.73,FLA,38,filipe-luis,False,6.89,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,6,0.0,262,Filipe Luís Kasmirski,0.0,35,Filipe Luís,F. Luís,139076,,,,,,,,,,,,,,,22.0,,,,,
676,1.0,INT,38,pedro-kaua,False,0.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,3,0.0,285,Pedro Kauã Rodrigues Machado,0.0,0,Pedro Kauã,P. Kauã,139200,,,,,,,,,,,,,,,,,,,,
677,4.38,CRU,38,kaua-prates,True,3.59,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,2,3.0,283,Kauã Prates de Almeida,-0.25,8,Kauã Prates,K. Prates,139345,1.0,,1.0,7.0,4.0,,,,,4.0,,1.0,,,,,,,,
678,2.0,CAM,38,caio-maia,False,0.0,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,5,0.0,282,Caio da Silva Maia,0.0,0,Caio Maia,C. Maia,139455,,,,,,,,,,,,,,,,,,,,
679,3.46,CAM,38,joao-marcelo,False,1.51,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,5,0.0,282,João Marcelo Soares de Freitas,0.0,7,João Marcelo,J. Marcelo,140364,,,2.0,1.0,3.0,3.0,2.0,,,,1.0,,,,,,,,,
680,3.43,FLU,38,riquelme-felipe,False,1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,5,0.0,266,Riquelme Felipe Silva de Almeida,0.0,5,Riquelme Felipe,R. Felipe,140484,3.0,,,2.0,1.0,,1.0,,,,,,,,,,,,,
681,3.51,FLA,38,joao-victor,False,2.95,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,3,0.0,262,João Victor de Souza Cunha,0.0,2,João Victor,J. Victor,140492,,,,1.0,2.0,,,,,1.0,,,,,,,,,,
682,1.0,FLA,38,joao-alves,False,0.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,4,0.0,262,João Victor Alves Ferreira,0.0,0,João Alves,J. Alves,140494,,,,,,,,,,,,,,,,,,,,
683,1.0,GRE,38,tiaguinho,False,0.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,4,0.0,284,Tiago Augusto Gonçalves,0.0,0,Tiaguinho,Tiaguinho,140496,,,,,,,,,,,,,,,,,,,,
684,3.62,SAO,38,ryan-francisco,False,2.69,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,5,0.0,276,Ryan Francisco Rodrigues dos Santos Silva,0.0,7,Ryan Francisco,R. Francisco,140542,5.0,,1.0,,4.0,,2.0,,,,,,2.0,,,,,,,
685,1.0,BAH,38,david-martins,False,0.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,4,0.0,265,David Martins Almeida de Lira,0.0,0,David Martins,D. Martins,140726,,,,,,,,,,,,,,,,,,,,
686,2.64,RBB,38,davi-gomes,False,2.23,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,5,0.0,280,Davi Gomes de Alvarenga,0.0,6,Davi Gomes,D. Gomes,140906,4.0,,,1.0,3.0,1.0,2.0,,,,,,1.0,,,,,,,
687,2.0,MIR,38,bruno-bertinato,False,0.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,1,0.0,2305,Bruno Oliveira Bertinato,0.0,0,Bruno Bertinato,B. Bertinato,140908,,,,,,,,,,,,,,,,,,,,
688,1.0,FLU,38,gustavo-felix,False,0.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,1,0.0,266,Gustavo Henrique Felix da Silva,0.0,0,Gustavo Felix,G. Felix,141038,,,,,,,,,,,,,,,,,,,,
689,1.0,FLU,38,kaio-borges,False,0.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,2,0.0,266,Kaio Borges Correa,0.0,0,Kaio Borges,K. Borges,141039,,,,,,,,,,,,,,,,,,,,
690,1.24,FLU,38,davi-schuindt,False,0.7,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,3,0.0,266,Davi Duarte Schuindt,0.0,2,Davi Schuindt,D. Schuindt,141040,1.0,,,,1.0,1.0,,,,,,,,,,,,,,
691,1.0,BOT,38,kaua-branco,False,0.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,3,0.0,263,Kauã Oliveira Branco,0.0,0,Kauã Branco,K. Branco,141084,,,,,,,,,,,,,,,,,,,,
692,1.0,CAM,38,robert,False,0.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,1,0.0,282,Robert Pinto Alves Assunção,0.0,0,Robert,Robert,141125,,,,,,,,,,,,,,,,,,,,
693,1.0,CAM,38,vitao,False,0.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,3,0.0,282,Vitor Fernandes Chaves Teixeira,0.0,0,Vitão,Vitão,141131,,,,,,,,,,,,,,,,,,,,
694,1.0,CAM,38,ze-phelipe,False,0.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,4,0.0,282,José Phelipe dos Santos Dutra,0.0,0,Zé Phelipe,Z. Phelipe,141138,,,,,,,,,,,,,,,,,,,,
695,2.53,CAM,38,mateus-iseppe,False,2.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,4,0.0,282,Mateus José Iseppe,0.0,1,Mateus Iseppe,M. Iseppe,141139,1.0,,,1.0,,,,,,,,,,,,,,,,
696,2.0,SPT,38,davi,False,0.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,1,0.0,292,Davi Medeiros Serrano Lira,0.0,0,Davi,Davi,141145,,,,,,,,,,,,,,,,,,,,
697,2.51,SPT,38,rafinha,True,4.2,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,3,4.2,292,Rafael Lima da Silva,1.51,1,Rafinha,Rafinha,141150,,,,3.0,1.0,,,,,,,,,,,,,,,
698,3.0,SPT,38,felipinho,False,0.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,2,0.0,292,Felipe Gabriel dos Santos Silva,0.0,0,Felipinho,Felipinho,141151,,,,,,,,,,,,,,,,,,,,
