,atletas.clube.id.full.name,atletas.pontos_num,atletas.nome,atletas.status_id,atletas.jogos_num,atletas.atleta_id,atletas.apelido_abreviado,atletas.apelido,atletas.variacao_num,atletas.posicao_id,atletas.slug,atletas.minimo_para_valorizar,atletas.clube_id,atletas.rodada_id,atletas.foto,atletas.preco_num,atletas.media_num,atletas.entrou_em_campo,CA,FC,FF,G,I,DS,FS,FD,DE,GS,A,FT,CV,PS,DP,SG,V,PC,PP,GC
386,RBB,0.0,Ariel Agustín Sant'Anna Quintero,5,4,105213,Sant'Anna,Sant'Anna,0.0,2,sant-anna,,280,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,6.78,4.88,False,1.0,3.0,3.0,,,7.0,1.0,,,,,1.0,,,,1.0,,,,
387,BOT,0.0,Santiago Mariano Rodríguez Molina,6,4,105214,S. Rodríguez,Santiago Rodríguez,0.0,4,santiago-rodriguez,,263,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,5.28,1.8,False,,1.0,2.0,,,2.0,1.0,2.0,,,,,,,,,,,,
388,FOR,0.0,Gastón Luciano Ávila,6,2,105258,G. Ávila,Gastón Ávila,0.0,3,gaston-avila,,356,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,10.49,7.85,False,,1.0,1.0,,,5.0,3.0,1.0,,,,,,,,1.0,,,,
389,SAO,-1.1,Nahuel Adolfo Ferraresi Hernández,7,7,105300,Ferraresi,Ferraresi,-1.04,3,ferraresi,,276,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,6.02,2.78,True,2.0,9.0,1.0,,1.0,13.0,4.0,,,,,,,,,1.0,,,,1.0
390,CEA,0.0,Lucas Eduardo Lima da Silva,6,3,105337,L. Lima,Lucas Lima,0.0,4,lucas-lima,,354,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,2.8,0.17,False,,,,,,,1.0,,,,,,,,,,,,,
391,BAH,0.0,Gabriel Lheman Xavier - Lhman,6,3,105373,G. Xavier,Gabriel Xavier,0.0,3,gabriel-xavier,,265,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,5.47,1.53,False,1.0,3.0,,,,1.0,,,,,,,,,,1.0,,,,
392,COR,8.3,Matheus Lima Beltrão Oliveira Valin,7,4,105531,M. Bidu,Matheus Bidu,0.71,2,matheus-bidu,,264,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,9.95,6.5,True,,2.0,2.0,,,4.0,6.0,,,,1.0,,,1.0,,2.0,,,,
393,MIR,0.0,Matheus Alvarenga de Oliveira,6,2,105533,Davó,Davó,0.0,5,davo,,2305,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,4.46,4.3,False,,,2.0,,,1.0,1.0,,,,1.0,,,,,,,,,
394,FOR,2.1,Juan Martín Lucero,7,9,105568,Lucero,Lucero,-0.23,5,lucero,,356,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,9.01,4.4,True,2.0,11.0,2.0,3.0,3.0,6.0,6.0,3.0,,,1.0,1.0,,,,,,,1.0,
395,VAS,10.1,Lucas Piton Crivellaro,7,8,105584,L. Piton,Lucas Piton,0.26,2,lucas-piton,,267,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,9.16,5.14,True,2.0,13.0,2.0,,1.0,12.0,5.0,,,,3.0,,,,,2.0,,,,
396,MIR,0.0,Roni Medeiros de Moura,6,4,105585,Roni,Roni,-0.27,4,roni,,2305,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,1.91,0.13,True,1.0,,,,,1.0,,,,,,,,,,,,,,
397,PAL,1.0,Maurício Magalhães Prado,6,6,105647,Maurício,Maurício,-1.38,4,mauricio,,275,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,8.58,2.4,True,,3.0,4.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,
398,COR,2.0,Talles Magno Bacelar Martins,7,7,105786,T. Magno,Talles Magno,0.15,5,talles-magno,,264,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,6.07,2.45,True,1.0,9.0,3.0,,2.0,4.0,13.0,1.0,,,1.0,,,,,,,,,
399,INT,0.0,Wesley Ribeiro Silva,6,8,105811,Wesley,Wesley,0.0,5,wesley,,285,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,12.93,6.66,False,1.0,8.0,4.0,,3.0,18.0,18.0,4.0,,,2.0,1.0,,,,,,,,
400,VIT,0.0,Lucas Eduardo Ribeiro de Souza,6,4,105842,Edu,Edu,0.0,3,edu,,287,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,2.51,1.12,False,,1.0,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,
401,CEA,0.0,Matheus de Araújo Andrade,6,5,105845,M. Araújo,Matheus Araújo,0.0,4,matheus-araujo,,354,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,5.76,3.4,False,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,
402,FOR,0.0,Allan Victor Oliveira Mota,6,3,105900,Allanzinho,Allanzinho,0.0,5,allanzinho,,356,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,4.51,2.43,False,1.0,4.0,2.0,,1.0,1.0,3.0,,,,1.0,,,,,,,,,
403,MIR,0.0,José Aldo Soares de Oliveira Filho,6,8,105903,J. Aldo,José Aldo,0.0,4,jose-aldo,,2305,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,4.38,2.49,False,2.0,8.0,4.0,,1.0,12.0,4.0,1.0,,,,,,,,,,,,
404,INT,0.0,Sergio Ramón Rochet Álvarez,5,1,105949,Rochet,Rochet,0.0,1,rochet,,285,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,9.26,3.1,False,,,,,,,1.0,,2.0,,,,,,,,,,,
405,BAH,2.6,Santiago Martín Ramos Mingo,7,10,105990,S. Mingo,Santiago Mingo,0.33,3,santiago-mingo,,265,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,4.78,2.94,True,2.0,11.0,3.0,,2.0,9.0,8.0,,,,,,,,,3.0,,,,
406,JUV,5.7,Ewerthon Diógenes da Silva,7,10,106082,Ewerthon,Ewerthon,0.79,2,ewerthon,,286,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,7.28,4.03,True,2.0,6.0,4.0,,,20.0,7.0,2.0,,,,,,,,1.0,,,,
407,VIT,2.62,Thiago Carpini Barbosa,7,10,106147,T. Carpini,Thiago Carpini,-0.08,6,thiago-carpini,,287,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,6.34,3.68,True,,,,,,,,,,,,,,,,,2.0,,,
408,RBB,0.0,Lucas Alexandre Galdino de Azevedo,6,1,106160,Lucão,Lucão,0.0,1,lucao,,280,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,6.09,8.9,False,,,,,,,,,3.0,,,,,,,1.0,,,,
409,INT,0.0,Bruno Gomes da Silva Clevelário,5,0,106202,B. Gomes,Bruno Gomes,0.0,2,bruno-gomes,,285,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,6.0,0.0,False,,,,,,,,,,,,,,,,,,,,
410,SAO,0.0,Marcos Antônio Silva Santos,6,8,106294,M. Antônio,Marcos Antônio,0.0,4,marcos-antonio,,276,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,3.46,1.4,False,3.0,7.0,2.0,,,6.0,9.0,1.0,,,,,,,,,,,,
411,BAH,-0.3,Caio Alexandre Souza e Silva,7,8,106323,C. Alexandre,Caio Alexandre,-1.08,4,caio-alexandre,,265,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,5.42,2.88,True,4.0,20.0,2.0,,,15.0,8.0,,,,1.0,,,,,,,,,
412,RBB,6.5,Eduardo Gonzaga Mendes Santos,6,3,106434,E. Santos,Eduardo Santos,0.62,3,eduardo-santos,,280,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,9.0,7.5,True,,,,,,5.0,,,,,,,,,,3.0,,,,
413,CRU,3.4,Lucas Hernán Villalba,7,8,106593,Villalba,Villalba,-0.84,3,villalba,,283,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,7.25,5.71,True,3.0,3.0,3.0,,,9.0,3.0,1.0,,,,2.0,,,,5.0,,,,
414,VIT,4.2,Leonardo Augusto dos Santos Pereira,6,5,106681,L. Pereira,Léo Pereira,0.55,5,leo-pereira,,287,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,4.0,1.88,True,,4.0,,,1.0,4.0,7.0,1.0,,,,,,,,,,,,
415,SPT,0.0,Carlos Alberto Gomes da Silva Filho,6,8,106704,C. Alberto,Carlos Alberto,0.0,5,carlos-alberto,,292,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,3.25,1.33,False,1.0,7.0,1.0,,,7.0,,2.0,,,,,,,,,,,,
416,BAH,4.5,Rodrigo Nestor Bertalia,6,5,106822,R. Nestor,Rodrigo Nestor,0.16,4,rodrigo-nestor,,265,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,6.48,3.32,True,,4.0,2.0,,,9.0,3.0,1.0,,,,,,,,,,,,
417,SAO,0.0,Patryck Lanza dos Reis,6,0,106829,Patryck,Patryck,0.0,2,patryck,,276,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,4.0,0.0,False,,,,,,,,,,,,,,,,,,,,
418,FOR,0.0,Dylan Felipe Borrero Caicedo,6,0,106843,Borrero,Borrero,0.0,5,borrero,,356,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,5.0,0.0,False,,,,,,,,,,,,,,,,,,,,
419,FLU,5.0,Paulo Henrique Silva Ribeiro,6,3,106918,P. Baya,Paulo Baya,0.82,5,paulo-baya,,266,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,4.35,2.07,True,,,,,,,,1.0,,,1.0,,,,,,,,,
420,BAH,1.1,Luciano Batista da Silva Júnior,7,10,107093,L. Juba,Luciano Juba,-0.14,2,luciano-juba,,265,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,8.62,5.67,True,,6.0,3.0,1.0,1.0,11.0,1.0,1.0,,,3.0,,,,,3.0,,,,
421,PAL,0.0,Richard Ríos Montoya,3,8,107111,R. Ríos,Richard Ríos,0.0,4,richard-rios,,275,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,10.34,5.81,False,3.0,18.0,9.0,,,18.0,19.0,1.0,,,2.0,,,,,,,,,
422,BOT,0.0,Jefferson Ruan Pereira dos Santos,6,3,107170,Jeffinho,Jeffinho,0.0,5,jeffinho,,263,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,4.33,2.33,False,,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,
423,BOT,0.0,Patrick de Paula Carreiro,6,6,107172,P. Paula,Patrick de Paula,0.0,4,patrick-de-paula,,263,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,3.97,1.63,False,,4.0,5.0,,,3.0,5.0,,,,,,,,,,,,,
424,BAH,-0.9,Michel Daryl Araújo Villar,7,3,107173,M. Araújo,Michel Araújo,-1.67,4,michel-araujo,,265,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,5.89,2.93,True,,5.0,1.0,1.0,,1.0,,,,,,,,,,,,,,
425,INT,2.5,Bruno Vinícius Souza Ramos,7,7,107174,B. Tabata,Bruno Tabata,-0.02,4,bruno-tabata,,285,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,5.68,3.07,True,1.0,3.0,3.0,,,7.0,9.0,5.0,,,,,,,,,,,,
426,COR,0.0,Matheus Planelles Donelli,6,5,107179,M. Donelli,Matheus Donelli,0.0,1,matheus-donelli,,264,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,4.42,3.08,False,1.0,,,,,,1.0,,13.0,6.0,,,,,,1.0,,,,
427,BOT,0.0,Leonardo Matias Baiersdorf Linck,6,0,107183,L. Linck,Léo Linck,0.0,1,leo-linck,,263,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,5.0,0.0,False,,,,,,,,,,,,,,,,,,,,
428,FOR,0.0,Audenirton Soares da Silva,6,0,107221,Magrão,Magrão,0.0,1,magrao,,356,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,2.0,0.0,False,,,,,,,,,,,,,,,,,,,,
429,PAL,0.0,Vanderlan Barbosa da Silva,6,1,107236,Vanderlan,Vanderlan,0.0,2,vanderlan,,275,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,3.77,1.2,False,,1.0,,,,1.0,,,,,,,,,,,,,,
430,MIR,1.5,Jose Vitor Silva Neves,6,1,107256,Z. Vitor,Zé Vitor,0.32,4,ze-vitor,,2305,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,3.32,1.5,True,,,,,,1.0,,,,,,,,,,,,,,
431,JUV,0.0,Sebastião Ênio Santos de Almeida,6,7,107516,Ênio,Ênio,0.0,5,enio,,286,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,4.07,2.99,False,2.0,4.0,3.0,1.0,2.0,3.0,14.0,2.0,,,,,,,,,,,,
432,CAM,5.9,Natanael Moreira Milouski,7,10,107554,Natanael,Natanael,-1.34,2,natanael,,282,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,8.89,6.35,True,,9.0,2.0,,,23.0,3.0,3.0,,,,,,,,5.0,,,,
433,INT,0.0,Nathan Santos de Araújo,6,1,107676,Nathan,Nathan,0.0,2,nathan,,285,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,2.77,0.2,False,,2.0,1.0,,,,,,,,,,,,,,,,,
434,SPT,9.7,Chrystian Amaral Barletta de Almeida,7,10,107726,C. Barletta,Chrystian Barletta,0.92,5,chrystian-barletta,,292,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,7.3,4.8,True,,6.0,8.0,2.0,3.0,5.0,9.0,8.0,,,,2.0,,,,,,,,
435,RBB,0.0,Bruno Conceição Praxedes,6,0,107744,Praxedes,Praxedes,0.0,4,praxedes,,280,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,5.0,0.0,False,,,,,,,,,,,,,,,,,,,,
436,GRE,0.0,Adriel Vasconcelos Ramos,6,0,107748,Adriel,Adriel,0.0,1,adriel,,284,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,3.0,0.0,False,,,,,,,,,,,,,,,,,,,,
437,BOT,0.0,Elias Manoel Alves de Paula,6,1,107795,E. Manoel,Elias Manoel,0.0,5,elias-manoel,,263,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,5.85,1.2,False,,1.0,,,,1.0,,,,,,,,,,,,,,
438,INT,0.0,Diego Gabriel Silva Rosa,6,4,107796,D. Rosa,Diego Rosa,0.0,4,diego-rosa,,285,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,2.83,0.73,False,,3.0,1.0,,,2.0,,,,,,,,,,,,,,
439,JUV,0.0,Natã Felipe de Amorim Santos,6,1,107801,Natã,Natã,0.0,3,nata,,286,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,2.29,1.5,False,,,,,,1.0,,,,,,,,,,,,,,
440,VIT,0.0,Alexandre Fintelman de Mello Ribeiro da Silva,6,0,107859,Fintelman,Fintelman,0.0,1,fintelman,,287,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,2.0,0.0,False,,,,,,,,,,,,,,,,,,,,
441,SAO,0.0,Damián Josué Bobadilla Benítez,6,5,107873,Bobadilla,Bobadilla,-0.5,4,bobadilla,,276,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,3.99,1.06,True,1.0,3.0,,,,4.0,,1.0,,,,,,,,,,,,
442,COR,0.0,Hugo Ferreira de Farias,6,3,107908,Hugo,Hugo,0.0,2,hugo,,264,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,5.41,2.23,False,,1.0,1.0,,,3.0,1.0,1.0,,,,,,,,,,,,
443,CAM,0.0,Fausto Mariano Vera,6,7,107950,F. Vera,Fausto Vera,0.0,4,fausto-vera,,282,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,6.75,3.23,False,1.0,6.0,3.0,1.0,,9.0,3.0,,,,,,,,,,,,,
444,JUV,0.0,André Felipe de Almeida Santos,6,5,107958,Felipinho,Felipinho,0.0,2,felipinho,,286,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,2.69,0.82,False,1.0,10.0,1.0,,2.0,2.0,1.0,,,,,,,,,1.0,,1.0,,
445,INT,0.0,Johan Stiven Carbonero Balanta,5,3,107989,Carbonero,Carbonero,0.0,5,carbonero,,285,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,4.57,1.93,False,,4.0,2.0,,1.0,1.0,8.0,,,,,,,,,,,,,
446,JUV,0.8,Maurício Garcez de Jesus,6,3,108131,Garcez,Garcez,0.01,5,garcez,,286,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,2.31,0.5,True,,1.0,1.0,,,,2.0,,,,,,,,,,,,,
447,RBB,0.0,Isidro Miguel Pitta Saldívar,5,8,108133,I. Pitta,Isidro Pitta,0.0,5,isidro-pitta,,280,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,6.36,2.85,False,2.0,7.0,,3.0,3.0,,4.0,1.0,,,,,,,,,,,,
448,CEA,0.0,Gabriel Santos Cordeiro Lacerda,6,0,108176,G. Lacerda,Gabriel Lacerda,0.0,3,gabriel-lacerda,,354,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,4.0,0.0,False,,,,,,,,,,,,,,,,,,,,
449,BOT,0.0,David Ricardo Loiola da Silva,6,4,108274,D. Ricardo,David Ricardo,0.0,3,david-ricardo,,263,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,3.59,1.88,False,,6.0,1.0,,,1.0,,,,,,,1.0,,,2.0,,,,
450,SPT,0.0,Fabricio Domínguez Huertas,6,4,108509,F. Domínguez,Fabricio Domínguez,0.0,4,fabricio-dominguez,,292,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,4.18,1.18,False,1.0,2.0,1.0,,,2.0,5.0,,,,,,,,,,,,,
451,GRE,-1.0,Alexander Ernesto Aravena Guzmán,6,5,108548,Aravena,Aravena,-1.57,5,aravena,,284,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,3.75,2.96,True,1.0,,1.0,1.0,,2.0,2.0,,,,,1.0,,,,,,,,
452,VAS,0.0,Benjamín Antonio Garré,6,5,108671,Garré,Garré,0.0,5,garre,,267,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,2.21,0.26,False,,4.0,,,,1.0,2.0,,,,,,,,,,,,,
453,PAL,10.4,Emiliano Martínez Toranza,7,9,108683,E. Martínez,Emiliano Martínez,0.9,4,emiliano-martinez,,275,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,7.05,4.75,True,1.0,11.0,1.0,1.0,,23.0,5.0,1.0,,,,,,,,,,,,
454,CEA,0.0,Antonio Javier Galeano Ferreira,6,8,108713,Galeano,Galeano,0.0,5,galeano,,354,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,5.54,3.74,False,1.0,4.0,2.0,1.0,2.0,7.0,15.0,4.0,,,,,,,,,,,,
455,FLA,0.0,Gonzalo Jordy Plata Jiménez,5,6,109096,Plata,Plata,0.0,5,plata,,262,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,5.68,3.08,False,,3.0,3.0,1.0,,6.0,,,,,,,,,,,,,,
456,BAH,5.0,Erick da Costa Farias,7,10,109401,E. Pulga,Erick Pulga,-1.22,5,erick-pulga,,265,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,9.28,6.8,True,1.0,7.0,12.0,2.0,3.0,16.0,24.0,4.0,,,1.0,,,,,,,,,
457,FOR,0.0,Calebe Gonçalves Ferreira da Silva,6,5,109461,Calebe,Calebe,-1.12,4,calebe,,356,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,4.3,2.06,True,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,
458,FLU,2.6,Matheus Martinelli Lima,7,10,109573,Martinelli,Martinelli,-0.45,4,martinelli,,266,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,7.44,3.94,True,,10.0,2.0,1.0,1.0,11.0,12.0,2.0,,,1.0,1.0,,,,,,,,
459,VIT,0.0,Hugo Gonçalves Ferreira Neto,5,0,109668,Hugo,Hugo,0.0,2,hugo,,287,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,5.0,0.0,False,,,,,,,,,,,,,,,,,,,,
460,JUV,3.0,Emerson Geovanny Batalla Martínez - Enmerson,7,10,109899,Batalla,Batalla,-1.08,5,batalla,,286,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,6.94,5.09,True,2.0,10.0,3.0,3.0,1.0,9.0,15.0,3.0,,,1.0,,,,,,,,,
461,GRE,0.0,Miguel Ángel Monsalve Gonzáles - González,5,7,109966,Monsalve,Monsalve,0.0,4,monsalve,,284,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,4.59,1.61,False,2.0,9.0,1.0,,,3.0,9.0,1.0,,,1.0,,,,,,,,,
462,COR,0.0,Diego José Palacios Espinoza,6,0,110260,Palacios,Palacios,0.0,2,palacios,,264,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,4.0,0.0,False,,,,,,,,,,,,,,,,,,,,
463,COR,2.5,José Andrés Martínez Torres,7,7,110311,J. Martínez,José Martínez,-0.44,4,jose-martinez,,264,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,3.62,1.6,True,4.0,7.0,1.0,,,4.0,13.0,,,,1.0,,,,,,,1.0,,
