,atletas.clube.id.full.name,atletas.pontos_num,atletas.nome,atletas.status_id,atletas.jogos_num,atletas.atleta_id,atletas.apelido_abreviado,atletas.apelido,atletas.variacao_num,atletas.posicao_id,atletas.slug,atletas.minimo_para_valorizar,atletas.clube_id,atletas.rodada_id,atletas.foto,atletas.preco_num,atletas.media_num,atletas.entrou_em_campo,CA,FC,FF,G,I,DS,FS,FD,DE,GS,A,FT,CV,PS,DP,SG,V,PC,PP,GC
152,FOR,0.0,Matheus Rossetto,6,6,86766,M. Rossetto,Matheus Rossetto,0.0,4,matheus-rossetto,,356,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,3.71,1.27,False,,3.0,,,,5.0,2.0,,,,,,,,,,,,,
153,BOT,0.0,Danilo Barbosa da Silva,6,2,86777,D. Barbosa,Danilo Barbosa,0.0,4,danilo-barbosa,,263,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,4.35,-0.65,False,1.0,1.0,,,,,,,,,,,,,,,,,,
154,JUV,0.0,Reginaldo Lopes de Jesus,6,4,86820,Reginaldo,Reginaldo,0.0,2,reginaldo,,286,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,2.98,1.13,False,1.0,,,,,,1.0,,,,,,,,,1.0,,,,
155,FOR,3.2,José Welison da Silva,7,6,86859,J. Welison,José Welison,0.48,4,jose-welison,,356,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,3.92,1.1,True,,3.0,,,,4.0,3.0,,,,,,,,,,,,,
156,MIR,0.0,Luiz Otávio da Silva Santos,6,0,86863,L. Otávio,Luiz Otávio,0.0,3,luiz-otavio,,2305,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,4.0,0.0,False,,,,,,,,,,,,,,,,,,,,
157,VAS,3.7,Leonardo César Jardim,7,9,87008,L. Jardim,Léo Jardim,-0.6,1,leo-jardim,,267,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,7.8,3.26,True,,,,,,,1.0,,23.0,11.0,,,,,,2.0,,,,
158,GRE,0.0,Nathan Allan de Souza,6,2,87009,Nathan,Nathan,0.0,4,nathan,,284,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,4.64,2.45,False,,2.0,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,
159,RBB,5.7,Pedro Henrique Ribeiro Gonçalves,7,10,87225,P. Henrique,Pedro Henrique,0.72,3,pedro-henrique,,280,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,9.0,5.4,True,2.0,6.0,2.0,,,14.0,8.0,1.0,,,1.0,,,,,5.0,,,,
160,CAM,0.0,Guilherme Antonio Arana Lopes,5,4,87228,G. Arana,Guilherme Arana,0.0,2,guilherme-arana,,282,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,11.07,5.03,False,1.0,3.0,1.0,,,4.0,2.0,1.0,,,,1.0,,,,2.0,,,,
161,SAN,0.0,Yeferson Julio Soteldo Martínez,5,5,87258,Soteldo,Soteldo,0.0,5,soteldo,,277,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,8.83,1.72,False,1.0,2.0,2.0,,1.0,3.0,6.0,1.0,,,,,,,,,,,,
162,GRE,6.5,Walter Kannemann,7,2,87342,Kannemann,Kannemann,2.14,3,kannemann,,284,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,6.23,3.5,True,1.0,,,,,2.0,,,,,,,,,,1.0,,,,
163,SAN,0.5,Thaciano Mickael da Silva,6,9,87470,Thaciano,Thaciano,-0.26,4,thaciano,,277,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,5.44,2.52,True,,1.0,3.0,1.0,6.0,7.0,3.0,1.0,,,,,,,,,,,,
164,MIR,3.5,Antônio Francisco Moura Neto,7,9,87742,N. Moura,Neto Moura,-0.47,4,neto-moura,,2305,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,4.18,2.3,True,3.0,12.0,1.0,,,17.0,4.0,,,,,,,,,,,1.0,,
165,MIR,0.4,Yago Felipe da Costa Rocha,7,7,87747,Y. Felipe,Yago Felipe,-0.16,4,yago-felipe,,2305,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,4.06,1.45,True,,3.0,2.0,,,3.0,10.0,,,,,,,,,,,,,
166,BOT,0.0,Philipe Sampaio Azevedo,6,0,87808,P. Sampaio,Philipe Sampaio,0.0,3,philipe-sampaio,,263,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,3.0,0.0,False,,,,,,,,,,,,,,,,,,,,
167,VAS,0.0,Paolo Mauricio Lemos Merladett,6,2,87853,M. Lemos,Mauricio Lemos,0.0,3,mauricio-lemos,,267,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,6.92,4.0,False,,,,,,2.0,,,,,,,,,,1.0,,,,
168,FLA,9.7,Giorgian Daniel de Arrascaeta Benedetti,7,8,87863,Arrascaeta,Arrascaeta,0.03,4,arrascaeta,,262,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,20.93,12.65,True,,2.0,4.0,8.0,1.0,5.0,12.0,1.0,,,3.0,1.0,,2.0,,,,,,
169,CAM,5.3,Gustavo Henrique Furtado Scarpa,7,10,87999,G. Scarpa,Gustavo Scarpa,0.39,4,gustavo-scarpa,,282,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,11.46,4.25,True,,8.0,9.0,1.0,1.0,8.0,16.0,4.0,,,1.0,,,,,,,,,
170,CEA,0.0,Ramon Menezes Roma,6,0,88087,R. Menezes,Ramon Menezes,0.0,3,ramon-menezes,,354,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,6.0,0.0,False,,,,,,,,,,,,,,,,,,,,
171,INT,0.0,Ivan Quaresma da Silva,6,0,88136,Ivan,Ivan,0.0,1,ivan,,285,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,4.0,0.0,False,,,,,,,,,,,,,,,,,,,,
172,CAM,4.4,Júnior Osmar Ignacio Alonso Mujica,7,10,88312,J. Alonso,Junior Alonso,0.23,3,junior-alonso,,282,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,6.42,4.04,True,2.0,10.0,4.0,,,6.0,4.0,1.0,,,1.0,,,,,5.0,,,,
173,COR,-1.0,Ángel Rodrigo Romero Villamayor,6,10,88323,Ã. Romero,Ángel Romero,-0.42,5,angel-romero,,264,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,6.12,2.91,True,2.0,5.0,4.0,,4.0,9.0,12.0,2.0,,,1.0,1.0,,,,,,,,
174,FLA,12.9,Ayrton Lucas Dantas de Medeiros,6,5,88393,A. Lucas,Ayrton Lucas,1.55,2,ayrton-lucas,,262,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,11.79,7.9,True,1.0,5.0,1.0,1.0,,7.0,3.0,1.0,,,,,,,,4.0,,,,
175,SAN,0.0,Aderlan de Lima Silva,6,2,88423,Aderlan,Aderlan,0.0,2,aderlan,,277,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,6.64,4.7,False,,1.0,1.0,,1.0,2.0,2.0,,,,,,,,,1.0,,,,
176,CRU,0.0,Walace Souza Silva,6,5,88479,Walace,Walace,0.0,4,walace,,283,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,3.09,0.16,False,1.0,4.0,,,,2.0,,,,,,,,,,,,,,
177,CRU,8.24,José Leonardo Nunes Alves Sousa Jardim,7,10,88963,L. Jardim,Leonardo Jardim,0.43,6,leonardo-jardim,,283,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,10.77,6.87,True,,,,,,,,,,,,,,,,,6.0,,,
178,COR,2.4,Héctor José Hernández Marrero,7,7,89048,H. Hernández,Héctor Hernández,0.37,5,hector-hernandez,,264,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,4.38,2.06,True,,4.0,2.0,1.0,,3.0,3.0,,,,,,,,,,,,,
179,FLA,3.7,Gerson Santos da Silva,7,8,89256,Gerson,Gerson,0.39,4,gerson,,262,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,10.05,4.29,True,,7.0,2.0,,,9.0,19.0,4.0,,,2.0,,1.0,,,,,,,
180,GRE,5.5,João Pedro Maturano dos Santos,6,6,89273,J. Pedro,João Pedro,0.94,2,joao-pedro,,284,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,5.81,2.43,True,,5.0,,,1.0,7.0,1.0,1.0,,,,,,,,1.0,,1.0,,
181,CRU,9.1,Willian de Asevedo Furtado,7,6,89275,William,William,0.66,2,william,,283,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,16.81,9.67,True,1.0,9.0,2.0,,1.0,18.0,4.0,1.0,,,2.0,,,,,4.0,,,,
182,MIR,0.0,Matheus de Sales Cabral,6,0,89285,M. Sales,Matheus Sales,0.0,4,matheus-sales,,2305,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,4.0,0.0,False,,,,,,,,,,,,,,,,,,,,
183,GRE,9.5,Martin Christensen Braithwaite,7,8,89368,Braithwaite,Braithwaite,1.37,5,braithwaite,,284,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,13.94,5.13,True,2.0,10.0,6.0,2.0,2.0,6.0,9.0,5.0,,,1.0,,,1.0,,,,,,
184,CAM,0.0,Igor Rabello da Costa,6,1,89493,I. Rabello,Igor Rabello,0.0,3,igor-rabello,,282,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,4.49,0.0,False,,,,,,,,,,,,,,,,,,,,
185,INT,7.0,Thiago Maia Alencar,7,7,89637,T. Maia,Thiago Maia,1.05,4,thiago-maia,,285,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,5.83,3.19,True,,1.0,2.0,1.0,,5.0,1.0,,,,1.0,,,,,,,,,
186,MIR,0.0,Iury Lirio Freitas de Castilho,6,9,89695,I. Castilho,Iury Castilho,0.0,5,iury-castilho,,2305,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,5.67,3.0,False,2.0,7.0,2.0,1.0,6.0,6.0,19.0,3.0,,,,,,,,,,,,
187,SAO,0.0,Jonathan Calleri,5,3,89840,Calleri,Calleri,0.0,5,calleri,,276,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,5.78,-0.77,False,,2.0,2.0,,,1.0,2.0,1.0,,,,,1.0,,,,,,1.0,
188,GRE,0.1,Franco Cristaldo,7,7,89846,Cristaldo,Cristaldo,-0.52,4,cristaldo,,284,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,6.67,2.31,True,1.0,1.0,3.0,,1.0,5.0,13.0,1.0,,,,,,,,,,,,
189,GRE,-0.1,Douglas Moreira Fagundes,7,8,89883,Dodi,Dodi,-0.07,4,dodi,,284,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,4.55,2.85,True,2.0,7.0,3.0,,,11.0,16.0,,,,,,,,,,,,,
190,FOR,0.0,Bruno de Jesus Pacheco,6,1,90061,B. Pacheco,Bruno Pacheco,0.0,2,bruno-pacheco,,356,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,7.57,2.5,False,,,,,,1.0,2.0,,,,,,,,,,,,,
191,FLA,0.3,Bruno Henrique Pinto,7,10,90285,B. Henrique,Bruno Henrique,-0.42,5,bruno-henrique,,262,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,5.99,2.32,True,1.0,7.0,6.0,1.0,5.0,4.0,9.0,3.0,,,,,,,,,,,,
192,FLA,0.0,Olávio Vieira dos Santos Júnior,6,5,90307,Juninho,Juninho,0.0,5,juninho,,262,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,5.1,2.54,False,,4.0,2.0,,1.0,2.0,2.0,2.0,,,,2.0,,,,,,,,
193,VAS,0.0,David Correa da Fonseca,5,0,90309,David,David,0.0,5,david,,267,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,6.0,0.0,False,,,,,,,,,,,,,,,,,,,,
194,BAH,0.0,Júlio César de Rezende Miranda,6,1,90449,Rezende,Rezende,0.0,4,rezende,,265,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,4.16,3.9,False,,2.0,,,,2.0,3.0,,,,,,,,,,,,,
195,JUV,0.6,Caique de Jesus Gonçalves,7,4,90588,Caíque,Caíque,-0.69,4,caique,,286,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,4.04,2.1,True,1.0,7.0,,,,6.0,5.0,,,,,,,,,,,,,
196,VIT,2.4,Matheus Martins Fogaça de Paulo,7,8,90703,Matheuzinho,Matheuzinho,0.55,4,matheuzinho,,287,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,10.54,4.92,True,3.0,9.0,,2.0,1.0,10.0,20.0,6.0,,,,,1.0,,,,,,,
197,CRU,5.0,Fabrício Bruno Soares de Faria,7,9,90768,F. Bruno,Fabrício Bruno,0.04,3,fabricio-bruno,,283,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,8.22,3.79,True,3.0,7.0,,,,11.0,3.0,1.0,,,,,,,,4.0,,,,
198,VIT,0.0,Carlos Eduardo Ferreira de Souza,6,2,90917,C. Eduardo,Carlos Eduardo,0.0,5,carlos-eduardo,,287,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,3.75,1.0,False,,,,,,1.0,1.0,,,,,,,,,,,,,
199,VIT,-0.3,José Marcos Alves Luis,7,7,90943,Z. Marcos,Zé Marcos,-0.48,3,ze-marcos,,287,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,2.63,0.9,True,,4.0,,,,4.0,3.0,,,,,,,,,,,,,
200,BAH,0.0,Ronaldo de Oliveira Strada,6,4,91101,Ronaldo,Ronaldo,0.0,1,ronaldo,,265,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,5.47,3.68,False,,,,,,,2.0,,9.0,4.0,,,,,1.0,,,1.0,,
201,CEA,0.0,Fernando José Marques Maciel,5,2,91130,Fernandinho,Fernandinho,0.0,5,fernandinho,,354,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,5.88,4.3,False,,1.0,1.0,,1.0,4.0,2.0,1.0,,,,,,,,,,,,
202,CEA,0.0,Éder Ferreira Graminho,6,1,91203,Éder,Éder,0.0,3,eder,,354,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,2.9,0.8,False,,,1.0,,,,,,,,,,,,,,,,,
203,FLA,0.0,Erick Antonio Pulgar Farfán,5,8,91473,E. Pulgar,Erick Pulgar,0.0,4,erick-pulgar,,262,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,6.55,3.25,False,2.0,13.0,,1.0,,12.0,7.0,2.0,,,,,,,,,,,,
204,JUV,1.4,Rodrigo Eduardo da Silva,7,4,91509,R. Sam,Rodrigo Sam,-0.01,3,rodrigo-sam,,286,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,3.72,1.32,True,2.0,7.0,,,1.0,5.0,4.0,,,,,,,,,,,,,
205,SAO,2.5,Robert Abel Arboleda Escobar,7,5,91573,Arboleda,Arboleda,-1.01,3,arboleda,,276,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,8.24,4.48,True,1.0,6.0,1.0,1.0,1.0,3.0,4.0,,,,,,,,,2.0,,,,
206,CAM,2.2,Ronielson da Silva Barbosa,7,10,91607,Rony,Rony,-0.48,5,rony,,282,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,10.67,4.68,True,2.0,16.0,6.0,2.0,10.0,8.0,13.0,12.0,,,,,,1.0,,,,,,
207,JUV,0.0,Carlos Eduardo de Souza Vieira,6,0,91627,D. Vieira,Dudu Vieira,0.0,4,dudu-vieira,,286,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,3.0,0.0,False,,,,,,,,,,,,,,,,,,,,
208,SPT,7.6,Igor Aquino da Silva,7,7,91639,I. Cariús,Igor Cariús,0.97,2,igor-carius,,292,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,8.72,5.65,True,1.0,7.0,1.0,,3.0,18.0,9.0,3.0,,,,,,,,2.0,,,,1.0
209,GRE,5.0,Marlon Rodrigues Xavier,7,7,91706,Marlon,Marlon,0.37,2,marlon,,284,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,6.69,3.48,True,2.0,6.0,,,,10.0,4.0,1.0,,,,,,,,2.0,,,,
210,BAH,0.8,David de Duarte Macedo,7,7,91772,D. Duarte,David Duarte,-0.17,3,david-duarte,,265,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,4.88,3.07,True,1.0,6.0,3.0,,1.0,3.0,5.0,,,,,,,,,3.0,,,,
211,SPT,0.3,Caíque França Godoy,7,10,91808,C. França,Caíque França,-0.2,1,caique-franca,,292,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,5.48,3.22,True,2.0,,,,,2.0,1.0,,29.0,17.0,,,,,,2.0,,,,
212,SAN,0.0,José Ivaldo Almeida Silva,3,9,91866,Z. Ivaldo,Zé Ivaldo,0.0,3,ze-ivaldo,,277,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,7.23,4.91,False,3.0,11.0,9.0,1.0,2.0,15.0,6.0,,,,,,,,,2.0,,,,
213,GRE,2.5,Cristian David Pavón,6,6,91908,Pavón,Pavón,0.44,5,pavon,,284,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,4.58,1.38,True,3.0,5.0,3.0,,,4.0,4.0,2.0,,,,,,,,,,,,
214,JUV,2.0,Giovanny Bariani Marques,7,8,92085,Giovanny,Giovanny,-0.07,5,giovanny,,286,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,3.66,2.06,True,,3.0,5.0,,1.0,3.0,8.0,,,,1.0,,,,,,,,,
215,CAM,9.6,Lyanco Evangelista Silveira Neves Vojnovic,7,7,92087,Lyanco,Lyanco,1.18,3,lyanco,,282,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,9.76,6.57,True,2.0,12.0,3.0,,2.0,17.0,9.0,2.0,,,,,1.0,,,4.0,,,,
216,INT,2.8,José Carlos Ferreira Júnior,7,3,92182,Juninho,Juninho,0.07,3,juninho,,285,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,4.2,1.33,True,1.0,1.0,1.0,,,2.0,3.0,,,,,,,,,,,,,
217,GRE,0.0,Rodrigo Ely,5,2,92237,R. Ely,Rodrigo Ely,0.0,3,rodrigo-ely,,284,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,4.75,0.6,False,,1.0,,,,1.0,,,,,,,,,,,,,,
218,COR,0.0,André Ramalho Silva,6,6,92440,A. Ramalho,André Ramalho,0.0,3,andre-ramalho,,264,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,6.32,2.98,False,1.0,7.0,,,,7.0,1.0,,,,,,,,,2.0,,,,
219,VIT,2.9,Renato Kayzer de Souza,7,3,92696,R. Kayzer,Renato Kayzer,-0.71,5,renato-kayzer,,287,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,11.1,10.3,True,,5.0,3.0,3.0,2.0,1.0,7.0,1.0,,,,,,,,,,,,
220,FOR,0.0,Deyverson Brum Silva Acosta,6,7,92708,Deyverson,Deyverson,0.0,5,deyverson,,356,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,5.69,3.16,False,1.0,7.0,6.0,1.0,,2.0,8.0,2.0,,,,1.0,,,,,,,,
221,PAL,0.0,Bruno Rafael Rodrigues do Nascimento,6,0,92811,B. Rodrigues,Bruno Rodrigues,0.0,5,bruno-rodrigues,,275,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,6.0,0.0,False,,,,,,,,,,,,,,,,,,,,
222,INT,0.0,Rafael Santos Borré Maury,5,6,92854,Borré,Borré,0.0,5,borre,,285,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,12.02,3.4,False,,3.0,2.0,2.0,3.0,2.0,2.0,,,,,,,,,,,,,
223,INT,-1.0,Ronaldo da Silva Souza Guerrero,7,10,92981,Ronaldo,Ronaldo,-0.65,4,ronaldo,,285,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,3.34,1.64,True,2.0,15.0,2.0,,2.0,14.0,2.0,2.0,,,,,1.0,,,,,,,
224,CEA,0.0,Rafael António Figueiredo Ramos,6,6,93236,R. Ramos,Rafael Ramos,0.0,2,rafael-ramos,,354,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,4.7,2.92,False,1.0,10.0,1.0,,,6.0,1.0,1.0,,,,,,,,2.0,,,,
225,SAN,6.5,João Othávio Basso,7,1,93372,J. Basso,João Basso,2.09,3,joao-basso,,277,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,7.09,6.5,True,,,,,,1.0,,,,,,,,,,1.0,,,,
226,CRU,0.0,Wanderson Maciel Sousa Campos,6,9,93478,Wanderson,Wanderson,0.0,5,wanderson,,283,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,5.42,2.29,False,1.0,9.0,6.0,,2.0,5.0,4.0,6.0,,,,1.0,,,,,,,,
227,CEA,0.0,Bruno Nunes de Barros,6,2,93637,B. Tubarão,Bruno Tubarão,0.0,2,bruno-tubarao,,354,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,6.15,5.0,False,,,,,,,,,,,,,,,,2.0,,,,
228,VAS,5.9,Paulo Henrique de Oliveira Alves,7,7,93716,P. Henrique,Paulo Henrique,-0.49,2,paulo-henrique,,267,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,13.06,8.75,True,2.0,10.0,2.0,,,29.0,4.0,1.0,,,1.0,1.0,,,,2.0,,,,
229,BOT,0.0,Marlon Rodrigues Freitas,6,9,93790,M. Freitas,Marlon Freitas,0.0,4,marlon-freitas,,263,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,5.81,2.34,False,2.0,6.0,,,,7.0,4.0,2.0,,,2.0,,,,,,,,,
