,atletas.slug,atletas.media_num,atletas.entrou_em_campo,atletas.preco_num,atletas.foto,atletas.status_id,atletas.atleta_id,atletas.clube_id,atletas.rodada_id,atletas.apelido,atletas.jogos_num,atletas.nome,atletas.pontos_num,atletas.variacao_num,atletas.clube.id.full.name,atletas.apelido_abreviado,atletas.posicao_id,V,A,CA,DS,FC,FD,FF,FS,G,I,PS,SG,FT,CV,DE,DP,GS,PP,PC,GC
63,pedro-henrique,4.09,True,7.61,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,2,72583,354,26,Pedro Henrique,17,Pedro Henrique Konzen Medina da Silva,4.4,-0.99,CEA,P. Henrique,5,,,4.0,20.0,20.0,6.0,10.0,18.0,3.0,7.0,,,1.0,,,,,,1.0,
64,vitor-hugo,5.67,False,9.32,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,7,72605,282,26,Vitor Hugo,10,Vitor Hugo Franchescoli de Souza,0.0,0.0,CAM,V. Hugo,3,,,1.0,15.0,2.0,,3.0,1.0,1.0,1.0,,5.0,,,,,,,,
65,wilker-angel,1.55,False,2.98,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,5,72801,286,26,Wilker Ángel,14,Wílker José Ángel Romero,0.0,0.0,JUV,W. Ángel,3,,,4.0,5.0,22.0,3.0,3.0,4.0,1.0,2.0,,2.0,,,,,,,1.0,
66,mercado,2.3,True,6.12,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,7,72951,285,26,Mercado,3,Gabriel Iván Mercado,3.2,0.12,INT,Mercado,3,,,1.0,5.0,3.0,,1.0,1.0,,,,,,,,,,,,
67,daniel-borges,3.83,False,4.98,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,6,73318,2305,26,Daniel Borges,9,Daniel Fortunato Borges,0.0,0.0,MIR,D. Borges,2,,,2.0,3.0,7.0,,2.0,3.0,2.0,,,3.0,,,,,,,,
68,samuel-xavier,4.25,True,8.21,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,7,73384,266,26,Samuel Xavier,16,Samuel Xavier Brito,0.0,-1.11,FLU,S. Xavier,2,,1.0,3.0,11.0,18.0,1.0,4.0,19.0,2.0,,,5.0,,,,,,,,
69,gabriel,2.81,True,5.29,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,7,73515,2305,26,Gabriel,18,Gabriel Santana Pinto,1.0,-0.15,MIR,Gabriel,4,,1.0,2.0,4.0,6.0,5.0,5.0,18.0,3.0,5.0,1.0,,,,,,,,,
70,guilherme-marques,1.15,True,4.72,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,6,73781,2305,26,Guilherme Marques,2,Guilherme Costa Marques,1.0,-0.31,MIR,G. Marques,4,,,,,1.0,,2.0,2.0,,,,,,,,,,,,
71,rincon,1.27,True,3.47,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,6,74187,277,26,Rincón,15,Tomás Eduardo Rincón Hernández,2.3,-0.23,SAN,Rincón,4,,,4.0,16.0,23.0,,7.0,7.0,,,,,,1.0,,,,,,
72,carrillo,3.06,False,6.96,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,5,77485,264,26,Carrillo,15,André Martín Carrillo Díaz,0.0,0.0,COR,Carrillo,4,,1.0,1.0,19.0,18.0,1.0,5.0,12.0,1.0,2.0,,,,,,,,,,
73,cedric-soares,3.45,True,7.28,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,7,77656,276,26,Cédric Soares,21,Cédric Ricardo Alves Soares,5.8,0.78,SAO,C. Soares,2,,2.0,1.0,20.0,10.0,,3.0,8.0,,,,6.0,,,,,,,,
74,sergio-oliveira,4.6,False,8.59,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,5,77664,292,26,Sérgio Oliveira,8,Sérgio Miguel Relvas de Oliveira,0.0,0.0,SPT,S. Oliveira,4,,,3.0,14.0,12.0,3.0,6.0,6.0,1.0,,,,1.0,,,,,,,
75,romarinho,1.95,False,6.2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,6,77738,287,26,Romarinho,4,Romário Ricardo da Silva,0.0,0.0,VIT,Romarinho,5,,,,2.0,,1.0,2.0,4.0,,,,,,,,,,,,
76,joao-schmidt,2.23,True,4.4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,7,77777,277,26,João Schmidt,19,João Felipe Schmidt Urbano,-0.5,-0.86,SAN,J. Schmidt,4,,1.0,5.0,27.0,33.0,2.0,7.0,8.0,,1.0,,,,,,,,,,
77,everaldo,1.8,False,3.49,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,6,78117,266,26,Everaldo,18,Everaldo Stum,0.0,0.0,FLU,Everaldo,5,,,1.0,3.0,17.0,5.0,9.0,12.0,2.0,1.0,,,1.0,,,,,1.0,,
78,gustavo-henrique,3.4,True,6.63,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,7,78248,264,26,Gustavo Henrique,13,Gustavo Henrique Vernes,1.5,-0.33,COR,G. Henrique,3,,,2.0,13.0,9.0,5.0,3.0,6.0,1.0,,,2.0,,,,,,,,
79,vitinho,3.44,True,7.52,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,6,78435,264,26,Vitinho,7,Victor Vinícius Coelho dos Santos,5.6,0.49,COR,Vitinho,5,,,,10.0,4.0,4.0,2.0,8.0,,1.0,,,,,,,,,,
80,rene,6.27,True,9.28,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,7,78445,266,26,Renê,15,Renê Rodrigues Martins,2.4,-0.74,FLU,Renê,2,,,,38.0,13.0,,2.0,13.0,1.0,,,5.0,,,,,,,,
81,willian-arao,-0.3,False,7.19,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,6,78478,277,26,Willian Arão,1,Willian Souza Arão da Silva,0.0,0.0,SAN,W. Arão,4,,,,,1.0,,,,,,,,,,,,,,,
82,gabriel,3.27,True,6.1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,3,78605,280,26,Gabriel,23,Gabriel Girotto Franco,4.4,0.4,RBB,Gabriel,4,,,9.0,44.0,34.0,1.0,6.0,22.0,1.0,,,,1.0,,,,,,,
83,reinaldo,7.72,True,11.49,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,7,78850,2305,26,Reinaldo,23,Reinaldo Manoel da Silva,12.1,1.18,MIR,Reinaldo,2,,3.0,4.0,25.0,19.0,10.0,14.0,19.0,9.0,,,7.0,,,,,,1.0,1.0,
84,richard,-1.0,False,4.53,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,6,78851,354,26,Richard,0,Richard de Oliveira Costa,0.0,0.0,CEA,Richard,1,,,1.0,,,,,,,,,,,,,,,,,
85,thiago-santos,4.35,False,6.98,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,6,78855,266,26,Thiago Santos,7,Thiago dos Santos,0.0,0.0,FLU,T. Santos,3,,,2.0,5.0,8.0,,1.0,3.0,,,,5.0,,,,,,,,
86,alex-muralha,2.37,False,3.34,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,6,79066,2305,26,Alex Muralha,6,Alex Roberto Santana Rafael,0.0,0.0,MIR,A. Muralha,1,,,2.0,,,,,1.0,,,,,,,19.0,,9.0,,,
87,bruno-ferreira,3.58,True,5.61,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,7,79266,354,26,Bruno Ferreira,17,Bruno Ferreira Ventura Diniz - de Lins,0.3,-1.07,CEA,B. Ferreira,1,,,2.0,,1.0,,,6.0,,,,5.0,,,40.0,,17.0,,,
88,cano,5.05,True,9.34,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,7,79631,266,26,Cano,17,Germán Ezequiel Cano,3.1,-0.76,FLU,Cano,5,,,1.0,4.0,8.0,4.0,19.0,19.0,6.0,4.0,,,2.0,,,,,,,
89,lucas-silva,2.63,True,4.82,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,7,79701,283,26,Lucas Silva,24,Lucas Silva Borges,0.2,-0.5,CRU,L. Silva,4,,2.0,4.0,21.0,35.0,2.0,7.0,19.0,2.0,,,,1.0,,,,,,,
90,helton-leite,1.77,False,5.13,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,6,79973,356,26,Helton Leite,4,Helton Brant Aleixo Leite,0.0,0.0,FOR,H. Leite,1,,,,,,,,1.0,,,,,,,12.0,,9.0,,,
91,saul,4.17,True,9.98,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,7,80061,262,26,Saúl,8,Saúl Ñíguez Esclapez,7.0,1.27,FLA,Saúl,4,,1.0,1.0,16.0,17.0,1.0,6.0,3.0,,,,,1.0,,,,,,,
92,ze-roberto,0.0,False,6.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,6,80076,292,26,Zé Roberto,0,José Roberto Assunção de Araújo Filho,0.0,0.0,SPT,Z. Roberto,5,,,,,,,,,,,,,,,,,,,,
93,jadson,3.28,False,5.6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,7,80129,286,26,Jadson,21,Jadson Alves dos Santos,0.0,0.0,JUV,Jadson,4,,1.0,6.0,36.0,30.0,3.0,6.0,35.0,,2.0,,,,,,,,,1.0,
94,yago-pikachu,2.26,True,5.12,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,7,80196,356,26,Yago Pikachu,20,Glaybson Yago Souza Lisboa,0.0,-0.27,FOR,Y. Pikachu,4,,,2.0,8.0,8.0,5.0,5.0,16.0,2.0,3.0,1.0,,1.0,,,,,,,
95,luciano,5.44,True,9.95,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,7,80287,276,26,Luciano,21,Luciano da Rocha Neves,8.0,0.66,SAO,Luciano,5,,3.0,7.0,18.0,22.0,14.0,21.0,29.0,5.0,4.0,2.0,,,,,,,1.0,,
96,gilberto,4.4,False,8.41,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,7,80313,265,26,Gilberto,16,Gilberto Moraes Júnior,0.0,0.0,BAH,Gilberto,2,,,4.0,24.0,12.0,1.0,5.0,8.0,1.0,1.0,,5.0,,,,,,,,
97,wendell,5.13,True,10.32,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,6,80570,276,26,Wendell,14,Wendell Nascimento Borges,8.2,0.81,SAO,Wendell,2,,1.0,,20.0,12.0,,3.0,16.0,,,,6.0,,,,,,,,
98,lucas-lima,4.04,True,7.08,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,2,80583,292,26,Lucas Lima,21,Lucas Rafael Araújo Lima,8.0,1.09,SPT,L. Lima,4,,3.0,9.0,16.0,24.0,9.0,3.0,35.0,4.0,6.0,,,,,,,,,,
99,jair,2.07,False,4.63,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,5,81091,267,26,Jair,10,Jair Rodrigues Júnior,0.0,0.0,VAS,Jair,4,,,3.0,14.0,12.0,,1.0,11.0,,,,,,,,,,,,
100,lucas-mugni,3.11,True,6.06,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,6,81121,354,26,Lucas Mugni,18,Lucas Andrés Mugni,0.8,-0.2,CEA,L. Mugni,4,,3.0,4.0,19.0,22.0,2.0,6.0,10.0,1.0,1.0,,,1.0,,,,,,,
101,mayke,4.55,True,8.01,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,7,81150,277,26,Mayke,11,Mayke Rocha de Oliveira,3.0,-0.51,SAN,Mayke,2,,,2.0,24.0,17.0,1.0,2.0,7.0,,1.0,,3.0,,,,,,,,
102,goncalo-paciencia,0.58,False,5.5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,6,81401,292,26,Gonçalo Paciência,4,Gonçalo Mendes Paciência,0.0,0.0,SPT,G. Paciência,5,,,,,2.0,,3.0,1.0,,,,,,,,,,,,
103,alisson,2.03,True,4.61,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,7,81845,276,26,Alisson,20,Alisson Euler de Freitas Castro,1.5,-0.5,SAO,Alisson,4,,1.0,4.0,14.0,17.0,6.0,4.0,27.0,,1.0,,,,,,,,,,
104,joao-ricardo,5.87,False,11.84,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,6,81881,356,26,João Ricardo,13,João Ricardo Riedi,0.0,0.0,FOR,J. Ricardo,1,,,,,,,,2.0,,,,6.0,,,51.0,,18.0,,,1.0
105,willian-oliveira,2.77,False,4.7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,6,81952,287,26,Willian Oliveira,11,Willian Osmar de Oliveira Silva,0.0,0.0,VIT,W. Oliveira,4,,,4.0,18.0,16.0,1.0,7.0,11.0,,,,,,,,,,,,
106,chico-kim,1.76,False,4.23,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,6,82407,2305,26,Chico Kim,10,Francisco Hyun-Sol Kim,0.0,0.0,MIR,C. Kim,4,,,1.0,8.0,6.0,1.0,1.0,11.0,,,1.0,,,,,,,,,
107,ze-rafael,3.96,True,8.15,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,7,82455,277,26,Zé Rafael,16,José Rafael Vivian,9.6,0.82,SAN,Z. Rafael,4,,,2.0,31.0,23.0,1.0,5.0,29.0,,,,,2.0,,,,,,,
108,otavio,1.82,True,5.46,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,6,82463,266,26,Otávio,4,Otávio Henrique Passos Santos,0.0,-1.14,FLU,Otávio,4,,,,3.0,5.0,,1.0,7.0,,,,,,,,,,,,
109,luiz-araujo,5.09,True,8.68,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,6,82627,262,26,Luiz Araújo,23,Luiz de Araújo Guimarães Neto,0.9,-0.99,FLA,L. Araújo,5,,2.0,1.0,28.0,19.0,9.0,10.0,14.0,5.0,1.0,,,2.0,,,,,,,
110,tinga,4.11,False,8.33,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,5,82628,356,26,Tinga,10,Guilherme de Jesus da Silva,0.0,0.0,FOR,Tinga,2,,,1.0,11.0,6.0,,3.0,4.0,1.0,,,3.0,,,,,,,,
111,marcelo-hermes,4.89,False,7.18,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,3,82639,286,26,Marcelo Hermes,11,Marcelo Gazella Hermes,0.0,0.0,JUV,M. Hermes,2,,2.0,2.0,17.0,12.0,4.0,7.0,7.0,,,,2.0,,,,,,,,
112,lucas-ramon,6.22,True,8.88,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,7,82775,2305,26,Lucas Ramon,22,Lucas Ramon Batista Silva,0.2,-0.36,MIR,L. Ramon,2,,2.0,5.0,43.0,21.0,7.0,5.0,29.0,2.0,3.0,1.0,6.0,,,,,,,,
113,rafael-thyere,3.02,True,5.63,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,7,83048,292,26,Rafael Thyere,12,Rafael Thyere de Albuquerque Marques,0.0,-0.16,SPT,R. Thyere,3,,,,10.0,7.0,1.0,2.0,5.0,,,,3.0,1.0,,,,,,,
114,alan-benitez,1.87,False,5.14,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,6,83251,285,26,Alan Benítez,7,Alan Max Benítez Domínguez,0.0,0.0,INT,A. Benítez,2,,,,4.0,5.0,3.0,,,,,,1.0,,,,,,,,
115,gabriel,3.16,True,6.33,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,7,83257,283,26,Gabriel,20,Gabriel Barbosa Almeida,-0.9,-0.2,CRU,Gabriel,5,,2.0,4.0,3.0,4.0,8.0,6.0,8.0,5.0,6.0,,,,,,,,1.0,,
116,leo-pereira,5.23,True,9.54,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,3,83528,262,26,Léo Pereira,23,Leonardo Pereira,4.6,0.7,FLA,L. Pereira,3,,,3.0,17.0,18.0,3.0,7.0,8.0,3.0,,,13.0,1.0,,,,,,2.0,
117,neris,-0.85,False,2.13,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,6,83786,287,26,Neris,4,Hueglo dos Santos Neris,0.0,0.0,VIT,Neris,3,,,1.0,1.0,8.0,1.0,,1.0,,2.0,,,,1.0,,,,,,
118,tiquinho-soares,3.17,True,8.28,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,6,84042,277,26,Tiquinho Soares,21,Francisco das Chagas Soares dos Santos Meireles,6.7,0.95,SAN,T. Soares,5,,3.0,2.0,8.0,26.0,6.0,11.0,33.0,2.0,4.0,1.0,,,,,,,,,
119,ruan-carneiro,2.55,False,2.41,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,6,84094,286,26,Ruan Carneiro,2,Eudes Ruan de Souza Carneiro,0.0,0.0,JUV,R. Carneiro,1,,,,,,,,,,,,,,,7.0,,4.0,,,
120,jemerson,3.2,False,4.77,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,6,84263,284,26,Jemerson,9,Jemerson de Jesus Nascimento,0.0,0.0,GRE,Jemerson,3,,,3.0,11.0,14.0,1.0,1.0,3.0,1.0,,,1.0,1.0,,,,,,,
121,fernando-sobral,1.2,True,3.65,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,6,84428,354,26,Fernando Sobral,21,Fernando Pereira do Nascimento,-0.3,-0.11,CEA,F. Sobral,4,,,7.0,20.0,27.0,,4.0,14.0,,1.0,,,,,,,,,,
122,romarinho,2.3,True,4.39,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,6,84523,292,26,Romarinho,13,José Romário Silva de Souza,6.5,0.88,SPT,Romarinho,5,,1.0,,1.0,,2.0,2.0,7.0,2.0,1.0,,,,,,,,,,
123,lucas-romero,4.39,True,7.59,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,3,84558,283,26,Lucas Romero,24,Lucas Daniel Romero,1.7,-0.47,CRU,L. Romero,4,,2.0,9.0,52.0,25.0,2.0,8.0,35.0,1.0,1.0,,,,,,,,,,
124,lucas-evangelista,3.36,False,6.28,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,5,84674,275,26,Lucas Evangelista,19,Lucas Evangelista Santana de Oliveira,0.0,0.0,PAL,L. Evangelista,4,,1.0,2.0,23.0,20.0,4.0,2.0,20.0,2.0,,,,,,,,,,,
125,jorginho,1.62,True,6.87,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,7,84735,262,26,Jorginho,10,Jorge Luiz Frello Filho,1.9,0.24,FLA,Jorginho,4,,,4.0,14.0,16.0,1.0,1.0,4.0,,,,,,,,,,,,
126,varela,5.09,True,8.77,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,7,84816,262,26,Varela,17,Guillermo Varela Olivera,7.7,0.92,FLA,Varela,2,,4.0,,9.0,4.0,1.0,1.0,7.0,,2.0,,10.0,,,,,,,1.0,
127,luan-peres,2.78,True,5.13,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,7,84847,277,26,Luan Peres,17,Luan Peres Petroni,1.4,-0.06,SAN,L. Peres,3,,,4.0,18.0,21.0,1.0,,9.0,,,,5.0,,,,,,,,
128,oscar-romero,1.89,True,5.01,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,7,85034,285,26,Óscar Romero,12,Óscar David Romero Villamayor,3.2,-0.21,INT,O. Romero,4,,1.0,2.0,7.0,5.0,1.0,5.0,13.0,,,,,,,,,,,1.0,
129,memphis-depay,5.95,False,13.85,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,6,85048,264,26,Memphis Depay,14,Memphis Depay,0.0,0.0,COR,M. Depay,5,,3.0,4.0,7.0,11.0,11.0,10.0,20.0,4.0,1.0,,,2.0,,,,,1.0,,
130,vinicius-silvestre,4.4,False,6.75,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,6,85083,356,26,Vinicius Silvestre,2,Vinicius Silvestre da Costa,0.0,0.0,FOR,V. Silvestre,1,,,,,,,,1.0,,,,,,,11.0,,6.0,,,
131,danielzinho,2.69,True,5.09,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,7,85403,2305,26,Danielzinho,23,Daniel de Oliveira Sertanejo,2.7,0.25,MIR,Danielzinho,4,,2.0,4.0,19.0,28.0,4.0,8.0,42.0,,2.0,1.0,,1.0,,,,,,,
132,joao-paulo,-1.0,False,6.45,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,5,85425,265,26,João Paulo,0,João Paulo Silva Martins,0.0,0.0,BAH,J. Paulo,1,,,2.0,,,,,,,,,,,,,,,,,
133,alex-santana,0.22,True,2.64,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,6,85465,284,26,Alex Santana,9,Alex Paulo Menezes Santana,-1.6,-0.32,GRE,A. Santana,4,,,4.0,1.0,12.0,,4.0,10.0,,1.0,,,,,,,,,,
134,ricardo-ryller,1.3,False,2.69,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,6,85856,287,26,Ricardo Ryller,16,Ricardo Ryller Ribeiro Lino Silva,0.0,0.0,VIT,R. Ryller,4,,,3.0,15.0,28.0,4.0,2.0,7.0,,1.0,,,,,,,,,,
135,aylon,3.17,True,5.14,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,2,85930,354,26,Aylon,15,Aylon Darwin Tavella,4.5,0.64,CEA,Aylon,5,,,3.0,12.0,19.0,4.0,6.0,18.0,2.0,2.0,1.0,,1.0,,,,,,,
136,hyoran,1.63,True,4.04,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,2,85931,292,26,Hyoran,6,Hyoran Kaue Dalmoro,5.5,0.42,SPT,Hyoran,4,,1.0,1.0,1.0,13.0,1.0,2.0,5.0,,1.0,,,1.0,,,,,,,
137,bolasie,0.72,False,3.12,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,6,86292,283,26,Bolasie,13,Yannick Bolasie,0.0,0.0,CRU,Bolasie,5,,1.0,1.0,3.0,9.0,1.0,1.0,3.0,,1.0,,,,,,,,,,
138,victor-luis,0.57,False,3.34,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,6,86410,267,26,Victor Luis,3,Victor Luis Chuab Zamblauskas,0.0,0.0,VAS,V. Luis,2,,,,,,1.0,,1.0,,,,,,,,,,,,
