,atletas.slug,atletas.media_num,atletas.entrou_em_campo,atletas.preco_num,atletas.foto,atletas.status_id,atletas.atleta_id,atletas.clube_id,atletas.rodada_id,atletas.apelido,atletas.jogos_num,atletas.nome,atletas.pontos_num,atletas.variacao_num,atletas.clube.id.full.name,atletas.apelido_abreviado,atletas.posicao_id,V,A,CA,DS,FC,FD,FF,FS,G,I,PS,SG,FT,CV,DE,DP,GS,PP,PC,GC
659,mateus-xavier,0.5,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,6,133673,277,26,Mateus Xavier,3,Mateus Xavier de Sousa,0.0,0.0,SAN,M. Xavier,4,,,,1.0,,,,,,,,,,,,,,,,
660,benedetti,1.6,False,2.61,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,6,133679,275,26,Benedetti,2,Luiz Gustavo Roncholeta Benedetti,0.0,0.0,PAL,Benedetti,3,,,,2.0,2.0,,1.0,,,,,,,,,,,,,
661,wallace-davi,0.0,False,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,6,133696,266,26,Wallace Davi,0,Wallace Davi Nunes da Silva Dias,0.0,0.0,FLU,W. Davi,4,,,,,,,,,,,,,,,,,,,,
662,yago-noal,0.6,False,1.14,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,6,134246,285,26,Yago Noal,2,Yago Eduardo Noal Lopes,0.0,0.0,INT,Y. Noal,4,,,,1.0,1.0,,,,,,,,,,,,,,,
663,luis-otavio,2.04,True,3.53,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,7,136306,285,26,Luis Otávio,14,Luis Otávio Costa de Aquino,7.4,0.92,INT,L. Otávio,4,,,,14.0,5.0,2.0,1.0,12.0,,1.0,,,,,,,,,,
664,sanabria,2.04,True,4.64,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,3,136955,265,26,Sanabria,5,Mateo Naín Sanabria Doracio,-2.3,-1.44,BAH,Sanabria,5,,,,3.0,5.0,1.0,2.0,15.0,,1.0,,,,1.0,,,,,,
665,micael,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,6,137375,292,26,Micael,0,Micael de Barros Viturino,0.0,0.0,SPT,Micael,5,,,,,,,,,,,,,,,,,,,,
666,kaique-kenji,0.5,False,1.09,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,6,137542,283,26,Kaique Kenji,2,Kaique Kenji Takamura Correa,0.0,0.0,CRU,K. Kenji,5,,,,,,,,2.0,,,,,,,,,,,,
667,clayton-sampaio,2.93,False,4.05,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,6,137618,285,26,Clayton Sampaio,6,Clayton Sampaio Pereira,0.0,0.0,INT,C. Sampaio,3,,,2.0,7.0,7.0,2.0,1.0,,,,,1.0,1.0,,,,,,,
668,palacios,1.3,False,1.7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,6,138021,280,26,Palacios,2,Sergio Stevan Palacios Zapata,0.0,0.0,RBB,Palacios,3,,,2.0,,3.0,,,1.0,,,,1.0,,,,,,,,
669,figueiredo,0.0,False,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,5,139001,275,26,Figueiredo,0,Vitor dos Santos Figueiredo,0.0,0.0,PAL,Figueiredo,4,,,,,,,,,,,,,,,,,,,,
670,filipe-luis,7.25,True,12.69,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,7,139076,262,26,Filipe Luís,25,Filipe Luís Kasmirski,5.72,-0.04,FLA,F. Luís,6,16.0,,,,,,,,,,,,,,,,,,,
671,pedro-kaua,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,6,139200,285,26,Pedro Kauã,0,Pedro Kauã Rodrigues Machado,0.0,0.0,INT,P. Kauã,3,,,,,,,,,,,,,,,,,,,,
672,kaua-prates,3.17,False,3.43,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,6,139345,283,26,Kauã Prates,4,Kauã Prates de Almeida,0.0,0.0,CRU,K. Prates,2,,,1.0,3.0,4.0,,,1.0,,1.0,,2.0,,,,,,,,
673,caio-maia,0.0,False,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,5,139455,282,26,Caio Maia,0,Caio da Silva Maia,0.0,0.0,CAM,C. Maia,5,,,,,,,,,,,,,,,,,,,,
674,joao-marcelo,1.51,False,3.46,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,6,140364,282,26,João Marcelo,7,João Marcelo Soares de Freitas,0.0,0.0,CAM,J. Marcelo,5,,1.0,,1.0,3.0,3.0,2.0,,,2.0,,,,,,,,,,
675,riquelme-felipe,1.12,False,4.08,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,6,140484,266,26,Riquelme Felipe,4,Riquelme Felipe Silva de Almeida,0.0,0.0,FLU,R. Felipe,5,,,,2.0,1.0,,1.0,2.0,,,,,,,,,,,,
676,joao-victor,0.0,False,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,6,140492,262,26,João Victor,0,João Victor de Souza Cunha,0.0,0.0,FLA,J. Victor,3,,,,,,,,,,,,,,,,,,,,
677,joao-alves,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,6,140494,262,26,João Alves,0,João Victor Alves Ferreira,0.0,0.0,FLA,J. Alves,4,,,,,,,,,,,,,,,,,,,,
678,ryan-francisco,2.69,False,3.62,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,5,140542,276,26,Ryan Francisco,7,Ryan Francisco Rodrigues dos Santos Silva,0.0,0.0,SAO,R. Francisco,5,,,,,4.0,,2.0,5.0,2.0,1.0,,,,,,,,,,
679,david-martins,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,6,140726,265,26,David Martins,0,David Martins Almeida de Lira,0.0,0.0,BAH,D. Martins,4,,,,,,,,,,,,,,,,,,,,
680,davi-gomes,3.3,False,2.93,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,5,140906,280,26,Davi Gomes,4,Davi Gomes de Alvarenga,0.0,0.0,RBB,D. Gomes,5,,,,1.0,2.0,1.0,2.0,3.0,1.0,,,,,,,,,,,
681,bruno-bertinato,0.0,False,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,6,140908,2305,26,Bruno Bertinato,0,Bruno Oliveira Bertinato,0.0,0.0,MIR,B. Bertinato,1,,,,,,,,,,,,,,,,,,,,
682,kaio-borges,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,6,141039,266,26,Kaio Borges,0,Kaio Borges Correa,0.0,0.0,FLU,K. Borges,2,,,,,,,,,,,,,,,,,,,,
683,davi-schuindt,0.7,False,1.24,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,6,141040,266,26,Davi Schuindt,2,Davi Duarte Schuindt,0.0,0.0,FLU,D. Schuindt,3,,,,,1.0,1.0,,1.0,,,,,,,,,,,,
684,kaua-branco,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,6,141084,263,26,Kauã Branco,0,Kauã Oliveira Branco,0.0,0.0,BOT,K. Branco,3,,,,,,,,,,,,,,,,,,,,
685,robert,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,6,141125,282,26,Robert,0,Robert Pinto Alves Assunção,0.0,0.0,CAM,Robert,1,,,,,,,,,,,,,,,,,,,,
686,vitao,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,6,141131,282,26,Vitão,0,Vitor Fernandes Chaves Teixeira,0.0,0.0,CAM,Vitão,3,,,,,,,,,,,,,,,,,,,,
687,ze-phelipe,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,6,141138,282,26,Zé Phelipe,0,José Phelipe dos Santos Dutra,0.0,0.0,CAM,Z. Phelipe,4,,,,,,,,,,,,,,,,,,,,
688,mateus-iseppe,2.0,False,2.53,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,6,141139,282,26,Mateus Iseppe,1,Mateus José Iseppe,0.0,0.0,CAM,M. Iseppe,4,,,,1.0,,,,1.0,,,,,,,,,,,,
689,davi,0.0,False,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,6,141145,292,26,Davi,0,Davi Medeiros Serrano Lira,0.0,0.0,SPT,Davi,1,,,,,,,,,,,,,,,,,,,,
690,rafinha,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,6,141150,292,26,Rafinha,0,Rafael Lima da Silva,0.0,0.0,SPT,Rafinha,3,,,,,,,,,,,,,,,,,,,,
691,felipinho,0.0,False,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,6,141151,292,26,Felipinho,0,Felipe Gabriel dos Santos Silva,0.0,0.0,SPT,Felipinho,2,,,,,,,,,,,,,,,,,,,,
692,riquelme,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,6,141153,292,26,Riquelme,0,Riquelme Felipe da Silva de Oliveira,0.0,0.0,SPT,Riquelme,3,,,,,,,,,,,,,,,,,,,,
693,felype-gabriel,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,6,141154,292,26,Felype Gabriel,0,Felype Gabriel Alencar Carvalho,0.0,0.0,SPT,F. Gabriel,3,,,,,,,,,,,,,,,,,,,,
694,adriel,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,6,141156,292,26,Adriel,0,Adriel Gomes do Nascimento,0.0,0.0,SPT,Adriel,4,,,,,,,,,,,,,,,,,,,,
695,breno,0.0,False,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,6,141158,292,26,Breno,0,Breno José da Silva Santos,0.0,0.0,SPT,Breno,4,,,,,,,,,,,,,,,,,,,,
696,ze-lucas,2.89,True,4.86,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,7,141160,292,26,Zé Lucas,20,José Lucas Gomes da Silva,0.2,-0.15,SPT,Z. Lucas,4,,,4.0,32.0,24.0,4.0,6.0,23.0,,2.0,,,,,,,,,,
697,gago,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,6,141161,292,26,Gago,0,Luiz Henrique Duarte Batista,0.0,0.0,SPT,Gago,4,,,,,,,,,,,,,,,,,,,,
698,jefinho,2.8,False,1.99,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,6,141162,292,26,Jefinho,1,Jefferson Borges do Nascimento,0.0,0.0,SPT,Jefinho,4,,,,1.0,,,1.0,1.0,,,,,,,,,,,,
699,kayke-queiroz,0.0,False,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,6,141401,356,26,Kayke Queiroz,0,Kayke Gouvêa Queiroz,0.0,0.0,FOR,K. Queiroz,5,,,,,,,,,,,,,,,,,,,,
700,avellar,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,6,141405,267,26,Avellar,0,Riquelme Avellar da Silva Fortes,0.0,0.0,VAS,Avellar,2,,,,,,,,,,,,,,,,,,,,
701,fredi-lippert,1.7,False,1.5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,2,141419,265,26,Fredi Lippert,1,Frederico Lippert Neto Gomes,0.0,0.0,BAH,F. Lippert,3,,,,1.0,1.0,,,1.0,,,,,,,,,,,,
702,gustavo-cintra,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,6,141433,266,26,Gustavo Cintra,0,Gustavo Cintra Rocha,0.0,0.0,FLU,G. Cintra,3,,,,,,,,,,,,,,,,,,,,
703,allan,2.45,True,4.12,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,6,141451,275,26,Allan,16,Allan Andrade Elias,0.0,-0.19,PAL,Allan,4,,,,16.0,5.0,3.0,5.0,8.0,1.0,,,,,1.0,,,,,,
704,atencio,0.82,True,3.07,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,6,141453,292,26,Atencio,14,Rodrigo Uriel Atencio,0.0,-0.14,SPT,Atencio,4,,,1.0,1.0,4.0,2.0,6.0,4.0,,,,,1.0,,,,,,,
705,bernardo-jacob,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,6,141465,285,26,Bernardo Jacob,0,Bernardo Jacob Ferreira,0.0,0.0,INT,B. Jacob,4,,,,,,,,,,,,,,,,,,,,
706,pablo,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,6,141467,285,26,Pablo,0,Pablo Pereira da Costa,0.0,0.0,INT,Pablo,2,,,,,,,,,,,,,,,,,,,,
707,lucca-prior,3.41,False,3.93,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,6,141526,356,26,Lucca Prior,11,Lucca Prior Pimenta,0.0,0.0,FOR,L. Prior,4,,,1.0,10.0,12.0,2.0,3.0,13.0,2.0,2.0,,,,,,,,,,
708,indio,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,6,141551,282,26,Índio,0,Hendel dos Santos Nascimento,0.0,0.0,CAM,Índio,4,,,,,,,,,,,,,,,,,,,,
709,gabriel-mec,0.0,False,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,6,141595,284,26,Gabriel Mec,0,Gabriel Ferreira de Carvalho,0.0,0.0,GRE,G. Mec,5,,,,,,,,,,,,,,,,,,,,
710,lucca,0.68,False,1.08,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,6,141609,276,26,Lucca,4,Lucca Marques Alencar,0.0,0.0,SAO,Lucca,5,,,,1.0,4.0,,,5.0,,1.0,,,,,,,,,,
711,joao-pedro,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,6,141610,276,26,João Pedro,0,João Pedro Pantiga Gomes,0.0,0.0,SAO,J. Pedro,1,,,,,,,,,,,,,,,,,,,,
712,maik,9.1,False,6.35,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,6,141611,276,26,Maik,2,Maik Gomes Viegas,0.0,0.0,SAO,Maik,2,,,2.0,5.0,7.0,,1.0,2.0,1.0,,,1.0,,,,,,,,
713,paulinho,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,6,141614,276,26,Paulinho,0,Paulo Sérgio Venuto Bezerra,0.0,0.0,SAO,Paulinho,5,,,,,,,,,,,,,,,,,,,,
714,pedro-ferreira,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,6,141615,276,26,Pedro Ferreira,0,Pedro Henrique Ferreira da Silva,0.0,0.0,SAO,P. Ferreira,4,,,,,,,,,,,,,,,,,,,,
715,pablo-lucio,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,6,141628,262,26,Pablo Lúcio,0,Pablo Lúcio,0.0,0.0,FLA,P. Lúcio,4,,,,,,,,,,,,,,,,,,,,
716,fernando-costa,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,6,141643,280,26,Fernando Costa,0,Fernando Henrique Pires Costa,0.0,0.0,RBB,F. Costa,1,,,,,,,,,,,,,,,,,,,,
717,zappelini,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,6,141751,263,26,Zappelini,0,Cauã Zappelini Joaquim,0.0,0.0,BOT,Zappelini,4,,,,,,,,,,,,,,,,,,,,
718,gabriel-bontempo,3.18,False,5.32,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,5,141754,277,26,Gabriel Bontempo,18,Gabriel Morais Silva Bontempo,0.0,0.0,SAN,G. Bontempo,4,,1.0,1.0,24.0,10.0,,4.0,18.0,1.0,,,,,,,,,,,
719,fabiano-souza,4.33,True,6.86,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,7,141763,354,26,Fabiano Souza,20,Fabiano Josué de Souza Silva,1.2,-0.61,CEA,F. Souza,2,,,5.0,27.0,30.0,1.0,5.0,30.0,,,,8.0,,,,,,,,
720,athyrson,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,6,141771,280,26,Athyrson,0,Athyrson Ferreira Prates,0.0,0.0,RBB,Athyrson,5,,,,,,,,,,,,,,,,,,,,
721,gustavo-henrique,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,6,141776,277,26,Gustavo Henrique,0,Gustavo Henrique Pereira,0.0,0.0,SAN,G. Henrique,4,,,,,,,,,,,,,,,,,,,,
722,kauan,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,6,141795,287,26,Kauan,0,Kauan Santos Neves Coutinho,0.0,0.0,VIT,Kauan,3,,,,,,,,,,,,,,,,,,,,
723,guilherme,1.53,False,2.75,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,6,141806,354,26,Guilherme,6,Guilherme Luiz Oliveira da Silva,0.0,0.0,CEA,Guilherme,5,,,1.0,5.0,6.0,1.0,1.0,5.0,,,,,,,,,,,,
724,vinicius-lira,0.0,False,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,6,141868,277,26,Vinicius Lira,0,Vinicius Rodrigues Lira,0.0,0.0,SAN,V. Lira,2,,,,,,,,,,,,,,,,,,,,
725,jacare,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,6,141873,264,26,Jacaré,0,João Vitor Barros Silva,0.0,0.0,COR,Jacaré,2,,,,,,,,,,,,,,,,,,,,
726,dede,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,6,141874,292,26,Dedé,0,Josenildo José dos Santos Neto,0.0,0.0,SPT,Dedé,4,,,,,,,,,,,,,,,,,,,,
727,dieguinho,1.27,False,1.82,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,6,141995,264,26,Dieguinho,6,Diego da Cruz Lopes,0.0,0.0,COR,Dieguinho,4,,,,3.0,1.0,,3.0,2.0,,,,,,,,,,,,
728,joao-silva,2.47,False,4.06,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,7,141996,292,26,João Silva,12,João Pedro Eira Antunes da Silva,0.0,0.0,SPT,J. Silva,3,,,1.0,9.0,11.0,2.0,2.0,3.0,,1.0,,3.0,,,,,,,,
729,amuzu,3.19,True,5.06,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,6,142004,284,26,Amuzu,12,Francis Amuzu,2.2,-1.31,GRE,Amuzu,5,,1.0,2.0,2.0,6.0,5.0,8.0,12.0,2.0,2.0,,,,,,,,,,
730,gabriel-silva,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,6,142047,354,26,Gabriel Silva,0,Gabriel Silva Rocha,0.0,0.0,CEA,G. Silva,3,,,,,,,,,,,,,,,,,,,,
731,bruno-alves,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,6,142049,283,26,Bruno Alves,0,Bruno Ferreira Alves,0.0,0.0,CRU,B. Alves,3,,,,,,,,,,,,,,,,,,,,
732,kauan-toledo,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,6,142086,263,26,Kauan Toledo,0,Kauan Almeida Toledo,0.0,0.0,BOT,K. Toledo,5,,,,,,,,,,,,,,,,,,,,
733,marcelo-eraclito,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,6,142130,283,26,Marcelo Eráclito,0,Marcelo Eráclito de Souza Filho,0.0,0.0,CRU,M. Eráclito,1,,,,,,,,,,,,,,,,,,,,
734,luis-eduardo,0.0,False,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,6,142257,284,26,Luis Eduardo,0,Luis Eduardo Guedes de Souza,0.0,0.0,GRE,L. Eduardo,3,,,,,,,,,,,,,,,,,,,,
735,jeferson,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,6,142261,284,26,Jeferson,0,Jeferson Borges dos Santos,0.0,0.0,GRE,Jeferson,5,,,,,,,,,,,,,,,,,,,,
736,dell,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,6,142265,265,26,Dell,0,Wendeson Wanderley Santos de Melo,0.0,0.0,BAH,Dell,5,,,,,,,,,,,,,,,,,,,,
737,ze-henrique,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,6,142268,286,26,Zé Henrique,0,José Henrique Camargo,0.0,0.0,JUV,Z. Henrique,1,,,,,,,,,,,,,,,,,,,,
738,nuno-moreira,4.74,True,8.19,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,7,142279,267,26,Nuno Moreira,23,Nuno Gonçalo Rocha Moreira,3.8,0.46,VAS,N. Moreira,5,,4.0,1.0,22.0,13.0,8.0,6.0,30.0,4.0,5.0,,,,,,,,,,
739,wanderson-papaterra,0.0,False,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,6,142445,287,26,Wanderson Papaterra,0,Wanderson Papaterra Matos,0.0,0.0,VIT,W. Papaterra,4,,,,,,,,,,,,,,,,,,,,
740,barrera,0.5,False,4.79,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,6,142484,263,26,Barrera,1,Jordan Andrés Barrera Herrera,0.0,0.0,BOT,Barrera,4,,,,,,,,1.0,,,,,,,,,,,,
741,robinho-jr,1.36,True,2.43,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,6,142867,277,26,Robinho Jr.,5,Robson de Souza Júnior,2.3,0.38,SAN,R. Jr.,5,,,,3.0,1.0,,2.0,2.0,,,,,,,,,,,,
