,atletas.pontos_num,atletas.clube_id,atletas.posicao_id,atletas.media_num,atletas.entrou_em_campo,atletas.atleta_id,atletas.preco_num,atletas.foto,atletas.apelido_abreviado,atletas.status_id,atletas.slug,atletas.rodada_id,atletas.clube.id.full.name,atletas.variacao_num,atletas.nome,atletas.jogos_num,atletas.apelido,CA,DS,FC,FF,FS,G,I,A,FD,PS,FT,SG,V,CV,DE,DP,GS,PC,PP,GC
267,9.5,2305,3,2.76,True,97460,4.15,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,J. Victor,7,joao-victor,22,MIR,0.85,João Victor Carroll Santana,17,João Victor,4.0,12.0,14.0,3.0,7.0,1.0,1.0,1.0,1.0,,,4.0,,1.0,,,,,,
268,0.3,263,2,6.42,True,97468,8.6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Marçal,7,marcal,22,BOT,-0.46,Fernando Marçal de Oliveira,6,Marçal,2.0,7.0,11.0,1.0,1.0,2.0,,,,,,3.0,,,,,,,,
269,0.0,2305,4,0.0,False,97520,6.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Shaylon,6,shaylon,22,MIR,0.0,Shaylon Kallyson Cardozo - Cardoso,0,Shaylon,,,,,,,,,,,,,,,,,,,,
270,0.0,264,3,3.72,False,97642,6.74,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,F. Torres,6,felix-torres,22,COR,0.0,Félix Eduardo Torres Caicedo,9,Félix Torres,1.0,14.0,12.0,2.0,1.0,,,,,,,3.0,,,,,,,,
271,0.0,287,1,0.0,False,97645,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,T. Couto,6,thiago-couto,22,VIT,0.0,Thiago Couto Wenceslau,0,Thiago Couto,,,,,,,,,,,,,,,,,,,,
272,0.5,275,3,3.5,True,97653,7.53,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Murilo,7,murilo,22,PAL,-0.75,Murilo Cerqueira Paim,7,Murilo,4.0,4.0,12.0,3.0,1.0,1.0,,,1.0,,,3.0,,,,,,1.0,,
273,9.7,287,5,4.82,True,97810,7.6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Erick,7,erick,22,VIT,1.14,Erick de Arruda Serafim,16,Erick,4.0,10.0,11.0,10.0,37.0,3.0,,2.0,5.0,,1.0,,,,,,,,,
274,-0.8,262,3,5.37,True,97867,6.94,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,L. Ortiz,7,leo-ortiz,22,FLA,-0.73,Leonardo Rech Ortiz,20,Léo Ortiz,3.0,17.0,16.0,7.0,3.0,1.0,1.0,2.0,3.0,,2.0,11.0,,,,,,,,
275,0.0,265,2,3.18,False,97868,5.4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Iago,6,iago,22,BAH,0.0,Iago Amaral Borduchi,6,Iago,,4.0,2.0,2.0,2.0,,1.0,,1.0,,,2.0,,,,,,,,
276,0.0,354,2,5.25,False,97899,7.98,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,M. Bahia,6,matheus-bahia,22,CEA,0.0,Matheus Bahia Santos,12,Matheus Bahia,3.0,19.0,10.0,2.0,13.0,,,1.0,2.0,,,5.0,,,,,,,,
277,2.8,285,3,3.11,True,97900,7.29,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Vitão,7,vitao,22,INT,0.39,Vitor Eduardo da Silva Matos,15,Vitão,4.0,18.0,10.0,3.0,2.0,,,1.0,1.0,,,4.0,,,,,,,,1.0
278,0.0,265,4,3.53,False,98022,8.32,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Erick,5,erick,22,BAH,0.0,Erick Luis Conrado de Carvalho,8,Erick,3.0,14.0,12.0,2.0,3.0,1.0,2.0,,,,1.0,,,,,,,,,
279,3.8,354,5,3.83,True,98225,7.94,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,P. Raul,7,pedro-raul,22,CEA,-0.2,Pedro Raul Garay da Silva,18,Pedro Raul,3.0,5.0,30.0,19.0,25.0,3.0,24.0,,15.0,,2.0,,,,,,,,,
280,0.0,263,3,0.0,False,98280,11.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Bastos,5,bastos,22,BOT,0.0,Bartolomeu Jacinto Quissanga,0,Bastos,,,,,,,,,,,,,,,,,,,,
281,0.0,287,4,0.0,False,98306,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,V. Soares,5,val-soares,22,VIT,0.0,Valdemir de Oliveira Soares,0,Val Soares,,,,,,,,,,,,,,,,,,,,
282,7.4,2305,5,4.1,True,98384,5.5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Negueba,7,negueba,22,MIR,0.58,Luiz Henrique Soares Firmino,16,Negueba,2.0,12.0,9.0,5.0,27.0,3.0,2.0,1.0,5.0,,,,,,,,,,,
283,0.0,265,3,2.85,False,98484,4.58,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Kanu,5,kanu,22,BAH,0.0,Victor Hugo Soares dos Santos,2,Kanu,,4.0,1.0,,,,,,,,,,,,,,,,,
284,4.9,265,4,3.96,True,98517,6.46,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,J. Lucas,7,jean-lucas,22,BAH,0.2,Jean Lucas de Souza Oliveira,18,Jean Lucas,2.0,27.0,23.0,9.0,18.0,2.0,1.0,1.0,3.0,,1.0,,,1.0,,,,1.0,,
285,0.0,356,3,4.0,False,98619,6.58,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Kuscevic,5,kuscevic,22,FOR,0.0,Benjamín Kuščević Jaramillo,15,Kuscevic,1.0,22.0,13.0,3.0,3.0,1.0,,,,,,4.0,,,,,,,,
286,10.9,263,4,4.92,True,98672,10.91,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Savarino,7,savarino,22,BOT,1.21,Jefferson David Savarino Quintero,14,Savarino,1.0,5.0,7.0,11.0,12.0,3.0,5.0,2.0,11.0,,1.0,,,,,,,,,
287,8.3,264,2,2.89,True,98720,5.55,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Angileri,7,angileri,22,COR,1.17,Fabrizio Germán Angileri - Fabricio,14,Angileri,3.0,18.0,8.0,4.0,3.0,,1.0,,1.0,,1.0,2.0,,,,,,,,
288,6.5,262,5,11.64,True,98873,17.56,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,S. Lino,7,samuel-lino,22,FLA,-3.29,Samuel Dias Lino,5,Samuel Lino,,9.0,5.0,8.0,3.0,2.0,1.0,4.0,2.0,,,,,,,,,,,
289,11.2,282,5,4.37,True,98909,8.98,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Cuello,7,cuello,22,CAM,1.86,Tomás Esteban Cuello,14,Cuello,3.0,11.0,17.0,13.0,25.0,1.0,2.0,1.0,10.0,,3.0,,,1.0,,,,1.0,,
290,0.0,262,2,4.5,False,98974,8.61,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Viña,6,vina,22,FLA,0.0,Matías Nicolás Viña Susperreguy,5,Viña,1.0,3.0,5.0,,1.0,,,,,,,4.0,,,,,,,,
291,0.0,354,4,3.21,False,99032,4.77,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Lourenço,6,lourenco,22,CEA,0.0,João Paulo Ferreira Lourenço,16,Lourenço,,20.0,16.0,3.0,12.0,1.0,,1.0,4.0,,,,,,,,,,,
292,0.0,287,5,2.23,False,99119,4.71,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,L. Braga,6,lucas-braga,22,VIT,0.0,Lucas Braga Ribeiro,14,Lucas Braga,1.0,9.0,12.0,3.0,20.0,1.0,3.0,,2.0,,,,,,,,,,,
293,9.7,267,5,7.94,True,99198,15.9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Vegetti,7,vegetti,22,VAS,0.13,Pablo Vegetti,17,Vegetti,2.0,8.0,19.0,22.0,23.0,11.0,4.0,1.0,5.0,,2.0,,,,,,,,,1.0
294,7.7,267,2,3.88,True,99213,6.14,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,P. Rodríguez,7,puma-rodriguez,22,VAS,1.1,José Luis Rodríguez Bebanz,10,Puma Rodríguez,,6.0,4.0,4.0,1.0,1.0,,2.0,1.0,,1.0,1.0,,,,,,,,
295,0.0,292,5,0.92,False,99221,2.38,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,I. Ramírez,6,ignacio-ramirez,22,SPT,0.0,Juan Ignacio Ramírez Polero,5,Ignacio Ramírez,,,4.0,3.0,2.0,,,,2.0,,,,,,,,,,,
296,7.3,262,4,2.36,True,99228,8.5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,D. Cruz,7,de-la-cruz,22,FLA,1.13,Diego Nicolás de la Cruz Arcosa,12,De la Cruz,3.0,12.0,13.0,4.0,21.0,,,,3.0,,,,,,,,,,,
297,6.0,356,5,1.12,True,99248,4.96,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Bareiro,6,bareiro,22,FOR,1.47,Adam Fernando Bareiro Gamarra,6,Bareiro,2.0,3.0,8.0,1.0,4.0,,,,4.0,,1.0,,,,,,,,1.0,
298,0.0,356,4,5.32,True,99267,10.57,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Pochettino,7,pochettino,22,FOR,-0.58,Tomás Pochettino,11,Pochettino,,16.0,4.0,8.0,6.0,1.0,1.0,2.0,7.0,,,,,,,,,,,
299,0.0,263,3,5.11,False,99274,9.28,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,A. Barboza,6,alexander-barboza,22,BOT,0.0,Alexander Nahuel Barboza Ullúa,12,Alexander Barboza,7.0,25.0,20.0,5.0,1.0,,,,2.0,,,6.0,,,,,,,,
300,2.9,276,5,1.02,True,99316,4.58,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Dinenno,6,dinenno,22,SAO,-0.1,Juan Ignacio Dinenno de Cara,5,Dinenno,1.0,1.0,3.0,2.0,3.0,,,,2.0,,,,,,,,,,,
301,0.0,262,5,3.89,False,99392,8.08,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Michael,5,michael,22,FLA,0.0,Michael Richard Delgado de Oliveira,10,Michael,,7.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,,,,,,,,,,,
302,6.2,287,4,3.88,True,99440,6.57,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Baralhas,7,baralhas,22,VIT,-0.67,Gabriel Baralhas dos Santos,16,Baralhas,5.0,29.0,25.0,10.0,11.0,1.0,,1.0,2.0,,1.0,,,,,,,1.0,,
303,-1.0,262,1,5.87,True,99552,8.83,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Rossi,7,rossi,22,FLA,-0.96,Agustín Daniel Rossi,21,Rossi,1.0,,,,4.0,,,,,,,12.0,,,45.0,2.0,10.0,,,
304,0.0,275,5,1.03,False,99818,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Paulinho,5,paulinho,22,PAL,0.0,Paulo Henrique Sampaio Filho,7,Paulinho,,2.0,1.0,3.0,2.0,,1.0,,1.0,,,,,,,,,,,
305,1.5,276,3,2.5,True,99889,5.73,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,A. Franco,7,alan-franco,22,SAO,-0.59,Alan Javier Franco,16,Alan Franco,4.0,13.0,16.0,1.0,7.0,,1.0,,,,,5.0,,,,,,,,
306,2.3,282,4,2.84,True,100084,5.39,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,I. Gomes,6,igor-gomes,22,CAM,0.23,Igor Silveira Gomes,18,Igor Gomes,1.0,11.0,11.0,5.0,7.0,3.0,1.0,1.0,2.0,,,,,,,,,,,
307,0.0,292,4,0.38,False,100085,1.28,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,P. Augusto,6,pedro-augusto,22,SPT,0.0,Pedro Augusto Borges da Costa,7,Pedro Augusto,2.0,5.0,7.0,1.0,3.0,,,,,,,,,1.0,,,,,,
308,0.0,264,5,5.24,False,100652,11.44,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Y. Alberto,5,yuri-alberto,22,COR,0.0,Yuri Alberto Monteiro da Silva,13,Yuri Alberto,2.0,1.0,13.0,17.0,12.0,5.0,3.0,1.0,7.0,,,,,,,,,,,
309,1.3,280,5,1.3,True,100695,4.99,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Fernando,6,fernando,22,RBB,-0.01,Fernando dos Santos Pedro,1,Fernando,,,,1.0,1.0,,,,,,,,,,,,,,,
310,6.7,283,4,1.94,True,100742,6.65,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,M. Henrique,7,matheus-henrique,22,CRU,0.45,Matheus Henrique de Souza,8,Matheus Henrique,1.0,9.0,4.0,,6.0,,,,1.0,,,,,,,,,,,
311,0.0,356,1,0.8,False,100830,4.83,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Brenno,5,brenno,22,FOR,0.0,Brenno Oliveira Fraga Costa,1,Brenno,,,,,1.0,,,,,,,,,1.0,1.0,,1.0,,,
312,0.0,282,3,2.75,False,100842,6.04,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Ruan,6,ruan,22,CAM,0.0,Ruan Tressoldi Netto,4,Ruan,1.0,5.0,5.0,,2.0,,,,,,,1.0,,,,,,,,
313,0.0,284,2,1.83,False,100846,4.65,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,L. Esteves,6,lucas-esteves,22,GRE,0.0,Lucas Esteves de Souza,6,Lucas Esteves,1.0,7.0,7.0,3.0,2.0,,,,1.0,,,,,,,,,1.0,,
314,0.0,284,2,0.0,False,100848,7.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,L. Cândido,6,luan-candido,22,GRE,0.0,Luan Cândido de Almeida,0,Luan Cândido,,,,,,,,,,,,,,,,,,,,
315,4.2,263,2,6.04,True,100898,9.84,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Vitinho,7,vitinho,22,BOT,0.0,Victor Alexander da Silva,19,Vitinho,1.0,35.0,12.0,5.0,8.0,1.0,3.0,,1.0,,,10.0,,,,,,,,
316,1.4,287,4,2.71,True,100969,3.86,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,R. Lopes,6,ronald-lopes,22,VIT,-0.4,Ronald dos Santos Lopes,19,Ronald Lopes,3.0,23.0,22.0,3.0,19.0,,3.0,2.0,4.0,,,,,,,,,,,
317,0.0,266,4,2.59,False,100987,4.95,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Nonato,6,nonato,22,FLU,0.0,Gustavo Nonato Santana,12,Nonato,3.0,13.0,10.0,3.0,12.0,1.0,,,1.0,,,,,,,,,,,
318,0.0,282,5,2.3,False,101002,6.51,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,J. Santos,6,junior-santos,22,CAM,0.0,José Antonio dos Santos Júnior,14,Júnior Santos,1.0,4.0,7.0,5.0,14.0,2.0,2.0,,2.0,,,,,,,,,,,
319,2.4,354,2,5.67,True,101027,9.44,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Diego,7,diego,22,CEA,-0.52,Jackson Diego Ibraim Fagundes - Ibrahim,19,Diego,2.0,26.0,16.0,5.0,48.0,,,2.0,2.0,,,7.0,,,,,,,,
320,0.9,276,5,4.71,True,101290,8.41,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Ferreira,7,ferreira,22,SAO,-0.09,Aldemir dos Santos Ferreira,16,Ferreira,3.0,10.0,10.0,8.0,26.0,4.0,1.0,2.0,4.0,,,,,,,,,,,
321,0.0,265,5,3.73,False,101314,5.21,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Ademir,5,ademir,22,BAH,0.0,Ademir da Silva Santos Júnior,16,Ademir,3.0,23.0,15.0,9.0,25.0,,4.0,1.0,7.0,,,,,,,,,,,
322,11.0,266,2,5.94,True,101319,9.51,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Guga,7,guga,22,FLU,1.19,Cláudio Rodrigues Gomes,11,Guga,1.0,21.0,5.0,2.0,11.0,1.0,,1.0,1.0,,,3.0,,,,,,,,
323,0.0,266,1,-1.0,False,101478,2.53,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,M. Pitaluga,6,marcelo-pitaluga,22,FLU,0.0,Marcelo de Araújo Pitaluga Filho,0,Marcelo Pitaluga,1.0,,,,,,,,,,,,,,,,,,,
324,0.0,287,4,2.66,False,101573,5.71,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Pepê,6,pepe,22,VIT,0.0,João Pedro Vilardi Pinto,11,Pepê,2.0,20.0,18.0,,17.0,,,,1.0,,,,,1.0,,,,,,
325,7.3,264,1,3.43,True,101574,8.35,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,H. Souza,7,hugo-souza,22,COR,1.19,Hugo de Souza Nogueira,17,Hugo Souza,1.0,,,,1.0,,,,,,,5.0,,,43.0,,22.0,,,
326,-1.3,267,4,2.24,True,101594,4.56,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,H. Moura,7,hugo-moura,22,VAS,-0.58,Hugo Moura Arruda da Silva,18,Hugo Moura,5.0,25.0,29.0,5.0,9.0,,,1.0,5.0,,,,,,,,,,,1.0
327,6.4,287,2,3.31,True,101597,6.36,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Ramon,7,ramon,22,VIT,0.57,Ramon Ramos Lima,9,Ramon,2.0,13.0,9.0,3.0,5.0,,1.0,,1.0,,,2.0,,,,,,1.0,,
328,0.0,286,4,2.0,False,101651,3.54,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Peixoto,6,peixoto,22,JUV,0.0,Daniel Nascimento Peixoto dos Santos,2,Peixoto,,2.0,,,2.0,,,,,,,,,,,,,,,
329,0.0,2305,2,-0.6,False,101708,5.24,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,F. Jonatan,6,felipe-jonatan,22,MIR,0.0,Felipe Jonatan Rocha Andrade,1,Felipe Jonatan,,,2.0,,,,,,,,,,,,,,,,,
330,0.0,264,2,5.72,False,101727,10.89,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Matheuzinho,6,matheuzinho,22,COR,0.0,Matheus França Silva,17,Matheuzinho,6.0,40.0,13.0,5.0,10.0,1.0,1.0,1.0,1.0,,,5.0,,,,,,1.0,,
331,-0.9,356,4,0.3,True,101733,4.15,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,P. Roberto,6,pablo-roberto,22,FOR,-0.85,Pablo Roberto dos Santos Barbosa,2,Pablo Roberto,,1.0,3.0,,,,,,,,,,,,,,,,,
332,0.0,287,2,2.14,False,101752,4.89,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Claudinho,6,claudinho,22,VIT,0.0,Claudio Coelho Salvático,12,Claudinho,5.0,11.0,10.0,3.0,7.0,,,,1.0,,,2.0,,,,,,,,
333,0.0,267,4,0.0,False,101768,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,J. David,6,jean-david,22,VAS,0.0,Jean David Meneses Villarroel,0,Jean David,,,,,,,,,,,,,,,,,,,,
334,0.0,354,3,3.82,False,101908,5.21,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,W. Machado,3,willian-machado,22,CEA,0.0,Willian Estefani Machado,18,Willian Machado,2.0,16.0,9.0,3.0,8.0,,,,5.0,,1.0,7.0,,,,,,1.0,,
335,11.3,285,5,2.66,True,101960,6.32,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Vitinho,7,vitinho,22,INT,1.73,Vitor Hugo Naum dos Santos,12,Vitinho,3.0,12.0,17.0,4.0,14.0,1.0,4.0,,1.0,,1.0,,,,,,,,,
336,7.7,356,3,1.46,True,101995,5.33,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Brítez,7,britez,22,FOR,1.27,Emanuel Fermín Brítez,5,Brítez,4.0,8.0,9.0,,6.0,,,,,,,,,,,,,1.0,,
337,0.8,275,2,6.22,True,102130,11.25,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Piquerez,7,piquerez,22,PAL,-1.16,Joaquín Piquerez Moreira,19,Piquerez,2.0,26.0,6.0,14.0,12.0,3.0,,1.0,3.0,,,8.0,,,,,,,1.0,1.0
338,0.0,266,1,0.0,False,102137,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,V. Eudes,6,vitor-eudes,22,FLU,0.0,Vitor Eudes de Souza Costa,0,Vitor Eudes,,,,,,,,,,,,,,,,,,,,
339,6.5,287,3,2.78,True,102253,4.6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,L. Halter,7,lucas-halter,22,VIT,0.44,Lucas Halter,20,Lucas Halter,5.0,20.0,12.0,4.0,5.0,1.0,1.0,,2.0,,1.0,3.0,,,,,,,,
340,9.0,277,4,2.29,True,102256,6.84,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Rollheiser,7,rollheiser,22,SAN,1.09,Benjamín Rollheiser,20,Rollheiser,6.0,14.0,20.0,10.0,22.0,,2.0,1.0,6.0,,2.0,,,,,,,,,
341,0.0,282,2,3.35,False,102318,6.37,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,C. Paulista,6,caio-paulista,22,CAM,0.0,Caio Fernando de Oliveira,8,Caio Paulista,1.0,6.0,4.0,3.0,3.0,,1.0,,1.0,,,3.0,,,,,,,,
342,1.5,264,3,3.91,True,102340,6.22,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Cacá,6,caca,22,COR,0.02,Carlos de Menezes Júnior,14,Cacá,3.0,12.0,13.0,2.0,12.0,2.0,,,1.0,,,4.0,,,,,,1.0,,
343,0.0,263,5,0.84,False,102561,4.2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Mastriani,6,mastriani,22,BOT,0.0,Gonzalo Mathías Mastriani Borges,7,Mastriani,1.0,2.0,4.0,4.0,2.0,,3.0,,1.0,,,,,,,,,,,
