,atletas.pontos_num,atletas.clube_id,atletas.posicao_id,atletas.media_num,atletas.entrou_em_campo,atletas.atleta_id,atletas.preco_num,atletas.foto,atletas.apelido_abreviado,atletas.status_id,atletas.slug,atletas.rodada_id,atletas.clube.id.full.name,atletas.variacao_num,atletas.nome,atletas.jogos_num,atletas.apelido,CA,DS,FC,FF,FS,G,I,A,FD,PS,FT,SG,V,CV,DE,DP,GS,PC,PP,GC
584,1.0,280,5,1.73,True,124239,3.43,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,H. Mosquera,6,henry-mosquera,22,RBB,0.01,Henry David Mosquera Sánchez,12,Henry Mosquera,,7.0,8.0,2.0,8.0,,1.0,,6.0,,,,,,,,,,,
585,0.0,282,5,0.5,False,124247,1.1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Isaac,6,isaac,22,CAM,0.0,Isaac Aguiar Tomich,1,Isaac,,,,,1.0,,,,,,,,,,,,,,,
586,0.0,282,5,0.0,False,124250,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,P. Ataíde,6,pedro-ataide,22,CAM,0.0,Pedro Ataide de Souza Oliveira,0,Pedro Ataíde,,,,,,,,,,,,,,,,,,,,
587,0.0,277,5,1.7,True,124251,3.63,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,D. Washington,6,deivid-washington,22,SAN,-0.24,Deivid Washington de Souza Eugênio,17,Deivid Washington,,2.0,6.0,5.0,15.0,1.0,2.0,,2.0,,2.0,,,,,,,,,
588,0.0,285,1,0.0,False,124264,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Kauan,6,kauan,22,INT,0.0,Kauan Jesus Santos Oliveira,0,Kauan,,,,,,,,,,,,,,,,,,,,
589,0.0,285,4,0.0,False,124270,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Allex,6,allex,22,INT,0.0,Allex Rodrigues Pereira da Silva,0,Allex,,,,,,,,,,,,,,,,,,,,
590,0.5,285,4,2.61,True,124271,4.3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,G. Prado,6,gustavo-prado,22,INT,0.18,Gustavo Prado Alves,13,Gustavo Prado,2.0,7.0,5.0,8.0,11.0,1.0,1.0,,6.0,,,,,,,,,,,
591,0.9,285,5,3.71,True,124280,5.49,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,R. Mathias,7,ricardo-mathias,22,INT,-0.14,Ricardo Mathias da Silva,10,Ricardo Mathias,,2.0,5.0,3.0,8.0,3.0,2.0,,2.0,,1.0,,,,,,,,,
592,0.0,283,1,6.3,False,124369,4.28,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,L. Aragão,6,leo-aragao,22,CRU,0.0,Leonardo de Aragão Carvalho,1,Léo Aragão,,,,,,,,,,,,1.0,,,1.0,,,,,
593,-0.3,263,2,3.4,True,124481,6.27,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,M. Ponte,6,mateo-ponte,22,BOT,-0.57,Mateo Ponte Costa,12,Mateo Ponte,2.0,6.0,8.0,3.0,2.0,1.0,2.0,,,,,5.0,,,,,,,,
594,0.0,275,2,5.96,False,124526,9.18,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Giay,6,giay,22,PAL,0.0,Agustín Giay,17,Giay,,35.0,17.0,3.0,23.0,,,,,,,8.0,,,,,,,,
595,0.0,282,3,2.95,False,124661,3.68,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,I. Román,6,ivan-roman,22,CAM,0.0,Ivan Ramiro Román Hurtado,4,Iván Román,1.0,6.0,4.0,1.0,6.0,,,,1.0,,,,,,,,,,,
596,0.0,276,4,0.0,False,124674,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,F. Negrucci,6,felipe-negrucci,22,SAO,0.0,Felipe Negrucci Berdague,0,Felipe Negrucci,,,,,,,,,,,,,,,,,,,,
597,0.0,276,1,0.0,False,124701,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Leandro,6,leandro,22,SAO,0.0,Leandro Mathias Silva Bueno,0,Leandro,,,,,,,,,,,,,,,,,,,,
598,0.0,263,5,3.14,False,124757,5.19,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,N. Fernandes,6,nathan-fernandes,22,BOT,0.0,Nathan Ribeiro Fernandes,9,Nathan Fernandes,,3.0,3.0,1.0,5.0,1.0,2.0,2.0,3.0,,,,,,,,,,,
599,0.0,283,3,2.94,False,124912,4.59,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,J. Jesus,6,jonathan-jesus,22,CRU,0.0,Jonathan de Jesus Alves,7,Jonathan Jesus,,7.0,8.0,,1.0,,,,,,,3.0,,1.0,,,,,,
600,0.0,284,3,2.35,False,125467,2.86,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Viery,6,viery,22,GRE,0.0,Viery Fernandes Santos Lopes,2,Viery,,,1.0,,,,,,,,,1.0,,,,,,,,
601,0.0,282,4,0.0,False,125469,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Alisson,6,alisson,22,CAM,0.0,Alisson Santana Lopes da Fonseca,0,Alisson,,,,,,,,,,,,,,,,,,,,
602,1.2,264,3,3.04,True,125488,4.56,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,J. Pedro,6,joao-pedro,22,COR,-0.73,João Pedro de Sousa Rodrigues,5,João Pedro,3.0,3.0,7.0,1.0,,,,1.0,,,,2.0,,,,,,,,
603,0.0,280,4,0.0,False,126120,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Marcelinho,6,marcelinho,22,RBB,0.0,Marcelo Braz da Silva,0,Marcelinho,,,,,,,,,,,,,,,,,,,,
604,0.0,267,4,0.69,False,126182,4.3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Paulinho,6,paulinho,22,VAS,0.0,Paulo Lucas Santos de Paula,7,Paulinho,1.0,4.0,9.0,,5.0,,,,,,,,,,,,,,,
605,0.1,292,5,5.37,True,126216,7.07,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,D. Lacerda,7,derik-lacerda,22,SPT,-1.43,Derik Gean Severino Lacerda,7,Derik Lacerda,4.0,7.0,15.0,6.0,12.0,2.0,2.0,,5.0,,1.0,,,,,,,,,
606,0.0,277,4,6.29,True,126471,9.66,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Barreal,6,barreal,22,SAN,-0.41,Álvaro Martín Barreal,18,Barreal,1.0,34.0,15.0,10.0,14.0,5.0,4.0,,6.0,,2.0,,,,,,,,,
607,3.16,280,6,5.41,True,126977,8.73,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,F. Seabra,7,fernando-seabra,22,RBB,-0.54,Fernando Seabra,22,Fernando Seabra,,,,,,,,,,,,,9.0,,,,,,,
608,0.0,264,4,2.9,False,127242,2.65,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Bahia,6,bahia,22,COR,0.0,Luiz Gustavo Lemos Carvalho,2,Bahia,,3.0,,1.0,1.0,,,,,,,,,,,,,,,
609,0.0,266,2,12.8,False,127932,5.88,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,J. Fidélis,6,julio-fidelis,22,FLU,0.0,Julio Cesar Lima Fidelis,1,Julio Fidélis,,3.0,1.0,2.0,4.0,,,1.0,,,,,,,,,,,,
610,0.0,266,4,0.0,False,128583,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,T. Henrique,6,thiago-henrique,22,FLU,0.0,Thiago Henrique Gonçalves Silva,0,Thiago Henrique,,,,,,,,,,,,,,,,,,,,
611,0.0,262,4,0.0,False,128590,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,R. Lucas,6,rayan-lucas,22,FLA,0.0,Rayan Lucas Marques de Souza,0,Rayan Lucas,,,,,,,,,,,,,,,,,,,,
612,0.0,287,4,0.97,False,129317,2.21,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,F. Cardoso,6,felipe-cardoso,22,VIT,0.0,Felipe Cardoso,3,Felipe Cardoso,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,
613,0.0,265,5,1.2,False,129663,1.35,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,R. Pablo,6,ruan-pablo,22,BAH,0.0,Ruan Pablo Barbosa Sousa,1,Ruan Pablo,,,,,,,,,1.0,,,,,,,,,,,
614,0.0,267,1,0.0,False,129665,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Pablo,6,pablo,22,VAS,0.0,Pablo de Paula Cardoso,0,Pablo,,,,,,,,,,,,,,,,,,,,
615,0.0,267,4,0.0,False,129666,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,JP,6,jp,22,VAS,0.0,João Pedro Murilo de Paula Morais,0,JP,,,,,,,,,,,,,,,,,,,,
616,0.0,263,1,0.0,False,129930,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,C. Loor,6,cristhian-loor,22,BOT,0.0,Cristhian Joel Loor Santamaría - Christian,0,Cristhian Loor,,,,,,,,,,,,,,,,,,,,
617,3.5,284,4,3.5,True,130048,5.84,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Noriega,7,noriega,22,GRE,0.84,Erick Carlos Noriega Loret de Mola,1,Noriega,,2.0,,,1.0,,,,,,,,,,,,,,,
618,0.0,262,1,0.0,False,130189,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,L. Nannetti,6,leo-nannetti,22,FLA,0.0,Leonardo Nannetti Lopes,0,Léo Nannetti,,,,,,,,,,,,,,,,,,,,
619,0.0,262,2,0.0,False,130190,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Carbone,6,carbone,22,FLA,0.0,João Victor Schlickmann Carbone,0,Carbone,,,,,,,,,,,,,,,,,,,,
620,0.0,267,2,0.0,False,130254,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Leandrinho,6,leandrinho,22,VAS,0.0,Leandro Viana da Silva Gama,0,Leandrinho,,,,,,,,,,,,,,,,,,,,
621,0.0,267,4,0.0,False,130255,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,G. Estrella,6,guilherme-estrella,22,VAS,0.0,Guilherme Estrella de Paiva,0,Guilherme Estrella,,,,,,,,,,,,,,,,,,,,
622,0.0,263,4,0.7,False,130265,1.16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,K. Lindes,6,kauan-lindes,22,BOT,0.0,Kauan Gabriel Cordeiro Lindes,1,Kauan Lindes,,,1.0,,2.0,,,,,,,,,,,,,,,
623,0.0,267,4,0.6,False,130279,1.9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,L. Zuccarello,6,lukas-zuccarello,22,VAS,0.0,Lukas Rocha Zuccarello,2,Lukas Zuccarello,,1.0,1.0,,,,,,,,,,,,,,,,,
624,0.0,267,1,0.0,False,130280,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,P. Gabriel,6,phillipe-gabriel,22,VAS,0.0,Phillipe Gabriel Pires de Oliveira,0,Phillipe Gabriel,,,,,,,,,,,,,,,,,,,,
625,0.0,286,5,0.0,False,130316,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,R. Pinna,6,rafael-pinna,22,JUV,0.0,Rafael Oliveira Pinna,0,Rafael Pinna,,,,,,,,,,,,,,,,,,,,
626,0.0,287,2,3.35,False,130319,4.06,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Maykon,6,maykon,22,VIT,0.0,Maykon Kesley de Jesus Ramalho,7,Maykon,1.0,5.0,11.0,2.0,5.0,,,,1.0,,,3.0,,,,,,,,
627,0.0,262,4,0.0,False,130382,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,G. Gomes,6,guilherme-gomes,22,FLA,0.0,Guilherme Henrique Bernardineli Gomes,0,Guilherme Gomes,,,,,,,,,,,,,,,,,,,,
628,0.0,2305,5,0.84,False,130386,2.65,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Maceió,6,maceio,22,MIR,0.0,Everton Leandro de Oliveira Santos,5,Maceió,1.0,1.0,2.0,4.0,2.0,,1.0,,1.0,,,,,,,,,1.0,,
629,0.0,265,3,1.56,False,130393,1.8,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,L. Gustavo,6,luiz-gustavo,22,BAH,0.0,Luiz Gustavo Marinho Ribeiro dos Santos,5,Luiz Gustavo,3.0,4.0,4.0,,2.0,,,,,,,1.0,,,,,,,,
630,0.0,286,5,0.5,False,130507,1.11,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Marlon,6,marlon,22,JUV,0.0,Marlon Santos Teodoro,1,Marlon,,,1.0,1.0,,,,,,,,,,,,,,,,
631,0.0,275,5,0.0,False,130608,0.92,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,R. Fillipi,6,riquelme-fillipi,22,PAL,0.0,Riquelme Fillipi Marinho de Souza,1,Riquelme Fillipi,,,,,,,,,,,,,,,,,,,,
632,0.0,275,5,1.05,False,130612,2.95,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Luighi,6,luighi,22,PAL,0.0,Luighi Hanri Sousa Santos,6,Luighi,,4.0,5.0,,4.0,,2.0,,,,,,,,,,,,,
633,0.0,287,4,0.0,False,130620,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Edenílson,6,edenilson,22,VIT,0.0,Edenílson Santos Nascimento Filho,0,Edenílson,,,,,,,,,,,,,,,,,,,,
634,0.0,266,4,2.27,False,130650,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Bernal,6,bernal,22,FLU,0.0,Facundo Bernal Cruz,11,Bernal,5.0,15.0,9.0,5.0,9.0,,,,4.0,,,,,,,,,,,1.0
635,0.0,280,3,0.0,False,130711,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Boateng,6,boateng,22,RBB,0.0,Stanley Boateng Osei,0,Boateng,,,,,,,,,,,,,,,,,,,,
636,0.0,277,2,4.86,False,130811,7.37,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Souza,6,souza,22,SAN,0.0,João Victor de Souza Menezes,11,Souza,1.0,24.0,13.0,5.0,9.0,,1.0,1.0,,,,2.0,,,,,,1.0,,
637,0.0,287,3,0.0,False,130869,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Andrei,6,andrei,22,VIT,0.0,Andrei Gabriel dos Santos Ferreira,0,Andrei,,,,,,,,,,,,,,,,,,,,
638,0.0,284,4,2.09,False,130889,2.84,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Riquelme,6,riquelme,22,GRE,0.0,Riquelme Freitas dos Santos,8,Riquelme,,6.0,2.0,2.0,11.0,,,,1.0,,,,,,,,,,,
639,0.0,284,5,0.17,False,131455,0.84,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Jardiel,6,jardiel,22,GRE,0.0,Jardiel Maciel Libertino da Silva,3,Jardiel,,,,,1.0,,,,,,,,,,,,,,,
640,0.0,277,4,0.7,False,131515,1.19,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Hyan,6,hyan,22,SAN,0.0,Hyan Carvalho Machado Silva,2,Hyan,,1.0,2.0,,1.0,,,,,,,,,,,,,,,
641,0.0,277,2,4.28,False,131516,6.05,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,J. Chermont,6,jp-chermont,22,SAN,0.0,João Pedro Chermont Crema,5,JP Chermont,3.0,14.0,9.0,1.0,1.0,,2.0,,,,,1.0,,,,,,,,
642,0.0,276,5,2.3,True,131518,2.15,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Henrique,6,henrique,22,SAO,-0.67,Henrique Fabiano do Carmo,3,Henrique,,,1.0,,2.0,,,1.0,1.0,,,,,,,,,,,
643,0.0,276,5,4.32,False,131617,6.73,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,A. Silva,5,andre-silva,22,SAO,0.0,André Oliveira e Silva,19,André Silva,5.0,11.0,20.0,10.0,20.0,5.0,5.0,2.0,5.0,,1.0,,,,,,,,,
644,0.0,264,1,0.0,False,131753,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,F. Longo,6,felipe-longo,22,COR,0.0,Felipe Longo Fernandes da Silva,0,Felipe Longo,,,,,,,,,,,,,,,,,,,,
645,0.0,280,3,0.0,False,131765,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Kevyn,6,kevyn,22,RBB,0.0,Kevyn Henrique Monteiro de Souza,0,Kevyn,,,,,,,,,,,,,,,,,,,,
646,3.8,266,5,4.04,True,132071,6.48,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Serna,7,serna,22,FLU,0.15,Kevin Steven Serna Jaramillo,17,Serna,1.0,13.0,6.0,5.0,16.0,3.0,1.0,2.0,4.0,1.0,,,,,,,,,,
647,4.5,2305,3,4.21,True,132553,5.3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Jemmes,7,jemmes,22,MIR,-0.48,Jemmes Bruno Ribeiro da Silva,20,Jemmes,2.0,35.0,20.0,3.0,6.0,1.0,,,1.0,,,5.0,,,,,,,,
648,0.0,287,1,0.0,False,132560,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,D. Barbosa,6,davi-barbosa,22,VIT,0.0,Davi Barbosa da Silva Novaes,0,Davi Barbosa,,,,,,,,,,,,,,,,,,,,
649,0.0,280,5,3.23,False,132580,5.65,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Vinicinho,6,vinicinho,22,RBB,0.0,Vinicius Mendonça Pereira,18,Vinicinho,2.0,18.0,14.0,6.0,32.0,,4.0,2.0,5.0,1.0,,,,,,,,,,
650,0.8,264,5,3.19,True,133543,3.2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,G. Negão,7,gui-negao,22,COR,-1.28,Guilherme William Silva Inácio,8,Gui Negão,2.0,6.0,17.0,1.0,14.0,2.0,2.0,,,,,,,,,,,,,
651,0.0,276,3,0.0,False,133623,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Igão,6,igao,22,SAO,0.0,Igor Odoni Gomes,0,Igão,,,,,,,,,,,,,,,,,,,,
652,0.0,284,5,4.51,False,133669,5.78,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Alysson,6,alysson,22,GRE,0.0,Alysson Edward Franco da Rocha dos Santos,15,Alysson,1.0,24.0,10.0,7.0,32.0,,,1.0,5.0,,1.0,,,,,,,,,
653,0.0,280,1,0.0,False,133671,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,G. Reis,6,gustavo-reis,22,RBB,0.0,Gustavo Reis de Alcântara,0,Gustavo Reis,,,,,,,,,,,,,,,,,,,,
654,0.0,277,4,0.5,False,133673,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,M. Xavier,6,mateus-xavier,22,SAN,0.0,Mateus Xavier de Sousa,3,Mateus Xavier,,1.0,,,,,,,,,,,,,,,,,,
655,0.0,275,3,1.6,False,133679,2.61,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Benedetti,6,benedetti,22,PAL,0.0,Luiz Gustavo Roncholeta Benedetti,2,Benedetti,,2.0,2.0,1.0,,,,,,,,,,,,,,,,
656,0.0,266,4,0.0,False,133696,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,W. Davi,6,wallace-davi,22,FLU,0.0,Wallace Davi Nunes da Silva Dias,0,Wallace Davi,,,,,,,,,,,,,,,,,,,,
657,0.0,285,4,0.6,False,134246,1.14,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Y. Noal,6,yago-noal,22,INT,0.0,Yago Eduardo Noal Lopes,2,Yago Noal,,1.0,1.0,,,,,,,,,,,,,,,,,
658,0.0,285,4,1.7,True,136306,2.36,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,L. Otávio,6,luis-otavio,22,INT,-0.13,Luis Otávio Costa de Aquino,11,Luis Otávio,,10.0,5.0,,8.0,,,,1.0,,,,,,,,,,,
659,0.0,265,5,0.0,True,136955,5.39,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Sanabria,6,sanabria,22,BAH,-0.61,Mateo Naín Sanabria Doracio,1,Sanabria,,,,,,,,,,,,,,,,,,,,
660,0.0,262,5,0.0,False,137089,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Shola,6,shola,22,FLA,0.0,Ogundana Shola Elijah,0,Shola,,,,,,,,,,,,,,,,,,,,
661,0.0,292,5,0.0,False,137375,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Micael,6,micael,22,SPT,0.0,Micael de Barros Viturino,0,Micael,,,,,,,,,,,,,,,,,,,,
662,0.0,283,5,0.5,False,137542,1.09,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,K. Kenji,6,kaique-kenji,22,CRU,0.0,Kaique Kenji Takamura Correa,2,Kaique Kenji,,,,,2.0,,,,,,,,,,,,,,,
663,0.0,285,3,2.93,False,137618,4.05,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,C. Sampaio,6,clayton-sampaio,22,INT,0.0,Clayton Sampaio Pereira,6,Clayton Sampaio,2.0,7.0,7.0,1.0,,,,,2.0,,1.0,1.0,,,,,,,,
664,0.0,280,3,1.3,False,138021,1.7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Palacios,6,palacios,22,RBB,0.0,Sergio Stevan Palacios Zapata,2,Palacios,2.0,,3.0,,1.0,,,,,,,1.0,,,,,,,,
