,atletas.slug,atletas.preco_num,atletas.foto,atletas.clube.id.full.name,atletas.atleta_id,atletas.status_id,atletas.apelido_abreviado,atletas.pontos_num,atletas.apelido,atletas.clube_id,atletas.minimo_para_valorizar,atletas.entrou_em_campo,atletas.jogos_num,atletas.media_num,atletas.nome,atletas.rodada_id,atletas.posicao_id,atletas.variacao_num,A,DS,FC,FD,FF,FS,V,I,CA,SG,DE,GS,G,CV,PP,PC,FT,DP,PS,GC
570,gb,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,VAS,122487,6,GB,0.0,GB,267,,False,0,0.0,Gabriel Souza da Silva,2,5,0.0,,,,,,,,,,,,,,,,,,,,
571,wallace-yan,3.5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,122573,6,W. Yan,0.0,Wallace Yan,262,,False,1,3.0,Wallace Yan de Souza Barreto,2,5,0.0,,,,,2.0,3.0,,1.0,,,,,,,,,,,,
572,japa,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,CRU,122660,6,Japa,0.0,Japa,283,,False,0,0.0,João Wellington Gadelha Melo de Oliveira,2,4,0.0,,,,,,,,,,,,,,,,,,,,
573,lucas-cunha,5.02,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,SPT,122755,7,L. Cunha,0.0,Lucas Cunha,292,,False,1,5.0,Lucas de Souza Cunha,2,3,0.0,,,,,,,,,,1.0,,,,,,,,,,
574,abner,6.19,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,122861,7,Abner,1.4,Abner,286,,True,2,7.2,Abner Salles da Silva,2,3,-0.82,1.0,3.0,,,,,,1.0,,1.0,,,,,,,,,,
575,guzman-rodriguez,5.57,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,RBB,122897,7,G. Rodríguez,4.5,Guzmán Rodríguez,280,,True,2,2.5,Guzmán Rodríguez Ferrari,2,3,0.49,,3.0,,,,1.0,,,,,,,,,,,,,,
576,patrick,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,CAM,122990,6,Patrick,0.0,Patrick,282,,False,0,0.0,Patrick Roberto da Silva Campos,2,4,0.0,,,,,,,,,,,,,,,,,,,,
577,cadu,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,CAM,123359,6,Cadu,0.0,Cadu,282,,False,0,0.0,Carlos Eduardo Amaral Pereira de Castro,2,5,0.0,,,,,,,,,,,,,,,,,,,,
578,cauly,8.46,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,123360,7,Cauly,5.0,Cauly,265,,True,1,5.0,Cauly Oliveira Souza,2,4,0.46,1.0,,,,,,,,,,,,,,,,,,,
579,ze-guilherme,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,123717,6,Z. Guilherme,0.0,Zé Guilherme,265,,False,0,0.0,José Guilherme de Lima Costa,2,2,0.0,,,,,,,,,,,,,,,,,,,,
580,lezcano,5.61,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,FLU,123788,6,Lezcano,0.0,Lezcano,266,,False,1,2.0,Rubén Darío Lezcano Portillo,2,4,0.0,,1.0,,,,1.0,,,,,,,,,,,,,,
581,lucho-rodriguez,8.91,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,123795,7,L. Rodríguez,0.5,Lucho Rodríguez,265,,True,2,3.3,Luciano Rodríguez Rosales,2,5,-1.41,,2.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,
582,palacios,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,CAM,123873,5,Palacios,0.0,Palacios,282,,False,0,0.0,Brahian Palacios Alzate,2,5,0.0,,,,,,,,,,,,,,,,,,,,
583,pepa,6.12,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,SPT,123907,7,Pepa,3.57,Pepa,292,,True,2,4.67,Pedro Miguel Marques da Costa Filipe,2,6,0.01,,,,,,,,,,,,,,,,,,,,
584,fabio,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,123960,6,Fábio,0.0,Fábio,287,,False,0,0.0,Fábio Soares dos Santos,2,5,0.0,,,,,,,,,,,,,,,,,,,,
585,henry-mosquera,3.74,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,RBB,124239,6,H. Mosquera,2.5,Henry Mosquera,280,,True,2,1.7,Henry David Mosquera Sánchez,2,5,0.15,,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,
586,deivid-washington,4.5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,SAN,124251,6,D. Washington,0.5,Deivid Washington,277,,True,2,0.5,Deivid Washington de Souza Eugênio,2,5,-0.58,,,,,,2.0,,,,,,,,,,,,,,
587,gustavo-prado,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,INT,124271,6,G. Prado,0.0,Gustavo Prado,285,,False,0,0.0,Gustavo Prado Alves,2,4,0.0,,,,,,,,,,,,,,,,,,,,
588,gabriel-carvalho,6.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,INT,124275,6,G. Carvalho,0.0,Gabriel Carvalho,285,,False,0,0.0,Gabriel Carvalho Teixeira,2,4,0.0,,,,,,,,,,,,,,,,,,,,
589,ricardo-mathias,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,INT,124280,6,R. Mathias,0.0,Ricardo Mathias,285,,False,0,0.0,Ricardo Mathias da Silva,2,5,0.0,,,,,,,,,,,,,,,,,,,,
590,leo-aragao,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,CRU,124369,6,L. Aragão,0.0,Léo Aragão,283,,False,0,0.0,Leonardo de Aragão Carvalho,2,1,0.0,,,,,,,,,,,,,,,,,,,,
591,wesley-santos,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,MIR,124400,6,W. Santos,0.0,Wesley Santos,2305,,False,0,0.0,Wesley Santos Silva,2,2,0.0,,,,,,,,,,,,,,,,,,,,
592,mateo-ponte,9.21,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,124481,6,M. Ponte,14.1,Mateo Ponte,263,,True,1,14.1,Mateo Ponte Costa,2,2,4.21,,1.0,1.0,,,,,1.0,,1.0,,,1.0,,,,,,,
593,giay,6.61,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,PAL,124526,2,Giay,6.2,Giay,275,,True,2,5.6,Agustín Giay,2,2,0.77,,3.0,1.0,,,4.0,,,,1.0,,,,,,,,,,
594,felipe-negrucci,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,124674,6,F. Negrucci,0.0,Felipe Negrucci,276,,False,0,0.0,Felipe Negrucci Berdague,2,4,0.0,,,,,,,,,,,,,,,,,,,,
595,leandro,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,124701,6,Leandro,0.0,Leandro,276,,False,0,0.0,Leandro Mathias Silva Bueno,2,1,0.0,,,,,,,,,,,,,,,,,,,,
596,nathan-fernandes,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,124757,6,N. Fernandes,0.0,Nathan Fernandes,263,,False,0,0.0,Nathan Ribeiro Fernandes,2,5,0.0,,,,,,,,,,,,,,,,,,,,
597,jonathan-jesus,2.88,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,CRU,124912,3,J. Jesus,-3.6,Jonathan Jesus,283,,True,1,-3.6,Jonathan de Jesus Alves,2,3,-2.12,,,2.0,,,,,,,,,,,1.0,,,,,,
598,viery,1.53,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,125467,6,Viery,0.0,Viery,284,,False,1,-0.3,Viery Fernandes Santos Lopes,2,3,0.0,,,1.0,,,,,,,,,,,,,,,,,
599,alisson,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,CAM,125469,6,Alisson,0.0,Alisson,282,,False,0,0.0,Alisson Santana Lopes da Fonseca,2,4,0.0,,,,,,,,,,,,,,,,,,,,
600,joao-pedro,3.62,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,COR,125488,6,J. Pedro,0.0,João Pedro,264,,False,1,1.0,João Pedro de Sousa Rodrigues,2,3,0.0,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,
601,marcelinho,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,RBB,126120,6,Marcelinho,0.0,Marcelinho,280,,False,0,0.0,Marcelo Braz da Silva,2,4,0.0,,,,,,,,,,,,,,,,,,,,
602,paulinho,7.44,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,VAS,126182,7,Paulinho,0.0,Paulinho,267,,False,1,4.9,Paulo Lucas Santos de Paula,2,4,0.0,,3.0,2.0,,,2.0,,,,,,,,,,,,,,
603,barreal,7.94,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,SAN,126471,2,Barreal,2.4,Barreal,277,,True,2,6.6,Álvaro Martín Barreal,2,4,-0.75,,2.0,,,1.0,3.0,,1.0,,,,,1.0,,,,,,,
604,igor-coronado,6.6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,COR,126900,2,I. Coronado,2.0,Igor Coronado,264,,True,2,1.75,Igor Caique Coronado,2,4,-0.47,,2.0,,,,1.0,,,,,,,,,,,,,,
605,fernando-seabra,6.37,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,RBB,126977,7,F. Seabra,5.05,Fernando Seabra,280,,True,2,5.15,Fernando Seabra,2,6,0.45,,,,,,,,,,,,,,,,,,,,
606,rayan-lucas,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,128590,6,R. Lucas,0.0,Rayan Lucas,262,,False,0,0.0,Rayan Lucas Marques de Souza,2,4,0.0,,,,,,,,,,,,,,,,,,,,
607,estevao,13.9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,PAL,128915,7,Estêvão,1.5,Estêvão,275,,True,2,2.2,Estêvão Willian Almeida de Oliveira Gonçalves,2,5,-1.84,,,3.0,,3.0,8.0,,1.0,1.0,,,,,,,,,,,
608,felipe-cardoso,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,129317,6,F. Cardoso,0.0,Felipe Cardoso,287,,False,0,0.0,Felipe Cardoso,2,4,0.0,,,,,,,,,,,,,,,,,,,,
609,jp,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,VAS,129666,6,JP,0.0,JP,267,,False,0,0.0,João Pedro Murilo de Paula Morais,2,4,0.0,,,,,,,,,,,,,,,,,,,,
610,carbone,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,130190,6,Carbone,0.0,Carbone,262,,False,0,0.0,João Victor Schlickmann Carbone,2,2,0.0,,,,,,,,,,,,,,,,,,,,
611,guilherme-estrella,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,VAS,130255,6,G. Estrella,0.0,Guilherme Estrella,267,,False,0,0.0,Guilherme Estrella de Paiva,2,4,0.0,,,,,,,,,,,,,,,,,,,,
612,kauan-lindes,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,130265,6,K. Lindes,0.0,Kauan Lindes,263,,False,0,0.0,Kauan Gabriel Cordeiro Lindes,2,4,0.0,,,,,,,,,,,,,,,,,,,,
613,lukas-zuccarello,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,VAS,130279,6,L. Zuccarello,0.0,Lukas Zuccarello,267,,False,0,0.0,Lukas Rocha Zuccarello,2,4,0.0,,,,,,,,,,,,,,,,,,,,
614,guilherme-gomes,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,130382,6,G. Gomes,0.0,Guilherme Gomes,262,,False,0,0.0,Guilherme Henrique Bernardineli Gomes,2,4,0.0,,,,,,,,,,,,,,,,,,,,
615,maceio,4.24,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,MIR,130386,7,Maceió,3.6,Maceió,2305,,True,2,2.6,Everton Leandro de Oliveira Santos,2,5,0.41,,1.0,1.0,1.0,3.0,1.0,,1.0,,,,,,,,,,,,
616,luighi,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,PAL,130612,6,Luighi,0.0,Luighi,275,,False,0,0.0,Luighi Hanri Sousa Santos,2,5,0.0,,,,,,,,,,,,,,,,,,,,
617,bernal,4.17,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,FLU,130650,6,Bernal,0.0,Bernal,266,,True,1,0.0,Facundo Bernal Cruz,2,4,-0.83,,,,,,,,,,,,,,,,,,,,
618,igor-serrote,1.85,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,130884,7,I. Serrote,0.7,Igor Serrote,284,,True,2,0.8,Igor Eduardo Schlemper,2,2,-0.1,,2.0,3.0,,,1.0,,,1.0,,,,,,,,,,,
619,yarlen,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,131512,6,Yarlen,0.0,Yarlen,263,,False,0,0.0,Yarlen Faustino Augusto,2,5,0.0,,,,,,,,,,,,,,,,,,,,
620,jp-chermont,5.49,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,SAN,131516,7,J. Chermont,5.1,JP Chermont,277,,True,2,3.6,João Pedro Chermont Crema,2,2,0.66,,7.0,8.0,,1.0,1.0,,2.0,2.0,,,,,,,,,,,
621,andre-silva,4.32,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,131617,7,A. Silva,-0.5,André Silva,276,,True,2,0.15,André Oliveira e Silva,2,5,-0.87,,,1.0,,2.0,,,,1.0,,,,,,,,,,,
622,felipe-longo,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,COR,131753,6,F. Longo,0.0,Felipe Longo,264,,False,0,0.0,Felipe Longo Fernandes da Silva,2,1,0.0,,,,,,,,,,,,,,,,,,,,
623,serafim,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,131757,6,Serafim,0.0,Serafim,263,,False,0,0.0,Vinicius Lima Serafim,2,3,0.0,,,,,,,,,,,,,,,,,,,,
624,davi-goes,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,131825,6,D. Góes,0.0,Davi Góes,286,,False,0,0.0,Davi Goes Silva Ferreira Carvalho,2,4,0.0,,,,,,,,,,,,,,,,,,,,
625,serna,5.9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,FLU,132071,6,Serna,0.0,Serna,266,,False,1,0.5,Kevin Steven Serna Jaramillo,2,5,0.0,,,,,,1.0,,,,,,,,,,,,,,
626,alejandro-martinez,5.68,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,CEA,132301,6,A. Martínez,8.9,Alejandro Martínez,354,,True,1,8.9,Silvio Alejandro Martínez,2,5,2.68,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
627,jemmes,1.97,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,MIR,132553,7,Jemmes,2.0,Jemmes,2305,,True,2,1.05,Jemmes Bruno Ribeiro da Silva,2,3,0.3,,2.0,5.0,,2.0,,,,1.0,,,,,,,,,,,
628,vinicinho,5.98,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,RBB,132580,7,Vinicinho,5.6,Vinicinho,280,,True,2,3.25,Vinicius Mendonça Pereira,2,5,0.76,,3.0,2.0,1.0,,3.0,,1.0,,,,,,,,,,,,
629,gui-negao,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,COR,133543,6,G. Negão,0.0,Gui Negão,264,,False,0,0.0,Guilherme William Silva Inácio,2,5,0.0,,,,,,,,,,,,,,,,,,,,
630,benedetti,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,PAL,133679,6,Benedetti,0.0,Benedetti,275,,False,0,0.0,Luiz Gustavo Roncholeta Benedetti,2,3,0.0,,,,,,,,,,,,,,,,,,,,
631,shola,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,137089,6,Shola,0.0,Shola,262,,False,0,0.0,Ogundana Shola Elijah,2,5,0.0,,,,,,,,,,,,,,,,,,,,
632,willian-chumbinho,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,RBB,137166,6,W. Chumbinho,0.0,Willian Chumbinho,280,,False,0,0.0,Willian da Silva Santos,2,4,0.0,,,,,,,,,,,,,,,,,,,,
633,vitinho-mota,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,RBB,137324,6,V. Mota,0.0,Vitinho Mota,280,,False,0,0.0,Victor Hugo de Faria Mota,2,4,0.0,,,,,,,,,,,,,,,,,,,,
634,micael,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,SPT,137375,6,Micael,0.0,Micael,292,,False,0,0.0,Micael de Barros Viturino,2,5,0.0,,,,,,,,,,,,,,,,,,,,
635,clayton-sampaio,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,INT,137618,5,C. Sampaio,0.0,Clayton Sampaio,285,,False,0,0.0,Clayton Sampaio Pereira,2,3,0.0,,,,,,,,,,,,,,,,,,,,
636,felipe-teresa,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,139000,6,F. Teresa,0.0,Felipe Teresa,262,,False,0,0.0,Felipe Gabriel Cunha Teresa,2,5,0.0,,,,,,,,,,,,,,,,,,,,
637,figueiredo,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,PAL,139001,5,Figueiredo,0.0,Figueiredo,275,,False,0,0.0,Vitor dos Santos Figueiredo,2,4,0.0,,,,,,,,,,,,,,,,,,,,
638,filipe-luis,11.39,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,139076,7,F. Luís,5.73,Filipe Luís,262,,True,2,5.33,Filipe Luís Kasmirski,2,6,-0.15,,,,,,,1.0,,,,,,,,,,,,,
639,caio-maia,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,CAM,139455,5,C. Maia,0.0,Caio Maia,282,,False,0,0.0,Caio da Silva Maia,2,5,0.0,,,,,,,,,,,,,,,,,,,,
640,joao-marcelo,2.73,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,CAM,140364,6,J. Marcelo,0.0,João Marcelo,282,,False,1,0.8,João Marcelo Soares de Freitas,2,5,0.0,,,,,1.0,,,,,,,,,,,,,,,
641,luca-meirelles,1.53,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,SAN,140365,6,L. Meirelles,0.0,Luca Meirelles,277,,False,1,-0.3,Luca Oliveira Meirelles,2,5,0.0,,,1.0,,,,,,,,,,,,,,,,,
642,riquelme-felipe,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,FLU,140484,5,R. Felipe,0.0,Riquelme Felipe,266,,False,0,0.0,Riquelme Felipe Silva de Almeida,2,5,0.0,,,,,,,,,,,,,,,,,,,,
643,joao-victor,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,140492,6,J. Victor,0.0,João Victor,262,,False,0,0.0,João Victor de Souza Cunha,2,3,0.0,,,,,,,,,,,,,,,,,,,,
644,lucas-ferreira,2.3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,140541,6,L. Ferreira,1.2,Lucas Ferreira,276,,True,2,1.6,Lucas dos Santos Ferreira,2,4,-0.04,,1.0,,1.0,,1.0,,,,,,,,,,,,,,
645,ryan-francisco,2.45,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,140542,6,R. Francisco,0.0,Ryan Francisco,276,,False,1,0.0,Ryan Francisco Rodrigues dos Santos Silva,2,5,0.0,,,,,,,,,,,,,,,,,,,,
646,felipe-vieira,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,141078,6,F. Vieira,0.0,Felipe Vieira,262,,False,0,0.0,Felipe Vieira da Silva,2,3,0.0,,,,,,,,,,,,,,,,,,,,
647,rafael-lobato,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,141083,6,R. Lobato,0.0,Rafael Lobato,263,,False,0,0.0,Rafael Genuino Lobato,2,5,0.0,,,,,,,,,,,,,,,,,,,,
648,robert,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,CAM,141125,6,Robert,0.0,Robert,282,,False,0,0.0,Robert Pinto Alves Assunção,2,1,0.0,,,,,,,,,,,,,,,,,,,,
649,davi,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,SPT,141145,6,Davi,0.0,Davi,292,,False,0,0.0,Davi Medeiros Serrano Lira,2,1,0.0,,,,,,,,,,,,,,,,,,,,
650,felipinho,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,SPT,141151,6,Felipinho,0.0,Felipinho,292,,False,0,0.0,Felipe Gabriel dos Santos Silva,2,2,0.0,,,,,,,,,,,,,,,,,,,,
651,adriel,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,SPT,141156,6,Adriel,0.0,Adriel,292,,False,0,0.0,Adriel Gomes do Nascimento,2,4,0.0,,,,,,,,,,,,,,,,,,,,
652,breno,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,SPT,141158,6,Breno,0.0,Breno,292,,False,0,0.0,Breno José da Silva Santos,2,4,0.0,,,,,,,,,,,,,,,,,,,,
653,ze-lucas,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,SPT,141160,6,Z. Lucas,0.0,Zé Lucas,292,,False,0,0.0,José Lucas Gomes da Silva,2,4,0.0,,,,,,,,,,,,,,,,,,,,
